Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234)
1.662245193756056e-08,0.46880347331591216,76.950000000000003,0.0,0.0,0.0,2.2588095185572221e-05,9.4999970961990137,0.0012140240948296554,0.0040492696485497299,5.117941482445108e-10,3.8944634399564783e-12,2.3975269187284828e-10,1.7963663823356615e-06,0.036927063333403412,1.3639166637819958e-06,1.7881853541059157e-20,4.2511537292155294e-10,1.0285238634802296e-05,0.93408174804378385,6.5544347083209512e-05,4.8886445914943018e-15,3.2646238103583698e-14,6.5659336308788733e-09,5.5440572022212751e-14,0.00040496391908790191,2.7433859964545467e-11,0.0065485073660217158,0.0065648274569629532,4.5956134443089627e-07,2.3566967273395116e-07,1.4255330331633235e-08,0.0024878163818677006,3.4733064847370217e-07,8.9014400541809761e-08,9.3635190293435273e-08,2.0399353842926202e-07,2.8007387812023215e-06,6.2019953396588343e-06,0.013349161659096904,7.764946397827798e-13,3.080568825382792e-13,2.0113376808035861e-06,6.8785391453752639e-07,2.0952454988402432e-08,0.00014665376222866493,0.00044591551197663287,1.5167994320861366e-06,1.0809265450034782e-07,8.8790090852547527e-08,9.6657652451385859e-09,6.0373905254485273e-08,2.8166145075183338e-08,2.2135633662093505e-10,2.38138455154285e-06,6.4616295747712796e-09,2.4146458088257909e-08,3.4066570523713316e-08,7.5150850693370972e-11,7.6613997719921609e-10,2.8892343514304262e-12,0.00021814801082479539
1.670678973965683e-08,0.46880347331160943,76.950000000000003,0.0,0.0,0.0,2.2449254362214354e-05,9.4999970965885616,0.0012121141112377395,0.0040393254247258689,4.755471154775066e-10,3.6185610727031481e-12,2.391639056005794e-10,1.7832879267686851e-06,0.036588942709292575,1.3605671477715292e-06,1.6615017736903855e-20,4.1276461288347649e-10,1.033009914579681e-05,0.93440604833665575,6.5545850617599425e-05,4.8766390241722558e-15,3.2788585184260048e-14,6.5946524799190935e-09,5.5353053654770459e-14,0.00040510546391016588,2.6867842480608584e-11,0.0065485048675308711,0.0065648275465719497,4.5956116911162436e-07,2.3566958282434137e-07,1.4260279703845907e-08,0.0024976513044283159,3.4870373389303831e-07,8.9366310279583256e-08,9.3635119623776727e-08,2.0480009641764234e-07,2.8118611362645129e-06,6.2032910897003528e-06,0.01336261569172752,7.7956477671136862e-13,3.0927489054717474e-13,2.013041818997025e-06,6.885109558453358e-07,2.0952365753049148e-08,0.0001470041043000952,0.00044698548877917431,1.516797935249594e-06,1.0852213981122949e-07,8.8761222590383918e-08,9.6635853994765368e-09,6.0381115359802718e-08,2.8277504188305239e-08,2.2138286239891069e-10,2.3900369288836617e-06,6.5028488708368783e-09,2.4149476610382456e-08,3.4190350562523543e-08,7.5160335349890169e-11,7.7039013133438173e-10,2.9054094221289671e-12,0.00021905521773716511
1.6791127541753103e-08,0.46880347330747474,76.950000000000003,0.0,0.0,0.0,2.2311735953909343e-05,9.4999970969771326,0.0012102070613670035,0.0040294059059776096,4.4218475286837387e-10,3.364616810084633e-12,2.3857658208782344e-10,1.7703399456930667e-06,0.036254198260733117,1.3572259531786959e-06,1.5449004964529513e-20,4.0077266428352002e-10,1.0374882469426005e-05,0.93472700862293412,6.5547346754555815e-05,4.8646632830517524e-15,3.2930687383354215e-14,6.6233219457468036e-09,5.5268013658873325e-14,0.00040524555123741199,2.6346039759057661e-11,0.0065485024373859568,0.0065648276331138804,4.5956099858859085e-07,2.3566949537439326e-07,1.4265178101932409e-08,0.0025074617251514136,3.5007339853140799e-07,8.9717343301180612e-08,9.3635050884784187e-08,2.0560464501988093e-07,2.8229557820516608e-06,6.2045510891019546e-06,0.013376030130498312,7.8262726497656553e-13,3.1048986412030747e-13,2.0147429804138307e-06,6.8916629213340771e-07,2.0952410476203431e-08,0.00014735476566936654,0.00044805643078181398,1.5167964769952749e-06,1.0895055513868081e-07,8.8732011828432173e-08,9.6614571395078299e-09,6.0388043269600193e-08,2.83885858713975e-08,2.2140835092682086e-10,2.3986677481991594e-06,6.5440518353212538e-09,2.415237826443396e-08,3.4313822194376341e-08,7.5169453602731691e-11,7.746303692441348e-10,2.921548424030359e-12,0.00021996157095616252
1.6875465343849375e-08,0.46880347330350364,76.950000000000003,0.0,0.0,0.0,2.2175526858151907e-05,9.4999970973647354,0.0012083029414759246,0.0040195110308524672,4.1147445030409465e-10,3.1308600137120767e-12,2.3799071769605314e-10,1.7575211360542676e-06,0.035922796266604849,1.3538930593044141e-06,1.4375685144708136e-20,3.8912910404328432e-10,1.0419588635287582e-05,0.93504466223815919,6.5548835554237836e-05,4.8527172939417212e-15,3.3072544794465195e-14,6.6519420470769566e-09,5.5185380204198919e-14,0.00040538419561649024,2.5864895431482478e-11,0.006548500073855424,0.0065648277168280349,4.5956083274030523e-07,2.3566941032180457e-07,1.4270026034649218e-08,0.0025172477053089456,3.5143965094319747e-07,9.0067501799014397e-08,9.3634984027786267e-08,2.0640718926087035e-07,2.8340227878561153e-06,6.2057763242217575e-06,0.013389405355623826,7.8568212370546421e-13,3.1170181084593661e-13,2.0164411926803549e-06,6.8981993966727695e-07,2.0952587808541153e-08,0.00014770574544510341,0.00044912833536234567,1.5167950565278031e-06,1.0937790315840396e-07,8.8702469231436073e-08,9.6593789966604178e-09,6.0394697363513035e-08,2.8499390818232018e-08,2.2143283300345193e-10,2.4072770634107277e-06,6.5852382281824965e-09,2.4155166518375594e-08,3.4436986190665986e-08,7.5178216323091303e-11,7.7886069499566023e-10,2.937651367026e-12,0.00022086708288508177
1.6959803145945647e-08,0.4688034732996928,76.950000000000003,0.0,0.0,0.0,2.204061410311372e-05,9.4999970977513719,0.0012064017478198817,0.0040096407380509876,3.8320239533466916e-10,2.9156631339858006e-12,2.374063087957928e-10,1.7448302078126841e-06,0.035594703342602868,1.3505684455011634e-06,1.3387585205980939e-20,3.7782381177748898e-10,1.0464217673712105e-05,0.93535904218495025,6.5550317076157547e-05,4.8408009828358783e-15,3.3214157513519647e-14,6.6805128030950391e-09,5.510508354573015e-14,0.00040552141144897222,2.5421140426950495e-11,0.0065484977752428781,0.0065648277979344655,4.5956067144771453e-07,2.3566932760552963e-07,1.4274824005672263e-08,0.002527009306018665,3.5280249966125172e-07,9.0416787959978031e-08,9.3634919005078374e-08,2.0720773415285535e-07,2.8450622227958595e-06,6.2069677542120638e-06,0.013402741743522247,7.8872937197699409e-13,3.1291073829319982e-13,2.0181364831470124e-06,6.9047191455005702e-07,2.0952896414204742e-08,0.00014805704274134608,0.00045020119991413826,1.5167936730519653e-06,1.0980418653936822e-07,8.8672605155179532e-08,9.6573495448842831e-09,6.0401085777295682e-08,2.8609919720834888e-08,2.2145633853122769e-10,2.4158649283039907e-06,6.6264078155110669e-09,2.4157844739246926e-08,3.4559843320844671e-08,7.5186634065799629e-11,7.8308111331950602e-10,2.9537182635449313e-12,0.0002217717658140358
1.704414094804192e-08,0.46880347329603805,76.950000000000003,0.0,0.0,0.0,2.1906984846338551e-05,9.4999970981370492,0.0012045034766512497,0.003999794966426367,3.5717205348881446e-10,2.7175301421755384e-12,2.3682335176661708e-10,1.7322658838137045e-06,0.035269886437873377,1.3472520911729344e-06,1.2477835969293285e-20,3.6684696101069997e-10,1.0508769615757166e-05,0.93567018113633282,6.5551791379187452e-05,4.8289142759125746e-15,3.3355525638752616e-14,6.7090342334533181e-09,5.5027055963265335e-14,0.00040565721299260133,2.5011769746722541e-11,0.0065484955398871494,0.0065648278766355312,4.5956051459422017e-07,2.3566924716576336e-07,1.4279572513646613e-08,0.0025367465882445168,3.5416195319693689e-07,9.0765203965462699e-08,9.3634855769926553e-08,2.0800628469546655e-07,2.856074155814949e-06,6.2081263117691171e-06,0.013416039666853303,7.9176902882210657e-13,3.1411665401218404e-13,2.0198288788910376e-06,6.9112223272406749e-07,2.0953334970669635e-08,0.00014840865667753285,0.00045127502184609162,1.5167923257744639e-06,1.1022940794382633e-07,8.8642429655435499e-08,9.6553673994216824e-09,6.0407216409903088e-08,2.8720173269489929e-08,2.214788965422375e-10,2.4244313965291627e-06,6.66756036937539e-09,2.4160416196094248e-08,3.4682394352426394e-08,7.5194717078507857e-11,7.8729162958662517e-10,2.9697491284670632e-12,0.00022267563192094041
1.712847875013819e-08,0.46880347329253574,76.950000000000003,0.0,0.0,0.0,2.1774626373450512e-05,9.4999970985217672,0.0012026081242194943,0.0039899736549840765,3.3320277145407193e-10,2.5350858977522731e-12,2.3624184299711548e-10,1.7198268996591982e-06,0.034948312831683058,1.3439439757748953e-06,1.1640123326968364e-20,3.5618901064832899e-10,1.0553244493201557e-05,0.93597811143902854,6.5553258521568194e-05,4.8170570995336151e-15,3.3496649270689567e-14,6.7375063582671105e-09,5.4951231702701007e-14,0.00040579161436273052,2.4634021116689734e-11,0.0065484933661622358,0.0065648279531173304,4.5956036206574475e-07,2.3566916894400347e-07,1.4284272052237617e-08,0.0025464596127970297,3.5551802004022153e-07,9.1112751991370856e-08,9.3634794276568855e-08,2.0880284587575561e-07,2.8670586556839529e-06,6.2092529038622541e-06,0.013429299494555855,7.9480111322386123e-13,3.1531956553400878e-13,2.0215184067192302e-06,6.9177090997244096e-07,2.0953902168610599e-08,0.00014876058637848299,0.00045234979858259112,1.5167910139054798e-06,1.1065357002733179e-07,8.8611952496655424e-08,9.6534312156126261e-09,6.0413096930367295e-08,2.8830152152744309e-08,2.2150053522351037e-10,2.4329765216013791e-06,6.7086956676716075e-09,2.4162884062816035e-08,3.480464005099373e-08,7.5202475310607338e-11,7.9149224978614498e-10,2.9857439790391262e-12,0.00022357869327249011
1.7212816552234463e-08,0.46880347328918226,76.950000000000003,0.0,0.0,0.0,2.1643526096875122e-05,9.4999970989055313,0.0012007156867712659,0.0039801767428814805,3.1112849318666899e-10,2.3670663753512693e-12,2.356617788848571e-10,1.7075120035798461e-06,0.034629950130121677,1.3406440788133709e-06,1.0868643368713908e-20,3.4584069669459225e-10,1.0597642338539501e-05,0.93628286511671588,6.5554718560915958e-05,4.8052293802441488e-15,3.3637528512128531e-14,6.7659291981110774e-09,5.487754691897589e-14,0.00040592462953374366,2.4285355365701872e-11,0.0065484912524772215,0.0065648280275510161,4.5956021375064171e-07,2.3566909288300628e-07,1.4288923110181066e-08,0.0025561484403337038,3.5687070865969458e-07,9.1459434208127137e-08,9.3634734480213993e-08,2.095974226682224e-07,2.8780157910003935e-06,6.2103484124429969e-06,0.013442521591885042,7.9782564411750412e-13,3.1651948037081263e-13,2.023205093170648e-06,6.9241796192070974e-07,2.0954596711769652e-08,0.00014911283097437808,0.00045342552756346256,1.5167897366600604e-06,1.1107667543875642e-07,8.8581183160406818e-08,9.6515396877346964e-09,6.041873478447445e-08,2.8939857057412923e-08,2.2152128194155502e-10,2.4415003569010515e-06,6.7498134939773428e-09,2.4165251420925945e-08,3.4926581180202025e-08,7.5209918421890633e-11,7.9568298050383925e-10,3.0017028347932789e-12,0.00022448096182512607
1.7297154354330735e-08,0.46880347328597355,76.950000000000003,0.0,0.0,0.0,2.1513671554573241e-05,9.4999970992883451,0.0011988261605504885,0.0039704041694274567,2.9079657982459204e-10,2.2123096818858776e-12,2.3508315583639687e-10,1.6953199563090239e-06,0.034314766262837748,1.3373523798458649e-06,1.0158061135713152e-20,3.3579302421032274e-10,1.064196318497489e-05,0.93658447387325505,6.5556171554229949e-05,4.7934310447727435e-15,3.3778163468120668e-14,6.7943027740155414e-09,5.4805939620674259e-14,0.00040605627234046335,2.3963438390307706e-11,0.0065484891972760802,0.0065648281000940042,4.5956006953967964e-07,2.3566901892674333e-07,1.4293526171330909e-08,0.0025658131313593961,3.5822002750262255e-07,9.1805252780695505e-08,9.363467633703848e-08,2.103900200348474e-07,2.8889456301891849e-06,6.2114136951346594e-06,0.013455706320449111,8.0084264039067429e-13,3.1771640601581911e-13,2.0248889645192897e-06,6.9306340403838467e-07,2.0955417316826856e-08,0.00014946538960074448,0.00045450220624392517,1.5167884932593476e-06,1.1149872682030663e-07,8.85501308535665e-08,9.6496915478761828e-09,6.042413720124843e-08,2.9049288668581336e-08,2.2154116326618995e-10,2.4500029556742031e-06,6.7909136374094045e-09,2.4167521262235688e-08,3.5048218501782927e-08,7.5217055790961307e-11,7.9986382890128357e-10,3.0176257174682728e-12,0.00022538244942599627
1.7381492156427007e-08,0.46880347328290634,76.950000000000003,0.0,0.0,0.0,2.138505040878759e-05,9.4999970996702086,0.0011969395417984533,0.003960655874082032,2.7206672501395186e-10,2.0697477999521294e-12,2.3450597026724131e-10,1.6832495309582059e-06,0.034002729479806669,1.3340688584806552e-06,9.5034727096089211e-21,3.2603725950373401e-10,1.06862070664156e-05,0.93688296909588442,6.5557617557899711e-05,4.7816620200299989e-15,3.3918554245952754e-14,6.8226271074628123e-09,5.4736349616270051e-14,0.00040618655647954593,2.3666124577684683e-11,0.0065484871990374553,0.0065648281708910721,4.5955992932613048e-07,2.3566894702047738e-07,1.4298081714708991e-08,0.0025754537462267077,3.595659849950442e-07,9.215020986859358e-08,9.3634619804181496e-08,2.1118064292512784e-07,2.8998482415030687e-06,6.2124495859029682e-06,0.01346885403824586,8.0385212088349112e-13,3.1891034994344158e-13,2.026570046776748e-06,6.9370725164051558e-07,2.0956362713270539e-08,0.00014981826139843414,0.00045557983209454383,1.516787282931669e-06,1.1191972680754014e-07,8.8518804516276022e-08,9.6478855648416258e-09,6.0429311199246231e-08,2.9158447669611516e-08,2.2156020499368209e-10,2.4584843710328119e-06,6.8319958924853072e-09,2.416969649146011e-08,3.5169552775551267e-08,7.5223896523400122e-11,8.0403480269567154e-10,3.0335126509331118e-12,0.00022628316781390749
1.746582995852328e-08,0.4688034732799769,76.950000000000003,0.0,0.0,0.0,2.12576504448018e-05,9.4999971000511305,0.0011950558267539077,0.0039509317964559901,2.5480995793378834e-10,1.9383989988041183e-12,2.3393021860180253e-10,1.6712995128930265e-06,0.033693808348131224,1.3307934943767585e-06,8.9003703666372781e-21,3.1656492254742381e-10,1.0730374017467785e-05,0.93717838185838143,6.5559056627712299e-05,4.7699222331083569e-15,3.4058700955129973e-14,6.8509022203835591e-09,5.4668718461879972e-14,0.00040631549551086035,2.3391441568853485e-11,0.0065484852562743643,0.006564828240075397,4.5955979300565051e-07,2.3566887711071554e-07,1.4302590214554232e-08,0.0025850703451363727,3.6090858954178126e-07,9.2494307625901903e-08,9.3634564839738178e-08,2.1196929627610505e-07,2.9107236930230484e-06,6.2134568957082601e-06,0.013481965099698711,8.06854104388604e-13,3.2010131960925403e-13,2.0282483656948342e-06,6.9434951988923194e-07,2.0957431643268761e-08,0.00015017144551360655,0.00045665840260118143,1.5167861049134912e-06,1.1233967802938346e-07,8.8487212829666765e-08,9.6461205430888451e-09,6.0434263592670804e-08,2.9267334742146665e-08,2.2157843216921321e-10,2.466944655955146e-06,6.8730600589884728e-09,2.4171779928746757e-08,3.5290584759409733e-08,7.5230449459694331e-11,8.0819591014026816e-10,3.0493636611131133e-12,0.00022718312862026973
1.755016776061955e-08,0.46880347327718175,76.950000000000003,0.0,0.0,0.0,2.1131459569711901e-05,9.4999971004311128,0.001193175011653143,0.003941231876310518,2.3890772692693777e-10,1.817360858902445e-12,2.3335589727341515e-10,1.6594686996108298e-06,0.033387971748874028,1.3275262672440563e-06,8.3446105490612035e-21,3.0736777961509935e-10,1.0774464073430245e-05,0.93747074292419397,6.556048881885947e-05,4.7582116112825357e-15,3.4198603707356498e-14,6.8791281351531794e-09,5.4602989410530075e-14,0.0004064431028588551,2.3137576253785588e-11,0.0065484833675338765,0.0065648283077694774,4.5955966047622676e-07,2.3566880914512984e-07,1.4307052140368285e-08,0.0025946629881376387,3.6224784952648427e-07,9.2837548201281646e-08,9.3634511402751862e-08,2.127559850123944e-07,2.9215720526588273e-06,6.2144364131396952e-06,0.013495039855692432,8.0984860965142437e-13,3.2128932245004431e-13,2.029923946768176e-06,6.9499022379527089e-07,2.0958622861544376e-08,0.00015052494109770944,0.00045773791526494847,1.5167849584502563e-06,1.1275858310814846e-07,8.8455364223360991e-08,9.6443953216965757e-09,6.0439000997306905e-08,2.9375950566113572e-08,2.2159586910869583e-10,2.475383863286107e-06,6.9141059418370837e-09,2.4173774312132084e-08,3.5411315209351376e-08,7.5236723182937098e-11,8.1234716000548623e-10,3.0651787759183064e-12,0.00022808234337003307
1.7634505562715823e-08,0.46880347327451743,76.950000000000003,0.0,0.0,0.0,2.1006465811210037e-05,9.4999971008101536,0.0011912970927300851,0.0039315560535568119,2.2425105721891108e-10,1.7058038604222029e-12,2.327830027243036e-10,1.6477559006199138e-06,0.033085188873921513,1.3242671568428082e-06,7.832384426165005e-21,2.9843783613168743e-10,1.0818477270288827e-05,0.93776008274953992,6.5561914185944764e-05,4.7465300820078879e-15,3.4338262616518021e-14,6.9073048745882066e-09,5.4539107362948336e-14,0.00040656939181391043,2.2902861898788782e-11,0.0065484815313967314,0.006564828374086,4.5955953163830117e-07,2.3566874307265458e-07,1.431146795696382e-08,0.0026042317351286544,3.6358377331174704e-07,9.3179933737989869e-08,9.3634459453204767e-08,2.1354071404622356e-07,2.9323933881492419e-06,6.2153889050320548e-06,0.013508078653608481,8.1283565537021811e-13,3.2247436588394947e-13,2.0315968152367903e-06,6.9562937821949515e-07,2.0959935135249095e-08,0.00015087874730745958,0.0004588183676021545,1.5167838427971106e-06,1.1317644465954831e-07,8.8423266882755499e-08,9.6427087733618053e-09,6.0443529836284292e-08,2.9484295819728221e-08,2.216125394199575e-10,2.4838020457375696e-06,6.9551333509563899e-09,2.4175682299926381e-08,3.5531744879467018e-08,7.52427260263034e-11,8.1648856156056105e-10,3.0809580251740847e-12,0.00022898082348261656
1.7718843364812095e-08,0.46880347327198046,76.950000000000003,0.0,0.0,0.0,2.0882657316380323e-05,9.4999971011882618,0.0011894220662163773,0.0039219042682557192,2.1073977673496258e-10,1.6029654901351931e-12,2.3221153140552359e-10,1.636159937319217e-06,0.032785429222879477,1.3210161429835755e-06,7.3601908353275703e-21,2.8976732973067725e-10,1.0862413644710834e-05,0.93804643148647582,6.5563332782990301e-05,4.7348775729200347e-15,3.4477677798665711e-14,6.9354324619427248e-09,5.4477018819726015e-14,0.0004066943755336777,2.2685766314629413e-11,0.00654847974647693,0.0065648284391286371,4.5955940639463157e-07,2.356686788434453e-07,1.431583812451298e-08,0.0026137766458568476,3.6491636923910954e-07,9.352146637388707e-08,9.3634408952007462e-08,2.143234882774593e-07,2.943187767062693e-06,6.2163151170655347e-06,0.013521081837360036,8.1581526019611887e-13,3.2365645731041135e-13,2.0332669960886299e-06,6.9626699787438707e-07,2.0961367243838236e-08,0.00015123286330482366,0.00045989975714425668,1.5167827572195326e-06,1.1359326529271562e-07,8.8390928756094065e-08,9.6410598034260375e-09,6.0447856345674047e-08,2.9592371179501376e-08,2.2162846602330723e-10,2.4921992558887142e-06,6.9961421011544745e-09,2.4177506473029584e-08,3.5651874521950384e-08,7.5248466080309368e-11,8.2062012455580726e-10,3.0967014405540546e-12,0.00022987858027282942
1.7803181166908367e-08,0.46880347326956784,76.950000000000003,0.0,0.0,0.0,2.0760022350506799e-05,9.4999971015654392,0.001187549928341471,0.0039122764606173647,1.9828180451010816e-10,1.5081448247494372e-12,2.3164147977698879e-10,1.6246796428793813e-06,0.032488662599999343,1.3177732055274851e-06,6.9248114107960235e-21,2.8134872351271346e-10,1.0906273234039486e-05,0.93832981898593493,6.5564744663443916e-05,4.7232540118357878e-15,3.4616849371996455e-14,6.9635109209048376e-09,5.4416671834850748e-14,0.00040681806704440511,2.2484880981256055e-11,0.0065484780114213039,0.0065648285029927646,4.5955928465018505e-07,2.3566861640875383e-07,1.4320163098590972e-08,0.0026232977799193107,3.6624564562908647e-07,9.3862148241454899e-08,9.3634359860987493e-08,2.1510431259363506e-07,2.9539552567975767e-06,6.2172157743490481e-06,0.013534049747426643,8.1878744273338294e-13,3.2483560411020583e-13,2.0349345140621094e-06,6.9690309732552975e-07,2.0962917978949991e-08,0.00015158728825699841,0.00046098208143780802,1.5167817009938766e-06,1.1400904761021827e-07,8.8358357561334889e-08,9.6394473489295925e-09,6.0451986579922503e-08,2.970017732024016e-08,2.2164367117150789e-10,2.5005755461863649e-06,7.0371320120013032e-09,2.4179249337179849e-08,3.577170488709956e-08,7.5253951199861064e-11,8.2474185920543936e-10,3.1124090555150005e-12,0.00023077562495178521
1.788751896900464e-08,0.46880347326727617,76.950000000000003,0.0,0.0,0.0,2.0638549295893196e-05,9.4999971019416893,0.0011856806753327051,0.0039026725710007686,1.8679249663149302e-10,1.4206975521829997e-12,2.3107284430744535e-10,1.613313862125752e-06,0.032194859111135309,1.3145383243856666e-06,6.5232877234014989e-21,2.7317469949963426e-10,1.0950056076288417e-05,0.93861027480073467,6.5566149880185711e-05,4.7116593267512624e-15,3.4755777456835495e-14,6.9915402755930977e-09,5.4358015970669393e-14,0.00040694047924224995,2.2298911051782823e-11,0.0065484763249090338,0.0065648285657661396,4.5955916631231456e-07,2.3566855572105002e-07,1.4324443330222703e-08,0.0026327951967631807,3.6757161078130644e-07,9.4201981467813222e-08,9.3634312142877289e-08,2.1588319186999091e-07,2.9646959245827161e-06,6.2180915819874495e-06,0.01354698272088853,8.2175222153950362e-13,3.2601181364561983e-13,2.0365993936485942e-06,6.9753769099308199e-07,2.096458614428339e-08,0.00015194202133639079,0.00046206533804440622,1.5167806734078249e-06,1.1442379420807552e-07,8.8325560792818999e-08,9.6378703776932087e-09,6.0455926417127415e-08,2.980771491505353e-08,2.216581764691697e-10,2.5089309689453277e-06,7.0781029077110144e-09,2.4180913325136921e-08,3.5891236723324575e-08,7.5259189011098202e-11,8.2885377617093625e-10,3.1280809052339072e-12,0.00023167196862780763
1.797185677110091e-08,0.468803473265102,76.950000000000003,0.0,0.0,0.0,2.0518226650694577e-05,9.4999971023170104,0.0011838143034153966,0.0038930925399134958,1.7619404506122986e-10,1.3400313953751564e-12,2.3050562147439417e-10,1.6020614514216156e-06,0.031903989160731894,1.311311479519082e-06,6.1529002684582797e-21,2.6523815227830675e-10,1.09937622101362e-05,0.93888782818855387,6.5567548485534976e-05,4.7000934458411691e-15,3.4894462175621618e-14,7.0195205505530244e-09,5.4301002254090863e-14,0.00040706162489457772,2.2126666164639047e-11,0.0065484746856511794,0.0065648286275295118,4.5955905129061152e-07,2.3566849673400211e-07,1.432867926593087e-08,0.0026422689556860209,3.688942729745112e-07,9.4540968174725601e-08,9.3634265761301287e-08,2.1666013096950145e-07,2.9754098374777926e-06,6.2189432256331549e-06,0.013559881091460559,8.2470961512517057e-13,3.2718509326039353e-13,2.0382616590948795e-06,6.9817079315322644e-07,2.0966370555475997e-08,0.00015229706172059811,0.00046314952454063981,1.5167796737607778e-06,1.1483750767577564e-07,8.8292545727745323e-08,9.6363278874261066e-09,6.0459681564160982e-08,2.9914984635358681e-08,2.2167200289157761e-10,2.5172655763487202e-06,7.1190546170273325e-09,2.4182500798802155e-08,3.6010470777153663e-08,7.5264186918040115e-11,8.3295588654493635e-10,3.1437170265469656e-12,0.00023256762230732986
1.8056194573197183e-08,0.46880347326304267,76.950000000000003,0.0,0.0,0.0,2.0399043027760607e-05,9.4999971026914114,0.0011819508088129174,0.0038835363080112718,1.6641492506396225e-10,1.2656019060776789e-12,2.2993980776412842e-10,1.5909212785525945e-06,0.031616023448841485,1.3080926509389778e-06,5.8111491524303901e-21,2.5753218282877988e-10,1.1037391674920885e-05,0.93916250811488244,6.5568940531256657e-05,4.6885562974603693e-15,3.5032903652887095e-14,7.0474517707535995e-09,5.4245583134020528e-14,0.00040718151664124915,2.1967051998540511e-11,0.0065484730923901589,0.0065648286883571898,4.5955893949672588e-07,2.3566843940229141e-07,1.4332871347777488e-08,0.0026517191158361947,3.7021364046655565e-07,9.4879110478616484e-08,9.3634220680762279e-08,2.1743513474289946e-07,2.9860970623737696e-06,6.219771372022565e-06,0.013572745189525877,8.2765964195455049e-13,3.2835545027971132e-13,2.0399213344056312e-06,6.9880241793960789e-07,2.096827003998727e-08,0.00015265240859238787,0.00046423463851803516,1.5167787013641689e-06,1.1525019059629227e-07,8.8259319432457901e-08,9.6348189048598235e-09,6.0463257561644409e-08,3.0021987150882073e-08,2.2168517080297449e-10,2.5255794204483137e-06,7.1599869731120484e-09,2.4184014051276987e-08,3.6129407793233179e-08,7.5268952109038307e-11,8.3704820183564299e-10,3.1593174578905175e-12,0.00023346259689578574
1.8140532375293455e-08,0.4688034732610946,76.950000000000003,0.0,0.0,0.0,2.0280987153490345e-05,9.4999971030648886,0.0011800901877467816,0.0038740038160976205,1.5738938730932099e-10,1.1969085987058e-12,2.2937539967172137e-10,1.5798922226133315e-06,0.031330932968171639,1.3048818187062547e-06,5.4957363411908326e-21,2.5005009253142839e-10,1.1080944510634617e-05,0.93943434325593644,6.5570326068568004e-05,4.6770478101418042e-15,3.5171102015240118e-14,7.0753339615837995e-09,5.4191712440145341e-14,0.00040730016699589338,2.1819062510221397e-11,0.0065484715438992253,0.0065648287483175572,4.5955883084460901e-07,2.3566838368175956e-07,1.4337020013408571e-08,0.0026611457362132485,3.7152972149457887e-07,9.5216410490591202e-08,9.3634176866627354e-08,2.1820820802871723e-07,2.9967576659933243e-06,6.2205766694977193e-06,0.013585575342169209,8.3060232044543717e-13,3.295228920104315e-13,2.0415784433458092e-06,6.9943257934476257e-07,2.0970283436980551e-08,0.00015300806113967706,0.00046532067758300215,1.5167777555417215e-06,1.1566184554610015e-07,8.8225888768551046e-08,9.6333424849070534e-09,6.0466659788777874e-08,3.0128723129664186e-08,2.216976999743159e-10,2.5338725531648604e-06,7.200899813436442e-09,2.4185455308861731e-08,3.6248048514335416e-08,7.5273491563041998e-11,8.4113073395172583e-10,3.1748822392438579e-12,0.00023435690319849372
1.8224870177389727e-08,0.46880347325925537,76.950000000000003,0.0,0.0,0.0,2.0164047866698559e-05,9.4999971034374511,0.0011782324364367225,0.0038644950051234983,1.4905699103729582e-10,1.1334913967710589e-12,2.2881239370092291e-10,1.5689731738942249e-06,0.031048689001162127,1.30167896293114e-06,5.2045493434106371e-21,2.4278537734791321e-10,1.1124420757918225e-05,0.93970336200155069,6.5571705148144993e-05,4.6655679125952066e-15,3.5309057391351474e-14,7.1031671488491373e-09,5.4139345342844997e-14,0.00040741758834716887,2.168177279972615e-11,0.0065484700389819277,0.006564828807473562,4.5955872525037749e-07,2.3566832952942954e-07,1.434112569610231e-08,0.0026705488756682888,3.7284252427500528e-07,9.555287031643846e-08,9.3634134285113328e-08,2.1897935565331732e-07,3.0073917148912722e-06,6.2213597485135683e-06,0.013598371873209791,8.3353766896914144e-13,3.3068742574102161e-13,2.0432330094430715e-06,7.0006129122152639e-07,2.0972409597203361e-08,0.00015336401855551183,0.00046640763935677966,1.5167768356296542e-06,1.1607247509519197e-07,8.8192260398797184e-08,9.6318977098447499e-09,6.0469893468030431e-08,3.0235193238067296e-08,2.2170960960050516e-10,2.5421450262884222e-06,7.2417929796756121e-09,2.4186826732996257e-08,3.63663936813661e-08,7.5277812055681599e-11,8.4520349518770361e-10,3.1904114120738505e-12,0.00023525055192153406
