Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692)
2.2396492769957492e-07,0.31658371263112556,76.950000000000003,0.0,0.0,0.0,0.00081407721551647345,9.4893059617499311,0.0038197266516896583,0.01869020997489497,1.2675806185380409e-07,4.7944214895008241e-09,2.8023910831189971e-09,2.8218295397481366e-07,0.084336574836172545,1.7366022141655648e-05,3.4103018188713517e-17,2.9343635938867721e-05,0.02593546930285346,0.76151294921089974,0.019217124553878979,9.0326967605084854e-14,4.8635848661182608e-11,4.1596325734166422e-06,4.40414767541446e-11,0.00014755145046947048,1.3372249029676182e-09,0.042962559731697665,0.062667659457513417,6.9262518458197464e-06,3.9005542316467106e-06,3.3915415899008156e-11,0.0099549050296254566,3.1910684939991158e-06,8.9789256020950812e-07,6.5431506525241229e-05,9.1635906520699279e-06,2.6340842780995008e-06,0.0083098885185306434,0.010904633763813461,6.1654063301667782e-11,2.1509598686622366e-11,5.8198036945312138e-07,1.7639104492448046e-07,1.2398988680231504e-09,5.9119731239352219e-05,0.0002002971810538967,0.0014689929008246695,1.2829262110377689e-06,0.00020928953758732389,5.0999467152301213e-06,0.0001918996966106512,2.0463201053503035e-08,4.0625268091383381e-06,1.3307267892210075e-06,0.00064551976243954769,4.6410955441632682e-05,2.7567081436855006e-08,1.407501180773787e-06,0.00041763172903973723,1.1198451909978351e-05,9.2080343951082594e-05,1.2036452113229423e-10,1.7315033830998827e-09,0.00074491637830049692,1.0138216981525016e-07,8.4951421405447245e-07,1.7256489156987526e-07,4.7877272827543313e-07,3.2113906253939202e-08,1.4032018306236344e-09,2.1001032972774409e-14,4.7517761430481284e-09,9.2409480485943407e-06,1.9250743143784045e-09,4.5561904666949837e-09,1.795369784956905e-10,1.7250983232714132e-09,0.0034465808530956357,1.4929819051674928e-09,0.0063913289644994273,1.4929592771991016e-09,6.1783376219785668e-06,3.1520743917587476e-16,1.8272232265242507e-16,4.1845163990700832e-11,2.821255893376922e-06,2.2495623117138622e-07,1.1072421854078406e-16,8.2338423313309014e-11,1.2321255192809526e-09,0.00010917322008791884,1.9054242680245285e-09,1.5084694155842485e-05,1.2737151902608532e-05,1.0706407712509474e-07
2.2520697501654915e-07,0.3165837139128536,76.950000000000003,0.0,0.0,0.0,0.00080723479485331478,9.4892794055900644,0.0037909725181350475,0.018569378356795448,1.2453259303874604e-07,4.7102456183380666e-09,2.7842659099769995e-09,2.8031662730719281e-07,0.083763835493503053,1.7253702960420771e-05,3.3504269982746901e-17,2.8775376976213359e-05,0.026008892895566012,0.76211911350912787,0.019217518211102617,8.9742754884284247e-14,4.8773390470792349e-11,4.1714164190558389e-06,4.350352472554297e-11,0.00014766905385659668,1.3291437278420282e-09,0.04296013971190904,0.062667671976985403,6.9258422887360114e-06,3.9003235861102756e-06,3.3942412616773566e-11,0.009975740534100587,3.197738408050406e-06,8.9976939549080995e-07,6.542404818012012e-05,9.1827523144753829e-06,2.6396111067436966e-06,0.0083113446492606852,0.010923517926511894,6.1782812799622845e-11,2.1554516244651783e-11,5.8296379244789908e-07,1.7669415670896548e-07,1.2414847228704281e-09,5.944317946490832e-05,0.00020139422805728476,0.0014687603215967724,1.2856160820946931e-06,0.00020908684588731813,5.0740703973367197e-06,0.00019124819626560702,2.0506054190019784e-08,4.0487275741788037e-06,1.3376519468234006e-06,0.00064817387546155204,4.6253427377064428e-05,2.7710542855114805e-08,1.4027202963541725e-06,0.00041900829238429468,1.1243222046988588e-05,9.2767862213771125e-05,1.2097281747973602e-10,1.7417658355567e-09,0.00075038450228732576,1.0212608865689493e-07,8.5163704130202318e-07,1.7383113307078688e-07,4.8228460873788946e-07,3.2194065042059382e-08,1.4067045012955049e-09,2.1155079169230371e-14,4.7651901295029998e-09,9.267065022574064e-06,1.936515108690766e-09,4.5559338232226862e-09,1.7967938638265263e-10,1.7356255477479015e-09,0.0034483667633260491,1.4955628990762246e-09,0.0064152061291237773,1.495540320331377e-09,6.2403996315009324e-06,3.1599422126744276e-16,1.8317841166976703e-16,4.1703133136255951e-11,2.821752596298e-06,2.2658399253203167e-07,1.1152497466375149e-16,8.2934216156294687e-11,1.2413284423168876e-09,0.00011064965615256786,1.9196562666305709e-09,1.5217940930680215e-05,1.2849774619930548e-05,1.0801044863326308e-07
2.2644902233352337e-07,0.31658371530745183,76.950000000000003,0.0,0.0,0.0,0.00080046019749375704,9.4892530139891189,0.0037624340050159172,0.018449439453042251,1.2237089488201466e-07,4.6284821282365091e-09,2.7662747373026817e-09,2.7846359737221443e-07,0.083195039690733483,1.7142214161957079e-05,3.2922681193282748e-17,2.8218122718476287e-05,0.02608180041343091,0.76272096920423993,0.019217902127002293,8.9162861284873934e-14,4.8909964683396751e-11,4.1831174322833253e-06,4.2974871633422306e-11,0.00014778582131520028,1.3212930494084162e-09,0.042957797816652814,0.062667684280475228,6.9254454463500843e-06,3.9001001009648596e-06,3.3969217442434541e-11,0.0099963673785550353,3.2043414529485824e-06,9.0162741478675374e-07,6.5416830980580962e-05,9.201721894684857e-06,2.6450826044497689e-06,0.008312753851534507,0.01094231564880686,6.1910270274803109e-11,2.1598983047462783e-11,5.8394276310559678e-07,1.7699588577277551e-07,1.2430644348399878e-09,5.9766917481475562e-05,0.00020249225966443633,0.0014685352654884728,1.2882789958030092e-06,0.00020889140730060121,5.0484362515172145e-06,0.00019059847859543934,2.0548480181399839e-08,4.0349661307850946e-06,1.3445643775907323e-06,0.000650816756187344,4.6096325129985571e-05,2.7853740625876197e-08,1.3979523212086921e-06,0.00042037168208430793,1.1287667701395959e-05,9.3456791721188129e-05,1.2158005583006406e-10,1.752041427819421e-09,0.00075585003684305819,1.0286965265895975e-07,8.537637479767952e-07,1.7509677059207109e-07,4.8579480926643865e-07,3.2274370555940474e-08,1.4102133440577779e-09,2.1309051676555773e-14,4.7786169538315375e-09,9.2932067883627231e-06,1.9479707607008808e-09,4.5556854648690531e-09,1.7982078071690678e-10,1.7461682897436476e-09,0.0034501285162981728,1.4981320708654485e-09,0.0064389391040382627,1.4981095412419492e-09,6.3027125831059344e-06,3.1678244351552554e-16,1.8363533553017003e-16,4.1561486208345188e-11,2.8222332912881987e-06,2.2821089030442123e-07,1.1232530428282663e-16,8.3529692909012955e-11,1.2505502662204746e-09,0.0001121360320579937,1.9339174951178778e-09,1.5351244247221687e-05,1.2962445608837175e-05,1.0895722246835588e-07
2.276910696504976e-07,0.3165837168110684,76.950000000000003,0.0,0.0,0.0,0.00079375242169662651,9.4892267857033925,0.0037341095146797738,0.018330385344714668,1.2026948257888458e-07,4.5489991789232879e-09,2.7484163753892704e-09,2.7662376248565279e-07,0.082630160748473361,1.7031548373807399e-05,3.2357314032261224e-17,2.7671660067172076e-05,0.026154196114945842,0.76331854696029144,0.019218276449459663,8.8587248460033193e-14,4.9045579292470064e-11,4.1947362966694002e-06,4.2455347330227371e-11,0.0001479017587950031,1.3136603325354256e-09,0.042955531525822051,0.06266769637405542,6.9250609114350363e-06,3.8998835468771271e-06,3.3995831741675298e-11,0.010016787511847987,3.2108782539144854e-06,9.0346679402551871e-07,6.5409847122265845e-05,9.2205011886823322e-06,2.6504992880537199e-06,0.008314117639657918,0.010961027274643851,6.2036447820694764e-11,2.1643003314177615e-11,5.8491729868074764e-07,1.7729623757324544e-07,1.2446380180263378e-09,6.0090941295350024e-05,0.00020359126232808692,0.0014683174888899125,1.2909152042567788e-06,0.0002087032181344792,5.0230418840680243e-06,0.0001899506047568256,2.0590483027135544e-08,4.0212437739683653e-06,1.3514640499321729e-06,0.0006534485787278889,4.5939663666063161e-05,2.7996674094694145e-08,1.3931977104844804e-06,0.0004217220327816824,1.1331791712068722e-05,9.4147123566569552e-05,1.2218623428172914e-10,1.7623300340461223e-09,0.00076131285985457989,1.0361284523065121e-07,8.5589441709087573e-07,1.7636177589414365e-07,4.8930325159783115e-07,3.2354825934706106e-08,1.4137284969342699e-09,2.1462947061787389e-14,4.7920571001849659e-09,9.3193742878954211e-06,1.9594411295773296e-09,4.5554451243763887e-09,1.7996116872217931e-10,1.756726414908744e-09,0.003451866526726439,1.5006894676683609e-09,0.0064625287405252873,1.5006669870624703e-09,6.365275275033252e-06,3.1757213673154911e-16,1.8409311209468197e-16,4.1420236700355483e-11,2.8226984949005179e-06,2.2983688924823173e-07,1.1312519008231872e-16,8.4124840672806485e-11,1.2597908717629762e-09,0.00011363233474161939,1.9482077691032093e-09,1.5484599572888621e-05,1.3075161031924063e-05,1.0990436640594478e-07
2.2893311696747182e-07,0.3165837184199836,76.950000000000003,0.0,0.0,0.0,0.00078711049725591921,9.4892007195003423,0.0037059974607361254,0.01821220819783272,1.1822514646083996e-07,4.4716753397965487e-09,2.7306896473031853e-09,2.7479702214947489e-07,0.082069172155513723,1.6921698302668412e-05,3.1807304756259395e-17,2.7135780048832453e-05,0.026226084217816401,0.76391187720721132,0.019218641323482385,8.8015878474651281e-14,4.9180242214796829e-11,4.2062736892364328e-06,4.1944784832562116e-11,0.00014801687220027099,1.3062340290444855e-09,0.042953338400528569,0.062667708263471594,6.9246882898692618e-06,3.8996737018939784e-06,3.4022256869753782e-11,0.010037002861434082,3.2173494292934907e-06,9.0528770720059595e-07,6.5403089053963324e-05,9.2390919727001391e-06,2.6558616687114244e-06,0.0083154374790174786,0.010979653149466827,6.2161357397619281e-11,2.168658121746132e-11,5.8588741651861356e-07,1.7759521759299111e-07,1.2462054869348516e-09,6.0415246962060831e-05,0.00020469122266782749,0.0014681067560909456,1.2935249567757135e-06,0.00020852227256974081,4.9978849176638107e-06,0.00018930463348141918,2.0632066682367489e-08,4.0075617473672089e-06,1.3583509327507152e-06,0.00065606951544785986,4.5783457359561382e-05,2.8139342617353983e-08,1.388456901342387e-06,0.00042305947807785794,1.1375596903918498e-05,9.4838848831858564e-05,1.2279135092212736e-10,1.7726315303581912e-09,0.00076677285090568769,1.043556500119944e-07,8.5802912556076415e-07,1.7762612113030627e-07,4.9280985855781158e-07,3.2435434086947944e-08,1.4172500879266412e-09,2.1616761939730067e-14,4.8055110196565888e-09,9.3455683988387192e-06,1.970926076671686e-09,4.5552125431003145e-09,1.8010055756689542e-10,1.7672997908479325e-09,0.003453581200702853,1.5032351368218146e-09,0.0064859758872091835,1.5032127051280972e-09,6.4280865120327316e-06,3.183633294641931e-16,1.8455175791266262e-16,4.1279397572449793e-11,2.8231487070007165e-06,2.3146195461588285e-07,1.1392461498870047e-16,8.4719646729369551e-11,1.2690501395629975e-09,0.00011513855101717925,1.9625269039671414e-09,1.5618002435035604e-05,1.318791710252351e-05,1.1085184864811325e-07
2.3017516428444605e-07,0.31658372013060493,76.950000000000003,0.0,0.0,0.0,0.00078053348371988753,9.4891748141584706,0.0036780962680050952,0.018094900262326224,1.1623492768523463e-07,4.3963986703395563e-09,2.7130933887285057e-09,2.729832770118532e-07,0.081512047568334065,1.681265673342658e-05,3.1271857125421712e-17,2.6610277735295663e-05,0.026297468899350498,0.7645009901435047,0.019218996891277373,8.7448713800313519e-14,4.9313961291206047e-11,4.2177302805221476e-06,4.1443020262526227e-11,0.00014813116739034027,1.2990034905993052e-09,0.042951216080491315,0.062667719954168088,6.9243272002137999e-06,3.8994703512049178e-06,3.4048494171618669e-11,0.010057015333645017,3.2237555906460375e-06,9.0709032639632992e-07,6.5396549469365063e-05,9.2574960034795569e-06,2.6611702519736849e-06,0.0083167147876632309,0.010998193620142847,6.22850108344852e-11,2.1729720884130665e-11,5.8685313405079728e-07,1.7789283133864021e-07,1.2477668564650637e-09,6.0739830585906994e-05,0.00020579212746853873,0.0014679028390250628,1.2961084999417858e-06,0.00020834856274234157,4.9729629916153489e-06,0.00018866062114634031,2.0673235058479844e-08,3.9939212447409645e-06,1.3652249954393338e-06,0.00065867973696301905,4.562772001052668e-05,2.8281745559789774e-08,1.3837303134798475e-06,0.00042438415052414836,1.1419086087439744e-05,9.5531958589386299e-05,1.2339540382909615e-10,1.782945794780425e-09,0.00077222989125168794,1.050980508703736e-07,8.601679444189802e-07,1.7888977884083409e-07,4.963145540447645e-07,3.2516197698726688e-08,1.420778235361856e-09,2.1770492972239465e-14,4.8189791314229453e-09,9.3717899368101833e-06,1.9824254654520667e-09,4.5549874707325461e-09,1.8023895436480192e-10,1.7778882870650048e-09,0.0034552729359055689,1.505769125855823e-09,0.0065092813899684408,1.5057467429670572e-09,6.4911451054544002e-06,3.1915604807793258e-16,1.8501128826731109e-16,4.1138981267065981e-11,2.8235844113072267e-06,2.3308605214513637e-07,1.147235621669706e-16,8.5314098538047928e-11,1.2783279501089776e-09,0.00011665466757745242,1.9768747148889676e-09,1.5751448420140286e-05,1.3300710084018909e-05,1.1179963781768167e-07
2.3141721160142027e-07,0.3165837219394635,76.950000000000003,0.0,0.0,0.0,0.00077402046873276771,9.4891490684671851,0.0036504043724644142,0.017978453871015876,1.1429609613742274e-07,4.3230658834004376e-09,2.6956264478136986e-09,2.7118242882975034e-07,0.080958760810573183,1.6704416528208813e-05,3.0750236451813664e-17,2.609495216552403e-05,0.026368354296851054,0.76508591573886731,0.019219343292321122,8.6885717310355466e-14,4.9446744287320399e-11,4.2291067346426125e-06,4.0949892790112808e-11,0.00014824465018012744,1.2919588895231411e-09,0.04294916228150817,0.062667731451311409,6.9239772733056723e-06,3.899273286912683e-06,3.4074544982029144e-11,0.010076826813966919,3.2300973428366802e-06,9.0887482181290888e-07,6.5390221299092477e-05,9.2757150185267952e-06,2.6664255378600427e-06,0.0083179509378401607,0.011016649034888011,6.2407419830521334e-11,2.1772426395760914e-11,5.8781446879095437e-07,1.7818908433961489e-07,1.2493221418946992e-09,6.1064688319493766e-05,0.00020689396367882133,0.0014677055170215336,1.2986660776353779e-06,0.00020818207882245036,4.9482737621072073e-06,0.00018801862184269257,2.0713992023684497e-08,3.9803234114218268e-06,1.3720862078771589e-06,0.00066127941213866507,4.5472464861491383e-05,2.8423882298008193e-08,1.3790183496390862e-06,0.00042569618161304045,1.1462262058276276e-05,9.6226443903517416e-05,1.2399839107237326e-10,1.7932727072095102e-09,0.00077768386379449528,1.0584003189713874e-07,8.6231093901913317e-07,1.8015272194723388e-07,4.9981726301372448e-07,3.2597119241332695e-08,1.4243130482291014e-09,2.1924136867520138e-14,4.8324618238513988e-09,9.398039657529636e-06,1.9939391614663925e-09,4.5547696650331121e-09,1.8037636617559236e-10,1.7884917749202449e-09,0.0034569421218017316,1.508291482483521e-09,0.0065324460918521291,1.5082691482906401e-09,6.554449873333262e-06,3.1995031682921475e-16,1.8547171721982508e-16,4.0998999723974087e-11,2.8240060759135666e-06,2.3470914805183841e-07,1.1552201501708691e-16,8.5908183733171699e-11,1.2876241837812775e-09,0.00011818067099693012,1.9912510168807939e-09,1.5884933173004668e-05,1.3413536289168716e-05,1.1274770295251296e-07
2.326592589183945e-07,0.3165837238432092,76.950000000000003,0.0,0.0,0.0,0.00076757056649027989,9.489123481226704,0.0036229202211949247,0.017862861438606346,1.1240613034073997e-07,4.2515815854485038e-09,2.6782876850204266e-09,2.6939438043380698e-07,0.080409285872466665,1.659697062544541e-05,3.0241764195318269e-17,2.5589606268920604e-05,0.026438744508006977,0.76566668373671665,0.019219680663427458,8.6326852274996124e-14,4.95785988942967e-11,4.2404037093550092e-06,4.0465244576649265e-11,0.00014835732634062195,1.2850911468106007e-09,0.042947174793008511,0.062667742759811546,6.9236381518636451e-06,3.8990823078110899e-06,3.4100410625668592e-11,0.010096439167313615,3.2363752841221881e-06,9.1064136179113631e-07,6.5384097702984479e-05,9.2937507363652845e-06,2.6716280209314368e-06,0.0083191472574699662,0.011035019743194771,6.2528595956983952e-11,2.1814701789282098e-11,5.8877143833060207e-07,1.784839821469313e-07,1.2508713588643734e-09,6.1389816363268521e-05,0.00020799671840942413,0.0014675145765655089,1.3011979310709e-06,0.00020802280909094415,4.9238149024161484e-06,0.00018737868744216307,2.0754341403596457e-08,3.9667693457263891e-06,1.3789345404256531e-06,0.00066386870808909611,4.5317704613710274e-05,2.856575221800884e-08,1.374321396101111e-06,0.00042699570177041408,1.1505127596813738e-05,9.6922295832259356e-05,1.246003107149838e-10,1.8036121493712927e-09,0.00078313465305821829,1.0658157740428173e-07,8.6445816923464721e-07,1.8141492374658336e-07,5.0331791146071432e-07,3.2678200978806618e-08,1.4278546265060087e-09,2.2077690379438913e-14,4.845959455572348e-09,9.4243182589040362e-06,2.0054670322973398e-09,4.5545588915707931e-09,1.8051280000552571e-10,1.799110127602912e-09,0.0034585891398447905,1.510802254591368e-09,0.006555470833000422,1.5107799689833459e-09,6.6179996404691372e-06,3.2074615794026119e-16,1.8593305765218546e-16,4.0859464394913023e-11,2.824414153793802e-06,2.3633120902280672e-07,1.163199571704695e-16,8.6501890121451663e-11,1.296938720873786e-09,0.00011971654773441841,2.0056556248208721e-09,1.601845239596723e-05,1.3526392079439811e-05,1.136960134999111e-07
2.3390130623536872e-07,0.3165837258386072,76.950000000000003,0.0,0.0,0.0,0.00076118291630068789,9.4890980512479253,0.0035956422723247543,0.017748115460691119,1.1056269919126211e-07,4.1818575859281142e-09,2.6610759729733207e-09,2.6761903569543994e-07,0.079863596910253437,1.649031203893867e-05,2.974581305103041e-17,2.5094046790117361e-05,0.026508643591282105,0.76624332365664161,0.019220009138812638,8.5772082356496152e-14,4.9709532729545186e-11,4.2516218561200311e-06,3.9988920719256037e-11,0.00014846920159936332,1.2783918666688881e-09,0.042945251475684156,0.062667753884341398,6.9233094901041026e-06,3.8988972191692679e-06,3.4126092417248579e-11,0.010115854238295873,3.2425900062381311e-06,9.1239011283689615e-07,6.5378172062637382e-05,9.311604856784985e-06,2.6767781903619446e-06,0.0083203050315847783,0.011053306095760553,6.2648550658829274e-11,2.1856551057559287e-11,5.8972406033501749e-07,1.7877753033199661e-07,1.2524145233628963e-09,6.1715210965055918e-05,0.0002091003789316717,0.0014673298110658495,1.3037042988317631e-06,0.00020787074001343191,4.8995841031110868e-06,0.00018674086766176217,2.0794286981802777e-08,3.9532601003269696e-06,1.3857699639248773e-06,0.00066644779017803121,4.5163451442942959e-05,2.8707354715703484e-08,1.3696398231658879e-06,0.00042828284034863778,1.1547685467796985e-05,9.7619505428837226e-05,1.2520116081457571e-10,1.8139640047622376e-09,0.00078858214516522155,1.0732267192117797e-07,8.6660968965134302e-07,1.8267635790594548e-07,5.0681642640732262e-07,3.2759444975218763e-08,1.4314030614748256e-09,2.2231150306848725e-14,4.8594723565175892e-09,9.4506263830479771e-06,2.0170089474978741e-09,4.5543549234714836e-09,1.8064826280798331e-10,1.8097432200811159e-09,0.0034602143636664443,1.5133014902291474e-09,0.0065783564505690435,1.513279253092943e-09,6.6817932385017183e-06,3.2154359167052631e-16,1.8639532130857789e-16,4.0720386257826891e-11,2.8248090832916221e-06,2.3795220220886006e-07,1.1711737248657546e-16,8.7095205679441263e-11,1.3062714416149637e-09,0.00012126228413557812,2.0200883534863075e-09,1.6152001848126284e-05,1.3639273864349963e-05,1.1464453931108267e-07
2.3514335355234295e-07,0.31658372792253453,76.950000000000003,0.0,0.0,0.0,0.00075485668124379449,9.4890727773523196,0.0035685689949722711,0.017634208512769332,1.0876364535123734e-07,4.1138122681114208e-09,2.6439901963119993e-09,2.6585629949602604e-07,0.079321668245554713,1.6384433856946515e-05,2.9261802474089508e-17,2.4608084215207726e-05,0.026578055566302283,0.76681586479678243,0.019220328850158088,8.5221371604380003e-14,4.9839553337468719e-11,4.2627618201639916e-06,3.9520769196315241e-11,0.0001485802816409046,1.271853277002009e-09,0.042943390259196107,0.062667764829354752,6.9229909533723677e-06,3.8987178325236603e-06,3.4151591661618714e-11,0.010135073851486608,3.2487420944839128e-06,9.1412123964500429e-07,6.537243797418941e-05,9.329279061087152e-06,2.6818765300093211e-06,0.0083214255037144073,0.011071508444417779,6.2767295256370946e-11,2.1897978149973169e-11,5.9067235253922551e-07,1.79069734485463e-07,1.2539516517131933e-09,6.2040868419593122e-05,0.00021020493267589167,0.0014671510206304354,1.3061854169048945e-06,0.00020772585631188779,4.8755790722354123e-06,0.00018610521012675567,2.0833832500420278e-08,3.939796683585259e-06,1.3925924496897722e-06,0.00066901682201994607,4.5009717014795846e-05,2.8848689196842945e-08,1.3649739856190888e-06,0.0004295577256205039,1.1589938419971415e-05,9.8318063743233812e-05,1.2580093942473375e-10,1.824328158622307e-09,0.00079402622781265424,1.0806330019138631e-07,8.6876554975403626e-07,1.8393699845696441e-07,5.1031273588562879e-07,3.2840853101730409e-08,1.4349584360290873e-09,2.2384513492926556e-14,4.8730008289287786e-09,9.4769646182416833e-06,2.0285647785583119e-09,4.5541575411753936e-09,1.8078276148403443e-10,1.8203909290569541e-09,0.0034618181592633705,1.51578923760046e-09,0.0066011037786574958,1.5157670488210122e-09,6.7458295059809747e-06,3.2234263638601618e-16,1.8685851883557476e-16,4.0581775830694082e-11,2.8251912885935565e-06,2.3957209521797773e-07,1.1791424504953706e-16,8.7688118551020054e-11,1.3156222261885278e-09,0.00012281786643540376,2.0345490175849775e-09,1.628557734457411e-05,1.3752178100819521e-05,1.155932506356727e-07
2.3638540086931717e-07,0.31658373009197477,76.950000000000003,0.0,0.0,0.0,0.00074859104692080649,9.4890476583718097,0.0035416988691879562,0.017521133249274248,1.0700697014668297e-07,4.0473700179980665e-09,2.6270292515454273e-09,2.6410607769789804e-07,0.078783474364726755,1.6279329241279843e-05,2.8789194617407298e-17,2.4131532699396573e-05,0.026646984414240262,0.76738433623613755,0.019220639926670915,8.4674684450748996e-14,4.9968668190196239e-11,4.2738242405406022e-06,3.9060640813933909e-11,0.00014869057210726151,1.265468175288983e-09,0.042941589139954758,0.062667775599102193,6.9226822177858306e-06,3.8985439654767239e-06,3.4176909653871906e-11,0.010154099811682152,3.254832127807061e-06,9.1583490512287851e-07,6.5366889241341163e-05,9.3467750123253526e-06,2.6869235184843945e-06,0.0083225098772285976,0.011089627142065222,6.288484094691464e-11,2.1938986972991979e-11,5.9161633274408523e-07,1.793606002161052e-07,1.2554827605588093e-09,6.2366785068065914e-05,0.00021131036722984238,0.0014669780118487228,1.3086415187148032e-06,0.00020758814103397072,4.8517975354724622e-06,0.00018547176043184075,2.0872981660644384e-08,3.9263800608490941e-06,1.3994019695064255e-06,0.00067157596548226975,4.4856512499635827e-05,2.89897550769401e-08,1.3603242231858221e-06,0.00043082048477396234,1.1631889185747257e-05,9.901796182369521e-05,1.2639964459622132e-10,1.8347044979022642e-09,0.00079946679024942892,1.0880344716951568e-07,8.7092579410734826e-07,1.8519681979053862e-07,5.1380676892345527e-07,3.2922427043438704e-08,1.4385208249704204e-09,2.2537776824526904e-14,4.8865451483334039e-09,9.5033335008284093e-06,2.0401343988727739e-09,4.5539665322017416e-09,1.8091630288301306e-10,1.8310531329490762e-09,0.0034634008851789182,1.5182655450535879e-09,0.0066237136482409538,1.5182434045137271e-09,6.8101072884330655e-06,3.2314330862645113e-16,1.87322659821073e-16,4.044364318496947e-11,2.8255611801868477e-06,2.4119085610859533e-07,1.1871055916486558e-16,8.8280617044936049e-11,1.3249909547536826e-09,0.0001243832807606433,2.0490374317866958e-09,1.6419174755641649e-05,1.3865101292532327e-05,1.1654211811639875e-07
2.376274481862914e-07,0.3165837323440166,76.950000000000003,0.0,0.0,0.0,0.00074238522028851478,9.4890226931486694,0.0035150303858953041,0.017408882402613422,1.0529081983167943e-07,3.9824607053514492e-09,2.6101920469068912e-09,2.623682771171061e-07,0.078248989918190778,1.6174991426403215e-05,2.832749064025133e-17,2.366420999604126e-05,0.026715434078198402,0.76794876683680802,0.019220942495142137,8.4131985705609542e-14,5.0096884688284416e-11,4.2848097501923934e-06,3.8608389153372847e-11,0.00014880007859834947,1.259229879350125e-09,0.042939846178971126,0.06266778619764625,6.9223829698846052e-06,3.8983754415009895e-06,3.4202047679437051e-11,0.010172933904159683,3.2608606788860687e-06,9.1753127041398909e-07,6.536151986860445e-05,9.3640943555439356e-06,2.6919196292196271e-06,0.008323559316635816,0.011107662542600708,6.3001198806353532e-11,2.1979581390723672e-11,5.925560188124602e-07,1.7965013314968285e-07,1.2570078668509019e-09,6.2692957297644464e-05,0.00021241667033714204,0.0014668105975813297,1.3110728351569826e-06,0.00020745757562010402,4.8282372362949256e-06,0.00018484056220061882,2.0911738123292896e-08,3.913011155712073e-06,1.4061984956284279e-06,0.00067412538068840238,4.470384858708839e-05,2.9130551781189301e-08,1.3556908609717087e-06,0.00043207124390761808,1.1673540480885905e-05,9.9719190718203327e-05,1.2699727437816678e-10,1.8450929112062771e-09,0.00080490372325364777,1.0954309801815345e-07,8.7309046253090868e-07,1.8645579665153347e-07,5.1729845552981012e-07,3.3004168305996684e-08,1.4420902952961138e-09,2.2690937231543898e-14,4.9001055644890046e-09,9.5297335170529785e-06,2.0517176836768861e-09,4.5537816909202722e-09,1.8104889380301956e-10,1.8417297118505568e-09,0.0034649628926798782,1.5207304610719762e-09,0.0066461868871056391,1.5207083686523904e-09,6.8746254384220024e-06,3.2394562317025381e-16,1.8778775283196428e-16,4.0305997958664723e-11,2.8259191553024908e-06,2.42808453383033e-07,1.195062993562217e-16,8.8872689632419691e-11,1.3343775074647743e-09,0.00012595851313215972,2.0635534107538164e-09,1.6552790006154099e-05,1.3978039989305482e-05,1.1749111278374368e-07
