Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692)
9.477815579202338e-12,0.3163926090989093,76.950000000000003,0.0,0.0,0.0,0.99924475954336656,9.4999987398801746,9.0555411835865432e-06,9.1764359213517775e-05,9.0635107005579421e-05,1.1766068848911207e-06,1.3782818249231898e-11,2.1624078602322691e-05,0.00017130376512850391,8.104320954097625e-08,8.3692682571059793e-15,3.0852255233408416e-13,4.9234061836914213e-10,0.00036530100841068069,1.4275099541969692e-08,4.2153496183262955e-16,1.9814384648150519e-17,2.8907087150256855e-15,2.2759309948439974e-19,1.5709135024184401e-09,3.160149553808416e-08,2.2351135673861255e-09,2.235649960799011e-09,3.5168920018304085e-13,1.84485289093591e-13,1.5781862035279989e-14,1.5977388490600372e-09,5.0649651791059012e-13,1.2668367705211663e-13,5.4083276193767009e-22,1.428185700538027e-13,1.3866971008986926e-14,4.9914807517894372e-22,4.1690353911653057e-06,9.6166491056165361e-19,3.357068482789209e-19,3.1433468212269929e-08,7.9155855336494771e-09,4.5920437421053375e-09,3.2299045314886849e-08,1.8767118720629248e-09,4.9910398146938064e-22,3.333657076319297e-16,1.0702254622202728e-17,1.0458987178968138e-17,1.6332224890843095e-20,2.349905404016339e-15,1.737746473438634e-23,1.8208913149204564e-12,1.0554007285812414e-21,1.5446286816151071e-23,2.8080334512981923e-14,4.5153884286575639e-27,1.4784725438418207e-27,1.9351706540134203e-30,4.1290105606612333e-14,1.5389739849908422e-16,1.1435027471348689e-15,7.7732713945163771e-14,1.0351415192964789e-17,1.0427026794253543e-15,1.737377368647832e-17,1.9236044992132828e-17,9.6066488859083324e-18,2.7085881059972789e-18,8.4379387381730891e-25,8.2986306590093809e-19,1.5242674206521597e-15,8.7476336535202388e-16,2.1892053148919512e-16,8.6069544405840574e-14,1.785192927526858e-16,2.4496916364609246e-09,2.2699584165315564e-12,6.276643338328112e-16,2.2699583879429484e-12,6.3830262266312303e-17,9.4291919826335568e-26,5.4660013908157775e-26,1.3838242889868481e-29,1.2272469063879031e-27,4.8431796614942865e-17,2.5133458041690259e-26,1.767057029606157e-20,2.0138137541625777e-20,3.6142363413698706e-18,1.6753856770357287e-20,2.952568876162941e-19,3.427321031941519e-21,1.8129973381531699e-23
9.789588231265819e-12,0.3163926088446241,76.950000000000003,0.0,0.0,0.0,0.99921993826440048,9.4999986692572946,9.3532977888578427e-06,9.4780409009840669e-05,9.3584039925666306e-05,1.2443058405669531e-06,1.4235824628554983e-11,2.1623559286164686e-05,0.0001771584099311733,8.3850639675526406e-08,8.8508149498421803e-15,3.4350251340444535e-13,5.2528279421552684e-10,0.00037778632911752969,1.5229155036685275e-08,4.3613742224875667e-16,2.0530534148851322e-17,3.1826341755665586e-15,2.5353064220962986e-19,1.6791362942155639e-09,3.3631245510217814e-08,2.4583918577117023e-09,2.4589827878176597e-09,3.8714653261218687e-13,2.0354216725574338e-13,1.6337931299422879e-14,1.6748963299450207e-09,5.3114387763526396e-13,1.3300346702663785e-13,6.7605130144154124e-22,1.5428830874038311e-13,1.485227969888351e-14,6.2399948753327662e-22,4.3116842010111575e-06,1.0389269920740206e-18,3.6267118007479522e-19,3.248149927252024e-08,8.1341776412299811e-09,4.5938318573180592e-09,3.3408389948958393e-08,2.0110407822019352e-09,6.2394253130666448e-22,3.6730795416030166e-16,1.2300186258096755e-17,1.2028063412208724e-17,1.9390729264539789e-20,2.4865262263032251e-15,2.1272135212596604e-23,1.939545425791991e-12,1.2521603275263182e-21,1.8932845597404284e-23,3.018705869439174e-14,5.7133496502721701e-27,1.8598318312333908e-27,2.4924179854863818e-30,4.5835165198072361e-14,1.6393951230419774e-16,1.2584237690665158e-15,8.5550390650205921e-14,1.140105790959669e-17,1.1127376087402886e-15,1.9144044670817826e-17,2.1634616535830857e-17,1.0520491505379906e-17,2.8833805573765691e-18,9.4900711196119118e-25,9.1163722279948313e-19,1.6777610162917494e-15,9.7393054040211724e-16,2.4140224083126374e-16,8.9018228892582861e-14,2.0247068861562604e-16,2.5655568162284757e-09,2.2901855423860466e-12,6.9115509441629299e-16,2.2901855096229142e-12,7.2155000826393796e-17,1.0326154438957963e-25,5.9859608481298068e-26,1.6965230642303915e-29,1.5814902153916312e-27,5.3298850317862598e-17,2.7632686610940886e-26,1.9448338659583909e-20,2.2952913493500707e-20,3.981910520545859e-18,1.9419188928288356e-20,3.3558991555555075e-19,4.0189642785392623e-21,2.1528143567289806e-23
1e-11,0.31639260832238475,76.950000000000003,0.0,0.0,0.0,0.99920318708627076,9.4999986208638347,9.5542457788144474e-06,9.6815820110653799e-05,9.5573384864914448e-05,1.2907248185987511e-06,1.4541540469545959e-11,2.162320881329853e-05,0.0001811095540854746,8.5745261706885971e-08,9.1809959029661776e-15,3.6862873169586397e-13,5.4811873739467982e-10,0.00038621235656378672,1.5890458032389222e-08,4.4599203728475408e-16,2.101495929378464e-17,3.3902604631081032e-15,2.721674368512229e-19,1.754182172210938e-09,3.5033911574946274e-08,2.6170221160133522e-09,2.6176518273160136e-09,4.1234911094565397e-13,2.1710479003907849e-13,1.6713208394097581e-14,1.7278117342943047e-09,5.4804870089006242e-13,1.3734039879584679e-13,7.8276988769819111e-22,1.6232295800980959e-13,1.5540286239497052e-14,7.225442814188425e-22,4.4079595798974229e-06,1.0930504588429975e-18,3.8156001120415146e-19,3.3185459358869185e-08,8.2794787495775626e-09,4.5950301960832647e-09,3.4154836319183188e-08,2.1042087483819625e-09,7.224768966490495e-22,3.9152186321648372e-16,1.3478473073150308e-17,1.3185505080366216e-17,2.1706656813658969e-20,2.5805053338465211e-15,2.4295366488632295e-23,2.0216367688824456e-12,1.4010842022328083e-21,2.1642655810745638e-23,3.1651401816298607e-14,6.668894830428477e-27,2.1627789419802464e-27,2.9437504524603703e-30,4.9082417981887347e-14,1.7088742939877419e-16,1.3399441650811892e-15,9.1108571624024179e-14,1.2147635818911309e-17,1.1612982712631804e-15,2.0403494184940382e-17,2.336745978463195e-17,1.1166663815488841e-17,3.0042756934705505e-18,1.0250181730394015e-24,9.6971636462606986e-19,1.7868974431112974e-15,1.04478481684228e-15,2.5739722111933028e-16,9.1008221512272849e-14,2.1987484670788428e-16,2.6449894032170371e-09,2.3038338886164722e-12,7.365066858557724e-16,2.3038338529389126e-12,7.8207747564188593e-17,1.0960390913124663e-25,6.3536208868114507e-26,1.9395908270857902e-29,1.8681896695168053e-27,5.6758678839330881e-17,2.9408213522468745e-26,2.0712166199391116e-20,2.5009510627710021e-20,4.2436235333427473e-18,2.1389828962666402e-20,3.6503693222791681e-19,4.4621926267410477e-21,2.4096691543077151e-23
1.041313353539278e-11,0.31639260832238475,76.950000000000003,0.0,0.0,0.0,0.99917029791936551,9.4999985241841873,9.9487870585036185e-06,0.00010081205139291741,9.9477414978075282e-05,1.3835249384545249e-06,1.5141768691495303e-11,2.1622520697983609e-05,0.0001888672317440418,8.9465074229776948e-08,9.8410886898862133e-15,4.2167610230109676e-13,5.9437151360526318e-10,0.00040275605986588513,1.7229738112597227e-08,4.653401287839695e-16,2.1968694109011853e-17,3.8235485312858526e-15,3.1152800060872598e-19,1.9062307319815137e-09,3.7864334553568742e-08,2.9476310978487084e-09,2.9483417177902594e-09,4.6490233031119443e-13,2.4542681873311553e-13,1.7450029267990487e-14,1.8336843089827527e-09,5.8187493673072965e-13,1.4602412965362268e-13,1.0345620096897969e-21,1.7879755659272925e-13,1.6946060081048054e-14,9.550751446477456e-22,4.5969994238524534e-06,1.2040292737247719e-18,4.2029070585485882e-19,3.4559854200906977e-08,8.5596522836062384e-09,4.5973635409097812e-09,3.5615225966244702e-08,2.2929977165301014e-09,9.5498234927991883e-22,4.422478168531693e-16,1.6043971145311641e-17,1.5706684107279371e-17,2.6909503193907354e-20,2.7691756971693156e-15,3.1289863440384922e-23,2.1875178534095443e-12,1.7354859642735718e-21,2.7921605062217e-23,3.4625883498718713e-14,8.9525217374341663e-27,2.8833604834789399e-27,4.0425186720870774e-30,5.5893634822870375e-14,1.8492755362647092e-16,1.5095111806297995e-15,1.0270282389153962e-13,1.3705707853362381e-17,1.2596827450515476e-15,2.303264059727268e-17,2.7049471809802495e-17,1.2505740712098005e-17,3.2485122516611942e-18,1.1865293192782101e-24,1.0907255871525071e-18,2.0145680939586301e-15,1.1933730650338845e-15,2.9078661733173218e-16,9.491538264058488e-14,2.5710364373252669e-16,2.8038520346370105e-09,2.3306255048777621e-12,8.3167082621656621e-16,2.3306254632489134e-12,9.1170079148125338e-17,1.2274732965190446e-25,7.1155307845487118e-26,2.5028961046886024e-29,2.5653125101823824e-27,6.3974452740977316e-17,3.310863313123965e-26,2.3348155008071435e-20,2.9438238167190202e-20,4.7903205377737554e-18,2.5691578875664574e-20,4.2840220178139036e-19,5.4453302789485282e-21,2.9853023106996766e-23
1.103667883951974e-11,0.31639260778285677,76.950000000000003,0.0,0.0,0.0,0.99912066052468917,9.4999983742642691,1.0544244408523313e-05,0.00010684308421583403,0.0001053650589287354,1.5275826233315691e-06,1.604762116736384e-11,2.1621482168477615e-05,0.00020057542986434064,9.5078941208246106e-08,1.086577962176098e-14,5.1157439090685838e-13,6.6773365135627899e-10,0.00042772457649056512,1.9353596712630967e-08,4.9453988315208206e-16,2.3414670451163851e-17,4.54430806576495e-15,3.7826785722022317e-19,2.1474867005120481e-09,4.2326010669302838e-08,3.4964036045842113e-09,3.4972487347670593e-09,5.5220410562021996e-13,2.9257972291380349e-13,1.8562073161329143e-14,1.9984357456422958e-09,6.3452093370720942e-13,1.5955330644051996e-13,1.5439205262564256e-21,2.0544967141513904e-13,1.9208583765996987e-14,1.4255501462706195e-21,4.8823374511200291e-06,1.3835716585030157e-18,4.8294857604729035e-19,3.6614814233394748e-08,8.9699920326040644e-09,4.6008369029580229e-09,3.7806376388881682e-08,2.5925414899507468e-09,1.4254032384626088e-21,5.2720274006466832e-16,2.0611299835466588e-17,2.0198000589987413e-17,3.6646591882611726e-20,3.0642992820343838e-15,4.50074114383383e-23,2.4496033249223019e-12,2.3608582837630066e-21,4.0267023171880566e-23,3.9363072362615943e-14,1.3669249016823889e-26,4.3609265777715197e-27,6.380804046451587e-30,6.7312034968278968e-14,2.0711170662626219e-16,1.7900034095919744e-15,1.2197613406442394e-13,1.6297566650269877e-17,1.4158048371405427e-15,2.7408114004995179e-17,3.3349516494018692e-17,1.4707693351416532e-17,3.6343557141088365e-18,1.4628800329035026e-24,1.2915168705833489e-18,2.3930641638975143e-15,1.442252361507947e-15,3.4634552419003575e-16,1.0081224943948775e-13,3.2147107729620304e-16,3.0509073008961234e-09,2.3710467299429432e-12,9.9151723266858756e-16,2.3710466787528144e-12,1.136443361590337e-16,1.4436012214332767e-25,8.368401021724619e-26,3.6107116214989403e-29,4.0450286420735088e-27,7.5965524969833105e-17,3.9251270584004884e-26,2.7729028124496254e-20,3.7181504304692342e-20,5.701230419284893e-18,3.3372592896716794e-20,5.3909151205775029e-19,7.2479578027610567e-21,4.0577027042555526e-23
1.16602241436467e-11,0.3163926072271063,76.950000000000003,0.0,0.0,0.0,0.99907102608016518,9.4999982197889974,1.1139669840800439e-05,0.00011287350754169022,0.0001112472635758707,1.6761874288238811e-06,1.6953382064866988e-11,2.1620443704735496e-05,0.00021228300432666157,1.0069224064507353e-07,1.192281452572422e-14,6.1413746852177651e-13,7.4537033036715498e-10,0.00045269187910273106,2.1600706131078813e-08,5.2373668553066645e-16,2.4868465312173485e-17,5.3493974227168095e-15,4.5445492418800132e-19,2.4028599892353177e-09,4.7012889487404106e-08,4.1078162010085098e-09,4.1088114496408978e-09,6.4955460727060176e-13,3.4528560178841464e-13,1.9674062983736213e-14,2.1691499610573067e-09,6.890816504602345e-13,1.7359147367049661e-13,2.2531160846584283e-21,2.3430353271277687e-13,2.1645241532587749e-14,2.080739696328664e-21,5.1676975031797434e-06,1.5779510244978701e-18,5.5078324207844982e-19,3.8646634798848556e-08,9.3657517808879452e-09,4.6042532754230445e-09,3.9981982859319221e-08,2.9094991349940181e-09,2.0805129914810185e-21,6.2291913171850048e-16,2.6121770007288768e-17,2.5620457418458932e-17,4.9075676636301259e-20,3.3718316035309796e-15,6.3461505439550948e-23,2.7256758026124134e-12,3.158519145881937e-21,5.6924802336723543e-23,4.4396043555526709e-14,2.0394600898097572e-26,6.4515222276704851e-27,9.8299294352228878e-30,8.017221054486323e-14,2.3048129144606602e-16,2.1011528674533382e-15,1.4348712348569322e-13,1.9192575823048161e-17,1.5811163123262094e-15,3.2297617118548207e-17,4.0609069411682935e-17,1.7133912929191185e-17,4.0408997957461082e-18,1.7813191969389743e-24,1.515181152786766e-18,2.8155457936266659e-15,1.7220696909961697e-15,4.084105012218265e-16,1.0670882931033095e-13,3.9649891878135745e-16,3.3067304083698303e-09,2.4114496310048768e-12,1.1722882309143346e-15,2.4114495695497041e-12,1.3995951675632443e-16,1.6817415993866276e-25,9.7488750597422404e-26,5.105881686960207e-29,6.2194199707598679e-27,8.9343594764494335e-17,4.6096319815424543e-26,3.2617142973784959e-20,4.6329209604572257e-20,6.720739513731127e-18,4.2655954022953518e-20,6.6977230931455725e-19,9.495913787100649e-21,5.4183218837768413e-23
1.2283769447773661e-11,0.3163926066561352,76.950000000000003,0.0,0.0,0.0,0.99902139458558659,9.4999980610323913,1.1735063357218371e-05,0.00011890332143353248,0.00011712430326526342,1.8290653275833898e-06,1.7859051392773125e-11,2.1619405306071234e-05,0.00022398995516801967,1.0630497258675352e-07,1.3010244226988675e-14,7.3031813055428657e-13,8.2728268314913192e-10,0.00047765796781857472,2.3971041666477832e-08,5.5293053616155636e-16,2.6330080849479158e-17,6.2432693841873749e-15,5.4080356654029696e-19,2.6723065234111118e-09,5.1921646476608968e-08,4.7849297798525639e-09,4.7860915312891829e-09,7.5744914849351981e-13,4.0382496159243865e-13,2.0785998740398072e-14,2.345826276016868e-09,7.4555686877245698e-13,1.8813909816690855e-13,3.2228834851733292e-21,2.6541697605534177e-13,2.4261378592293466e-14,2.9768399941511438e-21,5.4530788227841619e-06,1.7875572130881086e-18,6.2393070060748809e-19,4.0655568879386375e-08,9.7474659434930449e-09,4.607613902280522e-09,4.2142186108239297e-08,3.2436992825023657e-09,2.9764980708745454e-21,7.301623632805037e-16,3.2704261857069398e-17,3.2101708853661852e-17,6.4737212299866614e-20,3.6917234178615576e-15,8.7897392965823348e-23,3.0156104134482787e-12,4.1629680805021785e-21,7.9047801132632267e-23,4.9722209722160994e-14,2.9805311284391757e-26,9.3567085557406835e-27,1.4816527566015849e-29,9.4555200639118517e-14,2.5502572694051456e-16,2.4441671354036086e-15,1.6735154937551448e-13,2.2406534247401131e-17,1.7556302094563424e-15,3.7728059192088421e-17,4.8902799644129726e-17,1.979155430331784e-17,4.4681420925177961e-18,2.1451221186893877e-24,1.7628779272349262e-18,3.2842886931107872e-15,2.0342716713872288e-15,4.773081807300098e-16,1.1260512227588189e-13,4.8312518476711781e-16,3.5713286207168864e-09,2.4518345800683015e-12,1.3756370108215509e-15,2.4518345076359e-12,1.7051501409928224e-16,1.9425967011036145e-25,1.1261023885264059e-25,7.0920584189188869e-29,9.3488769924314328e-27,1.0417946265770993e-16,5.3679134400711742e-26,3.8038418284566793e-20,5.703482210360765e-20,7.8549451297333228e-18,5.3746774956552972e-20,8.226674669934166e-19,1.2266002776337639e-20,7.1214432500294717e-23
1.2907314751900622e-11,0.3163926060708871,76.950000000000003,0.0,0.0,0.0,0.99897176604074711,9.499997898252067,1.2330424959660352e-05,0.00012493252595435054,0.00012299643593168514,1.9859586906557839e-06,1.8764629159906467e-11,2.1618366967131045e-05,0.00023569628242688372,1.1191713709828693e-07,1.4126236193634623e-14,8.6108048160514309e-13,9.1347185092302729e-10,0.00050262284275725264,2.6464578621607824e-08,5.8212143538284496e-16,2.77995192408418e-17,7.2303451171865139e-15,6.3803674778989039e-19,2.9557823637144004e-09,5.7049015310321133e-08,5.5307601106329242e-09,5.5321055139242183e-09,8.7637573786099851e-13,4.6847416727460888e-13,2.1897880437115817e-14,2.5284640110295818e-09,8.039463703341318e-13,2.0319663746335032e-13,4.5276301960114865e-21,2.9884681137356833e-13,2.7062295221796148e-14,4.1827182623824501e-21,5.7384806742983608e-06,2.0127731522713995e-18,7.0252453654994854e-19,4.2641867035168821e-08,1.0115649218548463e-08,4.6109199099220951e-09,4.4287125960653406e-08,3.5949721498124222e-09,4.1822130944245299e-21,8.4971635316176121e-16,4.0497054777963868e-17,3.9778731841725388e-17,8.4243436385944241e-20,4.0239376526942251e-15,1.1979598160388903e-22,3.3192834288000483e-12,5.4132828880123341e-21,1.0801294311660922e-22,5.5338987524155082e-14,4.2752836128225231e-26,1.3328920839196999e-26,2.1896800835860934e-29,1.1054124596653175e-13,2.8073452895002441e-16,2.82021082873613e-15,1.9368413358294761e-13,2.5955099481133295e-17,1.9393601831110875e-15,4.3726108775143458e-17,5.8305589058384806e-17,2.268738855142124e-17,4.9160870529271215e-18,2.5575734386173298e-24,2.0357561996858738e-18,3.8015479076812199e-15,2.3802526402630684e-15,5.5336037410894573e-16,1.1850112836008001e-13,5.8229734959782984e-16,3.844708703449466e-09,2.4922018889481058e-12,1.6032760562542064e-15,2.4922018048176676e-12,2.05727549751291e-16,2.2268311281233199e-25,1.2908700120802525e-25,9.6930574667528758e-29,1.3769578335817374e-26,1.2054321102715396e-16,6.2034705274341612e-26,4.4018509873636801e-20,6.9458648081759997e-20,9.1099425935251237e-18,6.6861345856868671e-20,1.0001068339038941e-18,1.5643128779525237e-20,9.2276419557543243e-23
1.3530860056027582e-11,0.31639260547224846,76.950000000000003,0.0,0.0,0.0,0.99892214044543892,9.4999977316902324,1.2925754650009501e-05,0.0001309611211671006,0.00012886390408039638,2.146625306733218e-06,1.9670115375145417e-11,2.1617328687499405e-05,0.00024740198614018016,1.1752873424174917e-07,1.5269067560489054e-14,1.0073986562625399e-12,1.003938982785816e-09,0.00052758650403449646,2.9081292303488918e-08,6.1130938351740898e-16,2.9276782677814966e-17,8.3150144175615688e-15,7.4688506425266117e-19,3.2532437058216192e-09,6.2391786301193652e-08,6.3482786256816042e-09,6.3498255833230988e-09,1.006815206696372e-12,5.3950551500012576e-13,2.300970807912019e-14,2.7170624863715754e-09,8.6424993675732029e-13,2.1876453996543833e-13,6.2575392710706632e-21,3.3464884094600614e-13,3.0053247381498729e-14,5.7818671330627194e-21,6.0239023429029154e-06,2.2539749779058726e-18,7.8669596537307166e-19,4.4605777374961601e-08,1.0470797304319487e-08,4.6141724014334522e-09,4.6416941288117902e-08,3.9631495292769313e-09,5.7811345937357328e-21,9.823831572574111e-16,4.964793152566666e-17,4.8797926342540123e-17,1.0828342963412599e-19,4.3684463221288028e-15,1.6090264226073399e-22,3.6365722469433013e-12,6.9534438481001174e-21,1.454500070851142e-22,6.1243804641443826e-14,6.0296137595029885e-26,1.8680815393924638e-26,3.1786540836201228e-29,1.2820979626973957e-13,3.0759730881272361e-16,3.2304073572884966e-15,2.2259857216051733e-13,2.9853789072248536e-17,2.1323205017927067e-15,5.0318195942102346e-17,6.8892412838336075e-17,2.5827826452166656e-17,5.3847444961500608e-18,3.0219618900029749e-24,2.3349545849897833e-18,4.3695580082959708e-15,2.7613568820539529e-15,6.3688415616690558e-16,1.2439684758639719e-13,6.9496992037377023e-16,4.1268769536652489e-09,2.5325518653166522e-12,1.8569771635219139e-15,2.5325517687585418e-12,2.4603085220555872e-16,2.5350741175605346e-25,1.4695551385168505e-25,1.3055451108889486e-28,1.990985100070809e-26,1.3850421262042732e-16,7.1197665088292289e-26,5.0582813769596704e-20,8.3767701646434765e-20,1.0491825303563428e-17,8.2226924821192654e-20,1.2045258160650269e-18,1.9720650513853808e-20,1.1804093904223092e-22
1.4154405360154543e-11,0.31639260486105425,76.950000000000003,0.0,0.0,0.0,0.99887251779945396,9.4999975615745953,1.3521052430148805e-05,0.00013698910713471664,0.00013472693571184725,2.3108374581628418e-06,2.0575510047419429e-11,2.1616290470531401e-05,0.0002591070663436566,1.2313976406724721e-07,1.6437118556712746e-14,1.1702556485859548e-12,1.0986852349419526e-09,0.00055254895176338862,3.1821158023379573e-08,6.4049438082587306e-16,3.0761873362183223e-17,9.5016359511977065e-15,8.6808586143446514e-19,3.5646468799957287e-09,6.7946804901108335e-08,7.2404131858468347e-09,7.2421803427232649e-09,1.1492413331821049e-12,6.1718730276235943e-13,2.4121481671144854e-14,2.9116210221474026e-09,9.2646734959594012e-13,2.3484324511583285e-13,8.5208527268648126e-21,3.7287787707897247e-13,3.323944732600285e-14,7.8745278848161531e-21,6.3093431339036075e-06,2.511532152883445e-18,8.7657387466960158e-19,4.6547545548843678e-08,1.081338759662618e-08,4.6173725029154201e-09,4.8531769983192881e-08,4.3480647766176392e-09,7.8734835315675395e-21,1.1289825665042238e-15,6.0314270841421976e-17,5.9315203987707539e-17,1.3762822217426036e-19,4.7252281565697598e-15,2.132576669096044e-22,3.9673553779361118e-12,8.8326611766007742e-21,1.9327231696362554e-22,6.7434104538958393e-14,8.373843739329238e-26,2.5795727129944762e-26,4.5396059219797705e-29,1.4763951766349783e-13,3.356037720791989e-16,3.6758405872048166e-15,2.5420754479815262e-13,3.4117981847498127e-17,2.3345260414193063e-15,5.7530514488003993e-17,8.0738235961172635e-17,2.9218940643044851e-17,5.8741284650694326e-18,3.5415757580221301e-24,2.6616014023491632e-18,4.9905332792977612e-15,3.1788807282622281e-15,7.2819194725215484e-16,1.3029227997800104e-13,8.2210220343279734e-16,4.4178392280764748e-09,2.5728848407183705e-12,2.1385714571531549e-15,2.5728847309939189e-12,2.9187533424193457e-16,2.8679217169587875e-25,1.6625032900856616e-25,1.7351332605003134e-28,2.8308897892165489e-26,1.5813113859566384e-16,8.1202292329224645e-26,5.7756469158738727e-20,1.0013557599416298e-19,1.2006684782482963e-17,1.0008153102855587e-19,1.4384639753335391e-18,2.4600730100528231e-20,1.4924879106822155e-22
1.4777950664281504e-11,0.3163926042380892,76.950000000000003,0.0,0.0,0.0,0.9988228981025844,9.4999973881192403,1.4116318301961116e-05,0.00014301648392010073,0.00014058574519060604,2.4783810526844193e-06,2.1480813185703205e-11,2.1615252317041964e-05,0.00027081152307385103,1.2875022662438601e-07,1.762886632979212e-14,1.3506422461378859e-12,1.197711769997268e-09,0.00057751018605856335,3.4684151096774851e-08,6.6967642756624994e-16,3.2254793507354971e-17,1.079453749254084e-14,1.0023824292683177e-18,3.889948350671375e-09,7.371097026563709e-08,8.2100488259645288e-09,8.2120555584836286e-09,1.3041209631813557e-12,7.0178389911270036e-13,2.5233201218201209e-14,3.1121389383546548e-09,9.9059839036781551e-13,2.5143318355986065e-13,1.1446343901768574e-20,4.1358775947549071e-13,3.6626064207881168e-14,1.0579990650501403e-20,6.5948023721050284e-06,2.7858075842066962e-18,9.7228486500024864e-19,4.846741478244057e-08,1.1143879872544033e-08,4.6205213167193766e-09,5.063174897546795e-08,4.7495527989852794e-09,1.0578524687988259e-20,1.2903517115569517e-15,7.2663128983213449e-17,7.1496065524921417e-17,1.7313594198317645e-19,5.0942668759127109e-15,2.7922841339191123e-22,4.3115124307899758e-12,1.110570553690549e-20,2.5370939548973677e-22,7.3907349078454175e-14,1.1466826126585076e-25,3.5139329146145196e-26,6.3870620674649519e-29,1.6890829992532548e-13,3.6474371742326697e-16,4.1575564059833186e-15,2.8862272411731003e-13,3.8762919181503025e-17,2.5459922747141197e-15,6.5389024090852417e-17,9.3917924560100502e-17,3.2866486473781118e-17,6.3842563808906866e-18,4.1196989917912944e-24,3.0168147690625554e-18,5.6666679036620278e-15,3.6340745340825574e-15,8.2759159319382191e-16,1.3618742555878153e-13,9.6465625715090209e-16,4.7176009693577905e-09,2.6132011424139735e-12,2.4499494030385096e-15,2.6132010187752858e-12,3.4372776943882311e-16,3.2259388311149818e-25,1.8700419359263891e-25,2.2781257589880389e-28,3.9638125591508251e-26,1.7949196610820065e-16,9.208251520954367e-26,6.5564361164349823e-20,1.1874231638739252e-19,1.3660610726469512e-17,1.2067374059594624e-19,1.7045636451087218e-18,3.0394675095818325e-20,1.8671279299061951e-22
1.5401495968408464e-11,0.31639260360409194,76.950000000000003,0.0,0.0,0.0,0.9987732813546214,9.4999972115254465,1.4711552267329152e-05,0.00014904325158611684,0.00014644053406105126,2.6490548083634332e-06,2.2386024799011567e-11,2.1614214225155864e-05,0.0002825153563681384,1.3436012197040217e-07,1.8842879147914058e-14,1.5495560619883915e-12,1.3010197563117891e-09,0.00060247020703630403,3.7670246843404799e-08,6.9885552403624843e-16,3.3755545339081482e-17,1.2198016160499382e-14,1.1505232712082687e-18,4.2291047160427524e-09,7.9681233880387618e-08,9.2600284806870754e-09,9.262294886097971e-09,1.4719141278687852e-12,7.9355581006358798e-13,2.6344866725640168e-14,3.3186155549339765e-09,1.056642840571004e-12,2.6853477730434777e-13,1.5185984551126445e-20,4.5683137229569007e-13,4.0218224671276204e-14,1.4039077156229411e-20,6.880279401162096e-06,3.0771577379860208e-18,1.073953290010631e-18,5.0365625907443005e-08,1.1462716947281224e-08,4.6236198831444788e-09,5.2717014244063907e-08,5.1674500430357476e-09,1.4037048467270142e-20,1.4673446745615431e-15,8.6871310971332142e-17,8.551566786468062e-17,2.1575700058356971e-19,5.4755499550508007e-15,3.6154313870151015e-22,4.6689241021178774e-12,1.3833241297163066e-20,3.2934161506424781e-22,8.0661019775223501e-14,1.5500506804977828e-25,4.7272575650053712e-26,8.8636968806813723e-29,1.9209326372998403e-13,3.9500703567894909e-16,4.6765641963602317e-15,3.2595478484223363e-13,4.3803706248883567e-17,2.7667352577271077e-15,7.3919452444737028e-17,1.0850617045450712e-16,3.6775921604623759e-17,6.9151484290098661e-18,4.7596078939855894e-24,3.4017026929740429e-18,6.400136146029849e-15,4.1281445373846918e-15,9.3538644312136981e-16,1.420822843533487e-13,1.1235950203897238e-15,5.0261672308709572e-09,2.653501069714161e-12,2.7930608190640409e-15,2.6535009314039237e-12,4.0207096826234957e-16,3.6096611457101914e-25,2.0924816071767299e-25,2.9577365520915915e-28,5.4725296598182497e-26,2.0265398550111141e-16,1.0387191536079069e-25,7.403112348065931e-20,1.3977429484005404e-19,1.5459691052760707e-17,1.4426248515786774e-19,2.0055685630452947e-18,3.7223273867543175e-20,2.3132069822635997e-22
