Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204)
5.153485967488311e-09,0.5724067281917841,76.950000000000003,0.0,0.0,0.0,0.99423742945428928,9.4998541385210551,0.00040475028385213282,0.0016110950883071351,0.0017705092128955271,3.0082847293136937e-10,0.00014375166641611696,1.9054963213832764e-07,0.00073336473856008355,3.8340657226223444e-10,1.9629553134045498e-06,0.001056868389264584,1.9075106451037283e-12,2.2138021931121629e-05,1.5187380159426642e-07,1.4238044959031764e-07,1.0549866623779791e-06,1.6589712465958812e-05,1.6585538449670442e-05,2.5657286549203929e-09,1.6082876334499814e-09,1.7687224478017478e-14
5.496889611151073e-09,0.5724066802670474,76.950000000000003,0.0,0.0,0.0,0.9938539615547457,9.4998444746195538,0.00043150284652710813,0.0017165210069441065,0.0018877174093951184,3.2074310147004344e-10,0.00015325477763582777,1.9048366462296383e-07,0.00078206440190332427,3.8325869607602462e-10,2.0929275664311149e-06,0.001127105542005382,2.0336120419700758e-12,2.5173389974910645e-05,1.8422385923889316e-07,1.7258910332080265e-07,1.1262645246090008e-06,1.8931876097190111e-05,1.8927112748202085e-05,2.9279705655826992e-09,1.8353784224392825e-09,1.8858340501252304e-14
5.840293254813834e-09,0.5724066334538673,76.950000000000003,0.0,0.0,0.0,0.99347056271058098,9.4998348276336078,0.00045822827052073692,0.0018217166136365694,0.0020048267245064903,3.4064089179526887e-10,0.0001627370813649256,1.9041770701216316e-07,0.00083074242740608728,3.8311084651892412e-10,2.2227899271480644e-06,0.0011973183646373259,2.1594373341407856e-12,2.8401935715910281e-05,2.2084708658413778e-07,2.0676112663854906e-07,1.197386817915946e-06,2.1426943035601585e-05,2.142155187879997e-05,3.3138608123802065e-09,2.0772959892324272e-09,2.002846633895444e-14
6.5271005421393565e-09,0.5724065431474331,76.950000000000003,0.0,0.0,0.0,0.99270397485860318,9.4998155834927172,0.00051159777786349272,0.002031416593438337,0.0022387468650770467,3.8038564436130201e-10,0.00018163924038849265,1.9028582201857636e-07,0.00092803358357568364,3.8281522832176921e-10,2.4821829259480729e-06,0.0013376710346609563,2.4102592598824324e-12,3.5437307541483423e-05,3.0795052931026236e-07,2.8793929079236225e-07,1.3391644941962732e-06,2.6874450156754894e-05,2.6867688295773721e-05,4.1563793098825082e-09,2.6054816712947918e-09,2.2365729024919049e-14
7.2139078294648795e-09,0.5724064572430613,76.950000000000003,0.0,0.0,0.0,0.99193767121804743,9.499796404278138,0.00056485895674251627,0.0022401944589647603,0.0024722659636882273,4.2006210713857726e-10,0.00020045809396533466,1.9015397818229472e-07,0.0010252382447636162,3.8251971972220962e-10,2.7411302405663778e-06,0.0014779264299763228,2.6599757652040568e-12,4.3241626588467596e-05,4.1524960402899051e-07,3.8778945828210766e-07,1.4803192998600286e-06,3.2929559417162465e-05,3.2921273962178232e-05,5.092869976194261e-09,3.1925850080442497e-09,2.4698975870008041e-14
7.900715116790402e-09,0.5724063757114382,76.950000000000003,0.0,0.0,0.0,0.99117165707532739,9.4997772881873246,0.00061801195811943819,0.0024480496841333154,0.0027053803815914675,4.5966966208577599e-10,0.00021919359640820954,1.9002217652175094e-07,0.0011223564491802873,3.8222432275885167e-10,2.9996278373309825e-06,0.0016180845819702193,2.9085862438594587e-12,5.181237363094635e-05,5.4479456251837403e-07,5.0816456644884102e-07,1.6208508779438442e-06,3.9589594789572355e-05,3.9579633525007345e-05,6.1229183924131599e-09,3.8383461725964697e-09,2.7028170528787693e-14
8.587522404115925e-09,0.5724062985233537,76.950000000000003,0.0,0.0,0.0,0.99040593768344487,9.4997582334354238,0.00067105693305346864,0.0026549817853279683,0.0029380865123207383,4.99207696630588e-10,0.00023784570584631259,1.8989041804905662e-07,0.0012193882355484272,3.8192903945741776e-10,3.2576717182629409e-06,0.0017581455227707477,3.1560901402445992e-12,6.1147021194374871e-05,6.9862036607308978e-07,6.5089600838287034e-07,1.7607588969300313e-06,4.6851878764130381e-05,4.6840090149022503e-05,7.2461099123299024e-09,4.5425051955449955e-09,2.9353276977436798e-14
9.274329691441448e-09,0.5724062256497074,76.950000000000003,0.0,0.0,0.0,0.98964051826186161,9.4997392382552643,0.00072399403269945593,0.002860990321196888,0.0031703807818001094,5.3867560368836577e-10,0.00025641438420716625,1.8975870376997728e-07,0.0013163336430997499,3.816338718306961e-10,3.515257921198114e-06,0.0018981092852426566,3.4024869491572841e-12,7.1243033713210956e-05,8.7874661981897738e-07,8.1779366984324326e-07,1.9000430516510437e-06,5.4713732470345813e-05,5.4699965638687927e-05,8.4620296811789489e-09,5.3048019767170486e-09,3.1674259514843749e-14
9.961136978766971e-09,0.5724061570615041,76.950000000000003,0.0,0.0,0.0,0.98887540399637242,9.4997203008973266,0.00077682340830594174,0.0030660748924468393,0.0034022596484469619,5.780727816800418e-10,0.00027489959719816093,1.8962703468390734e-07,0.0014131927115716013,3.8133882187849208e-10,3.7723825199041051e-06,0.002037975902982667,3.6477762155522265e-12,8.2097867688254834e-05,1.0871775092368406e-06,1.0106459683284279e-06,2.0387030677759151e-06,6.3172475794903487e-05,6.3156580555953209e-05,9.770262653750461e-09,6.124976296527668e-09,3.3991082763660204e-14
9.999999999999999e-09,0.5724060927298578,76.950000000000003,0.0,0.0,0.0,0.98883211919917235,9.4997192310190055,0.00077980954375701014,0.0030776519841093871,0.0034153680346484827,5.8029994619019825e-10,0.00027594308809420252,1.8961958555410762e-07,0.0014186709061647053,3.8132213002215661e-10,3.7869180480413047e-06,0.0020458873585441754,3.6616228029031373e-12,8.2734720507004737e-05,1.0998585330239019e-06,1.0223707121565817e-06,2.04653048820317e-06,6.366890231891162e-05,6.3652882168061209e-05,9.8470401278450219e-09,6.173110722603079e-09,3.4122055255952181e-14
1.0647944266092494e-08,0.5724060927298578,76.950000000000003,0.0,0.0,0.0,0.98811060003898787,9.4997014196297123,0.00082954521121321348,0.003270235141634261,0.0036337196032708435,6.1739863454930028e-10,0.00029330131428781413,1.8949541178384746e-07,0.0015099654812035898,3.8104389158758306e-10,4.0290416241923537e-06,0.0021777454103147796,3.8919575342923569e-12,9.3708971843682086e-05,1.3259017388959121e-06,1.2312198942806321e-06,2.1767387001711973e-06,7.2225427505001269e-05,7.2207254343560043e-05,1.1170393613360022e-08,7.002767827873627e-09,3.6303711671311077e-14
1.1334751553418017e-08,0.5724060326259911,76.950000000000003,0.0,0.0,0.0,0.98734611150781704,9.4996825927381359,0.00088215959285134916,0.0034734707529529662,0.0038647571699678756,6.5665257177899509e-10,0.00031161950868673641,1.8936383605638144e-07,0.0016066519927342114,3.8074908293167304e-10,4.285231380025278e-06,0.0023174178422855664,4.135030549896257e-12,0.0001060737872837462,1.5968924734535142e-06,1.4812610544625377e-06,2.3141497303810917e-06,8.1869905371953527e-05,8.1849305448614612e-05,1.2662007190863297e-08,7.9379161480558115e-09,3.8612111510959992e-14
1.202155884074354e-08,0.5724059767212352,76.950000000000003,0.0,0.0,0.0,0.98658194348695805,9.4996638185258888,0.00093466670473826266,0.0036757814520185128,0.004095368905010663,6.9583400840680179e-10,0.00032985415732828563,1.8923230848165434e-07,0.0017032522873974604,3.8045439787135039e-10,4.5409479696184415e-06,0.0024569932346594462,4.3769949562814504e-12,0.00011918974764913249,1.9021072809368319e-06,1.7624937175039749e-06,2.4509359676906099e-06,9.210322629058887e-05,9.2080051441955594e-05,1.424468788302283e-08,8.9301607502942566e-09,4.0916247882429778e-14
1.2708366128069063e-08,0.5724059249870324,76.950000000000003,0.0,0.0,0.0,0.98581810102639222,9.4996450953138201,0.00098706669847774308,0.003877167005649336,0.0043255513977337847,7.3494236504011427e-10,0.00034800524084892774,1.8910083003335246e-07,0.0017997664069194319,3.8015983835404703e-10,4.796187611537782e-06,0.0025964716239139465,4.6178504965038e-12,0.00013305427927294775,2.2434880782750891e-06,2.0766208615680909e-06,2.5870972500954692e-06,0.00010292270639810718,0.00010289680913698122,1.5918020070794101e-08,9.9792410551925811e-09,4.3216086713078669e-14
1.408198070272011e-08,0.572405833916605,76.950000000000003,0.0,0.0,0.0,0.9842914128148823,9.4996077952611468,0.0010915459383471452,0.0042771619485516259,0.00478461517834026,8.1293754868368809e-10,0.00038405665346837015,1.888380243783546e-07,0.0019925362898839394,3.7957110367221405e-10,5.3052211089075615e-06,0.002875137542511876,5.0962341947758152e-12,0.00016301872602263507,3.0424367492606262e-06,2.8102643589345163e-06,2.8575444395226436e-06,0.00012630940565941962,0.00012627762381726938,1.953497598860044e-08,1.2246866161672152e-08,4.7802737103861289e-14
1.5455595277371155e-08,0.5724057591884628,76.950000000000003,0.0,0.0,0.0,0.98276608658705122,9.4995706794967063,0.0011955985269326917,0.0046734545317473324,0.005241921886671567,8.9063359948163369e-10,0.00041977366493469549,1.8857542675095449e-07,0.0021849619851487486,3.7898289420105715e-10,5.8123023510531911e-06,0.0031534159039807207,5.5701805617846805e-12,0.00019594639794859485,4.0089588729022603e-06,3.6953915063344452e-06,3.1254905532437091e-06,0.00015200852163627467,0.0001519702733820833,2.3509548373768493e-08,1.4738705817615449e-08,5.2371796683368051e-14
1.68292098520222e-08,0.5724057005781543,76.950000000000003,0.0,0.0,0.0,0.98124216150475152,9.4995337352158078,0.0012992256799555955,0.0050660443500522359,0.0056974454281557736,9.6802608415239283e-10,0.00045515625158447078,1.8831304470618058e-07,0.0023770438438894571,3.7839522504262698e-10,6.3174024039233813e-06,0.0034313070253259967,6.0396892835287976e-12,0.00023181645846291409,5.1580212984363706e-06,4.744865004866423e-06,3.3909352789334069e-06,0.00017999856827451523,0.00017995327719060101,2.7838409970721005e-08,1.7452673943492403e-08,5.6923004741098824e-14
1.8202824426673247e-08,0.5724056578630387,76.950000000000003,0.0,0.0,0.0,0.97971967617532807,9.499496949891288,0.0014024286143219627,0.0054549316354722162,0.0061511602407348341,1.0451106597072676e-09,0.0004902044470245394,1.8805088569400885e-07,0.0025687822248259429,3.7780811108514094e-10,6.8204929227575487e-06,0.0037088112345034256,6.5047608059536683e-12,0.00027060796889223632,6.5043359850278311e-06,5.9712121789256931e-06,3.6538787367455807e-06,0.00021025805870365053,0.00021020515378585011,3.2518233411326755e-08,2.0386684389066619e-08,6.1456105876362113e-14
1.9576439001324293e-08,0.5724056308223027,76.950000000000003,0.0,0.0,0.0,0.97819866864931193,9.4994603112721734,0.0015052085480594933,0.0058401172494826339,0.0066030412965581483,1.1218830737496462e-09,0.00052491834143887812,1.8778895705890425e-07,0.002760177494111604,3.7722156700209369e-10,7.3215461540389208e-06,0.0039859288702643013,6.9653963257542519e-12,0.00031229989336525361,8.0623587901421227e-06,7.3866269829882778e-06,3.914321473272971e-06,0.00024276550891535933,0.00024270442457228927,3.7545691781454712e-08,2.3538651288608075e-08,6.5970850015873504e-14
2.095005357597534e-08,0.5724056192369736,76.950000000000003,0.0,0.0,0.0,0.97667917641837942,9.4994238073822856,0.0016075667002541148,0.0062216026751424095,0.0070530641034158587,1.1983391647298425e-09,0.00055929808088050299,1.8752726603941262e-07,0.0029512300252222149,3.7663560725147015e-10,7.8205349371579665e-06,0.0042626602820002866,7.4215977809789109e-12,0.0003568711036686515,9.8462883909824291e-06,9.0029721234396311e-06,4.1722644544408983e-06,0.00027749944139878439,0.00027742961745019139,4.2917459181023644e-08,2.690648941202808e-08,7.0466992428743971e-14
2.2323668150626385e-08,0.5724056228899339,76.950000000000003,0.0,0.0,0.0,0.97516123641358143,9.4993874265187106,0.0017095042909865709,0.006599390009049709,0.0075012047059145742,1.2744748621560303e-09,0.00059334386654904636,1.8726581976780425e-07,0.0031419401988444537,3.7605024607506251e-10,8.3174327057892498e-06,0.0045390058295877089,7.873367841443235e-12,0.00040430038406979513,1.1870065337745303e-05,1.0831781292275605e-05,4.4277090611081963e-06,0.00031443838872787931,0.00031435927040209108,4.863021127681188e-08,3.0488114511474034e-08,7.4944293738886148e-14
2.369728272527743e-08,0.572405641565933,76.950000000000003,0.0,0.0,0.0,0.97364488500384039,9.4993511572501959,0.001811022541268991,0.006973481953141107,0.0079474396863912066,1.3502861867605046e-09,0.00062705595405417557,1.8700462526976897e-07,0.003332308402764125,3.7546549749789027e-10,8.8122134889767559e-06,0.0048149658832314073,8.3207098989559926e-12,0.00045456643610380975,1.4147371241010811e-05,1.2884261512822272e-05,4.6806570840126095e-06,0.00035356089710214409,0.00035347193503263243,5.4680625848227404e-08,3.428144366351103e-08,7.9402519934793485e-14
2.5070897299928477e-08,0.5724056750515991,76.950000000000003,0.0,0.0,0.0,0.97213015799471825,9.4993149884154384,0.0019121226729814627,0.0073438818063398786,0.0083917461655656379,1.4257692506214003e-09,0.00066043465266535991,1.8674368946416286e-07,0.0035223350317541342,3.7488137532772583e-10,9.304851911928494e-06,0.0050905408233081709,8.7636280573639136e-12,0.00050764788332304152,1.66916280930377e-05,1.5171295595214512e-05,4.9311107175151543e-06,0.00039484552983992552,0.00039474618006099283,6.106538332590765e-08,3.8284395606808022e-08,8.3841442376700259e-14
2.6444511874579523e-08,0.5724057231354509,76.950000000000003,0.0,0.0,0.0,0.97061709062744539,9.4992789091212959,0.0020128059088086458,0.0077105934560632835,0.0088341018029389744,1.5009202572409969e-09,0.00069348032454887498,1.8648301916280524e-07,0.0037120204874622692,3.7429789315471905e-10,9.7953231965277413e-06,0.0053657310402099008,9.2021271224271359e-12,0.0005635232760074089,1.951599771967187e-05,1.7703444696569068e-05,5.1790725538701044e-06,0.00043827087082207026,0.00043816059476367233,6.7781167322801543e-08,4.2494891075110692e-08,8.8260837801187874e-14
2.781812644923057e-08,0.5724057856079068,76.950000000000003,0.0,0.0,0.0,0.96910571757820352,9.4992429087408894,0.0021130734721764521,0.0080736213695986048,0.0092744847969442167,1.5757355015817709e-09,0.00072619338399292066,1.8622262107032365e-07,0.0039013651782988487,3.7371506435112134e-10,1.0283603161568571e-05,0.0056405369341865144,9.6362125915369129e-12,0.00062217109583428422,2.2633381359475999e-05,2.0490950980798824e-05,5.4245455776869843e-06,0.00048381552788587614,0.00048369379236759292,7.4824665157720631e-08,4.6910853125492416e-08,9.2660488323307328e-14
2.9191741023881615e-08,0.5724058622612929,76.950000000000003,0.0,0.0,0.0,0.96759607295765904,9.4992069769116387,0.0022129265871888228,0.008432970585355427,0.0097128738848535363,1.650211370060904e-09,0.0007585742966215339,1.8596250178404747e-07,0.0040903695193242745,3.7313290207110544e-10,1.0769668222720185e-05,0.0059149589151887214,1.0065890643284654e-11,0.00068356976050641032,2.6056419368121951e-05,2.3543740374435528e-05,5.6675331599308139e-06,0.00053145813616925399,0.00053132441339342063,8.2192568371341396e-08,5.1530207461872629e-08,9.7040181436257708e-14
3.056535559853266e-08,0.572405952889853,76.950000000000003,0.0,0.0,0.0,0.96608819031074344,9.4991711035332091,0.0023123664785646239,0.0087886467040007091,0.010149248342444959,1.724344340503694e-09,0.00079062357859787497,1.8570266779394848e-07,0.0042790339321365552,3.7255141925068049e-10,1.1253495392223073e-05,0.0061889974027107015,1.0491168126889926e-11,0.00074769762833627349,2.9797491046681222e-05,2.6871425415431808e-05,5.9080390518463531e-06,0.0005811773614038218,0.0005810311289478334,8.9881573234455302e-08,5.6350882753674857e-08,1.0139971000864838e-13
3.1938970173183704e-08,0.5724060572897547,76.950000000000003,0.0,0.0,0.0,0.96458210261667388,9.4991352787653778,0.0024113943715746854,0.0091406558794838513,0.010583587983432501,1.798130982056586e-09,0.00082234179581754975,1.8544312548262765e-07,0.0044673588447588239,3.7197062860769996e-10,1.1735062278321581e-05,0.0064626528256327464,1.091205255149627e-11,0.00081453300278547562,3.3868714591918836e-05,3.0483308191464444e-05,6.1460673789772494e-06,0.00063295190315601892,0.00063279264396382104,9.7888381248322401e-08,6.1370810949533688e-08,1.0573887227938632e-13
3.331258474783475e-08,0.5724061752590959,76.950000000000003,0.0,0.0,0.0,0.963077842289213,9.4990994930258346,0.002510011491979023,0.0094890048099596641,0.01101587315866474,1.8715679550606337e-09,0.00085372956309266767,1.8518388112534734e-07,0.0046553446915269109,3.7139054264196227e-10,1.2214347084438278e-05,0.0067359256220639475,1.1328552075344067e-11,0.00088405413695776631,3.8281947166113548e-05,3.438838336377931e-05,6.3816226350555942e-06,0.00068676049801591986,0.00068658770038869681,1.0620969963707191e-07,6.6587927586015841e-08,1.1005747185023659e-13
3.4686199322485796e-08,0.5724063065979109,76.950000000000003,0.0,0.0,0.0,0.96157544117715632,9.4990637369878783,0.0026082190659642416,0.0098337007286169783,0.011446084755097063,1.9446520108862835e-09,0.00088478754332734194,1.8492494089010769e-07,0.0048429919129770313,3.7081117363539812e-10,1.2691328608095871e-05,0.0070088162391850166,1.1740675494829824e-11,0.00095623923804448181,4.3048785083890007e-05,3.8595341272653819e-05,6.6147096757713938e-06,0.00074258192273322986,0.0007423950803193064,1.1484224183206692e-07,7.2000172091302646e-08,1.1435531767610823e-13
3.605981389713684e-08,0.5724064511081745,76.950000000000003,0.0,0.0,0.0,0.96007493056504911,9.4990280015780986,0.0027060183200811804,0.01017475139442027,0.011874204194542255,2.0173799917302957e-09,0.00091551644668529304,1.8466631083776665e-07,0.0050303009557335883,3.7023253365234695e-10,1.3165986239591974e-05,0.0072813251330912298,1.2148432233460754e-11,0.0010310664717211491,4.8180564113768145e-05,4.3112571120825366e-05,6.8453337125293725e-06,0.00080039499729983371,0.00080019360908380167,1.2378272794813041e-07,7.7605488083770204e-08,1.1863222405311339e-13
3.743342847178789e-08,0.5724066085938064,76.950000000000003,0.0,0.0,0.0,0.95857634117412227,9.4989922779739331,0.0028034104811827825,0.010512165082771273,0.01230021343220402,2.0897488303755306e-09,0.00094591702975018236,1.8440799692220194e-07,0.0052172722723971927,3.6965463453991804e-10,1.3638299960431569e-05,0.0075534527686356599,1.2551832330712784e-11,0.001108513966494056,5.3688359892195694e-05,4.7948164231350432e-05,7.0735003061605349e-06,0.00086017858797840811,0.00085996215826949086,1.3302788525155113e-07,8.3401823665415572e-08,1.2288801060444291e-13
3.8807043046438934e-08,0.5724067788606746,76.950000000000003,0.0,0.0,0.0,0.9570797031634436,9.4989565576011969,0.0029003967763622501,0.010845950576097829,0.012724094954998285,2.1617555499144613e-09,0.00097599009467933212,1.8415000499051411e-07,0.0054039063214329037,3.6907748792843438e-10,1.4108250341522688e-05,0.0078251996192726589,1.2950886430800885e-11,0.0011885598179956515,5.9582988447695452e-05,5.3109917376294351e-05,7.2992153605599533e-06,0.00092191161027667281,0.00092167964869634275,1.4257444861980072e-07,8.9387131710086279e-08,1.2712250226410847e-13
4.018065762108998e-08,0.5724069617165979,76.950000000000003,0.0,0.0,0.0,0.95558504613128015,9.4989208321315388,0.0029969784328914813,0.011176117154376993,0.013145831779667395,2.2333972634372588e-09,0.0010057364883514644,1.838923407832712e-07,0.0055902035670587292,3.6850110523195786e-10,1.4575818541140891e-05,0.0080965661669017159,1.3345605771369991e-11,0.0012711820932277066,6.587500683262854e-05,5.8605336172592719e-05,7.52248511628394e-06,0.00098557303186685725,0.00098532505333571779,1.5241916099288996e-07,9.5559370146467992e-08,1.3133552925860162e-13
4.292788677039207e-08,0.5724073644366423,76.950000000000003,0.0,0.0,0.0,0.95260179060170325,9.4988493338014006,0.0031889327396140408,0.011825633116037614,0.013982806037485123,2.3755745725822699e-09,0.001064252867883168,1.8337801797356551e-07,0.0059617895330518122,3.6735067616287779e-10,1.5503735951532294e-05,0.0086381603220269648,1.4122088023165181e-11,0.0014440680646788529,7.9692151215485333e-05,7.0625758390554263e-05,7.9617153384995748e-06,0.0011185972214194178,0.0011183157748751345,1.7299004745297032e-07,1.084564968301283e-07,1.3969653649098952e-13
4.540039300476395e-08,0.5724077680512664,76.950000000000003,0.0,0.0,0.0,0.94992392107928691,9.4987848892628914,0.0033603200649730638,0.012397923737524824,0.014728588395515272,2.5022586983983174e-09,0.001115809774867014,1.829163036814827e-07,0.0062950698056846123,3.6631801269119026e-10,1.6330537481169951e-05,0.0091242994271818253,1.4806221654653699e-11,0.0016082563370186001,9.3587288709545458e-05,8.2654733698654483e-05,8.3487288868853072e-06,0.0012447042893391233,0.0012443911154786217,1.924910205823415e-07,1.2068283991899136e-07,1.4714643827280977e-13
4.787289923913583e-08,0.5724082095549051,76.950000000000003,0.0,0.0,0.0,0.94725290479470214,9.4987203096430832,0.0035304154493670933,0.012958655123906817,0.015467181782364154,2.6277193806865556e-09,0.0011663233905104559,1.8245573565875928e-07,0.0066272663060165096,3.6528799200335361e-10,1.7149354299892923e-05,0.0096092142146699932,1.5476511346793934e-11,0.0017804502487543305,0.0001089224046874019,9.5868577670532134e-05,8.7279314239349533e-06,0.0013767349572539763,0.001376388566157864,2.1290775710725582e-07,1.3348333900486948e-07,1.5452439375321145e-13
5.034540547350771e-08,0.5724086878972795,76.950000000000003,0.0,0.0,0.0,0.94458889433918036,9.4986555549051346,0.0036992260487181579,0.013507898119484269,0.016198505989508078,2.7519429838497337e-09,0.0012158001568889523,1.8199634357831398e-07,0.0069583819348242515,3.6426067294361778e-10,1.7960097413117341e-05,0.010092907779888898,1.6133042582612885e-11,0.0019605213907268699,0.00012574982414326018,0.0001103010044232465,9.0993706621873113e-06,0.0015145688152975853,0.0015141877473849605,2.3422160976900232e-07,1.4684630285554383e-07,1.6182960104578591e-13
5.281791170787959e-08,0.5724092020486746,76.950000000000003,0.0,0.0,0.0,0.94193203659268732,9.4985905873720888,0.0038667590160374357,0.014045728020378961,0.016922486153590328,2.8749167808192562e-09,0.0012642469161645348,1.8153815602705183e-07,0.0072884196445208022,3.632361121537977e-10,1.8762683755759695e-05,0.010575383294616669,1.6775906154080608e-11,0.0021483413725267887,0.00014411923844361685,0.00012598296197445115,9.4630973274800807e-06,0.0016580862147233778,0.0016576690405603689,2.5641404898931301e-07,1.6076011401958495e-07,1.6906131169193505e-13
5.5290417942251466e-08,0.5724097509996267,76.950000000000003,0.0,0.0,0.0,0.93928247278061783,9.4985253716709934,0.0040330215003285498,0.014572224390087762,0.017639052690167006,2.9966289419174945e-09,0.001311670893988448,1.8108120051641202e-07,0.0076173824371272578,3.6221436409513667e-10,1.9557036119549591e-05,0.011056644004167206,1.7405197941871655e-11,0.0023437818930809357,0.00016407773329168982,0.00014294270479375552,9.8191650343621802e-06,0.0018071683135718129,0.0018067136336686056,2.7946666994517944e-07,1.7521323326206942e-07,1.7621883000592229e-13
5.7762924176623345e-08,0.5724103337610162,76.950000000000003,0.0,0.0,0.0,0.93664033853582052,9.4984598746758877,0.004198020645507658,0.015087470875059678,0.018348141222163761,3.1170685228113039e-09,0.0013580796829038922,1.8062550349393841e-07,0.0079452733622669934,3.6119548107222747e-10,2.0343083074411243e-05,0.011536693224575558,1.8021018695128103e-11,0.0025467148091595265,0.00018566981948675158,0.00016120586746817847,1.0167630161500502e-05,0.0019616971203810507,0.0019612035649778942,3.0336119934412031e-07,1.9019420381248714e-07,1.8330151236647905e-13
6.023543041099523e-08,0.5724109493638562,76.950000000000003,0.0,0.0,0.0,0.93400576396545909,9.4983940654498973,0.0043617635893408307,0.015591555020677423,0.019049692503521093,3.2362254516420804e-09,0.0014034812257841184,1.801710903557831e-07,0.0082720955151831688,3.6017951325879081e-10,2.1120758884470632e-05,0.012015534339815235,1.8623473811691579e-11,0.0027570122018288827,0.00020893746623603244,0.0001807955392464398,1.0508551727335735e-05,0.0021215555359881551,0.0021210217648308218,3.2807950190518234e-07,2.0569165542815758e-07,1.903087664599877e-13
6.270793664536711e-08,0.5724115968592209,76.950000000000003,0.0,0.0,0.0,0.93137887372255623,9.498327915186529,0.0045242574623998678,0.016084568087916827,0.019743652338183013,3.3540905153561251e-09,0.0014478837993300209,1.7971798546011041e-07,0.0085978520347816355,3.5916650872526528e-10,2.1890003418843237e-05,0.012493170799050352,1.9212673119124832e-11,0.0029745464407814988,0.00023392013694560436,0.00020173233933633945,1.0841991266206159e-05,0.0022866273933824137,0.0022860520954876033,3.5360358654043828e-07,2.2169430826986555e-07,1.972400504766335e-13
6.518044287973899e-08,0.5724122753180841,76.950000000000003,0.0,0.0,0.0,0.92875978708178197,9.4982613971503156,0.0046855093870371385,0.016566604871040089,0.020429971494866198,3.4706553453072686e-09,0.0014912959976589972,1.7926621214131399e-07,0.0089225461017006184,3.581565134680364e-10,2.2650762057672067e-05,0.012969606113924536,1.9788730656944216e-11,0.003199190246554125,0.00026065482726933526,0.00022403449274025627,1.1168012705158837e-05,0.0024567974956484881,0.002456179389059651,3.7991561224375448e-07,2.3819097659395979e-07,2.0409487226375833e-13
6.765294911411087e-08,0.572412983831173,76.950000000000003,0.0,0.0,0.0,0.92614861801915227,9.498194486617006,0.0048455264763802609,0.017037763516629285,0.021108605617938141,3.5859124021932951e-09,0.0015337267160137477,1.788157927249924e-07,0.0092461809364086968,3.5714957144016653e-10,2.3402985593817715e-05,0.013444843855888802,2.0351764460443991e-11,0.003430816750619303,0.00028917610525131166,0.00024771790645457942,1.1486682241637069e-05,0.0026319516520122619,0.0026312894835463169,4.0699789368629512e-07,2.5517057226059269e-07,2.1087278844003978e-13
7.012545534848275e-08,0.5724137215087932,76.950000000000003,0.0,0.0,0.0,0.92354547529530662,9.498127160813409,0.0050043158333471591,0.017498145344251367,0.021779515134741415,3.6998549603810477e-09,0.0015751851346169001,1.7836674854361395e-07,0.0095687597973323456,3.5614572458350664e-10,2.4146630130558425e-05,0.013918887653570139,2.0901896346455519e-11,0.0036692995533485614,0.00031951615339216404,0.00027279624586313395,1.1798068222277912e-05,0.002811976712010127,0.002811269256995545,4.3483290652259777e-07,2.7262210806049603e-07,2.1757340347371638e-13
7.259796158285462e-08,0.5724144874806477,76.950000000000003,0.0,0.0,0.0,0.92095046254207791,9.498059398857027,0.0051618845496821525,0.017947854669011401,0.022442665159647854,3.8124770916642979e-09,0.0016156807026939399,1.7791909995281152e-07,0.0098902859790142763,3.5514501286208748e-10,2.4881656975588007e-05,0.014391741190182591,2.1439251701339542e-11,0.0039145127798381561,0.00035170481249677303,0.0002992810111784839,1.2102241022985201e-05,0.0029967605977937379,0.002996006659800465,4.6340329241087468e-07,2.9053470086257441e-07,2.2419636872745359e-13
7.50704678172265e-08,0.5724152808956389,76.950000000000003,0.0,0.0,0.0,0.91836367835206489,9.497991181695598,0.0053182397050135647,0.01838699862623866,0.023098025395138898,3.9237736485122717e-09,0.0016552231226877492,1.7747286634826388e-07,0.010210762810303595,3.5414747429665477e-10,2.5608032531689449e-05,0.01486340820098234,2.1963959271521466e-11,0.0041663311335970194,0.0003857696271542387,0.00032718161378662272,1.2399272930412314e-05,0.0031861923345894239,0.0031853907451510942,4.9269186374731926e-07,3.0889757458220493e-07,2.3074138147325907e-13
7.754297405159838e-08,0.5724161009216616,76.950000000000003,0.0,0.0,0.0,0.91578521637091181,9.4979224920466585,0.0054733883659333306,0.018815686998539572,0.023745570030210314,4.0337402468578087e-09,0.0016938223346857132,1.7702806618310056e-07,0.010530193652578875,3.5315314500025169e-10,2.6325728184403726e-05,0.015333892470768207,2.247615095684708e-11,0.0044246299481011915,0.0004217358926996815,0.00035650545235477263,1.2689238025046199e-05,0.003380162079335506,0.0033793116976644148,5.2268160811833641e-07,3.2770006297267908e-07,2.3720818388032208e-13
