Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361)
1.5538155977071062e-09,0.23532830470096863,76.950000000000003,0.0,0.0,0.0,0.94012325490033732,9.4992876302422928,0.00091397337700290058,0.011624020402751338,0.010567020460322565,0.00069214652142511233,2.6546435673047356e-09,8.7040080216764763e-06,0.011725784430842929,1.6652068347117278e-05,5.467646005193055e-12,3.4007145806335415e-06,4.224501345651836e-06,0.023345217486568669,0.00030602301513323093,9.4892644367127286e-14,1.2600306772083828e-14,4.230496315971558e-10,1.6648194886729339e-12,3.1760344691040565e-06,2.6962102944044772e-05,0.00036399075855977561,0.0003641499302359875,8.7031404632895941e-08,4.9962375645887032e-08,3.0723342047114349e-13,7.9438769312275678e-06,3.7767706445852147e-09,1.0766890078249781e-09,3.1802026505943151e-09,1.3975572602574658e-08,9.6382115974311253e-10,3.9760218385435682e-09,0.00026536723698232897,1.319712111179389e-13,4.4794087228524775e-14,8.467815006781097e-08,1.0226377302376635e-08,1.366973146794238e-09,4.746625228621585e-07,1.3599673545506716e-06,3.9327234773470691e-09,8.6289675081772148e-10,1.0783097183740021e-08,8.7779670792288301e-09,2.179263298034867e-09,1.1439591749360798e-11,7.4086867169398092e-11,1.3246455188289178e-08,2.4988488018174708e-10
1.592261003034903e-09,0.23532831031414816,76.950000000000003,0.0,0.0,0.0,0.93869880000219397,9.4992714062245938,0.00093578957465912283,0.011893216011492071,0.010802596770067079,0.0007077283962892084,2.7161165954004524e-09,8.6913490293864579e-06,0.012006208656962359,1.7037823339449417e-05,5.5907358042145992e-12,3.6480356756209662e-06,4.5348256292911005e-06,0.023905627926405982,0.00032070423283876292,9.7090888496867118e-14,1.3335563757483349e-14,4.5607448257903527e-10,1.7866774806745131e-12,3.2684661119154204e-06,2.7588679001984376e-05,0.00038229124508733876,0.00038246017643812561,9.1407234786264138e-08,5.2474894844387595e-08,3.14610113212997e-13,8.3319943271840275e-06,3.9612983884735532e-09,1.1294682636275209e-09,3.574463274774204e-09,1.4688867895445614e-08,1.0189540872550252e-09,4.5002052812460981e-09,0.00027174051148805978,1.3870663083383836e-13,4.7080240579065513e-14,8.4844186269565392e-08,1.0297186031531034e-08,1.3654184849627756e-09,4.8456989969587797e-07,1.3946299351388175e-06,4.4499420219678688e-09,9.156632118443384e-10,1.1855008012933411e-08,9.6053282290509448e-09,2.4465506295460434e-09,1.1999379751028696e-11,8.340776828108987e-11,1.3819706646274214e-08,2.8206529142534055e-10
1.6307064083627e-09,0.23532831723949543,76.950000000000003,0.0,0.0,0.0,0.93727702119440004,9.4992552503109664,0.00095756825247211245,0.012161554657649148,0.011036991653886547,0.00072323201927183389,2.7773938099501411e-09,8.6787139357928854e-06,0.012286173133453152,1.7422348923743672e-05,5.7132074376966551e-12,3.906472398085147e-06,4.8594133977994608e-06,0.024465223177152499,0.00033569831637519936,9.9282129383401719e-14,1.4100329386201016e-14,4.9072059398591989e-10,1.9140797957537416e-12,3.3608003122716459e-06,2.8212119117374524e-05,0.00040101085922737614,0.00040118999224902154,9.5883277585107488e-08,5.5044965626599829e-08,3.2197607556951195e-13,8.7288884448173559e-06,4.1499987354469296e-09,1.1834453900753502e-09,4.0052302172471979e-09,1.5419068634464165e-08,1.0756542653543817e-09,5.0776450030026642e-09,0.00027810457356672677,1.4560166576177105e-13,4.9420570829649619e-14,8.5010031359308833e-08,1.0367896976990885e-08,1.363866972176213e-09,4.9446717266343381e-07,1.4292568473004668e-06,5.0195139965047576e-09,9.7005249548911606e-10,1.3002944817476505e-08,1.0486239209371059e-08,2.7386308415407315e-09,1.2571847011657356e-11,9.3616145959679915e-11,1.4401527981563872e-08,3.1745545919072175e-10
1.6691518136904969e-09,0.23532832547006244,76.950000000000003,0.0,0.0,0.0,0.9358579129916722,9.4992391620272478,0.00097930948025638179,0.012429038583101983,0.01127020928459639,0.00073865766782948159,2.8384754186536732e-09,8.666102702063257e-06,0.012565678716150941,1.7805648320595302e-05,5.8350631304145492e-12,4.1762155488081584e-06,5.198532904882235e-06,0.025024004786372071,0.00035100322921729517,1.0146637765661086e-13,1.4895167715748738e-14,5.2702107122303897e-10,2.0471255488742761e-12,3.4530322850846113e-06,2.8832434353708394e-05,0.0004201474805382972,0.00042033727621356955,1.0045902546084605e-07,5.7672296503399883e-08,3.2933132791140972e-13,9.1345266046848963e-06,4.3428561257884467e-09,1.2386159211826092e-09,4.4747587061503777e-09,1.6166111926379632e-08,1.13391851657283e-09,5.712204809661664e-09,0.00028445944189356306,1.5265572124961302e-13,5.1814876144451503e-14,8.5175685710217357e-08,1.043851033594256e-08,1.3623185960004309e-09,5.0435436298756845e-07,1.4638481659039239e-06,5.64521313817346e-09,1.0260619942372435e-09,1.4230189950893923e-08,1.1422578200204852e-08,3.0570807370642454e-09,1.3156946324706458e-11,1.0477002908532413e-10,1.4991752402505017e-08,3.5628614100937235e-10
1.7075972190182938e-09,0.2353283349989303,76.950000000000003,0.0,0.0,0.0,0.93444146991650934,9.4992231409031103,0.0010010133276846681,0.012695670026414604,0.011502253824893493,0.00075400561873608654,2.8993622075399834e-09,8.6535152711915627e-06,0.012844726259152612,1.8187724745787734e-05,5.9563050382326733e-12,4.4574527089741227e-06,5.5524491628643317e-06,0.025581974297770128,0.00036661694520911118,1.0364365862407049e-13,1.5720632115840208e-14,5.6500862424780235e-10,2.1859123326541159e-12,3.5451579165386856e-06,2.944963574773216e-05,0.00043969899518621694,0.0004398999342946352,1.0513397243197795e-07,6.0356596895428538e-08,3.3667589055869967e-13,9.548876206054651e-06,4.5398550378274464e-09,1.2949754017377046e-09,4.9853721210287865e-09,1.6929935028665698e-08,1.1937434851705683e-09,6.4079195709742797e-09,0.00029080513512793666,1.5986820398509638e-13,5.4262955137961326e-14,8.5341149690615721e-08,1.0509026304346742e-08,1.3607733540944699e-09,5.1423149184044184e-07,1.4984039656664011e-06,6.3309778533834493e-09,1.0836888464089305e-09,1.5540074695824092e-08,1.24162266100165e-08,3.4035311210597058e-09,1.3754630597503755e-11,1.1692950077302536e-10,1.5590217653788755e-08,3.987984483577965e-10
1.7460426243460907e-09,0.23532834581920936,76.950000000000003,0.0,0.0,0.0,0.93302768649921652,9.499207186472054,0.0010226798642881416,0.012961451222820455,0.011733129427348868,0.00076927614808265697,2.9600547931250726e-09,8.6409515893645219e-06,0.013123316614811892,1.8568581410272699e-05,6.0769353317969139e-12,4.7503682706510581e-06,5.9214239673823659e-06,0.026139133251273965,0.00038253744851743263,1.0581399316605932e-13,1.6577270296240875e-14,6.0471557056745435e-10,2.3305362163297224e-12,3.6371736745666681e-06,3.0063734309421635e-05,0.00045966329591804801,0.00045987587985509476,1.0990761409337639e-07,6.309757712942563e-08,3.4400978378166643e-13,9.9719047270407669e-06,4.7409799872714873e-09,1.3525193873210837e-09,5.5394614249520072e-09,1.7710475349781895e-08,1.2551256558523949e-09,7.1689978819795789e-09,0.00029714167191291778,1.6723852211086821e-13,5.6764606920438493e-14,8.5506423669395312e-08,1.0579445078178345e-08,1.3592312425682823e-09,5.2409858035018039e-07,1.5329243211514616e-06,7.0809136049669106e-09,1.1429299625354578e-09,1.6935978077135965e-08,1.3469068016100544e-08,3.779666852680302e-09,1.436485285143339e-11,1.3015670158607555e-10,1.6196765883642192e-08,4.4524402944728925e-10
1.7844880296738876e-09,0.2353283579240392,76.950000000000003,0.0,0.0,0.0,0.93161655727793402,9.499191298271354,0.0010443091594566176,0.013226384404207019,0.011962840234400689,0.00078446953127692684,3.0205532482363745e-09,8.6284116216369823e-06,0.013401450633736727,1.8948221520150458e-05,6.1969562342648196e-12,5.0551434670542189e-06,6.3057159219341521e-06,0.026695483183104902,0.0003987627335853532,1.0797738846184078e-13,1.7465627008068967e-14,6.4617383821963352e-10,2.4810917574512479e-12,3.7290765312079996e-06,3.0674741021962363e-05,0.00048003828203490223,0.00048026303363985813,1.1477944760915639e-07,6.5894948434592626e-08,3.5133302780169038e-13,1.0403579724739168e-05,4.9462155271555182e-09,1.41124344432319e-09,6.1394845605321716e-09,1.8507670449431122e-08,1.3180613706085628e-09,7.9998246621611134e-09,0.00030346907087489233,1.747660852873774e-13,5.9319631120875166e-14,8.5671508019538486e-08,1.0649766854387659e-08,1.3576922470098463e-09,5.3395564960487337e-07,1.5674093067681976e-06,7.8992952333549977e-09,1.203782049089423e-09,1.8421325687686814e-08,1.458298714587345e-08,4.1872268673928704e-09,1.4987566222124043e-11,1.4451583155003932e-10,1.6811243514937202e-08,4.9588524888699909e-10
1.8229334350016845e-09,0.23532837130658832,76.950000000000003,0.0,0.0,0.0,0.93020807679866258,9.4991754758420406,0.0010659012824387679,0.013490471799098992,0.012191390378347594,0.00079958604304302522,3.0808583859224708e-09,8.6158953116103901e-06,0.013679129164805078,1.9326648276643881e-05,6.316369881689906e-12,5.3719564025903985e-06,6.7055804622849735e-06,0.02725102562587638,0.00041529080508602271,1.1013387050867254e-13,1.8386235396152199e-14,6.8941496873588058e-10,2.6376720246414786e-12,3.8208638953420032e-06,3.1282666841732152e-05,0.00050082185936579221,0.00050105932375787889,1.1974897171222143e-07,6.8748422938867105e-08,3.5864564279274206e-13,1.0843868835356722e-05,5.1555462489033472e-09,1.471143149962575e-09,6.7879658122700887e-09,1.932145803881307e-08,1.3825468438636845e-09,8.9049636929894964e-09,0.00030978735062359001,1.8245030449783408e-13,6.192782781135359e-14,8.5836403109808936e-08,1.0719991828520966e-08,1.3561563648207347e-09,5.4380272064414114e-07,1.6018589967719629e-06,8.7905692124241857e-09,1.2662416298277589e-09,1.999958852666291e-08,1.5759868897803997e-08,4.6280041700346749e-09,1.5622723959634487e-11,1.600731510130744e-10,1.7433501120103014e-08,5.5099536421348699e-10
1.8613788403294814e-09,0.23532838596005382,76.950000000000003,0.0,0.0,0.0,0.92880223961528852,9.4991597187288761,0.0010874563023423294,0.013753715632643711,0.012418783981342356,0.00081462595742117091,3.1409709537870583e-09,8.6034026009125829e-06,0.013956353055161084,1.9703864876079033e-05,6.4351784142451378e-12,5.7009820826846323e-06,7.1212698807312951e-06,0.027805762108644314,0.00043211967787655921,1.1228346346649739e-13,1.9339622365874535e-14,7.3447012008806544e-10,2.8003685941920621e-12,3.9125335544255949e-06,3.1887522698283929e-05,0.00052201194024164568,0.00052226268566414981,1.248156866931891e-07,7.165771366538158e-08,3.6594764888201494e-13,1.1292739774337574e-05,5.3689567815491775e-09,1.5322140923024697e-09,7.4874951375615736e-09,2.0151775980872513e-08,1.4485781761028969e-09,9.8891600944779753e-09,0.0003160965297516768,1.9029059217068141e-13,6.4588997555939666e-14,8.6001109308002781e-08,1.0790120195810715e-08,1.3546235948046313e-09,5.5363981446220554e-07,1.6362734652649984e-06,9.7593558407486019e-09,1.330305064986435e-09,2.1674281850441305e-08,1.700159740076666e-08,5.1038457999645026e-09,1.6270279428632009e-11,1.768969803975699e-10,1.8063393299731433e-08,6.1085869928162579e-10
1.8998242456572785e-09,0.235328401877662,76.950000000000003,0.0,0.0,0.0,0.92739904028960984,9.4991440264803284,0.0011089742881343185,0.014016118126596807,0.012645025155385832,0.00082958954776738195,3.2008908550813994e-09,8.5909334588442795e-06,0.014233123150207942,2.0079874509867826e-05,6.5533840573578875e-12,6.0423924433922353e-06,7.553033350223662e-06,0.028359694156943008,0.00044924737695212718,1.1442617017493897e-13,2.0326314050552922e-14,7.8137006961770852e-10,2.9692715589428835e-12,4.0040836240034519e-06,3.2489319494329878e-05,0.00054360644346961192,0.00054387106214169069,1.2997909439178e-07,7.462253452898356e-08,3.7323906615018971e-13,1.175016033649105e-05,5.5864317913960303e-09,1.5944518702674441e-09,8.24072746860098e-09,2.0998562290542804e-08,1.516151366130712e-09,1.0957342741387969e-08,0.00032239662683427754,1.9828636230522257e-13,6.7302941457678248e-14,8.6165626986974052e-08,1.0860152152963069e-08,1.3530939204096015e-09,5.6346695201400596e-07,1.6706527861962626e-06,1.0810451369003935e-08,1.3959685685465267e-09,2.3448964035907416e-08,1.8310055110548018e-08,5.6166527694264377e-09,1.6930186108569359e-11,1.9505769888718959e-10,1.8700778564764871e-08,6.7577081451317014e-10
1.9382696509850754e-09,0.23532841905266702,76.950000000000003,0.0,0.0,0.0,0.92599847339136143,9.4991283986485247,0.0011304553086412454,0.01427768149930546,0.012870118002321256,0.00084447708675320873,3.2606189017741783e-09,8.5784878310809439e-06,0.014509440293627279,2.0454680364481843e-05,6.6709889301531569e-12,6.3963563807952428e-06,8.0011169483478667e-06,0.028912823292866995,0.00046667193740017874,1.1656201661913603e-13,2.1346824024234548e-14,8.3014521694825008e-10,3.1444695572045456e-12,4.0955125039294215e-06,3.3088068105724767e-05,0.00056560329430764989,0.00056588240328352395,1.352386981989547e-07,7.7642600332606592e-08,3.8051991463273782e-13,1.221609839611145e-05,5.8079559834820252e-09,1.6578520936605205e-09,9.0503819873020804e-09,2.1861755134984344e-08,1.5852623221025101e-09,1.2114626619718002e-08,0.00032868766042909231,2.0643703020536265e-13,7.0069461054947381e-14,8.6329956515031745e-08,1.0930087895164591e-08,1.3515673379487915e-09,5.7328415420586277e-07,1.7049970333610238e-06,1.1948830064264122e-08,1.4632282237688413e-09,2.5327235456162375e-08,1.9687121942303377e-08,6.168379976209966e-09,1.760239759385926e-11,2.1462774209204164e-10,1.9345519222160786e-08,7.4603867400022405e-10
1.9767150563128723e-09,0.23532843747835186,76.950000000000003,0.0,0.0,0.0,0.92460053349823967,9.4991128347892424,0.0011518994325493217,0.014538407965694418,0.013094066613828831,0.00085928884636548458,3.3201560426072125e-09,8.5660656528824977e-06,0.014785305327377412,2.082828562143279e-05,6.7879951346635021e-12,6.7630397801841536e-06,8.4657636811647193e-06,0.029465151035105133,0.00048439140435485876,1.1869103201446416e-13,2.2401658369184565e-14,8.8082558688035692e-10,3.3260497672347756e-12,4.1868188404067037e-06,3.3683779381449531e-05,0.0005880004244394071,0.00058829466647463931,1.4059400304579386e-07,8.0717626763835282e-08,3.8779021432041251e-13,1.2690521907092808e-05,6.0335141007467119e-09,1.7224103831782931e-09,9.9192413752305598e-09,2.274129283381639e-08,1.6559068714523216e-09,1.3366315124097325e-08,0.00033496964907604542,2.1474201259490896e-13,7.2888358368339122e-14,8.6494098258327187e-08,1.09999276167757e-08,1.3500438498986871e-09,5.830914418980066e-07,1.7393062804007175e-06,1.3179646211917751e-08,1.532079997171636e-09,2.7312737368554901e-08,2.113467443786757e-08,6.7610360916484661e-09,1.8286867594039615e-11,2.3568159873305579e-10,1.9997481263929817e-08,8.2198080946142795e-10
2.015160461640669e-09,0.23532845714802778,76.950000000000003,0.0,0.0,0.0,0.92320521519592569,9.4990973344618705,0.0011733067284046797,0.014798299737252786,0.013316875071420618,0.00087402509790609638,3.3795019765966521e-09,8.5536668977664154e-06,0.015060719091680009,2.1200693457258061e-05,6.9044049025397999e-12,7.1426055450291829e-06,8.9472135069110485e-06,0.030016678898946679,0.00050240383295157513,1.2081321396842002e-13,2.3491325277984818e-14,9.3344083227033327e-10,3.5140979111120686e-12,4.2780014930860049e-06,3.4276464143598422e-05,0.00061079577194937998,0.00061110581637394991,1.4604451539244947e-07,8.3847330391587728e-08,3.9504998515902607e-13,1.3173398903047712e-05,6.2630909232358959e-09,1.7881223704259848e-09,1.0850151040428262e-08,2.3637113859342329e-08,1.7280807698266602e-09,1.4717902296695556e-08,0.0003412426112966774,2.2320072783693366e-13,7.5759435983750927e-14,8.665805259033654e-08,1.1069671514231911e-08,1.3485234376332839e-09,5.9288883591404863e-07,1.7735806008031327e-06,1.4508236055919632e-08,1.6025197511068459e-09,2.9409150814973068e-08,2.2654584966765901e-08,7.3966834249602436e-09,1.8983549933935982e-11,2.5829580638516083e-10,2.065653425944846e-08,9.0392748104936571e-10
2.053605866968466e-09,0.235328478055034,76.950000000000003,0.0,0.0,0.0,0.92181251307811107,9.4990818972293933,0.0011946772646135842,0.015057359022017349,0.013538547446435747,0.00088868611199177314,3.4386574628789621e-09,8.5412915156741337e-06,0.01533568242504294,2.1571907043494473e-05,7.0202203414136164e-12,7.5352136257394065e-06,9.4457033595605089e-06,0.030567408396354717,0.0005207072882817325,1.2292858715478705e-13,2.4616319561286522e-14,9.8802023689168635e-10,3.7086982915370521e-12,4.3690595065553458e-06,3.4866133187366146e-05,0.00063398728129832353,0.00063431382489623786,1.5158974323336744e-07,8.7031428662575334e-08,4.0229924705064162e-13,1.3664697497417059e-05,6.4966712700619634e-09,1.854983697933462e-09,1.1846018322910516e-08,2.4549156836769234e-08,1.8017797091241033e-09,1.6175075008254705e-08,0.00034750656559434911,2.3181259558353179e-13,7.8682496915497937e-14,8.6821819879958005e-08,1.1139319782470881e-08,1.347006095153206e-09,6.0267635702908358e-07,1.8078200679027312e-06,1.5940119678086618e-08,1.674543255075083e-09,3.1620195534330512e-08,2.4248720959825119e-08,8.0774377649047457e-09,1.9692398553822659e-11,2.8254894631760791e-10,2.1322551250950078e-08,9.9222083500849805e-10
2.088206731763483e-09,0.23532849792377475,76.950000000000003,0.0,0.0,0.0,0.92056131354798421,9.4990680573079729,0.0012138793741291181,0.01528980242424641,0.013737084590106816,0.00090181691975736277,3.4917355456887822e-09,8.5301735956356264e-06,0.015582764998263837,2.1904980804938066e-05,7.1239477883995073e-12,7.899841920336177e-06,9.9091068573225471e-06,0.03106238358770189,0.00053742763472129033,1.2482663052238046e-13,2.5659420683962863e-14,1.0388449650601675e-09,3.8895093216859389e-12,4.4509044916535201e-06,3.5394265788081736e-05,0.00065519666430051329,0.0006555386763092973,1.5666102462287175e-07,8.9943391700845558e-08,4.0881461401765811e-13,1.4114040409162813e-05,6.7103040793051772e-09,1.9161379859776096e-09,1.2800289822650091e-08,2.5383814682446853e-08,1.8694090582590698e-09,1.7581663355010365e-08,0.0003531364379663046,2.3969374340014112e-13,8.1357535056846177e-14,8.6969050820295292e-08,1.1201921620726345e-08,1.3456431174166744e-09,6.1147670183351861e-07,1.8386058492059177e-06,1.7321843052487387e-08,1.7407149517474048e-09,3.3711250217279896e-08,2.5748444993631933e-08,8.730474816819689e-09,2.0340726505903046e-11,3.0584464899362026e-10,2.1927818547407276e-08,1.077403751487036e-09
2.1228075965585003e-09,0.23532851878456418,76.950000000000003,0.0,0.0,0.0,0.91931222482483155,9.4990542678287255,0.0012330518132985535,0.015521574902643571,0.013934707750098118,0.00091488720014289452,3.5446601046955665e-09,8.5190745283066567e-06,0.015829484009075887,2.2237092094062706e-05,7.2271971133915013e-12,8.2752741840578207e-06,1.0386670775240008e-05,0.031556714421819176,0.00055438075695115902,1.2671918542640378e-13,2.6731887225715841e-14,1.0913049191767344e-09,4.075754238061124e-12,4.5326473902666957e-06,3.5919972210991799e-05,0.00067672378899509566,0.00067708187803086118,1.6180827173730525e-07,9.2898981488743345e-08,4.1532149927054484e-13,1.4570155919622361e-05,6.9271564638472218e-09,1.9782165577630354e-09,1.3811786455829278e-08,2.6231518193212829e-08,1.9382669392002257e-09,1.9082961962750092e-08,0.00035875904235593262,2.4769805486854974e-13,8.4074377641934428e-14,8.7116130822819232e-08,1.126444629868416e-08,1.3442826192005743e-09,6.2026908146245001e-07,1.8693635118555049e-06,1.8796142851118945e-08,1.8081627977101994e-09,3.5900963695355118e-08,2.7311152586714127e-08,9.4234228706421642e-09,2.0998838515434602e-11,3.3059334001135143e-10,2.2538538709330191e-08,1.1682808562506071e-09
2.1574084613535174e-09,0.2353285406326048,76.950000000000003,0.0,0.0,0.0,0.91806524298418823,9.4990405284804087,0.0012521946317003195,0.015752678059641558,0.014131419873262954,0.00092789714900373492,3.5974311607191565e-09,8.5079942968434273e-06,0.016075840065178589,2.2568243212458556e-05,7.3299698974210666e-12,8.6616209985017657e-06,1.0878561647750209e-05,0.032050401994082094,0.00057156526492883766,1.2860625647903992e-13,2.7834070620926929e-14,1.1454206915750854e-09,4.2674915566951511e-12,4.6142877995587676e-06,3.6443260269855537e-05,0.00069856717004543106,0.00069894196659001291,1.6703112905548312e-07,9.589799385555622e-08,4.2181991722766967e-13,1.5033020949762011e-05,7.1472174358156517e-09,2.041216259445669e-09,1.4882753061143051e-08,2.7092222945350953e-08,2.0083501059831608e-09,2.0683525510419271e-08,0.0003643743922129398,2.5582511001606642e-13,8.6832882123880463e-14,8.7263060160010252e-08,1.1326893959253012e-08,1.3429245852345012e-09,6.2905351097342769e-07,1.900093108993879e-06,2.0367432263898483e-08,1.8768835541266822e-09,3.8192123803984925e-08,2.8938191983082187e-08,1.0157934680829803e-08,2.1666701245327123e-11,3.5685652520448771e-10,2.3154626003228626e-08,1.2651268766882487e-09
2.1920093261485344e-09,0.23532856346311698,76.950000000000003,0.0,0.0,0.0,0.91682036410690315,9.499026838954066,0.0012713078788216144,0.015983113495372497,0.014327223899770019,0.00094084696174530857,3.650050250800061e-09,8.4969328299503535e-06,0.016321833773166282,2.2898436458381982e-05,7.4322675589138833e-12,9.0589910782095806e-06,1.1384944082981425e-05,0.032543447397772193,0.00058897977503207541,1.3048788628484179e-13,2.8966307764431471e-14,1.2012126394678228e-09,4.4647788840822194e-12,4.6958253869962492e-06,3.6964137760753807e-05,0.00072072532623862929,0.0007211174832313504,1.7232924204996064e-07,9.8940225198160255e-08,4.2830988228018136e-13,1.5502612473172553e-05,7.3704760333017508e-09,2.1051339443833003e-09,1.6015473021237303e-08,2.7965884615969202e-08,2.0796552864877896e-09,2.2388040289899115e-08,0.00036998250097478865,2.6407448958589098e-13,8.9632906189909187e-14,8.7409839093525141e-08,1.1389264741973869e-08,1.3415690307617343e-09,6.3783000538453459e-07,1.9307946936630289e-06,2.204024942534006e-08,1.9468739432816026e-09,4.0587541128577717e-08,3.0630906459222666e-08,1.0935697569922575e-08,2.2344281434601628e-11,3.8469703342900866e-10,2.3775996731552677e-08,1.3682247128806196e-09
2.2266101909435515e-09,0.23532858727133915,76.950000000000003,0.0,0.0,0.0,0.91557758427915081,9.4990131989430129,0.001290391604058534,0.01621288280766342,0.014522122763101369,0.00095373683332302642,3.7025168596312423e-09,8.4858901062494332e-06,0.016567465738495577,2.3227674126755719e-05,7.5340917374399139e-12,9.4674912870950352e-06,1.190598077629753e-05,0.033035851724020945,0.00060662291003257655,1.3236406535072806e-13,3.0128945367437937e-14,1.2587008865917492e-09,4.6676728961921541e-12,4.7772598814804587e-06,3.7482612462083475e-05,0.00074319678047173488,0.00074360697390430416,1.7770225716897841e-07,1.0202547247935766e-07,4.3479140879077826e-13,1.5978907516128115e-05,7.5969213178889006e-09,2.1699664731414093e-09,1.7212267748744486e-08,2.8852458983111529e-08,2.1521791853980016e-09,2.4201325344374662e-08,0.0003755833820657951,2.7244577559060216e-13,9.2474307973923569e-14,8.7556467894320897e-08,1.1451558789115852e-08,1.3402159440595628e-09,6.4659857969449217e-07,1.961468318804552e-06,2.381925836730241e-08,2.0181306527428165e-09,4.3090048394334011e-08,3.2390633950971448e-08,1.1758433281400036e-08,2.303154589846498e-11,4.1417901137905954e-10,2.4402569178770342e-08,1.4778655223127489e-09
2.257750969259067e-09,0.23532860953076035,76.950000000000003,0.0,0.0,0.0,0.91446087389104946,9.4990009650169895,0.0013075417563131828,0.016419106971922091,0.014696760244717492,0.00096528662881583619,3.7496066613636683e-09,8.4759676650526005e-06,0.016788225716825672,2.3523172903543091e-05,7.6253299440203365e-12,9.8447445801074896e-06,1.2387576127899242e-05,0.03347846839655258,0.00062269607267282365,1.3404797528999904e-13,3.1201590861383457e-14,1.3119070902601836e-09,4.8551173562326869e-12,4.8504626018054222e-06,3.7947191722789921e-05,0.00076368774158121168,0.00076411476531709104,1.8260172067822148e-07,1.0483880630415099e-07,4.4061757954518097e-13,1.6413285618708579e-05,7.8034376720078054e-09,2.2290953515620696e-09,1.8346115808827316e-08,2.9661379801041356e-08,2.2184899583993138e-09,2.5930371259463745e-08,0.00038061800647390284,2.8008381820950768e-13,9.5066830498853657e-14,8.7688305676294894e-08,1.1507557940378095e-08,1.3390002640212008e-09,6.544835372611422e-07,1.989050719711233e-06,2.5515117380167023e-08,2.0833416322515534e-09,4.5436225446934638e-08,3.4032786044188679e-08,1.2538797816286848e-08,2.3658336604930202e-11,4.4217032282073646e-10,2.4970865869287642e-08,1.5823838537178593e-09
2.285777669743031e-09,0.235328630235219,76.950000000000003,0.0,0.0,0.0,0.91345728317968644,9.4989899883823448,0.0013229565117650775,0.016604249460990064,0.014853310894147641,0.00097564018415746288,3.7918828532543866e-09,8.4670503985373794e-06,0.01698665995449675,2.378846298332247e-05,7.7071183499015581e-12,1.019211573848932e-05,1.2831367958886162e-05,0.033876380832874017,0.00063731848133881527,1.3555974907062349e-13,3.2188456581499886e-14,1.3609930807661334e-09,5.0277720480307892e-12,4.916273398817126e-06,3.8363659046465112e-05,0.00078234467573008205,0.00078278734585468242,1.8706265524653363e-07,1.0740033552592753e-07,4.4585530766162976e-13,1.6808838778153354e-05,7.9914952128614468e-09,2.2829408647474982e-09,1.9414029280239895e-08,3.0398294140955686e-08,2.279009372990259e-09,2.7568329642626392e-08,0.00038514418027945442,2.8704194306690489e-13,9.7428573684600964e-14,8.7806856052564092e-08,1.1557904216165054e-08,1.3379078570004917e-09,6.6157453337274468e-07,2.0138555855346489e-06,2.7121207991143263e-08,2.1429041583728125e-09,4.7625657897941704e-08,3.5558854848363332e-08,1.3274564652778785e-08,2.4229112249108367e-11,4.6858479231008414e-10,2.5485833045592095e-08,1.6813741675585329e-09
2.313804370226995e-09,0.23532865157274604,76.950000000000003,0.0,0.0,0.0,0.91245506271335086,9.4989790436967603,0.0013383519854383164,0.016788957739847628,0.015009272859902896,0.00098595475726216469,3.8340595981413746e-09,8.4581453686273098e-06,0.017184857925668096,2.4053130178110182e-05,7.7885988356528078e-12,1.0546973395810685e-05,1.3285057521686584e-05,0.034273874591471395,0.00065208846288043244,1.3706796849888225e-13,3.3195861559829834e-14,1.4112270364745946e-09,5.2042031360595883e-12,4.9820162411601856e-06,3.8778563672117087e-05,0.0008012045517969557,0.00080166335478207176,1.9157210769566843e-07,1.0998972834447677e-07,4.5108752469740375e-13,1.720874944180276e-05,8.1816241742925197e-09,2.3373810486272631e-09,2.052823177324459e-08,3.1143602204589059e-08,2.3403224660127397e-09,2.928666149599349e-08,0.00038966563583657326,2.94079310457036e-13,9.9817213524403593e-14,8.7925308404193687e-08,1.1608200397095109e-08,1.3368170598534375e-09,6.6866035967609401e-07,2.0386422009151022e-06,2.8805681268709573e-08,2.2032915313919226e-09,4.9890458282324557e-08,3.7131250502956528e-08,1.4043011509266043e-08,2.4806182992469738e-11,4.9619457652278422e-10,2.6004074015233957e-08,1.7852025095568581e-09
