Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150)
1.1315879634210708e-11,0.25674616830833435,76.950000000000003,0.0,0.0,0.0,0.99999895688764995,9.4999999888610329,6.5852482252739968e-08,4.7756674750007318e-07,4.7079638179127701e-07,8.9546670978718111e-09,4.0916003761803158e-13,1.2542423006251998e-09,8.392777280919661e-09,2.1838925765008923e-09,2.4742499881203787e-16,8.3649121018761572e-17,3.3630122144305558e-17,8.1107499177462141e-09
1.1660317280859177e-11,0.25674616830648783,76.950000000000003,0.0,0.0,0.0,0.99999892513786781,9.4999999882321031,6.7856921551535989e-08,4.9208670333589416e-07,4.8485320657193336e-07,9.5006968744875954e-09,4.2160043147348017e-13,1.25424249983615e-09,8.6672049290015842e-09,2.2667788822613768e-09,2.6251255792855759e-16,9.1768421938576357e-17,3.6941594876701643e-17,8.375955826142111e-09
1.2004754927507646e-11,0.256746168304595,76.950000000000003,0.0,0.0,0.0,0.99999889338808778,9.4999999875873815,6.9861360431756928e-08,5.0660657629661344e-07,4.9889431539023477e-07,1.0062441685116966e-08,4.3404075431351628e-13,1.2542426148875673e-09,8.9416326097879358e-09,2.3497471358962302e-09,2.780343537013022e-16,1.0041128143255807e-16,4.0472296116242249e-17,8.6411617668917301e-09
1.2349192574156116e-11,0.25674616830265595,76.950000000000003,0.0,0.0,0.0,0.9999988616383102,9.4999999869269054,7.1865798893402811e-08,5.2112637767539818e-07,5.1291974538932932e-07,1.0639864386589964e-08,4.4648101581488911e-13,1.2542426765567903e-09,9.2160603079897547e-09,2.432786044225069e-09,2.9398935979294969e-16,1.0959569998054502e-16,4.4230250154680972e-17,8.9063677252198653e-09
1.2693630220804585e-11,0.2567461683006707,76.950000000000003,0.0,0.0,0.0,0.99999882988853495,9.4999999862507281,7.3870236936473785e-08,5.3564611720905621e-07,5.269295336245776e-07,1.1232927923523315e-08,4.5892122432074813e-13,1.2542427032722182e-09,9.4904880144525354e-09,2.5158858704292477e-09,3.1037655229189332e-16,1.1933981546872243e-16,4.8223567220882636e-17,9.1715736922796495e-09
1.3038067867453054e-11,0.2567461682986396,76.950000000000003,0.0,0.0,0.0,0.9999987981387618,9.4999999855588975,7.5874674560969875e-08,5.5016580329250851e-07,5.4092371706376171e-07,1.1841595328112925e-08,4.71361387024416e-13,1.2542427066965453e-09,9.7649157233827148e-09,2.5990382195768492e-09,3.2719490970650775e-16,1.296619025410891e-16,5.2460443204421327e-17,9.4367796624721933e-09
1.3382505514101523e-11,0.2567461682965626,76.950000000000003,0.0,0.0,0.0,0.9999987663889911,9.4999999848514527,7.7879111766891174e-08,5.6468544316390775e-07,5.5490233258729121e-07,1.2465829719926914e-08,4.8380151012801373e-13,1.2542426950848755e-09,1.0039343430679485e-08,2.6822358535058325e-09,3.4444341295943009e-16,1.405803719537694e-16,5.6949159380080409e-17,9.7019856318344944e-09
1.3726943160749993e-11,0.25674616829443986,76.950000000000003,0.0,0.0,0.0,0.99999873463922251,9.4999999841284382,7.9883548554237789e-08,5.792050430641155e-07,5.6886541698840918e-07,1.3105594305699094e-08,4.9624159897911001e-13,1.2542426741695049e-09,1.0313771133495268e-08,2.7654725313460072e-09,3.6212104538185351e-16,1.5211376993216734e-16,6.1698082133286813e-17,9.9671915976146682e-09
1.4071380807398462e-11,0.25674616829227154,76.950000000000003,0.0,0.0,0.0,0.99999870288945636,9.4999999833898947,8.1887984923009758e-08,5.9372460837404852e-07,5.8281300697339916e-07,1.3760852379122966e-08,5.0868165818841189e-13,1.2542426473947467e-09,1.0588198830119065e-08,2.8487428721723281e-09,3.8022679270783502e-16,1.6428077753095851e-16,6.6715662686516319e-17,1.0232397558159201e-08
1.4760256100695402e-11,0.2567461682877987,76.950000000000003,0.0,0.0,0.0,0.99999863938993083,9.4999999818663969,8.5896856404830118e-08,6.2276365309984535e-07,6.1066185008656129e-07,1.5117702597266821e-08,5.3356170299952065e-13,1.2542425839351053e-09,1.1137054200981529e-08,3.0153666659981498e-09,4.1771858698699115e-16,1.9059101614186676e-16,7.7591024635540439e-17,1.0762809459860198e-08
1.544913139399234e-11,0.2567461682831449,76.950000000000003,0.0,0.0,0.0,0.99999857589041452,9.4999999802812738,8.990572621235289e-08,6.5180260730025326e-07,6.3844915384564487e-07,1.6536088455303064e-08,5.5844167023192461e-13,1.2542425122564002e-09,1.1685909539516111e-08,3.1820772759724983e-09,4.5691072951117537e-16,2.1966320867107483e-16,8.9644541414622572e-17,1.1293221333312762e-08
1.613800668728928e-11,0.25674616827831115,76.950000000000003,0.0,0.0,0.0,0.99999851239090742,9.499999978634845,9.3914594345578749e-08,6.8084149329194512e-07,6.6617520879126296e-07,1.8015719412426841e-08,5.8332157900775053e-13,1.2542424369092278e-09,1.2234764843462268e-08,3.3488523853704043e-09,4.9779519207838126e-16,2.5165159277842443e-16,1.0294684926130475e-16,1.1823633176332304e-08
1.6826881980586218e-11,0.2567461682732982,76.950000000000003,0.0,0.0,0.0,0.99999844889140932,9.4999999769274108,9.7923460804508291e-08,7.0988032767340514e-07,6.9384030409228171e-07,1.9556306299577175e-08,6.0820144354936972e-13,1.2542423613481652e-09,1.2783620111103902e-08,3.5156753956593885e-09,5.4036398439052867e-16,2.867125029162515e-16,1.1756991588428014e-16,1.2354044987260398e-08
1.7515757273883156e-11,0.2567461682681071,76.950000000000003,0.0,0.0,0.0,0.99999838539192054,9.4999999751592732,1.0193232558914212e-07,7.3891912275219993e-07,7.2144472755229569e-07,2.1157561312961626e-08,6.3308127440238634e-13,1.2542422863637313e-09,1.3332475342048321e-08,3.6825339992265817e-09,5.846091538745359e-16,3.2500435052807238e-16,1.3358703194985293e-16,1.2884456765717551e-08
1.8204632567180095e-11,0.2567461682627386,76.950000000000003,0.0,0.0,0.0,0.99999832189244076,9.4999999733307252,1.0594118869948092e-07,7.6795788765177471e-07,7.4898876561607264e-07,2.2819198007610609e-08,6.5796107938402228e-13,1.2542422110140607e-09,1.3881330536763415e-08,3.8494190725814118e-09,6.3052278550421359e-16,3.6668760441839034e-16,1.5107280262598749e-16,1.3414868512155924e-08
1.8893507860477034e-11,0.25674616825719365,76.950000000000003,0.0,0.0,0.0,0.9999982583929703,9.4999999714420618,1.0995005013552527e-07,7.9699662915682244e-07,7.764727033759708e-07,2.4540931290961415e-08,6.8284086430748934e-13,1.2542421348804694e-09,1.4430185695457168e-08,4.0163238309855033e-09,6.7809700162297991e-16,4.1192477129308923e-16,1.7010313918478842e-16,1.3945280226776515e-08
1.9582383153773972e-11,0.25674616825147306,76.950000000000003,0.0,0.0,0.0,0.99999819489350883,9.4999999694935706,1.1395890989727584e-07,8.2603535232445484e-07,8.0389682457832356e-07,2.6322477416472629e-08,7.0772063350568508e-13,1.2542420585453631e-09,1.4979040817840272e-08,4.1832432172819147e-09,7.2732396176741281e-16,4.6088037647404235e-16,1.907552506637461e-16,1.447569190929974e-08
2.027125844707091e-11,0.25674616824557767,76.950000000000003,0.0,0.0,0.0,0.99999813139405669,9.4999999674855378,1.1796776798473326e-07,8.5507406091796603e-07,8.3126141162979523e-07,2.8163553977269136e-08,7.3260039020287288e-13,1.2542419825044863e-09,1.5527895903666468e-08,4.3501734681305276e-09,7.7819586249165085e-16,5.1372094478828938e-16,2.1310763558378358e-16,1.5006103559487611e-08
2.096013374036785e-11,0.25674616823950824,76.950000000000003,0.0,0.0,0.0,0.99999806789461354,9.499999965418251,1.2197662439789811e-07,8.841127577296501e-07,8.5856674560370515e-07,3.0063879899817342e-08,7.5748013679129635e-13,1.254241906601886e-09,1.6076750953013232e-08,4.5171117911901452e-09,8.3070493719262653e-16,5.7061498162861646e-16,2.3724007372201237e-16,1.5536515177415001e-08
2.1649009033664788e-11,0.2567461682332657,76.950000000000003,0.0,0.0,0.0,0.99999800439517972,9.4999999632919874,1.2598547913677106e-07,9.131514448316478e-07,8.8581310624632338e-07,3.2023175437630049e-08,7.8235987504612091e-13,1.2542418305271689e-09,1.6625605966034759e-08,4.6840561142725867e-09,8.848434559361201e-16,6.3173295418231971e-16,2.6323361793767209e-16,1.6066926763230922e-08
2.2337884326961726e-11,0.25674616822685087,76.950000000000003,0.0,0.0,0.0,0.99999794089575489,9.4999999611070258,1.2999433220135273e-07,9.4219012376631634e-07,9.1300077198313592e-07,3.4041162165000879e-08,8.0723960628855748e-13,1.2542417543019943e-09,1.7174460942720297e-08,4.8510048949714597e-09,9.4060372528362948e-16,6.9724727282663993e-16,2.9117058604999413e-16,1.6597338316924982e-08
2.3026759620258665e-11,0.25674616822026447,76.950000000000003,0.0,0.0,0.0,0.99999787739633939,9.4999999588636488,1.3400318359164377e-07,9.7122879568333501e-07,9.4013001992508116e-07,3.6117562970768419e-08,8.3211933150334659e-13,1.2542416781277446e-09,1.7723315882969806e-08,5.0179569835564007e-09,9.9797808812006227e-16,7.673322726902109e-16,3.2113455276708658e-16,1.7127749838400513e-08
2.3715634913555604e-11,0.2567461682135074,76.950000000000003,0.0,0.0,0.0,0.99999781389693287,9.4999999565621316,1.3801203330764479e-07,1.0002674614377962e-06,9.6720112587475568e-07,3.8252102052109795e-08,8.5699905142280532e-13,1.2542416020543724e-09,1.8272170786758477e-08,5.1849115248842469e-09,1.0569589234822388e-15,8.421641953794624e-16,3.5321034166533622e-16,1.7658161327633539e-08
2.4404510206852542e-11,0.25674616820658036,76.950000000000003,0.0,0.0,0.0,0.99999775039753569,9.499999954202746,1.4202088134935637e-07,1.0293061216640401e-06,9.9421436433259125e-07,4.0444504908363549e-08,8.8187876659009841e-13,1.2542415259781711e-09,1.8821025654137838e-08,5.3518678845610169e-09,1.1175386463882083e-15,9.2192117086828854e-16,3.8748401721875339e-16,1.8188572784673837e-08
2.578226079344642e-11,0.25674616819222007,76.950000000000003,0.0,0.0,0.0,0.99999762339876863,9.4999999493114764,1.5003857240991399e-07,1.0873834272628812e-06,1.0480683303004355e-06,4.5001810416986968e-08,9.3163818414991208e-13,1.2542413737911527e-09,1.9918735279681633e-08,5.6857843277348393e-09,1.243464593793489e-15,1.0969321348654591e-15,4.6297544331885075e-16,1.9249395602188855e-08
2.7160011380040297e-11,0.2567461681771897,76.950000000000003,0.0,0.0,0.0,0.9999974964000381,9.4999999441920071,1.580562567733216e-07,1.1454607149880888e-06,1.101694088021641e-06,4.978730930171975e-08,9.8139758632899443e-13,1.2542412213646816e-09,2.1016444759701571e-08,6.0197038043922184e-09,1.3756959636706015e-15,1.2938272939809397e-15,5.4832186505264016e-16,2.0310218291042573e-08
2.8537761966634174e-11,0.2567461681614957,76.950000000000003,0.0,0.0,0.0,0.99999736940134454,9.4999999388464929,1.6607393443958425e-07,1.2035379862712682e-06,1.1550937872451387e-06,5.4798851811692723e-08,1.0311569743510607e-12,1.254241069052956e-09,2.2114154094021744e-08,6.3536248824465373e-09,1.5141733542627129e-15,1.5140978587923866e-15,6.4425566863734221e-16,2.1371040851065006e-08
2.9915512553228054e-11,0.2567461681451443,76.950000000000003,0.0,0.0,0.0,0.9999972424026875,9.4999999332770617,1.7409160540870697e-07,1.2616152419015118e-06,1.208269557468324e-06,6.0034308447528004e-08,1.0809163488893122e-12,1.2542409169452561e-09,2.3211863282597835e-08,6.687546772299649e-09,1.658837923400698e-15,1.7592635696424451e-15,7.5152834590144911e-16,2.2431863282213324e-08
3.129326313982193e-11,0.2567461681281417,76.950000000000003,0.0,0.0,0.0,0.99999711540406711,9.4999999274858258,1.8210926968069479e-07,1.3196924822760166e-06,1.261223508127768e-06,6.5491569770627849e-08,1.1306757102811835e-12,1.2542407647899067e-09,2.4309572325554919e-08,7.0214690762239881e-09,1.8096313832334225e-15,2.0308721551085187e-15,8.709102506783933e-16,2.3492685584608385e-08
3.267101372641581e-11,0.25674616811049406,76.950000000000003,0.0,0.0,0.0,0.99999698840548334,9.4999999214748776,1.901269272555528e-07,1.377769707594386e-06,1.3139577287881847e-06,7.1168546214208492e-08,1.1804350586948348e-12,1.2542406124901915e-09,2.5407281222941078e-08,7.3553915940612463e-09,1.9664959950062445e-15,2.3304987998088268e-15,1.0031903580207904e-15,2.4553507758296652e-08
3.4048764313009686e-11,0.25674616809220735,76.950000000000003,0.0,0.0,0.0,0.99999686140693622,9.4999999152462813,1.9814457813328596e-07,1.4358469179797341e-06,1.366474289329665e-06,7.7063167896068482e-08,1.2301943942329207e-12,1.2542404601917762e-09,2.650498997468398e-08,7.6893142021188243e-09,2.1293745638874423e-15,2.6597456214109076e-15,1.1491760262144857e-15,2.5614329803208246e-08
3.542651489960356e-11,0.2567461680732878,76.950000000000003,0.0,0.0,0.0,0.99999673440842574,9.4999999088020939,2.0616222231389935e-07,1.4939241135158896e-06,1.4187752401331356e-06,8.3173384433127879e-08,1.2799537169644686e-12,1.2542403079767929e-09,2.760269858074288e-08,8.0232368159638905e-09,2.2982104338435783e-15,3.0202411569679742e-15,1.3096927616408491e-15,2.6675151719303771e-08
3.680426548619744e-11,0.2567461680537412,76.950000000000003,0.0,0.0,0.0,0.99999660740995189,9.4999999021443404,2.1417985979739803e-07,1.5520012942480013e-06,1.4708626122640476e-06,8.9497164757742211e-08,1.3297130269253999e-12,1.2542401557691977e-09,2.870040704115559e-08,8.3571593898209349e-09,2.4729474825638955e-15,3.4136398585314889e-15,1.4855839864840734e-15,2.7735973506619765e-08
3.818201607279132e-11,0.25674616803357336,76.950000000000003,0.0,0.0,0.0,0.99999648041151468,9.4999998952750335,2.2219749058378698e-07,1.6100784601922388e-06,1.5227384176543253e-06,9.6032496935755726e-08,1.3794723241268397e-12,1.2542400035109547e-09,2.9798115355950978e-08,8.6910819068693871e-09,2.6535301164327804e-15,3.8416215977778104e-15,1.6777108092227319e-15,2.8796795165184137e-08
4.093751724597907e-11,0.25674616799139804,76.950000000000003,0.0,0.0,0.0,0.99999622641475017,9.4999998809097246,2.3823273206525597e-07,1.7262327477511708e-06,1.6258632813483775e-06,1.097298637074549e-07,1.4789908802696943e-12,1.254239698872311e-09,3.1993531548675175e-08,9.3589267337438052e-09,3.0320123789156378e-15,4.8081778858362552e-15,2.1142027628424222e-15,3.0918438096043848e-08
4.3693018419166826e-11,0.2567461679468077,76.950000000000003,0.0,0.0,0.0,0.99999597241813243,9.4999998657218754,2.5426794675834661e-07,1.8423869762185232e-06,1.7281655508048094e-06,1.2424976514008669e-07,1.5785093853940193e-12,1.2542393944048807e-09,3.4188947158744909e-08,1.0026771265082447e-08,3.4332228582440608e-15,5.9338391218380699e-15,2.6264026692502853e-15,3.304008051171807e-08
4.644851959235458e-11,0.2567461678998477,76.950000000000003,0.0,0.0,0.0,0.99999571842166113,9.4999998497269171,2.7030313466309918e-07,1.9585411456368096e-06,1.8296606508414961e-06,1.3957677639657102e-07,1.678027839515632e-12,1.2542390900642799e-09,3.638436218618252e-08,1.0694615452348323e-08,3.856735336462024e-15,7.2329108399308225e-15,3.2218133128068535e-15,3.5161722412228381e-08
4.9204020765542334e-11,0.25674616785056265,76.950000000000003,0.0,0.0,0.0,0.99999546442533638,9.499999832939988,2.8633829577955398e-07,2.0746952560198061e-06,1.9303637170303053e-06,1.5569576188527741e-07,1.777546242626252e-12,1.2542387855915089e-09,3.8579776631117036e-08,1.1362459275387737e-08,4.3021315880223471e-15,8.7200606506142479e-15,3.9081993422866601e-15,3.7283363797699469e-08
5.195952193873009e-11,0.25674616779899606,76.950000000000003,0.0,0.0,0.0,0.9999952104291584,9.4999998153759346,3.0237343010775141e-07,2.1908493073403328e-06,2.0302896011171664e-06,1.7259186983997456e-07,1.8770645946830203e-12,1.2542384810348464e-09,4.0775190493524793e-08,1.2030302754661087e-08,4.7690012300202624e-15,1.0410304399938673e-14,4.6935805641007829e-15,3.9405004668108423e-08
5.471502311191784e-11,0.25674616774519066,76.950000000000003,0.0,0.0,0.0,0.99999495643312686,9.4999997970493322,3.1840853764773159e-07,2.3070032995745898e-06,2.1294528763435763e-06,1.902505269983484e-07,1.9765828956464783e-12,1.2542381765498594e-09,4.2970603773328836e-08,1.2698145906915462e-08,5.2569415751506214e-15,1.2318992801584965e-14,5.5862253903159555e-15,4.1526645023380896e-08
5.74705242851056e-11,0.2567461676891884,76.950000000000003,0.0,0.0,0.0,0.9999947024372422,9.4999997779744803,3.3444361839953503e-07,2.4231572327242956e-06,2.2278678426710156e-06,2.0865743337761043e-07,2.076101145499523e-12,1.2542378721016579e-09,4.5166016470546821e-08,1.336598872305088e-08,5.7655574873478901e-15,1.4461798527038479e-14,6.5946444384222784e-15,4.3648284863533916e-08
6.29815266314811e-11,0.2567461675707576,76.950000000000003,0.0,0.0,0.0,0.99999419444591231,9.4999997376358962,3.6651369953877239e-07,2.6554649217434077e-06,2.4225087124799898e-06,2.4766012986019968e-07,2.275137491779631e-12,1.2542372632774596e-09,4.9556840117244918e-08,1.4701673342497751e-08,6.8432723847283684e-15,1.951398935346634e-14,8.9940217671593243e-15,4.7891562998501175e-08
6.849252897785661e-11,0.2567461674440239,76.950000000000003,0.0,0.0,0.0,0.99999368645516906,9.4999996944693024,3.9858367352578606e-07,2.8877723744093232e-06,2.6143213368813064e-06,2.8949083277091347e-07,2.474173633394116e-12,1.2542366541423004e-09,5.3947661433830306e-08,1.6037356536048848e-08,7.9991305463292292e-15,2.5698235844069673e-14,1.1964408164471081e-14,5.2134839073214234e-08
7.400353132423212e-11,0.25674616730929595,76.950000000000003,0.0,0.0,0.0,0.99999317846501234,9.4999996485797773,4.3065354036089817e-07,3.1200795906047297e-06,2.803410788123745e-06,3.3404446967467472e-07,2.6732095701103793e-12,1.2542360450924201e-09,5.8338480420108778e-08,1.7373038350958624e-08,9.2302286184047737e-15,3.315029502483531e-14,1.5581989670304312e-14,5.6378113087485312e-08
7.951453367060763e-11,0.2567461671668707,76.950000000000003,0.0,0.0,0.0,0.99999267047544216,9.499999600068481,4.6272330004443128e-07,3.3523865702127815e-06,2.9898782348612089e-06,3.8121987172514779e-07,2.8722453017030176e-12,1.2542354362068886e-09,6.2729297076043704e-08,1.8708718829484451e-08,1.053377111088436e-14,4.200998367958976e-14,1.9926263677005914e-14,6.0621385041278898e-08
8.502553601698314e-11,0.2567461670170342,76.950000000000003,0.0,0.0,0.0,0.99999216248645884,9.4999995490328377,4.9479295257670774e-07,3.5846933131888934e-06,3.1738210869602368e-06,4.3091962885771988e-07,3.0712808280150264e-12,1.2542348272461664e-09,6.7120111401756714e-08,2.0044397937293263e-08,1.1907066396075579e-14,5.2420864037569294e-14,2.5079868502479605e-14,6.4864654934712419e-08
9.053653836335865e-11,0.25674616686006163,76.950000000000003,0.0,0.0,0.0,0.99999165449806204,9.4999994955666267,5.2686249795804996e-07,3.8169998194809287e-06,3.3553331351111349e-06,4.8304995017884434e-07,3.2703161488890907e-12,1.254234218232086e-09,7.1510923397239536e-08,2.1380075643483165e-08,1.3347522850952932e-14,6.4529950553037678e-14,3.112842079445756e-14,6.9107922767777855e-08
9.604754070973416e-11,0.25674616669621836,76.950000000000003,0.0,0.0,0.0,0.99999114651025234,9.4999994397601597,5.5893193618878032e-07,4.0493060889845966e-06,3.5345046854008377e-06,5.3752052939361089e-07,3.4693512641290816e-12,1.2542336092708737e-09,7.5901733062442089e-08,2.2715751965385019e-08,1.4852645138662415e-14,7.8487436477747249e-14,3.8160360452573291e-14,7.3351188540426608e-08
9.999999999999999e-11,0.25674616652575954,76.950000000000003,0.0,0.0,0.0,0.99999078218466841,9.4999993983436131,5.8193188746441084e-07,4.2159146678747306e-06,3.6616128840477764e-06,5.7797897875696348e-07,3.6120979810490118e-12,1.2542331725489577e-09,7.9050795148489093e-08,2.3673690525154777e-08,1.5970586627785573e-14,8.9721165385567739e-14,4.3859895340216431e-14,7.6394433158725648e-08
1.0155854305610967e-10,0.25674616652575954,76.950000000000003,0.0,0.0,0.0,0.99999063852302916,9.4999993817003787,5.9100126726922124e-07,4.2816121215918897e-06,3.7114226888532619e-06,5.9424441526579146e-07,3.6683861735412744e-12,1.254233000320078e-09,8.029254039738805e-08,2.405142692029358e-08,1.6420030629083095e-14,9.4446439683143076e-14,4.6266802999045342e-14,7.7594452252681547e-08
1.0706954540248517e-10,0.25674616634893094,76.950000000000003,0.0,0.0,0.0,0.99999013053639307,9.4999993214710141,6.2307049119969513e-07,4.5139179172202673e-06,3.8861708660622562e-06,6.5313788698526517e-07,3.8674208769590983e-12,1.2542323913416121e-09,8.4683345402098993e-08,2.5387100496477876e-08,1.8047365954989039e-14,1.1256276670590436e-13,5.5541399159564773e-14,8.1837713904563345e-08
1.1258054774886068e-10,0.25674616616596935,76.950000000000003,0.0,0.0,0.0,0.99998962255034374,9.4999992591526716,6.5513960798052437e-07,4.7462234757845915e-06,4.0588298271672601e-06,7.1412033419269929e-07,4.0664553742188121e-12,1.2542317823677052e-09,8.9074148076561536e-08,2.6722772681402461e-08,1.9732423696900146e-14,1.3299469348152787e-13,6.608020122870128e-14,8.6080973496059019e-08
1.180915500952362e-10,0.25674616597710254,76.950000000000003,0.0,0.0,0.0,0.9999891145648816,9.4999991948229745,6.8720861761203137e-07,4.978528797179001e-06,4.2294771874063271e-06,7.771141414268489e-07,4.2654896651437513e-12,1.2542311734071085e-09,9.3464948420773973e-08,2.8058443480019121e-08,2.1473059190138545e-14,1.5590276135400387e-13,7.7981535817120712e-14,9.0324231027166768e-08
1.2360255244161171e-10,0.25674616578254983,76.950000000000003,0.0,0.0,0.0,0.99998860658000666,9.4999991285566399,7.1927752009453832e-07,5.2108338812936e-06,4.3981876784032742e-06,8.4204457683768887e-07,4.4645237495583807e-12,1.2542305644415996e-09,9.7855746434747937e-08,2.9394112898230922e-08,2.3267207449758035e-14,1.8144958734829166e-13,9.1345882697980753e-14,9.4567486497897803e-08
1.2911355478798722e-10,0.2567461655825228,76.950000000000003,0.0,0.0,0.0,0.99998809859571869,9.4999990604256368,7.5134631542836795e-07,5.4431387280260898e-06,4.5650332553136423e-06,9.0883968504074181e-07,4.6635576272980412e-12,1.2542299554724285e-09,1.0224654211848551e-07,3.0729780931403637e-08,2.5112880209902866e-14,2.0979968788137815e-13,1.0627575952341579e-13,9.8810739908253977e-08
1.3462455713436273e-10,0.25674616537722444,76.950000000000003,0.0,0.0,0.0,0.99998759061201814,9.4999989904992379,7.8341500361384254e-07,5.6754433372722227e-06,4.7300831999731879e-06,9.7743018396882576e-07,4.862591298200562e-12,1.2542293465080249e-09,1.0663733547198508e-07,3.2065447574060324e-08,2.7008163073622832e-14,2.4111931504382453e-13,1.2287561215832174e-13,1.0305399125823362e-07
1.4013555948073824e-10,0.2567461651668509,76.950000000000003,0.0,0.0,0.0,0.99998708262890479,9.499998918844156,8.154835846512845e-07,5.9077477089187157e-06,4.8934042202105242e-06,1.0477493655596448e-06,5.061624762099985e-12,1.254228737545242e-09,1.1102812649525086e-07,3.3401112827092725e-08,2.8951212768680122e-14,2.7557630454165046e-13,1.4125171035552841e-13,1.0729724054784076e-07
1.4564656182711375e-10,0.25674616495159064,76.950000000000003,0.0,0.0,0.0,0.99998657464637897,9.4999988455246189,8.4755205854101624e-07,6.1400518428490467e-06,5.0550605454770087e-06,1.1197330001261248e-06,5.2606580188313313e-12,1.2542281285809535e-09,1.1541891518828705e-07,3.4736776692094127e-08,3.0940254505117574e-14,3.1333993445873408e-13,1.6151204851139822e-13,1.1154048777707929e-07
1.5115756417348926e-10,0.2567461647316252,76.950000000000003,0.0,0.0,0.0,0.99998606666444045,9.4999987706024704,8.7962042528336015e-07,6.3723557389481004e-06,5.215114018928482e-06,1.1933192442748654e-06,5.4596910682344097e-12,1.2542275196176238e-09,1.1980970155109503e-07,3.6072439166843347e-08,3.2973579430868086e-14,3.5458079411150241e-13,1.8376625127071024e-13,1.1578373294595049e-07
1.5666856651986476e-10,0.2567461645071295,76.950000000000003,0.0,0.0,0.0,0.99998555868308969,9.4999986941372576,9.1168868487863863e-07,6.6046593970989712e-06,5.3736241860843992e-06,1.2684485522471904e-06,5.6587239101508904e-12,1.2542269106560212e-09,1.2420048558367706e-07,3.7408100248607332e-08,3.5049542181937136e-14,3.9947066233584791e-13,2.0812548376622042e-13,1.2002697605445648e-07
1.6217956886624027e-10,0.25674616427827174,76.950000000000003,0.0,0.0,0.0,0.99998505070232635,9.4999986161863088,9.4375683732717409e-07,6.836962817180258e-06,5.5306483801899859e-06,1.3450635905571621e-06,5.8577565444218271e-12,1.2542263016947235e-09,1.2859126728603652e-07,3.8743759936960813e-08,3.716655852368669e-14,4.4818239457154093e-13,2.3470236628132697e-13,1.2427021710260026e-07
1.6769057121261578e-10,0.25674616404521416,76.950000000000003,0.0,0.0,0.0,0.99998454272215087,9.4999985368048332,9.7582488262928903e-07,7.0692659990680949e-06,5.686241804406483e-06,1.4231091558014946e-06,6.0567889708892305e-12,1.2542256927337872e-09,1.3298204665817591e-07,4.007941823186517e-08,3.9323103079764843e-14,5.0088981813495536e-13,2.6361089312773681e-13,1.2851345609038434e-07
1.732015735589913e-10,0.2567461638081126,76.950000000000003,0.0,0.0,0.0,0.99998403474256325,9.4999984560459758,1.0078928207853058e-06,7.3015689426380088e-06,5.8404576109491542e-06,1.5025320955216883e-06,6.2558211893975149e-12,1.2542250837738841e-09,1.373728237000976e-07,4.1415075131910616e-08,4.1517707145374139e-14,5.5776763511470243e-13,2.9496635554001294e-13,1.3275669301781085e-07
1.787125759053668e-10,0.2567461635671175,76.950000000000003,0.0,0.0,0.0,0.99998352676356328,9.4999983739609206,1.0399606517955468e-06,7.5338716477638977e-06,5.9933469772859222e-06,1.583281232005518e-06,6.4548531997924717e-12,1.2542244748147837e-09,1.4176359841180444e-07,4.2750730635429238e-08,4.3748956581759941e-14,6.189913323729688e-13,3.2888526840105092e-13,1.3699992788488237e-07
1.842235782517423e-10,0.2567461633223734,76.950000000000003,0.0,0.0,0.0,0.99998301878515139,9.4999982905989402,1.0720283756603342e-06,7.7661741143170345e-06,6.1449591795047036e-06,1.6653072889198349e-06,6.6538850019202792e-12,1.2542238658562314e-09,1.4615437079329902e-07,4.4086384741587601e-08,4.6015489788933481e-14,6.8473709817326917e-13,3.6548530062190124e-13,1.412431606916013e-07
1.9524558294449333e-10,0.2567461628221904,76.950000000000003,0.0,0.0,0.0,0.99998200283009175,9.4999981202322274,1.1361635019548389e-06,8.2307783311823563e-06,6.4445401034448441e-06,1.8330021511983772e-06,7.0519479807648835e-12,1.2542226479411661e-09,1.5493590856566193e-07,4.6757688757837771e-08,5.0649212358727871e-14,8.305026540629112e-13,4.4720478452923822e-13,1.4972962012399146e-07
2.0516538716796924e-10,0.25674616236054854,76.950000000000003,0.0,0.0,0.0,0.99998108847254985,9.4999979629929516,1.1938847491856776e-06,8.6489213091173306e-06,6.7102528814145333e-06,1.987836744938563e-06,7.4102039479288592e-12,1.2542215518204786e-09,1.6283928459148884e-07,4.9161857585083043e-08,5.4927581885289311e-14,9.7893640905975221e-13,5.3112356686525888e-13,1.5736742656676115e-07
2.1508519139144516e-10,0.25674616188877636,76.950000000000003,0.0,0.0,0.0,0.9999801741169142,9.4999978023030796,1.2516056492702612e-06,9.0670635120036683e-06,6.9725142793891062e-06,2.1461219252804313e-06,7.7684592379613832e-12,1.2542204557019739e-09,1.7074265306746905e-07,5.1566021869874015e-08,5.9301297765338269e-14,1.1447862366690755e-12,6.2560526384619605e-13,1.6500522633402671e-07
