Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115)
4.0714888972822743e-23,0.3876713891279453,76.950000000000003,0.0,0.0,0.0,0.99999999999951772,9.5,5.0571895136582781e-16,5.0144951371442886e-15,5.0142476914541012e-15,4.6265317291293799e-28,4.6267544060449615e-28,4.717160420760338e-13,1.3016857084841567e-23,2.0903709991814118e-28,3.6727856912896e-41,1.2331058317004489e-45,4.5874890228832784e-31,4.2293198390712526e-23,1.5643347737606274e-29,3.3188062334327479e-41,3.2086670497190204e-45,2.6531337824194751e-46,1.6831276124007232e-59,1.2229948982773063e-38,2.2487022458538825e-28,4.355251545855852e-40,4.3552515458560217e-40,1.4529168786260259e-53,2.4867679807355197e-54,2.6394553284920873e-40,7.5808321838712165e-29,5.4186426583604134e-42,4.6371913147962907e-43,1.4286832997213697e-94,2.1609540309833571e-53,2.8261055045138207e-43,1.2855848998666755e-94,5.1005798461043393e-25,7.7211105651064155e-67,7.7211104763321321e-67,1.2770984426099534e-36,3.7077722445916043e-37,5.3976068486610242e-26,1.276963399889761e-36,1.187518317782007e-48,1.2855848998666319e-94,4.4762872279271321e-56,1.6932253979139503e-52,2.4486803057559213e-68,8.3723906466784903e-82,2.1922320600604659e-44,1.1046168418109149e-95,8.7029960198047912e-32,2.6671342286684768e-67,1.0498553533154202e-94,6.3927633744313695e-44,3.9678744500419379e-109,3.7432113908169246e-100,2.588828787427781e-113,2.6951228804033911e-63,1.7598978741453937e-43,5.4725129374194835e-64,8.6705522626872731e-44,3.201090055023632e-57,5.8867721754591806e-35,2.8925061153271331e-57,2.6105753273524352e-58,4.6566592964123003e-48,2.3808164206917339e-46,1.0985694661415255e-69,2.0665403427912446e-47,2.7952070249441602e-49,1.1510386421688299e-74,8.2382291125267442e-56,6.5017495796366394e-41,9.696708658642273e-76,2.4744569024895715e-19,1.9585068491714526e-39,4.526366010372912e-37,1.9585068491714526e-39,2.2434702308949013e-65,4.3175409018185781e-61,3.4506164369380167e-61,4.4476748516291862e-109,1.0291177390703563e-109,1.4539731349198235e-47,6.1888229315185099e-58,2.2786852210065138e-59,1.2223285751050975e-78,9.9301721454554584e-49,2.5507262745330574e-89,1.1003085784889481e-58,5.4117148306388716e-71,7.7095087111072652e-84,1.7195248598907996e-84,6.1293852846375069e-73,3.6054927290367675e-64,2.1488153002685359e-90,3.6054927444405089e-64,6.6810987644753917e-80,4.3589514267350617e-65,6.2520862330040866e-78,1.7261960437614683e-72,2.019108703451509e-82,1.6386075279262642e-24
8.146515143736818e-23,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999999999903499,9.5,1.0118772762772596e-15,1.0033346916450302e-14,1.0032851810086687e-14,1.851818400595878e-27,1.8519052834856146e-27,9.4384191552281587e-13,5.2101351242426149e-23,8.366931659939517e-28,2.9404108222092328e-40,9.8723488502888924e-45,1.8361911432996038e-30,1.6928301280085524e-22,6.2614158691128292e-29,2.6569464916035039e-40,2.5688846139012592e-44,2.1241202448606261e-45,2.6951984127003524e-58,9.7913955177999402e-38,9.0006692705772099e-28,3.4868494160690921e-39,3.4868494160693655e-39,2.3265600167182685e-52,3.9820687897028636e-53,2.1131691641591755e-39,3.0343084951437395e-28,4.3382088911584534e-41,3.7125726616354176e-42,1.8324282779603745e-92,3.46034196594461e-52,2.2626027964409994e-42,1.6488903626827666e-92,2.041561187695566e-24,2.472834365384732e-65,2.472834308520616e-65,1.0224552844598158e-35,2.9684722794732007e-36,2.1604493960590103e-25,1.0223471681727887e-35,1.9015765310854281e-47,1.6488903626826542e-92,7.1678917382588642e-55,1.3556100093843474e-51,7.8423741958011039e-67,5.3629141060862313e-80,1.7551186188120228e-43,1.4151287628148146e-93,3.4834664741258174e-31,4.2708902062431369e-66,1.3449736153229218e-92,5.1180977730715304e-43,1.016655202872046e-106,4.7954421317890416e-98,6.6331462084924108e-111,8.6316501666729808e-62,1.4089883811224155e-42,1.7526776812570326e-62,6.941713877089285e-43,5.1259147985746874e-56,2.3562430072758887e-34,4.631778441971909e-56,4.1803218539094723e-57,3.7281588852812566e-47,1.9061007739914579e-45,3.5167932174161866e-68,1.6544888166054913e-46,2.2384155308113507e-48,7.3729458592852067e-73,1.3191900204078106e-54,5.2053530002436355e-40,6.2111996363622295e-74,4.9510636386111438e-19,1.5679963348870892e-38,1.8117260131209016e-36,1.5679963348870892e-38,7.1851455580131914e-64,6.9135825795282199e-60,5.525364615516418e-60,1.1395904343889855e-106,2.6400240069232173e-107,1.1640625857990725e-46,9.1187416046036016e-57,3.6488652529634155e-58,7.8295915330829947e-77,7.9501756861789095e-48,3.2677433186250232e-87,1.7619273225278602e-57,1.7332059167758782e-69,4.9383042629771619e-82,1.1014368440110243e-82,1.9630537036180542e-71,5.7734859290642443e-63,2.7528539266364498e-88,5.7734859783976943e-63,4.2795591451141184e-78,6.981662651461804e-64,2.0028199911906254e-76,5.5284753359446737e-71,6.4693457160908771e-81,6.55870041070182e-24
1.6296567636645905e-22,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999999999806966,9.5,2.0241939260991439e-15,2.0071050475038876e-14,2.0070060047328352e-14,7.4096857073806501e-27,7.4100153790571688e-27,1.8880936620660698e-12,2.0847327007825327e-22,3.3478625066293741e-27,2.3531407749664665e-39,7.9008812571424384e-44,7.3471563229508396e-30,6.77352552395149e-22,2.5053819348258618e-28,2.1261782922240494e-39,2.055888375088941e-43,1.6999417593982522e-44,4.3140737210592833e-57,7.8360922176671874e-37,3.6014400996796495e-27,2.7905392575641129e-38,2.7905392575645504e-38,3.7240111888019349e-51,6.3739033719071124e-52,1.6911775658214696e-38,1.2141186348109995e-27,3.4718855795824578e-40,2.9711864542619688e-41,2.3478878749475408e-90,5.5388006813287729e-51,1.8107698878453554e-41,2.1127209922649115e-90,8.1689040056445802e-24,7.9163980278204882e-64,7.9163976637346313e-64,8.1827497235403399e-35,2.3756800021724589e-35,8.6446116971200458e-25,8.1818844646707706e-35,3.0437608447825956e-46,2.1127209922646237e-90,1.1473294845666501e-53,1.0849002251839532e-50,2.5106158609896903e-65,3.4337327467873916e-78,1.4046283111398416e-42,1.8121455452895224e-91,1.3938403321584003e-30,6.8362070765359926e-65,1.7223082518007981e-90,4.0960337123993939e-42,2.603763515358852e-104,6.1408116707849832e-96,1.6988211465997138e-108,2.7632897854216507e-60,1.12761890691363e-41,5.6109275051773586e-61,5.5554808301843211e-42,8.204801901436747e-55,9.4280411776521747e-34,7.4138619334441242e-55,6.6912373878703413e-56,2.9836601717296236e-46,1.5254599207377177e-44,1.1248368445168162e-66,1.3240938820081663e-45,1.7922935478315319e-47,4.7207019977625187e-71,2.1115631506903748e-53,4.1658644043456403e-39,3.9768666546895637e-72,9.9042771150470994e-19,1.2548736132703349e-37,7.24926396647627e-36,1.2548736132703349e-37,2.3002136258818144e-62,1.1065888190581772e-58,8.8438056094866619e-59,2.9186138755730788e-104,6.7654882197532918e-105,9.3160385095913826e-46,1.2579888158149781e-55,5.8405606859087647e-57,5.0130801312193764e-75,6.3625567696849123e-47,4.1845132173388647e-85,2.8202311658308972e-56,5.5485916539133933e-68,3.1618654537391623e-80,7.0522084489859444e-81,6.2844139233494647e-70,9.2413372917579196e-62,3.5251708959055986e-86,9.2413374496913512e-62,2.7400883981117878e-76,1.1180524620969788e-62,6.414722077475987e-75,1.7698561845694616e-69,2.072242489098668e-79,2.6243344461913103e-23
3.2596672622464077e-22,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999999999613898,9.5,4.0488272257389959e-15,4.0146457592122187e-14,4.014447652171763e-14,2.9643567725725999e-26,2.9644742820249109e-26,3.7765971537513326e-12,8.3402882960042328e-22,1.3393630018345811e-26,1.8827396787949184e-38,6.3219061565390003e-43,2.9393409472921515e-29,2.7098512739256419e-21,1.0023159146004873e-27,1.7009674517212839e-38,1.6450229773657261e-42,1.3602116881143296e-43,6.9039233072653156e-56,6.2700643480242025e-36,1.4408105515549745e-26,2.2328553865129303e-37,2.2328553865136319e-37,5.9596303265674917e-50,1.0200320554730923e-50,1.3531990004514274e-37,4.8572651239726372e-27,2.7780359587305168e-39,2.3774005878437893e-40,3.0068204160870594e-88,8.8638843630461273e-50,1.4488910287527981e-40,2.7056541672372222e-88,3.2680935279563566e-23,2.5337799392169916e-62,2.5337797061522842e-62,6.5474430206462579e-34,1.9009049494205626e-34,3.4584075799381739e-24,6.5467506821101177e-34,4.8710083125934519e-45,2.7056541672364833e-88,1.836100712802274e-52,8.6808536668261342e-50,8.0356609898402149e-64,2.1980587559967163e-76,1.123916060601817e-41,2.3200461028624778e-89,5.5762689428516433e-30,1.0940161297331027e-63,2.2050295893514607e-88,3.277449299923318e-41,6.6670765327873545e-102,7.8619328529604249e-94,4.3499241340474382e-106,8.8443865774906102e-59,9.022664209550045e-41,1.7958743296192348e-59,4.4452287358490337e-41,1.3130354256672853e-53,3.7718303881561026e-33,1.1864592823447122e-53,1.0708158300301048e-54,2.3873814595392898e-45,1.2205997050581615e-43,3.5938207497935803e-65,1.0594762750353614e-44,1.4355167347257405e-46,3.0218947820588798e-69,3.379188505828161e-52,3.3333244497033665e-38,2.5457384517593386e-70,1.9810704084690265e-18,1.0040895486156272e-36,2.9001776555774166e-35,1.0040895486156276e-36,7.3622312887488575e-61,1.7707915290766135e-57,1.4151764491092823e-57,7.4732677461434222e-102,1.7328649886089534e-102,7.4542462388974448e-45,1.575671465555851e-54,9.3467985217584646e-56,3.2090567675973987e-73,5.0910121106592348e-46,5.3573303708874868e-83,4.5132880539927449e-55,1.7759226643163997e-66,2.0240262411877368e-78,4.5143777155417696e-79,2.0114352998379488e-68,1.4789147877139806e-60,4.5131904536049677e-84,1.4789148382633024e-60,1.7540312519323196e-74,1.7909499217427158e-61,2.0550646888255031e-73,5.664730632766233e-68,6.6391923502928323e-78,1.0499046421654155e-22
6.5196882594100425e-22,0.38767138912794546,76.950000000000003,0.0,0.0,0.0,0.99999999999227762,9.5,8.098093825003037e-15,8.0297271825913476e-14,8.0293309470119986e-14,1.185839213743218e-25,1.185874716021414e-25,7.5536041315168839e-12,3.3363868341898991e-21,5.3578880335644132e-26,1.5061260354597182e-37,5.0580054742371899e-42,1.1758320693676338e-28,1.0840287280321234e-20,4.0095899629548716e-27,1.3604262097209594e-37,1.3161432053029176e-41,1.0882726737749711e-42,1.1047401697121689e-54,5.0165277558594265e-35,5.7637112629132432e-26,1.7864539194910185e-36,1.7864539194921407e-36,9.53637855928959e-49,1.6322173208325433e-49,1.0826619890100253e-36,1.9430641766866906e-26,2.2226397806579907e-38,1.9021010561338396e-39,3.8497057530198168e-86,1.4183657757665771e-48,1.1592228812132255e-39,3.4641152353603824e-86,1.3073438030673305e-22,8.10894763675997e-61,8.108946144986832e-61,5.2384517616105489e-33,1.5208683526277935e-33,1.3834756188797347e-23,5.2378978382269395e-33,7.794406160886593e-44,3.4641152353584907e-86,2.9380600052297421e-51,6.9453479779577115e-49,2.5716819864063534e-62,1.4069079577857054e-74,8.9921822172377472e-41,2.9699789270077868e-87,2.2306891128521396e-29,1.7506052590500049e-62,2.8227419299589166e-86,2.6222083976600991e-40,1.7069561833232537e-99,1.0064358729480895e-91,1.1137011783478328e-103,2.8305012243473905e-57,7.2188162707230896e-40,5.7474019744211757e-58,3.556520653339634e-40,2.1010703950872413e-52,1.5088549473793096e-32,1.8985279701122499e-52,1.7134796279409101e-53,1.9100865156934355e-44,9.76572478662417e-43,1.146081772515971e-63,8.4766148832316639e-44,1.1507779802997226e-45,1.9342192476096991e-67,5.4072516461785434e-51,2.6669127402229799e-37,1.6294466451484636e-68,3.9623558091061585e-18,8.0334790882686674e-36,1.1601654979139527e-34,8.0334790882686701e-36,2.3561616731872239e-59,2.8331999745174893e-56,2.2641275190704258e-56,1.913363419472923e-99,4.4372867461014528e-100,5.9639632236158349e-44,1.7539829764904744e-53,1.495639872569308e-54,2.0540157142453155e-71,4.0731964078994671e-45,6.8581211795632369e-81,7.2219955286763383e-54,5.6835499423813066e-65,1.2955151648404046e-76,2.8895103526113845e-77,6.4372696004328611e-67,2.3665042243136853e-59,5.7775057541573265e-82,2.3665043860885038e-59,1.1226999135073013e-72,2.8712582691250737e-60,6.5892004900734131e-72,1.8129043631596108e-66,2.1288532448473771e-76,4.1999601841114484e-22
1.3039730253737312e-21,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999999998455491,9.5,1.6196627023468446e-14,1.6059890029199474e-13,1.6059097536542004e-13,4.7435498706154963e-25,4.7435998416358832e-25,1.5107618064628085e-11,1.3346090370693974e-20,2.1432424192236807e-25,1.2046241917022941e-36,4.0465966689898221e-41,4.7035196652987104e-28,4.3362913498186641e-20,1.6039012483967109e-26,1.0876302405874698e-36,1.0529643349067468e-40,8.7065947055344833e-42,1.7676742239728111e-53,4.0134127210485841e-34,2.3055783197836844e-25,1.429230983293031e-35,1.4292309832948265e-35,1.525898169679144e-47,2.6116805428167425e-48,8.6617070654485266e-36,7.7725729633318917e-26,1.7781962234731889e-37,1.5217530779790431e-38,4.9282478571526925e-84,2.2695006628803332e-47,9.2742232910789322e-39,4.4346294447088427e-84,5.2295879969638012e-22,2.5949992920723608e-59,2.5949983372869795e-59,4.1909603503343069e-32,1.2167524401733975e-32,5.5341276466950879e-23,4.1905171906477984e-32,1.2471684163674604e-42,4.4346294447040011e-84,4.7011351070691857e-50,5.5565511789169625e-48,8.2298151111301408e-61,9.0046920677256232e-73,7.1940872761418615e-40,3.8017777748233358e-85,8.9231195352808692e-29,2.8011152846785398e-61,3.6133042683903954e-84,2.0978663051360541e-39,4.3700441088281632e-97,1.2883074492463646e-89,2.8512294319732327e-101,9.0580799653506996e-56,5.775326429531183e-39,1.8392652937171023e-56,2.8453515956048236e-39,3.3618835827552717e-51,6.0356653821229738e-32,3.0377992433655576e-51,2.7417068526567568e-52,1.5281417553780488e-43,7.8129506647594015e-42,3.6420247670368093e-62,6.7816136677797672e-43,9.2427513867195338e-45,1.2379664276604212e-65,8.65204267966301e-50,2.1336314424465387e-36,1.0429015461208837e-66,7.924926637214423e-18,6.4270883440397415e-35,4.64085099104152e-34,6.4270883440397458e-35,7.5401136249112412e-58,4.5322158260290387e-55,3.6215563613825295e-55,4.898475023143711e-97,1.1360929342533759e-97,4.771397083508349e-43,1.7404875388744523e-52,2.3931454148907941e-53,1.3146402618956764e-69,3.2587118224855816e-44,8.7788676365099916e-79,1.1555780595692557e-52,1.8188315750375237e-63,8.2917398599636958e-75,1.8493853808041453e-75,2.0600345416705085e-65,3.7865988289383508e-58,7.3956054408154141e-80,3.7865993466448699e-58,7.1856631798897199e-71,4.6116777886677819e-59,2.116528781295221e-70,5.8015988826525472e-65,6.838614894906414e-75,1.6800522901539333e-21
2.607981424239185e-21,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999999996910949,9.5,3.2393693420148611e-14,3.2120215721815202e-13,3.2118630715000129e-13,1.8974585515354789e-24,1.8974049077559156e-24,3.0215645841170867e-11,5.3385447434159262e-20,8.5731440711765516e-25,9.6318850430670429e-36,3.2373543486514223e-40,1.881446144456352e-27,1.7345518236810111e-19,6.4157355221838537e-26,8.6890746245182509e-36,8.4239111853424002e-40,6.9654410951780643e-41,2.8283507045820365e-52,3.2108063777535097e-33,9.2225009112272672e-25,1.1434119263820978e-34,1.1434119263849709e-34,2.4414991293010893e-46,4.1787951211561234e-47,6.9295300809974669e-35,3.1090924306791304e-25,1.4225907216092579e-36,1.2174313481760018e-37,6.3085569630998984e-82,3.6312933751763318e-46,7.4195547101397757e-38,5.6766853603510932e-82,2.09187775116076e-21,8.3042137924783682e-58,8.3042076816940916e-58,3.3528478466232967e-31,9.734250523836623e-32,2.2136960851946188e-22,3.3524933105514276e-31,1.9955202052744056e-41,5.6766853603386985e-82,7.5220074306495954e-49,4.4453608880347165e-47,2.6336100621503176e-59,5.763156857018738e-71,5.7554064113301927e-39,4.8664065647216503e-83,3.5693204317969194e-28,4.4819125156424687e-60,4.6251539820309866e-82,1.6783328777365853e-38,1.1187615297592397e-94,1.6490783125360499e-87,7.2993451911031861e-99,2.8986617490452581e-54,4.6203696110577902e-38,5.8858035804618575e-55,2.2763353068677134e-38,5.3791503971479743e-50,2.4143152719468772e-31,4.8606023441681368e-50,4.3868425240217287e-51,1.2225424217651474e-42,6.2505088014535129e-41,1.1494414894596539e-60,5.425419435453843e-42,7.4521227542853175e-44,7.9231966522579677e-64,1.3843620299447767e-48,1.706945611425526e-35,6.6747480922052963e-65,1.5850068400766949e-17,5.1417926716882106e-34,1.8563782940030296e-33,5.1417926716882157e-34,2.4128997570789164e-56,7.2481012635434321e-54,5.7906992166562342e-54,1.2540434073283167e-94,2.9085867591453112e-95,3.8172082704745857e-42,1.5796672783180125e-51,3.8291297186186196e-52,8.4139223056457407e-68,2.6070313383553897e-43,1.1237252947241972e-76,1.8489719165547603e-51,5.8204139976186464e-62,5.3068551986509184e-73,1.183638235729313e-73,6.5922837687890636e-64,6.0587105290792518e-57,9.4666297018609797e-78,6.05871218578296e-57,4.5989472183269638e-69,7.4346523459035576e-58,6.8234637048644777e-69,1.8565604333518416e-63,2.2049691773915566e-73,6.7203447239516369e-21
5.2159982219700934e-21,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999999993821864,9.5,6.4787826212506261e-14,6.4240867104644606e-13,6.4237697069508845e-13,7.5899114091959136e-24,7.5891078291495237e-24,6.0431701035538017e-11,2.1354396057217161e-19,3.4292924913023502e-24,7.6970735182678376e-35,2.5899144376208873e-39,7.5258611358988735e-27,6.9382778275575779e-19,2.5663203147003387e-25,6.9319427492346085e-35,6.7392034207293333e-39,5.5724190096482537e-40,4.52541862772388e-51,2.5686755707118657e-32,3.6890378908558212e-24,9.1474039705826223e-34,9.1474039706285956e-34,3.9064481762297196e-45,6.686157151696063e-46,5.5436897777705102e-34,1.243649615776152e-24,1.1380860463605156e-35,9.739566198799681e-37,8.0752087328414151e-80,5.8101431701840083e-45,5.9357141616024227e-37,7.2663874584800634e-80,8.367596067580696e-21,2.6573819419095942e-56,2.6573780309622783e-56,2.682310084765782e-30,7.7874927636749071e-31,8.8548743264500505e-22,2.6820264526902352e-30,3.1928728979564783e-40,7.2663874584483313e-80,1.2035364817031915e-47,3.5563540064951923e-46,8.4276628579008151e-58,3.6884696023377772e-69,4.6043797432853489e-38,6.2290841744459688e-81,1.4277426960788365e-27,7.1711962680085883e-59,5.9202767169560543e-80,1.3426822322703573e-37,2.8640681858034402e-92,2.1108496035401985e-85,1.8686577890718174e-96,9.275839391192661e-53,3.6963376353235057e-37,1.883481873522281e-53,1.8210898575647476e-37,8.6067496488855986e-49,9.6573593244741479e-31,7.7770624615831134e-49,7.0190372811032663e-50,9.7804554384579574e-42,5.0004662402138758e-40,3.5797848223547624e-59,4.3403866188445276e-41,6.0541637973795738e-43,5.0709134903987206e-62,2.2150073979163301e-47,1.3655726023907145e-34,4.2718957679234202e-63,3.1700352357215979e-17,4.1134828787088793e-33,7.4255897481527013e-33,4.1134828787088895e-33,7.7213806064491893e-55,1.1585515344893299e-52,9.2526590120103698e-53,3.2103939927075945e-92,7.4462238245016017e-93,3.0538028574430759e-41,1.3535252590080837e-50,6.1266844165393736e-51,5.3849821153817672e-66,2.0856498235585279e-42,1.4383877153059689e-74,2.9583926834101682e-50,1.8625569546587941e-60,3.3964326499789667e-71,7.5753856676679725e-72,2.1095585231283922e-62,9.6940547449081728e-56,1.2117448951864391e-75,9.6940600464252689e-56,2.9433654908829604e-67,1.2074093888724161e-56,2.2157893846086948e-67,5.9410714661954879e-62,7.1618852383195355e-72,2.688164304798157e-20
1.0432031817431909e-20,0.3876713891279453,76.950000000000003,0.0,0.0,0.0,0.99999999987643695,9.5,1.2957609179321102e-13,1.2848216986069553e-12,1.2847582976889619e-12,3.0359800009885386e-23,3.0351874651209329e-23,1.2086380998939865e-10,8.5418017528654885e-19,1.371723956050425e-23,6.1440974592708959e-34,2.0719441783070725e-38,3.0103597666169214e-26,2.775325209411131e-18,1.0265333469687545e-24,5.5147979915232108e-34,5.3913859161215771e-38,4.4579616618135891e-39,7.2407156210794667e-50,2.0549526244324063e-31,1.4756226613386179e-23,7.317966599103423e-33,7.3179665991769803e-33,6.2503564891879697e-44,1.0697919263608344e-44,4.4349780126029492e-33,4.9746237048071518e-24,9.1047417957051078e-35,7.7916989145887779e-36,1.0336430901925083e-77,9.296287822842257e-44,4.7485994254893257e-36,9.3011232729118928e-78,3.3470554056391988e-20,8.5036691936326759e-55,8.5036441634902858e-55,2.1458607596841311e-29,6.2300310568559273e-30,3.5419676732638161e-21,2.1456338529141551e-29,5.108629020967958e-39,9.3011232728306569e-78,1.9256705788638941e-46,2.8451370318125857e-45,2.6968697526814844e-56,2.3606362354644131e-67,3.683525604182549e-37,7.9732811575111062e-79,5.7109998287157892e-27,1.147413116278566e-57,7.5780049673380379e-78,1.0741521521588515e-36,7.3320638710625323e-90,2.7019080911391308e-83,4.7837969671106341e-94,2.9682880514645805e-51,2.9570845812404003e-36,6.027181463213472e-52,1.4568805303432983e-36,1.3770885625505996e-47,3.862963375307904e-30,1.2443378477631169e-47,1.1230531023904942e-48,7.8244107655094354e-41,4.0003964965905286e-39,1.0872973794369628e-57,3.4723291942889607e-40,4.9911921765884156e-42,3.2454062086345221e-60,3.5440343203877791e-46,1.0924644153305381e-33,2.734031483124409e-61,6.3400921987489949e-17,3.2908057070390905e-32,2.9702518347927564e-32,3.2908057070391069e-32,2.4708579815149571e-53,1.8499950217264544e-51,1.4764261021622844e-51,8.2186614646807072e-90,1.9062642331459139e-90,2.4430567810766316e-40,1.122282756723097e-49,9.8027540698849037e-50,3.4464114878365015e-64,1.6685297606977485e-41,1.8411486159086892e-72,4.7334583851212434e-49,5.9602214275089377e-59,2.1737313761413539e-69,4.8482789588624632e-70,6.7506316152550452e-61,1.551056902891577e-54,1.5510438677016685e-73,1.5510585993853628e-54,1.8837664552542459e-65,1.9889872231282196e-55,7.2969883649715575e-66,1.9011553701439481e-60,2.3595791833593358e-70,1.0752704468332573e-19
2.0864099008355542e-20,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999999975287357,9.5,2.5915262293857808e-13,2.5696477533436829e-12,2.5695209512915019e-12,1.214395085168982e-22,1.2137013510120935e-22,2.41728022157626e-10,3.4167292976209283e-18,5.4869096387516286e-23,4.8936747687868472e-33,1.65756078538367e-37,1.2041469695645213e-25,1.1101328768552132e-17,4.1061438292757006e-24,4.3633746858687642e-33,4.313107429363387e-37,3.5663799119494595e-38,1.1585181058603556e-48,1.6439669353119937e-30,5.9025056528996825e-23,5.8543906460549993e-32,5.8543906461726908e-32,1.0000601113185128e-42,1.7116724611782245e-43,3.547992734307073e-32,1.9898544939393858e-23,7.2838140836333543e-34,6.2333771777663264e-35,2.3160748188301895e-75,1.4874106666226382e-42,3.7988906807089053e-35,2.0840943656362702e-75,1.3388255307395408e-19,2.7211773922838305e-53,2.7211613730512646e-53,1.7166936345923395e-28,4.9840394364236613e-29,1.4167906142257518e-20,1.7165121090168493e-28,8.1738321118262122e-38,2.0840943655999262e-75,3.0810826089042973e-45,2.2761754890652129e-44,8.6300109981425136e-55,1.5108121365030033e-65,2.9468291491487359e-36,1.0205833554673101e-76,2.2844057384201754e-26,1.835912961290175e-56,9.6998783706852488e-76,8.593242591007505e-36,1.8770145701337101e-87,3.4584601626962226e-81,1.2246565015990687e-91,9.4985526167290557e-50,2.3656697650590605e-35,1.928704321155942e-50,1.1655078810516809e-35,2.2033482673628688e-46,1.5451892777103443e-29,1.9909467018937623e-46,1.7968906673963827e-47,6.2595471602858533e-40,3.2003263184968128e-38,3.1579190132401095e-56,2.7778704685587965e-39,4.2294974136976971e-41,2.0770667905060075e-58,5.6704727830036842e-45,8.7397388655966513e-33,1.7497859130104646e-59,1.2680206811754111e-16,2.6326521791234363e-31,1.1881044178592458e-31,2.6326521791234626e-31,7.9067712226912591e-52,2.9482333823858939e-50,2.3495632463280474e-50,2.103983059234709e-87,9.2662295983710073e-88,1.9544512206944909e-39,9.1438171494704622e-49,1.5684445745320763e-48,2.2057106208114723e-62,1.3348277703280269e-40,2.356678033658684e-70,7.5735574828759381e-48,1.9072771318696024e-57,1.3911926846018006e-67,3.1029085910408511e-68,2.1602092073448959e-59,2.4816934372668564e-53,1.9853427413932476e-71,2.4816988660466828e-53,1.2056145115193585e-63,3.3651734508612774e-54,2.4671499755639995e-64,6.0837172381912835e-59,7.9843322807411105e-69,4.3010867719644955e-19
