Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115)
6.509609891762854e-18,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999992289646111,9.4999999999999609,8.085575189011638e-11,8.0173138040938422e-10,8.0169181692995068e-10,8.871685905427738e-18,7.8676182494511165e-18,7.541815705656774e-08,2.4960455137857436e-13,4.008390696801905e-18,2.6259507812422404e-26,2.4507562946029188e-30,8.7968314182558331e-21,8.1099260354542833e-13,2.9997204179438548e-19,1.1647915361801757e-26,6.3644831723477148e-30,5.2689974570444868e-31,3.1999806566195784e-39,2.4287862308498088e-23,4.3120420977926291e-18,8.6493195384813673e-25,8.6493195709678232e-25,2.7605017360542631e-33,4.7249079849039158e-34,5.2417201091569482e-25,1.4536630675736335e-18,1.0760633305064514e-26,9.2089929413833795e-28,8.8155239897912897e-59,4.1057965322142571e-33,5.612439073319013e-28,7.9325525140747856e-59,9.7806093893965477e-15,1.3436035129228003e-41,1.3422221018592535e-41,2.5362196443932216e-21,7.3633496830150665e-22,1.0350114803045859e-15,2.5359516652914159e-21,2.2563072675043283e-28,7.9325524902087476e-59,8.5050364898802873e-36,3.3955140437197915e-37,4.266840678292873e-43,1.3067705833795697e-51,4.3536254061977575e-29,1.5257996047394913e-60,1.6688592670934333e-21,5.1135694080313761e-47,1.4501583902588205e-59,1.2695654626837647e-28,4.8202271050169895e-69,5.1764079775863069e-65,3.1520876495720853e-73,4.6933384213298673e-38,3.492359284676448e-28,9.5299183250797728e-39,1.7219294870614121e-28,6.0817812782710749e-37,1.1288289215324538e-24,5.4957084971442312e-37,4.9602017731832004e-38,9.2478893021913998e-33,4.7279809540987316e-31,4.5511228186994314e-46,4.1034272938430034e-32,1.3604293916992647e-32,1.7954220633561307e-44,1.5652847143094847e-35,1.2910845408788178e-25,1.5125258327548654e-45,3.9563644640001948e-14,3.8893918155417572e-24,8.68215525014151e-27,3.8893918155489079e-24,3.9068218829944997e-40,3.3051986456788958e-41,2.1667934114262195e-41,5.40199876853889e-69,6.2696561853591797e-69,2.8875194215161382e-32,1.3760402569496059e-41,4.3285531476636324e-39,1.9066308684638758e-48,1.972085926736597e-33,3.5210932185767801e-54,2.0906342093514146e-38,9.4242019408907534e-46,1.2025619341959026e-53,2.6821248837042933e-54,1.0673956363398967e-47,6.84517016219965e-44,2.9662920269923622e-55,6.847849504439e-44,1.0421433163970841e-49,1.8878946538039127e-43,2.3908319514589781e-51,3.0060814504847583e-47,1.0707615828954573e-55,3.1403856003964106e-14
1.1850828293515754e-17,0.3876713891279453,76.950000000000003,0.0,0.0,0.0,0.99999985963204163,9.4999999999999289,1.4719892862492988e-10,1.4595621523634686e-09,1.45949012241132e-09,2.9390056756915957e-17,2.3683965786300387e-17,1.3729805373595249e-07,8.2688109818204587e-13,1.3278862736186163e-17,1.0203222680172002e-25,1.5194987213986165e-29,2.9142114878059368e-20,2.6866275125800919e-12,9.9374613589167846e-19,4.1298463878137184e-26,3.9410019017550198e-29,3.2663172373122822e-30,3.8068576750432197e-38,1.5056215434540069e-22,1.4284913980703343e-17,5.3618195444889184e-24,5.3618195831340283e-24,3.283815181160592e-32,5.6207511691005017e-33,3.249343583667042e-24,4.8156483461218169e-18,6.6703471647530125e-26,5.7086281827619851e-27,6.7104986753439668e-57,4.8841897202868051e-32,3.4791799287894894e-27,6.0383689960372021e-57,3.2400855669997171e-14,3.1192759603059823e-40,3.1129555675787506e-40,1.5722130804863813e-20,4.5645699528340731e-21,3.4287324782450574e-15,1.5720470761416033e-20,2.6841024623141941e-27,6.0383689598814005e-57,1.0117595175561399e-34,2.1236435392986482e-36,9.9131448436321056e-42,5.9933188901518208e-50,2.6988421465664778e-28,1.3899328394764762e-58,5.5285883964777557e-21,6.1352291371692853e-46,1.3210276008881725e-57,7.870155319576981e-28,8.7506203729126206e-67,4.7199300815172196e-63,5.7210650014955593e-71,1.0903556814741559e-36,2.1634130489465131e-27,2.2139846431205733e-37,1.0674450493530998e-27,7.234488087931555e-36,3.739578416509946e-24,6.5375709807570583e-36,5.9007218156335246e-37,5.7328737828770195e-32,2.9308163901317503e-30,5.4721357422340827e-45,2.5434108663191805e-31,1.5857058394511457e-31,8.2340374118578988e-43,1.8620685833357776e-34,8.0028423948464811e-25,6.9366671174859311e-44,7.2028119465583006e-14,2.4110200963055407e-23,2.8769540574853211e-26,2.4110200963140451e-23,9.0763227793639838e-39,2.5037077541532175e-40,1.5742106035583208e-40,9.8047840828824269e-67,9.3668015645168657e-67,1.7900081700667626e-31,8.5306314960775449e-41,5.1481216793606034e-38,8.7440950927305285e-47,1.2225211980706542e-32,3.2073961227234949e-52,2.4870485600914106e-37,2.1894605213900275e-44,5.5151556012990884e-52,1.2300400180450795e-52,2.4798008832582495e-46,8.1369744962527612e-43,2.7020297281947523e-53,8.1431921488981784e-43,4.7794353077959015e-48,4.2893173652801591e-42,1.0709802133684052e-49,6.9838387130597278e-46,4.5953344917644249e-54,1.0398386982242858e-13
2.2533265097021553e-17,0.3876713891279453,76.950000000000003,0.0,0.0,0.0,0.99999973310326484,9.4999999999998632,2.7988526947830124e-10,2.7752234130875839e-09,2.7750864304364906e-09,1.0624062299232539e-16,7.2060009319268103e-17,2.6105333415623168e-07,2.9889991101999522e-12,4.8000322098066298e-17,4.0671682010805649e-25,1.0650342980179385e-28,1.0534460490045843e-19,9.7115864311398097e-12,3.5922492025628635e-18,1.5530909520640575e-25,2.755191793874756e-28,2.2886760322369596e-29,5.2449280918355563e-37,1.0549552471497133e-21,5.1637898469790587e-17,3.7569716799922576e-23,3.7569717332297902e-23,4.5237536976094705e-31,7.7434658421076107e-32,2.2766922548548385e-23,1.7407579359555441e-17,4.6734169746867488e-25,3.9997793193359098e-26,6.5649175096796964e-55,6.728552859267945e-31,2.4377688423291962e-26,5.9073701743117606e-55,1.1712219476985908e-13,8.5072925792714073e-39,8.4730842417355986e-39,1.1016042850490559e-19,3.1982607899694751e-20,1.2394015354305329e-14,1.1014881360129077e-19,3.6977692283022461e-26,5.9073701036993409e-55,1.3938580442211493e-33,1.5144937606679295e-35,2.707634727235054e-40,3.2594457081446067e-48,1.891017254361669e-27,1.5084515292491571e-56,1.998503895948036e-20,8.5968950376161894e-45,1.4336716711169652e-55,5.5144842615341127e-27,1.8972397981330715e-64,5.1320659629091348e-61,1.2405773364298746e-68,2.9779340907404345e-35,1.5137038365541363e-26,6.046717767300018e-36,7.4794744053369649e-27,9.9655328585341082e-35,1.3518027699483479e-23,9.0061833385475588e-35,8.1293499657077879e-36,4.0169563593821177e-31,2.0534272518224129e-29,7.5822500566352363e-44,1.7816416595650666e-30,2.1583760957116024e-30,4.4776685980817254e-41,2.5653071213824055e-33,5.6064499703119911e-24,3.7721896887604411e-42,1.3696247113250442e-13,1.6892896820459923e-22,1.0405113946415067e-25,1.6892896820577057e-22,2.4788875371261528e-37,1.9888787050455205e-39,1.214306742826577e-39,2.1249355660378196e-64,1.818871175508906e-64,1.2542393880004926e-30,5.9775000808934805e-40,7.0892241665257211e-37,4.7550812366366909e-45,8.5660923620229983e-32,3.4806012492597386e-50,3.4263820023692315e-36,5.9799354222851056e-43,2.999196914163088e-50,6.6887699513671346e-51,6.7728877846146531e-45,1.1193239007778357e-41,2.9322033175773747e-51,1.1210182148640943e-41,2.5990907102552526e-46,1.1566301104152534e-40,5.7462437353000802e-48,1.9074599530304383e-44,2.4048536216409446e-52,3.7551788141541097e-13
3.321570190052735e-17,0.3876713891279453,76.950000000000003,0.0,0.0,0.0,0.99999960657457088,9.4999999999997975,4.1257159351001861e-10,4.0908843024598858e-09,4.0906823345455552e-09,2.3084274876119474e-16,1.3653469898297034e-16,3.8480259780710482e-07,6.4944915286500296e-12,1.0429511832492708e-16,9.1569996694184887e-25,3.2546300895762846e-28,2.2889631264094967e-19,2.1101316373455565e-11,7.805357040476112e-18,3.4226143348995676e-25,8.4044886940491047e-28,6.9922120273581775e-29,2.1414251292079358e-36,3.2229904004173164e-21,1.1220050537191716e-16,1.1478048029905472e-22,1.1478048247247774e-22,1.8468155967462393e-30,3.1613430270113163e-31,6.9554108501454672e-23,3.7823220513455219e-17,1.427701849925968e-24,1.2219444500748687e-25,5.8789068131033764e-54,2.7469530734221673e-30,7.4475901446527475e-26,5.290071057020868e-54,2.5448288054120839e-13,4.4354222993104502e-38,4.4134818664655126e-38,3.3654864856667624e-19,9.7709314852439093e-20,2.6929469494669171e-14,3.3651319872318916e-19,1.5096485822722532e-25,5.290070984781389e-54,5.6905594708970944e-33,4.6823702742962321e-35,1.4126635617304706e-39,2.0945035556075869e-47,5.7772388659726121e-27,1.1590063485525203e-55,4.3424126964382324e-20,3.5428920057469331e-44,1.1015500871201633e-54,1.6847373030796805e-26,1.7021604346352278e-63,3.9463682537744816e-60,1.1132977696532541e-67,1.5536104832178885e-34,4.6200210925523077e-26,3.1546118014512411e-35,2.2850782549170243e-26,4.0682691319166397e-34,2.9372396571691059e-23,3.6767802781550486e-34,3.3189252253228805e-35,1.2272316572034919e-30,6.2731471039276949e-29,3.1002005526687731e-43,5.4421073808225311e-30,8.7803953357154752e-30,2.8771949705242602e-40,1.04731445395348e-32,1.7126235804296673e-23,2.4238864144702228e-41,2.0190402524626706e-13,5.1608221782947599e-22,2.2618303484528502e-25,5.1608221783425715e-22,1.2932541661646696e-36,6.3270766754112281e-39,3.8249812270597723e-39,1.9062191299950688e-63,1.8603233411364761e-63,3.8318662586089291e-30,1.8262258492883616e-39,2.8935287153275746e-36,3.0554616587532125e-44,2.6170580389956523e-31,2.6741898715873674e-49,1.398871739619489e-35,3.1198187667226518e-42,1.9271943017341366e-49,4.2979252840362001e-50,3.5335047487218701e-44,4.5659250529173685e-41,2.2528528002867792e-50,4.5747551460688663e-41,1.6700944502280455e-45,6.0151495474362973e-40,3.6816509214294287e-47,9.951514107613076e-44,1.5799372778826104e-51,8.1526612743446252e-13
4.389813870403315e-17,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999948004595973,9.4999999999997318,5.4525790072009907e-10,5.4065448268871912e-09,5.406277834739171e-09,4.0319617535754561e-16,2.107025420278478e-16,5.0854584535745082e-07,1.1343295650340701e-11,1.8216231004817982e-16,1.628978455746282e-24,7.2784419648551562e-28,3.9979724676646409e-19,3.6855613621365788e-11,1.3633068240798661e-17,6.0215188051702356e-25,1.8763077882964752e-27,1.5633073308447261e-28,5.9332381288282185e-36,7.2058258654347247e-21,1.9597270462801228e-16,2.5662423877372487e-22,2.5662424479508634e-22,5.1164921199089624e-30,8.7585332170074404e-31,1.5550392162178203e-22,6.6062245418993656e-17,3.191841964362168e-24,2.7319147638337838e-25,3.3897768905085494e-53,7.6103515492170108e-30,1.6650945126391735e-25,3.0502543618537872e-53,4.4448045634250135e-13,1.4797973051008556e-37,1.4711892058222939e-37,7.5243674645480941e-19,2.1845298364231394e-19,4.7034702686128914e-14,7.523575631568869e-19,4.1824952542518667e-25,3.0502543162256888e-53,1.5765760860467467e-32,1.058650302956255e-34,4.7162426458880461e-39,8.2323817811448473e-47,1.2916502714207053e-26,5.2617959844809595e-55,7.5845831571395848e-20,9.9021598008480422e-44,5.0009501506713515e-54,3.7666836180144993e-26,8.7868607333042535e-63,1.7937549971943198e-59,5.7505768715805485e-67,5.1865252482633816e-34,1.0319720577069036e-25,1.0531239483708925e-34,5.108937632832425e-26,1.1270518773072927e-33,5.1302669098721938e-23,1.0186350889712681e-33,9.1952243285657591e-35,2.7438195105220972e-30,1.4024659727694295e-28,8.5966302683784618e-43,1.2165152656639282e-29,2.4269552140510149e-29,1.1308179915742726e-39,2.90160483081693e-32,3.8285841601453846e-23,9.5265796784818397e-41,2.6685278147491634e-13,1.1538090561091304e-21,3.952228083860512e-25,1.1538090561223746e-21,4.3173597667899093e-36,1.4468317281474496e-38,8.6972371390288583e-39,9.8391324828065975e-63,1.2423244420597377e-62,8.5672172731056512e-30,4.0830749510548069e-39,8.0146872433793785e-36,1.2008858465204594e-43,5.8511801610409735e-31,1.2140124149949376e-48,3.875637943048971e-35,1.0415237967498627e-41,7.5744644285165378e-49,1.6891872117580592e-49,1.1796264417558e-43,1.2639979497135354e-40,1.0227381052173073e-49,1.2669428473989222e-40,6.5639699247400092e-45,2.0037756290275625e-39,1.443988536164194e-46,3.3222308505999397e-43,6.4772309693448074e-51,1.4228319883339441e-12
5.458057550753894e-17,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999935351743141,9.499999999999666,6.7794419110855581e-10,6.7222049905507955e-09,6.7218729310179029e-09,6.2330064886893476e-16,2.9038351200543954e-16,6.3228307749615049e-07,1.7535347038537386e-11,2.8160093028257487e-16,2.5465243500386794e-24,1.3713592689724723e-27,6.1804742689088495e-19,5.6974268824622653e-11,2.1075381810395353e-17,9.3497723999459466e-25,3.529190886132519e-27,2.9447549904010712e-28,1.3324911351978822e-35,1.3573241179678867e-20,3.0295447174463182e-16,4.8339520885794666e-22,4.8339522237952699e-22,1.148956044715307e-29,1.9668597773721192e-30,2.9291052848666855e-22,1.0212431890162715e-16,6.0120195117617959e-24,5.1458594344641501e-25,1.4223038688319312e-52,1.7089938344380729e-29,3.1364406523383434e-25,1.2798449179382868e-52,6.8711239761610623e-13,3.8824047346125467e-37,3.8564725795025321e-37,1.41731768554232e-18,4.1148599413404739e-19,7.2709311063460974e-14,1.4171686707850946e-18,9.3924157872147382e-25,1.2798448968930799e-52,3.5404395143440496e-32,2.0162380409204759e-34,1.2381809397104869e-38,2.4844749788708536e-46,2.433013998896536e-26,1.799713400659169e-54,1.1725013384110248e-19,2.2429953356046263e-43,1.7104955801526018e-53,7.0951427477768784e-26,3.3656168406186218e-62,6.1443154753251433e-59,2.2043580873849005e-66,1.3615706408514854e-33,1.9420880218180697e-25,2.7646641956176818e-34,9.6235466642693276e-26,2.5308159361762265e-33,7.9308830553093378e-23,2.2874515388727006e-33,2.0649494090793835e-34,5.1684410159339308e-30,2.6416442127780152e-28,1.931645054165063e-42,2.2910968119155948e-29,5.4402882607967965e-29,3.4125561379350557e-39,6.5160091204762149e-32,7.2109044626222974e-23,2.8749176730110399e-40,3.31808739477343e-13,2.1733220474362376e-21,6.1123000758565414e-25,2.1733220474659744e-21,1.1333966442470882e-35,2.7656690881007434e-38,1.6562805832674149e-38,3.7682411624297498e-62,6.0067192110189052e-62,1.6137797142430453e-29,7.6912092239586913e-39,1.7994023352611794e-35,3.6240174659227077e-43,1.1021700922592912e-30,4.1521619373118822e-48,8.7034356977353288e-35,2.7342506124813863e-41,2.2858199324208586e-48,5.0975373491757414e-49,3.0967961292503727e-43,2.8362765933607397e-40,3.4979719337789247e-49,2.8439999774365776e-40,1.9808691827774952e-44,5.2514877776497687e-39,4.3503061917868661e-46,8.721671697903196e-43,2.0440452481485999e-50,2.1978063654572533e-12
7.594544911455053e-17,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999910046062368,9.4999999999995346,9.4331672142063915e-10,9.3535242429011628e-09,9.353061911832641e-09,1.2067618153308757e-15,4.5897511406242452e-16,8.7973949808511436e-07,3.3948953291036209e-11,5.4518888031289142e-16,4.9943983033902674e-24,3.5961186039586518e-27,1.1965956085682726e-18,1.1030387880191275e-10,4.0803813075591906e-17,1.8194206600687032e-24,9.2230284053401068e-27,7.7181487302186614e-28,4.6189534176423674e-35,3.5574397660264291e-20,5.8654662854672795e-16,1.2669692042285803e-21,1.2669692510907293e-21,3.9819405768013986e-29,6.8169043061476767e-30,7.6767365877579415e-22,1.9771637229375177e-16,1.5755521031058229e-23,1.3486332094537351e-24,1.3960042151511018e-51,5.9229963202644396e-29,8.2203031649737813e-25,1.2561795758536608e-51,1.3302700393449978e-12,1.7433833405655936e-36,1.7285690012287243e-36,3.7146338202503026e-18,1.0784588893173957e-18,1.4076515841964885e-13,3.7142439914234942e-18,3.2552981396192283e-24,1.2561795499257585e-51,1.2270760524189228e-31,5.4003889438047525e-34,5.5678937049772747e-38,1.4248387556007873e-45,6.3767343817297962e-26,1.2955155855521186e-53,2.2700646519857415e-19,7.9117015551629764e-43,1.2312930752216366e-52,1.8595998792987606e-25,2.9956565548192563e-61,4.441268280341765e-58,1.9661606458962044e-65,6.1219953375467255e-33,5.0807288673807091e-25,1.2430641679582886e-33,2.5223110971019717e-25,8.7704567385354932e-33,1.5354876828496238e-22,7.9277092601330818e-33,7.1570432076816824e-34,1.3546340754679823e-29,6.9229739057528247e-28,6.6999476161538496e-42,6.0027428992401268e-29,1.8801860231794273e-28,1.9568642665344317e-38,2.2583869792832738e-31,1.8895014280738937e-22,1.6485767107004702e-39,4.6174225954194387e-13,5.6958527615579589e-21,1.1843675309146423e-24,5.6958527616609894e-21,5.0960624309029648e-35,7.3787766561812691e-38,4.3987088690225997e-38,3.3531752025089536e-61,7.8418071120525024e-61,4.2296806338139894e-29,2.0158706947266966e-38,6.2335559918805158e-35,2.078137835138601e-42,2.8887723584739257e-30,2.9886234436053574e-47,3.0165869678859232e-34,1.2294267185819777e-40,1.3107787739220266e-47,2.9230189780968736e-48,1.3924346403298949e-42,9.8144135338260601e-40,2.5177629937634705e-48,9.8490679644256399e-40,1.1359031094317807e-43,2.3547979301521958e-38,2.4874522278380093e-45,3.9216223847192185e-42,1.2775837557331759e-49,4.2484689499437604e-12
9.731032272156213e-17,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999884740414724,9.4999999999994031,1.208689184446359e-09,1.1984842071822473e-08,1.1984249276993938e-08,1.9812242546951773e-15,6.3000787177932857e-16,1.1271718650769651e-06,5.5734794795565045e-11,8.9505123335864709e-16,8.2593169852992435e-24,7.4636742182073725e-27,1.9645410335531673e-18,1.8108847151429096e-10,6.6990644373652428e-17,2.9955655034456572e-24,1.9078757145815929e-26,1.6010989241259051e-27,1.1852887518730274e-34,7.3796010178106539e-20,9.6297680024588943e-16,2.6282751961577732e-21,2.6282753163910308e-21,1.0216311265313343e-28,1.7490688855011669e-29,1.5924286510410411e-21,3.2459670008170202e-16,3.268042362759702e-23,2.7975098925411802e-24,6.8410246490099224e-51,1.5196708306935911e-28,1.7052184670708351e-24,6.155823786686867e-51,2.1839356094044894e-12,5.3981635762998702e-36,5.3440731102451282e-36,7.7055970591637975e-18,2.2371423718645638e-18,2.3109377799712258e-13,7.7047898585276785e-18,8.3523787443106636e-24,6.155823643501709e-51,3.1484126976746375e-31,1.1436576924147938e-33,1.7260828506774543e-37,5.218184702217673e-45,1.3227975792421533e-25,5.4959978127153192e-53,3.7269297799725567e-19,2.0620812633151983e-42,5.2235467242108327e-52,3.8576168887857851e-25,1.4478467479794727e-60,1.8891442102724774e-57,9.5119500266107431e-65,1.897654073376484e-32,1.0520771120487053e-24,3.8531525961229714e-33,5.2324274148097727e-25,2.2500624681757097e-32,2.5209209734267689e-22,2.0340007060632916e-32,1.8363811343653234e-33,2.8101242661642494e-29,1.4359966113323191e-27,1.7198503411831381e-41,1.2448061492868552e-28,4.8137965927236342e-28,7.1659573650721613e-38,5.7945630441765147e-31,3.9187611203201414e-22,6.0370517289927174e-39,5.9170458271127182e-13,1.1815043050259492e-20,1.946073343224604e-24,1.181504305052376e-20,1.5796424398290918e-34,1.5469835791068702e-37,9.1966688210251395e-38,1.6203594736680347e-60,4.4542834996927141e-60,8.7742898008528651e-29,4.1818760210236447e-38,1.5987050790512866e-34,7.610099500012857e-42,5.9926519639319516e-30,1.2677782274408068e-46,7.7400871967055741e-34,3.810977388878399e-40,4.8000744163357695e-47,1.0703790779003111e-47,4.3162516557991445e-42,2.5144937616092484e-39,1.0680414512572302e-47,2.5252169855609581e-39,4.1596652761131746e-43,7.2854165740644307e-38,9.0917434989229808e-45,1.2156286680549348e-41,4.8679206484948719e-49,6.9639891402381144e-12
1.1867519632857372e-16,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.9999985943480022,9.4999999999992717,1.4740615801858077e-09,1.4616158480960955e-08,1.4615435026506138e-08,2.9466858734822428e-15,7.9984587544596489e-16,1.3745801842491184e-06,8.2892329098699001e-11,1.3311798491749074e-15,1.2341250806332152e-23,1.3463349710626819e-26,2.9218838815883793e-18,2.6932628457047006e-10,9.9635869098115191e-17,4.4633843801008966e-24,3.4300579852697737e-26,2.8867228869459058e-27,2.5494419293034619e-34,1.3304852218342166e-19,1.4322448045681153e-15,4.7386815692585e-21,4.7386818278223086e-21,2.1970208816259091e-28,3.7615533382760507e-29,2.8709464340086029e-21,4.8276248154626966e-16,5.8914765196488797e-23,5.0434896776392341e-24,2.5205089796775313e-50,3.2681220089355118e-28,3.0743551804527606e-24,2.2680535232928587e-50,3.2480878551007359e-12,1.3581613642515554e-35,1.3425179584732912e-35,1.389243562267545e-17,4.033345835751629e-18,3.4369176669752936e-13,1.3890982962762427e-17,1.7962640779036499e-23,2.2680534645820121e-50,6.7709938207661584e-31,2.1044289338687873e-33,4.3478879043516148e-37,1.5136651492780541e-44,2.3849006955368706e-25,1.8097335991928675e-52,5.5430952320306846e-19,4.5033707324294538e-42,1.72002087983746e-51,6.9550547923634802e-25,5.3470878721322324e-60,6.2373999706488425e-57,3.516067526395226e-64,4.7795505773200274e-32,1.8934166847770456e-24,9.704761106797938e-33,9.4338656100123689e-25,4.8384676893866448e-32,3.7493870014619429e-22,4.3741652388267703e-32,3.9494128845717384e-33,5.0665339579465139e-29,2.5887835632779329e-27,3.69990110409836e-41,2.2435446576432084e-28,1.0333150527809667e-27,2.0784718520354193e-37,1.2461881008918506e-30,7.0636887924317395e-22,1.7510438385576247e-38,7.2169570611379812e-13,2.1300685391011662e-20,2.8968504902271161e-24,2.1300685391579823e-20,3.9785865389339291e-34,2.8089334060502644e-37,1.6668031689299289e-37,5.9831578972558162e-60,1.8760265870968426e-59,1.5819701402625016e-28,7.5398257203778648e-38,3.4367085067688779e-34,2.2073068095990774e-41,1.0804550531068105e-29,4.1742562195242245e-46,1.6646248881562082e-33,9.5987777734839478e-40,1.3922681673962747e-46,3.1045601962095553e-47,1.0871377083409243e-41,5.3998535531406121e-39,3.5166171339501994e-47,5.426815286984603e-39,1.2065125696092669e-42,1.8319739584784744e-37,2.6327212087867559e-44,3.0618359394796855e-41,1.4499022470808476e-48,1.0340944818384235e-11
1.400400699355853e-16,0.3876713891279454,76.950000000000003,0.0,0.0,0.0,0.99999834129218856,9.4999999999991402,1.7394339086390754e-09,1.7247473468810661e-08,1.7246619160373502e-08,4.1031446007928847e-15,9.7000527693877499e-16,1.6219644613095965e-06,1.1542101859990423e-10,1.8535666592961642e-15,1.724022499889755e-23,2.2081495988421095e-26,4.068624329942273e-18,3.7501557134589878e-10,1.3873948087604321e-16,6.2228497662565316e-24,5.6064896589512181e-26,4.7322030264197506e-27,4.8747657604124442e-34,2.1810132283964467e-19,1.9943504631539977e-15,7.768113406446355e-21,7.7681139007524756e-21,4.2000962823901079e-28,7.1913993474536829e-29,4.7060975429321456e-21,6.7221092129194094e-16,9.6567400305827504e-23,8.2672526644830195e-24,7.7392567461578268e-50,6.2478754704366168e-28,5.0396343556327589e-24,6.9640893703892151e-50,4.5227057138734722e-12,2.9891165058668357e-35,2.9499819140442903e-35,2.2773061445049959e-17,6.6116251029663251e-18,4.785557514592392e-13,2.277068464117188e-17,3.4341246015471385e-23,6.9640891680883055e-50,1.2944910798912267e-30,3.5214211971259485e-33,9.5809603745574275e-37,3.798743840896468e-44,3.9094734952762813e-25,5.1166270286709404e-52,7.7185595462493636e-19,8.7466581931932527e-42,4.8629855184687419e-51,1.1401269487402843e-24,1.6867161304738506e-59,1.7688480320570829e-56,1.1102244894377665e-63,1.0530973466749567e-31,3.0980938231035042e-24,2.1382813898914734e-32,1.5464913477272025e-24,9.2492165459062289e-32,5.2208846082634744e-22,8.3622748628292201e-32,7.5507229516812643e-33,8.3055366106509341e-29,4.2433431373793747e-27,7.0752539401600503e-41,3.6765025369745639e-28,1.9719821472198094e-27,5.2156814604713221e-37,2.382497712566416e-30,1.1576645087951172e-21,4.3940628465545527e-38,8.5171562690368785e-13,3.4915830868528268e-20,4.0371978809328954e-24,3.4915830869614137e-20,8.7661776347079016e-34,4.627889058514305e-37,2.7425455110015007e-37,1.8870101860831605e-59,6.5762290973083652e-59,2.5933188782712823e-28,1.2360121461359275e-37,6.5674214711247642e-34,5.5390107728310325e-41,1.7711922960525322e-29,1.180085180796807e-45,3.182535303653735e-33,2.1149858759854468e-39,3.4937764794590454e-46,7.790387746435654e-47,2.3953789773769949e-41,1.0307956373454843e-38,9.9416984479736264e-47,1.0367254484086036e-38,3.0276280816377481e-42,4.0302489256681157e-37,6.5960789310927901e-44,6.7464444226149862e-41,3.7128073954797056e-48,1.4375962186581392e-11
