Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388),C7H10(238),C7H10(187),S(106),OH(D)(275),S(808),S(826),S(929),S(921),H2O(852)
1.917343303085459e-11,0.28985373555156474,76.950000000000003,0.0,0.0,0.0,0.99929025025710994,9.4999968808223674,1.1671788569531951e-05,0.00012104635393925396,0.00012393929712043597,2.2981877120077663e-11,2.9791016136964642e-06,9.2990614988517724e-06,0.00014760407070283258,9.4797269974430562e-08,1.4004959909904445e-07,0.00029288003947495588,2.3533545079971277e-14,3.8774517733663122e-08,3.5747018076162436e-12,1.765269074851403e-12,4.8352030124865115e-08,5.5657140629746115e-09,5.5640608862208615e-09,1.0653328121367935e-12,5.8741079018775373e-13,7.9807952179294124e-16,4.3310882469347958e-16,2.5978535705798783e-17,1.9941733187656115e-17,7.4622685113480047e-21,6.9181441885751201e-21,6.9188768292875653e-21,1.6376213502922774e-09,8.2487188438142523e-10,4.1851813300983222e-19,3.1306664525706243e-17,3.0808568011977526e-17,8.5495376831212943e-20,1.9114722257578769e-22,1.0892069882328152e-22,6.2170640337259664e-21
1.97962473415014e-11,0.28985373501433714,76.950000000000003,0.0,0.0,0.0,0.99926721351100189,9.4999967181967069,1.2050767807721175e-05,0.00012491241693589168,0.00012796215610328909,2.3727831315206937e-11,3.1370451783245106e-06,9.2988558804831697e-06,0.00015249643243937219,9.4795084587954232e-08,1.4473058103176645e-07,0.0003025880242236074,2.4781227921839342e-14,4.1156485285236122e-08,3.9421014029335027e-12,1.9681370277834252e-12,5.1344473944226155e-08,6.1077474916787299e-09,6.1059316346340919e-09,1.1696106851396602e-12,6.4574706101071702e-13,8.2475433174678836e-16,4.9924548656870079e-16,2.6847227011863584e-17,2.2656308292658297e-17,9.2838465653866246e-21,8.6077937267691583e-21,8.6087354242295122e-21,1.7466301442853105e-09,8.7976290402279662e-10,4.6677457634139503e-19,3.6040223520437402e-17,3.5478832984291182e-17,1.0163673523098179e-19,2.3409983023812058e-22,1.3364742738106971e-22,7.3885226837792498e-21
2.041906165214821e-11,0.28985373447008206,76.950000000000003,0.0,0.0,0.0,0.99924417741283955,9.4999965534177981,1.2429737125357673e-05,0.00012877602971167495,0.00013198482956097132,2.4473751080869924e-11,3.2971421838861392e-06,9.298650267959223e-06,0.00015738867041016668,9.4792899257085218e-08,1.4941134691642363e-07,0.00031229579077781349,2.604592198899775e-14,4.3608656656700223e-08,4.3344955197601816e-12,2.1868099679435876e-12,5.4415006221658196e-08,6.6827494837623897e-09,6.6807609445823164e-09,1.2802633825213109e-12,7.0770268287750788e-13,8.5142791053991947e-16,5.7304918548225006e-16,2.7715909461384796e-17,2.5640949664702349e-17,1.1470473986359266e-20,1.0636297162877739e-20,1.0637498035907791e-20,1.8590645776154649e-09,9.3637726635710058e-10,5.1880341834844145e-19,4.1308438823034675e-17,4.0677741256998906e-17,1.2018038581199761e-19,2.8490037263378864e-22,1.6295531597827241e-22,8.7340938132912519e-21
2.104187596279502e-11,0.2898537339191323,76.950000000000003,0.0,0.0,0.0,0.99922114196260181,9.4999963865853054,1.2808696522718173e-05,0.0001326372920134439,0.00013600731750114411,2.5219636418271536e-11,3.4592929616629721e-06,9.2984446612308943e-06,0.00016228078462276883,9.4790713997870638e-08,1.540918967601164e-07,0.00032200333915168104,2.7326839942918365e-14,4.6131025376477865e-08,4.7527621979746762e-12,2.4219520894576915e-12,5.7562712694883461e-08,7.2915642758750476e-09,7.2893927931768389e-09,1.3974550593423022e-12,7.7337241302658361e-13,8.7810025821279594e-16,6.5514544488203023e-16,2.8584584547972428e-17,2.8913182743253603e-17,1.4080301659651876e-20,1.3057688371562505e-20,1.3059208410906403e-20,1.9749166422061713e-09,9.9471084124325286e-10,5.7476381942484112e-19,4.7152248993835588e-17,4.6445822857404177e-17,1.4139325004469342e-19,3.446720834587049e-22,1.9751341285538683e-22,1.0273118534447038e-20
2.1664690273441828e-11,0.28985373336180587,76.950000000000003,0.0,0.0,0.0,0.99919810716026847,9.4999962177943171,1.3187646000079389e-05,0.00013649629900420711,0.00014002961993145961,2.5965487328631698e-11,3.6234024239453763e-06,9.2982390602866453e-06,0.00016717277508470951,9.4788528806238396e-08,1.5877223057059599e-07,0.00033171066935927372,2.8623230633003808e-14,4.872358497352309e-08,5.1977818695325207e-12,2.6742307711697067e-12,6.0786691788073132e-08,7.9350262312039606e-09,7.9326612870659874e-09,1.5213479501924613e-12,8.4284989902205071e-13,9.0477137480958895e-16,7.4619066598966937e-16,2.9453253769421228e-17,3.2491087064004158e-17,1.7178481091270003e-20,1.5932516792020781e-20,1.593442740718169e-20,2.0941783485133474e-09,1.0547595083289052e-09,6.3481571677335769e-19,5.3614281081483808e-17,5.2825276727388631e-17,1.6556231181481466e-19,4.1465669039689849e-22,2.3806366132713014e-22,1.2026394844718233e-20
2.2287504584088637e-11,0.28985373279840626,76.950000000000003,0.0,0.0,0.0,0.99917507300581865,9.4999960471355482,1.3566585557718028e-05,0.00014035314147381919,0.00014405173685956197,2.6711303813184536e-11,3.789379853483819e-06,9.2980334651546025e-06,0.00017206464180349624,9.4786343671440661e-08,1.6345234835579203e-07,0.00034141778141461075,2.9934377433346917e-14,5.1386328977296814e-08,5.6704371655018471e-12,2.9443162702249173e-12,6.4086054346454878e-08,8.6139599759885241e-09,8.611390798906893e-09,1.6521023957722788e-12,9.1622769416219535e-13,9.3144126037548574e-16,8.4687270203186667e-16,3.0321918627294706e-17,3.6393294491358965e-17,2.0837746618628864e-20,1.9328390909799951e-20,1.9330776659211119e-20,2.2168417254825132e-09,1.1165191570272423e-09,6.9911975054551541e-19,6.0738858253152005e-17,5.9859977667741995e-17,1.9299542271850539e-19,4.9622260824409858e-22,2.854262586975676e-22,1.4016236720936123e-20
2.353313320538226e-11,0.28985373165453254,76.950000000000003,0.0,0.0,0.0,0.99912900664048798,9.4999957005568554,1.4324434914934364e-05,0.00014806067531602588,0.00015209541423966559,2.8202833509869904e-11,4.1265964255669832e-06,9.297622292324083e-06,0.00018184800404162782,9.4781973570278182e-08,1.7281193588145579e-07,0.00036083135112457623,3.2598236225842626e-14,5.6922344325270977e-08,6.702195111833804e-12,3.5406015075621225e-12,7.0907433835346986e-08,1.0081493446316726e-08,1.0078482489043302e-08,1.9348279987147671e-12,1.0750490431319006e-12,9.8477733859194312e-16,1.0800592549418e-15,3.2059241275370924e-17,4.5247895954783238e-17,3.0172142660108135e-20,2.7992512717439112e-20,2.7996164904803455e-20,2.4723416993805161e-09,1.2451550056037209e-09,8.4112990894773374e-19,7.716145990287684e-17,7.6079033858529792e-17,2.5899439342837034e-19,7.0025718495336227e-22,4.0429471739777365e-22,1.8802809931394513e-20
2.4654198964546516e-11,0.2898537306070453,76.950000000000003,0.0,0.0,0.0,0.99908754912724618,9.49999538307571,1.5006465413753603e-05,0.00015499088128104405,0.00015933408954072538,2.9545092513264738e-11,4.4356522965586092e-06,9.2972522566640683e-06,0.00019065260692956566,9.4778040695494177e-08,1.8123482592581691e-07,0.00037830281792326738,3.5039638218356778e-14,6.2144723906895154e-08,7.7341845595118055e-12,4.1449308639011097e-12,7.7295812250466874e-08,1.153166504750754e-08,1.1528217164661852e-08,2.2143182286206418e-12,1.2322339312206298e-12,1.0327755993040578e-15,1.3304493750816079e-15,3.3622831864641973e-17,5.452430767314195e-17,4.1399110246434283e-20,3.8415685432064436e-20,3.8420941318753505e-20,2.7138458009869534e-09,1.366737788157375e-09,9.8510497238081772e-19,9.4687310746395495e-17,9.3391797063077515e-17,3.3310075748008532e-19,9.4012326403688769e-22,5.4460658160497846e-22,2.4176776388569024e-20
2.5775264723710774e-11,0.2898537295440043,76.950000000000003,0.0,0.0,0.0,0.99904609371282849,9.4999950607742978,1.5688463776974648e-05,0.000161915306573083,0.00016657216393316918,3.0887239996791676e-11,4.7495290244282906e-06,9.2968822398087051e-06,0.00019945680900614876,9.4774108036729592e-08,1.8965701617012074e-07,0.00039577357812612952,3.7519122835442272e-14,6.7594400358718517e-08,8.8695227534055009e-12,4.8174816624538151e-12,8.391514641205819e-08,1.3109158645891303e-08,1.3105235124908027e-08,2.5184496487235939e-12,1.4034467579912287e-12,1.0807698721705019e-15,1.6242567099314443e-15,3.5186431808349845e-17,6.5166255918240174e-17,5.5989152129072883e-20,5.1964104315030739e-20,5.1971544177583649e-20,2.9662481902639105e-09,1.4938006671884944e-09,1.1453806023151981e-18,1.1512729993847644e-16,1.1358707993778424e-16,4.2360978705120991e-19,1.2455074898697871e-21,7.2393404593310574e-22,3.0739830209944854e-20
2.6896330482875032e-11,0.28985372846673246,76.950000000000003,0.0,0.0,0.0,0.9990046403971149,9.4999947340480819,1.6370430006210951e-05,0.00016883434699404521,0.00017380963746133443,3.2229275968049306e-11,5.0678311483389054e-06,9.2965122417451879e-06,0.00020826061031486596,9.4770175574550714e-08,1.9807850666246078e-07,0.00041324363181436817,4.0033566112443946e-14,7.3271335962334439e-08,1.0113415482763093e-11,5.5622337359349326e-12,9.0760667941626607e-08,1.4818448389490869e-08,1.4814009140519972e-08,2.8480921958407165e-12,1.5891896454145808e-12,1.128760157465339e-15,1.9667026930778194e-15,3.6750049962957326e-17,7.7302097301038789e-17,7.472741759026883e-20,6.9368391726656151e-20,6.9378765101714453e-20,3.2295030429599367e-09,1.6263200198234332e-09,1.3229110699018129e-18,1.3880200552061459e-16,1.3698202003698539e-16,5.3317838758868185e-19,1.6301471870548668e-21,9.5067267610557222e-22,3.8684793724451483e-20
2.801739624203929e-11,0.28985372737645104,76.950000000000003,0.0,0.0,0.0,0.99896318917998617,9.4999944032603807,1.7052364103075844e-05,0.0001757483661998211,0.00018104651016950232,3.357120043472443e-11,5.3901953336501101e-06,9.2961422625014689e-06,0.00021706401089909095,9.4766243299084605e-08,2.0649929745099647e-07,0.00043071297906896965,4.2580097867366773e-14,7.917549300449402e-08,1.1471080030390141e-11,6.3831791864751412e-12,9.7827720460613589e-08,1.6663916183418138e-08,1.6658919767253337e-08,3.2040978668187359e-12,1.7899543530841568e-12,1.1767464554630094e-15,2.3633818636175041e-15,3.8313695204461204e-17,9.1065807393133873e-17,9.853471685781144e-20,9.1485684143381246e-20,9.1499948396534587e-20,3.5035647255330651e-09,1.7642723238715489e-09,1.5186536984541769e-18,1.6605019570966486e-16,1.6391167533377874e-16,6.6474747463105483e-19,2.1098537130369266e-21,1.2345397687365256e-21,4.8225190680830566e-20
2.913846200120355e-11,0.2898537262742793,76.950000000000003,0.0,0.0,0.0,0.99892174006132295,9.4999940687450231,1.7734266069182613e-05,0.00018265769831679588,0.00018828278210190322,3.4913013404580377e-11,5.7162877570196192e-06,9.2957723020835858e-06,0.0002258670108021032,9.4762311221367417e-08,2.1491938858376341e-07,0.00044818161997074279,4.515608104433951e-14,8.5306833777082188e-08,1.2947743191339691e-11,7.2843194228755864e-12,1.0511175583206044e-07,1.8649853847048807e-08,1.8644257502383374e-08,3.5873011384314515e-12,2.0062225213805458e-12,1.2247287664372428e-15,2.8202713560541632e-15,3.9877376424991127e-17,1.0659693126587395e-16,1.2848324293483452e-19,1.1931435344110703e-19,1.1933371883141247e-19,3.788387794357146e-09,1.9076341573961015e-09,1.7335681486206554e-18,1.9722887734584396e-16,1.9472905872241842e-16,8.2155744561820648e-19,2.7027102517168786e-21,1.5867110289383952e-21,5.959639209391725e-20
3.0259527760367805e-11,0.2898537251612486,76.950000000000003,0.0,0.0,0.0,0.99888029304100567,9.4999937308087095,1.8416135906144409e-05,0.00018956265034339941,0.00019551845330272058,3.625471488544731e-11,6.0458017063297354e-06,9.2954023604711774e-06,0.00023466961006708958,9.475837934931994e-08,2.2333878010950779e-07,0.00046564955460032253,4.7759092754102245e-14,9.166532057715797e-08,1.4548639532551123e-11,8.2696625976139604e-12,1.1260833060618558e-07,2.0780465198697737e-08,2.0774224868730338e-08,3.9985193731406424e-12,2.2384659064068538e-12,1.2727070906658245e-15,3.3437401349649692e-15,4.1441102530008331e-17,1.2404053205573631e-16,1.6581327533280051e-19,1.5400965766354075e-19,1.5403563965386282e-19,4.0839269949315429e-09,2.0563821982870042e-09,1.9686158001281494e-18,2.3271333164185106e-16,2.2980515970387494e-16,1.0071636606257843e-18,3.4292777257813935e-21,2.0199644663258942e-21,7.3056764969836587e-20
3.138059351953206e-11,0.28985372403830617,76.950000000000003,0.0,0.0,0.0,0.99883884811891543,9.4999933897332447,1.9097973615574325e-05,0.00019646350435759824,0.00020275352381609503,3.7596304885214858e-11,6.3784553745517692e-06,9.2950324376605118e-06,0.00024347180873713107,9.4754447677619578e-08,2.3175747207779049e-07,0.00048311678303814302,5.0386906846516738e-14,9.8250915706970193e-08,1.6279009862043753e-11,9.3432213879620085e-12,1.2031310265191862e-07,2.3059868072976187e-08,2.3052938431387615e-08,4.4385532117317667e-12,2.4871466072855023e-12,1.3206814284311812e-15,3.940557987292675e-15,4.300488243572519e-17,1.4354713789528628e-16,2.1195084745331217e-19,1.969003051972755e-19,1.9693478478806632e-19,4.3901372610940982e-09,2.2104932238353877e-09,2.2247592163073792e-18,2.7289713903361988e-16,2.695289550780498e-16,1.2254519226883388e-18,4.3128084258016054e-21,2.5488313338293028e-21,8.8888823185222998e-20
3.250165927869632e-11,0.2898537229063238,76.950000000000003,0.0,0.0,0.0,0.99879740529493322,9.4999930457775417,1.9779779199085346e-05,0.00020336051953956299,0.00020998799368612876,3.8937783411823452e-11,6.7139898383218668e-06,9.2946625336632019e-06,0.00025227360685520337,9.4750516201053835e-08,2.4017546453840133e-07,0.00050058330536443846,5.3037477942214986e-14,1.0506358147393049e-07,1.8144099894030092e-11,1.0509011097368217e-11,1.2822182796723966e-07,2.549209627234055e-08,2.5484430748662008e-08,4.9081869531196537e-12,2.7527172859899156e-12,1.3686517800170382e-15,4.6179042719070606e-15,4.4568725066728577e-17,1.6527268742086799e-16,2.6852639970956812e-19,2.4950595444633148e-19,2.4955124736808439e-19,4.7069737142374222e-09,2.3699441103100055e-09,2.5029616855857017e-18,3.1819219416562655e-16,3.1430740968824227e-16,1.4806539502378873e-18,5.379467334390536e-21,3.1897542549809803e-21,1.0740038002855507e-19
3.362272503786058e-11,0.2898537217661029,76.950000000000003,0.0,0.0,0.0,0.99875596456893967,9.4999926991794972,2.0461552658290387e-05,0.00021025393402958442,0.0002172218629568894,4.0279150473257347e-11,7.0521672011668002e-06,9.2942926484782768e-06,0.00026107500446418639,9.4746584922290946e-08,2.4859275754116932e-07,0.00051804912165926342,5.570892676490929e-14,1.1210328019059663e-07,2.0149159083223009e-11,1.1771048030735724e-11,1.3633035765119491e-07,2.8081101457691743e-08,2.8072652262083645e-08,5.4081889222727488e-12,3.0356213802651859e-12,1.4166181457073503e-15,5.3833764371877032e-15,4.613263935396343e-17,1.8937847419170382e-16,3.3739440410900932e-19,3.1355563688758347e-19,3.1361457252451479e-19,5.0343916625284392e-09,2.5347118325354392e-09,2.8041868292094715e-18,3.6902871277436201e-16,3.6456546900138744e-16,1.7773628322663213e-18,6.65856077782985e-21,3.9612524091701079e-21,1.289257016881549e-19
3.4743790797024837e-11,0.28985372061838094,76.950000000000003,0.0,0.0,0.0,0.99871452594081545,9.4999923501576813,2.1143293994802238e-05,0.00021714396663589152,0.00022445513167241291,4.1620406077540217e-11,7.3927688867353726e-06,9.2939227820963431e-06,0.00026987600160686373,9.4742653844780424e-08,2.5700935113623395e-07,0.00053551423200248944,5.8399526658679462e-14,1.1936997417468331e-07,2.2299439608093125e-11,1.3133348108548903e-11,1.4463463502528888e-07,3.0830754981368535e-08,3.0821473128827812e-08,5.9393118269088529e-12,3.3362933100192777e-12,1.4645805257878442e-15,6.2449983130326904e-15,4.7696634233056719e-17,2.160310902762025e-16,4.2065395821854566e-19,3.9100710292328804e-19,3.9108311388702575e-19,5.3723466001311748e-09,2.7047734634721056e-09,3.1293982665197294e-18,4.2585523179091132e-16,4.2074604486068115e-16,2.1205484589568126e-18,8.1827721636412753e-21,4.8840937446548418e-21,1.5382666115463559e-19
3.5864856556189095e-11,0.2898537194638359,76.950000000000003,0.0,0.0,0.0,0.99867308941044197,9.4999919989129111,2.1825003210233632e-05,0.00022403081840519844,0.00023168779987670589,4.2961550232728599e-11,7.7355940692166182e-06,9.2935529345172906e-06,0.00027867659832591702,9.4738722967279673e-08,2.6542524537412204e-07,0.00055297863647379476,6.1107691188975073e-14,1.2686362574906986e-07,2.4600195485541081e-11,1.4599925689577165e-11,1.5313069289338118e-07,3.3744849665566736e-08,3.3734684999579666e-08,6.5022931035541365e-12,3.6551586775306771e-12,1.5125389205464429e-15,7.2112281838712605e-15,4.9260718642828659e-17,2.454023692120504e-16,5.2067034322550826e-19,4.8406708688970342e-19,4.8416431020490875e-19,5.720794206432791e-09,2.880106173798044e-09,3.4795593302347836e-18,4.8913860372720266e-16,4.8330999548791763e-16,2.5155729224620281e-18,9.9884045546625902e-21,5.9814741709506878e-21,1.8249389213714783e-19
3.698592231535335e-11,0.2898537183030919,76.950000000000003,0.0,0.0,0.0,0.99863165497770012,9.4999916456297022,2.2506680306197187e-05,0.00023091467406574558,0.00023891986761374905,4.4302582946906246e-11,8.080458231185317e-06,9.2931831057454409e-06,0.00028747679466392749,9.4734792287535863e-08,2.7384044030553503e-07,0.00057044233515266896,6.3831962750237043e-14,1.3458419724179149e-07,2.7056681803555829e-11,1.6174792579137679e-11,1.6181465093188487e-07,3.6827101528418604e-08,3.6816002744075528e-08,7.0978552534017095e-12,3.9926344617274431e-12,1.560493330272073e-15,8.2909666472310664e-15,5.082490152394802e-17,2.7766932849451005e-16,6.400975452504228e-19,5.9521249177256988e-19,5.9533588268253978e-19,6.0796903452728028e-09,3.0606872314924894e-09,3.8556328266754599e-18,5.5936398612290066e-16,5.5273610052135521e-16,2.9682058839665687e-18,1.2115629889064282e-20,7.2792037238020731e-21,2.1534794270959357e-19
3.810698807451761e-11,0.2898537171367229,76.950000000000003,0.0,0.0,0.0,0.99859022264247133,9.499991290477583,2.3188325284305455e-05,0.00023779570335259541,0.00024615133492749921,4.5643504228182538e-11,8.4271918391207785e-06,9.2928132957784985e-06,0.00029627659066338094,9.4730861806022869e-08,2.8225493598123789e-07,0.00058790532811842035,6.6571002103084819e-14,1.4253165098603108e-07,2.9674154059318459e-11,1.7861957201648948e-11,1.7068271320199119e-07,4.0081151460042187e-08,4.0069066126629732e-08,7.7267061684208135e-12,4.3491292068011917e-12,1.6084437552540273e-15,9.4935642629010892e-15,5.2389191817787878e-17,3.1301411173890614e-16,7.8190173578820642e-19,7.2721249110630939e-19,7.2736795055133037e-19,6.4489910641755439e-09,3.2464940014212134e-09,4.2585808356975489e-18,6.3703482679094622e-16,6.2952103183580094e-16,3.4846399035572774e-18,1.4608744637345719e-20,8.8058996774723719e-21,2.5284042842463072e-19
3.922805383368187e-11,0.2898537159652569,76.950000000000003,0.0,0.0,0.0,0.99854879240463601,9.4999909336123149,2.3869938146170874e-05,0.00024467406222485961,0.00025338220186189121,4.6984314084687473e-11,8.7756391269275902e-06,9.2924435046120537e-06,0.00030507598636666595,9.4726931524140851e-08,2.9066873245213867e-07,0.00060536761545017324,6.932357876467178e-14,1.5070594932012027e-07,3.2457867590707654e-11,1.9665423917185808e-11,1.7973116577567402e-07,4.3510566850891916e-08,4.3497441433977563e-08,8.3895394481716565e-12,4.725043205421816e-12,1.6563901957823988e-15,1.0828828997931609e-14,5.395359846547562e-17,3.5162393065823872e-16,9.4938570528948314e-19,8.8315154380520074e-19,8.83346060671044e-19,6.8286525935858021e-09,3.4375039449236461e-09,4.6893645450182676e-18,7.2267284557777814e-16,7.1417932086950924e-16,4.0715057296477971e-18,1.7516431678673089e-20,1.0593186570683044e-20,2.954551846465253e-19
