Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388),C7H10(238),C7H10(187),S(106),OH(D)(275),S(808),S(826),S(929),S(921),H2O(852)
6.717146817918395e-12,0.2898537441359996,76.950000000000003,0.0,0.0,0.0,0.99975112128070787,9.4999994760908937,4.0901200634424049e-06,4.3005332132824552e-05,4.3443145256365344e-05,8.0555613596428782e-12,4.775163286081502e-07,9.3031747669859043e-06,4.9730833577884147e-05,9.4839928866843828e-08,4.638460213146267e-08,9.8674502039235919e-05,3.7721552619788239e-15,5.8879413904730646e-09,1.5556203119310693e-13,5.0234194276699172e-14,6.4351463939225747e-09,2.5451339206422962e-10,2.5444166889417269e-10,4.7442093323520358e-14,2.4276537259232136e-14,2.6432484609786284e-16,4.5394432752981159e-18,8.6006084581808055e-18,3.2542101029264492e-19,5.3988860135308685e-24,4.9949220565067818e-24,4.9951052527941565e-24,1.8932811462012419e-10,9.5401549299515454e-11,1.1686612615502481e-20,3.1846505922606204e-19,3.0649749811437162e-19,3.0316533664538568e-22,2.510276673222126e-25,1.3766385207354475e-25,2.2605531976795204e-23
6.872850395580097e-12,0.28985374406391085,76.950000000000003,0.0,0.0,0.0,0.99974535879233384,9.4999994543235697,4.1849154208707939e-06,4.3992255495960816e-05,4.4449805448252386e-05,8.2422253407077025e-12,4.9811211846392276e-07,9.3031234374188528e-06,5.0954554823527311e-05,9.4839628690166305e-08,4.7555943049164556e-08,0.00010110261035957652,3.9348525768213386e-15,6.1254796766150128e-09,1.6627029103645392e-13,5.4245142244119166e-14,6.7298312319514622e-09,2.724082692902266e-10,2.7233136642072428e-10,5.0824528082370146e-14,2.6073337407077447e-14,2.7099979097462893e-16,5.0039768452296136e-18,8.8179039312027728e-18,3.5539094229817746e-19,6.3291843901976959e-24,5.8557613619614302e-24,5.8559811423935783e-24,1.986874620199394e-10,1.0011719700927972e-10,1.2627725929754732e-20,3.5159877453320934e-19,3.3865354894757531e-19,3.4257039167848929e-22,2.8997268003764333e-25,1.5909941370221586e-25,2.55198078930797e-23
7.0285539732417996e-12,0.28985374399063574,76.950000000000003,0.0,0.0,0.0,0.9997395963445409,9.4999994321974608,4.279710157905619e-06,4.4978801360619534e-05,4.5456454033363769e-05,8.4288871684932649e-12,5.1906669824769259e-07,9.303072074065402e-06,5.2178268335156809e-05,9.483927129896639e-08,4.8727271782347986e-08,0.00010353070504658753,4.1003841724582363e-15,6.3674142053340896e-09,1.774672413086282e-13,5.8479407079398743e-14,7.0307964615036255e-09,2.911128700958888e-10,2.9103054650462946e-10,5.4362164381121621e-14,2.7955922333668868e-14,2.7767466641734854e-16,5.5045024241585642e-18,9.0351972721705518e-18,3.8738869000769607e-19,7.3931788366452135e-24,6.8403433278519147e-24,6.8406059178655026e-24,2.082715632754087e-10,1.0494605043284378e-10,1.3621680153786246e-20,3.8734777253933022e-19,3.7336824942899983e-19,3.8605955636865031e-22,3.3389217947164445e-25,1.8328660157317583e-25,2.8733778605572297e-23
7.184257550903502e-12,0.28985374391618807,76.950000000000003,0.0,0.0,0.0,0.99973383393731541,9.4999994097167857,4.3745042745512103e-06,4.5964973936375561e-05,4.646309101214972e-05,8.6155468430676252e-12,5.4037586123743429e-07,9.3030206878778504e-06,5.340197410928208e-05,9.4838869969155386e-08,4.9898588006138431e-08,0.00010595878609332922,4.2687168176572719e-15,6.613744851211326e-09,1.8916458729337254e-13,6.2944273104099677e-14,7.338022315863069e-09,3.1064424255954367e-10,3.1055625199254668e-10,5.8058317502653814e-14,2.9926206477949517e-14,2.8434947057469762e-16,6.0429673226493635e-18,9.2524884403740849e-18,4.2150475420938266e-19,8.6064280971605044e-24,7.9630731167986712e-24,7.9633856256952127e-24,2.1808028698553864e-10,1.098880417203389e-10,1.467021365802724e-20,4.2585604089060506e-19,4.1078355034705762e-19,4.3395392136614893e-22,3.832918111938691e-25,2.1050712378153431e-25,3.2270834781019934e-23
7.339961128565205e-12,0.28985374384058177,76.950000000000003,0.0,0.0,0.0,0.99972807157064703,9.499999386885694,4.4692977708118962e-06,4.6950777383579787e-05,4.7469716384980765e-05,8.8022043644842983e-12,5.6203544990478834e-07,9.3029692864339124e-06,5.4625672143525387e-05,9.4838434899254293e-08,5.1069891475169729e-08,0.00010838685349506973,4.4398176697942754e-15,6.8644714944245885e-09,2.0137407956195998e-13,6.7647098233607676e-14,7.6514891120812298e-09,3.3101938113228023e-10,3.3092547212030627e-10,6.1916292294252011e-14,3.198609824087248e-14,2.9102420204843682e-16,6.6213818252010872e-18,9.4697774100126317e-18,4.578317147309134e-19,9.9858938172909753e-24,9.2396554286538137e-24,9.2400259512532342e-24,2.2811350182489948e-10,1.1494310306186977e-10,1.577508257890476e-20,4.6727221158489132e-19,4.5104601269026145e-19,4.8659217609242232e-22,4.3871605047742325e-25,2.4106456596435996e-25,3.6155640983717609e-23
7.65136828388861e-12,0.28985374368594774,76.950000000000003,0.0,0.0,0.0,0.99971654695894985,9.499999340188662,4.6588829021958743e-06,4.8921293291045802e-05,4.9482932313961382e-05,9.1755129480045031e-12,6.0638951669990482e-07,9.3028664552729423e-06,5.7073044987080671e-05,9.4837492622001825e-08,5.3412459466025523e-08,0.00011324294735300397,4.7901945403515612e-15,7.3791123148721595e-09,2.2737672720821273e-13,7.7796417545813291e-14,8.2970672136836598e-09,3.7436866762924369e-10,3.7426214654019412e-10,7.0130874363121353e-14,3.6382308190162248e-14,3.0437344305335721e-16,7.9064203859570334e-18,9.9043487064611021e-18,5.3749907000531558e-19,1.3318895554779482e-23,1.2324213161754574e-23,1.2324728503055799e-23,2.4885287996778228e-10,1.2539216486749959e-10,1.8160938145532274e-20,5.5944628414469117e-19,5.4072198972183226e-19,6.0754650977333462e-22,5.7002298094349084e-25,3.1352117950966958e-25,4.507377660714419e-23
7.962775439212014e-12,0.2898537435268412,76.950000000000003,0.0,0.0,0.0,0.99970502250940296,9.499999292138666,4.8484655520921824e-06,5.0890381403042018e-05,5.1496101822311761e-05,9.5488129193093197e-12,6.5209660059575451e-07,9.3027636063540297e-06,5.952038685829205e-05,9.4836487925782589e-08,5.5754974748009929e-08,0.0001180989866053361,5.1512596440063532e-15,7.9113357774603888e-09,2.5557006632658863e-13,8.8987650301460874e-14,8.9673749562217198e-09,4.2129562123391417e-10,4.211754200148952e-10,7.9032142327013741e-14,4.1159699601886736e-14,3.1772238369417678e-16,9.3769898432176704e-18,1.033891113494861e-17,6.2717316958379414e-19,1.7559495261719035e-23,1.6248945630323015e-23,1.6249652953872769e-23,2.7048864861530658e-10,1.3629269417169425e-10,2.07936392437623e-20,6.6515366829008613e-19,6.436625993661968e-19,7.5200562159720235e-22,7.3302526382647471e-25,4.0356866279976216e-25,5.5712535396900959e-23
8.274182594535419e-12,0.28985374336336706,76.950000000000003,0.0,0.0,0.0,0.99969349822197762,9.4999992427672506,5.0380457205354414e-06,5.2858073288172847e-05,5.3509224911615698e-05,9.9221042785796988e-12,6.9912515451232839e-07,9.3026607517295829e-06,6.1967697754152306e-05,9.4835446890511987e-08,5.8097436734864643e-08,0.00012295497124598711,5.5227637728632787e-15,8.461141024599343e-09,2.8604965666332018e-13,1.0128217642475426e-13,9.6622578334062153e-09,4.7193428992517813e-10,4.717992993848553e-10,8.8646163755944866e-14,4.6333324916426344e-14,3.3107102063005461e-16,1.1051519823880003e-17,1.0773464748531396e-17,7.2767001078648641e-19,2.290366046480572e-23,2.1195332569344387e-23,2.1196291583922632e-23,2.9301975989119882e-10,1.4764414993762469e-10,2.3687842563281199e-20,7.8575522706892636e-19,7.6121088475751619e-19,9.2337079637206095e-22,9.3369458761031362e-25,5.1454887708448529e-25,6.8319291707947512e-23
8.585589749858823e-12,0.28985374319562796,76.950000000000003,0.0,0.0,0.0,0.99968197409665549,9.4999991921052267,5.2276234075602679e-06,5.4824399781086215e-05,5.5522301583199374e-05,1.0295387025952524e-11,7.4744436487417964e-07,9.3025578954734744e-06,6.4414977674284585e-05,9.4834384809872994e-08,6.0439845096250323e-08,0.00012781090127409692,5.9044635133866373e-15,9.0285272183402394e-09,3.1891171319228386e-13,1.1474243100636569e-13,1.0381562625030981e-08,5.2641788505296935e-10,5.2626695511746385e-10,9.8998843422569722e-14,5.1918142391657715e-14,3.4441935197852478e-16,1.2949522688018576e-17,1.1208009649119549e-17,8.3983932035950471e-19,2.9579479757063507e-23,2.7374617662271102e-23,2.7375903270272177e-23,3.1644516713115051e-10,1.5944599176936115e-10,2.6858459586741049e-20,9.2269037011028708e-19,8.9478786685617499e-19,1.1253803552192119e-21,1.1788370241496294e-24,6.5027672064573976e-25,8.3165801593076153e-23
8.896996905182228e-12,0.289853743023724,76.950000000000003,0.0,0.0,0.0,0.9996704501334257,9.4999991401826982,5.4171986132012791e-06,5.6789390999523613e-05,5.7535331838232474e-05,1.0668661161539281e-11,7.9702413457090967e-07,9.3024550384663849e-06,6.6862226619364385e-05,9.4833310279169353e-08,6.2782199656717343e-08,0.00013266677669089371,6.2961211117958237e-15,9.6134935329435845e-09,3.5425308436130305e-13,1.294318661289553e-13,1.1125137379605759e-08,5.8487878828042503e-10,5.8471072824704659e-10,1.1011592465512629e-13,5.7929016889337172e-14,3.5776737673977349e-16,1.5091618161166934e-17,1.1642545968595144e-17,9.6456469134133994e-19,3.7850886018174668e-23,3.5031262084465727e-23,3.5032967456648279e-23,3.4076382488215913e-10,1.7169767991148825e-10,3.0320647395537277e-20,1.0774783650254682e-18,1.0458938471598413e-18,1.3621287956831698e-21,1.4761721831397531e-24,8.1508607066857211e-25,1.0054958384700514e-22
9.208404060505633e-12,0.28985374284775334,76.950000000000003,0.0,0.0,0.0,0.99965892633228071,9.4999990870290567,5.6067713374930807e-06,5.8753076360986e-05,5.9548315677802508e-05,1.1041926685439681e-11,8.4783506630155887e-07,9.3023521814708793e-06,6.9309444590105463e-05,9.4832228174503324e-08,6.5124500321513651e-08,0.00013752259749768154,6.697504342493421e-15,1.0216039149462872e-08,3.9217123097163533e-13,1.4541491388797066e-13,1.1892831397314548e-08,6.4744855843536178e-10,6.4726213722420615e-10,1.2202299067267641e-13,6.4380720651143369e-14,3.7111509437384821e-16,1.7499557768249393e-17,1.2077073854933694e-17,1.1027637116599974e-18,4.8021634602100526e-23,4.4446635087178094e-23,4.4448875211235199e-23,3.6597468890160453e-10,1.843986752485869e-10,3.4089799763406294e-20,1.2517196026834702e-18,1.2161096637204515e-18,1.6380862278054756e-21,1.8344163998018138e-24,1.0138782037932224e-24,1.2079532279666441e-22
9.519811215829037e-12,0.2898537426678112,76.950000000000003,0.0,0.0,0.0,0.99964740269321473,9.4999990326730188,5.7963415804702892e-06,6.0715484599022772e-05,6.1561253102959031e-05,1.1415183597749823e-11,8.9984844629567827e-07,9.3022493254858621e-06,7.1756631587143027e-05,9.4831141509750469e-08,6.7466747032359914e-08,0.0001423783636956087,7.1083863794689161e-15,1.0836163252368559e-08,4.3276420567512217e-13,1.6275695057500691e-13,1.2684495213293638e-08,7.142579382724457e-10,7.1405188467588453e-10,1.3474546590291271e-13,7.1287934064537794e-14,3.8446250454863936e-16,2.0196249071084965e-17,1.2511593463920416e-17,1.2553880846813025e-18,6.0439543534993323e-23,5.5942948225228419e-23,5.5945863978812978e-23,3.920767161559024e-10,1.9754843930450285e-10,3.8181538530029272e-20,1.4470968176152442e-18,1.4070979017381304e-18,1.9581180965146423e-21,2.2633700024773514e-24,1.2521727361555657e-24,1.4425629216902612e-22
9.831218371152442e-12,0.2898537424839912,76.950000000000003,0.0,0.0,0.0,0.99963587921622354,9.4999989771426296,5.9859093421675134e-06,6.2676643779140085e-05,6.3574144114729249e-05,1.1788431898564926e-11,9.5303622841478234e-07,9.3021464709771928e-06,7.4203787611287368e-05,9.4830052219094852e-08,6.9808939751849106e-08,0.00014723407528617085,7.5285456707072473e-15,1.1473865028125414e-08,4.7613063309182131e-13,1.8152426202661389e-13,1.3499980581232781e-08,7.854368611448921e-10,7.8520986407498113e-10,1.4830861728230403e-13,7.8665246418306929e-14,3.9780960705098005e-16,2.3205779705920057e-17,1.2946104956205684e-17,1.4234237416843817e-18,7.5501008702316185e-23,6.9887445349358255e-23,6.9891208152461283e-23,4.1906886481898532e-10,2.1114643424152892e-10,4.2611705255221415e-20,1.6653762634307208e-18,1.6206040586158589e-18,2.3275051896732842e-21,2.7740088059980534e-24,1.5361611840752228e-24,1.7131580002325176e-22
1e-11,0.2898537422963845,76.950000000000003,0.0,0.0,0.0,0.99962963359825052,9.4999989465643395,6.0886533933663202e-06,6.3739073224332651e-05,6.466510486554289e-05,1.1990727621360151e-11,9.8234485876123633e-07,9.3020907247761296e-06,7.5530124987720305e-05,9.4829461153951692e-08,7.1078377743795421e-08,0.00014986583178754287,7.7600705268749731e-15,1.1826842285538276e-08,5.0082915188879626e-13,1.9231541950845782e-13,1.3951873303026756e-08,8.2588729067764689e-10,8.2564838039639463e-10,1.5601999765604734e-13,8.2865306542187815e-14,4.0504356301792083e-16,2.4976569781330268e-17,1.3181605387268414e-17,1.5212984076148143e-18,8.4925911974418202e-23,7.8613781702884729e-23,7.8618087691663103e-23,4.3407011251549368e-10,2.1870361748131266e-10,4.5159938257951294e-20,1.793905244334679e-18,1.7463777944902689e-18,2.5503420717205795e-21,3.0891899891931026e-24,1.7115954606768505e-24,1.8763127071137911e-22
1.0142625526475846e-11,0.2898537422963845,76.950000000000003,0.0,0.0,0.0,0.99962435590130283,9.4999989204652859,6.1754746226193624e-06,6.463658131433278e-05,6.5586988714122054e-05,1.2161671587980005e-11,1.007371018629981e-06,9.3020436178120058e-06,7.6650912663545615e-05,9.4828961429819999e-08,7.215107845963736e-08,0.00015208973227125443,7.9577658155690029e-15,1.212914366469659e-08,5.2236969053872982e-13,2.0178401011757352e-13,1.4339140457296219e-08,8.6111445758634327e-10,8.6086516632018141e-10,1.6273755553870616e-13,8.6527156647859079e-14,4.1115640176493913e-16,2.6553441221124441e-17,1.3380608496561818e-17,1.6078909464196851e-18,9.3655803198195044e-23,8.6696856957577337e-23,8.6701674063106736e-23,4.4695009427089406e-10,2.2519212285964254e-10,4.7396353148602924e-20,1.9084088441367148e-18,1.8584576643748029e-18,2.7519639244375867e-21,3.3785799113480246e-24,1.8727632083916915e-24,2.0238865424846094e-22
1.0454032681799251e-11,0.2898537421050803,76.950000000000003,0.0,0.0,0.0,0.99961283274844981,9.4999988626677414,6.3650374218604442e-06,6.6595323980253211e-05,6.759978690213338e-05,1.2534902666090762e-11,1.0628260598625737e-06,9.301940765847134e-06,7.9098006744927595e-05,9.482786972362314e-08,7.4493163146848633e-08,0.00015694533465275112,8.3958354450378641e-15,1.280199835106856e-08,5.7158108934531019e-13,2.2360420034967064e-13,1.5201828984352808e-08,9.4141906180567426e-10,9.4114608622873589e-10,1.7805723645697576e-13,9.4888074070590801e-14,4.2450288863993558e-16,3.0265752719596416e-17,1.381510425280771e-17,1.8098443921044195e-18,1.1541216503478002e-22,1.0684212288380787e-22,1.0684824336855709e-22,4.7571936509647351e-10,2.3968496859579598e-10,5.2551739263025728e-20,2.1781312033571354e-18,2.1225733594570361e-18,3.2376668973069559e-21,4.090701808260908e-24,2.2696855555203422e-24,2.379226475972932e-22
1.1076846992446062e-11,0.2898537417117251,76.950000000000003,0.0,0.0,0.0,0.99958978692893519,9.4999987438159792,6.7441555768487392e-06,7.0509328707849431e-05,7.1625244047970519e-05,1.3281338988792448e-11,1.1769929641946355e-06,9.3017350654991691e-06,8.3992101998916412e-05,9.4825684740491644e-08,7.9177170442574056e-08,0.00016665637561218309,9.2977021476765893e-15,1.4200432631402498e-08,6.7932231969878061e-13,2.7220196294831489e-13,1.6997214404669576e-08,1.1164186869531697e-09,1.1160940160493727e-09,2.1146788214002834e-13,1.1316412399549973e-13,4.5119493877635726e-16,3.8896679872971172e-17,1.4684073092056782e-17,2.2706014399975968e-18,1.7208821620378734e-22,1.5932598752967891e-22,1.5933566410206174e-22,5.3591787922377435e-10,2.7000998835042555e-10,6.4040729155670646e-20,2.8058266842011775e-18,2.7376812125715479e-18,4.4199025024548557e-21,5.8995709106835387e-24,3.2796334432475445e-24,3.2433923284920544e-22
1.1699661303092873e-11,0.28985374130459834,76.950000000000003,0.0,0.0,0.0,0.99956674175765692,9.4999986207892242,7.1232638074092556e-06,7.4418859974451342e-05,7.5650515560130675e-05,1.4027740867479592e-11,1.295335069971587e-06,9.3015293713851736e-06,8.8886073380463302e-05,9.4823498717612832e-08,8.386096162050999e-08,0.00017636719817787759,1.023255108407389e-14,1.5669161387474535e-08,8.0016202073716889e-13,3.278773011795519e-13,1.8884993138951736e-08,1.3114467251888088e-09,1.311064331796729e-09,2.4873714879406132e-13,1.3360690570284159e-13,4.7788575735473386e-16,4.9336151263332582e-17,1.5553012843293076e-17,2.8148242503421591e-18,2.509767807371004e-22,2.3238797315756936e-22,2.3240288964423347e-22,5.9965611592320112e-10,3.0211721371207874e-10,7.7212527562202592e-20,3.5657095016292792e-18,3.4829853394118729e-18,5.9335129591271515e-21,8.3410738785716382e-24,4.6458162702024863e-24,4.3486519407177832e-22
1.2322475613739683e-11,0.2898537408843416,76.950000000000003,0.0,0.0,0.0,0.99954369723459313,9.4999984937800601,7.5023621138188365e-06,7.8324110509278883e-05,7.9675601446481186e-05,1.4774108303001335e-11,1.4176597833421095e-06,9.301323683963504e-06,9.3779920897095096e-05,9.4821312650202097e-08,8.8544536665437885e-08,0.00018607780236387607,1.1198860848497915e-14,1.7208178138956564e-08,9.3491532779023666e-13,3.9120155793816428e-13,2.086403951028323e-08,1.5275018258800291e-09,1.5270553762646695e-09,2.9005923011764087e-13,1.5632854031506232e-13,5.0457534428834092e-16,6.1842879741319477e-17,1.642192488910801e-17,3.4521981121633125e-18,3.5883612328121789e-22,3.3229279213931104e-22,3.3231527006670301e-22,6.6692580310469949e-10,3.3600237503070806e-10,9.2203789396559983e-20,4.4764615705742887e-18,4.3769677045793249e-18,7.8464529197840755e-21,1.1584734278232041e-23,6.4648658070514222e-24,5.7442592146591308e-22
1.2945289924386494e-11,0.2898537404515671,76.950000000000003,0.0,0.0,0.0,0.99952065335972295,9.4999983629722351,7.881450496354323e-06,8.2225264184491428e-05,8.3700501714856578e-05,1.5520441296241868e-11,1.5437833620629383e-06,9.3011180021928453e-06,9.8673644556822868e-05,9.4819126876298615e-08,9.3227895576793804e-08,0.00019578818818518205,1.2195179958981965e-14,1.8817476407216293e-08,1.0844043107810554e-12,4.6275680417715366e-13,2.293324541397107e-08,1.7655704926089091e-09,1.7650533501694141e-09,3.3562595673695214e-13,1.8143978245890291e-13,5.3126369957396473e-16,7.6697424450252882e-17,1.7290810626607173e-17,4.1929661470784123e-18,5.039521918879659e-22,4.6672256961929219e-22,4.66755756065528e-22,7.3771868782137198e-10,3.7166121277548052e-10,1.0915376385877448e-19,5.5582281336025611e-18,5.4395622781173695e-18,1.0236029013726469e-20,1.5833116760446064e-23,8.8526127638947324e-24,7.4862311683486076e-22
1.3568104235033305e-11,0.28985374000685904,76.950000000000003,0.0,0.0,0.0,0.99949761013302585,9.49999822854104,8.2605289552925398e-06,8.6122496421470296e-05,8.7725216373060383e-05,1.6266739848118218e-11,1.6735305094667365e-06,9.3009123255672223e-06,0.00010356724436747102,9.4816941141461747e-08,9.7911038367757739e-08,0.00020549835565642944,1.3220123649851353e-14,2.0497049715199043e-08,1.2494575011038584e-12,5.4313503242021308e-13,2.5091519880590774e-08,2.0266272716835004e-09,2.0260325006020968e-09,3.8562683293374546e-13,2.0905004159428296e-13,5.5795082328671202e-16,9.4202902699557874e-17,1.8159671466435264e-17,5.0479308289748704e-18,6.9637693302627492e-22,6.4499831408771673e-22,6.4504641091704095e-22,8.1202653622550014e-10,4.0908947751095898e-10,1.2820410016244463e-19,6.8326438083670803e-18,6.6921806108288343e-18,1.3189610953080723e-20,2.1326091426221437e-23,1.1946653496882321e-23,9.6378632220383443e-22
1.4190918545680116e-11,0.28985373955077504,76.950000000000003,0.0,0.0,0.0,0.99947456755448072,9.4999980906537171,8.6395974909103125e-06,9.0015974579086511e-05,9.1749745428882187e-05,1.7013003959581131e-11,1.8067339864330541e-06,9.3007066546681162e-06,0.00010846072033649511,9.4814755240933404e-08,1.0259396504896208e-07,0.00021520830479152128,1.4272370806466641e-14,2.2246891586259672e-08,1.4309094461726944e-12,6.3293740082479968e-13,2.7337788654550092e-08,2.3116349361420188e-09,2.3109553049755954e-09,4.4024907249358351e-13,2.3926740282954078e-13,5.8463671548717266e-16,1.1468569098397e-16,1.9028508828982194e-17,6.0284551612629741e-18,9.4818766275205967e-22,8.7832102985900277e-22,8.7838957050081509e-22,8.8984113352443892e-10,4.482829298732232e-10,1.4949866543070155e-19,8.3228567323274524e-18,8.1577354840165654e-18,1.6805353694558375e-20,2.8345376079550854e-23,1.5909099901264281e-23,1.227025290354904e-21
1.4813732856326927e-11,0.289853739083847,76.950000000000003,0.0,0.0,0.0,0.99945152562406725,9.4999979494698081,9.0186561034844464e-06,9.3905858324672259e-05,9.5774088890104595e-05,1.7759233631614112e-11,1.9432342406453044e-06,9.3005009899294808e-06,0.00011335407247138919,9.4812569300674569e-08,1.0727667562265033e-07,0.00022491803560443802,1.5350661036518716e-14,2.4066995543651158e-08,1.6296002901692525e-12,7.3277352489546256e-13,2.9670993787591281e-08,2.6215446653908813e-09,2.6207726506065565e-09,4.9967763370193115e-13,2.7219864723916421e-13,6.1132137618813081e-16,1.3849611534782494e-16,1.9897324142579777e-17,7.1464635314309546e-18,1.2737681007393793e-21,1.1800330476008701e-21,1.1801292280590502e-21,9.7115428393633017e-10,4.8923734054590415e-10,1.7318337407192005e-19,1.0053550913648128e-17,9.8606627439949531e-18,2.1192929849346931e-20,3.7219357621239715e-23,2.0929515280512242e-23,1.5462831409966185e-21
1.5436547166973736e-11,0.28985373860658264,76.950000000000003,0.0,0.0,0.0,0.99942848434176412,9.499997805141545,9.3977047932917501e-06,9.7792299987828498e-05,9.9798246764495701e-05,1.8505428865229974e-11,2.0828790530008357e-06,9.3002953310854934e-06,0.00011824730077986787,9.4810383494896535e-08,1.1195917009081775e-07,0.00023462754810959889,1.6453791876825669e-14,2.5957355111037625e-08,1.8463753804962192e-12,8.4326081578385669e-13,3.2090093247150183e-08,2.9572962204772528e-09,2.9564240099333056e-09,5.6409525348824081e-13,3.0794927168414075e-13,6.3800480540095673e-16,1.6600913097409611e-16,2.0766118844351902e-17,8.4144422503080535e-18,1.6901121443028731e-21,1.5659005878223986e-21,1.5660336592600161e-21,1.055957810646024e-09,5.3194849023632933e-10,1.9940602837177417e-19,1.2050966828283312e-17,1.1826941361981576e-17,2.6474271964095703e-20,4.8328200665042182e-23,2.7228043372979691e-23,1.9303902781717812e-21
1.6059361477620545e-11,0.2898537381194663,76.950000000000003,0.0,0.0,0.0,0.99940544370755102,9.4999976578141414,9.7767435606090171e-06,0.00010167544489762427,0.00010382221905980444,1.9251589661467987e-11,2.225523200619204e-06,9.3000896778430856e-06,0.00012314040526964474,9.4808197806949321e-08,1.1664144846078451e-07,0.00024433684232142176,1.7580616131248098e-14,2.7917963812928559e-08,2.0820848988593874e-12,9.6502386304832812e-13,3.4594060539131837e-08,3.3198181150969681e-09,3.3188376114704405e-09,6.3368248073774266e-13,3.4662350814648553e-13,6.646870031673645e-16,1.9762499108411375e-16,2.1634894380627974e-17,9.8454397922620816e-18,2.2171511384175277e-21,2.0544182747628559e-21,2.0546000056437762e-21,1.1442435557612996e-09,5.7641216965182337e-10,2.2831616978620075e-19,1.4342920352107961e-17,1.4084111809376151e-17,3.2784323985687256e-20,6.2109246658714903e-23,3.5058734862321042e-23,2.3891190216049987e-21
1.6682175788267354e-11,0.28985373762296035,76.950000000000003,0.0,0.0,0.0,0.99938240372140696,9.499997507626146,1.0155772405713027e-05,0.00010555543170419586,0.00010784600578376482,1.9997716021392847e-11,2.3710281354406506e-06,9.2998840303265121e-06,0.00012803338594828559,9.4806012138231223e-08,1.2132351074163503e-07,0.00025404591825403222,1.8730039331760116e-14,2.9948815174480373e-08,2.3375835152122689e-12,1.0986938584909791e-12,3.7181884344274938e-08,3.7100277825490194e-09,3.7089306067112738e-09,7.0861770881219786e-13,3.8832434260209357e-13,6.9136796953912251e-16,2.3376990548210521e-16,2.2503652205690902e-17,1.145306676159122e-17,2.8781049741086447e-21,2.6671359246742337e-21,2.6673811410145573e-21,1.2360033802691421e-09,6.2262417947604351e-10,2.6006494012598024e-19,1.6958820166963531e-17,1.666129288902602e-17,4.0271800921100655e-20,7.9062700652777999e-23,4.4713071901471604e-23,2.9332388821175887e-21
1.7304990098914163e-11,0.2898537371175057,76.950000000000003,0.0,0.0,0.0,0.99935936438331163,9.4999973547097376,1.0534791328880566e-05,0.00010943239268569171,0.0001118696069441008,2.0743807946093808e-11,2.5192616774703679e-06,9.2996783887353458e-06,0.00013292624282332125,9.4803826480521907e-08,1.2600535693996614e-07,0.00026375477592148786,1.9901017315215482e-14,3.2049902721182639e-08,2.6137300628896603e-12,1.2449080578831242e-12,3.9852568167328223e-08,4.1288317388360398e-09,4.1276092331774601e-09,7.8907720731855913e-13,4.3315353345470755e-13,7.1804770455382296e-16,2.7489668907009002e-16,2.3372393780431713e-17,1.3251495608350252e-17,3.6998572951120423e-21,3.4290078838714665e-21,3.429335096721351e-21,1.3312291639920114e-09,6.7058033034531295e-10,2.9480495186540978e-19,1.9929683767979412e-17,1.9589197151441838e-17,4.909995579686409e-20,9.9757602232202285e-23,5.6523690757359466e-23,3.5745724176852033e-21
1.7927804409560972e-11,0.28985373660352354,76.950000000000003,0.0,0.0,0.0,0.99933632569324415,9.4999971991910233,1.0913800330388393e-05,0.0001133064540412101,0.00011589302254852599,2.1489865436682996e-11,2.6700977220207922e-06,9.2994727530227609e-06,0.00013781897590235388,9.4801640894840329e-08,1.3068698706099089e-07,0.00027346341533798855,2.1092553910692024e-14,3.4221219978896104e-08,2.9113872337304921e-12,1.4043092782825248e-12,4.2605129998511636e-08,4.5771257420416347e-09,4.5757689737466331e-09,8.7523515315110682e-13,4.8121162954596771e-13,7.4472620824117275e-16,3.2148540051988119e-16,2.4241120572037338e-17,1.5255460110106193e-17,4.7133552522272642e-21,4.3687653406142847e-21,4.3691974705013571e-21,1.4299128055442024e-09,7.2027644282500913e-10,3.3269016702054983e-19,2.3288152161774406e-17,2.2900144986720936e-17,5.9447353274133999e-20,1.2483807958194889e-22,7.0868304203409979e-23,4.3260516249986289e-21
1.8550618720207782e-11,0.2898537360814154,76.950000000000003,0.0,0.0,0.0,0.99931328765118366,9.4999970411903067,1.1292799410513271e-05,0.0001171777361702496,0.00011991625260474137,2.2235888494293424e-11,2.8234159604330979e-06,9.2992671230586209e-06,0.00014271158519300311,9.4799455403092402e-08,1.3536840111134346e-07,0.00028317183651776931,2.2303698733315698e-14,3.6462760474049338e-08,3.2314212922206159e-12,1.5775454290864791e-12,4.5438601986844102e-08,5.0557949480856988e-09,5.0542947123591609e-09,9.6726366082681572e-13,5.3259798775311971e-13,7.7140348063897678e-16,3.7404397122544772e-16,2.5109834054028588e-17,1.7480254633134455e-17,5.9540343080225262e-21,5.5193120942866158e-21,5.5198773029957293e-21,1.5320462222883894e-09,7.7170834738604775e-10,3.7387578415078067e-19,2.7068503328383268e-17,2.6628077465963153e-17,7.1508649386113236e-20,1.5502988668755763e-22,8.8173825958707341e-23,5.201774829429464e-21
