Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155)
5.9386412963711046e-08,0.2448171829669884,76.950000000000003,0.0,0.0,0.0,0.00086503711165997741,9.4939231822517218,0.0055329008304069605,0.032442452878535803,2.2183282890067753e-05,8.2179345433485519e-07,5.5315759061204806e-09,8.4391002839015517e-07,0.14442916831237385,3.375252930983515e-05,5.2448045492939382e-15,8.5548171691764526e-05,0.010707913358886626,0.72476673174243011,0.010977489766365218,1.5985570539291912e-13,3.187267221493516e-11,2.3518604736309595e-06,1.4395755696588484e-10,0.00016839198452901872,1.1111389339636255e-07,0.041345981750003584,0.05334507492436235,7.7826480493317463e-06,4.2911013386422296e-06,1.2042475833771419e-10,0.0066458441464764305,2.4874288415792206e-06,6.8526644488027662e-07,4.5531493100200579e-05,4.9710315233537256e-06,2.4382689032254073e-06,0.0042338437181107143,0.0091750448089802476,4.1443907335868184e-11,1.4890720494683447e-11,6.2536843745676309e-07,1.9345801882050168e-07,2.0495933230136349e-09,3.9124888961058289e-05,0.00012922454817728305,0.00096823886888052445,9.4355117451917685e-07,0.0001911179212134701,8.8219215342153977e-06,0.00016387526943547199,2.0058293321954597e-08,3.2859761220809327e-06,8.206932966727094e-07,0.00015536640049515409,4.4432645625477658e-05,1.5626838583834171e-08,1.1308313932140487e-06,9.2099593840859489e-05,2.2924197658666679e-06,4.3969677562343714e-05,8.8967106743076753e-11,2.0714395687916984e-09,0.00022671243523943445,3.3630360109078348e-08,3.7626414088813373e-07,5.8816083635450912e-08,1.6434371926998939e-07,1.392444539976396e-08,8.4222434000904606e-10,5.3346969092001371e-15,2.5993029692893692e-09,4.5606080104277051e-06,1.901752279668771e-09,7.4686201161526472e-09,3.2229420960205315e-10,1.6619551715699149e-09,0.0033370723034901904,2.0274779466689775e-09,0.002259370752177491,2.0274510053003256e-09,2.3516648985210856e-06,1.2193109644020158e-16,7.0869919428109662e-17,4.5647944994602306e-11,1.7305870436367417e-06,7.902623326053007e-08,3.8527359844193273e-17,3.138691627571045e-11,5.936746800342843e-10,1.1410495645357252e-05,7.402845152568706e-10,4.4991104583183144e-06,3.9860871443972532e-06,3.0396939319089442e-08,7.6249301842774372e-10,2.2131493132695546e-08,3.1103455223176262e-13,2.4967838497104966e-10,6.2206264832244338e-13,5.6345505607561972e-07,5.2224308094587518e-07,2.0824677872080365e-11,7.8098591517988535e-08,2.0357493276778424e-07,3.3435917090405076e-10,1.158184101201507e-06,0.0014883214219386833,1.2001418257149238e-09,3.020241083511837e-08
5.985023175173319e-08,0.24481716372553913,76.950000000000003,0.0,0.0,0.0,0.00085718444378981716,9.4938925282659827,0.0055129288460368598,0.032303226257645208,2.0799584662239834e-05,7.7053132304143197e-07,5.5078198255401808e-09,8.3954291431392004e-07,0.14369160141711979,3.3607574583509453e-05,4.9176422215862671e-15,8.4299110873484534e-05,0.010778560546986263,0.7255400454261034,0.010979831160591031,1.591691838047396e-13,3.2082824763241699e-11,2.3674023531565566e-06,1.4229233131924293e-10,0.00016857203407953322,1.042441743667593e-07,0.041316066178799793,0.053346469037818062,7.7769924607052773e-06,4.2879830099064692e-06,1.2055324994528367e-10,0.0066829865792451581,2.5013227825306546e-06,6.890943287153969e-07,4.5465100904704798e-05,4.9988110100581219e-06,2.4519537060111719e-06,0.0042454296562145248,0.0091915429486775745,4.1675375983502185e-11,1.4973886753959633e-11,6.2642218008113531e-07,1.9379884506598788e-07,2.0512330684074689e-09,3.9307617783150389e-05,0.00012982961561576565,0.00096661851778500067,9.4884883163074512e-07,0.00019130009489423983,8.788926779799232e-06,0.00016408805538710444,2.0170468993272506e-08,3.2902473396484788e-06,8.2758587101769708e-07,0.00015699796470340502,4.4492459534330666e-05,1.5758082976154756e-08,1.1323664066545643e-06,9.308384925719601e-05,2.3192810620297915e-06,4.4357851610201373e-05,8.9712127214160899e-11,2.0822229771432779e-09,0.00022963338401205078,3.4063544790194608e-08,3.789621554281223e-07,5.9573680299319446e-08,1.6645944987160022e-07,1.4024266614007868e-08,8.482494330227358e-10,5.4033748096262172e-15,2.6198962694720451e-09,4.5967760843902635e-06,1.9116784839651184e-09,7.4632162602497991e-09,3.2263707574519464e-10,1.6708622660927383e-09,0.0033468849634825139,2.0311163087815392e-09,0.00228003127590069,2.0310893476883359e-09,2.3802953330961914e-06,1.2280519302018686e-16,7.137796992550791e-17,4.5709394974639808e-11,1.7353589997417338e-06,8.0023156623006297e-08,3.9013056148740824e-17,3.1782865252336853e-11,5.9910479833391712e-10,1.1660451352215309e-05,7.4706531091509697e-10,4.5780318301335327e-06,4.0561880842657183e-06,3.0931423265338133e-08,7.7590010725319535e-10,2.2519752757346431e-08,3.178469690787408e-13,2.5199836963615953e-10,6.3568740901934415e-13,5.7301727826977995e-07,5.2858711046722935e-07,2.1077649005382244e-11,7.9475743153985293e-08,2.0761889078252527e-07,3.32628909814046e-10,1.1638311853099805e-06,0.001499831943103648,1.2094197870225285e-09,3.0735320630955358e-08
6.031405053975534e-08,0.24481714490130596,76.950000000000003,0.0,0.0,0.0,0.00084960621918228683,9.493861993508947,0.005493025639201711,0.032164647861852802,1.9502630195726154e-05,7.2248294139121553e-07,5.4841744784819087e-09,8.3521065823500927e-07,0.14295777998276785,3.3463295530470031e-05,4.6109905083890099e-15,8.306786571852498e-05,0.010848926624030577,0.72630916510379495,0.010982154110176966,1.5848586227984432e-13,3.2292139698035882e-11,2.3828824049251482e-06,1.406493398549071e-10,0.00016875110633016123,9.7805073598120452e-08,0.041286605509356367,0.053347776230782011,7.7714226187483133e-06,4.2849119593938611e-06,1.206810446877533e-10,0.0067199074888437474,2.5151337511233852e-06,6.9289935317151925e-07,4.539976480731581e-05,5.0264246101044823e-06,2.4655568562577241e-06,0.0042567402592338655,0.0092080006218539148,4.1905460624387085e-11,1.5056555742157011e-11,6.2747362049891802e-07,1.9413886339219724e-07,2.0528768855268042e-09,3.9490665709222776e-05,0.00013043573950766567,0.00096501782919592512,9.5411483804111025e-07,0.00019147195407075564,8.7560696991012308e-06,0.00016428891662108219,2.0281975993470433e-08,3.2942792081231852e-06,8.3447826573839276e-07,0.0001586265708463582,4.4548994868164353e-05,1.5889323952777495e-08,1.1338176336571783e-06,9.4065176207382901e-05,2.3461102688513671e-06,4.474637482575728e-05,9.0456990351234819e-11,2.0930351694890739e-09,0.00023256448333147602,3.4498232836395891e-08,3.8164773414878649e-07,6.0333906202361246e-08,1.6858251466174315e-07,1.4123626960986607e-08,8.5424668717812334e-10,5.4722907822707419e-15,2.6404115694942015e-09,4.6328074493277536e-06,1.9216313291201235e-09,7.457894576057076e-09,3.2297807821902563e-10,1.6797945516955615e-09,0.0033566000366125758,2.0347457367293592e-09,0.0023006647345455368,2.0347187531534633e-09,2.4090927839436609e-06,1.2367525396001884e-16,7.1883674790816867e-17,4.5767476704199597e-11,1.7400176508246253e-06,8.1023387727501204e-08,3.9500361531741152e-17,3.2180127968388022e-11,6.0454273728985818e-10,1.1913687013044096e-05,7.5385601821578287e-10,4.6575344517534108e-06,4.1268072354983215e-06,3.1469856069267036e-08,7.8940624787075936e-10,2.2910871363378783e-08,3.2474875211493608e-13,2.5432224707090413e-10,6.4949090210813897e-13,5.8266068016288384e-07,5.3492627480401603e-07,2.1330426137528382e-11,8.0863103844089207e-08,2.1169712927826193e-07,3.309124595496244e-10,1.1694877705304354e-06,0.0015113099685055546,1.2186714995429618e-09,3.1272183268356461e-08
6.077786932777748e-08,0.2448171264943584,76.950000000000003,0.0,0.0,0.0,0.00084228436094278922,9.4938315774823892,0.005473191144873794,0.032026714606144903,1.8286978682347143e-05,6.7744672522917477e-07,5.460639336844379e-09,8.3091220819143208e-07,0.14222769004899594,3.3319688928356133e-05,4.3235628705020791e-15,8.1854209184893724e-05,0.010919012279502987,0.72707412381771064,0.010984458974532006,1.5780572555677688e-13,3.2500619086421361e-11,2.398300780162033e-06,1.3902831597415045e-10,0.00016892920903759104,9.1769582120421483e-08,0.041257593253225922,0.053349001952058779,7.7659373007422997e-06,4.2818875129393003e-06,1.2080814805539707e-10,0.0067566082018544497,2.5288622449687803e-06,6.9668165534308729e-07,4.5335468457733588e-05,5.0538733183387039e-06,2.4790788463175165e-06,0.0042677812410064761,0.0092244179088757979,4.2134169570858392e-11,1.5138730445882422e-11,6.2852275169845526e-07,1.9447807425504851e-07,2.0545244337780678e-09,3.967403118943294e-05,0.00013104291476528275,0.00096343695172622888,9.593493849251771e-07,0.00019163382317221233,8.723352213481182e-06,0.00016447809930223123,2.0392818346232325e-08,3.2980766691258426e-06,8.413703833296696e-07,0.00016025214979625331,4.4602319146785873e-05,1.6020559657007038e-08,1.1351867993436623e-06,9.504351616212982e-05,2.3729055665162711e-06,4.5135250485689401e-05,9.1201688085635034e-11,2.1038758547755142e-09,0.00023550560102432057,3.4934404639437252e-08,3.8432107994918807e-07,6.109672705167749e-08,1.7071281794199757e-07,1.4222533957866983e-08,8.6021655361281213e-10,5.5414417207048181e-15,2.6608499671361407e-09,4.668704025737711e-06,1.9316105487419144e-09,7.4526538915453798e-09,3.2331723172851072e-10,1.6887518028911798e-09,0.0033662188253553008,2.0383662479584358e-09,0.0023212704931493957,2.0383392393865266e-09,2.4380574458735596e-06,1.2454134508468114e-16,7.2387072283442213e-17,4.5822259549882686e-11,1.7445653471904426e-06,8.2026882747741739e-08,3.9989254662176729e-17,3.2578687017337845e-11,6.099885406107702e-10,1.2170213689262159e-05,7.6065669163357591e-10,4.7376141239149733e-06,4.1979408636573956e-06,3.2012209231148667e-08,8.030107253938658e-10,2.3304828269965366e-08,3.3174020221681508e-13,2.5665003554130471e-10,6.6347372934596153e-13,5.9238528840194501e-07,5.4126030581422642e-07,2.1582998576212044e-11,8.2260600694925711e-08,2.1580935708202585e-07,3.2920940332066017e-10,1.1751538971360269e-06,0.0015227557403928575,1.2278971591003549e-09,3.1812970502215157e-08
6.124168811579963e-08,0.24481710850418373,76.950000000000003,0.0,0.0,0.0,0.0008352020980321326,9.4938012796853073,0.005453425285732655,0.031889423414336704,1.7147530475990263e-05,6.3523373117563941e-07,5.4372138740616853e-09,8.2664658113745613e-07,0.14150131733992657,3.3176751564175398e-05,4.0541534439799429e-15,8.0657915346264277e-05,0.010988818213535029,0.72783495363421391,0.010986746094572678,1.5712875841845079e-13,3.2708265027077321e-11,2.4136576324446511e-06,1.3742899383309006e-10,0.00016910634972663961,8.6112384529164961e-08,0.041229022876927014,0.053350151308686609,7.7605352755296368e-06,4.2789089917240759e-06,1.209345653763401e-10,0.006793090037136954,2.5425087587786406e-06,7.004413715257355e-07,4.527219546282918e-05,5.0811581238118713e-06,2.4925201654524677e-06,0.0042785582051438481,0.0092407948825139977,4.2361511086787204e-11,1.5220413834329566e-11,6.2956956697544484e-07,1.948164780320876e-07,2.0561753945797001e-09,3.9857712646520796e-05,0.00013165113620725187,0.00096187599705665962,9.6455266225444601e-07,0.00019178602002404329,8.6907761130373626e-06,0.00016465584541403033,2.0503000051752944e-08,3.3016445803396829e-06,8.4826212754399022e-07,0.00016187463552001319,4.465249874752036e-05,1.6151788256095654e-08,1.1364755996677664e-06,9.6018812757006907e-05,2.3996651872756365e-06,4.5524481810900476e-05,9.1946212476302113e-11,2.1147447487385127e-09,0.00023845660612164312,3.5372040770063037e-08,3.8698239435997592e-07,6.1862108867404086e-08,1.7285026488763435e-07,1.4320995071119593e-08,8.6615948042347728e-10,5.610824546860111e-15,2.6812125591771819e-09,4.7044677325174447e-06,1.9416158826406509e-09,7.4474930265492208e-09,3.2365455054497282e-10,1.6977337993335342e-09,0.0033757426105933642,2.0419778582664569e-09,0.002341847930857796,2.0419508224133527e-09,2.4671895015092847e-06,1.2540353177522991e-16,7.2888200404766025e-17,4.5873811704559186e-11,1.7490043938707184e-06,8.303359825958922e-08,4.0479714404787415e-17,3.2978525152376343e-11,6.154422513097069e-10,1.2430042269485051e-05,7.6746738477868718e-10,4.8182666400488181e-06,4.2695852275821738e-06,3.2558454200541766e-08,8.1671282366405537e-10,2.370160276061024e-08,3.3882161555193173e-13,2.5898175303206125e-10,6.7763648307195902e-13,6.0219113034848814e-07,5.475889508221954e-07,2.1835356245854735e-11,8.3668160653173711e-08,2.1995528345356063e-07,3.2751935164183411e-10,1.1808295989011613e-06,0.0015341694987879165,1.2370969597202962e-09,3.235765402554077e-08
6.170550690382177e-08,0.24481709092973536,76.950000000000003,0.0,0.0,0.0,0.00082834386975568386,9.4937710996142659,0.0054337279731159196,0.031752771219202183,1.6079505714133655e-05,5.9566686447049117e-07,5.4138975651241936e-09,8.2241285793903153e-07,0.14077864729394318,3.3034480234431366e-05,3.8016319844788073e-15,7.947875951710344e-05,0.011058345136579309,0.72859168570744681,0.010989015794036494,1.5645494569275308e-13,3.2915079649282436e-11,2.4289531176305352e-06,1.3585110852450509e-10,0.00016928253570540713,8.0809752860820877e-08,0.041200887814640048,0.053351229087367981,7.7552153059021043e-06,4.2759757135928228e-06,1.2106030182713052e-10,0.0068293543058079581,2.5560737843574341e-06,7.0417863721414568e-07,4.5209929414734621e-05,5.1082800097645799e-06,2.5058812998421333e-06,0.0042890766466248866,0.0092571316086647887,4.258749338744743e-11,1.5301608859231237e-11,6.3061405992193873e-07,1.9515407503173256e-07,2.0578294697942016e-09,4.0041708478078069e-05,0.00013226039856626591,0.00096033504269852678,9.697248588003074e-07,0.0001919288559430419,8.6583430632030192e-06,0.00016482239280591634,2.0612525086663986e-08,3.3049877164589911e-06,8.5515340336391441e-07,0.00016349396500506139,4.4699598917840622e-05,1.6283007940719658e-08,1.1376857017356088e-06,9.6991011743118963e-05,2.4263874144191098e-06,4.5914071966453421e-05,9.26905557052588e-11,2.125641573740286e-09,0.00024141736884749558,3.5811121976300741e-08,3.8963187744239012e-07,6.2630017979727853e-08,1.7499476153928581e-07,1.4419017712776598e-08,8.7207591244216259e-10,5.680436210758438e-15,2.7015004404463232e-09,4.7401004852937346e-06,1.9516470766793771e-09,7.4424107950601667e-09,3.239900485343454e-10,1.7067403256933597e-09,0.0033851726520956519,2.0455805819600652e-09,0.0023623964407300775,2.0455535167531041e-09,2.4964891215197572e-06,1.262618789360246e-16,7.3387096879100241e-17,4.5922200200343421e-11,1.7533370512729581e-06,8.4043491237159962e-08,4.0971719818181257e-17,3.3379625284868882e-11,6.2090391170269974e-10,1.2693183471430543e-05,7.7428815039510339e-10,4.8994877871399757e-06,4.3417365801603556e-06,3.3108562382171414e-08,8.3051182539847112e-10,2.4101174087385469e-08,3.4599328363093504e-13,2.6131741724586071e-10,6.9197974631131125e-13,6.1207823406554189e-07,5.5391197211863355e-07,2.2087489667669807e-11,8.5085710521621542e-08,2.2413461820626759e-07,3.2584194034980619e-10,1.1865149035122872e-06,0.001545551481447691,1.2462710935980915e-09,3.2906205475684445e-08
6.216932569184392e-08,0.24481707376948011,76.950000000000003,0.0,0.0,0.0,0.00082169523726211534,9.4937410367637458,0.0054140991079003843,0.031616754962601877,1.5078424277600898e-05,5.5858013640652624e-07,5.3906898865991253e-09,8.1821017873634536e-07,0.14005966509128948,3.289287174524913e-05,3.564939128089061e-15,7.8316518366948799e-05,0.011127593769086782,0.729344350338332,0.010991268380695746,1.5578427225313961e-13,3.3121065111951592e-11,2.4441873937862161e-06,1.3429439624484535e-10,0.00016945777407933197,7.5839447111315153e-08,0.041173181479860349,0.053352239774557352,7.7499761507930232e-06,4.2730869942622463e-06,1.211853624425431e-10,0.0068654023112253298,2.569557810596232e-06,7.0789358710037484e-07,4.5148653916434282e-05,5.1352399536146765e-06,2.5191627325926036e-06,0.0042993419534073669,0.0092734281470162449,4.2812124639411347e-11,1.5382318454821838e-11,6.3165622441601266e-07,1.954908655017973e-07,2.0594863802747947e-09,4.022601705866741e-05,0.00013287069649628528,0.00095881413458816635,9.7486616213760733e-07,0.00019206263583327536,8.6260546109806784e-06,0.00016497797524163936,2.0721397403975064e-08,3.3081107701588839e-06,8.6204411697555274e-07,0.00016511007818607043,4.4743683788307892e-05,1.6414216924473924e-08,1.1388187441341813e-06,9.7960060938510616e-05,2.4530705812585489e-06,4.6304024061550166e-05,9.3434710073291303e-11,2.1365660586011301e-09,0.00024438776060750812,3.6251629181760813e-08,3.9226972769475979e-07,6.3400421025912978e-08,1.7714621479464385e-07,1.4516609236967212e-08,8.7796629102918146e-10,5.7502736902423006e-15,2.7217147029322684e-09,4.7756041948568232e-06,1.9617038826202578e-09,7.4374060073319282e-09,3.2432373918337084e-10,1.71577117152981e-09,0.0033945101889795038,2.0491744320001169e-09,0.00238291542954432,2.0491473355645358e-09,2.5259564648482875e-06,1.2711645096439028e-16,7.3883799136053747e-17,4.596749092188862e-11,1.7575655358378885e-06,8.5056519048961741e-08,4.1465250152953132e-17,3.3781970482821684e-11,6.2637356340791114e-10,1.2959647843807621e-05,7.8111904035950102e-10,4.9812733465674093e-06,4.414391169080569e-06,3.3662505141663216e-08,8.4440701233368889e-10,2.4503521475062503e-08,3.5325549335913068e-13,2.6365704560291744e-10,7.0650409287835793e-13,6.2204662830462586e-07,5.6022914647024686e-07,2.2339389940108237e-11,8.6513176974838643e-08,2.2834707182232385e-07,3.2417682876584803e-10,1.1922098329539714e-06,0.0015569019238305636,1.2554197510719691e-09,3.3458596440416136e-08
6.263314447986606e-08,0.24481705702144022,76.950000000000003,0.0,0.0,0.0,0.00081524280153613346,9.4937110906264568,0.0053945385813184994,0.03148137159560855,1.4140087004926293e-05,5.2381796825320698e-07,5.3675903166509064e-09,8.1403773864651267e-07,0.13934435567961562,3.2751922912499413e-05,3.3430819488760995e-15,7.7170970024569453e-05,0.011196564841188453,0.7300929770292981,0.010993504147479179,1.551167230192225e-13,3.3326223602686489e-11,2.4593606211170865e-06,1.3275859444741847e-10,0.00016963207176422577,7.1180621982474292e-08,0.041145897276082484,0.053353187575289951,7.7448165672870921e-06,4.2702421484293333e-06,1.2130975212467282e-10,0.0069012353489765364,2.5829613234682678e-06,7.1158635507263079e-07,4.5088352605044019e-05,5.1620389269482795e-06,2.5323649437460773e-06,0.0043093594080532123,0.0092896845516636951,4.3035412960472996e-11,1.5462545537809828e-11,6.3269605461205952e-07,1.9582684963734817e-07,2.0611458645182828e-09,4.0410636741801478e-05,0.00013348202457926991,0.0009573132895221955,9.7997675864846906e-07,0.00019218765828259865,8.5939121908359931e-06,0.00016512282244852641,2.0829620933028401e-08,3.3110183530834159e-06,8.6893417574292555e-07,0.00016672291787267807,4.4784816385783286e-05,1.6545413443383581e-08,1.1398763372669345e-06,9.8925910180310507e-05,2.4797130701235354e-06,4.6694341149550372e-05,9.4178667995824481e-11,2.147517938427432e-09,0.00024736765397751989,3.6693543483943553e-08,3.9489614196611074e-07,6.4173284947339938e-08,1.7930453240019339e-07,1.4613776936716676e-08,8.8383105388176657e-10,5.8203339907065288e-15,2.7418564349500063e-09,4.810980765693774e-06,1.9717860579673543e-09,7.4324774718104085e-09,3.2465563562390091e-10,1.7248261311590497e-09,0.0034037564401575974,2.0527594201358261e-09,0.0024034043176018012,2.0527322907810829e-09,2.5555916789380295e-06,1.2796731172258786e-16,7.437834429424033e-17,4.6009748619959734e-11,1.7616920207028098e-06,8.607263945404818e-08,4.1960284849812118e-17,3.4185543969354483e-11,6.3185124734531264e-10,1.322944576818898e-05,7.8796010568081616e-10,5.0636190949225833e-06,4.4875452375661055e-06,3.4220253811134641e-08,8.5839766536596434e-10,2.4908624125140463e-08,3.6060852708759159e-13,2.6600065524073239e-10,7.2121008747882285e-13,6.3209634249274884e-07,5.6654026463904945e-07,2.2591048719690997e-11,8.7950486574469504e-08,2.325923555621456e-07,3.2252369799323743e-10,1.1979144038717022e-06,0.0015682210590688206,1.2645431206008531e-09,3.4014798463854895e-08
6.309696326788821e-08,0.24481704068323384,76.950000000000003,0.0,0.0,0.0,0.00080897412740760558,9.4936812606936272,0.0053750462757149627,0.03134661807863047,1.326055808291872e-05,4.9123453876503665e-07,5.3445983350611506e-09,8.0989478378138418e-07,0.1386327037976218,3.2611630561920519e-05,3.1351297945844977e-15,7.6041894172695793e-05,0.011265259092381704,0.73083759453503971,0.010995723373508745,1.5445228295734793e-13,3.3530557336839866e-11,2.4744729618982842e-06,1.3124344198267996e-10,0.00016980543549836421,6.681373946718961e-08,0.041119028606584354,0.053354076430830379,7.7397353124608765e-06,4.2674404907861687e-06,1.2143347565136923e-10,0.0069368547068710922,2.596284806026016e-06,7.1525707421446238e-07,4.5029009172952124e-05,5.1886778955137906e-06,2.5454884102910627e-06,0.0043191341893639764,0.0093059008716779891,4.3257366419596593e-11,1.5542293007359204e-11,6.3373354493165799e-07,1.9616202758794171e-07,2.0628076774162958e-09,4.059556586179194e-05,0.00013409437733146698,0.00095583249744221686,9.8505683352635359e-07,0.00019230421565959272,8.5619171302713566e-06,0.00016525716016752248,2.0937199579466573e-08,3.3137149968493868e-06,8.7582348818318836e-07,0.00016833242967820256,4.482305864687257e-05,1.6676595755432231e-08,1.1408600636954736e-06,9.9888511277621629e-05,2.5063133113690355e-06,4.7085026228027373e-05,9.4922421998982267e-11,2.1584969544370483e-09,0.00025035692269225981,3.7136846152553268e-08,3.9751131537652644e-07,6.4948576986557159e-08,1.8146962294298129e-07,1.4710528040995455e-08,8.8967063485768329e-10,5.8906141448311101e-15,2.7619267203612476e-09,4.8462320946164469e-06,1.981893365806976e-09,7.4276239969011826e-09,3.2498575065543638e-10,1.7339050035207087e-09,0.0034129126047702284,2.0563355570286213e-09,0.0024238625385312033,2.0563083932355897e-09,2.5853948999539286e-06,1.2881452451197482e-16,7.487076914626037e-17,4.6049036925245968e-11,1.7657186363695291e-06,8.709181059819208e-08,4.2456803537718079e-17,3.4590329121180683e-11,6.3733700373684525e-10,1.350258746086682e-05,7.9481139650041514e-10,5.1465208048075335e-06,4.5611950250903154e-06,3.4781779694646333e-08,8.7248306468796884e-10,2.5316461219773363e-08,3.680526626638111e-13,2.6834826301405059e-10,7.3609828581112315e-13,6.4222740671941967e-07,5.7284513091145538e-07,2.284245820223141e-11,8.9397565784154794e-08,2.3687018156837028e-07,3.2088224933950236e-10,1.2036286279127976e-06,0.001579509117946358,1.2736413887463525e-09,3.4574783052254512e-08
6.356078205591035e-08,0.24481702475211162,76.950000000000003,0.0,0.0,0.0,0.00080287767313468484,9.4936515464552897,0.0053556220652478687,0.031212491381532422,1.2436148539898098e-05,4.6069317254987589e-07,5.3217134232483388e-09,8.0578060755729689e-07,0.13792469399693891,3.2471991529238524e-05,2.9402103831162534e-15,7.4929072133960413e-05,0.011333677271221348,0.73157823090960361,0.010997926325057946,1.5379093708116523e-13,3.3734068556594252e-11,2.4895245804066079e-06,1.2974867922649191e-10,0.00016997787185370214,6.2720486908318307e-08,0.041092568883375521,0.053354910035215308,7.7347311450659852e-06,4.264681336948018e-06,1.2155653768406046e-10,0.0069722616649368074,2.6095287383996958e-06,7.1890587680434857e-07,4.4970607386982687e-05,5.2151578192188166e-06,2.5585336061731749e-06,0.004328671374023132,0.0093220771516300416,4.3477993036889321e-11,1.5621563745079729e-11,6.3476869005497156e-07,1.9649639946428868e-07,2.0644715890976819e-09,4.078080273547742e-05,0.00013470774920928594,0.00095437172357723521,9.9010657078034791e-07,0.0001924125942107621,8.5300706550984606e-06,0.00016538121020388697,2.1044137225212479e-08,3.3162051540633762e-06,8.8271196394269295e-07,0.00016993856194938661,4.4858471431569817e-05,1.6807762140106076e-08,1.1417714784864702e-06,0.00010084781796516365,2.5328697823954926e-06,4.7476082238858495e-05,9.5665964715825482e-11,2.1695028537830784e-09,0.00025335544163408258,3.7581518627820937e-08,4.0011544124391282e-07,6.5726264684347598e-08,1.8364139584242691e-07,1.480686971200579e-08,8.9548546381303153e-10,5.9611112123153471e-15,2.7819266378461247e-09,4.8813600694795692e-06,1.9920255746465578e-09,7.4228443925859485e-09,3.2531409676603488e-10,1.7430075920430079e-09,0.0034219798626037357,2.0599028523664363e-09,0.0024442895390927809,2.0598756527754387e-09,2.615366253001123e-06,1.2965815204924437e-16,7.5361110144890283e-17,4.6085418362377516e-11,1.7696474713754716e-06,8.8113991010079306e-08,4.2954786032028335e-17,3.4996309467095635e-11,6.4283087210703498e-10,1.3779082974691818e-05,8.0167296209283037e-10,5.2299742456128397e-06,4.6353367680740111e-06,3.534705407351615e-08,8.8666248992208222e-10,2.572701192559831e-08,3.755881734818951e-13,2.7069988549500671e-10,7.5116923466675775e-13,6.5243985172368465e-07,5.7914356263721435e-07,2.3093611104449923e-11,9.085434098408525e-08,2.4118026296452689e-07,3.1925220285433558e-10,1.2093525120467191e-06,0.00159076632888119,1.2827147401586285e-09,3.5138521679646741e-08
