Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995)
2.1895520217341625e-08,0.38560088963546685,76.950000000000003,0.0,0.0,0.0,3.0213892283566609e-06,9.4998946197703109,0.00027167378565834134,0.00017946856791421382,8.3707287584009496e-12,4.3709808708187111e-14,1.0240488571023929e-11,2.3156545026808917e-06,0.0036788025360855368,5.4982181650596164e-08,1.6881247571082576e-22,4.5951460752140282e-17,9.9262062665236376e-05,0.9589922109893817,7.6113634242522633e-06,1.7110742504385986e-16,6.1155273624877282e-13,1.2381740786671169e-07,7.0100316943606138e-15,0.00061915000840687725,2.7718413047031064e-11,0.0028217268591445095,0.0028228634477666633,1.9653116205399846e-07,9.6325931489157344e-08,2.6107592269172134e-07,0.0023219411316451831,3.2187288165006637e-07,7.8855346815065393e-08,6.5810665217583524e-09,8.8470590951940936e-08,5.3255091607117553e-06,3.1935870847249721e-07,0.026772403449779856,3.8012142286376766e-13,1.6038605291248984e-13,6.6096958561047422e-06,2.4263643577554047e-06,1.4406608853569584e-07,0.00069253389347481188,0.0020012055646624928,9.098076617800229e-08,8.8275890986179775e-08,1.733029043166013e-07,1.1384796158161396e-09,2.8749938904971318e-09,6.0322021480910472e-08,6.6824688360727714e-12,2.3979463212374718e-06,1.1666373356736325e-08,1.4580854567999783e-09,2.8665711096266939e-08,2.2506053773744955e-12,1.331225260205197e-11,1.1283020498774046e-13,0.0012937520623493948,7.5442247375491371e-10,2.9112164931808875e-06,0.00020708872111681114,7.8391541602753536e-09,3.4283213037163105e-07,1.5844202169942646e-08,4.3497340399469696e-08,1.7784331147953257e-09,4.1338219473565205e-09,2.8173341722429836e-16,1.1417185061744753e-08,1.1485165978990593e-05,9.1265691700683646e-07,9.8904462654933712e-09,2.4420405390909387e-09,9.1252690879154153e-07,0.00010395818365121122,1.3902847633055075e-08,3.0227252558830453e-07,1.390287254906505e-08
2.2143880126123746e-08,0.385600889646891,76.950000000000003,0.0,0.0,0.0,3.019133505351984e-06,9.4998944093065152,0.00026950594937134181,0.00017415656447973841,8.385134518875325e-12,4.3784899476874545e-14,9.9373850767354349e-12,2.3151462726564194e-06,0.0036777904472640277,5.3354787024461344e-08,1.6910248518345424e-22,4.6082797111968747e-17,9.9472659932438502e-05,0.95880242851827047,7.6117089475080934e-06,1.6604288784936653e-16,6.1285020698188397e-13,1.2408100238754152e-07,7.0099786851669504e-15,0.00061902748227163731,2.772414682095977e-11,0.0028217275847337675,0.0028228641738558559,1.9653120823069831e-07,9.6325954121914329e-08,2.610242563409941e-07,0.0023260732997020359,3.2244568886021713e-07,7.899568262297869e-08,6.5810699060830286e-09,8.8628045796528948e-08,5.3350347817851703e-06,3.1935887259970955e-07,0.026920950000755006,3.8079793278365422e-13,1.6067149521607996e-13,6.6464538600405497e-06,2.4398376751206674e-06,1.4487391555252662e-07,0.00070000785928507983,0.0020228501295830093,9.0980812957035176e-08,8.843383836599586e-08,1.7638965191428158e-07,1.1384710063917065e-09,2.8749732284578526e-09,6.0430700004853251e-08,6.6824206773187105e-12,2.4064320969571925e-06,1.2022716401027132e-08,1.4580749316940526e-09,2.8767156477071904e-08,2.2505890686456449e-12,1.3350796301669632e-11,1.1416540770665227e-13,0.0013090674753690617,7.5710080052133901e-10,2.942736443768651e-06,0.00020799895046128621,7.8736099809805498e-09,3.4407298742663172e-07,1.5913843231066709e-08,4.3688564195493439e-08,1.7848712166018901e-09,4.1487373521631768e-09,2.8297197877417019e-16,1.1460131245722329e-08,1.1528381938201769e-05,9.2253839633621936e-07,9.8904488087563374e-09,2.4415572109391628e-09,9.2240783257595592e-07,0.0001041659235959217,1.3979989355551547e-08,3.0341835024975105e-07,1.3980014229299859e-08
2.264059994368799e-08,0.385600889669704,76.950000000000003,0.0,0.0,0.0,3.0146777622486882e-06,9.4998940064238919,0.00026522241558835677,0.00016402792694501542,8.4138376375371188e-12,4.3934465316749583e-14,9.3594439522397719e-12,2.3141426290913279e-06,0.0036758584155896818,5.0251760176895792e-08,1.6968012623139609e-22,4.634123408520392e-17,9.987540141667742e-05,0.95842289051169072,7.6123719595833514e-06,1.5638610600122763e-16,6.153314607362297e-13,1.2458508999699873e-07,7.0098763945059728e-15,0.00061878244652443875,2.7735580026458377e-11,0.0028217290364119523,0.0028228656265348148,1.965313009926521e-07,9.6325999587262191e-08,2.609209309688939e-07,0.0023339410935592254,3.2353633385994505e-07,7.9262886913718736e-08,6.5810766770667707e-09,8.8927845323622114e-08,5.3531718441516754e-06,3.1935920096792703e-07,0.027217282506781782,3.8208603114597923e-13,1.6121498726685472e-13,6.7198074502773823e-06,2.4667184873118575e-06,1.4648833426901258e-07,0.00071505068079533813,0.0020664148407101108,9.0980906547415797e-08,8.8734574713269699e-08,1.8258253421912689e-07,1.1384543929652182e-09,2.8749333323960633e-09,6.0637658385513805e-08,6.6823276903003195e-12,2.4226909463425161e-06,1.2754172481664364e-08,1.4580546100261445e-09,2.896152708577365e-08,2.2505575812066426e-12,1.3425118774476637e-11,1.1683444338694688e-13,0.0013399163795114728,7.6223255840105821e-10,3.0061781863255423e-06,0.00020974474459478927,7.939695267555752e-09,3.4645035466741775e-07,1.604741281257661e-08,4.4055326316874653e-08,1.7972060307873009e-09,4.1773133503760369e-09,2.8534750666826524e-16,1.154243172846916e-08,1.1611199571802387e-05,9.4242733317997885e-07,9.8904538970387185e-09,2.4405906279280597e-09,9.422956648333214e-07,0.0001045634087276088,1.4133878460297138e-08,3.0561318326353768e-07,1.413390325021638e-08
2.3087647779495812e-08,0.3856008896901989,76.950000000000003,0.0,0.0,0.0,3.0107272871932334e-06,9.4998936633786766,0.00026142591118224427,0.00015544881501935683,8.4395425658551101e-12,4.4068360320840516e-14,8.869918958873828e-12,2.3132513738705259e-06,0.0036742052148608594,4.7623448862174799e-08,1.7019724464928657e-22,4.6569145619528033e-17,0.00010021787624431282,0.95808135674630412,7.6129382055152044e-06,1.48206663720557e-16,6.1744141694159613e-13,1.2501374015542514e-07,7.0097883710182492e-15,0.00061856194610948709,2.7745828384950331e-11,0.0028217303434900855,0.0028228669345146456,1.9653138492239102e-07,9.6326040723726561e-08,2.6082795186419232e-07,0.0023405934713655431,3.2445849596345829e-07,7.9488813465948908e-08,6.5810827736045983e-09,8.9181331788123837e-08,5.3685070365016155e-06,3.1935949662867949e-07,0.027483119024670977,3.8317514375359288e-13,1.6167452053081829e-13,6.7856413468422452e-06,2.4908365434004874e-06,1.4793989803593202e-07,0.00072869672286334549,0.0021059352940915026,9.0980990815480536e-08,8.8988852261077812e-08,1.8817620334331894e-07,1.1384400967107298e-09,2.8748989728483979e-09,6.0812677996378047e-08,6.682247609756088e-12,2.4365447583606364e-06,1.3433950443248194e-08,1.4580371097249563e-09,2.912714608276123e-08,2.2505304666119463e-12,1.3489013947587059e-11,1.192350241334327e-13,0.0013679277411456576,7.6660527115476918e-10,3.0637310086914341e-06,0.0002112341575609259,7.9960754990042931e-09,3.4847592225731472e-07,1.6161366832515976e-08,4.4368227348581726e-08,1.8077155629682124e-09,4.2016601508438998e-09,2.8737417486972022e-16,1.1612573899575538e-08,1.1681782665173374e-05,9.6047009951234758e-07,9.8904584784839637e-09,2.4397208367481131e-09,9.6033744433756362e-07,0.00010490165091793574,1.4271931354582795e-08,3.0748331965852944e-07,1.4271956069817862e-08
2.3534695615303633e-08,0.38560088971066186,76.950000000000003,0.0,0.0,0.0,3.006829843807422e-06,9.4998933377818648,0.00025768416321852701,0.0001473486954125545,8.4651233370928079e-12,4.4201578586124003e-14,8.407725346113119e-12,2.3123691997359237e-06,0.0036726158003567155,4.5141882614224893e-08,1.7071174942200041e-22,4.6792791627893236e-17,0.00010054250569364173,0.95773988849139802,7.613477162120144e-06,1.4048389976308156e-16,6.1944142927203511e-13,1.2542004961761718e-07,7.0097039513278529e-15,0.00061834148738513616,2.7756035005698743e-11,0.0028217316511039304,0.0028228682430311027,1.9653146924953904e-07,9.6326082055632665e-08,2.6073499059488318e-07,0.0023468642478576716,3.2532775980795724e-07,7.9701780120296775e-08,6.5810888726447076e-09,8.9420277417581262e-08,5.3829625045398542e-06,3.1935979241154097e-07,0.027748142938952003,3.8420178103623302e-13,1.6210769335289687e-13,6.8513015211642192e-06,2.5148842518291457e-06,1.4939011968465228e-07,0.00074244387848875772,0.0021457494068067755,9.0981075118197816e-08,8.9228542733548073e-08,1.937867631351328e-07,1.1384263857465035e-09,2.8748659938226594e-09,6.0977685704130086e-08,6.6821707489260562e-12,2.4496960020100616e-06,1.4134136013373795e-08,1.4580203137373038e-09,2.928436606776617e-08,2.250504444453846e-12,1.3550236295528966e-11,1.2163414586739004e-13,0.0013961720145632508,7.7075627637544066e-10,3.121712028038721e-06,0.00021264963257526553,8.0496568807400002e-09,3.5039865136115186e-07,1.6269663903950042e-08,4.4665595496947293e-08,1.8176915303753212e-09,4.2247703795381997e-09,2.8930023617789545e-16,1.1679172433622523e-08,1.1748799991909971e-05,9.7864710655150466e-07,9.8904630617906944e-09,2.438851216913221e-09,9.7851347135167589e-07,0.00010522249383317264,1.4409562938533685e-08,3.0925925776753987e-07,1.4409587579790321e-08
2.3981743451111454e-08,0.3856008897310956,76.950000000000003,0.0,0.0,0.0,3.0029826367031652e-06,9.499893028659173,0.00025399638190034743,0.00013970082248151446,8.4905785755319062e-12,4.4334080113203095e-14,7.9713370011924218e-12,2.3114943557347776e-06,0.0036710770379025552,4.2798867568000858e-08,1.7122348606554321e-22,4.7012339561346285e-17,0.00010085028512083242,0.95739849929082121,7.6139902638392837e-06,1.3319231439163962e-16,6.2133763004763947e-13,1.2580526446903553e-07,7.009622933780503e-15,0.00061812107921770153,2.7766197855528144e-11,0.002821732959251273,0.0028228695520819413,1.9653155395626284e-07,9.6326123572329146e-08,2.6064205084177172e-07,0.0023527755859616517,3.2614719766023004e-07,7.9902539575008018e-08,6.5810949741771294e-09,8.9645526732567597e-08,5.396589346684945e-06,3.1936008831605459e-07,0.028012358739966332,3.8516957153260788e-13,1.6251603673480397e-13,6.916788852646731e-06,2.5388619914677191e-06,1.5083899758415324e-07,0.00075629145360941899,0.0021858551644188253,9.0981159455427679e-08,8.945449342341163e-08,1.9941227765971668e-07,1.1384132273313901e-09,2.8748343180871559e-09,6.1133260623823605e-08,6.6820969277024001e-12,2.4621776356875745e-06,1.4854789440875643e-08,1.458004182661455e-09,2.943358104608602e-08,2.2504794536175286e-12,1.3608935421603377e-11,1.2403181836996177e-13,0.001424647812394948,7.746959702494767e-10,3.1801183050492504e-06,0.00021399448468729446,8.1005649011398891e-09,3.5222337758335676e-07,1.6372557659680163e-08,4.4948127161838301e-08,1.8271590213191596e-09,4.2467022278464589e-09,2.9113020119256686e-16,1.1742392273707756e-08,1.1812417510972572e-05,9.9695743282182282e-07,9.8904676469947128e-09,2.437981802694289e-09,9.9682282429501832e-07,0.00010552690921662852,1.4546775537874778e-08,3.1094604319709023e-07,1.4546800105784613e-08
2.4428791286919275e-08,0.3856008897515029,76.950000000000003,0.0,0.0,0.0,2.9991833353444356e-06,9.4998927350907412,0.00025036178880367537,0.0001324799443532755,8.51590794953194e-12,4.4465889872158048e-14,7.5593130443199771e-12,2.3106254585336835e-06,0.0036695785592477702,4.058666749115735e-08,1.7173255101860647e-22,4.7227957543564119e-17,0.00010114215440633231,0.9570571999463332,7.6144788699956847e-06,1.2630783204717781e-16,6.2313580979873025e-13,1.2617056134564476e-07,7.0095451280907789e-15,0.00061790072867750191,2.7776315026070564e-11,0.0028217342679297966,0.0028228708616648119,1.9653163902165987e-07,9.6326165265007798e-08,2.6054913555090448e-07,0.0023583483357284924,3.2691969980280564e-07,8.0091799938091503e-08,6.581101078191017e-09,8.9857874219909806e-08,5.4094356339811092e-06,3.19360384341735e-07,0.028275770860929111,3.8608192878914683e-13,1.6290099096729201e-13,6.9821042207424643e-06,2.5627701377425504e-06,1.5228653138522885e-07,0.00077023876363730033,0.0022262505798156763,9.0981243827022913e-08,8.9667501422541389e-08,2.0505091858976077e-07,1.1384005905541672e-09,2.8748038727264933e-09,6.12799477646594e-08,6.6820259760199578e-12,2.4740213282208929e-06,1.5595964317141207e-08,1.4579886792977433e-09,2.9575169608668747e-08,2.250455436404551e-12,1.3665252567968238e-11,1.2642805092623865e-13,0.0014533537325030427,7.7843434265614536e-10,3.23894694064686e-06,0.00021527191528953948,8.1489207457966348e-09,3.5395474614042078e-07,1.6470293036305912e-08,4.521649486930168e-08,1.8361421363821184e-09,4.2675115912841984e-09,2.9286842588294504e-16,1.1802392044348845e-08,1.1872794825407825e-05,1.0154001694439282e-06,9.8904722340614856e-09,2.4371126213315149e-09,1.0152645942066175e-06,0.00010581581448510504,1.4683571448771171e-08,3.125484972473696e-07,1.4683595943961274e-08
2.4875839122727096e-08,0.3856008897718861,76.950000000000003,0.0,0.0,0.0,2.9954299775647986e-06,9.4998924562080536,0.00024677961671752474,0.00012566221938095783,8.5411119579810288e-12,4.4597038754278698e-14,7.1702930639610654e-12,2.3097614146968603e-06,0.003668112175257165,3.8497978193941989e-08,1.722390635879343e-22,4.7439809987748365e-17,0.00010141900104490765,0.95671599909712202,7.6149442687726827e-06,1.1980772170928876e-16,6.2484143631019966e-13,1.2651705130224713e-07,7.0094703546034607e-15,0.00061768044141844434,2.7786384772220208e-11,0.0028217355771370869,0.0028228721717772727,1.9653172442580008e-07,9.632620712514362e-08,2.6045624707856351e-07,0.0023636021143790204,3.2764798561954499e-07,8.0270227448041962e-08,6.5811071846746037e-09,9.0058067389336328e-08,5.4215465947095018e-06,3.1936068048807134e-07,0.028538383684959333,3.8694206451194119e-13,1.6326391117784536e-13,7.0472485039285949e-06,2.5866090629336408e-06,1.5373272174832546e-07,0.00078428513247027402,0.0022669336903749114,9.0981328232829966e-08,8.9868316684636445e-08,2.1070096031094298e-07,1.1383884462310628e-09,2.8747745888998787e-09,6.1418260093026841e-08,6.6819577333137426e-12,2.4852574824195184e-06,1.6357707938252945e-08,1.4579737685252699e-09,2.9709495211774417e-08,2.2504323383408516e-12,1.3719321083805642e-11,1.2882285235182678e-13,0.0014822883620660234,7.8198098452335637e-10,3.2981950717800496e-06,0.00021648501217378624,8.1948413000347025e-09,3.5559721548671645e-07,1.6563106278869188e-08,4.5471347283419367e-08,1.8446640072342821e-09,4.2872521137591609e-09,2.9451911166364086e-16,1.1859324149945813e-08,1.1930085281108348e-05,1.0339744188340277e-06,9.8904768229467125e-09,2.4362436945720667e-09,1.0338378834288084e-06,0.00010609007577361764,1.4819952941672325e-08,3.1407122275249337e-07,1.4819977364779688e-08
2.5322886958534916e-08,0.3856008897922477,76.950000000000003,0.0,0.0,0.0,2.9917208932304446e-06,9.4998921911911047,0.0002432491094856111,0.00011922513732861515,8.5661917949279188e-12,4.472748262406101e-14,6.8029926224895341e-12,2.3089013593146524e-06,0.0036666714119424817,3.652590338829213e-08,1.7274285331455726e-22,4.7648058184066718e-17,0.00010168166306218536,0.95637490367804778,7.6153876809716571e-06,1.1367052176789444e-16,6.2645967259947042e-13,1.2684578346363175e-07,7.00939844357969e-15,0.00061746022197818422,2.7796405589785243e-11,0.0028217368868706386,0.0028228734824167936,1.9653181015526193e-07,9.6326249143259081e-08,2.6036338730269881e-07,0.0023685553812326939,3.2833461397027347e-07,8.0438449021300559e-08,6.5811132936166406e-09,9.0246809636768502e-08,5.4329647871961878e-06,3.1936097675452966e-07,0.028800201550666881,3.8775300089331781e-13,1.6360607252978686e-13,7.1122225788954585e-06,2.610379136409411e-06,1.5517757012818911e-07,0.00079842989166718933,0.0023079025555960788,9.0981412672689385e-08,9.0057644893005638e-08,2.1636077517075207e-07,1.1383767668090981e-09,2.8747464016131336e-09,6.1548680465158554e-08,6.6818920480232313e-12,2.4959152615840986e-06,1.7140061650498304e-08,1.4579594171856132e-09,2.9836906491729858e-08,2.2504101079951614e-12,1.3771266866921118e-11,1.3121623101807342e-13,0.0015114502809462974,7.8534509612270438e-10,3.357859867894462e-06,0.00021763675014073273,8.2384391724876652e-09,3.5715506135545979e-07,1.665122498797604e-08,4.571330933469995e-08,1.8527468176103421e-09,4.3059752367363121e-09,2.9608630622528234e-16,1.1913334890230251e-08,1.1984436082661336e-05,1.0526792936224909e-06,9.8904814137058972e-09,2.4353750399161079e-09,1.0525418045096156e-06,0.00010635051080699674,1.4955922264493972e-08,3.1551861033733044e-07,1.4955946616066274e-08
2.5769934794342737e-08,0.38560088981258944,76.950000000000003,0.0,0.0,0.0,2.9880546441939392e-06,9.499891939265666,0.00023976952184954448,0.00011314744492890442,8.5911490326025666e-12,4.4857250147191039e-14,6.4561990025979022e-12,2.308044606783248e-06,0.0036652511458257109,3.4663931869736295e-08,1.7324403090994908e-22,4.7852860107282156e-17,0.00010193093177057334,0.95603391927982517,7.6158102635664749e-06,1.0787596901483958e-16,6.2799539387833438e-13,1.2715774847464054e-07,7.0093292348858976e-15,0.00061724007401404415,2.7806376040752352e-11,0.0028217381971278716,0.002822874793580767,1.9653189619247463e-07,9.6326291311997554e-08,2.6027055775003909e-07,0.0023732255079519132,3.2898199295349297e-07,8.0597054632542183e-08,6.5811194050052405e-09,9.0424762905029254e-08,5.4437302618200097e-06,3.1936127314055509e-07,0.029061228756572088,3.8851758199674897e-13,1.6392867502974673e-13,7.1770273199049138e-06,2.6340807248216616e-06,1.5662107860262937e-07,0.00081267237975914239,0.0023491552551233564,9.0981497146436514e-08,9.0236150143046755e-08,2.2202882887237222e-07,1.1383655262748058e-09,2.8747192495034682e-09,6.1671663439191989e-08,6.6818287770303274e-12,2.5060226184068417e-06,1.7943061180138881e-08,1.4579455939729856e-09,2.9957737614778831e-08,2.2503886968106191e-12,1.3821208780785302e-11,1.3360819487603466e-13,0.0015408380644626933,7.8853549614938074e-10,3.4179385280484629e-06,0.00021872999207751814,8.279822734921888e-09,3.5863238113446996e-07,1.673486820135174e-08,4.5942982444899024e-08,1.8604118259687471e-09,4.3237302526014231e-09,2.9757390499266705e-16,1.1964564589266903e-08,1.2035988423211362e-05,1.0715139156983965e-06,9.8904860063120587e-09,2.4345066713766535e-09,1.0713754792780935e-06,0.0001065978916115156,1.5091481644218128e-08,3.1689484496253804e-07,1.5091505924793713e-08
2.6216982630150558e-08,0.38560088983291335,76.950000000000003,0.0,0.0,0.0,2.984429977991978e-06,9.499891699700731,0.00023634011929370233,0.00010740907569619103,8.6159855392605051e-12,4.4986397553626696e-14,6.1287672044432911e-12,2.3071906137543632e-06,0.0036638473231594255,3.290591601904542e-08,1.7374281354260973e-22,4.8054367561494249e-17,0.00010216755436878699,0.95569305042641417,7.6162131130605303e-06,1.0240493173795975e-16,6.2945320357399442e-13,1.2745388175445366e-07,7.0092625773668803e-15,0.00061702000048470106,2.7816294769348972e-11,0.002821739507906134,0.0028228761052665158,1.965319825190352e-07,9.6326333624576594e-08,2.6017775965990046e-07,0.0023776288442670115,3.2959238900812772e-07,8.0746599548727018e-08,6.5811255188273576e-09,9.0592550193803697e-08,5.4538807125898203e-06,3.1936156964557346e-07,0.029321469564539751,3.8923848455696131e-13,1.6423284808324723e-13,7.2416635982982318e-06,2.6577141922514242e-06,1.5806324974034259e-07,0.00082701194168069696,0.0023906898871122583,9.0981581653901867e-08,9.0404457456688981e-08,2.2770367602077018e-07,1.1383547000681799e-09,2.8746930746365255e-09,6.1787636972620286e-08,6.6817677851988042e-12,2.5156063259207999e-06,1.876673694755137e-08,1.4579322693306962e-09,3.0072308645423646e-08,2.2503680589438148e-12,1.3869259047682448e-11,1.3599875147920178e-13,0.0015704502856414011,7.9156063143242745e-10,3.4784282784788191e-06,0.00021976749045301246,8.3190961791664926e-09,3.6003309852619787e-07,1.6814246508522139e-08,4.6160944841183087e-08,1.8676793896726862e-09,4.340564361172252e-09,2.9898565315889242e-16,1.2013147736784001e-08,1.2084877626430857e-05,1.0904774154654242e-06,9.8904906006969117e-09,2.4336386002385484e-09,1.0903380380863413e-06,0.00010683294707089357,1.5226633288863282e-08,3.1820391270543718e-07,1.5226657499017905e-08
2.666403046595838e-08,0.3856008898532216,76.950000000000003,0.0,0.0,0.0,2.9808457913269955e-06,9.4998914718061229,0.00023296017789190283,0.00010199108366733148,8.64070351765125e-12,4.5114872100316156e-14,5.8196161699240389e-12,2.3063389503152791e-06,0.0036624567387495369,3.1246051512280498e-08,1.7423899750944286e-22,4.8252728294625442e-17,0.00010239223639687701,0.95535230079356714,7.6165972686624042e-06,9.7239346576284356e-17,6.3083744847014259e-13,1.2773506656999669e-07,7.0091983281355287e-15,0.00061680000379334024,2.7826160647645328e-11,0.0028217408192027006,0.0028228774174712942,1.9653206912523939e-07,9.6326376072477591e-08,2.6008499401983989e-07,0.0023817807795818904,3.3016793543196406e-07,8.0887606426062538e-08,6.5811316350706391e-09,9.0750757921180645e-08,5.4634516192162274e-06,3.1936186626899322e-07,0.029580928202512107,3.8991822816822872e-13,1.6451965479019279e-13,7.3061322821115917e-06,2.6812799003209937e-06,1.5950408649747986e-07,0.00084144792829497403,0.0024325045668655764,9.0981666194911446e-08,9.0563155142007954e-08,2.3338395582344548e-07,1.1383442650014568e-09,2.8746678223147377e-09,6.189700401482255e-08,6.681708944986611e-12,2.524692009957131e-06,1.9611114366531392e-08,1.4579194153534206e-09,3.0180925930683317e-08,2.250348151111247e-12,1.3915523619814937e-11,1.3838790800505565e-13,0.0016002855170637665,7.9442858711784864e-10,3.5393263705434126e-06,0.00022075188914940302,8.3563595873058507e-09,3.6136096841512298e-07,1.6889562191759257e-08,4.6367751941790151e-08,1.8745689902709404e-09,4.3565227285631345e-09,3.0032514818157999e-16,1.2059213138725477e-08,1.2131233297657766e-05,1.1095689312401389e-06,9.8904951969316565e-09,2.4327708357525393e-09,1.1094286191806051e-06,0.00010705636533875756,1.5361379389455008e-08,3.1944960767960044e-07,1.5361403529663652e-08
2.71110783017662e-08,0.3856008898735157,76.950000000000003,0.0,0.0,0.0,2.9773011008038851e-06,9.4998912549301799,0.00022962898415596455,9.6875580834704589e-05,8.6653052405733173e-12,4.5242697706803858e-14,5.5277252050416775e-12,2.3054892755035631e-06,0.0036610768589312804,2.9678858137559582e-08,1.7473267519158403e-22,4.8448086056537844e-17,0.00010260564405531098,0.95501167338378468,7.6169637152914944e-06,9.2362158824564912e-17,6.3215223297264458e-13,1.280021369391522e-07,7.0091363524256984e-15,0.00061658008590225388,2.7835972588798781e-11,0.0028217421310147922,0.0028228787301923012,1.9653215599650553e-07,9.6326418649522155e-08,2.5999226165098858e-07,0.002385695800750467,3.3071064042331029e-07,8.1020567265351718e-08,6.5811377537225051e-09,9.0899938104842602e-08,5.4724763803594316e-06,3.1936216301020694e-07,0.029839608866722281,3.9055918459570252e-13,1.6479009587851278e-13,7.3704342357670294e-06,2.7047782082975035e-06,1.6094359213297403e-07,0.00085597969599448588,0.0024745974256864729,9.0981750769287175e-08,9.0712796997909408e-08,2.3906838794844159e-07,1.1383341991824197e-09,2.874643440896538e-09,6.2000144000162768e-08,6.6816521359524112e-12,2.533304182692447e-06,2.0476214129319484e-08,1.4579070056949109e-09,3.0283882506761731e-08,2.2503289324483926e-12,1.3960102529691524e-11,1.4077567127550412e-13,0.0016303423323921697,7.9714709723508789e-10,3.6006300790791991e-06,0.00022168572556883806,8.391709010186562e-09,3.6261958188400542e-07,1.6961009386129189e-08,4.6563936796842876e-08,1.8810992594735062e-09,4.3716485481318215e-09,3.0159584264059002e-16,1.2102884074180494e-08,1.217517948197724e-05,1.1287876086713016e-06,9.8904997949992764e-09,2.4319033853793243e-09,1.1286463681616018e-06,0.00010726879611623377,1.5495722120318819e-08,3.2063553902635041e-07,1.5495746191039517e-08
2.755812613757402e-08,0.38560088989379726,76.950000000000003,0.0,0.0,0.0,2.9737950194003544e-06,9.4998910484576395,0.00022634583488618658,9.2045678051054543e-05,8.689793006190776e-12,4.5369958422333682e-14,5.2521306090917054e-12,2.3046413186162555e-06,0.0036597056795471313,2.8199161693328401e-08,1.7522417120008329e-22,4.8640575548433303e-17,0.00010280840639611954,0.95467117066670981,7.6173133864239315e-06,8.7757266097766159e-17,6.3340143261166412e-13,1.2825588037381165e-07,7.0090765230826962e-15,0.0006163602484247925,2.7845729518415396e-11,0.0028217434433395719,0.002822880043426674,1.9653224311495294e-07,9.632646135060805e-08,2.5989956323829757e-07,0.002389387546288159,3.3122239459027368e-07,8.1145945254168849e-08,6.5811438747689249e-09,9.1040610430735275e-08,5.4809864386485823e-06,3.1936245986859258e-07,0.030097515723495786,3.9116358667210694e-13,1.6504511345719377e-13,7.4345703198289551e-06,2.7282094731720637e-06,1.6238177014052916e-07,0.00087060660636455742,0.0025169666099113109,9.0981835376847272e-08,9.0853904387300121e-08,2.4475576853949374e-07,1.1383244819419752e-09,2.8746198816255253e-09,6.2097414250645542e-08,6.6815972443548826e-12,2.5414662769745057e-06,2.136205247794018e-08,1.4578950154808501e-09,3.038145850839695e-08,2.2503103643747824e-12,1.4003090221040905e-11,1.4316204777625979e-13,0.0016606193076309261,7.9972355548888134e-10,3.6623367009612577e-06,0.00022257143296480921,8.4252365558448147e-09,3.6381237133271835e-07,1.7028774257992111e-08,4.6750010577991118e-08,1.8872880057078463e-09,4.3859831023876336e-09,3.0280104740901951e-16,1.2144278457760663e-08,1.221683482745132e-05,1.1481326002999635e-06,9.8905043947979751e-09,2.4310362551755586e-09,1.1479904375351465e-06,0.00010747085280277859,1.56296636401156e-08,3.2176513791946717e-07,1.5629687641880225e-08
