Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995)
6.596543377250602e-12,0.3855884401618048,76.950000000000003,0.0,0.0,0.0,0.75170740187314378,9.4999940517968469,0.00013576521477707098,0.0012253934269213127,0.0012054375069070612,5.1108477996108697e-06,6.9923894192699015e-11,0.0065732127814570294,0.051045925428183751,3.6685500715578925e-07,1.9738699000509182e-14,4.4914604338376129e-11,2.1137713979519744e-08,0.18543628632490769,6.2820226637131472e-07,1.1416719239315987e-15,6.1296541817406361e-16,2.1594058176084712e-12,7.4979204554629488e-16,1.3582397226075197e-05,1.2136657980362146e-05,3.5089870436358815e-06,3.5093523085350373e-06,2.399562882165124e-10,1.1389340878439692e-10,4.9406186116554803e-08,8.3904939031906984e-07,1.1513087665937688e-10,2.6854526765836099e-11,7.6491505485836083e-16,2.7886885114355957e-11,1.7198600546472197e-10,7.3108110267934115e-16,0.0023207543515329785,1.197517341955236e-16,5.054479883207049e-17,0.00011159336595066136,2.1623419297858694e-05,2.2753797569729364e-05,0.00013338440220664772,2.4187603674925078e-05,7.2874976118417893e-16,1.4874318438363742e-12,1.3965234367857626e-13,1.3808336055002594e-13,3.9660602486477309e-16,1.7409862740414571e-11,2.4216002552144894e-19,8.1142866583105714e-09,1.4422638885886851e-17,5.164577232163443e-18,8.9708761254967743e-11,8.7764469129397079e-22,1.384672977952909e-21,7.4443312522109844e-25,1.0916515396798146e-08,2.4223839501705174e-12,2.123023825855739e-09,1.1323535473996558e-09,4.2489373693731364e-14,7.2968841475367089e-12,8.4876384104295977e-14,1.3569605180321497e-13,2.5175502371088982e-14,9.388379753312374e-14,8.7891721558984558e-22,1.6280104968212096e-13,1.6393902600190474e-10,5.8377949856474069e-10,1.14107526637729e-11,4.7076028818070236e-10,2.1881365741552868e-10,4.570885282899626e-07,6.1481140500162374e-09,4.3240194599346707e-12,6.1481178132249746e-09
6.743462083701211e-12,0.38558844057060115,76.950000000000003,0.0,0.0,0.0,0.74695224997316734,9.4999939215846982,0.00013836963799720642,0.001245496183010616,0.0012248147121755374,5.2248146031888537e-06,7.1071008398501944e-11,0.0065318161521708091,0.052058507500535291,3.7312210899220997e-07,2.0178852370085392e-14,4.7116334209077976e-11,2.2004983682741751e-08,0.18912437056981843,6.5140528233642954e-07,1.1611754732172101e-15,6.2346519755894648e-16,2.2969706186821395e-12,7.8664484269560833e-16,1.4158807013051949e-05,1.2561799242013577e-05,3.7219551602575396e-06,3.7223428752320152e-06,2.5463265620781741e-10,1.209522211109041e-10,5.0417018598849944e-08,8.6713788251928786e-07,1.1901095997234756e-10,2.7788016932825565e-11,8.7995823704055274e-16,2.8905471517479855e-11,1.8013402560332121e-10,8.4231683813055499e-16,0.0023680400688600983,1.2412744271670581e-16,5.2391282279802275e-17,0.00011316438683917285,2.1757846064260896e-05,2.2646921383671934e-05,0.00013583927641571474,2.5256936344709806e-05,8.3956743896929615e-16,1.5737424729757555e-12,1.5021633088909805e-13,1.4854114331479803e-13,4.3694142621662097e-16,1.8073114565927141e-11,2.7168260502196182e-19,8.411394658220856e-09,1.5822313744677512e-17,5.8233736631246593e-18,9.3184323136210839e-11,1.0107746188846799e-21,1.5603050590355384e-21,8.5460924533967119e-25,1.168802703121474e-08,2.5111242523448651e-12,2.2662513559318736e-09,1.2023951178691466e-09,4.5127015251557911e-14,7.6050116130746618e-12,9.0170369991324719e-14,1.4568081808422258e-13,2.6463523538879696e-14,9.7840886365189431e-14,9.4358928895972454e-22,1.7284408525471338e-13,1.7407154186166053e-10,6.2516603291356071e-10,1.2124973472112124e-11,4.8016150842405853e-10,2.377243870963207e-10,4.6702337959771858e-07,6.1494960525450696e-09,4.5169131824564744e-12,6.149499940067053e-09
6.8903807901518195e-12,0.3855884410181363,76.950000000000003,0.0,0.0,0.0,0.74222743155007964,9.4999937928238545,0.00014095757004680467,0.0012653447726806398,0.0012439292988277106,5.3374308951180144e-06,7.2203619181350388e-11,0.0064906836279200663,0.053064582192336673,3.7930997101489341e-07,2.0613789903205438e-14,4.9362951168755206e-11,2.2886276660523015e-08,0.19278920857916235,6.7483431891296415e-07,1.1804324240506139e-15,6.3386445973774062e-16,2.439833133821745e-12,8.242528134294529e-16,1.4744868222957824e-05,1.2989683270699748e-05,3.9422790790896207e-06,3.9426900307482613e-06,2.698203332440916e-10,1.2826069629273482e-10,5.1421479191184056e-08,8.9554625737960567e-07,1.2293557277640058e-10,2.873264545215247e-11,1.0089654470039182e-15,2.9936939564990582e-11,1.8850753424990001e-10,9.6727887785374063e-16,0.0024150661420376039,1.2855851289353481e-16,5.4261121669689934e-17,0.00011469192455797271,2.188234703921742e-05,2.2540124173465809e-05,0.00013826001736040152,2.6343764343827443e-05,9.640486836786355e-16,1.6631020956630628e-12,1.6129083297562716e-13,1.5950440629425792e-13,4.8027373759684543e-16,1.8745117423223078e-11,3.0395740656442749e-19,8.7112047118700138e-09,1.7318222512746864e-17,6.5478655566820684e-18,9.6695263872525244e-11,1.1602744384697809e-21,1.753283202918425e-21,9.7786752199957244e-25,1.2493173165054589e-08,2.6006730409658967e-12,2.4152149332145825e-09,1.2749639349059299e-09,4.7860201743569162e-14,7.9188147199150269e-12,9.5657124303786213e-14,1.5612087214704293e-13,2.7782621116826101e-14,1.0186981723978731e-13,1.0112102809827378e-21,1.8324798108844893e-13,1.8456884271489951e-10,6.6830537113030632e-10,1.2864748518090856e-11,4.8950347112801738e-10,2.5771906118894207e-10,4.769361136672832e-07,6.1507578002459891e-09,4.7136807829692036e-12,6.1507618112312012e-09
7.037299496602428e-12,0.38558844150460814,76.950000000000003,0.0,0.0,0.0,0.73753274993070961,9.4999936655136246,0.00014352911611818084,0.0012849424145039844,0.0012627846191184502,5.4486963941948026e-06,7.3321910202090165e-11,0.0064498134957464443,0.054064191022261968,3.8541959677043262e-07,2.1043510513787954e-14,5.1653704413953409e-11,2.3781415149539557e-08,0.19643094872320149,6.9848091314600463e-07,1.1994458995213907e-15,6.4416621218582319e-16,2.5880605375235812e-12,8.6260345419066315e-16,1.5340448681596944e-05,1.3420127258971897e-05,4.1700045176471231e-06,4.1704394976883908e-06,2.8552257199240666e-10,1.3582048874197935e-10,5.2419608567110948e-08,9.2427022123990669e-07,1.2690411744185984e-10,2.9688262909539427e-11,1.153232202420997e-15,3.0981116572645335e-11,1.9710852689230335e-10,1.1072739261950227e-15,0.0024618334828166969,1.3304420257820742e-16,5.6154003903991064e-17,0.00011617674400609962,2.1997323909051663e-05,2.2433416972141064e-05,0.00014064697730056276,2.7447748074697555e-05,1.1034925668824833e-15,1.7555531513372458e-12,1.7288606424797019e-13,1.7098320815516823e-13,5.2674401969971341e-16,1.942575399579714e-11,3.3916239029719279e-19,9.0136016528076397e-09,1.8914196957676134e-17,7.3428150289344207e-18,1.002401401010646e-10,1.3276986291404409e-21,1.9648413879572551e-21,1.1153846713214439e-24,1.3332493426892012e-08,2.6909959283434699e-12,2.5699803864297616e-09,1.3500821979266948e-09,5.0689778954136004e-14,8.2382647274657458e-12,1.0133837119329166e-13,1.6702331709154268e-13,2.9132631965126741e-14,1.059701925888628e-13,1.0818261983748687e-21,1.940158418177079e-13,1.9543407467572204e-10,7.1321965512751316e-10,1.3630252534616099e-11,4.9878655451524915e-10,2.7882688984037824e-10,4.8682668016942252e-07,6.1519022479464899e-09,4.9142988640824817e-12,6.1519063815499194e-09
7.184218203053037e-12,0.3855884420301946,76.950000000000003,0.0,0.0,0.0,0.73286800975703059,9.499993539651669,0.00014608438072169274,0.0013042922860440258,0.0012813839809125069,5.5586124953080995e-06,7.4426062781447835e-11,0.0064092040541533328,0.055057375239794031,3.9145197701661847e-07,2.1468019589024022e-14,5.3987844864303873e-11,2.4690223616458326e-08,0.20004973840962031,7.2233678891879484e-07,1.2182189829196983e-15,6.5437339465642485e-16,2.7417184061515888e-12,9.0168428817699994e-16,1.5945417437364806e-05,1.385295326172039e-05,4.4051740828798364e-06,4.4056338877538852e-06,3.0174240664639015e-10,1.4363314419844459e-10,5.3411447136249287e-08,9.5330553633810316e-07,1.3091600411916032e-10,3.0654721840443397e-11,1.3141366993986106e-15,3.2037832118672949e-11,2.0593895201495481e-10,1.2636961601283069e-15,0.0025083430152408894,1.375837793466737e-16,5.8069619987156525e-17,0.00011761959851163955,2.2103162696579748e-05,2.2326810435477702e-05,0.00014300050620741453,2.8568551922105944e-05,1.2592849170865542e-15,1.8511374918937058e-12,1.8501206709627829e-13,1.8298743295860589e-13,5.7649595361990159e-16,2.0114909183152033e-11,3.7748173507459054e-19,9.3184728320512052e-09,2.0614094246550866e-17,8.2131997359304825e-18,1.0381753976141856e-10,1.5147061714198681e-21,2.1962668398445887e-21,1.2684090812444814e-24,1.4206516880565047e-08,2.7820592782036761e-12,2.7306112926835841e-09,1.4277711369995231e-09,5.3616555853647083e-14,8.5633338495458789e-12,1.0721576008318472e-13,1.7839502425565605e-13,3.0513394526019812e-14,1.1014162731110039e-13,1.1554815467268073e-21,2.0515063267429119e-13,2.0667024240733441e-10,7.5993028934442455e-10,1.4421648968740323e-11,5.0801113435446037e-10,3.0107672331298804e-10,4.9669503110729358e-07,6.1529322682987552e-09,5.1187439448320255e-12,6.1529365236804192e-09
7.331136909503645e-12,0.38558844259505276,76.950000000000003,0.0,0.0,0.0,0.7282330169768646,9.499993415234151,0.00014862346769029994,0.0013233975243821671,0.0012997306484161246,5.6671820876380713e-06,7.5516255930118139e-11,0.006368853613024663,0.056044175827024603,3.9740808988690455e-07,2.1887328287239124e-14,5.636462593313273e-11,2.5612528730395638e-08,0.20364572408996701,7.4639385323323529e-07,1.2367547182480951e-15,6.6448888058681546e-16,2.9008707421851857e-12,9.4148287834536025e-16,1.6559644751356171e-05,1.4287988090048469e-05,4.6478273541076491e-06,4.6483127846874365e-06,3.184826587424771e-10,1.5170010261507421e-10,5.4397035046049537e-08,9.8264802008872145e-07,1.3497065063843937e-10,3.1631876703704547e-11,1.4931424949949826e-15,3.3106918010888741e-11,2.1500071181918026e-10,1.4380304769884927e-15,0.0025545956750143801,1.4217652035722857e-16,6.0007664966191593e-17,0.00011902122997697441,2.2200234374901767e-05,2.2220314861544698e-05,0.0001453209517390731,2.9705844221857316e-05,1.4329015203998253e-15,1.9498963705463008e-12,1.9767871247829631e-13,1.9552679068221268e-13,6.2967578706400326e-16,2.0812469971020084e-11,4.191058306989712e-19,9.625708072266018e-09,2.2421794132806418e-17,9.164216385905021e-18,1.0742608152773083e-10,1.7230645946663245e-21,2.448900677062599e-21,1.4382629403850735e-24,1.5115762149483794e-08,2.8738301920145262e-12,2.8971690238629674e-09,1.5080510341261159e-09,5.6641305406325286e-14,8.8939952311423584e-12,1.1329086730712216e-13,1.9024263598762938e-13,3.192474913950277e-14,1.143837484353667e-13,1.2322193484600277e-21,2.1665518256494922e-13,2.1828021224646566e-10,8.0845795617577262e-10,1.5239090280706257e-11,5.1717758397681849e-10,3.2449703833726457e-10,5.0654112080253748e-07,6.1538506568632313e-09,5.3269924673546854e-12,6.1538550331881854e-09
7.624974322404863e-12,0.38558844384312096,76.950000000000003,0.0,0.0,0.0,0.71905150386252259,9.4999931707106295,0.00015365352069469368,0.0013608864504660596,0.0013356787432413709,5.8802998466882642e-06,7.7655468604775645e-11,0.0062889230281189005,0.057998788712670432,4.0909536387817744e-07,2.2710414459706884e-14,6.1243139917598985e-11,2.7496946425928735e-08,0.21076986449616511,7.9508006946154691e-07,1.2731261272744834e-15,6.8445593323331723e-16,3.2359070993457212e-12,1.0231838431770307e-15,1.7815362103255188e-05,1.5164014633024284e-05,5.1557286740230504e-06,5.1562677747321205e-06,3.5353467180772743e-10,1.6860217591865251e-10,5.634961817707758e-08,1.0422380348486159e-06,1.4320593233188714e-10,3.3617701527091623e-11,1.9117547888997286e-15,3.5281539027205036e-11,2.3382561707929892e-10,1.8468480060495258e-15,0.002646334174162011,1.5151865085036673e-16,6.3949841675594514e-17,0.00012170373513486864,2.2369488502671513e-05,2.2007696106753604e-05,0.00014986397161782452,3.2028587087853151e-05,1.8399795754978206e-15,2.1570997076846214e-12,2.2467256196776053e-13,2.2224887905974327e-13,7.4691665658927303e-16,2.2232366078135183e-11,5.1306079710125896e-19,1.0246842116900066e-08,2.6376217469598148e-17,1.1330047740376655e-17,1.1473121643078563e-10,2.211471436008411e-21,3.0234309900258515e-21,1.8341292453030848e-24,1.7041941160904373e-08,3.0593667262054488e-12,3.248299689027804e-09,1.6764602142011222e-09,6.29876390034378e-14,9.5719918724921041e-12,1.2604018618947734e-13,2.1539101559768306e-13,3.4838606884537879e-14,1.2307861673525637e-13,1.3951071024843628e-21,2.4078421137792669e-13,2.4263235016279839e-10,9.1104359556397027e-10,1.6952664177182795e-11,5.3533757380538998e-10,3.7496108101894984e-10,5.2616634523855998e-07,6.1553633610228123e-09,5.7548052604218096e-12,6.1553679767497548e-09
7.889427994015958e-12,0.3855884451019007,76.950000000000003,0.0,0.0,0.0,0.71088795782591696,9.4999929555161042,0.00015812626882955543,0.001393820498994901,0.0013671996912300603,6.0675548889621777e-06,7.9534768339057619e-11,0.0062178545582274184,0.059736514014704707,4.1936263589582389e-07,2.3433615739922584e-14,6.5772217499702202e-11,2.9237386168159416e-08,0.21710505101171759,8.3950816178959345e-07,1.3050784157565965e-15,7.0214019516094525e-16,3.5568415865544721e-12,1.0990458678788786e-15,1.8975894932253365e-05,1.5958349027527565e-05,5.6387720360573669e-06,5.6393622168114456e-06,3.8688546122822113e-10,1.8469613612120536e-10,5.8085963193305663e-08,1.0968787099593008e-06,1.5075823794867743e-10,3.5440102369395652e-11,2.3669352629402225e-15,3.7279361775204246e-11,2.5157735652977178e-10,2.2929116310112342e-15,0.0027280299236575969,1.6010132993434943e-16,6.7571529030663721e-17,0.0001239842209163842,2.2495267510914595e-05,2.1816815302307396e-05,0.00015384298397155645,3.4172198700897747e-05,2.2840685123432126e-15,2.3548409091833642e-12,2.5091156574025567e-13,2.4822278702510818e-13,8.6567467841551427e-16,2.353792488717496e-11,6.1095912840581826e-19,1.0812891575871018e-08,3.0343172260922094e-17,1.3611794061836502e-17,1.2139909612071182e-10,2.7441562597202575e-21,3.6276193233138398e-21,2.2628143500121723e-24,1.8900954286037997e-08,3.2284540720422133e-12,3.5851591310300956e-09,1.8370743409952892e-09,6.9041450604944718e-14,1.0201063230891114e-11,1.3820514342132121e-13,2.3971420452758621e-13,3.7564149716841127e-14,1.3114224109730091e-13,1.5526499924808976e-21,2.6379060721272572e-13,2.6585370763091249e-10,1.0097781462310668e-09,1.8585268899484699e-11,5.5148645523467533e-10,4.246593778242434e-10,5.4375250238306224e-07,6.1563696316324357e-09,6.1526068657157743e-12,6.1563744600164798e-09
8.143221808736774e-12,0.3855884464311344,76.950000000000003,0.0,0.0,0.0,0.70314133936580059,9.4999927532924247,0.00016237091861578964,0.0014247256523149175,0.0013967258760236693,6.243250415755978e-06,8.1298294081821673e-11,0.0061504157745262203,0.061385329295885395,4.2899738944013473e-07,2.4112172794886977e-14,7.0237950767666377e-11,3.0946360234098605e-08,0.22311748587225,8.8264805458710687e-07,1.3350622736082747e-15,7.1887136839669606e-16,3.8824463047330149e-12,1.1738585346429818e-15,2.0116019075134178e-05,1.6725066733586688e-05,6.1256000884649582e-06,6.1262417815276115e-06,4.2051003695380317e-10,2.0093287883195372e-10,5.9733847027803219e-08,1.1501941555118308e-06,1.581282418720431e-10,3.7219593388011264e-11,2.8841019547945358e-15,3.9231988021640073e-11,2.6934413300861276e-10,2.8013523548067291e-15,0.0028056640331824974,1.6848990420247974e-16,7.1111294008488357e-17,0.00012605751018931791,2.2594078510877708e-05,2.1634102989423488e-05,0.00015756576850174586,3.6274978531821712e-05,2.7901765744495898e-15,2.5548572721310201e-12,2.7787650460348167e-13,2.7491407797434112e-13,9.9232158504862128e-16,2.4814901776982299e-11,7.1801292226736381e-19,1.1361824510927889e-08,3.4535821214815814e-17,1.6132492022531877e-17,1.2787423699574545e-10,3.351158198742032e-21,4.2939339522604232e-21,2.7480763361397955e-24,2.0799457845847832e-08,3.3924328424489747e-12,3.927301015893384e-09,1.9993650078715487e-09,7.5159526668883532e-14,1.0821462134485179e-11,1.5050211917567129e-13,2.6459410649670983e-13,4.0270815564899325e-14,1.3909124965176098e-13,1.7137987068260853e-21,2.8703184649699537e-13,2.893140257085642e-10,1.1103404621872083e-09,2.0233195606604841e-11,5.6681261472299551e-10,4.7631785922517676e-10,5.6056138775011087e-07,6.1570330234056039e-09,6.5456161295953489e-12,6.1570380534047175e-09
8.397015623457591e-12,0.3855884478793662,76.950000000000003,0.0,0.0,0.0,0.69547980361478068,9.499992555225365,0.00016656926677797982,0.0014549590305745314,0.0014255585077538641,6.4150639889849952e-06,8.3023486532421713e-11,0.0060837177667972765,0.063015874329158547,4.3842271083851716e-07,2.4775737283211393e-14,7.4816694150272775e-11,3.2692389818023274e-08,0.22906465556276137,9.2624343075228883e-07,1.3643943676484118e-15,7.3538027277488635e-16,4.2255823350124732e-12,1.2505758407184246e-15,2.1281331681234949e-05,1.7495331897466187e-05,6.6353241577833108e-06,6.6360198166985637e-06,4.5572800469550902e-10,2.179492982958167e-10,6.1363841529181926e-08,1.2043486657180761e-06,1.6561505029460282e-10,3.9028303483032761e-11,3.490641836058058e-15,4.1218410177428549e-11,2.8783500962409512e-10,3.3995481860392538e-15,0.0028825505827933012,1.7702372372993856e-16,7.4712334941536122e-17,0.00012802142563372989,2.2672961529683635e-05,2.1451899258449391e-05,0.00016119642715749764,3.8420785593612631e-05,3.3855330406429538e-15,2.7651043030029302e-12,3.0663455024866464e-13,3.0337871135185693e-13,1.1322244012757603e-15,2.6114893165395104e-11,8.3909121791780483e-19,1.1915838967703478e-08,3.9126838440779834e-17,1.9011885989575885e-17,1.3441755462107808e-10,4.0651806175569664e-21,5.0537556374669847e-21,3.3151945693587574e-24,2.2812422707704817e-08,3.557933883044986e-12,4.2881708114969758e-09,2.1697166616943069e-09,8.1582521798034245e-14,1.1458089570388271e-11,1.6341474127550043e-13,2.9100727198513486e-13,4.3065848169327999e-14,1.4724475485837939e-13,1.8848784256556389e-21,3.1142213520086474e-13,3.1393604886879053e-10,1.2166775480341896e-09,2.1961060815836091e-11,5.8197240540700168e-10,5.3199388749684828e-10,5.7730312153114774e-07,6.1574128743662347e-09,6.9495119000675617e-12,6.1574181035877837e-09
8.650809438178407e-12,0.3855884494467628,76.950000000000003,0.0,0.0,0.0,0.68790240174143447,9.4999923612587622,0.00017072182181043891,0.0014845352500372283,0.0014537127566303003,6.5830473263306735e-06,8.4711179735453042e-11,0.0060177522713711767,0.064628349812408004,4.4764315732600866e-07,2.5424508944666866e-14,7.9504798713204185e-11,3.4474666203764174e-08,0.23494727726424181,9.7025938630999765e-07,1.3930888802312283e-15,7.5167926218281486e-16,4.5865197985856419e-12,1.3291369502550126e-15,2.2471211545660728e-05,1.8268427189232297e-05,7.1680391522604528e-06,7.1687912415193631e-06,4.9254624328336484e-10,2.3574900258600878e-10,6.2976143299464393e-08,1.2593227987665545e-06,1.7321595711968723e-10,4.0865556173070273e-11,4.1980364546197128e-15,4.3237846553440125e-11,3.0705803389869153e-10,4.0994299803130157e-15,0.0029586947685415273,1.8569942904381706e-16,7.8373234532309022e-17,0.00012987935298353724,2.273331477976963e-05,2.1270245175840355e-05,0.0001647366547770203,4.0608065193580889e-05,4.081981174652614e-15,2.9857690210920045e-12,3.3722978534063133e-13,3.3365983911630311e-13,1.2862318262462851e-15,2.743738498467563e-11,9.7542400859117988e-19,1.2474459652467038e-08,4.4136674058900319e-17,2.2286255236769369e-17,1.4102308092251472e-10,4.900498020658244e-21,5.9162870393373519e-21,3.9743544872345952e-24,2.4942119618487388e-08,3.7248152626947251e-12,4.6680029150512867e-09,2.3481989337186825e-09,8.8313094243172448e-14,1.2110840964874661e-11,1.7694844306803861e-13,3.189792028091445e-13,4.5948537878388213e-14,1.5560127201078648e-13,2.066054323795047e-21,3.3697103764410075e-13,3.3972946100155716e-10,1.3288692134576615e-09,2.3769254148345283e-11,5.9696765550295182e-10,5.9181719975599606e-10,5.9397755883913697e-07,6.1575210713041409e-09,7.36417074167728e-12,6.1575264973817641e-09
8.904603252899224e-12,0.38558845113338686,76.950000000000003,0.0,0.0,0.0,0.68040819580623912,9.4999921713323925,0.00017482908653781564,0.0015134686071234735,0.001481203455604239,6.7472562965839594e-06,8.6362189484279588e-11,0.0059525111194959129,0.066222954205541626,4.5666318639742053e-07,2.6058703551115976e-14,8.4298674320783297e-11,3.6292398152744187e-08,0.24076606015549151,1.014662370444419e-06,1.4211596833141339e-15,7.6778020446059189e-16,4.9655166666870103e-12,1.4094819997802019e-15,2.3685047478351919e-05,1.9043669761414217e-05,7.723819126885953e-06,7.724630119662136e-06,5.3097016619452314e-10,2.543348702687356e-10,6.4570946746563953e-08,1.3150975485327442e-06,1.8092831689130208e-10,4.2730690135238526e-11,5.018730635836255e-15,4.5289532976001127e-11,3.2702089615564331e-10,4.9139989709419204e-15,0.0030341018472755726,1.9451373594752736e-16,8.2092607240955969e-17,0.00013163458794655583,2.2776443846909523e-05,2.1089179581159585e-05,0.00016818812442551598,4.2835295217019402e-05,4.8924232323193277e-15,3.2170326854783536e-12,3.6970485930356602e-13,3.657991596087504e-13,1.4552111450593563e-15,2.8781875562882519e-11,1.1282941843384728e-18,1.3037229816080919e-08,4.9585778357936005e-17,2.5994078341672354e-17,1.476850785613464e-10,5.8726912713884501e-21,6.8912499284147025e-21,4.736559502295104e-24,2.7190736179730155e-08,3.8929405856403781e-12,5.0670154335092933e-09,2.5348746092067024e-09,9.5353642221745487e-14,1.2779618272607967e-11,1.9110812996498533e-13,3.4853363325153374e-13,4.8918204435099555e-14,1.6415940048615971e-13,2.2574801277424149e-21,3.6368713498612749e-13,3.6670294853333691e-10,1.4469899469488667e-09,2.5658089415184507e-11,6.1180017282693165e-10,6.559134961707837e-10,6.1058457354148516e-07,6.1573690351932506e-09,7.7894690241601332e-12,6.1573746557868758e-09
9.15839706762004e-12,0.3855884529391977,76.950000000000003,0.0,0.0,0.0,0.67299625862977375,9.4999919853829109,0.00017889155818018705,0.0015417730854750658,0.0015080451086807454,6.9077499670415618e-06,8.797731372415516e-11,0.0058879862361873514,0.067799883756189755,4.6548715801077477e-07,2.6678549227441718e-14,8.919479295620412e-11,3.8144811530787119e-08,0.24652170550507407,1.0594201389499398e-06,1.4486203453149403e-15,7.8369449882540465e-16,5.3628190839842528e-12,1.4915521544842449e-15,2.4922238163726496e-05,1.9820409936222225e-05,8.3027182927428894e-06,8.3035906687378386e-06,5.7100379234691739e-10,2.7370908553036436e-10,6.6148444109506802e-08,1.3716543348996833e-06,1.8874954344691022e-10,4.4623058867264807e-11,5.9661659134678124e-15,4.7372722394273857e-11,3.4773093896937007e-10,5.8573737146973181e-15,0.0031087771301135819,2.034634338333598e-16,8.586909857338932e-17,0.00013329033830608266,2.2803567886839487e-05,2.0908739204175979e-05,0.00017155248729374588,4.5100985641423749e-05,5.8308664144446576e-15,3.4590707859143196e-12,4.0410101211593384e-13,3.998369419790523e-13,1.6400474730440367e-15,3.0147874987561913e-11,1.2990368043046306e-18,1.3603710664226842e-08,5.549457013751639e-17,3.0176072022387545e-17,1.5439803362258395e-10,6.99871130769057e-21,7.9888899623765895e-21,5.6136576782917969e-24,2.9560378598718227e-08,4.0621788154898973e-12,5.4854107288898365e-09,2.7297998966687056e-09,1.0270631413801517e-13,1.3464329678311503e-11,2.0589820017436977e-13,3.7969258447680748e-13,5.1974197601676828e-14,1.7291781987530484e-13,2.4592984681173756e-21,3.9157806414069722e-13,3.9486423993487905e-10,1.5711090956672202e-09,2.7627808258389568e-11,6.2647174502932947e-10,7.2440437143792304e-10,6.271240578250783e-07,6.156967744936369e-09,8.2252830027312353e-12,6.1569735577322147e-09
9.412190882340857e-12,0.3855884548640606,76.950000000000003,0.0,0.0,0.0,0.66566567366276086,9.4999918033446296,0.0001829097284173198,0.0015694623628523662,0.0015342518988716838,7.0645898352544035e-06,8.9557332945807692e-11,0.0058241696390955913,0.069359332525075146,4.7411933673860456e-07,2.7284283484466897e-14,9.4189691183880346e-11,4.0031148943095527e-08,0.25221490676209385,1.1045017093287372e-06,1.4754841378068187e-15,7.9943309268990011e-16,5.7786616840074036e-12,1.5752896500537753e-15,2.6182192022272131e-05,2.0598029941665577e-05,8.9047719854163897e-06,8.9057082288101742e-06,6.1264981402285335e-10,2.9387317188189545e-10,6.7708825483331718e-08,1.4289749943061191e-06,1.9667710860188241e-10,4.6542030358445255e-11,7.0548122123182827e-15,4.9486684499675794e-11,3.6919516636143196e-10,6.9448360738870113e-15,0.0031827259763620623,2.1254538404683844e-16,8.9701384391240556e-17,0.00013484972598973242,2.2815825372607873e-05,2.0728958767819462e-05,0.00017483137262927384,4.7403678051783726e-05,6.9124678120601888e-15,3.7120530523385263e-12,4.4045809951412458e-13,4.3581205202353547e-13,1.841643015305704e-15,3.1534904586362461e-11,1.4890382923142691e-18,1.4173480785759447e-08,6.188340692985911e-17,3.4875227531037814e-17,1.6115664852749933e-10,8.296942724453985e-21,9.2199806645476217e-21,6.6183671871977098e-24,3.2053073411931567e-08,4.2324041046144848e-12,5.9233759401192831e-09,2.933024687990451e-09,1.1037301845731491e-13,1.4164889308669642e-11,2.2132256473100292e-13,4.1247641935866577e-13,5.5115897381254554e-14,1.8187528628699649e-13,2.6716412347801454e-21,4.2065055536981667e-13,4.2422014388787623e-10,1.7012910373247336e-09,2.9678583644719191e-11,6.4098413982631361e-10,7.9740726405572665e-10,6.4359592174516262e-07,6.1563277573306079e-09,8.6714888947984759e-12,6.1563337600411557e-09
