Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533)
4.317236947090012e-12,0.2932528355835833,76.950000000000003,0.0,0.0,0.0,0.99543848713312244,9.4999985624606342,1.5992773478529678e-05,0.00019414565342816911,0.00019279975246882386,1.3042999201903703e-06,2.2186884210988142e-11,0.00027567564431346637,0.0010516010724653491,1.2100996010066797e-07,6.9487655373991914e-15,5.5678123743564044e-13,1.0188781075941228e-09,0.0027952111224183104,3.1542143180895726e-08,4.9124498973022353e-16,8.1568589866023803e-17,1.0669545745652783e-14,1.5540911565944514e-18,2.0725303863287787e-08,1.5340309432554677e-07,9.9195096536690859e-09,9.9213627180342891e-09,1.2483763028331532e-12,6.0069991716421299e-13,4.6555530273213055e-12,1.0751646742769657e-08,2.7519758287391784e-12,6.1870055519650794e-13,5.2137084107574657e-21,7.2347050045994406e-13,2.4123610939139888e-13,4.7677666268893015e-21,3.2933025871457474e-05,4.6755596789277555e-18,1.7716024516379745e-18,5.6492826716862078e-07,1.4619010069986026e-07,1.8133208793917814e-07,5.8232189142764228e-07,2.6245480129629365e-08,4.7667362213598301e-21,2.9658140404831765e-15,6.5462893435464164e-17,6.3832008021616231e-17,6.5168797323887546e-20,3.8153639180961771e-14,3.5840839467151602e-23,2.4427414472796253e-11,4.1345648731649738e-21,9.3977671463771448e-23,2.8627861621367661e-13,1.3670145453045006e-26,1.0844876948892351e-26,6.3821186482322455e-30,1.0024227293981418e-12,3.530992886747097e-15,7.2959670862865974e-14,8.7502604680720047e-13,7.7913937694745573e-17,1.5580459721116195e-14,1.3924623722683471e-16,1.1863796915317484e-16,7.5166133910693582e-17,7.3272064656686492e-17,2.2683358608097231e-24,2.8663236629874838e-17,4.0235445599088563e-14,3.0105721690886057e-14,3.9881157122600066e-15,2.049882652668324e-12,5.3418313047773488e-15,1.2127047049340841e-08,7.1693425644467149e-11,5.7219702725003492e-15
4.4101583382017066e-12,0.29325283541344954,76.950000000000003,0.0,0.0,0.0,0.99534063380051319,9.4999985107667779,1.6336179420880535e-05,0.00019830451919105864,0.00019690588329434754,1.3528692329898899e-06,2.2662160550975263e-11,0.00027564893608189161,0.0010757703438205107,1.2381721369098813e-07,7.2075227437426176e-15,5.9504445503607944e-13,1.0631738913184964e-09,0.0028594608348641469,3.2910159355415755e-08,5.0264115586841921e-16,8.35289253936132e-17,1.1368091520438639e-14,1.6615328396115399e-18,2.167805528966956e-08,1.5983913394941081e-07,1.0561983875663766e-08,1.0563960092910907e-08,1.3304620241595729e-12,6.4149543599893733e-13,4.7686434495758621e-12,1.1083380522069125e-08,2.8380172763312479e-12,6.3903196772774681e-13,6.0391050501616734e-21,7.5945886515280783e-13,2.5145366731715248e-13,5.5232175387785975e-21,3.3691759933172182e-05,4.9083235823021891e-18,1.8597553397311324e-18,5.7863591271046486e-07,1.4928950681508608e-07,1.8138625156956874e-07,5.9689879776587156e-07,2.7573549569213394e-08,5.5219979203433367e-21,3.1507128520601664e-15,7.1461302592949897e-17,6.9714674380058212e-17,7.2710557463980822e-20,3.9709580394561999e-14,4.0811662098529163e-23,2.5464240258119671e-11,4.6102296773333205e-21,1.0711785922472895e-22,3.0047523725196216e-13,1.5915694219991042e-26,1.2483723745910226e-26,7.4860794019236643e-30,1.0788756213579632e-12,3.6810653573945397e-15,7.8192515689190779e-14,9.3200761402043311e-13,8.3040176822735914e-17,1.6260467672969756e-14,1.4848863339058725e-16,1.2841152039599634e-16,7.9776190129438979e-17,7.647819840525683e-17,2.4552025048675534e-24,3.0501372467761901e-17,4.2858696178741998e-14,3.2579646922541652e-14,4.2597528174187179e-15,2.0972583033831454e-12,5.8497371370833509e-15,1.2443278613919149e-08,7.1923581843442054e-11,6.0432991931016437e-15
4.503079729313401e-12,0.29325283524142126,76.950000000000003,0.0,0.0,0.0,0.99524279087925127,9.4999984584793662,1.6679551204677934e-05,0.00020246256255124359,0.00020101045363552173,1.4020307328278296e-06,2.3137342908294603e-11,0.00027562222544795929,0.0010999371533287399,1.2662391332570199e-07,7.4694348807293819e-15,6.3506095308943473e-13,1.1084107313845529e-09,0.0029237042982372067,3.430702959740489e-08,5.1403507321322232e-16,8.5491961036452618e-17,1.2096249275664982e-14,1.7739272635927109e-18,2.2651940238874952e-08,1.6639763581117527e-07,1.1231112292968785e-08,1.1233216911504868e-08,1.41600557925888e-12,6.8406964553761246e-13,4.8817228930447047e-12,1.1418906684878726e-08,2.9250502694863712e-12,6.596213854801072e-13,6.9734766288147516e-21,7.9636450755094884e-13,2.6190787404941986e-13,6.3785247396255092e-21,3.4450493774192931e-05,5.1470247657814277e-18,1.9501557359579903e-18,5.9229564808220234e-07,1.5235747656274381e-07,1.8143881083474418e-07,6.1144807830057525e-07,2.8933930250458441e-08,6.3770862797951925e-21,3.3429865418588696e-15,7.7867412521871249e-17,7.5999375249136909e-17,8.0939182268913847e-20,4.129103184584415e-14,4.6344332046536258e-23,2.6521586031507281e-11,5.1289680401379649e-21,1.2176005616353986e-22,3.1501522527981886e-13,1.8470786062215563e-26,1.432937398503236e-26,8.752311709796387e-30,1.159147906352887e-12,3.8341120350514013e-15,8.3663419764647397e-14,9.9138084913248852e-13,8.8383802513648932e-17,1.6955073927785219e-14,1.5812649547323998e-16,1.3874673154093009e-16,8.4557379071107918e-17,7.9750873922029589e-17,2.6528077665839457e-24,3.2415454918529919e-17,4.5592165325767298e-14,3.5186275554868089e-14,4.5432718300684832e-15,2.1446293458700976e-12,6.3921424261632592e-15,1.2761425896511709e-08,7.2152917048600197e-11,6.376091279006905e-15
4.596001120425095e-12,0.2932528350675427,76.950000000000003,0.0,0.0,0.0,0.99514495836805783,9.4999984056111035,1.7022888833553454e-05,0.00020661978367709526,0.00020511347642022585,1.4517717154668492e-06,2.3612431290043095e-11,0.00027559551387454112,0.0011241015008604531,1.2943005881889529e-07,7.7344342653245214e-15,6.768723376196669e-13,1.1545885418233891e-09,0.0029879415121857526,3.5732742491660212e-08,5.2542674098925892e-16,8.7457696533027581e-17,1.2854614744171969e-14,1.8913927182660474e-18,2.3646933916000628e-08,1.7307804167858724e-07,1.1927396138187659e-08,1.1929634508094913e-08,1.5050730613895023e-12,7.2845789067135806e-13,4.9947913512754708e-12,1.1758224474465896e-08,3.0130746101510725e-12,6.8046885116627687e-13,8.0284586912872982e-21,8.3418955454642501e-13,2.726011657523803e-13,7.3443678023119346e-21,3.5209226927783647e-05,5.3916770057552365e-18,2.0428088529664321e-18,6.0590752839335584e-07,1.5539430736495738e-07,1.8149000502501991e-07,6.259696896225893e-07,3.0326535656101455e-08,7.3426770013787531e-21,3.5427858455443011e-15,8.4699702950263124e-17,8.2704425996464503e-17,8.9901057045004341e-20,4.289783462709263e-14,5.2488552025686948e-23,2.7599392184155538e-11,5.6936727839020144e-21,1.3803935920594911e-22,3.2989770636704856e-13,2.1370279318892734e-26,1.640302960173502e-26,1.0200655646855798e-29,1.2433312604107924e-12,3.990124283521327e-15,8.9377051565726815e-14,1.0531925380609784e-12,9.3949112803543313e-17,1.7664282563286284e-14,1.6816771665627966e-16,1.4966196979791858e-16,8.9511839711825057e-17,8.309003413401663e-17,2.8615028125693171e-24,3.4406944145267585e-17,4.8438010012917135e-14,3.7928886074384251e-14,4.8389097670526354e-15,2.1919957798002765e-12,6.9704640259247486e-15,1.3081489319964299e-08,7.2381562027957202e-11,6.7205561050470749e-15
4.688922511536789e-12,0.2932528348918571,76.950000000000003,0.0,0.0,0.0,0.99504713626566021,9.4999983521744227,1.7366192311138256e-05,0.00021077618273687435,0.00020921496431124077,1.5020797412819555e-06,2.4087425714759155e-11,0.00027556880242171421,0.0011482633863937474,1.3223565005774758e-07,8.0024546242856782e-15,7.2052027434768832e-13,1.2017072367954995e-09,0.0030521724766442203,3.7187286626749932e-08,5.3681615873748326e-16,8.9426131657223188e-17,1.3643782533043307e-14,2.0140476691785914e-18,2.4663011552641883e-08,1.7987979607106304e-07,1.2651334359531405e-08,1.2653711932103681e-08,1.5977302625047448e-12,7.7469535505463765e-13,5.107848819921643e-12,1.2101333134858421e-08,3.1020901005232812e-12,7.0157440597739595e-13,9.2166457770270212e-21,8.7293609308869049e-13,2.8353597664700411e-13,8.4323087502694893e-21,3.5967958933884918e-05,5.642293819904621e-18,2.1377198055123709e-18,6.1947162750689474e-07,1.5840029902282641e-07,1.8154003015891781e-07,6.4046360734128266e-07,3.1751279254937618e-08,8.4303278279772673e-21,3.7502625860783964e-15,9.1977087237492223e-17,8.9848573432308697e-17,9.9644653670290982e-20,4.4529838478247383e-14,5.9297248898975702e-23,2.8697599285663705e-11,6.3073661834329619e-21,1.5609986979171643e-22,3.4512179483936402e-13,2.4652116624516143e-26,1.8727589954544338e-26,1.1852910184714502e-29,1.3315171133316454e-12,4.1490934924706791e-15,9.5338043330501045e-14,1.1174893302661492e-12,9.974039319177361e-17,1.8388097683754649e-14,1.786201670964283e-16,1.6117571953956986e-16,9.4641668888873025e-17,8.6495626005279926e-17,3.0816410494351571e-24,3.6477295994306536e-17,5.1398380829972097e-14,4.0810731974597694e-14,5.1469025639238521e-15,2.2393576050736497e-12,7.5861376741182297e-15,1.3403469290426923e-08,7.2609623862560605e-11,7.0769046392085487e-15
4.781843902648484e-12,0.29325283471440733,76.950000000000003,0.0,0.0,0.0,0.99494932457078922,9.4999982981815094,1.7709461641063029e-05,0.00021493175989874898,0.00021331492971176735,1.5529426297506812e-06,2.4562326217036834e-11,0.00027554209185236218,0.0011724228099861639,1.3504068698500604e-07,8.2734310648309335e-15,7.6604648368280143e-13,1.249766730585952e-09,0.003116397191758164,3.8670650595011658e-08,5.4820332625176735e-16,9.1397266178587063e-17,1.4464346125709213e-14,2.1420107433229954e-18,2.5700148406943109e-08,1.8680234623890047e-07,1.3403423632063963e-08,1.34059459593454e-08,1.6940426747387643e-12,8.2281706190401227e-13,5.2208952961891262e-12,1.2448231910661343e-08,3.1920965429906788e-12,7.2293808958305409e-13,1.055164779356419e-20,9.1260617087491117e-13,2.9471473852222996e-13,9.6548441638463397e-21,3.6726689338280116e-05,5.8988884716736039e-18,2.2348936121517175e-18,6.3298803455038212e-07,1.6137575269105181e-07,1.8158904682745937e-07,6.5492982262166283e-07,3.320807454100208e-08,9.6525306166178598e-21,3.9655696651848186e-15,9.9718912967107414e-17,9.7450996370626537e-17,1.1022057894790149e-19,4.6186901303838208e-14,6.6826709171837912e-23,2.9816148081845948e-11,6.973202952469043e-21,1.7609509286131525e-22,3.6068659497191697e-13,2.8357526495182191e-26,2.1327751523615113e-26,1.3732982713206958e-29,1.4237966487091287e-12,4.3110110771093127e-15,1.015509915184965e-13,1.1843177391626743e-12,1.0576191667900222e-16,1.9126523423815762e-14,1.89491693995782e-16,1.7330657654134238e-16,9.9948922172942113e-17,8.9967600331626178e-17,3.3135780136727929e-24,3.8627962008564815e-17,5.4475422002786796e-14,4.3835041901354795e-14,5.4674850803031641e-15,2.2867148217590636e-12,8.2406175066199841e-15,1.3727366197531781e-08,7.2837190230274065e-11,7.4453492420590693e-15
4.874765293760178e-12,0.29325283453523454,76.950000000000003,0.0,0.0,0.0,0.99485152328217874,9.4999982436442885,1.8052696826958022e-05,0.00021908651533080809,0.00021741338477083107,1.6043484540579862e-06,2.5037132801659209e-11,0.000275515382712694,0.0011965797717531537,1.3784516958551995e-07,8.547300045704388e-15,8.1349273589073008e-13,1.298766937599713e-09,0.0031806156578270323,4.0182822992550686e-08,5.5958824344599826e-16,9.3371099945346731e-17,1.5316897884042314e-14,2.2754007152716188e-18,2.6758319763629517e-08,1.9384514214277443e-07,1.4184158368862911e-08,1.4186831103188875e-08,1.7940754918813069e-12,8.7285787479079143e-13,5.3339307784166301e-12,1.2798920046917427e-08,3.2830937400837019e-12,7.4455994013745253e-13,1.2048148390900186e-20,9.5320179702683242e-13,3.0613988033723e-13,1.1025459155277606e-20,3.748541769195625e-05,6.1614739746535489e-18,2.3343351968991252e-18,6.4645685105751697e-07,1.6432097004404183e-07,1.8163718662374533e-07,6.6936833934690862e-07,3.4696835065620317e-08,1.1022765278046891e-20,4.188861054528556e-15,1.0794496248844626e-16,1.0553130613829018e-16,1.2168162300791625e-19,4.7868888716751774e-14,7.5136717104249567e-23,3.0954979492748885e-11,7.6944732332180454e-21,1.9818834487203038e-22,3.7659120248325628e-13,3.2531233600688126e-26,2.423011144040217e-26,1.5867046776419384e-29,1.5202608040520994e-12,4.4758684779018913e-15,1.080204572523701e-13,1.2537241425265009e-12,1.1201794380473622e-16,1.9879563951965249e-14,2.0079012167103972e-16,1.8607324241063494e-16,1.0543561472396431e-16,9.3505911546502196e-17,3.5576712651447554e-24,4.086038944070996e-17,5.7671271412117472e-14,4.7005019817055167e-14,5.8008911051979773e-15,2.3340674300485184e-12,8.9353755806286579e-15,1.4053180414607295e-08,7.3064332919008295e-11,7.826103666183648e-15
4.967686684871872e-12,0.29325283435438,76.950000000000003,0.0,0.0,0.0,0.99475373239856513,9.499998188574434,1.8395897872453073e-05,0.00022324044920107188,0.00022151034138857337,1.6562855358134236e-06,2.5511845483054743e-11,0.00027548867539503602,0.001220734271851288,1.4064909787576096e-07,8.8239993491930788e-15,8.6290084643195317e-13,1.3487077723571126e-09,0.0032448278752595368,4.1723792419238464e-08,5.7097091037906938e-16,9.5347632827776445e-17,1.620202905044668e-14,2.4143364937992415e-18,2.7837500934025524e-08,2.0100763643351043e-07,1.4994030732096686e-08,1.4996859625636984e-08,1.8978936108413657e-12,9.2485249842766665e-13,5.446955265749765e-12,1.3153396788998593e-08,3.375081494438947e-12,7.6643999428979292e-13,1.37219653594497e-20,9.9472494275492742e-13,3.1781382789733633e-13,1.25586832343013e-20,3.8244143550601014e-05,6.4300630968850981e-18,2.4360493908558426e-18,6.5987818861942227e-07,1.6723625259677734e-07,1.8168455742755222e-07,6.8377917178663967e-07,3.6217474463694514e-08,1.2555555604929697e-20,4.4202917866792864e-15,1.1667545340884836e-16,1.1410954703437894e-16,1.340828077518955e-19,4.9575673607344508e-14,8.4290695422658124e-23,3.2114034610849736e-11,8.4746055886326225e-21,2.225531708435815e-22,3.928347058538503e-13,3.7221677905548313e-26,2.74632749195616e-26,1.8283708303920096e-29,1.6210002709865623e-12,4.6436571603054737e-15,1.1475096674345701e-13,1.325754782897222e-12,1.1851272268443418e-16,2.0647223473851622e-14,2.1252325162190831e-16,1.9949451919858135e-16,1.1110372213077697e-16,9.7110517537477778e-17,3.8142802840675847e-24,4.3176021266158184e-17,6.0988060612251732e-14,5.0323845179820833e-14,6.1473533622796946e-15,2.3814154302214948e-12,9.6719014065366259e-15,1.4380912298915672e-08,7.3291110715440836e-11,8.2193830556223546e-15
5.0606080759835665e-12,0.2932528341718833,76.950000000000003,0.0,0.0,0.0,0.9946559519186865,9.4999981329833858,1.8739064781177545e-05,0.00022739356167749989,0.00022560581122143327,1.7087424398782619e-06,2.598646430261855e-11,0.00027546197018339229,0.0012448863104660716,1.4345247189586579e-07,9.1034680536433469e-15,9.1431267146488361e-13,1.3995891494894481e-09,0.0033090338445412736,4.3293547478711094e-08,5.8235132725189037e-16,9.73268646520112e-17,1.7120329749939974e-14,2.5589371089774944e-18,2.8937667256060271e-08,2.0828928443213037e-07,1.5833530644019419e-08,1.5836521548323735e-08,2.0055616330999047e-12,9.7883547944941008e-13,5.5599687579036351e-12,1.3511661382527257e-08,3.4680596087726372e-12,7.8857828719873912e-13,1.5590113074124952e-20,1.0371775420100573e-12,3.2973900359123825e-13,1.4270148086686668e-20,3.9002866474233756e-05,6.7046683650793816e-18,2.5400409338069799e-18,6.7325216696005699e-07,1.7012190115438417e-07,1.8173124773827487e-07,6.9816234268596616e-07,3.7769906475190906e-08,1.4266527010871651e-20,4.6600179459070006e-15,1.2593103903819758e-16,1.2320619674128285e-16,1.4748143533456901e-19,5.1307135736518643e-14,9.4355848614635675e-23,3.3293254699414631e-11,9.3171699970862481e-21,2.493737704367394e-22,4.0941618748926857e-13,4.2481242863923753e-26,3.1057966665399551e-26,2.1014180623677853e-29,1.7261054955245779e-12,4.8143686145299766e-15,1.2174701170290851e-13,1.4004557679763457e-12,1.2525048904622015e-16,2.1429506235329231e-14,2.246988625987564e-16,2.1358930418874712e-16,1.1695518123485324e-16,1.0078137947274352e-16,4.083766371377296e-24,4.5576296195923197e-17,6.4427914849458177e-14,5.3794673134656722e-14,6.5071035151214859e-15,2.4287588226190696e-12,1.0451701488266707e-14,1.4710562191913154e-08,7.3517571775491216e-11,8.6254039453070106e-15
5.153529467095261e-12,0.2932528339877839,76.950000000000003,0.0,0.0,0.0,0.9945581818412812,9.4999980768823384,1.9082197556760384e-05,0.00023154585292799672,0.00022969980568722111,1.7617079693003287e-06,2.6460989263413838e-11,0.00027543526728386755,0.0012690358878038115,1.4625529170378123e-07,9.3856465062036144e-15,9.6777010350918337e-13,1.4514109837347212e-09,0.0033732335662130979,4.4892076778367983e-08,5.9372949427208262e-16,9.9308795308460096e-17,1.8072388992228954e-14,2.7093216997278972e-18,3.0058794094261855e-08,2.1568954411016705e-07,1.670314579788447e-08,1.6706304663430018e-08,2.1171438661517995e-12,1.0348412071877219e-12,5.6729712550027941e-12,1.3873713073323877e-08,3.5620278858629045e-12,8.1097485255040897e-13,1.7670867006897913e-20,1.080561492122984e-12,3.4191782617939348e-13,1.6176647287735869e-20,3.9761586026954808e-05,6.9853020687601409e-18,2.6463144757886106e-18,6.8657891236620831e-07,1.7297821536925045e-07,1.8177733021255342e-07,7.1251788170632978e-07,3.9354044962613832e-08,1.6172466202250336e-20,4.9081966588493574e-15,1.3573280878744814e-16,1.328421666892897e-16,1.6193713667741644e-19,5.3063161351467853e-14,1.0540330878943143e-22,3.4492581190999091e-11,1.0225880849128115e-20,2.7884543306910512e-22,4.2633472474557887e-13,4.8366492854222682e-26,3.5047146325633489e-26,2.4092468547742851e-29,1.8356666783890306e-12,4.9879943553198855e-15,1.2901304973986282e-13,1.4778730710218081e-12,1.3223546626723758e-16,2.2226416525294852e-14,2.3732471066958037e-16,2.2837658485717787e-16,1.2299189093833147e-16,1.0451846163708691e-16,4.3664925523724422e-24,4.8062648689326781e-17,6.7992953080270687e-14,5.7420634714168976e-14,6.8803721723967596e-15,2.4760976076266369e-12,1.1276298871882382e-14,1.5042130419529438e-08,7.3743755561933942e-11,9.0443842604967154e-15
5.246450858206955e-12,0.2932528338021203,76.950000000000003,0.0,0.0,0.0,0.99446042216508956,9.4999980202822556,1.9425296202830084e-05,0.00023569732312041686,0.00023379233597008641,1.8151711603543547e-06,2.6935420373185398e-11,0.00027540856684508486,0.0012931830040861538,1.4905755737095924e-07,9.670476296576996e-15,1.0233150672644568e-12,1.5041731899334983e-09,0.0034374270408566139,4.6519368929370372e-08,6.0510541171039848e-16,1.0129342471845557e-16,1.90587946737783e-14,2.8656095018205638e-18,3.1200856839744013e-08,2.232078760702406e-07,1.7603361668777707e-08,1.7606694544519119e-08,2.232704324937125e-12,1.0929039144402902e-12,5.7859627574733176e-12,1.4239551107371969e-08,3.6569861285379342e-12,8.3362972257856527e-13,1.9983830329282773e-20,1.1248786544322813e-12,3.543527106244288e-13,1.8296197972021006e-20,4.0520301776771613e-05,7.2719762643306991e-18,2.7548745786267587e-18,6.998585564081969e-07,1.7580549338625017e-07,1.8182286454887384e-07,7.2684582415476887e-07,4.0969803925191876e-08,1.8291382804049269e-20,5.1649860850871449e-15,1.4610228852276788e-16,1.4303880237630698e-16,1.7751192000900023e-19,5.4843642822857179e-14,1.1750828408666611e-22,3.5711955686074169e-11,1.1204599946003301e-20,3.1117498206919757e-22,4.4358939083302051e-13,5.4938420037618083e-26,3.9466128064503179e-26,2.7555561824671727e-29,1.949773775383991e-12,5.1645259217544593e-15,1.3655350474790676e-13,1.5580525312390298e-12,1.3947186540967301e-16,2.3037958678320386e-14,2.504085292863403e-16,2.438754339983428e-16,1.2921571299658083e-16,1.0832173127683628e-16,4.6628234835268021e-24,5.0636508966582151e-17,7.1685287989621555e-14,6.1204837046671296e-14,7.2673888930388186e-15,2.5234317856623053e-12,1.2147232702286831e-14,1.5375617292457609e-08,7.3969694425795326e-11,9.4765433162106942e-15
5.432293640430344e-12,0.2932528334262493,76.950000000000003,0.0,0.0,0.0,0.99426493401131066,9.499997905627696,2.0111391120941875e-05,0.00024399780100220855,0.00024197304758417508,1.9235478098084129e-06,2.788400118533394e-11,0.00027535517373602353,0.0013414698544267523,1.5466042661949281e-07,1.0247862309402323e-14,1.1408354259473401e-12,1.6125183780429752e-09,0.0035657952515325969,4.9860196248858267e-08,6.2785049932502482e-16,1.0527077925996921e-16,2.1136991386658003e-14,3.1963720994323118e-18,3.3547691749821478e-08,2.3859661228831257e-07,1.9497526435405115e-08,1.9501225870074188e-08,2.476014525182728e-12,1.2153364205693532e-12,6.0119127813259513e-12,1.4982583189838922e-08,3.8498717221600606e-12,8.7971449846627756e-13,2.5391856068653662e-20,1.2163198846964696e-12,3.8000030522670748e-13,2.3253029001060578e-20,4.2037720158530497e-05,7.863493214879973e-18,2.9788722821049603e-18,7.2627708748547379e-07,1.8137412436415425e-07,1.8191247547406115e-07,7.554190832140235e-07,4.4295840018167663e-08,2.3246689922323762e-20,5.7050348234650087e-15,1.6863266541630606e-16,1.652016248101611e-16,2.1227894351796661e-19,5.8477571446372825e-14,1.4521290721740206e-22,3.8210615920919566e-11,1.33882651365652e-20,3.8529545298971311e-22,4.7910338606455657e-13,7.0409986894776956e-26,4.9747284489861952e-26,3.5800301586219589e-29,2.1919843129307929e-12,5.5262728084928403e-15,1.5247519489548359e-13,1.726880612064945e-12,1.5471571234611166e-16,2.4704956154231687e-14,2.7798089927803333e-16,2.7708452773229299e-16,1.4223196007647944e-16,1.1612671592408754e-16,5.2977658477907761e-24,5.6052452632378214e-17,7.9460267333181985e-14,6.9260274257404948e-14,8.0835795420515917e-15,2.6180863226089505e-12,1.4034344192114693e-14,1.6048348142591618e-08,7.4420938176848874e-11,1.0381281854618129e-14
5.618136422653732e-12,0.2932528330445624,76.950000000000003,0.0,0.0,0.0,0.99406948744728041,9.4999977891029328,2.0797349564532134e-05,0.00025229499666480859,0.00025014803104588928,2.0337891610706657e-06,2.8832206872990398e-11,0.00027530179139852916,0.0013897468634333368,1.6026108037582993e-07,1.0835182691688587e-14,1.2672096393422209e-12,1.7246240344441239e-09,0.0036941384816795457,5.33159384016527e-08,6.5058659304392818e-16,1.0925892749383835e-16,2.335960087365605e-14,3.5521802961707618e-18,3.5977975646208538e-08,2.5445122980738219e-07,2.1519864787848343e-08,2.1523956147835083e-08,2.7359985559798058e-12,1.3464037583984576e-12,6.2378188362637607e-12,1.5740751600212994e-08,4.0467148129782313e-12,9.2683284449769557e-13,3.2000237372257254e-20,1.3115154268263197e-12,4.0670102661756826e-13,2.9311721096455063e-20,4.3555118237089084e-05,8.4793111555506502e-18,3.2120688314087358e-18,7.5250888310736326e-07,1.8683013963801631e-07,1.8200037861374661e-07,7.8388248013518233e-07,4.7747329871329207e-08,2.930345357805722e-20,6.2814497355736719e-15,1.9370311652188353e-16,1.89874118810842e-16,2.523279635540082e-19,6.2208170510655837e-14,1.7815870546888626e-22,4.0788771520416388e-11,1.5902122217556364e-20,4.7363790829948568e-22,5.1595070392133465e-13,8.948244452270372e-26,6.223585630614316e-26,4.6112003111929037e-29,2.4534518723614551e-12,5.8995420674285075e-15,1.6954681302637686e-13,1.9073040577131935e-12,1.7101547340428301e-16,2.6430534341330688e-14,3.0747739035434557e-16,3.133706990202016e-16,1.5601810272929353e-16,1.2419612524979175e-16,5.9915399918535027e-24,6.1835484643845273e-17,8.7769629608158682e-14,7.7985371905573972e-14,8.9574911324467855e-15,2.712722437172346e-12,1.6125654750904654e-14,1.6728756934201289e-08,7.4871463301554166e-11,1.1341401853846654e-14
5.803979204877121e-12,0.29325283265734,76.950000000000003,0.0,0.0,0.0,0.99387408246293596,9.4999976707877494,2.1483171562613075e-05,0.00026058891144949039,0.00025831736790007443,2.1458154178764366e-06,2.9780037595052363e-11,0.00027524842012436636,0.0014380140331178781,1.6585951944499578e-07,1.1432012321569599e-14,1.4027738705583225e-12,1.8404894811586899e-09,0.0038224567365841696,5.6886504412338715e-08,6.7331369614543433e-16,1.1325786867391501e-16,2.5731286439321946e-14,3.933990336686115e-18,3.8491512612868632e-08,2.7076750624459081e-07,2.3674181759795574e-08,2.3678691183325843e-08,3.0131581484848384e-12,1.4863742322361585e-12,6.4636809304080405e-12,1.6514050310282364e-08,4.2475138247546708e-12,9.7498496846353559e-13,4.0020880564283986e-20,1.4104789373725975e-12,4.3447404693325825e-13,3.6667209330130617e-20,4.5072492686040896e-05,9.1195185439743664e-18,3.4544976964621554e-18,7.7855510026927052e-07,1.9217584743324045e-07,1.82086778599051e-07,8.1223641536402267e-07,5.1323591342494704e-08,3.6656520675914283e-20,6.8955323140972203e-15,2.2150158780213975e-16,2.1724269782827486e-16,2.9824558399269484e-19,6.6034766817639218e-14,2.1710979628523107e-22,4.3445961215795089e-11,1.8782678500155132e-20,5.7831953801939698e-22,5.5412385115705641e-13,1.1283056485392214e-25,7.7312296937759297e-26,5.8916069677226735e-29,2.7348873277473111e-12,6.2842668701343379e-15,1.8780257371999075e-13,2.0996847951484162e-12,1.8840439735322877e-16,2.8214729787569954e-14,3.3895906259740831e-16,3.5288914025463568e-16,1.705877751112555e-16,1.3252978986690999e-16,6.7471130678633654e-24,6.799689541332144e-17,9.6630052336469173e-14,8.7404148626859303e-14,9.8909228626465073e-15,2.8073401332089502e-12,1.8434013660934586e-14,1.741684563398544e-08,7.5321378751117192e-11,1.2358707805750365e-14
