Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376)
3.762593023288219e-08,0.21977208721989844,76.950000000000003,0.0,0.0,0.0,0.65378154633340413,9.4882124997480464,0.0078290449734574451,0.075245341154077577,0.049107388126243753,0.005510987092675953,2.3017780376408188e-08,1.367941936003278e-06,0.049081074325135726,0.00014710736519950388,5.2886311798487327e-11,0.0059222677010043996,0.0072785408470290979,0.088546143677256772,0.032436572882937477,9.944176059123693e-13,1.1749811978495313e-11,5.1346075815046608e-07,1.360503707234991e-09,1.0664615373044774e-05,7.6134156823906739e-05,0.021412277940042451,0.023360891827920723,6.5171184019388056e-06,3.8735578038490853e-06,1.3560285339407745e-13,0.00044706475703310916,2.7060774912848219e-07,8.0324671145019238e-08,8.4101194996007365e-05,1.9691709690224597e-06,4.4957403552833645e-08,0.00046777556645514058,0.0010239869919277233,2.145547629722781e-11,6.9344539612850971e-12,3.8477594328404459e-08,9.2248161723034661e-09,1.3571734322140409e-10,9.9139347424336759e-07,3.5332868227833902e-06,0.0004172348443850913,1.0969510429198853e-07,9.1466358561648791e-05,2.2007469500449519e-05,9.1893617848839103e-05,3.43003909637788e-10,6.2269233966490223e-06,1.4671737054120255e-08,9.1578064459340355e-05,1.5298704526726297e-05,3.7777148352020354e-10,1.9892467401974574e-06,4.2734799020621925e-05,2.8923014837985905e-06,1.3600167022954047e-07,7.8393051371418983e-13,7.7356379996440421e-12,1.7226471761593519e-06,5.2959244977801169e-10,1.2313270910158233e-06,8.3957606100920619e-10,2.2629473697724517e-09,1.3795143962549301e-07
3.785308865592707e-08,0.21977237170110528,76.950000000000003,0.0,0.0,0.0,0.65224750797233821,9.4881418920523402,0.007863781100747565,0.075417376510542214,0.04912170355277596,0.0055125547865197948,2.3070205080190522e-08,1.3649697628948696e-06,0.04931360451114189,0.00014744242827418902,5.290135596478033e-11,0.0059872229582867819,0.0073692995231383627,0.08898332807899996,0.03270724534831692,9.9668256794081523e-13,1.1895988379570064e-11,5.1989445452324432e-07,1.3755001724809411e-09,1.0718010946950562e-05,7.6157338707135916e-05,0.021571117370896842,0.023562755956885725,6.5654062394691581e-06,3.9022589596587949e-06,1.3627238094379332e-13,0.00045094443371782175,2.7295373751755224e-07,8.1021330313841762e-08,8.5457130098786201e-05,1.9863737858663189e-06,4.5367572047675053e-08,0.00047859151010919257,0.0010295674779952366,2.1642723691691053e-11,6.9949726978693229e-12,3.8621325298721084e-08,9.2691958382871032e-09,1.3562200386442224e-10,9.9706470225480934e-07,3.5537633925189817e-06,0.00042653682018689451,1.1070308024598205e-07,9.2798555919833714e-05,2.2268600592712608e-05,9.343045132823129e-05,3.459818068801271e-10,6.3312513927867722e-06,1.4779202436366893e-08,9.3675801108624777e-05,1.5563987188275183e-05,3.8053876960172811e-10,2.0243026237273295e-06,4.3884181756382902e-05,2.9702066461699069e-06,1.375860466035789e-07,7.8967253770932906e-13,7.7805083765130036e-12,1.7454676534067036e-06,5.3660347466279482e-10,1.2680364124776797e-06,8.5069082869543284e-10,2.2929112962918048e-09,1.4206629006134831e-07
3.808024707897195e-08,0.2197726558828145,76.950000000000003,0.0,0.0,0.0,0.65071882385042379,9.4880713591427543,0.007898395170795108,0.075587154440870205,0.049134307225465634,0.0055139303638125289,2.3121938663639693e-08,1.3620081077522687e-06,0.049545511188515329,0.00014777307334864822,5.2914556364435449e-11,0.0060522602033591041,0.0074604094376204532,0.089419566705910253,0.032977895767901583,9.9891766594511093e-13,1.2042727498768655e-11,5.2635329929033891e-07,1.3905163605314362e-09,1.0771290695521388e-05,7.6177853924089004e-05,0.021729436324619152,0.023764677989941526,6.613534883228293e-06,3.9308654971057356e-06,1.3694046003906501e-13,0.00045482533785680054,2.7530043045202735e-07,8.1718199953797279e-08,8.6820180274409684e-05,2.0035823221803077e-06,4.5778057050253806e-08,0.00048956523391480958,0.001035144729553425,2.1830030236817833e-11,7.0555105531404332e-12,3.8765026629303636e-08,9.313554573351801e-09,1.3552739559684597e-10,1.0027365732870867e-06,3.5742421316192811e-06,0.00043596321828179665,1.1171185515547719e-07,9.4137743606976515e-05,2.2530271855392811e-05,9.4978738356430261e-05,3.4896066589719216e-10,6.4363587682911221e-06,1.4886651426911275e-08,9.5803985540977214e-05,1.5831370410625937e-05,3.8330563427252499e-10,2.0596431894403665e-06,4.5054427828771981e-05,3.0495282226407125e-06,1.3917905263890976e-07,7.9541368537318834e-13,7.8253834372470636e-12,1.7684360468323295e-06,5.4365985535840044e-10,1.3055376611001677e-06,8.6187750032468261e-10,2.3230691129615282e-09,1.4626994884239599e-07
3.830740550201683e-08,0.2197729397511016,76.950000000000003,0.0,0.0,0.0,0.64919546977755993,9.488000902976351,0.0079328876100692846,0.075754693589534919,0.049145221326804815,0.0055151163218377392,2.3172986310881093e-08,1.3590569354342096e-06,0.049776796490266929,0.00014809933778852033,5.2925937774581146e-11,0.0061173748988652106,0.007551865815952582,0.089854862889024376,0.033248515423522911,1.001123150794724e-12,1.2190021652878574e-11,5.3283695241804179e-07,1.4055512194805658e-09,1.0824455027542709e-05,7.619573698938289e-05,0.021887226746149929,0.023966650903452374,6.6615018843782825e-06,3.959375961683903e-06,1.3760709579371128e-13,0.00045870733669020229,2.7764774755961919e-07,8.2415256203127516e-08,8.8190176204651951e-05,2.0207959816031378e-06,4.6188843638038364e-08,0.00050069729895080219,0.0010407187806548697,2.2017389936756498e-11,7.1160655836991724e-12,3.8908698999584287e-08,9.3578926285331955e-09,1.3543353684009209e-10,1.0084091438466717e-06,3.5947232442875521e-06,0.00044551416457273255,1.1272139185916076e-07,9.5483838186138613e-05,2.2792463908037647e-05,9.6538394525884743e-05,3.5194038487460649e-10,6.5422397880283575e-06,1.4994081775734956e-08,9.7962747109646374e-05,1.6100839688255141e-05,3.8607201956843619e-10,2.0952665198684153e-06,4.6245698148462485e-05,3.1302771660287397e-06,1.4078068372062933e-07,8.0115383814146298e-13,7.8702636297516022e-12,1.7915520778764424e-06,5.5076150549057296e-10,1.3438404281871643e-06,8.731359388823771e-10,2.3534204501843687e-09,1.5056349170399447e-07
3.8534563925061705e-08,0.21977322329234797,76.950000000000003,0.0,0.0,0.0,0.64767742164715547,9.4879305254938444,0.0079672588432090109,0.075920012496023342,0.049154467831017616,0.005516115134342834,2.3223354063167587e-08,1.3561161472716219e-06,0.05000746253995067,0.00014842125729495827,5.2935523248134313e-11,0.0061825625516471316,0.0076436639045482863,0.090289219944099122,0.033519095724377945,1.0032992639210046e-12,1.2337863170432996e-11,5.393450753392458e-07,1.4206037076515151e-09,1.0877504349924284e-05,7.6211022094075436e-05,0.022044480755764796,0.024168667764629649,6.7093048560601344e-06,3.9877889335927932e-06,1.3827229336969128e-13,0.00046259029933306064,2.7999560985494018e-07,8.3112475567304935e-08,8.9566947863533677e-05,2.0380141762059095e-06,4.6599917078803138e-08,0.00051198824556970965,0.0010462896646323263,2.2204796034687128e-11,7.1766356096548637e-12,3.9052343087733626e-08,9.4022102546593434e-09,1.3534040769566976e-10,1.0140824701101686e-06,3.6152069334704656e-06,0.00045518976410435249,1.1373165367008942e-07,9.6836756447218753e-05,2.3055157528055259e-05,9.8109334871677431e-05,3.5492086332466409e-10,6.6488886788054841e-06,1.5101491269349335e-08,0.00010015221234686467,1.6372380390136394e-05,3.8883786849369226e-10,2.1311706792248602e-06,4.7458151741311423e-05,3.2124643011649251e-06,1.4239093533287635e-07,8.0689287700666348e-13,7.9151493991801056e-12,1.8148154653327798e-06,5.5790833770542077e-10,1.3829542916316903e-06,8.8446600593530287e-10,2.3839649349651797e-09,1.5494799286281104e-07
3.8761722348106584e-08,0.2197735064932027,76.950000000000003,0.0,0.0,0.0,0.64616465543633728,9.487860228618425,0.0080015092930245252,0.07608312959358024,0.049162068504307377,0.0055169292515742053,2.3273048357590776e-08,1.3531856889500493e-06,0.050237511451633472,0.00014873886707195922,5.2943335192835511e-11,0.0062478187127607684,0.0077357989708617854,0.090722641171558357,0.033789628206687898,1.0054462459918208e-12,1.2486244410538007e-11,5.458773309615506e-07,1.4356727935196966e-09,1.0930439067701756e-05,7.6223743106034164e-05,0.02220119064876365,0.024370721731320828,6.7569414668037978e-06,4.016103025600913e-06,1.3893605777951616e-13,0.00046647409677094264,2.8234393956039315e-07,8.3809834900208618e-08,9.0950324541814635e-05,2.0552363264721087e-06,4.7011262830281005e-08,0.000523438593403251,0.0010518574141000379,2.2392241541543357e-11,7.2372183798500435e-12,3.9195959556567237e-08,9.4465076980591452e-09,1.3524797568247966e-10,1.0197566079099332e-06,3.6356934008574154e-06,0.0004649901010873158,1.147426043748007e-07,9.8196415410509356e-05,2.3318333651066363e-05,9.9691473878447473e-05,3.5790200215807755e-10,6.7562996298408897e-06,1.520887773071715e-08,0.00010237250496653345,1.6645977761271065e-05,3.9160312499603986e-10,2.1673537136203431e-06,4.8691945745317704e-05,3.2961003246854517e-06,1.4400980305867027e-07,8.1263068321267577e-13,7.9600411879323755e-12,1.8382259253655391e-06,5.6510026377227618e-10,1.422888815605948e-06,8.9586756172742052e-10,2.4147021909228742e-09,1.5942452498287904e-07
3.898888077115146e-08,0.21977378934059505,76.950000000000003,0.0,0.0,0.0,0.64465714720780076,9.4877900142526563,0.0080356393805097424,0.076244063205715154,0.04916804490657066,0.005517561100445041,2.3322074094994188e-08,1.3502655944598664e-06,0.050466945329941906,0.00014905220444613837,5.2949398246610274e-11,0.0063131389777449712,0.0078282663043038395,0.091155129856569539,0.034060104531026293,1.007564348523166e-12,1.2635157804126025e-11,5.5243338373318237e-07,1.4507574556017443e-09,1.0983259584049066e-05,7.623393357256722e-05,0.022357348893397532,0.024572806050431013,6.8044094240493074e-06,4.0443168770508174e-06,1.3959839393252973e-13,0.00047035860182744084,2.8469265960961078e-07,8.4507311340010599e-08,9.2340134966449773e-05,2.0724618611494489e-06,4.7422866537255896e-08,0.00053504884136150736,0.0010574220609688182,2.2579720977651475e-11,7.2978121152040776e-12,3.9339549019877711e-08,9.4907851902897216e-09,1.3515627114507655e-10,1.0254316126977426e-06,3.6561828468724186e-06,0.00047491523903822835,1.1575420822598941e-07,9.9562732357355457e-05,2.3581973373419633e-05,0.00010128472554222046,3.6088370386992287e-10,6.8644667969830693e-06,1.5316239018550392e-08,0.00010462374588082471,1.6921616934277332e-05,3.9436773390068596e-10,2.2038136526627888e-06,4.9947235378334616e-05,3.3811958028266708e-06,1.4563728257868916e-07,8.1836714409522355e-13,8.0049394356364397e-12,1.8617831716384597e-06,5.723371950011556e-10,1.4636535479377176e-06,9.0734046554705558e-10,2.4456318383821736e-09,1.6399415887865128e-07
3.921603919419634e-08,0.2197740718217012,76.950000000000003,0.0,0.0,0.0,0.64315487310988761,9.4877198842812991,0.0080696495248432695,0.076402831549050712,0.049172418391596306,0.0055180130845547369,2.3370435958444587e-08,1.347355760015571e-06,0.050695766270147616,0.00014936130600961395,5.2953736519995143e-11,0.0063785189866041479,0.0079210612162785559,0.091586689269192903,0.034330516482128821,1.0096538141833467e-12,1.2784595808331913e-11,5.5901289964636264e-07,1.4658566826530462e-09,1.1035966300279449e-05,7.6241626720703617e-05,0.022512948130602339,0.02477491405779195,6.8517064903439712e-06,4.0724291590998759e-06,1.4025930702475062e-13,0.00047424368916070242,2.8704169409680307e-07,8.5204882356288974e-08,9.3736207321532241e-05,2.0896902172355934e-06,4.7834714031377038e-08,0.00054681946764508469,0.00106298363644886,2.2767228954200976e-11,7.3584150655754527e-12,3.9483112077624613e-08,9.5350429588498998e-09,1.3506532077102135e-10,1.0311075395798477e-06,3.6766754706738525e-06,0.00048496522080346369,1.1676642994197748e-07,0.00010093562483162242,2.3846057952367743e-05,0.00010288900337326105,3.6386587235122559e-10,6.9733843028922569e-06,1.5423573027195904e-08,0.00010690605320262097,1.7199282930241084e-05,3.9713164096105149e-10,2.2405485095830726e-06,5.1224173937808719e-05,3.467761171406832e-06,1.4727336967116809e-07,8.2410215049492898e-13,8.0498445791484051e-12,1.8854869153253433e-06,5.7961904197331553e-10,1.5052580199685026e-06,9.1888457549434004e-10,2.4767534944189814e-09,1.6865796349901427e-07
3.944319761724122e-08,0.21977435392403433,76.950000000000003,0.0,0.0,0.0,0.64165780937823103,9.4876498405729635,0.0081035401434004506,0.076559452734731165,0.049175210108736531,0.0055182875844302622,2.3418140987072574e-08,1.3444561303779674e-06,0.050923976358162322,0.00014966620547726168,5.2956370770271002e-11,0.0064439544240010001,0.0080141790410022118,0.092017322664367726,0.034600855966358729,1.0117148761440586e-12,1.2934550877774162e-11,5.6561554629605961e-07,1.480969473856278e-09,1.1088559615857588e-05,7.6246855459844728e-05,0.022667981171860353,0.02497703917665214,6.8988304969222855e-06,4.1004385799678402e-06,1.4091880195130814e-13,0.0004781292352308599,2.8939096873358352e-07,8.5902525811478325e-08,9.513836936656588e-05,2.1069208398348175e-06,4.8246791328232247e-08,0.00055875092977112056,0.001068542171063287,2.2954758136260266e-11,7.4190248749490642e-12,3.9626649346857655e-08,9.5792812365914457e-09,1.3497506625933696e-10,1.0367844433455149e-06,3.697171470147482e-06,0.00049514006871975865,1.1777923469979193e-07,0.00010231501066700845,2.4110568808226721e-05,0.00010450422045278594,3.6684841264116932e-10,7.0830462409305663e-06,1.5530877685895212e-08,0.00010921954226391824,1.7478960669508391e-05,3.9989479287674106e-10,2.2775562827312105e-06,5.2522912773319937e-05,3.5558067339500809e-06,1.4891806021071733e-07,8.2983558709029428e-13,8.0947570525370656e-12,1.9093368652324579e-06,5.8694571409575693e-10,1.5477117441168982e-06,9.304997481753116e-10,2.5080667731464696e-09,1.7341700565681056e-07
3.9670356040286096e-08,0.2197746356353378,76.950000000000003,0.0,0.0,0.0,0.64016593233650065,9.4875798849745632,0.0081373116517593491,0.076713944762685962,0.049176441003814061,0.0055183869575854303,2.3465193990722843e-08,1.34156667145825e-06,0.051151577670577819,0.00014996693911913876,5.2957324675917044e-11,0.0065094410193267029,0.0081076151358759948,0.092447033281979868,0.034871115010489118,1.0137477772082543e-12,1.3085015547376991e-11,5.7224099290710817e-07,1.4960948384707614e-09,1.1141039928405663e-05,7.6249652383104374e-05,0.022822440998187987,0.025179174916947333,6.9457793095880364e-06,4.1283438725067237e-06,1.4157688369814746e-13,0.00048201511828577486,2.9174040979659462e-07,8.6600219826478761e-08,9.6546448490079879e-05,2.124153182090301e-06,4.8659084626009705e-08,0.00057084366459632472,0.0010740976946555382,2.3142303222337252e-11,7.4796398226564836e-12,3.9770161389639516e-08,9.6235002397698531e-09,1.3488553159430629e-10,1.0424623783940042e-06,3.7176710419037823e-06,0.00050543978470221499,1.1879258813165549e-07,0.00010370080799946822,2.4375487525282768e-05,0.00010613028945976223,3.6983123136525995e-10,7.193446676979558e-06,1.5638150958521782e-08,0.00011156432562581728,1.7760634976776572e-05,4.0265713719081907e-10,2.3148349562794463e-06,5.3843601274505201e-05,3.645342660861218e-06,1.5057135016774315e-07,8.3556734730850376e-13,8.1396772870773725e-12,1.933332727854777e-06,5.9431712050116709e-10,1.5910242127273292e-06,9.4218583942608421e-10,2.5395712856128043e-09,1.7827234989692985e-07
3.9897514463330974e-08,0.2197749169435672,76.950000000000003,0.0,0.0,0.0,0.63867921839707331,9.4875100193156623,0.0081709644637067199,0.076866325525929605,0.049176131820017024,0.0055183135386329789,2.3511601213106684e-08,1.3386873373789258e-06,0.051378572274708219,0.00015026354120924312,5.295661960548016e-11,0.0065749745467387904,0.0082013648818228153,0.092875824346933269,0.035141285760518691,1.0157527518466708e-12,1.3235982362117269e-11,5.7888891035899668e-07,1.5112317961596545e-09,1.1193407633709444e-05,7.625004976871146e-05,0.022976320758999122,0.025381314874580715,6.992550856801024e-06,4.1561438040506932e-06,1.4223355714929643e-13,0.00048590121834475456,2.9408994498363863e-07,8.7297942883910532e-08,9.7960271765581804e-05,2.1413867051132037e-06,4.9071580304147213e-08,0.00058309808835171981,0.0010796502363967168,2.3329857700956741e-11,7.5402578114885572e-12,3.9913648773418309e-08,9.6677001864030231e-09,1.3479668726663766e-10,1.048141398793957e-06,3.7381743812752143e-06,0.00051586435034306358,1.1980645632155551e-07,0.00010509293527854832,2.4640795852591861e-05,0.00010776712269599875,3.72814236380506e-10,7.3045796511452258e-06,1.5745390843175184e-08,0.0001139405130894972,1.8044290585993807e-05,4.0541862235639715e-10,2.3523825009019141e-06,5.5186386860887532e-05,3.7363789887302448e-06,1.5223323560787109e-07,8.4129732178477979e-13,8.1846057112450169e-12,1.9574742074330185e-06,6.0173316935881178e-10,1.6352048969770455e-06,9.5394270377855747e-10,2.5712666399842702e-09,1.8322505837402492e-07
4.012467288637585e-08,0.21977519783707716,76.950000000000003,0.0,0.0,0.0,0.63719764406171087,9.4874402454042652,0.0082044989912443238,0.077016612806244236,0.049174303098864232,0.0055180696393948942,2.3557366888619007e-08,1.3358180831773501e-06,0.051604962228617691,0.00015055604810483193,5.2954279462348193e-11,0.0066405508251894162,0.0082954236836299249,0.093303699069195736,0.035411360480435014,1.0177300413172925e-12,1.3387443942318807e-11,5.8555897121089298e-07,1.5263793767102481e-09,1.1245663125724691e-05,7.6248079581490885e-05,0.023129613770963762,0.025583452730667863,7.039143103204042e-06,4.1838371670351056e-06,1.4288882730455226e-13,0.00048978741718330807,2.9643950260502554e-07,8.799567372772753e-08,9.9379666012520794e-05,2.1586208779115512e-06,4.948426492189579e-08,0.00059551459668414502,0.00108519982479298,2.3517416875966376e-11,7.6008773115611535e-12,4.0057112016809146e-08,9.7118812797819106e-09,1.3470857419140012e-10,1.0538215582283444e-06,3.7586816823140023e-06,0.00052641372702025941,1.2082080580170485e-07,0.00010649131127896802,2.4906475704789526e-05,0.00010941463211202317,3.7579733705162573e-10,7.4164391795280613e-06,1.5852595371880868e-08,0.00011634821170808329,1.8329912145443731e-05,4.081791976645355e-10,2.3901968744833719e-06,5.655141497176584e-05,3.8289256196408708e-06,1.5390371269133957e-07,8.4702540929607771e-13,8.2295427507109372e-12,1.9817610060108234e-06,6.0919376855220189e-10,1.6802632457438963e-06,9.6577019501091279e-10,2.6031524415417776e-09,1.8827619072552415e-07
4.035183130942073e-08,0.21977547830431154,76.950000000000003,0.0,0.0,0.0,0.63572118592231464,9.487370565031858,0.0082379156445959636,0.077164824279196617,0.049170975181271982,0.0055176575490319237,2.3602497780315528e-08,1.3329588574396075e-06,0.051830749581158929,0.00015084449295773431,5.2950324337872838e-11,0.006706165718456821,0.0083897869703298891,0.093730660643863345,0.035681331550838122,1.0196798745372412e-12,1.3539392899817924e-11,5.9225084972930186e-07,1.5415366204208627e-09,1.1297806796584344e-05,7.6243773474521297e-05,0.023282313516652234,0.025785582250697932,7.0855540833463356e-06,4.2114227907128044e-06,1.4354269897397778e-13,0.00049367359831405707,2.987890126184798e-07,8.8693391487471194e-08,0.00010080445786291819,2.1758551773081533e-06,4.9897125216726095e-08,0.00060809356470360395,0.0010907464876939099,2.3704973887709254e-11,7.6614961189247455e-12,4.0200551660636494e-08,9.756043730069379e-09,1.34621142015192e-10,1.0595029100644115e-06,3.7791931377891126e-06,0.00053708785601929744,1.218356035485992e-07,0.00010789585511349303,2.5172509162970431e-05,0.00011107272933602538,3.7878044386870222e-10,7.5290192561978811e-06,1.5959762610127287e-08,0.00011878752579986219,1.8617484223370783e-05,4.109388133140041e-10,2.4282760229031503e-06,5.7938829054872347e-05,3.9229923203947839e-06,1.5558277767232476e-07,8.5275150224362869e-13,8.2744888283352762e-12,2.0061928235008559e-06,6.1669882483109291e-10,1.7262086843429995e-06,9.7766816549342377e-10,2.6352282928686109e-09,1.9342680393012053e-07
4.057898973246561e-08,0.2197757583341504,76.950000000000003,0.0,0.0,0.0,0.63424982066168523,9.4873009799671291,0.0082712148322147978,0.077310977507701564,0.049166168208682311,0.0055170795341661898,2.3646997841458096e-08,1.330109618666592e-06,0.052055936372004868,0.00015112891189718804,5.2944778011784214e-11,0.0067718151351687413,0.0084844501955852851,0.094156712251212638,0.035951191467521092,1.0216024905035609e-12,1.3691821938575949e-11,5.9896422191599352e-07,1.556702577663413e-09,1.1349839036605963e-05,7.6237162790869769e-05,0.023434413643223222,0.025987697283668544,7.1317818609855041e-06,4.2388995269032611e-06,1.4419517711856376e-13,0.00049755964696961163,3.0113840538508198e-07,8.9391075525821792e-08,0.00010223447382806875,2.1930890878596844e-06,5.0310148102668737e-08,0.00062083534703699054,0.0010962902523010058,2.3892524400289294e-11,7.7221128180700158e-12,4.034396818527203e-08,9.8001877291542474e-09,1.3453443803144128e-10,1.065185507270132e-06,3.7997089391839494e-06,0.00054788665866365165,1.2285081697891197e-07,0.00010930648624588787,2.543887847553246e-05,0.00011274132570349453,3.8176346884690768e-10,7.6423138552159956e-06,1.6066890656535984e-08,0.00012125855696238022,1.8906991313717357e-05,4.1369742031029211e-10,2.4666178808337204e-06,5.9348770555152205e-05,4.0185887217441396e-06,1.5727042689824023e-07,8.5847550361864459e-13,8.3194443641614622e-12,2.0307693577492521e-06,6.2424824485111683e-10,1.7730506132317483e-06,9.8963646702616317e-10,2.6674937938313227e-09,1.9867795216224351e-07
4.080614815551049e-08,0.2197760379155438,76.950000000000003,0.0,0.0,0.0,0.63278352506547109,9.4872314919597098,0.0083043969605747434,0.077455089934783034,0.049159902099946744,0.0055163378362871269,2.3690873844063745e-08,1.3272703173777868e-06,0.052280524630573359,0.00015140933758129462,5.2937660011600833e-11,0.0068374950342914116,0.0085794088411118245,0.094581857054968355,0.036220932853987572,1.0234981151282106e-12,1.3844723754699356e-11,6.0569876575170378e-07,1.5718763106178446e-09,1.1401760234077859e-05,7.6228278527660533e-05,0.023585907980880196,0.026189791771313597,7.1778245771246221e-06,4.2662662679559443e-06,1.4484626649278958e-13,0.00050144545029061534,3.0348761308153735e-07,9.0088705628331233e-08,0.00010366954036674285,2.2103221027044466e-06,5.0723320690213691e-08,0.00063374027539299372,0.0011018311450981411,2.408006166377501e-11,7.7827252412328653e-12,4.048736209520379e-08,9.8443134763742421e-09,1.3444841031573862e-10,1.070869402455966e-06,3.8202292765352191e-06,0.00055881003403441848,1.2386641399865735e-07,0.00011072312454906638,2.5705566079596686e-05,0.00011442033225555965,3.8474632526377053e-10,7.7563169304836947e-06,1.6173977646374474e-08,0.00012376140375564484,1.9198417833672502e-05,4.1645497064784233e-10,2.5052203712897107e-06,6.0781378656927597e-05,4.1157243008707413e-06,1.5896665682034754e-07,8.6419730928695762e-13,8.3644097750640251e-12,2.0554903043613511e-06,6.3184193404665997e-10,1.8207984035282985e-06,1.0016749499056808e-09,2.6999485414395425e-09,2.0403068628769753e-07
4.1033306578555365e-08,0.21977631703771336,76.950000000000003,0.0,0.0,0.0,0.63132227598896051,9.4871621027415056,0.008337462434827185,0.077597178917892959,0.049152196625470698,0.0055154346800757766,2.373413008258487e-08,1.3244409104233591e-06,0.05250451637942543,0.00015168580524136546,5.2928993143273394e-11,0.0069032014085911517,0.0086746584077681405,0.095006098207788853,0.036490548418293613,1.0253669827916282e-12,1.3998091121306575e-11,6.1245416056485251e-07,1.5870568890314891e-09,1.1453570775932408e-05,7.6217151451274907e-05,0.023736790481641189,0.026391859716926848,7.2236803915584172e-06,4.2935219220300919e-06,1.454959719905286e-13,0.0005053308966843713,3.0583656809302283e-07,9.0786261742600082e-08,0.00010510948394519516,2.2275537206792246e-06,5.1136630219896355e-08,0.0006468086661470516,0.0011073691920946733,2.4267581142180608e-11,7.8433319122381337e-12,4.0630733845084857e-08,9.8884211559858048e-09,1.3436309132769538e-10,1.0765546479258137e-06,3.840754338907439e-06,0.00056985786639378658,1.2488236283909824e-07,0.00011214569017925741,2.5972554539467139e-05,0.0001161096598581839,3.8772892753149862e-10,7.8710224239798463e-06,1.6281021739236747e-08,0.000126296162713919,1.9491748153278835e-05,4.1921141691042381e-10,2.5440814100755194e-06,6.2236791019920171e-05,4.2144084313819539e-06,1.6067146395904806e-07,8.6991682421280676e-13,8.409385475786949e-12,2.0803553574879157e-06,6.3947979788492346e-10,1.8694614055770981e-06,1.0137834641096941e-09,2.7325921308154303e-09,2.0948605482860663e-07
4.126046500160024e-08,0.21977659569036193,76.950000000000003,0.0,0.0,0.0,0.62986605038610011,9.4870928140253259,0.0083704116582616981,0.077737261699790006,0.049143071346805671,0.0055143722666562492,2.3776772915529486e-08,1.321621349401504e-06,0.052727913631474159,0.00015195834757429074,5.2918797039784751e-11,0.0069689302985168596,0.0087701944236266843,0.095429438846763887,0.036760030986980115,1.0272093183819887e-12,1.4151916816324736e-11,6.1923008760337515e-07,1.6022433937895266e-09,1.1505271047193159e-05,7.6203812003537762e-05,0.023887055268497354,0.026593895210165346,7.2693475318248989e-06,4.3206654335382372e-06,1.4614429834946833e-13,0.00050921587633325079,3.0818520436079493e-07,9.1483724192608548e-08,0.00010655413108029923,2.2447834486075862e-06,5.1550064115426274e-08,0.00066004081408567125,0.0011129044186355829,2.4455076543867701e-11,7.9039308079598418e-12,4.0774083902906829e-08,9.932510956401358e-09,1.3427844221411647e-10,1.0822412956341331e-06,3.8612843139917256e-06,0.00058103001918534077,1.2589863218754866e-07,0.00011357410369899912,2.6239826599270213e-05,0.00011780921914659407,3.9071119129206487e-10,7.9864242618730302e-06,1.6388021128731139e-08,0.00012886292752252148,1.9786966579218283e-05,4.2196671258768138e-10,2.5831989032603636e-06,6.3715143147519482e-05,4.3146503403913684e-06,1.623848449318886e-07,8.7563394850468953e-13,8.4543718780658609e-12,2.1053642092663041e-06,6.4716174082116842e-10,1.9190489396763854e-06,1.0259618583286603e-09,2.7654241544832819e-09,2.1504510292041705e-07
4.148762342464512e-08,0.2197768738633064,76.950000000000003,0.0,0.0,0.0,0.62841482531160731,9.4870236274993971,0.0084032450322840332,0.077875355401445828,0.049132545614599898,0.0055131527733074028,2.3818806032206076e-08,1.3188115927870477e-06,0.052950718389866064,0.00015222699988970602,5.2907094798923991e-11,0.0070346777928985259,0.0088660124446895295,0.095851882093224261,0.037029373505632499,1.0290253548700522e-12,1.4306193712351485e-11,6.2602623008732167e-07,1.6174349166868555e-09,1.1556861430952297e-05,7.6188290298407799e-05,0.02403669663670006,0.026795892427579963,7.314824258390829e-06,4.3476957715292769e-06,1.4679125044812786e-13,0.00051310028120626092,3.1053345631292193e-07,9.218107355495768e-08,0.00010800330840846098,2.2620108013453483e-06,5.1963609984827604e-08,0.00067343699215178133,0.0011184368493990116,2.4642543974860194e-11,7.9645206545769063e-12,4.0917412679895672e-08,9.9765830488653374e-09,1.3419451254062581e-10,1.0879293971094705e-06,3.8818193880826986e-06,0.00059232633486474358,1.2691519119081246e-07,0.00011500828609446975,2.650736518632422e-05,0.00011951892054803049,3.9369303371156113e-10,8.1025163560848138e-06,1.6494974042684245e-08,0.00013146178898858162,2.0084057358995953e-05,4.2472081201500742e-10,2.6225707477434421e-06,6.5216568345262231e-05,4.4164591056934593e-06,1.6410679645440271e-07,8.8134859246049335e-13,8.4993693905762391e-12,2.1305165498481751e-06,6.5488766721861487e-10,1.9695702944939212e-06,1.0382099807103579e-09,2.798444202408442e-09,2.207088721325677e-07
