Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456)
3.457916858218357e-12,0.25302385177361547,76.950000000000003,0.0,0.0,0.0,0.99545098948330768,9.4999985304626335,1.42286922934445e-05,0.00020162089084874073,0.00020028890195119062,1.3169642154992257e-06,2.6029370596397236e-11,0.00033553796315674377,0.0010154637407914159,1.3885819801835633e-07,6.8734477037027444e-15,5.7882959808877126e-13,1.0360073803244549e-09,0.0027461802895768091,3.2281477652489874e-08,5.5399683145123704e-16,1.1589683713952907e-16,9.6856187536430141e-15,1.7828183689213067e-18,1.7919947746062518e-08,1.4600903507811241e-07,7.9672378954834872e-09,7.9688972848848067e-09,1.1266597429664653e-12,5.2925941900016153e-13,5.9987774527218157e-12,1.1434735140884572e-08,3.3067412944511097e-12,7.2833140615545401e-13,3.1184048007737439e-21,7.4671470001362853e-13,2.5571167567956667e-13,2.8474493059546281e-21,3.2421985447561802e-05,5.5437534103315592e-18,2.11423360566698e-18,5.8228495934135818e-07,1.540856645049518e-07,2.3992010792847084e-07,5.9718731960457922e-07,2.1823306497974092e-08,2.8469005051829446e-21,2.9612700524960183e-15,6.3277743022818997e-17,6.1429948873118967e-17,5.1408618363169975e-20,3.9979505149257435e-14,2.6414993261023125e-23,2.5083633474819662e-11,3.7771486446523729e-21,6.4992206789560259e-23,2.7206728692396909e-13,8.7581568982730744e-27,8.9435793027935608e-27,4.8484645831739895e-30,7.2344157222526857e-13,3.7772263748005775e-15,5.8157286845911463e-14,7.5376089591920383e-13,7.4613966543249298e-17,1.6002952822458425e-14,1.3331742613088593e-16,1.0440507738963344e-16,7.4355362476795014e-17,7.8962154893959541e-17,1.8742754959480202e-24,2.7113238181444918e-17,3.6989065005896704e-14,2.0886776088361635e-14,3.4702217273859239e-15,2.5343027764889027e-12,3.3447685923463697e-15,1.3467816757198781e-08,1.0577000576872869e-10,6.6287134577213624e-15,1.0577001236139211e-10,2.753245007557523e-15,5.2657239259206494e-25,3.0771498587454255e-25,8.5738455811365044e-29,1.2469285942330279e-26,3.2083318948100826e-16,1.6151599314070449e-25,1.4973055441914408e-19,1.5351312468407989e-18,2.3119902004872404e-17,5.6140175955358461e-19
3.5166353509892377e-12,0.2530238516532258,76.950000000000003,0.0,0.0,0.0,0.99537401134749914,9.499998488171391,1.446974324372405e-05,0.00020502842934634079,0.00020365441650807171,1.3563914662636471e-06,2.6469289002251731e-11,0.00033551259717026088,0.0010341737372896024,1.4144524376213101e-07,7.0792250222508014e-15,6.101223723965103e-13,1.0714620441454615e-09,0.0027967835129032712,3.3383611964376823e-08,5.6431826438323076e-16,1.1811983607724354e-16,1.018428625342514e-14,1.8798817376472548e-18,1.8577926717537067e-08,1.5085616490859972e-07,8.3735936053844451e-09,8.3753402529451077e-09,1.1851816165350566e-12,5.5780769086575783e-13,6.1172467849946264e-12,1.1707983966756272e-08,3.3870812787512383e-12,7.4704527690482533e-13,3.5034663789886788e-21,7.7627100604439166e-13,2.6402585593164085e-13,3.199320730841868e-21,3.3020663015941857e-05,5.7634015448629477e-18,2.1979501971983381e-18,5.941545435435902e-07,1.5691391636016342e-07,2.3999982712746902e-07,6.0966787587479371e-07,2.2726703376618907e-08,3.1986935515451344e-21,3.1060293556575895e-15,6.782830848970708e-17,6.5878063800968378e-17,5.6073760304298761e-20,4.1297420081271425e-14,2.9285716975470209e-23,2.5924419657933831e-11,4.1175086563008373e-21,7.2104189295957483e-23,2.8293837784581425e-13,9.881991622162486e-27,9.9935218851072766e-27,5.5008841738777094e-30,7.680527143336818e-13,3.9040320607504876e-15,6.153573468169383e-14,7.9237653678377087e-13,7.8483484848992963e-17,1.6552330330631166e-14,1.4030528594751522e-16,1.1121436704612566e-16,7.7972343833919526e-17,8.1705848379495325e-17,1.9965142329457777e-24,2.8478562685398924e-17,3.8886758158944765e-14,2.2294569475681438e-14,3.6582334587533683e-15,2.5813268930718871e-12,3.6006513746976552e-15,1.3743546638190307e-08,1.0601203014654178e-10,6.9190591691232736e-15,1.0601203684566682e-10,2.9350764455777738e-15,5.5218727680523562e-25,3.2268364457039587e-25,9.514666509715503e-29,1.4213754430522146e-26,3.3728380716399903e-16,1.697098664315706e-25,1.5742816531492243e-19,1.655254512419382e-18,2.4324000878464825e-17,6.121954259705506e-19
3.5753538437601185e-12,0.2530238515316747,76.950000000000003,0.0,0.0,0.0,0.99529703967563965,9.4999984454642341,1.4710775365797815e-05,0.00020843543795231065,0.00020701890042333943,1.3962338162411138e-06,2.6909138993667287e-11,0.00033548718484039926,0.0010528822502105005,1.4403189515025736e-07,7.2871688142990693e-15,6.4255035165297094e-13,1.1075122892700837e-09,0.0028473828936218379,3.4504128984742707e-08,5.7463812397042613e-16,1.2034481894794045e-16,1.0699674135719505e-14,1.9804910472090085e-18,1.924767976473895e-08,1.5577743760313762e-07,8.793321038577852e-09,8.7951579096734697e-09,1.2456652954727674e-12,5.8735293369154444e-13,6.235707376516775e-12,1.198349475501767e-08,3.4680923539401441e-12,7.6593378255527234e-13,3.9284039641364794e-21,8.0642264491385849e-13,2.7247897250005433e-13,3.5876683547943076e-21,3.3619338519472502e-05,5.9874782408757938e-18,2.2833536646724214e-18,6.0599790846528434e-07,1.5972349989229144e-07,2.4007487135671855e-07,6.221342937309648e-07,2.3648556551431193e-08,3.5869531996199354e-21,3.2552346040942861e-15,7.2622765157559982e-17,7.056616695101108e-17,6.107356099766024e-20,4.2632972775247474e-14,3.2411976343204697e-23,2.677849571239328e-11,4.48211669177891e-21,7.9855305037647664e-23,2.9402692914865686e-13,1.1127419649135833e-26,1.1146721848869578e-26,6.2282102662405289e-30,8.1449169860890493e-13,4.0328453009056329e-15,6.5040270962323878e-14,8.3227519534462672e-13,8.2483156881026229e-17,1.7111016834425435e-14,1.4753077371412279e-16,1.183369544116648e-16,8.1697420876918475e-17,8.4494951113922457e-17,2.1243771509769687e-24,2.9888453633869362e-17,4.0847585180085386e-14,2.3765639541862916e-14,3.8528442470052558e-15,2.6283474410941171e-12,3.8706751077522356e-15,1.4020482650435615e-08,1.0625117242966522e-10,7.2173940852199892e-15,1.062511792346186e-10,3.1253931444542218e-15,5.7856767801397653e-25,3.380996510098059e-25,1.0540266532235103e-28,1.6167126520075403e-26,3.5427984996812611e-16,1.7817154209809891e-25,1.6538166459852245e-19,1.7822831308353791e-18,2.5569435897192519e-17,6.6646461653787127e-19
3.6340723365309993e-12,0.2530238514089806,76.950000000000003,0.0,0.0,0.0,0.99522007446699012,9.4999984023472024,1.4951788661245698e-05,0.00021184191675333022,0.00021038235984130487,1.4364852327367475e-06,2.7348920581954704e-11,0.0003354617353981405,0.0010715892772417265,1.4661815090706562e-07,7.4972475941683155e-15,6.7613519591408203e-13,1.1441580723109269e-09,0.0028979784254745742,3.5643022993620804e-08,5.8495640512291281e-16,1.2257178463802152e-16,1.1232051038231437e-14,2.084714456785846e-18,1.9929197443156493e-08,1.6077262354283712e-07,9.2266228627752042e-09,9.2285529693653735e-09,1.3081411073544789e-12,6.1791129631991948e-13,6.3541591643097128e-12,1.2261267134484131e-08,3.5497744083240262e-12,7.8499692991907572e-13,4.3965768167716036e-21,8.371703320044444e-13,2.81072028556853e-13,4.0155694911393878e-21,3.4218011703656527e-05,6.2159888242403196e-18,2.3704460357294833e-18,6.178148767701375e-07,1.6251447583877578e-07,2.4014577891253779e-07,6.3458635819192876e-07,2.4588835553115985e-08,4.0147557767626527e-21,3.4089509941293836e-15,7.766988558533469e-17,7.5502944811607672e-17,6.6425905937026832e-20,4.3986055432021682e-14,3.5811667709201334e-23,2.7645835371376174e-11,4.8722599324292902e-21,8.8290950738288635e-23,3.0533264643658108e-13,1.2505237748894101e-26,1.2411452506360486e-26,7.0376233899886105e-30,8.627954567881835e-13,4.1636621290515027e-15,6.8672968452424876e-14,8.7347696630335555e-13,8.661504715593163e-17,1.7679013832240869e-14,1.5499770268567303e-16,1.2578123642937516e-16,8.5531755748380543e-17,8.7329420158038853e-17,2.2580149863122573e-24,3.1343595662919275e-17,4.287253567652052e-14,2.5301358942006921e-14,4.0541616409856668e-15,2.6753644142117838e-12,4.1553197032390786e-15,1.4298624981575021e-08,1.0648776766872804e-10,7.5238271085455215e-15,1.0648777457887697e-10,3.3244338801625747e-15,6.0572182634181851e-25,3.5396781465668207e-25,1.1656683491904329e-28,1.8350350482546083e-26,3.7182971959696837e-16,1.8690506032604693e-25,1.7359500473731778e-19,1.9164729405814846e-18,2.6856920960017551e-17,7.243703321716297e-19
3.6927908293018805e-12,0.25302385128516114,76.950000000000003,0.0,0.0,0.0,0.99514311572083369,9.499998358826236,1.5192783131647438e-05,0.00021524786583583863,0.00021374480082095694,1.4771397682087221e-06,2.7788633778103826e-11,0.00033543625631765324,0.0010902948165348355,1.4920400998185288e-07,7.709430320640859e-15,7.1089860471478159e-13,1.181399349942321e-09,0.0029485701034580722,3.680028827254067e-08,5.952731036493265e-16,1.2480073221633675e-16,1.1781685261976978e-14,2.1926202528579594e-18,2.0622470313749975e-08,1.6584149389576431e-07,9.6737011181347042e-09,9.6757275186186652e-09,1.3726392858117891e-12,6.4949887752555898e-13,6.4726020974446187e-12,1.254130073747229e-08,3.6321273315448298e-12,8.0423472591613181e-13,4.9115641027110435e-21,8.6851477234239514e-13,2.8980603089201581e-13,4.4863033506539849e-21,3.4816682329179134e-05,6.4489385437209002e-18,2.4592293086555326e-18,6.296052997376248e-07,1.6528691275078103e-07,2.4021302389163883e-07,6.4702388276031502e-07,2.5547509623498098e-08,4.4853794253333993e-21,3.567244051827035e-15,8.2978608257832847e-17,8.0697249054337311e-17,7.2149321470544578e-20,4.5356564096679399e-14,3.9503612405625791e-23,2.852641242738483e-11,5.2892713777581964e-21,9.7458924055613356e-23,3.1685522527514988e-13,1.4026999416909682e-26,1.3796506079826035e-26,7.9368619035106696e-30,9.1300085917478861e-13,4.2964785879434453e-15,7.2435887232407707e-14,9.1600190447121759e-13,9.0881216090952391e-17,1.8256322820113257e-14,1.627098785435573e-16,1.3355566393632699e-16,8.9476494950404072e-17,9.0209214305804027e-17,2.3975794426666444e-24,3.2844672030649971e-17,4.4962597263792636e-14,2.690309320044759e-14,4.2622928560607627e-15,2.7223778073467931e-12,4.4550706089987816e-15,1.4577973816970239e-08,1.0672211120217433e-10,7.8384676670507104e-15,1.0672211821688646e-10,3.5324400675022793e-15,6.3365784114824913e-25,3.7029288024741707e-25,1.2870275399580817e-28,2.078608028170079e-26,3.8994179533168594e-16,1.9591445043391723e-25,1.8207212764766076e-19,2.0580840731087779e-18,2.8187170771656835e-17,7.8607736823939287e-19
3.751509322072762e-12,0.25302385116023385,76.950000000000003,0.0,0.0,0.0,0.99506616343647292,9.4999983149072094,1.5433758778582588e-05,0.00021865328528607224,0.00021710622933716642,1.5181915590667088e-06,2.8228278593156115e-11,0.00033541075365042258,0.0011089988666170816,1.517894715111261e-07,7.9236863906469715e-15,7.4686231539629257e-13,1.2192360788986447e-09,0.0029991579235848437,3.79759191045263e-08,6.0558821610452268e-16,1.2703166089537965e-16,1.2348844771708036e-14,2.3042768438873529e-18,2.1327488943221138e-08,1.7098382061258344e-07,1.0134757219409735e-08,1.0136883018482523e-08,1.4391899708553712e-12,6.8213172618813229e-13,6.5910361347701367e-12,1.2823595199140974e-08,3.7151510143284098e-12,8.2364717747096814e-13,5.4771752513218473e-21,9.0045666075616642e-13,2.9868198931698338e-13,5.0033605886018123e-21,3.5415350169163779e-05,6.6863325721575499e-18,2.5497054528315644e-18,6.4136905382964451e-07,1.6804088595406257e-07,2.4027702380826386e-07,6.5944670601804096e-07,2.6524547756167546e-08,5.0023136443730623e-21,3.7301796334222856e-15,8.8558037880700661e-17,8.6158096822946349e-17,7.8262986827614346e-20,4.6744398520065193e-14,4.3507588068997195e-23,2.9420200731273718e-11,5.7345306998032101e-21,1.0740950857326324e-22,3.285943520534323e-13,1.5705054256535852e-26,1.5311217639635177e-26,8.9342556189146417e-30,9.6514471410116737e-13,4.4312907291587226e-15,7.6331074838237587e-14,9.598700248599866e-13,9.5283720013427892e-17,1.8842945292895192e-14,1.7067109941321515e-16,1.4166874002521926e-16,9.353276956033579e-17,9.3134294026533046e-17,2.5432231617902758e-24,3.4392364620443195e-17,4.7118755570247387e-14,2.8572200647567151e-14,4.4773447752693418e-15,2.7693876164460437e-12,4.7704186985211707e-15,1.4858529339128151e-08,1.0695446331547907e-10,8.1614257136353856e-15,1.0695447043412217e-10,3.7496557557758915e-15,6.6238373255700119e-25,3.8707952868393773e-25,1.4187731797012908e-28,2.3498783244096966e-26,4.0862443412798622e-16,2.0520373092094328e-25,1.9081696474060566e-19,2.2073809370575645e-18,2.9560900841448011e-17,8.5175430701674805e-19
3.868946307614523e-12,0.2530238509071248,76.950000000000003,0.0,0.0,0.0,0.99491227825041928,9.4999982258979916,1.5915653608370497e-05,0.00022546253563381874,0.00022382607246521107,1.6014638652880068e-06,2.910736312473313e-11,0.00033535969609409477,0.0011464024947546749,1.5695919924493072e-07,8.3582983028985247e-15,8.2247777115242014e-13,1.296695718014402e-09,0.0031003219783653662,4.0382254567253497e-08,6.2621367207514259e-16,1.3149945905620214e-16,1.3536809829352355e-14,2.5391166239119875e-18,2.2772725775468761e-08,1.8148793482781326e-07,1.1099605504474276e-08,1.110193959927671e-08,1.5785689545566268e-12,7.5059717295489523e-13,6.827877396408519e-12,1.3394965250509786e-08,3.8832102258155481e-12,8.6299607453825299e-13,6.7767231801574405e-21,9.6613551101949695e-13,3.1686382585451737e-13,6.191524983747144e-21,3.6612676635361688e-05,7.17447387422419e-18,2.7357440904377202e-18,6.6481617024266729e-07,1.7349377130106753e-07,2.4039671318899179e-07,6.8424771156288961e-07,2.8533591141369655e-08,6.1901884792972306e-21,4.0702434437758376e-15,1.0056626955521691e-16,9.7916320486746672e-17,9.1741120670988403e-20,4.9571661389136661e-14,5.2535717088234538e-23,3.1247306772689125e-11,6.7155501632745111e-21,1.2987260003228396e-22,3.5272095364145729e-13,1.9583671761678418e-26,1.87698198008716e-26,1.1260000987857741e-29,1.0753947025200651e-12,4.7068863081918497e-15,8.4526384736853478e-14,1.0517156738815361e-12,1.0450593773574254e-16,2.0044136673301109e-14,1.8735583101275774e-16,1.5894510211211331e-16,1.019843734588237e-16,9.9120160112256736e-17,2.8533634752447911e-24,3.7630319145087462e-17,5.1633294944236006e-14,3.2117932196153413e-14,4.9286366034490862e-15,2.8633964704081763e-12,5.449896403886154e-15,1.5423261157112064e-08,1.0741408223705993e-10,8.832736705018329e-15,1.0741408956166737e-10,4.2127049788126601e-15,7.2223664848707658e-25,4.2205598378295044e-25,1.7162724060545222e-28,2.9862737746665658e-26,4.4773471766666473e-16,2.2463798321341686e-25,2.0912545485877366e-19,2.5301107877370005e-18,3.2441667808833342e-17,9.9571110772099718e-19
3.974639594602109e-12,0.25302385067570915,76.950000000000003,0.0,0.0,0.0,0.99477380367557822,9.4999981444854562,1.63492945947666e-05,0.00023158905046639274,0.00022987052691469972,1.6777104081126798e-06,2.9898305451038549e-11,0.00033531370373829535,0.0011800606576419076,1.6161058876691972e-07,8.7562416030603876e-15,8.9485550005939657e-13,1.3684454038830401e-09,0.0031913564085031695,4.2610709353032791e-08,6.4477113481384669e-16,1.3552724721998658e-16,1.4668596211846806e-14,2.7639887353856486e-18,2.4113514909391391e-08,1.9119058646674894e-07,1.2017781057368102e-08,1.2020313697895856e-08,1.7113300714632602e-12,8.1595087659000449e-13,7.0410038373617443e-12,1.391692681468071e-08,4.0367564333735645e-12,8.9900747088908248e-13,8.1627643584136976e-21,1.0272965156060209e-12,3.3372314359912886e-13,7.4590001657443924e-21,3.7690258837153059e-05,7.6290509609453175e-18,2.9089876637357041e-18,6.8582654431733762e-07,1.7833908655861904e-07,2.4049658656084415e-07,7.065171336368372e-07,3.0404220317334742e-08,7.4573456524470815e-21,4.3928457325609955e-15,1.1239424722117217e-16,1.0950415805894665e-16,1.0541229522445816e-19,5.2174517614527297e-14,6.1947304823978579e-23,3.2936623513738563e-11,7.709902164876691e-21,1.5332435148955264e-22,3.751721816791103e-13,2.3750613578328412e-26,2.243164482349838e-26,1.3785812197190183e-29,1.1816171772948742e-12,4.9617081282869415e-15,9.2374811707313829e-14,1.1391704200555224e-12,1.1329274500538658e-16,2.1157076045131096e-14,2.0326177208959585e-16,1.75738323224774e-16,1.0998330669353768e-16,1.0466195204506664e-16,3.1548303413062088e-24,4.0710718315816609e-17,5.5932278451268886e-14,3.5552984829077826e-14,5.3595335437106328e-15,2.9479921557506358e-12,6.119800425517158e-15,1.5935648420474681e-08,1.0782295779354131e-10,9.4664761881681213e-15,1.0782296530135109e-10,4.6634478616556377e-15,7.7888382476989985e-25,4.5515908947802013e-25,2.0269745005083722e-28,3.6824223339462701e-26,4.8496868173330925e-16,2.4312612909169615e-25,2.2655790486653452e-19,2.8495924333195826e-18,3.5190254984254591e-17,1.1406177608849508e-18
4.080332881589695e-12,0.2530238504409664,76.950000000000003,0.0,0.0,0.0,0.99463535002663728,9.499998061870663,1.6782874617688708e-05,0.00023771385062511531,0.0002359117901828451,1.7551565814164966e-06,3.0689026394467157e-11,0.00033526768786067704,0.0012137139834651875,1.6626068254734204e-07,9.1604459790589386e-15,9.7146182597395875e-13,1.4421236817581637e-09,0.0032823783066012221,4.4898579688484015e-08,6.6332342798477531e-16,1.3956144663707004e-16,1.5861316584284633e-14,3.0020823515103911e-18,2.5492213876875946e-08,2.0112772541900921e-07,1.2984348873428161e-08,1.2987090832362631e-08,1.8512058018608851e-12,8.8493857653922484e-13,7.2541011002285569e-12,1.4446207969819094e-08,4.1924742340478993e-12,9.3558485198685018e-13,9.7837553195131834e-21,1.0904036071775677e-12,3.5105819239153148e-13,8.9415835494852417e-21,3.8767828858970936e-05,8.0981047009119288e-18,3.0877454900871422e-18,7.0674945652004825e-07,1.831259745632356e-07,2.4059048568832335e-07,7.287372773060182e-07,3.2333858858887747e-08,8.9395469126713358e-21,4.7315290694694752e-15,1.2524853755996588e-16,1.2210342215564102e-16,1.2067727039106904e-19,5.4832105948397021e-14,7.2724582629523901e-23,3.4668340604719233e-11,8.8194577481917447e-21,1.8021671602412396e-22,3.9831980578528288e-13,2.8656852969565505e-26,2.6686240286308116e-26,1.6790100757352791e-29,1.2946898070158153e-12,5.2229349429755839e-15,1.0068307327172738e-13,1.2312865403427703e-12,1.2255307167180807e-16,2.2300214416511985e-14,2.2003334390406085e-16,1.9376322863704898e-16,1.1836052241581614e-16,1.1034992531720203e-16,3.4784078043992624e-24,4.3952696195681361e-17,6.0460653452353799e-14,3.9227118332078365e-14,5.8145007414829338e-15,3.0325761954767864e-12,6.8481100361781961e-15,1.6451948018211901e-08,1.0822821566063719e-10,1.0128898273561151e-14,1.0822822334959329e-10,5.1479449336671403e-15,8.3820993956207802e-25,4.8982769546171746e-25,2.3833721890290541e-28,4.5158952098563626e-26,5.2418022699530427e-16,2.62583125904537e-25,2.4491841464675523e-19,3.1982818128784821e-18,3.8090882446563624e-17,1.301180903747181e-18
4.186026168577281e-12,0.2530238502029903,76.950000000000003,0.0,0.0,0.0,0.99449691729985989,9.4999979780849202,1.7216393686342938e-05,0.0002438369366087166,0.00024194989422607799,1.8337710720070537e-06,3.1479526019962539e-11,0.00033522165819948848,0.0012473624703835061,1.7090947920406885e-07,9.570748001929661e-15,1.0524246822530821e-12,1.5177303012867127e-09,0.0033733876676516616,4.7245832286064551e-08,6.8187054607214014e-16,1.4360205572387391e-16,1.711652161390313e-14,3.253800186780507e-18,2.6908767891141237e-08,2.1129804943967141e-07,1.4000461268752757e-08,1.4003423583635556e-08,1.9983685789513433e-12,9.5765208816199819e-13,7.4671691215870296e-12,1.4982806639754244e-08,4.3503630101892659e-12,9.7272825068083309e-13,1.1671715038667535e-20,1.1554604878594438e-12,3.6887491432243452e-13,1.0668639869516693e-20,3.9845385615700831e-05,8.5816626556308784e-18,3.2720280625680742e-18,7.2758477195342468e-07,1.8785502144940152e-07,2.4067952307605411e-07,7.5090778574355173e-07,3.4322320799100065e-08,1.0666146274199067e-20,5.0866894235035245e-15,1.3918828390506998e-16,1.3577271752733959e-16,1.3767309810853988e-19,5.7543959157106307e-14,8.5021784455296412e-23,3.6442307548825644e-11,1.0054063820393715e-20,2.1094461022424224e-22,4.221617561760519e-13,3.4408899931693807e-26,3.1611103032388518e-26,2.0347821110176071e-29,1.4148249702025975e-12,5.4905440281033878e-15,1.0946267365343012e-13,1.3281793346968363e-12,1.3229876354309729e-16,2.3473560600991459e-14,2.3769242613370433e-16,2.1307109488465466e-16,1.2712208681055566e-16,1.1618390302615904e-16,3.8250163453526683e-24,4.7360180229772692e-17,6.5224096843196111e-14,4.3147990059904747e-14,6.2941496715908816e-15,3.1171485843603066e-12,7.6378702197795619e-15,1.6972160870691179e-08,1.0863055135970163e-10,1.0820663141691194e-14,1.0863055922774258e-10,5.6677141735356075e-15,9.002579526960266e-25,5.2608690631029658e-25,2.7907230336106653e-28,5.5091229174887856e-26,5.6541729615067139e-16,2.8303202436916895e-25,2.6422953807864817e-19,3.5778736294278963e-18,4.1147751979829906e-17,1.47851952506875e-18
4.291719455564867e-12,0.25302384996187255,76.950000000000003,0.0,0.0,0.0,0.99435850549155114,9.4999978931587492,1.7649851809933807e-05,0.00024995830891526592,0.00024798487020809745,1.9135233578377252e-06,3.2269804391056587e-11,0.00033517562132271843,0.0012810061173929531,1.7555697785899182e-07,9.9869883719846854e-15,1.1378722792349993e-12,1.5952650126312685e-09,0.003464384488910181,4.9652433873831272e-08,7.004124855741106e-16,1.4764907328135868e-16,1.8435758471463769e-14,3.519545855092831e-18,2.8363122234945611e-08,2.2170026416625e-07,1.5067264161559478e-08,1.5070458133321039e-08,2.1529898782507734e-12,1.0341827164912298e-12,7.6802078600387076e-12,1.5526720754861245e-08,4.5104221466299229e-12,1.0104376964682554e-12,1.3862012765417727e-20,1.2224707634418911e-12,3.8717925484665926e-13,1.2672614449690092e-20,4.0922928056802996e-05,9.079751669451131e-18,3.4618456012095049e-18,7.4833245644988683e-07,1.9252683514595325e-07,2.4076458207861471e-07,7.7302840313229211e-07,3.6369419495516098e-08,1.266957689785092e-20,5.4587261782093529e-15,1.5427439387851655e-16,1.5057240482167756e-16,1.5654464930535456e-19,6.0309639417265407e-14,9.9005856821807141e-23,3.825837440493519e-11,1.1424125808452938e-20,2.4593637374873752e-22,4.4669591536262443e-13,4.1125256389417589e-26,3.7291599534428474e-26,2.4543361681014011e-29,1.5422343725927761e-12,5.7645127434815916e-15,1.1872499488000016e-13,1.4299636920865073e-12,1.4254162419909516e-16,2.467712347795885e-14,2.5626082045156617e-16,2.3371362845134776e-16,1.362739204463628e-16,1.2216372187824187e-16,4.1955841629332437e-24,5.0937083673984546e-17,7.0228264993980345e-14,4.7323180305859349e-14,6.7990884098553924e-15,3.2017093194591994e-12,8.4921746505836688e-15,1.7496287851154165e-08,1.0903051737444487e-10,1.1542436459307614e-14,1.0903052541950252e-10,6.2243008630059754e-15,9.6506979276907173e-25,5.639612239739143e-25,3.2547306020618027e-28,6.6874788930739335e-26,6.0872760472022887e-16,3.0449576518479008e-25,2.8451372214887929e-19,3.9901063119750933e-18,4.4365073714715195e-17,1.673791662772312e-18
4.397412742552453e-12,0.25302384971770253,76.950000000000003,0.0,0.0,0.0,0.99422011459804427,9.4999978071219058,1.8083248997664192e-05,0.00025607796804231868,0.00025401674851989892,1.9943836880161957e-06,3.3059861571419706e-11,0.0003351295816763709,0.0013146449240498828,1.8020317799174376e-07,1.0409011814298234e-14,1.2279330788684097e-12,1.6747275664462183e-09,0.0035553687691474252,5.2118351195427633e-08,7.1894924441514781e-16,1.5170249839906778e-16,1.982057083908451e-14,3.799723789122298e-18,2.9855222261354275e-08,2.3233308304331777e-07,1.6185897110850335e-08,1.6189334302347455e-08,2.3152402233896287e-12,1.1146212593397004e-12,7.8932172889714616e-12,1.6077948249975358e-08,4.6726510298871976e-12,1.0487132152491624e-12,1.6393616558188351e-20,1.2914379456282192e-12,4.0597715912908081e-13,1.4989262779302473e-20,4.2000455157828383e-05,9.5923978863069559e-18,3.657208059370228e-18,7.6899255535060002e-07,1.9714203903032176e-07,2.4084636442606407e-07,7.9509895361781062e-07,3.8474967879554954e-08,1.4985580518179348e-20,5.8480421062746382e-15,1.7056954302438068e-16,1.6656460407995786e-16,1.7744484370546572e-19,6.312873641627283e-14,1.1485713524525135e-22,4.0116391777976928e-11,1.2940623982670967e-20,2.8565564147190357e-22,4.7192012592938371e-13,4.8937407517068082e-26,4.3821548727056562e-26,2.9471457288674688e-29,1.677129045125027e-12,6.0448185314242779e-15,1.2848129870640773e-13,1.5367540920259288e-12,1.5329341514953605e-16,2.5910912007694395e-14,2.7576025082003853e-16,2.5574294046900695e-16,1.4582180191861951e-16,1.2828923138908695e-16,4.5910467196882008e-24,5.4687305649101e-17,7.5478793824780715e-14,5.1760192508208696e-14,7.3299216537961283e-15,3.2862583993605604e-12,9.4141638615490586e-15,1.8024329784981853e-08,1.0942855265540305e-10,1.2294889375117778e-14,1.094285608754017e-10,6.8192774997898714e-15,1.0326863829452184e-24,6.0347456285438473e-25,3.7815695079750725e-28,8.0795749982062956e-26,6.5415864262890333e-16,3.2699717981362361e-25,3.0579330769687625e-19,4.4367617531400646e-18,4.7747066103049632e-17,1.8881942200956653e-18
