Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456)
3.6155888078183763e-22,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999999951794,9.5,1.4911795647254644e-15,2.1192889242825438e-14,2.1192479119152979e-14,2.5009316769398459e-26,2.5009604739686263e-26,4.3816725336849429e-13,1.0036347371718376e-22,1.2124940241574164e-26,1.0919935707899935e-38,4.4509483108010259e-43,1.511517427711055e-29,2.7139429179510985e-22,4.7390055341176592e-28,1.0587003141533428e-38,9.5087350056265808e-43,2.5776146124997499e-44,1.1197395081743034e-56,2.3140649240658798e-37,2.2643841553331451e-27,2.183169995689318e-38,2.1831699956904792e-38,9.9955882966120722e-51,1.6081624799817562e-51,6.1804346113082811e-40,7.9515189529244833e-28,7.8004024083102835e-40,6.2749255512884902e-41,4.8844160323993084e-90,1.1482161258330977e-50,7.1533467639236958e-42,4.4382514538009301e-90,3.198197955334154e-24,5.2472066213814843e-63,5.2472061057647881e-63,3.2130004171538761e-35,9.4317812367758391e-36,1.6360277924615016e-25,3.2127437764042613e-35,1.5995210206220452e-46,4.4382514538005743e-90,1.5337751292431021e-53,2.7519951023306893e-51,8.6624313941511213e-65,1.9922878282772048e-77,6.7800515922265078e-43,3.4791023730048801e-90,3.8385608093332006e-31,4.7085600367807897e-65,8.2243518660201081e-90,1.7778045507172598e-42,4.2291997498216228e-103,5.1644501646144454e-95,5.4413310941582401e-107,1.0190202826605137e-60,2.3147528743260927e-42,1.1888192718291039e-61,2.0473797033637868e-42,9.6676257003103741e-55,2.3403217757993615e-34,9.3738759029123443e-55,7.9624574974591267e-56,2.3677896227783626e-46,2.8225509584860527e-45,1.7317664064788382e-66,3.7146242400383489e-46,1.5557338013316246e-48,2.0755301874293689e-71,9.8251592314031404e-54,2.3763094863606971e-39,1.7877963045865339e-72,4.101236831466235e-19,8.1572576272793245e-38,5.0304877389135644e-36,8.1572576272793255e-38,3.2756541755005875e-63,1.2964731121612887e-58,9.6502325757936704e-59,2.1859425491219516e-103,9.7221200675453936e-105,8.4715899090983844e-46,1.130840510332057e-55,8.6931356130138864e-57,7.4536951708134659e-76,5.9591521830015237e-47,1.2910929362692696e-85
7.234318874375083e-22,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999999903544,9.5,2.983654680765968e-15,4.2404191073944272e-14,4.2403370470299775e-14,1.0010244323297008e-25,1.0010281122345051e-25,8.7671518994934589e-13,4.0171544933085062e-22,4.8531359440974187e-26,8.7419056110309644e-38,3.5634654283243075e-42,6.0500088389850754e-29,1.0862844403086395e-21,1.8968372341276495e-27,8.4743084434091153e-38,7.6127690310932073e-42,2.0636589900388436e-43,1.7930423347699231e-55,1.8526589885025385e-36,9.0634377766504028e-27,1.7478634573533105e-37,1.7478634573551699e-37,1.6005964523424209e-49,2.5751552476812711e-50,4.9481056499490357e-39,3.1826798046200528e-27,6.245064881956245e-39,5.023755855524673e-40,6.2647488500078824e-88,1.838641814401105e-49,5.7270269464013069e-41,5.6924984495319254e-88,1.2801126556225892e-23,1.68051888976088e-61,1.6805185594841182e-61,2.5723539726341878e-34,7.5511599075884542e-35,6.54837477348853e-25,2.5721485039951437e-34,2.5613176532825031e-45,5.6924984495310112e-88,2.4560385665880098e-52,2.2032783894246446e-50,2.7743108460138594e-63,1.2761545577040221e-75,5.4281638312932746e-42,4.4570893597808827e-88,1.5364246815238949e-30,7.5398605911120421e-64,1.0536243911108198e-87,1.4233246214444288e-41,1.0836119814796542e-100,6.6161940012906818e-93,1.3941865076726032e-104,3.2636087387637632e-59,1.8532096991963627e-41,3.8074227074868539e-60,1.6391486571723729e-41,1.5480797043915183e-53,9.3673861576095139e-34,1.5010414673979463e-53,1.2750306315884758e-54,1.8956714155628794e-45,2.2597569929441865e-44,5.5396809078516946e-65,2.9739580053510494e-45,1.2485395767452759e-47,1.3294750602176618e-69,1.5733056000790038e-52,1.9024924689317985e-38,1.1451679260967977e-70,8.2060368727601668e-19,6.5307660489246598e-37,2.0135060892993271e-35,6.5307660489246606e-37,1.0490913453088865e-61,2.0758908188103388e-57,1.5451472677335711e-57,5.6008550797428837e-101,2.4940279757474849e-102,6.7824230159109074e-45,1.4230547263260052e-54,1.392034301056077e-55,4.7744436091452456e-74,4.7709451660389133e-46,1.6540231514218421e-83
1.4471779007488496e-21,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999999807054,9.5,5.9686049128440659e-15,8.4826794735876564e-14,8.4825153172347552e-14,4.0054016236141618e-25,4.0053535576704018e-25,1.7538110608269676e-12,1.6073850535356731e-21,1.9418865253466472e-25,6.9950887752071089e-37,2.8518555276988328e-41,2.4207915857713475e-28,4.3465527057747123e-21,7.5898196813895421e-27,6.7792525869388451e-37,6.092527794186587e-41,1.6515543801349416e-42,2.8700355920331984e-54,1.4826902496237543e-35,3.6265556780219034e-26,1.3988219772393662e-36,1.398821977242343e-36,2.5619966920443859e-48,4.1219254507733947e-49,3.959988337586467e-38,1.2734864833350573e-26,4.9979498709831728e-38,4.0205314921758138e-39,8.0270142307824261e-86,2.9430243032733624e-48,4.5833621082249979e-40,7.2937905664372679e-86,5.1221180388188705e-23,5.3799215879520585e-60,5.3799194732783376e-60,2.058664964361816e-33,6.043222863945959e-34,2.6202028684409814e-24,2.0585005270192097e-33,4.0997762866761797e-44,7.2937905664349262e-86,3.9312611856860322e-51,1.7633067010347151e-49,8.8815291113905986e-62,8.1708801443312174e-74,4.3441807882500053e-41,5.7075322405604447e-86,6.1477000117062501e-30,1.2068782426648536e-62,1.3492202413877693e-85,1.1390922739157573e-40,2.775246491457083e-98,8.4723770931198517e-91,3.5706616757457312e-102,1.0447940429236228e-57,1.4831308770017347e-40,1.2188877039288993e-58,1.3118170964322774e-40,2.4779356870686388e-52,3.7481746214706998e-33,2.402643885197564e-52,2.040879369913491e-53,1.5171132655050733e-44,1.8084923715733633e-43,1.7692204880504467e-63,2.3800701912186734e-44,1.0040234778413055e-46,8.5122767425893827e-68,2.5183135663793842e-51,1.5225721525446747e-37,7.3322069741862782e-69,1.6415637001450279e-18,5.2265976486486997e-36,8.0566471567133877e-35,5.2265976486487024e-36,3.358504268734824e-60,3.3222800431974839e-56,2.4727705536459052e-56,1.4344389929231632e-98,6.3913316021840715e-100,5.4279997287867106e-44,1.5917005138095782e-53,2.2281613453735224e-54,3.0569498092018127e-72,3.818206120455408e-45,2.1180616244850609e-81
2.8946699273715324e-21,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999999614064,9.5,1.1938505376988628e-14,1.6967200205851955e-13,1.6966871857545988e-13,1.602421465208439e-24,1.6023519974435192e-24,3.5080027934458865e-12,6.4305868612933986e-21,7.7688105617652293e-25,5.5953861876784179e-36,2.2819178050043781e-40,9.6847426681592316e-28,1.7389041076494698e-20,3.0364220919046183e-26,5.420004991535518e-36,4.8749461324279244e-40,1.3214944329749833e-41,4.5929913903496359e-53,1.1863774688812125e-34,1.4508584182692685e-25,1.1192701117094642e-35,1.1192701117142276e-35,4.1000287731661046e-47,6.5964226812590779e-48,3.1685923104387951e-37,5.0947751638922184e-26,3.9991192004416966e-37,3.2170360303109807e-38,1.0279788283503012e-83,4.7097970198452947e-47,3.6673860446510124e-39,9.34078608211092e-84,2.0491807417255541e-22,1.7219364661814423e-58,1.7219351125022875e-58,1.6472447472636996e-32,4.8354964459574527e-33,1.0482517597251937e-23,1.6471131724294247e-32,6.5609768031742011e-43,9.3407860821049234e-84,6.2912977790649627e-50,1.4109362622746916e-48,2.8426869342685591e-60,5.2304806294060739e-72,3.4760046530080138e-40,7.3072146232336443e-84,2.4594803186951115e-29,1.9314285746810444e-61,1.7273738391477875e-83,9.1144688603713183e-40,7.1061671077874988e-96,1.0846978901678377e-88,9.1428709711997896e-100,3.3440439088246034e-56,1.186729864018473e-39,3.9012607568676684e-57,1.0496529879560998e-39,3.9655037752556918e-51,1.4995139149628763e-32,3.8450124140025516e-51,3.266071443937902e-52,1.2139211146519085e-43,1.4470686559754269e-42,5.6358975261754492e-62,1.9044176734546307e-43,8.1107256489232176e-46,5.4490210457553589e-66,4.0301215854311146e-50,1.2182890077300222e-36,4.6936150412178914e-67,3.2834837443239448e-18,4.1820721840478798e-35,3.2231835491577039e-34,4.1820721840478841e-35,1.0749473371043139e-58,5.3151390996868336e-55,3.9557301816842456e-55,3.672957488479641e-96,1.6370287900961245e-97,4.3432244851700844e-43,1.5858547248248938e-52,3.5657832780129652e-53,1.9568658737688988e-70,3.0551450153574583e-44,2.7117027054191555e-79
5.789653980616898e-21,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999999228095,9.5,2.3878306305231208e-14,3.393624166989196e-13,3.3935584937775157e-13,6.4102075275423832e-24,6.409527730378789e-24,7.0163862221384252e-12,2.5724440773706183e-20,3.1077771226775156e-24,4.4739400405662385e-35,1.8257076416227878e-39,3.8742123548864205e-27,6.9561824905340387e-20,1.2146676876538979e-25,4.3293484565356642e-35,3.9003243788394324e-39,1.0572959286650498e-40,7.3495336321746288e-52,9.4919208843577663e-34,5.8039060004529721e-25,8.9550111035928528e-35,8.9550111036690769e-35,6.5607132555798634e-46,1.0555349933894533e-46,2.5351145058288813e-36,2.0380759150498243e-25,3.1995990426411162e-36,2.5738731576939242e-37,1.3161464475319556e-81,7.5364417557690232e-46,2.9341873908442387e-38,1.1959236980644938e-81,8.1973900302084132e-22,5.510773205788948e-57,5.5107645413321134e-57,1.3179209125910521e-31,3.8687644314650194e-32,4.1933482578019024e-23,1.3178156427668051e-31,1.0498630745306444e-41,1.1959236980629575e-81,1.0067100414361728e-48,1.128892979297363e-47,9.0975542147272633e-59,3.3478650932360941e-70,2.7810677469232174e-39,9.3542415082364848e-82,9.8387219587964191e-29,3.0906975877934822e-60,2.2112765125312669e-81,7.2922674174090914e-39,1.8193753691062819e-93,1.388562929139433e-86,2.3408280326628373e-97,1.070206534411996e-54,9.494737533487384e-39,1.2485346669271591e-55,8.3980212311944549e-39,6.3454512913606745e-50,5.9985438267680749e-32,6.1526456114926961e-50,5.2262459348372526e-51,9.7122910210995925e-43,1.1577648225989928e-41,1.7867772507074719e-60,1.5236786479096131e-42,6.6124280476519438e-45,3.4877459463548849e-64,6.4488504892785965e-49,9.7472367483675023e-36,3.0042344723859613e-65,6.5673239064453633e-18,3.3459753618635188e-34,1.2893784059059086e-33,3.3459753618635257e-34,3.4401930587202773e-57,8.5000017415806429e-54,6.3249922488922687e-54,9.4037857927654697e-94,4.1918793560496087e-95,3.4749095036000833e-42,1.4433545021364135e-51,5.7058326933583008e-52,1.2525279270276716e-68,2.4443480846566768e-43,3.4713531340896511e-77
1.1579622087107627e-20,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999998456157,9.5,4.7757908161530208e-14,6.7874324596017808e-13,6.7873011096660318e-13,2.5641873465005132e-23,2.5635939371392532e-23,1.4033152933342316e-11,1.0290194898216116e-19,1.2431614207744272e-23,3.5748595201545696e-34,1.4606355175866968e-38,1.5497480018487208e-26,2.7825861873868973e-19,4.8588684593019073e-25,3.4523884008870782e-34,3.1204030993634767e-38,8.4587689801481469e-40,1.1759851006661664e-50,7.5938971165613558e-33,2.3216568687152397e-24,7.1643489840822265e-34,7.164348984204197e-34,1.0497674641403387e-44,1.6889418677406598e-45,2.0281878337863972e-35,8.1526353035656961e-25,2.5598005989183249e-35,2.0591962210942371e-36,1.6848809556617505e-79,1.2058919812321599e-44,2.3474613120945612e-37,1.5309763340833124e-79,3.2790894002179383e-21,1.7635383581874769e-55,1.7635328126583891e-55,1.0543867644244793e-30,3.0951584205654857e-31,1.6774075252524118e-22,1.0543025446274424e-30,1.6798663314824981e-40,1.5309763340793789e-79,1.6108179679215981e-47,9.0321612944191794e-47,2.9113701357710885e-57,2.1427479278134828e-68,2.2249597927429516e-38,1.1974072758427549e-79,3.9356489252010624e-28,4.9456796347660169e-59,2.830586085813363e-79,5.8340908604202012e-38,4.657852301549221e-91,1.7774565507645738e-84,5.9928435131163005e-95,3.4248408519186054e-53,7.596146095188293e-38,3.9955208470672106e-54,6.7187359316184256e-38,1.0153237754313883e-48,2.3995151670898151e-31,9.8447333302615139e-49,8.3624188111307331e-50,7.7702016723584405e-42,9.2625579169879986e-41,5.6128199023869912e-59,1.2190005418780374e-41,5.4873730466416124e-44,2.2322765654790011e-62,1.0318685473468794e-47,7.7981584049053797e-35,1.9228127105063331e-63,1.3135004525742528e-17,2.6769072695495627e-33,5.1577239353892055e-33,2.6769072695495726e-33,1.1009196213232322e-55,1.3584447282788749e-52,1.0105112416414932e-52,2.4074983194889084e-91,1.0732600978373636e-92,2.7800595751633767e-41,1.23878977721609e-50,9.1297935801459895e-51,8.0166067001546278e-67,1.9555713016041022e-42,4.4435711013057755e-75
2.3159558300089088e-20,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999996912281,9.5,9.5517111873383542e-14,1.3575049044045455e-12,1.3574786340813791e-12,1.0256958048099655e-22,1.0252013377346307e-22,2.8066685771025362e-11,4.1161616050190972e-19,4.9727467507713551e-23,2.8528412288570899e-33,1.1685362429841797e-37,6.1991181304229611e-26,1.1130570937163006e-18,1.9435869260522059e-24,2.7441370519820954e-33,2.4963744783715919e-37,6.7671758091244519e-39,1.8816236923514115e-49,6.075261759127295e-32,9.2868164128549804e-24,5.7316152299044834e-33,5.7316152300996395e-33,1.6796704983596476e-43,2.7023756338343886e-44,1.6225886972907296e-34,3.2611203973360018e-24,2.04788884299525e-34,1.6473959860394814e-35,2.1567842746010332e-77,1.929476130305454e-43,1.8780135649025663e-36,1.959773876757973e-77,1.3116624147672732e-20,5.6434598197475148e-54,5.6434243276625364e-54,8.4352940304100186e-30,2.4761854204455143e-30,6.7097663550729613e-22,8.434620257007634e-30,2.6878543921805817e-39,1.9597738767479033e-77,2.5773742051035938e-46,7.2268425189939094e-46,9.3166277040455743e-56,1.3713950659102127e-66,1.7800100410147574e-37,1.5327223113235353e-77,1.5742915983290512e-27,7.9142869661661959e-58,3.6232471085703874e-77,4.6673834299819654e-37,1.1924422125717926e-88,2.2752064213019486e-82,1.5342092807297251e-92,1.0959778361302766e-51,6.0770538683381705e-37,1.2786002194077672e-52,5.375116325142812e-37,1.624559122691502e-47,9.5982559407840551e-31,1.5751972730883314e-47,1.33802103267663e-48,6.2163088747783088e-41,7.4102216270653529e-40,1.7324029035230452e-57,9.7522319042315417e-41,4.7054967400965543e-43,1.4286950817858634e-60,1.6510316189847735e-46,6.2386729092902873e-34,1.2306329453524328e-61,2.627036694455412e-17,2.1415764928952e-32,2.0631319027020429e-32,2.1415764928952156e-32,3.5230352489577089e-54,2.1683858802317078e-51,1.611956248085685e-51,6.1633573157229336e-89,2.747723746135177e-90,2.2241004489517849e-40,1.0280835502250532e-49,1.4608031342202006e-49,5.1307650895308145e-65,1.564494175782167e-41,5.6879238362423781e-73
4.6319430726052013e-20,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999993824518,9.5,1.9103551929411165e-13,2.7150282209808168e-12,2.7149756800592217e-12,4.1028249419640421e-22,4.0987916878895179e-22,5.6133749107492744e-11,1.6464813124993331e-18,1.9891188519978713e-22,2.2709989291470681e-32,9.3484023243535002e-37,2.479672477794397e-25,4.4522734537814288e-18,7.7744267886978364e-24,2.1673214655756879e-32,1.9971116767036928e-36,5.4138048987756304e-38,3.0106351467636785e-48,4.8602668718592008e-31,3.7147643511270314e-23,4.585346599341872e-32,4.5853465996541251e-32,2.687506457876018e-42,4.3238557414444842e-43,1.2980862302770854e-33,1.3044613710787098e-23,1.6383301268247836e-33,1.3179322809369244e-34,2.7607713291603719e-75,3.0872007167259663e-42,1.5024285850811429e-35,2.5085900314710615e-75,5.2467027815292901e-20,1.8059236836932774e-52,1.8059009687742339e-52,6.748314827020751e-29,1.9809717018935737e-29,2.6839336389807355e-21,6.7477758034481489e-29,4.3006214134428344e-38,2.5085900314452824e-75,4.1238508800075043e-45,5.7830498015653492e-45,2.9813590224327577e-54,8.7770426391204404e-65,1.4240248639422859e-36,1.9619102976460772e-75,6.2972304451193997e-27,1.2666214785681546e-56,4.6378171490589083e-75,3.7339509901801683e-36,3.052692279599816e-86,2.9123054418897874e-80,3.9276281644104421e-90,3.5071749179603832e-50,4.8616891899134051e-36,4.0915741317842985e-51,4.3001440891766255e-36,2.5993269045449172e-46,3.8393414280929711e-30,2.5203473043534618e-46,2.1408608603856186e-47,4.9731061005854854e-40,5.9282467068615712e-39,5.1760755778103705e-56,7.8018718624338907e-40,4.2692368752046948e-42,9.1437697081710897e-59,2.6416840388325392e-45,4.9909945286551132e-33,7.8761553606724329e-60,5.2541096503045975e-17,1.713281279689334e-31,8.2526143922162831e-32,1.7132812796893583e-31,1.1273860157610456e-52,3.4529983776126029e-50,2.5636130933928784e-50,1.5778382615748789e-86,7.0344004216280169e-88,1.7793014725734671e-39,8.3803005549407189e-49,2.3373115717940345e-48,3.2837332389420731e-63,1.2516101945528649e-40,7.2806398188816109e-71
9.263917557797786e-20,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999987648991,9.5,3.8207233412365346e-13,5.4300748528845812e-12,5.429969771008072e-12,1.6411383133152972e-21,1.6378830082016533e-21,1.1226786642483409e-10,6.585958120698528e-18,7.956515215375338e-22,1.7989855612732355e-31,7.4787685133181289e-36,9.9187403690043693e-25,1.7809182701281535e-17,3.1097865317455709e-23,1.6906664968630464e-31,1.5976802499266798e-35,4.3310696207644086e-37,4.8170435090734761e-47,3.8882362233618776e-30,1.4859132961213583e-22,3.6682990420040923e-31,3.6682990425037003e-31,4.3000360304324079e-41,6.91821236080086e-42,1.0384749334553155e-32,5.2178715634756841e-23,1.3106712530831114e-32,1.0543518428028946e-33,6.1860965963412946e-73,4.9395514395313737e-41,1.2019498443045911e-34,5.6210306501768132e-73,2.0986915872512317e-19,5.7789477537288983e-51,5.7788023813547961e-51,5.3986831198960616e-28,1.5847865343941562e-28,1.0735787517236224e-20,5.3982519009534034e-28,6.8810370527091742e-37,5.6210306500614808e-73,6.5982024446337458e-44,4.6288787842251605e-44,9.5404050171936765e-53,5.6173409723721973e-63,1.1392265407338544e-35,2.511260373715802e-73,2.5189049842544292e-26,2.0276295363820271e-55,5.9364418769912925e-73,2.9871784090521234e-35,7.8149397427929433e-84,3.727781236159098e-78,1.0054792559750345e-87,1.1223031933507307e-48,3.8893558664509952e-35,1.3093121119055273e-49,3.4401356774098554e-35,4.1589471088634038e-45,1.5357443791854686e-29,4.0325801081863122e-45,3.4253991103706885e-46,3.9785084572873803e-39,4.7426239867700937e-38,1.4621331439933111e-54,6.2415245220536312e-39,4.2230806579700176e-41,5.8520505312724857e-57,4.2267208798264571e-44,3.9928144656354054e-32,5.040772253132436e-58,1.0508257450350133e-16,1.3706327606742888e-30,3.3010648120975662e-31,1.3706327606743287e-30,3.6076584580268379e-51,5.4728814813326151e-49,4.0529231942578732e-49,4.0392802781299289e-84,3.3827188216469729e-85,1.4234496196438896e-38,6.768039940729566e-48,3.7397121686042763e-47,2.1016029688374101e-61,1.0012940971397594e-39,9.3192799604411494e-69
1.8527866528182954e-19,0.2530238559634841,76.950000000000003,0.0,0.0,0.0,0.99999999975297948,9.5,7.6414596373507933e-13,1.0860168111705588e-11,1.0859957948878429e-11,6.5645698619571828e-21,6.5384493859770252e-21,2.2453606363715579e-10,2.6343894460896536e-17,3.1826136507477726e-21,1.4114714017443511e-30,5.9830361944168739e-35,3.9675062442570809e-24,7.1236898401206005e-17,1.2439177753979351e-22,1.2881939920691008e-30,1.2781182777031505e-34,3.4648659789034529e-36,7.7072833790566857e-46,3.1105976529063086e-29,5.9436682833793727e-22,2.9346479325933177e-30,2.9346479333926933e-30,6.8800742685424408e-40,1.1069172372369459e-40,8.3078207080960676e-32,2.0871535650377275e-22,1.0485391120871638e-31,8.4348359534334221e-33,7.9447734656309627e-71,7.9033038685540724e-40,9.6156247863462771e-34,7.219062050988609e-71,8.3947860991315881e-19,1.8492399159695326e-49,1.8491468825594126e-49,4.3189580664533611e-27,1.2678326192423491e-27,4.2943246129155596e-20,4.3186130942345538e-27,1.1009691220142052e-35,7.2190620506918732e-71,1.0557154548272221e-42,3.7069724127626275e-43,3.0529354486437895e-51,3.5951053319080816e-61,9.1138375976052596e-35,3.2144197237479818e-71,1.0075645515806741e-25,3.2474888993077661e-54,7.5986608688480421e-71,2.3897496433288898e-34,2.0006286228732081e-81,4.7715893083608135e-76,2.5740338036530978e-85,3.5913810326455785e-47,3.1114642213920532e-34,4.1898111635808112e-48,2.7521166952759076e-34,6.6543289108953231e-44,6.1429931131382808e-29,6.4521447888536589e-44,5.4806558631061201e-45,3.1828161587810495e-38,3.7941080123850945e-37,3.788397298680113e-53,4.9932184246229518e-38,4.6707339122889567e-40,3.7453233712362526e-55,6.7627734498646087e-43,3.1942532889491986e-31,3.2261039498966885e-56,2.1016560603827461e-16,1.0965088276705547e-29,1.3204310949727807e-30,1.0965088276706183e-29,1.1544541827702662e-49,8.5949272867570451e-48,6.3336492181826134e-48,1.0340526079868493e-81,8.6940466055930946e-83,1.1387630662236094e-37,5.4402674642590766e-47,5.9835260983879327e-46,1.3450299623430474e-59,8.0103765413831953e-39,1.1928714093175758e-66
3.705576446895329e-19,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999950595864,9.5,1.528293222767301e-12,2.1720354609469704e-11,2.1719934288509771e-11,2.6258312150321274e-20,2.6049620866985501e-20,4.4907230837245487e-10,1.053756716923665e-16,1.2730466557608297e-20,1.0872191542735485e-29,4.7864418645614669e-34,1.5870045210680021e-23,2.8494784738435799e-16,4.9756774225257284e-22,9.4066993526073158e-30,1.0224485990186643e-33,2.7718968985075083e-35,1.233163864257201e-44,2.4884809261562428e-28,2.3774703231492704e-21,2.3477218159944749e-29,2.3477218172734759e-29,1.1008119522418018e-38,1.7710695649071182e-39,6.646260972177702e-31,8.3486219298883271e-22,8.3883093186112156e-31,6.7478726691154465e-32,1.0169605549891103e-68,1.2645294901147737e-38,7.6925072448312768e-33,9.2406679552365512e-69,3.3579174303234156e-18,5.9173890436772609e-48,5.9167936956641173e-48,3.4551695888780834e-26,1.0142670081879296e-26,1.7177309773607601e-19,3.4548936170278024e-26,1.7615524149606897e-34,9.2406679544768685e-69,1.689146477055704e-41,2.9717557869256289e-42,9.7693826878752034e-50,2.3008649910626779e-59,7.2910780641170305e-34,4.1144529798665013e-69,4.0302632951515589e-25,5.2064587821042554e-53,9.7262759027616348e-69,1.9118022719877641e-33,5.1216040521291303e-79,6.1076785626614811e-74,6.589528507373486e-83,1.1492431886840646e-45,2.4891275453978738e-33,1.3407409056125546e-46,2.2016966029998895e-33,1.0646918806478575e-42,2.4572003489163364e-28,1.0323435606681572e-42,8.7690629030522391e-44,2.5462566237845076e-37,3.0352870181875082e-36,8.7733909077642338e-52,3.9945550533747219e-37,5.8041534492173218e-39,2.397009076256698e-53,1.0820450058822997e-41,2.5553940047330168e-30,2.0647086164948775e-54,4.2033197124307761e-16,8.7720734875391611e-29,5.2817455928435157e-30,8.7720734875401768e-29,3.6942574298171222e-48,1.3261672751631372e-46,9.6823092244703892e-47,2.6471451699883888e-79,2.2257533760297775e-80,9.110117913678728e-37,4.3626123098264077e-46,9.5735533196095212e-45,8.6082006569099486e-58,6.4083107359569002e-38,1.5268768489334333e-64
5.558366240972363e-19,0.25302385596348415,76.950000000000003,0.0,0.0,0.0,0.99999999925893779,9.5,2.2924404816088921e-12,3.2580541087423641e-11,3.2579910612031742e-11,5.5798933179461833e-20,5.5203110620997953e-20,6.7360840341850929e-10,2.2392332713080337e-16,2.7052245335664917e-20,3.042709004857258e-29,1.3686482797333697e-33,3.3723858767612099e-23,6.0551424271446641e-16,1.0573318468268805e-21,2.5564739677913111e-29,2.9234869925549037e-33,7.9258957199233727e-35,4.5389144081837608e-44,7.1155014009768271e-28,5.0521263067320463e-21,6.7130196042370046e-29,6.7130196089445771e-29,4.0517174549778042e-38,6.5187129432390564e-39,1.9004150749430269e-30,1.7740823910421241e-21,2.3985304780343058e-30,1.9294695739387387e-31,5.247141468079738e-68,4.654307885576707e-38,2.199576472562702e-32,4.7678439249242145e-68,7.1355753293291015e-18,2.7016346384312057e-47,2.7013075487607968e-47,9.8796260386592695e-26,2.90016985933729e-26,3.6501781468758289e-19,9.8788369417535891e-26,6.4836832326259201e-34,4.7678439244578104e-68,6.2171812855372972e-41,8.5075095010833967e-42,4.4603918319144156e-49,1.2641747265181279e-58,2.0847929635112676e-33,2.6544067900873167e-68,8.5643126524260592e-25,1.9181763708597616e-52,6.2748299679648011e-68,5.4665612462814278e-33,3.8034158499154309e-78,3.940330721000413e-73,4.8935455883841171e-82,5.247034978201457e-45,7.1172737260178008e-33,6.1213450820094133e-46,6.2954785909255056e-33,3.9187702185401778e-42,5.2215526636683203e-28,3.7997089854321766e-42,3.227598541452355e-43,7.2807051753375868e-37,8.6790207273059476e-36,3.5642573298968531e-51,1.1421893137918583e-36,1.9992315789548629e-38,1.3169899386543756e-52,3.9826447549898628e-41,7.3068121198601047e-30,1.1344139753418579e-53,6.3049863858294356e-16,2.5082640517612616e-28,1.1223737096724566e-29,2.508264051761636e-28,1.6866663334880093e-47,4.7977529300891671e-46,3.4876622722600643e-46,1.965822959661084e-78,1.3060767604330343e-79,2.6049253119376075e-36,1.2481999367247346e-45,3.5236862688880784e-44,4.729608393614726e-57,1.8323770490372483e-37,9.8504643695447965e-64
