Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133)
1.9441681131895954e-10,0.3392925699991844,76.950000000000003,0.0,0.0,0.0,0.96550454162689936,9.4999280669221271,0.00028646011521203706,0.0027662028064977767,0.0026641141575099777,6.9824272717061418e-05,3.4369913708944234e-10,4.89103887566415e-05,0.0086084285431045141,2.095248455539662e-06,4.4908033575654685e-13,7.3251438399654643e-09,1.5429635956254351e-08,0.01976722464540516,1.0425899127353564e-05,9.9894629803600163e-15,6.4029143935055274e-16,1.4329330980279009e-12,8.6218530743881694e-15,1.9753448191356401e-06,1.0552003289030398e-05,2.4612687978175115e-05,2.4617917855837272e-05,3.3668030765906896e-09,1.8547815808768535e-09,2.9804172242367437e-12,7.9023248357754048e-07,2.1496953708615388e-10,5.8076277445995899e-11,1.3712342326732158e-12,3.643808945444219e-10,9.4634963505553716e-11,1.3902350316934109e-12,0.00023034435056350694,2.2000663883309763e-15,7.8881394261626476e-16,5.8258158854872389e-07,6.1390966428056034e-08,1.6227981137914568e-08,1.1669097552129393e-06,1.6370995880505255e-06,1.3850330862646982e-12,1.70395736927538e-11,1.0841906530902608e-11,1.0456730461431691e-11,3.854597313968337e-13,2.2875897866077304e-12,3.6071471975804058e-15,1.2048973773683612e-09,2.3211408265086719e-14,1.0632128373398253e-14,2.2897416832883859e-11,4.9445104957868321e-17,1.7019632155382769e-17,1.5295668704881618e-19,1.5588804164106382e-09,1.2715878231272215e-13,3.3748747731249427e-11,1.5491496582362101e-09,1.678531526026995e-13,1.6529405185403232e-12,2.9282249318347956e-13
1.9806556634814352e-10,0.33929256897998744,76.950000000000003,0.0,0.0,0.0,0.96487029021313231,9.4999267272520296,0.00029173659227059944,0.0028162686921530907,0.0027116383351669378,7.1125259950729597e-05,3.4991974799388264e-10,4.8879116412761176e-05,0.0087672211867088953,2.133256535547301e-06,4.5744773831931325e-13,7.7379998364002213e-09,1.6299028109576531e-08,0.02013240187249821,1.0811475504647071e-05,1.0170673142072862e-14,6.5283256767104677e-16,1.5311249081106396e-12,9.1088214692908812e-15,2.0366917722104607e-06,1.0784369560878434e-05,2.5689438283367065e-05,2.5694897715189286e-05,3.514159328710532e-09,1.9360566218143428e-09,3.0355501866077327e-12,8.1979728417327718e-07,2.2301534141756231e-10,6.0271616393780434e-11,1.5218467094837141e-12,3.793514248757955e-10,9.9370545644134551e-11,1.5459958883494985e-12,0.00023461098056177143,2.29045724591534e-15,8.2122235446251586e-16,5.8302038151177455e-07,6.1448017603288355e-08,1.6219490368379147e-08,1.1796418654845501e-06,1.6771982744794902e-06,1.5400932532083145e-12,1.8038643465871008e-11,1.1672315448241374e-11,1.1250300585585462e-11,4.2245755174051407e-13,2.3740523756356876e-12,3.9824771992518117e-15,1.2353188517042475e-09,2.5464999727869845e-14,1.1855527503747575e-14,2.3479858846110939e-11,5.5960929358601006e-17,1.9348321208682399e-17,1.752204102144413e-19,1.6310556742803593e-09,1.3036951342712611e-13,3.4756363389207405e-11,1.6216976077165663e-09,1.7571672081719885e-13,1.715713706379805e-12,3.0654408691956777e-13
2.017143213773275e-10,0.33929256806105834,76.950000000000003,0.0,0.0,0.0,0.96423651471250449,9.4999253899831597,0.00029700944586997933,0.0028662681748951092,0.0027590758706581083,7.242387600412889e-05,3.5613210668526853e-10,4.8847867578721627e-05,0.0089259030145873528,2.1712141937299389e-06,4.6579989046495593e-13,8.1656965178973175e-09,1.7199854275010133e-08,0.020497344934855236,1.1203705649237443e-05,1.0351642909118848e-14,6.6541434031114706e-16,1.6338888875133183e-12,9.6133664798953553e-15,2.0985667731370387e-06,1.1016418580491724e-05,2.6789625493003286e-05,2.6795319540863435e-05,3.6647245176284418e-09,2.0191038279678713e-09,3.090647795333061e-12,8.4989116889573093e-07,2.3120518782873929e-10,6.2506734638779825e-11,1.6853846857891616e-12,3.9461972689467151e-10,1.0424275591206788e-10,1.7155267468591407e-12,0.00023887493030424228,2.3826460424364885e-15,8.5427538440479418e-16,5.8341631619031506e-07,6.1504588701694635e-08,1.621091843217623e-08,1.1923106038940763e-06,1.717331757750126e-06,1.7088458484133536e-12,1.9073161761923508e-11,1.2549023288131496e-11,1.2087423067085431e-11,4.622100574987765e-13,2.4620784406976519e-12,4.3883104394985641e-15,1.2657994585813011e-09,2.7889250704152975e-14,1.3192410592333165e-14,2.4063458139066695e-11,6.3183541672470749e-17,2.1942998913354597e-17,2.0019912696815044e-19,1.7049761087588011e-09,1.3358648663451508e-13,3.576702931357323e-11,1.6960528831744621e-09,1.8377626361293856e-13,1.7796618069104306e-12,3.2060774150855167e-13
2.053630764065115e-10,0.3392925672422556,76.950000000000003,0.0,0.0,0.0,0.96360321469586063,9.499924055111638,0.00030227867871918302,0.0029162013467180638,0.0028064268944735502,7.372012445081362e-05,3.6233622454219317e-10,4.8816642233233494e-05,0.0090844741095585501,2.2091214999438898e-06,4.7413681515803414e-13,8.6084691118287099e-09,1.8132628153853709e-08,0.020862054021840958,1.1602571529091689e-05,1.0532372614390736e-14,6.7803791967570495e-16,1.7413362406802742e-12,1.0135770420326111e-14,2.1609560991334249e-06,1.1248140693371229e-05,2.791321708538401e-05,2.7919150809437863e-05,3.818494192072312e-09,2.1039207453684885e-09,3.1457100790060825e-12,8.8051340544373537e-07,2.3953887688816629e-10,6.4781577125209664e-11,1.862650179102082e-12,4.1018538967827937e-10,1.09252529902723e-10,1.8997257694860835e-12,0.00024313619855345398,2.4766302959572623e-15,8.8797214258947893e-16,5.8377290913229258e-07,6.1560716938877782e-08,1.6202272564723258e-08,1.2049199605649325e-06,1.7574957936782025e-06,1.8921822608349438e-12,2.0143513122932432e-11,1.3473674667484523e-11,1.2969594167298143e-11,5.0486477020601757e-13,2.5516658165186439e-12,4.826446823399622e-15,1.2963354301977787e-09,3.0493559677634169e-14,1.465084250440337e-14,2.4648140989630477e-11,7.1173515019559364e-17,2.4828233117268878e-17,2.2816172898795732e-19,1.780643039589246e-09,1.3680930420236612e-13,3.6780498476784777e-11,1.7722187167234873e-09,1.9203213181241946e-13,1.8447850691500485e-12,3.3501406980818517e-13
2.0901183143569548e-10,0.3392925665234345,76.950000000000003,0.0,0.0,0.0,0.9629703897345202,9.4999227226336043,0.00030754429352479034,0.0029660682994792518,0.0028536915369063152,7.5014008858931841e-05,3.6853211294999e-10,4.8785440355030816e-05,0.009242934554367142,2.2469785239415059e-06,4.8245853533117263e-13,9.0665515233631477e-09,1.9097861203550854e-08,0.021226529322336235,1.2008055152895047e-05,1.0712862590141947e-14,6.9070446185493369e-16,1.8535781193097381e-12,1.0676314149488294e-14,2.2238463521530337e-06,1.1479527233449586e-05,2.90601796148895e-05,2.9066358073585427e-05,3.9754637739845152e-09,2.190504849614249e-09,3.2007370661470158e-12,9.1166326257312804e-07,2.4801620945218631e-10,6.7096088872833987e-11,2.0544757093798569e-12,4.2604800263531546e-10,1.1440077541127335e-10,2.0995290677023831e-12,0.00024739478433909065,2.5724075265421083e-15,9.2231173988123588e-16,5.840933889871594e-07,6.161643642669967e-08,1.6193559408442309e-08,1.2174736453701767e-06,1.7976864410775414e-06,2.0910313927723557e-12,2.1250071457666677e-11,1.4447939811415132e-11,1.3898330737251999e-11,5.5057408665851799e-13,2.6428123409220574e-12,5.2987528236757193e-15,1.3269232361677981e-09,3.3287653880534572e-14,1.6239289423660624e-14,2.5233838320930237e-11,7.9995251229172159e-17,2.8030339359071213e-17,2.5939773356784186e-19,1.8580576080348594e-09,1.4003759345978062e-13,3.7796539682324304e-11,1.8501981227768556e-09,2.0048465260440411e-13,1.9110837402080537e-12,3.4976364339223903e-13
2.1266058646487947e-10,0.3392925659044472,76.950000000000003,0.0,0.0,0.0,0.96233803940027529,9.4999213925451933,0.00031280629299095734,0.0030158691248992594,0.0029008699280528519,7.6305532791235157e-05,3.747197834039656e-10,4.875426192287138e-05,0.0094012844316838824,2.2847853353713481e-06,4.9076507393774876e-13,9.5401763404479901e-09,2.0096062645107681e-08,0.021590771024745947,1.2420138569959826e-05,1.089311316892769e-14,7.0341505188517118e-16,1.9707256010580637e-12,1.1235277076053769e-14,2.2872244512217441e-06,1.1710570427997285e-05,3.0230478806856726e-05,3.0236907056974273e-05,4.1356285715394792e-09,2.2788535530993156e-09,3.2557287852041392e-12,9.4334001009578176e-07,2.5663698666470146e-10,6.9450214977585866e-11,2.2617246746044001e-12,4.422071555517668e-10,1.1968837312913418e-10,2.3159114210451582e-12,0.0002516506869359541,2.6699752565520863e-15,9.5729328796748077e-16,5.8438072007463018e-07,6.1671778441202125e-08,1.6184785061334215e-08,1.2299751074437772e-06,1.8379000403858764e-06,2.3063603606119329e-12,2.2393200284210065e-11,1.5473514402358407e-11,1.4875169999356342e-11,5.9949533868602317e-13,2.7355158548319922e-12,5.8071624422811245e-15,1.357559568578829e-09,3.6281594250215384e-14,1.7966630224924378e-14,2.5820485408979446e-11,8.971713570534884e-17,3.157746887977759e-17,2.9421841274160448e-19,1.937220789631286e-09,1.4327100522143774e-13,3.8814936636683695e-11,1.9299939117649393e-09,2.0913413103308335e-13,1.9785580652817725e-12,3.6485699515184526e-13
2.1630934149406345e-10,0.33929256538514274,76.950000000000003,0.0,0.0,0.0,0.96170616326539116,9.4999200648425592,0.0003180646798194187,0.0030656039145621791,0.0029479621978134077,7.759469980508884e-05,3.8089924722842167e-10,4.8723106915536578e-05,0.0095595238241056694,2.3225420037783553e-06,4.9905645383843426e-13,1.0029574838774265e-08,2.1127739470486385e-08,0.021954779317006668,1.283880387013448e-05,1.1073124682200928e-14,7.1617083674624933e-16,2.0928896693810419e-12,1.1812937163119656e-14,2.3510776249557974e-06,1.1941263311666511e-05,3.1424079643329925e-05,3.143076274004017e-05,4.2989837909097168e-09,2.3689642115477141e-09,3.3106852645549578e-12,9.7554291887857398e-07,2.6540100995691608e-10,7.1843900612062766e-11,2.4852917159441648e-12,4.5866243862857116e-10,1.2511617731920787e-10,2.5498869909134456e-12,0.00025590390584373859,2.7693310108375961e-15,9.9291589942816175e-16,5.8463762402436044e-07,6.1726771665542279e-08,1.6175955121571027e-08,1.2424275533508557e-06,1.8781331937841843e-06,2.5391751901774925e-12,2.3573252968525684e-11,1.6552119429770885e-11,1.5901669330453597e-11,6.5179085209321525e-13,2.8297742022749123e-12,6.3536781589508062e-15,1.3882413279895269e-09,3.948578035200492e-14,1.9842167902075949e-14,2.6408021608712714e-11,1.0041169473420025e-16,3.5499699241570941e-17,3.3295795935559399e-19,2.0181334060394071e-09,1.4650921230754949e-13,3.9835487065685495e-11,2.0116087029895199e-09,2.1798085139356134e-13,2.0472082876529407e-12,3.8029462173313477e-13
2.2360685155243145e-10,0.3392925646449669,76.950000000000003,0.0,0.0,0.0,0.96044383188512727,9.4999174165792386,0.00032857062635807389,0.0031648757522719862,0.00304188889179884,8.0165977280047268e-05,3.9323360038101366e-10,4.8660867090583109e-05,0.0098756714842833347,2.3979051891865065e-06,5.1559382883323919e-13,1.1056611450265079e-08,2.3293536139474947e-08,0.022682096420529981,1.3695808681344254e-05,1.1432431835235074e-14,7.4182251597256426e-16,2.3527109176898383e-12,1.3025453472316596e-14,2.4801596156080669e-06,1.2401573881689269e-05,3.3881042900567189e-05,3.3888250849958872e-05,4.6352458700196581e-09,2.5544605663340928e-09,3.4204926173004461e-12,1.041524308960353e-06,2.8335800194000259e-10,7.6749731545937666e-11,2.9851169013441115e-12,4.9245975830781826e-10,1.3639569390386548e-10,3.0748755698382514e-12,0.00026440229160920906,2.9733967051771935e-15,1.0660807676500425e-15,5.850699371236735e-07,6.1835814764970515e-08,1.6158148591556503e-08,1.267197107533737e-06,1.9586457738638136e-06,3.0614852058653687e-12,2.6045494005407754e-11,1.8875430390673496e-11,1.8109977190070959e-11,7.6717928199643797e-13,3.0229467893814784e-12,7.5693857631421305e-15,1.449729696557093e-09,4.6568210369885416e-14,2.4077235502734213e-14,2.7585537673634776e-11,1.2503061232363256e-16,4.4599973085799362e-17,4.236523822087502e-19,2.1852095239402232e-09,1.5299880575941909e-13,4.1882304455715184e-11,2.1803048833377427e-09,2.3626705890349577e-13,2.1880373878163212e-12,4.1220451792377211e-13
2.3017461060496263e-10,0.3392925643181626,76.950000000000003,0.0,0.0,0.0,0.95930935112332727,9.4999150412630922,0.00033801365007623543,0.0032539954799063919,0.0031261296804013421,8.2472101924022071e-05,4.0430656541627324e-10,4.8604931148639419e-05,0.01015982734720579,2.4655612624748539e-06,5.304258523775758e-13,1.2037183855118884e-08,2.5362279719332049e-08,0.023335885427042864,1.4489444203778161e-05,1.175499398486323e-14,7.6507479480430516e-16,2.6048175724843346e-12,1.4183421539278334e-14,2.5978361242208817e-06,1.2814599397870051e-05,3.6171637518910373e-05,3.617933511017509e-05,4.9487431578880499e-09,2.7274056806291465e-09,3.5191989982490703e-12,1.1026997384408819e-06,3.0000721014679221e-10,8.1299724531223741e-11,3.5003944383314223e-12,5.2388600953787482e-10,1.4703481665595066e-10,3.618539427773271e-12,0.00027204165954317202,3.1631460996755021e-15,1.1341127037304555e-15,5.8537796009626966e-07,6.1933002722827474e-08,1.6141979890146616e-08,1.2893498458041777e-06,2.0311446172881029e-06,3.6022792434758814e-12,2.8400135834030809e-11,2.11655521795819e-11,2.0283320359404151e-11,8.8430158076925295e-13,3.2020980832761884e-12,8.815369177057001e-15,1.5051973173486295e-09,5.3772871557553201e-14,2.8498047855207165e-14,2.8647809290111729e-11,1.5133224946381578e-16,5.4417599837036861e-17,5.2254520461316426e-19,2.341566562162558e-09,1.5885296109841383e-13,4.3730034050353406e-11,2.3383752063132956e-09,2.5340168473960184e-13,2.3188075479830207e-12,4.4210516228588952e-13
2.3674236965749383e-10,0.33929256431188476,76.950000000000003,0.0,0.0,0.0,0.95817640013686933,9.4999126736172599,0.00034744501075522873,0.0033429026697884808,0.003210093446994512,8.4770645231370683e-05,4.153531172184652e-10,4.8549070774206298e-05,0.010443626520249523,2.5330559492135765e-06,5.4520911596160884e-13,1.3072400330684867e-08,2.7547267178703217e-08,0.023988921086829779,1.5304128331969127e-05,1.2076786696226443e-14,7.8849080183385033e-16,2.8748977663942368e-12,1.5406225728233614e-14,2.7168666500284316e-06,1.3226411017277894e-05,3.8537158340185026e-05,3.8545361931778653e-05,5.2724992185152133e-09,2.9060163824780704e-09,3.6177916407578018e-12,1.1655686390243386e-06,3.1711746060834755e-10,8.5977041253940016e-11,4.0839204445320107e-12,5.5626537099694717e-10,1.5814035353233221e-10,4.2368519235646162e-12,0.00027967233301366798,3.3586503304653611e-15,1.2042079310204187e-15,5.8562056953741787e-07,6.202940948162531e-08,1.6125699274710852e-08,1.3113842230035045e-06,2.1036641136289394e-06,4.2172239519557227e-12,3.0879466826096976e-11,2.365539831524463e-11,2.264268099037909e-11,1.015115287988507e-12,3.3862536499613145e-12,1.0219186289463219e-14,1.560772144999539e-09,6.1836453493995774e-14,3.3564301657445911e-14,2.9712179423188352e-11,1.8211967446494032e-16,6.6016509961346134e-17,6.4051146266937542e-19,2.5035985998316583e-09,1.6471843332291861e-13,4.5582151555807766e-11,2.5023722918992178e-09,2.7117897724108827e-13,2.4533913110043531e-12,4.7312755104607421e-13
2.4331012871002504e-10,0.33929256462518126,76.950000000000003,0.0,0.0,0.0,0.95704497644821818,9.4999103136195178,0.00035686472406437386,0.0034315978511303253,0.0032937809421116301,8.7061627755338284e-05,4.263733215181329e-10,4.849328584438283e-05,0.010727069482460534,2.6003896512638503e-06,5.5994375173662135e-13,1.4163562875990348e-08,2.9851375661935282e-08,0.024641204479949424,1.6139758067726084e-05,1.2397811884188742e-14,8.1207698466187126e-16,3.1635930610986236e-12,1.6695435484100672e-14,2.8371869809744609e-06,1.3636988639729818e-05,4.0977382911575783e-05,4.0986108857056023e-05,5.6064835926795833e-09,3.0902758603102804e-09,3.716270707907973e-12,1.2301267963976158e-06,3.3468760561748804e-10,9.078136476712661e-11,4.7420866439332374e-12,5.8959547073467648e-10,1.6971641357509213e-10,4.9372438946407468e-12,0.00028729431511207679,3.5598950711885012e-15,1.2763613130684795e-15,5.8580713442339176e-07,6.212513344473117e-08,1.6109326000738438e-08,1.3333121464280083e-06,2.1761917539411312e-06,4.9136830892205432e-12,3.3485210621886824e-11,2.6355901071527069e-11,2.5197842344110162e-11,1.1607551339079955e-12,3.5754010279855974e-12,1.1795111968246379e-14,1.6164420920649146e-09,7.0832487272129787e-14,3.9347110984279826e-14,3.0778411561052204e-11,2.1798716546959828e-16,7.9654682506900812e-17,7.8049644414578076e-19,2.6713061486782915e-09,1.7059394647051952e-13,4.7437883106662878e-11,2.6723059274086927e-09,2.8959999858530507e-13,2.5917900260031029e-12,5.0527353983125997e-13
2.4987788776255624e-10,0.33929256525709284,76.950000000000003,0.0,0.0,0.0,0.9559150775847518,9.4999079612477235,0.00036627280564778536,0.0035200815517286497,0.0033771929142554502,8.9345069993467124e-05,4.3736724401364072e-10,4.8437576236513066e-05,0.011010156712116118,2.6675627694123111e-06,5.7462989159228936e-13,1.531196010482835e-08,3.2277459495474704e-08,0.025292736682096747,1.6996230831207926e-05,1.2718071460708056e-14,8.358396186677265e-16,3.4715427580701226e-12,1.8052605458364717e-14,2.9587356163349208e-06,1.4046316119988284e-05,4.3492085484669483e-05,4.3501350134560935e-05,5.9506653688102111e-09,3.2801670510809594e-09,3.8146363621214452e-12,1.2963700072223656e-06,3.5271650045564434e-10,9.571237894247023e-11,5.4816384450983748e-12,6.2387394252939177e-10,1.8176687635039264e-10,5.7276148237378529e-12,0.00029490761015998424,3.7668660301230776e-15,1.3505677258376577e-15,5.8594568626847387e-07,6.222025893236435e-08,1.6092876569609359e-08,1.3551440512795905e-06,2.2487166069909045e-06,5.6994825146180049e-12,3.621900183361424e-11,2.9278246595126075e-11,2.7958782402778879e-11,1.3224126960914175e-12,3.7695277884121011e-12,1.3558211211296269e-14,1.6721964097321312e-09,8.083843988562951e-14,4.5922969397500696e-14,3.1846295383416585e-11,2.5958580566159719e-16,9.5618476272574985e-17,9.4579230642019219e-19,2.8446888006745195e-09,1.7647836588884225e-13,4.9296545737298071e-11,2.8481846739008997e-09,3.0866567782620924e-13,2.7340050217431075e-12,5.3854475172521872e-13
2.5644564681508745e-10,0.33929256620664633,76.950000000000003,0.0,0.0,0.0,0.95478670107874997,9.4999056164797988,0.00037566927112442128,0.003608354297968928,0.0034603301099046589,9.1620992387776874e-05,4.4833495006003131e-10,4.838194182818537e-05,0.011292888686726415,2.7345757033741566e-06,5.8926766699385339e-13,1.65188673367638e-08,3.4828350323636134e-08,0.025943518764720421,1.7873444459240465e-05,1.3037567331815046e-14,8.597850065144759e-16,3.7993836675811863e-12,1.9479275597686805e-14,3.0814536525300216e-06,1.4454380603511033e-05,4.6081037677045174e-05,4.6090857380905958e-05,6.3050132737639338e-09,3.4756726906814455e-09,3.9128887651783567e-12,1.3642940791078341e-06,3.7120300338556111e-10,1.00769768470325e-10,6.3096802233113729e-12,6.590984260105636e-10,1.9429540200611068e-10,6.6163455002250117e-12,0.00030251222353020233,3.9795489508668492e-15,1.426822057954417e-15,5.8604311075620219e-07,6.2314858221889241e-08,1.6076365123254687e-08,1.3768890822153053e-06,2.3212291225538345e-06,6.5829224475488217e-12,3.9082389820539456e-11,3.243387216277033e-11,3.0935669990341658e-11,1.5013373793332537e-12,3.968621534771698e-12,1.5524354966728206e-14,1.7280255394841541e-09,9.1935801623278827e-14,5.3373972468460456e-14,3.2915643859185671e-11,3.076268201870411e-16,1.142247989963411e-16,1.1400666368729809e-18,3.0237453446057672e-09,1.8237068257307362e-13,5.1157537195150293e-11,3.0300160023532281e-09,3.2837682567737024e-13,2.8800376065778975e-12,5.7294260309174795e-13
2.6301340586761865e-10,0.33929256747286274,76.950000000000003,0.0,0.0,0.0,0.95365984446738328,9.499903279293731,0.00038505413608813378,0.0036964166148294787,0.0035431932735201935,9.3889415324943838e-05,4.5927650482089837e-10,4.8326382497230948e-05,0.011575265883035882,2.8014288517962374e-06,6.0385720899332978e-13,1.7785546687576062e-08,3.7506857243587919e-08,0.026593551795135451,1.8771297203640635e-05,1.3356301396400149e-14,8.8391948399344274e-16,4.1477499007670201e-12,2.0976971232110916e-14,3.2052846738059999e-06,1.4861171973190011e-05,4.8744009023019297e-05,4.8754400131684338e-05,6.6694957483938395e-09,3.6767753559038539e-09,4.0110280782341201e-12,1.4338948305827007e-06,3.9014597564376127e-10,1.0595321885906538e-10,7.2336803038668106e-12,6.9526656674102361e-10,2.0730544087015139e-10,7.6123105204758651e-12,0.00031010816149348934,4.1979296128256801e-15,1.505119210888498e-15,5.8610531186729449e-07,6.2408993287074171e-08,1.6059803782158462e-08,1.398555252612356e-06,2.3937209591706364e-06,7.572789554559732e-12,4.2076842315992769e-11,3.5834463457871997e-11,3.4138860936890035e-11,1.6988373697066131e-12,4.1726699030068074e-12,1.7710235546519212e-14,1.7839209813043017e-09,1.0421017233788167e-13,6.1788041093057781e-14,3.3986290667767471e-11,3.628849767526585e-16,1.3582337239769331e-16,1.3673923923348226e-18,3.208473868033112e-09,1.8826999925178463e-13,5.3020326813726348e-11,3.2178064146476173e-09,3.4873414764638453e-13,3.0298890684024515e-12,6.0846832651804815e-13
2.6958116492014986e-10,0.3392925690547562,76.950000000000003,0.0,0.0,0.0,0.95253450529270056,9.4999009496675839,0.00039442741610771744,0.0037842690258855466,0.0036257831475514503,9.6150359136476518e-05,4.7019197351668961e-10,4.8270898121724056e-05,0.011857288777024827,2.8681226122601695e-06,6.1839864842836804e-13,1.9113247159155347e-08,4.0315766939579112e-08,0.027242836836631191,1.9689687729547526e-05,1.3674275551257179e-14,9.0824916301381358e-16,4.5172726823393225e-12,2.2547203163897384e-14,3.3301746474822344e-06,1.5266682388695076e-05,5.1480767431907473e-05,5.1491746299887562e-05,7.0440810104250287e-09,3.8834574993588699e-09,4.1090544618358021e-12,1.5051680910660745e-06,4.0954428143241993e-10,1.1126241643390598e-10,8.2614756599801986e-12,7.3237601626739036e-10,2.2080024262207818e-10,8.7248906308333374e-12,0.00031769543108715165,4.4219938315971822e-15,1.5854540990807625e-15,5.8613735259071607e-07,6.2502717281391697e-08,1.6043202935118926e-08,1.4201495844768351e-06,2.4661848331098053e-06,8.6783688688376988e-12,4.5203748913064586e-11,3.94919518660792e-11,3.7578894285302021e-11,1.9162805637499979e-12,4.3816605614069968e-12,2.0133381649508713e-14,1.8398751763854435e-09,1.1775134662173377e-13,7.1259145419474413e-14,3.505808790417874e-11,4.2620204503309713e-16,1.6079909178635847e-16,1.6322792023658509e-18,3.3988718466010678e-09,1.9417551801228778e-13,5.4884447332325282e-11,3.4115615512411136e-09,3.6973825572353806e-13,3.1835606746079525e-12,6.4512299123294644e-13
2.7614892397268106e-10,0.3392925709513367,76.950000000000003,0.0,0.0,0.0,0.95141068110161775,9.4998986275794906,0.00040378912672695938,0.0038719120533133567,0.0037081004724423996,9.8403844098885935e-05,4.8108142099348442e-10,4.8215488579981789e-05,0.012138957843910888,2.9346573812854034e-06,6.3289211571735206e-13,2.0503204728844022e-08,4.3257843816394709e-08,0.027891374948574865,2.0628515113760521e-05,1.3991491687714779e-14,9.3278017629512315e-16,4.9085801828233322e-12,2.4191467754793256e-14,3.4560718236959576e-06,1.5670905907358196e-05,5.4291079564853389e-05,5.4302662552871287e-05,7.4287371061598813e-09,4.0957014781889718e-09,4.2069680759377679e-12,1.5781097008377488e-06,4.2939678791133468e-10,1.1669704833530875e-10,9.4012763276150673e-12,7.7042443214625927e-10,2.3478286504783439e-10,9.9639849121269106e-12,0.00032527404000334115,4.6517274590617849e-15,1.6678216499793775e-15,5.8614357455501905e-07,6.259607579425551e-08,1.602657148559139e-08,1.4416782305731865e-06,2.5386143867754557e-06,9.9094555409665111e-12,4.8464424408839829e-11,4.3418511790047981e-11,4.1266488540787289e-11,2.1550954726216306e-12,4.5955812105373625e-12,2.2812172991111329e-14,1.8958814032825578e-09,1.3265339787041121e-13,8.188752926144836e-14,3.6130904047180444e-11,4.9849031313518536e-16,1.8957448289983871e-16,1.9397060770708021e-18,3.5949362217541607e-09,2.0008652933412707e-13,5.674948761048127e-11,3.6112862864947776e-09,3.9138967873081743e-13,3.3410536720396481e-12,6.8290752118471217e-13
2.8271668302521227e-10,0.3392925731616106,76.950000000000003,0.0,0.0,0.0,0.95028836944590633,9.4998963130076497,0.00041313928346468817,0.00395934621789418,0.0037901459866376149,0.00010064989043385259,4.9194491183928222e-10,4.8160153750562344e-05,0.012420273558150528,3.0010335543322869e-06,6.4733774081955744e-13,2.1956642438235843e-08,4.6335830132057536e-08,0.028539167186510884,2.1587678843084361e-05,1.4307951688824063e-14,9.5751875378545166e-16,5.3222973680620474e-12,2.5911247012618493e-14,3.5829266393695853e-06,1.6073838168695372e-05,5.7174711148105252e-05,5.71869146257542e-05,7.8234319534645876e-09,4.3134895779393537e-09,4.3047690799166645e-12,1.6527155110078595e-06,4.4970236518988251e-10,1.2225680251716015e-10,1.0661669549807932e-11,8.0940947795758763e-10,2.4925618240774178e-10,1.1340022808980863e-11,0.00033284399649338812,4.8871163834325234e-15,1.7522168040659687e-15,5.8612770049025525e-07,6.2689107926628068e-08,1.6009917062676645e-08,1.4631465815429889e-06,2.6110040734828752e-06,1.1276366424493433e-11,5.1860112012781087e-11,4.7626557983032249e-11,4.5212537962287915e-11,2.4167721020549642e-12,4.8144195831611248e-12,2.5765854552887339e-14,1.951933685585644e-09,1.49014761258344e-13,9.3779934814855151e-14,3.7204622152818927e-11,5.807361564919497e-16,2.2261225534294054e-16,2.2951555135250893e-18,3.7966634687145241e-09,2.0600240233901979e-13,5.8615086135477767e-11,3.816984813426357e-09,4.1368887152281516e-13,3.5023692869577356e-12,7.2182271111320848e-13
