Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133)
1.3922565968830886e-07,0.3394445918101256,76.950000000000003,0.0,0.0,0.0,0.00037191500317348367,9.4998382687850267,0.0032254253453337374,0.022769414150770148,1.8975357179847403e-08,5.1724967706227433e-10,2.8277936103972059e-09,3.8607256385203118e-07,0.066884083761962893,1.7275243509036347e-05,3.3267323127476136e-18,2.5650708830927045e-06,0.0042852410595526184,0.82960052322363642,0.0067008627679164415,8.2362741542071824e-14,9.0684997191900205e-12,9.2049243015727907e-07,1.143214612110518e-11,0.00019025621370881071,5.7756813113512925e-10,0.03577966985032336,0.042563590515401026,4.8965676779088581e-06,2.7039721036244704e-06,1.2524409046844362e-10,0.010744298488103172,2.9237361707417664e-06,8.067314560076483e-07,2.5562946403407052e-05,6.0003905337569337e-06,3.8541606213535851e-06,0.0028269993279293388,0.011249115248757754,3.6214124611291151e-11,1.2983922671184662e-11,7.4617151236585783e-07,2.3196028661979092e-07,2.1937213624226524e-09,7.2188698602013024e-05,0.00023915105962318183,0.00053559778831529722,1.115469033853006e-06,3.8912178117071205e-05,1.8564377328706188e-06,4.9990634377139484e-05,3.1725090991086547e-08,7.4015776377750003e-07,1.9475243470247959e-06,8.2482211284007258e-05,1.346717909362092e-05,3.731096700310361e-08,2.5537959321143071e-07,5.4280007041774257e-05,8.0458236653806622e-07,0.00011460119415074664,2.0554594176004367e-10,6.1681602412642531e-09,0.00082691677224299256,8.9628247886641898e-08,1.902327388265533e-06,1.5644363191140997e-07
1.3982456034188594e-07,0.3394445901862168,76.950000000000003,0.0,0.0,0.0,0.00037002065234653263,9.4998382833429211,0.0032105408603753799,0.022709654632761027,1.8732088765012755e-08,5.1061714337939296e-10,2.8203719360214753e-09,3.8385883329280796e-07,0.066470906818124148,1.7229903824916359e-05,3.2840746464392722e-18,2.5189378190569187e-06,0.0042983177614031119,0.83002741636098187,0.0067011099083574711,8.2146576676844354e-14,9.0961691962592501e-12,9.2330340116406527e-07,1.1353403764476005e-11,0.00019035428865498281,5.7633010033007665e-10,0.035778709913935211,0.042563592171209037,4.8964363379313384e-06,2.7038995747734042e-06,1.253085383535129e-10,0.010772707212268329,2.9314667716983487e-06,8.0886457458140387e-07,2.5561560612700896e-05,6.0162594140975831e-06,3.8643695091787613e-06,0.0028275195480963189,0.011262676979121396,3.6309898212278948e-11,1.3018260571417506e-11,7.470387371053507e-07,2.322367227202446e-07,2.1954459847050304e-09,7.2466993909711824e-05,0.00024007436634048456,0.0005355598519715195,1.1184249650241932e-06,3.8713190152727325e-05,1.8509948141207822e-06,4.9878576019499818e-05,3.1808973522814853e-08,7.3849900243994381e-07,1.9576648457466208e-06,8.2727334042670189e-05,1.343701581868022e-05,3.7505242011327962e-08,2.5480774833892888e-07,5.4473170815561265e-05,8.074486233526956e-07,0.00011519187864778629,2.0661619206287013e-10,6.1919773495494549e-09,0.00083254054923167706,9.0237801407330729e-08,1.907235781816464e-06,1.5750759115890177e-07
1.4042346099546302e-07,0.3394445886022159,76.950000000000003,0.0,0.0,0.0,0.0003681366054714942,9.4998382978839846,0.0031957249044296024,0.02265007644537282,1.8495437128467652e-08,5.0416506931757071e-10,2.812972781144349e-09,3.8165917510248227e-07,0.066060373522100785,1.7184701714528328e-05,3.2425776204934968e-18,2.473634469364454e-06,0.0043113556452436261,0.83045158177240253,0.0067013553017972287,8.1931067718437968e-14,9.1237565426469624e-12,9.2610602737894662e-07,1.1275763296985869e-11,0.0001904517369358346,5.7512475177505581e-10,0.035777772257814075,0.042563593806985378,4.8963080465063917e-06,2.7038287294001792e-06,1.2537257443491549e-10,0.010801001398155787,2.9391662042426732e-06,8.1098909278985629e-07,2.5560207022338121e-05,6.0320643133465752e-06,3.8745372384597726e-06,0.0028280277019641729,0.011276207826758904,3.6405285665373137e-11,1.3052460025276965e-11,7.4790409140360081e-07,2.3251253968902902e-07,2.1971696348746394e-09,7.274561763282914e-05,0.00024099876327605854,0.00053552279721117118,1.1213689786614411e-06,3.8514976081246656e-05,1.8455805529261561e-06,4.9766591864357584e-05,3.1892517854475205e-08,7.3684133303457588e-07,1.9678100962773447e-06,8.2970853169500122e-05,1.3406871364031695e-05,3.7699608059726041e-08,2.5423625353870771e-07,5.4665395638497257e-05,8.103009685974636e-07,0.00011578339105643579,2.0768694388210185e-10,6.2158225873191729e-09,0.00083817267773600153,9.0848260134527464e-08,1.9120955208175297e-06,1.585731304212862e-07
1.410223616490401e-07,0.3394445870571783,76.950000000000003,0.0,0.0,0.0,0.00036626280380536803,9.4998383124081371,0.0031809771633985215,0.022590678924360102,1.8265024843699038e-08,4.978831984400777e-10,2.8055960632825849e-09,3.7947349934988642e-07,0.065652466910076188,1.7139636673971807e-05,3.2021752698329457e-18,2.4291459116491808e-06,0.0043243548442890474,0.83087303679859614,0.006701598961712114,8.1716212264386169e-14,9.1512620402028053e-12,9.2890033743953002e-07,1.1199206490469958e-11,0.00019054856253522773,5.7395024711850915e-10,0.035776856365105865,0.042563595423251326,4.8961827329145756e-06,2.7037595284510781e-06,1.2543620133054378e-10,0.010829181540166453,2.94683460291696e-06,8.1310504775761759e-07,2.5558884883683666e-05,6.0478055076906305e-06,3.8846639868481704e-06,0.0028285240695178912,0.011289707894980726,3.6500288637505857e-11,1.3086521630413441e-11,7.4876758104983673e-07,2.3278773955083295e-07,2.1988923029583217e-09,7.3024568611242574e-05,0.0002419242465808989,0.00053548660354044988,1.1243011262077865e-06,3.8317541423178019e-05,1.8401947839521991e-06,4.9654690361259562e-05,3.1975725446008742e-08,7.3518488078363175e-07,1.9779600086587876e-06,8.3212778067007188e-05,1.3376748033007964e-05,3.7894063424823272e-08,2.5366515264697945e-07,5.4856685616324501e-05,8.1313946300380127e-07,0.00011637573106544989,2.0875818772340825e-10,6.2396958552669722e-09,0.00084381307448227322,9.1459615042380744e-08,1.9169068805909831e-06,1.5964023394412695e-07
1.4162126230261718e-07,0.3394445855501822,76.950000000000003,0.0,0.0,0.0,0.00036439918898119252,9.4998383269152935,0.003166297324613624,0.022531461408421129,1.8040501729006565e-08,4.9176194898059623e-10,2.7982417003186132e-09,3.7730171668246551e-07,0.065247170127284093,1.7094708201570896e-05,3.1628059685504149e-18,2.3854574918943511e-06,0.0043373154912914897,0.83129179866943259,0.0067018409014659441,8.1502007922866693e-14,9.1786859697894367e-12,9.3168635988398812e-07,1.1123715433616262e-11,0.00019064476941156198,5.7280487985789146e-10,0.035775961730936438,0.042563597020498903,4.8960603280741456e-06,2.7036919337811909e-06,1.254994216415959e-10,0.010857248130232065,2.9544721015878673e-06,8.1521247642345611e-07,2.5557593465530577e-05,6.0634832719358152e-06,3.8947499311084136e-06,0.002829008924242904,0.011303177286748371,3.6594908787267244e-11,1.312044598147713e-11,7.496292118167319e-07,2.3306232432378825e-07,2.2006139790989884e-09,7.3303845687938243e-05,0.0002428508124163032,0.00053545125094184287,1.1272214588493465e-06,3.8120891434637154e-05,1.8348373424291888e-06,4.9542879740807161e-05,3.2058597750076312e-08,7.3352976766557301e-07,1.9881144934469073e-06,8.3453118133743797e-05,1.3346648069407108e-05,3.8088606393015364e-08,2.5309448836777369e-07,5.504704486848072e-05,8.1596416750793668e-07,0.00011696889833923341,2.0982991414658659e-10,6.2635970543521649e-09,0.00084946165665691594,9.2071857154864307e-08,1.9216701367392974e-06,1.6070888606006948e-07
1.4222016295619426e-07,0.33944458408032707,76.950000000000003,0.0,0.0,0.0,0.00036254570300335516,9.4998383414053844,0.0031516850768293554,0.022472423239183997,1.7821542735769034e-08,4.857924325105946e-10,2.7909096104967467e-09,3.7514373832120375e-07,0.064844466427307582,1.7049915797886522e-05,3.1244125500192712e-18,2.3425548196093601e-06,0.0043502377185400268,0.83170788450466548,0.0067020811343109776,8.1288452312751795e-14,9.2060286113023953e-12,9.3446412315100077e-07,1.1049272526398141e-11,0.00019074036149793888,5.7168706548608449e-10,0.035775087862134597,0.042563598599192974,4.8959407645065978e-06,2.7036259081249532e-06,1.2556223795265429e-10,0.010885201657829482,2.9620788334578799e-06,8.1731141554174682e-07,2.5556332053693654e-05,6.0790978795168142e-06,3.9047952471230261e-06,0.0028294825332760474,0.01131661610467484,3.6689147764973693e-11,1.3154233670164252e-11,7.5048898946038361e-07,2.3333629601950569e-07,2.2023346535587713e-09,7.3583447709016999e-05,0.00024377845695389426,0.00053541671986311263,1.1301300275167955e-06,3.7925031113792695e-05,1.8295080641650751e-06,4.9431168019227405e-05,3.2141136212079964e-08,7.3187611248265271e-07,1.9982734617089456e-06,8.3691882762645462e-05,1.3316573658734879e-05,3.8283235260470577e-08,2.5252430229655907e-07,5.5236477527024038e-05,8.1877514323493913e-07,0.00011756289251815217,2.1090211376549624e-10,6.2875260858002893e-09,0.00085511834190385991,9.268497754557696e-08,1.9263855650914363e-06,1.6177907118830734e-07
1.4281906360977134e-07,0.33944458264673333,76.950000000000003,0.0,0.0,0.0,0.00036070228824313657,9.4998383558783264,0.0031371401102167412,0.022413563761192738,1.7607846000326189e-08,4.799664672279107e-10,2.7835997124243985e-09,3.729994760574899e-07,0.06444433917138237,1.7005258965683672e-05,3.0869423923451258e-18,2.3004237630926179e-06,0.0043631216578604928,0.83212131131464007,0.00670231967338896,8.1075543063345614e-14,9.233290243652146e-12,9.3723365557970787e-07,1.0975860474571811e-11,0.0001908353427023244,5.7059533250267388e-10,0.035774234276961463,0.04256360015977325,4.8958239762975469e-06,2.7035614150810163e-06,1.2562465283173003e-10,0.010913042609994946,2.9696549310657643e-06,8.1940190168413332e-07,2.5555099950612547e-05,6.0946496025059355e-06,3.9148001098976623e-06,0.00282994515755304,0.011330024451025071,3.6783007212724609e-11,1.3187885285224164e-11,7.5134691972029263e-07,2.3360965664306785e-07,2.204054316716128e-09,7.386337352370137e-05,0.00024470717637564042,0.0005353829912065289,1.133026882886883e-06,3.7729965207213096e-05,1.8242067855577943e-06,4.9319563002853295e-05,3.2223342270202749e-08,7.3022403092749731e-07,2.0084368250205246e-06,8.3929081339423358e-05,1.3286526929422385e-05,3.8477948333094971e-08,2.5195463494339597e-07,5.5424987735588331e-05,8.2157245148320965e-07,0.00011815771321884045,2.1197477724771987e-10,6.3114828511038174e-09,0.00086078304832194925,9.3298967337445518e-08,1.9310534416506111e-06,1.628507738340662e-07
1.4341796426334842e-07,0.3394445812485425,76.950000000000003,0.0,0.0,0.0,0.00035886888743446883,9.4998383703340394,0.0031226621163570256,0.022354882321893612,1.7399131250997314e-08,4.7427638193617188e-10,2.7763119250700296e-09,3.7086884225022186e-07,0.064046771827704477,1.6960737209915089e-05,3.0503461575977366e-18,2.2590504447797081e-06,0.0043759674406153313,0.83253209600099753,0.006702556531732122,8.0863277814421039e-14,9.2604711447560702e-12,9.3999498540967904e-07,1.0903462284262819e-11,0.00019092971690771058,5.6952831380299897e-10,0.035773400504846148,0.042563601702656002,4.8957098990584055e-06,2.7034984190974799e-06,1.2568666883046568e-10,0.010940771471338194,2.9772005262846019e-06,8.2148397123955127e-07,2.5553896474964091e-05,6.1101387116186615e-06,3.9247646935662092e-06,0.0028303970519525153,0.011343402427716408,3.6876488764418453e-11,1.3221401412451505e-11,7.522030083193675e-07,2.3388240819300977e-07,2.2057729590613277e-09,7.4143621984341606e-05,0.00024563696687387543,0.00053535004631834692,1.135912075383886e-06,3.7535698216077131e-05,1.818933343607055e-06,4.9208072292515663e-05,3.2305217355478079e-08,7.2857363564815636e-07,2.0186044954627717e-06,8.4164723241008589e-05,1.3256509954019662e-05,3.8672743926509188e-08,2.5138552575563047e-07,5.5612579648367799e-05,8.2435615370940595e-07,0.00011875336003450623,2.1304789531400273e-10,6.3354672520226429e-09,0.00086645569446236383,9.3913817702359483e-08,1.9356740425435038e-06,1.6392397858818929e-07
1.440168649169255e-07,0.3394445798849159,76.950000000000003,0.0,0.0,0.0,0.00035704544366989071,9.4998383847724543,0.0031082507882353493,0.0222963782716212,1.7195138135012906e-08,4.6871503461551086e-10,2.7690461677581976e-09,3.6875174982041569e-07,0.063651747970742786,1.6916350037743849e-05,3.0145779113137276e-18,2.2184212366752032e-06,0.0043887751977035048,0.83294025535737237,0.0067027917222641882,8.0651654216344997e-14,9.2875715915673928e-12,9.4274814078089145e-07,1.0832061256697601e-11,0.00019102348797227613,5.6848473886496893e-10,0.035772586086127364,0.042563603228235762,4.8955984698957166e-06,2.7034368854407579e-06,1.2574828848422253e-10,0.010968388724056538,2.9847157503355281e-06,8.2355766041557742e-07,2.5552720961283697e-05,6.1255654762223698e-06,3.934689171395857e-06,0.0028308384654367118,0.011356750136319054,3.6969594045819648e-11,1.3254782634739793e-11,7.5305726096390921e-07,2.3415455266136082e-07,2.2074905712009385e-09,7.4424191946420798e-05,0.00024656782465131924,0.00053531786697852066,1.1387856551810456e-06,3.7342234402251023e-05,1.8136875759256215e-06,4.9096703287848266e-05,3.2386762891807196e-08,7.2692503631165471e-07,2.0287763856195319e-06,8.4398817834045725e-05,1.3226524750365587e-05,3.8867620365938554e-08,2.5081701314013968e-07,5.5799257429130373e-05,8.2712631151379857e-07,0.00011934983253523299,2.1412145873825167e-10,6.3594791905844361e-09,0.00087213619932606024,9.4529519860997757e-08,1.9402476439709011e-06,1.6499867012661269e-07
1.4461576557050257e-07,0.33944457855503485,76.950000000000003,0.0,0.0,0.0,0.00035523190039668415,9.4998383991934929,0.0030939058202344339,0.022238050963584742,1.699562461253066e-08,4.6327588912942427e-10,2.761802360171469e-09,3.6664811224807573e-07,0.063259251280555193,1.6872096958507768e-05,2.9795956158367003e-18,2.1785227558658896e-06,0.0044015450595604822,0.83334580607008713,0.0067030252578013675,8.0440669929751042e-14,9.3145918600559726e-12,9.4549314973372304e-07,1.0761640982989915e-11,0.00019111665972954553,5.6746342671894281e-10,0.035771790571801021,0.042563604736886897,4.8954896273746373e-06,2.703376780181547e-06,1.2580951431208495e-10,0.010995894847948811,2.9922007337888955e-06,8.2562300524045931e-07,2.5551572759595597e-05,6.1409301643460202e-06,3.9445737157920765e-06,0.0028312696411888888,0.011370067678056577,3.7062324674624471e-11,1.3288029532092537e-11,7.5390968334359295e-07,2.3442609203364656e-07,2.2092071438555299e-09,7.4705082268560884e-05,0.00024749974592109446,0.00053528643539065457,1.1416476722020641e-06,3.7149577794234658e-05,1.8084693207500953e-06,4.8985463191507203e-05,3.2467980295990591e-08,7.2527833966670509e-07,2.0389524085745234e-06,8.463137447343556e-05,1.3196573282734662e-05,3.9062575986174961e-08,2.5024913448513795e-07,5.5985025250259315e-05,8.2988298662603855e-07,0.00011994713026827904,2.1519545834726145e-10,6.3835185690852685e-09,0.0008778244823612276,9.5146065082555571e-08,1.9447745221597395e-06,1.66074833209834e-07
1.4521466622407965e-07,0.3394445772580996,76.950000000000003,0.0,0.0,0.0,0.00035342820141317691,9.4998384135970824,0.0030796269081283189,0.022179899753854419,1.6800365764135754e-08,4.5795279376008609e-10,2.7545804223491466e-09,3.6455784356999757e-07,0.062869265542109809,1.6827977483693468e-05,2.9453597058776273e-18,2.1393418601148223e-06,0.0044142771561582646,0.83374876471884174,0.0067032571510533311,8.023032262554925e-14,9.3415322251916766e-12,9.4823004020895943e-07,1.0692185338996917e-11,0.00019120923598854795,5.6646327909355166e-10,0.035771013523273644,0.042563606228964934,4.8953833114814153e-06,2.7033180701854411e-06,1.2587034881708546e-10,0.011023290320429245,2.9996556065585136e-06,8.2768004156283735e-07,2.5550451235051648e-05,6.1562330426853003e-06,3.9544184983036043e-06,0.0028316908167475598,0.011383355153806387,3.7154682260467294e-11,1.3321142681601575e-11,7.547602811314722e-07,2.3469702828885679e-07,2.2109226678530446e-09,7.4986291812528111e-05,0.00024843272690674501,0.00053525573417217824,1.1444981761225351e-06,3.6957732192979836e-05,1.8032784169512195e-06,4.8874359013306842e-05,3.2548870977807728e-08,7.2363364960505335e-07,2.0491324779084966e-06,8.4862402500924532e-05,1.3166657462961051e-05,3.9257609131575244e-08,2.4968192618154822e-07,5.6169887291821909e-05,8.326262408913337e-07,0.00012054525275837413,2.162698850200294e-10,6.4075852900900946e-09,0.00088352046346076125,9.5763444684340501e-08,1.9492549533164969e-06,1.6715245268253331e-07
1.4581356687765673e-07,0.33944457599332933,76.950000000000003,0.0,0.0,0.0,0.00035163429086519768,9.4998384279831551,0.0030654137490761001,0.022121924001347625,1.6609152484280406e-08,4.5273997979461617e-10,2.7473802746807324e-09,3.6248085837398854e-07,0.062481774644610064,1.6783991126972098e-05,2.9118330795006019e-18,2.1008656435348594e-06,0.0044269716170054589,0.83414914777739846,0.0067034874146241919,8.0020609985158447e-14,9.3683929609845033e-12,9.5095884004780947e-07,1.0623678480335479e-11,0.00019130122053397403,5.6548327419931058e-10,0.035770254512121478,0.042563607704808007,4.8952794635965815e-06,2.7032607230794859e-06,1.2593079448631208e-10,0.011050575616541294,3.007080497918015e-06,8.2972880505287948e-07,2.5549355767578672e-05,6.1714743766104892e-06,3.9642236896274438e-06,0.0028321022241375843,0.011396612664100246,3.7246668404983469e-11,1.335412265750845e-11,7.5560905998397335e-07,2.3496736339949071e-07,2.2126371341347592e-09,7.5267819443237274e-05,0.00024936676384225203,0.00053522574634474985,1.1473372163713472e-06,3.6766701177583023e-05,1.7981147040437175e-06,4.8763397574274149e-05,3.2629436340032278e-08,7.2199106722124726e-07,2.0593165076965179e-06,8.5091911243741084e-05,1.3136779151540373e-05,3.9452718155937567e-08,2.4911542364395179e-07,5.6353847740665088e-05,8.3535613625701944e-07,0.00012114419950801299,2.1734472968781612e-10,6.4316792564329882e-09,0.00088922406295975111,9.6381650031625216e-08,1.9536892135819224e-06,1.6823151347306173e-07
1.4641246753123381e-07,0.33944457475996154,76.950000000000003,0.0,0.0,0.0,0.00034985011324267291,9.4998384423516349,0.0030512660416157091,0.02206412306781531,1.6421790117967439e-08,4.476322160075527e-10,2.740201837908485e-09,3.6041707179556379e-07,0.062096762580824416,1.6740137404162825e-05,2.8789820917000884e-18,2.063081432339117e-06,0.0044396285711474307,0.83454697161426228,0.006703716061013448,7.9811529700107375e-14,9.3951743404660592e-12,9.5367957699193222e-07,1.0556104837446326e-11,0.00019139261712633278,5.6452246126649296e-10,0.035769513119854955,0.042563609164737976,4.8951780264612923e-06,2.7032047072380515e-06,1.2599085379085918e-10,0.011077751208971266,3.0144755365038468e-06,8.3176933120482193e-07,2.5548285751533889e-05,6.1866544301768855e-06,3.9739894596137367e-06,0.0028325040899982333,0.011409840309124777,3.7338284701887528e-11,1.3386970031223471e-11,7.5645602554087555e-07,2.3523709933157284e-07,2.2143505337542138e-09,7.5549664028756708e-05,0.00025030185297205017,0.0005351964553248754,1.1501648421321451e-06,3.6576488110855334e-05,1.7929780221956722e-06,4.8652585510622186e-05,3.2709677778450509e-08,7.2035069087166729e-07,2.0695044125051931e-06,8.5319910013276378e-05,1.3106940158709626e-05,3.9647901422453921e-08,2.4854966133112347e-07,5.6536910789537006e-05,8.3807273475951788e-07,0.00012174396999774643,2.1841998333398196e-10,6.4558003712176775e-09,0.00089493520163298811,9.7000672537413114e-08,1.9580775789870654e-06,1.6931200059288426e-07
1.470113681848109e-07,0.3394445735572516,76.950000000000003,0.0,0.0,0.0,0.00034807561337635198,9.4998384567024576,0.0030371834856577152,0.022006496317828469,1.6238097587120676e-08,4.426245647571259e-10,2.7330450331274857e-09,3.5836639951668296e-07,0.061714213446420037,1.6696415833191964e-05,2.8467749856081599e-18,2.0259767806679501e-06,0.0044522481471664776,0.83494225249335696,0.0067039431026169466,7.9603079471985417e-14,9.421876635659605e-12,9.563922786834764e-07,1.0489449110700577e-11,0.00019148342950210643,5.635799550774898e-10,0.03576878893768886,0.042563610609061567,4.8950789441397611e-06,2.7031499917804991e-06,1.2605052918607408e-10,0.011104817568062027,3.0218408503042731e-06,8.3380165533639081e-07,2.5547240595368482e-05,6.2017734661298668e-06,3.9837159772706511e-06,0.0028328966357082618,0.011423038188722015,3.7429532736969738e-11,1.3419685371285789e-11,7.5730118342531895e-07,2.3550623804460699e-07,2.2160628578677118e-09,7.5831824440313354e-05,0.00025123799055104182,0.00053516784491474507,1.1529811023447522e-06,3.6387096144772003e-05,1.7878682122374716e-06,4.8541929277644799e-05,3.2789596681953943e-08,7.1871261623240797e-07,2.0796961073898428e-06,8.5546408103809451e-05,1.3077142245505692e-05,3.9843157303737546e-08,2.4798467276615764e-07,5.6719080636234069e-05,8.4077609851167203e-07,0.00012234456368646947,2.1949563699313688e-10,6.4799485378180202e-09,0.00090065380069248406,9.7620503661981469e-08,1.9624203254105759e-06,1.7039389913623859e-07
1.4761026883838797e-07,0.3394445723844726,76.950000000000003,0.0,0.0,0.0,0.00034631073643465318,9.4998384710355506,0.0030231657824791544,0.021949043118764441,1.6057906404185147e-08,4.3771233420586535e-10,2.7259097817770375e-09,3.5632875775954864e-07,0.061334111439301051,1.6652825934144715e-05,2.8151815852890307e-18,1.9895394664915463e-06,0.0044648304731820833,0.83533500657469673,0.0067041685517278205,7.939525701282117e-14,9.448500117633575e-12,9.590969726651344e-07,1.0423696265686652e-11,0.00019157366137390503,5.6265493098806585e-10,0.035768081566317583,0.04256361203807147,4.8949821619962841e-06,2.7030965465349504e-06,1.2610982311170195e-10,0.011131775161826481,3.0291765666784222e-06,8.358258125895444e-07,2.5546219721299019e-05,6.216831745911514e-06,3.9934034107692898e-06,0.0028332800775080855,0.011436206402389912,3.7520414088150954e-11,1.3452269243432143e-11,7.5814453924380328e-07,2.3577478149162065e-07,2.2177740977416864e-09,7.6114299552296037e-05,0.00025217517284461139,0.0005351398992932769,1.1557860457065353e-06,3.6198528225804231e-05,1.7827851156703224e-06,4.8431435153534535e-05,3.2869194432555477e-08,7.1707693635549387e-07,2.0898915078918697e-06,8.5771414791274857e-05,1.3047387124802903e-05,4.00384841816859e-08,2.4742049055619551e-07,5.6900361482772854e-05,8.4346628969045028e-07,0.00012294598001170683,2.2057168175124642e-10,6.5041236598781723e-09,0.00090637978178501185,9.8241134912755434e-08,1.9667177285372443e-06,1.7147719427964823e-07
1.4820916949196505e-07,0.3394445712409144,76.950000000000003,0.0,0.0,0.0,0.00034455542792061856,9.4998384853508515,0.0030092126347173826,0.021891762840793416,1.5881059469118624e-08,4.3289132566164316e-10,2.7187960056436607e-09,3.5430406328284941e-07,0.060956440858950758,1.6609367229231473e-05,2.78417488657302e-18,1.9537574875851806e-06,0.0044773756768511945,0.83572524991505359,0.0067043924205374104,7.9188060044613729e-14,9.4750450564872093e-12,9.6179368638019817e-07,1.0358831528543472e-11,0.00019166331643061959,5.617466207317253e-10,0.035767390615695616,0.042563613452047261,4.8948876266650413e-06,2.7030443420222231e-06,1.2616873799176733e-10,0.011158624455961013,3.0364828123628346e-06,8.3784183793370399e-07,2.5545222564986525e-05,6.2318295296718285e-06,4.0030519274484943e-06,0.0028336546266191109,0.011449345049282906,3.761093032557732e-11,1.3484722210629846e-11,7.5898609858617224e-07,2.3604273161919974e-07,2.2194842447538766e-09,7.6397088242259766e-05,0.00025311339612863945,0.00053511260300736834,1.1585797206738337e-06,3.6010787100135349e-05,1.7777285746743477e-06,4.832110924312436e-05,3.2948472405388628e-08,7.1544374172439859e-07,2.1000905300360431e-06,8.5994939332072171e-05,1.3017676462329937e-05,4.0233880447414016e-08,2.4685714641176294e-07,5.7080757534586095e-05,8.4614337052500915e-07,0.00012354821838989625,2.216481087456441e-10,6.5283256413129759e-09,0.00091211306698965556,9.8862557844134769e-08,1.970970063817755e-06,1.7256187128132406e-07
1.4880807014554213e-07,0.339444570125884,76.950000000000003,0.0,0.0,0.0,0.00034280963366897099,9.4998384996482876,0.0029953237463639557,0.021834654856865025,1.5707410441035932e-08,4.2815757874010035e-10,2.7117036268632913e-09,3.5229223338172719e-07,0.060581186105778284,1.6566039242724823e-05,2.7537294178967322e-18,1.9186190575767758e-06,0.0044898838853685589,0.83611299846861953,0.0067046147211361883,7.8981486299174103e-14,9.5015117213011623e-12,9.6448244717262997e-07,1.029484038129812e-11,0.0001917523983375743,5.6085430805063665e-10,0.035766715704823086,0.042563614851256322,4.8947952860113928e-06,2.7029933494626576e-06,1.2622727623483602e-10,0.011185365913858885,3.0437597134534483e-06,8.3984976616491604e-07,2.5544248575223042e-05,6.2467670762740326e-06,4.0126616938196005e-06,0.0028340204893602915,0.011462454228212481,3.7701083011607458e-11,1.3517044833013084e-11,7.598258670256195e-07,2.3631009036742901e-07,2.2211932903799967e-09,7.6680189390929823e-05,0.00025405265668951304,0.00053508594096334677,1.1613621754633672e-06,3.5823875318764213e-05,1.7726984321162845e-06,4.8210957481554967e-05,3.3027431968815457e-08,7.1381312030868199e-07,2.1102930903276942e-06,8.621699096191603e-05,1.2988011877666604e-05,4.0429344501320342e-08,2.4629467116572265e-07,5.7260272999742418e-05,8.4880740328510503e-07,0.00012415127821666783,2.2272490916397058e-10,6.5525543863084629e-09,0.00091785357881538228,9.9484764056967106e-08,1.9751776064296308e-06,1.7364791548086275e-07
1.494069707991192e-07,0.3394445690387041,76.950000000000003,0.0,0.0,0.0,0.00034107329984326481,9.4998385139278056,0.0029814988227585379,0.021777718542694731,1.5536823048337896e-08,4.2350724339464038e-10,2.7046325679100976e-09,3.5029318588118241e-07,0.060208331680469226,1.6522841501029915e-05,2.7238204173536881e-18,1.8841126020665682e-06,0.0045023552254671029,0.83649826808766536,0.0067048354655146703,7.8775533518698294e-14,9.52790038020602e-12,9.6716328228714526e-07,1.0231708557408498e-11,0.00019184091073667811,5.5997732465710162e-10,0.035766056461536265,0.042563616235954588,4.8947050891126368e-06,2.7029435407370237e-06,1.2628544023422373e-10,0.011211999996623496,3.0510073954269854e-06,8.4184963190594491e-07,2.5543297213625489e-05,6.2616446432997113e-06,4.0222328755712824e-06,0.0028343778672619818,0.011475534037647726,3.7790873700854668e-11,1.3549237667957392e-11,7.6066385011869687e-07,2.3657685966992927e-07,2.2229012262022278e-09,7.6963601882204831e-05,0.00025499295082413953,0.00053505989841861798,1.1641334580535753e-06,3.5637795242497644e-05,1.7676945315567855e-06,4.8100985637869787e-05,3.3106074484448546e-08,7.1218515761688603e-07,2.1204991057501488e-06,8.6437578894726005e-05,1.2958394945220784e-05,4.0624874752938732e-08,2.4573309479184956e-07,5.7438912088189082e-05,8.5145845026984994e-07,0.00012475515886712244,2.238020742442894e-10,6.5768097993219573e-09,0.00092360124019862534,1.0010774519843287e-07,1.9793406312393283e-06,1.747353122988007e-07
