Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013)
4.3803178263848887e-13,0.2537986487815535,76.950000000000003,0.0,0.0,0.0,0.99876703178149495,9.4999999471899308,2.6458414212628389e-06,3.8392293505736162e-05,3.8359133975356149e-05,4.0129476610573629e-08,4.5099218213467512e-12,0.00056026617096222519,0.00015145589069147459,1.2676037151626282e-08,1.9480157908274187e-16,2.1302464915364665e-15,6.3738203621057496e-14,0.00043626450953577448,9.6761910400353611e-10,4.7587853829860018e-17,1.3137739828864874e-17,9.2456055162846454e-20,8.3565282914927475e-21,4.3182677165361648e-10,5.825547555351072e-09,4.8533415193404553e-11,4.8539417190537875e-11,4.632081290050995e-15,1.3699158432049385e-15,1.4382397723563025e-12,1.6199655557972448e-10,3.4165281430105443e-14,5.0596425983931659e-15,1.4532513512168288e-26,7.4347135472037906e-16,4.0492007063688731e-16,1.3172869662668643e-26,5.1840889019767267e-06,5.2273766209354642e-21,2.0658023268728191e-21,4.2302988399532684e-08,1.2235870605276798e-08,2.429180641764751e-07,4.2422946476642504e-08,1.6121589439254705e-10,1.3172353897364976e-26,4.5559019866532923e-19,4.8140060259961851e-20,3.9779623190932423e-20,4.2802577932551263e-24,1.3983852141612394e-16,2.7035996916030858e-28,1.314554726839513e-12,3.7264921554613059e-25,8.9849887411043401e-28,4.0783180616376744e-15,1.4456116352643314e-32,8.5650808031047334e-32,5.9791289227319053e-36,7.7820877399033052e-16,2.2640651587639345e-16,1.097120845127384e-16,5.9082807863169635e-15,4.1997551098611983e-19,8.3286444299994225e-16,6.437234254229906e-19,1.2115120231522149e-19,5.8734871790972071e-19,3.302642476601239e-18,1.7324161623200138e-27,3.5510598378798848e-19,3.5936932737881157e-16
4.4109184135256603e-13,0.25379864877954683,76.950000000000003,0.0,0.0,0.0,0.99875845413331676,9.4999999464974767,2.664313553277734e-06,3.8660111671043444e-05,3.8626464587281493e-05,4.0679482653857691e-08,4.5413587016244838e-12,0.00056175114089871824,0.00015312510051060141,1.2818454199464704e-08,1.9747150013112937e-16,2.1802903043095043e-15,6.4889161852594273e-14,0.00044107267574969614,9.8117371678945609e-10,4.8122511107556499e-17,1.328603142576717e-17,9.4828414165103437e-20,8.5618505060941059e-21,4.3991912622747962e-10,5.906815643814304e-09,4.9555108579663275e-11,4.9561254146796378e-11,4.7404864660480842e-15,1.4050806669918257e-15,1.4605637605025122e-12,1.642692237639825e-10,3.4705829520002914e-14,5.1493643555555061e-15,1.5256745977255273e-26,7.6211015613793732e-16,4.1341703714830565e-16,1.3829434803454655e-26,5.2412306378234693e-06,5.3593663223576715e-21,2.1177374741433525e-21,4.3021862550316276e-08,1.2442734064104332e-08,2.4500727771215446e-07,4.3144835837846303e-08,1.6523225619652461e-10,1.3828889543515558e-26,4.6844464843874646e-19,4.9626402498155577e-20,4.1060487210997409e-20,4.4504435027219201e-24,1.4274833764513809e-16,2.8313446592458176e-28,1.33290020259267e-12,3.8688667307060622e-25,9.4099470386991264e-28,4.1593965885182829e-15,1.5248622871956582e-32,8.9985937773893008e-32,6.3219233395150995e-36,8.0357956703462414e-16,2.2959609793038056e-16,1.1328652277967574e-16,6.0326719813678555e-15,4.2948012642427183e-19,8.4451934525367349e-16,6.5904002311511388e-19,1.2453675050990942e-19,5.9959548576893112e-19,3.355247930892676e-18,1.7808257445965944e-27,3.620647537317239e-19,3.670068097987184e-16
4.441519000666432e-13,0.2537986487775286,76.950000000000003,0.0,0.0,0.0,0.99874987678020133,9.4999999458010347,2.6827855257422955e-06,3.8927924802759263e-05,3.8893786454582503e-05,4.1233059636607826e-08,4.572704879393351e-12,0.00056321862085496497,0.00015479870223662873,1.2961286710701591e-08,2.0015875584922221e-16,2.2311308601323893e-15,6.6051821536571563e-14,0.00044589349395195404,9.9482244258595746e-10,4.8658728101859757e-17,1.3434757403564962e-17,9.7243395491577888e-20,8.7706064811628601e-21,4.4810013602091284e-10,5.9886409212159514e-09,5.0591004457109042e-11,5.0597295926588801e-11,4.8505919139418703e-15,1.4408775657444684e-15,1.4830328566220669e-12,1.6655766319938131e-10,3.5250704770835661e-14,5.2399660021380905e-15,1.6011677577372825e-26,7.8107068998147968e-16,4.2202918848267671e-16,1.4513835912314488e-26,5.298522899542979e-06,5.4936515317414502e-21,2.1705717338665067e-21,4.3746827120127883e-08,1.2651321953613839e-08,2.4709214376987366e-07,4.3872867122423894e-08,1.6931663572041521e-10,1.4513259692806412e-26,4.8156656572986421e-19,5.1147532227525643e-20,4.2372699938625457e-20,4.6260880897070664e-24,1.456973830144626e-16,2.9641427554915834e-28,1.3513716812976458e-12,4.0156205106372467e-25,9.8517379795330353e-28,4.2414782499730951e-15,1.6078463398961758e-32,9.4505738291494853e-32,6.6816581525905086e-36,8.2957995106015409e-16,2.3280779681237739e-16,1.1694956785439521e-16,6.1587929770486105e-15,4.3912768733028773e-19,8.562550038132945e-16,6.7460233329256105e-19,1.2799227288791552e-19,6.1200931283232882e-19,3.4082826775376186e-18,1.8302358207743477e-27,3.6911265059100953e-19,3.7475150576354794e-16
4.4721195878072035e-13,0.25379864877549885,76.950000000000003,0.0,0.0,0.0,0.99874129971959635,9.4999999451006136,2.7012573386619718e-06,3.9195732905312008e-05,3.916109958088309e-05,4.1790204151055916e-08,4.6041670587482917e-12,0.00056466881631556934,0.00015647664405910817,1.3104530247461802e-08,2.0286332969042953e-16,2.2827746039410124e-15,6.7226202104264891e-14,0.00045072681491006259,1.0085652780186653e-09,4.9196488163462406e-17,1.3583913086500757e-17,9.9701429243910474e-20,8.9828256872000334e-21,4.5637002974102958e-10,6.071023270015086e-09,5.1641199856270961e-11,5.1647639580229975e-11,4.9624110461159139e-15,1.4773129128246733e-15,1.5056461139795274e-12,1.6886187228353582e-10,3.5799906868885865e-14,5.331448617877941e-15,1.679838086115539e-26,8.0035590783061092e-16,4.3075721775667215e-16,1.5227045757363357e-26,5.3559639154763278e-06,5.630253490570453e-21,2.2243133822607668e-21,4.4477868063982805e-08,1.2861629699374517e-08,2.4917257603667745e-07,4.4607026723835994e-08,1.7346960768256758e-10,1.522643705169877e-26,4.949595261922428e-19,5.2704000620463274e-20,4.3716782953007001e-20,4.8073243742232931e-24,1.4868589356329384e-16,3.1021546696392583e-28,1.3699691410829473e-12,4.1668553943626522e-25,1.0310897908616602e-27,4.3245676261961991e-15,1.6947105427582739e-32,9.921657416062425e-32,7.0590343861841184e-36,8.5622053287188219e-16,2.3604160867852732e-16,1.2070270936306024e-16,6.2866556119589936e-15,4.4891926029520413e-19,8.6807141467215322e-16,6.904123641094953e-19,1.3151870962906454e-19,6.2459127710522851e-19,3.4617468151835374e-18,1.8806598326391112e-27,3.7625022830410109e-19,3.826041559945862e-16
4.502720174947975e-13,0.2537986487734577,76.950000000000003,0.0,0.0,0.0,0.99873272294898152,9.4999999443962206,2.7197289920421591e-06,3.9463535983418894e-05,3.9428403969802247e-05,4.2350912792879575e-08,4.635610625186e-12,0.00056610193014688351,0.00015815887482775428,1.3248180422893898e-08,2.0558520513081151e-16,2.3352279759297967e-15,6.8412322684165729e-14,0.00045557249129303865,1.0224022197144962e-09,4.9735774817922138e-17,1.3733493852623422e-17,1.0220294626646897e-19,9.1985375753549848e-21,4.6472903310303932e-10,6.1539625727129102e-09,5.2705791785488821e-11,5.2712382135853e-11,5.0759572722790652e-15,1.5143930918129538e-15,1.5284025852371375e-12,1.7118184941983676e-10,3.635343549340992e-14,5.4238132609424974e-15,1.7617960403177372e-26,8.1996876139376696e-16,4.3960181666842188e-16,1.5970066164765032e-26,5.4135519365525538e-06,5.7691934418331962e-21,2.2789706959924251e-21,4.5214971063012044e-08,1.3073652648313957e-08,2.512484903181694e-07,4.5347300760550604e-08,1.776917453891411e-10,1.5969423382380871e-26,5.0862712799417413e-19,5.4296363664283795e-20,4.509326266539601e-20,4.9942875608461503e-24,1.5171410469343138e-16,3.2455452937462847e-28,1.3886925601095008e-12,4.3226750228297666e-25,1.0787977244427793e-27,4.4086692701925531e-15,1.7856066827136536e-32,1.0412499047580265e-31,7.4547782704299303e-36,8.8351201599771959e-16,2.3929752969070289e-16,1.2454745042597063e-16,6.4162717224676201e-15,4.5885591170646944e-19,8.7996857383400653e-16,7.064721235281711e-19,1.351170072410638e-19,6.373424554557133e-19,3.5156404415410145e-18,1.9321113124374312e-27,3.834780407042458e-19,3.9056550107176203e-16
4.5333207620887467e-13,0.253798648771405,76.950000000000003,0.0,0.0,0.0,0.99872414646586893,9.4999999436878682,2.738200485888202e-06,3.9731334041538621e-05,3.9695699624954018e-05,4.2915182161178679e-08,4.6671078029869898e-12,0.00056751816264094892,0.00015984534404136447,1.3392232900367425e-08,2.0832436565909975e-16,2.3884974115068337e-15,6.9610202108860629e-14,0.00046043037763948886,1.0363332643016437e-09,5.0276571790467904e-17,1.3883495132926051e-17,1.047483781316732e-19,9.4177715771990144e-21,4.7317736888046541e-10,6.2374587118525731e-09,5.3784877231053044e-11,5.3791620599548845e-11,5.1912439994636681e-15,1.5521244962690597e-15,1.551301322642032e-12,1.735175930175495e-10,3.6911290317086578e-14,5.5170609684675694e-15,1.8471553206867522e-26,8.3991220243181803e-16,4.4856367552312874e-16,1.6743928384703049e-26,5.471285235909469e-06,5.9104926294581273e-21,2.3345519519590946e-21,4.5958121531896942e-08,1.3287386070903253e-08,2.533198044965787e-07,4.6093675083465675e-08,1.8198362071914888e-10,1.674324986869341e-26,5.2257299163602166e-19,5.5925182129281396e-20,4.6502670287386835e-20,5.1871152431550936e-24,1.5478225117333289e-16,3.3944837612673829e-28,1.4075419165703027e-12,4.4831847812769076e-25,1.1283540609675826e-27,4.4937877080709981e-15,1.8806916668761271e-32,1.092377148885306e-31,7.8696417070707633e-36,9.1146519990420948e-16,2.4257555601644461e-16,1.2848530754637356e-16,6.5476531427281335e-15,4.6893870774939851e-19,8.9194647731289883e-16,7.2278361931299226e-19,1.3878811851309377e-19,6.5026392362255328e-19,3.56996365342181e-18,1.9846038822148893e-27,3.9079664152043638e-19,3.9863628143466996e-16
4.563921349229518e-13,0.2537986487693409,76.950000000000003,0.0,0.0,0.0,0.99871557026779911,9.4999999429755579,2.7566718202054039e-06,3.9999127084286495e-05,3.9962986549948032e-05,4.3483008858210231e-08,4.6985272172538035e-12,0.0005689177117511842,0.00016153600178839343,1.3536683388950555e-08,2.1108079478472619e-16,2.4425893414419323e-15,7.0819858945028438e-14,0.00046530033018644132,1.050358408409469e-09,5.0818862962788468e-17,1.4033912406578862e-17,1.0733815707016788e-19,9.6405571055871478e-21,4.8171525717447246e-10,6.321511570016057e-09,5.4878553158894598e-11,5.4885451957055596e-11,5.3082846322048263e-15,1.5905135287224512e-15,1.5743413783139851e-12,1.7586910149157987e-10,3.7473471007081185e-14,5.6111927587307511e-15,1.9360327236327614e-26,8.6018918264850053e-16,4.5764348336718399e-16,1.7549691759502657e-26,5.5291621068602152e-06,6.0541722974659596e-21,2.3910654269736158e-21,4.6707304647271192e-08,1.350282516937886e-08,2.5538643833163125e-07,4.6846135304370994e-08,1.8634580420052483e-10,1.7548975784347753e-26,5.3680075818178068e-19,5.7591021199726957e-20,4.7945541461195024e-20,5.3859472479154011e-24,1.5789056718671438e-16,3.5491432133660676e-28,1.4265171886877545e-12,4.6484916843469975e-25,1.1798166050600203e-27,4.5799274412760676e-15,1.9801272908247848e-32,1.1456164910881564e-31,8.3044013412895362e-36,9.4009097239775266e-16,2.4587568382848944e-16,1.3251780954799355e-16,6.6808117048519066e-15,4.7916871442290489e-19,9.0400512113229166e-16,7.3934885903573337e-19,1.4253300202522738e-19,6.633567563028149e-19,3.6247165468523806e-18,2.0381512468012108e-27,3.9820658438553156e-19,4.0681723739351125e-16
4.594521936370289e-13,0.25379864876726543,76.950000000000003,0.0,0.0,0.0,0.998706994352341,9.4999999422592989,2.7751429949990188e-06,4.0266915115949663e-05,4.0230264748389545e-05,4.4054389489287537e-08,4.7300206520192263e-12,0.00057030077319787642,0.00016323079872035474,1.3681527641412713e-08,2.1385447602502853e-16,2.4975101918957734e-15,7.2041311508457569e-14,0.00047018220679273374,1.0644776486684591e-09,5.1362632400162397e-17,1.4184741198832845e-17,1.0997271593854788e-19,9.8669235547469891e-21,4.9034291553441404e-10,6.4061210298230756e-09,5.598691651522168e-11,5.5993973174394538e-11,5.4270925725978364e-15,1.6295666001868046e-15,1.5975218044610116e-12,1.7823637326249314e-10,3.8039977225668126e-14,5.7062096322091609e-15,2.0285481283179677e-26,8.8080265360437307e-16,4.6684192804945045e-16,1.8388443603141337e-26,5.5871808619831016e-06,6.2002536893213459e-21,2.4485193975184278e-21,4.7462505361865039e-08,1.3719965081859056e-08,2.5744831336820733e-07,4.7604666810103563e-08,1.9077886502466559e-10,1.8387688372432576e-26,5.5131408856832103e-19,5.9294450333765867e-20,4.9422416119508847e-20,5.5909255886309073e-24,1.6103928635092537e-16,3.7097007528032305e-28,1.4456183547125704e-12,4.8187043412560363e-25,1.2332444884196342e-27,4.6670929475040466e-15,2.0840802264840147e-32,1.2010386771258207e-31,8.7598586140468876e-36,9.694003066464157e-16,2.4919790930457821e-16,1.3664649715753532e-16,6.8157592389744022e-15,4.8954699754553734e-19,9.1614450132470346e-16,7.5616985007354658e-19,1.463526219595652e-19,6.7662202718532929e-19,3.6798992171340948e-18,2.0927671911125119e-27,4.0570842283937272e-19,4.1510910913329654e-16
4.625122523511061e-13,0.2537986487651785,76.950000000000003,0.0,0.0,0.0,0.99869841871709097,9.4999999415391034,2.7936140102742617e-06,4.0534698141075077e-05,4.0497534223879396e-05,4.4629320662843566e-08,4.7614345738366521e-12,0.00057166754044277938,0.00016492968605822533,1.3826761454764889e-08,2.1664539291995493e-16,2.553266384324842e-15,7.3274577863569809e-14,0.00047507586695746007,1.0786909817102443e-09,5.1907864312854004e-17,1.4335977081592366e-17,1.1265248822488355e-19,1.0096900299626173e-20,4.990605589288116e-10,6.4912869739319445e-09,5.7110064226099567e-11,5.7117281197450086e-11,5.5476812202335289e-15,1.6692901302019661e-15,1.6208416535208167e-12,1.8061940675676591e-10,3.8610808630407854e-14,5.8021125715141099e-15,2.1248246149368332e-26,9.0175556665511961e-16,4.7615969620897587e-16,1.9261300274868526e-26,5.6453398333406351e-06,6.3487580474900102e-21,2.5069221395727473e-21,4.8223708404288119e-08,1.3938800882324981e-08,2.5950535295140975e-07,4.8369254762293703e-08,1.9528337099949502e-10,1.9260503918929877e-26,5.6611666399609151e-19,6.1036043352979547e-20,5.093383857564508e-20,5.8021945286058451e-24,1.6422864170500423e-16,3.8763375853166077e-28,1.4648453929242582e-12,4.9939330011269964e-25,1.2886982173066141e-27,4.7552886802979443e-15,2.1927222291486754e-32,1.2587162424320229e-31,9.2368407930209179e-36,9.994042628386961e-16,2.525422286275398e-16,1.4087292323446503e-16,6.9525075732148033e-15,5.0007462275178542e-19,9.28364613931858e-16,7.7324859959978261e-19,1.5024794821409805e-19,6.9006080892984132e-19,3.7355117588497497e-18,2.1484655817764551e-27,4.1330271032687882e-19,4.2351263671128811e-16
4.655723110651833e-13,0.25379864876308017,76.950000000000003,0.0,0.0,0.0,0.99868984335967736,9.4999999408149733,2.8120848660362955e-06,4.0802476163862761e-05,4.0764794980013403e-05,4.5207798990891745e-08,4.7929106277290768e-12,0.00057301820438042405,0.00016663261567027848,1.3972380676357504e-08,2.1945352901916556e-16,2.6098643347843828e-15,7.4519675791159352e-14,0.00047998117204415728,1.0929984041677629e-09,5.2454543121817392e-17,1.4487615679833306e-17,1.1537790813325784e-19,1.0330516692771694e-20,5.0786839939261527e-10,6.5770092850453591e-09,5.8248093194463865e-11,5.8255472948983692e-11,5.6700639718127185e-15,1.7096905479352466e-15,1.6442999783564093e-12,1.8301820040778226e-10,3.9185964873765249e-14,5.8989025391086834e-15,2.2249889991230462e-26,9.2305087285281244e-16,4.8559747311059294e-16,2.0169412028828046e-26,5.7036373751424926e-06,6.4997066127882178e-21,2.5662819283447014e-21,4.8990898251152474e-08,1.4159327572694571e-08,2.6155748246642456e-07,4.9139884069309965e-08,1.9985988832284074e-10,2.016857260191688e-26,5.8121218889525618e-19,6.2816379087580318e-20,5.2480358171536462e-20,6.0199009342980623e-24,1.6745886562410715e-16,4.0492396970909582e-28,1.4841982816352451e-12,5.174289809779531e-25,1.3462398996590427e-27,4.8445190655863511e-15,2.3062310175498064e-32,1.3187238063837677e-31,9.7362054132570973e-36,1.030114000890535e-15,2.559086379860213e-16,1.4519865454084567e-16,7.0910685333791075e-15,5.1075265546496925e-19,9.4066545500599967e-16,7.9058711454808632e-19,1.5421995724367914e-19,7.0367417301517386e-19,3.7915542657816611e-18,2.2052603791573038e-27,4.2099000018406458e-19,4.3202856003818644e-16
4.686323697792604e-13,0.2537986487609706,76.950000000000003,0.0,0.0,0.0,0.99868126827775017,9.4999999400869175,2.8305555622902502e-06,4.107024918872119e-05,4.1032047020384015e-05,4.578982108784099e-08,4.8243476999871367e-12,0.00057435295420902091,0.00016833953985249519,1.4118381186847544e-08,2.2227886789052031e-16,2.6673104556811856e-15,7.5776622887124823e-14,0.00048489798464831213,1.1073999126748227e-09,5.3002653354424794e-17,1.4639652653658749e-17,1.1814941033930627e-19,1.0567802071477345e-20,5.1676664702239095e-10,6.6632878458958017e-09,5.9401100307764229e-11,5.940864533627529e-11,5.7942542220889051e-15,1.750774288859702e-15,1.6678958322547023e-12,1.8543275265368484e-10,3.9765445605068952e-14,5.9965804842816649e-15,2.3291706594965127e-26,9.4469152298740293e-16,4.9515594311405622e-16,2.1113952375656562e-26,5.7620718562322393e-06,6.6531206244953922e-21,2.6266070383598026e-21,4.9764059214953844e-08,1.4381540107999108e-08,2.6360462864106424e-07,4.9916539474543788e-08,2.0450898209603512e-10,2.1113067854031078e-26,5.9660438321593023e-19,6.4636039719638088e-20,5.406252761459342e-20,6.2441934320206571e-24,1.707301900390535e-16,4.2285963342753614e-28,1.503676999179873e-12,5.3598881946227581e-25,1.4059327357892722e-27,4.934788510912429e-15,2.4247884115878715e-32,1.3811374127610627e-31,1.0258830867042774e-35,1.0615407473203485e-15,2.592971335725427e-16,1.4962526712194521e-16,7.2314539437263309e-15,5.2158216096717701e-19,9.5304702060637403e-16,8.0818740168668146e-19,1.5826962988754182e-19,7.1746319013013284e-19,3.8480268311976258e-18,2.2631656062961008e-27,4.2877084567410812e-19,4.4065761892667628e-16
4.716924284933376e-13,0.25379864875884967,76.950000000000003,0.0,0.0,0.0,0.99867269346898824,9.499999939354943,2.8490260990412103e-06,4.1338017219811246e-05,4.1299290348578973e-05,4.6375383571463923e-08,4.8558444932773612e-12,0.00057567197676134611,0.0001700504114972738,1.4264758913370723e-08,2.2512139311260122e-16,2.7256111542592244e-15,7.7045436491158215e-14,0.00048982616908330536,1.1218955038664513e-09,5.3552179728462143e-17,1.4792083712178581e-17,1.2096743017507966e-19,1.0808785751420307e-20,5.2575550921172428e-10,6.7501225392576248e-09,6.0569182431697532e-11,6.0576895244857918e-11,5.9202653630710169e-15,1.7925477971983663e-15,1.6916282692039226e-12,1.8786306193938959e-10,4.0349250469448988e-14,6.0951473380576652e-15,2.4375026225873682e-26,9.6668046743567715e-16,5.0483578931926037e-16,2.2096127927315225e-26,5.820641665859617e-06,6.809021319401657e-21,2.6879057430575799e-21,5.0543175381195324e-08,1.4605433378455644e-08,2.6564672007119043e-07,5.0699205493173504e-08,2.092312158660726e-10,2.2095196206473424e-26,6.1229698868344839e-19,6.6495612138279307e-20,5.5680904338593168e-20,6.4752231333322646e-24,1.7404284625664381e-16,4.4146013687497023e-28,1.5232815239231759e-12,5.5508433923953591e-25,1.4678414761384347e-27,5.0261013980737199e-15,2.5485820776649809e-32,1.4460351294894166e-31,1.0805625320479523e-35,1.0936958220691164e-15,2.6270771158504722e-16,1.5415435004325019e-16,7.3736756263438462e-15,5.3256420434223128e-19,9.6550930680202663e-16,8.2605146754772757e-19,1.6239795313919669e-19,7.3142892985430468e-19,3.9049295476587244e-18,2.3221953742148683e-27,4.3664579995793814e-19,4.4940055305184712e-16
4.747524872074147e-13,0.25379864875671737,76.950000000000003,0.0,0.0,0.0,0.99866411893109996,9.4999999386190623,2.8674964762942122e-06,4.1605780261487208e-05,4.1566524968181252e-05,4.6964483062940148e-08,4.8872583042350583e-12,0.00057697545649967668,0.00017176518409470749,1.4411509829693823e-08,2.2798108828753691e-16,2.7847728324826052e-15,7.832613368828677e-14,0.00049476559138409012,1.1364851743789044e-09,5.4103107116837003e-17,1.4944904613663945e-17,1.2383240362872279e-19,1.105349702608291e-20,5.3483519064543731e-10,6.8375132479476715e-09,6.1752436409915108e-11,6.176031953822511e-11,6.048110783972714e-15,1.8350175258766986e-15,1.7154963440642592e-12,1.9030912671679265e-10,4.0937379108089846e-14,6.1946040133212781e-15,2.5501216823502571e-26,9.8902065608690727e-16,5.1463769356625944e-16,2.3117179482045654e-26,5.8793452137241422e-06,6.967429931268757e-21,2.7501863145825082e-21,5.1328230610774933e-08,1.4831002210204411e-08,2.6768368721825679e-07,5.1487866414518656e-08,2.1402715158313573e-10,2.3116198373853944e-26,6.2829376905227789e-19,6.8395688001070777e-20,5.7336050565591628e-20,6.7131436890293994e-24,1.7739706495149116e-16,4.6074534332106178e-28,1.5430118342611389e-12,5.7472724876789092e-25,1.5320324667074292e-27,5.1184620828997923e-15,2.6778057422734696e-32,1.5134971109948552e-31,1.1377527842010967e-35,1.1265906395481877e-15,2.6614036822694874e-16,1.5878750553457597e-16,7.5177454011202657e-15,5.4369985047320898e-19,9.7805230967188432e-16,8.4418131841859407e-19,1.6660592022242771e-19,7.4557246064391216e-19,3.9622625070336987e-18,2.3823638830007373e-27,4.4461541609295211e-19,4.582581019494751e-16
4.778125459214919e-13,0.25379864875457386,76.950000000000003,0.0,0.0,0.0,0.99865554466182072,9.4999999378792772,2.8859666940542521e-06,4.1873538317741014e-05,4.1833750882769371e-05,4.755711618664253e-08,4.9187643824662607e-12,0.00057826357569337598,0.0001734838116878074,1.4558629952781734e-08,2.3085793702349527e-16,2.8448018873213282e-15,7.9618731330537011e-14,0.00049971611917822012,1.1511689208495811e-09,5.4655420581589332e-17,1.5098111161929445e-17,1.2674476729341587e-19,1.1301965167815729e-20,5.4400589350251966e-10,6.9254598548226906e-09,6.2950959065390738e-11,6.2959015059198022e-11,6.1778038713707433e-15,1.8781899357950387e-15,1.7394991126948894e-12,1.9277094544447112e-10,4.1529831158816588e-14,6.2949514063609507e-15,2.6671682489835694e-26,1.0117150382954208e-15,5.245623365329195e-16,2.4178380653077632e-26,5.9381809284430012e-06,7.1283676904469703e-21,2.8134570236447468e-21,5.2119208560105511e-08,1.5058241371113327e-08,2.6971546226214692e-07,5.2282506322218474e-08,2.1889734967535547e-10,2.417734788299172e-26,6.4459850869477837e-19,7.0336863435890623e-20,5.9028533006855402e-20,6.9581111552799236e-24,1.8079307620553358e-16,4.8073557103471671e-28,1.5628679086186121e-12,5.9492943145721068e-25,1.5985735785899994e-27,5.2118748970057056e-15,2.8126589736947819e-32,1.5836055091953014e-31,1.1975507330171553e-35,1.1602367025333567e-15,2.695950997067614e-16,1.6352634813699111e-16,7.6636750858843013e-15,5.5499016405511005e-19,9.9067602530408742e-16,8.6257896035091623e-19,1.7089453019690292e-19,7.5989484990241033e-19,4.0200258005681537e-18,2.4436854161708562e-27,4.526802470395492e-19,4.6723100502481916e-16
4.808726046355691e-13,0.2537986487524191,76.950000000000003,0.0,0.0,0.0,0.99864697065891261,9.4999999371355965,2.9044367523262856e-06,4.2141291392907533e-05,4.2100968095917606e-05,4.8153279570029252e-08,4.9501525418344314e-12,0.00057953651451924813,0.00017520624884719978,1.4706115340875328e-08,2.3375192295546166e-16,2.9057047108861253e-15,8.0923246050168682e-14,0.00050467762161296665,1.1659467399169805e-09,5.5209105305922221e-17,1.525169920430972e-17,1.2970495833804254e-19,1.1554219428271913e-20,5.5326781757080774e-10,7.0139622427780519e-09,6.4164847201106052e-11,6.4173078630610849e-11,6.3093580092793377e-15,1.9220714953951541e-15,1.7636356320818237e-12,1.9524851658758658e-10,4.2126606256502615e-14,6.3961903977944627e-15,2.7887863075715966e-26,1.0347665628288032e-15,5.3461039779143505e-16,2.5281037493823159e-26,5.9971472566852065e-06,7.2918558234771279e-21,2.8777261393711333e-21,5.2916092693475779e-08,1.5287145574360319e-08,2.7174197901578531e-07,5.3083109106615459e-08,2.2384236907755753e-10,2.5279950698120344e-26,6.6121501187749837e-19,7.2319738890606403e-20,6.0758922712159228e-20,7.2102839356412659e-24,1.8423110952798053e-16,5.0145158604848466e-28,1.5828497254481939e-12,6.1570294136892618e-25,1.6675341838978014e-27,5.3063441487247939e-15,2.9533471360379976e-32,1.6564444449672344e-31,1.2600562318203427e-35,1.1946455990063382e-15,2.7307190223790365e-16,1.6837250426070572e-16,7.8114764964752617e-15,5.6643620960129294e-19,1.0033804497956324e-15,8.8124639916307903e-19,1.7526478775750846e-19,7.7439716401621099e-19,4.0782195189278832e-18,2.5061743377998397e-27,4.6084084566444604e-19,4.763200015570873e-16
4.839326633496462e-13,0.253798648750253,76.950000000000003,0.0,0.0,0.0,0.99863839692016276,9.4999999363880274,2.9229066511152237e-06,4.2409039490806817e-05,4.2368176611195922e-05,4.8752969843655225e-08,4.9816852322202968e-12,0.00058079445107583785,0.00017693245066752045,1.4853962093255387e-08,2.3666302971847421e-16,2.9674876903840069e-15,8.2239694263417371e-14,0.00050964996934493541,1.1808186282207001e-09,5.5764146669938675e-17,1.5405664631410946e-17,1.3271341450197236e-19,1.181028903811333e-20,5.6262116026332609e-10,7.1030202947479646e-09,6.5394197599965374e-11,6.5402607055225176e-11,6.4427865791289948e-15,1.9666686805513849e-15,1.7879049604747564e-12,1.9774183861801633e-10,4.2727704033293491e-14,6.498321852813384e-15,2.9151235024941563e-26,1.0581781778078625e-15,5.4478255581895445e-16,2.6426489264264476e-26,6.0562426630481674e-06,7.4579155526514273e-21,2.9430019291357688e-21,5.3718866286895111e-08,1.5517709479579077e-08,2.73763172908289e-07,5.3889658468581159e-08,2.2886276720697514e-10,2.6425345987193231e-26,6.7814710281246494e-19,7.4344919149672604e-20,6.2527795086650799e-20,7.4698228096585965e-24,1.8771139385315573e-16,5.2291461084890287e-28,1.6029572632302217e-12,6.3706000522475126e-25,1.7389851850486381e-27,5.4018741231195532e-15,3.1000815429203395e-32,1.7321000493503379e-31,1.3253721797368826e-35,1.2298290023186333e-15,2.7657077203869528e-16,1.7332761220613576e-16,7.96116144673642e-15,5.780390514428674e-19,1.0161655792523694e-15,9.0018564043496025e-19,1.7971770325226484e-19,7.8908046835104444e-19,4.136843752214358e-18,2.5698450927807912e-27,4.6909776474036099e-19,4.8552583069901663e-16
