Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500)
5.720355389829786e-08,0.29245886089972584,76.950000000000003,0.0,0.0,0.0,0.0010076840177131929,9.4955532571890551,0.0060455708669062162,0.032288154420888733,4.189213743297363e-05,1.3313011779511776e-06,4.6608557463391929e-09,8.7079460609732452e-07,0.15675691062403982,2.8480519594800012e-05,8.5758492875130206e-15,6.230573891336678e-05,0.0073521583271571427,0.7243073733240879,0.0088356522369475634,1.3596993611518728e-13,1.7996156140718056e-11,1.5707161514008154e-06,9.7745662123817255e-11,0.00016562375916725098,2.0279354632626831e-07,0.038982644522664638,0.047811089688247994,6.198549581670841e-06,3.4240238475776815e-06,1.0723646782170591e-10,0.0057319065890783956,1.8122654571296275e-06,5.0018675759491848e-07,3.553287207548783e-05,3.7380531284606738e-06,2.0429240265263053e-06,0.0031044580058891811,0.0089736216174364763,2.61893857734675e-11,9.3856550304802761e-12,5.999336159890892e-07,1.8499406136921042e-07,1.9263870282249542e-09,3.6509331475039764e-05,0.00012082712776693428,0.00075927738099783261,6.9064689384549671e-07,0.00012453879678797728,5.5744771008190987e-06,0.00010305313516943054,1.6717672666871335e-08,1.7777498275595247e-06,6.6399691097144412e-07,7.2368210190929341e-05,2.7635805830330038e-05,1.2736645747785195e-08,6.1133944531915896e-07,4.1434569996561896e-05,8.8556922466128836e-07,3.9276267500140706e-05,7.0274506613702134e-11,1.8047535496415164e-09,0.00017934653508873378,2.2608893675427262e-08,2.5978021727994122e-07,3.9447433820778729e-08,1.1018184980875139e-07,8.246851109487778e-09,5.6785625991385196e-10,3.6715794103380022e-15,1.8027751080843518e-09,3.1923764250591124e-06,1.6844219338788412e-09,6.7210494711935381e-09,2.6086687075990618e-10,1.4700777216425219e-09,0.0027764457499438113,1.6281743390070214e-09,0.0013689292416924749,1.6281566873008617e-09,1.9385038466264198e-06,7.2924544581726687e-17,4.2376017028529946e-17,2.8067314200845944e-11,1.2479661855736154e-06,5.3144516121858297e-08,2.5933687761257076e-17,2.0955673521086477e-11,4.9707794981692588e-10,6.548740798844882e-06,6.3047263444311828e-10,3.2978054764438571e-06,2.9074367753320602e-06,1.914787880796536e-08,4.6983371709412397e-10,1.3903056669891639e-08,1.4707838663999398e-13,2.1194507776716165e-10,2.9415367919254173e-13,4.5032913517860041e-07,3.0699024060880297e-07,1.2093200402228198e-11,5.6432352525026568e-08,8.9544381201468299e-08,3.4255874761503669e-10,1.071566432870834e-06,0.0010177834208085061
5.7583810106949484e-08,0.29245884121441396,76.950000000000003,0.0,0.0,0.0,0.0009961251668295461,9.4955328627659927,0.0060280784552103339,0.032193012909413822,3.9840017274734721e-05,1.2660839731578052e-06,4.6471122221962465e-09,8.6707537545600586e-07,0.15613859011947584,2.8396538713938446e-05,8.1557393014899693e-15,6.1608099558819966e-05,0.0073967274389901147,0.72495814042165463,0.0088372741395476608,1.3556899978508829e-13,1.8105197596860128e-11,1.5802532865933988e-06,9.687204761794959e-11,0.00016577289080792871,1.9289359103371343e-07,0.038959766177800954,0.04781315594791552,6.1948988479565402e-06,3.4220072043514898e-06,1.0733281671632502e-10,0.0057617615698041316,1.8217009786017623e-06,5.0279111832324677e-07,3.5490899007713434e-05,3.7575246216124157e-06,2.0536086434158346e-06,0.0031142942306206104,0.0089860322338167643,2.6325751346126823e-11,9.4345252164209616e-12,6.0070529054756143e-07,1.8524415244482185e-07,1.9274088306008285e-09,3.6645165657332225e-05,0.00012127787951864524,0.00075835768546237683,6.9426105064621628e-07,0.00012478481967830853,5.5607446997131742e-06,0.00010327470666223666,1.6804818757842557e-08,1.7815758228462634e-06,6.6895045232043682e-07,7.3086809022751296e-05,2.7696579413143709e-05,1.28316655334727e-08,6.1269174315073829e-07,4.18574710102283e-05,8.9541543433750537e-07,3.9572592373880335e-05,7.0800185574406044e-11,1.8121336652835607e-09,0.00018139430907527216,2.2866994180926238e-08,2.6170145661047354e-07,3.9897761542702186e-08,1.11438956138944e-07,8.3078362600633261e-09,5.7203962798059169e-10,3.7134698465934375e-15,1.8170177115040509e-09,3.2176139087159749e-06,1.6913279781189792e-09,6.7171049947296893e-09,2.6110070819724869e-10,1.476264991294269e-09,0.0027850577544768708,1.6304220486818274e-09,0.0013806701373352767,1.6304044270055892e-09,1.9579797551747104e-06,7.3463818817846073e-17,4.2689386064202312e-17,2.8129036752811822e-11,1.2519484948732266e-06,5.3738012674443398e-08,2.6223094858790876e-17,2.1189698089161566e-11,5.009542974986098e-10,6.6739386262567169e-06,6.3539581451924539e-10,3.3488757004844111e-06,2.952580349402356e-06,1.9445151142721658e-08,4.7712781337967537e-10,1.4118395214292375e-08,1.4988988369415499e-13,2.1362241195007288e-10,2.9977664117461874e-13,4.5689619178415972e-07,3.1053803670384102e-07,1.2232958023101152e-11,5.7309945548590061e-08,9.1162934342528602e-08,3.4109565279564289e-10,1.0757560953945412e-06,0.0010249766197861492
5.7964066315601105e-08,0.2924588216951975,76.950000000000003,0.0,0.0,0.0,0.00098503526437516932,9.4955125223518415,0.0060106318916176042,0.032098165259000527,3.788862544734739e-05,1.2040680719963733e-06,4.6334111981403669e-09,8.6339147055692728e-07,0.15552261584520655,2.831281753312144e-05,7.7562511686777535e-15,6.0917908873068474e-05,0.0074411861991782796,0.72560601020634719,0.0088388840529306199,1.3516930329888857e-13,1.8213968605139853e-11,1.5897668174714916e-06,9.6007186366977959e-11,0.00016592135711304869,1.8347955408214737e-07,0.038937121691189874,0.047815121008381242,6.1912853462539705e-06,3.4200111277817603e-06,1.0742873664975194e-10,0.0057914942595812093,1.8310978053494336e-06,5.0538479873161071e-07,3.5449376928026753e-05,3.7769162674228368e-06,2.0642494376751062e-06,0.0031239665286900927,0.0089984170442964431,2.6461557065919754e-11,9.4831947643768159e-12,6.0147567967723911e-07,1.8549375507951254e-07,1.9284374868055507e-09,3.6781175748125341e-05,0.00012172921432974471,0.00075744101987698566,6.9786036612963006e-07,0.00012502510915286724,5.5470323176655466e-06,0.0001034904174298944,1.6891608379227017e-08,1.785300615834088e-06,6.739067418481286e-07,7.3805433749740134e-05,2.7755760884489618e-05,1.292673803861554e-08,6.1400868061773764e-07,4.2280022036572533e-05,9.0526779247263368e-07,3.9869075790561239e-05,7.1326109726229045e-11,1.8195306199286349e-09,0.00018344955664869941,2.3126035869738131e-08,2.6361921013023864e-07,4.0349731421459366e-08,1.1270064185525762e-07,8.3687105071108737e-09,5.7621531732347095e-10,3.7555128813050343e-15,1.8312418599422251e-09,3.2428188161797783e-06,1.6982498480432314e-09,6.7132008376219442e-09,2.6133350250347608e-10,1.4824670453261275e-09,0.0027936101818834022,1.6326650836162867e-09,0.0013924126860221,1.6326474882866907e-09,1.9775437596925284e-06,7.4002112365801432e-17,4.3002185227843586e-17,2.8189142333249805e-11,1.2558644816282161e-06,5.4333587681179124e-08,2.6513514079280745e-17,2.1424542223045291e-11,5.0483444364731511e-10,6.8006180176390264e-06,6.4032390624876339e-10,3.4003044647889608e-06,2.9980419844843658e-06,1.9744517110301154e-08,4.8447327956328929e-10,1.4335245531107069e-08,1.5273464386619237e-13,2.1530171967976249e-10,3.0546612934530178e-13,4.6351105110629014e-07,3.1409089465980446e-07,1.2372915045099764e-11,5.8193720792283538e-08,9.2796149670943854e-08,3.3964645464822737e-10,1.0799498990110668e-06,0.0010321557275630654
5.8344322524252725e-08,0.2924588023500447,76.950000000000003,0.0,0.0,0.0,0.00097438903088163296,9.4954922358400484,0.0059932312972258454,0.032003610632376486,3.6033018953000382e-05,1.1450963723565524e-06,4.6197525526583904e-09,8.5974162012114191e-07,0.15490898588170782,2.8229355309835648e-05,7.3763728836464581e-15,6.0235105491781477e-05,0.0074855346529803446,0.72625100973944212,0.008840482293927766,1.3477084311172681e-13,1.8322469279357286e-11,1.5992567535575675e-06,9.5151012361449899e-11,0.00016606916436621964,1.7452759048139308e-07,0.038914710359356473,0.04781698983698375,6.1877089641853706e-06,3.4180355557984548e-06,1.075242316286118e-10,0.0058211051453189852,1.8404560916331151e-06,5.0796784139775001e-07,3.5408303998999121e-05,3.7962283841828077e-06,2.074846586985518e-06,0.0031334773256969082,0.0090107762390233895,2.6596805167374964e-11,9.5316644751499042e-12,6.0224478106110946e-07,1.8574287170706939e-07,1.9294726144471035e-09,3.6917361573424832e-05,0.00012218113167375191,0.0007565277609028416,7.0144490057829777e-07,0.00012525978116874499,5.5333411349943535e-06,0.00010370035077512444,1.6978042952639045e-08,1.7889256450596147e-06,6.7886572438459556e-07,7.4524053315839529e-05,2.7813372811337512e-05,1.3021862204903129e-08,6.1529075868297791e-07,4.2702199253892349e-05,9.1512572501578019e-07,4.0165719392926217e-05,7.1852273622927337e-11,1.8269442763445867e-09,0.00018551221704772924,2.3386011079375744e-08,2.6553350391778367e-07,4.0803330087707228e-08,1.1396686966439509e-07,8.42947467963566e-09,5.8038338483309739e-10,3.7977072717517379e-15,1.8454476270787801e-09,3.2679912759766697e-06,1.7051874160578787e-09,6.7093368786053264e-09,2.615652634249698e-10,1.488683776735111e-09,0.0028021035898573247,1.6349034779489105e-09,0.001404156569607157,1.6348859054831795e-09,1.9971960305528164e-06,7.4539432556248929e-17,4.3314418779254254e-17,2.8247653861500076e-11,1.2597151263382986e-06,5.4931224029300712e-08,2.6804937086308079e-17,2.1660199174916896e-11,5.0871840847896522e-10,6.9287847810879409e-06,6.4525693524239918e-10,3.4520902124204388e-06,3.0438203037536336e-06,2.0045967633824642e-08,4.9186989292875911e-10,1.4553601047457072e-08,1.5561279742787765e-13,2.169830094580254e-10,3.1122240424984808e-13,4.7017371645559987e-07,3.1764865567582168e-07,1.2513065212606657e-11,5.908365185261985e-08,9.4443983154104979e-08,3.3821065306863412e-10,1.0841479231378762e-06,0.0010393208123202599
5.8724578732904346e-08,0.2924587831862698,76.950000000000003,0.0,0.0,0.0,0.0009641625888548263,9.4954720031208772,0.0059758767788715165,0.031909348192347343,3.4268497153357372e-05,1.0890194752827871e-06,4.606136164261562e-09,8.5612462076238524e-07,0.15429769790207998,2.8146151301716847e-05,7.0151420624158284e-15,5.9559627603793286e-05,0.0075297728495260438,0.7268931651193884,0.0088420691632550234,1.343736156794536e-13,1.8430699742798397e-11,1.6087231052041057e-06,9.4303458839032902e-11,0.0001662163186258117,1.6601502437317299e-07,0.038892531345656206,0.047818767157297007,6.1841695682121891e-06,3.416080414642057e-06,1.076193055169742e-10,0.0058505947125958666,1.8497759912921017e-06,5.105402887831736e-07,3.5367678138114878e-05,3.8154612893154205e-06,2.0854002683859392e-06,0.0031428290170586845,0.0090231099978117756,2.6731497878935862e-11,9.5799351473614834e-12,6.0301259249564496e-07,1.8599150462777033e-07,1.9305138515690576e-09,3.7053722930352923e-05,0.00012263363092558229,0.00075561826031100702,7.0501471405553395e-07,0.00012548895019180313,5.5196722806038872e-06,0.0001039045890990837,1.70641238958603e-08,1.7924523334962372e-06,6.8382734524123001e-07,7.5242637393965118e-05,2.7869437518608877e-05,1.3117036983258059e-08,6.165384729490145e-07,4.3123979344251549e-05,9.2498866770576713e-07,4.0462524810744497e-05,7.2378671875538717e-11,1.8343744990226174e-09,0.00018758222987425141,2.364691219323154e-08,2.6744436447614583e-07,4.1258544252152589e-08,1.1523760249639396e-07,8.4901296201413551e-09,5.8454388831408586e-10,3.8400517826546552e-15,1.8596350914713474e-09,3.2931314253053738e-06,1.7121405561679457e-09,6.705512973453803e-09,2.6179600036169049e-10,1.4949150798273708e-09,0.0028105385289700848,1.6371372639639326e-09,0.0014159014737533974,1.637119711070144e-09,2.0169367338247414e-06,7.5075786839207407e-17,4.3626091047595734e-17,2.830459401107518e-11,1.2635013973507853e-06,5.553090470914833e-08,2.7097355593691316e-17,2.1896662237611433e-11,5.1260621206235857e-10,7.0584446739725977e-06,6.5019492692516498e-10,3.5042313791642472e-06,3.0899139238516235e-06,2.0349493593507533e-08,4.9931742970720641e-10,1.4773455159819504e-08,1.5852447351154097e-13,2.1866628972724854e-10,3.1704572415459496e-13,4.76884191423476e-07,3.2121116499197039e-07,1.2653402429188865e-11,5.9979712189271642e-08,9.6106390121941549e-08,3.3678777466078196e-10,1.0883502422524524e-06,0.001046471942334679
5.9104834941555967e-08,0.29245876421056965,76.950000000000003,0.0,0.0,0.0,0.00095433338471736758,9.4954518240816235,0.0059585684299431063,0.031815377101841798,3.2590589903686471e-05,1.0356953078139651e-06,4.5925619114914266e-09,8.5253933321726972e-07,0.15368874919674669,2.8063204766585898e-05,6.6716435128997232e-15,5.8891413012517716e-05,0.0075739008417651053,0.72753250153314575,0.0088436449464334242,1.3397761745880324e-13,1.8538660128108479e-11,1.6181658835826888e-06,9.3464458365778499e-11,0.0001663628257369779,1.5792029179126885e-07,0.038870583689721509,0.047820457461082884,6.1806670051366904e-06,3.4141456196930661e-06,1.0771396204395425e-10,0.0058799634456274284,1.8590576577343491e-06,5.1310218323035462e-07,3.5327497036329882e-05,3.8346152993549638e-06,2.0959106582688288e-06,0.0031520239680712324,0.0090354184907428352,2.6865637422812209e-11,9.6280075773988101e-12,6.0377911188627119e-07,1.8623965601635031e-07,1.9315608555206826e-09,3.7190259588750772e-05,0.0001230867113670183,0.00075471284617701251,7.0856986640414138e-07,0.00012571272920157078,5.5060268341541787e-06,0.00010410321390149458,1.7149852622742458e-08,1.795882088555865e-06,6.8879155020301985e-07,7.5961156377077872e-05,2.7923977089078372e-05,1.3212261333687988e-08,6.1775231365508359e-07,4.3545339486645668e-05,9.3485606596424432e-07,4.0759493660462735e-05,7.2905299151094495e-11,1.8418211542318514e-09,0.00018965953509131317,2.3908731640322073e-08,2.6935181869708195e-07,4.1715360705106127e-08,1.1651280350338127e-07,8.5506761834929584e-09,5.8869688640785005e-10,3.8825451861355606e-15,1.8738043362679892e-09,3.3182394095277354e-06,1.7191091440281342e-09,6.7017289566090464e-09,2.6202572238564724e-10,1.5011608502626583e-09,0.0028189155428215368,1.6393664721992661e-09,0.0014276470879154325,1.639348935767142e-09,2.0367660313204366e-06,7.5611182774003459e-17,4.3937206425547537e-17,2.8359985209559934e-11,1.267224250881449e-06,5.6132612813576621e-08,2.739076136519805e-17,2.213392474438695e-11,5.1649787431478051e-10,7.189603403227643e-06,6.5513790653079311e-10,3.5567263938079903e-06,3.1363214551351377e-06,2.0655085828302603e-08,5.0681566511738493e-10,1.4994801235207962e-08,1.614698001166562e-13,2.2035156886855e-10,3.229363450601312e-13,4.836424798796804e-07,3.2477827181473902e-07,1.2793920754661575e-11,6.0881875129994489e-08,9.7783325294439026e-08,3.3537737125367385e-10,1.0925569261271635e-06,0.0010536091859366934
5.948509115020759e-08,0.2924587454290585,76.950000000000003,0.0,0.0,0.0,0.00094488011510491848,9.4954316986067546,0.0059413063311491475,0.031721696523955394,3.0995046266460231e-05,9.8498876424252247e-07,4.5790296729255154e-09,8.4898467878572105e-07,0.1530821366967704,2.7980514962483551e-05,6.345006924003144e-15,5.8230399193889753e-05,0.0076179186864158378,0.72816904330467613,0.008845209914656,1.335828449075597e-13,1.8646350577164647e-11,1.627585100673026e-06,9.2633942912895764e-11,0.00016650869134300793,1.5022288621693167e-07,0.038848866316378808,0.047822065019658154,6.1772011035193534e-06,3.4122310762549808e-06,1.0780820481089223e-10,0.0059092118272362744,1.8683012439268655e-06,5.1565356696007734e-07,3.5287758175546192e-05,3.853690729927046e-06,2.1063779323766771e-06,0.0031610645139895535,0.0090477018787319795,2.6999226014839629e-11,9.6758825593648126e-12,6.0454433724307844e-07,1.8648732792952018e-07,1.932613301890031e-09,3.7326971292694665e-05,0.00012354037219188566,0.00075381182402623338,7.1211041724524676e-07,0.00012593122969691166,5.4924058281309586e-06,0.00010429630578136027,1.7235230543115318e-08,1.799216302100807e-06,6.9375828552103306e-07,7.667958136916665e-05,2.7977013363440796e-05,1.3307534225141469e-08,6.1893276567776757e-07,4.3966257350183094e-05,9.4472737478830044e-07,4.1056627544882359e-05,7.3432150171371556e-11,1.8492841100653069e-09,0.00019174407302108981,2.4171461895030754e-08,2.7125589382679451e-07,4.2173766316033719e-08,1.1779243605832099e-07,8.6111152358272426e-09,5.9284243851862778e-10,3.925186261675158e-15,1.8879554489310353e-09,3.3433153816789977e-06,1.7260930569857511e-09,6.6979846427178699e-09,2.6225443825834126e-10,1.5074209850919247e-09,0.0028272351681853181,1.6415911315483985e-09,0.0014393931053214635,1.6415736086405116e-09,2.0566840806423296e-06,7.6145628019636694e-17,4.4247769363708577e-17,2.8413849638679374e-11,1.2708846310441319e-06,5.6736331537361913e-08,2.7685146214255922e-17,2.2371980068690763e-11,5.2039341499793165e-10,7.3222666256458877e-06,6.6008589909657306e-10,3.6095736784157362e-06,3.1830415019208357e-06,2.0962735137510189e-08,5.1436437340518908e-10,1.5217632612330066e-08,1.6444890411642945e-13,2.2203885520005111e-10,3.2889452071447364e-13,4.9044858596988889e-07,3.2834982924284531e-07,1.29346144021659e-11,6.1790113875468014e-08,9.9474742808495899e-08,3.3397901850111176e-10,1.0967680400533825e-06,0.0010607326114702048
5.986534735885921e-08,0.29245872684730095,76.950000000000003,0.0,0.0,0.0,0.00093578265727308537,9.4954116265781146,0.0059240905512434484,0.031628305621992987,2.9477823776263643e-05,9.3677136489776457e-07,4.5655393271829364e-09,8.4545963596990884e-07,0.15247785699586153,2.7898081147704532e-05,6.0344046676050999e-15,5.7576523351010362e-05,0.0076618264439133723,0.72880281394074098,0.0088467643256042224,1.3318929448471953e-13,1.8753771240947633e-11,1.6369807692518932e-06,9.1811843929260944e-11,0.00016665392089605148,1.4290330679370086e-07,0.038827378044064401,0.04782359389470512,6.1737716750166153e-06,3.4103366802932803e-06,1.0790203729813431e-10,0.0059383403388236057,1.8775069023866501e-06,5.1819448206893532e-07,3.5248458845062672e-05,3.8726878957298392e-06,2.1168022657987401e-06,0.0031699529601285094,0.0090599603140642943,2.7132265864347227e-11,9.7235608850306275e-12,6.0530826667676945e-07,1.8673452231306605e-07,1.9336708834964819e-09,3.7463857761931027e-05,0.00012399461251095186,0.00075291547793170544,7.1563642597723861e-07,0.00012614456170240664,5.4788102498208268e-06,0.00010448394443822929,1.7320259062699932e-08,1.802456350465175e-06,6.9872749790510159e-07,7.7397884176152952e-05,2.8028567940533358e-05,1.3402854635367602e-08,6.2008030853515323e-07,4.4386711087285041e-05,9.5460205864266824e-07,4.1353928052861606e-05,7.3959219711683934e-11,1.8567632364779314e-09,0.00019383578434284531,2.4435095476849649e-08,2.7315661743310304e-07,4.2633748033105749e-08,1.1907646375375594e-07,8.6714476535091698e-09,5.9698060474262187e-10,3.9679737960711561e-15,1.9020885209716878e-09,3.3683595019971515e-06,1.7330921741162354e-09,6.6942798280832857e-09,2.6248215644724202e-10,1.5136953827885724e-09,0.0028354979351489589,1.6438112693566115e-09,0.0014511392229542477,1.6437937571999944e-09,2.0766910352309649e-06,7.6679130325551733e-17,4.4557784365234797e-17,2.8466209234524582e-11,1.2744834698884803e-06,5.7342044176607222e-08,2.7980502003662501e-17,2.2610821623924806e-11,5.2429285371416134e-10,7.456439948171032e-06,6.6503892945857431e-10,3.6627716485969418e-06,3.2300726627250212e-06,2.1272432282357426e-08,5.2196332788240033e-10,1.5441942602722468e-08,1.6746191126438898e-13,2.2372815697527521e-10,3.3492050262624875e-13,4.9730251411317811e-07,3.3192569419346109e-07,1.3075477735262681e-11,6.2704401504055823e-08,1.0118059624412735e-07,3.3259231455949687e-10,1.1009836450553303e-06,0.0010678422872552617
6.024560356751083e-08,0.29245870847034394,76.950000000000003,0.0,0.0,0.0,0.00092702200338522038,9.4953916078750495,0.0059069211477098755,0.031535203559510186,2.8035078229203739e-05,8.9092093160126785e-07,4.5520907529297819e-09,8.419632373005817e-07,0.1518759063711547,2.78159025808307e-05,5.7390497079380731e-15,5.6929722465662622e-05,0.0077056241783576345,0.72943383617416035,0.0088483084242169021,1.3279696265064998e-13,1.8860922279412902e-11,1.6463529028820153e-06,9.099809240987896e-11,0.00016679851966724713,1.3594300907232531e-07,0.038806117592766143,0.047825047948552649,6.170378515643205e-06,3.4084623191327443e-06,1.0799546287143753e-10,0.0059673494603423964,1.8866747851721298e-06,5.2072497052696736e-07,3.5209596157058406e-05,3.8916071105163715e-06,2.127183832968068e-06,0.0031786915819817015,0.0090721939409000186,2.7264759174032305e-11,9.7710433437907141e-12,6.0607089839482641e-07,1.869812410085499e-07,1.9347333094394309e-09,3.760091869323438e-05,0.00012444943135656174,0.00075202407156600595,7.1914795177479926e-07,0.0001263528337754058,5.4652410431962047e-06,0.00010466620867397577,1.7404939583026677e-08,1.8056035944852051e-06,7.0369913451669716e-07,7.8116037296728459e-05,2.8078662177703771e-05,1.3498221550779356e-08,6.2119541639426512e-07,4.4806679326908072e-05,9.6447959135161123e-07,4.1651396759040733e-05,7.4486502599711841e-11,1.8642584053172947e-09,0.00019593461009088467,2.4699624950119916e-08,2.7505401737400679e-07,4.3095292882744442e-08,1.203648504005439e-07,8.7316743221324899e-09,6.0111144580014849e-10,4.0109065833961521e-15,1.9162036476950277e-09,3.3933719374707252e-06,1.7401063762518473e-09,6.6906142920337788e-09,2.6270888514134796e-10,1.5199839432738451e-09,0.0028437043672489841,1.6460269115117797e-09,0.0014628851415311834,1.6460094074899153e-09,2.0967870444132165e-06,7.7211697522800722e-17,4.4867255980703801e-17,2.8517085687926449e-11,1.2780216874452173e-06,5.7949734128145279e-08,2.8276820645294229e-17,2.2850442863210281e-11,5.2819620990298264e-10,7.5921289281903703e-06,6.69997022247226e-10,3.7163187137701871e-06,3.2774135304987736e-06,2.1584167987546532e-08,5.2961230096467623e-10,1.5667724491863866e-08,1.7050894620097338e-13,2.254194823816651e-10,3.4101454007786847e-13,5.042042689994632e-07,3.3550572732889398e-07,1.3216505265044237e-11,6.3624710976486193e-08,1.0290083865002412e-07,3.3121687883935231e-10,1.1052037980940948e-06,0.0010749382815530386
6.062585977616245e-08,0.29245869030274574,76.950000000000003,0.0,0.0,0.0,0.0009185801984642999,9.4953716423745842,0.0058897981674089798,0.031442389500353843,2.6663153971305482e-05,8.4732127898329273e-07,4.5386838288844938e-09,8.3849456634032776e-07,0.15127628080281977,2.7733978520763685e-05,5.4581936131394564e-15,5.6289933346858076e-05,0.0077493119574611226,0.73006213200467074,0.0088498424434143835,1.3240584586724515e-13,1.8967803861361536e-11,1.6557015159009051e-06,9.0192618960502068e-11,0.00016694249275628906,1.2932435816271217e-07,0.038785083591515841,0.047826430853953703,6.1670214069630921e-06,3.4066078721153476e-06,1.0808848478801902e-10,0.0059962396702721143,1.8958050438751061e-06,5.2324507417543402e-07,3.5171167061162117e-05,3.9104486870778457e-06,2.1375228076588003e-06,0.0031872826253572244,0.009084402895751768,2.7396708139842676e-11,9.818330722620673e-12,6.0683223069788186e-07,1.8722748575963439e-07,1.935800304199964e-09,3.7738153761692821e-05,0.00012490482768702491,0.00075113784920880292,7.2264505358802724e-07,0.00012655615301370281,5.4516991107144386e-06,0.00010484317639506206,1.7489273501357931e-08,1.8086593795379429e-06,7.0867314296199572e-07,7.8834013913136916e-05,2.8127317191314921e-05,1.3593633966320521e-08,6.2227855808157107e-07,4.5226141167792371e-05,9.7435945599056621e-07,4.194903522358942e-05,7.5013993714367852e-11,1.8717694903475176e-09,0.00019804049165249882,2.4965042923771663e-08,2.7694812176759276e-07,4.3558387969169784e-08,1.2165756002659052e-07,8.791796135563176e-09,6.052350229706889e-10,4.0539834249554087e-15,1.930300927955081e-09,3.4183528614043944e-06,1.7471355460040566e-09,6.6869877982151361e-09,2.6293463226588488e-10,1.5262865679368053e-09,0.0028518549816012738,1.6482380825301104e-09,0.0014746305654835291,1.6482205841752924e-09,2.1169722534507916e-06,7.7743337515584623e-17,4.5176188803199513e-17,2.8566500444968253e-11,1.2815001917783925e-06,5.8559384888940563e-08,2.8574094099814813e-17,2.309083727915183e-11,5.3210350283785623e-10,7.7293390738274042e-06,6.7496020188323753e-10,3.7702132774218458e-06,3.3250626928585877e-06,2.1897932942773687e-08,5.3731106420881639e-10,1.5894971540266706e-08,1.7359013246011906e-13,2.2711283953921252e-10,3.4717688013870633e-13,5.11153855586891e-07,3.390897929837693e-07,1.3357691647265895e-11,6.4551015140453913e-08,1.0463542256847414e-07,3.2985235082644579e-10,1.1094285522622471e-06,0.0010820206625330689
