Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887)
5.939343988133537e-07,0.2494694426280148,76.950000000000003,0.0,0.0,0.0,0.021339049565449384,9.4560693357440968,0.0075257576887127206,0.0095862775209767832,0.00011326481329080282,1.0769627161481608e-05,2.5282128320088138e-09,1.4428203827743783e-07,0.12846125240414902,1.6137106688722132e-05,1.0172575576480548e-13,0.0052244660047867028,0.10435513642117511,0.44761366392698176,0.12983498955886502,1.0757054735173859e-13,1.5145631230838969e-10,7.7278712351126987e-06,1.3742337566736511e-09,5.5727475831010597e-05,1.8486568349942373e-07,0.034059010906567641,0.11427326829998624,8.9752323250783661e-06,5.3201275761123735e-06,8.1307929730198252e-13,0.0041881709927522985,2.1948585717658356e-06,6.5000929340807852e-07,0.00019716487298774042,1.5343515995288108e-05,4.9600744879371149e-07,0.03450376180013337,0.0078119315925738887,1.4587840194114412e-10,4.7332754905798643e-11,2.3517087431465112e-07,6.6763711560071127e-08,2.2076929801242058e-10,6.6970538869679528e-05,0.00024077551678822019,0.005391611573016414,1.0054599617952939e-06,0.0010698574077422451,4.5648948985298351e-05,0.0028534157140148574,4.6325457097418334e-09,0.00016425161586304413,2.2785269379683857e-06,0.01514397022146143,0.00051621380180914183,5.8026718581927798e-08,5.7397775269416399e-05,0.011635981116452376,0.00071807732219644098,8.0906707997130718e-05,3.2500760932788716e-10,3.448088817729675e-10,0.0026988457612760115,7.1178956568638326e-07,5.4327428095570816e-05,1.1325567695976656e-06,3.0593161187993847e-06,5.165004822359903e-06,4.3020967510631223e-08,2.8340128302300128e-13,1.6532934894204307e-07,0.00041363044708782727,6.037656341243231e-10,9.8496818154734651e-10,5.4182867560965432e-11,5.3618705649378789e-10,0.0020168378627873386,7.9999835543499789e-10,0.019575361333042773,7.998194056269062e-10,1.6238264652222619e-06,6.8297410745264548e-14,3.9334925445967914e-14,3.4078529791890712e-10,7.4422781370568915e-06,1.3951969860598152e-06,7.0885215234235845e-16
5.993722426344436e-07,0.24946964382995887,76.950000000000003,0.0,0.0,0.0,0.020840466772996488,9.4560238422024891,0.0074181158513919329,0.009382630046216504,0.00010783810077228411,1.0253606827506438e-05,2.474490475951799e-09,1.4274117702168566e-07,0.12792148779444873,1.5794206954483784e-05,9.6851626170785265e-14,0.0051461366221249426,0.10454981606670447,0.44870574718068662,0.12981224148491191,1.0528476509781961e-13,1.5173789266617852e-10,7.7422958423150636e-06,1.3553952536906506e-09,5.5863586550194662e-05,1.7607898183567401e-07,0.034037464343886346,0.11428499279477398,8.9695039821074865e-06,5.3167320545085796e-06,8.1506304152225448e-13,0.0042041400922936028,2.2032149850170533e-06,6.524842085415629e-07,0.00019691209063513477,1.5401998066803263e-05,4.979387814558492e-07,0.03453129716457197,0.0078355224482342823,1.4643359734649196e-10,4.7512897596751802e-11,2.3586828119646756e-07,6.696418136699927e-08,2.2126765633024661e-10,6.7681456986199687e-05,0.0002433311360614036,0.0053809631248866287,1.0093747329337992e-06,0.0010642434271507586,4.5429675198551971e-05,0.0028668950801697133,4.6408185316239611e-09,0.00016502757547599915,2.2930099402315241e-06,0.015231192830794472,0.00051865776800096562,5.8395557115070951e-08,5.7669462076438371e-05,0.01169360807617491,0.00072215946500148317,8.245388453709627e-05,3.2508176633722549e-10,3.4868338959930294e-10,0.0027357798981921819,7.2152647060204305e-07,5.413486458459655e-05,1.1480495497727796e-06,3.1011638950491017e-06,5.146671783058491e-06,4.2868491663088213e-08,2.8727787276681672e-13,1.6476994689199044e-07,0.00041223157534231507,6.1056193896846169e-10,9.8434506862717402e-10,5.4314757258044353e-11,5.423281983855103e-10,0.0020168576390558576,8.0240568665991092e-10,0.019614727072162726,8.0223014460547864e-10,1.6609188711698267e-06,6.8054991007370866e-14,3.9195307234784669e-14,3.4239871422993837e-10,7.4482351592090378e-06,1.4142254916389896e-06,7.1851857536479073e-16
6.045444951352086e-07,0.24946983266221523,76.950000000000003,0.0,0.0,0.0,0.020379055595157802,9.4559814332909173,0.007316882217264664,0.0091931577393741491,0.00010294034980174385,9.7878869980135987e-06,2.4245080447306425e-09,1.4130385210306697e-07,0.1274064453944774,1.5475178461416994e-05,9.2452615794663592e-14,0.0050727094372478507,0.10473109861835037,0.44973344334270438,0.12978985299549883,1.0315810941647188e-13,1.5200009135941222e-10,7.7557277895113259e-06,1.3377380675360598e-09,5.5991671578826024e-05,1.6814874753870918e-07,0.034017795994189692,0.11429562417724243,8.9642740133356533e-06,5.3136319482255696e-06,8.1692982805385251e-13,0.004219214082202394,2.211103047968315e-06,6.5482041305984806e-07,0.00019668147534673521,1.5457202608371088e-05,4.9976142301505484e-07,0.034556405294081834,0.0078576596212770362,1.4695768098221533e-10,4.7682945539358127e-11,2.3652277637409984e-07,6.7152303744748576e-08,2.2173613011615782e-10,6.8351551922118505e-05,0.00024573999754297143,0.0053712342101525142,1.0130691669744134e-06,0.0010588173307907538,4.5224735972986845e-05,0.0028796048044418101,4.6484328298432872e-09,0.00016575922652790163,2.3066035535599965e-06,0.015313160096931172,0.00052096218258893033,5.8741745589303234e-08,5.792563550487952e-05,0.011747513885165747,0.00072599337535190448,8.3929795899556143e-05,3.251159779879516e-10,3.5234238723955849e-10,0.0027707830650124496,7.3075427506739121e-07,5.3944805577949831e-05,1.1627322798092472e-06,3.1408236313017461e-06,5.128578742747103e-06,4.2717998659418026e-08,2.9095177232796353e-13,1.6421629041698134e-07,0.00041084703079609077,6.1698058432673981e-10,9.8377627242986726e-10,5.4438872068098073e-11,5.4813132985957221e-10,0.0020168690997343867,8.0466470437346803e-10,0.01965135151274958,8.0449233201187863e-10,1.696529943262417e-06,6.7815744801768353e-14,3.9057516774532041e-14,3.4392000372071473e-10,7.4536670763383929e-06,1.43225891411076e-06,7.2767949728164351e-16
6.097167476359737e-07,0.24947001905009675,76.950000000000003,0.0,0.0,0.0,0.019929758032453813,9.4559398473774294,0.0072167690548181262,0.0090077121069025937,9.8285844152715528e-05,9.3452989132199574e-06,2.3755883151855094e-09,1.3989330546167244e-07,0.12688993250107647,1.5162932995513253e-05,8.827209898163545e-14,0.0050003176753164718,0.10490867559658376,0.45075057454782963,0.12976677908983808,1.0107666964394604e-13,1.5225692633662032e-10,7.7688851621102443e-06,1.3203321262874652e-09,5.6118439043137838e-05,1.6061236121657436e-07,0.033998901990728359,0.1143057737984737,8.9592490191625581e-06,5.3106533422810042e-06,8.1877742357262735e-13,0.004234176714908576,2.2189328859042731e-06,6.5713937355710757e-07,0.00019646005779136769,1.5511999856638037e-05,5.0157018695649581e-07,0.03458050111373745,0.007879508129723059,1.4747790112082171e-10,4.7851739903926091e-11,2.3716879608003172e-07,6.7337978332142388e-08,2.2219926871472919e-10,6.9015678045756981e-05,0.00024812739673023125,0.0053618804095545945,1.0167354508944799e-06,0.0010533102249401446,4.5023280794002944e-05,0.0028922071495834862,4.6558048846513886e-09,0.00016648469335157776,2.3200214244841785e-06,0.015394169021018077,0.00052324712252517622,5.9083458436357348e-08,5.8179644131063591e-05,0.011800548975866333,0.00072978038082875771,8.5409584608565748e-05,3.2511569695833869e-10,3.5597562577856012e-10,0.0028056579922769707,7.3994823326103168e-07,5.374823672753484e-05,1.1773611557026722e-06,3.180337899845899e-06,5.1098674160977293e-06,4.2562350763221538e-08,2.9461219641497737e-13,1.6364226893984462e-07,0.00040941152191475728,6.2335440320331729e-10,9.8322986983028711e-10,5.4561712008353293e-11,5.5389710320877507e-10,0.0020168734463980476,8.0689429182100583e-10,0.019687195433269345,8.0672502101130565e-10,1.7324591109852156e-06,6.7568322929842941e-14,3.8915017655169247e-14,3.4542843676490225e-10,7.458879993585722e-06,1.4502260365904124e-06,7.3680673723068864e-16
6.148890001367387e-07,0.24947020302669243,76.950000000000003,0.0,0.0,0.0,0.019492208099520413,9.4558990671305754,0.0071177742942819741,0.0088262009830860199,9.3861561269017348e-05,8.9246040452772384e-06,2.3277069455545865e-09,1.3850878504555608e-07,0.12637207163599956,1.4857315187778406e-05,8.4298377074033283e-14,0.0049289475754195882,0.10508262916142633,0.45175733833860832,0.12974306400955804,9.9039410084803095e-14,1.525085166543849e-10,7.7817740484710364e-06,1.3031740802293178e-09,5.6243913597428141e-05,1.5344873736857666e-07,0.033980753080727941,0.11431546553619093,8.9544212688503523e-06,5.3077916542187842e-06,8.2060618691055828e-13,0.0042490288576349684,2.2267049520946724e-06,6.5944122426447876e-07,0.00019624748086650561,1.5566392977969511e-05,5.0336519171548625e-07,0.034603625187755713,0.0079010730355537281,1.4799428778604993e-10,4.8019290432173962e-11,2.3780648700072654e-07,6.7521247879469898e-08,2.2265714042155783e-10,6.9673819621970292e-05,0.00025049327737653013,0.0053528880786091922,1.020373826132889e-06,0.0010477251547018613,4.4825260555187267e-05,0.0029047031885283412,4.6629403375683457e-09,0.00016720403783093837,2.3332652435837171e-06,0.015474231263563716,0.00052551278311885915,5.9420738710063242e-08,5.8431509722979635e-05,0.011852726141807598,0.00073352118839975532,8.6892944315204558e-05,3.2508181512848632e-10,3.5958298665501426e-10,0.0028404005245905974,7.4910725098825821e-07,5.3545368645718887e-05,1.1919344364355047e-06,3.2197019981143157e-06,5.0905578212819445e-06,4.2401714749120749e-08,2.9825870940317477e-13,1.6304853108530978e-07,0.00040792667165914559,6.2968318587564385e-10,9.8270501485721315e-10,5.4683300938499798e-11,5.5962531352206707e-10,0.0020168707275350643,8.0909496511862384e-10,0.019722275724425743,8.0892872933663294e-10,1.7687024934624647e-06,6.7312990094016162e-14,3.8767962328303571e-14,3.4692414229839455e-10,7.4638826859948152e-06,1.4681247262226063e-06,7.4589921181258404e-16
6.200612526375037e-07,0.24947038462424845,76.950000000000003,0.0,0.0,0.0,0.01906605231130095,9.4558590756383403,0.0070198953633661427,0.008648534548227161,8.965522202923569e-05,8.5246345802919191e-06,2.280840214361407e-09,1.3714956452962359e-07,0.12585298118762775,1.4558173628386324e-05,8.0520419351003547e-14,0.0048585855006327665,0.10525303939772211,0.4527539267371305,0.12971874993330326,9.7045321435567167e-14,1.5275497835797736e-10,7.7944003831548466e-06,1.2862606090483546e-09,5.6368119206616373e-05,1.4663799426659022e-07,0.03396332102869646,0.11432472199204374,8.9497833004670457e-06,5.3050424609196824e-06,8.2241646687177507e-13,0.0042637713444671349,2.2344196824475038e-06,6.6172609427131053e-07,0.00019604340067413411,1.5620385017322799e-05,5.0514655139351491e-07,0.034625816484571088,0.0079223592921579319,1.4850686984762524e-10,4.8185606491380052e-11,2.3843599273993011e-07,6.770215422566429e-08,2.2310981290166969e-10,7.0325965128346967e-05,0.00025283759837073822,0.0053442440088638018,1.0239845252882791e-06,0.0010420651238612403,4.463062638732402e-05,0.002917093960813421,4.6698447193200729e-09,0.00016791731992368242,2.3463366992877919e-06,0.015553358329179869,0.0005277593535882194,5.9753629409485913e-08,5.8681253367941403e-05,0.011904058029424978,0.00073721649682399455,8.837957298123596e-05,3.2501521062654221e-10,3.6316437188496315e-10,0.0028750066349615849,7.5823026788542503e-07,5.3336408352067037e-05,1.2064504348201504e-06,3.2589113689357906e-06,5.0706696345317497e-06,4.2236254546748031e-08,3.0189088913671507e-13,1.6243571445431365e-07,0.00040639407540784552,6.3596675859088797e-10,9.8220089095858778e-10,5.4803662050465367e-11,5.6531578728898692e-10,0.0020168609894440949,8.1126722930026196e-10,0.019756608868774238,8.1110396359846891e-10,1.8052562084375667e-06,6.7050006475206567e-14,3.8616500641446401e-14,3.4840724523609856e-10,7.4686835834408133e-06,1.4859529161267995e-06,7.5495587114016867e-16
6.252335051382688e-07,0.24947056387413824,76.950000000000003,0.0,0.0,0.0,0.01865094919899915,9.455819856395248,0.0069231292147855584,0.0084746252606440024,8.5655245324813448e-05,8.1442890975052668e-06,2.2349650024042735e-09,1.3581494230570486e-07,0.1253327755523963,1.4265360751722746e-05,7.6927822215706663e-14,0.004789217941547204,0.10541998437894232,0.45374052643341684,0.1296938770760927,9.5093420018420247e-14,1.5299642457407476e-10,7.8067699516533084e-06,1.2695884227492394e-09,5.6491079169778533e-05,1.4016138037574922e-07,0.033946578587351672,0.11433356456512617,8.9453279131908802e-06,5.3024014940395759e-06,8.2420860257481047e-13,0.0042784049783029078,2.2420774965306159e-06,6.6399410782767605e-07,0.00019584748606233106,1.5673978905380564e-05,5.06914375996522e-07,0.034647112437666702,0.0079433717472424618,1.4901567508909098e-10,4.8350697096392373e-11,2.3905745389919535e-07,6.7880738322541305e-08,2.2355735317962601e-10,7.0972107097848613e-05,0.0002551603331716464,0.0053359354188124057,1.027567772597116e-06,0.001036333094925091,4.4439329685923519e-05,0.0029293804739862457,4.6765234525252796e-09,0.00016862459774230154,2.3592374777931762e-06,0.015631561568323116,0.00052998701732028051,6.008217347683782e-08,5.8928895502049307e-05,0.011954557138052555,0.00074086699664271667,8.9869172981238386e-05,3.2491674800973272e-10,3.6671970331774881e-10,0.0029094724227462926,7.6731625687735666e-07,5.3121559321530872e-05,1.2209075166356429e-06,3.2979615982034673e-06,5.0502221947452266e-06,4.206613127890717e-08,3.0550832671259534e-13,1.6180444577380892e-07,0.00040481530133209105,6.4220498226679724e-10,9.8171671016071191e-10,5.4922817891223792e-11,5.7096838127847212e-10,0.0020168442763506588,8.1341157861518663e-10,0.019790210952549632,8.1325121958362345e-10,1.8421163746171908e-06,6.6779627793730176e-14,3.8460779873088335e-14,3.4987786664336653e-10,7.4732907837836793e-06,1.5037086043416664e-06,7.6397569830231219e-16
6.304057576390338e-07,0.24947074080695453,76.950000000000003,0.0,0.0,0.0,0.018246568852231991,9.4557813932900956,0.0068274723522869065,0.0083043877913146005,8.185070635553332e-05,7.7825286017903346e-06,2.1900587754514832e-09,1.3450424052806802e-07,0.12481156526962731,1.3978732725930893e-05,7.3510771719809677e-14,0.0047208315192208365,0.10558354022800369,0.45471731896474032,0.12966848378222814,9.3182747044909212e-14,1.5323296559912138e-10,7.8188883948972136e-06,1.2531542624251462e-09,5.6612816142551293e-05,1.3400120683971015e-07,0.033930499468869842,0.11434201351985018,8.9410481597028149e-06,5.2998646355000192e-06,8.2598292377833426e-13,0.0042929305327002142,2.249678798540281e-06,6.662453846312304e-07,0.00019565941819058507,1.5727177465328396e-05,5.0866877166767902e-07,0.034667549003788045,0.0079641151456234602,1.4952073027225863e-10,4.8514570930540401e-11,2.3967100815525572e-07,6.8057040258059504e-08,2.2399982763124889e-10,7.1612241964815783e-05,0.00025746146925437132,0.0053279499444225976,1.0311237844118268e-06,0.0010305319891510496,4.4251322135513096e-05,0.0029415637049630492,4.6829818542966007e-09,0.00016932592763239487,2.3719692629750497e-06,0.015708852179121588,0.00053219595211431324,6.040641379520735e-08,5.9174455937110264e-05,0.012004235820054422,0.00074447337017846855,9.1361451194650972e-05,3.2478727844022145e-10,3.7024892190711969e-10,0.0029437941116319671,7.7636422364518755e-07,5.2901021532427975e-05,1.2353040997808996e-06,3.3368484125876798e-06,5.0292345080794571e-06,4.1891503299566853e-08,3.0911062626877817e-13,1.6115534104273542e-07,0.00040319189076095909,6.4839775121896495e-10,9.8125171223678061e-10,5.5040790384504285e-11,5.7658298144010421e-10,0.0020168206305191199,8.1552849681334533e-10,0.019823097676970769,8.1537098254136661e-10,1.8792791139025529e-06,6.650210537003332e-14,3.8300944767677382e-14,3.5133612389672222e-10,7.477712065456519e-06,1.5213898527880521e-06,7.7295770883718556e-16
6.355780101397988e-07,0.24947091545256947,76.950000000000003,0.0,0.0,0.0,0.017852592481594674,9.4557436705942237,0.0067329208555022887,0.0081377389606522542,7.8231297676286795e-05,7.4383728180922335e-06,2.1460995675017804e-09,1.3321680420209724e-07,0.12428945715118078,1.3698149346066277e-05,7.0260008562194365e-14,0.0046534129877060732,0.1057437811757382,0.45568448088785179,0.12964260661321395,9.1312367903711759e-14,1.5346470898427556e-10,7.8307612135907566e-06,1.2369549009217924e-09,5.6733352158648055e-05,1.2814078440717114e-07,0.033915058316495918,0.11435008804957307,8.9369373386758582e-06,5.2974279130362566e-06,8.2773975119399889e-13,0.0043073487536423689,2.2572239782264747e-06,6.6848004010126221e-07,0.00019547889012161513,1.5779983419334579e-05,5.1040984090776725e-07,0.034687160719042084,0.0079845941319246824,1.500220611988245e-10,4.8677236365627848e-11,2.402767903348789e-07,6.8231099278807802e-08,2.2443730197651211e-10,7.2246369913960194e-05,0.0002597410075676438,0.0053202756294468048,1.0346527696500788e-06,0.0010246646865668782,4.4066555731497517e-05,0.0029536446013319305,4.6892251387246023e-09,0.00017002136424778874,2.3845337362945512e-06,0.015785241209261808,0.00053438633041888559,6.0726393186204636e-08,5.9417953886987916e-05,0.012053106281064553,0.00074803629154090447,9.2856119089751956e-05,3.2462763985717282e-10,3.7375198699603208e-10,0.0029779680476496495,7.8537320610218831e-07,5.2674991512242567e-05,1.2496386534406909e-06,3.3755676772833371e-06,5.0077252523267269e-06,4.1712526230128898e-08,3.1269740477552e-13,1.6048900567502546e-07,0.00040152535853923976,6.5454499191197711e-10,9.8080516388587097e-10,5.5157600851641452e-11,5.8215950182562631e-10,0.0020167900923606747,8.1761845742117715e-10,0.019855284369135133,8.1746372746012369e-10,1.916740553528249e-06,6.6217686182559447e-14,3.813713756894656e-14,3.5278213084035256e-10,7.4819548995991755e-06,1.5389947862480845e-06,7.819009502137374e-16
6.407502626405639e-07,0.24947108784018085,76.950000000000003,0.0,0.0,0.0,0.017468711997651837,9.4557066729502317,0.0066394704038557515,0.0079745976770881893,7.4787292308165656e-05,7.1108966822474094e-06,2.1030659645246689e-09,1.3195200030765988e-07,0.12376655440687316,1.3423473930313942e-05,6.7166794942585942e-14,0.0045869492362710625,0.10590077961743452,0.45664218394543382,0.12961628043171325,8.9481371468816792e-14,1.5369175961755208e-10,7.8423937724025875e-06,1.2209871434250305e-09,5.6852708650653367e-05,1.2256436369902212e-07,0.033900230676615878,0.11435780633697269,8.9329889873876885e-06,5.2950874958182867e-06,8.2947939678879779e-13,0.0043216603612334301,2.2647134117815087e-06,6.7069818564187137e-07,0.00019530560641659427,1.5832399394766392e-05,5.1213768278349472e-07,0.034705980753209582,0.0080048132531992874,1.5051969276948114e-10,4.883870148111217e-11,2.4087493248764593e-07,6.8402953811861395e-08,2.2486984127332364e-10,7.2874494732296966e-05,0.00026199896200162804,0.0053129009156606174,1.0381549302170861e-06,0.0010187340259800882,4.3884982800439374e-05,0.0029656240826030386,4.6952584192742923e-09,0.00017071096062258389,2.396932576696457e-06,0.015860739557911622,0.00053655831956188067,6.1042154407355986e-08,5.9659407993500142e-05,0.012101180580310964,0.00075155642663775671,9.4352892801099103e-05,3.2443865714371174e-10,3.7722887561496986e-10,0.0030119906972131071,7.9434227387649793e-07,5.2443662382082763e-05,1.2639096972625914e-06,3.4141153937869028e-06,4.9857127811628261e-06,4.1529352994632389e-08,3.1626829182943984e-13,1.5980603463890188e-07,0.00039981719337604154,6.6064666173414083e-10,9.8037635792529226e-10,5.5273270031726138e-11,5.876978835306329e-10,0.0020167527005376397,8.1968192400957198e-10,0.019886785992577413,8.195299193363222e-10,1.9544968281230553e-06,6.5926612923925019e-14,3.7969498052267579e-14,3.5421599793795713e-10,7.4860264618042173e-06,1.5565215913576278e-06,7.9080450131994379e-16
6.459225151413289e-07,0.24947125799835432,76.950000000000003,0.0,0.0,0.0,0.017094629606605558,9.4556703853610564,0.0065471162995033669,0.0078148848775145899,7.1509508945353779e-05,6.7992270312076615e-06,2.0609370886943386e-09,1.3070921695766569e-07,0.12324295676556332,1.3154573219356385e-05,6.4222883298682096e-14,0.0045214272913201544,0.10605460616741491,0.4575905952266543,0.12958953848152066,8.7688869428707278e-14,1.5391421980310731e-10,7.8537913040113781e-06,1.2052478279730967e-09,5.6970906470080426e-05,1.1725707887225275e-07,0.03388599297131533,0.11436518561113898,8.9291968744628369e-06,5.2928396901487459e-06,8.3120216407670951e-13,0.0043358660513226508,2.2721474626914612e-06,6.7289992889413804e-07,0.00019513928273343333,1.5884427930148062e-05,5.1385239312969277e-07,0.034724040962219996,0.0080247769614725153,1.5101364904057063e-10,4.899897408248693e-11,2.4146556395659121e-07,6.8572641485982344e-08,2.2529750991218794e-10,7.3496623664161576e-05,0.00026423535886682816,0.0053058146330502882,1.0416304614173687e-06,0.0010127428049816595,4.3706556018709574e-05,0.0029775030414127806,4.7010867111075588e-09,0.00017139476824056942,2.4091674604944608e-06,0.015935357977672534,0.00053871208196960461,6.1353740149182451e-08,5.9898836350893165e-05,0.012148470631019027,0.00075503443319068072,9.5851493200314167e-05,3.2422114228811176e-10,3.8067958179447271e-10,0.0030458586451846811,8.0327052780099123e-07,5.2207223900394024e-05,1.2781158005452915e-06,3.4524876977040556e-06,4.9632151283251683e-06,4.1342133854369106e-08,3.1982292945043124e-13,1.5910701259205966e-07,0.00039806885818305078,6.6670274779699855e-10,9.7996461249700459e-10,5.5387818101041433e-11,5.9319809365745006e-10,0.0020167084920641302,8.2171935045370188e-10,0.019917617157483167,8.2157001343511309e-10,1.9925440816904446e-06,6.5629124056167048e-14,3.7798163556469939e-14,3.5563783241739509e-10,7.4899336434653474e-06,1.5739685156124613e-06,7.9966747195802968e-16
6.510947676420939e-07,0.2494714259550652,76.950000000000003,0.0,0.0,0.0,0.016730057423792136,9.4556347931795663,0.0064558534892338029,0.0076585234697000336,6.8389279452295613e-05,6.5025395111656126e-06,2.0196925831466596e-09,1.2948786259424317e-07,0.12271876059159843,1.2891317279080202e-05,6.1420487101495537e-14,0.0044568343179891166,0.1062053297115254,0.45852987732139611,0.12956241246329375,8.5933995637799103e-14,1.541321893374914e-10,7.8649589129966496e-06,1.1897338258869444e-09,5.7087965906638131e-05,1.1220489499118106e-07,0.033872322471406723,0.11437224220111604,8.9255549927397163e-06,5.2906809352347908e-06,8.3290834839885216e-13,0.0043499664970545818,2.2795264825486593e-06,6.7508537397675455e-07,0.00019497964544145356,1.5936071480846989e-05,5.1555406474369356e-07,0.034741371938670516,0.0080444896161989583,1.515039532781548e-10,4.9158061718825581e-11,2.4204881144652766e-07,6.8740199152113855e-08,2.2572037161179492e-10,7.4112767269432191e-05,0.00026645023638453364,0.0052990059899313173,1.045079552351285e-06,0.0010066937799477365,4.3531228429251345e-05,0.0029892823446830315,4.7067149333149793e-09,0.0001720728371020483,2.4212400612475294e-06,0.016009107076563139,0.00054084777537706053,6.1661193032050983e-08,6.0136256529230192e-05,0.012194988200896045,0.00075847096075612279,9.7351645959651935e-05,3.2397589453996977e-10,3.8410411589241701e-10,0.003079568592969113,8.1215709941056942e-07,5.1965862505345554e-05,1.2922555814387123e-06,3.490680856589243e-06,4.9402500116633377e-06,4.1151016441447897e-08,3.2336097188152804e-13,1.5839251401317151e-07,0.00039628179040360315,6.7271326576057522e-10,9.7956927028758135e-10,5.5501264691733414e-11,5.9866012429999615e-10,0.0020166575024031354,8.2373118118412475e-10,0.019947792130534197,8.2358445554233772e-10,2.0308784695026408e-06,6.5325453864304119e-14,3.7623269014688552e-14,3.5704773840949984e-10,7.4936830627035249e-06,1.5913338663889318e-06,8.0848900234703753e-16
6.56267020142859e-07,0.24947159173773845,76.950000000000003,0.0,0.0,0.0,0.016374717104437837,9.455599882098527,0.0063656765853566484,0.0075054382766262901,6.5418418551829578e-05,6.2200556941241754e-06,1.9793125972456464e-09,1.2828736522131638e-07,0.12219405899674871,1.2633579406534511e-05,5.8752253619578127e-14,0.0043931576214323474,0.10635301745760767,0.45946018846834219,0.12953493260620089,8.4215905489556493e-14,1.543457655829682e-10,7.8759015795799408e-06,1.1744420421231889e-09,5.7203906706730084e-05,1.0739455894651107e-07,0.033859197269946593,0.11437899158604133,8.9220575522682154e-06,5.2886077990373614e-06,8.3459823719247722e-13,0.0043639623503468261,2.2868508118262464e-06,6.7725462171542784e-07,0.00019482643125154017,1.5987332424493769e-05,5.172427875692795e-07,0.034758003060429726,0.0080639554866367702,1.5199062800955459e-10,4.9315971699504501e-11,2.4262479909011682e-07,6.8905662903186229e-08,2.2613848941549629e-10,7.4722939284953372e-05,0.00026864364418877464,0.005292464563020698,1.0485023862893437e-06,0.0010005896660404421,4.335895345661264e-05,0.0030009628347349849,4.7121479110583504e-09,0.00017274521578804374,2.4331520496281548e-06,0.016081997320031034,0.0005429655530314098,6.1964555602819597e-08,6.0371685597157132e-05,0.012240744912693715,0.00076186665075101637,9.8853081608440637e-05,3.237037005617164e-10,3.8750250393602534e-10,0.0031131173566340061,8.210011504465095e-07,5.1719761355875789e-05,1.3063277061553564e-06,3.5286912678155724e-06,4.9168348370606011e-06,4.0956145791297355e-08,3.2688208539158095e-13,1.5766310332996404e-07,0.00039445740233319277,6.7867825868431886e-10,9.7918969776234959e-10,5.56136289097379e-11,6.0408399155059342e-10,0.0020165997655600338,8.2571785142939132e-10,0.019977324844397008,8.2557368220797597e-10,2.0694961599088087e-06,6.501583250819085e-14,3.7444946984228627e-14,3.5844581708239773e-10,7.4972810748789135e-06,1.6086160099782977e-06,8.1726826263235221e-16
6.61439272643624e-07,0.2494717553732854,76.950000000000003,0.0,0.0,0.0,0.016028339489976361,9.4555656381409943,0.0062765798856728181,0.0073555559825992422,6.2589195410170175e-05,5.9510403749303238e-06,1.9397777723203602e-09,1.2710717166997764e-07,0.12166894194804032,1.2381236038892154e-05,5.6211238387841721e-14,0.0043303846478492704,0.10649773498413882,0.46038168269748603,0.1295071277359198,8.2533775309624067e-14,1.545550435381705e-10,7.8866241632301648e-06,1.1593694155616903e-09,5.7318748091256933e-05,1.028135534460965e-07,0.033846596256287005,0.11438544844230586,8.9186989734491835e-06,5.2866169742045723e-06,8.3627211024983643e-13,0.004377854243300853,2.2941207806176545e-06,6.7940776986188739e-07,0.00019467938685382763,1.6038213066156808e-05,5.1891864887232409e-07,0.034773962537467736,0.0080831787541462211,1.5247369507255528e-10,4.9472711110168295e-11,2.4319364851188652e-07,6.9069068093296738e-08,2.2655192568856122e-10,7.5327156489103013e-05,0.00027081564283957952,0.0052861802875186249,1.0518991410295051e-06,0.00099443313720760798,4.3189684920550935e-05,0.0030125453303599193,4.7173903776365432e-09,0.00017341195152202363,2.4449050932809759e-06,0.016154039032985575,0.00054506556388751932,6.2263870331236879e-08,6.0605140143788427e-05,0.012285752244839901,0.00076522213648278045,0.00010035553558297121,3.2340533457530554e-10,3.9087478697837804e-10,0.0031465018650545453,8.2980187236724627e-07,5.1469100371751659e-05,1.3203308881918963e-06,3.5665154564723503e-06,4.8929867022610893e-06,4.0757664374387403e-08,3.3038594808049473e-13,1.5691933504381273e-07,0.00039259708143125796,6.8459779590333819e-10,9.7882528441497466e-10,5.5724929352032163e-11,6.0946973452841908e-10,0.0020165353141726192,8.2767978745090023e-10,0.020006228906887323,8.2753812098183084e-10,2.1083933360628185e-06,6.4700486073125051e-14,3.7263327675712179e-14,3.5983216677059966e-10,7.5007337827191758e-06,1.6258133706335385e-06,8.2600445240155134e-16
