Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55)
3.814145711676247e-09,0.19780727838525133,76.950000000000003,0.0,0.0,0.0,0.99960835889122057,9.4998967837827255,1.9611301098282906e-05,0.00018164627580058058,8.1233441347206136e-05,0.00010178843594155948,2.1010366141691034e-10,9.835600400856488e-10,2.3651115484007973e-06,1.4106351706598547e-06,2.9147560023964829e-12,1.6899392977084656e-08,1.3106515390544709e-08,2.2437509824883161e-06,1.2598452936047193e-06,2.5366990546182422e-14,1.8173604653609496e-17,4.5990055131348772e-14,6.417867798626432e-17,1.7594426662532392e-11,7.3965265202610418e-09,2.0759680463848506e-08,2.0789646881285592e-08,1.7589234841985786e-11,1.2376960178773511e-11,7.5953936917034714e-23,5.2745629322054993e-10,8.9112472875676197e-13,3.1035034546830004e-13,3.7891199135849715e-17,2.4317008307859514e-12,3.1140590781397804e-16,3.6659633242000354e-17,2.2364659555638647e-08,4.4867211964967212e-17,1.1276931291376812e-17,1.6026388555367305e-12,1.3273596390245236e-13,3.1772488427965521e-15,2.3796898952357764e-12,5.2232028660631865e-12,3.6657333348900714e-17,4.0071985609955002e-15,1.0991391519281759e-13,9.1040073282332108e-14,1.3096871701521197e-14,1.6819300699604755e-17,5.7127915309780795e-15,6.5778052009474152e-14
4.0058651183101785e-09,0.19780726624596648,76.950000000000003,0.0,0.0,0.0,0.99958861612074357,9.4998914146833169,2.0595910188371421e-05,0.00019077126664179543,8.5129982471771463e-05,0.0001070839302540694,2.2065809705057082e-10,9.8354126448915584e-10,2.4839940854150621e-06,1.4815428266131581e-06,3.0663947880826491e-12,1.9582183508425609e-08,1.5216944878986182e-08,2.3565342495320462e-06,1.3896386345289543e-06,2.664209973856424e-14,1.9633567227303182e-17,5.4248661323312172e-14,7.4379553536639115e-17,1.9203476296126186e-11,7.8153763485138104e-09,2.3120831696727935e-08,2.3154207234406574e-08,1.9589931697466675e-11,1.3785315362057448e-11,7.9772451076707153e-23,5.8164154882864292e-10,9.8267543741376279e-13,3.4224838878452284e-13,4.9504258660220135e-17,2.8148419364085829e-12,3.4538918161847927e-16,4.790423379829549e-17,2.3488915545041087e-08,5.1936523112876086e-17,1.3053729825527123e-17,1.6097923249068292e-12,1.3380731079480478e-13,3.1775632141206261e-15,2.4516794227959659e-12,5.5354260020696064e-12,4.7901069124166259e-17,4.6535243772346788e-15,1.3379890465937469e-13,1.098483168533186e-13,1.6468412529384709e-14,1.8550030465490949e-17,7.4077957231347875e-15,7.2593877789645562e-14
4.19758452494411e-09,0.19780725410750274,76.950000000000003,0.0,0.0,0.0,0.99956886796737709,9.499886045816698,2.1580408278722022e-05,0.00019989564224518155,8.9026164700375067e-05,0.00011237892689661637,2.3121181043144577e-10,9.8352248358330073e-10,2.6028741944756741e-06,1.5524456314966196e-06,3.2180193227730602e-12,2.2534470402887204e-08,1.7542454150520651e-08,2.4693153236742234e-06,1.5257895392026242e-06,2.79171216957439e-14,2.1173991871286927e-17,6.3454620780073612e-14,8.5607259295861671e-17,2.0865066161665888e-11,8.2343120937432171e-09,2.561202279785318e-08,2.564899526493054e-08,2.1700823253634549e-11,1.5271269090243148e-11,8.3590890990880254e-23,6.3845831351626093e-10,1.0786725404671531e-12,3.7569656763417969e-13,6.382450563726941e-17,3.2359956062818093e-12,3.8125206253744901e-16,6.177326094565254e-17,2.4613150891406179e-08,5.9707197902721627e-17,1.5006808590569582e-17,1.616384896632309e-12,1.3487754979914945e-13,3.1778540496873806e-15,2.5235371510125647e-12,5.8478246558022502e-12,6.1768974152842807e-17,5.3656146626753105e-15,1.6137629092840241e-13,1.3133053720400804e-13,2.0479874803972119e-14,2.0364948299962328e-17,9.4802716611263934e-15,7.974923348295802e-14
4.3893039315780415e-09,0.19780724196985397,76.950000000000003,0.0,0.0,0.0,0.99954911443842953,9.4998806771801192,2.256479537434318e-05,0.00020901939019709069,9.2921980663069752e-05,0.00011767341585333245,2.41764787202796e-10,9.8350369737527848e-10,2.7217518749445375e-06,1.623343488857376e-06,3.3696293196589732e-12,2.5769113085263769e-08,2.0093459155981601e-08,2.5820942068025499e-06,1.6682973284114888e-06,2.9192054683241116e-14,2.2798736106119032e-17,7.3660287804482135e-14,9.7911032701006501e-17,2.2577339908830105e-11,8.6533000137317519e-09,2.8233275000319133e-08,2.8274032239050865e-08,2.3921927349414181e-11,1.6834833968030604e-11,8.7409256723473815e-23,6.9790422925812163e-10,1.1791120468269146e-12,4.1069352854893204e-13,8.1303053593728604e-17,3.6969122822773124e-12,4.1901128147760456e-16,7.8704905514039484e-17,2.5737365497112448e-08,6.8211532775733718e-17,1.7144284937387002e-17,1.6225379280671969e-12,1.359469167756025e-13,3.1781264540593406e-15,2.5952995190496353e-12,6.1603598642734584e-12,7.8699180909673118e-17,6.1466051778210399e-15,1.9300781434760701e-13,1.5570770051941294e-13,2.5213484838172315e-14,2.2263978768464364e-17,1.1988717957320789e-14,8.724459896375881e-14
4.581023338211973e-09,0.19780722983301402,76.950000000000003,0.0,0.0,0.0,0.99952935554121525,9.4998753087708323,2.3549071480250133e-05,0.00021814249808736251,9.6817422991717463e-05,0.0001229673871121338,2.5231701301193344e-10,9.8348490587230149e-10,2.8406271261844244e-06,1.6942363022697793e-06,3.5212244920400103e-12,2.9298967154673698e-08,2.2880372969774357e-08,2.694870900739495e-06,1.817161314212932e-06,3.0466896967064974e-14,2.4511656374670771e-17,8.4918007400666687e-14,1.113401106004121e-16,2.4338506700681762e-11,9.0723151803005362e-09,3.0984600518066573e-08,3.1029330391047251e-08,2.6253254177611282e-11,1.8476017204624998e-11,9.1227548336198726e-23,7.5997693973627715e-10,1.2839899682964153e-12,4.4723791893644626e-13,1.024388177220141e-16,4.1993361852152189e-12,4.5868353004734974e-16,9.9183975076991015e-17,2.6861559291507634e-08,7.7481709323230773e-17,1.9474247350615067e-17,1.6283465654587669e-12,1.3701559685902307e-13,3.178384429307275e-15,2.6669932839250272e-12,6.4730028936530186e-12,9.9176429134753539e-17,6.9996246846287509e-15,2.2907207151428285e-13,1.8320631851718988e-13,3.0757409473548467e-14,2.4247046490827387e-17,1.4997003412944083e-14,9.5080451650075632e-14
4.7727427448459044e-09,0.19780721769697657,76.950000000000003,0.0,0.0,0.0,0.99950959128305528,9.499869940586084,2.4533236601464851e-05,0.00022726495350940161,0.00010071248431938793,0.00012826083066544986,2.6286847351031097e-10,9.8346610908157222e-10,2.9594999475589783e-06,1.7651239753359971e-06,3.6728045533450268e-12,3.3136884297185305e-08,2.5913605723867881e-08,2.8076454072446181e-06,1.9723807999392739e-06,3.1741646813724797e-14,2.6316608017682046e-17,9.7280113606929539e-14,1.2594372822723024e-16,2.6146838904804009e-11,9.4913391873937321e-09,3.386600482716822e-08,3.391489520788492e-08,2.8694808218933376e-11,2.0194821978560676e-11,9.5045765888635682e-23,8.2467409032524114e-10,1.3933023195472596e-12,4.8532838707199643e-13,1.2778091340880875e-16,4.745005332270098e-12,5.0028546061336531e-16,1.2374426135996175e-16,2.7985732225451782e-08,8.7549794608072122e-17,2.2004755529435816e-17,1.6338853045031102e-12,1.3808373484476545e-13,3.1786311088760779e-15,2.7386380368127052e-12,6.785732606938174e-12,1.237344322580484e-16,7.9277949578298437e-15,2.699645101986276e-13,2.1405817078171263e-13,3.720586778835154e-14,2.6314076140803546e-17,1.8574527900336155e-14,1.0325726650900858e-13
4.964462151479836e-09,0.19780720556173545,76.950000000000003,0.0,0.0,0.0,0.99948982167127687,9.4998645726231317,2.5517290743016075e-05,0.00023638674406025465,0.00010460715728182852,0.00013355373650887921,2.7341915435361251e-10,9.8344730701030143e-10,3.0783703384327176e-06,1.8360064116866133e-06,3.8243692170936346e-12,3.7295712198469891e-08,2.92035645417933e-08,2.9204177280168161e-06,2.1339550802011398e-06,3.3016302490240876e-14,2.8217445249321508e-17,1.1079892818113242e-13,1.4177111820593008e-16,2.8000669863329057e-11,9.9103583932697616e-09,3.6877488415456872e-08,3.6930727181387014e-08,3.1246589725295843e-11,2.19912484844582e-11,9.8863909438311226e-23,8.9199332807719373e-10,1.5070451180942727e-12,5.2496358209011668e-13,1.5793105090019131e-16,5.3356515543226454e-12,5.4383368635708533e-16,1.5297090654152545e-16,2.9109884266928686e-08,9.8447741485107238e-17,2.4743840468119008e-17,1.6392124616100723e-12,1.3915144390005878e-13,3.1788689456585321e-15,2.8102481317215156e-12,7.098533441974201e-12,1.529582426693993e-16,8.9342307962192026e-15,3.1609742415550399e-13,2.485000402062517e-13,4.4659237345524693e-14,2.8464992445605445e-17,2.279637548552162e-14,1.1177551606211017e-13
5.1561815581137674e-09,0.19780719342728456,76.950000000000003,0.0,0.0,0.0,0.99947004671321416,9.4998592048792219,2.6501233909939306e-05,0.00024550785734068706,0.00010850143451812416,0.0001388460946406544,2.8396904120184061e-10,9.834284996657079e-10,3.1972382981710298e-06,1.9068835149812191e-06,3.9759181968808655e-12,4.1788294456510277e-08,3.2760653472685251e-08,3.0331878646964911e-06,2.3018834408908788e-06,3.429086226415513e-14,3.0218021132762999e-17,1.2552675957233513e-13,1.5887150959040493e-16,2.9898391739408681e-11,1.0329362594453354e-08,4.0019048102430614e-08,4.0076823130062705e-08,3.3908595838804302e-11,2.3865294722681889e-11,1.026819790407712e-22,9.6193230170727381e-10,1.6252143842706273e-12,5.6614215397630121e-13,1.9354592634350371e-16,5.9730005132571582e-12,5.8934478133102593e-16,1.8750276867952352e-16,3.0234015397542247e-08,1.1020738892062308e-16,2.7699504536311623e-17,1.6443737428475513e-12,1.4021881277541386e-13,3.1790998621296984e-15,2.8818341389421187e-12,7.4113938835335775e-12,1.8748661606607144e-16,1.0022040033911986e-14,3.6789994782449878e-13,2.867734609691771e-13,5.3224155220357397e-14,3.0699720185446888e-17,2.7743460125373764e-14,1.2063567039075261e-13
5.347900964747699e-09,0.1978071812936175,76.950000000000003,0.0,0.0,0.0,0.99945026641620682,9.4998538373516084,2.7485066107276834e-05,0.00025462828095526048,0.00011239530866995102,0.00014413789506251105,2.9451811971940755e-10,9.8340968705501501e-10,3.3161038261401797e-06,1.9777551889090214e-06,4.1274512064020654e-12,4.6627470494389231e-08,3.6595273425393792e-08,3.1459558188676345e-06,2.4761651591860364e-06,3.5565324403542064e-14,3.2322187555788244e-17,1.4151590215425354e-13,1.7729412693342732e-16,3.1838453440080586e-11,1.0748344085557432e-08,4.3290677975125187e-08,4.3353177136347136e-08,3.6680821385169684e-11,2.5816957059246171e-11,1.0649997474965133e-22,1.0344886615789547e-09,1.7478061412031172e-12,6.0886275355875583e-13,2.3533960909011789e-16,6.6587717192034403e-12,6.3683528051495891e-16,2.2803478622038272e-16,3.1358125609807261e-08,1.2286046231076563e-16,3.087972155906961e-17,1.649405003547765e-12,1.4128591122609633e-13,3.1793253664261765e-15,2.9534038731554758e-12,7.7243053776233306e-12,2.2801437483474531e-16,1.1194323551567424e-14,4.258180509152408e-13,3.2912447890072929e-13,6.3013613866696852e-14,3.3018184193085629e-17,3.3502664020881201e-14,1.2983819714148327e-13
5.53962037138163e-09,0.1978071691607281,76.950000000000003,0.0,0.0,0.0,0.99943048078760166,9.499848470037545,2.8468787340077713e-05,0.00026374800251240859,0.00011628877238109967,0.00014942912778028702,3.0506637557522165e-10,9.8339086918545375e-10,3.4349669217073046e-06,2.0486213371894274e-06,4.2789679594700466e-12,5.1826075473144033e-08,4.0717822102647579e-08,3.2587215920598346e-06,2.6567995035528822e-06,3.6839687177019261e-14,3.4533795206408418e-17,1.5881863563485059e-13,1.97088189386297e-16,3.3819358613833365e-11,1.1167297007038846e-08,4.6692370037393663e-08,4.6759781196834154e-08,3.9563259424153084e-11,2.7846230614260395e-11,1.1031789661674516e-22,1.1096600596895049e-09,1.8748164147875654e-12,6.5312403250019328e-13,2.8408592514357775e-16,7.3946785477227016e-12,6.8632167987194458e-16,2.7532034150652568e-16,3.2482214905078019e-08,1.3643857379892613e-16,3.4292436896629349e-17,1.6543343578265868e-12,1.4235279395745544e-13,3.1795466410691483e-15,3.024963105488575e-12,8.0372615754116941e-12,2.7529477038234911e-16,1.2454175287579439e-14,4.9031453287679411e-13,3.7580342380093075e-13,7.4147052006569879e-14,3.5420309353368285e-17,4.0166968879907171e-14,1.3938356153136668e-13
5.731339778015562e-09,0.1978071570286102,76.950000000000003,0.0,0.0,0.0,0.99941068983475134,9.4998431029342871,2.9452397613397785e-05,0.00027286700962451499,0.0001201818182979209,0.00015471978280359765,3.156137944427777e-10,9.833720460642605e-10,3.5538275842404175e-06,2.1194818635726503e-06,4.4304681700057985e-12,5.7396940204663649e-08,4.5138693935239202e-08,3.371485185750219e-06,2.8437857337499943e-06,3.8113948853758268e-14,3.6856693548494122e-17,1.7748722454543295e-13,2.1830290982667936e-16,3.5839663719283136e-11,1.1586216866782478e-08,5.0224114686150775e-08,5.0296625699223547e-08,4.2555901653314685e-11,2.9953109546851115e-11,1.1413574469206989e-22,1.187444149655535e-09,2.0062412336643874e-12,6.9892464328968214e-13,3.4062083686971064e-16,8.1824282569382186e-12,7.3782043640423438e-16,3.3017362336506116e-16,3.360628329192801e-08,1.5097322259210743e-16,3.7945567523922832e-17,1.6591838284042931e-12,1.4341950375376066e-13,3.179764612355652e-15,3.0965160866546513e-12,8.3502577756622146e-12,3.3014184449938595e-16,1.3804682249234475e-14,5.6186901725225616e-13,4.2706469294519227e-13,8.6750440862949099e-14,3.7906020602777392e-17,4.783558053428804e-14,1.4927222635331476e-13
5.923059184649493e-09,0.19780714489725745,76.950000000000003,0.0,0.0,0.0,0.99939089356501443,9.4998377360390833,3.0435896932299682e-05,0.00028198528990798922,0.00012407443906977151,0.00016000985014551138,3.261603620002457e-10,9.8335321769867765e-10,3.6726858131084059e-06,2.190336671840303e-06,4.5819515520291847e-12,6.3352891064639983e-08,4.9868280016246545e-08,3.4842466013653147e-06,3.0371231008318936e-06,3.9388107703495304e-14,3.9294730797418978e-17,1.975739177679932e-13,2.4098749401288322e-16,3.789797616152069e-11,1.200510017066436e-08,5.3885901079149725e-08,5.3963699790643932e-08,4.5658738719806917e-11,3.2137587275192012e-11,1.1795351902392926e-22,1.2678385866986274e-09,2.1420766291942918e-12,7.4626323923454245e-13,4.0584481905347092e-16,9.0237220046114606e-12,7.9134796820903538e-16,3.9347198882870021e-16,3.4730330784853953e-08,1.6649579527628304e-16,4.1847002109839647e-17,1.663970665673497e-12,1.4448607411336081e-13,3.1799800058459457e-15,3.1680659523411699e-12,8.6632904918207915e-12,3.9343278980719984e-16,1.5248924523837053e-14,6.4097794591974512e-13,4.831665450612118e-13,1.0095636603296515e-13,4.0475242928980736e-17,5.6614047331555167e-14,1.5950465198140472e-13
6.114778591283425e-09,0.1978071327666637,76.950000000000003,0.0,0.0,0.0,0.99937109198575591,9.4998323693491944,3.1419285301852813e-05,0.00029110283098334372,0.00012796662734889476,0.00016529931982278974,3.3670606393055873e-10,9.8333438409595399e-10,3.7915416076810355e-06,2.2611856658059913e-06,4.733417819665823e-12,6.9706749905597764e-08,5.4916968035318909e-08,3.5970058402828582e-06,3.2368108471527325e-06,4.0662161996541882e-14,4.1851753895727049e-17,2.1913094810399671e-13,2.6519113976342024e-16,3.9992952493816706e-11,1.242394414541068e-08,5.7677717410909633e-08,5.7760991653993262e-08,4.8871760454299848e-11,3.4399656641583152e-11,1.2177121965897496e-22,1.3508410276310514e-09,2.2823186354341184e-12,7.9513847445228932e-13,4.8072523120875026e-16,9.9202548651638877e-12,8.4692065453413262e-16,4.6615832389524346e-16,3.585435740324801e-08,1.8303756613075232e-16,4.6004601096236661e-17,1.6687083933113402e-12,1.4555253134462332e-13,3.1801933903482015e-15,3.2396150280160954e-12,8.9763571253906287e-12,4.661103091955327e-16,1.6789975289803211e-14,7.281545732198122e-13,5.443709042779938e-13,1.1690410520652338e-13,4.312790137038283e-17,6.6614372595531559e-14,1.7008129637618425e-13
6.306497997917356e-09,0.19780712063682274,76.950000000000003,0.0,0.0,0.0,0.99935128510434712,9.4998270028618776,3.2402562727133431e-05,0.00030021962047527035,0.0001318583757901996,0.00017058818185622826,3.4725088592150208e-10,9.8331554526334451e-10,3.9103949673289494e-06,2.3320287493159127e-06,4.8848666871568473e-12,7.6471333969998865e-08,6.0295142213021345e-08,3.7097629038335256e-06,3.4428482063700416e-06,4.193611000379561e-14,4.4531608488822212e-17,2.4221053188551512e-13,2.9096303616082346e-16,4.2123296682873586e-11,1.2842746543632996e-08,6.1599551106854816e-08,6.1688488702373113e-08,5.2194956035567998e-11,3.6739310028598474e-11,1.2558884664226509e-22,1.4364491308415572e-09,2.4269632891128223e-12,8.4554900386262286e-13,5.6629868604276022e-16,1.0873715846644377e-11,9.0455483583337297e-16,5.4924340324004186e-16,3.6978363170601298e-08,2.0062969744149152e-16,5.042619677669528e-17,1.6734076183927039e-12,1.4661889611242387e-13,3.1804052119923495e-15,3.3111650436449922e-12,9.2894557343110691e-12,5.4918497416455121e-16,1.843090082772178e-14,8.2392895996881158e-13,6.1094317364505517e-13,1.347397018951923e-13,4.5863921015678566e-17,7.795512139240311e-14,1.8100261508996506e-13
6.498217404551288e-09,0.1978071085077282,76.950000000000003,0.0,0.0,0.0,0.99933147292816471,9.4998216365743833,3.3385729213224539e-05,0.00030933564601271689,0.00013574967705136943,0.00017587642627066768,3.5779481366580157e-10,9.8329670120810916e-10,4.0292458914236707e-06,2.4028658262494489e-06,5.0362978688592307e-12,8.3659455803403158e-08,6.6013183235215225e-08,3.8225177933026109e-06,3.6552344034485227e-06,4.3209949996750842e-14,4.7338138900670798e-17,2.6686486861173661e-13,3.1835236277854551e-16,4.4287758435547145e-11,1.3261505507809107e-08,6.56513889587783e-08,6.574617771476226e-08,5.5628314105333e-11,3.9156539440129339e-11,1.2940640001732114e-22,1.5246605562812611e-09,2.5760066296076001e-12,8.9749348317947152e-13,6.6367341410434416e-16,1.1885787907642293e-11,9.6426681382201508e-16,6.4380824891053923e-16,3.810234811388905e-08,2.1930323981350065e-16,5.5119593375026409e-17,1.6780766562552149e-12,1.4768518460614556e-13,3.1806158205108556e-15,3.3827172840098657e-12,9.6025848696003132e-12,6.4373758210038331e-16,2.0174760531383536e-14,9.2884796735810834e-13,6.8315205777816817e-13,1.5461603535454235e-13,4.8683227003409374e-17,9.0761521862619457e-14,1.9226906127210414e-13
6.881656217819152e-09,0.19780708425175378,76.950000000000003,0.0,0.0,0.0,0.99929183272101807,9.4998109045879069,3.5351729388204431e-05,0.00032756535576169998,0.0001435309086790982,0.0001864510223616685,3.7887992921060674e-10,9.8325899745883402e-10,4.2669404304440021e-06,2.5445215760743825e-06,5.3391060328916815e-12,9.9357538954523083e-08,7.8510370489704857e-08,4.0480210549197791e-06,4.0990501676069741e-06,4.5757299028791094e-14,5.3346597723677809e-17,3.211065126143824e-13,3.781799729907143e-16,4.8714252679833971e-11,1.4098887130147454e-08,7.4145021650736109e-08,7.4252076098867889e-08,6.2825470033804571e-11,4.4223692770684463e-11,1.3704128610945405e-22,1.7088840213806305e-09,2.8872735416534525e-12,1.0059789183122509e-12,8.9863185268319759e-16,1.4092466956210195e-11,1.0899891733664003e-15,8.7206670672463038e-16,4.0350255651044465e-08,2.6001820362095445e-16,6.5352866340320229e-17,1.6873485559008636e-12,1.4981758027866653e-13,3.1810344237634534e-15,3.5258319364736167e-12,1.0228930750539666e-11,8.7196507931252719e-16,2.3983485642978741e-14,1.1683912529984766e-12,8.4557001380605034e-13,2.0113699392595359e-13,5.4571398806933262e-17,1.2130606529348181e-13,2.1583913665568094e-13
7.2650950310870155e-09,0.19780705999869055,76.950000000000003,0.0,0.0,0.0,0.99925217142345168,9.4998001733678219,3.731728586759302e-05,0.00034579186134990088,0.00015131026355374021,0.00019702302837526668,3.9996129620895369e-10,9.8322127290633105e-10,4.5046252197317883e-06,2.6861521470021205e-06,5.6418400289312091e-12,1.1690340248981096e-07,9.2491502101124033e-08,4.2735156345689457e-06,4.5682517656369072e-06,4.830419527695847e-14,5.9907857605572848e-17,3.8227312606048602e-13,4.4506718879130374e-16,5.326328781411301e-11,1.4936078626000527e-08,8.3158500459698952e-08,8.3278571672206174e-08,7.0463129439589858e-11,4.9601047071713482e-11,1.4467587825483878e-22,1.9034927332541955e-09,3.2160877386558078e-12,1.1205840411471639e-12,1.1959883596197233e-15,1.6553635329618548e-11,1.2242173742121872e-15,1.16107638584884e-15,4.2598080284092992e-08,3.0542864057867066e-16,7.6766295354270729e-17,1.6965611260314644e-12,1.5194979045436606e-13,3.1814507575814711e-15,3.6689640691020246e-12,1.0855388987741116e-11,1.1609332052863298e-15,2.8240488456016024e-14,1.4514950880084237e-12,1.0338342387762095e-12,2.5782916242346367e-13,6.0791818869491797e-17,1.5938661961995899e-13,2.4079509986257876e-13
7.656891163098512e-09,0.19780703521997,76.950000000000003,0.0,0.0,0.0,0.99921162395667129,9.499789209022083,3.9325224769120078e-05,0.00036441221397298218,0.00015925717538589409,0.00020782270045394008,4.2149815555343469e-10,9.8318270469301266e-10,4.7474804402502043e-06,2.8308428490675242e-06,5.9510933418884195e-12,1.3684677968814844e-07,1.0839643834154644e-07,4.5039160685361334e-06,5.0738949825350424e-06,5.090612086280882e-14,6.7215076128704325e-17,4.5235973757742136e-13,5.2111325553926118e-16,5.8029194571369979e-11,1.579131201246843e-08,9.2905273912714444e-08,9.3039421293013812e-08,7.8722158857740573e-11,5.5415944858698377e-11,1.524765683915444e-22,2.113050902940791e-09,3.5701609392238355e-12,1.2439971187540037e-12,1.5764434231525002e-15,1.9345099268115258e-11,1.3702913594535174e-15,1.5310237291211728e-15,4.4894812517689357e-08,3.5693321920405525e-16,8.9711420677447354e-17,1.7059370869097493e-12,1.5412832877164371e-13,3.1818748256965785e-15,3.8152369410572119e-12,1.1495613943366474e-11,1.5308243086502632e-15,3.3078523022894716e-14,1.7909463217474534e-12,1.2552428194157526e-12,3.2779890977638823e-13,6.7490385634553764e-17,2.0738347929977313e-13,2.6773020457621591e-13
8.048687295110009e-09,0.19780701044418372,76.950000000000003,0.0,0.0,0.0,0.99917105459521671,9.4997782454302548,4.1332700509436167e-05,0.00038302901274944365,0.00016720200405852514,0.00021861950025659147,4.4303086004697737e-10,9.8314411488289274e-10,4.9903254708688353e-06,2.9755056427773175e-06,6.2602644059724092e-12,1.5893526335733656e-07,1.2602566017904818e-07,4.7343074559084727e-06,5.6060287991739562e-06,5.3507544581828202e-14,7.5164244177941866e-17,5.3055629478837359e-13,6.0535940397690977e-16,6.2905709921158001e-11,1.6646329939358964e-08,1.0319454097850619e-07,1.0334354846982561e-07,8.7440879819227743e-11,6.1554555805015723e-11,1.602769522363435e-22,2.3334125851349954e-09,3.9424880275891397e-12,1.3737769275311334e-12,2.0481960012696093e-15,2.2430128179247703e-11,1.5255177001464343e-15,1.9899623088854347e-15,4.7191458863585304e-08,4.1385421710548907e-16,1.0401790388103116e-16,1.7152901704144089e-12,1.5630675006861293e-13,3.1822981670916166e-15,3.9615328462966288e-12,1.2135950772621239e-11,1.9896892953513925e-15,3.8435614530795794e-14,2.1866781414459648e-12,1.5084325978604642e-12,4.1162704343016453e-13,7.4534581980569398e-17,2.6601314075135875e-13,2.961196981290172e-13
8.440483427121505e-09,0.1978069856712786,76.950000000000003,0.0,0.0,0.0,0.99913046340247236,9.4997672825689836,4.3339713132422058e-05,0.00040164215243561059,0.00017514468713655202,0.00022941334296156324,4.6455928797533161e-10,9.8310550353835517e-10,5.2331603062883139e-06,3.1201397104175951e-06,6.5693507922780789e-12,1.8327782928561863e-07,1.4546748092357951e-07,4.9646898048589617e-06,6.1646459668971624e-06,5.6108451729334826e-14,8.3788066294464063e-17,6.1730694691674018e-13,6.9822441827351236e-16,6.7884985751362043e-11,1.7501125064505803e-08,1.1402616253738708e-07,1.1419081397145501e-07,9.6619173019562349e-11,6.8016795906200459e-11,1.6807703006598199e-22,2.5645579178322424e-09,4.3330353868353645e-12,1.5099120498697618e-12,2.6267696761608332e-15,2.5822649084790758e-11,1.6900327121018064e-15,2.5530847159293113e-15,4.9488019702556823e-08,4.7644858309810245e-16,1.1975032618846534e-16,1.7246293118154942e-12,1.5848507203989068e-13,3.1827211573429417e-15,4.1078526954897053e-12,1.2776398463345143e-11,2.5527167061331581e-15,4.4337374038758323e-14,2.644583622057364e-12,1.7958855081734776e-12,5.1113857214321186e-13,8.1923772486411804e-17,3.3686131732240122e-13,3.259672741492751e-13
8.832279559133002e-09,0.1978069609012016,76.950000000000003,0.0,0.0,0.0,0.99908985044192011,9.4997563204149227,4.5346262682078206e-05,0.00042025152787544703,0.00018308516224411711,0.00024020414382786319,4.8608331772592514e-10,9.8306687072188022e-10,5.4759849412247044e-06,3.2647442349574229e-06,6.8783500742102119e-12,2.0998335613489715e-07,1.6681014074250718e-07,5.1950631230110815e-06,6.7497390861556648e-06,5.8708827612928515e-14,9.3119219716495978e-17,7.1305549027791212e-13,8.0012679939898801e-16,7.2959729668431345e-11,1.8355690390735997e-08,1.2539999485906603e-07,1.2558107395933093e-07,1.0625691524769642e-10,7.4802578406370187e-11,1.7587680213859853e-22,2.8064670638748261e-09,4.7417694421716636e-12,1.6523910806597166e-12,3.3293493168389516e-15,2.953648641964414e-11,1.8639720450892401e-15,3.2372226156682876e-15,5.178449544023988e-08,5.4497137212713021e-16,1.3697279282007077e-16,1.7339597494159057e-12,1.6066330517054807e-13,3.1831440165221587e-15,4.25419695527153e-12,1.3416956525873385e-11,3.2367334842857139e-15,5.0809294401237496e-14,3.170847671903389e-12,2.1201172075114992e-12,6.2828695863149691e-13,8.9657322524512362e-17,4.2164337896099434e-13,3.5727658527223925e-13
9.224075691144499e-09,0.19780693613389963,76.950000000000003,0.0,0.0,0.0,0.99904921577713623,9.499745358944752,4.7352349202524729e-05,0.00043885703400325731,0.00019102336706613906,0.00025099181819782779,5.0760282779098985e-10,9.8302821649604038e-10,5.7187993704095398e-06,3.4093184000698353e-06,7.1872598275597424e-12,2.3916062237654517e-07,1.9014180434420067e-07,5.4254274174781776e-06,7.3613006066653232e-06,6.1308657552868383e-14,1.0319035352164671e-16,8.1824535656832592e-13,9.1148474458391266e-16,7.8123165591546475e-11,1.9210019043675491e-08,1.3731588982745466e-07,1.3751418021312909e-07,1.1635397957661166e-10,8.1911813932717509e-11,1.8367626869505814e-22,3.0591202104825102e-09,5.1686566601389458e-12,1.8012026270252018e-12,4.1748637340778061e-15,3.3585362612814742e-11,2.0474706847553659e-15,4.060930333698162e-15,5.4080886505421452e-08,6.1967575599727916e-16,1.5574893568975324e-16,1.7432846995529358e-12,1.6284145609838777e-13,3.1835668796569204e-15,4.400565914835251e-12,1.4057624691496543e-11,4.060288490680898e-15,5.7876750648379779e-14,3.7719467684541406e-12,2.4836735080490458e-12,7.6515545778710004e-13,9.7734598245999909e-17,5.2220631787341105e-13,3.9005124332347884e-13
