Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374)
2.725131305882915e-10,0.2858098468432767,76.950000000000003,0.0,0.0,0.0,0.99957795263795857,9.4999774329175679,1.9054471592521074e-05,0.00016422228648045861,0.00014235464445472339,2.2173964139797251e-05,5.8014011263443406e-11,1.5026530735530089e-07,3.024188193947563e-05,3.7778187117397575e-07,3.0418404109170292e-13,2.1031299961058353e-10,7.6345572683478906e-09,4.2727189025228974e-05,2.0449585054667034e-07,3.5064426869660289e-15,2.0827988077951799e-17,7.1471220425806031e-14,1.1374629133271976e-17,3.7332220943014063e-10,4.5112313363694485e-08,2.7434095287884099e-08,2.7448352098900995e-08,8.7303630354118844e-12,5.4732653836891506e-12,1.6326339412629807e-18,1.2434669465259563e-09,7.878159817208477e-13,2.4014997092081109e-13,2.8193782678280623e-18,9.8929161789818476e-13,7.3166476957080775e-15,2.6674255281612262e-18,4.5701116874302809e-07,9.5232672636262827e-18,2.8264452345503415e-18,4.2829887842792808e-10,4.90414404584416e-11,3.8786808372000657e-12,4.8344561769958151e-10,2.8653509395845449e-10,2.6671516948261616e-18,4.5692112894102016e-15,4.5535592863857043e-15,4.4426009264544251e-15,1.0637272615890762e-16,3.1126673031752186e-16,2.8930843069761684e-18,4.4373992062464657e-13,1.0015340671524987e-17,3.1059234382872604e-19,1.407757974248909e-14,2.8593910842565839e-21,4.1835620840191881e-22,1.0891178304666499e-23,1.4704990622085301e-14,1.3218734591917103e-17,2.3996085433107841e-17,1.8433656743018309e-13,7.2433193457482949e-17,2.9733623544918288e-16,1.0588761585360197e-16,2.5502066958829337e-16,3.8269555741863386e-17,2.5348725633037481e-19,5.9823809852670298e-23,2.0453815456090653e-19,6.8874705327337866e-16,6.9935046791752212e-17,1.6356650176518075e-16,1.5659471043041364e-15,4.6747410096896968e-17,1.5051393953856855e-08,2.4313650043728666e-14,1.1342693320400909e-13,2.4313551740527121e-14,3.0153988316077535e-17,7.4854974373869966e-25,4.2764791709197791e-25,1.4220897044600539e-25,1.3305692059887025e-23,3.3443657029817438e-16,1.8743672059495869e-25,8.0775959314837996e-20,9.2002502941496071e-22,3.1539393121866899e-17,3.6463178636285224e-21,4.6988696664866691e-19,3.6530800099983795e-20,2.0596334581626051e-21,1.1801340128661561e-23,4.8217741927797766e-21,2.5711719003828435e-25,9.1945076063138608e-22,5.0939345200699781e-25,1.2633025136064032e-21,3.9814910430540653e-19,6.7099686509898864e-24,1.165899788288027e-22,2.1381422030362432e-24,3.5548865697827737e-11,1.9993589695620276e-15,5.300269898910043e-14,2.429428388957537e-20,4.6281561212113419e-23,2.7107631928707288e-25,7.2069204438693604e-23
2.79296028852169e-10,0.28580984464879705,76.950000000000003,0.0,0.0,0.0,0.99956744702119227,9.4999767588835162,1.9528524528378556e-05,0.00016830776923794643,0.00014578221205770539,2.2837793961316649e-05,5.9457266734900246e-11,1.5026382724408534e-07,3.0995941137886377e-05,3.8721710761463954e-07,3.1329050799679291e-13,2.27400681711632e-10,8.0245560559487577e-09,4.3792587156602158e-05,2.147991306854214e-07,3.594017342825843e-15,2.1490813390482451e-17,7.6464534115350448e-14,1.2299792443350702e-17,3.9136177789906769e-10,4.6855365449514594e-08,2.9267244915800053e-08,2.9282457305890541e-08,9.3140757668909734e-12,5.8400314244967007e-12,1.6734070960423018e-18,1.3020253471510074e-09,8.2493537813241996e-13,2.5149666027139144e-13,3.2937960694756484e-18,1.0593356255860329e-12,7.7557776667738756e-15,3.1166258777379844e-18,4.6841316713028086e-07,1.0197548294323999e-17,3.0265647336384055e-18,4.3355172765230526e-10,4.9146986771082566e-11,3.8799676460730226e-12,4.9114509139720571e-10,2.9830638999866485e-10,3.116297508435447e-18,4.9573225892192803e-15,5.0513038273157453e-15,4.9257360203425401e-15,1.2092026862429977e-16,3.2611301994817434e-16,3.3571532530978462e-18,4.6253722454954712e-13,1.1397086664949987e-17,3.618976169447054e-19,1.4686975675763246e-14,3.4153340084490397e-21,4.9959619160258321e-22,1.3261021639129376e-23,1.5724303377045933e-14,1.377884497283621e-17,2.5338687506118058e-17,1.9727362740238867e-13,7.7521307609976294e-17,3.1332949036304015e-16,1.1332690672216402e-16,2.7360972834906226e-16,4.0673240061573348e-17,2.6618496971438939e-19,6.4184506392793317e-23,2.1881628635116749e-19,7.37059081416004e-16,7.3919328380552068e-17,1.745105410320575e-16,1.6049968461298948e-15,4.9782160618938878e-17,1.5800764009655558e-08,2.4868305421645934e-14,1.2483921038943511e-13,2.4868201931627334e-14,3.2846086719372087e-17,7.9556564086275016e-25,4.5450819006472872e-25,1.6570079897831098e-25,1.5939442493346662e-23,3.5753981810886846e-16,2.0039923750002777e-25,8.635635122080556e-20,9.9890587922928295e-22,3.3822101538560029e-17,3.9663467380049451e-21,5.1490803958021605e-19,4.0952077305413587e-20,2.316184059315402e-21,1.323050928189129e-23,5.3665459727998032e-21,2.7572158569821213e-25,1.0037830501381806e-21,5.4626222776777585e-25,1.412642772228043e-21,4.3714877074826829e-19,7.3672860564621012e-24,1.2978927253404969e-22,2.4618564156098468e-24,3.5548515541984976e-11,2.1378920519354727e-15,5.8089308372750857e-14,2.6625822143772048e-20,5.2838855650200403e-23,3.1189529932671612e-25,8.5028090117864742e-23
2.860789271160465e-10,0.28580984245382357,76.950000000000003,0.0,0.0,0.0,0.99955694136327133,9.4999760846103349,2.0002566968936883e-05,0.00017239315437562018,0.00014920937784494264,2.3501844023821866e-05,6.0900487536604181e-11,1.5026234712551251e-07,3.1749991679152211e-05,3.9665211741465746e-07,3.2239999618686072e-13,2.4539074443193881e-10,8.4245338907360996e-09,4.4857974406011323e-05,2.2535547124295452e-07,3.6815898950843749e-15,2.2160769277142205e-17,8.1664800588271875e-14,1.327388514040324e-17,4.0978827249980096e-10,4.8613636143927876e-08,3.1170188621929787e-08,3.118639317796486e-08,9.9200263932413548e-12,6.2208035934566637e-12,1.71417983435935e-18,1.3619226055211959e-09,8.6290387538368448e-13,2.6310408181476947e-13,3.8327229739452786e-18,1.1325404829476299e-12,8.2094063354005387e-15,3.6269744677629073e-18,4.7981521378274364e-07,1.0902257893987653e-17,3.2357149854574721e-18,4.3864310381754405e-10,4.9247272182385674e-11,3.8812132581473118e-12,4.9872030277888618e-10,3.1020833807764338e-10,3.6265825067865169e-18,5.3675461072093163e-15,5.5889078138845096e-15,5.4472145815394964e-15,1.3701704018065725e-16,3.4130301741489033e-16,3.8808926074055967e-18,4.8158119239165487e-13,1.2927903669098232e-17,4.2007323137992431e-19,1.5304620679992594e-14,4.0614114036670329e-21,5.9400820926877298e-22,1.6067720674319785e-23,1.6784876692702536e-14,1.4346308345155724e-17,2.6714330332747903e-17,2.1075100282637052e-13,8.2822128402365535e-17,3.2980444427957731e-16,1.2107724457494056e-16,2.9300751319970405e-16,4.316258543845912e-17,2.7921349071996856e-19,6.8734917067948796e-23,2.336874864167851e-19,7.8738674428287224e-16,7.8004076180889354e-17,1.8587184121309986e-16,1.6440461841207379e-15,5.2911225105849487e-17,1.6568309354381273e-08,2.5422940577434436e-14,1.3709080397689017e-13,2.5422831740181462e-14,3.5695907280909645e-17,8.4425706245621819e-25,4.8232569340683754e-25,1.9233857467814284e-25,1.900700118626243e-23,3.8158445878953674e-16,2.1389249568683204e-25,9.2164141059729569e-20,1.0821484616696438e-21,3.620693476255978e-17,4.3045320863013312e-21,5.6293148888836147e-19,4.5774907493942738e-20,2.5967404343431529e-21,1.478955899410197e-23,5.955842866428119e-21,2.9515783447081265e-25,1.0931560988748489e-21,5.8478048459052993e-25,1.5750117302478822e-21,4.788468325895735e-19,8.07008753830485e-24,1.4407356819434826e-22,2.8248907544062266e-24,3.5548165384413181e-11,2.2820272409737402e-15,6.3517974706668619e-14,2.9114151116275538e-20,6.0117579483620179e-23,3.5762365024935162e-25,9.9911811000279674e-23
2.92861825379924e-10,0.28580984025846806,76.950000000000003,0.0,0.0,0.0,0.99954643566423351,9.4999754101316665,2.0476598914298538e-05,0.00017647844186325227,0.00015263617546486447,2.4166080651717982e-05,6.2343673657975437e-11,1.5026086699948529e-07,3.2504033563250567e-05,4.0608690050475645e-07,3.3151204369721936e-13,2.6430615111540953e-10,8.8345096278728022e-09,4.5923350775962348e-05,2.3616486089754061e-07,3.7691603430984909e-15,2.283786915189455e-17,8.7074638460178172e-14,1.4298156317523013e-17,4.2859917984694053e-10,5.0386519871221239e-08,3.3143520947086413e-08,3.3160754578986528e-08,1.0548404546918108e-11,6.6157018096885993e-12,1.7549521563100719e-18,1.423158600971015e-09,9.0172139678397956e-13,2.7497224172481773e-13,4.4429173383594835e-18,1.2089707824255803e-12,8.6776245471912662e-15,4.2048886172004392e-18,4.9121730323410724e-07,1.1638017883707433e-17,3.4540805347210193e-18,4.4357812647742285e-10,4.9342845103868722e-11,3.8824190907351961e-12,5.0617549485100667e-10,3.2223649151557112e-10,4.2044227929739403e-18,5.8005314791571393e-15,6.168444335049668e-15,6.0089937005774083e-15,1.547829968193046e-16,3.5683669175762267e-16,4.4701391833531006e-18,5.0086521971921761e-13,1.4619580738048084e-17,4.8583315599720753e-19,1.5930293655971015e-14,4.8094503951321143e-21,7.0332496178458756e-22,1.9377892413656632e-23,1.7887158041428934e-14,1.4920927851341366e-17,2.8122496170735979e-17,2.2477565074444424e-13,8.8338398272505109e-17,3.4676612571546437e-16,1.2914264067397195e-16,3.1322507796964322e-16,4.5738551508653403e-17,2.9257445240195675e-19,7.3477634926850614e-23,2.4915935521465411e-19,8.3975592678804032e-16,8.2187745574978721e-17,1.9765396518214356e-16,1.6830951183709543e-15,5.6133524877920095e-17,1.7354029231732078e-08,2.5977556027195476e-14,1.5022184139320019e-13,2.5977441680264739e-14,3.8707677726514627e-17,8.9464277893753938e-25,5.1111115069465167e-25,2.2244923937883115e-25,2.2565956015420923e-23,4.0658217688864137e-16,2.2792329392533955e-25,9.8202151478722009e-20,1.1698555755785762e-21,3.8695702545517381e-17,4.6613176691512495e-21,6.140714010884159e-19,5.1023878271654635e-20,2.9028204326700587e-21,1.648644709403039e-23,6.5919146547090393e-21,3.1544064416115173e-25,1.1877033911838638e-21,6.2497745329078136e-25,1.751145985034926e-21,5.2335426818614984e-19,8.820243922545014e-24,1.5949867252986847e-22,3.2308930916518597e-24,3.5547815225079349e-11,2.4318248970314782e-15,6.9302153144095115e-14,3.1765438430622234e-20,6.8174765546165458e-23,4.0870932910165236e-25,1.1694878891244296e-22
2.9964472364380147e-10,0.28580983806282767,76.950000000000003,0.0,0.0,0.0,0.99953592992411644,9.4999747354766431,2.095062036456603e-05,0.00018056363167062023,0.00015606263402982406,2.483047470466771e-05,6.3786825088433895e-11,1.5025938686626734e-07,3.3258066790158676e-05,4.1552145681581316e-07,3.4062625077822912e-13,2.8416984980230049e-10,9.254502115005049e-09,4.6988716268944077e-05,2.4722728832574026e-07,3.8567286862265699e-15,2.3522126423426723e-17,9.2696599096005103e-14,1.5373854387380405e-17,4.4779200284922877e-10,5.2173435542441623e-08,3.5187812781662243e-08,3.5206112710237947e-08,1.1199392316603469e-11,7.0248412215401984e-12,1.795724061989734e-18,1.4857332130979914e-09,9.4138786580948831e-13,2.8710114609114223e-13,5.1316391594552219e-18,1.288690821411733e-12,9.1605210972335277e-15,4.857263442832977e-18,5.0261943023417966e-07,1.2405447243984197e-17,3.6818450831094326e-18,4.4836175338351238e-10,4.9434192729484599e-11,3.8835865036860255e-12,5.135147658750099e-10,3.3438655536191466e-10,4.8567121420238897e-18,6.2569285125186553e-15,6.7920382446267766e-15,6.6130764674238868e-15,1.7434401562507041e-16,3.7271401208302835e-16,5.1311251568309264e-18,5.2038288790206956e-13,1.6484513075915641e-17,5.5994491132801357e-19,1.6563779724670283e-14,5.6724785362985163e-21,8.2945633921849609e-22,2.3266271054715568e-23,1.9031579657566271e-14,1.5502512172036946e-17,2.9562660317966302e-17,2.3935434254574228e-13,9.4072786469130482e-17,3.6421958422359038e-16,1.3752699922939118e-16,3.3427318344463793e-16,4.8402100108298867e-17,3.0626949476100002e-19,7.8415184274925362e-23,2.6523929407139821e-19,8.941918280602221e-16,8.6468768561921721e-17,2.0986033407977431e-16,1.7221436489741761e-15,5.9447931595711241e-17,1.815792289853364e-08,2.6532152265945984e-14,1.642733854046414e-13,2.6532032244867289e-14,4.1885566826806137e-17,9.4674160375718196e-25,5.4087531008879705e-25,2.5638425840624665e-25,2.6679754474127919e-23,4.3254441354575136e-16,2.4249829810528008e-25,1.0447314632114407e-19,1.2621280745226556e-21,4.1290195658289847e-17,5.0371390500592764e-21,6.6844277078508958e-19,5.6724343112587221e-20,3.2359911184526893e-21,1.8329379476328739e-23,7.2770498801179237e-21,3.3658456685740301e-25,1.2875561061207246e-21,6.6688205809343241e-25,1.9418001508275525e-21,5.7078345181803966e-19,9.6196495702487407e-24,1.7612146569012733e-22,3.6837486430931964e-24,3.5547465064028755e-11,2.5873433008014331e-15,7.5455451205939125e-14,3.4585921553780379e-20,7.7070182712462733e-23,4.6562864132408914e-25,1.3638801491868524e-22
3.0642762190767897e-10,0.2858098358669864,76.950000000000003,0.0,0.0,0.0,0.99952542414295797,9.4999740606704446,2.1424631319841867e-05,0.00018464872376750674,0.0001594887787268267,2.5495000966970359e-05,6.5229941817388787e-11,1.5025790672578529e-07,3.4012091359854034e-05,4.2495578627868334e-07,3.4974227151875898e-13,3.0500477451367772e-10,9.6845301928508379e-09,4.8054070887428676e-05,2.5854274220240448e-07,3.9442949238270821e-15,2.4213554495375762e-17,9.8533168782320486e-14,1.6502227152439992e-17,4.6736426060391596e-10,5.3973825493341778e-08,3.730361232043491e-08,3.7323016065721122e-08,1.1873164551782126e-11,7.4483323992532944e-12,1.8364955514930001e-18,1.5496463217631362e-09,9.8190320610346374e-13,2.9949080091978988e-13,5.9066719084776644e-18,1.371764603577969e-12,9.658182880328214e-15,5.5914928113302722e-18,5.1402158973713936e-07,1.3205162127542485e-17,3.9191914930726952e-18,4.5299878553959897e-10,4.9521748009206464e-11,3.8847168024120387e-12,5.2074207426322045e-10,3.4665438121851082e-10,5.5908429437154563e-18,6.7373870745087331e-15,7.4618661128636051e-15,7.2615117902874164e-15,1.9583202499806968e-16,3.8893494756462436e-16,5.8704929298659168e-18,5.4012795888360966e-13,1.8535717055522402e-17,6.4323207969087863e-19,1.7204870052218479e-14,6.6648111181310803e-21,9.7450255872531087e-22,2.7816456080056701e-23,2.0218559057371429e-14,1.6090875370232933e-17,3.1034292349484692e-17,2.5449366919095725e-13,1.0002789111158624e-16,3.8216988955871124e-16,1.4623412041213615e-16,3.5616230583367755e-16,5.1154195479028894e-17,3.2030026446901879e-19,8.3550022660507135e-23,2.8193451097304414e-19,9.5071898139304196e-16,9.084555764442411e-17,2.2249423303617842e-16,1.7611917760234106e-15,6.2853272455822276e-17,1.8979989622758351e-08,2.7086729768622713e-14,1.792874340091176e-13,2.708660390689958e-14,4.523368296214806e-17,1.0005723974168629e-24,5.7162894663036874e-25,2.9452077011325333e-25,3.1418121044278115e-23,4.5948237823203619e-16,2.5762404753800199e-25,1.1097983346289046e-19,1.3590648541838791e-21,4.399218651709816e-17,5.4324235239728987e-21,7.2616145664147941e-19,6.2902418070290466e-20,3.5978685909093818e-21,2.0326809039253852e-23,8.0135744804535404e-21,3.5860400405586988e-25,1.3928430823530292e-21,7.1052292674677422e-25,2.14774652805537e-21,6.2124811667785893e-19,1.047022175352251e-23,1.9399987406706741e-22,4.187588955031011e-24,3.55471149012732e-11,2.748638724278172e-15,8.1991625115947436e-14,3.7581906116160267e-20,8.6866375054134842e-23,5.2888725714954403e-25,1.5850033393059664e-22
3.1999341843543397e-10,0.2858098314749828,76.950000000000003,0.0,0.0,0.0,0.99950441245766741,9.4999727106886169,2.237262174582874e-05,0.00019281861470899246,0.00016634021056405188,2.6824365954720889e-05,6.811607112838879e-11,1.5025494642284002e-07,3.5520114527516315e-05,4.4382376438252379e-07,3.6797859939690588e-13,3.4967997476254412e-10,1.0574768452095446e-08,5.0184747510712386e-05,2.8193268399198414e-07,4.1194210798706189e-15,2.5617976633062962e-17,1.108597674386426e-13,1.8921985281169296e-17,5.076372370747247e-10,5.7612908840060693e-08,4.1751819156588917e-08,4.177354423673358e-08,1.328972732554761e-11,8.3387905211700174e-12,1.9180372823457789e-18,1.6814875494700661e-09,1.0654801959056653e-12,3.2505238557418932e-13,7.7495545198913163e-18,1.5482279514668669e-12,1.0698141017075713e-14,7.337712205243249e-18,5.3682598702829834e-07,1.4903899012837585e-17,4.42335717402086e-18,4.6185151478065785e-10,4.9686976710291653e-11,3.8868710245948953e-12,5.3487596540712231e-10,3.7152742871778856e-10,7.3368192907974728e-18,7.7730879626849944e-15,8.9491883238914352e-15,8.699863772354765e-15,2.4514776031633042e-16,4.2240754102517276e-16,7.6130844732616788e-18,5.8027622989979595e-13,2.325220129584434e-17,8.4092280419999991e-19,1.850905737035279e-14,9.1016505704212301e-21,1.3307767559140619e-21,3.9285910460543212e-23,2.2721790635797889e-14,1.7287220669081256e-17,3.4069816401713557e-17,2.8647971868061795e-13,1.1261029837809164e-16,4.1958141628768309e-16,1.6463134842695767e-16,4.0250413179876579e-16,5.6927896392200046e-17,3.4937560451114957e-19,9.4421074327683348e-23,3.1719867735872136e-19,1.0701419626469949e-15,9.9880007538934138e-17,2.4905711362946099e-16,1.8392868198263056e-15,6.9931871279995295e-17,2.0678639361628961e-08,2.8195830372254445e-14,2.1237571246929781e-13,2.8195692321647386e-14,5.245672104588831e-17,1.1135055854281871e-24,6.3614789538253246e-25,3.8504229330447238e-25,4.3081505406564984e-23,5.1632923701065636e-16,2.8955334182509379e-25,1.2471085220083095e-19,1.5673170141213111e-21,4.9725662955996302e-17,6.2830493455989789e-21,8.5210828412179827e-19,7.679965217523867e-20,4.4144521460436744e-21,2.4820198795444138e-23,9.6502745880608979e-21,4.0532630438072296e-25,1.6202233250301144e-21,8.0312654222538324e-25,2.6086915393890264e-21,7.3174540547908544e-19,1.2332645797176926e-23,2.337603152563262e-22,5.366036456629536e-24,3.554641457055703e-11,3.0887760778996685e-15,9.6268348230723965e-14,4.4125933427185345e-20,1.0942535552691465e-22,6.7659810848784044e-25,2.1194504285916877e-22
3.3355921496318897e-10,0.28580982708293334,76.950000000000003,0.0,0.0,0.0,0.99948340060866281,9.4999713603276188,2.3320570193079639e-05,0.00020098811444607128,0.00017319061234442949,2.8154034006524784e-05,7.1002061506150338e-11,1.5025198609050877e-07,3.7028103066057464e-05,4.6269083426161156e-07,3.8621908473491876e-13,3.9851498558490585e-10,1.1505375012441111e-08,5.231538066526056e-05,3.0633459563090906e-07,4.2945388060808948e-15,2.7051242710187201e-17,1.2407310129810227e-13,2.1567403145769981e-17,5.4939858183736932e-10,6.1299740132990164e-08,4.649210682035007e-08,4.6516306634740877e-08,1.4799357636018117e-11,9.2878759787728099e-12,1.9995773496129833e-18,1.8186813282534719e-09,1.1524517586809968e-12,3.5165704208897362e-13,1.0045145812373108e-17,1.73886703125743e-12,1.1798161104349958e-14,9.5134828342559466e-18,5.5963045843806856e-07,1.6739101689028356e-17,4.9680238359507379e-18,4.701717697698626e-10,4.9841127345498224e-11,3.8888912228472006e-12,5.4860621453893638e-10,3.9682519220856163e-10,9.5122729743141719e-18,8.9128305685302591e-15,1.0648856189483399e-14,1.0341350599440707e-14,3.0391156006030719e-16,4.5725422686731779e-16,9.7598268520936171e-18,6.2126355041908194e-13,2.8886157921884619e-17,1.0867136438481406e-18,1.9841299502979241e-14,1.2263816941712669e-20,1.7932953697522768e-21,5.4663888447770481e-23,2.5399917186238101e-14,1.8508578254297108e-17,3.7224752328494458e-17,3.207831075874888e-13,1.2610505704886353e-16,4.5904163991338067e-16,1.843627544320875e-16,4.5232898023511199e-16,6.3067421697027818e-17,3.798137700936231e-19,1.0610918701064654e-22,3.5500586116445286e-19,1.1982085427367455e-15,1.0927813699210919e-16,2.7736636989106582e-16,1.9173802505060854e-15,7.7359227292656347e-17,2.2449972755565777e-08,2.9304861279206034e-14,2.4984136113908489e-13,2.9304710349419598e-14,6.040840831467784e-17,1.2335942737502243e-24,7.0475479529877415e-25,4.9758944884449173e-25,5.825638792502202e-23,5.7720821048751396e-16,3.2376118241779226e-25,1.3941585157328194e-19,1.7953638544113968e-21,5.5909966780935263e-17,7.2164466432271557e-21,9.9285447162530687e-19,9.2939612063889809e-20,5.3664721407913755e-21,3.0039131605117323e-23,1.152132019194507e-20,4.5571993091506316e-25,1.8708271127692448e-21,9.0301175854099445e-25,3.1405004180220756e-21,8.5578184003023065e-19,1.4423289886566389e-23,2.7926333403076236e-22,6.8045616616626732e-24,3.5545714232886876e-11,3.4526495040765696e-15,1.122452159860074e-13,5.144926892256834e-20,1.3640893746561272e-22,8.5651392971516559e-25,2.7993852423187886e-22
3.4712501149094396e-10,0.2858098226912057,76.950000000000003,0.0,0.0,0.0,0.99946238859624636,9.4999700096934987,2.4268476662415297e-05,0.00020915722273717871,0.00018004009005301872,2.9483898890215807e-05,7.3887912865777906e-11,1.5024902572923395e-07,3.8536056975297728e-05,4.8155699536107271e-07,4.0446227023087062e-13,4.5169288074033521e-10,1.2476500400238873e-08,5.4445970370259736e-05,3.3174838645648015e-07,4.4696480973077454e-15,2.8513459814764649e-17,1.3819092385712293e-13,2.4448446862467975e-17,5.9262901983796476e-10,6.5030604869297196e-08,5.1528132221907457e-08,5.1554962189465059e-08,1.6403221864407955e-11,1.0296326357273578e-11,2.0811157540291657e-18,1.9612267064879457e-09,1.2428172895916875e-12,3.7930481556630452e-13,1.287683341411833e-17,1.9441834327893517e-12,1.2958882729473262e-14,1.2198096403255945e-17,5.8243496995266455e-07,1.8715598871691562e-17,5.5546245501200188e-18,4.7799279729720987e-10,4.9986258545621895e-11,3.890786163821875e-12,5.6195991806619953e-10,4.225192713654531e-10,1.219647798281664e-17,1.0161806459798516e-14,1.2580139713179949e-14,1.2203995231584215e-14,3.7340982329632365e-16,4.9347476089102731e-16,1.2380159023858358e-17,6.6304601624927823e-13,3.5565609795109736e-17,1.3894783061714962e-18,2.120012665300606e-14,1.6322005996700681e-20,2.3871970547009888e-21,7.5025870955697627e-23,2.8255798081715224e-14,1.9753639479278908e-17,4.0494758842551281e-17,3.5745056827824102e-13,1.4053058857437768e-16,5.0059177315370901e-16,2.054552827559334e-16,5.0571122486239876e-16,6.9580584707441868e-17,4.1162815087220445e-19,1.1863180757474881e-22,3.954073201782736e-19,1.3350929271311912e-15,1.1902688434495537e-16,3.074439162773263e-16,1.9954720687770803e-15,8.5124817925748439e-17,2.4293984201477805e-08,3.0413825675102839e-14,2.9205402089666107e-13,3.0413661159653599e-14,6.9119331998650433e-17,1.3609912902792773e-24,7.7753695725174447e-25,6.3622576784779223e-25,7.7772979509891476e-23,6.422017216909942e-16,3.6029591071013809e-25,1.5511474243543896e-19,2.0439257095165192e-21,6.2558676489633612e-17,8.235733113295394e-21,1.1493538939293422e-18,1.1155826121670022e-19,6.4685986251202596e-21,3.6059987706918549e-23,1.3646531892230257e-20,5.0989516488131091e-25,2.1455988013307502e-21,1.0103978926077579e-24,3.7499540216245645e-21,9.9431267222344476e-19,1.6758257404335487e-23,3.3100735972121096e-22,8.546021151917753e-24,3.5545013888369579e-11,3.8406435660914539e-15,1.300372890469633e-13,5.9604654557877572e-20,1.6842097127027178e-22,1.0738433992532877e-24,3.6557589718378598e-22
3.6069080801869896e-10,0.28580981830004537,76.950000000000003,0.0,0.0,0.0,0.99944137642071984,9.4999686588656633,2.5216341154656734e-05,0.00021732593934081955,0.00018688872302907768,3.0813881014423102e-05,7.6773625122319232e-11,1.5024606533891189e-07,4.0043976255058099e-05,5.0042224712562094e-07,4.2270706404353997e-13,5.0939659787094357e-10,1.3488295073008065e-08,5.6576516644640537e-05,3.581739657786818e-07,4.6447489483971898e-15,3.0004734985918967e-17,1.5323013324833022e-13,2.7575077497660514e-17,6.3730952512987997e-10,6.8802078220624529e-08,5.6863267858220843e-08,5.689288527144553e-08,1.8102395674022019e-11,1.1364821874000369e-11,2.1626524963191228e-18,2.1091227367463678e-09,1.3365761864623407e-12,4.0799574982577367e-13,1.6338544481404287e-17,2.1646741721221214e-12,1.4180925988854679e-14,1.5480905575208907e-17,6.0523948997055622e-07,2.0838175242520974e-17,6.1845793193641156e-18,4.853457718750447e-10,5.0124004996479845e-11,3.8925639814113929e-12,5.7496235272410901e-10,4.4858317050264237e-10,1.5478766073467777e-17,1.1525200091618265e-14,1.4763132533650228e-14,1.4306537338626722e-14,4.5503803969752958e-16,5.3106889996556294e-16,1.5551532150309195e-17,7.055821584861039e-13,4.3429957298803928e-17,1.7592443991901222e-18,2.2584150550755232e-14,2.1477267405137506e-20,3.1421462254298132e-21,1.0167812955042432e-22,3.1292101389178689e-14,2.1021168285940678e-17,4.3875495972838831e-17,3.9652639991323486e-13,1.5590435517447755e-16,5.4427328920693078e-16,2.279344746840172e-16,5.6272141899791605e-16,7.6475245896574727e-17,4.4483222259667716e-19,1.3200548668088522e-22,4.3845172140766608e-19,1.4809603995670704e-15,1.2911316844158491e-16,3.3930996285626052e-16,2.0735622753420549e-15,9.3217808252154568e-17,2.6210668157874232e-08,3.1522726514496782e-14,3.3939828538625437e-13,3.1522547690737088e-14,7.8619033148688763e-17,1.49585038534247e-24,8.545822191006042e-25,8.0554320564179089e-25,1.0260776931528605e-22,7.1138945417741293e-16,3.9920436214406463e-25,1.7182677382627069e-19,2.3136916994124455e-21,6.9685131273083999e-17,9.3438933451394949e-21,1.322570590595655e-18,1.3290333123881926e-19,7.7362608566429163e-21,4.2962959319512014e-23,1.6046206922046915e-20,5.6796032302353448e-25,2.4454440214625228e-21,1.1255003958754882e-24,4.4440838420381329e-21,1.148311694840693e-18,1.9353964328945288e-23,3.8950514372616141e-22,1.0638104082838022e-23,3.5544313536980608e-11,4.2531167182899481e-15,1.4976170093593296e-13,6.8645782452622837e-20,2.0611287984683177e-22,1.334365969655084e-24,4.7244113018325307e-22
