Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237)
6.943001705795179e-08,0.25965687820477934,76.950000000000003,0.0,0.0,0.0,0.85497471529207369,9.4882362481718534,0.0052648846516482571,0.042495893762566475,0.030287269126502668,0.0056449791113962391,1.5413226807987134e-08,1.9990416103086656e-07,0.011082202844985109,0.00010044782350943036,7.287545597661696e-11,0.0047198715650063235,0.0053276789750604766,0.016410558678785644,0.017251321397022734,8.8319198344449505e-13,4.5730361359414062e-12,1.7715126192221394e-07,3.352905043958153e-10,1.286901985760535e-06,2.1881835589188512e-05,0.0058604599650655754,0.0060906121404054282,1.950217235016177e-06,1.2173620837731359e-06,1.1546001940298993e-15,9.5391811907962867e-05,6.3164148209196217e-08,1.9682106480209968e-08,1.6442160356886433e-05,1.0771218786497587e-06,4.0911468369542762e-09,4.9689170787373425e-05,0.0001837576446070343,1.1136943366765656e-11,3.352444054285452e-12,3.9058408528257483e-09,8.8852125163935972e-10,7.5055553593630948e-12,8.2260964747694988e-08,3.1003893393490005e-07,4.7354505117471973e-05,2.6366411224710239e-08,2.0639212242019631e-05,4.2213862604876958e-06,2.3737424779906677e-05,2.963412350582017e-11,2.8689404317115979e-06,1.6337128665439789e-09,2.4218953763657605e-05,2.8952421295456858e-06,5.1415883125617409e-11,8.8493126868811995e-07,9.1079771885634138e-06,1.1048201801854828e-06,6.6845827674939494e-09,1.0114570335162745e-13,1.673045417226409e-13,2.1067323526837903e-07,8.3771487957439998e-11,4.6627149819385285e-08,1.241801369872852e-10,3.3087312095193528e-10,8.6745252029558414e-09,1.7591957979406421e-11,6.6913036652859858e-17,5.0221425554186716e-11,1.6198614399909709e-07,4.6274597534754785e-13,4.4966777138531377e-11,7.8079893466895189e-13,4.0900796299741007e-13,0.00074825065433862994,1.0898048927606805e-11,0.0004961253516715398,1.0803194840316224e-11,8.632728304127731e-11,1.5920409303461227e-16,9.1071591981558915e-17,1.4036165100846476e-12,6.4392654124504298e-09,3.4294785369961179e-10,1.9105782298077067e-19,8.5755973551778875e-14,2.7895793790965921e-15,7.7418300658871306e-09,1.1057310793133774e-14,7.4826618282972944e-11,4.7801988769627237e-11,2.8442140269918727e-12,1.6169941636337338e-14,1.7295710670850796e-12
7.043304075955839e-08,0.25965673630274083,76.950000000000003,0.0,0.0,0.0,0.8531047655894699,9.4880186124097179,0.00532981667855252,0.042840431649791309,0.030451672754737546,0.0056755029104108394,1.5537842510298416e-08,1.9949646307845157e-07,0.011228816151248933,0.00010125996510867378,7.3269511602368372e-11,0.0048738644695149316,0.0055062796848979285,0.016630698716791424,0.017664519101794153,8.9033277477455561e-13,4.726066223933299e-12,1.831112031868543e-07,3.462509391972294e-10,1.3044092349595295e-06,2.2001312095438778e-05,0.0059913154563862843,0.0062354661947512224,1.9937182143530233e-06,1.2445164973286246e-06,1.1700887178387776e-15,9.7560062569498364e-05,6.4598423264106997e-08,2.012934423101494e-08,1.7272291448136482e-05,1.1021010393376227e-06,4.1895749842591549e-09,5.2849813301729486e-05,0.00018646744151035624,1.1394961248346237e-11,3.4301126228578265e-12,3.9493711528307241e-09,9.0044335772294292e-10,7.5113323341017359e-12,8.3529136681102207e-08,3.1487403782956638e-07,5.0327269624616045e-05,2.7009614503062037e-08,2.1446565343345594e-05,4.3654342410259012e-06,2.4806647554299874e-05,3.0324075841024635e-11,2.998404909617038e-06,1.6760383381722048e-09,2.5675470577869868e-05,3.0311262721454149e-06,5.2747967050734026e-11,9.2745231940056279e-07,9.7682147644399647e-06,1.1850703907130332e-06,6.8811576446770699e-09,1.0636683365674964e-13,1.7230647850649408e-13,2.1825957770384563e-07,8.6786163329859627e-11,5.005442097367301e-08,1.2864899630253188e-10,3.4267124036869757e-10,9.3124646632989129e-09,1.8884298650529381e-11,6.9298990816923211e-17,5.4247844962406247e-11,1.7498970531754174e-07,4.7658159375303729e-13,4.5970825754637392e-11,7.9125527659197674e-13,4.21243472976251e-13,0.00075746089259878563,1.1059142036092697e-11,0.00051660808741533647,1.0962198262724389e-11,8.9999241188436184e-11,1.7091223507879951e-16,9.7769153047827329e-17,1.4694933036565128e-12,6.8544667338512809e-09,3.527754166423153e-10,1.9648348939202627e-19,8.821340950608447e-14,2.87183583078386e-15,8.1942959133756235e-09,1.1383382573078201e-14,7.8097255250249399e-11,4.9903757187593623e-11,2.9692143920637539e-12,1.6880528699643485e-14,1.8052090126636113e-12
7.1436064461165e-08,0.2596565935969213,76.950000000000003,0.0,0.0,0.0,0.85124191036612629,9.4877999747388486,0.0053944601427322872,0.043178225044308655,0.030610255291126154,0.0057049393526828526,1.5660004898821105e-08,1.9909034705436597e-07,0.011375075305265043,0.00010205611817241849,7.3649529688153322e-11,0.0050297042697007828,0.0056874396596658132,0.016850396445516228,0.018080113043198117,8.9733298622833237e-13,4.881281028084074e-12,1.8915703552719863e-07,3.5734338822313832e-10,1.3218812474987358e-06,2.2116568468247762e-05,0.0061223588052567767,0.0063810950213005349,2.0372795483927267e-06,1.271708590066608e-06,1.1855461218223261e-15,9.9735170082565917e-05,6.6037167409172098e-08,2.057797961266987e-08,1.8126026615099538e-05,1.1271647910366626e-06,4.2884245504377537e-09,5.6151182384576325e-05,0.00018918247424424639,1.1653840956384053e-11,3.5080406184364273e-12,3.9929946594988894e-09,9.1238926425297476e-10,7.5171895161732905e-12,8.4801810475095188e-08,3.1972634422464917e-07,5.3429093014428814e-05,2.7655686329254345e-08,2.2268048550268278e-05,4.5113782302839777e-06,2.590110750172981e-05,3.101743300471401e-11,3.1309302202304233e-06,1.7192910531205753e-09,2.7190991916429669e-05,3.1704197147425704e-06,5.4109231901155798e-11,9.7107584246618442e-07,1.0462628324356434e-05,1.269483249445728e-06,7.0806945304431814e-09,1.1185375509951608e-13,1.7741208296424267e-13,2.2602368400558283e-07,8.9871376983744475e-11,5.3669998956728713e-08,1.3322241935308428e-10,3.5474141639414411e-10,9.985468341348777e-09,2.0247628486114276e-11,7.1739963472664167e-17,5.8520876710671005e-11,1.8879086871292033e-07,4.9070398237982986e-13,4.697631587752766e-11,8.0169002355731301e-13,4.3373275645011494e-13,0.00076645757698699357,1.1220535342131835e-11,0.00053748109526686821,1.112150113722354e-11,9.3788762022312424e-11,1.8326391286158904e-16,1.0483484424877358e-16,1.5370229304215462e-12,7.2884503878257089e-09,3.6274153691565232e-10,2.0198340994804333e-19,9.0705492482272553e-14,2.9553346430424943e-15,8.6658575766347258e-09,1.1714379496887691e-14,8.146223474890652e-11,5.2066456981795911e-11,3.0978346933844726e-12,1.7611692480640478e-14,1.8830279970993538e-12
7.24390881627716e-08,0.25965645006635185,76.950000000000003,0.0,0.0,0.0,0.84938612870925545,9.4875803654312509,0.0054588162202486006,0.043509352974354432,0.030763123509106996,0.0057333084590077158,1.5779742813965711e-08,1.9868580831844611e-07,0.01152098161141794,0.00010283647065481498,7.4015768697801609e-11,0.0051873442597221431,0.0058711190191753793,0.017069653583603656,0.018498027549741915,9.0419427037949719e-13,5.0386461967879042e-12,1.9528742728496172e-07,3.6856452628984104e-10,1.3393181602428679e-06,2.222768198664857e-05,0.0062535506578949036,0.0065274710151389907,2.0808881311417303e-06,1.2989301808143548e-06,1.2009725268908432e-15,0.00010191663963351151,6.7480052492365439e-08,2.1027910204589336e-08,1.9003297232692676e-05,1.1523072598693998e-06,4.3876720819693452e-09,5.959650436147754e-05,0.00019190282953571262,1.1913521663888196e-11,3.5862097308806505e-12,4.0367127826522552e-09,9.2435935406012246e-10,7.5231271134669293e-12,8.6079089878208423e-08,3.2459624975711233e-07,5.6662702222360027e-05,2.8304470520827226e-08,2.3103447974978072e-05,4.6591742704314382e-06,2.7020652323434194e-05,3.171408758313837e-11,3.2664978283250084e-06,1.7635027888803087e-09,2.8766593073381992e-05,3.3131063356170291e-06,5.5500677790449262e-11,1.0157973412857651e-06,1.1192193927948656e-05,1.3581779088458967e-06,7.2832019956387445e-09,1.176170255428697e-13,1.8262285618048019e-13,2.3396890592744676e-07,9.3028456194877421e-11,5.7480379804172386e-08,1.3790237364951078e-10,3.6708870747131907e-10,1.0694745768515303e-08,2.1684396311684192e-11,7.4236977598221393e-17,6.3050471349476919e-11,2.0342187538645519e-07,5.0511729368709734e-13,4.7982945545461106e-11,8.1210325819539007e-13,4.464794889912576e-13,0.00077524204760513044,1.1382233354291048e-11,0.00055873832998677155,1.1281108527592077e-11,9.7698506854687534e-11,1.9628132498715793e-16,1.1228136414122344e-16,1.6061975745587272e-12,7.7416580636840275e-09,3.7284746035693528e-10,2.0755819672940277e-19,9.3232534008547158e-14,3.0400793926534457e-15,9.1570216902940571e-09,1.2050315742184485e-14,8.492323701224375e-11,5.4291171148926016e-11,3.2301390979040525e-12,1.8363797744068365e-14,1.9630667350917919e-12
7.34421118643782e-08,0.25965630569224646,76.950000000000003,0.0,0.0,0.0,0.84753739842814024,9.4873598148094089,0.005522886083011911,0.043833895022862744,0.030910383700349091,0.0057606301577491879,1.589708529649858e-08,1.9828284181673639e-07,0.01166653637007623,0.00010360121182051458,7.4368485903552346e-11,0.0053467377029903845,0.0060572774769858135,0.017288471843123245,0.018918188203893748,9.1091829126808612e-13,5.1981270347333972e-12,2.0150103286054234e-07,3.7991102553417592e-10,1.3567201095558688e-06,2.2334729587384424e-05,0.0063848523727992349,0.0066745670804265805,2.1245310952908842e-06,1.3261732374081658e-06,1.2163680534685236e-15,0.00010410398715282146,6.8926757519869857e-08,2.1479035818762264e-08,1.9904012013709981e-05,1.1775226976666643e-06,4.4872945840485783e-09,6.3188971106238492e-05,0.00019462858975684912,1.2173943865678422e-11,3.6646020479529985e-12,4.0805268591137685e-09,9.3635399056216597e-10,7.529145304806176e-12,8.7361079993277824e-08,3.2948415628299979e-07,6.0030779505087451e-05,2.8955813909741835e-08,2.395254664227408e-05,4.8087782273399367e-06,2.8165116699938377e-05,3.2413935860762528e-11,3.4050876134668821e-06,1.8087060000289061e-09,3.0403330368288902e-05,3.4591680735490726e-06,5.6923326147458518e-11,1.0616116591525438e-06,1.1957883490910928e-05,1.4512730161685845e-06,7.4886888622535833e-09,1.2366736463445822e-13,1.8794034500423866e-13,2.4209872286387329e-07,9.6258778865741102e-11,6.1492117541247125e-08,1.4269090175076355e-10,3.7971836781831986e-10,1.1441517214463909e-08,2.3197072816268014e-11,7.6791095763662579e-17,6.784672481386122e-11,2.1891543957581634e-07,5.1982580677216707e-13,4.8990418262205655e-11,8.2249506291807614e-13,4.5948745808269311e-13,0.0007838158861395569,1.154424038880449e-11,0.00058037360040580929,1.1441025243446788e-11,1.0173117678547419e-10,2.0998686713954404e-16,1.2012152402016266e-16,1.6770084799746798e-12,8.2145270788741108e-09,3.8309454400526398e-10,2.1320852189673288e-19,9.5794873420144782e-14,3.1260737615303764e-15,9.6683023762907882e-09,1.2391205903396886e-14,8.8481989276625681e-11,5.6579012712844934e-11,3.3661935526448973e-12,1.9137219375130769e-14,2.045365023471626e-12
7.444513556598481e-08,0.259656160457901,76.950000000000003,0.0,0.0,0.0,0.84569569613203877,9.4871383532119129,0.0055866708986811982,0.044151931243637657,0.031052141600157523,0.0057869242709317915,1.6012061561009695e-08,1.9788144251280953e-07,0.011811740877377399,0.00010435053205359534,7.4707937202443173e-11,0.0055078378824921781,0.0062458743935422528,0.017506852929309254,0.019340521836346967,9.1750672295773905e-13,5.3596885479752518e-12,2.077964945039822e-07,3.9137955901568842e-10,1.3740872312788134e-06,2.2437787810597989e-05,0.0065162260285973996,0.0068223566279570491,2.1681958149454816e-06,1.3534298783380259e-06,1.2317328215755953e-15,0.00010629673925819646,7.0376968621953316e-08,2.1931258489576771e-08,2.0828057374974083e-05,1.2028054814129678e-06,4.5872695200920209e-09,6.6931737192806067e-05,0.00019735983297109694,1.243504932533723e-11,3.7432000393013676e-12,4.1244381535269899e-09,9.4837351797350249e-10,7.5352442347350976e-12,8.8647887314618015e-08,3.3439047102047165e-07,6.353595977619852e-05,2.9609566341592852e-08,2.4815124911465684e-05,4.9601458448052141e-06,2.9334322977008975e-05,3.3116877776427684e-11,3.546677953637315e-06,1.8549337950331219e-09,3.2102240721205446e-05,3.6085850202656744e-06,5.8378218985339525e-11,1.1085130091939866e-06,1.2760663939850064e-05,1.5488866098841803e-06,7.6971642066223604e-09,1.3001564710387187e-13,1.9336614442913021e-13,2.5041674446740663e-07,9.9563774564534506e-11,6.5711820239267705e-08,1.4759012280102587e-10,3.9263585140953259e-10,1.2227012949675673e-08,2.4788149065127281e-11,7.9403420936042204e-17,7.2919872214274283e-11,2.3530472843081527e-07,5.3483393371378714e-13,4.9998443056375003e-11,8.3286552002739083e-13,4.7276056874158503e-13,0.00079218089819571807,1.1706560405312274e-11,0.00060238058521402374,1.1601255841189604e-11,1.0588951378927804e-10,2.24403118548381e-16,1.2836824017655395e-16,1.7494459951214124e-12,8.7074899831020456e-09,3.9348425776301253e-10,2.1893511856180753e-19,9.8392878273358438e-14,3.213321538086371e-15,1.0200221500459705e-08,1.2737064997026866e-14,9.2140268041854025e-11,5.8931126196937074e-11,3.5060658721777913e-12,1.9932342876718355e-14,2.1299637935262043e-12
7.544815926759142e-08,0.2596560143485984,76.950000000000003,0.0,0.0,0.0,0.84386099730539399,9.4869160109608259,0.0056501718305700319,0.044463542080774396,0.031188502317114095,0.0058122105011250251,1.6124700962348884e-08,1.9748160496133206e-07,0.011956596425026368,0.00010508462266017961,7.5034376949661211e-11,0.0056705981485835827,0.0064368688273004661,0.017724798540317981,0.019764956519536088,9.2396124750995406e-13,5.5232954884966738e-12,2.141724440385339e-07,4.0296680414572456e-10,1.3914196607092998e-06,2.2536932748590885e-05,0.0066476344311067097,0.0069708135723689276,2.211869907803964e-06,1.3806923741716278e-06,1.2470669506875295e-15,0.00010849443318940619,7.1830379004607039e-08,2.2384482458418686e-08,2.1775297837340332e-05,1.2281501125893452e-06,4.6875748108013299e-09,7.0827917135241102e-05,0.00020009663298325696,1.2696781117654837e-11,3.8219865692965767e-12,4.1684478592406854e-09,9.6041826153256796e-10,7.5414240212903416e-12,8.9939619767194352e-08,3.3931560670035076e-07,6.7180828039999107e-05,3.026558067179748e-08,2.569096087802121e-05,5.1132327963038701e-06,3.0528081843724021e-05,3.3822816875596912e-11,3.6912458078933476e-06,1.9022199127346987e-09,3.3864341271110594e-05,3.7613355123852843e-06,5.9866418162180517e-11,1.1564950042530095e-06,1.3601496398312279e-05,1.6511360199298968e-06,7.9086373627183677e-09,1.3667289599757742e-13,1.9890189978323839e-13,2.5892671313459363e-07,1.0294492550486413e-10,7.0146146100205531e-08,1.5260223398557103e-10,4.0584681575302886e-10,1.3052472513185337e-08,2.6460135024299366e-11,8.2075097243480543e-17,7.8280281567626239e-11,2.5262334169163024e-07,5.5014622590457075e-13,5.1006734536687268e-11,8.4321471159721707e-13,4.8630284907885794e-13,0.00080033909619078717,1.1869197191286745e-11,0.00062475284819978711,1.1761804629324509e-11,1.1017630186269434e-10,2.3955282854962854e-16,1.3703452620950181e-16,1.8234996175717536e-12,9.2209741740833068e-09,4.0401818594725678e-10,2.2473878161244122e-19,1.0102694473500158e-13,3.3018266185778637e-15,1.0753308939927631e-08,1.3087908467129116e-14,9.5899901319930042e-11,6.1348689089807619e-11,3.6498258256602392e-12,2.0749564863955881e-14,2.2169051630534159e-12
7.645118296919802e-08,0.2596558673515159,76.950000000000003,0.0,0.0,0.0,0.84203327638037084,9.48669281833069,0.005713390037559286,0.044768808291289722,0.031319570266852427,0.0058365084191063345,1.6235032966534946e-08,1.9708332325547813e-07,0.01210110430010676,0.00010580367568004621,7.5348057801623484e-11,0.0058349719643068804,0.0066302195838479246,0.017942310367002386,0.020191421560447387,9.3028355332288245e-13,5.6889123964285225e-12,2.2062750451709869e-07,4.1466944593631348e-10,1.4087175325822714e-06,2.2632239997586569e-05,0.0067790411196197451,0.0071199123290282039,2.2555412372005772e-06,1.4079531488395555e-06,1.262370559717826e-15,0.00011069661673539894,7.3286688899995819e-08,2.2838614158171342e-08,2.2745576457643562e-05,1.2535512164195962e-06,4.7881888328088437e-09,7.4880582718620117e-05,0.00020283905939296549,1.2959083629930109e-11,3.9009448974244045e-12,4.212557099247468e-09,9.7248852774400455e-10,7.5476847571879317e-12,9.1236386747687187e-08,3.4425998172381318e-07,7.0967916925915119e-05,3.0923712758908156e-08,2.6579830755263532e-05,5.2679947343197041e-06,3.1746193001163029e-05,3.4531660261328015e-11,3.8387667978833649e-06,1.9505986985766073e-09,3.5690629036310438e-05,3.9173962226164918e-06,6.1389004633126006e-11,1.2055506866216413e-06,1.4481335404692114e-05,1.7581377718775315e-06,8.123117925544304e-09,1.4365027585757509e-13,2.0454930893795559e-13,2.6763250635995407e-07,1.0640376747553354e-10,7.480179957480202e-08,1.5772951190964007e-10,4.1935712546441916e-10,1.3919143986534921e-08,2.8215558097307894e-11,8.4807310697834845e-17,8.3938447482398006e-11,2.7090529121482312e-07,5.6576738018698378e-13,5.2015012940214954e-11,8.5354271940768237e-13,5.0011845576404655e-13,0.00080829268282351112,1.2032154390390241e-11,0.00064748385292384561,1.1922675671409563e-11,1.1459436823145288e-10,2.5545890326040069e-16,1.4613348540367635e-16,1.8991580382325337e-12,9.7554015253432135e-09,4.1469802873212236e-10,2.3062036847251234e-19,1.0369749794334224e-13,3.391593008512829e-15,1.1328102860749918e-08,1.3443752190926713e-14,9.9762770869433886e-11,6.3832913302442832e-11,3.7975452233740793e-12,2.1589293556095619e-14,2.3062324880782665e-12
7.745420667080463e-08,0.2596557194556343,76.950000000000003,0.0,0.0,0.0,0.84021250680674264,9.486468805519122,0.0057763266740162829,0.045067810870914993,0.031445449109874297,0.0058598374522774981,1.6343087129627177e-08,1.9668659165383648e-07,0.012245265784904362,0.00010650788372155121,7.564923056085022e-11,0.0060009129482839528,0.0068258852630355242,0.01815939009270303,0.020619847492765842,9.3647533403995116e-13,5.8565036396618927e-12,2.2716029181198754e-07,4.2648418007079386e-10,1.4259809810522233e-06,2.2723784612423104e-05,0.0069104103724287992,0.0072696278106022909,2.2991979141227357e-06,1.4352047808064897e-06,1.2776437671559516e-15,0.0001129028481541541,7.4745605518866056e-08,2.3293562199005603e-08,2.3738715290663528e-05,1.2790035410257269e-06,4.8890904169289203e-09,7.9092760423434149e-05,0.00020558717765135914,1.3221902483613195e-11,3.980058654623444e-12,4.2567669271693889e-09,9.845846046335785e-10,7.5540265015837458e-12,9.2538299167347456e-08,3.492240203268423e-07,7.4899704325655716e-05,3.1583821455194539e-08,2.7481509236468047e-05,5.4243873372785335e-06,3.2988445820363736e-05,3.524331854435038e-11,3.9892152880532727e-06,2.000105080624559e-09,3.7582080615299877e-05,4.0767422499864009e-06,6.2947077694448199e-11,1.2556725575468658e-06,1.5401128162582022e-05,1.8700074950863924e-06,8.3406157546244599e-09,1.509590858562243e-13,2.1031012458784561e-13,2.7653813895802839e-07,1.0994189072339377e-10,7.9685527518830399e-08,1.6297431390218887e-10,4.3317285563904357e-10,1.4828283275267207e-08,3.0056961675233803e-11,8.7601289876530866e-17,8.990498481109243e-11,2.9018498039039207e-07,5.8170224480010096e-13,5.3023004173433515e-11,8.6384962510813517e-13,5.1421167931849687e-13,0.00081604403513636271,1.219543525830756e-11,0.00067056697681704255,1.2083872786642046e-11,1.19146584616436e-10,2.7214439239219424e-16,1.5567830318591099e-16,1.9764091850868904e-12,1.031118802644608e-08,4.2552560348316675e-10,2.3658079979397753e-19,1.0640499233964879e-13,3.4826248241523478e-15,1.1925150005215772e-08,1.3804612484544216e-14,1.0373081441286343e-10,6.638504661507947e-11,3.9492980026560602e-12,2.2451949264990934e-14,2.3979904141715541e-12
7.845723037241123e-08,0.25965557065165357,76.950000000000003,0.0,0.0,0.0,0.83839866111915606,9.4862440026190438,0.0058389828897201252,0.045360630983047608,0.031566241693302903,0.0058822168738148087,1.6448893067002959e-08,1.962914040807994e-07,0.012389082156743019,0.00010719743978690127,7.5938144038517898e-11,0.0061683749152425006,0.0070238243041386584,0.018376039393055828,0.021050166068399014,9.4253828666499789e-13,6.0260334533963482e-12,2.3376941613862693e-07,4.3840771581507446e-10,1.4432101396767307e-06,2.2811641064099621e-05,0.0070417072116044626,0.007419935423344336,2.3428282986010531e-06,1.4624400040135176e-06,1.2928866909054476e-15,0.00011511269608576831,7.6206842986881341e-08,2.3749237348151713e-08,2.4754515879181543e-05,1.30450195649822e-06,4.9902588460321132e-09,8.3467428945773451e-05,0.00020834104912067456,1.3485184581679289e-11,4.0593118576191148e-12,4.301078328296163e-09,9.967067620177851e-10,7.5604492892002574e-12,9.3845469496551477e-08,3.5420815275106238e-07,7.8978611135018773e-05,3.2245768594643223e-08,2.839576983776501e-05,5.5823663541341148e-06,3.4254619988330214e-05,3.5957705789255122e-11,4.1425644643947714e-06,2.0507745454313431e-09,3.9539651926548514e-05,4.2393472088943867e-06,6.4541754224601491e-11,1.3068526064350566e-06,1.6361813823980487e-05,1.9868598348928805e-06,8.5611409776024669e-09,1.5861075291431587e-13,2.1618615628736377e-13,2.8564776515379626e-07,1.1356094077482122e-10,8.4804115392480991e-08,1.6833907923779721e-10,4.4730029502056047e-10,1.5781153398474034e-08,3.1986903704619633e-11,9.0458306563575357e-17,9.6190622282703996e-11,3.1049718349103319e-07,5.9795582533661225e-13,5.4030439850183925e-11,8.7413551009310332e-13,5.2858694932210411e-13,0.00082359568918126804,1.23590428781105e-11,0.00069399552469379111,1.2245399556267816e-11,1.2383586855749983e-10,2.8963247621190047e-16,1.656822396663466e-16,2.0552402663682453e-12,1.0888743435993575e-08,4.365028459851489e-10,2.4262106010891443e-19,1.091499119769653e-13,3.574926293976773e-15,1.2545005988241111e-08,1.4170506108992326e-14,1.078060278343912e-10,6.9006374112157435e-11,4.1051603130677028e-12,2.333796487896495e-14,2.4922249273120244e-12
7.946025407401783e-08,0.25965542093190924,76.950000000000003,0.0,0.0,0.0,0.83659171100180785,9.4860184395924421,0.0059013598297929541,0.045647349890802214,0.031682049996457871,0.0059036657925402025,1.6552480426007534e-08,1.958977539008525e-07,0.012532554687831954,0.00010787253710233576,7.6215044927954131e-11,0.0063373119142340747,0.007223995029070689,0.018592259935815009,0.021482310248417433,9.4847410997138182e-13,6.1974659774929507e-12,2.4045348351393835e-07,4.5043677876126795e-10,1.4604051414012536e-06,2.2895883200100674e-05,0.0071728974070429958,0.0075708110631064656,2.3864210009446527e-06,1.4896517086839017e-06,1.3080994482305982e-15,0.00011732573945920541,7.7670122279784233e-08,2.4205552509446919e-08,2.5792759770200766e-05,1.3300414538866568e-06,5.0916738525653911e-09,8.8007516815308132e-05,0.00021110073113652148,1.3748878126912542e-11,4.1386889144469127e-12,4.3454922206652149e-09,1.0088552517849417e-09,7.5669531338826959e-12,9.5158011810947396e-08,3.5921281542056344e-07,8.3206999101935816e-05,3.2909418978516285e-08,2.932238522228884e-05,5.7418876466511467e-06,3.5544486141010216e-05,3.6674739459808438e-11,4.2987864116028115e-06,2.1026431137944852e-09,4.1564277985663064e-05,4.4051833168060033e-06,6.6174167921975521e-11,1.3590823396878405e-06,1.7364322805643258e-05,2.1088083688717137e-06,8.7847039939485606e-09,1.6661682480502131e-13,2.2217927248020874e-13,2.9496568054197038e-07,1.1726261920674633e-10,9.0164383507241497e-08,1.7382633028159699e-10,4.6174594896700799e-10,1.6779023787059721e-08,3.40079552729723e-11,9.3379676349330515e-17,1.0280619612720305e-10,3.3187702499272816e-07,6.1453329048109328e-13,5.5037057323097263e-11,8.8440045538327679e-13,5.4324883952444273e-13,0.00083095032529663989,1.2522980257704789e-11,0.00071776274167648915,1.2407259327712745e-11,1.2866518479394426e-10,3.0794645266278663e-16,1.7615862227107462e-16,2.1356378130745088e-12,1.1488470947694698e-08,4.4763181156464235e-10,2.4874219842019139e-19,1.1193277080169124e-13,3.6685017602128702e-15,1.3188235602264269e-08,1.4541450276318564e-14,1.1199046735562151e-10,7.1698219603697331e-11,4.2652106007629518e-12,2.4247786342351205e-14,2.5889834042342742e-12
8.146630147723104e-08,0.2596551187221836,76.950000000000003,0.0,0.0,0.0,0.83299838032632945,9.4855651522094426,0.0060252804398902441,0.046202809265197327,0.031899117048658381,0.0059438476808259385,1.6753118055897301e-08,1.951150401586831e-07,0.012818473290209884,0.00010918012867695143,7.6733784391505078e-11,0.0066794285842615621,0.0076308644724056105,0.019023421379234799,0.022351813252284004,9.599711674259321e-13,6.5458954413253375e-12,2.5404085862704775e-07,4.74798485167361e-10,1.4946932027918513e-06,2.3053816584784645e-05,0.0074348247029936941,0.0078741724288361337,2.4734490587617157e-06,1.543976908495257e-06,1.3384349303222525e-15,0.00012175977907741968,8.060172411948947e-08,2.5119765053944263e-08,2.7935606984110275e-05,1.3812242566604686e-06,5.2951647576440488e-09,9.7595400538183814e-05,0.00021663773641343836,1.427729837708383e-11,4.2977540297436133e-12,4.4346308218250706e-09,1.0332321481566301e-09,7.5802038955617133e-12,9.779967701497571e-08,3.6928550921721753e-07,9.212135787153817e-05,3.424130341296414e-08,3.1211768500825656e-05,6.065381302221941e-06,3.8194335351123749e-05,3.8116432594875134e-11,4.6197318973228805e-06,2.2101241697141272e-09,4.5818328894049257e-05,4.7464313759073806e-06,6.9556821112310755e-11,1.4666546385905377e-06,1.9498484935028106e-05,2.3684425272693817e-06,9.240986387093412e-09,1.837389370622522e-13,2.3452453916699778e-13,3.1424427864011317e-07,1.2492095194832448e-10,1.0163739386449001e-07,1.8517880056698659e-10,4.9161902096266606e-10,1.8914871014672092e-08,3.8333728745335865e-11,9.9420959825706307e-17,1.1707099716653745e-10,3.7798174821747803e-07,6.4868139747312238e-13,5.7046815888642687e-11,9.0486785010675631e-13,5.7345152550089473e-13,0.00084507990400640813,1.285185447767658e-11,0.00076628593695759399,1.2731990103490598e-11,1.3875601791369615e-10,3.4714578784486361e-16,1.9858232879485294e-16,2.3010752883420725e-12,1.2756020351799433e-08,4.7035373672694863e-10,2.6123163034005453e-19,1.1761451269204981e-13,3.8594926295640702e-15,1.4547122683831501e-08,1.5298561381311032e-14,1.2069556408351643e-10,7.7298961815872364e-11,4.5982008728849533e-12,2.614069870159833e-14,2.790269006610734e-12
