Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308)
3.403099675923511e-12,0.42728280132722274,76.950000000000003,0.0,0.0,0.0,0.85273066374307627,9.4999978785353374,7.7375630379895876e-05,0.00066802070328164122,0.00066194913720011466,1.9474993625107922e-06,3.4119090334323681e-11,0.008011127953383235,0.029294332384446193,1.7359446524508168e-07,7.4776915082783055e-15,7.5833650288790919e-12,9.7335226645263789e-11,0.10701852450594786,1.7006206027079128e-07,5.3770835576842725e-16,2.4047521062203003e-16,5.3304784039909089e-15,1.3071200876806222e-16,4.1671775872584965e-06,3.8952387209720138e-06,5.6357499267185088e-07,5.63626206396705e-07,3.3884618929913181e-11,1.5555866564362824e-11,3.092725502866449e-08,1.581235226266894e-07,1.9158299835677579e-11,4.1949766994119643e-12,9.1313773725281466e-18,3.8238962629968724e-12,1.3645343652457434e-11,8.4576860722186766e-18,0.0013250974801975908,1.4766324802968754e-17,6.2500357301889345e-18,7.1986635594673015e-05,1.6788114895286623e-05,2.7635972370640135e-05,7.8616745361611415e-05,6.7695725557054328e-06,8.443508024336099e-18,6.0173733609245873e-14,1.1918508686299449e-14,1.1771444843790504e-14,1.6833634095120871e-17,2.7308438991227014e-12,5.1780145023666043e-21,2.5852362032639063e-09,6.0062380966338593e-19,1.1360816498003841e-19,2.6099486173341465e-11,9.0924017233494522e-24,2.8176029419358548e-23,7.5183277466238555e-27,1.4962543332914641e-09,7.8295904933754019e-13,3.3811968263139381e-10,1.8177959329923283e-10,6.0267088264699735e-15,2.0522359966139445e-12,1.1921909892773767e-14,1.3248575845972805e-14,4.596613800991403e-15,2.5823903317657132e-14,8.3946846736905867e-23,2.7091818369700025e-14,2.6964562120202827e-11,7.9672133763018931e-11,1.7731872944655897e-12,2.5240247265678989e-10
3.480897590930857e-12,0.42728280120175194,76.950000000000003,0.0,0.0,0.0,0.84963481873861613,9.4999978157951066,7.9004378092270862e-05,0.00068093893232301227,0.00067462404731152348,2.00662719065007e-06,3.4778890979570036e-11,0.0079821535358941351,0.02995190515702751,1.7719549664323827e-07,7.7047210084562104e-15,8.0151840860525092e-12,1.016316248208257e-10,0.10942376069395576,1.7710423238336075e-07,5.4886254145582529e-16,2.4459313926007398e-16,5.6947249403724144e-15,1.3818467810498806e-16,4.3618311018663796e-06,4.052946836925092e-06,6.006322244041386e-07,6.0068688271257047e-07,3.6144267139435579e-11,1.6617675765227643e-11,3.1660523565984873e-08,1.6496742658861903e-07,1.9999019750354793e-11,4.3894062154754654e-12,1.0610860759597724e-17,4.0185946909376734e-12,1.4501989431848424e-11,9.8360339032192711e-18,0.0013553361800005455,1.551880390905617e-17,6.568377398619593e-18,7.3576245944097121e-05,1.7071478570510938e-05,2.7570627727899495e-05,8.0538811112514008e-05,7.1226933895656292e-06,9.8191558099652237e-18,6.4968537366816135e-14,1.2916868723989726e-14,1.2760517727927074e-14,1.8696436294155837e-17,2.873155974089016e-12,5.8727148171219475e-21,2.6921925158529801e-09,6.6525747004751629e-19,1.2922380302695757e-19,2.728748498044331e-11,1.0579168565975363e-23,3.2027821732295664e-23,8.7286474684571617e-27,1.6158659929014059e-09,8.1537289976512114e-13,3.6448205780346809e-10,1.9385052438022972e-10,6.4295527269770811e-15,2.1425397797057212e-12,1.2725743309515541e-14,1.4345729805517948e-14,4.8624088008245619e-15,2.6982248000348381e-14,9.08986806331883e-23,2.8884612352498622e-14,2.8755082868330154e-11,8.6438430917735318e-11,1.8963049951475913e-12,2.581191580141092e-10
3.5586955059382028e-12,0.4272828010839631,76.950000000000003,0.0,0.0,0.0,0.84655030690362598,9.4999977531460846,8.0627207783690521e-05,0.00069376335675107456,0.00068720164583644262,2.065689815521317e-06,3.5433900513388274e-11,0.0079532851663965745,0.030607057944359802,1.8077037830412849e-07,7.9315001526556675e-15,8.459398614241828e-12,1.0600936383479492e-10,0.11182029081942248,1.8425473864427698e-07,5.5993572853032261e-16,2.486428965105294e-16,6.0744581873282039e-15,1.4587296665991658e-16,4.5605048180455747e-06,4.2128506611802744e-06,6.3917037800067166e-07,6.3922862196759307e-07,3.849557429341701e-11,1.7723674072138834e-11,3.2391137741008102e-08,1.7193965224777977e-07,2.0855743941252591e-11,4.5878303938184422e-12,1.2287101609471023e-17,4.2177880082003208e-12,1.5392698703617776e-11,1.139917164938743e-17,0.0013854847712050521,1.6288671413187182e-17,6.8940713577226697e-18,7.5145567936364007e-05,1.7347157881199503e-05,2.7504797235245247e-05,8.2447264748495295e-05,7.4840082522037933e-06,1.1379159315128687e-17,7.0025341415620334e-14,1.3971304320075106e-14,1.3805299870860268e-14,2.0713264238954419e-17,3.0189456473562917e-12,6.6404182923325763e-21,2.8007871164701943e-09,7.3501018749345923e-19,1.4653951438793903e-19,2.8496337302133212e-11,1.2265209196898098e-23,3.629547720611086e-23,1.0097708923634346e-26,1.7416286489352236e-09,8.482837755014678e-13,3.9215006678936218e-10,2.0641429239540827e-10,6.8489571036455318e-15,2.2346137006090445e-12,1.3562925001526659e-14,1.5503435276503889e-14,5.136269253611837e-15,2.8163859870017226e-14,9.8234180420913427e-23,3.0750299860826494e-14,3.0618660077257753e-11,9.3574389716295035e-11,2.0246484247316427e-12,2.6381515075611332e-10
3.6364934209455487e-12,0.42728280097405247,76.950000000000003,0.0,0.0,0.0,0.8434770860747951,9.4999976906081542,8.2244141117892837e-05,0.00070649465924183918,0.00069968266302176583,2.1246671619575762e-06,3.608415383201326e-11,0.0079245224617072417,0.031259799604680748,1.8431930054485828e-07,8.1579518591377683e-15,8.9159606424141183e-12,1.1046778348433435e-10,0.11420814676140716,1.9151173172351866e-07,5.7092850625535801e-16,2.5262531381969648e-16,6.4699414519435885e-15,1.5377606201858301e-16,4.7631704030190048e-06,4.3749016815446878e-06,6.7920970191567261e-07,6.792716746148636e-07,4.0939820350879717e-11,1.8874502182893701e-11,3.3119107265079356e-08,1.7903926452696034e-07,2.1728355785483329e-11,4.7902203454090789e-12,1.4180725554456966e-17,4.4214441136122208e-12,1.631804974481915e-11,1.3166703258851292e-17,0.0014155433550552641,1.7075803144158318e-17,7.2270651015817828e-18,7.6694755808682317e-05,1.7615310354051157e-05,2.7438558478069065e-05,8.4342144676202509e-05,7.8534418500773621e-06,1.3143065048758062e-17,7.535197385723622e-14,1.5083399207732728e-14,1.490736742518406e-14,2.2892628037707394e-17,3.1681931719244688e-12,7.4867196663729588e-21,2.9109914115364276e-09,8.1014272716941308e-19,1.6569330440500242e-19,2.9725687776144734e-11,1.4171560298552374e-23,4.101227925363837e-23,1.1641736692393347e-26,1.8736826667354881e-09,8.8168301105747189e-13,4.2115091394246497e-10,2.1947830658441579e-10,7.2851731587554799e-15,2.3284487638730147e-12,1.4433966977954787e-14,1.6723317257323798e-14,5.4181967940440159e-15,2.9368619255002703e-14,1.059636422903603e-22,3.2689967365428559e-14,3.2556387148719562e-11,1.0108881182963018e-10,2.1582956757985142e-12,2.6949052665217259e-10
3.714291335952895e-12,0.4272828008722082,76.950000000000003,0.0,0.0,0.0,0.84041511425060345,9.4999976281999512,8.3855199678025012e-05,0.00071913351747255997,0.00071206782267020359,2.1835403936652176e-06,3.6729685541547539e-11,0.0078958650362553964,0.031910138964084428,1.8784245229345204e-07,8.3840038033693037e-15,9.384817906719277e-12,1.1500622623518698e-10,0.11658736028326784,1.9887338685516373e-07,5.8184145989098794e-16,2.5654121283932093e-16,6.8814347361099504e-15,1.6189307651318514e-16,4.9697996674606521e-06,4.5390520473224338e-06,7.2076999531307698e-07,7.2083584177321428e-07,4.3478257011045895e-11,2.0070786771522508e-11,3.3844441817414303e-08,1.8626533515898052e-07,2.2616739509525883e-11,4.9965473592275909e-12,1.6313949370007787e-17,4.6295310436446148e-12,1.7278614761096861e-11,1.51597754244161e-17,0.0014455120355757699,1.7880075461391301e-17,7.5673063490968735e-18,7.8223968171964366e-05,1.7876091735812427e-05,2.7371976157349237e-05,8.6223494848094268e-05,8.2309191989675156e-06,1.5131956253260265e-17,8.0956278087052787e-14,1.6254730695063773e-14,1.6068289958513628e-14,2.5243270739336441e-17,3.3208786417426048e-12,8.4174826496066224e-21,3.0227771345252425e-09,8.9092135404289256e-19,1.8683062148999052e-19,3.097518506019936e-11,1.6320895448582083e-23,4.6213254203613715e-23,1.3378150957622496e-26,2.0121671140444051e-09,9.1556204003351967e-13,4.5151145566504075e-10,2.3304984557157588e-10,7.7384476736312393e-15,2.4240361241191767e-12,1.5339372257274416e-14,1.8006988310819801e-14,5.7081908056756444e-15,3.0596408266139764e-14,1.1409728363717287e-22,3.4704681919167205e-14,3.4569337925424836e-11,1.0899038993390272e-10,2.2973231431625064e-12,2.7514536119756902e-10
3.79208925096024e-12,0.42728280077860964,76.950000000000003,0.0,0.0,0.0,0.83736434959064987,9.4999975659389637,8.5460404966952359e-05,0.00073168060415866923,0.00072435784224617007,2.2422918460978691e-06,3.7370529972882892e-11,0.0078673125034982583,0.032558084816348323,1.9134002109738173e-07,8.6095881601155751e-15,9.8659141356633839e-12,1.1962403724465404e-10,0.11895796303202358,2.0633790158177287e-07,5.9267517060851545e-16,2.6039140544884467e-16,7.3091947566490836e-15,1.7022305220711064e-16,5.1803645648560778e-06,4.7052545613163256e-06,7.6387061419780107e-07,7.6394048135908659e-07,4.6112108098640285e-11,2.1313140679197457e-11,3.4567151043765821e-08,1.9361694263690205e-07,2.3520780183013062e-11,5.2067829057491175e-12,1.8710659137991651e-17,4.8420169856116188e-12,1.8274959925104578e-11,1.7401156593779476e-17,0.0014753909195485005,1.8701365306268111e-17,7.9147430656230851e-18,7.9733367002748345e-05,1.8129655755442909e-05,2.730510432270072e-05,8.8091363768370197e-05,8.6163656466082335e-06,1.7368531448511474e-17,8.6846109349890435e-14,1.7486869133911031e-14,1.7289629918264208e-14,2.777416706926551e-17,3.4769820153952771e-12,9.4388445328152384e-21,3.1361163427240161e-09,9.7761771326243362e-19,2.1010455103576043e-19,3.2244481796870322e-11,1.8737607228842763e-23,5.1935212253778932e-23,1.5325620872739232e-26,2.1572197665537089e-09,9.499123941375936e-13,4.8325820262859076e-10,2.471360588644215e-10,8.2090230593410484e-15,2.5213670837674086e-12,1.6279634970334113e-14,1.9356047969330834e-14,6.0062485762253183e-15,3.184711077911559e-14,1.2264523929276839e-22,3.679549138051356e-14,3.6658566916393843e-11,1.1728770817904643e-10,2.4418055469560359e-12,2.8077972961164472e-10
3.869887165967586e-12,0.4272828006934297,76.950000000000003,0.0,0.0,0.0,0.83432475041499077,9.4999975038415485,8.7059778407566331e-05,0.00074413658709043687,0.00073655343297778235,2.3009049629072818e-06,3.800672126943599e-11,0.0078388644768009018,0.03320364592287256,1.9481219313269298e-07,8.8346413585565605e-15,1.0359189319733748e-11,1.2432056438476844e-10,0.12131998653812709,2.1390349550161455e-07,6.034302147798649e-16,2.6417669518091212e-16,7.7534749654652102e-15,1.7876496560825962e-16,5.3948371908636441e-06,4.8734626719340654e-06,8.0853047747291754e-07,8.0860451414429835e-07,4.8842569944533785e-11,2.2602163102830392e-11,3.528724455563733e-08,2.0109317216463118e-07,2.4440363712568898e-11,5.4208986396964986e-12,2.1396489832566097e-17,5.0588702886782913e-12,1.9307645416990329e-11,1.9915317692126276e-17,0.0015051801164848988,1.9539550244949166e-17,8.2693234810170481e-18,8.1223116811754312e-05,1.8376153939324783e-05,2.7237988218079992e-05,8.9945803671031912e-05,9.0097068911298646e-06,1.9877184664760635e-17,9.3029331430504982e-14,1.8781377424175931e-14,1.8572942132278649e-14,3.0494522087659585e-17,3.6364831376125855e-12,1.0557220633534997e-20,3.2509814140258911e-09,1.0705087092786046e-18,2.3567600782645192e-19,3.3533234577723211e-11,2.1447891051105908e-23,5.8216787809414352e-23,1.7504118553996095e-26,2.3089771138078984e-09,9.847257022107221e-13,5.1641732203577257e-10,2.6174396833735324e-10,8.6971374068936216e-15,2.6204330908127923e-12,1.7255240462381185e-14,2.077208218343334e-14,6.3123654441135811e-15,3.3120612416487968e-14,1.3161755803167629e-22,3.8963424634826329e-14,3.8825109520054129e-11,1.2598924270977805e-10,2.5918159554344747e-12,2.8639370683705124e-10
3.947685080974931e-12,0.4272828006168335,76.950000000000003,0.0,0.0,0.0,0.83129627520348426,9.4999974419230355,8.8653341343091237e-05,0.00075650212916935353,0.00074865529995516464,2.3593642357902798e-06,3.8638293288594732e-11,0.0078105205699022144,0.033846831012705948,1.9825915321357478e-07,9.0591038523898101e-15,1.0864579966258706e-11,1.2909515826551069e-10,0.12367346221555316,2.2156841001870362e-07,6.1410716487147696e-16,2.6789787620717236e-16,8.2145255697243813e-15,1.8751773212413187e-16,5.6131897826769355e-06,5.0436304653969528e-06,8.5476807292361253e-07,8.5484642974058645e-07,5.167081176178322e-11,2.3938439781386915e-11,3.6004731929920561e-08,2.0869311560790387e-07,2.5375376835694618e-11,5.6388664021627729e-12,2.4398906277179434e-17,5.280059472974816e-12,2.037722546655342e-11,2.2728514519002458e-17,0.0015348797385939439,2.0394508503829972e-17,8.630996104581261e-18,8.2693383961742598e-05,1.8615735471085527e-05,2.7170665800014509e-05,9.1786869843455435e-05,9.4108689959631292e-06,2.2684087325841585e-17,9.95138134754448e-14,2.0139810551790336e-14,1.9919773343441114e-14,3.3413769775297935e-17,3.7993617588174657e-12,1.1779308580409121e-20,3.3673450437521171e-09,1.1698763839106419e-18,2.6371392688391407e-19,3.4841103906934824e-11,2.4479830665171892e-23,6.5098479192879147e-23,1.9934973655177479e-26,2.4675743654021751e-09,1.0199936892676235e-12,5.510146399156242e-10,2.7688046970054542e-10,9.2030245369356755e-15,2.7212257366509949e-12,1.8266665394072242e-14,2.2256662812164866e-14,6.6265349366907158e-15,3.4416800529430966e-14,1.4102419934147395e-22,4.1209491813435865e-14,4.1069982245115907e-11,1.3510336223043005e-10,2.747425807504614e-12,2.9198736753984653e-10
4.025482995982277e-12,0.4272828005489794,76.950000000000003,0.0,0.0,0.0,0.82827888259514049,9.4999973801977529,9.0241115037389573e-05,0.00076877788844424081,0.00076066414222523266,2.4176551475502502e-06,3.926527959722444e-11,0.0077822803971992647,0.034487648782609515,2.0168108480207798e-07,9.2829199012299704e-15,1.138201934028815e-11,1.3394717225786855e-10,0.12601842136202487,2.293309080956209e-07,6.2470658952860667e-16,2.7155573291650825e-16,8.6925935520618557e-15,1.964802102725225e-16,5.8353947183891919e-06,5.2157126580491066e-06,9.0260146312886967e-07,9.0268429251186861e-07,5.4597976017127206e-11,2.5322543179946729e-11,3.671962270872494e-08,2.1641587144563555e-07,2.632570711470051e-11,5.8606582222009339e-12,2.7747285418567732e-17,5.5055532371078731e-12,2.1484248396679044e-11,2.5868871778561069e-17,0.0015644899007455581,2.1266118998768409e-17,8.9997097373813172e-18,8.4144336107377742e-05,1.8848547087613723e-05,2.7103168987974999e-05,9.3614620068890427e-05,9.8197784018496641e-06,2.5817271741304323e-17,1.0630742694261593e-13,2.1563715158495723e-14,2.1331661776410585e-14,3.6541571552241177e-17,3.9655975529237444e-12,1.3112092435954242e-20,3.4851802415042821e-09,1.2760077935613087e-18,2.9439545269034971e-19,3.6167754164620444e-11,2.786348531256425e-23,7.262268771105142e-23,2.2640928481664557e-26,2.6331454574163508e-09,1.0557081755433217e-12,5.8707564344378493e-10,2.9255233395423986e-10,9.7269140489551366e-15,2.8237367539496582e-12,1.9314377841479237e-14,2.3811347152508916e-14,6.9487489006081385e-15,3.5735564179273113e-14,1.5087503044160707e-22,4.3534684510553701e-14,4.3394182929247762e-11,1.4463832860501106e-10,2.9087049349803581e-12,2.9756078610996392e-10
4.103280910989622e-12,0.42728280049001865,76.950000000000003,0.0,0.0,0.0,0.82527253138747481,9.4999973186790978,9.1823120675266158e-05,0.00078096451814709141,0.00077258065288314959,2.4757641181939669e-06,3.9887713602589918e-11,0.0077541435739932607,0.035126107897127869,2.0507817001780057e-07,9.506037362308703e-15,1.1911437692266144e-11,1.3887596251656268e-10,0.12835489515926815,2.3718927400908081e-07,6.3522905249397739e-16,2.751510417924396e-16,9.1879226908169553e-15,2.0565120566170947e-16,6.0614245163603402e-06,5.3896645887650919e-06,9.5204829130190171e-07,9.521357474152483e-07,5.762517879800227e-11,2.6755032671542417e-11,3.7431926399251981e-08,2.2426054472162528e-07,2.729124293068201e-11,6.0862463179688733e-12,3.1472999860821695e-17,5.735320464331174e-12,2.2629256667705112e-11,2.9366468699136096e-17,0.0015940107204295596,2.2154261359099448e-17,9.3754134823630336e-18,8.557614173304763e-05,1.9074733003855876e-05,2.7035524699517085e-05,9.5429114164460855e-05,1.0236361936527969e-05,2.9306716162968589e-17,1.1341804267469054e-13,2.3054629141604773e-14,2.2810136734630726e-14,3.9887814734351908e-17,4.1351701335805764e-12,1.4562846658502634e-20,3.6044603280459601e-09,1.3891948857748291e-18,3.2790612673201061e-19,3.7512853570058803e-11,3.1630978486375639e-23,8.0833756068798725e-23,2.5646193599892987e-26,2.8058230590331368e-09,1.0918610755445332e-12,6.2462548328044122e-10,3.087662088285788e-10,1.0269031369995208e-14,2.9279580145633726e-12,2.0398837395101554e-14,2.5437677505943204e-14,7.2789976247806728e-15,3.7076794118886565e-14,1.6117982353721652e-22,4.5939975998030292e-14,4.5798690955576524e-11,1.5460229748491056e-10,3.075721584569538e-12,3.0311403666175589e-10
4.181078825996968e-12,0.42728280044009703,76.950000000000003,0.0,0.0,0.0,0.82227718053586418,9.499997257379583,9.3399379362771169e-05,0.00079306266672864124,0.00078440551916061398,2.533678453899059e-06,4.0505628434961752e-11,0.0077261097167006841,0.035762216988667307,2.0845058964753984e-07,9.7284074958102551e-15,1.2452762473211147e-11,1.4388088800237144e-10,0.13068291467329055,2.4514181310821407e-07,6.4567511366521507e-16,2.7868457049613014e-16,9.7007535802939507e-15,2.1502947475230079e-16,6.2912518345865676e-06,5.5654422114540715e-06,1.003125787060276e-06,1.0032180257717023e-06,6.0753510175138906e-11,2.8236454716806319e-11,3.8141652473706802e-08,2.3222624699660943e-07,2.8271873477539528e-11,6.3156030974990982e-12,3.5609502603304193e-17,5.9693302275819781e-12,2.3812786922467543e-11,3.3253426198600052e-17,0.0016234423177112485,2.3058815947241683e-17,9.7580567526133695e-18,8.6988969770817077e-05,1.9294434860910073e-05,2.6967755709349053e-05,9.7230413597310469e-05,1.066054682251549e-05,3.3184431361906287e-17,1.2085352809252617e-13,2.4614081282066796e-14,2.4356718225920711e-14,4.3462610932320826e-17,4.3080590690220433e-12,1.6139139904217059e-20,3.7251589322133744e-09,1.5097343753158027e-18,3.6444007331341159e-19,3.8876074144923376e-11,3.5816588258836035e-23,8.9778006117684726e-23,2.8976503899446818e-26,2.9857385793025506e-09,1.1284443971171353e-12,6.6368897592066287e-10,3.255286202091212e-10,1.0829597802884091e-14,3.0338815274901869e-12,2.1520495257893898e-14,2.7137180780024651e-14,7.6172699563503059e-15,3.8440382773972922e-14,1.7194825329463804e-22,4.8426321437981489e-14,4.8284467467031667e-11,1.6500331895859073e-10,3.2485424395954941e-12,3.0864719303460592e-10
4.258876741004313e-12,0.42728280039935357,76.950000000000003,0.0,0.0,0.0,0.81929278915290704,9.4999971963108845,9.4969912127501735e-05,0.00080507297789367467,0.00079613942251113932,2.5913862987010705e-06,4.1119056908706358e-11,0.0076981784429896311,0.036395984657589274,2.1179852315496414e-07,9.9499847797348898e-15,1.3005918538065129e-11,1.4896131050403565e-10,0.13300251085471659,2.5318685157553614e-07,6.5604532947400573e-16,2.8215707682130541e-16,1.0231323651046882e-14,2.2461372841210877e-16,6.5248494700723229e-06,5.7430020876587032e-06,1.055850772126608e-06,1.0559479509673332e-06,6.3984034560792819e-11,2.9767343041453202e-11,3.8848810369285207e-08,2.4031209630066694e-07,2.9267488756042166e-11,6.5487011591476143e-12,4.0192412926837268e-17,6.2075517935449305e-12,2.5035370031841459e-11,3.7563995552341457e-17,0.0016527848151847776,2.3979663874523896e-17,1.0147589278027742e-17,8.8382989285599683e-05,1.9507791693449857e-05,2.6899881360774193e-05,9.9018581166311764e-05,1.1092260683291632e-05,3.7484548682246458e-17,1.2862174450483614e-13,2.6243590899295882e-14,2.5972916615090708e-14,4.7276294397465381e-17,4.4842438956505205e-12,1.7848838670206924e-20,3.8472499878547841e-09,1.6379276199307081e-18,4.0420018359606921e-19,4.0257091676577169e-11,4.0456839139081796e-23,9.9503775930358041e-23,3.2659175066334054e-26,3.1730221740247484e-09,1.1654502405205467e-12,7.0429060605328988e-10,3.4284597354817087e-10,1.1408830573984799e-14,3.1414994368677981e-12,2.2679794342318914e-14,2.8911368123145769e-14,7.9635534100275178e-15,3.9826224224280461e-14,1.831898945271826e-22,5.0994658093302877e-14,5.0852455578554748e-11,1.7584933821914376e-10,3.4272326414567765e-12,3.1416032879368927e-10
4.336674656011659e-12,0.4272828003679217,76.950000000000003,0.0,0.0,0.0,0.81631931650778611,9.4999971354838824,9.6534739918902469e-05,0.00081699609063606642,0.00080778303869246727,2.648876588758432e-06,4.1728031709994415e-11,0.0076703493718421655,0.037027419472318773,2.1512214869030365e-07,1.0170726732361049e-14,1.3570828337834349e-11,1.5411659465972663e-10,0.13531371453917798,2.6132273619057372e-07,6.6634025131435256e-16,2.8556931101929457e-16,1.0779867190186407e-14,2.3440263527532334e-16,6.7621903582047145e-06,5.9223013792470957e-06,1.110239665960666e-06,1.1103419440860265e-06,6.7317791062664894e-11,3.1348218811625357e-11,3.9553409488235652e-08,2.4851721708597371e-07,3.0277979567935101e-11,6.7855132917678845e-12,4.5259603372611863e-17,6.4499546258795869e-12,2.6297531140629143e-11,4.2334648520478889e-17,0.0016820383379249669,2.4916687013760244e-17,1.0543961110603044e-17,8.9758369216933858e-05,1.9714939913222673e-05,2.68319181528318e-05,0.00010079368073899945,1.1531431548132384e-05,4.224340952798748e-17,1.3673054453044097e-13,2.794466753131729e-14,2.7660232302122245e-14,5.1339420318297849e-17,4.6637041304668027e-12,1.9700110779911495e-20,3.970707730798304e-09,1.7740804959416083e-18,4.4739829781948246e-19,4.1655585681477929e-11,4.5590595423819126e-23,1.1006145619228338e-22,3.6723160426881828e-26,3.3678027527284138e-09,1.2028707975039162e-12,7.4645452892519745e-10,3.6072455526204342e-10,1.2006942880469278e-14,3.2508040200077983e-12,2.3877169366433252e-14,3.0761734590707922e-14,8.3178342711627066e-15,4.1234214184782895e-14,1.9491422008026355e-22,5.3645905536090316e-14,5.3503580587192887e-11,1.8714819624632659e-10,3.6118558108282118e-12,3.1965351723088442e-10
4.4144725710190044e-12,0.42728280034592947,76.950000000000003,0.0,0.0,0.0,0.81335672202563736,9.4999970749087197,9.8093883608564624e-05,0.00082883263927356079,0.00081933703784625169,2.7061390090590477e-06,4.2332585265538008e-11,0.0076426221235820126,0.037656529969459715,2.1842164310001108e-07,1.0390593747465288e-14,1.4147412101118064e-11,1.5934610797803991e-10,0.13761655644772797,2.6954783409611781e-07,6.7656042672158264e-16,2.8892201519008915e-16,1.1346615361706976e-14,2.4439482491635297e-16,7.0032475721304375e-06,6.103297841196176e-06,1.1663084913237431e-06,1.1664160294743628e-06,7.0755793833562987e-11,3.2979590807126596e-11,4.0255459197957433e-08,2.5684074017989895e-07,3.1303237510089958e-11,7.0260124746514856e-12,5.0851287757484932e-17,6.6965083877355433e-12,2.7599789713657794e-11,4.7604168889847925e-17,0.001711203013437779,2.5869768009055619e-17,1.0947122628565666e-17,9.1115278167623753e-05,1.9916013305638184e-05,2.6763880224475384e-05,0.00010255577703424319,1.1977987855827062e-05,4.7499656237936408e-17,1.4518776962947112e-13,2.9718810638844147e-14,2.9420155424511656e-14,5.5662763071693498e-17,4.8464192824526686e-12,2.1701428712091355e-20,4.0955066958478485e-09,1.9185032738131683e-18,4.942553856654436e-19,4.3071239368746238e-11,5.1259156002898121e-23,1.2150352590351165e-22,4.1199108121990617e-26,3.570207985723701e-09,1.2406983503990236e-12,7.9020457270800022e-10,3.791705341144012e-10,1.2624143937121302e-14,3.3617876854663836e-12,2.5113046949015983e-14,3.2689758841019899e-14,8.6800976928865087e-15,4.2664249986847262e-14,2.0713059890445102e-22,5.6380965853985366e-14,5.623875018009492e-11,1.9890763049998224e-10,3.8024740686065732e-12,3.251268313657505e-10
4.49227048602635e-12,0.4272828003334988,76.950000000000003,0.0,0.0,0.0,0.81040496528691675,9.4999970145948165,9.9647363990524343e-05,0.00084058325348229104,0.00083080208457515206,2.7631639524376816e-06,4.2932749647699607e-11,0.0076149963199000819,0.038283324653910218,2.2169718193635148e-07,1.0609548937900507e-14,1.4735588005594615e-11,1.6464922085846085e-10,0.13991106718725732,2.7786053256707675e-07,6.8670640023206989e-16,2.9221592142491214e-16,1.1931796226832516e-14,2.5458889084796691e-16,7.2479943221353646e-06,6.2859498144648151e-06,1.2240728797761418e-06,1.2241858402396444e-06,7.429903241685992e-11,3.4661955592572543e-11,4.095496883110186e-08,2.6528180273844399e-07,3.2343154968697437e-11,7.2701718772725489e-12,5.7010110168685276e-17,6.9471829436657029e-12,2.8942659581966745e-11,5.3413745385353855e-17,0.0017402789716096771,2.6838790283272646e-17,1.1357024539514747e-17,9.2453884230611681e-05,2.0111143036803838e-05,2.6695779754708394e-05,0.00010430493544224954,1.2431858457481394e-05,5.3294324302968467e-17,1.5400124773992872e-13,3.1567509331952769e-14,3.1254165582431752e-14,6.025731443232293e-17,5.0323688630032688e-12,2.3861572774931705e-20,4.2216217138069033e-09,2.0715104938258407e-18,5.4500172473003353e-19,4.4503739603943715e-11,5.7506350581254281e-23,1.3388458738404648e-22,4.6119418571807262e-26,3.7803643112110809e-09,1.2789252712220878e-12,8.355642408645996e-10,3.9818996258578678e-10,1.3260639022672459e-14,3.4744429711500239e-12,2.6387845703748331e-14,3.4696902859294839e-14,9.0503277876439984e-15,4.4116230559415778e-14,2.1984829430661105e-22,5.9200723854465373e-14,5.9058854640430732e-11,2.1113527562210672e-10,3.9991480566041269e-12,3.3058034394650587e-10
