Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218)
1.0276175797417477e-12,0.17393021754242344,76.950000000000003,0.0,0.0,0.0,0.99999958970280489,9.4999999991934168,1.5919015339722092e-08,1.9069836782772119e-07,1.904762133763744e-07,5.1424617311118392e-10,1.7663631938607752e-13,6.4615040548227452e-09,2.7830435791250544e-09,2.9203000528631047e-10,1.072129883590158e-17,9.6924980980706639e-19,2.5048629565236568e-14,3.1197159717719972e-09,6.9160187088459518e-13,3.9449288292374086e-18,6.658838921201706e-21,2.6569495096174603e-22,5.2663023570671971e-27,1.8409329311402182e-17,6.1852062193486834e-14,5.902694871846541e-17,5.9058607160195943e-17,2.5944518913572926e-20,5.713893617744965e-21,9.2810506861889673e-25,2.4491163464325482e-14,2.5937931270502805e-17,3.3013983572274359e-18,7.3566520767822127e-38,1.3628563990408586e-20,4.4140383725447887e-22,7.023466375291927e-38,3.2031138219800529e-11,2.4703038357686199e-25,6.7833784720561859e-26,8.4894516027226726e-15,2.5896634483556827e-15,2.8679782498226024e-14,8.4894484705434891e-15,5.5261473018476802e-18,7.0234659826338114e-38,1.9069587365101075e-24,8.8250703635557618e-27,3.5586445446252692e-27,2.1671307680220329e-31,1.3658006109675081e-22,4.0199838834832806e-35,1.540929399256382e-19,1.0666182756321388e-31,6.5712543598331894e-37,2.0794518504419432e-22,3.5926141128594493e-41,2.169570958762303e-41,2.9491137705567298e-44,1.3845487427314623e-25,1.8636694475676367e-24,8.4281492125803387e-28,1.1591807809787376e-22,5.2298611459678516e-26,6.0217909535661648e-23,7.0969134281792229e-26,6.5939270724915049e-27,1.0840008916978468e-25,2.7266118193941543e-26,4.2304932737615541e-33,3.9935511520364208e-28,1.1182256100729966e-25,1.0410593618596444e-28,2.9199214728198537e-26,6.0685517112534108e-20,9.8986927867532106e-30,1.2761784972039325e-13,2.1637457341619195e-17,1.8293600249523745e-22,2.1637456131373317e-17,3.1987045800908788e-30
1.066189072668436e-12,0.17393021754230517,76.950000000000003,0.0,0.0,0.0,0.99999957430538589,9.4999999991339639,1.6516533131971884e-08,1.9784696823082352e-07,1.9760576498738752e-07,5.534903233028444e-10,1.8325891938731646e-13,6.5624080304353981e-09,2.9524869962885956e-09,3.1222543518964884e-10,1.1539570913713225e-17,1.0835978316390557e-18,2.6963425159739384e-14,3.3096574233095476e-09,7.4446896789354885e-13,4.2177519301300576e-18,7.1224333740509182e-21,2.9673424454279561e-22,6.0117128182323816e-27,2.0329738899714133e-17,6.6575530210463876e-14,6.5920466899446463e-17,6.5956491927512517e-17,2.9444637604905061e-20,6.5803571234116336e-21,1.0095603088907091e-24,2.599182297556145e-14,2.7897831217373443e-17,3.6154428906207522e-18,9.5197946528438512e-38,1.5544376372698837e-20,4.8404124325973634e-22,9.0886402924917383e-38,3.3981332641673142e-11,2.8202936373544703e-25,7.738978430149592e-26,9.2503009287576982e-15,2.8215185886892291e-15,2.9859519454614705e-14,9.2503033246955342e-15,6.2774941249910859e-18,9.0886397653131065e-38,2.1697708135588279e-24,1.0234615780674139e-26,4.2227488777495508e-27,2.67189551298868e-31,1.5054824516427765e-22,5.148121120038972e-35,1.6586109683848019e-19,1.2832456722861537e-31,8.415423543315352e-37,2.3202492840607643e-22,4.7778387824959026e-41,2.8079009439443124e-41,3.9270307895034826e-44,1.6369529049038732e-25,2.0266136317079767e-24,9.9161283448587507e-28,1.2945364685706648e-22,5.9813937545261553e-26,6.4819576094516021e-23,8.1146242305350907e-26,7.636876705767882e-27,1.2105676879266977e-25,3.0820547674725286e-26,4.899657803216958e-33,4.3187030507489823e-28,1.264766203423871e-25,1.2736570481056856e-28,3.3337734961915117e-26,6.447584568628794e-20,1.2118767700678981e-29,1.3491364997951692e-13,2.2984980420586904e-17,2.004818725921899e-22,2.2984979089246045e-17,3.7843788539767625e-30
1.1047605655951242e-12,0.17393021754218302,76.950000000000003,0.0,0.0,0.0,0.99999955890808534,9.499999999072541,1.7114050896055336e-08,2.0499503623816816e-07,2.0473387957906356e-07,5.9417102790612583e-10,1.8988102607486414e-13,6.657749275982238e-09,3.1244827270591114e-09,3.3295296830528246e-10,1.238779940845064e-17,1.2066836860154501e-18,2.8948680635868253e-14,3.5024599489101125e-09,7.9928132764197192e-13,4.4977636144697118e-18,7.5983509356038952e-21,3.3010024177170483e-22,6.8281928563019523e-27,2.2364476420727384e-17,7.1472267447450601e-14,7.3330403885213473e-17,7.337119753515856e-17,3.3254788915559706e-20,7.5388231589218056e-21,1.0940686349453992e-24,2.7516129343538254e-14,2.9905439906274576e-17,3.9442689202715397e-18,1.2206595334526767e-37,1.7638315238330055e-20,5.2880773306205149e-22,1.165375615611384e-37,3.5960903089089958e-11,3.2030909432832358e-25,8.7836238472213612e-26,1.0041442245291317e-14,3.0625713964936231e-15,3.1013257002019104e-14,1.0041451204715154e-14,7.0945924524102254e-18,1.1653755455700832e-37,2.4564329861853112e-24,1.180726480046515e-26,4.9788812359110359e-27,3.2688661300680595e-31,1.6530883197510626e-22,6.5333894820779455e-35,1.7806102760443239e-19,1.533791794766132e-31,1.0679945409596143e-36,2.5787804989066942e-22,6.2884563106140623e-41,3.6008398347020584e-41,5.1752058808664979e-44,1.9229174664093921e-25,2.1965614931622453e-24,1.1591791935371521e-27,1.4400297391979602e-22,6.8060918805517666e-26,6.9590451286512921e-23,9.2310913801330033e-26,8.7985821207010134e-27,1.3466121222047296e-25,3.4667687469309116e-26,5.645019487214182e-33,4.6575637809175729e-28,1.4237994271810902e-25,1.5461449957842462e-28,3.7870603195052568e-26,6.8325717848572164e-20,1.4721796648476928e-29,1.4237214040497357e-13,2.433025950972306e-17,2.1905657491520023e-22,2.4330258051857358e-17,4.4485775606853353e-30
1.1433320585218125e-12,0.17393021754205695,76.950000000000003,0.0,0.0,0.0,0.9999995435108967,9.4999999990091624,1.7711568631972521e-08,2.1214258379871349e-07,2.1186055781192139e-07,6.3628762644983477e-10,1.9650265060541642e-13,6.7478344586647686e-09,3.2988900649986945e-09,3.5420065567051741e-10,1.3265970547331836e-17,1.3388404231453009e-18,3.100439109545374e-14,3.6979658204957709e-09,8.5603880682358642e-13,4.7848024547110206e-18,8.0863150161015883e-21,3.658768733689745e-22,7.7193854932045545e-27,2.451520219366647e-17,7.6542220173840797e-14,8.1275354100141802e-17,8.1321337967518799e-17,3.7388732531753521e-20,8.5950920274345048e-21,1.1815463205310611e-24,2.9062877763500079e-14,3.1958417593956977e-17,4.2877542494229737e-18,1.5518662690572155e-37,1.991853818187893e-20,5.7570351029057852e-22,1.4815820825640555e-37,3.7968230123507732e-11,3.6202132431692753e-25,9.9214036539666327e-26,1.0862185002081566e-14,3.3126084578998632e-15,3.214014440151392e-14,1.0862201628978989e-14,7.979979018508985e-18,1.481581990409763e-37,2.7680178977821465e-24,1.3555253587972065e-26,5.8356338857086097e-27,3.9705564477461493e-31,1.8086941218396934e-22,8.2217842555872211e-35,1.9069260938561531e-19,1.8221077362790973e-31,1.3440017243520568e-36,2.8556514467452385e-22,8.1970833665092883e-41,4.5783976193544364e-41,6.7544909663224684e-44,2.2453114963872391e-25,2.3735125351249659e-24,1.3469535577762522e-27,1.5960254588604344e-22,7.7078217945906764e-26,7.4530521837639908e-23,1.045149973553259e-25,1.0087674334789409e-26,1.4924751280843317e-25,3.8817179695956352e-26,6.4721162297248729e-33,5.0102420309114448e-28,1.5958486554805837e-25,1.8633857549610798e-28,4.281779717872301e-26,7.2231850705977556e-20,1.7754932504400582e-29,1.4999209752898896e-13,2.5670268793220981e-17,2.3868638807477833e-22,2.5670267203541956e-17,5.1981490870488591e-30
1.1819035514485008e-12,0.17393021754192708,76.950000000000003,0.0,0.0,0.0,0.99999952811381365,9.4999999989438404,1.8309086339723511e-08,2.1928962259309083e-07,2.1898580034617603e-07,6.7983945876640423e-10,2.0312380379090177e-13,6.8329533395400521e-09,3.4755760606233951e-09,3.7595681665000135e-10,1.4174070563905605e-17,1.4804022591859079e-18,3.3130551755584463e-14,3.8960260053223495e-09,9.1474126534706128e-13,5.0787106483449821e-18,8.5860550201402425e-21,4.0414805475699992e-22,8.6889611029962632e-27,2.6783484891868419e-17,8.1785334683270717e-14,8.9773906070545683e-17,8.9825521437179168e-17,4.1860236005449684e-20,9.7550824286205821e-21,1.2719084613179164e-24,3.0630929892079979e-14,3.4054528850273125e-17,4.6457610380627745e-18,1.9572793124006056e-37,2.2393130636682809e-20,6.2472721347036758e-22,1.8686341177432717e-37,4.0001783583111227e-11,4.0731649232652318e-25,1.1156370841139386e-25,1.171181896631882e-14,3.5714103992680808e-15,3.3239511481219477e-14,1.1711844432301909e-14,8.9361311206092505e-18,1.8686339975935791e-37,3.1055941536636889e-24,1.5491276770884206e-26,6.8020301178820486e-27,4.7906247288732758e-31,1.9723682068219025e-22,1.0265416139031207e-34,2.0375571996528199e-19,2.1523283334904436e-31,1.6780835458181827e-36,3.1514656897824484e-22,1.0589063377022563e-40,5.7750703143589e-41,8.7365395405364074e-44,2.6071113876636395e-25,2.5574659312166381e-24,1.556409684913e-27,1.7628883802262521e-22,8.6904785634761647e-26,7.9639775362655612e-23,1.178107083937611e-25,1.1513079107424377e-26,1.6484975252946904e-25,4.3278312891792604e-26,7.3866750317350111e-33,5.3768465348165699e-28,1.7814372108579843e-25,2.2305962421422252e-28,4.8199397884361587e-26,7.6191142774240059e-20,2.126884422603571e-29,1.5777236455250265e-13,2.7002245159072363e-17,2.5939757724121928e-22,2.700224343243719e-17,6.0402203219186994e-30
1.220475044375189e-12,0.17393021754179333,76.950000000000003,0.0,0.0,0.0,0.99999951271683063,9.4999999988765875,1.8906604019308365e-08,2.2643616403963142e-07,2.2610960784173887e-07,7.2482586499174717e-10,2.0974449606969579e-13,6.9133797053132878e-09,3.6544150938739202e-09,3.9821003290834335e-10,1.5112085698051297e-17,1.6317045750459906e-18,3.5327157946032934e-14,4.0964996867307396e-09,9.753885662637947e-13,5.3793339364705807e-18,9.0973091726744392e-21,4.4499768619814184e-22,9.7406158841890609e-27,2.9170806593903601e-17,8.7201557293482814e-14,9.8844642433514221e-17,9.890235038755946e-17,4.6683072681965025e-20,1.1024827327648944e-20,1.3650694359777241e-24,3.2219210179396011e-14,3.6191640994794237e-17,5.018137442437673e-18,2.4502611902567045e-37,2.5070097676338195e-20,6.7587609512356776e-22,2.3392890820463492e-37,4.2060117662291196e-11,4.5634357133507773e-25,1.2492538329232512e-25,1.2589618682413461e-14,3.838753251677376e-15,3.4310850872905041e-14,1.2589654225623366e-14,9.9654651509163142e-18,2.3392889267256729e-37,3.4702259088579218e-24,1.7628489039144682e-26,7.8875273700107761e-27,5.7439298786163239e-31,2.1441718087991193e-22,1.2723059499842457e-34,2.172502377497014e-19,2.5288826235645572e-31,2.0798492217527497e-36,3.4668244103144854e-22,1.3564126168306122e-40,7.230324565389499e-41,1.1205243416806879e-43,3.0113982759329663e-25,2.7484205993597902e-24,1.7890529512385181e-27,1.9409831437528556e-22,9.7579835185489896e-26,8.4918200336181438e-23,1.3225059600269225e-25,1.3084016152641202e-26,1.8150200215512941e-25,4.8060019556194621e-26,8.394611485379519e-33,5.7574860825359646e-28,1.9810883437390147e-25,2.6533545473089114e-28,5.4035578545463352e-26,8.0200663648443157e-20,2.5317795017616603e-29,1.6571184767476315e-13,2.8323678823462494e-17,2.8121640142814925e-22,2.8323676954876894e-17,6.9821930249542893e-30
1.2590465373018773e-12,0.1739302175416558,76.950000000000003,0.0,0.0,0.0,0.99999949731994142,9.4999999988074126,1.9504121670727135e-08,2.3358221930025453e-07,2.3323198095821797e-07,7.7124618556512376e-10,2.1636473791803401e-13,6.9893722490214761e-09,3.8352884700363611e-09,4.2094914252219944e-10,1.6080002195973417e-17,1.793083915227331e-18,3.7594205106747958e-14,4.2992538111850543e-09,1.03798057569738e-12,5.6865215242504109e-18,9.6198204160132094e-21,4.8850965292934661e-22,1.0878070494715926e-26,3.1678567557642877e-17,9.2790834346197442e-14,1.0850613994517396e-16,1.085704214954392e-16,5.187101995218932e-20,1.2410469966409016e-20,1.4609433159114747e-24,3.3826702402986949e-14,3.8367721987608506e-17,5.4047191383812237e-18,3.0460327518884173e-37,2.7957356676487738e-20,7.2914618580694792e-22,2.9080785010077969e-37,4.4141866261014626e-11,5.092499293898453e-25,1.3933875270793316e-25,1.349484749676135e-14,4.1144096821254467e-15,3.535380166360061e-14,1.3494894420685983e-14,1.1070335476645576e-17,2.9080783018187177e-37,3.8629725269383891e-24,1.9980506744777681e-26,9.1020201867629583e-27,6.8465880049157691e-31,2.3241594653753721e-22,1.5660726454068488e-34,2.3117604176938705e-19,2.9565043321348503e-31,2.5600914313930529e-36,3.8023264203212434e-22,1.7238192005447693e-40,8.9891157834604478e-41,1.4258299333609323e-43,3.461355410507693e-25,2.946375261816421e-24,2.0464178162303483e-27,2.130674278757724e-22,1.0914281933847851e-25,9.036578606388626e-23,1.4788751256920893e-25,1.4809998357000081e-26,1.9923832143045366e-25,5.3170875207272995e-26,9.5020292714353715e-33,6.1522695108669518e-28,2.1953252159376859e-25,3.1376060456075932e-28,6.0346594764124566e-26,8.4257644230204361e-20,2.9959714240577182e-29,1.7380951262416316e-13,2.9632303001273384e-17,3.0416912039565089e-22,2.9632300985893361e-17,8.0317401209542357e-30
1.336189523155254e-12,0.17393021754136923,76.950000000000003,0.0,0.0,0.0,0.99999946652642491,9.4999999986633483,2.0699156889066665e-08,2.4787291466355025e-07,2.4747242669084038e-07,8.6838593302888984e-10,2.2960391079464488e-13,7.1290200329200491e-09,4.2026958695993046e-09,4.6784164199797761e-10,1.8105484299566735e-17,2.147425657804415e-18,4.2339604635068522e-14,4.7111074916422394e-09,1.1689981995608684e-12,6.3200032779057541e-18,1.0697608554184898e-20,5.8385605886731417e-22,1.3425377259149937e-26,3.7060625537495891e-17,1.0448833726518283e-13,1.2967569608063418e-16,1.2975464807340849e-16,6.3397368231983323e-20,1.5554550067795861e-20,1.6604865792139176e-24,3.7095535289052397e-14,4.2829148504961964e-17,6.2197868803171859e-18,4.6172781247400522e-37,3.4393944687245061e-20,8.420288666842359e-22,4.4081633687273863e-37,4.8370515486594246e-11,6.2728122918692048e-25,1.7147696692091504e-25,1.5384610385811191e-14,4.6897434154924375e-15,3.7353739654423112e-14,1.5384684236700576e-14,1.3515788478252102e-17,4.4081630482822158e-37,4.7370223769108267e-24,2.5385741759814474e-26,1.1959772646870881e-26,9.5710564676330831e-31,2.7088739161615437e-22,2.3280051766516573e-34,2.6032102775966086e-19,3.9854716314276859e-31,3.805695909177033e-36,4.5361437625080433e-22,2.7240173128417836e-40,1.3627995399362034e-40,2.2587923812522553e-43,4.5115078466634975e-25,3.3632787183466635e-24,2.6415808096816308e-27,2.5463032308158343e-22,1.3509147745676846e-25,1.0176840098795847e-22,1.8296519959531972e-25,1.8766610969124931e-26,2.3809935377612188e-25,6.4412557234503179e-26,1.2040660998920707e-32,6.9847035061311557e-28,2.669648318800181e-25,4.3162371816669157e-28,7.4474517431179819e-26,9.250366405712482e-20,4.127288332690145e-29,1.9047552942300254e-13,3.2203201714680502e-17,3.5358132369745918e-22,3.220319939178412e-17,1.0485582261633671e-29
1.4056182104232932e-12,0.17393021754109855,76.950000000000003,0.0,0.0,0.0,0.99999943881253239,9.4999999985272385,2.1774688489244779e-08,2.6073298466197918e-07,2.6028392888471369e-07,9.607090823090502e-10,2.4151772433272391e-13,7.2418539774195701e-09,4.5392579818863449e-09,5.1159971946171228e-10,2.0030543008240232e-17,2.5041966481333596e-18,4.6851328752535651e-14,5.0883844461579313e-09,1.2935636816129973e-12,6.9111421989602857e-18,1.1703644845276113e-20,6.7961424456951476e-22,1.6049175132585586e-26,4.2328906297728465e-17,1.1560739827248031e-13,1.509349416103558e-16,1.5102894405707671e-16,7.5158011849568212e-20,1.8844345853159379e-20,1.8484971781316861e-24,4.0094097778603558e-14,4.6959280670558316e-17,7.0000736583708634e-18,6.5805753542539091e-37,4.0983489586418493e-20,9.5081799058970494e-22,6.2825447773345993e-37,5.2244154494278672e-11,7.4821799607525326e-25,2.0438629856104998e-25,1.7171704906277642e-14,5.2336633625822479e-15,3.9055468405667607e-14,1.7171808078379166e-14,1.5997357529467686e-17,6.2825442968892848e-37,5.6303410142784659e-24,3.1131195793828343e-26,1.508122259465923e-26,1.2723304244309211e-30,3.0835298971635522e-22,3.261138918122379e-34,2.8802531329915943e-19,5.1402929037245411e-31,5.3312048029655483e-36,5.2714285094038125e-22,4.0199784300011596e-40,1.9424812812579243e-40,3.3409367412086745e-43,5.6467673173128411e-25,3.7624163873788387e-24,3.2776777858468887e-27,2.9636835961388354e-22,1.618819854599338e-25,1.1260919291858106e-22,2.1916445386716088e-25,2.2959225009386476e-26,2.7712326854192254e-25,7.5734524061368281e-26,1.473072113157845e-32,7.7833586179499368e-28,3.1516685094695681e-25,5.6546532759770654e-28,8.9018180470000967e-26,1.0006261775904671e-19,5.4141091040631365e-29,2.0600665738370163e-13,3.4455031376830047e-17,4.0219390394182851e-22,3.4455028762113937e-17,1.3144337467688644e-29
1.4750468976913323e-12,0.17393021754081586,76.950000000000003,0.0,0.0,0.0,0.99999941109887114,9.4999999983850856,2.2850219998165575e-08,2.7359164188482234e-07,2.7309079393472477e-07,1.0576678704379848e-09,2.5343023015270801e-13,7.3437392075955817e-09,4.8808436217813519e-09,5.5676962454786227e-10,2.2052268525309599e-17,2.8989042028728331e-18,5.1591215477045791e-14,5.4712926385345302e-09,1.4244280704887487e-12,7.5213545637414577e-18,1.2742401271469531e-20,7.8530230673805484e-22,1.9009830323037475e-26,4.8005900272315217e-17,1.2728632226343582e-13,1.7439689097744092e-16,1.7450781685356966e-16,8.8315935042511419e-20,2.2609835668001793e-20,2.0439812744542525e-24,4.314148557278458e-14,5.118836116840602e-17,7.8233990347345148e-18,9.2196051086438215e-37,4.8372886107897571e-20,1.0663768352879762e-21,8.8020559718772234e-37,5.6175612797768306e-11,8.8393041157084356e-25,2.4129728775985839e-25,1.9036047869274135e-14,5.8009359944696976e-15,4.066483007803074e-14,1.9036185541513637e-14,1.8757387895351791e-17,8.8020552655039332e-37,6.6309843782298755e-24,3.7805650193315467e-26,1.8794760311593164e-26,1.6673611321621114e-30,3.4852839531103887e-22,4.492166098024127e-34,3.1712511346193565e-19,6.5492343022016748e-31,7.3437487208250064e-36,6.0811829104849404e-22,5.8190479204927229e-40,2.7217263382172249e-40,4.8469723010651689e-43,6.9838867501807135e-25,4.1842091547626276e-24,4.0188086684561939e-27,3.4243003898541906e-22,1.9217183918291538e-25,1.2399793434778261e-22,2.6007520489666484e-25,2.7815447091944772e-26,3.2018877945002421e-25,8.8240149347085806e-26,1.784656905634067e-32,8.6295337905670003e-28,3.6890776103936015e-25,7.3020650994975543e-28,1.0541823401132702e-25,1.0773876631508818e-19,7.000535657826921e-29,2.2203660119184681e-13,3.6639988424173352e-17,4.5488938750662427e-22,3.6639985504268258e-17,1.6282956207937893e-29
1.5444755849593715e-12,0.1739302175405213,76.950000000000003,0.0,0.0,0.0,0.99999938338541861,9.4999999982369392,2.3925751415829294e-08,2.8644894288687187e-07,2.8589302567675411e-07,1.1592584618075077e-09,2.6534147521678135e-13,7.4357383556262051e-09,5.2269652275631584e-09,6.0329480244706875e-10,2.4170580867017534e-17,3.3335529795246576e-18,5.6559241886669843e-14,5.859285525384908e-09,1.5615906877614731e-12,8.1498763306946787e-18,1.3812580039947373e-20,9.0140893751611086e-22,2.232979380948294e-26,5.4097355705007427e-17,1.3952479715508931e-13,2.0016967213538695e-16,2.0029951410730805e-16,1.0295149259969585e-19,2.689035552658584e-20,2.2464651220016805e-24,4.6233525049895148e-14,5.5507769981311037e-17,8.6885173718760525e-18,1.2717890354163332e-36,5.6604439212922046e-20,1.1886550221640256e-21,1.2141908686556258e-36,6.0159278856203949e-11,1.0352066129718844e-24,2.8242206911365334e-25,2.0973335168895126e-14,6.3902352353503287e-15,4.2183300475536362e-14,2.0973512851423018e-14,2.1807323203235396e-17,1.2141907666306417e-36,7.7449330394997305e-24,4.5505418630586448e-26,2.3174237712135304e-26,2.156900962223956e-30,3.9142592935893271e-22,6.0942919691284776e-34,3.4761974527957486e-19,8.2523158665452906e-31,9.963024605478799e-36,6.9688147843977044e-22,8.277003347147193e-40,3.7547411489769672e-40,6.9097447113525132e-43,8.5447669526605603e-25,4.6286466152492965e-24,4.874659936908244e-27,3.9302756546886012e-22,2.2619736535809399e-25,1.3593458923460966e-22,3.0601351217921108e-25,3.3401254708407473e-26,3.6749414518713062e-25,1.0196685278911762e-25,2.1430536708797444e-32,9.5238646476484753e-28,4.2849224153686157e-25,9.3069935676224183e-28,1.2379480023420222e-25,1.1552073577886404e-19,8.9343407735704327e-29,2.3856108870164278e-13,3.8752087220858568e-17,5.1182173542657386e-22,3.8752083983232355e-17,1.9955492149650038e-29
1.6139042722274106e-12,0.17393021754021487,76.950000000000003,0.0,0.0,0.0,0.99999935567215381,9.4999999980828651,2.5001282742236159e-08,2.9930494195604393e-07,2.9869062794350797e-07,1.2654770239826776e-09,2.7725152566655054e-13,7.5188104328642432e-09,5.577182781288189e-09,6.5112096520600704e-10,2.6385400115624161e-17,3.8101597662919737e-18,6.1755386034755171e-14,6.2518698585994385e-09,1.7050508821650251e-12,8.7959740829263299e-18,1.4912917288013723e-20,1.0284226810619137e-21,2.603170707225038e-26,6.0608459125419146e-17,1.5232251110791535e-13,2.2836135184120247e-16,2.2851222312938048e-16,1.1914501793566412e-19,3.1726125974039947e-20,2.4554903251440611e-24,4.9366449747065746e-14,5.9909677869808186e-17,9.5941391512749654e-18,1.7296968851711452e-36,6.5719196889336457e-20,1.3175981236900315e-21,1.6513607931770973e-36,6.4190088323791371e-11,1.2028114749236209e-24,3.2796648537511294e-25,2.2979343620516772e-14,7.0002603534591415e-15,4.3612995623609806e-14,2.2979567139293871e-14,2.5157959464346225e-17,1.6513606481816838e-36,8.9781083225233664e-24,5.4331788125381784e-26,2.8298288174511035e-26,2.7574363321765607e-30,4.3705348046595585e-22,8.1538635672993316e-34,3.795085322423213e-19,1.0293606126549688e-30,1.3330220719716626e-35,7.9377078211614251e-22,1.1587029789903175e-39,5.1069632622344809e-40,9.6945670439555872e-43,1.0352165031714551e-24,5.0957180348167484e-24,5.8550428027120629e-27,4.4837303383696481e-22,2.6419614006466196e-25,1.4841912806120257e-22,3.5729698339807942e-25,3.9785641392935365e-26,4.1923752058016534e-25,1.1694862133072656e-25,2.5526890966665615e-32,1.0466986978046652e-27,4.9422483544370856e-25,1.1722073074712584e-27,1.4426836360547374e-25,1.2339826060700661e-19,1.1267511086654787e-28,2.5557625668414837e-13,4.0786945266158065e-17,5.7314535144973887e-22,4.0786941699086349e-17,2.4218545716650272e-29
1.6833329594954497e-12,0.17393021753989676,76.950000000000003,0.0,0.0,0.0,0.99999932795905822,9.4999999979229184,2.6076813977386364e-08,3.121596912050662e-07,3.1148360456452144e-07,1.3763197276992181e-09,2.8916038724528661e-13,7.5938212186031722e-09,5.9310990421696838e-09,7.0019600011842041e-10,2.869664641991634e-17,4.3307534631971371e-18,6.7179626910774336e-14,6.6486003420941705e-09,1.854808028496229e-12,9.4589437906120951e-18,1.6042225272564912e-20,1.166831935651162e-21,3.0138391499572849e-26,6.754389166512231e-17,1.6567915252421275e-13,2.5907993576762455e-16,2.5925407094410028e-16,1.3697681360440294e-19,3.7158195911613112e-20,2.6706163579007773e-24,5.2536859509348434e-14,6.4386988314138964e-17,1.0538946116925e-17,2.3221905514163522e-36,7.5756907827217552e-20,1.453149106209146e-21,2.2170214736954025e-36,6.8263469189790528e-11,1.3874857953512052e-24,3.781298733073362e-25,2.5049960547510336e-14,7.6297449927866274e-15,4.4956520326588276e-14,2.5050236028695588e-14,2.8819457011159283e-17,2.2170212706567332e-36,1.0336372193125342e-23,6.4391049025780856e-26,3.4250367023377301e-26,3.4873488241527972e-30,4.8541499570933714e-22,1.0771901382251482e-33,4.127908042480876e-19,1.2721426262356335e-30,1.7610522190581346e-35,8.991221757600657e-22,1.598615025309276e-39,6.8566924218910118e-40,1.3404953222297203e-42,1.2429645529135618e-24,5.5854126317013821e-24,6.9698568391574876e-27,5.0867843084880585e-22,3.0640677278119018e-25,1.6145152735354602e-22,4.1424449698917995e-25,4.7040602351488946e-26,4.7561695897986027e-25,1.3321612506726674e-25,3.0181824423486733e-32,1.1459536675744691e-27,5.6640994275377913e-25,1.4604069338321706e-27,1.6695968880644514e-25,1.3136207318772851e-19,1.4056293633071461e-28,2.7307860989449965e-13,4.2741588029390542e-17,6.3901516534283203e-22,4.2741584121921346e-17,2.9131198778979719e-29
1.7527616467634889e-12,0.17393021753956714,76.950000000000003,0.0,0.0,0.0,0.99999930024611516,9.4999999977571523,2.7152345121280085e-08,3.250132406603783e-07,3.2427195936616069e-07,1.4917827468609212e-09,3.0106822172489967e-13,7.6615530035908283e-09,6.2883550760144941e-09,7.5046988060856906e-10,3.1104239993633711e-17,4.8973750634258417e-18,7.2831944402349512e-14,7.0490746204314395e-09,2.0108615265471927e-12,1.0138109606991772e-17,1.7199321300869595e-20,1.3171249557238314e-21,3.4672839025987878e-26,7.4907881875915762e-17,1.7959441004658288e-13,2.9243336861102394e-16,2.9263312433556264e-16,1.5652714386854067e-19,4.322838868035041e-20,2.8914226626256172e-24,5.574168218081266e-14,6.8933278671876806e-17,1.1521605098400091e-17,3.0807200719727382e-36,8.675598766982012e-20,1.5952496245339472e-21,2.9411986921756482e-36,7.2375290325886732e-11,1.5899456406734271e-24,4.3310489268616786e-25,2.7181209401934183e-14,8.2774649904830677e-15,4.6216831057509658e-14,2.7181543256184949e-14,3.2801354685055709e-17,2.9411984116993659e-36,1.182552759886215e-23,7.5794524953388546e-26,4.1118790744368287e-26,4.3670277589911567e-30,5.3651094056510085e-22,1.4065698951905376e-33,4.4746589754509562e-19,1.5588555146473723e-30,2.2995727763192427e-35,1.0132692551875415e-21,2.1762218119491903e-39,9.0968392526650343e-40,1.8288882275115014e-42,1.4801532468385733e-24,6.0977197539220026e-24,8.229055427053501e-27,5.7415563668350778e-22,3.5306871014820947e-25,1.7503176921550167e-22,4.7717595065754276e-25,5.5241120145232837e-26,5.3683041452971315e-25,1.5079684081924634e-25,3.5443446197593806e-32,1.250214970291897e-27,6.4535181678508615e-25,1.8013886744761297e-27,1.9198974740879091e-25,1.3940380005289073e-19,1.7361232521758017e-28,2.9106498268009872e-13,4.4614259181334367e-17,7.0958671090792667e-22,4.4614254923247702e-17,3.4754951341891823e-29
