Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761)
3.972908652131939e-12,0.1823040089929122,76.950000000000003,0.0,0.0,0.0,0.99997791555308624,9.4999998911314769,5.7176072498726371e-07,8.3512531767344601e-06,8.2801878822126551e-06,8.989772471348696e-08,3.7245977533682528e-12,6.0031410795065052e-07,1.6165866696397241e-06,1.8967055963126149e-08,1.0180487644558744e-15,2.8478574237015686e-15,5.6045901705307533e-15,2.554987719012784e-06,3.4490915522404493e-10,1.4843508910884629e-16,2.0151716563727856e-18,1.6266461773784277e-21,0.0,6.5154951952880197e-13,1.3889753191722223e-10,1.5575861322737523e-12,1.5584629403088568e-12,6.0229274887274347e-16,2.7451528623105642e-16,6.1034089668115694e-19,2.0989038144436964e-12,1.6636981012034414e-15,4.1026084128239169e-16
4.04266479701307e-12,0.18230400898555083,76.950000000000003,0.0,0.0,0.0,0.99997752798802519,9.4999998876002216,5.8179951077883865e-07,8.4977948875237399e-06,8.4240313628056437e-06,9.3010024137091639e-08,3.7899555789913953e-12,6.0033859145498672e-07,1.6489713177029086e-06,1.9385942613701797e-08,1.0532942751941773e-15,3.0133529573937036e-15,5.8988249469742062e-15,2.6061711482888578e-06,3.5712262368841561e-10,1.5171327979854473e-16,2.0597336778036976e-18,1.7413853193417616e-21,0.0,6.7738641239382458e-13,1.4377179372378452e-10,1.6406803889990284e-12,1.641606714625458e-12,6.354270642603857e-16,2.9089856216918612e-16,6.2403500743703931e-19,2.1732254437468601e-12,1.7244733590270886e-15,4.2674914365772801e-16
4.112420941894201e-12,0.1823040089780837,76.950000000000003,0.0,0.0,0.0,0.99997714042307695,9.4999998840181892,5.918382909678662e-07,8.6443361838245824e-06,8.5678241587152737e-06,9.6172808958118634e-08,3.8553132196786727e-12,6.0035980917564468e-07,1.6813571948915414e-06,1.980512852669121e-08,1.0891115157522126e-15,3.1855395509523478e-15,6.2032673146909014e-15,2.657356521944481e-06,3.6954853616918306e-10,1.549938125260447e-16,2.1043277883079002e-18,1.8620834419863521e-21,0.0,7.0373440931988676e-13,1.4872852406735382e-10,1.726664621597553e-12,1.7276423013002399e-12,6.697504643126719e-16,3.0792923837355291e-16,6.377311682273105e-19,2.2488398051613811e-12,1.7863396957168578e-15,4.43570352671447e-16
4.182177086775332e-12,0.1823040089705109,76.950000000000003,0.0,0.0,0.0,0.99997675285823373,9.499999880385511,6.0187706555434837e-07,8.7908770892189336e-06,8.7115663901670129e-06,9.9385958981058422e-08,3.9206706859454175e-12,6.0037819280381223e-07,1.7137441369544702e-06,2.022459011991889e-08,1.1254991249571885e-15,3.3645765523566878e-15,6.5181025723291413e-15,2.7085435803838479e-06,3.8218689191921293e-10,1.5827650273657945e-16,2.1489514676598649e-18,1.9889447338460613e-21,0.0,7.3059347478561159e-13,1.5376764432570455e-10,1.8155872902993999e-12,1.8166181938126274e-12,7.0528354514781404e-16,3.2561996807946992e-16,6.5142911397467814e-19,2.3257468957056164e-12,1.8492971083476425e-15,4.6072449444931681e-16
4.3216893765375934e-12,0.18230400895505,76.950000000000003,0.0,0.0,0.0,0.9999759777288354,9.4999998729687984,6.2195459791968443e-07,9.0839578124497902e-06,8.9988996391690343e-06,1.0596287527987911e-07,4.0513851332066121e-12,6.004079039364507e-07,1.7785206654663064e-06,2.1064255184493849e-08,1.1999800208012555e-15,3.7438460751199765e-15,7.1796966520001096e-15,2.8109218819749278e-06,4.0810093040063999e-10,1.6484768912092151e-16,2.2382784316461574e-18,2.2619917867290955e-21,0.0,7.8584465732168556e-13,1.6409274068562952e-10,2.0024415460594806e-12,2.0035846392406599e-12,7.8006103541844753e-16,3.6303214576103927e-16,6.7882946685642203e-19,2.4834392533322815e-12,1.9784851508059902e-15,4.9603166527260468e-16
4.447250437323628e-12,0.182304008940777,76.950000000000003,0.0,0.0,0.0,0.99997528011267656,9.499999866121966,6.4002435788780081e-07,9.3477293271175085e-06,9.2573278330799251e-06,1.1205314898323077e-07,4.1690276287233761e-12,6.004282191178914e-07,1.8368219396705795e-06,2.1820695906438984e-08,1.2689498987412068e-15,4.1102438366516235e-15,7.812549079713158e-15,2.9030661503137156e-06,4.3215011415474109e-10,1.7076756506622937e-16,2.3187523802142803e-18,2.5309352927734976e-21,0.0,8.3731817448096342e-13,1.7366631458421627e-10,2.1811450360913464e-12,2.1823958273933672e-12,8.5170410331216057e-16,3.9908719870864027e-16,7.0349386410257979e-19,2.6297834831119843e-12,2.0984858435902037e-15,5.2894695184426421e-16
4.567999461725033e-12,0.1823040089267326,76.950000000000003,0.0,0.0,0.0,0.99997460923239323,9.4999998593847828,6.5740159031795583e-07,9.6013910682412124e-06,9.5056991660928662e-06,1.1806219707416998e-07,4.2821611496813196e-12,6.004433419344244e-07,1.8928904981920712e-06,2.2548716417530751e-08,1.3369999391824905e-15,4.485920435611514e-15,8.4556466698462943e-15,2.9916816512159452e-06,4.5592687362950791e-10,1.7646502557779227e-16,2.3962034483402082e-18,2.811544261854955e-21,0.0,8.8838028914266959e-13,1.8312363916335886e-10,2.3626855759335256e-12,2.3640461361402593e-12,9.2459828403126381e-16,4.3596192270153181e-16,7.272158314458022e-19,2.774469881246634e-12,2.2172220254192514e-15,5.6161853350934024e-16
4.688748486126437e-12,0.18230400891237747,76.950000000000003,0.0,0.0,0.0,0.9999739383523315,9.4999998524985312,6.7477880596058191e-07,9.8550519804088211e-06,9.753921318523925e-06,1.2421982927348282e-07,4.3952943006992778e-12,6.0045509188125631e-07,1.9489602997322502e-06,2.3277220613955167e-08,1.4067326437174662e-15,4.8853439074815283e-15,9.1335668535143481e-15,3.0802991219903459e-06,4.8034018931132885e-10,1.8216627142724567e-16,2.4737065294777923e-18,3.1148883623690567e-21,0.0,9.4097294193521386e-13,1.9282630840335331e-10,2.5539758297826157e-12,2.5554524097922317e-12,1.0015187785077842e-15,4.7506123110768964e-16,7.5093995729949134e-19,2.923029791046733e-12,2.3392274828656169e-15,5.952880437417082e-16
4.809497510527842e-12,0.18230400889771303,76.950000000000003,0.0,0.0,0.0,0.99997326747247772,9.4999998454638899,6.9215600481568763e-07,1.0108712127735131e-05,1.0001994902344379e-05,1.3052543376220233e-07,4.5084271103704909e-12,6.0046420185973776e-07,2.0050310654346268e-06,2.4006144379606725e-08,1.478141083706081e-15,5.3093966362363159e-15,9.8473010596291268e-15,3.1689181219097539e-06,5.0539005835429182e-10,1.8787080083978591e-16,2.5512547722026637e-18,3.4421776204795327e-21,0.0,9.9509588466490946e-13,2.0277391928520343e-10,2.755265271486289e-12,2.7568642933922144e-12,1.082571615019495e-15,5.1645029090568538e-16,7.7466577662240346e-19,3.0754632037841749e-12,2.4645022074859907e-15,6.2995553138430298e-16
4.930246534929246e-12,0.18230400888274062,76.950000000000003,0.0,0.0,0.0,0.99997259659282167,9.4999998382815232,7.0953318688328145e-07,1.0362371565850926e-05,1.0249920527007177e-05,1.3697840123903161e-07,4.6215596035042397e-12,6.0047124525761903e-07,2.0611025771349234e-06,2.4735432082376434e-08,1.5512183590200148e-15,5.758973035733389e-15,1.0597847342377081e-14,3.257538306169905e-06,5.3107647806253024e-10,1.9357817843663944e-16,2.6288422318830844e-18,3.7946557170686956e-21,0.0,1.050748862391824e-12,2.1296606982805806e-10,2.9668029652790041e-12,2.968531022091718e-12,1.1678626475845341e-15,5.6019416512902025e-16,7.9839292354075635e-19,3.2317701116879192e-12,2.5930461917937357e-15,6.6562103536484666e-16
5.050995559330651e-12,0.18230400886746162,76.950000000000003,0.0,0.0,0.0,0.9999719257133548,9.4999998309520812,7.2691035216337206e-07,1.0616030343038022e-05,1.0497698799457316e-05,1.4357812490998247e-07,4.7346918016318716e-12,6.0047667187732325e-07,2.1171746636909755e-06,2.5465035439115136e-08,1.6259575979253593e-15,6.2349794721394187e-15,1.1386210366479386e-14,3.3461594042841028e-06,5.5739944587014786e-10,1.9928802635224176e-16,2.7064637493700081e-18,4.1736001924750373e-21,0.0,1.1079316149607184e-12,2.2340235908555017e-10,3.1888375668374615e-12,3.1907014222063099e-12,1.2574975564109413e-15,6.0635781243833085e-16,8.2212110969086543e-19,3.3919505078081502e-12,2.7248594291232201e-15,7.0228458672203307e-16
5.171744583732055e-12,0.18230400885187745,76.950000000000003,0.0,0.0,0.0,0.99997125483407134,9.499999823476216,7.4428750065596708e-07,1.0869688501195233e-05,1.0745330324142149e-05,1.50324000478058e-07,4.847823723437663e-12,6.0048083412078006e-07,2.173247191019851e-06,2.6194912549668398e-08,1.7023519569657771e-15,6.7383341869237888e-15,1.2213401389350528e-14,3.4347812043370693e-06,5.8435895932413373e-10,2.0500001667456201e-16,2.7841148477532489e-18,4.5803226505338086e-21,0.0,1.1666438781168074e-12,2.3408238714215677e-10,3.4216173243319848e-12,3.4236239122671856e-12,1.3515818483444407e-15,6.5500608685681812e-16,8.4585010811005357e-19,3.5560043859017464e-12,2.8599419135155031e-15,7.3994621014832618e-16
5.29249360813346e-12,0.18230400883598935,76.950000000000003,0.0,0.0,0.0,0.99997058395496585,9.4999998158545615,7.6166463236107466e-07,1.112334607667378e-05,1.0992815703021671e-05,1.5721542613297857e-07,4.9609553851314524e-12,6.0048400725985183e-07,2.2293200543852989e-06,2.6925027061463682e-08,1.7803946208461508e-15,7.269967220371375e-15,1.3080438240833878e-14,3.523403540795403e-06,6.1195501606958666e-10,2.1071386490713329e-16,2.8617916430710443e-18,5.0161689618041812e-21,0.0,1.2268853843694962e-12,2.4500575510957659e-10,3.665390079474077e-12,3.6675465040690033e-12,1.450220857314568e-15,7.0620373761288909e-16,8.6957974065286653e-19,3.723931740333771e-12,2.9982936396202224e-15,7.7860592521720801e-16
5.413242632534864e-12,0.18230400881979864,76.950000000000003,0.0,0.0,0.0,0.99996991307603467,9.4999998080877468,7.7904174727870328e-07,1.1377003101010903e-05,1.1240155535578754e-05,1.6425180254094886e-07,5.0740868007758579e-12,6.0048640623665861e-07,2.285393172005504e-06,2.7655347435891469e-08,1.8600788023167005e-15,7.8308203355932309e-15,1.3988345301060908e-14,3.612026284404764e-06,6.4018761383674083e-10,2.1642932422772686e-16,2.9394907659003554e-18,5.4825194658944529e-21,0.0,1.2886558637082565e-12,2.5617206512312372e-10,3.9204032685602935e-12,3.922716803714124e-12,1.5535197447792303e-15,7.6001540905239958e-16,8.933098675904064e-19,3.8957325659912796e-12,3.1399146026097887e-15,8.182637474070727e-16
5.5339916569362686e-12,0.18230400880330672,76.950000000000003,0.0,0.0,0.0,0.99996924219727445,9.4999998001764041,7.9641884540886077e-07,1.1630659601571422e-05,1.1487350418829338e-05,1.714325328344667e-07,5.187217982572447e-12,6.0048819929540441e-07,2.341466479866419e-06,2.8385846306759272e-08,1.9413977420575685e-15,8.4218469430368675e-15,1.4938153476644607e-14,3.7006493339924252e-06,6.6905675042961927e-10,2.2214618046759126e-16,3.0172092927874274e-18,5.9807891728307375e-21,0.0,1.3519550441834846e-12,2.6758092033813653e-10,4.1869039235124628e-12,4.1893820126532437e-12,1.6615835001676904e-15,8.1650564061302324e-16,9.1704037915383448e-19,4.0714068582083084e-12,3.2848047981046331e-15,8.5891968894326177e-16
5.654740681337673e-12,0.18230400878651476,76.950000000000003,0.0,0.0,0.0,0.99996857131868289,9.4999997921211463,8.1379592675155453e-07,1.1884315602101863e-05,1.1734400947332593e-05,1.7875702260217355e-07,5.3003489411088932e-12,6.0048951833535972e-07,2.3975399277826212e-06,2.9116499926164967e-08,2.0243447085638819e-15,9.0440120254971224e-15,1.5930900175308288e-14,3.7892726102415508e-06,6.9856242371623281e-10,2.2786424777483829e-16,3.094944687021708e-18,6.5124279634247373e-21,0.0,1.4167826523476463e-12,2.7923192492640385e-10,4.4651386729141584e-12,4.4677889287223395e-12,1.774516941321959e-15,8.7573886685990023e-16,9.4077118902395557e-19,4.250954612701515e-12,3.4329642221090679e-15,9.0057375946002577e-16
5.7754897057390775e-12,0.18230400876942413,76.950000000000003,0.0,0.0,0.0,0.99996790044025818,9.499999783922588,8.3117299130679316e-07,1.21379711232076e-05,1.1981307713201011e-05,1.8622467987874799e-07,5.4134796855718055e-12,6.0049046662445444e-07,2.4536134764624299e-06,2.9847287687338991e-08,2.108912998031303e-15,9.6982920636224466e-15,1.6967629279148904e-14,3.8778960510526515e-06,7.2870463162014161e-10,2.335833648801898e-16,3.1726947476363666e-18,7.0789207885913212e-21,0.0,1.4831384135839549e-12,2.9112468407260548e-10,4.7553537430434697e-12,4.758183947175978e-12,1.892424714936589e-15,9.3777941757177661e-16,9.645022294051267e-19,4.434375825515123e-12,3.5843928709564672e-15,9.4322596651421464e-16
5.896238730140482e-12,0.18230400875203606,76.950000000000003,0.0,0.0,0.0,0.99996722956199913,9.4999997755813332,8.4855003907458394e-07,1.2391626182766726e-05,1.2228071306110487e-05,1.9383491513483997e-07,5.5266102239313333e-12,6.0049112484815357e-07,2.509687095206406e-06,3.0578191710789698e-08,2.1950959342420302e-15,1.0385674961908541e-14,1.8049391116795674e-14,3.9665196079061183e-06,7.5948337211313634e-10,2.3930339185813716e-16,3.2504575651746338e-18,7.6817878675678786e-21,0.0,1.5510220523641096e-12,3.0325880397076889e-10,5.0577949589021129e-12,5.0608130617169712e-12,2.0154112969969133e-15,1.0026915178621306e-15,9.8823344714891982e-19,4.6216704929734108e-12,3.739090741262002e-15,9.8687631599668932e-16
6.0169877545418865e-12,0.18230400873435176,76.950000000000003,0.0,0.0,0.0,0.99996655868390427,9.4999997670979894,8.6592707005493494e-07,1.2645280796290984e-05,1.2474692313310353e-05,2.0158714126704672e-07,5.639740563102153e-12,6.004915560552206e-07,2.5657607600255753e-06,3.1309196483365375e-08,2.282886868451287e-15,1.1107159975169295e-14,1.9177242434665553e-14,4.0551432428881093e-06,7.9089864320885452e-10,2.450242073022285e-16,3.3282314831119249e-18,8.3225848849986183e-21,0.0,1.6204332924590327e-12,3.1563389182073954e-10,5.3727077452409278e-12,5.3759218655224673e-12,2.1435809932157436e-15,1.0705392883254411e-15,1.0119648005987215e-18,4.8128386116394599e-12,3.897057829881569e-15,1.0315248124703857e-15
6.2584858033446954e-12,0.18230400869809965,76.950000000000003,0.0,0.0,0.0,0.9999652169282035,9.4999997497074116,9.0068108165334859e-07,1.3152588737187013e-05,1.2967508907505463e-05,2.1751522981618134e-07,5.8660006670337513e-12,6.0049192206469207e-07,2.6779081576351604e-06,3.2771456318101161e-08,2.4632662725747503e-15,1.2656489680740276e-14,2.1575472406063471e-14,4.2323906362031005e-06,8.5563876944152731e-10,2.5646779696541081e-16,3.4838070731045693e-18,9.7243699720721739e-21,0.0,1.7638374690521647e-12,3.4110540518353967e-10,6.0409277332265173e-12,6.0445589171293676e-12,2.4158861022229641e-15,1.2152978006285496e-15,1.0594277922115332e-18,5.2067951898436216e-12,4.2227996504935958e-15,1.1238162594525407e-15
6.499983852147504e-12,0.18230400866067759,76.950000000000003,0.0,0.0,0.0,0.99996387517315188,9.499999731755592,9.3543502610209624e-07,1.3659895033578845e-05,1.3459762145627873e-05,2.3400429683961047e-07,6.09226003644372e-12,6.0049184486460461e-07,2.790055562675453e-06,3.4233979496946386e-08,2.6499985656201748e-15,1.4354499461048754e-14,2.4170900382047367e-14,4.4096380624956806e-06,9.2292499507113864e-10,2.6791344756882039e-16,3.6394121573114034e-18,1.1297438248472201e-20,0.0,1.9133487249927607e-12,3.675361017429516e-10,6.7619691387270263e-12,6.766051875661432e-12,2.7101710987058778e-15,1.3725658357001479e-15,1.1068910181783644e-18,5.6162455361681619e-12,4.5616183112206254e-15,1.2201003264691986e-15
6.741481900950313e-12,0.18230400862209542,76.950000000000003,0.0,0.0,0.0,0.99996253341874541,9.4999997132472078,9.701889034012407e-07,1.4167199751597866e-05,1.3951456639328903e-05,2.510497318312011e-07,6.3185187007965209e-12,6.0049149864962904e-07,2.9022029088684132e-06,3.5696699876945167e-08,2.8430315351860802e-15,1.6209584572887002e-14,2.697220828644578e-14,4.586885417016867e-06,9.9275730523177671e-10,2.7936064147543909e-16,3.7950396791067965e-18,1.3055531776445909e-20,0.0,2.0689648382040418e-12,3.9492287495051258e-10,7.5377810544937548e-12,7.5423511714513612e-12,3.0272643427469559e-15,1.5428526148595864e-15,1.1543543624680452e-18,6.0411896286295839e-12,4.9135137925068703e-15,1.3203770239407417e-15
6.982979949753122e-12,0.1823040085823627,76.950000000000003,0.0,0.0,0.0,0.99996119166498265,9.4999996941868812,1.0049427135508426e-06,1.4674502941053539e-05,1.4442596962383245e-05,2.6864696215169334e-07,6.5447766822767091e-12,6.0049098984865664e-07,3.0143501557197269e-06,3.7159567636922534e-08,3.0423133977003436e-15,1.8230314977344377e-14,2.998817775966498e-14,4.7641326357683704e-06,1.0651356853461468e-09,2.908089887830602e-16,3.9506843265624727e-18,1.5012978575124379e-20,0.0,2.2306835845326774e-12,4.232626340169236e-10,8.3703062664869148e-12,8.3754009237052246e-12,3.3679915114683098e-15,1.7266657068428792e-15,1.2018177538727955e-18,6.4816274466364137e-12,5.2784860762331681e-15,1.424646356695896e-15
7.224477998555931e-12,0.18230400854148907,76.950000000000003,0.0,0.0,0.0,0.99995984991186226,9.499999674579179,1.0396964565509655e-06,1.5181804639363445e-05,1.4933187650999986e-05,2.8679145271778722e-07,6.7710339975418789e-12,6.004903813833028e-07,3.1264972792888607e-06,3.8622545347465486e-08,3.2477927948992133e-15,2.0425433097060748e-14,3.322768912474142e-14,4.9413796809148352e-06,1.1400601210560739e-09,3.0225819656782706e-16,4.1063421123839624e-18,1.7184698631834646e-20,0.0,2.3985027387821791e-12,4.5255230380251253e-10,9.261481285831675e-12,9.2671389724797691e-12,3.7331756126391709e-15,1.9245110354552753e-15,1.2492811500421088e-18,6.9375589705542406e-12,5.6565351452843925e-15,1.5329083259056427e-15
7.465976047358741e-12,0.18230400849948392,76.950000000000003,0.0,0.0,0.0,0.99995850815938336,9.4999996544286383,1.0744501324016706e-06,1.5689104874629646e-05,1.5423233204131103e-05,3.0547870569370995e-07,6.9972906590948734e-12,6.0048971063640281e-07,3.2386442653523481e-06,4.0085604894529756e-08,3.4594187903344154e-15,2.2803851600444863e-14,3.6699720346351246e-14,5.1186265299785556e-06,1.2175305981680944e-09,3.1370804480827463e-16,4.2620100451001215e-18,1.9586209834140971e-20,0.0,2.5724200754782599e-12,4.8278882470853576e-10,1.0213236380558267e-11,1.0219496910443829e-11,4.1236369981913556e-15,2.1368928873696003e-15,1.2967445257308312e-18,7.4089841813664418e-12,6.0476609832122479e-15,1.6451629304927844e-15
7.70747409616155e-12,0.18230400845635658,76.950000000000003,0.0,0.0,0.0,0.99995716640754606,9.4999996337397352,1.1092037411030196e-06,1.619640366801282e-05,1.5912738083777527e-05,3.2470426018525202e-07,7.223546676342733e-12,6.0048900117095944e-07,3.3507911049449395e-06,4.1548725105342561e-08,3.6771408659082166e-15,2.5374651212663233e-14,4.0413345986149646e-14,5.2958731687923287e-06,1.2975471026114731e-09,3.2515836780556462e-16,4.4176858753031219e-18,2.2233633822422267e-20,0.0,2.7524333693679067e-12,5.1396915256931549e-10,1.1227495607127206e-11,1.1234400114424894e-11,4.5401933776431624e-15,2.3643139200453935e-15,1.3442078650632742e-18,7.8959030604144075e-12,6.451863573977032e-15,1.7614101680763815e-15
7.948972144964359e-12,0.18230400841211633,76.950000000000003,0.0,0.0,0.0,0.99995582465634991,9.4999996125169073,1.1439572826550748e-06,1.6703701035475752e-05,1.6401706715292645e-05,3.4446369193632546e-07,7.44980205637436e-12,6.0048826828602568e-07,3.4629377922456753e-06,4.3011890004882092e-08,3.9009089184370479e-15,2.8147078553807831e-14,4.43777361561611e-14,5.4731195881584465e-06,1.3801096204073718e-09,3.3660904053863387e-16,4.5733679092929144e-18,2.5143701760947547e-20,0.0,2.9385403956558214e-12,5.4609025854522913e-10,1.2306176841734738e-11,1.2313767776735924e-11,4.9836598314296237e-15,2.607275169757819e-15,1.3916711577505315e-18,8.3983155892090298e-12,6.8691429017603136e-15,1.8816500354728765e-15
8.190470193767168e-12,0.18230400836677235,76.950000000000003,0.0,0.0,0.0,0.99995448290579458,9.4999995907645562,1.1787107570578979e-06,1.7210996989043582e-05,1.6890143487683292e-05,3.6475261302805456e-07,7.6760568045226501e-12,6.0048752132614004e-07,3.5750843236991857e-06,4.4475087555650249e-08,4.1306732562438182e-15,3.1130544004151925e-14,4.8602155473232898e-14,5.6503657824599252e-06,1.4652181376465593e-09,3.4805996880161363e-16,4.7290548743771181e-18,2.8333760026614497e-20,0.0,3.1307389301025369e-12,5.7914912901655273e-10,1.3451191811397905e-11,1.3459512936281715e-11,5.4548488241388724e-15,2.866276059671359e-15,1.4391343974735006e-18,8.9162217492959965e-12,7.2994989508311515e-15,2.0058825289349965e-15
8.431968242569977e-12,0.18230400832033375,76.950000000000003,0.0,0.0,0.0,0.99995314115588019,9.4999995684870449,1.2134641643115509e-06,1.7718291537753362e-05,1.7378052753908272e-05,3.855666715803501e-07,7.9023109247880319e-12,6.0048676556368345e-07,3.68723069729949e-06,4.5938308708104142e-08,4.3663845957783325e-15,3.433461959588968e-14,5.3095962017993694e-14,5.8276117485285568e-06,1.5528726404726225e-09,3.5951108177247402e-16,4.8847458173735395e-18,3.1821775816260541e-20,0.0,3.3290267491043332e-12,6.1314276547814041e-10,1.4664446124823214e-11,1.467354250944876e-11,5.9545702176563108e-15,3.1418144078908325e-15,1.4865975806332172e-18,9.4496215221553089e-12,7.7429317054459954e-15,2.1341076443176837e-15
8.673466291372786e-12,0.1823040082728095,76.950000000000003,0.0,0.0,0.0,0.99995179940660661,9.499999545688695,1.2482175044160958e-06,1.8225584688396561e-05,1.7865438831174384e-05,4.0690155145592124e-07,8.1285644201696493e-12,6.0048600411988847e-07,3.7993769118590835e-06,4.7401546658164185e-08,4.6079940582653408e-15,3.7769036930718306e-14,5.7868606300334223e-14,6.0048574844897157e-06,1.6430731150688323e-09,3.7096232620225739e-16,5.0404400252471715e-18,3.5626342673793305e-20,0.0,3.5334016297747971e-12,6.4806818443492562e-10,1.5947839303062915e-11,1.5957757320782603e-11,6.4836312842183254e-15,3.4343864354693806e-15,1.5340607051026448e-18,9.9985148891234522e-12,8.1994411497710414e-15,2.2663253772247356e-15
8.914964340175595e-12,0.1823040082242085,76.950000000000003,0.0,0.0,0.0,0.99995045765797386,9.4999995223737947,1.2829707773715946e-06,1.8732876446088068e-05,1.8352306001230129e-05,4.2875297196670711e-07,8.3548172929191524e-12,6.0048523915088594e-07,3.9115229665576664e-06,4.8864796278185144e-08,4.8554531663799692e-15,4.1443685122879403e-14,6.2929630232011155e-14,6.18210298904914e-06,1.735819547648084e-09,3.8241366196183797e-16,5.1961369642879087e-18,3.9766685937779065e-20,0.0,3.7438613499950718e-12,6.8392241729823526e-10,1.7303264809960478e-11,1.7314052133454237e-11,7.0428367193761527e-15,3.7444867743836109e-15,1.5815237694321998e-18,1.0562901831334514e-11,8.6690272678235715e-15,2.4025357231029747e-15
9.156462388978404e-12,0.18230400817453976,76.950000000000003,0.0,0.0,0.0,0.99994911590998192,9.4999994985465879,1.317723983178109e-06,1.9240166814683569e-05,1.883865851065688e-05,4.5111668758272074e-07,8.5810695447268638e-12,6.0048447214476641e-07,4.0236688608291117e-06,5.0328053699634318e-08,5.1087138409504759e-15,4.5368608767476506e-14,6.8288666106792233e-14,6.3593482613142906e-06,1.8311119244455132e-09,3.9386505877594754e-16,5.3518362355029814e-18,4.4262668109774117e-20,0.0,3.9604036884262129e-12,7.2070251028291812e-10,1.8732610082385597e-11,1.8744315679515943e-11,7.6329886548701334e-15,4.0726084754784315e-15,1.6289867726231632e-18,1.114278232967778e-11,9.1516900434297962e-15,2.5427386772745379e-15
9.397960437781213e-12,0.18230400812381192,76.950000000000003,0.0,0.0,0.0,0.99994777416263081,9.4999994742112914,1.3524771218357008e-06,1.9747455797083913e-05,1.9324500571157756e-05,4.7398848764329229e-07,8.8073211768575556e-12,6.0048370394586367e-07,4.13581459435224e-06,5.1791316008661989e-08,5.3677283976881836e-15,4.955400593386996e-14,7.3955435588935042e-14,6.5365933007797413e-06,1.9289502317131151e-09,4.0531649384069917e-16,5.5075375420757479e-18,4.9134794143899198e-20,0.0,4.1830264245099393e-12,7.5840552430528067e-10,2.0237756560260075e-11,2.0250430689947863e-11,8.2548866714148663e-15,4.4192430163689433e-15,1.6764497140985775e-18,1.1738156364767848e-11,9.64742946019472e-15,2.6869342349429008e-15
9.88095653538683e-12,0.182304008019214,76.950000000000003,0.0,0.0,0.0,0.99994509066985104,9.4999994240331134,1.4219831977043653e-06,2.0762029611330561e-05,2.0294670019513205e-05,5.2123967109220779e-07,9.2598225855553003e-12,6.0048216569001602e-07,4.3601055784992765e-06,5.4717847205470607e-08,5.9028303755628314e-15,5.8747768678391273e-14,8.6251502904415743e-14,6.8910826802863164e-06,2.1322645827298478e-09,4.2821941545660999e-16,5.8189454564224246e-18,6.0092740869077683e-20,0.0,4.646504211370077e-12,8.3656863203082749e-10,2.3482949085475748e-11,2.349771620077574e-11,9.5971065912517157e-15,5.1700087087398349e-15,1.7713754107359159e-18,1.2975384966162906e-11,1.0678138150402296e-14,2.9873031410721445e-15
1e-11,0.1823040079104835,76.950000000000003,0.0,0.0,0.0,0.99994442927302152,9.4999994113599424,1.4391142349870457e-06,2.1012089544466559e-05,2.0533479245133292e-05,5.33191428093235e-07,9.3713496814422557e-12,6.0048178629561694e-07,4.4153862074222787e-06,5.5439146111681947e-08,6.038179562510433e-15,6.1189847220152637e-14,8.9486339218512567e-14,6.9784531060346776e-06,2.1839395035149899e-09,4.3386427320806477e-16,5.8956987730912818e-18,6.3057884949011343e-20,0.0,4.7644696026604552e-12,8.5639599952575081e-10,2.4332233518567773e-11,2.4347549340316117e-11,9.9486478704743989e-15,5.3671738778630106e-15,1.7947715942535254e-18,1.3289842888280463e-11,1.0940210347931239e-14,3.0637878754353866e-15
1.0363952632992448e-11,0.1823040079104835,76.950000000000003,0.0,0.0,0.0,0.99994240717963456,9.4999993718722635,1.4914890049780829e-06,2.1776597900562525e-05,2.126284735317956e-05,5.7047352359366164e-07,9.7123215240198601e-12,6.0048062572845419e-07,4.5843959184875483e-06,5.7644378027783466e-08,6.460385400814185e-15,6.9109552725381344e-14,9.9897355060611603e-14,7.2455711267785048e-06,2.3457624909165601e-09,4.5112233414285223e-16,6.1303595613860201e-18,7.2817610815329009e-20,0.0,5.1342769620293165e-12,9.1838851800721064e-10,2.705377509374025e-11,2.7070851620829174e-11,1.1075842584272285e-14,6.0006845046460487e-15,1.8663008583794827e-18,1.4274587474237083e-11,1.1761153202147296e-14,3.303642401165819e-15
1.0846948730598066e-11,0.18230400779768818,76.950000000000003,0.0,0.0,0.0,0.9999397236919817,9.4999993177612083,1.560994543657349e-06,2.2791160671546145e-05,2.2229065039083941e-05,6.2165758624530148e-07,1.0164817995047765e-11,6.004790849935931e-07,4.8086856139628609e-06,6.0570901601041469e-08,7.0400258874999808e-15,8.0726268635690387e-14,1.1497388167052696e-13,7.6000586397141071e-06,2.5694438465789284e-09,4.7402519609889331e-16,6.4417792438801038e-18,8.7497093716037925e-20,0.0,5.6463269408345251e-12,1.0038421885888946e-09,3.096507322973312e-11,3.0984685776858921e-11,1.269740074324011e-14,6.9151463825499355e-15,1.9612260564182854e-18,1.5635763722394685e-11,1.2896474474657243e-14,3.6359519735256244e-15
