Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423)
2.324792466431789e-11,0.2183148270618835,76.950000000000003,0.0,0.0,0.0,0.99997837779751486,9.4999995402431594,8.9328405423226941e-07,9.4215545560180346e-06,9.0267773374290442e-06,4.2717120616108461e-07,5.2357234089989384e-12,4.7656013796248962e-08,7.6987146372233981e-07,3.2580354975174366e-08,6.9032906280904424e-15,4.4225742455941258e-14,3.9589185626482376e-14,9.9167945355653122e-07,9.6733277580527218e-10,3.5010379332684645e-16,1.1342771914676636e-18,1.6804267662650313e-20,1.2621773548223762e-21,4.2972195555768192e-13,1.875392151546776e-10,6.4422581751474997e-12,6.4470734752645378e-12,3.0195775760313419e-15,1.7957225409166085e-15,7.393449732247836e-21,2.3959187307642705e-12,2.2511694522969306e-15,6.7170228220941414e-16,1.5974769476745135e-26,1.4350409021987651e-16,1.0271143582123561e-18,1.5131628869245314e-26,1.0431916425537377e-08,1.924327354426014e-21,5.5024721936970506e-22,1.1201253234048788e-11,3.0610474868799473e-12,7.4223108036159649e-13,1.1244289853052099e-11,4.0566796479462705e-13,1.5131567926330761e-26,6.4640235129416832e-20,3.2766299285519255e-20,3.1504121930696877e-20
2.4736637200242865e-11,0.21831482692463397,76.950000000000003,0.0,0.0,0.0,0.99997699321662881,9.4999994852640572,9.5048515324827063e-07,1.0024741160477442e-05,9.5793760193425135e-06,4.7994225429856579e-07,5.5709265957906273e-12,4.7655951060446661e-08,8.204698049677674e-07,3.4788063237854499e-08,7.7560982304348236e-15,5.4527913798717772e-14,4.8257182946385797e-14,1.0568557577787635e-06,1.095162702097973e-09,3.7382752813999906e-16,1.211173409212043e-18,2.1704488163642947e-20,1.5589439798476424e-21,4.8786453319476816e-13,2.1147416746634344e-10,7.7371200166166469e-12,7.7429214611269221e-12,3.6311915003296629e-15,2.1702530098030979e-15,7.8896276411073633e-21,2.7125197085542007e-12,2.5508480496479424e-15,7.6368051364294174e-16,2.4535378004811731e-26,1.7391112278419096e-16,1.2315618218851118e-18,2.3240674622095696e-26,1.1117596301010644e-08,2.3321899473055024e-21,6.6684851746653921e-22,1.1927688380299231e-11,3.2370656587306643e-12,7.423842933813666e-13,1.1976759069654358e-11,4.6134756720527581e-13,2.3240574963977117e-26,8.2528308030345615e-20,4.2891828475722432e-20,4.1332884495874798e-20
2.6225349736167842e-11,0.21831482678080175,76.950000000000003,0.0,0.0,0.0,0.99997560863151658,9.4999994276479889,1.0076860641733156e-06,1.0627926073426426e-05,1.012933455842778e-05,5.3535027149588614e-07,5.906128837655479e-12,4.7655888285425484e-08,8.7106807156675474e-07,3.6995765210237942e-08,8.651520747317176e-15,6.6444253196139274e-14,5.8187718392049554e-14,1.1220319724954712e-06,1.2309225074703615e-09,3.9755119535846229e-16,1.2880720074308383e-18,2.763568865862225e-20,1.9026199399756897e-21,5.4967662605504121e-13,2.3674411024987762e-10,9.1917554838490722e-12,9.1986670351829665e-12,4.3188329786030578e-15,2.5927183550812684e-15,8.3858048691407998e-21,3.0487592466541707e-12,2.8692458905758485e-15,8.6156577428337981e-16,3.6738641448312398e-26,2.0833821645517155e-16,1.4607476077602503e-18,3.4800378569543517e-26,1.1803282281995137e-08,2.7939899496018837e-21,7.9886666342190905e-22,1.2650419977804085e-11,3.4096180717957401e-12,7.4253620054225376e-13,1.2705922869610506e-11,5.2049505842280508e-13,3.4800220269370769e-26,1.03850235779092e-19,5.5299008240574363e-20,5.3396388300598685e-20
2.771406227209282e-11,0.2183148266305466,76.950000000000003,0.0,0.0,0.0,0.99997422404217806,9.4999993674589049,1.0648867870075216e-06,1.1231109294410698e-05,1.0676716913484792e-05,5.9333130582496303e-07,6.2413301341296963e-12,4.7655825504107874e-08,9.2166626350504182e-07,3.9203461207123334e-08,9.5885246793345033e-15,8.0119023264868199e-14,6.9484051972814957e-14,1.187208097691943e-06,1.374612148012756e-09,4.2127479836507036e-16,1.3649730733909135e-18,3.474167847523838e-20,2.2974337459570021e-21,6.1515463111554549e-13,2.6333332638540142e-10,1.0814782516592052e-11,1.0822934954723672e-11,5.0866336179920632e-15,3.0658045133192461e-15,8.8819814157705908e-21,3.4046370656666314e-12,3.2063627084800999e-15,9.6535803719980917e-16,5.3783229069781779e-26,2.4703463002620443e-16,1.7159222364958728e-18,5.0946300269386484e-26,1.2488974281560072e-08,3.3130725371105709e-21,9.4725762899326101e-22,1.3369466563023583e-11,3.5787742778250364e-12,7.4268682302896736e-13,1.3431800049918716e-11,5.8309026922802481e-13,5.0946055232867396e-26,1.2900676444679384e-19,7.0334474840047968e-20,6.8037041094090955e-20
2.9202774808017796e-11,0.21831482647402423,76.950000000000003,0.0,0.0,0.0,0.99997283944861359,9.4999993047592088,1.1220873217510039e-06,1.183429082336457e-05,1.1221585492624664e-05,6.5382295586857187e-07,6.5765304849725722e-12,4.7655762745977937e-08,9.722643807698322e-07,4.1411151151246664e-08,1.0566101584218029e-14,9.5700559313943434e-14,8.2252062869570512e-14,1.2523841333553496e-06,1.5262315798090131e-09,4.4499833632954285e-16,1.4418766825502856e-18,4.3177348124194046e-20,2.747734570461692e-21,6.8429494888618266e-13,2.9122637159145171e-10,1.2614717880090558e-11,1.2624248722366286e-11,5.9386764893382849e-15,3.5921657859468304e-15,9.3781572804446881e-21,3.7801528840130874e-12,3.5621982346539256e-15,1.075057274778026e-15,7.7160149462293328e-26,2.9024951757431802e-16,1.9983124765194558e-18,7.3090973104531397e-26,1.317467221425758e-08,3.8927814801372762e-21,1.1129769842821483e-21,1.4084846589600244e-11,3.7446024295543868e-12,7.4283618398350003e-13,1.4154409309171745e-11,6.4911314567923888e-13,7.3090602474418369e-26,1.5841800477426467e-19,8.8374946404506708e-20,8.5627211834045011e-20
3.0691487343942776e-11,0.2183148263113867,76.950000000000003,0.0,0.0,0.0,0.99997145485082328,9.4999992396097923,1.1792876684038793e-06,1.2437470660369539e-05,1.1764001190863188e-05,7.1676433313124687e-07,6.9117298900319562e-12,4.7655699989943115e-08,1.0228624233698613e-06,4.3618834814783936e-08,1.1583267469372131e-14,1.1334110108732877e-13,9.6600161449912721e-14,1.3175600795005944e-06,1.6857807589392133e-09,4.6872180680367714e-16,1.5187829069910172e-18,5.3108897655037998e-20,3.2579872713317387e-21,7.5709398340565604e-13,3.2040806851298307e-10,1.4599978917445899e-11,1.4611032339803336e-11,6.878996968250976e-15,4.1744253885617262e-15,9.8743324635750526e-21,4.175306417995615e-12,3.9367521983451113e-15,1.1906634587096944e-15,1.0870178582809032e-25,3.3823192847522567e-16,2.3091218176189948e-18,1.0297036994915492e-25,1.3860375996366598e-08,4.5364591436951899e-21,1.2969798977905673e-21,1.4796578433609485e-11,3.9071693104137316e-12,7.4298429745572591e-13,1.4873769252976531e-11,7.185437484904149e-13,1.0296982089614896e-25,1.9252304102405704e-19,1.0982804283473981e-19,1.0657005556340808e-19
3.2180199879867756e-11,0.2183148261427824,76.950000000000003,0.0,0.0,0.0,0.99997007024880746,9.4999991720700638,1.2364878269662641e-06,1.3040648805326354e-05,1.230402342682488e-05,7.8209602533954626e-07,7.2469283490619618e-12,4.7655637218583516e-08,1.0734603913123033e-06,4.5826512147406385e-08,1.2639062198785699e-14,1.3319663087131728e-13,1.1263920393323211e-13,1.3827359361405662e-06,1.8532596414833281e-09,4.9244520924664012e-16,1.5956918267470973e-18,6.4714054058693014e-20,3.832767602787372e-21,8.335481422386918e-13,3.5086350094480409e-10,1.6778885264949096e-11,1.6791612024496964e-11,7.9115835583994044e-15,4.8151759886043925e-15,1.0370506965532415e-20,4.5900973818596126e-12,4.3300243268179174e-15,1.31217656001867e-15,1.5063566391312232e-25,3.9123080741815509e-16,2.6495309353184697e-18,1.4269485515192966e-25,1.4546085545552544e-08,5.2474464876992769e-21,1.5002211364765016e-21,1.5504680390266574e-11,4.0665403610660198e-12,7.4313117547448891e-13,1.558989839083082e-11,7.9136225242973598e-13,1.4269405695419773e-25,2.3177954744957774e-19,1.3513307261239193e-19,1.3130030500960464e-19
3.515762495171771e-11,0.21831482578824885,76.950000000000003,0.0,0.0,0.0,0.99996730103209974,9.4999990300501569,1.3508875798200274e-06,1.4247000018474027e-05,1.337711801613248e-05,9.1969987496124425e-07,7.9173224279577828e-12,4.7655511649760972e-08,1.1746561032150001e-06,5.0241847827369198e-08,1.4862813508915868e-14,1.8019438600386034e-13,1.5024528837021816e-13,1.5130873809071216e-06,2.212006341124767e-09,5.3989181011924417e-16,1.7495180881185437e-18,9.3714930444074398e-20,5.1947417261717692e-21,9.9740748071463244e-13,4.1553717991078066e-10,2.1750433837212921e-11,2.1766985487934754e-11,1.0269279496091483e-14,6.2823712241526736e-15,1.1362853925644563e-20,5.4785904462200227e-12,5.1727219775269445e-15,1.5729233957135242e-15,2.7693666278968477e-25,5.1327322485016787e-16,3.4237598284836234e-18,2.6234381202448758e-25,1.5917521622179353e-08,6.8847070324715755e-21,1.968235649852067e-21,1.6910067406389405e-11,4.3759501769135097e-12,7.4342129103188755e-13,1.7012537795438744e-11,9.4708422943046282e-13,2.6234220684833365e-25,3.2766839022657464e-19,1.9921901761013481e-19,1.9402427588396311e-19
3.77832944362513e-11,0.21831482545716438,76.950000000000003,0.0,0.0,0.0,0.99996485895903853,9.4999988974231346,1.4517714220992595e-06,1.5310826231919149e-05,1.4316040411625115e-05,1.0484325641069976e-06,8.5085124244507535e-12,4.7655400962630036e-08,1.263896217870658e-06,5.4135531634973043e-08,1.6943202415434767e-14,2.3057249295104084e-13,1.9014122570021688e-13,1.628038695532857e-06,2.5546892030729116e-09,5.8173281042691533e-16,1.8851809790149135e-18,1.2680165905644163e-19,6.6563823446841607e-21,1.1540051832609452e-12,4.7665820597411524e-10,2.685615699751175e-11,2.6876644364712553e-11,1.2692447437445358e-14,7.7949197607405417e-15,1.2237961890435002e-20,6.3272913486841715e-12,5.977986799366404e-15,1.8224705484177932e-15,4.5430242789445491e-25,6.3995910379539689e-16,4.2157774284570233e-18,4.3037213145844305e-25,1.7126953416380324e-08,8.5843112606869522e-21,2.4540611681063552e-21,1.8137548688730031e-11,4.6388077873496898e-12,7.4367319605241697e-13,1.8256559615590753e-11,1.0954637619132159e-12,4.3036929860365045e-25,4.3411833896181298e-19,2.7342768205555459e-19,2.6677129971087053e-19
4.040896392078489e-11,0.2183148251095666,76.950000000000003,0.0,0.0,0.0,0.99996241687283527,9.4999987581805865,1.5526546792867302e-06,1.6374647178966972e-05,1.5248337570820616e-05,1.1837807863411048e-06,9.0996994739362116e-12,4.7655290289305743e-08,1.353136100259073e-06,5.8029196340628926e-08,1.9130502086094175e-14,2.9029920644890026e-13,2.3703773626559412e-13,1.742989731749963e-06,2.922038359198587e-09,6.2357360546768253e-16,2.0208535581294631e-18,1.6824617282560023e-19,8.3909120257911345e-21,1.3219198063303593e-12,5.4153115557610045e-10,3.2683474830405893e-11,3.2708461178598957e-11,1.5459782470534527e-14,9.5265657183674568e-15,1.3113067735503044e-20,7.237074127056539e-12,6.8414741331568324e-15,2.0903919053252747e-15,7.2046669221347948e-25,7.8593418313242266e-16,5.1164245376242351e-18,6.8252995658294386e-25,1.8336401986585511e-08,1.0542743144210004e-20,3.0138622457093045e-21,1.9354006033579027e-11,4.8926383909310914e-12,7.4392149508765715e-13,1.9490801453900439e-11,1.254093138303199e-12,6.8252514692471548e-25,5.6414246605726949e-19,3.6757090119129456e-19,3.5917998916550345e-19
4.303463340531848e-11,0.21831482474615513,76.950000000000003,0.0,0.0,0.0,0.99995997477349097,9.4999986126028855,1.6535373513830793e-06,1.7438462859285016e-05,1.617428989163416e-05,1.3254641733772168e-06,9.6908835753838906e-12,4.7655179572418486e-08,1.4423757504033654e-06,6.1922841357840646e-08,2.1420181610486007e-14,3.6033878824310865e-13,2.9161594787128584e-13,1.8579404896081212e-06,3.314053568459899e-09,6.6541418893904523e-16,2.1565363066174959e-18,2.1943519481313148e-19,1.0426650524091323e-20,1.5011317588438899e-12,6.1008233781867955e-10,3.927493477590195e-11,3.9305017022436082e-11,1.859168127643367e-14,1.1490565251292717e-14,1.3988171462046529e-20,8.2079371501516938e-12,7.7631824214125955e-15,2.3766872871950383e-15,1.1092707061126498e-24,9.5256074586916232e-16,6.1314631481859877e-18,1.0508823289546496e-24,1.9545866925151585e-08,1.2778285183955674e-20,3.6528635869955759e-21,2.0559537076767769e-11,5.1377589182626978e-12,7.4416625965814054e-13,2.0715361627773185e-11,1.4228673615714e-12,1.0508744349804039e-24,7.2083432139364178e-19,4.8521277530313249e-19,4.7478612477904124e-19
4.566030288985207e-11,0.21831482436760044,76.950000000000003,0.0,0.0,0.0,0.99995753266100662,9.4999984609585137,1.7544194383889447e-06,1.8502273271918268e-05,1.7094165891852443e-05,1.4732142357016319e-06,1.0282064727467744e-11,4.7655068855382542e-08,1.5316151682837569e-06,6.581646669771726e-08,2.3807902045900841e-14,4.4168175931849751e-13,3.5457522653207765e-13,1.9728909691017248e-06,3.7307345897988549e-09,7.0725456096038172e-16,2.2922297400018072e-18,2.8187962300227952e-19,1.2792696200382547e-20,1.6916214835918124e-12,6.8224020878884661e-10,4.6672252603499595e-11,4.6708060659680943e-11,2.2108141593314208e-14,1.3699914578414103e-14,1.4863273069414667e-20,9.2398787703606821e-12,8.7431100908265047e-15,2.6813565095061507e-15,1.663964334593859e-24,1.1412000633271393e-15,7.266465507961016e-18,1.5764104474231683e-24,2.0755347835642185e-08,1.5309206301757252e-20,4.3762860157183325e-21,2.1754238670417931e-11,5.3744751440625516e-12,7.4440757060689766e-13,2.1930337535185122e-11,1.60168249471958e-12,1.576397871954188e-24,9.0744172467070027e-19,6.3027184711499275e-19,6.1747915091461053e-19
4.828597237438566e-11,0.21831482397454474,76.950000000000003,0.0,0.0,0.0,0.99995509053538323,9.4999983035045901,1.8553009403049656e-06,1.9566078415533421e-05,1.800822271331698e-05,1.6267738584488416e-06,1.0873242928699388e-11,4.765495816774332e-08,1.6208543538863814e-06,6.9710072726130869e-08,2.6289508270390738e-14,5.3534295440277585e-13,4.2663207617731571e-13,2.0878411702327471e-06,4.1720811821381393e-09,7.4909472546336491e-16,2.4279343986525043e-18,3.5721680191962545e-19,1.5518868474410136e-20,1.8933694571736707e-12,7.5793529160343014e-10,5.4916336578775613e-11,5.4958532710161403e-11,2.6028773814988752e-14,1.616735755669954e-14,1.5738372557199737e-20,1.033289732437963e-11,9.781255552975487e-15,3.004399382694041e-15,2.4389559546719651e-24,1.353212395494438e-15,8.52682075207953e-18,2.3106704279980864e-24,2.1964844333097071e-08,1.8153761845056753e-20,5.1893464763897676e-21,2.2938206891522875e-11,5.6030820821995789e-12,7.4464550717375324e-13,2.3135825665927798e-11,1.7904356507212517e-12,2.3106509179907124e-24,1.1273612889501311e-18,8.0703029918129286e-19,7.915114307068831e-19
5.091164185891925e-11,0.21831482356760268,76.950000000000003,0.0,0.0,0.0,0.99995264839662212,9.4999981404873335,1.9561818571317803e-06,2.0629878289117411e-05,1.8916706603833113e-05,1.7858968195486401e-06,1.1464418177814618e-11,4.7654847465283946e-08,1.7100933072287803e-06,7.3603659466400212e-08,2.8861021195752851e-14,6.4235971510943488e-13,5.0851910165548267e-13,2.2027910930435901e-06,4.638093104372776e-09,7.9093468269858002e-16,2.5636508223639063e-18,4.4721254568843016e-19,1.8635654382935806e-20,2.1063561899390718e-12,8.3710009985347309e-10,6.4047310694671654e-11,6.4096588899793562e-11,3.0372812140469331e-14,1.890539296117022e-14,1.6613469926341652e-20,1.1486991133892185e-11,1.0877617204979003e-14,3.3458157123497634e-15,3.5017520694251545e-24,1.5899569913965523e-15,9.9177412933775933e-18,3.3176320175997221e-24,2.3174356043999673e-08,2.1330193591842637e-20,6.0972580356923248e-21,2.4111537049578983e-11,5.8238643659602022e-12,7.4488013769511661e-13,2.4331921611860315e-11,1.9890249825388926e-12,3.3176024565104023e-24,1.3841331436015549e-18,1.0201424408803137e-18,1.0015067864973778e-18
5.353731134345284e-11,0.21831482314736278,76.950000000000003,0.0,0.0,0.0,0.99995020624472408,9.4999979721425341,2.0570621888700276e-06,2.1693672891884899e-05,1.981985337916192e-05,1.9503473277879728e-06,1.2055590473717923e-11,4.7654736741996634e-08,1.7993320283122356e-06,7.7497226693074222e-08,3.151863030234821e-14,7.637902013152887e-13,6.0098402708913403e-13,2.3177407375556783e-06,5.1287701153707581e-09,8.3277443024332445e-16,2.6993795535171998e-18,5.53762943219729e-19,2.2174158627533209e-20,2.3305622259307512e-12,9.196690640900347e-10,7.4104537064884031e-11,7.4161622471735867e-11,3.5159125321291326e-14,2.1926281501997738e-14,1.7488565177098419e-20,1.2702158506246221e-11,1.2032193430154943e-14,3.7056052994199844e-15,4.9350815534973353e-24,1.8527920894820255e-15,1.1444268995152995e-17,4.675692459009193e-24,2.4383882605266074e-08,2.4856729755789763e-20,7.1052298839476175e-21,2.5274323684430773e-11,6.0370966122648245e-12,7.4511153043930284e-13,2.5518720067338134e-11,2.1973496732323331e-12,4.6756486108995268e-24,1.6814358370941806e-18,1.2746425779427161e-18,1.2524684193151834e-18
5.6162980827986426e-11,0.2183148227143892,76.950000000000003,0.0,0.0,0.0,0.99994776407969033,9.499997798695988,2.1579419355203479e-06,2.2757462222843438e-05,2.0717888864820159e-05,2.1198995810622903e-06,1.2646759815238678e-11,4.7654626036565677e-08,1.8885705171190089e-06,8.1390774367901394e-08,3.4258686500192877e-14,9.0071182165035256e-13,7.0478877031097793e-13,2.4326901037659031e-06,5.6441119739775598e-09,8.7461396768654845e-16,2.8351211514872821e-18,6.7889594564107763e-19,2.6166057144190183e-20,2.5659681428264106e-12,1.0055784613944856e-09,8.5126637466691384e-11,8.519228574630622e-11,4.0406227000527091e-14,2.5242052574731934e-14,1.8363658308905281e-20,1.3978397735111026e-11,1.3244982598658049e-14,4.0837679404192197e-15,6.8392154692500034e-24,2.1430749180229602e-15,1.3111281122012785e-17,6.4798759035104556e-24,2.5593423663855454e-08,2.8751584991600988e-20,8.2184673366430268e-21,2.6426660567870406e-11,6.2430437737276954e-12,7.4533975765889194e-13,2.6696314833354508e-11,2.4153099261315824e-12,6.479812101224383e-24,2.0230814231607468e-18,1.5759522684105567e-18,1.5497862112663668e-18
5.878865031252002e-11,0.2183148222692216,76.950000000000003,0.0,0.0,0.0,0.99994532190152197,9.499997620363942,2.2588210970833782e-06,2.3821246280819141e-05,2.1611029319278942e-05,2.2943373432259781e-06,1.3237926201145069e-11,4.7654515339929694e-08,1.9778087736516939e-06,8.5284302615248835e-08,3.7077695290619958e-14,1.0542197696350047e-12,8.2070856820556534e-13,2.5476391916973168e-06,6.1841184390154665e-09,9.1645329636470681e-16,2.9708761904963465e-18,8.2477275781369765e-19,3.0643553806265211e-20,2.812554551879404e-12,1.0947663477920285e-09,9.7151514098508671e-11,9.7226510895001705e-11,4.6132285674836483e-14,2.8864510764152392e-14,1.9238749322050164e-20,1.5315707101092895e-11,1.4515983068075545e-14,4.4803034276266457e-15,9.3344820358059943e-24,2.4621616955300339e-15,1.4923496084297027e-17,8.8442179992067146e-24,2.6802978876963305e-08,3.30329604005508e-20,9.4421718360161211e-21,2.7568640711816542e-11,6.4419614803593611e-12,7.4556488623785113e-13,2.7864798828220694e-11,2.6428069550669182e-12,8.8441267684049384e-24,2.4130107175276355e-18,1.9298870319646934e-18,1.8992434781584278e-18
