Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282)
4.600375587872454e-07,0.22492897146455285,76.950000000000003,0.0,0.0,0.0,0.37345268870056431,9.4113555594894738,0.016283413208266689,0.036153120566596336,0.013566642296101312,0.0027258121823317463,1.4557464306900303e-08,1.1609768619373988e-07,0.05550172144404391,9.4730466764871786e-05,3.4238317525537577e-11,0.060102303393265659,0.11021861874521285,0.091303453967005677,0.17095098832192065,8.1284339288063392e-13,1.1273635469872516e-10,3.9465982532962743e-06,4.7682171112160006e-09,7.5222434916170585e-06,1.0510835924431096e-05,0.019374465532768836,0.057245710651052474,7.2123964846950517e-06,4.4824298165747892e-06,8.4732772698884101e-15,0.00060907351032111047,4.5113028523044745e-07,1.4007367919671029e-07,0.00024575420846243074,7.2908090314847967e-06,3.1663715541185917e-08,0.012211917144866172,0.0016472033868741266,8.541322730844115e-11,2.5877082586127601e-11,2.936977575002892e-08,7.7916663253839867e-09,1.6114743780198118e-11,1.0293575515478826e-05,3.9124438324041227e-05,0.0064721037094218319,2.1512010951844198e-07,0.00060048861026704451,6.793729197959981e-05,0.0012057016432407541,7.785739918069312e-10,0.00015707755020610641,5.5907218626108031e-07,0.0086816884581683799,0.00016487074653024177,1.7280941435427853e-08,5.5265766612024892e-05,0.0067331992181442531,0.00088523189658978201,2.6105894423048646e-06,1.4726497378452672e-10,1.1097311372756275e-11,0.00028511570931114146,1.2490436285101724e-07,7.5400884027179398e-05,1.8629215114363337e-07,4.8531745224910744e-07,1.5160261979912657e-05,3.0283885744493053e-08,9.1762021573291638e-14,1.3107338569931431e-07,0.00041569160539795289,2.9530282817833208e-11,1.6648147685651924e-10,5.3656446635593146e-12,2.6140530430770061e-11,0.0011268105325501025,1.1619999420728305e-10,0.014185711846162873,1.1579197103889539e-10,2.1193027340979967e-08,2.7035332111629353e-13,1.5474448863869441e-13
4.6352308372670453e-07,0.22492906753407124,76.950000000000003,0.0,0.0,0.0,0.37142842010775312,9.4110743155148757,0.016295193934162604,0.035950062876214967,0.013455739608279876,0.0027034634648541124,1.4475262039517649e-08,1.1557268231775095e-07,0.055733735278912407,9.4195547938677031e-05,3.3957600280828466e-11,0.06019411604405292,0.11076848671664288,0.091758731039788155,0.17157501927922147,8.082534732024197e-13,1.1329522451876296e-10,3.9663009231662333e-06,4.7755924188973117e-09,7.5598393745995764e-06,1.0424917674168235e-05,0.019361730793512902,0.057498480755516675,7.2074373380126025e-06,4.4793477597178043e-06,8.5155286081131362e-15,0.00061098005745971332,4.5252871517498386e-07,1.4050791325669641e-07,0.00024543484554043877,7.3134515115093932e-06,3.1776275335709588e-08,0.012321932780982823,0.0016579474091696928,8.5675891272358517e-11,2.5956660155728681e-11,2.9555632357263438e-08,7.8420058044040686e-09,1.6174794028138874e-11,1.0574143580978018e-05,4.0190499170586179e-05,0.0064951638787437236,2.1588477516057829e-07,0.00060392823946773427,6.8068197744045462e-05,0.0012156579665430474,7.8766488973928385e-10,0.00015837317098232027,5.6801931061218995e-07,0.0087931590105031002,0.00016623972479151846,1.7557501600960708e-08,5.5724301121856376e-05,0.0068229075555900354,0.00089704988100093683,2.7005205840288338e-06,1.4950728115992791e-10,1.1400449682508203e-11,0.00029221062730741602,1.2800864793421308e-07,7.6508939529201895e-05,1.9092212569454266e-07,4.9737952491325487e-07,1.5382621977420207e-05,3.072892269802418e-08,9.4042673477492572e-14,1.3305351514920042e-07,0.00042197317835951256,3.0337006136151828e-11,1.6637204947701304e-10,5.3922365575429143e-12,2.6855195504531952e-11,0.0011269796585878366,1.169509146174295e-10,0.014269202828620819,1.1654367174720163e-10,2.1932807790061223e-08,2.7431867236779762e-13,1.570141713233717e-13
4.6700860866616365e-07,0.22492916822625864,76.950000000000003,0.0,0.0,0.0,0.36942237966618818,9.4107962720990717,0.016306212224616392,0.035748362167792716,0.013346028979456914,0.0026813559750634977,1.4393615775741833e-08,1.1505248705854114e-07,0.055964071448862257,9.3664247210984352e-05,3.3679913042834025e-11,0.060282800371096776,0.11131403420710997,0.092211947216073439,0.17219177878771047,8.0369459895097909e-13,1.1384967856295468e-10,3.9858487491779952e-06,4.7827199437631175e-09,7.5972648772177413e-06,1.0339922859764282e-05,0.019348927036471314,0.057749187208492883,7.2024552022371184e-06,4.4762514162954855e-06,8.5575886877055844e-15,0.00061287962423114961,4.5392203782300395e-07,1.4094056066920689e-07,0.00024511377384987425,7.3360101774252136e-06,3.1888432263181832e-08,0.012431531228763865,0.0016686504758111585,8.5937585389791387e-11,2.6035943897228993e-11,2.9740793694424581e-08,7.8921545066392412e-09,1.6234718399577106e-11,1.0859545369670835e-05,4.1274912834475853e-05,0.0065176456469567485,2.1664669106442015e-07,0.00060734248720967861,6.8195687053534284e-05,0.0012256024699562008,7.9676501024160936e-10,0.0001596672463306446,5.7699964171716608e-07,0.0089048276138381632,0.00016760706626809004,1.7835088244210301e-08,5.618227341800182e-05,0.0069127841363502878,0.00090889074850682529,2.7928224848561746e-06,1.5175389278612383e-10,1.1708838463431485e-11,0.00029940569441452895,1.3115665768213047e-07,7.7618509852795468e-05,1.9561731465488934e-07,5.096115009778978e-07,1.5605278431219812e-05,3.1174568064985672e-08,9.6355450085676912e-14,1.350368833943554e-07,0.00042826504214318423,3.1157704863935619e-11,1.6626202903258903e-10,5.4187074658731817e-12,2.7582264287192616e-11,0.0011271504468818303,1.1769894773076324e-10,0.014352181439759528,1.17292485569819e-10,2.2692593655602773e-08,2.7828931033168933e-13,1.5928688000975716e-13
4.7049413360562277e-07,0.22492927344100574,76.950000000000003,0.0,0.0,0.0,0.36743433388553132,9.4105213801980412,0.01631647952460541,0.035548010128246342,0.013237492929378637,0.0026594863014353107,1.4312521826516157e-08,1.1453703750147787e-07,0.056192744709851118,9.3136540600905618e-05,3.3405212961122124e-11,0.060368411235987587,0.11185531330687831,0.092663121222524694,0.17280136166929727,7.9916656434603302e-13,1.1439976997975268e-10,4.005243598634898e-06,4.789604030936079e-09,7.6345215491995665e-06,1.0255838054975205e-05,0.019336057644953684,0.057997852147236177,7.1974510363603811e-06,4.4731413820741306e-06,8.599459246513718e-15,0.0006147725601836103,4.5531050478034678e-07,1.4137169965908933e-07,0.00024479109196638466,7.358489243512255e-06,3.2000204765061136e-08,0.012540712557817194,0.0016793127960877145,8.6198357627867126e-11,2.6114948343104489e-11,2.9925263167780398e-08,7.942113394628073e-09,1.6294516171325082e-11,1.1149797539411174e-05,4.2377742351142015e-05,0.0065395582220727057,2.1740598259974633e-07,0.00061073152213755671,6.8319819722577978e-05,0.0012355353114440939,8.0587345273731538e-10,0.00016095979696351622,5.8601227015557477e-07,0.0090166881770022429,0.00016897279268851211,1.8113673253905532e-08,5.6639691029710766e-05,0.0070028234904730563,0.00092075378638072048,2.887532738248222e-06,1.540045362738782e-10,1.2022496874952911e-11,0.00030670097880738814,1.3434842015015943e-07,7.8729461647940142e-05,2.0037775986876008e-07,5.2201348952623399e-07,1.5828204611411234e-05,3.1620768286720349e-08,9.8700372022876822e-14,1.3702324380966167e-07,0.0004345664141225835,3.1992430092720909e-11,1.6615144460504412e-10,5.4450584771209454e-12,2.8321782946489383e-11,0.0011273228984584121,1.1844410821858395e-10,0.014434651920021448,1.1803842747353145e-10,2.3472724468121059e-08,2.8226475833275452e-13,1.6156234185906445e-13
4.739796585450819e-07,0.22492938308323046,76.950000000000003,0.0,0.0,0.0,0.36546405310645819,9.4102495918100981,0.016326007120537469,0.035348998300140412,0.013130114445909728,0.0026378509760982653,1.4231976645664276e-08,1.1402627178125625e-07,0.056419769634028609,9.2612405017060228e-05,3.313345647575546e-11,0.060451002440438939,0.11239237533239353,0.093112271542909297,0.17340386129442001,7.946691712589516e-13,1.1494555194776244e-10,4.0244873111411458e-06,4.7962489415233107e-09,7.6716109201550809e-06,1.01726500653094e-05,0.019323125816889445,0.05824449738638951,7.1924261516101336e-06,4.4700184694806628e-06,8.6411419999308022e-15,0.0006166592049313065,4.566943706774693e-07,1.4180140924756546e-07,0.00024446689295666964,7.3808928034817341e-06,3.211161077901888e-08,0.01264947688618431,0.001689934580893627,8.6458256545097825e-11,2.6193688204799271e-11,3.0109044215229354e-08,7.9918834387407531e-09,1.6354187013340042e-11,1.1444915882440812e-05,4.3499047471781597e-05,0.0065609107002783358,2.1816277183110432e-07,0.00061409551167388289,6.8440654425437373e-05,0.001245456648607719,8.1498932803641747e-10,0.00016225084355221857,5.9505629734299191e-07,0.0091287347141540635,0.00017033692571189911,1.8393228853815423e-08,5.7096561454111126e-05,0.0070930202413985576,0.00093263829410404186,2.9846889596714454e-06,1.5625894308130206e-10,1.2341443154592824e-11,0.00031409653721443156,1.3758395868190372e-07,7.9841663505847443e-05,2.0520349615259035e-07,5.3458558124255618e-07,1.6051374198066562e-05,3.2067470584675599e-08,1.0107745643534878e-13,1.3901235332360733e-07,0.00044087652294727613,3.2841230461638371e-11,1.6604032366851263e-10,5.4712906985394642e-12,2.9073795487164441e-11,0.0011274970140583921,1.1918641193130433e-10,0.014516618466154848,1.1878151274308222e-10,2.4273540803454775e-08,2.8624454700722995e-13,1.6384028821745917e-13
4.774651834845411e-07,0.22492949706084714,76.950000000000003,0.0,0.0,0.0,0.36351131139981502,9.4099808599017507,0.016334806143596396,0.035151318094704662,0.013023876920712723,0.0026164465081871349,1.41519766566477e-08,1.1352012904708876e-07,0.056645160613877761,9.2091817180443508e-05,3.2864599738726172e-11,0.060530626771455764,0.11292527084925166,0.093559416423637964,0.17399936961426482,7.9020221994158838e-13,1.1548707663402885e-10,4.0435816989017149e-06,4.8026588562668474e-09,7.7085345000352096e-06,1.0090345946509437e-05,0.019310134582936109,0.058489144426798277,7.1873817015333059e-06,4.4668833979703416e-06,8.6826386413038929e-15,0.00061853988855803171,4.5807388176242788e-07,1.4222976591534133e-07,0.0002441412648842606,7.4032248360897605e-06,3.2222667628533023e-08,0.012757824376523064,0.0017005160425088296,8.6717329084216772e-11,2.6272177704099801e-11,3.0292140302775377e-08,8.0414656162783422e-09,1.6413730622069101e-11,1.1744915332751575e-05,4.4638884701678888e-05,0.0065817120650096409,2.1891717765384978e-07,0.00061743462184423966,6.8558248721887124e-05,0.00125536663814325,8.2411175876338529e-10,0.00016354040681694143,6.0413083549927903e-07,0.0092409613421551833,0.00017169948694288587,1.8673727601682186e-08,5.7552892168054089e-05,0.0071833691038486591,0.00094454358307756925,3.0843287750262332e-06,1.5851684849213687e-10,1.2665694626437212e-11,0.00032159241519942052,1.4086329190308298e-07,8.0954985980663188e-05,2.1009455128648368e-07,5.4732784860398525e-07,1.6274761289001366e-05,3.2514622968556164e-08,1.0348671702680142e-13,1.4100397239780319e-07,0.00044719460847556501,3.3704152179790734e-11,1.6592869226253364e-10,5.4974052194364561e-12,2.9838343769018407e-11,0.0011276727941427088,1.1992587466214761e-10,0.014598085231682397,1.1952175677064382e-10,2.5095384195681092e-08,2.9022821444088575e-13,1.6612045469509562e-13
4.809507084240002e-07,0.22492961528147437,76.950000000000003,0.0,0.0,0.0,0.3615758865026486,9.4097151381776332,0.016342887571802994,0.034954960803094584,0.012918763927771049,0.002595269595952375,1.4072518121355269e-08,1.1301854944468804e-07,0.056868931864756181,9.157475277523165e-05,3.2598601277861196e-11,0.060607336022175835,0.11345404968241692,0.094004573877163974,0.17458797718093302,7.8576550174590647e-13,1.160243951513636e-10,4.0625285478473675e-06,4.8088378772465442e-09,7.7452937794137305e-06,1.0008913008713318e-05,0.019297086815790426,0.058731814460623012,7.1823186261647355e-06,4.4637367519417068e-06,8.723950842235018e-15,0.00062041493185882113,4.594492727780796e-07,1.4265684260130373e-07,0.0002438142910846599,7.4254892075041428e-06,3.2333392265460624e-08,0.012865755234014252,0.0017110573944667212,8.6975619986110188e-11,2.6350430395915325e-11,3.0474554922220015e-08,8.0908609107052555e-09,1.6473146552092632e-11,1.2049809975680503e-05,4.5797307319228119e-05,0.0066019711867200239,2.1966931567417572e-07,0.0006207490173128484,6.8672659089735706e-05,0.0012652654361400622,8.3323987954449169e-10,0.00016482850727622586,6.1323500768951981e-07,0.0093533622788534148,0.00017306049789417362,1.8955142390425744e-08,5.8008690616514677e-05,0.0072738648823238231,0.00095646897641467072,3.1864898134261564e-06,1.6077799161239262e-10,1.2995267710760591e-11,0.00032918864734341277,1.4418643341353197e-07,8.2069301599936353e-05,2.1505094555440736e-07,5.6024034452161567e-07,1.649834035457528e-05,3.2962174240518371e-08,1.0592816380146303e-13,1.4299786502221795e-07,0.00045351992175884166,3.4581239052186427e-11,1.6581657507516287e-10,5.5234030998639973e-12,3.0615467531766001e-11,0.001127850238898409,1.2066251178632309e-10,0.014679056327184328,1.2025917489573701e-10,2.5938597082365744e-08,2.94215305362933e-13,1.6840258070465051e-13
4.844362333634593e-07,0.22492973765295016,76.950000000000003,0.0,0.0,0.0,0.35965755976514302,9.4094523811673323,0.016350262231510908,0.034759917617554321,0.012814759326708846,0.002574317048795292,1.3993597269240576e-08,1.1252147410489413e-07,0.057091097426738777,9.106118726578296e-05,3.2335421016582213e-11,0.06068118098286833,0.11397876090804375,0.094447761684440634,0.17516977316170707,7.8135880614445978e-13,1.165575580160073e-10,4.0813296173885429e-06,4.8147900271600846e-09,7.7818902296911764e-06,9.9283388105774438e-06,0.019283985236662905,0.058972528375295777,7.1772378928171525e-06,4.4605791297027808e-06,8.7650802528586481e-15,0.00062228464653218041,4.6082077314337527e-07,1.4308271054487469e-07,0.00024348605037575417,7.4476896732297272e-06,3.2443801280451023e-08,0.0129732697048541,0.0017215588514348701,8.7233172976152365e-11,2.6428459527556419e-11,3.0656291588783458e-08,8.1400703110642038e-09,1.6532434423634046e-11,1.2359613048311508e-05,4.6974365376959965e-05,0.006621696822723306,2.2041929838859823e-07,0.00062403886162102924,6.8783940933922556e-05,0.0012751531986403657,8.4237283666403032e-10,0.00016611516532758801,6.2236794781135322e-07,0.0094659318415965706,0.00017441998001317568,1.9237446447811369e-08,5.8463964212359945e-05,0.0073645024693741517,0.00096841380874823678,3.2912097019265768e-06,1.6304211535597418e-10,1.3330177923852459e-11,0.00033688525739314471,1.4755339202499506e-07,8.3184484819313095e-05,2.2007269209881143e-07,5.7332310321931073e-07,1.6722086240871907e-05,3.3410073977217219e-08,1.0840180323025302e-13,1.4499379870032294e-07,0.00045985172499660892,3.5472532479228635e-11,1.6570399549018795e-10,5.5492853900828483e-12,3.1405204394590751e-11,0.001128029348265703,1.2139633888326484e-10,0.014759535820529178,1.2099378252574825e-10,2.6803522764595002e-08,2.9820537120295963e-13,1.7068640949393665e-13
4.879217583029184e-07,0.2249298640890401,76.950000000000003,0.0,0.0,0.0,0.35775611607369279,9.4091925443890982,0.016356940800091396,0.034566179631680218,0.012711847433352998,0.0025535855763126553,1.3915210418018265e-08,1.1202884512271031e-07,0.057311671167923788,9.055109668016948e-05,3.2075017624620495e-11,0.060752211489121459,0.11449945288048645,0.094888997399348682,0.17574484536492085,7.7698192744600244e-13,1.1708661518166514e-10,4.0999866406189638e-06,4.8205192530612089e-09,7.8183253034613976e-06,9.8486111257615847e-06,0.019270832426878944,0.059211306760140595,7.1721405304764194e-06,4.4574111724213271e-06,8.8060285022608307e-15,0.00062414933545610403,4.6218860976693028e-07,1.4350744020124534e-07,0.00024315661740452883,7.4698298822347474e-06,3.2553910669055264e-08,0.013080368073597181,0.0017320206290715925,8.749003129241619e-11,2.6506278198439198e-11,3.0837353838539334e-08,8.1890948114420273e-09,1.6591594064576882e-11,1.267433694743358e-05,4.8170105750178723e-05,0.0066408976169821648,2.2116723539991736e-07,0.00062730431695610792,6.8892148619026093e-05,0.0012850300807351468,8.515097880188716e-10,0.00016740040141954195,6.3152880056318562e-07,0.0095786644452766027,0.0001757779546616448,1.9520613335523451e-08,5.8918720334345999e-05,0.0074552768443302353,0.00098037742603762179,3.3985260560828468e-06,1.653089664280578e-10,1.3670439886773565e-11,0.00034468225847505344,1.5096417224867875e-07,8.4300412007119911e-05,2.2515979764822909e-07,5.8657614229088963e-07,1.6945974214060976e-05,3.3858272523595976e-08,1.1090763863975107e-13,1.469915444332324e-07,0.00046618929148632151,3.6378071479621646e-11,1.6559097568473638e-10,5.5750531404496287e-12,3.2207589873949044e-11,0.0011282101219362171,1.2212737201180661e-10,0.014839527737258067,1.2172559527302469e-10,2.7690505335237526e-08,3.0219797088206444e-13,1.7297168859880436e-13
4.914072832423775e-07,0.2249299945036696,76.950000000000003,0.0,0.0,0.0,0.3558713437859613,9.4089355841358895,0.016362933808110828,0.03437373784947631,0.012610012812152575,0.0025330719807502306,1.3837353781924547e-08,1.1154060553610001e-07,0.057530666787108685,9.0044456389131599e-05,3.1817350936100423e-11,0.060820476446772034,0.11501617324523719,0.095328298352276186,0.17631328026172235,7.7263465431183663e-13,1.1761161556041272e-10,4.1185013250725256e-06,4.8260294283837663e-09,7.8546004348083047e-06,9.769717963519104e-06,0.019257630837653503,0.059448169912046427,7.1670273657778263e-06,4.4542333965204425e-06,8.8467971987547852e-15,0.00062600929294958643,4.6355299941705114e-07,1.4393109893051443e-07,0.00024282606292381237,7.4919133802150719e-06,3.2663735964700526e-08,0.013187050661095736,0.00174244294388908,8.7746236228858534e-11,2.6583898919051219e-11,3.1017745226241258e-08,8.2379354102685589e-09,1.6650625208704597e-11,1.2993993236927056e-05,4.9384572156762432e-05,0.0066595821000569764,2.2191323331648055e-07,0.00063054554409195599,6.899733548728398e-05,0.0012948962366098019,8.6064990351412762e-10,0.00016868423591148956,6.4071672142046689e-07,0.0096915546005918937,0.00017713444312143295,1.9804616948337698e-08,5.9372966334509692e-05,0.0075461830717820089,0.00099235918535803291,3.5084764722176601e-06,1.6757829530558113e-10,1.401606733332162e-11,0.00035257965329423501,1.5441877397826498e-07,8.5416961474993504e-05,2.3031226204433021e-07,5.999994614375961e-07,1.7169979927969916e-05,3.430672100493947e-08,1.1344566997346745e-13,1.4899087670119528e-07,0.00047253190556241698,3.7297892711764006e-11,1.6547753672329601e-10,5.6007073759057975e-12,3.3022657403191762e-11,0.0011283925593571873,1.2285562687908423e-10,0.014919036060951168,1.224546287275552e-10,2.8599889620026899e-08,3.0619267023430589e-13,1.7525816951192418e-13
4.948928081818367e-07,0.2249301288090846,76.950000000000003,0.0,0.0,0.0,0.35400303464911753,9.4086814573419737,0.0163682516417414,0.034182583212533348,0.012509240163383324,0.0025127732955642196,1.3760023447420271e-08,1.1105669930534167e-07,0.057748097816746946,8.9541240935581303e-05,3.1562383689020879e-11,0.060886023828814848,0.1155289689339377,0.095765681654069443,0.17687516300955866,7.6831676830526698e-13,1.1813260727147082e-10,4.136875353286065e-06,4.8313243527618125e-09,7.8907170396337172e-06,9.6916475776639618e-06,0.019244382799434363,0.059683137841427314,7.1618991370245425e-06,4.4510462574607688e-06,8.8873879302687245e-15,0.00062786480505896839,4.6491415010069704e-07,1.4435375134487449e-07,0.00024249445407314128,7.5139436122234773e-06,3.2773292486626542e-08,0.013293317822336769,0.0017528260130922027,8.8001827411528411e-11,2.666133369483782e-11,3.1197469322201723e-08,8.2865931094055442e-09,1.6709527487133178e-11,1.3318592655835451e-05,5.0617805170444688e-05,0.0066777586892074582,2.2265739579775975e-07,0.00063376270269974372,6.9099553883684046e-05,0.0013047518204512224,8.6979236493135594e-10,0.00016996668892892681,6.4993087664201159e-07,0.0098045969117833212,0.00017848946659531495,2.0089431514299e-08,5.9826709530068914e-05,0.0076372162991371713,0.001004358454611396,3.6210985188379073e-06,1.6984985621946211e-10,1.4367073117644152e-11,0.00036057743436626805,1.5791719232548891e-07,8.6534013450220113e-05,2.3553007799628402e-07,6.1359304165915437e-07,1.7394079382149759e-05,3.4755371315921424e-08,1.1601589363889438e-13,1.509915734448123e-07,0.00047887886253792099,3.8232030494296473e-11,1.6536369863498718e-10,5.6262490985355588e-12,3.3850438352637931e-11,0.0011285766597590339,1.2358111893500264e-10,0.014998064733599339,1.2318089838142029e-10,2.9532021111926142e-08,3.1018904125900407e-13,1.7754560725476976e-13
4.983783331212958e-07,0.22493026692221224,76.950000000000003,0.0,0.0,0.0,0.35215098373834813,9.4084301218570463,0.01637290454481494,0.033992706605464079,0.012409514608083812,0.0024926864870754911,1.3683215624640266e-08,1.1057707129922015e-07,0.05796397762546019,8.9041425645070422e-05,3.1310077777484111e-11,0.060948900698713268,0.11603788617701907,0.09620116419939434,0.17743057747239163,7.640280577110003e-13,1.1864963809998919e-10,4.1551103825785083e-06,4.8364077537780552e-09,7.9266765159357261e-06,9.6143884241058098e-06,0.019231090529145262,0.05991623027743008,7.1567567515122001e-06,4.4478503176732729e-06,8.9278022647129051e-15,0.00062971614976875556,4.6627226981813423e-07,1.447754620019972e-07,0.00024216185460666041,7.5359239255391606e-06,3.2882595095172639e-08,0.013399169944729426,0.0017631700544670041,8.8256844463146168e-11,2.6738594530009934e-11,3.1376529710044018e-08,8.3350689137502087e-09,1.6768300785096663e-11,1.3648145122090704e-05,5.1869842252882531e-05,0.0066954356886469672,2.2339982386960576e-07,0.00063695595128963238,6.9198855175478334e-05,0.0013145969859971207,8.7893636551770516e-10,0.00017124778059768848,6.5917044322216828e-07,0.0099177860750189681,0.00017984304621230959,2.037503159336655e-08,6.02799572053879e-05,0.0077283717553037409,0.0010163746123620495,3.7364297292372955e-06,1.7212340713389196e-10,1.4723469217940951e-11,0.00036867558419467078,1.6145941832993587e-07,8.7651450022887544e-05,2.4081323213979534e-07,6.2735684812343745e-07,1.7618248975666218e-05,3.5204176099590155e-08,1.18618303050108e-13,1.5299341604500421e-07,0.00048522946864305335,3.9180516815515112e-11,1.6524948046563939e-10,5.6516793170118559e-12,3.4690962035682547e-11,0.0011287624221655301,1.243038642784085e-10,0.015076617655967836,1.2390441991822311e-10,3.0487245914324781e-08,3.1418666308023392e-13,1.7983376092691882e-13
5.018638580607549e-07,0.22493040876421322,76.950000000000003,0.0,0.0,0.0,0.35031498940111222,9.4081815364118899,0.016376902620958211,0.033804098847601868,0.012310821652314528,0.0024728084414639769,1.3606926550647318e-08,1.1010166727598418e-07,0.058178319420645164,8.8544986025720638e-05,3.1060394089658128e-11,0.061009153260207817,0.11654297053357993,0.096634762670232077,0.17797960624232093,7.5976831237091836e-13,1.1916275499073175e-10,4.1732080455596173e-06,4.841283290880152e-09,7.9624802440981232e-06,9.5379291578947221e-06,0.019217756138066745,0.060147466673180529,7.1516010180187037e-06,4.4446460845617892e-06,8.9680417502488298e-15,0.00063156359721340278,4.6762756069773148e-07,1.4519629369531281e-07,0.00024182832511457494,7.5578575730907658e-06,3.2991658041361769e-08,0.013504607446406981,0.0017734752862886651,8.8511325871606928e-11,2.6815693084763371e-11,3.1554929985494751e-08,8.3833638309100039e-09,1.6826945057027459e-11,1.3982659741501245e-05,5.3140717800122065e-05,0.0067126212899165727,2.2414061592523405e-07,0.00064012544688018614,6.929528977452567e-05,0.0013244318855999684,8.8808111032590966e-10,0.00017252753109250123,6.6843460883361774e-07,0.010031116877009114,0.00018119520301432141,2.0661392075602787e-08,6.073271661762608e-05,0.0078196447499842472,0.0010284070477019765,3.8545075937936572e-06,1.743987097245119e-10,1.5085266746828599e-11,0.00037687407544426935,1.650454390336314e-07,8.8769155173380604e-05,2.4616170514863853e-07,6.4129083060341218e-07,1.7842465523226419e-05,3.565308875810805e-08,1.2125288871037182e-13,1.54996189303387e-07,0.00049158304096063438,4.0143381360748487e-11,1.6513490035462105e-10,5.6769990285749659e-12,3.5544255731210564e-11,0.0011289498453799394,1.2502387903908529e-10,0.01515469868798147,1.2462520913305922e-10,3.1465910681672042e-08,3.1818512223415097e-13,1.8212239387051478e-13
5.05349383000214e-07,0.2249305542527592,76.950000000000003,0.0,0.0,0.0,0.3484948531908143,9.407935660274882,0.016380255835598614,0.03361675071525861,0.012213146857944756,0.0024531363150881763,1.3531152252736363e-08,1.0963043386359999e-07,0.058391136250917346,8.8051896243974802e-05,3.0813296907736783e-11,0.061066826854115824,0.11704426688739281,0.097066493539144913,0.17852233065992612,7.5553731061246986e-13,1.1967200378965917e-10,4.1911699510166346e-06,4.845954555256964e-09,7.9981295871614856e-06,9.4622586737596737e-06,0.019204381638794302,0.060376866210786258,7.1464324901224841e-06,4.4414339013812347e-06,9.0081079155561311e-15,0.00063340740992539864,4.6898021213273206e-07,1.4561630529449972e-07,0.00024149392322278377,7.5797477156921792e-06,3.3100495355529607e-08,0.013609630774719148,0.0017837419271916721,8.8765307694947254e-11,2.6892640283511614e-11,3.1732673754089857e-08,8.4314788703771733e-09,1.6885459996714205e-11,1.4322144816365947e-05,5.4430463148447097e-05,0.0067293235723482839,2.24879867543144e-07,0.00064327134525840699,6.938890715722562e-05,0.0013342566712360204,8.9722581646701617e-10,0.00017380596035140646,6.777225718223842e-07,0.010144584193132576,0.00018254595795733064,2.0948488180892035e-08,6.1184994991269134e-05,0.0079110306715854343,0.0010404551599903973,3.9753695526778353e-06,1.7667552935756911e-10,1.5452475959966724e-11,0.00038517287114908438,1.6867523679764823e-07,8.9887014786734447e-05,2.5157547071481217e-07,6.5539492063202295e-07,1.8066706175769712e-05,3.6102063458421674e-08,1.2391963767418012e-13,1.5699968142137173e-07,0.00049793890735863123,4.1120651535868122e-11,1.6501997560187588e-10,5.7022091937583489e-12,3.6410344707291806e-11,0.0011291389280047991,1.2574117860153706e-10,0.015232311649095409,1.2534328159916807e-10,3.2468362563081635e-08,3.2218401125274299e-13,1.8441127285950797e-13
