Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282)
4.5343294789536934e-13,0.22499518052166903,76.950000000000003,0.0,0.0,0.0,0.99999870934607105,9.499999999223192,4.4054807574890428e-08,5.0078724442775316e-07,5.0054706779737762e-07,5.0750076686584799e-10,2.0344643097153785e-13,1.6409442993130768e-07,3.2121411270543556e-08,2.6824984376996031e-10,6.3737693195091497e-18,8.6764810192755678e-19,5.6784010046884101e-14,4.7753591911645835e-08,1.5604095286663542e-12,2.3016465857295303e-18,1.7247777154527076e-20,1.6668438479919568e-21,3.1322790251508025e-26,7.4903196154504552e-16,6.0976888864171584e-13,6.3866235251590716e-16,6.3880140413413384e-16,1.1575732148677963e-19,2.329278523326624e-20,1.3599047643957391e-21,2.2616182297819588e-13,1.008573270998523e-16,1.1182735106320878e-17,2.9374101655286774e-36,7.8547260530263798e-20,1.6474917770017144e-20,2.7591563196534132e-36,5.1455084431895468e-10,8.8977694032829655e-25,2.7768965297244204e-25,2.4255343060810428e-13,7.3189221179295307e-14,1.8566970838685906e-12,2.4257512184145503e-13,1.4490979567611474e-16,2.7591556292167148e-36,2.4100842256795289e-23,5.3504599526093698e-26,2.2180301772488074e-26,9.0610925892028695e-31,3.421534044564514e-21,6.0056941291282893e-35,6.1366947584120719e-18,2.7057877100928152e-31,5.5542212996781508e-36,6.3906500640556486e-21,1.0370568755653132e-40,9.8719853607195358e-41,4.0043725967279346e-44,9.9542135371502835e-24,1.6771633208030177e-22,1.6439962619036839e-25,4.5144038712205898e-21,7.7096756470230264e-25,2.7261248439848917e-21,1.0058847313258559e-24,9.347485170973884e-26,1.8440369502034902e-24,9.0867169448753932e-25,1.76802652345449e-32,4.6616382618258898e-26,1.5330740090431033e-23,9.6464645215420731e-27,1.5115066961784712e-24,2.6032169331679024e-18,8.965025240662643e-28,8.5858838058441218e-13,5.8602721903485727e-16,1.1895457416643782e-21,5.8602721587546017e-16,1.1779125248266974e-27,3.2879352022187376e-32,1.8819528766861348e-32
4.75276093627475e-13,0.2249951805214776,76.950000000000003,0.0,0.0,0.0,0.9999986472287079,9.4999999991487485,4.617704962922353e-08,5.2490005370172373e-07,5.2463424974150647e-07,5.5746621280520201e-10,2.1324429545871176e-13,1.6894189310200221e-07,3.4867602405171299e-08,2.9266292642825802e-10,7.0013341740525493e-18,1.0005943657213259e-18,6.2385801759637261e-14,5.1836242375153731e-08,1.7143420882539333e-12,2.5111217007560504e-18,1.8834312827218305e-20,1.9194461730072152e-21,3.7073148768965213e-26,8.5466743415122285e-16,6.6987656445335622e-13,7.3542781350064659e-16,7.3559255590871611e-16,1.3680191365087319e-19,2.7938690723541728e-20,1.5325957004047028e-21,2.4560634881780115e-13,1.120740395535708e-16,1.2654052349103879e-17,4.0824947706769236e-36,9.3486017838006884e-20,1.8688500606054493e-20,3.8347543646175502e-36,5.5854201341200389e-10,1.0612083293027433e-24,3.307143110398365e-25,2.7423730447914258e-13,8.274173731662801e-14,1.9900920387619848e-12,2.7426348857446589e-13,1.7235820551053124e-16,3.8347533589160344e-36,2.8677027893960453e-23,6.4658752834273599e-26,2.7583746466746551e-26,1.1833303474910723e-30,3.8987812848813222e-21,8.2327297512167543e-35,6.7415859169149603e-18,3.4267813329179699e-31,7.613983738369307e-36,7.3498935142727429e-21,1.4917798667096839e-40,1.3703461060146226e-40,5.7705262531280427e-44,1.2439801791213856e-23,1.860735566712038e-22,2.0482001973589206e-25,5.1983361011234333e-21,9.1534113551533649e-25,2.9949789489322462e-21,1.1969358731527419e-24,1.1277051048940313e-25,2.1232511362897225e-24,1.0550624874261753e-24,2.1329866047130125e-32,5.1736336373070463e-26,1.7885151042929763e-23,1.2612641450422319e-26,1.8036952571961154e-24,2.8380545184698498e-18,1.1731489250232572e-27,9.1380908010194197e-13,6.4976838385257736e-16,1.3266943645480259e-21,6.4976838020382194e-16,1.4723885764524711e-27,3.7858053395536779e-32,2.1669240090339939e-32
4.971192393595806e-13,0.224995180521278,76.950000000000003,0.0,0.0,0.0,0.99999858511507156,9.4999999990710862,4.8299291458373446e-08,5.4901197678623799e-07,5.4871909039221092e-07,6.09766861223706e-10,2.2304179981206549e-13,1.7358971735018855e-07,3.7692071488070056e-08,3.1795889740264607e-10,7.6582310081526172e-18,1.14660497865183e-18,6.8250988320857724e-14,5.6035265491492767e-08,1.8755120841348244e-12,2.7281725995060543e-18,2.0478978427667709e-20,2.1963528948932442e-21,4.3525175886724162e-26,9.6908881218270807e-16,7.3280382107218199e-13,8.4149977827282731e-16,8.4169337971232645e-16,1.6036935758297822e-19,3.3229947469741492e-20,1.7164928591785185e-21,2.6562042415716003e-13,1.2381543430677578e-16,1.4229519545975918e-17,5.5906473624890653e-36,1.1033539612483985e-19,2.1067380805060915e-20,5.2513892829915105e-36,6.0378713189425412e-10,1.2548553420532816e-24,3.9054796508776272e-25,3.08123685154635e-13,9.2956832025294962e-14,2.1242789138020062e-12,3.0815498160869448e-13,2.032915560505356e-16,5.2513878425967186e-36,3.3838503872642893e-23,7.747964655094216e-26,3.3952195601706026e-26,1.5262242392847936e-30,4.4147453254656891e-21,1.1121886336341887e-34,7.3748479036030185e-18,4.2942319053436571e-31,1.0286193014308513e-35,8.3996768570885526e-21,2.1102706923495305e-40,1.8742146212134256e-40,8.1775461404949543e-44,1.5383278044190443e-23,2.0539604299761145e-22,2.5250721249980061e-25,5.9480363227845174e-21,1.0778273912521132e-24,3.2764655786015526e-21,1.4124981918702497e-24,1.3490354140094786e-25,2.4292849877230867e-24,1.216445766699866e-24,2.551610948660258e-32,5.7153944381145813e-26,2.071148463852459e-23,1.628361338707295e-26,2.134446368358739e-24,3.0800931413346485e-18,1.5158718616977583e-27,9.7008728473158967e-13,7.1602550770310549e-16,1.4729452694427944e-21,7.1602550352228814e-16,1.8212320095433125e-27,4.3315005650060065e-32,2.4792692443853487e-32
5.189623850916863e-13,0.22499518052107004,76.950000000000003,0.0,0.0,0.0,0.99999852300500913,9.4999999989902264,5.0421533062347918e-08,5.7312303354624231e-07,5.7280159110644207e-07,6.644013556280241e-10,2.328389521305369e-13,1.7804612517133225e-07,4.0591594485435211e-08,3.441178919211809e-10,8.3444427831871414e-18,1.3063153885737606e-18,7.4379561462187904e-14,6.0345868222022874e-08,2.0439192524911049e-12,2.9526288286920464e-18,2.2180453245454354e-20,2.4986790280797356e-21,5.0724200869561458e-26,1.0925377332476139e-15,7.9854995392441275e-13,9.5730468191582556e-16,9.575305199437772e-16,1.8661547198459979e-19,3.9220049328460483e-20,1.9115628571687685e-21,2.8618220689676185e-13,1.3606559076441713e-16,1.5909877091446647e-17,7.5531198835929661e-36,1.2922647714111283e-19,2.3613936630725704e-20,7.0947760756019335e-36,6.5023455530560639e-10,1.4722648179439994e-24,4.5765985680773447e-25,3.4422312986654968e-13,1.0383747906400669e-13,2.2589900289271735e-12,3.4426020361756248e-13,2.3794454198381641e-16,7.0947740442204106e-36,3.9625853613050743e-23,9.2127248048431684e-26,4.1400276938767078e-26,1.9462093120233999e-30,4.9703623960679151e-21,1.4825808343374678e-34,8.0364733584563227e-18,5.32949655293698e-31,1.3712061283684106e-35,9.5439166677235791e-21,2.9399033642636876e-40,2.5288661610772272e-40,1.141267276686252e-43,1.8841185181044621e-23,2.2568357929488274e-22,3.0831878374552831e-25,6.766517007504278e-21,1.2596472477499604e-24,3.570583961328167e-21,1.6542994540863998e-24,1.6013791963365873e-25,2.7633629402942901e-24,1.3934993563003711e-24,3.028891830129414e-32,6.2873536133962132e-26,2.3823656679406873e-23,2.0781482233931483e-26,2.5066388740537383e-24,3.3290360963530016e-18,1.9362155240167855e-27,1.0274011224093201e-12,7.8462906840110414e-16,1.6285153742849903e-21,7.8462906364479915e-16,2.2311898043629858e-27,4.9272044192580468e-32,2.8202383949451648e-32
5.408055308237919e-13,0.224995180520854,76.950000000000003,0.0,0.0,0.0,0.99999846089837319,9.499999998906187,5.2543774441154378e-08,5.9723324339881325e-07,5.9688175324035475e-07,7.2136834031457752e-10,2.42635760301331e-13,1.823189992375397e-07,4.3563080607925529e-08,3.7112049307592391e-10,9.0599524704513355e-18,1.4803639279716165e-18,8.0771513121397002e-14,6.4763455617174746e-08,2.2195633354062906e-12,3.1843237780054527e-18,2.3937464551741949e-20,2.8275394189508121e-21,5.8715965990503223e-26,1.2252458328196876e-15,8.6711425879012309e-13,1.0832688501773629e-15,1.0835305138993974e-15,2.1569674248203986e-19,4.5964056348238764e-20,2.1177508234890101e-21,3.0727075845424271e-13,1.48808549998023e-16,1.7695668837273839e-17,1.0078649028476654e-35,1.5029116466562988e-19,2.6330282564212289e-20,9.4670536390446991e-36,6.978347735798367e-10,1.7149940276981603e-24,5.3252223713236053e-25,3.8254191797282746e-13,1.1538535821257433e-13,2.3939776183053285e-12,3.8258547969853966e-13,2.765527882820319e-16,9.4670508144943787e-36,4.6080048540528894e-23,1.0876914284602679e-25,5.0049822233702259e-26,2.4560231608268922e-30,5.5665173556605375e-21,1.9522943230124912e-34,8.7264549389226518e-18,6.5559333249803166e-31,1.8056676468589672e-35,1.0786508855474083e-20,4.0386657177773732e-40,3.3700396235798741e-40,1.5705699882432867e-43,2.2873755780338293e-23,2.4693592611745997e-22,3.7316172015653268e-25,7.6567897955036345e-21,1.4620334068971721e-24,3.877333385949708e-21,1.9240901278741837e-24,1.8874912946327252e-25,3.1267087638526077e-24,1.586885035093687e-24,3.5700391431862808e-32,6.8899442667311382e-26,2.7235580246296132e-23,2.6242082199423141e-26,2.9232042028620029e-24,3.584599032221136e-18,2.4470439791229307e-27,1.0857296245597895e-12,8.5540872103710307e-16,1.7936195419424954e-21,8.5540871566126055e-16,2.7094565319814118e-27,5.5750992554039799e-32,3.1910805931685353e-32
5.626486765558975e-13,0.22499518052062983,76.950000000000003,0.0,0.0,0.0,0.99999839879502272,9.4999999988189927,5.4666015594799965e-08,6.213426253251909e-07,6.2095957814931113e-07,7.8066646036462608e-10,2.5243223198347392e-13,1.8641589889268055e-07,4.6603565842939477e-08,3.98947719787574e-10,9.8047430510996089e-18,1.6693917887302574e-18,8.7426835437040119e-14,6.9283621201150527e-08,2.4024440807063955e-12,3.4230945768440127e-18,2.5748794865242105e-20,3.1840487494175374e-21,6.7546584733836732e-26,1.3674352297430799e-15,9.3849603179728723e-13,1.2198185008123797e-15,1.2201197928991548e-15,2.4777016826368317e-19,5.3518531389784705e-20,2.3349829059524614e-21,3.2886599974008955e-13,1.6202847891029365e-16,1.958725853582834e-17,1.3295864714011412e-35,1.7366190396793713e-19,2.9218289597378343e-20,1.2489047124388099e-35,7.465403074378241e-10,1.9846072982042215e-24,6.1560935595677017e-25,4.2308242810136142e-13,1.2760096976727045e-13,2.5290124731635829e-12,4.2313323440613725e-13,3.1935233231663542e-16,1.2489043247867911e-35,5.3242376287843126e-23,1.2758055883321838e-25,6.0029933182208108e-26,3.0698073554637674e-30,6.2040462790494189e-21,2.5420541133402076e-34,9.4447853204158297e-18,7.9989991033524317e-31,2.3511779037315572e-35,1.2131328824201733e-20,5.4769593954016397e-40,4.4399181799114881e-40,2.1336321306385021e-43,2.7544926661166907e-23,2.6915284765764218e-22,4.4799180267257698e-25,8.6218655097211287e-21,1.6862287118902526e-24,4.1967132002191228e-21,2.2236408715085014e-24,2.2102411113369688e-25,3.5205455728212505e-24,1.7972476873030183e-24,4.1804793950436975e-32,7.5235995976977815e-26,3.0961164724717897e-23,3.2815741520037823e-26,3.3871220883154322e-24,3.8465093435082399e-18,3.0626181060420645e-27,1.1450526822456068e-12,9.2819488466669119e-16,1.968470689387045e-21,9.2819487862672679e-16,3.2636774117331765e-27,6.2773662577026204e-32,3.593044302494238e-32
5.844918222880031e-13,0.2249951805203976,76.950000000000003,0.0,0.0,0.0,0.99999833669482241,9.4999999987286614,5.6788256523291496e-08,6.4545119787840461e-07,6.4503506718787721e-07,8.4229436164884205e-10,2.6222837475825036e-13,1.9034407071386877e-07,4.971020881346662e-08,4.2758101918151903e-10,1.0578797516206842e-17,1.8740430198574721e-18,9.4345520745149815e-14,7.3902140815448413e-08,2.5925612418603832e-12,3.6687820288931489e-18,2.7613218800824539e-20,3.5693215347505428e-21,7.7262532677216428e-26,1.5193188370947545e-15,1.0126945694214814e-12,1.3673797424977598e-15,1.367724681128628e-15,2.8299323074454224e-19,6.1941498705670844e-20,2.5631677320832112e-21,3.5094868306215035e-13,1.7570968282062737e-16,2.1584840125906676e-17,1.7355891215722417e-35,1.9947151045234339e-19,3.2279597913992535e-20,1.630271127544546e-35,7.9630564205118275e-10,2.2826739550145511e-24,7.0739684474118833e-25,4.658433725933285e-13,1.4048370570480989e-13,2.6638830890277573e-12,4.6590222612818644e-13,3.6657931189793491e-16,1.630270601890837e-35,6.1154400469692362e-23,1.4874441190432061e-25,7.1477036104273516e-26,3.8031845490341884e-30,6.8837381176666285e-21,3.2757638693537413e-34,1.0191457196751231e-17,9.6863382703929896e-31,3.0298524318401092e-35,1.3582231515581863e-20,7.3394945216398858e-40,5.7879484197005093e-40,2.8641953663843351e-43,3.2922339095120144e-23,2.9233409508112725e-22,5.3381285305136841e-25,9.6647541510453706e-21,1.9334854382203349e-24,4.528722809470454e-21,2.554741254320102e-24,2.5726125646339384e-25,3.9460958273418503e-24,2.0252150508630972e-24,4.865855622232071e-32,8.1887528062741652e-26,3.5014316317987131e-23,4.0667944709856926e-26,3.9014180707615901e-24,4.1145056884739044e-18,3.7986633394949971e-27,1.2053510180907783e-12,1.0028193068109822e-15,2.1532798721659725e-21,1.0028193000618602e-15,3.9019496560447845e-27,7.0361854436198066e-32,4.0273773185135537e-32
6.063349680201088e-13,0.22499518052015732,76.950000000000003,0.0,0.0,0.0,0.99999827459764234,9.4999999986352126,5.8910497226635542e-08,6.6955897919533339e-07,6.6910822170982954e-07,9.062506908211843e-10,2.7202419608605835e-13,1.9411046442211662e-07,5.2880284539533417e-08,4.5700225452661352e-10,1.1382098866681372e-17,2.0949645014593811e-18,1.0152756157385969e-13,7.8614963344260492e-08,2.7899145778206778e-12,3.9212305086344849e-18,2.9529516688995547e-20,3.9844721278405934e-21,8.7910611851891092e-26,1.6811008304857978e-15,1.0897091684794676e-12,1.5263785764395838e-15,1.5267713970553125e-15,3.2152376453108071e-19,7.1292382037924482e-20,2.8021987002446824e-21,3.7350034968718171e-13,1.8983673827091212e-16,2.3688453149935857e-17,2.2435186264343733e-35,2.2785291450285679e-19,3.5515635962985253e-20,2.1073797295892477e-35,8.4708712710696326e-10,2.6107652466436043e-24,8.0836079780860897e-25,5.1082014995527108e-13,1.5403195666629421e-13,2.7983943827426535e-12,5.1088789943731549e-13,4.1846949733552671e-16,2.1073790247233286e-35,6.985789601185036e-23,1.7245132692316361e-25,8.4534938471745815e-26,4.6733456272758124e-30,7.6063371919794145e-21,4.1808442864267547e-34,1.0966463280587854e-17,1.1647882514737109e-30,3.8670615246736318e-35,1.5143051583225653e-20,9.7275077249711421e-40,7.4717388674958066e-40,3.8026848339376755e-43,3.9077340006554276e-23,3.16479428621924e-22,6.3167590966470443e-25,1.0788464913848468e-20,2.2050638519364643e-24,4.8733616749121087e-21,2.919197504814009e-24,2.977703498179279e-25,4.404581344647809e-24,2.2713970753746517e-24,5.6320262730040421e-32,8.8858369919020851e-26,3.9408937384252512e-23,4.9980071848379542e-26,4.4691595443481358e-24,4.3883373746167608e-18,4.6724453484749006e-27,1.2666061439834792e-12,1.0791163841696917e-15,2.348256389056065e-21,1.0791163766659982e-15,4.6328240957927991e-27,7.853735684109318e-32,4.4953267805790365e-32
6.281781137522144e-13,0.22499518051990908,76.950000000000003,0.0,0.0,0.0,0.99999821250335819,9.4999999985386658,6.103273770483839e-08,6.9366598700336779e-07,6.9317904306814855e-07,9.7253409532483372e-10,2.8181970302372327e-13,1.9772174177231881e-07,5.6111180952447385e-08,4.871936985750113e-10,1.221463011333768e-17,2.3328059477641771e-18,1.089729506403719e-13,8.3418205532342408e-08,2.9945038529364762e-12,4.1802879041956677e-18,3.149655297638274e-20,4.4306147161776917e-21,9.9537948782056862e-26,1.8529769097266997e-15,1.1695391261298635e-12,1.6972408949266769e-15,1.6976860519413468e-15,3.6351995221807987e-19,8.1631968997454222e-20,3.051955092155201e-21,3.9650330622105975e-13,2.0439447455547534e-16,2.5897991069986592e-17,2.8738585681728069e-35,2.589390291194214e-19,3.8927630734555804e-20,2.6994712789268685e-35,8.9884292097035508e-10,2.9704527438458244e-24,9.1897729585796208e-25,5.5800503319475667e-13,1.6824316911290097e-13,2.9323669954178857e-12,5.5808257337529697e-13,4.752580539647952e-16,2.6994703435109652e-35,7.9394819528438417e-23,1.9889968637298256e-25,9.9354879450671935e-26,5.6991267885240785e-30,8.3725445898962118e-21,5.2885623719267706e-34,1.1769796303799894e-17,1.3915939153218901e-30,4.8917351124574005e-35,1.6817603418655723e-20,1.2761051930227688e-39,9.5580134202806392e-40,4.9971632759809282e-43,4.6084971530632272e-23,3.4158860076973378e-22,7.4267833906123757e-25,1.1996006178282657e-20,2.5022317712887351e-24,5.2306293123118837e-21,3.3188316130774826e-24,3.4287257074921202e-25,4.8972232985986106e-24,2.5363858934275533e-24,6.485065256767656e-32,9.6152852247166386e-26,4.4158926942066806e-23,6.0950013261921675e-26,5.0934538221611099e-24,4.6677640790507049e-18,5.7028340223295597e-27,1.3288003374429027e-12,1.1569234049020567e-15,2.5536078587553967e-21,1.1569233965980676e-15,5.4653053734302956e-27,8.7321947027812147e-32,4.9981391713286345e-32
6.5002125948432e-13,0.22499518051965292,76.950000000000003,0.0,0.0,0.0,0.99999815041185103,9.4999999984390406,6.31549779579061e-08,7.1777223863262987e-07,7.1724753261502759e-07,1.0411432233845293e-09,2.9161490251420705e-13,2.011842920859936e-07,5.9400392804422235e-08,5.1813802134007581e-10,1.3076374276823112e-17,2.5882198791497584e-18,1.1668168084555785e-13,8.8308142930703627e-08,3.2063288367918981e-12,4.4458055124730051e-18,3.3513224128472252e-20,4.9088633270002399e-21,1.1219196311343716e-25,2.0351347560046695e-15,1.252183739866073e-12,1.8803924832904857e-15,1.8808946516304264e-15,4.0914021257044993e-19,9.3022349925508935e-20,3.3123041967212994e-21,4.1994058319777018e-13,2.1936808433175788e-16,2.8213215900969152e-17,3.6502608590043398e-35,2.9286251538123151e-19,4.2516625911362983e-20,3.4287626470499785e-35,9.5153289312338392e-10,3.3633055197875794e-24,1.0397215604475629e-24,6.0738750329184741e-13,1.8311394653361485e-13,3.0656360643658703e-12,6.074757748323439e-13,5.371791149092132e-16,3.4287614176229994e-35,8.9807250239000904e-23,2.2829564724851917e-25,1.1609557808560399e-25,6.9010992221317607e-30,9.1830205972803585e-21,6.6344100640558413e-34,1.2601449017867207e-17,1.6525293067026558e-30,6.1367133313779132e-35,1.86096813429676e-20,1.6581686683619825e-39,1.2123650360107936e-39,6.5044429140340796e-43,5.4023960220587373e-23,3.6766136947956082e-22,8.6796282760998008e-25,1.329038552823723e-20,2.8262632744568284e-24,5.6005252901821661e-21,3.7554792732856062e-24,3.9290042740386462e-25,5.4252422322167188e-24,2.8207553449656664e-24,7.4312606836308964e-32,1.0377530577954877e-25,4.9278180308053995e-23,7.3792883675145595e-26,5.7774444289617779e-24,4.9525553321675724e-18,6.9103776402887199e-27,1.3919166003264403e-12,1.2360816680027813e-15,2.7695403205084545e-21,1.236081658852523e-15,6.4088522951910416e-27,9.6737390982635257e-32,5.5370603294840753e-32
6.718644052164257e-13,0.22499518051938888,76.950000000000003,0.0,0.0,0.0,0.99999808832300585,9.4999999983363512,6.5277217985844391e-08,7.4187775102156505e-07,7.4131369170186485e-07,1.1120767240142343e-09,3.0140980181964019e-13,2.0450423942875348e-07,6.2745518854297059e-08,5.4981828450747514e-10,1.3967314387703488e-17,2.8618616311759945e-18,1.246537452715588e-13,9.3281205712731442e-08,3.4253893041336188e-12,4.717637991180147e-18,3.5578372448471613e-20,5.4203318231997721e-21,1.2592037137277195e-25,2.2277542431447317e-15,1.3376423075181095e-12,2.0762590180134456e-15,2.0768230946416536e-15,4.5854321553462514e-19,1.0552688836305736e-19,3.5831020939947893e-21,4.4379591603617223e-13,2.3474308222752915e-16,3.0633764597282537e-17,4.5998979870266522e-35,3.2975568694729714e-19,4.6283489781977319e-20,4.3207776950550663e-35,1.0051185790842017e-09,3.79088900269034e-24,1.171067609589905e-24,6.5895439258928359e-13,1.9864009294828869e-13,3.1980506802902151e-12,6.590543819007989e-13,6.0446561352551498e-16,4.3207760937375811e-35,1.0113737011846086e-22,2.6085319373323452e-25,1.349232821494596e-25,8.3016457444165586e-30,1.0038385828089167e-20,8.2584633808076948e-34,1.346141419418602e-17,1.9513294412261398e-30,7.6390790992893628e-35,2.0523059611169625e-20,2.1355197788402867e-39,1.5256780323572279e-39,8.391229661846386e-43,6.2976698280096219e-23,3.9469748591162971e-22,1.0087164066193341e-24,1.4674609740114119e-20,3.178438494404883e-24,5.9830492285296291e-21,4.2309893294578661e-24,4.481977680284591e-25,5.989858055273076e-24,3.1250611317353002e-24,8.4771150817169288e-32,1.1173006147939389e-25,5.4780589441160651e-23,8.8741582718164298e-26,6.5243097001870646e-24,5.2424902552651991e-18,8.3173624211745317e-27,1.4559386397490162e-12,1.3164364558150507e-15,2.9962583030400976e-21,1.3164364457723566e-15,7.4733771339739513e-27,1.0680544339897185e-31,6.1133354473870079e-32
6.937075509485313e-13,0.22499518051911696,76.950000000000003,0.0,0.0,0.0,0.99999802623671374,9.4999999982306207,6.7399457788658822e-08,7.6598254072948069e-07,7.653775216792732e-07,1.1853332470075204e-09,3.1120440764151034e-13,2.0768745798496929e-07,6.614425583914339e-08,5.8221792889421685e-10,1.4887433486299419e-17,3.1543893233043186e-18,1.32889137176073e-13,9.8333969712026926e-08,3.6516850347045162e-12,4.9956432512421947e-18,3.769088920965392e-20,5.9661339096076236e-21,1.4077115833201235e-25,2.4310078901333487e-15,1.4259141272446456e-12,2.285266069147865e-15,2.2858971744270204e-15,5.1188778200560192e-19,1.1921015989022492e-19,3.86419565667226e-21,4.6805370406477313e-13,2.5050540037982819e-16,3.3159163143626136e-17,5.7538437072271244e-35,3.6975029162513209e-19,5.0228932768527808e-20,5.4047048724082016e-35,1.0595630838389161e-09,4.2547623332724365e-24,1.3134874720872143e-24,7.1269020494295172e-13,2.1481671005819432e-13,3.3294726945948286e-12,7.1280294394002085e-13,6.773488881990665e-16,5.4047028042677585e-35,1.1342740900026974e-22,2.9679414897269636e-25,1.5601180847099767e-25,9.9250532265567781e-30,1.0939223627266019e-20,1.0205803506893674e-33,1.434968462440455e-17,2.291996296555958e-30,9.4405480532349881e-35,2.2561492626218137e-20,2.727481864910612e-39,1.9057974968607006e-39,1.07354616728572e-42,7.3029221745000647e-23,4.2269670590561259e-22,1.1661692783498267e-24,1.6151684804024295e-20,3.5600424308930616e-24,6.378200796934729e-21,4.7472218548536572e-24,5.091197047673801e-25,6.5922900583580917e-24,3.4498404745615277e-24,9.6293439551124403e-32,1.2002144999045669e-25,6.0680042653670495e-23,1.060474826212996e-25,7.337259244207094e-24,5.5373569780543207e-18,9.9478850632730666e-27,1.5208508272102569e-12,1.3978380057758287e-15,3.2339649216488174e-21,1.3978379947943872e-15,8.6692448229008693e-27,1.1754784792819768e-31,6.7282090853583201e-32
7.155506966806369e-13,0.2249951805188374,76.950000000000003,0.0,0.0,0.0,0.9999979641528689,9.499999998121865,6.9521697366354751e-08,7.9008662394092902e-07,7.8943902389707005e-07,1.2609114429474415e-09,3.2099872576203743e-13,2.1073957744933279e-07,6.9594396360237344e-08,6.1532077006964914e-10,1.5836714622861081e-17,3.4664638749663503e-18,1.4138784999033014e-13,1.0346315327956666e-07,3.8852158131875392e-12,5.2796824192068272e-18,3.9849788354462532e-20,6.5473831275445911e-21,1.5679258536052411e-25,2.6450610198153098e-15,1.516998497536227e-12,2.5078390978693647e-15,2.5085425769322713e-15,5.6933291426999387e-19,1.3413792910256704e-19,4.155423020300444e-21,4.9269899624345542e-13,2.666413307801989e-16,3.5788831023907934e-17,7.1474764737952346e-35,4.1297745103509064e-19,5.435351298349907e-20,6.7137761778046558e-35,1.1148310479783657e-09,4.7564776325283134e-24,1.4674509696833808e-24,7.6857721466555758e-13,2.3163822725087815e-13,3.4597763318374551e-12,7.6870378049763835e-13,7.5605858094066472e-16,6.7137735278546407e-35,1.2671963383471483e-22,3.363482330673722e-25,1.7954259250830263e-25,1.179758832224995e-29,1.188608092172782e-20,1.2526904215881967e-33,1.5266253120681276e-17,2.6788074901628931e-30,1.1587827356366131e-34,2.4728714916196136e-20,3.4564410709661603e-39,2.3641500131636679e-39,1.3627661258467533e-42,8.4271185766104282e-23,4.516587818627886e-22,1.3415938033503576e-24,1.7724615908263834e-20,3.9723649484173361e-24,6.7859797134122779e-21,5.3060479110345293e-24,5.7603263636100649e-25,7.233756908066272e-24,3.7956124148313008e-24,1.0894876213028215e-31,1.2865380156865675e-25,6.699042480338707e-23,1.2598092861796169e-25,8.2195330555146512e-24,5.83695243287215e-18,1.1827907225382716e-26,1.5866381842614746e-12,1.4801412577591643e-15,3.4828619394011103e-21,1.4801412457925691e-15,1.0007271632298386e-26,1.2898633709383573e-31,7.3829251667841895e-32
