Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887)
8.010970051709141e-10,0.4091092738533717,76.950000000000003,0.0,0.0,0.0,1.6326751776662846e-05,9.4999871737368604,0.00039091760103686276,0.0017027941287252458,3.4249320328733398e-05,1.4347280770754059e-07,8.6006894877072773e-11,2.3776345928574469e-05,0.1104221829218143,4.5365830047485787e-07,5.3007167906947432e-16,3.8314501647050817e-10,7.5694144169084256e-06,0.87082014834568466,3.2389778902055142e-06,1.3625906290558982e-15,5.0381414375285171e-14,1.1086796287970273e-08,1.27498073723659e-14,0.00062846622763641671,1.3178530335553026e-06,0.0019441690372833252,0.0019449946765516431,1.2065924174438295e-07,5.8400886354222691e-08,5.3860742862919594e-07,0.0002665691969273352,3.2929396148869915e-08,7.9654307168915348e-09,2.1114179531678659e-09,7.3205076633587841e-09,7.2042410510566546e-07,6.1287337308037471e-08,0.012536641303836887,2.9076372652489874e-14,1.2483031397980564e-14,4.3915154093325042e-06,1.4383555763139691e-06,2.0562026033786485e-07,0.00026282488462667453,0.00074112068346331964,2.6289944465263367e-08,8.3699748208554915e-09,1.36520787062688e-09,6.6397251393581029e-10,4.0635367291543225e-10,8.6991997767448145e-09,7.3840740577939592e-13,2.0732638642207142e-07,4.4383165062865125e-12,2.0738079048439396e-10,2.3550747759975725e-09,2.322947478604589e-13,6.1457318959842229e-14,1.5315197060214426e-16,0.00013997397662541706,7.204014683275003e-11,9.0868302879960252e-07,5.1706806516911167e-06,1.6769792043115909e-10,1.9236564426609145e-08,3.4405749934093333e-10,9.3596938670557909e-10,7.9955672350522111e-11,2.8145267052668202e-10,5.1169512102019898e-18,7.006466843451247e-10,6.6392959172843498e-07,2.4692632353947841e-07,9.4362802355180875e-09,2.692934051305512e-09,2.0585111970353256e-07,1.196745078952745e-05,7.1719229033546573e-09,3.5125697423490061e-09,7.1719650046970062e-09,2.7456046149549764e-05,3.9168464988785758e-19,2.3184050276354765e-19,4.964866634452591e-16,7.8219034829874533e-11,4.6688310373038428e-10,2.2275217866904312e-19,3.2120201357600702e-13,1.4776525521155079e-07,4.918729121550633e-09,5.2587405584253277e-08,1.75424174222195e-07,1.9940225337843719e-07,1.0329391144356767e-10,1.2511169315158549e-11,1.0212289091222474e-10,2.8795814916248806e-16,2.0202249552402705e-08,5.7590915456433665e-16,3.1585027207958163e-06,1.3750882258011897e-09,1.346008402058101e-13,8.8903271543595096e-09,3.7175893356479049e-13,1.5676181516749667e-08,1.023142993343482e-05,4.5760826844546071e-07,3.6252708089038005e-13,1.0301432611326971e-10,4.351638344716709e-17,2.5609331913866621e-13,6.9611857923390276e-15,1.2839034785153015e-13
8.13489266347342e-10,0.4091092841131361,76.950000000000003,0.0,0.0,0.0,1.6191460866337258e-05,9.4999870606546022,0.0003907398892415121,0.0016987578836767428,3.2151007383703767e-05,1.3468282263869623e-07,8.5803023897638704e-11,2.3577680113066913e-05,0.10936930327775882,4.5258294743273769e-07,4.9759638135357773e-16,3.7328357194191486e-10,7.6785588178977834e-06,0.87184300600960296,3.2393050978360315e-06,1.3593607400037496e-15,5.1107848333921728e-14,1.1251933807940069e-08,1.2525981486320857e-14,0.00062921993607755085,1.23711582076797e-06,0.0019463428486818386,0.0019471801073154247,1.2079417888584813e-07,5.8466222454653875e-08,5.3924015724986396e-07,0.00027036034008959422,3.3397743596924089e-08,8.0787486069567693e-09,2.1163809337501746e-09,7.4246813060740994e-09,7.311283159729429e-07,6.2162518499189177e-08,0.012563430471014781,2.9490140858861723e-14,1.2660669516033387e-14,4.3916776937491635e-06,1.4402712803091579e-06,2.0484935289503736e-07,0.00026293239811900587,0.00074146034222009481,2.6438571035037228e-08,8.494646005139909e-09,1.3794867209771965e-09,6.6323208197163664e-10,4.1395791243924978e-10,8.8232075382362325e-09,7.5232212973185649e-13,2.0950927276893403e-07,4.573922220220796e-12,2.1161927447853352e-10,2.3798762178031278e-09,2.3711723560825932e-13,6.3664596846251492e-14,1.5904439055791583e-16,0.00014188194312722156,7.2812973364789024e-11,9.0941505337840615e-07,5.2700906234894192e-06,1.7092209811878975e-10,1.9551337202024441e-08,3.5067259806808545e-10,9.5398594992239772e-10,8.1266109029425455e-11,2.8605053894420201e-10,5.2154478859147514e-18,7.1198709422507251e-10,6.7467445990628827e-07,2.4712869204369995e-07,9.446841027748059e-09,2.6960971146392131e-09,2.0605146837607839e-07,1.208918955782127e-05,7.1870089150331139e-09,3.5869133191873512e-09,7.1870510570832144e-09,2.7905659127532148e-05,3.9810418107597511e-19,2.3564026192721565e-19,5.0663415120190113e-16,7.9403187221234731e-11,4.7578425331440166e-10,2.2699853803245116e-19,3.2732579937118923e-13,1.4986261128207827e-07,5.0885041924872355e-09,5.3334754423916335e-08,1.8121833280668275e-07,2.0623749031036799e-07,1.0683503309156703e-10,1.2940058356252253e-11,1.0550506172741121e-10,2.9789731834752283e-16,2.0492259174890948e-08,5.9578735882810309e-16,3.2566794106260744e-06,1.4137296312060722e-09,1.3838331438898366e-13,9.1948055388749657e-09,3.8740392689276578e-13,1.5545197427464393e-08,1.0314587738513406e-05,4.6695686359093126e-07,3.69933252770974e-13,1.0655024329798532e-10,4.4857084332722126e-17,2.6845131590747479e-13,7.2971038777024729e-15,1.3458993785568716e-13
8.258815275237698e-10,0.4091092937442098,76.950000000000003,0.0,0.0,0.0,1.605751522883304e-05,9.4999869474541736,0.0003905622078690925,0.0016947312443596327,3.0181249416857916e-05,1.2643136417612928e-07,8.5599638242243492e-11,2.3380978477337088e-05,0.10832683518328878,4.5151015431764776e-07,4.6711071294078193e-16,3.6363196208347498e-10,7.7874459253079725e-06,0.8728555906226243,3.2396311866308919e-06,1.3561385398500051e-15,5.1832569846379988e-14,1.1416682034205326e-08,1.2305770836158108e-14,0.00062996607679086829,1.161325042107011e-06,0.0019483828267327745,0.0019492316493840032,1.2092080836615452e-07,5.852753602094071e-08,5.3986653108470779e-07,0.0002741414751887945,3.3864854689932991e-08,8.1917673604255885e-09,2.1210438228624891e-09,7.528579956227828e-09,7.4180426670012678e-07,6.3019675520513264e-08,0.012590094338175673,2.9902816832035252e-14,1.2837838718770467e-14,4.3918767784311284e-06,1.4421827400010552e-06,2.0408697703962054e-07,0.00026304006256087367,0.00074180008379573438,2.6579514184447563e-08,8.6189880469791443e-09,1.3935464579279992e-09,6.62327613707462e-10,4.2147997788415196e-10,8.9468903856138423e-09,7.6608768535363281e-13,2.1169292480800154e-07,4.7110569698304962e-12,2.1581718341788342e-10,2.4046863679922301e-09,2.4189458909575011e-13,6.5904964407250305e-14,1.650426265462676e-16,0.00014378073902033327,7.3586082214719041e-11,9.1014714976063423e-07,5.3699330763596088e-06,1.7416030291704123e-10,1.9866145276173505e-08,3.5731647742903735e-10,9.7208090373915859e-10,8.2576693836083943e-11,2.9064877876425639e-10,5.3143731235788819e-18,7.2333453368547069e-10,6.854260391191545e-07,2.4733108005717608e-07,9.4567516348410361e-09,2.6992284127000479e-09,2.0625183357507032e-07,1.2210518814724638e-05,7.2020253482954086e-09,3.6617833827710554e-09,7.2020675305498361e-09,2.8355294478360915e-05,4.0452443790827241e-19,2.3944045060404213e-19,5.166844997355704e-16,8.0563520674022481e-11,4.8472274936120947e-10,2.3126270531229121e-19,3.3347527890832445e-13,1.5195099611306103e-07,5.2615104602055771e-09,5.4078924981005746e-08,1.8711406978037442e-07,2.1319724968194906e-07,1.1044067225497333e-10,1.3376761205427954e-11,1.0894668603273078e-10,3.0802565200825166e-16,2.0781114014972673e-08,6.1604389155272077e-16,3.3561919853199e-06,1.4527693128268953e-09,1.4220477513029563e-13,9.5048258217787329e-09,4.034509590134982e-13,1.541550835866004e-08,1.0396193140563149e-05,4.7631515390730798e-07,3.773471055311496e-13,1.1015066172902518e-10,4.6215261874391984e-17,2.8118665277768489e-13,7.6432789217783363e-15,1.4097895057491604e-13
8.382737887001977e-10,0.40910930278511504,76.950000000000003,0.0,0.0,0.0,1.5924901032809828e-05,9.499986834158431,0.00039038455743508563,0.001690714187896311,2.83321703953702e-05,1.1868543896599826e-07,8.53967367465388e-11,2.3186221589486273e-05,0.10729467567755012,4.5043991498798046e-07,4.3849277726581889e-16,3.5418874928421188e-10,7.8960763468652755e-06,0.87385800378741207,3.2399561578463697e-06,1.3529240101479682e-15,5.2555582956151708e-14,1.1581041886678807e-08,1.2089202244600909e-14,0.00063070472462327051,1.0901776499911034e-06,0.0019502971730266348,0.0019511575055622848,1.2103963929735271e-07,5.8585073562957947e-08,5.4048661298391589e-07,0.00027791262898513433,3.4330732732907585e-08,8.3044877769346223e-09,2.1254243733316164e-09,7.6322043488919286e-09,7.5245203290718219e-07,6.3858961309889711e-08,0.012616634123499615,3.0314403490878551e-14,1.3014540259314236e-14,4.3921122958962592e-06,1.4440899954364817e-06,2.0333304855606183e-07,0.00026314788531042277,0.00074213993271677909,2.671312404169282e-08,8.7430018269572717e-09,1.4073937438014185e-09,6.6126831677069112e-10,4.2891808403634028e-10,9.0702491800451788e-09,7.7970074256380627e-13,2.1387730731931311e-07,4.8497010567382181e-12,2.1997325111736715e-10,2.4295048263291219e-09,2.4662531434725213e-13,6.8177871909640386e-14,1.7114560911395708e-16,0.00014567041527385603,7.4359461069742306e-11,9.1087934781417355e-07,5.4702031715402151e-06,1.7741237788334748e-10,2.0180985852743742e-08,3.6398881541320329e-10,9.9025337089394576e-10,8.3887415139581514e-11,2.9524734997838895e-10,5.4137221271974477e-18,7.3468886336556471e-10,6.9618419698355862e-07,2.4753349569080303e-07,9.4660519015086585e-09,2.7023282594614308e-09,2.064522220095142e-07,1.2331447941023479e-05,7.2169728788484605e-09,3.7371775689982576e-09,7.2170151008089298e-09,2.8804952230888596e-05,4.1094536340753725e-19,2.432410350688723e-19,5.2663467748801068e-16,8.1700193721789493e-11,4.9369816882247032e-10,2.355444787580178e-19,3.3965016113774532e-13,1.5403045964722124e-07,5.4377618899049296e-09,5.4819934951716521e-08,1.9311161749974452e-07,2.2028183762778906e-07,1.1411098757534873e-10,1.3821297074498157e-11,1.1244790052030791e-10,3.1834396771022846e-16,2.1068820516712694e-08,6.3668038787625209e-16,3.4570333565471481e-06,1.4922024923538584e-09,1.4606475468973837e-13,9.8204016045425767e-09,4.1990379315954897e-13,1.5287101498522084e-08,1.0476277642876727e-05,4.8568251637139543e-07,3.847681455883071e-13,1.1381574033715464e-10,4.7590827904258389e-17,2.9430420321513837e-13,7.9998433965139389e-15,1.4755983412250813e-13
8.506660498766256e-10,0.4091093112720136,76.950000000000003,0.0,0.0,0.0,1.5793604616090226e-05,9.499986720788792,0.00039020693844928832,0.0016867066914650532,2.6596376818354979e-05,1.114140750265314e-07,8.5194318249556207e-11,2.2993390210247735e-05,0.10627272281777703,4.493722233199592e-07,4.1162814588301883e-16,3.4495225047039665e-10,8.0044506887436306e-06,0.87485034610146994,3.2402800131248052e-06,1.3497171325044984e-15,5.3276891696415627e-14,1.1745014282895152e-08,1.1876295129717702e-14,0.00063143595368118368,1.0233891633101267e-06,0.0019520935866064498,0.0019529653761032081,1.2115114959587003e-07,5.8639066485793447e-08,5.4110046517589728e-07,0.00028167382815964869,3.4795381021092418e-08,8.4169106537576142e-09,2.1295393257920753e-09,7.7355552169664267e-09,7.6307168998998929e-07,6.468054432224975e-08,0.012643051033123732,3.0724903745644595e-14,1.3190775387088481e-14,4.3923838823166254e-06,1.4459930862689699e-06,2.0258748406405408e-07,0.00026325587365730687,0.00074247991327471745,2.6839739195020995e-08,8.8666882230493588e-09,1.4210351921726285e-09,6.6006309311903909e-10,4.3627060680579152e-10,9.1932847800446795e-09,7.9315826818887209e-13,2.1606238537430771e-07,4.9898353348234085e-12,2.2408630958466217e-10,2.4543311958892359e-09,2.5130803074172123e-13,7.0482764230188048e-14,1.7735224322513875e-16,0.0001475510226636268,7.5133097711192301e-11,9.116116771386145e-07,5.5708961104858555e-06,1.8067816737947102e-10,2.0495856106511936e-08,3.7068929268618728e-10,1.0085024814169617e-09,8.5198261187879431e-11,2.9984621215949807e-10,5.5134901406395715e-18,7.4604994291988611e-10,7.0694880018359307e-07,2.4773594698276874e-07,9.4747792310022789e-09,2.7053969658020842e-09,2.0665264032961407e-07,1.2451985787112457e-05,7.2318521757483456e-09,3.8130934653386773e-09,7.2318944369216575e-09,2.9254632429356187e-05,4.1736690000320546e-19,2.4704198124534252e-19,5.3648188799180167e-16,8.2813389030557804e-11,5.0271009217532919e-10,2.3984365830042565e-19,3.4585015743525417e-13,1.5610105164624323e-07,5.6172722912651381e-09,5.5557801968244149e-08,1.9921120220609073e-07,2.2749155254368906e-07,1.178461336841656e-10,1.4273684689624711e-11,1.1600883829504365e-10,3.2885307391401113e-16,2.1355385101487096e-08,6.5769846472669845e-16,3.5591964752039636e-06,1.5320244442876448e-09,1.4996279049684155e-13,1.0141546144487494e-08,4.3676614810503798e-13,1.5159964162241878e-08,1.0554872119766316e-05,4.9505836622601707e-07,3.9219590967511161e-13,1.1754563404035168e-10,4.8983696174356987e-17,3.0780881631287111e-13,8.3669291113474965e-15,1.5433502436060815e-13
8.630583110530535e-10,0.4091093192388514,76.950000000000003,0.0,0.0,0.0,1.5663612481976793e-05,9.4999866073653099,0.00039002935141588187,0.0016827087322997814,2.4966928154132969e-05,1.0458819790626313e-07,8.4992381593660113e-11,2.2802465291052842e-05,0.10526087566923102,4.4830707320738955e-07,3.86409400923082e-16,3.3592056246132428e-10,8.1125695555769479e-06,0.87583271716710376,3.2406027544652938e-06,1.3465178885792657e-15,5.3996500090122609e-14,1.1908600138031385e-08,1.1667062088912326e-14,0.00063215983733787013,9.606925299343528e-07,0.0019537792947595754,0.0019546624894970269,1.2125578789392128e-07,5.8689732015244944e-08,5.4170814927344305e-07,0.00028542509931449837,3.5258802840003336e-08,8.5290367858145638e-09,2.1334044617226058e-09,7.8386332911877989e-09,7.7366331312116331e-07,6.5484606987503694e-08,0.012669346261261592,3.1134320498006274e-14,1.3366545347833428e-14,4.3926911774809487e-06,1.4478920517625041e-06,2.0185020101008997e-07,0.00026336403482204903,0.00074282004952468074,2.6959686608474651e-08,8.9900481106317063e-09,1.4344773609858969e-09,6.5872054227070508e-10,4.4353607679516106e-10,9.3159980414881964e-09,8.0645751417202015e-13,2.1824812433438564e-07,5.1314412095332502e-12,2.2815528539438012e-10,2.4791650830428528e-09,2.5594146688119786e-13,7.2819081556193557e-14,1.8366141021897948e-16,0.00014942261177243736,7.5906980014309838e-11,9.1234416706333419e-07,5.6720071345080909e-06,1.8395751705986778e-10,2.0810753185162273e-08,3.7741759256591125e-10,1.0268273725654648e-09,8.6509220115416248e-11,3.0444532448809574e-10,5.6136724472847382e-18,7.5741763108955211e-10,7.1771971453852403e-07,2.4793844189803067e-07,9.482968734704698e-09,2.7084348395360377e-09,2.0685309512632179e-07,1.2572140705324864e-05,7.2466639014645265e-09,3.8895286121384825e-09,7.2467062013625213e-09,2.9704335133241219e-05,4.2378898956859073e-19,2.508432547279172e-19,5.4622356118964709e-16,8.3903311138323424e-11,5.117581033909558e-10,2.4416004553664591e-19,3.520749815804804e-13,1.581628216909222e-07,5.8000553197303513e-09,5.6292543598836111e-08,2.0541304408696351e-07,2.3482668516422281e-07,1.2164626124301374e-10,1.4733942296188169e-11,1.1962962891065239e-10,3.395537700503364e-16,2.1640814167996126e-08,6.7909972097235062e-16,3.6626743312597628e-06,1.5722304951541375e-09,1.5389842507380109e-13,1.0468272358233966e-08,4.5404169825942784e-13,1.5034083790741613e-08,1.063200682922013e-05,5.0444215463328123e-07,3.9962996298038288e-13,1.2134049378403902e-10,5.0393782262869436e-17,3.217053173143537e-13,8.744667227431016e-15,1.6130694516350278e-13
8.754505722294814e-10,0.40910932671749445,76.950000000000003,0.0,0.0,0.0,1.5534911295739063e-05,9.4999864939067766,0.00038985179683349934,0.0016787202876898386,2.3437309088686448e-05,9.818051442963116e-08,8.4790925624503109e-11,2.2613427972118355e-05,0.10425903429523961,4.4724445856142429e-07,3.6273570558195752e-16,3.2709158537104338e-10,8.2204335504707801e-06,0.87680521560128666,3.2409243841962894e-06,1.3433262600840422e-15,5.471441215007617e-14,1.2071800364926356e-08,1.1461509442941043e-14,0.00063287644824069412,9.0183705891308844e-07,0.0019553610819228592,0.0019562556313742581,1.2135397533380486e-07,5.8737274066610611e-08,5.4230972627982972e-07,0.00028916646897325475,3.572100146546438e-08,8.6408669656806453e-09,2.1370346543021269e-09,7.9414393001371954e-09,7.8422697725086762e-07,6.6271344269726103e-08,0.012695520990321448,3.1542656641090653e-14,1.3541851383620412e-14,4.393033824757538e-06,1.4497869307952321e-06,2.011211176591113e-07,0.00026347237595544625,0.00074316036528425129,2.7073281603066779e-08,9.1130823624919319e-09,1.447726746389213e-09,6.5724896507414611e-10,4.5071317299491923e-10,9.4383898176272454e-09,8.1959600600991747e-13,2.2043448984945684e-07,5.2745006364643753e-12,2.321791961128289e-10,2.5040060974386128e-09,2.6052445651274847e-13,7.5186260064086389e-14,1.9007196971229305e-16,0.00015128523299024954,7.668109594800596e-11,9.1307684664576422e-07,5.7735315244204717e-06,1.8725027386018713e-10,2.1125674211046635e-08,3.8417340099901893e-10,1.0452271887594524e-09,8.7820279950465795e-11,3.0904464577773291e-10,5.7142643696711845e-18,7.6879178577127011e-10,7.2849680506821828e-07,2.4814098832784324e-07,9.4906533725563252e-09,2.7114421854423675e-09,2.0705359293093098e-07,1.2691920580282532e-05,7.2614087119435807e-09,3.9664805040491979e-09,7.2614510500830865e-09,3.0154060417104868e-05,4.3021157345693002e-19,2.5464482080322403e-19,5.5585734487475355e-16,8.4970184339027439e-11,5.2084178990345287e-10,2.4849344371531913e-19,3.5832434973548978e-13,1.6021581918130678e-07,5.9861244777815307e-09,5.7024177347840931e-08,2.1171735733703125e-07,2.4228751863960149e-07,1.2551151698343675e-10,1.5202087663612257e-11,1.2331039840536735e-10,3.5044684659463758e-16,2.1925114092276212e-08,7.0088573757082612e-16,3.7674599536044264e-06,1.6128160227353213e-09,1.5787120596019341e-13,1.0800592825120353e-08,4.7173407378611384e-13,1.4909447949413232e-08,1.0707711425301967e-05,5.1383336647175645e-07,4.0706989740399093e-13,1.2520046658094478e-10,5.1821003484722971e-17,3.3599850811113959e-13,9.1331882711575586e-15,1.6847800866803244e-13
8.878428334059092e-10,0.409109333737857,76.950000000000003,0.0,0.0,0.0,1.540748788127757e-05,9.4999863804307836,0.00038967427519529121,0.001674741334979769,2.2001403474338668e-05,9.2165403565076085e-08,8.4589949190983652e-11,2.2426259580554563e-05,0.10326709974733238,4.4618437331033982e-07,3.4051240092437276e-16,3.1846304420105486e-10,8.3280432750135103e-06,0.87776793904542394,3.2412449049500036e-06,1.340142228782033e-15,5.5430631879009005e-14,1.2234615874099271e-08,1.1259637742752103e-14,0.00063358585831832883,8.4658741809315929e-07,0.0019568453168167807,0.001957751171637863,1.2144610725226063e-07,5.8781884060247865e-08,5.4290525659485846e-07,0.00029289796358118481,3.6181980163644442e-08,8.7524019835950814e-09,2.1404439170894076e-09,8.043973970248574e-09,7.9476275710762072e-07,6.7040962322293117e-08,0.012721576391023229,3.1949915059512501e-14,1.3716694732866287e-14,4.3934114710576786e-06,1.4516777618631508e-06,2.0040015308625286e-07,0.00026358090413801513,0.00074350088413238332,2.7180827895164789e-08,9.2357918488388781e-09,1.4607897772322344e-09,6.5565636795063082e-10,4.5780071661064912e-10,9.5604609591030711e-09,8.3257153142827209e-13,2.2262144785647776e-07,5.4189961192769195e-12,2.3615714677890959e-10,2.5288538519868899e-09,2.6505593451066939e-13,7.7583732575774056e-14,1.9658276144650096e-16,0.00015313893651440588,7.7455433574613217e-11,9.1380974466980118e-07,5.8754646001876816e-06,1.9055628598590262e-10,2.1440616282888613e-08,3.9095640653754856e-10,1.0637010815180874e-09,8.9131428622258937e-11,3.1364413449961221e-10,5.815261269148326e-18,7.8017226408411385e-10,7.3927993605645826e-07,2.4834359408932457e-07,9.497864084877416e-09,2.7144193052946632e-09,2.0725414021470257e-07,1.2811332857387034e-05,7.2760872566723025e-09,4.0439465915575507e-09,7.2761296325750831e-09,3.0603808370438477e-05,4.366345925362714e-19,2.5844664447070461e-19,5.6538109626559216e-16,8.6014250703767443e-11,5.2996074257911832e-10,2.5284365772193528e-19,3.6459798042363811e-13,1.6226009333683553e-07,6.1754931161978424e-09,5.775272065575523e-08,2.1812435021838743e-07,2.4987432861183072e-07,1.2944204374640065e-10,1.5678138090143861e-11,1.2705126933731797e-10,3.6153308514091069e-16,2.2208291227711073e-08,7.2305807771680117e-16,3.8735464098957047e-06,1.6537764553159758e-09,1.6188068563923475e-13,1.113851979058984e-08,4.8984686074453481e-13,1.4786044326871067e-08,1.0782014970298966e-05,5.2323151826873254e-07,4.1451532991876621e-13,1.2912569555059566e-10,5.326527880647454e-17,3.5069316771613511e-13,9.532622147025803e-15,1.7585061551173639e-13
9.002350945823371e-10,0.4091093403280198,76.950000000000003,0.0,0.0,0.0,1.5281329217928186e-05,9.4999862669537976,0.00038949678698899077,0.0016707718515691064,2.0653469874488717e-05,8.651881397925776e-08,8.4389451145206689e-11,2.2240941628493756e-05,0.10228497405547476,4.4512681139932758e-07,3.1965062738975172e-16,3.1003250875765969e-10,8.4353993292869681e-06,0.87872098417501865,3.2415643196384886e-06,1.3369657764872468e-15,5.6145163269655792e-14,1.239704757376737e-08,1.1061442241729e-14,0.00063428813878789079,7.9472269314912548e-07,0.0019582379779170705,0.001959155089933154,1.215325547616262e-07,5.8823741687162557e-08,5.4349480002083516e-07,0.00029661960950553266,3.6641742191093328e-08,8.8636426274698668e-09,2.1436454505474802e-09,8.1462380258167374e-09,8.0527072719909822e-07,6.7793677233839364e-08,0.012747513622514398,3.2356098629407374e-14,1.3891076630347641e-14,4.3938237667994689e-06,1.4535645830837613e-06,1.9968722716867598e-07,0.00026368962637947927,0.00074384162940843127,2.7282617684606985e-08,9.358177437312394e-09,1.4736728101763605e-09,6.539504675486052e-10,4.6479766502743895e-10,9.6822123139604878e-09,8.4538212930561039e-13,2.2480896457797625e-07,5.564910706998179e-12,2.40088326445953e-10,2.5537079628430416e-09,2.6953493292484095e-13,8.0010929192536531e-14,2.031926070783931e-16,0.0001549837723498344,7.8229981049625078e-11,9.1454288964433238e-07,5.9778017205787353e-06,1.9387540290107444e-10,2.1755576477433036e-08,3.9776630031587631e-10,1.0822482093968471e-09,9.0442653967877934e-11,3.1824374880641346e-10,5.9166585455331621e-18,7.9155892243413514e-10,7.5006897111220383e-07,2.4854626692505394e-07,9.5046299161134594e-09,2.7173664978902587e-09,2.0745474338851585e-07,1.2930384569566147e-05,7.2907001787403491e-09,4.1219242825958026e-09,7.290742591933058e-09,3.1053579097509314e-05,4.4305798722324735e-19,2.6224869046260512e-19,5.7479287372655229e-16,8.703576823220705e-11,5.3911455568605743e-10,2.5721049406434159e-19,3.7089559450866381e-13,1.6429569319646752e-07,6.3681744353070618e-09,5.8478190899268685e-08,2.246342251203066e-07,2.5758738329016707e-07,1.3343798052140066e-10,1.6162110407589097e-11,1.308523608195839e-10,3.728132584749377e-16,2.2490351905042205e-08,7.456182869884582e-16,3.9809268064068353e-06,1.6951072709457605e-09,1.6592642146554795e-13,1.1482065169546193e-08,5.0838360125451387e-13,1.466386073371794e-08,1.0854945946622724e-05,5.3263615625928024e-07,4.2196590103286139e-13,1.3311631995844704e-10,5.4726528765347455e-17,3.6579405271367067e-13,9.9430981498740478e-15,1.8342715505932494e-13
9.12627355758765e-10,0.40910934651434294,76.950000000000003,0.0,0.0,0.0,1.5156422437381547e-05,9.4999861534912409,0.00038931933269697718,0.0016668118149121664,1.9388118606617381e-05,8.1218167867745805e-08,8.4189430342445758e-11,2.2057455811238359e-05,0.10131256021839775,4.4407176679029538e-07,3.0006696948706643e-16,3.0179741201725267e-10,8.5425023118765982e-06,0.87966444670924404,3.2418826314312876e-06,1.3337968850639029e-15,5.6858010304822507e-14,1.2559096369862713e-08,1.086691333572203e-14,0.00063498336016198378,7.4603550426274123e-07,0.0019595446773656737,0.0019604729995572716,1.21613666234114e-07,5.8863015627689303e-08,5.4407841576849135e-07,0.0003003314330358011,3.7100290794777593e-08,8.9745896828984272e-09,2.1466516864478388e-09,8.2482321890052692e-09,8.1575096181292799e-07,6.852971386008326e-08,0.012773333832484643,3.276121021846406e-14,1.4064998307214702e-14,4.3942703658720335e-06,1.4554474321996948e-06,1.9898226057748945e-07,0.00026379854961829362,0.00074418262421128089,2.7378931785771105e-08,9.4802399929930026e-09,1.4863821253695097e-09,6.5213869575426357e-10,4.7170310591540151e-10,9.8036447276615042e-09,8.580260788529987e-13,2.2699700652056604e-07,5.7122279907693524e-12,2.4397200478862198e-10,2.5785680493905266e-09,2.7396057710030412e-13,8.2467277906322829e-14,2.0990031191432436e-16,0.00015681979030925011,7.9004726621424062e-11,9.1527630980188035e-07,6.0805382828241463e-06,1.9720747531723874e-10,2.2070551851042419e-08,4.0460277602791872e-10,1.1008677379253953e-09,9.1753943738928456e-11,3.2284344655535333e-10,6.0184516367706112e-18,8.0295161657686904e-10,7.6086377322885758e-07,2.4874901450270211e-07,9.5109781309986873e-09,2.7202840590791833e-09,2.0765540880254594e-07,1.3049082362382393e-05,7.3052481149022986e-09,4.2004109442145043e-09,7.305290564916423e-09,3.1503372717205792e-05,4.4948169751576072e-19,2.6605092326332271e-19,5.8409092864435991e-16,8.8035009127351973e-11,5.4830282686414119e-10,2.6159376085841502e-19,3.7721691517402043e-13,1.6632266761880813e-07,6.5641814862250986e-09,5.9200605391307144e-08,2.3124717861845329e-07,2.6542694352588257e-07,1.3749946248520794e-10,1.6654020986005891e-11,1.3471378855492865e-10,3.8428813064687222e-16,2.2771302432378552e-08,7.6856789349265707e-16,4.0895942878743717e-06,1.7368039967163249e-09,1.7000797559439881e-13,1.1831240549678799e-08,5.2734779368152506e-13,1.4542885101324157e-08,1.0926532268468862e-05,5.4204685456433484e-07,4.2942127334640439e-13,1.37172475254654e-10,5.620467539228251e-17,3.8130589768751459e-13,1.0364744976514628e-14,1.9121000561805206e-13
