Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887)
8.484952960697792e-13,0.40910017777372265,76.950000000000003,0.0,0.0,0.0,0.93445485171522535,9.4999995463526705,2.6211445856721917e-05,0.0002502327287903264,0.00024942602596707362,2.9523922714998634e-07,1.2639164106786022e-11,0.014130057858565612,0.010437339205770902,5.2880180580643361e-08,1.090783155072067e-15,4.0554177304884772e-13,5.717256959955705e-10,0.039853871784557335,2.0107221055732108e-08,1.5882881186691644e-16,1.0367721709793785e-16,1.0336351424429502e-14,8.7273213991697474e-18,4.5131891333999132e-07,5.3604985886946709e-07,2.1403508780270865e-08,2.1405166029413688e-08,1.1491970611617986e-12,4.4570114969444821e-13,1.9442409028137813e-08,8.0160283876545288e-08,9.2051256188466853e-12,1.701124634948235e-12,3.4098036234557985e-21,1.0038604816859349e-12,8.4596515549764493e-12,3.0777534031107801e-21,0.00049070856894936881,3.9630970079677402e-18,1.7073638344383592e-18,2.1634155318566944e-05,5.9227669096119123e-06,4.6451868386778128e-05,2.2076309113867634e-05,4.0427724176650739e-07,3.0760606464943971e-21,1.3687465896276236e-14,2.0537350332399471e-16,1.9391545007895628e-16,6.6954456229601875e-20,7.5028245113805049e-13,5.4449432839366441e-24,4.2141851769797156e-10,2.7930482130718798e-21,1.3245183006734921e-22,2.7117335941958609e-12,2.6460264922733263e-27,4.2615533939500377e-26,2.9844271464992624e-30,2.3859458363527328e-11,1.4079703566576021e-13,6.8716238781960837e-12,8.0859722095438106e-12,2.4564051653593988e-16,3.1980731170230713e-13,4.6066074414587125e-16,2.1150383911514681e-16,2.6340254718723355e-16,4.5727259589226523e-15,1.1563964216771429e-24,1.5099459205442528e-15,1.4036033152599197e-12,7.6878063655996492e-13,6.0416092297435984e-14,1.1910341150442851e-10,9.4259511880327472e-14,8.8659264508799924e-08,8.3614239971529691e-09,1.4745607992197626e-13,8.3614211425199205e-09,4.5287693640912501e-13,1.2903457082880582e-24,7.6376401500846808e-25,2.9821943964620105e-28,3.652732868465948e-26,8.5917475394234337e-16,4.2172527101944822e-25,5.7635725030379286e-19,3.241194613352293e-16,6.95210314432861e-17,3.4599506604344585e-17,3.7594194527194071e-16,2.7707455141178626e-18,9.6346155271174603e-22,1.3727288183733671e-22,1.5980772574863973e-20,5.5487650312666448e-24,3.6113300717341999e-18,7.9983706089090725e-24,2.7743162296231875e-17,2.0842678347956568e-18,1.9527573364664063e-22,1.619114255723001e-19,2.9516668256830108e-24,9.3167694743499418e-06,2.6114071048961483e-12,1.9348190120656748e-15,1.5156282055126575e-21,1.4065064408477565e-22,1.3360681427755539e-27,5.6035491968891435e-27,1.5168854265541692e-28,5.8433731679756028e-28
8.67077051565253e-13,0.40910017771929313,76.950000000000003,0.0,0.0,0.0,0.93307195396593112,9.4999995310676777,2.6765836481458761e-05,0.00025534180023151221,0.00025450140201855329,3.0658434692447947e-07,1.2897226261547908e-11,0.014124960503496646,0.010719788236037878,5.4267254518132033e-08,1.1326985795238366e-15,4.3191495427956057e-13,5.9650990095677884e-10,0.040932721805008385,2.0956948364822639e-08,1.6299497393811266e-16,1.0631627362905275e-16,1.1021509081654781e-14,9.3022640234513025e-18,4.7492177970003807e-07,5.5871003946409712e-07,2.2807897946906571e-08,2.2809671855459838e-08,1.2283791780917412e-12,4.7839802246692995e-13,2.0097844332275817e-08,8.2663878957111059e-08,9.5094053867916451e-12,1.7658977199748756e-12,3.9571729976060654e-21,1.0529514635687459e-12,8.8453499166225139e-12,3.5727218195200854e-21,0.00050403862308536808,4.157631882730698e-18,1.7909927928487912e-18,2.2510968847065576e-05,6.155235752476656e-06,4.6973514714962478e-05,2.2983235034409859e-05,4.3194520205273681e-07,3.5707132518421789e-21,1.4627628277160922e-14,2.2404470587482133e-16,2.1179492595954493e-16,7.488698089774678e-20,7.888641474544484e-13,6.2288592262719954e-24,4.3933468253703675e-10,3.1162808159719324e-21,1.516463692568514e-22,2.8576404362300489e-12,3.0993635683815917e-27,4.8849315100532257e-26,3.4977896467662102e-30,2.6126456515384665e-11,1.4679429256363168e-13,7.5097969296403653e-12,8.6178903438275382e-12,2.6216954569218355e-16,3.336556711809329e-13,4.9257885720394575e-16,2.2981073318304271e-16,2.7991146538073492e-16,4.7811758692058238e-15,1.2564869376427378e-24,1.6085603127182662e-15,1.4960910531884124e-12,8.5286656234669382e-13,6.5023229987474677e-14,1.2244060292155762e-10,1.053823403616088e-13,9.0904826975341521e-08,8.512962119957697e-09,1.5517619044725686e-13,8.5129592013399285e-09,4.9630361918861715e-13,1.3712190100822148e-24,8.1163343321296738e-25,3.4191270119688891e-28,4.3133350407782614e-26,9.1574608763238452e-16,4.492904846402329e-25,6.1464685606329047e-19,3.6272025486892924e-16,7.4227418866450904e-17,3.9386706751742652e-17,4.0962245296158765e-16,3.0865987214235076e-18,1.0813721132147712e-21,1.5364884201673451e-22,1.777202332804669e-20,5.9255694487509527e-24,4.1304782667315078e-18,8.5430740243831766e-24,3.1126891845406973e-17,2.2709056172575707e-18,2.1296219097304073e-22,1.8059407437874634e-19,3.2951455431484054e-24,9.3136454567024908e-06,2.8595161905556118e-12,2.1080988620968797e-15,1.6517732404384699e-21,1.6018638022037433e-22,1.4928342756863996e-27,6.3935654220498682e-27,1.7309064381242777e-28,6.7908062560844574e-28
8.856588070607268e-13,0.40910017766451484,76.950000000000003,0.0,0.0,0.0,0.93169113288224648,9.4999995156499129,2.7319406254616452e-05,0.00026043574036801207,0.00025956103349561378,3.1807623673510676e-07,1.315452412352172e-11,0.014118393934643416,0.011002115067054598,5.5651647641869402e-08,1.1751562579839344e-15,4.5929207052331664e-13,6.2179447339593907e-10,0.042011124556542871,2.1822542484209196e-08,1.6715308402650554e-16,1.0894610259068999e-16,1.1735842937431977e-14,9.8994006785130526e-18,4.9914544129863735e-07,5.8179407870363344e-07,2.4270973051474339e-08,2.427286889907964e-08,1.311045193184653e-12,5.1264823066305904e-13,2.0754663381530263e-08,8.5184311475400226e-08,9.815846083407123e-12,1.8313917187300099e-12,4.5776661405531481e-21,1.1029400897576974e-12,9.2378192012762458e-12,4.1339767616201741e-21,0.00051736615162963409,4.3557424444414839e-18,1.8761543469409909e-18,2.3395670608291356e-05,6.3892427977243367e-06,4.747149544482121e-05,2.389924383447496e-05,4.6072760695921121e-07,4.1316022073926579e-21,1.5606061514690573e-14,2.4391184977691237e-16,2.3083664745324469e-16,8.3541037761736784e-20,8.2838931906212576e-13,7.103546796592366e-24,4.5759273618836458e-10,3.4680658074472928e-21,1.7308441938600024e-22,3.007539494994462e-12,3.6173532979819989e-27,5.5813405408475023e-26,4.0842106994112968e-30,2.8546514597033981e-11,1.5290623145835856e-13,8.1895589798283626e-12,9.1721633090087423e-12,2.7940948132918979e-16,3.477852865605603e-13,5.2591394980785733e-16,2.4924490257997702e-16,2.9704851500293864e-16,4.9941116046893142e-15,1.3627405291846436e-24,1.7112877177750885e-15,1.5924714729020323e-12,9.4369126916441538e-13,6.9861520796992101e-14,1.2577690323707255e-10,1.175065484237283e-13,9.3149877615973557e-08,8.6590924972649419e-09,1.6309036638970129e-13,8.6590895179162477e-09,5.4271511010180745e-13,1.4551693831026744e-24,8.6132418871956121e-25,3.9076949306808015e-28,5.0750947837374675e-26,9.7468703548957537e-16,4.7799651260851059e-25,6.5455490284264617e-19,4.0484681269747047e-16,7.9141467173016252e-17,4.4697368245025381e-17,4.4550097774347202e-16,3.4304725356950553e-18,1.210566772350943e-21,1.715475661691537e-22,1.9718743002163241e-20,6.3188632512850601e-24,4.7095249268908346e-18,9.1119525943022636e-24,3.4830741223068417e-17,2.4697006870084746e-18,2.3181387278472484e-22,2.0094703120206318e-19,3.6695496632532409e-24,9.3095301290948989e-06,3.124375193161076e-12,2.2926331690587313e-15,1.7967871042832045e-21,1.8191239972634252e-22,1.6638673394750697e-27,7.2735113008258516e-27,1.9693083370080537e-28,7.8649420516875536e-28
9.042405625562005e-13,0.40910017760940726,76.950000000000003,0.0,0.0,0.0,0.93031238389660509,9.4999995001026623,2.7872156408403414e-05,0.00026551459440746672,0.0002646049701146905,3.2971170230984236e-07,1.3411059978320772e-11,0.014110498807001699,0.011284291737573818,5.7033231164373966e-08,1.2181443889530263e-15,4.8768337619096674e-13,6.4757787683940163e-10,0.043088973299851285,2.2703903912910999e-08,1.713027553105449e-16,1.1156648829843829e-16,1.2479923025236399e-14,1.0518963001039585e-17,5.2398909107605859e-07,6.0529938036570269e-07,2.5793818288770119e-08,2.5795841463151376e-08,1.3972633633388702e-12,5.4848560009088637e-13,2.1412665988226931e-08,8.7721358931685258e-08,1.0124413929839725e-11,1.8975919919224433e-12,5.2791579829985345e-21,1.1538062413781284e-12,9.6369544781701687e-12,4.7686819892753732e-21,0.00053068986216056743,4.5573484920027406e-18,1.962814135611258e-18,2.4287775172676933e-05,6.6246456385127631e-06,4.7946624242235084e-05,2.4823859738038085e-05,4.9063489644584296e-07,4.7658846333105499e-21,1.6623172527225666e-14,2.6501970208249184e-16,2.5108483755360329e-16,9.2962861334269643e-20,8.6885173884089216e-13,8.0770295121534989e-24,4.7619087216772806e-10,3.8501572906593533e-21,1.9696721443717362e-22,3.1614228611948715e-12,4.2074226617277361e-27,6.3572777365724677e-26,4.7519936777518587e-30,3.1125704232090512e-11,1.5913224679647478e-13,8.9124480328197569e-12,9.749212422567734e-12,2.9737406352348736e-16,3.6219544337298407e-13,5.6069443293595711e-16,2.6984807355575142e-16,3.1482184361862968e-16,5.2115202405255627e-15,1.4753853171229716e-24,1.8182049437040381e-15,1.6928179912281934e-12,1.041593179631749e-12,7.4936500575480612e-14,1.2911193536524578e-10,1.3069441519852387e-13,9.5394257952353255e-08,8.7999148960114926e-09,1.7119782607632328e-13,8.7999118592090566e-09,5.9223543953817959e-13,1.5422367404518131e-24,9.1285990632740248e-25,4.4525815967806672e-28,5.9508152844024833e-26,1.0360409706093522e-15,5.0786380044191154e-25,6.9611131277286543e-19,4.5072436408911223e-16,8.4267661232969788e-17,5.0573659286751464e-17,4.8366938726636429e-16,3.8041696737007045e-18,1.351833669284141e-21,1.9107196240388593e-22,2.1830626948811106e-20,6.7289828722265184e-24,5.3537127062394171e-18,9.7055313862609658e-24,3.8876402555068922e-17,2.6811588544433929e-18,2.5187981780343308e-22,2.2307742331969794e-19,4.0768805433533923e-24,9.3045183504141994e-06,3.4066484033096608e-12,2.4888856690688078e-15,1.9510363194558591e-21,2.060172994234389e-22,1.8501033591508737e-27,8.251272336219436e-27,2.2342305555689268e-28,9.0792413862481953e-28
9.228223180516744e-13,0.40910017755399,76.950000000000003,0.0,0.0,0.0,0.92893570258227909,9.4999994844291127,2.8424088172357749e-05,0.00027057840739419986,0.00026963326138663702,3.414876005670119e-07,1.3666836099550623e-11,0.014101402583549522,0.011566292966708813,5.8411889787960845e-08,1.261651360059449e-15,5.1709882046593995e-13,6.7385858158391405e-10,0.044166171524979418,2.3600933640248292e-08,1.7544364148575646e-16,1.1417724202725858e-16,1.3254317109545825e-14,1.116117573982245e-17,5.4945186237250451e-07,6.2922336089927411e-07,2.7377511208525316e-08,2.7379667204848292e-08,1.4871015281873144e-12,5.8594375342816611e-13,2.2071668201724821e-08,9.027481519879135e-08,1.0435077752379256e-11,1.9644846012209678e-12,6.0701745255055704e-21,1.2055303812386414e-12,1.0042655037966401e-11,5.4845967796381252e-21,0.00054400858636127194,4.7623721318149055e-18,2.0509387891551326e-18,2.518681452160776e-05,6.8613073439632568e-06,4.8399702295254946e-05,2.5756623709209089e-05,5.216769281876453e-07,5.4813124579168564e-21,1.7679351609163232e-14,2.8741347416438842e-16,2.7258416985678642e-16,1.0320041565896687e-19,9.1024507005829465e-13,9.1578240222889161e-24,4.9512729174968557e-10,4.2643697575996122e-21,2.2350868860265206e-22,3.3192817837738028e-12,4.8776516230469251e-27,7.2196401483696624e-26,5.510154915536402e-30,3.387015202420554e-11,1.6547173562636583e-13,9.6800105069015156e-12,1.0349456766044321e-11,3.1607695951227201e-16,3.7688542975373686e-13,5.9694856716864532e-16,2.9166245904805797e-16,3.3323943147267356e-16,5.4333888305130041e-15,1.5946520829242239e-24,1.9293883870503523e-15,1.7972036318620867e-12,1.1469164224978427e-12,8.0253676703245938e-14,1.3244535826222671e-10,1.4501029812262709e-13,9.7637824443314996e-08,8.9355366500638783e-09,1.7949779399395576e-13,8.9355335590960758e-09,6.4499022772233015e-13,1.6324601755692308e-24,9.662637256724218e-25,5.0587694521729542e-28,6.9545936805198449e-26,1.0998509640870057e-15,5.3891265656448326e-25,7.3934579943511166e-19,5.0058621671063176e-16,8.9610487971816846e-17,5.7059903357349133e-17,5.2422127854018946e-16,4.2095661212009985e-18,1.5059960573860138e-21,2.1232934751142209e-22,2.4117743614235666e-20,7.1562638744747865e-24,6.0685969614112982e-18,1.0324335706648057e-23,4.3286454836676124e-17,2.9057953494400698e-18,2.7320998934659138e-22,2.4709658784444392e-19,4.5192202410423628e-24,9.2986960828069577e-06,3.7070061157992488e-12,2.6973284673978081e-15,2.114894044032925e-21,2.3270110282733364e-22,2.0525166734776225e-27,9.3352261446398348e-27,2.5279461411108206e-28,1.0448234313920785e-27
9.414040735471483e-13,0.4091001774982813,76.950000000000003,0.0,0.0,0.0,0.92756108464062215,9.4999994686323586,2.8975202773427047e-05,0.00027562722421241835,0.00027464595661943298,3.5340083883195428e-07,1.3921854753287998e-11,0.014091220772084766,0.01184809590254509,5.9787520408311198e-08,1.3056657451642333e-15,5.4754805634234263e-13,7.0063506458198636e-10,0.045242631991931744,2.451353314333743e-08,1.7957543287130067e-16,1.1677819937216688e-16,1.4059590695597337e-14,1.1826256964581156e-17,5.7553283475838018e-07,6.53563449254356e-07,2.9023122747698615e-08,2.9025417167932697e-08,1.5806271121764181e-12,6.2505611082210203e-13,2.2731501101307706e-08,9.2844489009526627e-08,1.0747808741466007e-11,2.0320562705699446e-12,6.9599307929686945e-21,1.2580935575285029e-12,1.0454824339240299e-11,6.290110983511779e-21,0.00055732126829797655,4.9707377941973594e-18,2.1404959358889252e-18,2.6092337734654029e-05,7.0990963499384631e-06,4.8831516592052983e-05,2.6697093164020175e-05,5.5386299834785635e-07,6.2862674157969024e-21,1.8774973140015612e-14,3.1113880846621289e-16,2.9537975507659797e-16,1.1430341120278631e-19,9.5256288136704987e-13,1.0354957059250418e-23,5.1440020388837409e-10,4.7125784080734716e-21,2.529359422894813e-22,3.481106732147059e-12,5.63681327178007e-27,8.1757384229355682e-26,6.368465533516581e-30,3.678603645491178e-11,1.7192409757161717e-13,1.0493800457649901e-11,1.0973313194446557e-11,3.3553176400174793e-16,3.9185453639257231e-13,6.3470446333158968e-16,3.147307461508923e-16,3.5230909416997935e-16,5.6597044137501107e-15,1.7207742001923253e-24,2.044914034678439e-15,1.9057010270551892e-12,1.2600105819280643e-12,8.5818527727674582e-14,1.3577686354586199e-10,1.6052063088425381e-13,9.9880447090039508e-08,9.0660713763722024e-09,1.8798950185114227e-13,9.0660682345274669e-09,7.0110663776562434e-13,1.7258779753602567e-24,1.0215583089981604e-24,5.731551044680605e-28,8.101920063008612e-26,1.1661597878906432e-15,5.7116325372093116e-25,7.842878698410595e-19,5.5467379178372328e-16,9.5174436420927168e-17,6.4202618880063698e-17,5.672519683060444e-16,4.6486123897436832e-18,1.6739129803063797e-21,2.3543152747107513e-22,2.6590539853110132e-20,7.601040961218562e-24,6.8600552552300986e-18,1.0968891106942354e-23,4.8084374989332004e-17,3.1441347706461867e-18,2.9585527035218585e-22,2.7312013160736164e-19,4.9987328538130371e-24,9.2921412258065332e-06,4.0261242899087357e-12,2.91844198764573e-15,2.2887400314868809e-21,2.6217566037205865e-22,2.272120565407989e-27,1.0534261058727154e-26,2.8528668105431838e-28,1.1987576708906887e-27
9.599858290426221e-13,0.40910017744230004,76.950000000000003,0.0,0.0,0.0,0.9261885258895064,9.4999994527154161,2.9525501436040875e-05,0.00028066108958914559,0.00027964310492073485,3.6544837406564305e-07,1.4176118201714238e-11,0.014080058046028897,0.012129679894336238,6.1160030942397888e-08,1.3501763015105283e-15,5.7904044900333681e-13,7.2790580932587662e-10,0.046318275861281066,2.5441604384602721e-08,1.8369785288998534e-16,1.193692178602741e-16,1.4896307038999656e-14,1.2514418259426832e-17,6.0223103931720237e-07,6.7831708672284952e-07,3.0731717262345201e-08,3.0734155814627481e-08,1.6779071266138019e-12,6.6585589054355422e-13,2.339200966496591e-08,9.5430202585037629e-08,1.1062580233111046e-11,2.1002943497822546e-12,7.9583700804413098e-21,1.3114774043350218e-12,1.0873369943632829e-11,7.1942813024703007e-21,0.00057062695380221936,5.1823722369462914e-18,2.2314542033060585e-18,2.7003910646154877e-05,7.3378863414470233e-06,4.9242838491661561e-05,2.7644841651093107e-05,5.8720186196618448e-07,7.1897972632777615e-21,1.9910396275137826e-14,3.3624176563780587e-16,3.1951712795932253e-16,1.2632332122256805e-19,9.9579866059412911e-13,1.1677982473851298e-23,5.3400782514192075e-10,5.1967194460830479e-21,2.8548971240957568e-22,3.6468874542125358e-12,6.4944153736947657e-27,9.2333106851402906e-26,7.3374945769814587e-30,3.9879584893138826e-11,1.7848873480558356e-13,1.135537883645167e-11,1.1621196345571173e-11,3.5575199947245134e-16,4.0710205648818558e-13,6.7399008313221701e-16,3.3909608378357515e-16,3.7203848531215192e-16,5.8904540207569296e-15,1.8539875672563478e-24,2.1648574655182515e-15,2.0183824192869207e-12,1.3812304499609798e-12,9.1636503050544016e-14,1.3910617243262845e-10,1.7729392013712328e-13,1.0212200817180544e-07,9.1916378132082654e-09,1.9667218940161965e-13,9.1916346237649551e-09,7.6071333044078421e-13,1.8225276331123097e-24,1.0787658488010316e-24,6.4765402404488052e-28,9.4097817007488023e-26,1.2350099177147257e-15,6.0463563034368294e-25,8.3096682640148249e-19,6.1323665532261876e-16,1.0096399775595499e-16,7.2050557362213763e-17,6.1285848339372353e-16,5.1233347626668219e-18,1.8564799421512541e-21,2.6049487726127361e-22,2.9259846150451361e-20,8.0636479858952151e-24,7.7342968000624429e-18,1.1639723388577775e-23,5.3294548594011883e-17,3.3967110349840003e-18,3.1986745842503096e-22,3.0126799012912024e-19,5.5176658458986376e-24,9.2849243722067435e-06,4.3646842219100308e-12,3.1527149210331828e-15,2.4729605904967857e-21,2.9466505271086905e-22,2.5099678851750145e-27,1.1857794978987358e-26,3.2115480727104857e-28,1.3714108325959396e-27
9.78567584538096e-13,0.40910017738606463,76.950000000000003,0.0,0.0,0.0,0.92481802225284437,9.4999994366812306,3.0074985382176849e-05,0.00028568004809691086,0.00028462475520028483,3.7762721210507155e-07,1.4429628694556487e-11,0.014068009260219262,0.012411026286043523,6.2529339268685325e-08,1.3951719669188562e-15,6.1158508359950133e-13,7.5566930573139376e-10,0.047393031906234374,2.6385049809306067e-08,1.8781065488409658e-16,1.2195017477892147e-16,1.5765027155199792e-14,1.3225864902331778e-17,6.2954546343314049e-07,7.0348172678965473e-07,3.2504352559090804e-08,3.2506941057092653e-08,1.7790081716867992e-12,7.0837610968537482e-13,2.405305171145284e-08,9.8031790390852547e-08,1.1379367510632246e-11,2.1691867802704703e-12,9.0762045005018248e-21,1.3656641394197499e-12,1.1298203441555299e-11,8.206868798113099e-21,0.00058392478085175488,5.3972045377973229e-18,2.3237832145211114e-18,2.7921115476832848e-05,7.5775561283308174e-06,4.9634422553634931e-05,2.8599458506823897e-05,6.2170175292658641e-07,8.2016532225369721e-21,2.1085965617378217e-14,3.6276881202767914e-16,3.4504223456905069e-16,1.3931339762115951e-19,1.0399458274188672e-12,1.3136998349348223e-23,5.5394837960025076e-10,5.7187903543380454e-21,3.2142484681083716e-22,3.8166130304197867e-12,7.4607433354217542e-27,1.0400536503219354e-25,8.4286534645517625e-30,4.3157070714223069e-11,1.8516505202710204e-13,1.2266312783226788e-11,1.2293518649239928e-11,3.7675111648170216e-16,4.2262728570682847e-13,7.1483323978980844e-16,3.6480207055731643e-16,3.9243509909175004e-16,6.1256246791073915e-15,1.9945305408381068e-24,2.2892938522954924e-15,2.1353196629202066e-12,1.5109357825873035e-12,9.7713022661093465e-14,1.424330329615549e-10,1.9540074104818819e-13,1.0436240109993152e-07,9.3123587720907966e-09,2.0554510506384279e-13,9.3123555383080363e-09,8.2394042064205737e-13,1.9224458612036394e-24,1.1379080753527173e-24,7.299683537054154e-28,1.0896772641101041e-25,1.3064435358089289e-15,6.3934969187553096e-25,8.7941176887923562e-19,6.7653254565175846e-16,1.0698366532441265e-16,8.0654740021731268e-17,6.6113955106909399e-16,5.6358365304404202e-18,2.054629571840422e-21,2.8764041998114282e-22,3.2136881752409016e-20,8.5444179614506379e-24,8.6978718353777903e-18,1.2337358606500761e-23,5.8942280313644241e-17,3.6640673273702525e-18,3.4529926090421616e-22,3.3166448570097524e-19,6.078351362131747e-24,9.2771094931154761e-06,4.7233722295733701e-12,3.4006441757922459e-15,2.6679485448405052e-21,3.3040599695038973e-22,2.7671516660569013e-27,1.3315794470469218e-26,3.6066944173603384e-28,1.5645912315155417e-27
9.971493400335699e-13,0.40910017732959264,76.950000000000003,0.0,0.0,0.0,0.92344956975108938,9.4999994205326601,3.062365583142068e-05,0.00029068414415622015,0.0002895909561721896,3.8993440691521999e-07,1.4682388473486202e-11,0.014055160371540689,0.012692118229217047,6.3895372268836866e-08,1.4406418570225533e-15,6.4519077248281118e-13,7.8392405002249225e-10,0.048466835798513838,2.7343772343095486e-08,1.9191361923756782e-16,1.2452096523181999e-16,1.6666309828804576e-14,1.3960796031869028e-17,6.5747505512966221e-07,7.2905483499319483e-07,3.4342079926236198e-08,3.4344824288532156e-08,1.883996438453772e-12,7.5264958489660886e-13,2.4714496912600429e-08,1.0064909800875316e-07,1.1698147624822321e-11,2.2387220627831675e-12,1.0324956841933348e-20,1.4206365596405565e-12,1.1729240370085432e-11,9.3383776444917015e-21,0.0005972139708563096,5.6151660773526385e-18,2.4174535806656625e-18,2.8843550445374392e-05,7.8179895156713699e-06,5.0007005596672347e-05,2.9560548489989729e-05,6.5737040347638207e-07,9.3323286652619885e-21,2.2302011869148986e-14,3.9076680750694052e-16,3.7200141991695831e-16,1.5332868630730711e-19,1.0849977450282918e-12,1.4742664187250157e-23,5.7422009881608828e-10,6.2808501475708214e-21,3.6101078271024794e-22,3.9902719241668644e-12,8.5469045939541859e-27,1.1686050931202074e-25,9.6542417478947632e-30,4.662481052604586e-11,1.9195245643728021e-13,1.3228174952095968e-11,1.2990690336455699e-11,3.9854249396331983e-16,4.3842952214451074e-13,7.5726159865951836e-16,3.9189274283633898e-16,4.1350627284502283e-16,6.3652034186115484e-15,2.1426438707834862e-24,2.4182979632463396e-15,2.2565842258416648e-12,1.6494910598413541e-12,1.0405347691017791e-13,1.4575721747821225e-10,2.149137317429847e-13,1.066015293788348e-07,9.4283601951726492e-09,2.1460750636663452e-13,9.4283569202820912e-09,8.9091943549077727e-13,2.0256686036085661e-24,1.1990062641020846e-24,8.2072714739459493e-28,1.258320884051019e-25,1.3805025337779655e-15,6.7532521205031825e-25,9.2965159632341742e-19,7.4482739739354479e-16,1.1323793466341797e-16,9.00684929113398e-17,7.1219558937357731e-16,6.1882992154723521e-18,2.2693322817148014e-21,3.1699390529171433e-22,3.5233259706659927e-20,9.0436830689684722e-24,9.7576809343627345e-18,1.3062323071545846e-23,6.5053804016700779e-17,3.9467560506492762e-18,3.7220428995152456e-22,3.644383845957224e-19,6.6832075286683622e-24,9.2687545588316701e-06,5.1028793484066678e-12,3.6627348266449795e-15,2.8741031933665174e-21,3.6964825567887699e-22,3.0448057328321842e-27,1.491879410079679e-26,4.0411645697474932e-28,1.7802376181808877e-27
1e-12,0.4091001772729017,76.950000000000003,0.0,0.0,0.0,0.92323981425589541,9.499999418045336,3.0707756439628603e-05,0.00029145051926191641,0.00029035146607453714,3.918336468874383e-07,1.4721098522061743e-11,0.014053123460979314,0.01273521754275338,6.4104643798534017e-08,1.4476587471262533e-15,6.5044070205436586e-13,7.8830202751978383e-10,0.048631481945248523,2.7492197140127664e-08,1.9254217918219877e-16,1.2491444943587394e-16,1.6807493495023117e-14,1.4075633215647202e-17,6.6181414057188891e-07,7.3301402897670678e-07,3.4629834291043756e-08,3.4632603095024053e-08,1.9004509732538765e-12,7.595988477297133e-13,2.481599833739706e-08,1.0105200529201821e-07,1.174722718325516e-11,2.2494457652346864e-12,1.0528887065311524e-20,1.4291384243231635e-12,1.1795910176428897e-11,9.5231917544149855e-21,0.00059925187924639973,5.6488765535958269e-18,2.4319405741044394e-18,2.898550082174434e-05,7.8549352505221701e-06,5.0062529007940192e-05,2.9708539359558017e-05,6.6294626516776085e-07,9.5170051714591684e-21,2.2492169139581085e-14,3.9519516458777055e-16,3.7626711681780283e-16,1.5557308682954842e-19,1.091988861945228e-12,1.5002672627466719e-23,5.773592064628613e-10,6.3707485410147131e-21,3.6742459173268459e-22,4.0172604747755962e-12,8.7248850374315183e-27,1.1894301150455349e-25,9.8549823737778388e-30,4.7174038252555077e-11,1.9300351489588795e-13,1.3380341847932722e-11,1.3099869131560554e-11,4.0195648782361226e-16,4.4087823451198869e-13,7.6391260610959503e-16,3.9617409673023819e-16,4.1679897774997442e-16,6.402346791507552e-15,2.1660513806606962e-24,2.4384975625109542e-15,2.2755750092086688e-12,1.671553428825152e-12,1.0504986925190571e-13,1.4626693641111113e-10,2.1803637887686957e-13,1.0694492045741978e-07,9.4457467446429684e-09,2.1601450314315607e-13,9.4457434637297861e-09,9.0153517224917528e-13,2.0417987936040784e-24,1.208553824695735e-24,8.3543944483401207e-28,1.286095504420272e-25,1.3920989780292605e-15,6.8095713505433237e-25,9.3751960209592192e-19,7.5576420663201054e-16,1.1421845482023605e-16,9.1587802222691999e-17,7.2028015922156134e-16,6.2767314821396837e-18,2.3037982588989022e-21,3.2170064552304794e-22,3.5728443929488772e-20,9.1219335947732184e-24,9.929238439196136e-18,1.3175992502383421e-23,6.6034129914323487e-17,3.9915158815433074e-18,3.7646562931966971e-22,3.696850258386786e-19,6.7800654385788535e-24,9.2674284374968629e-06,5.1629862548963404e-12,3.7042280070020172e-15,2.9067433793208993e-21,3.7599478524329547e-22,3.0892862839846502e-27,1.5178240039959419e-26,4.111486008794091e-28,1.8154378688310216e-27
