Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26)
2.9984729411716313e-12,0.3624289700186139,76.950000000000003,0.0,0.0,0.0,0.99177917369649682,9.4999991818082208,1.805614619874033e-05,0.00018282140792692851,0.00018198529556958361,7.2362996213468109e-07,1.5037582927522003e-11,0.00068314969690670376,0.0018260914237009103,7.8564556630064511e-08,3.5124632861180132e-15,2.9102391898031249e-13,6.9128563405226153e-10,0.0052610281822792404,2.2042228742176995e-08,2.9492353596960681e-16,5.9502894474667832e-17,8.2226362419877312e-15,1.2997781434620499e-18,4.338279725753337e-08,1.8098899475757503e-07,1.0467527883308972e-08,1.0468928361455084e-08,9.5369230401133207e-13,4.3999783357553514e-13,3.2298789842811159e-11,1.4938050317549774e-08,2.7885081223627688e-12,6.0085136776556035e-13,3.2558624873867619e-21,6.3370003052360863e-13,4.702945695576187e-13,2.9676286125047876e-21,6.2652445409964604e-05,3.1868068221055087e-18,1.2432749493784133e-18,1.4123365305168832e-06,3.7236552382227015e-07,6.7582628008996452e-07,1.4525614205930521e-06,5.380632961132103e-08,2.9668265712167774e-21,3.246833767428095e-15,4.9108598005590505e-17,4.7771804673518814e-17,3.8885983728384269e-20,6.8461299992951672e-14,1.2315289147510818e-23,4.139820102188631e-11,1.9439014295778979e-21,6.0779648978912682e-23,4.271602971037381e-13,4.9954832765299208e-27,6.3751773414453405e-27,2.0351951181438245e-30,2.2730510742711082e-12,7.246704561869934e-15,2.3159275374367173e-13,1.2862518857916418e-12,7.8149118583746168e-17,2.7398147981346132e-14,1.421335009550641e-16,1.0497355675335244e-16,7.7401986355210549e-17,1.635016267514137e-16,1.5003552879695713e-24,6.297468432500065e-17,8.0132323425881264e-14,7.2582054939091855e-14,6.787990144841099e-15,4.6023102420907298e-12,1.1711521949861811e-14,1.5971911176604385e-08
3.049012650347949e-12,0.3624289699267502,76.950000000000003,0.0,0.0,0.0,0.99164135951478061,9.4999991588054442,1.8359203451473718e-05,0.0001858768793608613,0.00018501459684008221,7.448708676498829e-07,1.5288906123602208e-11,0.00068305685340949252,0.0018596520234414214,8.0018144009269282e-08,3.6155656448992629e-15,3.0592101662798512e-13,7.1473223416410256e-10,0.005357730349952218,2.2787293035200236e-08,3.0038016002456038e-16,6.0635033029230713e-17,8.6425059142766596e-15,1.3667784099734652e-18,4.4970437011633252e-08,1.8693929296703184e-07,1.0996816898108986e-08,1.0998290486142817e-08,1.0028670111830308e-12,4.6356629709612874e-13,3.2939083516320172e-11,1.529391476710088e-08,2.8561383522781017e-12,6.1642315610262889e-13,3.6543414884277406e-21,6.5790741853347022e-13,4.8535849511895171e-13,3.3311974545173447e-21,6.3807178865397124e-05,3.308678058596581e-18,1.2907886598450673e-18,1.441640571175188e-06,3.7933564576460313e-07,6.7613650069606227e-07,1.4835307318214577e-06,5.6058115142490647e-08,3.3302818419359035e-21,3.404019894262141e-15,5.2509916941692499e-17,5.1102855259035863e-17,4.231646594113598e-20,7.0736172288614725e-14,1.362267624999543e-23,4.277211226690091e-11,2.1141119588985105e-21,6.7283311105269754e-23,4.4398022987093323e-13,5.6245091089730635e-27,7.0867598794688745e-27,2.2986412148517071e-30,2.4141263536676541e-12,7.4875484627556452e-15,2.4524487702834588e-13,1.3515745944716354e-12,8.2166421042246224e-17,2.8330826601162964e-14,1.4952502971735204e-16,1.1177850236323949e-16,8.1115933710214249e-17,1.6915904944797587e-16,1.5976151541499428e-24,6.6127186459975412e-17,8.4207043261620605e-14,7.7533075121568609e-14,7.1547049219607343e-15,4.6875948959783567e-12,1.2619415196750924e-14,1.6279662295432544e-08
3.099552359524267e-12,0.3624289698340864,76.950000000000003,0.0,0.0,0.0,0.9915035653257519,9.4999991355915636,1.8662218344366779e-05,0.00018893149831311306,0.00018804273052121402,7.6632250471057358e-07,1.5540159196306532e-11,0.00068296381832905618,0.0018932078801631625,8.1471332264434794e-08,3.7196908857443567e-15,3.2131161381261173e-13,7.385680453163685e-10,0.0054544193270926362,2.3544599342796591e-08,3.058352858072681e-16,6.1767996112288201e-17,9.0763293838060652e-15,1.4360138907597525e-18,4.6586360669473441e-08,1.9297927003045819e-07,1.1543355403603052e-08,1.1544904565943743e-08,1.0536765476051912e-12,4.8795151565709538e-13,3.3579292965799113e-11,1.5652696607207401e-08,2.9243284896867249e-12,6.3214286842476213e-13,4.0937111255201108e-21,6.8256093945104442e-13,5.0066317879155563e-13,3.7321251845672711e-21,6.4961866098557338e-05,3.4327978839766597e-18,1.3391784165687295e-18,1.470878915140131e-06,3.8625934452565258e-07,6.7642412393787685e-07,1.5144678167514504e-06,5.835681608297661e-08,3.7310822132057942e-21,3.5659091096188096e-15,5.6083824723007337e-17,5.4604033527178192e-17,4.5983881271264638e-20,7.3042179314035318e-14,1.5042997566624481e-23,4.4167408693489851e-11,2.2959884306451165e-21,7.4355044459046037e-23,4.6112910344705898e-13,6.3200426702301617e-27,7.864089877728604e-27,2.5909452188349183e-30,2.5610451140976447e-12,7.7321467220017667e-15,2.5941922995862327e-13,1.4190463243867716e-12,8.6317510469983835e-17,2.927915344831543e-14,1.5716567235723909e-16,1.1889499835132228e-16,8.4938675118161032e-17,1.7491032270238597e-16,1.6993278068126892e-24,6.9381872289661272e-17,8.8415964860315659e-14,8.2711342174110405e-14,7.5342543141011093e-15,4.7728679284374117e-12,1.3578573236799229e-14,1.6588179851725073e-08
3.1500920687005846e-12,0.3624289697406374,76.950000000000003,0.0,0.0,0.0,0.99136579112582912,9.4999991121699559,1.8965190883563247e-05,0.00019198526502676102,0.00019106970026922979,7.8798149950790883e-07,1.5791342216894473e-11,0.00068287062800371752,0.0019267589853990258,8.2924120469885711e-08,3.8248226323222077e-15,3.3720337406771534e-13,7.6279298063951871e-10,0.0055510950892649225,2.4314140805492172e-08,3.1128890984472197e-16,6.2901782906799245e-17,9.5243281711688633e-15,1.5075195657214228e-18,4.8230541837877407e-08,1.9910862694438237e-07,1.2107400995107453e-08,1.2109028234394564e-08,1.1061458543971135e-12,5.1316656060999091e-13,3.4219417482569969e-11,1.6014394970891263e-08,2.9930783654396907e-12,6.4801042412393215e-13,4.5773831808543066e-21,7.0765997513267638e-13,5.1621028562892598e-13,4.1735349154309379e-21,6.6116506357044675e-05,3.5591631803897152e-18,1.3884430053806077e-18,1.5000506926543873e-06,3.9313665360148966e-07,6.7669148138645966e-07,1.5453716975195359e-06,6.070235800803044e-08,4.1723493937424789e-21,3.7325643390855044e-15,5.983598930729739e-17,5.8280961011361929e-17,4.9900212939040601e-20,7.5379131081247449e-14,1.658384573043333e-23,4.5584042513696802e-11,2.4901160582747517e-21,8.2033684741560532e-23,4.7860635817664777e-13,7.0878185069690383e-27,8.7120323594953522e-27,2.9147157939394836e-30,2.7139277421449655e-12,7.9804909542939256e-15,2.7412488520677927e-13,1.4887002198507076e-12,9.0604476642023419e-17,3.0243129805728913e-14,1.6505936995048044e-16,1.2633137609994855e-16,8.8871313844598203e-17,1.8075536767945548e-16,1.8056123193254791e-24,7.2740292069664675e-17,9.276115905879706e-14,8.8122027363315344e-14,7.9268462558336316e-15,4.8581293157475721e-12,1.4590807428635686e-14,1.6897463857154052e-08
3.2006317778769023e-12,0.36242896964641796,76.950000000000003,0.0,0.0,0.0,0.99122803691151173,9.4999990885439427,1.9268121075205755e-05,0.00019503817974464126,0.00019409550968879988,8.0984452961566719e-07,1.6042455111261666e-11,0.00068277731233725737,0.0019603053323041034,8.4376507867675789e-08,3.9309447577280915e-15,3.5360394086212137e-13,7.8740695329754934e-10,0.005647757616706401,2.5095910566978665e-08,3.1674102928764121e-16,6.4036392726399207e-17,9.9867234866487091e-15,1.5813303239781736e-18,4.9902954137807898e-08,2.0532706569325665e-07,1.2689210409062341e-08,1.269091826602843e-08,1.1602997895212111e-12,5.3922445972565526e-13,3.4859456484481067e-11,1.6379009000240376e-08,3.0623878126132989e-12,6.6402574402424038e-13,5.1089904220630806e-21,7.3320391615966259e-13,5.3200149405833047e-13,4.6587526476881185e-21,6.7271098942909896e-05,3.687770873981552e-18,1.4385812292486752e-18,1.5291551446349059e-06,3.9996763783006662e-07,6.7694065882661747e-07,1.5762415060874892e-06,6.3094665099287468e-08,4.6574078637305752e-21,3.9040487795738623e-15,6.377216586717399e-17,6.2139346175538474e-17,5.4077835893853801e-20,7.7746843792519204e-14,1.8253182636935347e-23,4.7021966049265385e-11,2.697099002419573e-21,9.0360010302255718e-23,4.9641142143413658e-13,7.9339574449769453e-27,9.6357268768535617e-27,3.2727494322766116e-30,2.8728944309913831e-12,8.2325727936011318e-15,2.8937086799251875e-13,1.5605693507827091e-12,9.5029404642484438e-17,3.1222756949613656e-14,1.7321005472541978e-16,1.3409602145998188e-16,9.291493678524623e-17,1.8669410828230708e-16,1.9165885435076392e-24,7.6203992525669356e-17,9.7244691979573386e-14,9.3770281459345975e-14,8.3326879884916203e-15,4.9433790386933443e-12,1.5657953100839741e-14,1.7207514327794708e-08
3.25117148705322e-12,0.3624289695514428,76.950000000000003,0.0,0.0,0.0,0.99109030267936427,9.4999990647167998,1.9571008925435887e-05,0.00019809024270937595,0.00019712016233379851,8.3190832320842076e-07,1.6293497929082128e-11,0.00068268389593787793,0.001993846915368525,8.5828493840549659e-08,4.0380413806539911e-15,3.7052093751597842e-13,8.1240987648715292e-10,0.0057444068935000947,2.5889901774110545e-08,3.2219164182053474e-16,6.5171824989375004e-17,1.0463736230600572e-14,1.6574809634648047e-18,5.1603571205651985e-08,2.1163428924480114e-07,1.3289039525867529e-08,1.3290830579211138e-08,1.2161631280580255e-12,5.6613819733885094e-13,3.5499409493785248e-11,1.6746537844852267e-08,3.1322566661249752e-12,6.8018875023138443e-13,5.6923968777146831e-21,7.5919216172935328e-13,5.4803849422510772e-13,5.1913167526867564e-21,6.8425643203216921e-05,3.8186179343531289e-18,1.4895919080641604e-18,1.5581916109479506e-06,4.067523898301538e-07,6.7717352194929792e-07,1.6070764726441129e-06,6.5533660306783403e-08,5.1897943502975274e-21,4.080425902434849e-15,6.7898196560629791e-17,6.6184984179377829e-17,5.8529522777002662e-20,8.0145139636632172e-14,2.0059350682606416e-23,4.8481131730238338e-11,2.9175606545847707e-21,9.9376804798852427e-23,5.1454370880876041e-13,8.8649855520776648e-27,1.0640598419020944e-26,3.668040662579393e-30,3.0380651770496884e-12,8.4883838929173679e-15,3.0516615652826989e-13,1.6346867128788209e-12,9.959437487542021e-17,3.2218036151395907e-14,1.8162165008368954e-16,1.4219737313395441e-16,9.7070614711205584e-17,1.927264710716029e-16,2.032377086522734e-24,7.9774516861809999e-17,1.0186862504160287e-13,9.9661234283237662e-14,8.7519860624671163e-15,5.0286170817666379e-12,1.6781869170237382e-14,1.7518331282644943e-08
3.301711196229538e-12,0.36242896945572634,76.950000000000003,0.0,0.0,0.0,0.99095258842600709,9.4999990406917423,1.9873854440394168e-05,0.00020114145416339648,0.00020014366170807558,8.5416965829159888e-07,1.6544470776110088e-11,0.00068259039905548132,0.0020273837301811488,8.7280077889264037e-08,4.1460968616647598e-15,3.8796196712702632e-13,8.3780166343695343e-10,0.0058410429068940116,2.6696107576902551e-08,3.2764074557259696e-16,6.6308079190878755e-17,1.0955586993830398e-14,1.7360061905756506e-18,5.3332366694275526e-08,2.1803000154539001e-07,1.3907143372704892e-08,1.3909020238963963e-08,1.2737605624799446e-12,5.9392071449221782e-13,3.6139276118874972e-11,1.7116980660551518e-08,3.202684762416778e-12,6.9649936600688304e-13,6.3317084042357433e-21,7.8562411954000887e-13,5.6432298651017305e-13,5.7749877276086263e-21,6.958013852230148e-05,3.9517013739818065e-18,1.5414738784155504e-18,1.5871595199114259e-06,4.1349102681496533e-07,6.7739173940211191e-07,1.6378759152207963e-06,6.8019265493842949e-08,5.7732675747417904e-21,4.26175945598397e-15,7.2220010300673549e-17,7.0423756642521565e-17,6.3268449866995229e-20,8.2573846591138357e-14,2.201108413933529e-23,4.996149209365663e-11,3.1521439199245166e-21,1.0912892078800125e-22,5.3300262519171653e-13,9.8878536949093188e-27,1.1732368582256153e-26,4.1037926406961967e-30,3.2095597769906176e-12,8.7479159240044302e-15,3.2151968245485853e-13,1.7110852277809259e-12,1.0430146307555646e-16,3.3228968679576934e-14,1.9029807062063204e-16,1.5064392109340128e-16,1.0133940251080751e-16,1.9885238518698846e-16,2.1530992882592807e-24,8.3453404768934206e-17,1.0663501497093461e-13,1.0579999431392577e-13,9.1849463394980945e-15,5.1138434325105458e-12,1.7964437764971303e-14,1.7829914742416167e-08
3.3522509054058556e-12,0.36242896935928287,76.950000000000003,0.0,0.0,0.0,0.99081489414810475,9.4999990164719499,2.0176657626220096e-05,0.00020419181434896312,0.00020316601126621695,8.7662536194326731e-07,1.6795373551588396e-11,0.00068249683835342899,0.0020609157732349812,8.873125961355958e-08,4.2550957995470061e-15,4.0593461250625909e-13,8.6358222740680453e-10,0.0059376656467406514,2.7514521128527341e-08,3.3308833903603239e-16,6.7445154905222357e-17,1.1462496057973888e-14,1.8169406198533843e-18,5.5089314273888512e-08,2.2451390751547993e-07,1.4543776126347591e-08,1.4545741459773304e-08,1.3331167029236319e-12,6.2258490907955169e-13,3.6779056039199332e-11,1.7490336608332178e-08,3.2736719391944464e-12,7.1295751566266489e-13,7.031283547039716e-21,8.1249920567099e-13,5.8085668020296637e-13,6.4137582253796561e-21,7.0734584315420218e-05,4.0870182476186791e-18,1.5942259933536348e-18,1.6160583788979706e-06,4.2018368774180554e-07,6.7759680346150741e-07,1.6686392303957732e-06,7.0551401566636289e-08,6.4118182742488666e-21,4.4481134674998716e-15,7.6743622524180119e-17,7.4861631408022003e-17,6.8308203007306417e-20,8.5032798230524562e-14,2.4117520663438565e-23,5.1462999782350676e-11,3.401511499093659e-21,1.1966334424319838e-22,5.5178756577364787e-13,1.1009957697701717e-26,1.291706700375159e-26,4.5834281303135914e-30,3.387497825121849e-12,9.0111605772091586e-15,3.3844033126736237e-13,1.789797743243836e-12,1.0915274031889938e-16,3.4255555801522226e-14,1.9924322214546e-16,1.594442050296635e-16,1.0572233942814609e-16,2.0507178227074607e-16,2.2788771991894581e-24,8.7242192432762119e-17,1.115459138112254e-13,1.1219164834938425e-13,9.6317739949458818e-15,5.1990580809790194e-12,1.9207563852267952e-14,1.8142264728546742e-08
3.453330323758491e-12,0.3624289691642707,76.950000000000003,0.0,0.0,0.0,0.99053956550550826,9.4999989674606091,2.0782137035027814e-05,0.00021028998188300666,0.00020920727451056846,9.2210742418734004e-07,1.7296969123219709e-11,0.00068230957763434333,0.0021279655336959528,9.1632414895898122e-08,4.4758636104144189e-15,4.4350498007021126e-13,9.1630933959847936e-10,0.006130871275738292,2.9187944106742511e-08,3.4397899062635985e-16,6.9721769475265297e-17,1.2522368671958025e-14,1.9861750823194105e-18,5.8687560477454911e-08,2.3774512498935808e-07,1.5873640825829216e-08,1.5875791206566304e-08,1.4572031323668007e-12,6.8260970724036227e-13,3.8058354771429456e-11,1.824578456525815e-08,3.4173228901886269e-12,7.4631611863134288e-13,8.6299903063127839e-21,8.6757646836947885e-13,6.1467854682084323e-13,7.8737920067702529e-21,7.3043325111387232e-05,4.3643407235279062e-18,1.7023361500376845e-18,1.6736473243189273e-06,4.3343173161476091e-07,6.7797266316279005e-07,1.7300554107107585e-06,7.5754945860657345e-08,7.8713379008071177e-21,4.8361403760784964e-15,8.6420735395361762e-17,8.4358988909625451e-17,7.9346614036524272e-20,9.0040796750516443e-14,2.8833140777481862e-23,5.4529268229358794e-11,3.9473510613284499e-21,1.43278120421443e-22,5.9033305702223481e-13,1.3583808161621602e-26,1.5590978517549609e-26,5.6892084365636691e-30,3.763181618511432e-12,9.5487546031263058e-15,3.74018311263274e-13,1.954295798421608e-12,1.192961230081585e-16,3.6355698900587213e-14,2.1795529758370707e-16,1.7814037921111282e-16,1.1483474077133971e-16,2.1779076398836578e-16,2.5460917750143833e-24,9.5155594295828952e-17,1.2180942304941311e-13,1.2575387563648103e-13,1.0567848724223593e-14,5.3694522414629997e-12,2.1883220379147038e-14,1.8769264364979147e-08
3.544301800275863e-12,0.362428968986411,76.950000000000003,0.0,0.0,0.0,0.99029183801044307,9.4999989227152515,2.1326923798892863e-05,0.00021577542375289879,0.0002146405127332725,9.6367516854285336e-07,1.7748165885490371e-11,0.00068214093863313999,0.0021882939769389698,9.4242076200120046e-08,4.6776315075441111e-15,4.7921209040411292e-13,9.6509248841986702e-10,0.0063047108831777296,3.073570666535298e-08,3.5377540249325109e-16,7.1773529003070066e-17,1.3529956962307491e-14,2.1470709336536939e-18,6.2021998448968706e-08,2.4995190261200788e-07,1.7136420504996481e-08,1.7138746881623368e-08,1.5751409061360609e-12,7.3977587566061221e-13,3.920942494320809e-11,1.8935642299428817e-08,3.5485191922454817e-12,7.768426865284501e-13,1.0324227877200356e-20,9.1865581295962389e-13,6.4598778624203882e-13,9.4214411444366196e-21,7.5121017050836506e-05,4.6215405927964176e-18,1.8026000077644358e-18,1.7252376222502513e-06,4.4519948779628925e-07,6.7827792613069031e-07,1.7852016963556912e-06,8.0596462123227674e-08,9.4184265021265547e-21,5.2031826384848031e-15,9.5882397970011701e-17,9.3649166906758399e-17,9.0454896418572108e-20,9.4649870804006824e-14,3.3706626020380391e-23,5.7360760724870761e-11,4.496232447167167e-21,1.6772428902524691e-22,6.2613276658159637e-13,1.6323713832338118e-26,1.8382529604891689e-26,6.8737374531426064e-30,4.1245291766292186e-12,1.0045203405308427e-14,4.0806626249981937e-13,2.1105859516891443e-12,1.289389759746249e-16,3.8299379150789919e-14,2.3575422934345721e-16,1.9626334827718369e-16,1.2343640559901208e-16,2.2955692218781198e-16,2.8051136217110666e-24,1.0266885267338974e-16,1.3156129243769887e-13,1.3887535523875843e-13,1.1459786760785434e-14,5.5227669016211198e-12,2.4517983228455888e-14,1.933618576255866e-08
3.635273276793235e-12,0.3624289688064075,76.950000000000003,0.0,0.0,0.0,0.99004417518534427,9.4999988773861297,2.1871573511804593e-05,0.00022125811127426476,0.00022007007710371461,1.0058254869347071e-06,1.8199135965750733e-11,0.0006819722446327369,0.0022486069322089942,9.6850430830360462e-08,4.882227194592182e-15,5.1675863141341273e-13,1.0151339271669404e-09,0.0064785074044768466,3.2322915992435503e-08,3.6356690922878421e-16,7.3827945861634553e-17,1.4589745876677188e-14,2.3163067024502136e-18,6.5447240569972997e-08,2.624398826930312e-07,1.8463148225207005e-08,1.8465659778290793e-08,1.6991558895923686e-12,7.9999730987413846e-13,4.036021134303442e-11,1.9634925691866305e-08,3.6815244296601901e-12,8.0784612705517882e-13,1.2294265359712309e-20,9.7116218201618162e-13,6.781313151554799e-13,1.1221437651774582e-20,7.7198540383378888e-05,4.8859328493229137e-18,1.9056660230657377e-18,1.7765993490855399e-06,4.5682119381137442e-07,6.7855748643292203e-07,1.840224342352029e-06,8.558747566595783e-08,1.1217753905605598e-20,5.5874998071415264e-15,1.0609536976106241e-16,1.0368116400500441e-16,1.0276848466398304e-19,9.9354586137516147e-14,3.9243140090551489e-23,6.0260038779721361e-11,5.1042556992576429e-21,1.9554038763868028e-22,6.6297903429376284e-13,1.9522764147789269e-26,2.1584286729368024e-26,8.2649649530954704e-30,4.5086039725909474e-12,1.0553552700886426e-14,4.4408781292877377e-13,2.2748809553032373e-12,1.3908099898280254e-16,4.0293800118041393e-14,2.5448419315665638e-16,2.1566734673293231e-16,1.3242338539036579e-16,2.4162500888054968e-16,3.0824443300051841e-24,1.1056191766221156e-16,1.4181307115831157e-13,1.5289430414582779e-13,1.2399814858050608e-14,5.6760435668913582e-12,2.7379583892596318e-14,1.9905591001565279e-08
3.726244753310607e-12,0.3624289686243357,76.950000000000003,0.0,0.0,0.0,0.98979657701162171,9.4999988314900676,2.2416086209532521e-05,0.0002267380458553965,0.00022549598608377733,1.0485415534675877e-06,1.8649879784250352e-11,0.00068180352516559952,0.0023089043961051579,9.9457478431804852e-08,5.089568999326307e-15,5.5618808691055029e-13,1.066433151024622e-09,0.0066522608295750017,3.3949532271212359e-08,3.7335350951569655e-16,7.5885019025036301e-17,1.5703008968090904e-14,2.49408091199297e-18,6.896313398094912e-08,2.7520737896186505e-07,1.9855275961514439e-08,1.9857982087058102e-08,1.8293886673703964e-12,8.6334768884519776e-13,4.1510713450131538e-11,2.0343629951051989e-08,3.8163376805729833e-12,8.3932602779490854e-13,1.4576200111461496e-20,1.0250924565590653e-12,7.1111929377084653e-13,1.330688589694171e-20,7.9275892311235117e-05,5.1575017613565903e-18,2.0115280695929622e-18,1.8277315660364487e-06,4.6829816651293255e-07,6.7881571102961237e-07,1.8951217552935464e-06,9.0727503318008952e-08,1.3302407030444765e-20,5.9894754906988476e-15,1.1709783068966423e-16,1.1449287097343132e-16,1.1638219546976379e-19,1.0415415132202323e-13,4.551212448083871e-23,6.3226829900426315e-11,5.7760382709250823e-21,2.2708641947545064e-22,7.0086808667191459e-13,2.3243064750585032e-26,2.5244158664680911e-26,9.8923903418411184e-30,4.9160959177847023e-12,1.1073754676429926e-14,4.8213316679020263e-13,2.4473697271441904e-12,1.4973410345379981e-16,4.233896936462392e-14,2.7416765258694382e-16,2.3640378330989895e-16,1.4180120560454009e-16,2.5399470661951256e-16,3.3788186401173752e-24,1.1884362260057867e-16,1.5257655877065901e-13,1.6783957570070592e-13,1.3389105076955392e-14,5.8292822266237596e-12,3.0479910555514723e-14,2.0477480156671177e-08
3.8172162298279786e-12,0.3624289684402694,76.950000000000003,0.0,0.0,0.0,0.98954904347080208,9.4999987850434326,2.2960461927835907e-05,0.00023221522890355824,0.00023091825767493932,1.0918070007807652e-06,1.9100397316719408e-11,0.00068163480082878087,0.0023691863674783001,1.0206321893133659e-07,5.2995774752918546e-15,5.9754372519663223e-13,1.1189896554640559e-09,0.0068259711548977848,3.5615515717906275e-08,3.8313520307213072e-16,7.7944747659688039e-17,1.6871016573970305e-14,2.6805911086312657e-18,7.2569526035922821e-08,2.8825271502246941e-07,2.1314246981376999e-08,2.131715728952758e-08,1.9659789810766339e-12,9.2990024977937709e-13,4.2660930922985813e-11,2.1061750300132953e-08,3.9529580266243442e-12,8.7128198302190875e-13,1.7209754030889621e-20,1.0804435954664554e-12,7.4496190878079289e-13,1.5714226167912317e-20,8.1353070128495518e-05,5.4362319899160999e-18,2.1201801739360988e-18,1.8786336891653857e-06,4.7963180742542548e-07,6.7905616636599532e-07,1.9498926963656365e-06,9.6016058387774545e-08,1.5708806458135083e-20,6.4094962562391108e-15,1.2892885035769371e-16,1.2612306466943753e-16,1.3139561176100849e-19,1.0904782031484444e-13,5.2588218740732421e-23,6.6260862632213566e-11,6.5164275841021943e-21,2.6275024995390301e-22,7.3979610401396795e-13,2.7553219145903752e-26,2.9414294646194576e-26,1.1788839527174527e-29,5.3476926774002105e-12,1.1605761700817907e-14,5.222520745729247e-13,2.6282404222361844e-12,1.6091015271323476e-16,4.4434894561646714e-14,2.9482698050067942e-16,2.5852447597312914e-16,1.5157524539157518e-16,2.6666571887600015e-16,3.6949771409274076e-24,1.2752276465304824e-16,1.6386350648548717e-13,1.837397824502674e-13,1.4428822451334428e-14,5.9824828764221563e-12,3.3831063008986764e-14,2.1051853275668545e-08
3.90818770634535e-12,0.3624289682542808,76.950000000000003,0.0,0.0,0.0,0.98930157454449508,9.4999987380621498,2.3504700702463833e-05,0.00023768966182506604,0.00023633690943079415,1.1356059075587119e-06,1.9550688375596637e-11,0.00068146608602349284,0.0024294528467402603,1.0466765245898617e-07,5.5121753411374802e-15,6.4086859895164266e-13,1.1728029362349218e-09,0.0069996383813673369,3.7320826581710059e-08,3.9291199037231754e-16,8.0007131076391551e-17,1.8095035823164393e-14,2.876033861090485e-18,7.6266264305276479e-08,3.0157422427343631e-07,2.2841495895598579e-08,2.2844620209362955e-08,2.1090657342285095e-12,9.9972779072043663e-13,4.3810863544810034e-11,2.1789281973104303e-08,4.0913845520144619e-12,9.0371359318697338e-13,2.0238530857708711e-20,1.1372126331090473e-12,7.7966936402617568e-13,1.8483472979928071e-20,8.3430071199452183e-05,5.7221085768610001e-18,2.2316165109778467e-18,1.9293054230787264e-06,4.9082358282939044e-07,6.7928176580276936e-07,2.0045362157378659e-06,1.014526515708843e-07,1.847694451586578e-20,6.8479516150989516e-15,1.4162838362006849e-16,1.3861140350630052e-16,1.4791319170118077e-19,1.1403488973910379e-13,6.0551499562380553e-23,6.936186654654572e-11,7.330506197577394e-21,3.0294898010198777e-22,7.797592291729342e-13,3.2528818429697833e-26,3.4151347157187139e-26,1.399074559052755e-29,5.8040796561290495e-12,1.214952632302659e-14,5.6449383952970861e-13,2.8176804356661697e-12,1.7262096217590839e-16,4.6581583512755386e-14,3.1648445941657371e-16,2.8208162775354437e-16,1.6175074156953413e-16,2.7963776894391527e-16,4.0316659245738979e-24,1.3660810495190052e-16,1.756856173489507e-13,2.0062329540340426e-13,1.5520125029254543e-14,6.1356455162260559e-12,3.7445346351059529e-14,2.1628710376749172e-08
3.999159182862722e-12,0.36242896806643976,76.950000000000003,0.0,0.0,0.0,0.98905417021436837,9.4999986905617018,2.4048802569155212e-05,0.00024316134602534619,0.00024175195846922303,1.1799227863865301e-06,2.0000753513717903e-11,0.00068129739089590915,0.0024897038353745488,1.0727077929045865e-07,5.7272874215373721e-15,6.862055452982936e-13,1.2278724893583799e-09,0.0071732625129927998,3.9065425144757374e-08,4.0268387247251181e-16,8.2072168714238753e-17,1.9376330642955981e-14,3.0806047605840027e-18,8.0053196577648272e-08,3.1517024982931851e-07,2.44384487088533e-08,2.4441797062821535e-08,2.2587869971529382e-12,1.0729026731256048e-12,4.4960511184779576e-11,2.2526220212092405e-08,4.2316163428340661e-12,9.366204645069128e-13,2.3710284519153647e-20,1.195396677028366e-12,8.1525187288407498e-13,2.1658463763204623e-20,8.5506892943406409e-05,6.015116933183834e-18,2.3458313993341073e-18,1.9797467067713553e-06,5.0187500755053286e-07,6.7949489020151529e-07,2.0590515989762303e-06,1.0703679169096058e-07,2.1650633724139379e-20,7.3052340032748904e-15,1.5523726615684214e-16,1.519984229202508e-16,1.6604437708942529e-19,1.1911469632331119e-13,6.9487724023454951e-23,7.2529572229956255e-11,8.2235969431138879e-21,3.481303508055725e-22,8.2075357505496324e-13,3.825295462398792e-26,3.9516744656801607e-26,1.653844589118906e-29,6.2859399876740474e-12,1.2705001270233591e-14,6.0890732393804211e-13,3.0158764054686686e-12,1.8487829952823346e-16,4.8779044176126472e-14,3.3916228185088823e-16,3.071278035095352e-16,1.7233279250031478e-16,2.9291059890639409e-16,4.3896362543352133e-24,1.461083687367493e-16,1.8805454642459707e-13,2.1851824392408162e-13,1.6664163914008261e-14,6.2887701489518088e-12,4.1335264821180667e-14,2.2208051446849421e-08
