Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26)
1.5210875888304642e-22,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999999957656,9.5,9.197770099034859e-16,9.3554606848918486e-15,9.3552113629761464e-15,3.3125505991005571e-27,3.3126266489090293e-27,4.0378161480958959e-13,3.9832122185492065e-23,1.5673395783447203e-27,7.1831650142146213e-40,2.206749186454378e-44,2.377680483494393e-30,1.1474229094400827e-22,7.6520300377151485e-29,6.797006652489948e-40,5.0715912493633418e-44,2.5009840717172681e-45,4.0404284158588393e-58,6.0346342580948378e-38,6.6326274937409863e-28,3.2846517547794773e-39,3.2846517547799902e-39,4.4037090944601158e-52,7.2348837614009323e-53,3.3231009201435866e-40,2.2905199434275231e-28,6.5797511918136446e-41,5.4049590955523097e-42,3.247356387950711e-92,5.5261404016339334e-52,1.3622988743491332e-42,2.9407584291230563e-92,1.3633360582225381e-24,7.5773143811752732e-65,7.5773140633236458e-65,7.5797140666224553e-36,2.2168565757339173e-36,8.9614308251075747e-26,7.5790448973177191e-36,1.8904055839233718e-47,2.9407584291228955e-92,8.0410414641914549e-55,4.0404284315738257e-58,1.571500684418296e-66,1.6728791181603081e-79,1.2046798407681003e-43,8.6625328482227606e-93,1.4976220601612384e-31,2.1173373335535295e-72,4.0873418277556432e-92,3.2856971193040428e-43,6.1732124741910288e-106,1.7036352259499511e-97,5.0719683480142794e-110,7.5486270147630401e-62,5.5538470383833876e-43,1.0674550128101831e-62,4.0018319576446061e-43,5.6698182307404209e-56,9.4602509035602352e-35,5.3652274598534968e-56,4.4072844275131245e-57,2.8718321107372178e-47,7.0165616321191993e-46,4.8673658022600646e-68,7.9838870455776154e-47,5.0128847029653174e-49,8.0262722056429832e-73,9.818714914124817e-55,3.9841519956189968e-40,6.8625357560502991e-74,2.4932191684114607e-19
3.043496713359304e-22,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999999915279,9.5,1.8403531310226988e-15,1.8719049485041233e-14,1.8718550624598368e-14,1.3258835152045971e-26,1.3259090604783917e-26,8.0791403869871208e-13,1.5943229419469179e-22,6.2734429162963134e-27,5.7506598505918638e-39,1.7667414720369743e-43,9.516918348186048e-30,4.5926819066198871e-22,3.0628061916623906e-28,5.4411513807708541e-39,4.0603565766635441e-43,2.0023079627624875e-44,6.4699510059892142e-57,4.8313767209321049e-37,2.6547795100919296e-27,2.6297186126952831e-38,2.6297186126961063e-38,7.0516721538308729e-51,1.1585240375572072e-51,2.660501321818257e-39,9.1680490381306522e-28,5.2678017149812923e-40,4.3272537193621444e-41,4.1650572068863323e-90,8.8490246681498265e-51,1.0906674350255015e-41,3.7718148628202523e-90,5.4568971873645547e-24,2.4267808203014584e-63,2.4267806167025063e-63,6.0683800409154669e-35,1.7748332033917709e-35,3.5869077444154265e-25,6.067844298600013e-35,3.0271119506841282e-46,3.7718148628198407e-90,1.2876143045739061e-53,6.4699510563194934e-57,5.0330346535285707e-65,1.0715582621654762e-77,9.6447636920469229e-43,1.1097599891881041e-90,5.9943911563165093e-31,6.7811820379336818e-71,5.2363073273038202e-90,2.6305555395748198e-42,1.5817100022626108e-103,2.1825328267654435e-95,1.299548122820528e-107,2.4175932044643294e-60,4.4464545197275726e-42,3.4187302933053764e-61,3.2038988512387075e-42,9.0790963807855791e-55,3.7865657739258296e-34,8.591354305068843e-55,7.0573973541901071e-56,2.2992118853823182e-46,5.6175156684858412e-45,1.5576841741507884e-66,6.3919641465287684e-46,4.017303889197764e-48,5.1412062313212302e-71,1.5722736704251152e-53,3.189744118749267e-39,4.3957781012310997e-72,4.9886044742151589e-19
6.088314962416984e-22,0.36242897329995744,76.950000000000003,0.0,0.0,0.0,0.99999999999830524,9.5,3.6815053732595553e-15,3.7446227085278822e-14,3.7445229147787166e-14,5.3052611037861216e-26,5.30532415005845e-26,1.6161788855271089e-12,6.3793684653050961e-22,2.5101943187744969e-26,4.6018917918859167e-38,1.4139302599240607e-42,3.8080069753266405e-29,1.8376709859353048e-21,1.2255214256433013e-27,4.3536358192860495e-38,3.2495190186026509e-42,1.6024549124826679e-43,1.0356136108916685e-55,3.8665697283289556e-36,1.0622576050700329e-26,2.1045741153054577e-37,2.1045741153067748e-37,1.1287267795697135e-49,1.854392943752887e-50,2.1292096350453678e-38,3.6684138066797091e-27,4.2158423502554788e-39,3.463118110471685e-40,5.3366821676021956e-88,1.4164202345643968e-49,8.7286542333441774e-41,4.8328212838666819e-88,2.1834696672542996e-23,7.7689643977912094e-62,7.7689630942012829e-62,4.856548332463239e-34,1.4204059693179432e-34,1.435230312614767e-24,4.8561195758069229e-34,4.845350513879966e-45,4.8328212838656266e-88,2.0610214403790285e-52,1.0356136270041333e-55,1.6112486399743138e-63,6.8609044789701252e-76,7.7187421889958543e-42,1.4211048270457312e-88,2.3985372680881434e-30,2.1708911564971234e-69,6.7053612414826158e-88,2.105243910581627e-41,4.05092912243177e-101,2.7948457619119343e-93,3.3282830162968847e-105,7.7395520830751175e-59,3.5585148436412674e-41,1.0944538191824511e-59,2.5640928112122634e-41,1.453246687960796e-53,1.5151195325742434e-33,1.3751761951133995e-53,1.1296431874106277e-54,1.8400682856135206e-45,4.4957198011695109e-44,4.9791254766342477e-65,5.1155139095099809e-45,3.2213833768990695e-47,3.2917782074286821e-69,2.5166618092726508e-52,2.5527647029885891e-38,2.8145003158582391e-70,9.9793750987822651e-19
1.2177951460532343e-21,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999999661016,9.5,7.3638098577269905e-15,7.4900582285509282e-14,7.4898586193942227e-14,2.1224498991405866e-25,2.1224437828237904e-25,3.2327085753845076e-12,2.5521627822219731e-21,1.0042411803272084e-25,3.681598523414402e-37,1.1313590924525441e-41,1.5234507526786003e-28,7.3518805533505095e-21,4.9028837141773974e-27,3.4820684401779586e-37,2.6001085015819323e-41,1.2822073989248799e-42,1.6573190101621025e-54,3.0938432458997938e-35,4.2497221208001118e-26,1.6839790506004991e-36,1.6839790506026062e-36,1.8063303195678627e-48,2.967632443608582e-49,1.7036912045047846e-37,1.4676043936240648e-26,3.3733143913157071e-38,2.7710206478787525e-39,6.8344170377859699e-86,2.266733514674991e-48,6.9842495618734532e-40,6.1891480672619553e-86,8.7353004473478059e-23,2.4865910646075794e-60,2.4865902301320932e-60,3.8859765377065657e-33,1.1365405824811994e-33,5.741855804140732e-24,3.8856334672689111e-33,7.7541383184845177e-44,6.1891480672592521e-86,3.2983053099133156e-51,1.6573190617328331e-54,5.1570799843585636e-62,4.3919172087011317e-74,6.1761664896518993e-41,1.8194059825792461e-86,9.5957109056679316e-30,6.9483127712640319e-68,8.5847110827676111e-86,1.6845149876479773e-40,1.0372621060023326e-98,3.5781732798610634e-91,8.5222480050546674e-103,2.477177414760169e-57,2.8473523129855887e-40,3.5029886127258486e-58,2.0516638242436106e-40,2.3256678170524221e-52,6.0614647166575918e-33,2.2007296215493074e-52,1.8077968798532821e-53,1.472334199003426e-44,3.597258879859093e-43,1.5888372935499734e-63,4.0931882632387408e-44,2.5877089812317018e-46,2.1071881628235061e-67,4.0274782439134874e-51,2.0425995840108628e-37,1.8016650512552381e-68,1.9960916399755345e-18
2.435722445676306e-21,0.36242897329995744,76.950000000000003,0.0,0.0,0.0,0.99999999999321987,9.5,1.4728418826636748e-14,1.4980929268499125e-13,1.4980530028536197e-13,8.4904905596367413e-25,8.4902153708904478e-25,6.4657679399017317e-12,1.0209481959685452e-20,4.0172916429016117e-25,2.9445763022371318e-36,9.05173246033357e-41,6.0942989712793572e-28,2.9409915543808433e-20,1.9613130993440859e-26,2.783519335267363e-36,2.0802836223220627e-40,1.0258633171319126e-41,2.6519801999343378e-53,2.4753096024456747e-34,1.7000271982208243e-25,1.3473111574450601e-35,1.3473111574484315e-35,2.8904225023354383e-47,4.7486949445959866e-48,1.3630823701109515e-36,5.8708953395661715e-26,2.6989077175736913e-37,2.2170269935199437e-38,8.7502713653764831e-84,3.6271425626681934e-47,5.587930161171255e-39,7.9241177133595203e-84,3.4944045478166465e-22,7.9579261319920224e-59,7.9579207907825105e-59,3.1090764010811693e-32,9.0931879525484004e-33,2.2969292383993563e-23,3.1088019187198578e-32,1.2407883428019678e-42,7.9241177133525975e-84,5.2778253528752596e-50,2.6519803649780244e-53,1.6504390898596089e-60,2.8111272870871211e-72,4.9414023271887212e-40,2.3290904163997371e-84,3.8385967509615091e-29,2.2236939105524291e-66,1.0989613370084194e-83,1.3477399462912621e-39,2.6556780375907384e-96,4.5805553552117208e-89,2.1819314833071416e-100,7.9278010130281659e-56,2.2780977789706341e-39,1.1210741906640254e-56,1.6414869060638133e-39,3.7214469986766732e-51,2.424783217849827e-32,3.5215255833002568e-51,2.8927692675400846e-52,1.1779791991206469e-43,2.8780803269217522e-42,5.054252002974296e-62,3.2748613902906963e-43,2.0865458253841726e-45,1.3487444737133414e-65,6.4446207369692612e-50,1.6342347733134129e-36,1.1531887975962257e-66,3.9923999209056922e-18
4.87157704492245e-21,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.9999999999864394,9.5,2.9457636764355816e-14,2.9962671348003967e-13,2.996187284646405e-13,3.3963344202834287e-24,3.3960237715378398e-24,1.293188660814588e-11,4.0839589394944555e-20,1.606982037948417e-24,2.3542028396381611e-35,7.2417300202351676e-40,2.4378187842768882e-27,1.1764444853246009e-19,7.845571635975195e-26,2.223090719501221e-35,1.664304806945983e-39,8.2072961500261487e-41,4.2433840446178423e-52,1.9803416817900958e-33,6.8003855020931636e-25,1.0779000954071068e-34,1.0779000954125018e-34,4.6249111362649853e-46,7.5982983240493319e-47,1.0905176520089016e-35,2.3484536835560952e-25,2.1592286176684338e-36,1.7737057716895916e-37,1.1201766802101266e-81,5.8037232114749897e-46,4.4705563208127261e-38,1.0144156110465667e-81,1.3978186892953352e-21,2.5466690835953497e-57,2.5466656650439211e-57,2.4873791806402726e-31,7.2748956533512386e-32,9.1880907419565533e-23,2.4871595844048115e-31,1.9853623127691556e-41,1.0144156110447942e-81,8.444950031720677e-49,4.2433845727853864e-52,5.2816825561775351e-59,1.7992175099970696e-70,3.9533095099115573e-39,2.9813961504368598e-82,1.5355011801762279e-28,7.116194792733856e-65,1.4067462031534987e-81,1.0782431403654309e-38,6.798903041154344e-94,5.8634273596636844e-87,5.5860466641735254e-98,2.537029644358963e-54,1.8225641676281209e-38,3.5876259340059037e-55,1.313251866706357e-38,5.9546178535847714e-50,9.6995275467226521e-32,5.6347274275785329e-50,4.6286662476992166e-51,9.4242809727824989e-43,2.3025735218297463e-41,1.5982308986004099e-60,2.6200132583288863e-42,1.6952084425420797e-44,8.6324255503926807e-64,1.0311917603575416e-48,1.3074498018190472e-35,7.3808024090129047e-65,7.9850165657081775e-18
9.743286243414736e-21,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999997287847,9.5,5.8916072639392164e-14,5.9926155505447552e-13,5.9924558480895294e-13,1.3585614070058292e-23,1.3582767132313163e-23,2.586412370147297e-11,1.6336167943487066e-19,6.4280588688261805e-24,1.8808997161633863e-34,5.7935218731537907e-39,9.751473533131838e-27,4.7058736322251298e-19,3.1382925031553614e-25,1.7724164106888615e-34,1.3314736923527418e-38,6.5659927696814676e-40,6.7895866864027595e-51,1.5843109344053299e-32,2.7202095433092826e-24,8.6234054454435927e-34,8.6234054455299166e-34,7.4000456900673005e-45,1.2157586332690315e-45,8.7243480941199612e-35,9.3940057635919746e-25,1.7274238027959007e-35,1.4189982606642463e-36,1.4339170024315812e-79,9.2861930473599506e-45,3.5765298970627659e-37,1.2985342562209961e-79,5.5913884544881139e-21,8.1495480296820255e-56,8.1495261504355592e-56,1.9899505458476312e-30,5.8200545721561929e-31,3.675311009034764e-22,1.9897748648143789e-30,3.1766604376349646e-40,1.2985342562164588e-79,1.3512263490338643e-47,6.7895883765832057e-51,1.6901827237545362e-57,1.1515298809560516e-68,3.1627226435189255e-38,3.8162895401230214e-80,6.1421296811379731e-28,2.2772423073416523e-63,1.8006834889565411e-79,8.6261498317926742e-38,1.7405660978371223e-91,7.5053911429953717e-85,1.4300665982421761e-95,8.1187080889623872e-53,1.458085022244593e-37,1.1480704483152719e-53,1.0506264305461348e-37,9.5276301977377478e-49,3.8798899542767917e-31,9.0157928479333849e-49,7.406054328837644e-50,7.5396037289340986e-42,1.8421024671333287e-40,4.9957447528120846e-59,2.0960599905482433e-41,1.3976279495992149e-43,5.5248997596564927e-62,1.6499487572340326e-47,1.0459845352440102e-34,4.72383959535592e-63,1.5970250187081829e-17
1.948670464039931e-20,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999994575661,9.5,1.1783294438785768e-13,1.1985312381407114e-12,1.1984992974406002e-12,5.434300899217801e-23,5.4318790698312849e-23,5.1728596915482417e-11,6.5345335097699023e-19,2.5712496536734745e-23,1.5007414341052533e-33,4.6348730140519059e-38,3.9006290935802462e-26,1.882368560908068e-18,1.2553297710559606e-24,1.4082889532484671e-33,1.0651887844856614e-37,5.2528565569382068e-39,1.0863475287943732e-49,1.2674637641714333e-31,1.0880948856324922e-23,6.8988062285894716e-33,6.8988062287275898e-33,1.1840222636592292e-43,1.9452384945678345e-44,6.9795609857628997e-34,3.7576404560553113e-24,1.3819552941161244e-34,1.13521202069825e-35,1.8354719096238784e-77,1.4858097006488122e-43,2.861257792501238e-36,1.6621765047324132e-77,2.2365780854145435e-20,2.6078850285763282e-54,2.6078710257572792e-54,1.5919792793269042e-29,4.6560987650708333e-30,1.4701393087967819e-21,1.5918387330323932e-29,5.08272117341387e-39,1.662176504720797e-77,2.1619895877080374e-46,1.0863480696591467e-49,5.408655026057265e-56,7.3698886136765719e-67,2.5302080883652399e-37,4.8849156715529207e-78,2.4568768636644403e-27,7.2872718999763124e-62,2.3049055651855896e-77,6.9010017021905898e-37,4.4559087958082195e-89,9.607035277791012e-83,3.6610198969748095e-93,2.5980206462163397e-51,1.1664803883393474e-36,3.6738735759822009e-52,8.4051111907932479e-37,1.5244400024655673e-47,1.5519717682630439e-30,1.4425450966520496e-47,1.1849837565969649e-48,6.0317545547900383e-41,1.4736993448240265e-39,1.527693317115625e-57,1.6768673048477305e-40,1.1844027027249024e-42,3.5359829000594048e-60,2.6399515179093458e-46,8.3679734561692322e-34,3.0232975967340653e-61,3.1940718756903773e-17
3.8973541434368463e-20,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999989151278,9.5,2.3566668787836011e-13,2.3970706040627072e-12,2.3970067224759822e-12,2.1737314083096458e-22,2.1717369106801914e-22,1.0345753945292256e-10,2.6138265861873892e-18,1.028505052725229e-22,1.1942553749741041e-32,3.7079212128132401e-37,1.5602595741481197e-25,7.5295122171365975e-18,5.0213446233420037e-24,1.1114820875427549e-32,8.5215158664044588e-37,4.2023101829876882e-38,1.7381665943049521e-48,1.0139769874074319e-30,4.3524016769728705e-23,5.5190777292108239e-32,5.5190777294318174e-32,1.8944473389489345e-42,3.112401207941137e-43,5.5836814060446882e-33,1.5030637681036674e-23,1.1055705572020555e-33,9.0817490892043724e-35,4.1127660349616982e-75,2.377310379794995e-42,2.2890196852042564e-35,3.7244607438965637e-75,8.9463574607427359e-20,8.3452574317288558e-53,8.3451678141849729e-53,1.2735908995512991e-28,3.7249008740514065e-29,5.8805867464806759e-21,1.2734784621686294e-28,8.1324050801920195e-38,3.7244607438445926e-75,3.4592051356153545e-45,1.7381683250831066e-48,1.7307804865922439e-54,4.7167588687564801e-65,2.0241783944537087e-36,6.252732366777142e-76,9.8275574285003865e-27,2.3319428072491103e-60,2.9502981451777268e-75,5.5208340200582787e-36,1.1407200368381295e-86,1.2297101483203369e-80,9.3722738170024374e-91,8.3137201822268098e-50,9.3318749109668991e-36,1.1756471839420244e-50,6.7241288456597987e-36,2.4391188286173263e-46,6.2079186406515482e-30,2.3080865030394102e-46,1.895986052948793e-47,4.8254322573263872e-40,1.1789662819785897e-38,4.4896597537094735e-56,1.3415008626395483e-39,1.0535873427535342e-41,2.2630439632597847e-58,4.2239490844357882e-45,6.6944150712672616e-33,1.934923238710674e-59,6.3881661204845896e-17
7.794721502230676e-20,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999978302512,9.5,4.7133417483365022e-13,4.7941493349053309e-12,4.7940215716350974e-12,8.6949476852147419e-22,8.6787744047810453e-22,2.0691540896549021e-10,1.0455332035329632e-17,4.114030353482934e-22,9.4540951234250954e-32,2.9663470432516764e-36,6.2410541749754995e-25,3.0118122874108572e-17,2.0085429567054716e-23,8.6586294677249043e-32,6.8171609588082347e-36,3.3618581226649065e-37,2.7810737766233645e-47,8.1118393135610051e-30,1.7409650958690382e-22,4.4152752775109377e-31,4.4152752778645247e-31,3.0311243301167146e-41,4.9798572145810845e-42,4.466957552696132e-32,6.0122698880023874e-23,8.8445868831600853e-33,7.2654192802290864e-34,5.2820052279886369e-73,3.8037078809078393e-41,1.8312209705383608e-34,4.7833066505815743e-73,3.5785517774490537e-19,2.6704722793973397e-51,2.6704149253810291e-51,1.0188756124547426e-27,2.9799291543227129e-28,2.3522403615000754e-20,1.0187856627939536e-27,1.3011887886712493e-36,4.7833066504478629e-73,5.5347451787451417e-44,2.781079315128488e-47,5.5385125851184452e-53,3.0187340402809073e-63,1.6193473799017005e-35,8.0035198170408401e-74,3.9310329591526288e-26,7.4622445436601915e-59,3.7763921972432462e-73,4.4166801568283134e-35,2.9202515088643863e-84,1.5740377592460178e-78,2.3993099619134378e-88,2.6603988743906638e-48,7.4654843655232302e-35,3.7620828085090902e-49,5.3793190244943131e-35,3.9026003468226392e-45,2.4831737652781237e-29,3.692949101212512e-45,3.0335872913859271e-46,3.8603572267311562e-39,9.431755202413193e-38,1.2347980510860837e-54,1.0732023676231498e-38,1.0125669273731727e-40,1.4483527146262849e-56,6.7583393814177213e-44,5.3555424778138958e-32,1.2383548267942129e-57,1.2776356733391991e-16
1.5589456219818336e-19,0.36242897329995744,76.950000000000003,0.0,0.0,0.0,0.99999999956604979,9.5,9.4266914864137218e-13,9.5883067925893949e-12,9.5880512663067337e-12,3.4779834482415965e-21,3.4649751943058173e-21,4.138310857413938e-10,4.1821374130235794e-17,1.6456139779720169e-21,7.4080919948411409e-31,2.373083187562105e-35,2.496424849593384e-24,1.2047262397479825e-16,8.0341820378428388e-23,6.5808075972352177e-31,5.4536217235221875e-35,2.6894904906658403e-36,4.4497199419871751e-46,6.489480032489822e-29,6.963869219097441e-22,3.5322254525749652e-30,3.5322254531407044e-30,4.8498032835172635e-40,7.9677824520792009e-41,3.5735700226582104e-31,2.4049106336745342e-22,7.0756738972800615e-32,5.8123415706991598e-33,6.7611632018695351e-71,6.0859396638477249e-40,1.4649786123852065e-33,6.1228104734780831e-71,1.4314222850639269e-18,8.5454045575257295e-50,8.5450375091689351e-50,8.1510149087966908e-27,2.3839462419035473e-27,9.4089708569161448e-20,8.1502953186385072e-27,2.0819048572922909e-35,6.1228104731357649e-71,8.8556043369200337e-43,4.449737665212401e-46,1.7723249102910737e-51,1.9319908166847016e-61,1.2954796013690822e-34,1.0244510966512082e-71,1.5724151755837344e-25,2.3879241238508237e-57,4.8337846756823315e-71,3.5333491056503257e-34,7.475848036646473e-82,2.0147806115217035e-76,6.1422426275523936e-86,8.5132883133925539e-47,5.9723360118692141e-34,1.2038681316310323e-47,4.3034615839191766e-34,6.2441634877713545e-44,9.9327076430337602e-29,5.9087246153201054e-44,4.8537472686091485e-45,3.0882903104361117e-38,7.54541049581141e-37,3.0827183790916949e-53,8.5856075711548178e-38,1.0815624499063184e-39,9.2694695636358009e-55,1.0813358156517476e-42,4.2844315877456973e-31,7.9254818218177296e-56,2.5552746452480202e-16
3.1178925654993655e-19,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999913209914,9.5,1.885339095845382e-12,1.9176621691986869e-11,1.9176110641063629e-11,1.3911942251476065e-20,1.3807872707255454e-20,8.2766219029642343e-10,1.6728554536044452e-16,6.5824580498303868e-21,5.6924140822306799e-30,1.8984712092589507e-34,9.9857057888171289e-24,4.8189063659271383e-16,3.21367485436483e-22,4.7843777194079577e-30,4.3627164117028736e-34,2.1515939927460023e-35,7.1195410069621241e-45,5.1915862040990871e-28,2.7855494431255441e-21,2.825782442929104e-29,2.8257824438342862e-29,7.7596806901628288e-39,1.2748456436658033e-39,2.8588560252876393e-30,9.6196456144721263e-22,5.6605335469746054e-31,4.6498727439008483e-32,8.6543034980180843e-69,9.7375028202088554e-39,1.171983219492435e-32,7.8372106377878901e-69,5.725690812042276e-18,2.7344544130431197e-48,2.7342195248851609e-48,6.5208134313205533e-26,1.907157419153604e-26,3.7635886930215386e-19,6.520237771880039e-26,3.3310487751718479e-34,7.8372106369115534e-69,1.4168971720602897e-41,7.1195977211996117e-45,5.6714313887395982e-50,1.2364723461348061e-59,1.0363840908096817e-33,1.3112955279758232e-69,6.2896646411517894e-25,7.6413759334616352e-56,6.1872355870217852e-69,2.8266809627870301e-33,1.9138143852433637e-79,2.5789441099012825e-74,1.5724147984487567e-83,2.7242531744799098e-45,4.7777758113393916e-33,3.852378980890319e-46,3.4427717890740596e-33,9.9906471460287682e-43,3.9730855447026367e-28,9.4539562153545432e-43,7.7660014581692412e-44,2.4706339970869341e-37,6.0363250985918089e-36,6.8454246904631062e-52,6.8684525816745855e-37,1.2996505174920075e-38,5.9324612726747641e-53,1.730138026875352e-41,3.4275338119261899e-30,5.0723096588052689e-54,5.1105559863730291e-16
4.676839509016897e-19,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999869814848,9.5,2.8280090426379573e-12,2.8764936575447505e-11,2.8764170001234159e-11,2.9562882245071205e-20,2.9265637032830583e-20,1.2414930458548254e-09,3.5548176588498216e-16,1.3987722965254518e-20,1.5909252873094046e-29,5.4285976661912113e-34,2.1219628833641622e-23,1.0240175508967844e-15,6.8290603364986566e-22,1.2971868544643805e-29,1.2474342061850456e-33,6.1522152526468772e-35,2.6205142055234226e-44,1.484469188271044e-27,5.9192936510142697e-21,8.079973187388441e-29,8.0799731907201144e-29,2.8560763925991495e-38,4.692278383673618e-39,8.1745395331820463e-30,2.0441746296753827e-21,1.6185575148609733e-30,1.3295725903846293e-31,4.4653004958452339e-68,3.5840468213635953e-38,3.3511392714114138e-32,4.0437108050150039e-68,1.2167092359525761e-17,1.2484401936584385e-47,1.2483111433186113e-47,1.8645448983294912e-25,5.453277659754653e-26,7.997624468161041e-19,1.8643802978307791e-25,1.2260470781976999e-33,4.0437108044769796e-68,5.2151222810185986e-41,2.6205400996087857e-44,2.5894120245267769e-49,6.7936393858439884e-59,2.9634107347591854e-33,8.459754150081846e-69,1.3365539773559135e-24,3.4888374593413428e-55,3.9916625164012483e-68,8.0825417304467729e-33,1.4212457242354112e-78,1.6637980112805409e-73,1.1677203191482822e-82,1.2437967804916451e-44,1.3661296738692108e-32,1.7588587030056644e-45,9.8441774076264213e-33,3.6772182830996692e-42,8.4428083046715886e-28,3.4796824153389111e-42,2.8584046948695204e-43,7.0644702935053361e-37,1.7260107595080064e-35,2.7450413655200209e-51,1.9639421988728682e-36,4.429708651695373e-38,3.2594748987385834e-52,6.3680568320334569e-41,9.8005833634705554e-30,2.7868815302144218e-53,7.6658407248034029e-16
6.235786452534428e-19,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999826419783,9.5,3.7706789890190995e-12,3.8353251443004931e-11,3.8352229346818312e-11,5.0430803175712541e-20,4.9804655329561649e-20,1.6553236524167496e-09,6.0640999795780392e-16,2.3861407381393557e-20,3.2878409724264484e-29,1.1450782672375556e-33,3.6198194014496152e-23,1.7468532581566947e-15,1.1649574647390201e-21,2.6113517598205433e-29,2.6311424112342276e-33,1.2976805140197646e-34,6.6463163470318734e-44,3.1311752507097284e-27,1.0097619535678722e-20,1.7043005303652826e-28,1.7043005312102667e-28,7.2436244786584344e-38,1.1900632830403241e-38,1.7242466541051389e-29,3.4871210690956929e-21,3.4140038514575305e-30,2.8044527115617523e-31,2.4359768531197799e-67,9.0899162400274546e-38,7.0685223272470796e-32,2.2059850018012326e-67,2.075562563567998e-17,3.7212073526851172e-47,3.7207636648392855e-47,3.9328645626890809e-25,1.150254005349767e-25,1.3643003070673966e-18,3.9325173766506058e-25,3.1095204892234155e-33,2.2059850015017261e-67,1.3226677947474117e-40,6.6463935311297808e-44,7.7184201877751313e-49,2.3358230055386992e-58,6.2506910266631868e-33,3.303794134276931e-68,2.2800040533422799e-24,1.0399408133359615e-54,1.5588669605653374e-67,1.7048421837339008e-32,6.2242439524592053e-78,6.4976834140433313e-73,5.1145370626499765e-82,3.7074048430907639e-44,2.8815331014806007e-32,5.242657938847985e-45,2.0764223288022746e-32,9.3262135828238133e-42,1.4402439018937066e-27,8.825224548491952e-42,7.2495337773327064e-43,1.4901015150604989e-36,3.640654514892353e-35,7.3603459603399539e-51,4.1425112048502261e-36,1.0708694534631837e-37,1.1206744729134762e-51,1.6150769857717502e-40,2.0672226913108829e-29,9.5818719721265533e-53,1.0221128860537149e-15
9.353680339569493e-19,0.3624289732999573,76.950000000000003,0.0,0.0,0.0,0.99999999739629652,9.5,5.6560188808157733e-12,5.7529881140899312e-11,5.7528348003753284e-11,1.0441057910388003e-19,1.0270467983312585e-19,2.482984281161573e-09,1.2554945353821861e-15,4.9402001489162148e-20,8.6851658574350648e-29,3.1277243802505853e-33,7.4943770310611086e-23,3.6166368086545978e-15,2.4118966837564044e-21,6.6215107952292832e-29,7.1862034157215619e-33,3.5443683369370172e-34,2.3243345549329279e-43,8.5522092456090324e-27,2.0905840516654507e-20,4.6549738023301128e-28,4.6549738052850615e-28,2.5331282582799876e-37,4.1617080295226257e-38,4.7094498580250687e-29,7.2196395090215794e-21,9.3246903819963134e-30,7.6598252952073862e-31,3.3831452543888985e-66,3.1787860604430754e-37,1.9306321139988586e-31,3.0637268510517057e-66,4.2971874890814027e-17,1.6288160354590511e-46,1.6285774248390161e-46,1.0741869256424197e-24,3.1416993541531713e-25,2.8246091324716864e-18,1.074092100232105e-24,1.0874140955537332e-32,3.0637268505785729e-66,4.6254322816285666e-40,2.3243683409323836e-43,3.3786044964915663e-48,1.2562811632255572e-57,1.7072572501978853e-32,2.14895535827699e-67,4.7204591873006184e-24,4.5521717729802511e-54,1.0139661812416626e-66,4.6564526487975856e-32,4.8292911671755492e-77,4.2265283702309907e-72,3.9705872364411323e-81,1.622803134580383e-43,7.870223419238674e-32,2.2948131185407794e-44,5.6713539293946961e-32,3.2614170413432489e-41,2.9818423118969737e-27,3.0862215320595164e-41,2.5351972597349216e-42,4.0699296978733489e-36,9.9437465518460327e-35,2.7479202021592812e-50,1.1314428943313318e-35,3.5458674834562774e-37,6.0271955369381266e-51,5.648001469675839e-40,5.6462068933839868e-29,5.1533091468483611e-52,1.5331713105261442e-15
