Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297)
1.119845705241418e-08,0.3963588947327228,76.950000000000003,0.0,0.0,0.0,2.550806549855907e-06,9.4999355463249486,0.00025897858332953386,0.00022868822283686333,6.7111623968873727e-12,2.8740688637367497e-14,1.188228538212957e-11,3.7293797532820115e-06,0.0039330967674469598,6.261435076530698e-08,1.0593564553976829e-22,1.5383827186308991e-17,4.9414893164701783e-05,0.96067389708663287,3.4331861649420584e-06,1.8771451560220194e-16,3.4200984968281641e-13,7.5147644047388408e-08,2.8860579154499972e-15,0.00069915845745026361,3.4580921597684845e-11,0.002002269293070178,0.0020115434825653073,1.2787483265809587e-07,6.1852033909486954e-08,6.21221801378948e-07,0.0015668376570688693,1.9918455046141736e-07,4.815910037723779e-08,2.2746578626070546e-09,4.3798405936928997e-08,4.4396648576086456e-06,1.0041093840269182e-07,0.026784453734445643,1.7937398814140617e-13,7.7080801588746747e-14,7.6791923455848184e-06,2.8768201248156782e-06,2.1197024080695366e-07,0.00050567131059172418,0.0014335063795065418,2.9997064069295952e-08,5.2507603988802915e-08,4.5433983210639921e-08,4.5137064475902217e-10,8.688341709294662e-10,5.2079046208028937e-08,1.6208253861638249e-12,1.4596489804691038e-06,1.5680147675436783e-09,4.7230930633478062e-10,1.6538555374941183e-08,5.4459561501830807e-13,1.851315906849685e-12,1.1366365561835128e-14,0.00083651850250482244,5.1964217840983489e-10,2.123558255280568e-06,9.1637173252073377e-05,3.0519775132279486e-09,1.9380740834408178e-07,6.2668899751325384e-09,1.705632552086672e-08,8.2557282718641428e-10,2.848971615252916e-09,9.2399116846139049e-17,7.4931047513693751e-09,7.0809698701773177e-06,5.7666390385020779e-07,9.891276592121392e-09,3.1089648204670629e-09,5.1295479767248808e-07,6.3558835806672127e-05,1.5900560787145461e-08,1.0455076258492638e-07,1.5900603149959908e-08,0.00049621559235572051,4.0340290988446242e-18,2.3880485638424338e-18,1.1361258689628533e-15,1.3219800893092243e-10,8.315629427789686e-09,3.9666337209938236e-18,5.7392228717501373e-12,1.0954091145879821e-06,1.5240135019113006e-06,3.9019189167587327e-07,2.7799172039249311e-05,3.423802139563836e-05,1.8099444299131454e-08,2.2107970369239667e-09,1.6656379321731587e-08,9.2808555586772714e-14,1.6268910614633627e-07,1.8561699224582881e-13,0.00029853426584930046,4.3797705699477056e-08,4.3089566736277562e-12,1.5302977566084747e-06,2.2571534365236626e-10,2.4656353311336211e-09,2.6805546480447806e-05,8.8082287891079788e-06,7.2245648339671367e-12,1.8096440376297801e-08,4.5572083533699965e-15,4.6204383599708161e-10,1.2514947055679078e-11,2.3105826665049046e-10,7.7974365930348148e-08
1.1424344140237765e-08,0.3963588947355186,76.950000000000003,0.0,0.0,0.0,2.548506338028784e-06,9.4999350353178045,0.00025676368308461174,0.00021903483255649369,6.7356702719622534e-12,2.8846168276018398e-14,1.1380709582473157e-11,3.7274499910042702e-06,0.0039282831175286139,5.9971267056483205e-08,1.0632443419242572e-22,1.551849202005592e-17,4.9688856341948913e-05,0.96035554880536667,3.4339700454443214e-06,1.7979069028045764e-16,3.4390597640174973e-13,7.5566390545967714e-08,2.886028891659637e-15,0.00069892681412582654,3.4596760764826238e-11,0.0020020911331111034,0.0020115445259789775,1.2786344760171277e-07,6.1846527048470325e-08,6.2101594104325552e-07,0.0015733835255851063,2.0001669406787281e-07,4.8360309718553779e-08,2.274253084419919e-09,4.3981412110166118e-08,4.4583691766238207e-06,1.0039306439082884e-07,0.02704690359833474,1.8012347074402784e-13,7.7402870021134648e-14,7.7532587929808603e-06,2.904861271145243e-06,2.1388715474309866e-07,0.00051280983462894747,0.0014538007265429643,2.9991725589052893e-08,5.272891807219088e-08,4.7195703198630036e-08,4.5136610505591992e-10,8.6882589996116689e-10,5.2299201092740226e-08,1.6208098747372316e-12,1.4723488795645731e-06,1.6608730246351259e-09,4.7230479214688064e-10,1.668245829685708e-08,5.4459037700809587e-13,1.8684104875941298e-12,1.1625907177714126e-14,0.0008495572918470974,5.2417761132211839e-10,2.1579282720312832e-06,9.2759654064020485e-05,3.0893617058976393e-09,1.954946110204602e-07,6.3436545209245398e-09,1.7265218511324531e-08,8.3276145439640568e-10,2.8736743360505033e-09,9.3530751432948666e-17,7.5621756479994661e-09,7.1462732787368589e-06,5.8603679043356877e-07,9.890396475916779e-09,3.1079344058218231e-09,5.2165269478344094e-07,6.4065837396557238e-05,1.6056331402395268e-08,1.0625154870554879e-07,1.6056373635018994e-08,0.0005090995013625223,4.069155171790765e-18,2.4088423573410314e-18,1.1361150102092305e-15,1.3217447619663711e-10,8.4165964598119583e-09,4.0147917829520891e-18,5.8089076750654321e-12,1.1153659844851705e-06,1.5809184643376157e-06,3.9734110468463838e-07,2.8478068582753775e-05,3.5078253125061817e-05,1.8543625300046486e-08,2.2650522276306772e-09,1.7063291525178091e-08,9.6273918605493612e-14,1.6584042570995296e-07,1.9254771689759621e-13,0.00030776291585092949,4.4279810529009076e-08,4.356387754283653e-12,1.5678480609782611e-06,2.3430960716874715e-10,2.4643594900872944e-09,2.7192292873696391e-05,8.9874609107727513e-06,7.3715717870732371e-12,1.854060927758728e-08,4.6870312137175525e-15,4.8571976130313188e-10,1.3156234623623634e-11,2.428986375630357e-10,7.8348627856608621e-08
1.1627642519278993e-08,0.39635889473811475,76.950000000000003,0.0,0.0,0.0,2.5465088012305939e-06,9.4999345845967564,0.00025478659574406092,0.00021070577524161995,6.7578040872464042e-12,2.8941407900676271e-14,1.094794418582301e-11,3.7258114715660448e-06,0.0039244593950407041,5.7690783888636536e-08,1.0667547905590923e-22,1.5640274712701151e-17,4.9925540250692768e-05,0.96006866006136993,3.4346487992574326e-06,1.7295392222393755e-16,3.4554408907419912e-13,7.5928154552836481e-08,2.886003393197608e-15,0.00069871805518272891,3.4611000007127485e-11,0.0020019308260525773,0.0020115454654806618,1.2785320353253212e-07,6.1841572073876481e-08,6.2083042401936856e-07,0.0015789670285360055,2.0072649660471635e-07,4.8531937598781497e-08,2.273888898753445e-09,4.4137513292713485e-08,4.4743243997758913e-06,1.0037698300637096e-07,0.02728250960486606,1.8076276643318137e-13,7.7677588819525313e-14,7.8197686819019413e-06,2.9300367257159711e-06,2.1561053497906788e-07,0.00051927388255047563,0.0014721783088914927,2.9986922482551246e-08,5.2917704588841042e-08,4.8804024406291237e-08,4.5136211674826069e-10,8.6881862559957761e-10,5.2487084890252538e-08,1.6207962320358042e-12,1.4834512632713402e-06,1.747472186932295e-09,4.7230082221922513e-10,1.6808259720871563e-08,5.4458577051670752e-13,1.8834350128178295e-12,1.1859952770617916e-14,0.00086137444175842415,5.2814243076939808e-10,2.1890851828727914e-06,9.3746116694071798e-05,3.1222158130169797e-09,1.9696699477848029e-07,6.4111170082571298e-09,1.7448797395426334e-08,8.3903480485334165e-10,2.895230037722062e-09,9.4525252082415848e-17,7.622529146004641e-09,7.2033353805772133e-06,5.9453371099346787e-07,9.8896045536458069e-09,3.1070058211764374e-09,5.2954011560659334e-07,6.4512964345352346e-05,1.6196170027527498e-08,1.0776274560563193e-07,1.6196212143619111e-08,0.00052081143203094838,4.0998088918029426e-18,2.4269886250685522e-18,1.1361054606586908e-15,1.3215330362636337e-10,8.5053144287098658e-09,4.0571073753445225e-18,5.8701384956413937e-12,1.1334767758889551e-06,1.6327195826638142e-06,4.0382927610076029e-07,2.9082518098637533e-05,3.5826393540759353e-05,1.8939123081234977e-08,2.3133609261362482e-09,1.742558377894368e-08,9.9428470734930912e-14,1.6870155768673522e-07,1.9885681993710862e-13,0.00031616459289620643,4.4701049571239241e-08,4.3978306558122658e-12,1.6012827139877286e-06,2.4213639632100746e-10,2.4632762011769997e-09,2.7542664473892702e-05,9.1487324570494579e-06,7.5038473930381566e-12,1.893609700510783e-08,4.8044338169856149e-15,5.0759800802999183e-10,1.374883015995325e-11,2.5383999981873885e-10,7.8684565445955227e-08
1.1819443493983928e-08,0.3963588947406352,76.950000000000003,0.0,0.0,0.0,2.5446785233264682e-06,9.4999341670165904,0.00025293538625625558,0.00020314710790589433,6.7787294475913307e-12,2.9031429662620831e-14,1.0555207129624187e-11,3.7243376795209961e-06,0.0039212245195882484,5.5621232459230162e-08,1.0700729133725755e-22,1.5755380360350465e-17,5.0140597124589139e-05,0.95979773834351267,3.4352668236726615e-06,1.6674951637548259e-16,3.4703251849565002e-13,7.6256860589887708e-08,2.8859798554533332e-15,0.00069852090986154819,3.4624416034736418e-11,0.0020017796164982084,0.0020115463522219186,1.2784354092194278e-07,6.1836898346174703e-08,6.2065523206733718e-07,0.0015839794017341792,2.0136369400888549e-07,4.8686009947621349e-08,2.2735454075864035e-09,4.4277647376870367e-08,4.4886482627742055e-06,1.0036181556635842e-07,0.027504273427693137,1.813366702823058e-13,7.7924207368940997e-14,7.8823870033945222e-06,2.9537351030722635e-06,2.1723478345176847e-07,0.00052540605369761121,0.0014896129759649664,2.9982392318803206e-08,5.3087188762386488e-08,5.0340870555374488e-08,4.513584351140806e-10,8.6881190376197897e-10,5.2655832527010623e-08,1.6207836252954248e-12,1.4936494626244238e-06,1.8318384295870629e-09,4.7229715410488558e-10,1.692381580193111e-08,5.4458151422490135e-13,1.8973095945295334e-12,1.2081162528299594e-14,0.00087259454152127094,5.3178426600435047e-10,2.2186729457903504e-06,9.4656579972630519e-05,3.1525387609147788e-09,1.9831729535541974e-07,6.4733820240381817e-09,1.7618231931464947e-08,8.4478799621543169e-10,2.9149969259726877e-09,9.5443128650699318e-17,7.6779429339119047e-09,7.2557276632553117e-06,6.0260293902243931e-07,9.8888575733544538e-09,3.1061289203511047e-09,5.3703266440160449e-07,6.492716337128625e-05,1.632779336923119e-08,1.0917203171961242e-07,1.6327835375922823e-08,0.00053196242264701968,4.1279209378938761e-18,2.4436302827378941e-18,1.1360966371118411e-15,1.3213333435330806e-10,8.5871854811573904e-09,4.0961571639520943e-18,5.9266437537205086e-12,1.1506933109746018e-06,1.6820890735398226e-06,4.0999733021417768e-07,2.9646931795137424e-05,3.6525019952335716e-05,1.9308445748716754e-08,2.3584724214500729e-09,1.7763880845939266e-08,1.0243494299302961e-13,1.7142256926449343e-07,2.0486976332646234e-13,0.00032417475860035228,4.5087788605040139e-08,4.4358793314523035e-12,1.6325045259680211e-06,2.4959884546848643e-10,2.4623018200637408e-09,2.787518542854874e-05,9.3008515512291219e-06,7.6286161135514363e-12,1.9305410878461282e-08,4.9156777065381611e-15,5.2873619936923436e-10,1.43213805112796e-11,2.6441127015964352e-10,7.9000730653422345e-08
1.2011244468688862e-08,0.3963588947432273,76.950000000000003,0.0,0.0,0.0,2.5428941083437743e-06,9.4999337565763504,0.00025109773072308359,0.0001958681021616266,6.7996788190207448e-12,2.9121538340134463e-14,1.0177000895416235e-11,3.7229235432436981e-06,0.0039182977789021791,5.3628252068005234e-08,1.0733942398173494e-22,1.5870521868516316e-17,5.0347953820543426e-05,0.95952661925177474,3.4358639327699115e-06,1.607746664541551e-16,3.4846765384723307e-13,7.6573795536871404e-08,2.8859568015788241e-15,0.00069832361676403409,3.4637811383823281e-11,0.002001628436936151,0.0020115472393242811,1.2783388032372172e-07,6.1832225591845958e-08,6.2047991245936556e-07,0.0015887543566768763,2.0197070936151957e-07,4.8832784511432474e-08,2.2732020105431115e-09,4.4411144098809907e-08,4.5022943097946682e-06,1.0034665240960381e-07,0.027725536829374821,1.8188339125173973e-13,7.8159144862999196e-14,7.9448790601304386e-06,2.9773819008488677e-06,2.1885736075975382e-07,0.0005315704932923669,0.0015071399895452125,2.997786340660763e-08,5.3248653155048178e-08,5.1896367723031802e-08,4.5135482915539328e-10,8.6880531357488096e-10,5.2816666089027334e-08,1.6207712652073592e-12,1.5035866882643426e-06,1.9188242250172309e-09,4.7229355809717871e-10,1.7036414778246938e-08,5.4457734159416343e-13,1.9109040752092688e-12,1.2302763343317554e-14,0.0008838836171788572,5.3533282379807878e-10,2.2484466443056101e-06,9.5547813487780541e-05,3.1822212591555053e-09,1.9963100150361903e-07,6.5343319434108041e-09,1.7784086921524942e-08,8.5038526851274944e-10,2.9342266897702659e-09,9.6341613768799193e-17,7.7319155546331393e-09,7.306757831454922e-06,6.1072310956349736e-07,9.8881107412284977e-09,3.1052513831666982e-09,5.4457463828691669e-07,6.5334232081372588e-05,1.6459120102776854e-08,1.1056580576101435e-07,1.6459162000582058e-08,0.00054321215495988396,4.1552711105028591e-18,2.4598209295618166e-18,1.1360879870156347e-15,1.3211337072726101e-10,8.6673162504229406e-09,4.1343768512549652e-18,5.9819479139464606e-12,1.1680360287306353e-06,1.7319316297469159e-06,4.1621083452031868e-07,3.0205534144620251e-05,3.7216489371953989e-05,1.9673984957450706e-08,2.4031217777209267e-09,1.8098695924797071e-08,1.0547022354861822e-13,1.7416465171487667e-07,2.1094032333318741e-13,0.00033226645288892721,4.5464442436548537e-08,4.472935791236066e-12,1.6634064501461438e-06,2.5713591928852125e-10,2.4613668797909809e-09,2.8209584791397775e-05,9.452940259369664e-06,7.7533599060929526e-12,1.9670941932977283e-08,5.0273825528597261e-15,5.5035923289111125e-10,1.4907063328504513e-11,2.7522502247425338e-10,7.9316150021342393e-08
1.2203045443393797e-08,0.3963588947458921,76.950000000000003,0.0,0.0,0.0,2.5411498310413049e-06,9.4999333530043426,0.00024927353009109271,0.00018885840426151361,6.8206372152641382e-12,2.9211670418138504e-14,9.8127875156543668e-12,3.7215604541475904e-06,0.0039156343977429162,5.1709007862674008e-08,1.0767164287835858e-22,1.5985596415416625e-17,5.0547894877394106e-05,0.95925534695620107,3.4364408615459404e-06,1.5502087372256499e-16,3.4985146446814647e-13,7.6879394360598558e-08,2.8859342129950583e-15,0.00069812620863755534,3.4651183177098984e-11,0.0020014772868562742,0.0020115481267871578,1.2782422170161118e-07,6.1827553793352468e-08,6.2030449376155643e-07,0.0015933017835509946,2.0254879996609961e-07,4.8972565294004072e-08,2.2728587064477272e-09,4.4538279947244579e-08,4.5152907667679679e-06,1.0033149348007657e-07,0.027946301826890819,1.8240406168584307e-13,7.838288789390428e-14,8.0072449753349155e-06,3.0009772784130024e-06,2.2047822261167567e-07,0.00053776678285454927,0.0015247581580903607,2.9973335730124776e-08,5.3402431724718034e-08,5.3470263570679915e-08,4.5135129596686425e-10,8.6879884997450741e-10,5.2969913851395987e-08,1.620759142284738e-12,1.5132698871219523e-06,2.0084609722049466e-09,4.7229003142306091e-10,1.7146135365812639e-08,5.4457324940733976e-13,1.9242292075994833e-12,1.2524757341338419e-14,0.00089524141340142785,5.3879058932806723e-10,2.2784049933861101e-06,9.6420196790572568e-05,3.2112759487793449e-09,2.0090915071192159e-07,6.5939927234095161e-09,1.7946433052568492e-08,8.5583104222273182e-10,2.9529346013860866e-09,9.7221090368713815e-17,7.7844859923175781e-09,7.3564627157311124e-06,6.1889387813496765e-07,9.8873640547477972e-09,3.1043733524797778e-09,5.5216577172650282e-07,6.5734442302456628e-05,1.6590151413131764e-08,1.1194451076308901e-07,1.6590193202552078e-08,0.000554560882267039,4.1818810095833166e-18,2.475573352195172e-18,1.1360795036995867e-15,1.3209341267420337e-10,8.7457415162096047e-09,4.1717830286140137e-18,6.0360749803543532e-12,1.1855048517059592e-06,1.782237263472208e-06,4.2246976500549538e-07,3.0758209669427036e-05,3.7900656779779277e-05,2.0035664041816184e-08,2.4472996306532483e-09,1.8429959730671846e-08,1.0853370416918949e-13,1.7692781003164574e-07,2.1706728349180918e-13,0.00034043998757981393,4.583128007111977e-08,4.5090265008048195e-12,1.6939820078834489e-06,2.6474628472864002e-10,2.4604656888738502e-09,2.8545835616710065e-05,9.6049990881662374e-06,7.8780791863165221e-12,2.0032613473863633e-08,5.1395430956351223e-15,5.724691017807198e-10,1.5505932599167489e-11,2.8628225364306638e-10,7.9630828293755663e-08
1.2394846418098732e-08,0.3963588947486313,76.950000000000003,0.0,0.0,0.0,2.5394407919690917e-06,9.4999329560391015,0.00024746268599977467,0.00018210804391941121,6.8415919129395633e-12,2.9301772045208421e-14,9.4620489470410237e-12,3.72024105686317e-06,0.0039131961197913954,4.9860769982967019e-08,1.0800374953552326e-22,1.6100533811401985e-17,5.0740694324709359e-05,0.95898395919295887,3.4369983191678771e-06,1.4947995420384632e-16,3.5118584696098505e-13,7.7174075962800878e-08,2.8859120718239438e-15,0.00069792871345949407,3.4664528823285512e-11,0.0020013261657648757,0.0020115490146098841,1.2781456502054102e-07,6.1822882933730878e-08,6.201290003790292e-07,0.0015976311814124135,2.0309917340284541e-07,4.9105644276573498e-08,2.2725154941621262e-09,4.4659320476566973e-08,4.5276647435333906e-06,1.003163387235372e-07,0.028166570353254764,1.8289976914788054e-13,7.85959038104815e-14,8.0694848990555992e-06,3.0245213925143939e-06,2.2209733078458416e-07,0.00054399451925909222,0.001542466333412919,2.9968809274023613e-08,5.3548845224197034e-08,5.5062312590277608e-08,4.5134783275266719e-10,8.6879250808767833e-10,5.3115891139661849e-08,1.6207472473977736e-12,1.522705820045759e-06,2.1007796667189685e-09,4.7228657141385759e-10,1.7253054172130429e-08,5.4456923456835976e-13,1.9372953395333307e-12,1.2747146568599039e-14,0.00090666763396103232,5.4215998118596269e-10,2.3085467520735421e-06,9.7274103882063315e-05,3.2397152859793645e-09,2.0215275085281756e-07,6.6523899415069272e-09,1.8105339976493448e-08,8.6112961163851278e-10,2.9711354956025717e-09,9.8081935775194708e-17,7.8356921815686087e-09,7.4048781556101039e-06,6.271149120340883e-07,9.8866175114733756e-09,3.1034949503283972e-09,5.5980580792802657e-07,6.6128055614490526e-05,1.6720888436790041e-08,1.1330858559304626e-07,1.6720930118315235e-08,0.0005660088446148118,4.2077716185093274e-18,2.4908999722926146e-18,1.1360711807442697e-15,1.320734601224819e-10,8.8224955301958216e-09,4.2083920354200063e-18,6.0890485925510724e-12,1.2030996543868164e-06,1.832996184202072e-06,4.2877408061885108e-07,3.1304854168557666e-05,3.8577391201487891e-05,2.0393413761335311e-08,2.4909975229010071e-09,1.8757609740656173e-08,1.1162478863725584e-13,1.7971204246780807e-07,2.2324945136690349e-13,0.00034869566959218557,4.6188563941413157e-08,4.5441772791567471e-12,1.724225348140416e-06,2.7242864260632508e-10,2.45959338437998e-09,2.8883912129924652e-05,9.7570285278403513e-06,8.0027743563583244e-12,2.0390356232586959e-08,5.2521546145163706e-15,5.950677775329047e-10,1.6118041723304307e-11,2.9758394969578028e-10,7.9944769833098515e-08
1.2586647392803667e-08,0.3963588947514464,76.950000000000003,0.0,0.0,0.0,2.5377627954476301e-06,9.4999325654289901,0.00024566510078130572,0.00017560742007857443,6.8625321207827181e-12,2.9391797618516578e-14,9.124286331051928e-12,3.7189590638983188e-06,0.0039109502435513846,4.8080909663930748e-08,1.0833557586522492e-22,1.6215283233032224e-17,5.0926616070918083e-05,0.95871248821577137,3.43753698989531e-06,1.4414402699954913e-16,3.5247262787808246e-13,7.7458243773437417e-08,2.8858903608612925e-15,0.0006977311551426285,3.4677845980343501e-11,0.0020011750731841267,0.0020115499027917264,1.2780491024658833e-07,6.1818212996572729e-08,6.1995345317124181e-07,0.0016017516733267743,2.0362298945352871e-07,4.9232301883224237e-08,2.2721723725846346e-09,4.4774520730119274e-08,4.5394422770423085e-06,1.003011880874824e-07,0.028386344268945294,1.8337155815351934e-13,7.8798641463097135e-14,8.1315990042081028e-06,3.0480143976036244e-06,2.2371465225776954e-07,0.00055025331346766101,0.0015602634071200986,2.9964284023464574e-08,5.3688201712362754e-08,5.6672276031687848e-08,4.5134443682230357e-10,8.6878628322467452e-10,5.3254900829807471e-08,1.6207355717603856e-12,1.5319010658270091e-06,2.1958109116270277e-09,4.7228317550135781e-10,1.7357245741816758e-08,5.4456529409770452e-13,1.9501124291835494e-12,1.2969932994658031e-14,0.00091816194740736666,5.4544335281278245e-10,2.3388707194309949e-06,9.8109903095038807e-05,3.2675515381625359e-09,2.0336278087865403e-07,6.709548787525191e-09,1.8260876288190285e-08,8.6628514783461788e-10,2.9888437800808301e-09,9.892452158687468e-17,7.8855710287761254e-09,7.4520390197022176e-06,6.3538588924808202e-07,9.885871109044671e-09,3.1026162810110928e-09,5.6749449798056368e-07,6.6515323736861492e-05,1.685133226836391e-08,1.1465846428427272e-07,1.685137384247221e-08,0.00057755626930263229,4.2329633185670222e-18,2.5058128550871607e-18,1.1360630119719192e-15,1.3205351300273704e-10,8.8976120065419647e-09,4.2442199545708082e-18,6.1408920191631095e-12,1.2208202691674309e-06,1.884198795839688e-06,4.3512372537790047e-07,3.1845374176001101e-05,3.9246575035017341e-05,2.074717194476106e-08,2.5342078605944844e-09,1.908158986902042e-08,1.1474289257481296e-13,1.8251734132243356e-07,2.2948565820202385e-13,0.00035703380053259766,4.6536549951649424e-08,4.5784133030010447e-12,1.7541312173920529e-06,2.8018172674735193e-10,2.4587458093939456e-09,2.9223789626397059e-05,9.9090290526989973e-06,8.1274458052958567e-12,2.074410801092812e-08,5.3652128959473712e-15,6.1815721223547581e-10,1.6743443575290389e-11,3.0913108695337334e-10,8.0257978675180818e-08
1.2778448367508601e-08,0.3963588947543385,76.950000000000003,0.0,0.0,0.0,2.5361122484454298e-06,9.4999321809318324,0.00024388067745946063,0.00016934728724992285,6.8834487042528225e-12,2.9481708605764862e-14,8.7990192840807401e-12,3.7177091020475857e-06,0.0039088688234034325,4.6366895495301964e-08,1.086669798408082e-22,1.632981030552608e-17,5.1105914276046106e-05,0.95844096158437164,3.4380575339644548e-06,1.3900550307544192e-16,3.5371356630130341e-13,7.7732286320469214e-08,2.8858690635514138e-15,0.00069753355411968001,3.469113252475337e-11,0.0020010240086515327,0.0020115507913318971,1.2779525734693796e-07,6.1813543966005432e-08,6.1977786996190719e-07,0.0016056720208787627,2.0412136194600715e-07,4.9352807426872981e-08,2.2718293406487871e-09,4.4884125645809058e-08,4.5506483727593945e-06,1.0028604152108794e-07,0.02860562537139413,1.8382043183202507e-13,7.8991531917509637e-14,8.193587483282163e-06,3.0714564460949087e-06,2.2533015849230488e-07,0.00055654278940362389,0.0015781483074544895,2.9959759964083005e-08,5.3820797044012825e-08,5.8299921819506081e-08,4.5134110558663962e-10,8.6878017087236215e-10,5.3387233827495178e-08,1.6207241069173281e-12,1.5408620253062822e-06,2.2935849282793263e-09,4.7227984121404943e-10,1.7458782603131866e-08,5.445614251280405e-13,1.9626900596852494e-12,1.3193118515051634e-14,0.00092972399199877244,5.4864299396435517e-10,2.3693757309567643e-06,9.8927957006348866e-05,3.2947967810302526e-09,2.0454019152726658e-07,6.765494057640942e-09,1.8413109509296148e-08,8.7130170167290807e-10,3.0060734458568144e-09,9.974921358825864e-17,7.9341584341990588e-09,7.4979792265269611e-06,6.4370649749072127e-07,9.8851248451768717e-09,3.1017374336384507e-09,5.752316000929251e-07,6.6896488898823367e-05,1.6981483966054295e-08,1.15994575458625e-07,1.6981525433212665e-08,0.00058920337134572051,4.2574759036426419e-18,2.5203237180851672e-18,1.1360549914373766e-15,1.3203357124782743e-10,8.9711241151075816e-09,4.2792826092412063e-18,6.1916281531552349e-12,1.2386664915489157e-06,1.9358356937502822e-06,4.4151863020212393e-07,3.2379686439582418e-05,3.99081034027205e-05,2.1096883147595153e-08,2.5769238715074538e-09,1.9401850154750619e-08,1.1788744326340076e-13,1.8534369362671411e-07,2.3577475855982243e-13,0.00036545467635362163,4.6875487541413065e-08,4.6117591130349326e-12,1.7836949306786087e-06,2.8800430313710648e-10,2.4579194114722311e-09,2.9565444381094309e-05,1.0061001121672626e-05,8.2520939095895429e-12,2.1093813338467292e-08,5.4787142016826919e-15,6.4173934069972372e-10,1.7382190561548109e-11,3.2092463309380719e-10,8.0570458574768427e-08
1.2970249342213536e-08,0.3963588947573088,76.950000000000003,0.0,0.0,0.0,2.5344860744211805e-06,9.4999318023145634,0.00024210931974794466,0.00016331874236093357,6.904333951251337e-12,2.9571472543053653e-14,8.485785214115966e-12,3.7164865815352412e-06,0.0039069279889153048,4.4716289820695865e-08,1.0899784180320004e-22,1.6444094528386584e-17,5.1278833710647827e-05,0.95816940283625185,3.4385605884389589e-06,1.3405707446646725e-16,3.5491035632628757e-13,7.7996577778532633e-08,2.8858481639626835e-15,0.00069733592784134064,3.4704386525391591e-11,0.0020008729717194227,0.0020115516802295496,1.2778560628984496e-07,6.1808875826673985e-08,6.1960226597343348e-07,0.0016094006381182357,2.0459536052716119e-07,4.9467419537945715e-08,2.2714863973221464e-09,4.49883704459814e-08,4.5613070444566198e-06,1.0027089897515348e-07,0.028824415403081664,1.8424735352297784e-13,7.9174989141011887e-14,8.25545054552402e-06,3.0948476885893937e-06,2.2694382481537482e-07,0.00056286258294211615,0.0015961199964565956,2.9955237081973167e-08,5.3946915340691609e-08,5.9945024461799378e-08,4.5133783655409493e-10,8.6877416668757959e-10,5.3513169528794035e-08,1.620712844731791e-12,1.5495949255153392e-06,2.3941315669453813e-09,4.7227656617349792e-10,1.7557735314909121e-08,5.4455762490001696e-13,1.975037453200389e-12,1.3416704953860996e-14,0.00094135338005208499,5.5176113219017888e-10,2.4000606553734244e-06,9.9728622372709011e-05,3.3214628964404221e-09,2.0568590603008167e-07,6.8202501499951274e-09,1.8562106076315688e-08,8.7618320681912793e-10,3.0228380778656308e-09,1.0055637168537083e-16,7.981489314464455e-09,7.5427317657343349e-06,6.5207643333982976e-07,9.8843787176584062e-09,3.1008584843069448e-09,5.830168789129015e-07,6.7271784195755817e-05,1.7111344556318313e-08,1.1731734182364613e-07,1.7111385916982735e-08,0.00060095035390440637,4.2813285949624175e-18,2.5344439397919862e-18,1.1360471134193788e-15,1.3201363479275698e-10,9.0430644767402099e-09,4.3135955606405873e-18,6.2412795085789086e-12,1.2566380847355652e-06,1.9878976617612937e-06,4.4795871453420165e-07,3.2907717418946389e-05,4.0561883527233289e-05,2.1442498322141907e-08,2.619139564755584e-09,1.9718346460557204e-08,1.2105787946141888e-13,1.8819108175131065e-07,2.4211562995668154e-13,0.00037395858706840059,4.7205619763423927e-08,4.6442386215950108e-12,1.812912343716016e-06,2.9589516908650622e-10,2.4571111561284049e-09,2.9908853567262016e-05,1.021294517883422e-05,8.3767190335087689e-12,2.1439423142605117e-08,5.5926552389575547e-15,6.6581608245634632e-10,1.8034334674608582e-11,3.3296554815040664e-10,8.088221304443568e-08
