Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221)
1.4698228358646828e-22,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999999961064,9.5,8.6037257326695063e-16,1.1686868722407136e-14,1.1686868722408917e-14,5.3413557081703821e-27,5.3413368392471192e-27,3.6505620753210596e-13,3.4729108590132984e-23,2.5324481637695666e-27,1.103556790762707e-39,4.503579415728696e-44,5.3648960565634149e-42,9.950477166523234e-23,1.2131192951701721e-28,1.0463729404567023e-39,1.0219271428260819e-43,4.9270949110070415e-57,7.606364972808641e-58,4.8952553660064186e-38,7.7023617687497112e-28,3.6237493660187656e-39,3.6237493660194971e-39,6.2839384044227987e-52,1.0305374634184965e-52,2.5349182888270453e-40,2.0820602100359008e-29,7.7359411081275477e-42,6.3432966820756481e-43,5.1109450077930628e-92,6.1179083809558144e-53,2.5276136459958715e-44,4.6297268866531737e-92,1.1814717804568927e-24,1.0827813830989586e-65,1.0827813392614881e-65,6.2008250929554427e-36,1.8141472038918738e-36,7.6019917823686528e-26,6.2002822321658436e-36,1.4723359919496417e-47,4.6297268866529387e-92,1.9443733669912758e-56,7.6063650009669143e-58,2.815832538110474e-66,2.8729749567494622e-79,1.024317668598139e-44,1.9221761593410309e-92,1.6973208556044526e-31,5.1210683910502235e-72,6.5884295701908154e-92,3.5622296074990661e-43,1.2867251409392356e-105,3.6903275680106256e-97,1.4239627384271115e-109,5.4918001885411202e-62,5.8895982100691643e-43,7.6402045656726544e-63,4.3179292828820194e-43
2.9409226681115243e-22,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999999922107,9.5,1.7214926465971063e-15,2.3383891110053395e-14,2.3383891110060536e-14,2.1379342806837575e-26,2.1379191741218538e-26,7.3042957917472866e-13,1.3900694098472103e-22,1.0136392402512065e-26,8.8348154717590576e-39,3.6056019073066709e-43,4.2962679692032671e-41,3.9827840345136343e-22,4.8556386607984402e-28,8.37648951638782e-39,8.1816305732367297e-43,7.8919146684527564e-56,1.2180094296673359e-56,3.919180816453043e-37,3.0829520008913339e-27,2.9012028875502946e-38,2.9012028875514665e-38,1.0062488805396271e-50,1.6502026326463272e-51,2.0294759684956045e-39,8.3336668457754204e-29,6.1934566616535156e-41,5.0784943390392082e-42,6.5552947676764581e-90,9.7966244545320739e-52,2.0236278145284433e-43,5.9380847161551966e-90,4.7289661246228866e-24,3.4678158571612116e-64,3.4678155763615435e-64,4.9644304391000781e-35,1.4524208415711949e-35,3.042777847630516e-25,4.9639958203950109e-35,2.3576558991563391e-46,5.9380847161545931e-90,3.1135307204758917e-55,1.2180094386855655e-56,9.0182460787814328e-65,1.8402760771453161e-77,8.2007696389164677e-44,2.4625058174509419e-90,6.7937067681604933e-31,1.640120798377316e-70,8.4404574813528961e-90,2.8519496737083038e-42,3.2968662784861228e-103,4.7276900989361704e-95,3.6484984964697101e-107,1.7588547944370505e-60,4.7152596116751961e-42,2.4469226791636929e-61,3.456968912132515e-42
5.883122332605207e-22,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.9999999999984418,9.5,3.4437327932560679e-15,4.6777935885262046e-14,4.6777935885290596e-14,8.5545219106542258e-26,8.5544010130444748e-26,1.4611763216351312e-12,5.5620882850564623e-22,4.0558772848966627e-26,7.0699789867957264e-38,2.8855773508950048e-42,3.438755677686904e-40,1.5936323944221933e-21,1.9428879405391889e-27,6.7023670411212994e-38,6.5477905047163922e-42,1.2633917632107037e-54,1.9496083038700841e-55,3.1365357703256062e-36,1.2335823734380143e-26,2.3218440448011139e-37,2.321844044802989e-37,1.6106535212099956e-49,2.6413988995050391e-50,1.62419757172154e-38,3.3345522487889097e-28,4.9566476340762167e-40,4.0643389252303202e-41,8.3992903224027273e-88,1.5680979132788384e-50,1.6195172741088849e-42,7.6084599179375208e-88,1.8922024249915845e-23,1.1101677489189004e-62,1.1101675691303417e-62,3.9730531392234228e-34,1.1623780924692137e-34,1.2175074779794596e-24,3.9727053121846163e-34,3.7737848513885837e-45,7.6084599179359783e-88,4.9836768319677806e-54,1.9496083327405568e-55,2.8870524975531662e-63,1.1782800370788794e-75,6.5631080927429978e-43,3.1533652114962057e-88,2.7183676284980649e-30,5.2505940072864153e-69,1.0808439437020598e-87,2.2824265040631688e-41,8.4436276048193588e-101,6.0540501818293499e-93,9.3441954034476942e-105,5.6307025778641947e-59,3.773640618177065e-41,7.8334458767737e-60,2.7666257730815643e-41
1.1767521661592574e-21,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999999688327,9.5,6.8882130865685902e-15,9.3566025435343772e-14,9.3566025435458012e-14,3.4223658009224159e-25,3.4222690657421085e-25,2.9226698032565624e-12,2.225197492590339e-21,1.6226150149374494e-25,5.6561638474121552e-37,2.3089003152447478e-41,2.7517012366537338e-39,6.3755672805598321e-21,7.7728168947665471e-27,5.3607202682901073e-37,5.2392264124397833e-41,2.0219753128474752e-53,3.1200079970545459e-54,2.5097051626744464e-35,4.9351327542499228e-26,1.8578280050930331e-36,1.8578280050960332e-36,2.5775700045070875e-48,4.227098198180626e-49,1.2996048261707235e-37,1.3340380326008521e-27,3.9660711742727141e-39,3.2520886487988263e-40,1.0756543313238918e-85,2.5094671850326272e-49,1.2958598816757688e-41,9.7437670938044109e-86,7.5700418184252278e-23,3.5532833953078765e-61,3.5532822444156821e-61,3.1790461509583135e-33,9.3007907803655106e-34,4.8708226952433153e-24,3.178767836503775e-33,6.0392843903024657e-44,9.743767093800459e-86,7.9755054832987393e-53,3.1200080894594828e-54,9.2405104550406238e-62,7.542603346278272e-74,5.2514836402637397e-42,4.0371766583020537e-86,1.0875240608270532e-29,1.6805433766000916e-67,1.3837781697502242e-85,1.8262879826283965e-40,2.1620359764155576e-98,7.75085327485981e-91,2.3926311906683342e-102,1.8022036813510212e-57,3.0194856267389278e-40,2.5072297464497253e-58,2.2137209655714671e-40
2.3536320319567305e-21,0.27083205421459466,76.950000000000003,0.0,0.0,0.0,0.99999999999376621,9.5,1.3777173673172032e-14,1.8714220453416509e-13,1.8714220453462205e-13,1.3690577354232718e-24,1.3689803419727301e-24,5.8456567533019302e-12,8.9015143618578648e-21,6.4909882879870846e-25,4.5239316160126726e-36,1.8472956620731069e-40,2.2016397066700944e-38,2.5504344626432707e-20,3.1093798024247184e-26,4.2854805444945376e-36,4.1917777801697852e-40,3.2355993642475331e-52,4.9925205616882138e-53,2.0079547654286895e-34,1.9742137651784037e-25,1.4864035268048184e-35,1.4864035268096195e-35,4.1245315238589908e-47,6.7640451532939716e-48,1.039782574672362e-36,5.3365864279979415e-27,3.1731581731217197e-38,2.6019179409862108e-39,1.3771865606691668e-83,4.0155559534221923e-48,1.0367863421203685e-40,1.2475183431366298e-83,3.0282631627518038e-22,1.1371699789632986e-59,1.1371692423141547e-59,2.5434783950682945e-32,7.4413390942611412e-33,1.9484876400937825e-23,2.5432557224013266e-32,9.6638380225840708e-43,1.2475183431356168e-83,1.2762106990544212e-51,4.9925208574150905e-53,2.9572741429478809e-60,4.8277817057077986e-72,4.2015858218286182e-41,5.1681424143896897e-84,4.3504502871250812e-29,5.3783041994927729e-66,1.7714267313360605e-83,1.4611691114612456e-39,5.5354102697324421e-96,9.9221610066543137e-89,6.1257978998980903e-100,5.7676580157856197e-56,2.4158175198195889e-39,8.0239785845805842e-57,1.7711449291671592e-39
4.707391763551677e-21,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.9999999999875322,9.5,2.7555094846292517e-14,3.7429456272643925e-13,3.7429456272826683e-13,5.4764537780396408e-24,5.4758346337102442e-24,1.16916306006027e-11,3.5607506144199654e-20,2.5965009555337376e-24,3.6170325167884674e-35,1.4779067250851386e-39,1.761423267911744e-37,1.0202152926707847e-19,1.2438025316564201e-25,3.4229555946108487e-35,3.3535792995081376e-39,5.1773101237663843e-51,7.9884389272748001e-52,1.6064400647055305e-33,7.8971763986123171e-25,1.1891792734779697e-34,1.1891792734856514e-34,6.599585969692128e-46,1.0823022655013301e-46,8.3186554041785185e-36,2.1347214342080136e-26,2.5386469979615957e-37,2.081633154225564e-38,1.7630222025700095e-81,6.4252162715195744e-47,8.2946845260583157e-40,1.5970258495970182e-81,1.2113545492440848e-21,3.639133665879783e-58,3.639128951080392e-58,2.0348792992123941e-31,5.9533538436959834e-32,7.7942676479735254e-23,2.0347011526823458e-31,1.5462927197605595e-41,1.597025849594425e-81,2.0420409867407112e-50,7.988439873650512e-52,9.4637743216849081e-59,3.0899452042713145e-70,3.3614282307558644e-40,6.6155781723745434e-82,1.7402509259336591e-28,1.7211478437301856e-64,2.267548198097583e-81,1.1689907803372255e-38,1.4171415640355218e-93,1.2701051401893845e-86,1.56828900278188e-97,1.8457475590973637e-54,1.9327452138045425e-38,2.5678080852854783e-55,1.416983209457408e-38
9.41491122674157e-21,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999997506406,9.5,5.5110937192187866e-14,7.4859927908951516e-13,7.4859927909682357e-13,2.1906260779216123e-23,2.1901308029634486e-23,2.3383578084044366e-11,1.4243292091942371e-19,1.0386215034012565e-23,2.890045957165359e-34,1.1823535033540486e-38,1.4091832308512576e-36,4.0809441558004633e-19,4.9753113496480616e-25,2.7295249367794185e-34,2.6829237223134954e-38,8.283977200848675e-50,1.2781826445059448e-50,1.2851825442023973e-32,3.1589348277692266e-24,9.5136600008210389e-34,9.5136600009439518e-34,1.0559605656396265e-44,1.7317276418265777e-45,6.6550821395055625e-35,8.539059469119953e-26,2.0309657187164023e-36,1.6653460248186105e-37,2.256811408962199e-79,1.0280607310723622e-45,6.6359051742045759e-39,2.0443226141254681e-79,4.845516729514302e-21,1.1645523970057401e-56,1.1645493794624166e-56,1.6279420549094762e-30,4.7627960496192097e-31,3.1177704396889311e-22,1.627799534399255e-30,2.4741312349700247e-40,2.0443226141188304e-79,3.2673486900586408e-49,1.2781829473541099e-50,3.0284871592738929e-57,1.9776176031215567e-68,2.6892064171037967e-39,8.4681673985556048e-80,6.9611453268151975e-28,5.5078181014196493e-63,2.9025396163854401e-79,9.3521481822739059e-38,3.6279801868245308e-91,1.6257787543649776e-84,4.0149282766460992e-95,5.9065473200979567e-53,1.5462319882874365e-37,8.2172016907710508e-54,1.1336134744892469e-37
1.8829950153121355e-20,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999995012778,9.5,1.1022262188259607e-13,1.497208711729791e-12,1.4972087117590054e-12,8.7625934350359697e-23,8.7586320242984783e-23,4.6767472206288226e-11,5.6973746759454141e-19,4.1545281983081115e-23,2.3062474727545509e-33,9.4589412313291124e-38,1.1273644541706734e-35,1.6323942342212999e-18,1.9901447845217665e-24,2.1695321276904717e-33,2.1463590126635742e-37,1.325458858375832e-48,2.045117949627176e-49,1.0281582175853875e-31,1.2635867845673076e-23,7.6110183251909665e-33,7.6110183253876272e-33,1.6895582485678566e-43,2.7707993862844337e-44,5.3241286616727086e-34,3.41565853695684e-25,1.6247917198080881e-35,1.332292588334025e-36,2.8888101190772292e-77,1.6449180309647641e-44,5.3087872151700296e-38,2.6168158452912469e-77,1.9382263684858098e-20,3.726610369311022e-55,3.7265910568893634e-55,1.302369060341158e-29,3.8102819410901523e-30,1.2471208215688971e-21,1.3022550427344869e-29,3.958660195339306e-39,2.6168158452742534e-77,5.2278244392102089e-48,2.0451189187539051e-49,9.6912849116846417e-56,1.2656919915700453e-66,2.1513906693874513e-38,1.0839398656593841e-77,2.784486454307987e-27,1.7625251190453148e-61,3.715300200577942e-77,7.4818072731959384e-37,9.2877534936045145e-89,2.0810258801603396e-82,1.027835496526413e-92,1.8901199224159706e-51,1.2369988570602627e-36,2.6295390145593246e-52,9.0690154211295908e-37
3.7660028005880925e-20,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999990025534,9.5,2.2044599125788255e-13,2.9944275766669438e-12,2.9944275767836425e-12,3.5050551900799068e-22,3.5018873793956773e-22,9.3535257072218312e-11,2.2789613677035233e-18,1.661819669864079e-22,1.8357697596315713e-32,7.5671994029294337e-37,9.0189874736026286e-35,6.5296098786739886e-18,7.9606196266155038e-24,1.7134725981808176e-32,1.7170886984048058e-36,2.1207522605176401e-47,3.2722086066174582e-48,8.225314231268626e-31,5.0543728427456304e-23,6.0888507872143631e-32,6.0888507875290268e-32,2.7033099360979113e-42,4.4333069703834823e-43,4.259327825949458e-33,1.366270366709076e-24,1.299840868133881e-34,1.0658403264095497e-35,6.4729948071909974e-75,2.6318854068965397e-43,4.2470550884220778e-37,5.8635336634721475e-75,7.7529445874549113e-20,1.1925191419548725e-53,1.1925067820677272e-53,1.0419013668658494e-28,3.0482434510324825e-29,4.9885083336191679e-21,1.0418101524867064e-28,6.3338962065125056e-38,5.8635336633961194e-75,8.3645724754425221e-47,3.27221170784251e-48,3.101230690789675e-54,8.1004806058416882e-65,1.7211227536421429e-37,1.3874519840892877e-75,1.1138002454357592e-26,5.6401185099908613e-60,4.7556149591640256e-75,5.9854812303220855e-36,2.3776803081869425e-86,2.6637337879461112e-80,2.6312764989481814e-90,6.0484231351569139e-50,9.8960269520498401e-36,8.4145796339752908e-51,7.2552553810139932e-36
7.532018371140006e-20,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999980051046,9.5,4.4089272998633592e-13,5.9888653051684775e-12,5.988865305634009e-12,1.4020256323069691e-21,1.3994935123681397e-21,1.8707081328984983e-10,9.1158679010370832e-18,6.6472950890991824e-22,1.4540503868992082e-31,6.053779906781685e-36,7.2152192938437454e-34,2.6118503781131577e-17,3.1842559475887828e-23,1.3366047556044378e-31,1.3736611130785596e-35,3.3932183488633714e-46,5.2355474798473471e-47,6.5802703994996274e-30,2.0217542759591747e-22,4.8710950758551418e-31,4.8710950763586064e-31,4.3253082114660207e-41,7.0933129533460627e-42,3.4074717657023477e-32,5.4650953869896389e-24,1.0398754263157164e-33,8.5267468072664458e-35,8.3132354538151414e-73,4.2110294752843262e-42,3.3976543345584214e-36,7.5305075012497968e-73,3.1011854656826712e-19,3.8160481206470545e-52,3.8159690189641622e-52,8.3352346411606533e-28,2.4386016920850288e-28,1.9954081476029136e-20,8.3345049279217956e-28,1.0134264943789019e-36,7.5305075010541884e-73,1.3383359120476116e-45,5.2355574037946355e-47,9.92396533593506e-53,5.1843220549480612e-63,1.3769022962319331e-36,1.7759435425232635e-73,4.4552123009616541e-26,1.80484453983234e-58,6.0872043078217481e-73,4.7883990219357336e-35,6.086878831043907e-84,3.4095977287261852e-78,6.7360898369336645e-88,1.9355015351009376e-48,7.9168088472835122e-35,2.692674011645266e-49,5.8042215124920716e-35
1.5064049512243834e-19,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999960102071,9.5,8.8178620735476398e-13,1.1977740756687083e-11,1.1977740758539118e-11,5.6081095862322203e-21,5.5878866912574363e-21,3.7414187166821419e-10,3.6463511948812644e-17,2.658921020424289e-21,1.1405896139716688e-30,4.843034986793806e-35,5.7721880870403241e-33,1.0447413071923076e-16,1.2737039978014939e-22,1.0183843358765941e-30,1.0989082472399026e-34,5.4291619830769181e-45,8.3768798933843616e-46,5.2642233145033413e-29,8.0870273652036074e-22,3.8968818314644658e-30,3.8968818322700092e-30,6.9204995427603816e-40,1.1349316370077772e-40,2.7259804885692996e-31,2.1860409518463555e-23,8.3190100959226016e-33,6.821405800927427e-34,1.0641250665574916e-70,6.7376560704881274e-41,2.7181277928189229e-35,9.6393297718036634e-71,1.2404755587996641e-18,1.2211209764277122e-50,1.221070353645402e-50,6.6681959662863562e-27,1.9508837613297837e-27,7.9816406561358578e-20,6.6676122011642131e-27,1.6214845834625893e-35,9.6393297713028768e-71,2.1413410597248915e-44,8.3769116500328132e-46,3.1756706202566145e-51,3.3179680208622056e-61,1.1015234839987221e-35,2.2732090700417679e-71,1.7820871776463541e-25,5.7755164162757205e-57,7.7916261232885979e-71,3.8307246293101399e-34,1.5582419140445266e-81,4.3643103775945886e-76,1.7244415253946725e-85,6.1936136383525629e-47,6.3333985485162015e-34,8.6165689649613507e-48,4.6433840770462788e-34
3.012811179445149e-19,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999920204108,9.5,1.7635731617377055e-12,2.395549163783904e-11,2.395549164516683e-11,2.2432452014735101e-20,2.2271211591473116e-20,7.4828377219747237e-10,1.4585409235798408e-16,1.0635687674541196e-20,8.7820591671803387e-30,3.8744370661457784e-34,4.6177570117851265e-32,4.1789665056001877e-16,5.0948192237539866e-22,7.4360601341401194e-30,8.7909161441142352e-34,8.6866719581156061e-44,1.3402988436402147e-44,4.2113804721219946e-28,3.2348129852628592e-21,3.1175077612252283e-29,3.1175077625140967e-29,1.1072793362944778e-38,1.8158912961051315e-39,2.1807844596985063e-30,8.7441695056386718e-23,6.6552039639541368e-32,5.4571258655237265e-33,1.3620823834381306e-68,1.0780252522796081e-39,2.1745043157475062e-34,1.2338362941908168e-68,4.961903751331859e-18,3.9074851995443325e-49,3.9071612439179726e-49,5.3345581077332207e-26,1.5607073883751712e-26,3.1926566255230657e-19,5.3340911054250449e-26,2.5943761639295881e-34,1.233836294062616e-68,3.4261490484396397e-43,1.3403090057536457e-44,1.0162131910586202e-49,2.1234966567203406e-59,8.8121946149920212e-35,2.9097036869118138e-69,7.1283531724480373e-25,1.8481695888262077e-55,9.9732680725144733e-69,3.0645815428491535e-33,3.9890939733286177e-79,5.5863679167442361e-74,4.4145720610532563e-83,1.9819570660698742e-45,5.06662991951844e-33,2.757303037465172e-46,3.7147099828165965e-33
4.519217407665914e-19,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999880306145,9.5,2.6453601157667325e-12,3.5933242497158014e-11,3.5933242512612036e-11,4.7668968575422974e-20,4.7208809992174671e-20,1.1224254564993854e-09,3.0993993346998068e-16,2.2600835880518527e-20,2.457197686907244e-29,1.1078482445949226e-33,1.3708972381835999e-31,8.880303457973025e-16,1.0826492864930494e-21,2.0208483631076037e-29,2.5135945323668346e-33,3.2863457873630279e-43,4.9331858824418373e-44,1.2041916190794505e-27,6.8739788537482818e-21,8.9141254263295968e-29,8.9141254310734854e-29,4.0755213802753636e-38,6.6836856641300927e-39,6.2356792084305067e-30,1.8581363910046411e-22,1.9029712616858968e-31,1.560396762477389e-32,7.0278412859856886e-68,3.9678484923692347e-39,6.2177253655269847e-34,6.366138904681394e-68,1.0544045036627634e-17,1.7839991251064871e-48,1.7838211398034766e-48,1.5253500687994425e-25,4.4626472603027023e-26,6.7843941498187157e-19,1.5252165369664164e-25,9.549026624946763e-34,6.3661389038943078e-68,1.2610507221951074e-42,4.9332322789967477e-44,4.6396639279744969e-49,1.1667132143872739e-58,2.5197374144971499e-34,1.8771597747130969e-68,1.5147753220884535e-24,8.438090416328449e-55,6.4341320313439339e-68,8.7627888059760303e-33,2.9623718211266246e-78,3.6039887379204728e-73,3.2783409237736433e-82,9.0489087413483196e-45,1.4487245459065508e-32,1.2588861765572041e-45,1.0621750824436855e-32
6.02562363588668e-19,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999840408182,9.5,3.5271470694418458e-12,4.7910993334695923e-11,4.7910993360874736e-11,8.1317658880004506e-20,8.0348745704891936e-20,1.4965669245740774e-09,5.2872100367402555e-16,3.8554363559426974e-20,5.0831648023538933e-29,2.336775808060616e-33,2.987113709209822e-31,1.5148751258630402e-15,1.8468724916696048e-21,4.0762132258479766e-29,5.301787424050134e-33,8.5543415623898361e-43,1.2511619496124635e-43,2.5399887377898608e-27,1.1726200330825937e-20,1.8802474142382629e-28,1.8802474154414153e-28,1.0336399689056001e-37,1.6951272534678621e-38,1.3152849931660473e-29,3.1697624288201401e-22,4.0139151100335634e-31,3.2913281550930217e-32,3.8339320540674295e-67,1.0063321548192481e-38,1.3114987053123398e-33,3.4729503720382348e-67,1.7986898339381784e-17,5.3175426704558237e-48,5.3169307386067736e-48,3.2174045782639553e-25,9.413014078922743e-26,1.1573375544684579e-18,3.2171229241107253e-25,2.4218396433009648e-33,3.4729503716000813e-67,3.1982983456511711e-42,1.2511757791009601e-43,1.3829513643979408e-48,4.0113985022903157e-58,5.3148566006002682e-34,7.3308031478022163e-68,2.5840287276901518e-24,2.5151573299207748e-54,2.5126979647771682e-67,1.8483260034183625e-32,1.297336752137536e-77,1.407460733631638e-72,1.4357131023500947e-81,2.6972226370111016e-44,3.0557508402836423e-32,3.7523820677166882e-45,2.2404350988097447e-32
9.038436092328212e-19,0.27083205421459466,76.950000000000003,0.0,0.0,0.0,0.99999999760612257,9.5,5.2907209759614549e-12,7.1866494958812796e-11,7.1866495012379978e-11,1.6835789503117676e-19,1.6571917122377307e-19,2.2448493532518012e-09,1.0946494000158086e-15,7.982189490574859e-20,1.3449188676353395e-28,6.3824769837094707e-33,8.6706712479081812e-31,3.1363557265851264e-15,3.8237152621622592e-21,1.0367059870701824e-28,1.448031792434121e-32,3.139323361271614e-42,4.3753709684905216e-43,6.9374958818797874e-27,2.4277610496045036e-20,5.1355393605986764e-28,5.1355393648061556e-28,3.6146858897100929e-37,5.9279408912766593e-38,3.5924494130902882e-29,6.5625912612164621e-22,1.0963235332915562e-30,8.989634935802062e-32,5.3246602164585394e-66,3.5191912845031848e-38,3.5821113920826186e-33,4.823319878044972e-66,3.7239578793082798e-17,2.3275527118118176e-47,2.3272236206396636e-47,8.7877269504241714e-25,2.5709852453992283e-25,2.3961193004940738e-18,8.7869576799869133e-25,8.4692884667741291e-33,4.8233198773528166e-66,1.1184608228093699e-41,4.3754315028208818e-43,6.0534440432746727e-48,2.1574039065591288e-57,1.4516523648280666e-33,4.7682193068706682e-67,5.3499037100646016e-24,1.1009353337145056e-53,1.6343495732216755e-66,5.0483514808889505e-32,1.0065629022039256e-76,9.154847394130448e-72,1.1139292008139648e-80,1.1806267690500745e-43,8.3460716710473562e-32,1.6424905561156351e-44,6.1193237161137737e-32
1.2051248548769744e-18,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999680816332,9.5,7.0542948811795968e-12,9.5821996503259735e-11,9.5821996593344305e-11,2.8633269107557354e-19,2.8082579837051409e-19,2.9931309867859546e-09,1.8617113985691193e-15,1.3575610279079278e-19,2.7365420501139057e-28,1.3354309561223551e-32,1.8961782181293394e-30,5.3341181259622465e-15,6.503138497594305e-21,2.0394269481963408e-28,3.0296725234994734e-32,8.1405014701075844e-42,1.0932855534273455e-42,1.4515559401107996e-26,4.1289858688131785e-20,1.0745266790896172e-27,1.074526680140951e-27,9.0321091034375761e-37,1.4812307324366087e-37,7.5166021938177954e-29,1.1161249725462301e-21,2.2938733002051801e-30,1.8809317053156539e-31,2.4476712632275783e-65,8.7934985191778881e-38,7.4949781633516322e-33,2.2172121758272255e-65,6.3334752038195815e-17,6.7812805878592486e-47,6.7801838358600245e-47,1.8386858434429886e-24,5.3793593895485934e-25,4.0751694096207938e-18,1.8385248890150315e-24,2.1162441035692113e-32,2.21721217546831e-65,2.7947298574925739e-41,1.0933031902138602e-42,1.7636818583272469e-47,7.1901860037502204e-57,3.0373425775582545e-33,1.7901306295538681e-66,9.0987853679679072e-24,3.2076008588318527e-53,6.1358319537962652e-66,1.0562839462460515e-31,4.204170181110547e-76,3.4370387977967364e-71,4.6526208083146951e-80,3.4397782848910607e-43,1.7462528873002036e-31,4.7854271040307235e-44,1.2803672815033526e-31
1.5064061005211275e-18,0.2708320542145947,76.950000000000003,0.0,0.0,0.0,0.99999999601020406,9.5,8.8178687850033035e-12,1.197774979626859e-10,1.1977749809872911e-10,4.3745165584209703e-19,4.2745275858562172e-19,3.7414117683814007e-09,2.8442734739151491e-15,2.0740459307610721e-19,4.8444069668274771e-28,2.4311071128073559e-32,3.5574887105287816e-30,8.1493247042425622e-15,9.9353265137901271e-21,3.4951176497096014e-28,5.5152282541132002e-32,1.7799018996425735e-41,2.3195234214486825e-42,2.6425015934426013e-26,6.3081576120398094e-20,1.9561348343027107e-27,1.9561348365332292e-27,1.9162589191507267e-36,3.1425917801144478e-37,1.3683680038497726e-28,1.7051868594093215e-21,4.1759044403249342e-30,3.4241630696492905e-31,9.0368447965630961e-65,1.8656360381807781e-37,1.3644326534180426e-32,8.1859858477696517e-65,9.6761160372324247e-17,1.6464352117066884e-46,1.6461349570699707e-46,3.3472561712357372e-24,9.7929148022801598e-25,6.2259348909478299e-18,3.3469631648173781e-24,4.4898414292120788e-32,8.1859858463297527e-65,5.9293256776310629e-41,2.3195662425684003e-42,4.2821197576415864e-47,1.9685124724291077e-56,5.529366461340189e-33,5.4602430455142797e-66,1.3900888433181296e-23,7.7878878569096293e-53,1.8715468746396764e-65,1.9229244295514858e-31,1.4145587533468642e-75,1.0483774167949372e-70,1.56545039015768e-79,8.3515886924014481e-43,3.1789412603201481e-31,1.1618748513695501e-43,2.330859792242733e-31
2.1089685918094337e-18,0.27083205421459466,76.950000000000003,0.0,0.0,0.0,0.99999999441428578,9.5,1.2345016588379835e-11,1.676885006233925e-10,1.6768850087801265e-10,8.4120399805033159e-19,8.1499069162968792e-19,5.2379707222479946e-09,5.46943288548676e-15,3.9883140661905799e-19,1.190971054676908e-27,6.4188791415692153e-32,9.7339402733735741e-30,1.5670850549891596e-14,1.9105281176461365e-20,8.0025388908171026e-28,1.4560568127888402e-31,6.8462978541584765e-41,8.4979972788711317e-42,6.9769793095702843e-26,1.2130363668178368e-19,5.1647731003917486e-27,5.1647731085636549e-27,7.020559158421003e-36,1.1513471063260508e-36,3.612889806670503e-28,3.2790141548425413e-21,1.102558799259648e-29,9.0407909866951333e-31,1.1078461402531871e-63,6.8351040985369439e-37,3.6025078143533862e-32,1.0035375239690246e-63,1.8606813917994315e-16,8.5170265316569218e-46,8.5147841566710388e-46,8.8377346740153035e-24,2.5856157089593185e-24,1.1972237433640589e-17,8.8369610865171093e-24,1.6449369663633404e-31,1.0035375236730845e-63,2.1723224518315557e-40,8.4982188042046074e-42,2.2152573621955629e-46,1.4703999793748815e-55,1.4599159925021908e-32,6.0429720416958932e-65,2.673091582517379e-23,4.028916189240518e-52,2.0712824546678683e-64,5.0770863523714088e-31,2.3858725533115476e-74,1.1603322872924216e-69,2.6404032720497786e-78,4.3205085617299874e-42,8.3930147045116772e-31,6.0107009583904757e-43,6.1541574940941439e-31
