Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221)
7.041203711812251e-13,0.27083205388051834,76.950000000000003,0.0,0.0,0.0,0.99815117350556359,9.4999998919566941,4.1177845036263072e-06,5.5859690400285757e-05,5.5783564393949027e-05,8.5656852547976639e-08,6.1956174031168371e-12,0.000603490698578289,0.00028949470859057766,2.2380123335380358e-08,4.182804282893416e-16,7.6279052931086466e-15,1.6612175254358119e-13,0.00082947255534922238,2.0815477248684041e-09,8.4436101550087184e-17,2.1318431227896225e-17,3.8833877059355332e-19,3.07076832290616e-20,1.3416992964420809e-09,1.3049373830833409e-08,1.7209759229350507e-10,1.7212124930352515e-10,1.7628262381673578e-14,6.0287476368774381e-15,3.2623482129042194e-12,3.6269629164464978e-10,7.9465560586158103e-14,1.3256727672359171e-14,2.7540536999838368e-25,3.0989829490734458e-15,1.3674746642219901e-15,2.498393118435441e-25,9.8510820772619023e-06,2.0661819112358336e-20,8.1036835441273385e-21,1.1456429465155433e-07,3.2897559631391663e-08,3.6803919423688843e-07,1.1511479910162951e-07,7.3763319039774588e-10,2.4982417015760537e-25,2.3322237891041191e-18,2.7030752168173958e-19,2.3956081131088788e-19,4.2183448933719837e-23,4.726618502243501e-16,4.0777963222320063e-27,2.8776971161174863e-12,3.1745026994851872e-24,1.4115950619327448e-26,1.2959612062911712e-14,3.4754026638150916e-31,1.4612804886859229e-30,1.5071639352535359e-34,5.7694335698883798e-15,5.1566587028830362e-16,7.9892446445852662e-16,2.0514070858526655e-14
7.230080935593897e-13,0.2708320538639366,76.950000000000003,0.0,0.0,0.0,0.99810179325501269,9.4999998865883821,4.2281369165887606e-06,5.7354972743543531e-05,5.7274537285339375e-05,9.0146723198101611e-08,6.3614706446115956e-12,0.00060650378949969684,0.0003005838032710097,2.3258392446859227e-08,4.402054758907692e-16,8.3076352048073841e-15,1.7716929561368635e-13,0.00086124616243559934,2.1945658060314777e-09,8.7749654320656182e-17,2.2156939844559188e-17,4.2611149209498295e-19,3.3529109092358102e-20,1.4347594643258053e-09,1.3753095552445595e-08,1.8626315182583102e-10,1.8628895904179928e-10,1.9192014142564273e-14,6.615201823843905e-15,3.4301385936095768e-12,3.823847657165082e-10,8.4138821195306132e-14,1.4121021782615159e-14,3.3127590624650817e-25,3.3907461219910463e-15,1.4776135839133722e-15,3.0053514297906461e-25,1.0228546859142409e-05,2.2616165658778347e-20,8.8680182850334217e-21,1.2127155307716409e-07,3.4803551790347654e-08,3.7667352823208648e-07,1.2187274674650861e-07,8.0522799329826178e-10,3.0051643914811529e-25,2.5884607482645769e-18,3.0269369828227819e-19,2.6911948715608875e-19,4.873395040819674e-23,5.1045544665706282e-16,4.8419437565943624e-27,3.0330831841907134e-12,3.6535264660683606e-24,1.6765771015518618e-26,1.393512467363378e-14,4.2424918308836165e-31,1.7500232440656547e-30,1.8514861459868867e-34,6.4849539554007373e-15,5.436871878771034e-16,8.9788620685140505e-16,2.2203518900607963e-14
7.418958159375542e-13,0.270832053847013,76.950000000000003,0.0,0.0,0.0,0.998052418239749,9.4999998811089128,4.3384838373804353e-06,5.8850101443177894e-05,5.8765237167272424e-05,9.4742651727231924e-08,6.5273068440289557e-12,0.00060930419427762694,0.00031172613290433556,2.4141759214779373e-08,4.6264842955973497e-16,9.0266071901942671e-15,1.88604271753162e-13,0.00089317235221324427,2.3105634543363159e-09,9.1082439696636967e-17,2.3000280367444516e-17,4.6635313101315065e-19,3.6518692638231564e-20,1.5313136276555462e-09,1.4474991515268839e-08,2.0118224775591459e-10,2.0121033350905362e-10,2.0845857784874023e-14,7.2398953519703292e-15,3.6002004334330686e-12,4.0259050038508908e-10,8.8945906020558543e-14,1.5014365014179952e-14,3.9658098628971464e-25,3.700501383294283e-15,1.5933257748742587e-15,3.5979435438582643e-25,1.0607834043417825e-05,2.4691609302724838e-20,9.679575137373296e-21,1.2812805108515238e-07,3.6750022552325596e-08,3.8506795348304868e-07,1.2878286407638308e-07,8.7671726899677942e-10,3.5977137624047269e-25,2.8648925688853779e-18,3.379232657522325e-19,3.0135265624317782e-19,5.6080406940735131e-23,5.5012590447716565e-16,5.7226541116486034e-27,3.1925021423400826e-12,4.1890821463833307e-24,1.9820774044349545e-26,1.495385660477942e-14,5.1512998233286031e-31,2.0853049468097801e-30,2.2616929793440332e-34,7.2649961829323792e-15,5.7244034962451229e-16,1.0057533161354391e-15,2.3982956666806712e-14
7.607835383157188e-13,0.27083205382975034,76.950000000000003,0.0,0.0,0.0,0.99800304827445008,9.4999998755192276,4.4488252665714233e-06,6.0345076849360249e-05,6.0255664677117448e-05,9.9444026981677426e-08,6.6931260402076129e-12,0.000611906769906381,0.00032291793676939761,2.5029896233958454e-08,4.856063048861928e-16,9.7858848245961098e-15,2.0042827955283518e-13,0.00092524034983550781,2.4295400669596277e-09,9.4433222433080128e-17,2.3848136829604202e-17,5.0914845643027145e-19,3.9681147644200044e-20,1.6313770390726992e-09,1.5215038889712049e-08,2.1687408009820699e-10,2.1690457651093031e-10,2.2592297281090081e-14,7.9041154396120985e-15,3.7724092499574762e-12,4.2331331829257257e-10,9.3886762826647905e-14,1.5936807678030473e-14,4.7260998142555291e-25,4.0287772927022316e-15,1.7147355306222694e-15,4.2878777048585688e-25,1.0988815896989842e-05,2.6891726921214238e-20,1.0539744289235131e-20,1.351292590359007e-07,3.8735583025352702e-08,3.9322433831149524e-07,1.3584068501209658e-07,9.5218600815483882e-10,4.2875968727647753e-25,3.1625119775109051e-18,3.7615795487375817e-19,3.3641726947591952e-19,6.4293745563458874e-23,5.9170981024836313e-16,6.7338260455303056e-27,3.3559502721423881e-12,4.7860582943446894e-24,2.3329447839155447e-26,1.6016355909989311e-14,6.2231559033288318e-31,2.4730108882596715e-30,2.7480652885873313e-34,8.1132135591918642e-15,6.0192467994794462e-16,1.1230277594485068e-15,2.5854688772561146e-14
7.796712606938833e-13,0.27083205381215164,76.950000000000003,0.0,0.0,0.0,0.99795368318672828,9.4999998698202361,4.5591612047120394e-06,6.1839899291082196e-05,6.1745820448257631e-05,1.0425024124729165e-07,6.8589282696368933e-12,0.00061432533558249461,0.00033415571684289308,2.5922496742414483e-08,5.0907613425621114e-16,1.0586528619934115e-14,2.1264290476205874e-13,0.00095744013311145051,2.5514950418020704e-09,9.7800845168376286e-17,2.4700213201877183e-17,5.5458255290760861e-19,4.3021173029899562e-20,1.734963797823798e-09,1.5973214887538346e-08,2.3335782475321298e-10,2.3339086773693901e-10,2.4433833455414188e-14,8.6091502674803805e-15,3.9466461103655975e-12,4.4455304939890757e-10,9.89613414251108e-14,1.6888397028258404e-14,5.607890757234718e-25,4.3760993114838753e-15,1.8419668942461693e-15,5.0881053146603813e-25,1.1371373616516975e-05,2.9220074491506601e-20,1.1449907789490505e-20,1.4227069062642251e-07,4.0758859386516876e-08,4.0114503572627316e-07,1.4304178481830149e-07,1.031716643966789e-09,5.0877637787484423e-25,3.4823324817697125e-18,4.1756381470823193e-19,3.7447460706537417e-19,7.344899136678873e-23,6.3524315825088393e-16,7.8905705192863434e-27,3.523423877186106e-12,5.4496171827460108e-24,2.7344535552429268e-26,1.7123152132722595e-14,7.4819011953636797e-31,2.9195757223372698e-30,3.3221423948518786e-34,9.0333370625991507e-15,6.3213950728647028e-16,1.2502219616230798e-15,2.7821017712962734e-14
7.985589830720479e-13,0.2708320537942197,76.950000000000003,0.0,0.0,0.0,0.99790432281622765,9.4999998640128354,4.6694916523342279e-06,6.3334569077494262e-05,6.3235705110146974e-05,1.0916069023008043e-07,7.0247135666051919e-12,0.00061657274518635318,0.00034543621945209611,2.6819273319987482e-08,5.3305496675727902e-16,1.1429596302264883e-14,2.2524972661094385e-13,0.00098976237993905389,2.6764277774584223e-09,1.0118422351437291e-16,2.5556232135068847e-17,6.0274081823313078e-19,4.654345409847524e-20,1.8420869303417674e-09,1.674949676129154e-08,2.5065263355115569e-10,2.506883628038775e-10,2.6372963988963308e-14,9.3562887291798827e-15,4.1227975272686862e-12,4.6630953064670965e-10,1.0416959361779984e-13,1.7869177643681674e-14,6.626918054418224e-25,4.7429897611153328e-15,1.9751436953334552e-15,6.0129168061345923e-25,1.1755396704367096e-05,3.1680186801832532e-20,1.2411439437639527e-20,1.4954791117237015e-07,4.2818495275107714e-08,4.08832824151209e-07,1.5038178840620302e-07,1.1153890787148863e-09,6.0125033909189277e-25,3.8253882873520743e-18,4.6231120069648572e-19,4.15690265284447e-19,8.3625378659622369e-23,6.8076135993547531e-16,9.2092788946640781e-27,3.6949192824228104e-12,6.1852019803278819e-24,3.1923277335808144e-26,1.8274756883329939e-14,8.9541054513292205e-31,3.4320175020067031e-30,3.9968358325498341e-34,1.0029172981858758e-14,6.6308416398218716e-16,1.3878584696045457e-15,2.9884243875008373e-14
8.174467054502124e-13,0.27083205377595737,76.950000000000003,0.0,0.0,0.0,0.99785496701378296,9.4999998580978939,4.779816609952818e-06,6.4829086499159993e-05,6.4725319288364629e-05,1.14174773036923e-07,7.1904819633392222e-12,0.00061866095470289599,0.00035675641820864801,2.7719956668983877e-08,5.5753986808417123e-16,1.2316143082495659e-14,2.3825032331868155e-13,0.001022198419408821,2.8043376731888892e-09,1.0458234145594901e-16,2.6415933781501334e-17,6.5370896247504834e-19,5.0252663757998012e-20,1.9527584652007177e-09,1.754386180373662e-08,2.687776342950183e-10,2.6881619329865385e-10,2.8412183425059271e-14,1.0146820206033081e-14,4.3007553362897953e-12,4.8858260562757842e-10,1.0951147313263419e-13,1.8879191762229139e-14,7.8005011745342662e-25,5.1299677905176549e-15,2.1143895832479956e-15,7.078042248521504e-25,1.2140782388158902e-05,3.4275577221369121e-20,1.3425704696400689e-20,1.5695654484454093e-07,4.4913153876151749e-08,4.1629085334177176e-07,1.5785637759426635e-07,1.2032807147591374e-09,7.0775440615618323e-25,4.1927342215678251e-18,5.1057476387488418e-19,4.6023414435856386e-19,9.4906461793963772e-23,7.2829925340822725e-16,1.0707692773883211e-26,3.8704328335406024e-12,6.9985439086322393e-24,3.7127658764576294e-26,1.9471664398155704e-14,1.0669295910197709e-30,4.0179728461293839e-30,4.7865499309221226e-34,1.1104600581319411e-14,6.947579861656222e-16,1.5364696208250161e-15,3.2046665549489862e-14
8.36334427828377e-13,0.27083205375736713,76.950000000000003,0.0,0.0,0.0,0.99780561564063841,9.4999998520762592,4.8901360780667341e-06,6.6323451829230953e-05,6.6214663604666443e-05,1.192918921564043e-07,7.3562334901343053e-12,0.00062060108494279068,0.00036811349813193993,2.8624294471559587e-08,5.8252792044534245e-16,1.3247221918695816e-14,2.5164627687268426e-13,0.0010547401863156764,2.9352241288915343e-09,1.0799424704011423e-16,2.7279074690844875e-17,7.0757300816547976e-19,5.4153463714445917e-20,2.066989502846036e-09,1.8356287347316028e-08,2.877519308029793e-10,2.8779346682052281e-10,3.0553983174559434e-14,1.0982034363787552e-14,4.4804165590847219e-12,5.1137212425272381e-10,1.1498693555400487e-13,1.9918479573894511e-14,9.1476595819069539e-25,5.5375493507480937e-15,2.2598280570344335e-15,8.3007567905681602e-25,1.2527435080779005e-05,3.7009737521692379e-20,1.4494060624059319e-20,1.6449228095429064e-07,4.7041519722475635e-08,4.2352259507562804e-07,1.6546129742083992e-07,1.2954664893793192e-09,8.3001590084651233e-25,4.5854456628172612e-18,5.6253344117733697e-19,5.0828043747099467e-19,1.0738022568333369e-22,7.7789111292131296e-16,1.240497557130848e-26,4.0499608963586952e-12,7.8956693805101096e-24,4.3024665683930204e-26,2.0714352081243383e-14,1.2660198562948528e-30,4.6857332498894182e-30,5.707309451654692e-34,1.2263569797052329e-14,7.2716031364500637e-16,1.6965972160767132e-15,3.4310578942533601e-14
8.552221502065415e-13,0.2708320537384518,76.950000000000003,0.0,0.0,0.0,0.99775626856772071,9.499999845948766,5.0004500571601022e-06,6.7817665324547332e-05,6.7703738677034347e-05,1.245114534397578e-07,7.5219681754763234e-12,0.00062240347988765338,0.00037950484088018207,2.9532050319068132e-08,6.0801622246985995e-16,1.4223883768818698e-14,2.6543917715302265e-13,0.0010873801788445015,3.0690865450758008e-09,1.1141904833661782e-16,2.8145426775459518e-17,7.6441929146372113e-19,5.8250505629313567e-20,2.1847902804595206e-09,1.9186750763623192e-08,3.0759460295026191e-10,3.0763926702275823e-10,3.2800851521224319e-14,1.1863220969137526e-14,4.6616832548254113e-12,5.3467794243003835e-10,1.2059593824917942e-13,2.0987079477086064e-14,1.0689234047406697e-24,5.966247176212622e-15,2.4115824922105212e-15,9.699991048309401e-25,1.291526587808726e-05,3.9886137743276652e-20,1.5617855824104551e-20,1.7215087937151659e-07,4.9202300240221425e-08,4.3053179824753886e-07,1.7319236159195966e-07,1.3920189129592945e-09,9.6992766819429986e-25,5.0046184753756519e-18,6.183704467853936e-19,5.6000762085188648e-19,1.2113919604337381e-22,8.2957065834859372e-16,1.4321785808643168e-26,4.2334998562424538e-12,8.8829071220722518e-24,4.9686545460133857e-26,2.2003281029180151e-14,1.4962992135129599e-30,5.4442825527944886e-30,6.7768945063352713e-34,1.3510098966911271e-14,7.6029048979928951e-16,1.8687921973356331e-15,3.6678278186802283e-14
8.74109872584706e-13,0.270832053719214,76.950000000000003,0.0,0.0,0.0,0.99770692567496178,9.4999998397162226,5.110758547703277e-06,6.9311727226669144e-05,6.9192545119723406e-05,1.2983286608191802e-07,7.6876860461562953e-12,0.000624077760957497,0.00039092801101367838,3.0443002708942705e-08,6.3400188911489225e-16,1.5247177832993181e-14,2.7963062546901842e-13,0.001120111419213041,3.205924322837128e-09,1.1485590965335157e-16,2.9014776341033919e-17,8.2433446416587641e-19,6.2548432236347468e-20,2.3061702322910567e-09,2.0035229462894076e-08,3.2832470671041836e-10,3.2837265365377654e-10,3.5155273627108963e-14,1.2791669724207952e-14,4.8444623627486832e-12,5.5849992174920362e-10,1.2633844029200048e-13,2.2085028302596308e-14,1.2448013497232608e-24,6.4165707715876661e-15,2.5697761646945085e-15,1.1296446544427854e-24,1.3304192091741568e-05,4.2908226101440228e-20,1.6798430410003459e-20,1.7992817515158014e-07,5.1394227060561181e-08,4.3732244802967621e-07,1.8104545714034326e-07,1.4930081100535259e-09,1.1295596181973902e-24,5.4513689489445484e-18,6.7827326448460388e-19,6.1559844491466168e-19,1.3628054938200913e-22,8.8337106462761703e-16,1.648035212616819e-26,4.4210461175381012e-12,9.9668952797938574e-24,5.7191074622792631e-26,2.3338896539593855e-14,1.7617575099865517e-30,6.3033355787312193e-30,8.0149829805002478e-34,1.4848272597366252e-14,7.941478614747576e-16,2.0536143309204195e-15,3.9152055352370293e-14
8.929975949628706e-13,0.27083205369965585,76.950000000000003,0.0,0.0,0.0,0.99765758685067041,9.4999998333794284,5.2210615501538131e-06,7.0805637762842046e-05,7.0681083543306831e-05,1.352555426026823e-07,7.8533871273774967e-12,0.00062563287748344679,0.00040238074321866324,3.1356944104880655e-08,6.6048205157371111e-16,1.6318151784747092e-14,2.9422223756946425e-13,0.0011529274170669131,3.34573686383261e-09,1.1830404799058494e-16,2.9886923178521719e-17,8.8740549643854897e-19,6.7051878413190764e-20,2.4311380457714955e-09,2.0901700893517253e-08,3.4996127419607081e-10,3.5001266259773422e-10,3.7619731537945556e-14,1.376867011727979e-14,5.0286655381140435e-12,5.8283792917608335e-10,1.3221440238534596e-13,2.321236150906541e-14,1.4448867514427717e-24,6.8890264037087772e-15,2.734532272102552e-15,1.3112716304861683e-24,1.3694136814703961e-05,4.6079428926616548e-20,1.8037115983145505e-20,1.8782008244300014e-07,5.3616057119001383e-08,4.438987287771388e-07,1.8901654836707312e-07,1.5985018629079177e-09,1.3111707831055192e-24,5.9268337424610482e-18,7.4243364098315842e-19,6.7523992639999254e-19,1.5290622276560375e-22,9.3932497115122331e-16,1.8904550002492818e-26,4.6125961030264246e-12,1.1154588514417563e-23,6.5621832884162226e-26,2.4721628603808653e-14,2.0667846031755688e-30,7.2733779624686469e-30,9.4433006925196138e-34,1.628223916956618e-14,8.287317788851254e-16,2.2516318963242749e-15,4.1734200457283523e-14
9.118853173410351e-13,0.2708320536797803,76.950000000000003,0.0,0.0,0.0,0.99760825199094749,9.4999998269391579,5.3313590649573463e-06,7.2299397146902069e-05,7.2169354554718965e-05,1.4077889882798031e-07,8.0190714428555931e-12,0.00062707715365343413,0.00041386093042393359,3.2273680056302716e-08,6.8745385718421726e-16,1.7437851990692935e-14,3.0921564618303452e-13,0.001185822135432574,3.4885235702577051e-09,1.2176272971883169e-16,3.0761679713345418e-17,9.537196801647215e-19,7.1765472204903477e-20,2.55970171370438e-09,2.1786142541562859e-08,3.725233136991294e-10,3.7257830591461559e-10,4.0196704188488174e-14,1.4795511288165595e-14,5.2142089836585644e-12,6.0769183675739619e-10,1.3822378678362734e-13,2.4369113353459078e-14,1.6718884606790566e-24,7.3841170977538269e-15,2.9059739526381396e-15,1.5173410717239031e-24,1.4085028517121827e-05,4.9403150634312642e-20,1.933523562217535e-20,1.9582259774320506e-07,5.5866573562309657e-08,4.5026499037725392e-07,1.9710168013294573e-07,1.7085656570391286e-09,1.5172219007285987e-24,6.4321698316926042e-18,8.1104758014733098e-19,7.3912334148487758e-19,1.7112302338658325e-22,9.9746449109362274e-16,2.1619980175295117e-26,4.8081462533947914e-12,1.2453265083231651e-23,7.5068483521350258e-26,2.6151892384157257e-14,2.4161997610030747e-30,8.3657071769135251e-30,1.1085779517183437e-33,1.7816208986759024e-14,8.640415955149788e-16,2.4634213810120196e-15,4.4427001477814808e-14
9.307730397191998e-13,0.2708320536595895,76.950000000000003,0.0,0.0,0.0,0.99755892099914045,9.4999998203961749,5.4416510925484326e-06,7.3793005580123077e-05,7.3657358757296782e-05,1.4640235387125168e-07,8.1847390149128854e-12,0.00062841833217983014,0.00042536661274725636,3.3193028373312593e-08,7.1491446933801711e-16,1.8607323718363598e-14,3.2461250314019818e-13,0.0012187899590476625,3.634283844823933e-09,1.2523126746610894e-16,3.1638870208210778e-17,1.023364632801922e-18,7.669383579718768e-20,2.6918685828132835e-09,2.2688531930330576e-08,3.9602980973050886e-10,3.9608857187983449e-10,4.2888667407807976e-14,1.5873481906800332e-14,5.4010132783392559e-12,6.3306152133638776e-10,1.4436655721615491e-13,2.5555317039656367e-14,1.9287516354227875e-24,7.9023426371326808e-15,3.0842243017814545e-15,1.7505288755189124e-24,1.44768006704396e-05,5.2882773720698044e-20,2.0694103882156169e-20,2.0393180256422008e-07,5.814458648148045e-08,4.564257177639335e-07,2.0529698056108309e-07,1.8232627285135876e-09,1.7503885341659146e-24,6.9685544601849759e-18,8.843153381064979e-19,8.0744421981174791e-19,1.9104273795691479e-22,1.0578212206576819e-15,2.4654048755925547e-26,5.0076930267267882e-12,1.3870533912224896e-23,8.5627060108561902e-26,2.7630088676432359e-14,2.8152824578229618e-30,9.5924747754691087e-30,1.2968723705966724e-33,1.9454452064842128e-14,9.000766680264434e-16,2.6895671814247307e-15,4.7232744358425379e-14
9.496607620973644e-13,0.270832053639086,76.950000000000003,0.0,0.0,0.0,0.99750959378533877,9.4999998137512307,5.5519376333513219e-06,7.5286463252010927e-05,7.5145096750819134e-05,1.521253301149294e-07,8.35038986456644e-12,0.00062966361491817869,0.00043689596721354404,3.4114818353655274e-08,7.4286106739000036e-16,1.9827611332050418e-14,3.4041448112273512e-13,0.0012518256649025471,3.7830170907375578e-09,1.2870901720138181e-16,3.2518330016273166e-17,1.0964283016650035e-18,8.1841586437850894e-20,2.8276453988995429e-09,2.3608846619916372e-08,4.2049972305936528e-10,4.2056242502336614e-10,4.5698093924539623e-14,1.7003870063771191e-14,5.589003204858484e-12,6.5894686427997017e-10,1.5064267881185115e-13,2.6771004847817502e-14,2.2186727548374041e-24,8.4441995665796028e-15,3.2694063869719991e-15,2.0137394672414684e-24,1.4869391397766944e-05,5.6521658780347867e-20,2.2115026802228405e-20,2.1214386556454429e-07,6.0448933487477966e-08,4.6238550334209521e-07,2.1359866320681265e-07,1.9426541126054233e-09,2.0135747383376753e-24,7.5371850931714862e-18,9.6244141917918375e-19,8.8040233939049552e-19,2.127822419506187e-22,1.1204262482320332e-15,2.8036049031387284e-26,5.2112328980088848e-12,1.5414341659536512e-23,9.7400259588709343e-26,2.915660435794116e-14,3.2698045967416938e-30,1.0966729864010785e-29,1.5120984638441434e-33,2.1201296067467806e-14,9.3683635616896714e-16,2.9306613103858839e-15,5.0153713021442211e-14
9.68548484475529e-13,0.27083205361827206,76.950000000000003,0.0,0.0,0.0,0.99746027026590112,9.4999998070050538,5.6622186877806691e-06,7.6779770341047073e-05,7.6632569131545095e-05,1.5794725319202975e-07,8.5160240116102495e-12,0.00063081970064878532,0.00044844729819119768,3.5038890058411682e-08,7.7129084656842183e-16,2.1099758476639458e-14,3.5662327508230687e-13,0.0012849243948394886,3.9347227116792214e-09,1.3219537550188191e-16,3.3399904881421698e-17,1.1729989685563981e-18,8.7213337305715066e-20,2.967038348845794e-09,2.4547064206797878e-08,4.4595199075187401e-10,4.4601880616843214e-10,4.8627453372080352e-14,1.8187963171643944e-14,5.7781075772267247e-12,6.8534775121757401e-10,1.5705211802567989e-13,2.8016208246857175e-14,2.5451152436960015e-24,9.0101811980124979e-15,3.4616432604639845e-15,2.3101200270131537e-24,1.5262743148679334e-05,6.0323144543132448e-20,2.3599301920608596e-20,2.2045504419856003e-07,6.2778480145027581e-08,4.6814902208796741e-07,2.2200302874593028e-07,2.0667986935454972e-09,2.3099272836723502e-24,8.1392793740887287e-18,1.0456345725710482e-18,9.582017223251106e-19,2.3646360871721161e-22,1.1853101634482476e-15,3.1797244947752613e-26,5.4187623586534938e-12,1.7092979771534601e-23,1.1049774167554559e-25,3.0731812821609861e-14,3.7860641889658348e-30,1.2502463817099995e-29,1.7574144241691277e-33,2.306112428683082e-14,9.7432002269210343e-16,3.1873031110612745e-15,5.3192189376461024e-14
9.874362068536937e-13,0.2708320535971498,76.950000000000003,0.0,0.0,0.0,0.99741095036301897,9.4999998001583723,5.772494256242213e-06,7.8272927015385406e-05,7.8119776492250153e-05,1.6386755196784733e-07,8.6816414746928117e-12,0.00063189282021851301,0.00046001902849666053,3.5965093633369659e-08,8.0020101788553445e-16,2.2424808249552521e-14,3.7324060336560053e-13,0.0013180816300662941,4.0894001117844869e-09,1.3568977699274936e-16,3.4283450282647057e-17,1.253165254675255e-18,9.2813698326837553e-20,3.1100530996847228e-09,2.5503162323437905e-08,4.724055262095694e-10,4.7247663246975553e-10,5.1679212293739045e-14,1.9427047876049562e-14,5.9682590694316355e-12,7.1226407179180784e-10,1.6359484256715271e-13,2.9290957992087231e-14,2.9118257184821581e-24,9.6007776187744354e-15,3.6610579705210205e-15,2.6430752840976538e-24,1.5656802396751033e-05,6.4290547927599229e-20,2.5148218295909415e-20,2.2886168593074595e-07,6.51321202785128e-08,4.7372100910832052e-07,2.3050646622841631e-07,2.1957532551010948e-09,2.642850447252598e-24,8.7760750833758621e-18,1.1341077897960637e-18,1.0410506313162933e-18,2.6221421848671456e-22,1.2525030661295815e-15,3.5970956269433019e-26,5.6302779160378726e-12,1.8915091532773172e-23,1.2503643457867031e-25,3.2356074396571586e-14,4.3709205207844081e-30,1.4214656253063188e-29,2.0362707316731716e-33,2.5038373671017108e-14,1.0125270332611915e-15,3.4600989775905484e-15,5.6350453329484091e-14
1e-12,0.2708320535757216,76.950000000000003,0.0,0.0,0.0,0.99737814556575155,9.4999997955487601,5.8458446592815024e-06,7.9266066329995637e-05,7.91088951645192e-05,1.6785983792120086e-07,8.7917981758208987e-12,0.00063256356085253005,0.00046772691917461274,3.6582299803416086e-08,8.1969626279015129e-16,2.3336020805633163e-14,3.8452128200964785e-13,0.0013401675830157101,4.1939344545335776e-09,1.3801838619941485e-16,3.4872194082254414e-17,1.3085256157999584e-18,9.6667840871122421e-20,3.2071925065636533e-09,2.6149034312804724e-08,4.9056579307450756e-10,4.9063985361983679e-10,5.3778190833310974e-14,2.0282354477976933e-14,6.095293088174511e-12,7.3045376038364605e-10,1.680207536615009e-13,3.0155278314981815e-14,3.1800349329261993e-24,1.0007504345205885e-14,3.7977410744290571e-15,2.8866052526169662e-24,1.5919291127068929e-05,6.7023109118133686e-20,2.6214961665553137e-20,2.3450475542851146e-07,6.6710534000188291e-08,4.7732367369335975e-07,2.3621594103203907e-07,2.2842225505779633e-09,2.8863565655412841e-24,9.2194974232907139e-18,1.1959896184689492e-18,1.0990612598214312e-18,2.805541996794551e-22,1.2984920166732593e-15,3.8993057249026155e-26,5.773180375505071e-12,2.0211003049586395e-23,1.3556644531597273e-25,3.3463844144255995e-14,4.8015910431081884e-30,1.5459140546335907e-29,2.2421746733661475e-33,2.6420843783156594e-14,1.0383419855930347e-15,3.6508061273214596e-15,5.8518739351304013e-14
1.0063239292318584e-12,0.2708320535757216,76.950000000000003,0.0,0.0,0.0,0.99736163400430811,9.4999997932118916,5.8827643391333901e-06,7.9765933433504922e-05,7.9606719422261669e-05,1.6988565852175466e-07,8.84724227138964e-12,0.00063288876922731679,0.00047160969112047227,3.6893288673189074e-08,8.2958880804871188e-16,2.3803803360979671e-14,3.9026820858005933e-13,0.0013512931674506336,4.247048695625283e-09,1.391916919481377e-16,3.5168830819826988e-17,1.3370161257442272e-18,9.8647276938433048e-20,3.2566948349381802e-09,2.6477118637905675e-08,4.9987921920726482e-10,4.999547974514071e-10,5.4855834147830878e-14,2.0722409975586706e-14,6.1593940461256173e-12,7.3969571942090068e-10,1.7027082133122615e-13,3.0595284209871206e-14,3.3228508662742917e-24,1.0216475701915897e-14,3.86777357110449e-15,3.0162828891887585e-24,1.6051519358231022e-05,6.8427164108489305e-20,2.6763056533875674e-20,2.3736022905835346e-07,6.7508776162955369e-08,4.7910623945698335e-07,2.3910545394107991e-07,2.3295725317500041e-09,3.0160213816627373e-24,9.4488300992633239e-18,1.2280783027729061e-18,1.1291615668916523e-18,2.9016686728561415e-22,1.3220345751239404e-15,4.0592645408986037e-26,5.8457760930582744e-12,2.0889679110997747e-23,1.411408470446173e-25,3.4029736755659067e-14,5.0318308387164421e-30,1.6119322282501051e-29,2.3524303012946197e-33,2.7137532898576161e-14,1.0514567563758305e-15,3.7496620824778649e-15,5.9630782791801796e-14
