Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827)
1.1119696312219387e-06,0.29210070708133495,76.950000000000003,0.0,0.0,0.0,0.0023449197043617642,9.4644727820683947,0.0014566623789868875,0.0024628376862478566,1.1582397373636772e-06,9.040760986358754e-08,5.4427746257835781e-10,6.8013541192280336e-08,0.075889302869924694,3.4689710801085378e-06,8.392850569630623e-16,0.00056618477810836882,0.095190453031825426,0.56957869828185659,0.10878387955531119,2.2774064392044029e-14,1.2151252325590077e-10,7.3778746757270269e-06,2.1580045607904101e-10,7.2784709894596177e-05,3.2964975839581452e-09,0.036612152910832516,0.11127918637786353,8.1220376378941893e-06,4.8000039062555729e-06,1.247926035778492e-12,0.0055543913410940294,2.4503920573475208e-06,7.2352990033182386e-07,0.00017988631797436223,1.6258451797447882e-05,6.9173947832299276e-07,0.032365787571923516,0.010048720454081464,1.3124846361383764e-10,4.2768745784597695e-11,3.1206680557963912e-07,8.9085607609558034e-08,2.969629487279512e-10,9.5535275425604998e-05,0.00034225825873884411,0.0047813812514615273,1.1178257791963502e-06,0.00034750529307361346,1.9939046771812406e-05,0.0019697744160696359,5.0383741475377657e-09,9.2666629012157366e-05,2.0158774119792581e-06,0.012873325208446711,0.00036279071518983822,5.0717709721226288e-08,3.2389449628908925e-05,0.0096378243147402301,0.00052685669297772048,0.00018475707070007621,1.6257947033306726e-10,5.785388382483324e-10,0.0033421705815750219,7.3459469829102004e-07,1.3294456840795309e-05,1.1735402482295023e-06,3.1760226054790089e-06,1.0374115267273092e-06,1.0988870673551956e-08,2.8143803943171577e-13,4.2194572387445884e-08,0.00010401483898544391,9.8847674860534297e-10,1.1427681006552933e-09,6.209911938293423e-11,8.9514518435436714e-10,0.0020774135633810247,9.0656868239146819e-10,0.019257014627517652,9.0654513707119954e-10,5.6447052412428954e-06,1.347047822134312e-14,7.7611145885147938e-15,2.438625650917479e-10
1.1201128699246644e-06,0.29210075928545876,76.950000000000003,0.0,0.0,0.0,0.0022872510255379382,9.4644582041237797,0.0014204393193463396,0.002406520426152723,1.1033079731634597e-06,8.6119921228315598e-08,5.3183065491126941e-10,6.7315943501693615e-08,0.075201493813875739,3.3896409137635627e-06,7.9948096297183492e-16,0.00055214117661413057,0.095241527643492696,0.57034195426859424,0.10876826775381611,2.2253255692619197e-14,1.2157750253315249e-10,7.3818347450086342e-06,2.1209056902411273e-10,7.2882306992068876e-05,3.203241142609311e-09,0.036611844313619843,0.11127938147863567,8.1219552169763779e-06,4.7999551965882494e-06,1.2495983024694632e-12,0.0055597861359212445,2.4527678257899528e-06,7.2423141798498499e-07,0.00017988321182099763,1.6274223426295565e-05,6.9241745886960197e-07,0.032366175536885304,0.010063208291990098,1.3137555630270797e-10,4.2810160325403813e-11,3.125117454769649e-07,8.921359822955398e-08,2.9732329033576407e-10,9.6052850957757162e-05,0.00034411276169204168,0.0047812483072156263,1.1189204765882982e-06,0.00034234259328878917,1.9874109506726356e-05,0.0019697402580680515,5.0383425266207882e-09,9.266497879785946e-05,2.020934120229092e-06,0.012898311981336397,0.00036278504976195011,5.0844932545478029e-08,3.2388912862417597e-05,0.0096506656973918657,0.00052815289196069069,0.0001864005014346514,1.6213472801949148e-10,5.8222704140322641e-10,0.0033589063572370941,7.3827188157792481e-07,1.3112365292151358e-05,1.1794146753879664e-06,3.1919211409792814e-06,1.02320052104062e-06,1.0838390841629171e-08,2.828468621058539e-13,4.1621441273846166e-08,0.00010260211872733496,9.9480657790120463e-10,1.1427584684457815e-09,6.2182227552481994e-11,9.0112595279870803e-10,0.0020770141020345682,9.078736737923945e-10,0.019267866846878017,9.0785056623299341e-10,5.7236105628698187e-06,1.3285952565251732e-14,7.6547987816136922e-15,2.4385875687981805e-10
1.1282561086273902e-06,0.2921008104029411,76.950000000000003,0.0,0.0,0.0,0.0022312922040573402,9.4644439586156963,0.0013851189944681524,0.0023515850049188997,1.0513196092795527e-06,8.2061976545966365e-08,5.1968929013575567e-10,6.6627365797853611e-08,0.074519395359832527,3.3122574987588922e-06,7.6180966141822164e-16,0.00053844595307376078,0.095291385085683675,0.57109705657883469,0.10875285948728443,2.1745227566844438e-14,1.2164093293262267e-10,7.3857004375901034e-06,2.0847157672934229e-10,7.2978861355335898e-05,3.1149790419291988e-09,0.036611556737942558,0.11127956736083087,8.1218777751966976e-06,4.7999094295260377e-06,1.2512527047438956e-12,0.005565053300623091,2.4550873759056727e-06,7.2491633556085588e-07,0.00017988031577063657,1.6289621880917306e-05,6.9307938250583785e-07,0.032366539135788894,0.010077505093031989,1.3149964117494599e-10,4.2850594736306686e-11,3.1295082328289082e-07,8.9339901604454533e-08,2.9767895043879101e-10,9.6567475985743657e-05,0.00034595669705199785,0.0047811243949075497,1.1199892429246142e-06,0.00033726132298322415,1.9810486053512412e-05,0.0019696732251587115,5.0382698782342329e-09,9.2661782670758999e-05,2.0259297456017104e-06,0.012922874090719074,0.00036277330959178894,5.0970618566555296e-08,3.2387834227734432e-05,0.0096632127837336188,0.00052943509669154147,0.00018803550333211063,1.6169706841115067e-10,5.8590272717625858e-10,0.0033754271790793831,7.4190183526344263e-07,1.2932928775851339e-05,1.1852136516284616e-06,3.2076154761579253e-06,1.0091967764371666e-06,1.0690105098957381e-08,2.8423758990306674e-13,4.1056596226098993e-08,0.00010120982116647222,1.0011152933619692e-09,1.1427494923790504e-09,6.2264448891592839e-11,9.0709000339554779e-10,0.0020766106587059626,9.0916147448232126e-10,0.019278402346698125,9.0913879231765007e-10,5.8028089707282271e-06,1.3104118132301638e-14,7.5500335426166645e-15,2.438508653156159e-10
1.136399347330116e-06,0.29210086045969774,76.950000000000003,0.0,0.0,0.0,0.0021769838835046149,9.4644300374331891,0.0013506795716131403,0.002297994590048032,1.0020998263451902e-06,7.8220130516147206e-08,5.0784522502100262e-10,6.5947631294054119e-08,0.073842980921420942,3.2367689339049445e-06,7.2614447826742557e-16,0.00052509046531562205,0.095340057085180008,0.5718441103681281,0.10873765293174034,2.1249639279381773e-14,1.2170285484072839e-10,7.3894742136089622e-06,2.0494123222723779e-10,7.3074386436201301e-05,3.0314147163957511e-09,0.036611288745066507,0.11127974451662366,8.121804985675583e-06,4.799866411887421e-06,1.2528894729939418e-12,0.0055701953306737462,2.457351806830813e-06,7.2558497760870532e-07,0.00017987761546961169,1.6304654456456871e-05,6.9372556479673444e-07,0.032366879966639853,0.01009161432949934,1.3162077702643939e-10,4.2890068176588553e-11,3.1338414541272693e-07,8.9464548389623749e-08,2.9803001227210012e-10,9.7079221067178001e-05,0.00034779031756523946,0.0047810088965997803,1.1210325878675319e-06,0.00033226108594931221,1.9748145873088021e-05,0.0019695743659698195,5.038158270774633e-09,9.2657089956007166e-05,2.0308657932931909e-06,0.012947020424254524,0.00036275568832400693,5.1094805654171575e-08,3.238623100521278e-05,0.0096754726101861092,0.00053070362555706339,0.00018966210131133993,1.6126657113677772e-10,5.8956623317995506e-10,0.0033917360167714486,7.454852120211658e-07,1.2756145483708164e-05,1.1909382196194902e-06,3.2231084328625622e-06,9.9540014859729644e-07,1.054401195227402e-08,2.8561047287675732e-13,4.0500035451457635e-08,9.9837941981160947e-05,1.0074034672460692e-09,1.1427411275480598e-09,6.234579482005171e-11,9.1303781409229901e-10,0.0020762032875879296,9.1043239667980814e-10,0.019288628931088951,9.1041012794390592e-10,5.8822967967090303e-06,1.2924973048545359e-14,7.4468177918351959e-15,2.4383902056422334e-10
1.1445425860328417e-06,0.2921009094810762,76.950000000000003,0.0,0.0,0.0,0.002124269096851047,9.4644164326788154,0.001317099701979406,0.0022457134433392493,9.5548519049050753e-07,7.4581626527802487e-08,4.9629055834909594e-10,6.5276568879955878e-08,0.073172223168400663,3.1631248604909702e-06,6.9236698949459565e-16,0.00051206628540389316,0.09538757445716449,0.57258321871888129,0.10872264617166795,2.0766160221386527e-14,1.217633074828373e-10,7.3931584625120332e-06,2.0149734422054506e-10,7.316889542113134e-05,2.9522709132292319e-09,0.036611038995129928,0.11127991340905176,8.1217365436694718e-06,4.7998259635730216e-06,1.2545088330695708e-12,0.0055752146864729126,2.4595622022597711e-06,7.2623766411825985e-07,0.0001798750975503374,1.6319328345581939e-05,6.9435631677350933e-07,0.032367199520052237,0.010105539396750591,1.3173902182753126e-10,4.2928599536518922e-11,3.1381181593665178e-07,8.9587568562349054e-08,2.9837655739745026e-10,9.7588155451922237e-05,0.0003496138712926644,0.0047809012367380742,1.1220510137529482e-06,0.0003273414459683679,1.9687059175276315e-05,0.0019694447021989681,5.0380096961666523e-09,9.2650948711616905e-05,2.0357437330250751e-06,0.012970759698982275,0.00036273237463178083,5.1217530785525972e-08,3.2384120031474608e-05,0.0096874520396508859,0.00053195878916357337,0.00019128032442142367,1.6084330641439414e-10,5.9321789089272667e-10,0.0034078358387267952,7.4902266423840557e-07,1.2582011756817914e-05,1.1965894215722207e-06,3.2384028317046361e-06,9.8181034889615145e-07,1.0400108378853187e-08,2.8696576097078737e-13,3.9951751199734336e-08,9.848646216181059e-05,1.0136716614225737e-09,1.1427333321318715e-09,6.2426276532562201e-11,9.1896985423058261e-10,0.0020757920423925399,9.1168674568955385e-10,0.019298554196598858,9.1166487880180475e-10,5.9620704515125664e-06,1.2748513566275554e-14,7.3451493700002816e-15,2.4382334944896544e-10
1.1526858247355675e-06,0.2921009574918648,76.950000000000003,0.0,0.0,0.0,0.0020730931573008163,9.4644031366623942,0.0012843585126067147,0.0021947068841844559,9.1132284758031227e-07,7.1134533763624284e-08,4.850176227942251e-10,6.4614012872970607e-08,0.072507094074154108,3.0912764105268817e-06,6.6036643720336993e-16,0.0004993651943463902,0.095433967134549574,0.57331448270730423,0.10870783720836107,2.0294469570710669e-14,1.218223289606492e-10,7.3967555053299675e-06,1.9813777570499519e-10,7.3262401239827473e-05,2.8772883256871517e-09,0.03661080624034399,0.11128007447390861,8.1216721650567896e-06,4.7997879166706061e-06,1.256111006425236e-12,0.0055801137936267132,2.4617196305687783e-06,7.2687471055615065e-07,0.00017987274956346151,1.6333650639303669e-05,6.9497194497535187e-07,0.03236749918656498,0.010119283615251724,1.3185443272961641e-10,4.296620743950412e-11,3.1423393664125673e-07,8.9708991439772167e-08,2.9871866573852942e-10,9.8094347085426521e-05,0.00035142760162157701,0.0047808008792499844,1.1230450156583062e-06,0.0003225019289824752,1.9627196899769784e-05,0.0019692852292174557,5.0378260723293421e-09,9.2643405756914586e-05,2.0405649996332763e-06,0.012994100464383906,0.00036270355232836428,5.1338830060121048e-08,3.238151770937293e-05,0.009699157765888252,0.00053320089053338104,0.00019289020564183963,1.6042733543552861e-10,5.9685802565967482e-10,0.0034237296100244506,7.5251484355994558e-07,1.241052217379909e-05,1.2021682985115964e-06,3.2535014900867438e-06,9.6842695128631974e-07,1.0258389899427528e-08,2.8830370384467254e-13,3.9411730043764441e-08,9.7155348702323785e-05,1.0199204273715637e-09,1.1427260671833734e-09,6.2505905006028124e-11,9.2488658453784425e-10,0.0020753769763586587,9.1292482008576566e-10,0.019308185538346744,9.1290334383669758e-10,6.0421264231479664e-06,1.257473415339399e-14,7.2450250897530126e-15,2.4380397552640652e-10
1.1608290634382932e-06,0.29210100451630155,76.950000000000003,0.0,0.0,0.0,0.0020234035546339698,9.4643901418949739,0.0012524355982462302,0.0021449412542508361,8.6946977915145707e-07,6.7867689122683861e-08,4.7401897710899713e-10,6.3959802782233135e-08,0.071847564960872995,3.0211761569423456e-06,6.3003919047359267e-16,0.00048697917693143826,0.095479264196244237,0.57403800146742667,0.10869322396776634,1.9834255964956299e-14,1.2187995628822457e-10,7.4002675968692471e-06,1.948604426256722e-10,7.3354916573424488e-05,2.8062243308547562e-09,0.03661058931866075,0.11128022812150173,8.1216115849272046e-06,4.7997521146216543e-06,1.2576962102601405e-12,0.005584895043221654,2.4638251449362816e-06,7.2749642790151641e-07,0.00017987055991468325,1.634762832777683e-05,6.9557275149004795e-07,0.032367780263455208,0.010132850232552486,1.319670660715753e-10,4.3002910244183768e-11,3.1465060708915705e-07,8.9828845696250333e-08,2.9905641561546684e-10,9.8597862613581088e-05,0.00035323174728313004,0.0047807073248411916,1.1240150814685802e-06,0.00031774202520238324,1.9568530697566472e-05,0.0019690969166609048,5.0376092455744221e-09,9.2634506700345725e-05,2.045330993659938e-06,0.013017051105378579,0.000362669400476112,5.1458738714651353e-08,3.2378440017726236e-05,0.0097105963177853156,0.00053443022529629954,0.00019449178168827195,1.6001871073980229e-10,6.0048695670164033e-10,0.0034394202904275049,7.5596240045308695e-07,1.2241669636550835e-05,1.2076758895815034e-06,3.2684072203220464e-06,9.5524939898680929e-07,1.0118850649059586e-08,2.8962455070693467e-13,3.8879953152078482e-08,9.5844555272278271e-05,1.0261503061985533e-09,1.1427192964316975e-09,6.2584691006510175e-11,9.3078845713119589e-10,0.0020749581422585864,9.141469118896702e-10,0.01931753015594986,9.1412581542733422e-10,6.1224612754406253e-06,1.2403627580266117e-14,7.1464407856865749e-15,2.4378101915962467e-10
1.168972302141019e-06,0.2921010505780831,76.950000000000003,0.0,0.0,0.0,0.0019751498567485105,9.4643774410829788,0.0012213110132102145,0.002096383883492261,8.2979211488388212e-07,6.477064355412368e-08,4.6328739860431305e-10,6.3313783084477641e-08,0.071193606542557478,2.9527780656569383e-06,6.012882471584514e-16,0.00047490041669081,0.09552349389440333,0.57475387225234076,0.10867880430784914,1.9385217186812574e-14,1.2193622542671808e-10,7.4036969278253679e-06,1.9166331256622939e-10,7.344645386233224e-05,2.738851823560614e-09,0.036610387147876289,0.11128037473828738,8.1215545562678845e-06,4.799718411444926e-06,1.259264657652422e-12,0.0055895607920927381,2.4658797834608778e-06,7.2810312268082154e-07,0.00017986851780593322,1.6361268301082643e-05,6.9615903399350416e-07,0.032368043961082983,0.010146242425200104,1.3207697738607557e-10,4.3038726046484121e-11,3.1506192467674863e-07,8.9947159380170753e-08,2.9938988377870488e-10,9.9098767388964906e-05,0.00035502654237477496,0.0047806201084762629,1.1249616919405685e-06,0.00031306119115205659,1.9511032912870126e-05,0.0019688807090065875,5.0373609929374616e-09,9.2624295966655859e-05,2.0500430819473832e-06,0.013039619845254521,0.00036263009349307284,5.1577291137946961e-08,3.237490252083631e-05,0.0097217740635167881,0.00053564708187631615,0.00019608509282399226,1.5961747657995132e-10,6.0410499713186181e-10,0.0034549108324959943,7.5936598379344863e-07,1.2075445453564221e-05,1.213113231383079e-06,3.2831228278433821e-06,9.4227701098119121e-07,9.9814834459911167e-09,2.909285501564086e-13,3.8356396553861527e-08,9.4554022870098274e-05,1.0323618286618652e-09,1.1427129860981594e-09,6.2662645095885848e-11,9.3667591553265222e-10,0.0020745355924039598,9.1535330674145795e-10,0.019326595059253791,9.1533257955836703e-10,6.2030716465491643e-06,1.2235185004097516e-14,7.0493913629602665e-15,2.4375459758985567e-10
1.1771155408437447e-06,0.29210109570037446,76.950000000000003,0.0,0.0,0.0,0.0019282836161079503,9.464365027122609,0.0011909652632155652,0.0020490030574311091,7.9216449672392621e-07,6.1833612422228393e-08,4.5281587591101058e-10,6.2675803011140056e-08,0.070545188965942918,2.886037449446251e-06,5.7402277310631021e-16,0.00046312129098562106,0.095566683680701731,0.57546219049280523,0.10866457602551138,1.8947059861182616e-14,1.2199117131786397e-10,7.4070456268205781e-06,1.8854440347013841e-10,7.3537025313740034e-05,2.6749581378684395e-09,0.036610198720138112,0.11128051468839117,8.121500848740105e-06,4.7996866710131379e-06,1.2608165576875431e-12,0.0055941133630868899,2.4678845692771932e-06,7.2869509700200854e-07,0.00017986661318058651,1.6374577349996766e-05,6.9673108578845388e-07,0.032368291408801667,0.010159463300592969,1.3218422140575205e-10,4.3073672681632219e-11,3.1546798469018706e-07,9.0063959930242012e-08,2.997191454422003e-10,9.9597125478381702e-05,0.00035681221638732334,0.0047805387970308432,1.1258853207657008e-06,0.0003084588516506176,1.9454676565443118e-05,0.0019686375261379909,5.0370830244437875e-09,9.2612816823467439e-05,2.0547025982334223e-06,0.013061814748539093,0.00036258580125719987,5.1694520885953284e-08,3.237092037779457e-05,0.0097326972146011981,0.00053685174167354037,0.00019767018267674702,1.592236692773676e-10,6.0771245397968144e-10,0.0034702041797914332,7.6272624047084478e-07,1.1911839420812429e-05,1.2184813573450479e-06,3.2976511094992071e-06,9.2950898832687112e-07,9.8462798584916161e-09,2.9221595003123841e-13,3.7841031396299162e-08,9.3283680457459565e-05,1.0385555152120084e-09,1.1427071047247481e-09,6.2739777638224736e-11,9.4254939469495514e-10,0.002074109378650997,9.1654428406680645e-10,0.019335387073872782,9.1652391598743323e-10,6.2839542474932417e-06,1.2069396050857568e-14,6.9538708445004098e-15,2.4372482500656068e-10
1.1852587795464705e-06,0.2921011399058177,76.950000000000003,0.0,0.0,0.0,0.0018827582808264402,9.4643528930943184,0.0011613792972335842,0.0020027679856564717,7.5646949043313977e-07,5.9047429576310332e-08,4.4259760201093486e-10,6.2045716346058805e-08,0.069902281849458472,2.820910923525079e-06,5.4815767577558264e-16,0.000451634366212243,0.095608860231673753,0.57616304985335665,0.1086505368630882,1.8519499163584096e-14,1.2204482791626812e-10,7.4103157623687916e-06,1.8550178239321947e-10,7.3626642908801692e-05,2.6143440487629733e-09,0.036610023096828551,0.11128064831502377,8.1214502475386906e-06,4.7996567663792243e-06,1.2623521155812259e-12,0.0055985550453225832,2.4698405106699034e-06,7.2927264858823457e-07,0.00017986483667242005,1.6387562166747182e-05,6.9728919584246316e-07,0.032368523660463951,0.010172515898776584,1.3228885206929806e-10,4.310776772614044e-11,3.1586888035964357e-07,9.0179274191278956e-08,3.0004427431590648e-10,0.0001000929996715838,0.00035858899423624592,0.0047804629871034832,1.1267864346316715e-06,0.00030393440173241893,1.9399435333402161e-05,0.0019683682638970308,5.0367769853115114e-09,9.2600111407275387e-05,2.0593108437473875e-06,0.013083643723809808,0.0003625366892082708,5.1810460696724357e-08,3.2366508351581121e-05,0.0097433718298549597,0.00053804447924154695,0.00019924709806108657,1.5883731756822685e-10,6.1130962822079482e-10,0.0034853032651704159,7.6604381501471367e-07,1.1750839900248417e-05,1.2237812971253635e-06,3.3119948519340722e-06,9.1694442027756036e-07,9.7132302697294525e-09,2.9348699726536395e-13,3.7333824194406296e-08,9.2033445575164497e-05,1.0447318760422035e-09,1.1427016230144928e-09,6.2816098805881997e-11,9.4840932103710799e-10,0.0020736795524051365,9.1772011723819048e-10,0.019343912846547635,9.1770009840696313e-10,6.3651058606933997e-06,1.190624889477826e-14,6.8598724168042578e-15,2.4369181261592442e-10
1.1934020182491962e-06,0.292101183216542,76.950000000000003,0.0,0.0,0.0,0.0018385291101476497,9.4643410322575896,0.0011325344993570283,0.0019576487714889346,7.2259704089400668e-07,5.6403504834055589e-08,4.3262596752535884e-10,6.1423381233216333e-08,0.069264854320313693,2.7573563627708427e-06,5.2361320953794569e-16,0.00044043239312546869,0.095650049473154294,0.57685654228603778,0.10863668451444734,1.8102258539317891e-14,1.2209722822056014e-10,7.4135093447709536e-06,1.8253356428673769e-10,7.3715318409515247e-05,2.5568228483299512e-09,0.03660985940379903,0.11128077594179904,8.121402552329582e-06,4.799628579148552e-06,1.2638715327971947e-12,0.0056028880944465967,2.4717486011866327e-06,7.2983607081121961e-07,0.00017986317955808164,1.640022934576371e-05,6.9783364882522438e-07,0.032368741699551423,0.010185403194183937,1.3239092252749713e-10,4.31410284997721e-11,3.1626470291190896e-07,9.0293128429500868e-08,3.0036534263764885e-10,0.00010058645149108169,0.00036035709629686833,0.0047803923029765038,1.1276654932830832e-06,0.00029948720850599315,1.9345283536448682e-05,0.0019680737946243046,5.0364444580922564e-09,9.258622074888011e-05,2.0638690878061704e-06,0.013105114526448681,0.00036248291844762607,5.1925142505417958e-08,3.2361680817968656e-05,0.0097538038192466776,0.00053922556246021117,0.00020081588880606973,1.5845844294029648e-10,6.148968148134809e-10,0.0035002110091647922,7.6931934923861191e-07,1.159243389594853e-05,1.2290140760432927e-06,3.3261568300515249e-06,9.0458229022218851e-07,9.582323940697799e-09,2.9474193775231717e-13,3.6834737073427768e-08,9.0803224940708426e-05,1.0508914111491033e-09,1.142696513682729e-09,6.2891618585340175e-11,9.5425611248889135e-10,0.0020732461646251407,9.1888107373126207e-10,0.019352178850327834,9.1886139460104508e-10,6.4465233385240514e-06,1.1745730335469224e-14,6.7673884743703359e-15,2.4365566870788496e-10
1.201545256951922e-06,0.29210122565417174,76.950000000000003,0.0,0.0,0.0,0.0017955530940895745,9.464329438045775,0.001104412680694481,0.001913616382764926,6.90443967809954e-07,5.3893784616568666e-08,4.2289455425182971e-10,6.0808659993999231e-08,0.068632875049802505,2.6953328605305137e-06,5.0031461023989763e-16,0.00042950830227624765,0.095690276603856622,0.57754275808186772,0.10862301663071347,1.7695069433031664e-14,1.2214840430343929e-10,7.4166283279437135e-06,1.7963791081035752e-10,7.3803063365312873e-05,2.5022194904859691e-09,0.036609706826931793,0.11128089787396145,8.1213575762610752e-06,4.7996019988940717e-06,1.2653750071599126e-12,0.0056071147328886177,2.4736098197499876e-06,7.3038565272422913e-07,0.00017986163371283174,1.6412585384419911e-05,6.9836472514539014e-07,0.032368946443952454,0.010198128097322279,1.3249048514919426e-10,4.3173472067487481e-11,3.1665554162141005e-07,9.0405548347363378e-08,3.0068242120437137e-10,0.00010107754120295078,0.00036211673844314414,0.0047803263947161058,1.128522949581155e-06,0.00029511661295265938,1.9292196119524789e-05,0.0019677549676877975,5.0360869647509729e-09,9.2571184798274372e-05,2.0683785684095584e-06,0.013126234761341799,0.00036242464583576098,5.2038597459277762e-08,3.2356451774237384e-05,0.0097639989476539183,0.00054039525270414683,0.00020237660758827425,1.5808705996051169e-10,6.1847430274034345e-10,0.0035149303184460233,7.72553481903143e-07,1.1436607127930255e-05,1.2341807145408741e-06,3.3401398055566869e-06,8.9242148144242121e-07,9.4535490712184045e-09,2.9598101621607315e-13,3.6343728003908161e-08,8.9592915027775276e-05,1.057034610402891e-09,1.1426917513184616e-09,6.2966346782809327e-11,9.6009017854375734e-10,0.0020728092658267227,9.2002741527639386e-10,0.01936019138958444,9.2000806659746275e-10,6.5282036018805444e-06,1.1587825872676936e-14,6.6764106627714283e-15,2.4361649872176028e-10
1.2096884956546478e-06,0.2921012672398377,76.950000000000003,0.0,0.0,0.0,0.0017537888770362785,9.464318104061185,0.0010769960713014257,0.001870642623695046,6.599134986075281e-07,5.1510715491276471e-08,4.1339712893915935e-10,6.020141895345936e-08,0.068006312286911841,2.6348006889452148e-06,4.7819175675892875e-16,0.00041885519956131765,0.095729566118120196,0.57822178592015483,0.10860953082563914,1.7297671028248171e-14,1.221983873406586e-10,7.4196746111833468e-06,1.7681302917427405e-10,7.3889889119375276e-05,2.45036979844906e-09,0.036609564608006857,0.11128101439953053,8.1213151450418721e-06,4.7995769226118472e-06,1.2668627329626357e-12,0.005611237150114373,2.4754251307686629e-06,7.3092167909496334e-07,0.00017986019156932307,1.6424636683771582e-05,6.9888270098705006e-07,0.032369138750412675,0.010210693456408218,1.3258759152722783e-10,4.3205115241376546e-11,3.1704148385967779e-07,9.0516559097936071e-08,3.0099557940266522e-10,0.0001015663278285558,0.00036386813208969193,0.0047802649364023534,1.1293592495627738e-06,0.00029082193166563562,1.9240148636884971e-05,0.0019674126100003913,5.0357059686874048e-09,9.2555042449002494e-05,2.0728404928344539e-06,0.013147011885526326,0.00036236202408783017,5.2150855932580282e-08,3.2350834847700872e-05,0.0097739628385247364,0.00054155380500684272,0.00020392930977003598,1.577231765933951e-10,6.2204237505519578e-10,0.0035294640843712513,7.7574684839679994e-07,1.128334410367144e-05,1.2392822276730913e-06,3.353946525576352e-06,8.8046078269068286e-07,9.3268928590457059e-09,2.9720447608877032e-13,3.5860751029534963e-08,8.8402402627919339e-05,1.063161953626149e-09,1.1426873122554437e-09,6.3040293029578871e-11,9.6591192031932429e-10,0.0020723689060857227,9.2115939800552513e-10,0.019367956604859814,9.2114037081497575e-10,6.6101436387612392e-06,1.1432519778714052e-14,6.5869299203854255e-15,2.4357440531043411e-10
1.2178317343573735e-06,0.29210130799418454,76.950000000000003,0.0,0.0,0.0,0.0017131966850666104,9.464307024070278,0.0010502673121566962,0.0018287001077522136,6.3091483556475529e-07,4.9247210384284851e-08,4.0412763728914577e-10,5.9601528275098284e-08,0.067385133890317639,2.5757212607198584e-06,4.571788573411436e-16,0.0004084663618820628,0.09576794182786208,0.57889371291576652,0.10859622468064237,1.6909809996380479e-14,1.222472076390028e-10,7.422650040867965e-06,1.7405717100982817e-10,7.3975806814684231e-05,2.4011197305635204e-09,0.036609432040853401,0.11128112579036692,8.1212750960824298e-06,4.7995532542138256e-06,1.2683349010710015e-12,0.00561525750287796,2.4771954842483669e-06,7.3144443043834836e-07,0.000179858846079219,1.6436389549293457e-05,6.993878483457706e-07,0.032369319418680612,0.010223102058953154,1.3268229248435809e-10,4.323597458259075e-11,3.1742261514333439e-07,9.0626185298844132e-08,3.0130488523872291e-10,0.00010205286915710479,0.00036561148423681022,0.0047802076244801896,1.1301748324990754e-06,0.00028660245853055766,1.9189117236574485e-05,0.0019670475265264708,5.0353028766995206e-09,9.2537831562008039e-05,2.0772560382272953e-06,0.013167453210786681,0.0003622952018671641,5.2261947541537903e-08,3.2344843304052749e-05,0.0097837009774462691,0.00054270146822061032,0.00020547405324283885,1.5736679451044128e-10,6.2560130893456297e-10,0.0035438151816086592,7.7890008043430634e-07,1.1132628187373241e-05,1.2443196246259933e-06,3.3675797213546796e-06,8.6869889359224866e-07,9.2023415571064716e-09,2.9841255939513516e-13,3.5385756487857624e-08,8.7231565394687576e-05,1.0692739106806115e-09,1.1426831744520942e-09,6.3113466787154997e-11,9.7172173062485356e-10,0.0020719251350409047,9.222772725946324e-10,0.019375480477560349,9.2225855820619915e-10,6.692340502865389e-06,1.1279795168604151e-14,6.498936518809648e-15,2.4352948840319425e-10
