Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827)
1.0943314204827938e-12,0.2918571417631027,76.950000000000003,0.0,0.0,0.0,0.999986276323654,9.4999999908230812,3.4316367039985438e-07,3.3972798869056918e-06,3.3929367466000397e-06,6.726742760433174e-09,7.5419116305587396e-13,2.4173550803425215e-06,1.4838592698763196e-06,2.4300889613138591e-09,6.2445168980543445e-17,4.5960447038722878e-17,1.2964194599326306e-12,2.6501402107332749e-06,3.6334037413191595e-11,1.5953613606677901e-17,2.805544752775651e-19,2.9595843680669096e-19,9.1311144058990454e-24,3.5504170050356033e-13,3.9158978342467871e-11,1.7846161554817949e-13,1.7850135562800238e-13,3.0232812328904654e-17,9.5043692928215162e-18,3.6573801758313611e-18,8.7198535137710024e-12,3.3290183368861811e-15,6.0317385197356057e-16,4.2694022273045105e-31,2.8239058075024023e-17,5.3819708278802254e-18,3.9692336977507897e-31,2.9410448365706333e-08,2.2605677147883466e-22,7.4310090760308488e-23,6.1289331363371936e-11,1.8226165654428715e-11,1.4626337388722436e-10,6.1341399894349492e-11,1.6666873846636565e-13,3.9692233404174854e-31,1.538789148422928e-20,3.7986875691094681e-23,2.8850924079969487e-23,3.9557871951304486e-27,1.0383823302068892e-18,5.2592132292831535e-31,9.5601618069998586e-16,4.128719390726607e-28,1.6451552752588074e-31,3.1773424094025102e-18,5.9517631880871444e-36,3.2710857931303484e-36,1.4742569171217815e-39,9.9133335963875121e-20,4.9701730795857668e-20,2.687865197755168e-21,2.841250507996072e-18,4.6156651173911496e-22,4.6760309253963556e-19,6.6084717687100168e-22,1.1168626069378768e-22,6.2036956466285781e-22,6.0568675478319361e-22,9.8991679247955978e-30,2.4059040982210535e-23,2.5856385395841589e-20,4.132903447936344e-22,2.8982010995953677e-21,2.8204040731961198e-16,3.9879939820533302e-23,1.922070240041752e-11,5.5874178326108811e-14,1.0904278715468172e-19,5.587417843982578e-14,3.3697215232497897e-23,8.0550537920489299e-30,4.6409916089450016e-30,1.0443115797581542e-37
1.1235722306914995e-12,0.2918571417615526,76.950000000000003,0.0,0.0,0.0,0.99998591048415675,9.4999999903579297,3.5233300674422711e-07,3.4880160246642547e-06,3.4834134052999219e-06,7.0875539225732051e-09,7.7433556239392557e-13,2.4309981772161617e-06,1.541359507023403e-06,2.5337227365222883e-09,6.5794664453456719e-17,4.9864913124667897e-17,1.3666174524910375e-12,2.7528344306980978e-06,3.8301302009966552e-11,1.6633976248979242e-17,2.925839443123117e-19,3.2030144537306676e-19,9.9589670258331906e-24,3.7978619082851901e-13,4.1273106275698917e-11,1.9312961776506229e-13,1.9317301713643391e-13,3.293693238332766e-17,1.0459259658101013e-17,3.8492109211868309e-18,9.067954031974168e-12,3.478057517718337e-15,6.3675524533580417e-16,5.1337972904438861e-31,3.0745059679465744e-17,5.7159570761705082e-18,4.7728668925001132e-31,3.0550147181354316e-08,2.4621457675045202e-22,8.0914965773535899e-23,6.4775494676325556e-11,1.9257855593003363e-11,1.4934314126675065e-10,6.4832326624260848e-11,1.8166888930833366e-13,4.7728541051227062e-31,1.6812277548091076e-20,4.2302530210270211e-23,3.2338061546284562e-23,4.55638169179475e-27,1.1083362787723889e-18,6.2241722266941992e-31,1.0076273585087386e-15,4.719604736201774e-28,1.9471252847008855e-31,3.42902335420383e-18,7.237694401885546e-36,3.9182143945974639e-36,1.7982656852287882e-39,1.1126746138871876e-19,5.2446020485702724e-20,3.0045708910169321e-21,3.0747585732409936e-18,5.0320560079920596e-22,4.9292488040775107e-19,7.2206997301668633e-22,1.2398725111799982e-22,6.712024830587016e-22,6.4898726276802619e-22,1.0989403176805476e-29,2.5685211944943063e-23,2.8029275683289358e-20,4.7457011256896603e-22,3.1793301127214608e-21,2.9323913965760884e-16,4.5883500436251021e-23,1.9902442696579219e-11,5.7670834621932255e-14,1.1639175388138186e-19,5.7670834736220921e-14,3.7854244005239962e-23,8.7150901045469072e-30,5.0212770805782041e-30,1.2378582066017526e-37
1.1528130409002052e-12,0.2918571417599682,76.950000000000003,0.0,0.0,0.0,0.99998554465984435,9.4999999898824807,3.615023387696277e-07,3.5787510424192356e-06,3.5738806977028963e-06,7.4576070439899995e-09,7.9447971305571411e-13,2.4437482205440632e-06,1.5991726278591476e-06,2.6384072504339672e-09,6.9229956283235487e-17,5.3989791950083976e-17,1.4386659344750177e-12,2.8560874583272551e-06,4.0320415781845115e-11,1.732123712069572e-17,3.0473762859547232e-19,3.4594287030069881e-19,1.0836804585416971e-23,4.0547311755874311e-13,4.344246792448761e-11,2.0857884054226878e-13,2.08626122623202e-13,3.579882248428888e-17,1.1479779681500379e-17,4.0439065094719473e-18,9.4187002564067214e-12,3.6285124328109376e-15,6.7098396822721969e-16,6.1439937450953131e-31,3.338795696342593e-17,6.0594452621817867e-18,5.7120549960174946e-31,3.1696049955778022e-08,2.674793747326237e-22,8.7881268315626734e-23,6.8332352182171252e-11,2.0309983571718267e-11,1.523181731669784e-10,6.8394218405885598e-11,1.9750726535148725e-13,5.7120392937886728e-31,1.8321772628001096e-20,4.6979883284229517e-23,3.6136839521450067e-23,5.2285155766336736e-27,1.1807249903451556e-18,7.3334025076847932e-31,1.0605870551834229e-15,5.3766981551040633e-28,2.2942672588735893e-31,3.6931441110855154e-18,8.756128228184e-36,4.6714610808194308e-36,2.1821235919660053e-39,1.2447615637935959e-19,5.5263649883568933e-20,3.3475968212573898e-21,3.3207021575362475e-18,5.4729966498876237e-22,5.1891502009214308e-19,7.8702823914436302e-22,1.3727064146478244e-22,7.2472694065218516e-22,6.9395903929842838e-22,1.2166703898577591e-29,2.7379141701045899e-23,3.0320486804061794e-20,5.4276990766412521e-22,3.4787673559886927e-21,3.0450228768499903e-16,5.2581171723652722e-23,2.058959009030554e-11,5.9428080838289311e-14,1.2403633392426449e-19,5.942808095257409e-14,4.2385100885679942e-23,9.410074890346026e-30,5.4216983893387305e-30,1.4606345022316625e-37
1.182053851108911e-12,0.29185714175834965,76.950000000000003,0.0,0.0,0.0,0.99998517884973237,9.4999999893967928,3.706716664761911e-07,3.6694849848362053e-06,3.6643386375145679e-06,7.8368884274315989e-09,8.1462362495831299e-13,2.4556636641665381e-06,1.6572781512920407e-06,2.7440978401457248e-09,7.275091731347472e-17,5.8341652526052366e-17,1.5125648984701177e-12,2.9598627148868756e-06,4.239137806337429e-11,1.8015103004349547e-17,3.1701034930987869e-19,3.7291633645015444e-19,1.1766220326244862e-23,4.3210736728439475e-13,4.5667037290219198e-11,2.2482942490966726e-13,2.2488082007765764e-13,3.8822978839609245e-17,1.2568392018510503e-17,4.2413243936313694e-18,9.7719810174622693e-12,3.7803179535654109e-15,7.0583774524459644e-16,7.319921196965138e-31,3.6170302053073583e-17,6.4123406975223671e-18,6.8053274989973582e-31,3.2847750783405643e-08,2.8987197360714909e-22,9.5215754495912449e-23,7.1957417620382091e-11,2.1381789527307649e-11,1.551901815167607e-10,7.2024594461696704e-11,2.1420040230165859e-13,6.8053083164922542e-31,1.9918650724139119e-20,5.2039090870551263e-23,4.0265814639002065e-23,5.978492088752659e-27,1.2555458815615391e-18,8.603829166677904e-31,1.1148946785274122e-15,6.1054751768411068e-28,2.6918847489639327e-31,3.9699558628215841e-18,1.0541338757837258e-35,5.5448427958807587e-36,2.6349035879368839e-39,1.3881842185387177e-19,5.8154586646716713e-20,3.7182025289125699e-21,3.5794018714000711e-18,5.9391962275474668e-22,5.455735942203053e-19,8.5583523305091245e-22,1.515865304575518e-22,7.8101118028087682e-22,7.4060639928912884e-22,1.3435509819544338e-29,2.9142086085610972e-23,3.2733138222307574e-20,6.1842877318801886e-22,3.7971322048481424e-21,3.1582563486017198e-16,6.0029386352309708e-23,2.1282033474301121e-11,6.114498280330571e-14,1.3198095126067218e-19,6.1144982916992721e-14,4.73111251441507e-23,1.0140894262714465e-29,5.8427660758465816e-30,1.7161045727525857e-37
1.2112946613176166e-12,0.2918571417566971,76.950000000000003,0.0,0.0,0.0,0.99998481305290199,9.4999999889009228,3.7984098986404389e-07,3.7602178946822917e-06,3.7547872384200814e-06,8.2253843959273408e-09,8.3476730759728137e-13,2.4667991358944471e-06,1.7156569367970572e-06,2.8507517410274623e-09,7.635742057604776e-17,6.292710242893799e-17,1.5883143379239604e-12,3.0641260158623859e-06,4.451418821406159e-11,1.8715293144860494e-17,3.2939714774714067e-19,4.0125546059894025e-19,1.2748816998638072e-23,4.5969350194920117e-13,4.7946788393922718e-11,2.4190150240479738e-13,2.4195724800680945e-13,4.2013895559329313e-17,1.3727571407843268e-17,4.4413275446046077e-18,1.0127692422260163e-11,3.9334132003293372e-15,7.412949148348611e-16,8.6836290179625081e-31,3.9094557620189347e-17,6.7745492698344868e-18,8.0731848147090088e-31,3.4004870326734758e-08,3.1341245306674108e-22,1.0292494370457652e-22,7.5648248088451084e-11,2.2472526956968267e-11,1.5796104020066212e-10,7.5721017178664844e-11,2.3176424947877756e-13,8.0731614950167822e-31,2.1605161347438992e-20,5.7500902546364813e-23,4.4744127298228255e-23,6.8129846627863321e-27,1.3327954156338141e-18,1.005384583104029e-30,1.1705496395950648e-15,6.9117126029680322e-28,3.1457420770582584e-31,4.2597066811998112e-18,1.2631567052471849e-35,6.55380787647635e-36,3.1667703538549893e-39,1.5435439071145119e-19,6.1118798610072684e-20,4.117657485387937e-21,3.851178183704877e-18,6.4313636172775184e-22,5.7290068643804618e-19,9.2860418214455026e-22,1.6698617785116728e-22,8.4012336002995969e-22,7.8893283060947276e-22,1.4800363550457344e-29,3.0975300415005562e-23,3.5270348028300093e-20,7.0210808028762898e-22,4.1350449191253601e-21,3.2720524062903149e-16,6.8287190888694712e-23,2.1979669022874107e-11,6.2820822666676734e-14,1.4023001262103004e-19,6.2820822779156144e-14,5.2654157857393018e-23,1.0908433234434934e-29,6.2849900466690222e-30,2.0080362710999148e-37
1.2405354715263224e-12,0.2918571417550107,76.950000000000003,0.0,0.0,0.0,0.999984447268493,9.4999999883949204,3.8901030893330417e-07,3.8509498129068679e-06,3.845226514084159e-06,8.6230812927578087e-09,8.5491077006457889e-13,2.4772056879359424e-06,1.7742910966709867e-06,2.9583280060414586e-09,8.0049339290827701e-17,6.7752787816932074e-17,1.6659142471127365e-12,3.1688454142486455e-06,4.6688845617317855e-11,1.9421538719866777e-17,3.4189327595865813e-19,4.3099385145891327e-19,1.37862068621328e-23,4.8823578010002047e-13,5.0281695276149998e-11,2.5981519508086979e-13,2.598755354424691e-13,4.5376064651781337e-17,1.495980382087085e-17,4.6437844132905183e-18,1.048573737832909e-11,4.0877412676140249e-15,7.7733444651288103e-16,1.0259450742377667e-30,4.2163099421607425e-17,7.1459777499860902e-18,9.5382511416776737e-31,3.5167054077346923e-08,3.3812018482044025e-22,1.1101512531434226e-22,7.9402447565184804e-11,2.3581463964364122e-11,1.6063275986087526e-10,7.9481095634936521e-11,2.5021418055949987e-13,9.5382229243924745e-31,2.3383529922353485e-20,6.3386664983155413e-23,4.9591505127873642e-23,7.7390484233883396e-27,1.4124691768017466e-18,1.1703399526090296e-30,1.2275513526693317e-15,7.8014972776103867e-28,3.6620910303284611e-31,4.562641564353653e-18,1.5069361016652215e-35,7.7153421997283644e-36,3.7890795133127789e-39,1.7114528733248403e-19,6.4156253784968832e-20,4.5472398639360031e-21,4.1363514224561058e-18,6.9502073864352918e-22,6.0089638127057392e-19,1.0054482803435295e-21,1.8352199855258222e-22,9.0213155345077304e-22,8.3894105155263825e-22,1.6265910062405303e-29,3.2880039485370961e-23,3.7935232945959362e-20,7.943914384747611e-22,4.4931265286965008e-21,3.3863742236223514e-16,7.7416261888317547e-23,2.2682399715340134e-11,6.4455080502947888e-14,1.4878790992734546e-19,6.445508061359632e-14,5.843653338887631e-23,1.1713575720642294e-29,6.7488795759555825e-30,2.3405189534324852e-37
1.269776281735028e-12,0.29185714175329086,76.950000000000003,0.0,0.0,0.0,0.99998408149570261,9.4999999878788479,3.9817962368408265e-07,3.9416807787188153e-06,3.9356564781511422e-06,9.0299654814248514e-09,8.7505402106572756e-13,2.4869310309318993e-06,1.8331639140309595e-06,3.0667874284908034e-09,8.3826546865408404e-17,7.2825393446934563e-17,1.7453646211089347e-12,3.2739910540973028e-06,4.8915349679444644e-11,2.0133582332558762e-17,3.5449418779414648e-19,4.6216510969308418e-19,1.4880011687073285e-23,5.1773817674555045e-13,5.2671731996860419e-11,2.7859061551466744e-13,2.7865580194835259e-13,4.8913976020958472e-17,1.6267585665392748e-17,4.8485688676121752e-18,1.0846025148469953e-11,4.2432489665474247e-15,8.1393595305003406e-16,1.2074176702981838e-30,4.537821889752784e-17,7.5265340607697854e-18,1.1225434989204558e-30,3.6333970730746848e-08,3.6401385360181635e-22,1.1949236554039328e-22,8.3217669864494384e-11,2.4707884134150127e-11,1.632074651261149e-10,8.3302488557282669e-11,2.6956500508943594e-13,1.1225400997188598e-30,2.525595824152751e-20,6.9718325423079798e-23,5.4828266450186468e-23,8.7641317474464186e-27,1.494561939783525e-18,1.3574078123366009e-30,1.2858992352381486e-15,8.7812349091172587e-28,4.247698373239772e-31,4.879002473650852e-18,1.7901934692485076e-35,9.0480804785383393e-36,4.514483130028808e-39,1.8925338785499705e-19,6.726692035799944e-20,5.0082353659242812e-21,4.435241775564983e-18,7.4964357931752914e-22,6.2956076399292057e-19,1.0864806855129075e-21,2.0124755677152914e-22,9.6710374976460541e-22,8.9063306487066143e-22,1.7836896168493576e-29,3.4857557571309506e-23,4.0730908340310668e-20,8.9588457889595342e-22,4.8719987302593682e-21,3.5011873847385168e-16,8.7480919404510784e-23,2.339013489062023e-11,6.6047416837777341e-14,1.576590225778843e-19,6.6047416945960186e-14,6.4681071109993392e-23,1.2557204541469903e-29,7.2349433069627134e-30,2.7179817842899988e-37
1.2990170919437338e-12,0.2918571417515375,76.950000000000003,0.0,0.0,0.0,0.99998371573378031,9.4999999873527496,4.0734893411648281e-07,4.0324108296605044e-06,4.0260771442450326e-06,9.4460233456215931e-09,8.9519706893623235e-13,2.49601975267445e-06,1.8922597661797161e-06,3.1760924680510318e-09,8.7688916894826514e-17,7.8151642690930369e-17,1.8266654557502693e-12,3.3795350336490211e-06,5.1193699828664467e-11,2.0851177526068241e-17,3.6719553032147559e-19,4.9480282793183727e-19,1.6031862756971629e-23,5.4820440191534271e-13,5.5116872635311407e-11,2.9824786681435299e-13,2.9831815762714205e-13,5.2632117464876608e-17,1.765342304025912e-17,5.0555601086443888e-18,1.1208470934753934e-11,4.399886583606988e-15,8.5107969822926628e-16,1.415723510380798e-30,4.8742125809493252e-17,7.9161275106134658e-18,1.316209754877955e-30,3.7505310667564801e-08,3.9111147852122273e-22,1.2836251440745757e-22,8.7091621075108612e-11,2.5851087251755402e-11,1.6568737406688311e-10,8.7182906764698052e-11,2.8983098063589322e-13,1.3162056773606577e-30,2.7224624964287713e-20,7.6518435156786637e-23,6.0475323745636882e-23,9.8960878940301971e-27,1.5790677345551033e-18,1.5689200386297499e-30,1.3455927079697244e-15,9.8576589429662313e-28,4.9098741825466634e-31,5.2090283701435685e-18,2.1181547563809069e-35,1.0572422837209856e-35,5.3570417293492288e-39,2.0874198127671816e-19,7.0450766689820669e-20,5.5019361022227771e-21,4.7481692916150465e-18,8.0707567866067334e-22,6.5889392050915694e-19,1.1718145173525372e-21,2.2021756020107652e-22,1.0351078540527356e-21,9.4401020854369224e-22,1.9518170008170825e-29,3.6909108424829667e-23,4.3660488224883736e-20,1.0072152122222767e-21,5.2722837941221278e-21,3.6164597264340308e-16,9.8548138035376447e-23,2.4102789830987864e-11,6.759765611619337e-14,1.6684771958672547e-19,6.7597656221266727e-14,7.1411067372839477e-23,1.3440201424517393e-29,7.7436892534755671e-30,3.1452125937191164e-37
1.3282579021524395e-12,0.2918571417497508,76.950000000000003,0.0,0.0,0.0,0.99998334998202432,9.4999999868166771,4.1651824023060143e-07,4.1231400016786234e-06,4.1164885259695267e-06,9.8712412892025488e-09,9.1533992165730273e-13,2.5045135225104517e-06,1.9515640529865983e-06,3.2862071799454903e-09,9.1636323161284205e-17,8.3738297551151175e-17,1.9098167476097661e-12,3.4854512774236635e-06,5.3523895514191928e-11,2.1574088318495435e-17,3.7999313561998821e-19,5.2894059078858545e-19,1.724340087134559e-23,5.7963791800413871e-13,5.7617091289954242e-11,3.1880704262719016e-13,3.1888270312750708e-13,5.6534974674751153e-17,1.911983103760733e-17,5.2646425692917983e-18,1.157299548974994e-11,4.5576076546551541e-15,8.8874660070340253e-16,1.6540881726081352e-30,5.2256950901202332e-17,8.3146689955166869e-18,1.537822909417376e-30,3.8680784534165292e-08,4.1943043462290974e-22,1.3763121277930048e-22,9.1022061536901371e-11,2.7010389883735695e-11,1.6807477969231773e-10,9.1120115148804234e-11,3.1102582546507049e-13,1.5378180380156971e-30,2.9291686151731749e-20,8.3810153002661509e-23,6.65541871185167e-23,1.1143186702086647e-26,1.6659799067647674e-18,1.8073908627455767e-30,1.406631194686862e-15,1.1037839485942455e-27,5.6565010098544381e-31,5.5529552505848675e-18,2.4965904460530073e-35,1.231065680099755e-35,6.3323430878058012e-39,2.2967533142316418e-19,7.3707761313781605e-20,6.0296395291928442e-21,5.0754538806222506e-18,8.6738780072812343e-22,6.8889593723986927e-19,1.2615628556648865e-21,2.4048785422789326e-22,1.1062116874336542e-21,9.9907320344989731e-22,2.1314680534188432e-29,3.903594527459466e-23,4.6727085269054461e-20,1.1290328628034173e-21,5.6946044800408966e-21,3.7321611907067609e-16,1.1068755562942636e-22,2.4820285373058599e-11,6.9105771117024113e-14,1.7635836158652919e-19,6.9105771218337153e-14,7.8650287742702744e-23,1.4363447007151756e-29,8.2756248011338826e-30,3.6273772895794464e-37
1.3574987123611452e-12,0.29185714174793104,76.950000000000003,0.0,0.0,0.0,0.99998298423977949,9.4999999862706748,4.2568754202652947e-07,4.2138683291920065e-06,4.2068906369080649e-06,1.0305605736153752e-08,9.3548258687092414e-13,2.5124512823656842e-06,2.0110631299563748e-06,3.3970971471309188e-09,9.5668639633871308e-17,8.9592158673436437e-17,1.9948184939669757e-12,3.5917154166828351e-06,5.5905936205344049e-11,2.2302088757698641e-17,3.9288301291686125e-19,5.6461197487488559e-19,1.8516276348774273e-23,6.1204195598092518e-13,6.0172362078334913e-11,3.4028822714718133e-13,3.4036952965108989e-13,6.0627031234819102e-17,2.0669333089677559e-17,5.4757057985947947e-18,1.1939524753201236e-11,4.716368753369598e-15,9.2691823444118317e-16,1.9260398463450461e-30,5.5924748567414902e-17,8.7220711721655055e-18,1.7906633592706472e-30,3.9860121916163472e-08,4.489874745249862e-22,1.4730389941140629e-22,9.5006807400267272e-11,2.8185125832716462e-11,1.703720333181217e-10,9.5111934237453336e-11,3.3316273163926701e-13,1.7906575619410198e-30,3.1459275831963924e-20,9.1617248787357461e-23,7.308696776354207e-23,1.2514126355901131e-26,1.7552911740694903e-18,2.0755263991560984e-30,1.4690141223404184e-15,1.2329192281612731e-27,6.4960638765290254e-31,5.9110161830163666e-18,2.9318576657066907e-35,1.4287084834119639e-35,7.4576280385725162e-39,2.5211863981445506e-19,7.7037872934462804e-20,6.5926474385530162e-21,5.4174153147885037e-18,9.3065067879416936e-22,7.1956690101740534e-19,1.3558387389425697e-21,2.6211541617205962e-22,1.1804829872283516e-21,1.0558221980983959e-21,2.323147700217826e-29,4.1239320825420649e-23,4.9933810805324629e-20,1.2620086806925877e-21,6.1395839612319609e-21,3.8482636869657311e-16,1.2397147976892021e-22,2.554254754424159e-11,7.0571868306882342e-14,1.8619530270248608e-19,7.0571868403778922e-14,8.6422959496165583e-23,1.5327820838653635e-29,8.8312567086685365e-30,4.1700398282439647e-37
1.386739522569851e-12,0.2918571417460784,76.950000000000003,0.0,0.0,0.0,0.99998261850643277,9.4999999857147941,4.348568395043513e-07,4.3045958451565701e-06,4.2972834906238579e-06,1.0749103130562921e-08,9.5562507189427085e-13,2.5198694252651202e-06,2.0707442456792029e-06,3.5087294153653683e-09,9.9785740468288707e-17,9.5720065358310736e-17,2.0816706927802803e-12,3.698304677717033e-06,5.8339821390688243e-11,2.3034962495007973e-17,4.0586134105304118e-19,6.0185054881503141e-19,1.9852149029943116e-23,6.4541953053699073e-13,6.2782659136999752e-11,3.6271149512262906e-13,3.6279871895945501e-13,6.4912768622629111e-17,2.2304460357363787e-17,5.6886443343820716e-18,1.230798951248597e-11,4.8761292932356289e-15,9.6557682619892716e-16,2.2354300882325165e-30,5.9747499518038605e-17,9.1382486049418086e-18,2.078312170986487e-30,4.1043070098770555e-08,4.7979875003534352e-22,1.5738581799250025e-22,9.9043731811135457e-11,2.9374646479785846e-11,1.7258152964802297e-10,9.9156241384091189e-11,3.5625437844009036e-13,2.0783052972994882e-30,3.3729506589696416e-20,9.9964106827425283e-23,8.0096381433501451e-23,1.4018045218342318e-26,1.8469936786611354e-18,2.3762344378420808e-30,1.5327409209820091e-15,1.3739487737112765e-27,7.4376811057358592e-31,6.2834413419317948e-18,3.4309444762253096e-35,1.6528157561615309e-35,8.7519235447147957e-39,2.7613800945675789e-19,8.0441070426220554e-20,7.1922650002249697e-21,5.7743732292485164e-18,9.9693501544707526e-22,7.5090689898841551e-19,1.4547551632241688e-21,2.851583495562609e-22,1.2579894071144946e-21,1.1142568105824529e-21,2.5273708462834012e-29,4.3520487257961529e-23,5.3283774836535073e-20,1.4068352331070641e-21,6.6078457557672188e-21,3.9647409632608644e-16,1.3847489214796225e-22,2.6269507222987117e-11,7.1996174119130546e-14,1.9636289230505404e-19,7.1996174210951179e-14,9.4753764388785288e-23,1.633420138221951e-29,9.4110911090550352e-30,4.7791827469072412e-37
1.4159803327785566e-12,0.2918571417441928,76.950000000000003,0.0,0.0,0.0,0.99998225278141195,9.4999999851490777,4.4402613266414655e-07,4.3953225811274943e-06,4.3876671006599225e-06,1.1201719936589702e-08,9.7576738373350204e-13,2.526801962168096e-06,2.1305954833748229e-06,3.6210724310359019e-09,1.0398750000657222e-16,1.0212889556938466e-16,2.1703733426602431e-12,3.8051977774449882e-06,6.0825550577226253e-11,2.3772502377056134e-17,4.1892446127753947e-19,6.4068987326014389e-19,2.1252688280488357e-23,6.7977345424246094e-13,6.5447956621405464e-11,3.8609691186362354e-13,3.8619034338100484e-13,6.9396666209655397e-17,2.4027751157836047e-17,5.9033575666658112e-18,1.2678325085303976e-11,5.0368513423035909e-15,1.0047052504131065e-15,2.5864555002784273e-30,6.3727113426147852e-17,9.5631178893242711e-18,2.4046712389138157e-30,4.222939290828225e-08,5.1187983365031643e-22,1.6788202414497248e-22,1.0313076576065728e-10,3.0578321026121711e-11,1.7470569342323228e-10,1.0325097162188527e-10,3.803129460332157e-13,2.40466311797006e-30,3.6104470175047829e-20,1.0887572941182066e-22,8.7605751907915997e-23,1.5664533731908825e-26,1.9410790362332495e-18,2.7126345019955141e-30,1.5978110237360555e-15,1.5276860001262237e-27,8.4911359963859561e-31,6.6704580430212449e-18,4.0015164001409316e-35,1.906261281125347e-35,1.0236183296192509e-38,3.0180040957814339e-19,8.3917322831731356e-20,7.8297998571152226e-21,6.1466471228098305e-18,1.0663114826988251e-21,7.8291601852324482e-19,1.5584250811746482e-21,3.0967587840420149e-22,1.3387985172702692e-21,1.1743761679048185e-21,2.7446623256682099e-29,4.5880696228575142e-23,5.6780086043010728e-20,1.5642262768445247e-21,7.1000136646366981e-21,4.0815684859366457e-16,1.5427545096016746e-22,2.7001099821271824e-11,7.3379022136743647e-14,2.0686547664872313e-19,7.3379022222827153e-14,1.0366783169460802e-22,1.7383466016829268e-29,1.0015633510589675e-29,5.4612282607130108e-37
1.4452211429872624e-12,0.2918571417422747,76.950000000000003,0.0,0.0,0.0,0.9999818870641819,9.4999999845735736,4.531954215059896e-07,4.4860485673187626e-06,4.478041480539138e-06,1.1663442638435929e-08,9.9590952909699737e-13,2.5332806778836507e-06,2.1906057062628483e-06,3.7340959816287385e-09,1.0827379277681626e-16,1.0882556593876651e-16,2.2609264428439859e-12,3.9123748258463287e-06,6.3363123289612619e-11,2.4514510054956822e-17,4.3206887034734487e-19,6.8116350090178115e-19,2.2719572993488209e-23,7.151063507762483e-13,6.8168228705833728e-11,4.1046453324946133e-13,4.1056446581786407e-13,7.4083201262149151e-17,2.584175042873933e-17,6.1197495938800325e-18,1.3050471023134004e-11,5.1984994499278576e-15,1.0442870218696065e-15,2.9836803495183829e-30,6.7865431550208391e-17,9.9965977539727609e-18,2.773984318862306e-30,4.3418869629395747e-08,5.4524573985539843e-22,1.7879739235831333e-22,1.0726589863527525e-10,3.1795536644630871e-11,1.7674696750566334e-10,1.0739411821830007e-10,4.0535012929913301e-13,2.7739747570237298e-30,3.8586238126936519e-20,1.1837774028503214e-22,9.563901446260954e-23,1.7463646387594296e-26,2.0375383816227705e-18,3.0880681725457635e-30,1.6642238667712575e-15,1.6949816094018698e-27,9.6669093437674936e-31,7.072290777500819e-18,4.6519652494675271e-35,2.1921620612517304e-35,1.1933436090664487e-38,3.2917364132305936e-19,8.7466599360483904e-20,8.506561270660586e-21,6.534556358685933e-18,1.1388507221060722e-21,8.1559434713175583e-19,1.666961401353831e-21,3.3572834156807731e-22,1.4229778045086198e-21,1.2361789428217394e-21,2.9755568511427553e-29,4.8321198869386624e-23,6.0425851789638654e-20,1.7349165131284028e-21,7.6167117158314831e-21,4.198723327160429e-16,1.7145349140819202e-22,2.7737264987865403e-11,7.4720841152440582e-14,2.1770740040369001e-19,7.4720841232125631e-14,1.1319073151822763e-22,1.847649103898933e-29,1.0645388797893786e-29,6.2230599279127793e-37
