Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142)
5.319870514844171e-10,0.0018098245397705618,9.2438397866630308e-20,1.1260160329992301e-24,1.1260159767766179e-24,3.8554701574859171e-33,4.5843967101912926e-33,0.0,0.0,9.9029526153150105e-14,7.0882376875405921e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899848896116041,0.10880299655901043,2.2569143179511114e-17,2.6431633680408473e-23,4.2662401072476151e-15,0.0,0.0,6.6760881286226931e-21,1.3964707932830956e-31,4.1447390812822059e-34,5.6948314978347352e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6357162974872639e-09,7.0765961407375778e-09,9.5712425724032804e-10,3.4408904665832134e-09
5.510025065677219e-10,0.0018098245390354465,9.8361590369868437e-20,1.2379841742582394e-24,1.2379841218362249e-24,4.5291791579632527e-33,5.3854888501466626e-33,0.0,0.0,1.0562985301487734e-13,7.8381266832335321e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899843495054776,0.10880299636456806,2.3374375767751397e-17,2.8765201296542606e-23,4.5148577674404901e-15,0.0,0.0,7.1618790202737548e-21,1.4980861215203729e-31,4.4463343772441058e-34,6.1093943911318521e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6942267566875383e-09,7.3295409411465207e-09,9.9133494572294358e-10,3.63532625090352e-09
5.700179616510266e-10,0.0018098245382911168,1.0446135129021348e-19,1.3570089360805585e-24,1.3570088888626374e-24,5.2921771370134559e-33,6.292754471435912e-33,0.0,0.0,1.1241445162140294e-13,8.6370675042364878e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889983809399509,0.10880299616768842,2.4179506891916899e-17,3.1214861173704692e-23,4.7673538611461997e-15,0.0,0.0,7.6647290556083229e-21,1.6032697982802089e-31,4.7585205667987813e-34,6.5385334850586059e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7503000737194258e-09,7.5824855677776944e-09,1.0255455680345781e-09,3.8321991069879207e-09
5.890334167343314e-10,0.0018098245375381223,1.1073727719992026e-19,1.4832973465935425e-24,1.4832973061378676e-24,6.1527876631786007e-33,7.3160914451630108e-33,0.0,0.0,1.1938175040925666e-13,9.4864049050438651e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899832692937017,0.10880299596851682,2.4984536638670977e-17,3.3782008953296982e-23,5.0235677965405295e-15,0.0,0.0,8.1846382223649025e-21,1.7120218210991632e-31,5.0812976426347222e-34,6.9822500119697958e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8040815527342505e-09,7.835430020606568e-09,1.0597561241753558e-09,4.0313637324173637e-09
6.080488718176361e-10,0.0018098245367769803,1.1718896639185007e-19,1.61705596137638e-24,1.6170559294038842e-24,7.119805015344112e-33,8.4659574213912919e-33,0.0,0.0,1.2653027150487853e-13,1.0387472468418892e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899827291880522,0.10880299576718989,2.5789465094129687e-17,3.6467987979417908e-23,5.2833485537002487e-15,0.0,0.0,8.7216065082800206e-21,1.8243421875133851e-31,5.4146655974391923e-34,7.4405452042159863e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8557078347327095e-09,8.0883742996086025e-09,1.0939666141454015e-09,4.2326834878201425e-09
6.460797819842457e-10,0.0018098245352321657,1.3061803608823871e-19,1.9078076750287691e-24,1.9078076658781884e-24,9.4106542971569296e-33,1.1189981332466156e-32,0.0,0.0,1.4136550525287317e-13,1.2350080408941303e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.00988998164897722,0.1088029953585764,2.7399018473071116e-17,4.2201569696150271e-23,5.8130510109410226e-15,0.0,0.0,9.8467203885222722e-21,2.0596879412701945e-31,6.1131741146967548e-34,8.4008765140945514e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.953001044610026e-09,8.5942623360339264e-09,1.1623873955737981e-09,4.6412821576514635e-09
6.803076011341942e-10,0.001809824533818545,1.4330131272610983e-19,2.1970948752841308e-24,2.1970948943641339e-24,1.1934565505326345e-32,1.4191148970754717e-32,0.0,0.0,1.5532389791059397e-13,1.4306517159490785e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899806767879968,0.1088029949846641,2.884727095167251e-17,4.7780707918771337e-23,6.3006432654602759e-15,0.0,0.0,1.0917664945195994e-20,2.2837028300215474e-31,6.7780525129151345e-34,9.3150460912858144e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.034405158810462e-09,9.0495609740824468e-09,1.223965872556706e-09,5.0151805203389032e-09
7.145354202841428e-10,0.0018098245323852596,1.5654788837416049e-19,2.5137764955147519e-24,2.5137765513216448e-24,1.4962632741384224e-32,1.7791819567679361e-32,0.0,0.0,1.698501928336965e-13,1.6450855229424017e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899797045992645,0.1088029946055491,3.0295196563879252e-17,5.3763671180202783e-23,6.7978240178140922e-15,0.0,0.0,1.2043880857134805e-20,2.5192791136855343e-31,7.4772452452098316e-34,1.0276469709487074e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1106069577244053e-09,9.5048590485496615e-09,1.2855441351483855e-09,5.3942810023203827e-09
7.487632394340914e-10,0.0018098245309343616,1.7035547613996581e-19,2.8590403299613516e-24,2.8590404322563271e-24,1.8564548485417983e-32,2.2074869352516726e-32,0.0,0.0,1.8493849529626555e-13,1.8790547223532731e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899787324110214,0.1088029942217764,3.1742795795876474e-17,6.0156773067133493e-23,7.3039908431372119e-15,0.0,0.0,1.3225368052750524e-20,2.766416777878828e-31,8.2107522688909846e-34,1.1285154555616451e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1821514321960839e-09,9.9601565592918412e-09,1.3471221833495657e-09,5.7780386192488101e-09
7.8299105858404e-10,0.0018098245294677034,1.8472180367980039e-19,3.2340693562115312e-24,3.2340695161190251e-24,2.2815777147433863e-32,2.7130038971142916e-32,0.0,0.0,2.0058352839921553e-13,2.1332972071586385e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899777602232571,0.10880299383383385,3.3190069130169101e-17,6.6965982220219085e-23,7.8186044373244793e-15,0.0,0.0,1.4462126460436232e-20,3.0251158082141833e-31,8.9785735412571086e-34,1.234110781654915e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2495264449614448e-09,1.0415453506165e-08,1.4087000171609743e-09,6.1659655142041901e-09
8.172188777339885e-10,0.0018098245279869307,1.9964461256619865e-19,3.6400417653034444e-24,3.6400419954125358e-24,2.779774750891873e-32,3.3054162427987844e-32,0.0,0.0,2.1678056813512249e-13,2.4085442770543569e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899767880359681,0.10880299344215821,3.4637017045948699e-17,7.4196958566815898e-23,8.3411819828821893e-15,0.0,0.0,1.5754156008566564e-20,3.2953761903004923e-31,9.7807090195952513e-34,1.3444336679117707e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3131687349559127e-09,1.0870749889024931e-08,1.47027763658334e-09,6.5576249534574324e-09
8.514466968839371e-10,0.001809824526493526,2.1512165771884792e-19,4.0781309905462661e-24,4.0781313050150886e-24,3.3598043696500966e-32,3.9951394287124997e-32,0.0,0.0,2.3352538532363816e-13,2.7055213307578432e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899758158491526,0.10880299304714046,3.6083640019421598e-17,8.1855085720043733e-23,8.8712912167174445e-15,0.0,0.0,1.7101456625497951e-20,3.5771979097428367e-31,1.0617158661181163e-33,1.4594848330112159e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3734692863255989e-09,1.1326045707727159e-08,1.5318550416173912e-09,6.9526259575231218e-09
8.856745160338857e-10,0.0018098245249888103,2.3115070689139847e-19,4.5495057352029048e-24,4.5495061498660771e-24,4.0310594923902686e-32,4.7933435413226025e-32,0.0,0.0,2.5081419361160034e-13,3.0249484860019418e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899748436628073,0.10880299264913063,3.7529938524102705e-17,8.9945499993853156e-23,9.4085451175316648e-15,0.0,0.0,1.8504028239568784e-20,3.8705809521425303e-31,1.1487922423279392e-33,1.5792649956280207e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4307781366591125e-09,1.1781340962126956e-08,1.593432232263856e-09,7.3506184929850228e-09
9.199023351838342e-10,0.0018098245234739695,2.4772954021042953e-19,5.0553299991045368e-24,5.0553305315835707e-24,4.8035863964472273e-32,5.7119757207620273e-32,0.0,0.0,2.6864360312878932e-13,3.3675411320966585e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899738714769252,0.1088029922484421,3.8975913031077422e-17,9.8473116262338071e-23,9.9525971710273404e-15,0.0,0.0,1.9961870779099589e-20,4.1755253030971431e-31,1.239300026314339e-33,1.7037748744327344e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4854086622632592e-09,1.2236635652079343e-08,1.6550092085234624e-09,7.7512891872714562e-09
9.541301543337828e-10,0.0018098245219500637,2.6485594975939899e-19,5.5967631043355185e-24,5.596763774152219e-24,5.6881034493696351e-32,6.7637824505122586e-32,0.0,0.0,2.870105790195682e-13,3.7340104243559619e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899728992915045,0.10880299184535544,4.0421564009236033e-17,1.0744265109838885e-22,1.0503137133262927e-14,0.0,0.0,2.1474984172393119e-20,4.4920309482005332e-31,1.3332392138015577e-33,1.8330151880916927e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5376414125843698e-09,1.2691929777439092e-08,1.7165859703969387e-09,8.1543574942796784e-09
9.883579734837313e-10,0.0018098245204180429,2.8252773920235814e-19,6.1749597200883797e-24,6.174960548781188e-24,6.6960197330108857e-32,7.9623317165392731e-32,0.0,0.0,3.0591240428318219e-13,4.125063727152508e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899719271065417,0.10880299144012177,4.1866891925483802e-17,1.1685864350818639e-22,1.1059887234205099e-14,0.0,0.0,2.3043368347734475e-20,4.8200978730428606e-31,1.4306098005127406e-33,1.9669866552670255e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5877275462243311e-09,1.3147223338060718e-08,1.7781625178850136e-09,8.5595722584008202e-09
9.999999999999999e-10,0.0018098245188787566,2.8866241596153219e-19,6.3802071756027818e-24,6.3802080636197167e-24,7.0691032144915661e-32,8.4059797582223796e-32,0.0,0.0,3.1246300600010107e-13,4.2638022782258903e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899715964340124,0.10880299130183961,4.2358422761819163e-17,1.2016387365185442e-22,1.1250626937373817e-14,0.0,0.0,2.3589425150139949e-20,4.9343193640702431e-31,1.4645108516525578e-33,2.0136332487496485e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6043149613946087e-09,1.3302083782889254e-08,1.799106713105101e-09,8.6978478765195261e-09
1.0225857926336797e-09,0.0018098245188787566,3.0074272344310075e-19,6.7910698867721977e-24,6.7910708980155016e-24,7.8394535628444083e-32,9.3220350422822831e-32,0.0,0.0,3.2534664645187127e-13,4.5414050112142105e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899709549220387,0.10880299103296596,4.3311897244929313e-17,1.2672547352426155e-22,1.1622598773374032e-14,0.0,0.0,2.4667023233391143e-20,5.1597260632105986e-31,1.5314117821699396e-33,2.10568999461666e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6358919120885287e-09,1.3602516333798506e-08,1.8397388509884148e-09,8.9667086334086602e-09
1.0568136117836282e-09,0.0018098245173329669,3.1949872831654505e-19,7.4462390394356008e-24,7.4462402591619688e-24,9.1312509028958965e-32,1.0858169399961635e-31,0.0,0.0,3.453111277587818e-13,4.983735209312071e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899699827379884,0.10880299062408931,4.4756580431053183e-17,1.3704737885130646e-22,1.2191049072026383e-14,0.0,0.0,2.6345948757613052e-20,5.510915504286551e-31,1.6356451544941162e-33,2.2491259247943264e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6823358078455125e-09,1.4057808764506505e-08,1.9013149697078708e-09,9.3755653240328686e-09
1.0910414309335767e-09,0.0018098245157813538,3.3879359030920576e-19,8.1416080305645886e-24,8.1416094870899222e-24,1.0585003677623579e-31,1.258689899978723e-31,0.0,0.0,3.658038984540168e-13,5.4527525344128913e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899690105543944,0.10880299021367203,4.6200941945858975e-17,1.4782846975537786e-22,1.2765038746970316e-14,0.0,0.0,2.8080144848632617e-20,5.873666181849852e-31,1.7433099132051442e-33,2.3972951644495576e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72723944729013e-09,1.4513100630038551e-08,1.9628908740441096e-09,9.7859621186252737e-09
1.1252692500835251e-09,0.001809824514224528,3.5862515630566747e-19,8.8783131523144559e-24,8.8783148764660607e-24,1.2215067981169154e-31,1.4525296957567942e-31,0.0,0.0,3.8682321293297957e-13,5.9491527643011289e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899680383712496,0.10880298980187546,4.7644982250008178e-17,1.5907274238388899e-22,1.3344389271700396e-14,0.0,0.0,2.9869611434664726e-20,6.2479780814759819e-31,1.8544060540218096e-33,2.5501984322276906e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7707641676647078e-09,1.4968391930248251e-08,2.0244665639978587e-09,1.0197737681865017e-08
1.1594970692334736e-09,0.001809824512663036,3.789912833581634e-19,9.6574861582314187e-24,9.6574881834789602e-24,1.4036582184849179e-31,1.6691366841753754e-31,0.0,0.0,4.083675083622758e-13,6.4736294964224468e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899670661885541,0.108802989388844,4.9088701802941161e-17,1.7078409069200628e-22,1.3928940792697434e-14,0.0,0.0,3.1714348443906802e-20,6.6338511887367504e-31,1.9689335726618144e-33,2.7078364467698676e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8130544060404151e-09,1.5423682664989021e-08,2.0860420395698474e-09,1.0610747578400745e-08
1.193724888383422e-09,0.0018098245110973654,3.9988983847678699e-19,1.0480254284511466e-23,1.0480256647100789e-23,1.6065484943096005e-31,1.9104064100156901e-31,0.0,0.0,4.3043538553436047e-13,7.0268743761540439e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899660940063062,0.108802988974707,5.053210106298545e-17,1.8296631712544399e-22,1.4518550173429634e-14,0.0,0.0,3.361435580453875e-20,7.0312854892003117e-31,2.0868924648417703e-33,2.8702099267130326e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8542394696151483e-09,1.5878972834114084e-08,2.1476173007608023e-09,1.1024862502573844e-08
1.2279527075333705e-09,0.001809824509527955,4.2131869843823693e-19,1.1347740270836787e-23,1.1347743009926631e-23,1.8318533097671783e-31,2.1783317366140345e-31,0.0,0.0,4.5302559172279557e-13,7.6095773012217598e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899651218245094,0.10880298855958026,5.1975180487452821e-17,1.9562314218695274e-22,1.5113089242747603e-14,0.0,0.0,3.556963344472298e-20,7.4402809684311598e-31,2.2082827262772048e-33,3.0373195906899313e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8944351210225037e-09,1.633426243747648e-08,2.2091923475714534e-09,1.1439966693128379e-08
1.262180526683319e-09,0.0018098245079551962,4.4327574961123628e-19,1.2261062380825563e-23,1.22610655386271e-23,2.0813319479536821e-31,2.4750049643535731e-31,0.0,0.0,4.7613700533588507e-13,8.2224266046752243e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899641496431566,0.1088029881435673,5.3417940532726048e-17,2.0875821299934412e-22,1.5712443227011783e-14,0.0,0.0,3.7580181292604388e-20,7.8608376119901191e-31,2.3331043526825574e-33,3.2091661573291085e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9337449973517535e-09,1.6789551474929077e-08,2.2707671800025273e-09,1.1855956514208015e-08
1.2964083458332675e-09,0.00180982450637944,4.6575888779690517e-19,1.3221334422128235e-23,1.3221338044047445e-23,2.3568290607709707e-31,2.8026199369501089e-31,0.0,0.0,4.9976862218174266e-13,8.8661092186499492e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899631774622479,0.10880298772676099,5.4860381654336763e-17,2.2237511096936209e-22,1.6316509346853369e-14,0.0,0.0,3.9645999276310344e-20,8.2929554054343506e-31,2.4613573397711786e-33,3.3857503452549075e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9722618801645172e-09,1.7244839946324593e-08,2.3323417980547524e-09,1.2272739185354534e-08
1.330636164983216e-09,0.0018098245048009999,4.8876601808250655e-19,1.422966576620064e-23,1.4229669900983499e-23,2.660276428450545e-31,3.1634741354586036e-31,0.0,0.0,5.2391954317313815e-13,9.5413108209630557e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899622052817868,0.10880298730924441,5.6302504307034989e-17,2.3647735864818514e-22,1.6925195561030707e-14,0.0,0.0,4.176708732395065e-20,8.7366343343173412e-31,2.5930416832553301e-33,3.5670728730874644e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010068832381083e-09,1.7700127851515575e-08,2.3939162017288575e-09,1.2690231644635047e-08
1.3648639841331644e-09,0.0018098245032201574,5.122950547071573e-19,1.5287161367781259e-23,1.5287166067661751e-23,2.9936947086604864e-31,3.5599707599352211e-31,0.0,0.0,5.4858896331879329e-13,1.0248715966370626e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889961233101768,0.10880298689109184,5.7744308944851506e-17,2.5106842587410745e-22,1.7538419441717528e-14,0.0,0.0,4.394344536361757e-20,9.1918743841889029e-31,2.7281573788461804e-33,3.7531344594427092e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0472402162129097e-09,1.8155415190354448e-08,2.4554903910255704e-09,1.3108359530721641e-08
1.3990918032831129e-09,0.0018098245016371643,5.3634392093826243e-19,1.6394921784096576e-23,1.6394927104947454e-23,3.3591951751378558e-31,3.9946207986860904e-31,0.0,0.0,5.7377616186640541e-13,1.0989008204093189e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899602609221933,0.1088029864723699,5.9185796021153731e-17,2.6615173527258041e-22,1.8156107167457376e-14,0.0,0.0,4.6175073323385709e-20,9.658675540595164e-31,2.8667044222538077e-33,3.9439358229323585e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0838426046000611e-09,1.8610701962693497e-08,2.5170643659456183e-09,1.3527056271464821e-08
1.4333196224330613e-09,0.0018098245000522457,5.6091054895757417e-19,1.755404319381561e-23,1.7554049195301963e-23,3.7589814457846588e-31,4.4700450850289718e-31,0.0,0.0,5.9948049347804819e-13,1.1762870183032095e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899592887430592,0.10880298605313821,6.0626965988695682e-17,2.8173066718020072e-22,1.8778192621592417e-14,0.0,0.0,4.846197113131211e-20,1.0137037789078571e-30,3.0086828091871939e-33,4.1394776821639156e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1199355971879778e-09,1.9065988168384879e-08,2.5786381264897299e-09,1.3946262267926474e-08
1.4675474415830098e-09,0.001809824498465604,5.8599287975589026e-19,1.8765617415772982e-23,1.8765624161508539e-23,4.1953512001660214e-31,4.988976341494642e-31,0.0,0.0,6.2570138033060131e-13,1.2570983745956916e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899583165643692,0.1088029856334501,6.20678192996627e-17,2.9780856405255181e-22,1.9404616585197896e-14,0.0,0.0,5.0804138715436165e-20,1.0626961115177869e-30,3.1540925353542266e-33,4.3397607557406662e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1555725507707952e-09,1.9521273807280636e-08,2.6402116726586331e-09,1.4365924163945268e-08
1.5017752607329583e-09,0.001809824496877419,6.1158886303549593e-19,2.0030731927477648e-23,2.0030739485183809e-23,4.6706978863566939e-31,5.5542612114036944e-31,0.0,0.0,6.5243830504409267e-13,1.3414030013821632e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899573443861216,0.10880298521335333,6.3508356405711647e-17,3.1438873441008166e-22,2.0035326014601195e-14,0.0,0.0,5.3201576003779564e-20,1.1128445504428117e-30,3.302933596461695e-33,4.5447857622616761e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1908012331805415e-09,1.9976558879232718e-08,2.7017850044530558e-09,1.4785994192255241e-08
1.5360030798829067e-09,0.0018098244952878524,6.37696457119548e-19,2.1350469883423007e-23,2.1350478325090614e-23,5.1875124170915908e-31,6.1688622777658699e-31,0.0,0.0,6.7969080435070038e-13,1.4292689461249998e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899563722083129,0.10880298479289068,6.4948577758006731e-17,3.3147445637070646e-22,2.0670273394570879e-14,0.0,0.0,5.5654282924346304e-20,1.1641490942360662e-30,3.4552059882152895e-33,4.7545534203217863e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2256644086903592e-09,2.0431843384092966e-08,2.7633581218737272e-09,1.5206429589089586e-08
