Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058)
7.025662783408415e-11,0.0015804469352872922,1.9260877586169196e-14,6.7037923317121705e-19,6.7037830810356677e-19,4.5999027100895834e-26,7.595008962316929e-25,0.0,0.0,2.7606583672077317e-11,3.981407677499776e-17,6.4765473017565937e-26,2.0207482018080867e-27,3.7014707570378043e-24,9.2419901084031636e-53,8.2775049088375505e-39,5.5699729960429878e-30,2.0153903772560103e-27,3.7228358020924608e-24,4.0747154743501647e-46,8.1662381105784981e-47,1.8492735336720301e-26,5.0810391476992949e-28,1.0693191204838895e-33,1.0886045528512907e-37,4.338787453325327e-26,2.2839786648885129e-29,3.6277443569523646e-22,8.7084247809960813e-12,9.6871686850550629e-39,6.3056870450202862e-34,3.9590729717109884e-21,1.4888467994192048e-31,1.6122834821882771e-34,7.7450448169266056e-25,2.1968376018641969e-33,0.35999999999999999,0.0,0.009888732255746607,0.10880293623038302,1.1002920175761392e-13,4.5748497262995158e-13,4.6161888872650353e-11,3.5587489145123689e-21,0.0,1.8543982400034838e-15,2.3500497195821054e-26,1.836054546434764e-27,1.3550253333062532e-11,5.6185386329976385e-21,0.0,5.6921882702205131e-26,0.0,0.0,0.0,0.0,5.4937249033776692e-07,6.0855014190710438e-07,4.6010630011582099e-08,6.1432032439100981e-08,2.3098673736868888e-09,8.7011573146036545e-12,1.013610874886152e-13,4.4525573339510552e-15,2.8131448317866356e-15,1.1362839279797853e-25,6.1118964729040229e-28,1.7649943486919554e-18,3.4131841765441907e-17,6.1750323101573238e-29
7.259346045506749e-11,0.0015804469229682646,2.0478427349463091e-14,7.3525683594355351e-19,7.3525585062538548e-19,5.3822973148926437e-26,8.8741265679156418e-25,0.0,0.0,2.9440058141916074e-11,4.5104974456213495e-17,6.9834531120977025e-26,2.1556847238216593e-27,3.9469713018910531e-24,1.2059606908389375e-52,9.8552462884720526e-39,6.4362904120313611e-30,2.1494963482851135e-27,3.97051742598661e-24,4.9229060119343431e-46,9.5581477407923335e-47,1.9723085865232758e-26,5.6878626874633299e-28,1.2712787594101189e-33,1.2796184600886406e-37,4.627390503495613e-26,2.5175684523360129e-29,3.7428140232069727e-22,9.455022978105059e-12,1.1514745966064208e-38,7.7718061566750244e-34,4.4352063031879344e-21,1.6405049743065388e-31,1.777040410149788e-34,8.2603036555578354e-25,2.6988767037816423e-33,0.35999999999999999,0.0,0.0098886900948633571,0.10880293249655944,1.1376667964626934e-13,4.7272674691080958e-13,4.9003936020422879e-11,4.1385840367243429e-21,0.0,1.9801914752951682e-15,2.4888918093057079e-26,1.9616493794950182e-27,1.4470295643363907e-11,6.2803849377683609e-21,0.0,6.2802574120216925e-26,0.0,0.0,0.0,0.0,5.660532948189492e-07,6.2876352683812709e-07,4.7540806765768745e-08,6.5062508743412277e-08,2.4113677796948673e-09,9.4470618713311678e-12,1.1394009734052017e-13,4.8772080171663081e-15,3.081876552917005e-15,1.2376626573385747e-25,6.7390978545672301e-28,2.0228795757647696e-18,3.7562555725975413e-17,6.7723607144617044e-29
7.493029307605083e-11,0.0015804469104028866,2.1733003743488546e-14,8.041710096259457e-19,8.0416996272786416e-19,6.2673355754396841e-26,1.0319109110211066e-24,0.0,0.0,3.1330923789795176e-11,5.090092292709235e-17,7.5135858696998142e-26,2.2949037689838289e-27,4.200053145751824e-24,1.5610075346281743e-52,1.1672060909619774e-38,7.4045750910262709e-30,2.2877884376714442e-27,4.2259224511059948e-24,5.9128813247267889e-46,1.1132645848927203e-46,2.0991805893934687e-26,6.3452454134215522e-28,1.5032422629334092e-33,1.4964058439588915e-37,4.9249873132443209e-26,2.7664352312625185e-29,3.857577237840742e-22,1.0240082718097233e-11,1.3615690631580801e-38,9.5172983009634704e-34,4.9514975031453329e-21,1.8020011122909766e-31,1.9525545885298927e-34,8.7916275674188867e-25,3.2950732285280141e-33,0.35999999999999999,0.0,0.0098886479343680434,0.10880292868802133,1.1751305957031774e-13,4.8797084088240652e-13,5.1914580087220689e-11,4.7901069939284141e-21,0.0,2.1101781733387349e-15,2.6328681711717039e-26,2.0915328950417783e-27,1.5420890669967124e-11,6.9971251595210943e-21,0.0,6.9075927296679612e-26,0.0,0.0,0.0,0.0,5.8265939938202991e-07,6.4897644193442985e-07,4.9070970616441509e-08,6.876737532933404e-08,2.5131339147138288e-09,1.0231387687542556e-11,1.2760012448545777e-13,5.3264921530930194e-15,3.3662297539843419e-15,1.3449621804788522e-25,7.4079957201162487e-28,2.3091999195854533e-18,4.1210088108073071e-17,7.4069320756084476e-29
7.726712569703417e-11,0.0015804468975979757,2.3024596845942639e-14,8.7724265457440095e-19,8.7724154487672804e-19,7.264743758208405e-26,1.1945457809809113e-24,0.0,0.0,3.3279068798100011e-11,5.7232383352794776e-17,8.0673537036557051e-26,2.4384027023699913e-27,4.460691665044323e-24,2.0053365075872992e-52,1.3755416286897596e-38,8.4832324996934016e-30,2.4302563823563953e-27,4.4890305563452202e-24,7.0629050354681059e-46,1.2906960885016183e-46,2.2298794940507006e-26,7.0556812495876584e-28,1.7685333506702744e-33,1.7414649562362913e-37,5.2315538571374162e-26,3.0310473806644929e-29,3.9720419862940852e-22,1.1064330535790768e-11,1.6020905666254828e-38,1.1584447276086949e-33,5.5099822178989282e-21,1.9736291325934087e-31,2.1391541042789593e-34,9.3389741497013031e-25,3.9994752236124495e-33,0.35999999999999999,0.0,0.0098886057742605914,0.10880292480683842,1.2126861974960403e-13,5.0321731133750974e-13,5.4892618774263041e-11,5.5195323844819529e-21,0.0,2.2443676524992047e-15,2.782150558586917e-26,2.225720845823664e-27,1.6402075790986134e-11,7.7715731982996783e-21,0.0,7.5754776640536081e-26,0.0,0.0,0.0,0.0,5.9919284234208992e-07,6.6918891901735859e-07,5.0601121563714243e-08,7.2544594390457362e-08,2.6151339097880909e-09,1.1054860407307508e-11,1.4239431999130117e-13,5.800952796520008e-15,3.6665499435806527e-15,1.458400978223199e-25,8.1201870985924369e-28,2.6261363121632931e-18,4.5080412308533496e-17,8.0801397933984464e-29
7.960395831801751e-11,0.0015804468845601728,2.4353196751917344e-14,9.5459263838042511e-19,9.54591464781994e-19,8.3848361800649503e-26,1.376959567212759e-24,0.0,0.0,3.5284384438901429e-11,6.413064618407948e-17,8.6451639980871431e-26,2.5861795949564017e-27,4.7288628032821406e-24,2.5578007492091184e-52,1.6134985854590264e-38,9.6810830028803689e-30,2.5768902995285901e-27,4.7598219728278173e-24,8.3929366221051106e-46,1.4899347953197592e-46,2.3643955290305964e-26,7.8217049984499447e-28,2.0707251931108856e-33,2.0174466418081881e-37,5.5470667544245007e-26,3.3118720575144093e-29,4.086216717650038e-22,1.1928480517280588e-11,1.8763726598216552e-38,1.4020382796030595e-33,6.1127338744556182e-21,2.1556817128289536e-31,2.3371660822951283e-34,9.9023021491630893e-25,4.8277202516211046e-33,0.35999999999999999,0.0,0.0098885636145409281,0.10880292085501993,1.2503362984172208e-13,5.1846621419845054e-13,5.7936875227819029e-11,6.3333948870264599e-21,0.0,2.3827695379644887e-15,2.9369201756673262e-26,2.3642292981506831e-27,1.7413888880136667e-11,8.606608903934251e-21,0.0,8.285197229419413e-26,0.0,0.0,0.0,0.0,6.156556061169097e-07,6.8940098528331737e-07,5.2131259607700736e-08,7.6392184000709555e-08,2.7173405203046646e-09,1.1918193242244414e-11,1.5837646532296051e-13,6.3011229851024868e-15,3.9831762773001402e-15,1.5782042141687287e-25,8.8773190949800676e-28,2.9759675603097303e-18,4.9179448315312754e-17,8.793417122911565e-29
8.194079093900085e-11,0.0015804468712959277,2.5718793556349823e-14,1.0363417962484276e-18,1.036340557775658e-18,9.638532106352449e-26,1.5808893469430462e-24,0.0,0.0,3.734676497206662e-11,7.1627827664799491e-17,9.247423462964045e-26,2.7382332476324958e-27,5.0045431024580172e-24,3.2405141492929972e-52,1.8842753845522141e-38,1.1007369642629175e-29,2.7276807102286849e-27,5.0382775156146424e-24,9.9247318805565761e-46,1.7129116795263201e-46,2.5027192154266792e-26,8.6458913113732053e-28,2.4136505471128319e-33,2.3271585893426499e-37,5.8715033059805024e-26,3.609375231875314e-29,4.2001103591825361e-22,1.2833234569413829e-11,2.1880034592553473e-38,1.6877468626116914e-33,6.761863007631436e-21,2.3484503140353958e-31,2.546916710689332e-34,1.0481571528114307e-24,5.7971611754280255e-33,0.35999999999999999,0.0,0.0098885214552089842,0.10880291683451745,1.2880835118898755e-13,5.3371760453769585e-13,6.1046197397210974e-11,7.238554794380798e-21,0.0,2.5253937517405947e-15,3.0973550696692324e-26,2.5070746226758785e-27,1.8456368273490345e-11,9.5051782515993975e-21,0.0,9.0380380381481148e-26,0.0,0.0,0.0,0.0,6.3204961882987083e-07,7.0961266456544874e-07,5.3661384748514767e-08,8.0308216511959918e-08,2.8197298643504393e-09,1.2822087239379271e-11,1.7560094028244167e-13,6.8275267520102942e-15,4.3164421603030393e-15,1.7046051787776817e-25,9.6810870576324618e-28,3.3610717395065916e-18,5.3513063457771959e-17,9.5482432757945615e-29
8.427762355998418e-11,0.001580446857811511,2.7121377334862903e-14,1.1226109313681808e-18,1.1226096271844358e-18,1.1037373103240464e-25,1.8081696511535225e-24,0.0,0.0,3.946610753984063e-11,7.9756866017361885e-17,9.874538208076859e-26,2.8945632158807886e-27,5.2877097352980134e-24,4.0793141266179573e-52,2.191312146145797e-38,1.2471766167570273e-29,2.8826185637687005e-27,5.3243786162972259e-24,1.1681945893019396e-45,1.9616660558587939e-46,2.6448413831213863e-26,9.5308536347641341e-28,2.801412033687961e-33,2.6735697201334743e-37,6.2048415322774362e-26,3.9240217242862664e-29,4.313732330595114e-22,1.3779282695404617e-11,2.5408371163814445e-38,2.0213710928231447e-33,7.4595165717688146e-21,2.5522252071839597e-31,2.7687312676544286e-34,1.1076743532244423e-24,6.9269984946009349e-33,0.35999999999999999,0.0,0.0098884792962646937,0.10880291274722793,1.3259303707170306e-13,5.4897153659918195e-13,6.4219457377178115e-11,8.2422045573513856e-21,0.0,2.6722505023804575e-15,3.2636298643233579e-26,2.6542734849310327e-27,1.9529552734018636e-11,1.0470293505239995e-20,0.0,9.8352883264126067e-26,0.0,0.0,0.0,0.0,6.4837675595375303e-07,7.2982397870686333e-07,5.5191496986270162e-08,8.4290816910749549e-08,2.9222800495181937e-09,1.376723155578569e-11,1.9412268768921844e-13,7.3806797278847893e-15,4.6666756185753499e-15,1.837845497868314e-25,1.0533239168273131e-27,3.7839276749097497e-18,5.8087073172935276e-17,1.0346153167982472e-28
8.661445618096752e-11,0.001580446844113006,2.856093814688772e-14,1.2135208146372974e-18,1.2135194440525053e-18,1.2593539666630239e-25,2.0607350302904015e-24,0.0,0.0,4.1642312090822907e-11,8.8551518428511104e-17,1.0526913818673384e-25,3.0551698342259642e-27,5.5783405383681486e-24,5.1042647818954194e-52,2.5383013539242605e-38,1.4084384416919766e-29,3.0416952628811592e-27,5.6181073564515832e-24,1.3690238180980964e-45,2.2383483182871802e-46,2.7907531874402149e-26,1.0479243266450456e-27,3.2383924431359741e-33,3.0598143637030618e-37,6.5470602123587375e-26,4.2562752439417965e-29,4.4270925577268517e-22,1.4767303237840355e-11,2.9390053230955664e-38,2.4093182714195493e-33,8.2078773248065369e-21,2.7672955000379511e-31,3.0029341488572669e-34,1.1687780760240701e-24,8.2384178385749365e-33,0.35999999999999999,0.0,0.0098884371377079908,0.10880290859499502,1.3638793292946256e-13,5.6422806381671392e-13,6.7455550831880377e-11,9.3518747025278663e-21,0.0,2.823350276021666e-15,3.4359298758025373e-26,2.8058428370672586e-27,2.063348143669277e-11,1.1505033417532519e-20,0.0,1.0678237969626297e-25,0.0,0.0,0.0,0.0,6.6463884174354387e-07,7.5003494740646596e-07,5.672159632108067e-08,8.8338161385935893e-08,3.0249713270988084e-09,1.4754303702455861e-11,2.1399718399559727e-13,7.9610885851894375e-15,5.0341989886181167e-15,1.9781738948365244e-25,1.1435583754675602e-27,4.2471162798238661e-18,6.290724165123598e-17,1.1188736409767151e-28
8.895128880195086e-11,0.0015804468302063153,3.0037466050577419e-14,1.3091921841029506e-18,1.3091907465834843e-18,1.4319866972753104e-25,2.3406224765932449e-24,0.0,0.0,4.3875281324535154e-11,9.804635899405213e-17,1.1204955433227527e-25,3.2200542404342994e-27,5.8764140461159792e-24,6.3501901487583031e-52,2.9291986399728873e-38,1.5855780991807319e-29,3.2049026896239841e-27,5.9194465020387804e-24,1.5977380563228021e-45,2.5452225141873405e-46,2.9404461262714931e-26,1.1493748520488424e-27,3.7292649696150298e-33,3.4891961642195619e-37,6.8981389239165265e-26,4.6065984280261318e-29,4.5402014859314673e-22,1.5797963090921596e-11,3.3869289129480539e-38,2.8586463562554471e-33,9.0091632822908027e-21,2.9939491646472388e-31,3.24984889561983e-34,1.2314647235376918e-24,9.7547322098463723e-33,0.35999999999999999,0.0,0.0098883949795388199,0.10880290437960914,1.4019327655129783e-13,5.7948723882937255e-13,7.0753396497000935e-11,1.0575438067877566e-20,0.0,2.9787038287086779e-15,3.6144555036419788e-26,2.9617999107768367e-27,2.1768193966255966e-11,1.2612543475244582e-20,0.0,1.1568178491267772e-25,0.0,0.0,0.0,0.0,6.8083765046555387e-07,7.7024558725327316e-07,5.8251682753060077e-08,9.2448476099959908e-08,3.1277870577678599e-09,1.5783969757351143e-11,2.3528041830239626e-13,8.5692505251776878e-15,5.4193286185957028e-15,2.1258459252400962e-25,1.2389989576300636e-27,4.7533216818985361e-18,6.7979282392324471e-17,1.2077627418400533e-28
9.12881214229342e-11,0.0015804468160971862,3.1550951098502191e-14,1.4097457449979496e-18,1.4097442401767682e-18,1.622986098076046e-25,2.6499738997575736e-24,0.0,0.0,4.6164920616287557e-11,1.0827677645434353e-16,1.1909067825350735e-25,3.3892184004542804e-27,6.1819095259049494e-24,7.8572595802871817e-52,3.3682338051626788e-38,1.779696417903686e-29,3.3722332321686955e-27,6.2283795388271515e-24,1.8573368406581426e-45,2.8846689830074506e-46,3.0939120576946844e-26,1.2577093850825418e-27,4.2790034502888054e-33,3.9651920836766324e-37,7.2580580845577476e-26,4.9754528841532918e-29,4.6530700934492441e-22,1.6871917925657412e-11,3.8893297264134221e-38,3.3771099793577429e-33,9.8656271431492914e-21,3.232473066960221e-31,3.5097982253138652e-34,1.2957308479228093e-24,1.1501530675033357e-32,0.35999999999999999,0.0,0.009888352821757122,0.10880290010280945,1.4400929827741506e-13,5.9474911349799266e-13,7.411193565061448e-11,1.192111389977364e-20,0.0,3.1383221782431268e-15,3.7994072608420472e-26,3.1221622097781766e-27,2.2933730299080466e-11,1.3796036140440593e-20,0.0,1.2506403078894555e-25,0.0,0.0,0.0,0.0,6.9697490770516931e-07,7.904559120747831e-07,5.978175628232213e-08,9.6620035881501413e-08,3.2307133632364814e-09,1.6856884589324031e-11,2.5802887066078551e-13,9.2056540802341379e-15,5.8223753382369083e-15,2.2811256561708842e-25,1.3398380547508783e-27,5.3053323615768923e-18,7.3308858835435015e-17,1.301450540498688e-28
9.362495404391754e-11,0.0015804468017912162,3.3101383313388345e-14,1.5153021703117855e-18,1.515300597998851e-18,1.8337715604686436e-25,2.9910387797004983e-24,0.0,0.0,4.8511137915401596e-11,1.1927897101943906e-16,1.263965549026723e-25,3.5626651345432135e-27,6.4948070139497301e-24,9.6716523754973326e-52,3.8599220425984872e-38,1.9919401629376153e-29,3.543679812492967e-27,6.5448907087484359e-24,2.1510534991191076e-45,3.2591871919869805e-46,3.2511432180766466e-26,1.3732038870000672e-27,4.892892754877683e-33,4.491456729902922e-37,7.6267989941563729e-26,5.3632992364638675e-29,4.7657099046725078e-22,1.7989812445184717e-11,4.4512427393970444e-38,3.9732088725962772e-33,1.0779555646737884e-20,3.483152998942068e-31,3.7831040643649809e-34,1.3615731587328739e-24,1.3506834842697776e-32,0.35999999999999999,0.0,0.0098883106643628399,0.10880289576628682,1.4783622123046242e-13,6.1001373892457806e-13,7.753013150868363e-11,1.3397473729036432e-20,0.0,3.3022165948165595e-15,3.9909761253671334e-26,3.2869475011785305e-27,2.4130130766263975e-11,1.5058791055224247e-20,0.0,1.3494206609118334e-25,0.0,0.0,0.0,0.0,7.1305229186931324e-07,8.1066593465388181e-07,6.1311816908980564e-08,1.0085116272349354e-07,3.3337374093838761e-09,1.7973692111504857e-11,2.8229948273701217e-13,9.8707803221158099e-15,6.2436451819376614e-15,2.4442868168186661e-25,1.4462737139229319e-27,5.9060424837894392e-18,7.8901585100211758e-17,1.4001109199827892e-28
9.596178666490088e-11,0.0015804467872938392,3.4688752678670932e-14,1.6259821008803938e-18,1.6259804610733545e-18,2.0658329895655875e-25,3.3661768303118028e-24,0.0,0.0,5.091384365915684e-11,1.3108995126638374e-16,1.3397122733800616e-25,3.7403981436432037e-27,6.8150873520050534e-24,1.1846294407739631e-51,4.4090752091981807e-38,2.2235027930975767e-29,3.7192359148245137e-27,6.8689650470236794e-24,2.4823668073570098e-45,3.6713985728756547e-46,3.4121322405491679e-26,1.4961377402402209e-27,5.5765393062177103e-33,5.0718267037146551e-37,8.0043438781017703e-26,5.7705971735046485e-29,4.8781330028977194e-22,1.9152280628775637e-11,5.0780282574484877e-38,4.6562383048119851e-33,1.1753268953359225e-20,3.7462737117522042e-31,4.0700875824931619e-34,1.4289885306433443e-24,1.5801261876478514e-32,0.35999999999999999,0.0,0.0098882685073559285,0.10880289137168603,1.5167426153634851e-13,6.2528116547093034e-13,8.1006968648254138e-11,1.5013447921959545e-20,0.0,3.470398592065028e-15,4.1893578244628777e-26,3.4561738072255647e-27,2.5357436028947366e-11,1.6404155249793924e-20,0.0,1.4532885666744376e-25,0.0,0.0,0.0,0.0,7.2907143561840951e-07,8.3087566743285225e-07,6.2841864633149132e-08,1.0514022435161475e-07,3.4368467022757657e-09,1.9135025525549947e-11,3.0814962790267551e-13,1.0565102694685607e-14,6.6834393138028986e-15,2.6156115487818998e-25,1.558510651221844e-27,6.5584532520364709e-18,8.4763026668708898e-17,1.5039245264786666e-28
9.829861928588421e-11,0.0015804467726103204,3.6313049158528445e-14,1.7419061446524386e-18,1.7419044375475516e-18,2.3207323970108502e-25,3.7778604619093184e-24,0.0,0.0,5.3372950727502727e-11,1.4374753230655584e-16,1.418187376250887e-25,3.9224220350812038e-27,7.1427322247973942e-24,1.4441638958666714e-51,5.0208131049126584e-38,2.4756251149573598e-29,3.8988956147225474e-27,7.2005884200370455e-24,2.8550128545961915e-45,4.1240491278572772e-46,3.5768721738514011e-26,1.62679367032304e-27,6.3358815445525008e-33,5.7103245794668112e-37,8.3906759314186768e-26,6.1978054965235898e-29,4.9903520424962318e-22,2.0359945927617153e-11,5.775384081798007e-38,5.4363409823623632e-33,1.2789120133051592e-20,4.0221189489551862e-31,4.3710692271937961e-34,1.4979740113334175e-24,1.8418192052668371e-32,0.35999999999999999,0.0,0.0098882263507363323,0.10880288692060561,1.5552362849747538e-13,6.4055144277281783e-13,8.4541452551696146e-11,1.6778330137638648e-20,0.0,3.6428799200778059e-15,4.3947683893367706e-26,3.6298593988578189e-27,2.6615687081430528e-11,1.783554340598613e-20,0.0,1.5623738550045465e-25,0.0,0.0,0.0,0.0,7.4503392698499841e-07,8.5108512119508907e-07,6.4371899454941561e-08,1.094856331060226e-07,3.5400304064473521e-09,2.0341507519224953e-11,3.3563709156507795e-13,1.1289085871797987e-14,7.1420533650483512e-15,2.7953890250692489e-25,1.6767607279063594e-27,7.2656740060440121e-18,9.0898700897681982e-17,1.6130774491589729e-28
9.999999999999999e-11,0.0015804467577457788,3.7518877121887082e-14,1.8296750526302191e-18,1.8296732967707299e-18,2.521617017439023e-25,4.1020612028518466e-24,0.0,0.0,5.5198788316986279e-11,1.535177946214563e-16,1.4770623341694501e-25,4.0576508405567747e-27,7.3859039156671874e-24,1.6634903434945602e-51,5.5086714424570394e-38,2.6728571817775308e-29,4.0322791125626468e-27,7.4467751939111658e-24,3.1546079080124792e-45,4.4806890013967926e-46,3.6991704637345751e-26,1.7269417825187621e-27,6.9399347866869898e-33,6.2141658309911398e-37,8.6774719581445096e-26,6.5216308359530877e-29,5.071934682600029e-22,2.1267996053023762e-11,6.3309487859036758e-38,6.0716591958342872e-33,1.3583746691283213e-20,4.2311204792673033e-31,4.5991942005523841e-34,1.5491864891659401e-24,2.0547039619563402e-32,0.35999999999999999,0.0,0.0098881956579560323,0.10880288364526139,1.5833348356270236e-13,6.516711144574354e-13,8.7150515182306895e-11,1.8162476706102188e-20,0.0,3.7711700867308706e-15,4.5488722136283798e-26,3.7591307166382409e-27,2.7551274526645601e-11,1.8933801539753723e-20,0.0,1.6451522307271321e-25,0.0,0.0,0.0,0.0,7.566210047867179e-07,8.6579887327951513e-07,6.5485865747313712e-08,1.1268396228582539e-07,3.6151975097905562e-09,2.124866515215301e-11,3.5671319780667616e-13,1.183511741583445e-14,7.4879624947042764e-15,2.9317671376386526e-25,1.7667625830828035e-27,7.8168978025344704e-18,9.5541554067207403e-17,1.6960161293620597e-28
1.0063545190686755e-10,0.0015804467577457788,3.7974262713525166e-14,1.8631948761567735e-18,1.8631931021600782e-18,2.600105432480504e-25,4.2286771372446422e-24,0.0,0.0,5.5888374400599711e-11,1.5729033463399704e-16,1.4994312776712169e-25,4.1087423482360499e-27,7.4777241983200906e-24,1.752649412105975e-51,5.7005749091499527e-38,2.749595891338674e-29,4.0826536089021906e-27,7.5397475640926041e-24,3.2729972187112421e-45,4.620011927052162e-46,3.7453565016077555e-26,1.7654576741234855e-27,7.1772002562349504e-33,6.411162698677474e-37,8.7857793639151556e-26,6.6453821697743534e-29,5.1023802609314219e-22,2.1613421443567604e-11,6.5493578222311407e-38,6.324560652802552e-33,1.3889494694492464e-20,4.3109714809975908e-31,4.6863687596276137e-34,1.5685268295515209e-24,2.1393941490860758e-32,0.35999999999999999,0.0,0.0098881841945040096,0.10880288241459779,1.5938452474789344e-13,6.5582461975232921e-13,8.8132609194928043e-11,1.8701779946630856e-20,0.0,3.8196725591535281e-15,4.6074325882690177e-26,3.8080227899407378e-27,2.7904925253095891e-11,1.9356438154152425e-20,0.0,1.6768065275733417e-25,0.0,0.0,0.0,0.0,7.6094131037631368e-07,8.71294304042473e-07,6.590192137447158e-08,1.1388584493908057e-07,3.6432803675294833e-09,2.1593750445053675e-11,3.6482005845147419e-13,1.2043185830872359e-14,7.6197774671149028e-15,2.9839167878735602e-25,1.8012421991728822e-27,8.030923134986965e-18,9.7314077506842237e-17,1.7277599545122721e-28
1.0297228452785089e-10,0.0015804467427052184,3.9672383276104311e-14,1.989968837137135e-18,1.9899669968758821e-18,2.905663041978589e-25,4.7213319328308055e-24,0.0,0.0,5.8460032268580701e-11,1.7175778190096613e-16,1.5834844069627727e-25,4.2993655816961114e-27,7.8200467591773876e-24,2.1178949815171164e-51,6.4541309233258051e-38,3.0467525485923432e-29,4.2705052461167774e-27,7.8864301252660846e-24,3.7406075669881807e-45,5.1622898490554147e-46,3.9175791621550207e-26,1.9124189331104444e-27,8.1071289501481177e-33,7.1787473486305898e-37,9.1896394466034358e-26,7.1137843758741683e-29,5.2142314909020372e-22,2.2913310152609895e-11,7.4063595881915901e-38,7.3328985589936253e-33,1.5056810014243125e-20,4.6131131431991201e-31,5.0163052941277666e-34,1.640644403408644e-24,2.4767943965589446e-32,0.35999999999999999,0.0,0.0098881420386589154,0.10880287785517154,1.6325714645139817e-13,6.7110074463430814e-13,9.1779484524632936e-11,2.0793827439283554e-20,0.0,4.0007887117935166e-15,4.8275612958570257e-26,3.9906827298768398e-27,2.9225192174964567e-11,2.0970390330019912e-20,0.0,1.7967167600676884e-25,0.0,0.0,0.0,0.0,7.7679508786218932e-07,8.9150322312205448e-07,6.7431930391852889e-08,1.1833935812785319e-07,3.7465893856004542e-09,2.2892356540843424e-11,3.9575709197664918e-13,1.2827851694794507e-14,8.116897336558933e-15,3.1815032003055858e-25,1.9321792631610988e-27,8.8575291847720015e-18,1.0401457925651076e-16,1.8481682565115531e-28
1.0530911714883423e-10,0.0015804467274934833,4.1407400734820763e-14,2.1223485368568627e-18,2.1223466311912104e-18,3.2391931823589608e-25,5.2586502029114565e-24,0.0,0.0,6.1087844145300739e-11,1.8719009818189267e-16,1.6703872128155779e-25,4.4942992208765936e-27,8.1696843542199537e-24,2.5487367575065031e-51,7.2875943126748726e-38,3.3684819172938622e-29,4.4624465584264379e-27,8.2406246995601757e-24,4.2624263488543246e-45,5.7540184274505593e-46,4.0935345685220233e-26,2.0679697233371327e-27,9.132664424796458e-33,8.0176831316030761e-37,9.6022425584735667e-26,7.6034685725694958e-29,5.3259201721693769e-22,2.4260205136092469e-11,8.3531747133263972e-38,8.4743711791362652e-33,1.6293514746071497e-20,4.9288248746344188e-31,5.361197338695571e-34,1.7143243487348754e-24,2.8582937052994898e-32,0.35999999999999999,0.0,0.009888099883201008,0.10880287324379491,1.6714168350841092e-13,6.8637986496384477e-13,9.5481143914895023e-11,2.3064879526901428e-20,0.0,4.1862407943276055e-15,5.0553614111264376e-26,4.1778581958791454e-27,3.0576529751660081e-11,2.2681019207986287e-20,0.0,1.9222349041623538e-25,0.0,0.0,0.0,0.0,7.9259672051803392e-07,9.1171188575852257e-07,6.8961926507199215e-08,1.2284471193155593e-07,3.8499500827485531e-09,2.4237918160484553e-11,4.2850710785698373e-13,1.3643525994523371e-14,8.6336944525934742e-15,3.388466635912685e-25,2.06980301591064e-27,9.7489321198400975e-18,1.1100558262103446e-16,1.974505922663576e-28
1.0764594976981757e-10,0.001580446712115288,4.3179304944281048e-14,2.260454451628296e-18,2.2604524816632404e-18,3.6025624894045386e-25,5.8435801761378534e-24,0.0,0.0,6.3771732012680867e-11,2.0362830575076694e-16,1.7601801736517715e-25,4.6935517655550849e-27,8.5266224310525584e-24,3.0551474373837538e-51,8.2074328765501812e-38,3.7162209243498595e-29,4.6584742933583941e-27,8.6023208739511728e-24,4.8433437760441267e-45,6.3984686182646808e-46,4.2732176288485182e-26,2.2324053348655842e-27,1.0261177433586421e-32,8.9327772246366529e-37,1.0023576234304729e-25,8.1148905515435884e-29,5.4374613626970041e-22,2.5654689783421235e-11,9.3969765137434302e-38,9.7630704650048322e-33,1.7602088292698372e-20,5.2583867581522405e-31,5.7213628368956169e-34,1.7895644876214765e-24,3.2885156268652701e-32,0.35999999999999999,0.0,0.0098880577281302475,0.10880286858189586,1.7103831973536725e-13,7.016620276213788e-13,9.923667169485933e-11,2.5525725554755465e-20,0.0,4.3760414296641004e-15,5.2910621867859923e-26,4.369568386280165e-27,3.1958980155723721e-11,2.4492012755460961e-20,0.0,2.0534914884097889e-25,0.0,0.0,0.0,0.0,8.0834762958505141e-07,9.31920298826583e-07,7.0491909720624259e-08,1.2740048543170334e-07,3.9533555306985121e-09,2.5631017978686424e-11,4.6312935087821317e-13,1.4490643366655204e-14,9.1704453143002171e-15,3.6051330231294409e-25,2.2143526613561297e-27,1.0708684510122669e-17,1.1829241834244668e-16,2.1069832191003771e-28
