Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160)
2.5992942785753503e-08,0.002217537093960538,7.3257499181139479e-12,4.4735335971890224e-14,1.3470008924168891e-11,1.5497031698132088e-17,3.3229738116244654e-12,0.0,0.0,9.8715795853321498e-08,1.0619699264836983e-09,3.8453572451087512e-18,4.008919807900146e-21,4.1446078745234526e-18,3.2981360253587403e-40,2.3061029375383571e-30,1.4473572870001166e-21,2.3644368108648097e-20,7.9154713705204571e-18,1.8147799015998267e-32,1.275064144411718e-35,2.7273321387359177e-20,1.1852318034973435e-24,1.4079285856392599e-24,1.3018552779883504e-25,7.1084433701233597e-20,3.976672066256012e-21,5.9586758802268357e-18,6.6066369813040383e-08,8.1147336097773975e-27,1.0592585201171869e-22,8.8015609210112846e-16,3.9782406501147371e-24,4.4686147501167277e-27,1.3903725684313767e-18,4.8981818593965645e-20,0.35999999999999999,0.0,0.0098373539969291903,0.10879112546578647,1.3339246357180536e-11,1.2177628264468262e-11,2.305666026620175e-09,5.8002772603759226e-13,0.0,4.6934414206502417e-11,3.9421216877145665e-20,1.3263545693309913e-22,1.8868541741532538e-07,4.9035098903675758e-13,0.0,1.3981691463418392e-20,0.0,0.0,0.0,2.0174714974221732e-45,1.3049312973538455e-05,2.4472620271876154e-05,3.0923107489032379e-06,1.1457022645808992e-05,1.5360162088844095e-07,6.5892992666054515e-08,1.6398613185729451e-07,4.828961475529733e-11,3.2948092291482063e-11,2.4293420467001108e-17,2.720766462489063e-19,9.156030780135378e-11,1.5064272975239313e-12,1.7858497884679001e-20,1.6775697500389987e-11
2.6411890485215263e-08,0.002217536218656499,7.4974655845886339e-12,4.6471952727694863e-14,1.4302715083636032e-11,1.6650424511576996e-17,3.5890619383943644e-12,0.0,0.0,1.018544788925249e-07,1.1311349166734468e-09,4.153830859009128e-18,4.3108653660905745e-21,4.4009756078887824e-18,3.7672227904144512e-40,2.567833785849434e-30,1.564725095996598e-21,2.5861511223979637e-20,8.4751676755673907e-18,2.1069901129279127e-32,1.448621470030711e-35,2.9199998318963712e-20,1.2253236515019846e-24,1.5227983828646434e-24,1.4614505462552532e-25,7.6081072637125352e-20,4.3277853537031294e-21,6.2770918204835572e-18,6.8218967209528207e-08,9.2974937594921835e-27,1.1653833012026536e-22,9.2356908604084665e-16,4.2821986622858766e-24,4.8618560887357875e-27,1.4885103461231847e-18,5.4602540863152783e-20,0.35999999999999999,0.0,0.0098365142506049493,0.1087909311594647,1.3596844628024421e-11,1.2586799551142648e-11,2.3422032903901021e-09,6.2215619683760751e-13,0.0,4.8533887385812626e-11,4.2105227193809311e-20,1.445518866450236e-22,1.9688870979890468e-07,5.2372625708231241e-13,0.0,1.4811019504519812e-20,0.0,0.0,0.0,2.3598073162521509e-45,1.3252203029585571e-05,2.4858792278123832e-05,3.1415060648799155e-06,1.1637711036012553e-05,1.5602897141602471e-07,6.8036870966246727e-08,1.7196344604897904e-07,4.986167471194517e-11,3.4020642754364548e-11,2.6386169813736472e-17,2.9553950461982519e-19,9.7592709610181284e-11,1.5728447959498189e-12,1.9397635555643424e-20,1.7873617410033429e-11
2.7249785884138784e-08,0.0022175344681821824,7.8425166121218804e-12,5.0055678809794982e-14,1.6077692232927869e-11,1.9151526976322641e-17,4.1712788931156481e-12,0.0,0.0,1.082707506008965e-07,1.2794344085264346e-09,4.8282177819316762e-18,4.968890553572918e-21,4.9472981080698496e-18,4.8803041285036034e-40,3.1661359929304443e-30,1.8215340536828357e-21,3.0820538275006583e-20,9.684811217289746e-18,2.821510929378825e-32,1.8584989831145972e-35,3.3363476408191639e-20,1.3074780262618083e-24,1.7742798842421746e-24,1.8315769428255493e-25,8.6872019292645841e-20,5.1050286206128761e-21,6.9493558741163417e-18,7.2625497541396547e-08,1.2132102856125354e-26,1.404212353552477e-22,1.0146007903988832e-15,4.9431774984322166e-24,5.7337483134417509e-27,1.7005615184834312e-18,6.7496860060647389e-20,0.35999999999999999,0.0,0.0098348357389172695,0.10879054232532358,1.4114063323926374e-11,1.3432986598040145e-11,2.4151433648228841e-09,7.1355386565493575e-13,0.0,5.1807401744996547e-11,4.7876836442873967e-20,1.7122518204279015e-22,2.1398209474828941e-07,5.9549694993616905e-13,0.0,1.6578003606545562e-20,0.0,0.0,0.0,3.2046922547459782e-45,1.3657228670707878e-05,2.5630110201910731e-05,3.239835767553219e-06,1.1998410949381269e-05,1.6087720833613725e-07,7.242494931555314e-08,1.8867365786955655e-07,5.3079396165467975e-11,3.6215954588809018e-11,3.100228280377722e-17,3.4729820300935557e-19,1.1054035437269147e-10,1.7113192298076197e-12,2.2792759905431075e-20,2.0228988306819915e-11
2.8087681283062305e-08,0.0022175327178473258,8.1895573864256634e-12,5.3787258352478115e-14,1.8004783825785192e-11,2.1927485002035116e-17,4.8251016427461073e-12,0.0,0.0,1.1487114055637568e-07,1.4416966133268773e-09,5.5846909494244932e-18,5.7044217195417524e-21,5.5403481201674299e-18,6.2656582508355963e-40,3.8763953928449424e-30,2.1098611728890723e-21,3.6551875139601655e-20,1.102218385298986e-17,3.7467246384396902e-32,2.366071735201905e-35,3.7965763693491254e-20,1.3922557571314373e-24,2.0568202637365548e-24,2.2794464172206591e-25,9.8790651057843748e-20,5.9911326624745952e-21,7.6706436646614137e-18,7.7166862632436787e-08,1.5710335174618824e-26,1.6822977594156296e-22,1.1113823065642286e-15,5.6795681775323253e-24,6.7303455490022871e-27,1.9349312821495541e-18,8.2882037640414058e-20,0.35999999999999999,0.0,0.0098331585490375271,0.10879015318814547,1.463393187346392e-11,1.4317021434628709e-11,2.4879009463497996e-09,8.1510245293741916e-13,0.0,5.5179522441611953e-11,5.4214168236888456e-20,2.0209027465568363e-22,2.3201020931768859e-07,6.7431047895140367e-13,0.0,1.8496065485260094e-20,0.0,0.0,0.0,4.3111713499314834e-45,1.4061230809974563e-05,2.6400036792190935e-05,3.33808428648153e-06,1.2358192781712265e-05,1.6571668045012448e-07,7.6946449569943556e-08,2.0641516736401009e-07,5.6395002681507047e-11,3.8478043377785031e-11,3.6239944314430029e-17,4.0603337555633022e-19,1.2472604624111188e-10,1.8574713073350775e-12,2.6645237580435135e-20,2.2807979059636336e-11
2.8925576681985826e-08,0.002217530967605554,8.5383965961007826e-12,5.7667265367164784e-14,2.0091270313784307e-11,2.4997758271758447e-17,5.556650010336103e-12,0.0,0.0,1.2165431557978515e-07,1.6187429079346647e-09,6.4301478540389493e-18,6.5241961335582636e-21,6.182514422490873e-18,7.9764008419027835e-40,4.7144969948259754e-30,2.4323066118567924e-21,4.3149743521405874e-20,1.2496511384622411e-17,4.9357829559620331e-32,2.9905343322438866e-35,4.3038426259585705e-20,1.479651829829739e-24,2.3729988180073027e-24,2.8182530125664452e-25,1.1191685293071735e-19,6.9973749562288878e-21,8.4431491990403193e-18,8.1842721099488633e-08,2.0197425433955167e-26,2.0045894917560709e-22,1.2140837116592103e-15,6.4971906157567933e-24,7.8656757228344607e-27,2.1932212201154075e-18,1.0113766020325606e-19,0.35999999999999999,0.0,0.0098314826974588241,0.10878976373875923,1.5156396334967658e-11,1.5239762214171215e-11,2.5604723010684413e-09,9.275890128830108e-13,0.0,5.8649255699505726e-11,6.1152983590836855e-20,2.3767200818036532e-22,2.5099569370322529e-07,7.6059495701040822e-13,0.0,2.0573344605638059e-20,0.0,0.0,0.0,5.7482138143267797e-45,1.4464188574699112e-05,2.7168544383348602e-05,3.4362516881290113e-06,1.2717037980533861e-05,1.7054721381690227e-07,8.1600955228986092e-08,2.2521637078403306e-07,5.9808187199600522e-11,4.0806699176356393e-11,4.2159091731320801e-17,4.7241848996877165e-19,1.4022463262179088e-10,2.011489825532541e-12,3.0999193720519509e-20,2.5623988648938512e-11
2.9763472080909346e-08,0.0022175292174108287,8.8888562248095085e-12,6.1696207480887108e-14,2.2344478635143768e-11,2.8382413627580714e-17,6.3723413737627372e-12,0.0,0.0,1.2861891318967804e-07,1.8114141033195694e-09,7.3718345765727918e-18,7.4353591610252736e-21,6.8762515051032821e-18,1.0073456785438451e-39,5.6978603405608157e-30,2.7915795109951333e-21,5.0716856811103228e-20,1.4117433962263868e-17,6.4531181258331273e-32,3.7541155713861076e-35,4.8614433107149995e-20,1.5696612418499513e-24,2.7255038242409216e-24,3.4629389736522959e-25,1.2633395296464242e-19,8.1358315399851676e-21,9.269134250860088e-18,8.6652724624082288e-08,2.5789151366192707e-26,2.3764817880414214e-22,1.3228744405007379e-15,7.4021298662311432e-24,9.1550422448199867e-27,2.4771037073879339e-18,1.2268637874763736e-19,0.35999999999999999,0.0,0.0098298082005124909,0.10878937396808321,1.5681402540654683e-11,1.6202057792054838e-11,2.6328537220408706e-09,1.0518366442162366e-12,0.0,6.221559542817013e-11,6.8727934865688399e-20,2.7854252921820114e-22,2.709610074822051e-07,8.5478848859305523e-13,0.0,2.2818174395687548e-20,0.0,0.0,0.0,7.6000302515674973e-45,1.4866081296742653e-05,2.7935605534026102e-05,3.53433803908402e-06,1.3074928176374734e-05,1.7536863590509032e-07,8.6388040867663446e-08,2.4510539998720879e-07,6.3318637017641451e-11,4.3201708577464182e-11,4.8823243505443196e-17,5.4716725974242955e-19,1.5711292325632414e-10,2.1735620958109949e-12,3.5901386997580814e-20,2.8690760135822035e-11
3.060136747983287e-08,0.002217527467217458,9.2407705249394332e-12,6.5874530548112743e-14,2.4771774620384689e-11,3.2102113875892434e-17,7.2788933705167714e-12,0.0,0.0,1.3576354215272176e-07,2.0205700142727547e-09,8.4173557282029897e-18,8.445480304158507e-21,7.6240827819288244e-18,1.2626309466514819e-39,6.8455158013031746e-30,3.1904974532533148e-21,5.9364933348976058e-20,1.5895019491876766e-17,8.376431152115355e-32,4.6824440737681794e-35,5.4728200628935714e-20,1.6622789223024241e-24,3.117132016711684e-24,4.2303701169254373e-25,1.4212882753785272e-19,9.4194128498681231e-21,1.015093122832565e-17,9.1596518049795513e-08,3.2716473040813015e-26,2.8038378822705901e-22,1.4379232714067432e-15,8.4007438225618526e-24,1.0615131687303806e-26,2.7883241276606568e-18,1.4799721939131579e-19,0.35999999999999999,0.0,0.0098281350743651928,0.10878898386712663,1.6208895612833013e-11,1.7204747564405501e-11,2.705041502446443e-09,1.1887050031171968e-12,0.0,6.587752399111846e-11,7.6975078140520854e-20,3.2532385738940389e-22,2.9192842590021417e-07,9.5733889797149768e-13,0.0,2.5239080638035907e-20,0.0,0.0,0.0,9.9688658168878829e-45,1.5266888516200972e-05,2.8701193031559865e-05,3.6323434060573255e-06,1.3431845186022927e-05,1.801807756205358e-07,9.1307272260452645e-08,2.6611011761920045e-07,6.692603287406652e-11,4.5662853660754057e-11,5.6299580182010869e-17,6.3103459773109303e-19,1.7546966495472251e-10,2.3438739123411365e-12,4.1401274747909126e-20,3.2022375767764472e-11
3.143926287875639e-08,0.0022175257169801004,9.5939851076348116e-12,7.0202622728775467e-14,2.7380555863691587e-11,3.6178106665850805e-17,8.2833261972558366e-12,0.0,0.0,1.4308678302694102e-07,2.2470890347357144e-09,9.5746846022589909e-18,9.5625690371462119e-21,8.428603778199122e-18,1.571377542042481e-39,8.1781771968598755e-30,3.6319858439968161e-21,6.9215209151639401e-20,1.783977723363552e-17,1.0798909270844969e-31,5.8049395214205338e-35,6.1415637733826528e-20,1.757499712152528e-24,3.5507879812349555e-24,5.1395188953763999e-25,1.5939200829161955e-19,1.0861899691971783e-20,1.1090945897108466e-17,9.6673739419457467e-08,4.1250609339768427e-26,3.2930144689137806e-22,1.5593983125314739e-15,9.4996711153324515e-24,1.2264128000999254e-26,3.1287031209936262e-18,1.7758892280206488e-19,0.35999999999999999,0.0,0.0098264633350161005,0.10878859342699096,1.6738820261851547e-11,1.824866131044853e-11,2.7770319682431753e-09,1.3390907750382766e-12,0.0,6.9634012338893259e-11,8.5931240016678287e-20,3.7869041150210207e-22,3.1392003634759116e-07,1.0687034634863835e-12,0.0,2.7844779875484797e-20,0.0,0.0,0.0,1.2978133544901679e-44,1.5666589984873275e-05,2.9465279896187363e-05,3.730267855880343e-06,1.3787771015616343e-05,1.8498346333271398e-07,9.6358206442946378e-08,2.8825811256195204e-07,7.0630048996044838e-11,4.8189912025462259e-11,6.46590236045492e-17,7.2481749786695942e-19,1.9537551662515746e-10,2.522609521980792e-12,4.7551069394243905e-20,3.5633252145385071e-11
3.227715827767991e-08,0.002217523966653779,9.9483561804704528e-12,7.4680817908876147e-14,3.0178245437772189e-11,4.0632214195692615e-17,9.3929644491013859e-12,0.0,0.0,1.5058718866171992e-07,2.4918677469366161e-09,1.0852172785160345e-17,1.0795089376508349e-20,9.2924850632489307e-18,1.9424791266292109e-39,9.7183074334592603e-30,4.119077276750426e-21,8.0398914769192763e-20,1.99626705915941e-17,1.38315161038234e-31,7.1552195231965006e-35,6.8714188296840262e-20,1.8553183911291062e-24,4.0294835348250124e-24,6.211641766139745e-25,1.7821778280954898e-19,1.24779768477692e-20,1.209165986865978e-17,1.0188402002061912e-07,5.1708170362356428e-26,3.8508842554583961e-22,1.6874669895157738e-15,1.0705838607399873e-23,1.4121825411200977e-26,3.5001386971602441e-18,2.1203307565681797e-19,0.35999999999999999,0.0,0.0098247929982944668,0.10878820263887107,1.7271121076939164e-11,1.933461905812341e-11,2.8488214970089415e-09,1.5039280832245059e-12,0.0,7.3484020114867969e-11,9.5633944500485817e-20,4.393713240745723e-22,3.3695773523099579e-07,1.1893486737840059e-12,0.0,3.0644177938803802e-20,0.0,0.0,0.0,1.6775651754481731e-44,1.6065165669333991e-05,3.0227839384780328e-05,3.8281114555035115e-06,1.4142687863367485e-05,1.8977653089832062e-07,1.0154039177959324e-07,3.1157669590947814e-07,7.4430353275181598e-11,5.0782656959826177e-11,7.3976306277565902e-17,8.2935581525820053e-19,2.1691302625052132e-10,2.7099515981339826e-12,5.4405789625373107e-20,3.9538135773122863e-11
3.395294907552695e-08,0.002217520465556129,1.0660040239451786e-11,8.408860563434984e-14,3.6370122007380221e-11,5.076485381202192e-17,1.1958689489515301e-11,0.0,0.0,1.661135710408181e-07,3.0398784117068522e-09,1.3803004352442054e-17,1.3642669454632042e-20,1.1209409070085464e-17,2.9129443229839171e-39,1.3520067392391223e-29,5.2427300442235186e-21,1.0734534597296877e-19,2.4789093051737084e-17,2.2280492015952594e-31,1.0697812263628754e-34,8.5302427289296845e-20,2.0587283697839028e-24,5.1345713767773474e-24,8.9427545084364224e-25,2.2095386701592939e-19,1.6294434613854036e-20,1.4285509854175763e-17,1.1270225085113216e-07,7.9932486468569269e-26,5.2029537157609747e-22,1.9640514459142036e-15,1.346910480382938e-23,1.85515210550317e-26,4.3441757544699897e-18,2.9805473901615071e-19,0.35999999999999999,0.0,0.0098214565951823107,0.10878741998393378,1.8342629098495249e-11,2.163589691212561e-11,2.9917834638519021e-09,1.8808839846184758e-12,0.0,8.1460378532394982e-11,1.1743268252607185e-19,5.8588459533262172e-22,3.8625800523051492e-07,1.460391108662694e-12,0.0,3.686062853625461e-20,0.0,0.0,0.0,2.7478339148774775e-44,1.6858860649030904e-05,3.1748270472886182e-05,4.0235563725342521e-06,1.4849424387133748e-05,1.9933314063116658e-07,1.1229666675697631e-07,3.6183345282748071e-07,8.2318466602672537e-11,5.6164278366987982e-11,9.5802892487016676e-17,1.074278285788664e-18,2.6522247335726129e-10,3.1111777781475555e-12,7.0464496502779361e-20,4.8290524925534534e-11
3.539454243384453e-08,0.0022175174530524875,1.1274800860026928e-11,9.2664237077686284e-14,4.2370578321231406e-11,6.0905031005612637e-17,1.4576493884205072e-11,0.0,0.0,1.8002314658512408e-07,3.5784120083810879e-09,1.6811240971586132e-17,1.654961397710356e-20,1.3074794638051268e-17,4.0520732641054491e-39,1.7698909886445056e-29,6.3855072874785593e-21,1.3622181810455432e-19,2.962220777805226e-17,3.2973564925195386e-31,1.4882809109342177e-34,1.0190729055853676e-19,2.2419766067339051e-24,6.2593827773480455e-24,1.2062079573031991e-24,2.6367061989884789e-19,2.0288117795425901e-20,1.6391640046730034e-17,1.2243090411187695e-07,1.1439901330494425e-25,6.6604711047388464e-22,2.2246298028921905e-15,1.6259602896756461e-23,2.3249478368562655e-26,5.1888547263134232e-18,3.9402466282214757e-19,0.35999999999999999,0.0,0.0098185910988468558,0.10878674551382092,1.9271478480465357e-11,2.3757567485978893e-11,3.114090007354919e-09,2.2608220506197877e-12,0.0,8.8611447233165328e-11,1.3893671718452205e-19,7.432365277528934e-22,4.3221644292910324e-07,1.7277613635505861e-12,0.0,4.2914611126908786e-20,0.0,0.0,0.0,4.119324159907182e-44,1.7537848727539917e-05,3.3051083529782428e-05,4.1914290610918045e-06,1.5454000900538688e-05,2.0752185668582516e-07,1.2196542922306302e-07,4.0906188031293746e-07,8.9409156724119526e-11,6.1001843462012781e-11,1.1841433991878092e-16,1.3280447661846716e-18,3.1280534326997318e-10,3.4855454734737916e-12,8.7101690238560915e-20,5.6903950320245453e-11
3.683613579216211e-08,0.0022175144396721054,1.1891332916525228e-11,1.0168697946257521e-13,4.9034333212475594e-11,7.2491495623393334e-17,1.762052742729994e-11,0.0,0.0,1.9443586022912379e-07,4.1842166531133937e-09,2.0308282893472654e-17,1.9936513209313084e-20,1.5156562932148089e-17,5.549330932237799e-39,2.2883309323246461e-29,7.7099052120423201e-21,1.7133696726430376e-19,3.5155654068026822e-17,4.8050004805979614e-31,2.0429905968177366e-34,1.2091128650551285e-19,2.4328406354560656e-24,7.5638595254754998e-24,1.6074714095486592e-24,3.1249380324390568e-19,2.5041246191622427e-20,1.8715443517684571e-17,1.3254800783254847e-07,1.6148829615857028e-25,8.4407286613495504e-22,2.5070365007248043e-15,1.9476867188665985e-23,2.8921036338332883e-26,6.1553575958430774e-18,5.1483964705651755e-19,0.35999999999999999,0.0,0.0098157299684818265,0.10878606989450348,2.0206583691062933e-11,2.6014742732050648e-11,3.2357528052245685e-09,2.6981451561943822e-12,0.0,9.6024383803604413e-11,1.6320290596535223e-19,9.3489424547800125e-22,4.8156931524254084e-07,2.0294673935268706e-12,0.0,4.967389591081411e-20,0.0,0.0,0.0,6.0734882381438801e-44,1.8213233449856065e-05,3.4349011679247073e-05,4.359063365361093e-06,1.6055350032548659e-05,2.1567980927940018e-07,1.3201605637556305e-07,4.6012533366388996e-07,9.6779978535370487e-11,6.6030508809905423e-11,1.4506653209354042e-16,1.6271969821012027e-18,3.664453926189537e-10,3.8878753016882808e-12,1.0671303307938608e-19,6.6606572676847582e-11
3.8277729150479695e-08,0.0022175114251977877,1.250915328293911e-11,1.1115720907351725e-13,5.6399244049970798e-11,8.5651836513142734e-17,2.1137674203528752e-11,0.0,0.0,2.0934354908851926e-07,4.8623707352067936e-09,2.4349732714374226e-17,2.3862453844764214e-20,1.7471011873616341e-17,7.4915153390190293e-39,2.9249694445184312e-29,9.2345901533400052e-21,2.1373242337771443e-19,4.1461092631580982e-17,6.9021676454288963e-31,2.7701211138221967e-34,1.4255849683830431e-19,2.631292942305548e-24,9.0665647739565067e-24,2.1186040003249032e-24,3.6803380781107992e-19,3.0661208326830645e-20,2.1272200436535789e-17,1.4305148382242935e-07,2.2506624507333628e-25,1.0597657977626457e-21,2.8121015470741384e-15,2.3166157702448849e-23,3.5734499964437215e-26,7.2560374068349878e-18,6.6547391660810713e-19,0.35999999999999999,0.0,0.0098128732791501264,0.10878539308416801,2.1147658682670981e-11,2.8411281414802651e-11,3.3567546429650277e-09,3.1988150342255594e-12,0.0,1.0369358290307858e-10,1.9044287649220891e-19,1.1665631081811131e-21,5.3442184911078521e-07,2.3681387784494394e-12,0.0,5.7189506189397578e-20,0.0,0.0,0.0,8.8179900024600908e-44,1.8884919802600551e-05,3.5641926496156596e-05,4.5264596297824702e-06,1.6653387390595332e-05,2.2380619094335461e-07,1.4244599134216878e-07,5.1515382632343473e-07,1.0442905224889393e-10,7.1248991314463985e-11,1.7626615084491507e-16,1.9774304219731686e-18,4.2661850508091055e-10,4.319045731969278e-12,1.2967158001231257e-19,7.7483127994301769e-11
3.9719322508797276e-08,0.002217508409415802,1.3127830767425069e-11,1.2107501197047665e-13,6.4502982455875236e-11,1.005178837652195e-16,2.5177549706831282e-11,0.0,0.0,2.2473784615408234e-07,5.6180818214153999e-09,2.8995344405263222e-17,2.8391634963358227e-20,2.0035312803855013e-17,9.9804604389101468e-39,3.6994244537970064e-29,1.0979105794458746e-20,2.6457566800861261e-19,4.8615237216225066e-17,9.7832538813237333e-31,3.7135428181888788e-34,1.671100196131809e-19,2.8373059000879978e-24,1.0786940062635398e-23,2.7638350930897528e-24,4.3094239539249113e-19,3.7266128856254966e-20,2.4078019001037373e-17,1.5393919974510857e-07,3.0997156872882036e-25,1.319145987294922e-21,3.140648094287507e-15,2.7375911645397064e-23,4.3883939969922374e-26,8.5041021933138267e-18,8.5162331321114457e-19,0.35999999999999999,0.0,0.0098100211042640544,0.10878471504189551,2.2094416464788829e-11,3.0950948249734524e-11,3.4770787241044138e-09,3.7691453186306815e-12,0.0,1.1161336517007827e-10,2.2087322900668681e-19,1.4446022438340892e-21,5.9087738867518146e-07,2.7464673853222106e-12,0.0,6.5514007868582292e-20,0.0,0.0,0.0,1.2621685314088135e-43,1.9552814855748457e-05,3.6929701878154058e-05,4.6936181997130568e-06,1.7248030443449402e-05,2.3190020880984523e-07,1.5325260807996548e-07,5.7427467347667592e-07,1.1235444734287091e-10,7.6655973288916628e-11,2.1255772845848233e-16,2.3848663612083606e-18,4.9381532267064214e-10,4.7799196893689996e-12,1.5637826114632224e-19,8.9620897982647028e-11
4.116091586711486e-08,0.0022175053921161605,1.3746979782244388e-11,1.3144021301525319e-13,7.3382954989837998e-11,1.1722552358548989e-16,2.9792499067964891e-11,0.0,0.0,2.4061018935205287e-07,6.4566795920027566e-09,3.4309242368227088e-17,3.3593634536219932e-20,2.2867556793823839e-17,1.3134618934353539e-38,4.6333778756948295e-29,1.2963856403710501e-20,3.2516932591472854e-19,5.6700125450635687e-17,1.3695656087030883e-30,4.9260282435700654e-34,1.9484486933560802e-19,3.050851866523352e-24,1.2745288668959713e-23,3.5715749737727593e-24,5.0191482854352433e-19,4.4985592919614979e-20,2.7149867329842691e-17,1.6520897033816862e-07,4.2220653521059426e-25,1.6289013841457042e-21,3.4934922522989449e-15,3.2157912666511909e-23,5.3592876427744987e-26,9.9136595150282536e-18,1.0797696189026081e-18,0.35999999999999999,0.0,0.0098071735155539404,0.10878403572767592,2.3046569780696685e-11,3.3637412278949709e-11,3.5967086379983046e-09,4.4158053293813936e-12,0.0,1.1977798233898403e-10,2.5471520349635372e-19,1.7760639660370561e-21,6.5103735365939542e-07,3.1672031665581722e-12,0.0,7.4701481700478694e-20,0.0,0.0,0.0,1.7828810499988187e-43,2.0216827801540332e-05,3.8212214095080246e-05,4.8605394213969349e-06,1.7839198555611863e-05,2.3996108492286474e-07,1.6443321301409903e-07,6.3761244088942257e-07,1.2055418372442175e-10,8.2250103238530275e-11,2.5452449018359892e-16,2.8560613472701605e-18,5.6854082102962347e-10,5.2713442044341045e-12,1.8726250205723546e-19,1.031096289462211e-10
4.260250922543244e-08,0.0022175023730925192,1.4366254735623713e-11,1.4225240176185557e-13,8.3076226852660378e-11,1.3591450824601644e-16,3.5037589477476923e-11,0.0,0.0,2.5695183089839353e-07,7.3836085540934466e-09,4.0360156473035279e-17,3.9543685523868412e-20,2.5986800087726369e-17,1.7090705834375868e-38,5.750661118884622e-29,1.5210089025433654e-20,3.9696086557792862e-19,6.5803405163747958e-17,1.895141636378251e-30,6.4706573685181292e-34,2.260609285780107e-19,3.2719032379023568e-24,1.496275797350614e-23,4.5749608503288151e-24,5.8169211775484159e-19,5.3961424031859731e-20,3.0505603536960154e-17,1.768585586786429e-07,5.6915918359074487e-25,1.9964300131240517e-21,3.8714429023228577e-15,3.7567471507304256e-23,6.5118505798908248e-26,1.1499763472152709e-17,1.3572482242182169e-18,0.35999999999999999,0.0,0.0098043305830380727,0.10878335510242215,2.4003831216685586e-11,3.6474245310705355e-11,3.7156283274230376e-09,5.1458233407317974e-12,0.0,1.2818162291409114e-10,2.9219446599387261e-19,2.1687338312561675e-21,7.1500119897703232e-07,3.6331498597064467e-12,0.0,8.480749435617986e-20,0.0,0.0,0.0,2.4875965517560983e-43,2.0876869991768799e-05,3.9489341836894017e-05,5.0272236419342642e-06,1.8426813020261008e-05,2.4798805654003658e-07,1.7598504673812289e-07,7.0528889581466602e-07,1.2902623299099938e-10,8.8029996724997288e-11,3.0278915078586737e-16,3.398016169615637e-18,6.5131386914286839e-10,5.7941500726467543e-12,2.2278281075582694e-19,1.1804144788511976e-10
4.404410258375002e-08,0.002217499352142375,1.4985345175942285e-11,1.5351095503053006e-13,9.3619450751878511e-11,1.5672826616673652e-16,4.0970597388630607e-11,0.0,0.0,2.7375384664366256e-07,8.4044207686091216e-09,4.7221665153073888e-17,4.6322953074665511e-20,2.9413107330895747e-17,2.2005364369930578e-38,7.0773357927736827e-29,1.7739875068899378e-20,4.8155239453203197e-19,7.6018626727391788e-17,2.594080268128891e-30,8.4223803940489649e-34,2.6107591965054358e-19,3.5004325090147297e-24,1.7461321130259309e-23,5.8124491262045262e-24,6.7106331068004881e-19,6.4348492363842643e-20,3.416400350171762e-17,1.888856773802993e-07,7.5985543576971537e-25,2.4298820618659089e-21,4.2753015164091008e-15,4.3663612014807703e-23,7.875646199954821e-26,1.3278462638209256e-17,1.6923169444359695e-18,0.35999999999999999,0.0,0.009801492374994912,0.10878267312798254,2.4965913137650517e-11,3.94649204989558e-11,3.8338221301558678e-09,5.9665892018503306e-12,0.0,1.3681841789867335e-10,3.3354064014005341e-19,2.6311699211968436e-21,7.8286637695081392e-07,4.1471607320600527e-12,0.0,9.5889069267002391e-20,0.0,0.0,0.0,3.4311871499063785e-43,2.1532854972133021e-05,4.0760966258438655e-05,5.1936712092502889e-06,1.9010797089613632e-05,2.559803764145909e-07,1.8790528564860133e-07,7.7742296167425827e-07,1.3776851967607163e-10,9.3994237229289011e-11,3.5801464240742759e-16,4.0181840513728224e-18,7.426667872900052e-10,6.3491515357670061e-12,2.6342731318905597e-19,1.3451077854209678e-10
