Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160)
3.831174784303622e-11,0.002217591327724507,4.5347812176754407e-17,5.3909588808745037e-20,3.6088960179956225e-22,4.0461025703984298e-31,1.6337467136453452e-25,0.0,0.0,2.8583212051330831e-13,1.6954868915790783e-20,4.5010835361243943e-29,1.6912703402571826e-30,3.9591922861110429e-27,7.5784149292797285e-63,6.6326898615672883e-46,2.2569098903474809e-35,1.6912631539765787e-30,3.9677779819543717e-27,6.8489440009189978e-51,2.2579905824563187e-53,1.3704667692656309e-29,4.715703363234755e-33,1.1001840242790809e-39,4.1457732937174889e-43,3.6425072935495645e-29,5.2300229643966968e-33,9.4683197733112572e-25,1.9759520962597132e-14,4.9267432423800257e-45,1.8736994297188213e-40,3.6459856748057623e-25,1.3937090599215579e-35,7.1797209330236756e-39,7.0139148638237759e-28,6.4872601757341125e-40,0.35999999999999999,0.0,0.0098899217519655847,0.10880299832539972,2.0645433152390379e-15,6.2343547684245603e-15,2.5299117209408001e-13,2.8017557890423149e-25,0.0,1.3735220768553863e-17,3.1111935404118773e-29,4.0794633483450072e-30,1.3517335049654089e-13,4.8334865288134615e-24,0.0,1.7731306092425514e-29,0.0,0.0,0.0,6.9410718397986685e-70,3.5224993270243361e-08,3.6731957071234859e-08,4.6163533826215201e-09,1.5904958325791955e-09,8.3818494258807815e-11,1.9748145666590829e-14,1.2973622841939044e-16,6.623157661708826e-18,4.7519022791043307e-18,6.0780771182548873e-29,2.155692602479892e-31,2.3710145893174363e-22,3.5708734041225155e-20,2.3412231659741209e-32,5.3709388312674291e-20
4.203497492214289e-11,0.00221759132621023,5.2991852096078557e-17,6.474355682339325e-20,4.7295793561956018e-22,6.1947051599788673e-31,2.3191401118128103e-25,0.0,0.0,3.4337965110055956e-13,2.3435660298507889e-20,5.51368426685101e-29,2.0340264496285873e-30,4.7605532144557892e-27,1.5165261958099158e-62,1.0464078459125258e-45,3.3620598791878351e-35,2.0340160230823903e-30,4.7718832527173156e-27,1.0858113381804062e-50,3.5339240342760667e-53,1.6482035126893579e-29,6.3807117827190554e-33,1.7843141778143623e-39,6.5725471712135103e-43,4.3806707942795649e-29,6.9028349549423514e-33,1.0373587033695952e-24,2.4513426020172397e-14,7.8040240812068294e-45,3.3275922406111297e-40,4.937697839563977e-25,1.8388657155597789e-35,9.47530616168822e-39,8.4353262166455726e-28,1.1439763220189289e-39,0.35999999999999999,0.0,0.0098899141477216783,0.10880299799846242,2.2656885894318914e-15,6.8402946363041816e-15,3.0291166180649172e-13,4.1693640202477732e-25,0.0,1.6534174637358523e-17,3.5177350427259872e-29,4.911587557120749e-30,1.6271650860148689e-13,6.4355268445370471e-24,0.0,2.3418434072976903e-29,0.0,0.0,0.0,1.2882873272601073e-69,3.8490264151729714e-08,4.0295348356304386e-08,5.0649723394661854e-09,1.9029673724436021e-09,9.8226663619845801e-11,2.449859737545441e-14,1.7662101000474546e-16,8.6416452592029131e-18,6.1866700101074132e-18,7.6003896975666193e-29,2.8968581756762625e-31,3.3056854302382739e-22,4.7051805819786661e-20,3.081582774099509e-32,6.4503326622956619e-20
4.575820200124956e-11,0.0022175913245728483,6.1208012707276297e-17,7.6540976331953921e-20,6.0823841719607789e-22,9.1639739911205717e-31,3.2083351142381757e-25,0.0,0.0,4.0611104476479195e-13,3.1569404330483937e-20,6.6463434789256979e-29,2.4080151624301351e-30,5.634652322821569e-27,2.8748471704969349e-62,1.5931035690882275e-45,4.8502588641509512e-35,2.4080007601393221e-30,5.6492547623811289e-27,1.654979521983839e-50,5.3274988441977503e-53,1.9512461809483646e-29,8.4255607326627205e-33,2.7810034273831277e-39,1.0018908238839242e-42,5.1860859171675534e-29,8.8979422309022258e-33,1.1276251224592978e-24,2.9902485791286051e-14,1.1892242576314882e-44,5.6361915243149228e-40,6.5258793785220248e-25,2.3695511473241765e-35,1.2212852973438097e-38,9.9862441240501486e-28,1.9328893495929617e-39,0.35999999999999999,0.0,0.0098899065434930652,0.10880299764494633,2.4671264485887607e-15,7.4462536247664206e-15,3.5702054073097165e-13,6.0055326337827019e-25,0.0,1.9593251172742434e-17,3.9321615052792962e-29,5.821270560144085e-30,1.9281213618879871e-13,8.3679247673979651e-24,0.0,3.0207537984325436e-29,0.0,0.0,0.0,2.2771192199901997e-69,4.1729674980623648e-08,4.3858005100765435e-08,5.5135896522252735e-09,2.2412859847715596e-09,1.1336131800096111e-10,2.98835959705724e-14,2.345323091657944e-16,1.1017588139478446e-17,7.871784379850408e-18,9.31069413191342e-29,3.7824179387137662e-31,4.4938069620718215e-22,6.0550802909825475e-20,3.9456680001847966e-32,7.6259383676422505e-20
4.948142908035623e-11,0.002217591322814928,6.9996017798412885e-17,8.9295562478543398e-20,7.6963452452440647e-22,1.3166798976648854e-30,4.3420255821776987e-25,0.0,0.0,4.740058949629633e-13,4.1604946432563194e-20,7.9034437561407718e-29,2.8131474427999865e-30,6.5812332916588725e-27,5.2049272127291336e-62,2.3530703773786736e-45,6.8099729700666216e-35,2.8131283697639462e-30,6.5996819584951633e-27,2.4401658074539615e-50,7.7808142724546167e-53,2.27952203033301e-29,1.0898342372784669e-32,4.1912754354220139e-39,1.4775245690321206e-42,6.0585583171811846e-29,1.1243389020769162e-32,1.2176321279933164e-24,3.5957457809423369e-14,1.7539329125831724e-44,9.1719842458578761e-40,8.4485784830228199e-25,2.9931446589612025e-35,1.5430733179994163e-38,1.1666295444687973e-27,3.1492362434662508e-39,0.35999999999999999,0.0,0.0098898989392797228,0.10880299726540466,2.6689030050793936e-15,8.0522332709445423e-15,4.1524895774487418e-13,8.4150747197145907e-25,0.0,2.291284187196278e-17,4.3544087152078759e-29,6.8086666674309511e-30,2.254606609531168e-13,1.0665214718975114e-23,0.0,3.8196225307770114e-29,0.0,0.0,0.0,3.861942955334472e-69,4.494371246626928e-08,4.7419993759774066e-08,5.9622053209042437e-09,2.60496501615017e-09,1.2915600167867634e-10,3.5933856839766022e-14,3.0492186170460559e-16,1.377609348936815e-17,9.8242794829552806e-18,1.1212532507605483e-28,4.8216224507432558e-31,5.9791386320257857e-22,7.6385793211757538e-20,4.9378823913966905e-32,8.8972410328525913e-20
5.32046561594629e-11,0.00221759132093896,7.935560129638332e-17,1.030011649460162e-19,9.6022064537767377e-22,1.8449503958309862e-30,5.7658429878551132e-25,0.0,0.0,5.4704421498936407e-13,5.380691561175863e-20,9.2893522368050434e-29,3.2493346582782024e-30,7.6000406976336054e-27,9.0579911117495169e-62,3.3860840505951343e-45,9.3418344510584219e-35,3.2493103311966065e-30,7.6229550232783533e-27,3.4972785583517615e-50,1.105932523166804e-52,2.6329585713460355e-29,1.3849284299578973e-32,6.1377508012339311e-39,2.1181846808766825e-42,6.997894326737348e-29,1.3967138786217711e-32,1.3073806403634078e-24,4.2708598603109773e-14,2.5154526107930303e-44,1.4423299370692357e-39,1.0745627279812341e-24,3.7169940607516928e-35,1.9167194180338994e-38,1.3475108339261263e-27,4.9727084488002857e-39,0.35999999999999999,0.0,0.0098898913350816339,0.10880299686037523,2.8710634198749694e-15,8.6582350874677835e-15,4.7752927946587499e-13,1.1515946196682995e-24,0.0,2.6493397092518129e-17,4.7845620109020303e-29,7.8739476695303444e-30,2.6066259608826895e-13,1.3362796783131264e-23,0.0,4.7482121625860523e-29,0.0,0.0,0.0,6.3215779181946596e-69,4.8132854155755077e-08,5.0981374710698897e-08,6.4108193455085439e-09,2.9935269742325157e-09,1.4555033662492959e-10,4.2679595349077083e-14,3.8930702660329442e-16,1.694168992543172e-17,1.206078439031297e-17,1.3309441470422979e-28,6.0230272805868527e-31,7.8095637265788737e-22,9.4735179844151704e-20,6.062150909141401e-32,1.0263756421519064e-19
5.6927883238569574e-11,0.0022175913189473725,8.9286506453701234e-17,1.1765176577691869e-19,1.1832421574114177e-21,2.5293866662986231e-30,7.5306009633118152e-25,0.0,0.0,6.2520642827491737e-13,6.8455565303820635e-20,1.0808420677671571e-28,3.7164885917270428e-30,8.6908200332090216e-27,1.5221188160515188e-61,4.7629979606504903e-45,1.2559311498035229e-34,3.7164586238596519e-30,8.7188648936355739e-27,4.8908825773292255e-50,1.5353241718240766e-52,3.0114835756300502e-29,1.7330709475564942e-32,8.7669358763292361e-39,2.9632143170888445e-42,8.0039009740668732e-29,1.7097074447032522e-32,1.3968716097624697e-24,5.0185671297884299e-14,3.5212745462413883e-44,2.2014914304859723e-39,1.3458616688910175e-24,4.5484157657051294e-35,2.3460359308382567e-38,1.5412312305968416e-27,7.6387891951758956e-39,0.35999999999999999,0.0,0.0098898837308987828,0.10880299643038135,3.0736519180905588e-15,9.2642605628738939e-15,5.4379507101259035e-13,1.5439739857554052e-24,0.0,3.0335424996722802e-17,5.2227968392498788e-29,9.0173025324780474e-30,2.984185357869848e-13,1.6496939205483599e-23,0.0,5.8162873320867106e-29,0.0,0.0,0.0,1.0031115638306379e-68,5.1297568582695433e-08,5.4542202739043338e-08,6.8594317260436301e-09,3.4065033789769318e-09,1.6248953658952525e-10,5.01505343725177e-14,4.8926876418418686e-16,2.0538367735515931e-17,1.4597555119939018e-17,1.560501378255519e-28,7.3945712632362418e-31,1.0037202785183764e-21,1.1577572024863278e-19,7.3220305054198074e-32,1.1725030765333083e-19
6.065111031767625e-11,0.0022175913168425176,9.9788484752366829e-17,1.3324147620097466e-19,1.4421154991909201e-21,3.4020066227894274e-30,9.6926538610907287e-25,0.0,0.0,7.0847335465744783e-13,8.5846543386091189e-20,1.246498555703776e-28,4.2145214599609126e-30,9.853317738230308e-27,2.4815660574022022e-61,6.5672834882588687e-45,1.6589695485048685e-34,4.2144857668937167e-30,9.8872032934455329e-27,6.6949454712036204e-50,2.0879549093300887e-52,3.4150250871394909e-29,2.1396978013773866e-32,1.2252733994527075e-38,4.0577430977691549e-42,9.0763860128382652e-29,2.0660998748711367e-32,1.4861060203719802e-24,5.8417956694488876e-14,4.8260970571710717e-44,3.2741077060450712e-39,1.6630859798789255e-24,5.494694942268238e-35,2.8348228396823341e-38,1.7477538237671586e-27,1.1455138680900893e-38,0.35999999999999999,0.0,0.0098898761267311504,0.1088029959759326,3.2767118116073633e-15,9.8703111622080901e-15,6.1398106798851329e-13,2.0332389635325712e-24,0.0,3.4439490018495002e-17,5.6693272078971918e-29,1.0238936954600192e-29,3.3872914908553777e-13,2.0104782268668012e-23,0.0,7.0336151355569592e-29,0.0,0.0,0.0,1.5493405397112996e-68,5.4438315483778161e-08,5.8102527693404298e-08,7.3080424625149534e-09,3.8434345461300872e-09,1.7992375214762985e-10,5.8375915282656142e-14,6.0644873661030734e-16,2.4589628176183359e-17,1.7450512926727976e-17,1.8102953012380741e-28,8.9436906345856019e-31,1.2718575425422061e-21,1.3968255391618393e-19,8.7208519379822274e-32,1.3280640454082206e-19
6.437433739678292e-11,0.002217591314626704,1.1086129523320866e-16,1.4976453447177416e-19,1.7404282178045413e-21,4.4988717850456633e-30,1.2314146535098209e-24,0.0,0.0,7.9682620136357834e-13,1.0629073933576425e-19,1.4263368153830669e-28,4.7433459279012329e-30,1.108728122486652e-26,3.939186211220296e-61,8.8961649895598774e-45,2.1574797654278841e-34,4.7433048489392107e-30,1.112776275903728e-26,8.9933467142826702e-50,2.7883378731388147e-52,3.8435114309534163e-29,2.6104447564811141e-32,1.6799040178699403e-38,5.453010860458804e-42,1.0215157945532718e-28,2.468663454597412e-32,1.5750848933688331e-24,6.7434260829520828e-14,6.4922728571670765e-44,4.7592043216774497e-39,2.0307366910806101e-24,6.5630856280506649e-35,3.3868678207719224e-38,1.9670418466998998e-27,1.6815576055639181e-38,0.35999999999999999,0.0,0.009889868522578716,0.10880299549752526,3.4802855144939229e-15,1.0476388327429303e-14,6.8802315737584394e-13,2.6354647249287821e-24,0.0,3.8806211820512767e-17,6.1243983598292177e-29,1.1539073065074871e-29,3.8159517601764789e-13,2.422434139859099e-23,0.0,8.4099653744473047e-29,0.0,0.0,0.0,2.3366873985709866e-68,5.7555545946372084e-08,6.1662394886174842e-08,7.7566515549279651e-09,4.3038694396400374e-09,1.978076700011123e-10,6.7384505466377207e-14,7.4254738221960805e-16,2.9118509209833082e-17,2.0635263446553778e-17,2.0807083122596632e-28,1.0677395775127575e-30,1.5914708316413066e-21,1.6662922116349443e-19,1.026179840557653e-31,1.4930191824394759e-19
6.80975644758896e-11,0.002217591312302164,1.2250470380257552e-16,1.6721530341669929e-19,2.0819390069660537e-21,5.8603222329526938e-30,1.5463304334968423e-24,0.0,0.0,8.9024655309278166e-13,1.3011411312125025e-19,1.620787464385808e-28,5.3028751262830481e-30,1.2392458909755377e-26,6.1056727642464805e-61,1.1861978946678762e-44,2.767176073350426e-34,5.3028295647238973e-30,1.2440336671970357e-26,1.1880461003505561e-49,3.6639570607268725e-52,4.296871224612619e-29,3.1511428440409056e-32,2.2642899504293444e-38,7.206739939822977e-42,1.1420026053521508e-28,2.9201625142152218e-32,1.6638092904657243e-24,7.7262923539133898e-14,8.5903289705982962e-44,6.7787601942502548e-39,2.4534817261424353e-24,7.7608108638897453e-35,4.0059462945570745e-38,2.199058682437107e-27,2.4218358575145896e-38,0.35999999999999999,0.0,0.0098898609184414638,0.10880299499564318,3.6844145604671644e-15,1.108249347786904e-14,7.6585835590135689e-13,3.3682615827325955e-24,0.0,4.3436264113795771e-17,6.588286645517116e-29,1.2917949082750975e-29,4.2701742355241738e-13,2.8894511087554268e-23,0.0,9.9551108231997673e-29,0.0,0.0,0.0,3.4502015951230489e-68,6.0649702575630417e-08,6.5221845507782627e-08,8.2052590032881136e-09,4.7873655045761666e-09,2.1610009874423192e-10,7.7204606848144313e-14,8.9932175525880857e-16,3.4147609023716193e-17,2.4167113603998159e-17,2.3721351385778351e-28,1.2602349830246374e-30,1.9691256995560675e-21,1.9678768420915171e-19,1.1947970586352433e-31,1.6673320919178382e-19
7.554401863410294e-11,0.0022175913073356063,1.4750241004352201e-16,2.0487803518392759e-19,2.9104457460869055e-21,9.5609450204433488e-30,2.3649435105770164e-24,0.0,0.0,1.0922179495736692e-12,1.8927676350989624e-19,2.0552409023380983e-28,6.5137026686657968e-30,1.5215455755464022e-26,1.3783759489285738e-60,2.0236902061169748e-44,4.391081780586328e-34,6.5136539158379061e-30,1.5280705787913313e-26,1.9853765669802753e-49,6.066482817391791e-52,5.2779271615944829e-29,4.4666702708402138e-32,3.9354743106097125e-38,1.2054788068004879e-41,1.4027291994856996e-28,3.9809848015675924e-32,1.8404991255526218e-24,9.9468396095577721e-14,1.440778797463108e-43,1.3044670778666168e-38,3.4837466960696148e-24,1.0573002872440218e-34,5.4602443978300502e-38,2.7011331080214869e-27,4.7787918185792827e-38,0.35999999999999999,0.0,0.0098898457102124457,0.10880299392332943,4.0945005025855868e-15,1.2294793300883023e-14,9.3266168721727705e-13,5.303952920962838e-24,0.0,5.3489319323095141e-17,7.5437457612298122e-29,1.5912952447758315e-29,5.2553412427581796e-13,4.0046679748395538e-23,0.0,1.3590894590893601e-28,0.0,0.0,0.0,7.117239721750313e-68,6.6770523183747863e-08,7.2339643051416448e-08,9.1024689678716168e-09,5.8218124946556288e-09,2.5376447073495191e-10,9.9390266495797851e-14,1.2821985008908666e-15,4.5794756508387674e-17,3.2331916113054357e-17,3.0196753662771593e-28,1.7051240335573815e-30,2.9271969120103837e-21,2.6742006091226066e-19,1.5768180462199585e-31,2.0439003801992826e-19
8.202684743795802e-11,0.002217591302677861,1.711215893568382e-16,2.4063736316194688e-19,3.8114034800141664e-21,1.4116693523993614e-29,3.3268175393931125e-24,0.0,0.0,1.2843901104978602e-12,2.5516820100197298e-19,2.4851240321521769e-28,7.6670322800170251e-30,1.7902717273984114e-26,2.6410615030209828e-60,3.1003466441570724e-44,6.3481285603968832e-34,7.6669923601090756e-30,1.7986121607202238e-26,2.9827632309085727e-49,9.0514613620499359e-52,6.2123699537178319e-29,5.8987580648482269e-32,6.11195858516731e-38,1.8126645263588415e-41,1.6510643306661777e-28,5.0899960597050836e-32,1.9935061362639532e-24,1.2170643577693104e-13,2.1721577468886186e-43,2.1959709000154851e-38,4.6075621030568422e-24,1.3510480906378038e-34,6.9802720967404427e-38,3.179349397764673e-27,8.2402685513985348e-38,0.35999999999999999,0.0,0.0098898324700882247,0.10880299291768655,4.4537048440213633e-15,1.3350316901783196e-14,1.0896571898731311e-12,7.6126557857751464e-24,0.0,6.310651585679581e-17,8.4073180790538894e-29,1.8779400796118966e-29,6.1963661973935591e-13,5.1935218827072518e-23,0.0,1.7398765544195953e-28,0.0,0.0,0.0,1.269491691241615e-67,7.2028154453319464e-08,7.8535311464144447e-08,9.8835680795205092e-09,6.7934643444707103e-09,2.8756286967612017e-10,1.2160795067717979e-13,1.7005735225545559e-15,5.777049273631064e-17,4.0710584124832984e-17,3.6558730359690749e-28,2.1605749466357776e-30,4.0218999200234328e-21,3.4097524894324532e-19,1.9596113516913868e-31,2.4019278082057034e-19
8.85096762418131e-11,0.002217591297720497,1.9646753509769999e-16,2.7913322034580517e-19,4.9045093453147914e-21,2.0254032890345271e-29,4.5747409660296607e-24,0.0,0.0,1.4916758044148701e-12,3.3660512260425187e-19,2.9654354563764162e-28,8.912222831039158e-30,2.0802309859357361e-26,4.8290185921578681e-60,4.6077908365239698e-44,8.9396050553513004e-34,8.9122102890255177e-30,2.0906934361476937e-26,4.3432195639820547e-49,1.310040387086485e-51,7.2212096020932802e-29,7.6345029221468466e-32,9.1914369419624759e-38,2.6418493367251423e-41,1.9191674459487446e-28,6.3867716043681515e-32,2.1457589271737705e-24,1.4679594477396569e-13,3.1746845299189018e-43,3.5569157671178464e-38,5.9722325370364206e-24,1.694260719221065e-34,8.7572876379055139e-38,3.6956365022065165e-27,1.3688769988369067e-37,0.35999999999999999,0.0,0.0098898192300098022,0.10880299184734778,4.8151545691464652e-15,1.4405944841711241e-14,1.2572923705868926e-12,1.0639037745851113e-23,0.0,7.3533898351806074e-17,9.3023503594074452e-29,2.1888633873295295e-29,7.2150295405192514e-13,6.608926717213097e-23,0.0,2.1858997041292553e-28,0.0,0.0,0.0,2.1734444372979399e-67,7.7221854236876696e-08,8.4730168499881436e-08,1.0664662206928645e-08,7.8290099710427808e-09,3.2214819228311715e-10,1.4667401816320746e-13,2.2090726712859515e-15,7.1570895499463827e-17,5.0350305453008695e-17,4.3620494251277116e-28,2.6826766245950229e-30,5.4073095279627532e-21,4.2667538016425855e-19,2.3908988129122905e-31,2.7879243492546172e-19
9.499250504566818e-11,0.0022175912924736986,2.2353917153035109e-16,3.2033961027432434e-19,6.2151336879266976e-21,2.8349625422729967e-29,6.1675688541927056e-24,0.0,0.0,1.7139890063548087e-12,4.3577730213989948e-19,3.4984007799364346e-28,1.0248833085110451e-29,2.3912942258869298e-26,8.481048475804951e-60,6.6705864540625392e-44,1.230712997004277e-33,1.0248876297996665e-29,2.4042085096056186e-26,6.1566566056309893e-49,1.8470756322780331e-51,8.3040802752194632e-29,9.710512056454432e-32,1.3444539930720722e-37,3.748434473557726e-41,2.206940792172692e-28,7.8856511782806208e-32,2.2972648173947584e-24,1.7487238463414682e-13,4.5177649511377287e-43,5.573183675315048e-38,7.6074849112253705e-24,2.0906526168416965e-34,1.0810831372663587e-37,4.2498067517571138e-27,2.2015528765171682e-37,0.35999999999999999,0.0,0.0098898059899770983,0.10880299071451451,5.1790423617983759e-15,1.5461683930858403e-14,1.4352689242726538e-12,1.4531118167381325e-23,0.0,8.4776642649712606e-17,1.0230714523033918e-28,2.5242392363883258e-29,8.3113917163721825e-13,8.274303785556685e-23,0.0,2.7023299347198864e-28,0.0,0.0,0.0,3.5917821724774467e-67,8.2353702884665855e-08,9.0924335358498117e-08,1.1445751350124785e-08,8.9263692563786273e-09,3.5739923155343212e-10,1.7472375093332848e-13,2.8185802844058245e-15,8.7302971743534115e-17,6.1323590211937735e-17,5.1407796709178383e-28,3.2744428389325122e-30,7.1342650819310995e-21,5.2537948402137547e-19,2.8724251665542078e-31,3.2017912232345443e-19
9.999999999999999e-11,0.0022175912869472642,2.4563059201126325e-16,3.5400802549633483e-19,7.3933804532098365e-21,3.6214062606852959e-29,7.6757096024016869e-24,0.0,0.0,1.8959432708963917e-12,5.2598285119922401e-19,3.9475195573107895e-28,1.1343567435863591e-29,2.6459324412287967e-26,1.2791762230982088e-59,8.737282774110609e-44,1.5540788135716178e-33,1.1343680996149337e-29,2.6609809616553873e-26,7.9322630428899622e-49,2.3708302404980868e-51,9.1909633594091091e-29,1.1571060440370331e-31,1.7736886698629783e-37,4.8330726093604147e-41,2.4426275887615128e-28,9.1907982412533958e-32,2.4137853795525451e-24,1.9868740637398947e-13,5.8387550788125693e-43,7.7283891848488613e-38,9.0754338717304069e-24,2.435571634788714e-34,1.2598627360269022e-37,4.7036759927358503e-27,3.1163190171063069e-37,0.35999999999999999,0.0,0.0098897957630844253,0.10880298979804764,5.461904789668881e-15,1.6277242817173848e-14,1.5796380578799941e-12,1.8233972717102673e-23,0.0,9.4022481627827218e-17,1.0971867240857837e-28,2.8001479707413375e-29,9.211476640996603e-13,9.747114673072681e-23,0.0,3.1527028014653496e-28,0.0,0.0,0.0,5.1832664459064761e-67,8.6276604308430496e-08,9.57084535713341e-08,1.2049080227601422e-08,9.815034333215985e-09,3.8501846491427578e-10,1.985157976013609e-13,3.3656457802112701e-15,1.0084292937398369e-16,7.0757099416560022e-17,5.7936757148312368e-28,3.781121897804882e-30,8.7371249829849483e-21,6.1105809035688532e-19,3.2799095852113632e-31,3.5405031612896344e-19
1.0147533384952326e-10,0.0022175912869472642,2.5233545448347129e-16,3.6423153198627374e-19,7.7702238906099084e-21,3.8834664162591549e-29,8.1716716691127707e-24,0.0,0.0,1.9512466041526872e-12,5.55003368222789e-19,4.0862324976971252e-28,1.167642759618902e-29,2.7233335412363476e-26,1.4385075099696985e-59,9.437531491436822e-44,1.6611961187207212e-33,1.1676567532631097e-29,2.739052563291529e-26,8.5262731637693997e-49,2.545684507360683e-51,9.4606198694943125e-29,1.2164913054386691e-31,1.9196759633104584e-37,5.1961394946581472e-41,2.5142876080940809e-28,9.6009040190327626e-32,2.4480317448443002e-24,2.0606745484013744e-13,6.2817967965355256e-43,8.4840653240596106e-38,9.5444068221276684e-24,2.5439107126324027e-34,1.3160334893738861e-37,4.8416743858037851e-27,3.4419551201074981e-37,0.35999999999999999,0.0,0.0098897927499900368,0.10880298952130128,5.5455538788737406e-15,1.6517540799009424e-14,1.623297610209794e-12,1.9454178827435579e-23,0.0,9.6840349415958445e-17,1.1194386187714708e-28,2.8842544042109423e-29,9.4855173361153362e-13,1.0213917363793668e-22,0.0,3.2943424178793712e-28,0.0,0.0,0.0,5.7560816030242938e-67,8.7425712967837665e-08,9.7117914199814863e-08,1.222683550913766e-08,1.008352985293071e-08,3.9321382006909609e-10,2.0588867412850253e-13,3.5403784086812033e-15,1.0507060565288472e-16,7.370083998375615e-17,5.994792079093212e-28,3.9388732006694214e-30,9.2585691289653572e-21,6.3793334665603438e-19,3.4060160394086921e-31,3.6434555079330244e-19
1.0795816265337834e-10,0.0022175912811506163,2.8285536592420919e-16,4.1078494673681553e-19,9.5983050702189477e-21,5.2198434955136115e-29,1.0661395776622298e-23,0.0,0.0,2.2033682816789276e-12,6.9672877128482899e-19,4.7311302182567116e-28,1.3194577146041279e-29,3.0762223347346648e-26,2.3662482449519703e-59,1.3084371263654268e-43,2.203634036572879e-33,1.3194870515752075e-29,3.0951219479370293e-26,1.1569384168357038e-48,3.4392013240992591e-51,1.0690470323258616e-28,1.503729275622258e-31,2.6834994525325876e-37,7.0575455216422287e-41,2.8411122077727203e-28,1.1546729618218103e-31,2.598068325684728e-24,2.4050920943774769e-13,8.5590065265009516e-43,1.2592332678866332e-37,1.1815407794843379e-23,3.0576946892282705e-34,1.5825122148598419e-37,5.4710557134944145e-27,5.2483274631099748e-37,0.35999999999999999,0.0,0.0098897795100485447,0.10880298826974143,5.9148679872358923e-15,1.7573521901612382e-14,1.8210979582070183e-12,2.559143772704743e-23,0.0,1.097310281509257e-16,1.2195446576196754e-28,3.2691079150020529e-29,1.0737474809196158e-12,1.2452884479374769e-22,0.0,3.9671167516240731e-28,0.0,0.0,0.0,8.978462552424822e-67,9.2439831544003994e-08,1.0331099138634112e-07,1.3007914683996006e-08,1.1298544918350676e-08,4.2950558729541475e-10,2.4029667240246001e-13,4.3861210626256046e-15,1.2497472250074335e-16,8.7550460507429086e-17,6.926973460563358e-28,4.6790039944878145e-30,1.1841138418402223e-20,7.6516979092470055e-19,3.9936052887808347e-31,4.1128698160251705e-19
1.1444099145723342e-10,0.00221759127509283,3.1509790899635837e-16,4.5997674536310954e-19,1.1729480697916467e-20,6.8991875284130463e-29,1.3719526056877196e-23,0.0,0.0,2.4702764059581321e-12,8.6352381968669454e-19,5.4352809013917892e-28,1.4802859207674806e-29,3.4498354137199639e-26,3.7871441949421629e-59,1.7816588524621762e-43,2.8784846342416187e-33,1.480338201217258e-29,3.4723142800640764e-26,1.5418241887486637e-48,4.5650725356991635e-51,1.1993277952897168e-28,1.8368637284690527e-31,3.6814329902737716e-37,9.414635277366409e-41,3.1873200698216665e-28,1.3737258528841831e-31,2.7473839136926907e-24,2.7832217143511921e-13,1.1454291496329491e-42,1.8275183491831595e-37,1.4454181227247267e-23,3.6356372633517546e-34,1.8824410618453e-37,6.1377692858155578e-27,7.8259086410851915e-37,0.35999999999999999,0.0,0.0098897662701525526,0.10880298696179211,6.2871569959735679e-15,1.8629633525714491e-14,2.0283979804862211e-12,3.3144713805975171e-23,0.0,1.234550815148786e-16,1.3236026065109473e-28,3.6790105866330648e-29,1.20673359983539e-12,1.5017185103452266e-22,0.0,4.7258372276346485e-28,0.0,0.0,0.0,1.3671641545236768e-66,9.7397942378158717e-08,1.0950364044884399e-07,1.3788988874728554e-08,1.2569530894872076e-08,4.6620099404848565e-10,2.7807210406540585e-13,5.3678093181433228e-15,1.4711343998270751e-16,1.0293896567758126e-16,7.9403804699745761e-28,5.4979510236266601e-30,1.4948151222569876e-20,9.0790895083495787e-19,4.6372513100088589e-31,4.6100119779702431e-19
