Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101)
1.1545041950406037e-13,0.002135434373685944,8.5921190316510783e-26,1.5625290120911708e-34,1.5625282752471214e-34,1.038478725052106e-50,1.1968963148919348e-50,0.0,0.0,6.6703526562358001e-22,6.8768802077258195e-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999994691186,0.108803,2.5911659815559239e-22,4.8007105563823784e-33,1.1465248356131957e-23,0.0,0.0,1.7190635166696199e-29,7.3593059264492498e-41,4.8368690487650836e-43,2.2219866589554986e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4388918507666723e-13,2.4388918505173978e-13,4.3104312356614639e-14
2.3100114345599563e-13,0.002135434373685944,1.7202468828167586e-25,6.2575454336403952e-34,6.2575424861724486e-34,1.4274489125971229e-49,1.6452073576039043e-49,0.0,0.0,2.3082452845652421e-21,1.5045257077122533e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999989377745,0.108803,5.1845821546391157e-22,1.9224875140205832e-32,4.5890868581083799e-23,0.0,0.0,6.8807340695728765e-29,2.9456402585725644e-40,1.9360081423276685e-42,8.893737993019893e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8799026286381495e-13,4.8799026292091727e-13,8.6246073844828017e-14
4.621025913598662e-13,0.002135434373685944,3.4455479248604384e-25,2.5065199427463222e-33,2.5065187637409472e-33,2.0978270524589631e-48,2.4178562799150346e-48,0.0,0.0,8.5127194137522445e-21,3.8459778474055675e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999978750864,0.108803,1.0371411383382216e-21,7.700074212448869e-32,1.8362321679416736e-22,0.0,0.0,2.7531898802057867e-28,1.17863978885444e-39,7.7465543236407648e-42,3.5586542146852796e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7619241667718766e-13,9.7619241721942535e-13,1.7252959587761377e-13
9.243054871676074e-13,0.002135434373685944,6.9090738194736863e-25,1.0049208217561335e-32,1.0049203501503932e-32,3.212300826734922e-47,3.7023497218057256e-47,0.0,0.0,3.2609883944368187e-20,1.0873903207141675e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999957497101,0.108803,2.0745057371201959e-21,3.0866280733703356e-31,7.3461217015469024e-22,0.0,0.0,1.1014552252478329e-27,4.7153266236635894e-39,3.0991261443347284e-41,1.4236938551578821e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.952596717260242e-12,1.9525967200570462e-12,3.4509663616862129e-13
1e-12,0.002135434373685944,7.4805247411154294e-25,1.2532181447010515e-32,1.2532175572431594e-32,7.0758372278338377e-47,8.1552862966127275e-47,0.0,0.0,4.0384588100149949e-20,3.6674995870812549e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999954016396,0.108803,2.2443935069077223e-21,3.8489457257442345e-31,9.1509164625149468e-22,0.0,0.0,1.3720609403073581e-27,5.8737889049579848e-39,3.8605200051900498e-41,1.7734675078080585e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1125014851968147e-12,2.1125014887834985e-12,3.7335776908839756e-13
1.84871127878309e-12,0.002135434373685944,1.3887816687656509e-24,4.0372077707604359e-32,4.0372058843308733e-32,5.039505280773082e-46,5.8083046623344976e-46,0.0,0.0,1.2755707735078452e-19,3.2596516406401298e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999914989593,0.108803,4.1492299468388969e-21,1.2396296985111952e-30,2.9386857116679764e-21,0.0,0.0,4.4061794500958206e-27,1.8862841445086027e-38,1.2397513416257762e-40,5.6952424544634832e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9054052902515639e-12,3.9054053026946327e-12,6.902307016523807e-13
3.697522862014054e-12,0.002135434373685944,2.8052033440073287e-24,1.6287054732463938e-31,1.6287047186741508e-31,8.0318355673789192e-45,9.2571323100896731e-45,0.0,0.0,5.0446291559407162e-19,1.0086347505602737e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889999982997456,0.108803,8.2986584150660093e-21,4.9977459452999752e-30,1.1755204190329706e-20,0.0,0.0,1.7625434742030858e-26,7.5454435027503491e-38,4.9592070913224911e-40,2.2781925216588868e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8110223235348803e-12,7.8110223758186274e-12,1.3804987722268826e-12
7.395146028475984e-12,0.002135434373685944,5.7207124697348447e-24,6.6249815423345304e-31,6.6249785240593148e-31,1.2981904072225213e-43,1.4962364952059761e-43,0.0,0.0,2.006320350199922e-18,3.1731017761801464e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999659944528,0.108803,1.6597435548044648e-20,2.0303598632340692e-29,4.7021637582365787e-20,0.0,0.0,7.0503171420163064e-26,3.0182387260941165e-37,1.983723142091538e-39,9.1129782081312978e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5622255939302834e-11,1.5622256153457397e-11,2.7610346718038616e-12
1e-11,0.002135434373685944,7.8909884574431495e-24,1.393558442520608e-30,1.3935578217613503e-30,8.444217809495027e-43,9.732436987665269e-43,0.0,0.0,4.1182767025583366e-18,4.3088253672586783e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999540163989,0.108803,2.2443538804624796e-20,4.2638479627424989e-29,9.6709725692299769e-20,0.0,0.0,1.4500492643925568e-25,6.20765670519353e-37,4.0799530394296992e-39,1.8742863211222477e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1125012613520738e-11,2.1125013057498732e-11,3.7335764913549952e-12
1.4790392361399845e-11,0.002135434373685944,1.1882180910955138e-23,2.7379968098984974e-30,2.7379956026157066e-30,2.1585943010379138e-42,2.4879018084858614e-42,0.0,0.0,8.0022178710640124e-18,1.1649322793945163e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.00988999993198845,0.108803,3.3194670611023693e-20,8.3712890892417467e-29,1.8808737692974303e-19,0.0,0.0,2.8201553895567933e-25,1.2073077067107399e-36,7.9349728592438614e-39,3.6452465386340654e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1244721367632925e-11,3.1244722234262027e-11,5.5221055046700537e-12
2.9580885027247565e-11,0.002135434373685944,2.5525217471081988e-23,1.1655139791400105e-29,1.165513496274906e-29,3.6973951042986031e-41,4.2614624721940664e-41,0.0,0.0,3.196274047273387e-17,3.7297587429875026e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899998639764494,0.10880299999999997,6.638786401245588e-20,3.5483440668347049e-28,7.523446405866121e-19,0.0,0.0,1.1280677691574427e-24,4.8292548688004883e-36,3.1740049451605366e-38,1.4581205711548983e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2489645011381195e-11,6.2489648497691413e-11,1.1044243305254061e-11
5.916187035894299e-11,0.002135434373685944,5.807811589263156e-23,5.2233900017915232e-29,5.2233880712174027e-29,6.7024594964341373e-40,7.7249939833155167e-40,0.0,0.0,1.2775867154137536e-16,1.1914680169688321e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899997279524986,0.10880299999999989,1.3276914461621712e-19,1.579185590609392e-27,3.0093166672320149e-18,0.0,0.0,4.5122815573312499e-24,1.9317064433357411e-35,1.2696049329177402e-37,5.8326134326322003e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2497946344652083e-10,1.2497947742952482e-10,2.2088503445850053e-11
9.999999999999999e-11,0.002135434373685944,1.1748682924734488e-22,1.912719142363524e-28,1.9127185507535831e-28,9.3464149376109854e-39,1.0772368020578552e-38,0.0,0.0,3.9219760666787439e-16,2.6662844648487945e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.00988999954016429,0.10880299999999961,2.2439795182304608e-19,5.7320548386890112e-27,9.2407266948664675e-18,0.0,0.0,1.38564603213087e-23,5.9319467478760939e-35,3.8987439726626548e-37,1.7911627615507437e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1124991458992925e-10,2.1124995757141597e-10,3.733565155791013e-11
1.1832384102233388e-10,0.002135434373685944,1.4414318761687073e-22,2.5365749582376864e-28,2.5365741877994482e-28,1.3239363576928407e-38,1.5259253303739538e-38,0.0,0.0,5.1084988212619336e-16,3.809170929332496e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899994559047688,0.10880299999999948,2.6551128661779207e-19,7.5954241104258315e-27,1.2036725622705603e-17,0.0,0.0,1.8049141221739858e-23,7.7268322638336445e-35,5.0784239975152941e-37,2.333141391666561e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4995898490169885e-10,2.4995904089464308e-10,4.4176961884925781e-11
1.7748581168572473e-10,0.002135434373685944,2.5106006595205538e-22,6.0448517073562531e-28,6.0448500744837102e-28,5.3530110585131267e-38,6.1697128000890109e-38,0.0,0.0,1.0854402461208922e-15,1.683780192564547e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899991838572211,0.1088029999999989,3.9823301499739145e-19,1.8018234454648112e-26,2.5577234414131947e-17,0.0,0.0,3.8354427749856083e-23,1.6419519802782811e-34,1.0791651811108225e-36,4.958084556660358e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7493839093404409e-10,3.7493850993659297e-10,6.6265358482057083e-11
2.366477823491156e-10,0.002135434373685944,3.7872183779899609e-22,1.133705529765777e-27,1.1337052523842409e-27,1.6012269209725644e-37,1.8455293233528066e-37,0.0,0.0,1.851529568463837e-15,5.7529545592364176e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899989118098539,0.10880299999999815,5.3093433533745436e-19,3.3686584430944382e-26,4.3630478004192565e-17,0.0,0.0,6.5428135915993287e-23,2.8009766870477186e-34,1.8409286934522577e-36,8.4581724783060895e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9991768153582539e-10,4.9991788453075507e-10,8.8353693237415819e-11
3.5497172367589735e-10,0.002135434373685944,6.8240288947375899e-22,2.7001650432378975e-27,2.700164477005845e-27,8.0610245587320807e-37,9.290974647409805e-37,0.0,0.0,3.8331439387603002e-15,3.5365796612649005e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899983677155391,0.10880299999999618,7.9628909689303777e-19,7.9936491233648127e-26,9.0326945219145338e-17,0.0,0.0,1.3546060722271408e-22,5.7990649022872169e-34,3.811408007492128e-36,1.7512579918759031e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4987599180022049e-10,7.4987641195937853e-10,1.3253021760981233e-10
4.732956650026791e-10,0.002135434373685944,1.0614901596665486e-21,5.1613007728552687e-27,5.1612998287024858e-27,2.4826883316122532e-36,2.8615082527343345e-36,0.0,0.0,6.5189666575153683e-15,1.1871448265065897e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899978236218836,0.10880299999999347,1.0615688571279359e-18,1.5244451916355103e-25,1.5361531580554879e-16,0.0,0.0,2.3038293546306589e-22,9.8626872796958219e-34,6.4822046151608339e-36,2.9786018990782369e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9983387750763385e-10,9.9983459182507106e-10,1.7670651456938227e-10
5.916196063294608e-10,0.002135434373685944,1.5206674815638872e-21,8.7714729219941651e-27,8.771471521736029e-27,6.2802124380296147e-36,7.2385069873452028e-36,0.0,0.0,9.9592970166099567e-15,3.2080607196273769e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899972795289375,0.10880299999999002,1.3267682960811068e-18,2.5869252212125277e-25,2.3467828639779138e-16,0.0,0.0,3.5197293259740091e-22,1.5067951937188884e-33,9.9033402173611046e-36,4.5508980447536326e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2497913082794653e-09,1.2497923991330794e-09,2.208825678735009e-10
8.282674889830243e-10,0.002135434373685944,2.6796424085583927e-21,2.0780556208843059e-26,2.0780553845082915e-26,3.146376003574369e-35,3.6265264179127774e-35,0.0,0.0,1.915086559714961e-14,1.7986433936475883e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889996191345219,0.10880299999998085,1.856921417243231e-18,6.1251168358263144e-25,4.5122799758588812e-16,0.0,0.0,6.7683080438127933e-22,2.8975109488286329e-33,1.9043753809007801e-35,8.752385716741148e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7497047760887956e-09,1.7497068715560383e-09,3.0923392821814911e-10
9.999999999999999e-10,0.002135434373685944,3.7149666037035435e-21,3.4930856582353395e-26,3.493085397548457e-26,9.372817189095033e-35,1.0803332530050813e-34,0.0,0.0,2.7738582180589055e-14,5.7954774769389642e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899954016652379,0.10880299999997226,2.2414435148368715e-18,1.0317346561019108e-24,6.5351493163918989e-16,0.0,0.0,9.8034962415371395e-22,4.196874324560591e-33,2.7583758203429231e-35,1.2678773024290852e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1124847865376914e-09,2.1124878188500459e-09,3.7334882439816416e-10
