Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870),S(1888)
5.966526664275863e-10,0.001188761973966529,2.4628676086672192e-17,7.3062624195190282e-20,1.7576724015079013e-20,8.9151460918622883e-29,1.5668449213579111e-22,0.0,0.0,4.7472854426398389e-12,8.9539167327310572e-18,7.0628833991678813e-29,3.3234178021635363e-31,9.9440615671182384e-28,4.788718270832909e-62,3.6658273715585788e-46,1.854259269424998e-34,3.3318855411343643e-31,1.0578794905895776e-27,3.6715877923151434e-50,2.9170557011354209e-53,2.3867135538879428e-30,2.5609671631153113e-34,5.5860672840723372e-38,4.7924682287197618e-41,7.1547972266912548e-30,1.9490280338938046e-32,8.0885897587590213e-27,6.7722740915289345e-14,4.0689435902273843e-43,3.3354234867537413e-37,1.5812288068113835e-24,1.0039784089671969e-35,3.0192174531933106e-39,1.5425166497336407e-28,1.4295143884637468e-36,0.35999999999999999,0.0,0.0098898123609242258,0.10880294017349473,4.4415568479871308e-15,9.7258690884976237e-16,3.311529159748483e-13,1.934466835821558e-22,0.0,6.3779894420136533e-16,6.6477369968689334e-30,8.1585274926776775e-29,3.1387220780425058e-12,2.6234359037275291e-21,0.0,4.3424011896999722e-28,0.0,0.0,0.0,2.6201212071571748e-68,3.244726960451495e-08,8.8253064676046479e-08,7.1134407505489266e-09,5.7814137444356626e-08,2.0074817800507259e-09,6.7460519696820084e-14,1.3786471733491205e-13,1.4972627026712684e-16,1.1247853004646861e-16,2.1351274548383938e-28,8.3120332327441844e-30,1.6226299551480647e-20,1.2279276556351327e-18,4.7296128095523638e-31,8.7394330681284457e-21,7.6619578029842886e-20,2.9649045410119352e-21
6.050241405470218e-10,0.0011887619712276237,2.5291952892382058e-17,7.464911752598996e-20,1.8474089380413519e-20,9.5223506573845354e-29,1.6698120223012674e-22,0.0,0.0,4.8697059812273646e-12,9.4063166034411791e-18,7.3429736723745221e-29,3.4166564053565016e-31,1.0214817219906085e-27,5.3514778732123706e-62,3.9447642110169577e-46,1.982870373819769e-34,3.4257346306276493e-31,1.0875552415167434e-27,3.908717476769165e-50,3.0954674312605554e-53,2.4536638118546632e-30,2.677231327872524e-34,6.0109523369081994e-38,5.1213451254619638e-41,7.3554632890924276e-30,2.030141222579352e-32,8.2301995452726773e-27,6.999589305518378e-14,4.3485258781604985e-43,3.640015262487012e-37,1.6583837402260054e-24,1.0447007415625123e-35,3.1437180990320256e-39,1.5857746710610769e-28,1.5752172225961956e-36,0.35999999999999999,0.0,0.0098898097282806557,0.10880293907046315,4.5683668519039492e-15,9.8633488028459075e-16,3.3735731524147794e-13,2.0494450318906863e-22,0.0,6.6455207823983955e-16,6.9668656484465587e-30,8.5012995274506001e-29,3.2289269999111487e-12,2.7781456455138766e-21,0.0,4.5291578060141533e-28,0.0,0.0,0.0,2.8749236350501095e-68,3.2641089164138243e-08,8.9489082333425356e-08,7.2132391040617802e-09,5.8886706922564221e-08,2.0378154676389343e-09,6.9724669151845782e-14,1.4385020747865692e-13,1.548683966279374e-16,1.1633813681632075e-16,2.2505433505238922e-28,8.7702639566124178e-30,1.7166617119418227e-20,1.2776938121846247e-18,4.9868324122650272e-31,8.8908760352911001e-21,7.8739306923715663e-20,3.0863131772352088e-21
6.133956146664572e-10,0.0011887619684854854,2.5963711027323251e-17,7.624635739934991e-20,1.9404221302801928e-20,1.0161758193518778e-28,1.7779993284003712e-22,0.0,0.0,4.9935482264067814e-12,9.8750859009127269e-18,7.6304589417503936e-29,3.5115311492964227e-31,1.0490074158962277e-27,5.9708780999903839e-62,4.2404909702879686e-46,2.1183348510113578e-34,3.5212539609550962e-31,1.1177515494991785e-27,4.1576700758507845e-50,3.2820990990478263e-53,2.5217884111160409e-30,2.7968609671687922e-34,6.4609399171644139e-38,5.4680542630483626e-41,7.5596480262911364e-30,2.113517357197453e-32,8.3748420587327691e-27,7.2309685344846124e-14,4.643304569921353e-43,3.9675354734749527e-37,1.7381072383200458e-24,1.0865057826941694e-35,3.2716328654962954e-39,1.6297911003983917e-28,1.7334049042034525e-36,0.35999999999999999,0.0,0.0098898070956389139,0.10880293796612737,4.6969478851772455e-15,1.000086119929634e-15,3.4357127018386786e-13,2.1694952719971358e-22,0.0,6.9206317083836012e-16,7.2991351976732147e-30,8.8538148108733577e-29,3.320459153076469e-12,2.939959974474907e-21,0.0,4.7212447574845278e-28,0.0,0.0,0.0,3.1510502483827695e-68,3.2833604900831432e-08,9.0725098100164e-08,7.3130372242261806e-09,5.9960579076268989e-08,2.0681490488705803e-09,7.202929374821997e-14,1.5000344085506446e-13,1.6010479757633334e-16,1.2026843654328053e-16,2.3714771652010119e-28,9.250862245209857e-30,1.8147304778422892e-20,1.3287222164317346e-18,5.2564311645753185e-31,9.0448046620105193e-21,8.0894568744371299e-20,3.2110218298074891e-21
6.217670887858926e-10,0.0011887619657402792,2.6643938275977639e-17,7.785430241945258e-20,2.0367866237888914e-20,1.083460623874835e-28,1.8915961944016406e-22,0.0,0.0,5.1188107989381716e-12,1.0360595654280381e-17,7.9254642728102733e-29,3.6080774450588454e-31,1.076993326271454e-27,6.6516825840596165e-62,4.5537543324138424e-46,2.260909197920495e-34,3.618480305082502e-31,1.1484796767806849e-27,4.4188843666034613e-50,3.4772243715433851e-53,2.591112759250637e-30,2.9198944073820256e-34,6.9370874806753667e-38,5.8333378490370096e-41,7.7674275789048393e-30,2.1991961982095501e-32,8.522644163263129e-27,7.4664173052655425e-14,4.9539153508699857e-43,4.3193511489543556e-37,1.8204447813128462e-24,1.1294110136503572e-35,3.4030199340525545e-39,1.6745823506851689e-28,1.9049504692175574e-36,0.35999999999999999,0.0,0.0098898044629990006,0.1088029368605543,4.8272916987916861e-15,1.0138406372089738e-15,3.4979439380430855e-13,2.2947653190847955e-22,0.0,7.203426999592646e-16,7.6449586920518698e-30,9.216209501384267e-29,3.4133206068986154e-12,3.1091137553736872e-21,0.0,4.9187399604537189e-28,0.0,0.0,0.0,3.4500242304461594e-68,3.3024883422646722e-08,9.1961112220642019e-08,7.4128351110426299e-09,6.1035687296686241e-08,2.0984822771092137e-09,7.4374448514761765e-14,1.5632658089982749e-13,1.6543560945138785e-16,1.2426953129266227e-16,2.4981547805389118e-28,9.7547731602453343e-30,1.9169503380696839e-20,1.3810255736867594e-18,5.538920808499789e-31,9.2012700708857739e-21,8.3085946582185604e-20,3.3390857900772565e-21
6.30138562905328e-10,0.0011887619629921604,2.7332622445947569e-17,7.947291392210352e-20,2.1365778313119565e-20,1.1542162402895217e-28,2.0107962657519001e-22,0.0,0.0,5.2454923863182084e-12,1.0863220769710446e-17,8.2281176936869785e-29,3.7063321604411334e-31,1.105449978002132e-27,7.398975427984683e-62,4.8853224089173162e-46,2.4108554931347544e-34,3.7174519259149089e-31,1.1797513491366496e-27,4.6928119944575113e-50,3.6811244419236141e-53,2.6616633096225837e-30,3.0463694609956892e-34,7.4404789065764288e-38,6.2179625407358524e-41,7.9788812225479304e-30,2.2872183716947087e-32,8.673734405264867e-27,7.7059409437609468e-14,5.2810150505015263e-43,4.6968896449120419e-37,1.9054419041958191e-24,1.1734343220371157e-35,3.5379387767851639e-39,1.7201655107534894e-28,2.0907744091222772e-36,0.35999999999999999,0.0,0.0098898018303609173,0.10880293575380721,4.9593899548610748e-15,1.0275984413801676e-15,3.5602631670570677e-13,2.4254050933750988e-22,0.0,7.4940109248692957e-16,8.0047570503805212e-30,9.58861914809357e-29,3.5075134315099993e-12,3.2858465461404508e-21,0.0,5.1217214524946565e-28,0.0,0.0,0.0,3.7734645636473434e-68,3.3214988206101896e-08,9.3197124515117459e-08,7.5126327645116286e-09,6.2111968106491719e-08,2.128815329837582e-09,7.6760186478044241e-14,1.6282178638545748e-13,1.7086096453533206e-16,1.2834152003504732e-16,2.6308091139434619e-28,1.0282972080378367e-29,2.0234369822916883e-20,1.4346164935824516e-18,5.8348292933496803e-31,9.3603387322024658e-21,8.5314018068821592e-20,3.4705613428451064e-21
6.385100370247635e-10,0.0011887619602412769,2.802975135706221e-17,8.110215622841424e-20,2.2398719427324897e-20,1.2285724698234807e-28,2.1357975119587821e-22,0.0,0.0,5.3735917472255665e-12,1.1383340062166984e-17,8.5385503164073234e-29,3.8063336410446994e-31,1.134388338561318e-27,8.2181784197803976e-62,5.2359850164672766e-46,2.5684414308826264e-34,3.8182085977070355e-31,1.2115787625855648e-27,4.9799179029462942e-50,3.8940883087423471e-53,2.7334675765217037e-30,3.1763234471412828e-34,7.9722247367761257e-38,6.6227202830079664e-41,8.1940914131866806e-30,2.3776254057525337e-32,8.8282429944916094e-27,7.9495445573680042e-14,5.6252823742723682e-43,5.101640510733991e-37,1.9931442004050317e-24,1.2185940201141154e-35,3.6764502122411376e-39,1.7665583551024481e-28,2.2918466463374259e-36,0.35999999999999999,0.0,0.0098897991977246642,0.10880293464594588,5.0932342110652779e-15,1.0413595415181018e-15,3.6226668870154187e-13,2.5615666573547279e-22,0.0,7.7924872637254848e-16,8.3789591074893544e-30,9.9711787176753658e-29,3.6030396965379973e-12,3.4704026198640339e-21,0.0,5.3302673921716872e-28,0.0,0.0,0.0,4.1230887816192042e-68,3.3403979308088868e-08,9.44331346836883e-08,7.6124301846336829e-09,6.3189361447903012e-08,2.1591485046978295e-09,7.9186558488727013e-14,1.6949121307794468e-13,1.7638098995249745e-16,1.3248449777035699e-16,2.7696802466282703e-28,1.083646628913268e-29,2.134307687732052e-20,1.4895074909469868e-18,6.1447009100004978e-31,9.5220612028472339e-21,8.7579387126810284e-20,3.6055056343040025e-21
6.468815111441989e-10,0.0011887619574877705,2.8735312825905168e-17,8.2741996618493379e-20,2.3467459299074626e-20,1.3066621848987272e-28,2.2668022660267194e-22,0.0,0.0,5.5031077089456274e-12,1.1921336284108083e-17,8.8568964507033063e-29,3.9081217292607866e-31,1.1638198229557792e-27,9.1150671723930565e-62,5.6065539304090383e-46,2.7339403556324048e-34,3.9207916253612763e-31,1.2439745894327793e-27,5.2806807470916489e-50,4.1164130551984445e-53,2.8065541487971237e-30,3.3097931997759843e-34,8.5334623644297366e-38,7.0484290949152687e-41,8.4131438279793442e-30,2.4704597646607013e-32,8.9863017886243252e-27,8.1972330368776545e-14,5.9874185905586944e-43,5.5351572259643469e-37,2.0835973213266478e-24,1.2649088620512083e-35,3.8186164578800213e-39,1.8137793526994751e-28,2.5091883787397299e-36,0.35999999999999999,0.0,0.0098897965650902343,0.10880293353702696,5.228815921765079e-15,1.0551239465162634e-15,3.6851517864720464e-13,2.7034042054814937e-22,0.0,8.0989593087740813e-16,8.7680016664504934e-30,1.0364022597224397e-28,3.699901469601638e-12,3.6630309919687772e-21,0.0,5.5444560593296145e-28,0.0,0.0,0.0,4.5007136434861566e-68,3.3591913395941074e-08,9.5669142701841104e-08,7.7122273714092891e-09,6.4267810652610857e-08,2.1894818239441982e-09,8.1653613242091123e-14,1.7633701493110561e-13,1.8199580669965004e-16,1.3669855492628647e-16,2.9150155508446837e-28,1.1416295622405713e-29,2.2496813108609093e-20,1.5457109868695481e-18,6.4690966042619741e-31,9.6864677474309016e-21,8.9882688382157575e-20,3.7439766639780358e-21
6.552529852636343e-10,0.0011887619547317767,2.9449294664373464e-17,8.4392404884186284e-20,2.4572775416450403e-20,1.3886213624624857e-28,2.4040172793103074e-22,0.0,0.0,5.6340391568719455e-12,1.2477596124407572e-17,9.1832937269915657e-29,4.0117377828272399e-31,1.193756298442704e-27,1.009578883016737e-61,5.9978631551454314e-46,2.907631303803603e-34,4.0252438633279863e-31,1.2769519841770796e-27,5.5955933677663089e-50,4.3484041804746741e-53,2.8809527031811658e-30,3.4468150588605623e-34,9.1253562051965733e-38,7.4959339492640717e-41,8.6361274051836593e-30,2.5657648859190401e-32,9.1480442802800073e-27,8.449011087623579e-14,6.3681482983201505e-43,5.9990590385570178e-37,2.1768469695249684e-24,1.3123980626461104e-35,3.9645011869494541e-39,1.8618476755801152e-28,2.7438740826397082e-36,0.35999999999999999,0.0,0.0098897939324576294,0.10880293242710448,5.3661264641090961e-15,1.0688916651137137e-15,3.7477147159856397e-13,2.851074071654287e-22,0.0,8.4135298402919977e-16,9.1723295553700355e-30,1.0767284561852433e-28,3.7981008164369453e-12,3.8639854553714207e-21,0.0,5.7643658554622079e-28,0.0,0.0,0.0,4.9082599968117843e-68,3.3778844255588259e-08,9.6905148822089138e-08,7.8120243248389519e-09,6.5347261933638562e-08,2.2198150328049995e-09,8.416139758799103e-14,1.8336134362212421e-13,1.8770553045392626e-16,1.4098377808792407e-16,3.0670698359026299e-28,1.2023532230495939e-29,2.3696782976863209e-20,1.6032393099506922e-18,6.8085944739474944e-31,9.8535951066380924e-21,9.2224559762759766e-20,3.8860334258459834e-21
6.636244593830697e-10,0.0011887619519734233,3.0171684695193598e-17,8.6053352925050169e-20,2.5715452972439261e-20,1.4745891208029798e-28,2.5476537791994385e-22,0.0,0.0,5.7663850271376322e-12,1.305251018487741e-17,9.517883233578817e-29,4.1172246948187066e-31,1.2242100895635924e-27,1.1166882511452378e-61,6.4107692264598889e-46,3.0897990489378004e-34,4.1316097359733867e-31,1.3105245898736187e-27,5.9251633415549289e-50,4.5903759759462818e-53,2.9566940186425361e-30,3.5874248641468529e-34,9.7490979135369521e-38,7.9661078040103271e-41,8.8631343871451016e-30,2.663585221794283e-32,9.3136055820265083e-27,8.7048832576190885e-14,6.768220327171327e-43,6.4950330184509806e-37,2.2729388926089114e-24,1.3610813181753942e-35,4.1141695921230122e-39,1.9107832081114375e-28,2.9970338029155582e-36,0.35999999999999999,0.0,0.0098897912998268528,0.10880293131622989,5.5051571615222107e-15,1.0826627059190567e-15,3.8103526624620982e-13,3.0047347456682853e-22,0.0,8.7363011040857112e-16,9.592395674702396e-30,1.1181097746443307e-28,3.8976398025456671e-12,4.0735246134650624e-21,0.0,5.9900753034754963e-28,0.0,0.0,0.0,5.3477639131654506e-68,3.3964823250390615e-08,9.8141153148255003e-08,7.9118210449231724e-09,6.6427663926521735e-08,2.2501480251981717e-09,8.6709956809116075e-14,1.9056634728792819e-13,1.9351027341031202e-16,1.4534025126782714e-16,3.2261055058689014e-28,1.2659280893660717e-29,2.4944206978687926e-20,1.6621046974043864e-18,7.1637901498069415e-31,1.0023501486238081e-20,9.4605626955776668e-20,4.0317359993457025e-21
6.719959335025051e-10,0.0011887619492128275,3.0902470759953128e-17,8.7724814832879502e-20,2.6896284889355466e-20,1.5647077540283589e-28,2.6979275096465906e-22,0.0,0.0,5.9001443095514e-12,1.3646472975193557e-17,9.8608096474488191e-29,4.2246269135873801e-31,1.255193983227148e-27,1.2335299535039107e-61,6.846151494689666e-46,3.2807341394495671e-34,4.2399352578680213e-31,1.3447065444817688e-27,6.2699135117587743e-50,4.8426518739011126e-53,3.0338099907056272e-30,3.7316579684468597e-34,1.0405906627832052e-37,8.4598526250590987e-41,9.0942603631859389e-30,2.7639662790591419e-32,9.4831224090983884e-27,8.9648539317372304e-14,7.1884086301155561e-43,7.0248360670498775e-37,2.3719188843864548e-24,1.410978826168567e-35,4.2676884462021704e-39,1.9606065562343181e-28,3.2698554040125364e-36,0.35999999999999999,0.0,0.0098897886671978977,0.10880293020445185,5.6458992781890505e-15,1.0964370774046e-15,3.8730627545224632e-13,3.1645468744125397e-22,0.0,9.0673748216800856e-16,1.0028661031871684e-29,1.160559465830597e-28,3.9985204937569598e-12,4.2919119014689088e-21,0.0,6.2216630470966023e-28,0.0,0.0,0.0,5.8213850356688091e-68,3.4149899225009553e-08,9.9377155442903665e-08,8.0116175316624552e-09,6.7508967785434473e-08,2.2804810362978358e-09,8.929933456265965e-14,1.9795417061050094e-13,1.9941014445675902e-16,1.4976805586257007e-16,3.3923926980433606e-28,1.3324680504975722e-29,2.6240321603573463e-20,1.7223192958333404e-18,7.5352969568505064e-31,1.019624305952854e-20,9.7026527110045529e-20,4.1811454577054199e-21
6.803674076219406e-10,0.0011887619464501047,3.1641640704869407e-17,8.9406767157239821e-20,2.8116071892743156e-20,1.6591227604578304e-28,2.8550587595098718e-22,0.0,0.0,6.0353160518989328e-12,1.4259882941837368e-17,1.0212221344546208e-28,4.3339904601617656e-31,1.2867212331827535e-27,1.3608420961866992e-61,7.3049123501260536e-46,3.4807329283046625e-34,4.3502680514734099e-31,1.3795124864039969e-27,6.6303824447274845e-50,5.1055647462931542e-53,3.1123336439450433e-30,3.8795492565783675e-34,1.109702916757251e-37,8.9781002686433301e-41,9.3296043070302149e-30,2.8669546525307948e-32,9.6567330644027765e-27,9.2289273133150408e-14,7.629513053779458e-43,7.5902966556226421e-37,2.4738327887308855e-24,1.4621113020364718e-35,4.4251261532886781e-39,2.0113390555284292e-28,3.5635865076083649e-36,0.35999999999999999,0.0,0.0098897860345707692,0.10880292909181613,5.7883440028681434e-15,1.1102147878900494e-15,3.9358422793538742e-13,3.3306732446628243e-22,0.0,9.4068522118091489e-16,1.0481594779527082e-29,1.204090720415941e-28,4.1007449546692796e-12,4.5194156039077607e-21,0.0,6.4592078507962644e-28,0.0,0.0,0.0,6.3314056091889693e-68,3.4334118203893893e-08,1.0061315551652859e-07,8.1114137850572984e-09,6.8591127484692812e-08,2.3108142533498622e-09,9.1929572699103839e-14,2.0552695643965488e-13,2.0540524756200724e-16,1.5426726952319357e-16,3.5662093976810809e-28,1.4020905340646237e-29,2.7586379161662436e-20,1.7838951619716982e-18,7.9237461459486358e-31,1.0371849422270846e-20,9.948793382865078e-20,4.3343237624693982e-21
6.88738881741376e-10,0.001188761943685365,3.238918236616817e-17,9.1099188713717876e-20,2.9375622513343126e-20,1.7579828702021708e-28,3.0192724041859436e-22,0.0,0.0,6.1718993536691979e-12,1.4893142493571309e-17,1.0572270508541206e-28,4.4453629440526236e-31,1.3188055639980018e-27,1.4994075018496538e-61,7.7879774383371401e-46,3.6900976068461374e-34,4.4626573632388254e-31,1.414957559517032e-27,7.0071248981064365e-50,5.3794572279160423e-53,3.1922991433346405e-30,4.0311331450452893e-34,1.1823740172438281e-37,9.5218133591729301e-41,9.5692686107941944e-30,2.9725980581472059e-32,9.8345774271861536e-27,9.4971074375416577e-14,8.0923601043901274e-43,8.1933165121615721e-37,2.5787264966330229e-24,1.5144999955523935e-35,4.5865527993286415e-39,2.0630027785366957e-28,3.8795363963277317e-36,0.35999999999999999,0.0,0.0098897834019454657,0.10880292797836641,5.9324824598987158e-15,1.1239958455543462e-15,3.9986886705161614e-13,3.50327877522517e-22,0.0,9.7548339812604456e-16,1.0951674268408115e-29,1.2487166678360652e-28,4.2043152475206672e-12,4.7563088828280047e-21,0.0,6.7027886003073369e-28,0.0,0.0,0.0,6.8802302866617882e-68,3.4517523609300904e-08,1.0184915358632253e-07,8.2112098051082048e-09,6.9674099600738299e-08,2.3411474569022613e-09,9.4600711396358214e-14,2.1328684660557872e-13,2.1149568150121529e-16,1.5883796617174429e-16,3.7478415633606047e-28,1.4749164914648935e-29,2.8983647766539857e-20,1.8468442637382118e-18,8.3297873584595937e-31,1.0550342330131385e-20,1.0199053815033401e-19,4.491333858689653e-21
6.971103558608114e-10,0.0011887619409187138,3.3145083580574135e-17,9.2802060005565656e-20,3.0675753011551228e-20,1.8614400789838531e-28,3.1907979666583131e-22,0.0,0.0,6.309893354041595e-12,1.554665798655984e-17,1.0941113263859654e-28,4.5587935809547001e-31,1.3514611754005893e-27,1.6500558554189485e-61,8.2962959355513056e-46,3.909136249123224e-34,4.5771540816613861e-31,1.4510574188059797e-27,7.4007124072281215e-50,5.6646821247373092e-53,3.2737418069563868e-30,4.1864435674033313e-34,1.2587342271293484e-37,1.0091986383310689e-40,9.8133591230448318e-30,3.0809453735296045e-32,1.0016796940184552e-26,9.7693982117110769e-14,8.5778039021381431e-43,8.8358726309707937e-37,2.6866459374771654e-24,1.568166711072008e-35,4.7520402140955805e-39,2.1156205429658258e-28,4.2190783416036907e-36,0.35999999999999999,0.0,0.0098897807693219871,0.10880292686414451,6.0783057430953852e-15,1.1377802584704394e-15,4.0615994712088063e-13,3.6825305358412108e-22,0.0,1.0111420290701382e-15,1.1439385100566314e-29,1.2944503719452169e-28,4.3092334335868983e-12,5.0028698141474481e-21,0.0,6.9524843028294328e-28,0.0,0.0,0.0,7.4703994548465669e-68,3.470015691825244e-08,1.0308514996260563e-07,8.311005591815679e-09,7.0757842655201174e-08,2.3714803343756322e-09,9.7312789558507147e-14,2.2123598059342961e-13,2.1768154203964887e-16,1.6348021759775567e-16,3.9375832838811863e-28,1.5510703580562756e-29,3.0433411535706962e-20,1.9111784814444954e-18,8.7540890553992883e-31,1.0731771061970863e-20,1.0453501235528237e-19,4.6522398581656604e-21
7.054818299802468e-10,0.001188761938150244,3.3909332208584627e-17,9.4515363076634148e-20,3.2017287350704469e-20,1.9696496884544989e-28,3.3698696732925849e-22,0.0,0.0,6.4492972314082118e-12,1.6220839687330754e-17,1.131890983368221e-28,4.6743332143589846e-31,1.384702747624371e-27,1.8136663308573636e-61,8.8308408820411331e-46,4.1381628586242929e-34,4.6938107593111581e-31,1.4878282372438747e-27,7.8117339915047542e-50,5.9616028823562294e-53,3.3566981215186339e-30,4.3455139791179784e-34,1.3389166359310584e-37,1.0689647046754652e-40,1.0061985195272909e-29,3.1920466863951513e-32,1.0203534590548788e-26,1.0045803425497944e-13,9.0867273648071417e-43,9.5200196962274076e-37,2.7976370767304789e-24,1.6231338314316832e-35,4.9216620449301456e-39,2.1692159217001155e-28,4.5836524453317405e-36,0.35999999999999999,0.0,0.0098897781367003283,0.10880292574918986,6.2258049239198784e-15,1.1515680346131565e-15,4.1245723249384983e-13,3.8685977674436106e-22,0.0,1.0476710750090348e-15,1.1945221163564733e-29,1.3413048304090998e-28,4.4155015751273628e-12,5.2593814136181062e-21,0.0,7.2083740862809875e-28,0.0,0.0,0.0,8.1046075039946244e-68,3.488205782934352e-08,1.0432114444861443e-07,8.4108011451802224e-09,7.1842316948097858e-08,2.4018130802721251e-09,1.00065844916709e-13,2.2937649409171099e-13,2.2396292317572086e-16,1.6819409407386138e-16,4.1357369467860911e-28,1.6306802031722962e-29,3.1936970688315956e-20,1.9769096087076276e-18,9.1973386905934109e-31,1.0916195581809344e-20,1.0712202668728418e-19,4.8171069875824209e-21
7.138533040996823e-10,0.0011887619353800512,3.4681916119048206e-17,9.6239081804920692e-20,3.3401057256130207e-20,2.0827703268690238e-28,3.5567264721245866e-22,0.0,0.0,6.5901102081753053e-12,1.6916101798714388e-17,1.1705824623861768e-28,4.792034328087928e-31,1.4185454445878218e-27,1.991169050587292e-61,9.392609339562346e-46,4.3774973896143185e-34,4.8126816255796544e-31,1.5252867097823408e-27,8.2407965424139481e-50,6.2705938379202478e-53,3.4412057513580578e-30,4.5083773751758957e-34,1.4230571745288891e-37,1.1315857027242158e-40,1.031525970885455e-29,3.3059533203308624e-32,1.039493489925416e-26,1.0326326730601133e-13,9.6200428647847611e-43,1.0247891438692122e-36,2.9117459202519715e-24,1.679424330556707e-35,5.0954937958854247e-39,2.2238132486113419e-28,4.9747672089726889e-36,0.35999999999999999,0.0,0.0098897755040804943,0.10880292463353984,6.3749710337462998e-15,1.1653591818414822e-15,4.1876049941499268e-13,4.0616518641657667e-22,0.0,1.0850804440964898e-15,1.246968465740938e-29,1.3892929775097921e-28,4.523121733700562e-12,5.5261316474872947e-21,0.0,7.4705371992904396e-28,0.0,0.0,0.0,8.7856994009117471e-68,3.5063263929417412e-08,1.055571367613816e-07,8.5105964652023327e-09,7.2927484891144938e-08,2.432145975297726e-09,1.0285991382874956e-13,2.3771052052399394e-13,2.3033991527713948e-16,1.7297966310200139e-16,4.3426133229419533e-28,1.7138778370182258e-29,3.3495641375849322e-20,2.0440493529621056e-18,9.6602429378991009e-31,1.110366347011482e-20,1.0975227287924931e-19,4.9860014858647754e-21
7.222247782191177e-10,0.0011887619326082228,3.5462823174126755e-17,9.7973202010499226e-20,3.4827902250355005e-20,2.200963984013752e-28,3.7516120755515184e-22,0.0,0.0,6.7323315513315345e-12,1.7632862489392507e-17,1.2102026365734935e-28,4.9119510663493726e-31,1.4530049188928217e-27,2.1835475926564554e-61,9.9826226586598959e-46,4.6274657873295042e-34,4.9338226071025224e-31,1.5634500597353447e-27,8.6885255008439237e-50,6.592040672304019e-53,3.5273035528396491e-30,4.6750663037103029e-34,1.5112946367577286e-37,1.1971713270279594e-40,1.0573299118176744e-29,3.422717878679465e-32,1.0591143905585165e-26,1.0610971633313879e-13,1.0178693359329918e-42,1.1021702913692076e-36,3.0290185157909221e-24,1.7370617949875801e-35,5.2736128944325524e-39,2.279437627851399e-28,5.3940022030134852e-36,0.35999999999999999,0.0,0.0098897728714624836,0.1088029235172298,6.5257950569597219e-15,1.179153707892207e-15,4.2506953670649293e-13,4.2618663568043351e-22,0.0,1.1233799928183089e-15,1.3013286146865828e-29,1.4384276856071095e-28,4.6320959687865918e-12,5.8034134583548247e-21,0.0,7.7390530113234102e-28,0.0,0.0,0.0,9.5166697649753678e-68,3.5243810571119568e-08,1.0679312692829736e-07,8.6103915518825181e-09,7.4013311130199756e-08,2.4624789898020745e-09,1.0569503120629513e-13,2.4624019249130251e-13,2.3681260410226423e-16,1.778369888406269e-16,4.5585317198381864e-28,1.8007988939303098e-29,3.5110755556694397e-20,2.1126093364736208e-18,1.014352812843655e-30,1.1294203277087716e-20,1.1242647096848896e-19,5.1589905827317423e-21
7.305962523385531e-10,0.0011887619298348432,3.6252041231871095e-17,9.9717711180296303e-20,3.6298669627212393e-20,2.3243960493621152e-28,3.9547750188272545e-22,0.0,0.0,6.8759605664135777e-12,1.8371543896920576e-17,1.2507688273098098e-28,5.0341392542320921e-31,1.4880973168227612e-27,2.3918417619109003e-61,1.0601926778635727e-45,4.8884000354652223e-34,5.0572913486629054e-31,1.6023360453029765e-27,9.1555656177518786e-50,6.9263409250417395e-53,3.6150315890722651e-30,4.84561286454722e-34,1.6037707008931717e-37,1.2658349433807074e-40,1.0836223494703369e-29,3.5423942928575395e-32,1.0792309151558969e-26,1.0899741513718963e-13,1.0763653650457276e-42,1.1843752959011078e-36,3.1495009487679474e-24,1.7960704476082126e-35,5.4560987649220055e-39,2.3361149433470704e-28,5.8430110014407693e-36,0.35999999999999999,0.0,0.009889770238846296,0.10880292240029339,6.6782679467812265e-15,1.1929516203965051e-15,4.3138414401968082e-13,4.4694169172298598e-22,0.0,1.1625795246487302e-15,1.3576544616992292e-29,1.488721763413638e-28,4.7424263383309384e-12,6.0915247989678358e-21,0.0,8.0140010127408634e-28,0.0,0.0,0.0,1.0300672291573895e-67,3.5423731185553668e-08,1.080291152020815e-07,8.7101864052212746e-09,7.5099762232613036e-08,2.4928118688060976e-09,1.085712307047454e-13,2.5496764160406668e-13,2.4338107201135606e-16,1.8276613299230173e-16,4.7838201571465887e-28,1.8915828554555188e-29,3.6783661056778047e-20,2.1826010975104172e-18,1.0647940685601549e-30,1.148784220642014e-20,1.151453512198809e-19,5.3361425965074065e-21
