Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870),S(1888),S(1972)
3.091973923499425e-05,0.0011993211560836717,1.2281789321722881e-13,5.5884102808597347e-12,1.7921036547892784e-08,8.8325560348889618e-14,1.3781516965839224e-05,0.0,0.0,1.359196894945653e-06,0.00010932659286319666,1.1512386675803191e-10,6.5461931017259032e-14,3.243195780101459e-14,1.1300277901874541e-37,2.0929147152566032e-26,1.5515325233342009e-17,1.7313009712556566e-12,1.1677464920845641e-10,5.3529906261392323e-20,2.9622798415224552e-26,2.3177882478405792e-13,1.1427200427222479e-25,3.528986586604913e-20,1.7392999941498689e-14,4.3811461739345318e-14,3.3099873732422277e-12,2.289209569368056e-14,3.8185061794160774e-06,4.8982241453201805e-14,1.168166380787514e-15,4.5353103919701457e-14,1.3816463959821238e-18,5.4432190723402949e-18,5.2561963081779513e-13,1.058662425693165e-11,0.35999999999999999,0.0,0.005402296351916561,0.10651500489124965,1.0915253320141773e-11,5.5563180376697024e-09,1.2251911137935151e-10,2.2304679273396208e-07,0.0,1.9928150652854546e-09,2.9002421705891405e-16,5.6087002816535106e-14,0.0022662181284965372,1.7035710255878464e-07,0.0,2.7897165757096101e-14,0.0,0.0,0.0,6.4789984002599349e-37,3.0993858706646864e-06,2.1140838564291364e-05,2.7946277813586226e-05,1.968151487305736e-05,5.0491458722045409e-07,3.4070381258147916e-07,0.0021313132915818686,7.7341295088478902e-10,5.8010142471917925e-10,9.9792704826472415e-10,4.5788298411178407e-11,3.2535337021112128e-06,4.1464342459507489e-09,2.2721397384167329e-12,2.4984156087701287e-11,4.2722482752190385e-09,2.1794106824199245e-06,1.1613718383537306e-05
3.1453226057562885e-05,0.0011992706368552245,1.222982814325085e-13,5.7998299059325239e-12,1.8207263051210831e-08,9.0751749971914197e-14,1.4182404751294113e-05,0.0,0.0,1.358909559907929e-06,0.00011073302062039623,1.2099778359801277e-10,6.9234536468877884e-14,3.3490635920484074e-14,-5.7626902711240989e-38,-5.8123899668578673e-27,1.6324956740766865e-17,1.8148229984601522e-12,1.2272129180714254e-10,5.720629153765487e-20,3.5143222379669141e-26,2.4356914129896373e-13,1.189736067651632e-25,3.7487357517497439e-20,1.8660195817347921e-14,4.5499570949762709e-14,3.4809033781763685e-12,2.3636495729226407e-14,3.8690053169760657e-06,5.2405528194894579e-14,1.208856653285291e-15,4.5681167759822663e-14,1.4476435392067963e-18,5.7989644452450491e-18,5.4303632023790029e-13,1.1100132315980478e-11,0.35999999999999999,0.0,0.0053604938440291279,0.10649307396443786,1.0868284821402931e-11,5.6118731050326431e-09,1.216150110963164e-10,2.2702789998699055e-07,0.0,1.9922532093942888e-09,2.9349981310999623e-16,5.6947842220705986e-14,0.0022882130036879522,1.7239862977939788e-07,0.0,2.8712596900878508e-14,0.0,0.0,0.0,6.8615993718406366e-37,3.0764913778234097e-06,2.096611870868557e-05,2.7717535616851675e-05,1.9533305049079974e-05,5.0065966852216177e-07,3.4078925749178212e-07,0.0021512459607560671,7.734802140613225e-10,5.8015198951695328e-10,1.0288521443681918e-09,4.7199517150164657e-11,3.2999728420705872e-06,4.18667909234289e-09,2.34216818591997e-12,2.5217025921806271e-11,4.3145485789548735e-09,2.2430856121772769e-06,1.1951111698099795e-05
3.193336419787466e-05,0.0011992258462445733,1.2184055737727101e-13,5.9935725603321702e-12,1.8464203349705636e-08,9.2973644632145868e-14,1.4546362730891848e-05,0.0,0.0,1.3586554248665428e-06,0.00011198878852461751,1.2644605072389475e-10,7.27606760126359e-14,3.4455648824297717e-14,2.5571513075923225e-38,5.2536293806563821e-27,1.7076137496876635e-17,1.8920603887625892e-12,1.2823628059001277e-10,6.0668763936836666e-20,3.5870980772569955e-26,2.5450335114205576e-13,1.2042396264006987e-25,3.9545341194881194e-20,1.9861060210220395e-14,4.7048473429335821e-14,3.6394956327120636e-12,2.4314955066882364e-14,3.914136724728512e-06,5.5635060271776866e-14,1.246004681292031e-15,4.5969728311907199e-14,1.508787400283045e-18,6.1329264458452837e-18,5.589180158781345e-13,1.1575078634551776e-11,0.35999999999999999,0.0,0.0053234145201101887,0.10647361217600593,1.0827171655830267e-11,5.6611974195714815e-09,1.2081271814004708e-10,2.3060696899373549e-07,0.0,1.9918502378949343e-09,2.9660214080910913e-16,5.7716628112228155e-14,0.0023077289108271175,1.7422090323872663e-07,0.0,2.9453057495953748e-14,0.0,0.0,0.0,7.2184669207501408e-37,3.0561752388462188e-06,2.0811212988510422e-05,2.7514580277542516e-05,1.9401820599303711e-05,4.9688834018413174e-07,3.4086452870808313e-07,0.0021689115800215689,7.7353855949350479e-10,5.8019585265414511e-10,1.0569986534803233e-09,4.8483714172986577e-11,3.341455994232685e-06,4.2223880722078723e-09,2.4058934755974202e-12,2.5423410115252657e-11,4.3521166545791327e-09,2.3009031787663617e-06,1.2257413696983262e-05
3.241350233818643e-05,0.001199181683069352,1.2139207749386265e-13,6.1905839997719756e-12,1.8720517590352524e-08,9.5232694550154179e-14,1.4913268691731993e-05,0.0,0.0,1.35840545223703e-06,0.00011323520658781094,1.3204945045397275e-10,7.6413521166901375e-14,3.5432247667352445e-14,-2.2082131620567441e-38,6.1749418000698834e-27,1.7848867405290534e-17,1.9712730213043356e-12,1.3390758205295946e-10,6.428130289880846e-20,3.7775462332903268e-26,2.6574722134271747e-13,1.2241609352460761e-25,4.1681439186959899e-20,2.1121217583770018e-14,4.8625493368195937e-14,3.8026617958394327e-12,2.5001414137931763e-14,3.9589711689021936e-06,5.900956012573978e-14,1.2836480557241974e-15,4.6252104536578043e-14,1.571620709777701e-18,6.4803122288428875e-18,5.7499424073483749e-13,1.2062246243696019e-11,0.35999999999999999,0.0,0.0052868386394215178,0.10645440638502866,1.0787111185166927e-11,5.7098950380277327e-09,1.2002100017049477e-10,2.3418236556231717e-07,0.0,1.9915420458586737e-09,2.9968061732478922e-16,5.8479855473415259e-14,0.0023269856273572722,1.7602916677133191e-07,0.0,3.0199656733999421e-14,0.0,0.0,0.0,7.5873881901415866e-37,3.0361271560854435e-06,2.0658478558556658e-05,2.7314350280575026e-05,1.9272102260579854e-05,4.9317084281851536e-07,3.4093828146562406e-07,0.0021863233267937193,7.7359485693840195e-10,5.8023817830810692e-10,1.0854401797679054e-09,4.9781158985663853e-11,3.3826475514957339e-06,4.257622795986119e-09,2.4702761554233617e-12,2.5626828270098724e-11,4.3892192354871187e-09,2.3591969487011609e-06,1.2566186687205164e-05
3.2893640478498205e-05,0.0011991381345421092,1.2095269884152257e-13,6.3908500304857435e-12,1.8976208222158886e-08,9.7529729913424762e-14,1.5283080405020914e-05,0.0,0.0,1.3581595773284071e-06,0.00011447240692826609,1.3780980109204811e-10,8.0195784834597915e-14,3.6420280153899989e-14,1.6514680065124506e-37,1.3638530908226952e-26,1.8643338014793721e-17,2.052476488283095e-12,1.3973699224363963e-10,6.8047678535355501e-20,3.9383743859493619e-26,2.7730431291473268e-13,1.2454817348037512e-25,4.3897156069428894e-20,2.2442717377275704e-14,5.0230672502543344e-14,3.9704564248482814e-12,2.5695790050880273e-14,4.0035125461819311e-06,6.2533139545586649e-14,1.3217832156783064e-15,4.6528446335579132e-14,1.6361623611739364e-18,6.8414090370522473e-18,5.9126320596486793e-13,1.2561735107357451e-11,0.35999999999999999,0.0,0.0052507559727676852,0.10643545141682301,1.0748077412535219e-11,5.757978167532748e-09,1.1923964744464637e-10,2.3775413535011579e-07,0.0,1.9913262616252646e-09,3.0273571487587727e-16,5.9237616271700983e-14,0.0023459883851064765,1.7782369775341535e-07,0.0,3.0952311561093882e-14,0.0,0.0,0.0,7.9685412254569893e-37,3.0163418082483279e-06,2.0507870813167196e-05,2.7116810889937157e-05,1.914411440221722e-05,4.8950605261851084e-07,3.4101053859011494e-07,0.0022034863578863128,7.7364913162333829e-10,5.8027898542737849e-10,1.1141744715002527e-09,5.1091748025729307e-11,3.4235513439929999e-06,4.2923928367546753e-09,2.5353110863541112e-12,2.5827340635228403e-11,4.4258659470566421e-09,2.4179602175184439e-06,1.2877395141720783e-05
3.337377861880998e-05,0.001199095188212284,1.2052228285768386e-13,6.5943556870916831e-12,1.9231277629266902e-08,9.9865592424369055e-14,1.5655756494769654e-05,0.0,0.0,1.3579177371719354e-06,0.00011570051892758135,1.4372890369910245e-10,8.4110196722194658e-14,3.7419742527091514e-14,-1.9663719992481368e-37,-7.0071765574214411e-27,1.9459745965651379e-17,2.1356860760965316e-12,1.4572628892777084e-10,7.1972086829878492e-20,4.405137191465323e-26,2.8917815095291093e-13,1.2794525408817636e-25,4.6194319338382242e-20,2.3827648418550321e-14,5.1864043283985789e-14,4.1429335689975599e-12,2.6398025677978918e-14,4.0477646764874537e-06,6.6209957292444714e-14,1.3604066193132676e-15,4.6798899208553867e-14,1.7024409095379301e-18,7.2165489413635013e-18,6.0772308573811097e-13,1.3073643652962583e-11,0.35999999999999999,0.0,0.0052151565670263619,0.10641674223506047,1.0710035190781402e-11,5.8054586980308001e-09,1.1846845645903658e-10,2.4132232306012859e-07,0.0,1.9912005820934564e-09,3.0576789239676081e-16,5.9990000996803572e-14,0.00236474227616264,1.7960476575797219e-07,0.0,3.1710940622815586e-14,0.0,0.0,0.0,8.3621024699752329e-37,2.9968140318122385e-06,2.0359346372147242e-05,2.6921926057392779e-05,1.9017822324216165e-05,4.858928701138795e-07,3.4108132214152905e-07,0.0022204056919865644,7.7370140751239803e-10,5.8031829201462284e-10,1.1431993215707083e-09,5.2415379428883564e-11,3.4641711267950987e-06,4.3267075119201638e-09,2.600993213609683e-12,2.60250058455415e-11,4.4620661548084763e-09,2.4771864257277199e-06,1.3191004241435121e-05
3.385391675912175e-05,0.00119905283197763,1.2010069023026358e-13,6.801086037026325e-12,1.9485728214722878e-08,1.0224113478259076e-13,1.6031256416459246e-05,0.0,0.0,1.3576798704940493e-06,0.00011691966930039597,1.4980854792275354e-10,8.8159505327253249e-14,3.843040683620798e-14,3.3098526978887241e-37,1.6532535312910835e-26,2.0298262839663239e-17,2.2209167682112039e-12,1.5187723698995691e-10,7.6057936124941833e-20,4.3939639013409218e-26,3.0137223673609819e-13,1.2921855108078025e-25,4.8573926255572312e-20,2.5278138973312427e-14,5.3525666912213922e-14,4.3201467846409783e-12,2.710805870595241e-14,4.0917313048509854e-06,7.004421860628196e-14,1.3995147451928215e-15,4.7063604332477481e-14,1.7704659704169041e-18,7.6059740406831329e-18,6.2437273002379244e-13,1.3598068795431803e-11,0.35999999999999999,0.0,0.0051800307365517479,0.10639827393733191,1.0672975242961017e-11,5.8523482113385297e-09,1.1770722736021548e-10,2.4488697248874573e-07,0.0,1.9911627524658825e-09,3.0877759592415854e-16,6.0737098635625678e-14,0.0023832522572164155,1.8137263278220645e-07,0.0,3.2475464221215404e-14,0.0,0.0,0.0,8.7682467671140893e-37,2.9775387542327368e-06,2.0212862995138207e-05,2.6729658487271279e-05,1.8893192323978747e-05,4.8233024242266874e-07,3.4115065306062722e-07,0.0022370862139265224,7.7375170725589254e-10,5.8035611508070379e-10,1.1725125649325805e-09,5.3751954316492846e-11,3.5045105820995498e-06,4.3605758910790554e-09,2.6673176306298444e-12,2.621988097259349e-11,4.4978289704998592e-09,2.5368691114605099e-06,1.3506979901298468e-05
3.4334054899433524e-05,0.0011990110540459082,1.196877891384791e-13,7.0110259126236424e-12,1.9739562406875287e-08,1.0465722044752573e-13,1.6409540436768686e-05,0.0,0.0,1.3574459176659461e-06,0.00011812998216021201,1.5605051016203201e-10,9.2346476986263208e-14,3.9452363666491712e-14,-5.5206301405018037e-37,-1.5029526494747471e-26,2.1159092567737145e-17,2.3081832489436946e-12,1.581915871825968e-10,8.0309946940046089e-20,4.9790590637354559e-26,3.1389004386731749e-13,1.3344273450649309e-25,5.1038406163993434e-20,2.6796357018878785e-14,5.5215601685055702e-14,4.5021492627102486e-12,2.7825809918547694e-14,4.1354161032287505e-06,7.4040174708330311e-14,1.4391040935367087e-15,4.7322698925230129e-14,1.8402804651493293e-18,8.0100708546586865e-18,6.4121085168518475e-13,1.4135105963266839e-11,0.35999999999999999,0.0,0.0051453690552279016,0.10638004175145298,1.0636847133884769e-11,5.8986579904185492e-09,1.1695576865100574e-10,2.4844812656113043e-07,0.0,1.9912106182735922e-09,3.1176525901441306e-16,6.1478996722883834e-14,0.0024015231535597535,1.8312755349221518e-07,0.0,3.3245804273873531e-14,0.0,0.0,0.0,9.1871473644795443e-37,2.9585111198881182e-06,2.0068379602892419e-05,2.6539969703732495e-05,1.8770191521778602e-05,4.7881711674776885e-07,3.412185509676036e-07,0.0022535326786559812,7.738000501912524e-10,5.8039246916073246e-10,1.2021120802140781e-09,5.5101374155800516e-11,3.5445733212097978e-06,4.3940068034976381e-09,2.7342794478791368e-12,2.641202156967498e-11,4.5331632631539484e-09,2.5970019933571995e-06,1.382528866714411e-05
3.48141930397453e-05,0.0011989698429430936,1.192834426521584e-13,7.2241594213915884e-12,1.9992782507053324e-08,1.071147235451177e-13,1.6790569611729197e-05,0.0,0.0,1.3572158206117783e-06,0.00011933157909139451,1.6245655109459718e-10,9.6673894261125581e-14,4.0485262788715737e-14,9.5803896388100504e-37,3.4896341656944392e-26,2.2042377884053835e-17,2.3974999032180167e-12,1.6467107290346242e-10,8.4731197085482644e-20,4.6655401381866045e-26,3.267350112373012e-13,1.3346814700507395e-25,5.3588193074481264e-20,2.8384510176646641e-14,5.6933879846500478e-14,4.6889937997760178e-12,2.8551220980361948e-14,4.1788226725249781e-06,7.8202122283648375e-14,1.4791711878515915e-15,4.7576316433644241e-14,1.9118782802067795e-18,8.4290382140355176e-18,6.5823569689042045e-13,1.4684849122228669e-11,0.35999999999999999,0.0,0.0051111623473414879,0.10636204103065541,1.0601658323738843e-11,5.9443990288806686e-09,1.1621388974487482e-10,2.5200582733483651e-07,0.0,1.9913420361095829e-09,3.1473130316262906e-16,6.2215781267559198e-14,0.0024195596635414531,1.8486977546984713e-07,0.0,3.4021884269422042e-14,0.0,0.0,0.0,9.618975916473997e-37,2.9397262886305873e-06,1.9925856153950537e-05,2.635282041852188e-05,1.8648788041988325e-05,4.7535250969583008e-07,3.4128503459579651e-07,0.0022697497156403297,7.7384645561199723e-10,5.8042736874210231e-10,1.2319957843353157e-09,5.6463544688517989e-11,3.5843628861126306e-06,4.4270088460140582e-09,2.8018739881497495e-12,2.6601481725224246e-11,4.5680776624898886e-09,2.6575788382607395e-06,1.4145897825995217e-05
3.529433118005707e-05,0.001198929187481109,1.1888752834698129e-13,7.4404702113263149e-12,2.0245390851229316e-08,1.0961452843277692e-13,1.7174305762529138e-05,0.0,0.0,1.3569895227401566e-06,0.00012052457922863867,1.690284158511975e-10,1.0114455591003788e-13,4.1529327013176743e-14,1.8888535150851952e-37,1.0989401883344493e-26,2.2948324383362488e-17,2.4888808168151862e-12,1.7131741138528025e-10,8.9326781452172559e-20,5.2504170057773408e-26,3.3991054650361976e-13,1.365516441054221e-25,5.6226264812434036e-20,3.0044845539279113e-14,5.8680535883653215e-14,4.8807326967632058e-12,2.9284226992105066e-14,4.2219545446975781e-06,8.2534402908933341e-14,1.5197125765330483e-15,4.7824586355011912e-14,1.9853148973069438e-18,8.8633022818532054e-18,6.7544571289985354e-13,1.524739079909886e-11,0.35999999999999999,0.0,0.0050774016775788572,0.10634426724931609,1.0567345846178551e-11,5.9895820428680216e-09,1.1548141001749797e-10,2.5556011600282654e-07,0.0,1.9915549707061052e-09,3.1767613834897859e-16,6.2947536750239501e-14,0.0024373663634127784,1.865995395326966e-07,0.0,3.4803629218898807e-14,0.0,0.0,0.0,1.0063902486797797e-36,2.9211796848357209e-06,1.9785253736205533e-05,2.616817096438864e-05,1.8528950668531736e-05,4.7193541095062106e-07,3.4135012223757865e-07,0.0022857418337063218,7.7389094062993635e-10,5.8046082669369783e-10,1.262161636893742e-09,5.7838370444371933e-11,3.6238827511404376e-06,4.4595903922455168e-09,2.8700965137784776e-12,2.678831411662006e-11,4.6025805741947238e-09,2.7185936269423086e-06,1.4468775216292842e-05
3.572645550633767e-05,0.0011988930636408568,1.1853830682439944e-13,7.6378527277248405e-12,2.0472217266256849e-08,1.1190125985695802e-13,1.7521951812562256e-05,0.0,0.0,1.3567890573906282e-06,0.00012159102562314115,1.7508630497904205e-10,1.0529295185094051e-13,4.2478298694796925e-14,-2.3479069664406295e-38,4.5191636440855726e-27,2.3783171065291886e-17,2.5728999840061418e-12,1.7744318215735095e-10,9.361472848995818e-20,5.5660626521099061e-26,3.5205395655421981e-13,1.3898851092419266e-25,5.8676593591183606e-20,3.1602752253652805e-14,6.0276822763397675e-14,5.0575252389978074e-12,2.9950368774795172e-14,4.2605412282625643e-06,8.6582714401964515e-14,1.5566025160109377e-15,4.8043561189649885e-14,2.0529822621503715e-18,9.2674146276971059e-18,6.9109189085446448e-13,1.5764696372320287e-11,0.35999999999999999,0.0,0.0050473912413899662,0.10632846123373832,1.0537214306417207e-11,6.0297782825655123e-09,1.1483006527426305e-10,2.587560918256445e-07,0.0,1.9918146267129672e-09,3.20308686114099e-16,6.3601885408158459e-14,0.002453199591903057,1.8814586936957424e-07,0.0,3.5511982433553442e-14,0.0,0.0,0.0,1.0475674484703689e-36,2.9046876340648507e-06,1.9660322666056825e-05,2.6004090753185295e-05,1.8422411026082576e-05,4.6889986817222914e-07,3.4140752214942e-07,0.0022999460659379211,7.7392934999839231e-10,5.8048971736891479e-10,1.2895504834802971e-09,5.9086458679337119e-11,3.6592228544707624e-06,4.4885610044839066e-09,2.9320299847504403e-12,2.6954258960808591e-11,4.6332881390328582e-09,2.7738764284218871e-06,1.476127820420056e-05
3.615857983261827e-05,0.0011988573733209833,1.181957205755402e-13,7.8377829844679556e-12,2.0698551744925311e-08,1.1422363875276733e-13,1.7871733406795854e-05,0.0,0.0,1.3565915855742434e-06,0.00012265068668168111,1.8128116684028189e-10,1.0956171947551715e-13,4.3436059539761261e-14,-4.1301537165502631e-37,-3.8962310073982198e-27,2.4636611250424945e-17,2.6586122236953663e-12,1.8370671288747602e-10,9.8049763240373426e-20,5.9414263902146348e-26,3.6447030595712615e-13,1.4154115946198085e-25,6.1200386982094506e-20,3.3222672658211631e-14,6.1896157463860282e-14,5.2383617171548007e-12,3.062255979048209e-14,4.2989106940042399e-06,9.0775775700820926e-14,1.5938713798504787e-15,4.8258395834231198e-14,2.122162202996468e-18,9.6843440767767014e-18,7.0688588648934774e-13,1.6292508016752911e-11,0.35999999999999999,0.0,0.0050177288595528004,0.10631283233278799,1.0507770649476823e-11,6.0695384181871192e-09,1.1418606093923806e-10,2.619493654024926e-07,0.0,1.9921372424448061e-09,3.2292466082926299e-16,6.4252287099252399e-14,0.0024688534554670231,1.8968246437621197e-07,0.0,3.6224812136144418e-14,0.0,0.0,0.0,1.0898314088710048e-36,2.8883816216281472e-06,1.9536889933327169e-05,2.5841973683762472e-05,1.8317093851081126e-05,4.6590136613695008e-07,3.4146381799298368e-07,0.0023139747944048035,7.7396623000270418e-10,5.8051745997889742e-10,1.3171648117888155e-09,6.0344657901747883e-11,3.6943497023348948e-06,4.5172034228772378e-09,2.9944651894905947e-12,2.7118153367717919e-11,4.6636748448276531e-09,2.8295048605958966e-06,1.5055570454405531e-05
3.659070415889887e-05,0.0011988221089487489,1.178596795040977e-13,8.0402484080209621e-12,2.0924395922111045e-08,1.165823300613822e-13,1.8223624231257859e-05,0.0,0.0,1.3563970690185103e-06,0.00012370364439824011,1.8761424512545996e-10,1.1395293272088544e-13,4.4402496788153061e-14,2.4401385903234149e-37,1.207632885783222e-26,2.5508752977944941e-17,2.746027192723634e-12,1.9010922413921067e-10,1.0263476204435823e-19,6.0223143119295141e-26,3.7716201811081061e-13,1.4303591343672781e-25,6.3798492909136165e-20,3.4906327164519307e-14,6.3538565784919793e-14,5.4232793684893296e-12,3.1300753764154747e-14,4.3370653798447445e-06,9.5116843156825696e-14,1.6315167078572382e-15,4.8469177419615264e-14,2.1928650618522966e-18,1.0114299766198271e-17,7.2282662744998774e-13,1.6830890287693955e-11,0.35999999999999999,0.0,0.0049884084894914645,0.1062973774841776,1.0479006135149376e-11,6.1088697151495541e-09,1.1354927240433877e-10,2.6513996507536326e-07,0.0,1.9925214262188636e-09,3.2552433871141195e-16,6.4898800170468444e-14,0.0024843310506918142,1.9120948679949089e-07,0.0,3.6942066678381893e-14,0.0,0.0,0.0,1.1331941990183524e-36,2.8722584830418878e-06,1.9414929180488229e-05,2.568179039628527e-05,1.8212978135115812e-05,4.6293924941429008e-07,3.4151902179390963e-07,0.0023278310693394333,7.7400159229317892e-10,5.8054406327575386e-10,1.3450032107648398e-09,6.1612903815254914e-11,3.7292656936105621e-06,4.5455233134559042e-09,3.0573989375262954e-12,2.7280032974576544e-11,4.6937463720006352e-09,2.8854747238694349e-06,1.5351629851330311e-05
3.7022828485179467e-05,0.001198787263138818,1.1753009872586972e-13,8.2452361847987164e-12,2.1149751491919007e-08,1.1897800473366911e-13,1.8577598427184974e-05,0.0,0.0,1.3562054703024164e-06,0.0001247499793121977,1.9408677406200402e-10,1.1846867557123805e-13,4.5377640171609363e-14,-2.2929162294998431e-37,2.2789519576836856e-27,2.6399717209469915e-17,2.8351543564032295e-12,1.9665192637632086e-10,1.0737301391433708e-19,6.4367228793572572e-26,3.9013149672154995e-13,1.4550012057918979e-25,6.64726093985441e-20,3.6655462139028759e-14,6.520407010973506e-14,5.6123151489533605e-12,3.1984902558732263e-14,4.3750076826613e-06,9.9609201289684507e-14,1.66953605902567e-15,4.867599080468294e-14,2.2651182738015474e-18,1.0557538863125112e-17,7.3891302598050756e-13,1.737990685381567e-11,0.35999999999999999,0.0,0.0049594242279501098,0.10628209369589726,1.0450891558155902e-11,6.1477792772788274e-09,1.1291957931855567e-10,2.6832791867582624e-07,0.0,1.9929658307930555e-09,3.2810798932065743e-16,6.5541481979980782e-14,0.002499635403258402,1.9272709497595859e-07,0.0,3.7663695316398987e-14,0.0,0.0,0.0,1.1776677850906411e-36,2.8563151704641205e-06,1.9294414688761925e-05,2.5523511580368257e-05,1.8110043290071554e-05,4.6001285862541122e-07,3.4157314532538218e-07,0.002341517870929179,7.7403544761866752e-10,5.8056953534190951e-10,1.3730642938746981e-09,6.2891132110547399e-11,3.7639731868840379e-06,4.5735262125737943e-09,3.1208280375371418e-12,2.7439932599661875e-11,4.7235082696718557e-09,2.9417819200711999e-06,1.5649434633331348e-05
3.7454952811460066e-05,0.0011987528286803437,1.1720689089233742e-13,8.4527332680939361e-12,2.1374620130496009e-08,1.2141133963628564e-13,1.8933630581636603e-05,0.0,0.0,1.3560167528592048e-06,0.00012578977053932387,2.0069997875346723e-10,1.2311104195047513e-13,4.636134364399266e-14,3.9281498950167292e-37,1.336827557821249e-26,2.7309601812580149e-17,2.9260029896394226e-12,2.0333601997497323e-10,1.1226733647781225e-19,6.5712404699168212e-26,4.0338112589401971e-13,1.4714492346869925e-25,6.9223369868289256e-20,3.847184988149563e-14,6.689269161337267e-14,5.8055057267240495e-12,3.2674959852448892e-14,4.4127399591246535e-06,1.04256162502809e-13,1.707927012030434e-15,4.8878918797641919e-14,2.3389283073618435e-18,1.1014260487339565e-17,7.551440120164321e-13,1.7939620511205818e-11,0.35999999999999999,0.0,0.0049307703073004335,0.10626697804416246,1.0423423928185273e-11,6.1862740506405534e-09,1.1229686217509129e-10,2.7151325353555053e-07,0.0,1.9934691161074613e-09,3.3067587572111534e-16,6.6180388869427542e-14,0.0025147694697899526,1.9423544342672145e-07,0.0,3.8389648191671145e-14,0.0,0.0,0.0,1.2232640306751269e-36,2.8405486463354977e-06,1.9175321306573374e-05,2.5367108034866781e-05,1.8008269260786019e-05,4.5712157467801546e-07,3.4162620012166406e-07,0.0023550381111302034,7.7406780739288239e-10,5.8059388474938495e-10,1.4013466959456837e-09,6.4179280965457128e-11,3.7984745012618643e-06,4.6012175301380162e-09,3.1847494218898936e-12,2.7597886264783469e-11,4.7529659578153467e-09,2.9984223830013281e-06,1.594896345268666e-05
3.7887077137740665e-05,0.001198718798516404,1.1688997417053988e-13,8.6627264273409294e-12,2.1599003431183222e-08,1.2388301734886974e-13,1.9291695717574454e-05,0.0,0.0,1.3558308809638498e-06,0.00012682309580462471,2.0745507513188302e-10,1.2788213559406099e-13,4.7353627253226653e-14,-4.134745399242396e-37,4.4816590062167271e-29,2.8238519959825205e-17,3.0185821775842648e-12,2.1016269552425085e-10,1.1732097889698059e-19,7.0672530720285093e-26,4.1691327075527398e-13,1.5011811877262965e-25,7.2052484922562815e-20,4.0357288603938379e-14,6.8604451605370059e-14,6.0028874883964193e-12,3.3370879676549213e-14,4.4502645265580302e-06,1.0906106677592274e-13,1.7466871658652265e-15,4.9078042135694593e-14,2.4143217191011289e-18,1.148471495729649e-17,7.7151854490369188e-13,1.8510093193561118e-11,0.35999999999999999,0.0,0.004902441091739697,0.10625202767177573,1.0396575639589379e-11,6.2243608280721815e-09,1.1168100590799125e-10,2.7469599649803099e-07,0.0,1.9940299929192694e-09,3.3322825468136657e-16,6.6815576199165228e-14,0.0025297361397546665,1.9573468297470952e-07,0.0,3.9119876310889696e-14,0.0,0.0,0.0,1.269994697199798e-36,2.824955999011832e-06,1.9057624495438666e-05,2.5212550715370803e-05,1.7907636380277193e-05,4.5426476696901154e-07,3.416781974511263e-07,0.0023683946355631583,7.7409868184620949e-10,5.8061711919153755e-10,1.4298490756770567e-09,6.5477288115743326e-11,3.8327719172486055e-06,4.6286025532650667e-09,3.2491600006975296e-12,2.7753927215972531e-11,4.7821247320748417e-09,3.0553921523297888e-06,1.6250195291708157e-05
