Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381)
2.2695064538882116e-10,0.0013286718165733918,2.2558443215682298e-11,6.7796498941884456e-15,6.7796207980031092e-15,4.7304952412219949e-20,6.6663035328208341e-19,0.0,0.0,5.5897446649175294e-09,6.3098238993383513e-13,5.3387623254735887e-23,1.4222075753133083e-23,2.1328234162272342e-21,6.5209727058760171e-41,1.4248367427057247e-30,1.4321103021366004e-23,9.5752190393426117e-24,2.1202527431964123e-21,9.3206363290137555e-39,1.2739310404598189e-39,1.7034400564876963e-23,3.0062476814645465e-22,1.3077993087093849e-26,3.0723754164673996e-32,3.1456832725760126e-23,6.5131764202132443e-28,1.6629390674304112e-19,1.3191524853865483e-08,1.4669243590174326e-30,5.4336889216003687e-26,2.2195402296145762e-16,6.235864804028145e-28,1.4280079372302773e-30,5.2996943824971977e-22,2.1444188355346943e-25,0.35999999999999999,0.0,0.0098604706450083814,0.1088009163195723,8.1425355316000398e-12,1.2354645950274806e-12,1.1982149751974859e-08,4.4258002051234024e-16,0.0,4.6821380932990185e-13,3.2746848920791141e-22,4.2139325629901651e-25,3.060236895735795e-09,5.9070869552907296e-17,0.0,5.9437235438546179e-22,0.0,0.0,0.0,0.0,1.234397207210563e-05,1.4347202197207176e-05,7.3185858348716881e-07,2.0279025804312699e-06,4.9894131739835173e-08,1.3180152478334596e-08,2.8166865287511298e-10,7.0483811669003946e-12,4.1474750209631393e-12,3.7318739007752947e-21,1.8349655141327011e-23,1.7629888635685972e-13
2.333894668263911e-10,0.001328671623932749,2.3830673994205491e-11,7.3634534514686298e-15,7.3634203179869066e-15,5.4298482767332112e-20,7.651060205224656e-19,0.0,0.0,5.9076245619959479e-09,7.0448956200499249e-13,6.3336979466753806e-23,1.6154975929217755e-23,2.4987312865582647e-21,8.2190250007616613e-41,1.6566576717235001e-30,1.6317513710475567e-23,1.141822247762119e-23,2.4857656412406358e-21,1.2187057788249286e-38,1.6198633523545624e-39,1.9928662084563041e-23,3.3040839271787946e-22,1.517833186836165e-26,3.9196128661587528e-32,3.6876933358003293e-23,7.8662015585697995e-28,1.8917988538337485e-19,1.4119125090203424e-08,1.7072510945264911e-30,6.5075582441660832e-26,2.4454158256036091e-16,7.5243592116317709e-28,1.7247757294702271e-30,6.2139028059202479e-22,2.5648944977248643e-25,0.35999999999999999,0.0,0.0098596355159871977,0.10880084566861567,8.3845726890367509e-12,1.3252240381658428e-12,1.24681686524049e-08,5.0311378785560352e-16,0.0,4.9510165554607185e-13,3.614912285091603e-22,4.5801057062680569e-25,3.2445821910278699e-09,6.5792543928809687e-17,0.0,6.4764254884607077e-22,0.0,0.0,0.0,0.0,1.2680829198983172e-05,1.4752821207563231e-05,7.5258098055575826e-07,2.0967277060212746e-06,5.1374565373515495e-08,1.4106917674053302e-08,3.0827316540347864e-10,7.5590516018897388e-12,4.4487632434984129e-12,4.2113224720471736e-21,2.0777906419483591e-23,1.9934292524099868e-13
2.3982828826396107e-10,0.0013286714313642414,2.5137223176529095e-11,7.9797151041434875e-15,7.9796774892393811e-15,6.209425919901633e-20,8.7487073894070599e-19,0.0,0.0,6.2342265048386327e-09,7.8422261896256488e-13,7.4783504143042072e-23,1.828665493707753e-23,2.91391741275274e-21,1.0292630318591187e-40,1.9180864227067834e-30,1.8530465490645268e-23,1.3549865672301795e-23,2.900766519486336e-21,1.5816007013020023e-38,2.0458660180828425e-39,2.320961947543346e-23,3.6215038493946977e-22,1.7545222969879495e-26,4.965946159464262e-32,4.3030317713243011e-23,9.4488112344394852e-28,2.1438766093021331e-19,1.5082032825686078e-08,1.9786210876828508e-30,7.7549573952440334e-26,2.6869175375568134e-16,9.0298700262297047e-28,2.0719378988921819e-30,7.2520083544660945e-22,3.0526278275216395e-25,0.35999999999999999,0.0,0.0098588005333106327,0.10880077499957336,8.6272831075588529e-12,1.4185275791765135e-12,1.2956915414148699e-08,5.6987499069628839e-16,0.0,5.2274373235894111e-13,3.9818049178491441e-22,4.9669899260604623e-25,3.434786571973943e-09,7.3071136380282464e-17,0.0,7.0407776605847568e-22,0.0,0.0,0.0,0.0,1.3017564379698177e-05,1.5158364862957636e-05,7.7330111008101592e-07,2.1655608051206349e-06,5.2854722812458144e-08,1.5068956148554872e-08,3.365049940955754e-10,8.0898071843749797e-12,4.7619369891230347e-12,4.7399868472108971e-21,2.3463121319935536e-23,2.246319929620843e-13
2.46267109701531e-10,0.001328671238880015,2.6478040733672327e-11,8.6292981593612108e-15,8.6292555822581429e-15,7.0759167253829046e-20,9.9686554549062645e-19,0.0,0.0,6.569547747362763e-09,8.705220503426545e-13,8.7901462503966633e-23,2.0631277025059134e-23,3.3832678820790216e-21,1.2810848495106139e-40,2.2119126838805628e-30,2.0977392599230194e-23,1.6005523489783487e-23,3.3701952471102301e-21,2.0380316812496114e-38,2.5674192347488527e-39,2.6915399233071348e-23,3.9591432725675482e-22,2.0204157767060504e-26,6.2504655151426431e-32,4.9990088577829239e-23,1.1291617679108838e-27,2.4207100796880598e-19,1.6080418851786049e-08,2.2840233452191441e-30,9.1979823397003202e-26,2.9446295440833866e-16,1.0781015446239453e-27,2.4762240732011155e-30,8.4263984293264922e-22,3.6160652697997805e-25,0.35999999999999999,0.0,0.0098579656969965731,0.10880070431664987,8.87066276641307e-12,1.5153939591026092e-12,1.3448205459567437e-08,6.4330284650457104e-16,0.0,5.5114034030347868e-13,4.3767696495810555e-22,5.375169221097675e-25,3.630888247277952e-09,8.0936551476646167e-17,0.0,7.6377734920686051e-22,0.0,0.0,0.0,0.0,1.3354181817242781e-05,1.5563833119945675e-05,7.9401897242671184e-07,2.2343976279953608e-06,5.433460389907741e-08,1.606643837870775e-08,3.6641179209279077e-10,8.6407527926693351e-12,5.0870587683348044e-12,5.3216769259449063e-21,2.6425845976915768e-23,2.5231292421746173e-13
2.52705931139101e-10,0.001328671046490354,2.7853076422255716e-11,9.3130646655771005e-15,9.3130166068083727e-15,8.0363678749408483e-20,1.132081995572373e-18,0.0,0.0,6.9135855716252277e-09,9.6373730067180975e-13,1.0287973441025912e-22,2.3203583651817301e-23,3.9119837201360101e-21,1.5852979085069357e-40,2.541098511848292e-30,2.367671549823312e-23,1.8823756432890151e-23,3.8993135404704623e-21,2.6085519834454199e-38,3.2024319839049925e-39,3.1086581944766597e-23,4.3176346892922421e-22,2.3182344730726134e-26,7.8184972774135941e-32,5.7834099251323336e-23,1.3428244361507914e-27,2.723884391802653e-19,1.7114442347191783e-08,2.6266418399347786e-30,1.0860818712776381e-25,3.2191387168694092e-16,1.2809177428993336e-27,2.945028081963876e-30,9.7502701975640911e-22,4.2644360968330092e-25,0.35999999999999999,0.0,0.0098571310070629161,0.10880063362339915,9.1147075483244066e-12,1.6158406484044274e-12,1.3941866277518831e-08,7.2385387085988216e-16,0.0,5.8029176455780418e-13,4.8012508040952933e-22,5.805229152560036e-25,3.8329253927428456e-09,8.9419475771275756e-17,0.0,8.2684128680310034e-22,0.0,0.0,0.0,0.0,1.3690685063661222e-05,1.596922593512326e-05,8.1473456795664498e-07,2.3032345754540689e-06,5.5814208475666035e-08,1.7099523234952035e-08,3.9804115020928192e-10,9.211986183283146e-12,5.4241868468671899e-12,5.9604010443011243e-21,2.9687734981626309e-23,2.8253754744207055e-13
2.5914475257667093e-10,0.001328670854203985,2.9262279803033551e-11,1.0031875407517875e-14,1.0031821306828952e-14,9.0981941912554616e-20,1.2815634423948392e-18,0.0,0.0,7.2663372817933944e-09,1.0642267617828844e-12,1.1992258195991465e-22,2.6018899542039665e-23,4.5055901357099719e-21,1.9509728972597091e-40,2.9087834414008585e-30,2.6647879001406894e-23,2.2046497908707932e-23,4.4937147029945784e-21,3.3174866639802332e-38,3.9715381221457521e-39,3.5766275414056652e-23,4.6976070255023979e-22,2.6508784748930936e-26,9.7223793216276584e-32,6.6645096060796014e-23,1.58955195861916e-27,3.0550315750770797e-19,1.8184251631618612e-08,3.0098627447980085e-30,1.2769873382249505e-25,3.511034438417279e-16,1.5148672819076734e-27,3.486451053417488e-30,1.1237655375129762e-21,5.0078000761865999e-25,0.35999999999999999,0.0,0.0098562964635275606,0.10880056292282389,9.3594132603055535e-12,1.7198839297517776e-12,1.443773660109414e-08,8.1200203024648729e-16,0.0,6.1019827469532468e-13,5.2567301607193799e-22,6.2577568829997342e-25,4.0409361528275952e-09,9.8551377596212341e-17,0.0,8.9337021214283016e-22,0.0,0.0,0.0,0.0,1.4027077119376961e-05,1.6374543265125918e-05,8.3544789703464278e-07,2.3720685995917586e-06,5.7293536384709303e-08,1.816835873436429e-08,4.3144059990422246e-10,9.8035984544482904e-12,5.7733755220581645e-12,6.660371187867438e-21,3.327158165240045e-23,3.154626909953222e-13
2.655835740142409e-10,0.0013286706620283283,3.0705600258193742e-11,1.0786589901596969e-14,1.0786529155789626e-14,1.0269187122913996e-19,1.4464063129891871e-18,0.0,0.0,7.6278001990486543e-09,1.1723577650746616e-12,1.3925043355628557e-22,2.9093138600387596e-23,5.1699456531342229e-21,2.3884474122238959e-40,3.3182895719987317e-30,2.9911391438308047e-23,2.5719246769797705e-23,5.1593332668704419e-21,4.1934941420943595e-38,4.8984185048282822e-39,4.10001870230368e-23,5.0996854261492521e-22,3.0214348667029949e-26,1.2022306533927679e-31,7.6510859343327626e-23,1.8733675906214884e-27,3.4158300726973404e-19,1.9289984868831887e-08,3.4372818178856743e-30,1.4953910196203649e-25,3.8209084319136126e-16,1.7836928985033238e-27,4.1093458605113167e-30,1.29034447819051e-21,5.8570965472185618e-25,0.35999999999999999,0.0,0.0098554620664084002,0.10880049221745969,9.6047756512111072e-12,1.8275389751912055e-12,1.4935665646559847e-08,9.0823889147218025e-16,0.0,6.4086012450236022e-13,5.7447269437300522e-22,6.733341215882953e-25,4.2549586420583845e-09,1.0836450682452257e-16,0.0,9.6346540278655184e-22,0.0,0.0,0.0,0.0,1.4363360517268092e-05,1.677978506662791e-05,8.5615896002456168e-07,2.4408971197742851e-06,5.8772587468938844e-08,1.9273082742985706e-08,4.6665761595489011e-10,1.0415674478202019e-11,6.1346753804590358e-12,7.4260082035635491e-21,3.7201348298658713e-23,3.5125018821173333e-13
2.7202239545181083e-10,0.0013286704699696803,3.2182987007530573e-11,1.1578066391744552e-14,1.1577998352462818e-14,1.1557523700681896e-19,1.6277613808929659e-18,0.0,0.0,7.9979716572340981e-09,1.2885065737234709e-12,1.6110068408598466e-22,3.2442809695860404e-23,5.9112511306354221e-21,2.909461964919178e-40,3.7731266314113192e-30,3.3488864853322015e-23,2.9891265077460876e-23,5.9024545346975217e-21,5.2701925637401086e-38,6.0101504884160679e-39,4.6836695319613411e-23,5.5244910596254721e-22,3.4331857083519022e-26,1.4787250192013277e-31,8.752434287035159e-23,2.1986555260813694e-27,3.8080042439677631e-19,2.0431770723408032e-08,3.9127119510103088e-30,1.7444189888333205e-25,4.1493546022312982e-16,2.0914663846842672e-27,4.8233629015507312e-30,1.4763412664035467e-21,6.8241948929456469e-25,0.35999999999999999,0.0,0.0098546278157233252,0.10880042150944653,9.8507904266943859e-12,1.9388199181987966e-12,1.5435512406885064e-08,1.0130737680381114e-15,0.0,6.7227755184769928e-13,6.2667978103327552e-22,7.2325726358042687e-25,4.4750309463003316e-09,1.18891894601736e-16,0.0,1.037228780063325e-21,0.0,0.0,0.0,0.0,1.4699537394567955e-05,1.7184951296341783e-05,8.7686775729028661e-07,2.5097179507888773e-06,6.0251361571156699e-08,2.0413823631934988e-08,5.0373961885232394e-10,1.1048293303874214e-11,6.5081335383830243e-12,8.2619470098530333e-21,4.1502196477340283e-23,3.9006688143623781e-13
2.784612168893808e-10,0.0013286702780333805,3.3694389123558342e-11,1.2407161845627895e-14,1.2407085817085738e-14,1.2971775464965752e-19,1.8268350354883284e-18,0.0,0.0,8.3768489991587616e-09,1.4130583748473974e-12,1.8572851100497289e-22,3.6085022325312023e-23,6.736058663201307e-21,3.5273062807698382e-40,4.2769970170567448e-30,3.740305624345906e-23,3.4615781078786832e-23,6.7297240194414223e-21,6.5868563854574366e-38,7.3375862741884168e-39,5.3326920817882204e-23,5.9726409397774011e-22,3.8896162446531819e-26,1.8095955394435738e-31,9.9783811689645175e-23,2.5701819796748571e-27,4.2333238594472181e-19,2.1609728974106133e-08,4.4401908961977991e-30,2.0274614144949109e-25,4.4969688874072749e-16,2.4426070219857789e-27,5.6389972118982247e-30,1.6834240779411195e-21,7.9219464053567322e-25,0.35999999999999999,0.0,0.0098537937114902066,0.10880035080059038,1.009745326187239e-11,2.053739920939826e-12,1.5937144996008508e-08,1.1270338636843756e-15,0.0,7.0445077859778233e-13,6.8245368372283531e-22,7.7560433494011598e-25,4.7011911239019354e-09,1.3016735304673226e-16,0.0,1.1147629085948405e-21,0.0,0.0,0.0,0.0,1.5035609554020465e-05,1.7590041911017787e-05,8.9757428919573121e-07,2.5785292417322376e-06,6.172985853413928e-08,2.1590700890175384e-08,5.4273397694517608e-10,1.1701528534770092e-11,6.8937938664637813e-12,9.1730418051772795e-21,4.6200517240635398e-23,4.3208462512718402e-13
2.8490003832695074e-10,0.0013286700862239558,3.5239755545624882e-11,1.3274731951240897e-14,1.3274647187891669e-14,1.4520917364341986e-19,2.0448905479800238e-18,0.0,0.0,8.7644295734919496e-09,1.5464072716257317e-12,2.1340770616315767e-22,4.0037492163994826e-23,7.6512803686998938e-21,4.2569763615178876e-40,4.8338008157386416e-30,4.167790983958802e-23,3.9950197398005046e-23,7.6481567812544065e-21,8.189188910718674e-38,8.9157615996779784e-39,6.0524796001373563e-23,6.4447477645014448e-22,4.3944233495612848e-26,2.2038020823417885e-31,1.133929783639311e-22,2.993116834110176e-27,4.6936035900283325e-19,2.2823971086308174e-08,5.0239891851709291e-30,2.3481873843572514e-25,4.8643491200253396e-16,2.8419004408901675e-27,6.567636905331975e-30,1.9133542242728287e-21,9.164237544542234e-25,0.35999999999999999,0.0,0.0098529597537269035,0.10880028009241419,1.0344759811930592e-11,2.172311237009431e-12,1.6440440040647432e-08,1.2506644133077986e-15,0.0,7.3738001057274202e-13,7.4195755057788703e-22,8.3043473269906481e-25,4.9334772067227824e-09,1.4222547492256659e-16,0.0,1.1961709958378612e-21,0.0,0.0,0.0,0.0,1.5371578515375086e-05,1.7995056867443259e-05,9.1827855610483736e-07,2.6473294245520707e-06,6.3208078200705937e-08,2.2803825696391712e-08,5.8368800835358354e-10,1.2375448679578785e-11,7.2916971991376066e-12,1.0164371274423676e-20,5.1323961373889965e-23,4.774802880992484e-13
2.913388597645207e-10,0.001328669894545248,3.6819035093092231e-11,1.4181631113838849e-14,1.4181536817986419e-14,1.621433662510908e-19,2.2832493340218579e-18,0.0,0.0,9.1607107321566601e-09,1.6889562753816328e-12,2.4443152313240312e-22,4.4318546511909641e-23,8.6641970563021389e-21,5.1153427717544886e-40,5.4476408026782664e-30,4.6338600432571944e-23,4.5956304424950671e-23,8.6651466599885544e-21,1.0130176737371157e-37,1.0784336270655468e-38,6.8487134521001243e-23,6.9414197697866879e-22,4.9515242086767083e-26,2.6715065119151532e-31,1.2846113758924036e-22,3.4730558471577273e-27,5.1907024908695993e-19,2.4074600746377081e-08,5.6686182577164721e-30,2.7105601458528625e-25,5.2520948978547944e-16,3.2945178967502058e-27,7.6216129389517997e-30,2.1679885127161755e-21,1.0566044587292466e-24,0.35999999999999999,0.0,0.0098521259424512557,0.10880020938620147,1.0592705720985198e-11,2.2945452699732964e-12,1.6945282115788293e-08,1.3845288214701841e-15,0.0,7.7106543753674901e-13,8.0535826857934096e-22,8.8780803449538157e-25,5.1719272010506673e-09,1.5510163327829382e-16,0.0,1.281556891643107e-21,0.0,0.0,0.0,0.0,1.5707445558706813e-05,1.8399996122441932e-05,9.3898055838157619e-07,2.716117170757762e-06,6.4686020413799822e-08,2.4053301452823281e-08,6.2664898266876177e-10,1.3070117480287178e-11,7.7018815301120775e-12,1.1241243793235698e-20,5.6901469622532247e-23,5.2643575498587385e-13
2.9777768120209064e-10,0.0013286697030005193,3.8432176477654623e-11,1.5128712453193527e-14,1.5128607772545049e-14,1.8061841591888751e-19,2.543292213007089e-18,0.0,0.0,9.5656898281268637e-09,1.8411172976352617e-12,2.7911353976078764e-22,4.8947129645051491e-23,9.7824667765312184e-21,6.1213306042760404e-40,6.1228274208838654e-30,5.1411577743301152e-23,5.2700498871638742e-23,9.7884754024619127e-21,1.2471032323039717e-37,1.2988068025101114e-38,7.72736995813584e-23,7.4632605980247031e-22,5.5650652433309083e-26,3.2241984165404835e-31,1.451032991798373e-22,4.0160434115970435e-27,5.7265234811291864e-19,2.5361714360892417e-08,6.3788388155755558e-30,3.1188527619513181e-25,5.6608074630710592e-16,3.8060359525185806e-27,8.8142501924556981e-30,2.4492815820230001e-21,1.2143489657660848e-24,0.35999999999999999,0.0,0.0098512922776810858,0.10880013868303295,1.0841286629534863e-11,2.420452628039861e-12,1.745156321984083e-08,1.5292087987165423e-15,0.0,8.0550723321583086e-13,8.7282646179787381e-22,9.4778400288931335e-25,5.4165790884147454e-09,1.688319810628596e-16,0.0,1.3710250878287586e-21,0.0,0.0,0.0,0.0,1.6043211761114929e-05,1.8804859632873478e-05,9.5968029638994664e-07,2.7848913547475476e-06,6.6163685016479679e-08,2.533922428400998e-08,6.7166412245516169e-10,1.37855942184479e-11,8.1243821949254229e-12,1.2409202629971778e-20,6.2963302906866178e-23,5.7913792700098889e-13
3.1065532407723055e-10,0.001328669320323596,4.1759839132919695e-11,1.7146827700162529e-14,1.714669946206998e-14,2.2260500378846231e-19,3.1342580696569657e-18,0.0,0.0,1.0401731238936955e-08,2.175967496704799e-12,3.6081342307102567e-22,5.9325775554803329e-23,1.2367633879314909e-20,8.6633403794085284e-40,7.6755503600139459e-30,6.2906842305346981e-23,6.8693129242383448e-23,1.2387269742508921e-20,1.8644904954300497e-37,1.8608703667306709e-38,9.7573712358827972e-23,8.5848396582527387e-22,6.9792556138929838e-26,4.6379885800891454e-31,1.8359902637168891e-22,5.3177267335637032e-27,6.9221595783612596e-19,2.8045745371970555e-08,8.0163960026605263e-30,4.0919368079223681e-25,6.5435454964134719e-16,5.0302285374661201e-27,1.1674096488646809e-29,3.1001655500471526e-21,1.5895861014372708e-24,0.35999999999999999,0.0,0.0098496253877283415,0.10879999728930746,1.1340336023188884e-11,2.6833260701090331e-12,1.8468044814513848e-08,1.8534346309117088e-15,0.0,8.7666054574157781e-13,1.0206664438357695e-21,1.075783940983264e-24,5.9246403486893485e-09,1.9900375363016828e-16,0.0,1.5626295560119474e-21,0.0,0.0,0.0,0.0,1.6714445107322351e-05,1.9614359247651269e-05,1.0010729810577225e-06,2.9223953775936217e-06,6.9118180763156835e-08,2.8020761968984284e-08,7.6804556112339701e-10,1.527918798154269e-11,9.0064615610823405e-12,1.5041757980795761e-20,7.6667770294957434e-23,6.9655507257542013e-13
3.2353296695237046e-10,0.0013286689382106822,4.5222331470294553e-11,1.9335876854747143e-14,1.9335720931127252e-14,2.7204116926204152e-19,3.8300703857741619e-18,0.0,0.0,1.1272532586652044e-08,2.554430861105332e-12,4.6145619591565287e-22,7.1337521700683133e-23,1.5475908136159231e-20,1.2083135302777397e-39,9.5307945984402891e-30,7.640255317007988e-23,8.8560024664967443e-23,1.5514891897283421e-20,2.7407214986499562e-37,2.6258001448457864e-38,1.2196447694317202e-22,9.8142180217869223e-22,8.6751055663622725e-26,6.5690539413280158e-31,2.2991948798895819e-22,6.9563944996121402e-27,8.2965925841059179e-19,3.0876706742131356e-08,9.9800654657492879e-30,5.3084419443677422e-25,7.5174019486831262e-16,6.5679700378244827e-27,1.5275678191081914e-29,3.8836870168126285e-21,2.0575463205965038e-24,0.35999999999999999,0.0,0.00984795908401076,0.10879985591689791,1.1841873259141333e-11,2.9610023787152823e-12,1.9489151562963969e-08,2.2283667697117322e-15,0.0,9.5084101918285638e-13,1.1869171560508089e-21,1.2149165150553422e-24,6.4579643701152301e-09,2.3304559778500037e-16,0.0,1.7718331588508407e-21,0.0,0.0,0.0,0.0,1.7385284183725441e-05,2.0423555367357528e-05,1.0424566130207286e-06,3.0598354743628923e-06,7.2071564186754372e-08,3.0849079142663413e-08,8.732092112597841e-10,1.6856625416262969e-11,9.9381710196243665e-12,1.8111278830824488e-20,9.2707001657562674e-23,8.313272560770946e-13
3.3641060982751036e-10,0.001328668556674856,4.8819240391213455e-11,2.170263838200985e-14,2.1702450113942349e-14,3.2987213336325695e-19,4.6440419320412227e-18,0.0,0.0,1.217807257511999e-08,2.9801222734396895e-12,5.8437352325682421e-22,8.5156661016250285e-23,1.9182979352659832e-20,1.662733767649019e-39,1.173102365417616e-29,9.2160971091610515e-23,1.1302165843472321e-22,1.9248466988796814e-20,3.9663350241730858e-37,3.6534265867102278e-38,1.5103706980744769e-22,1.1156048863932824e-21,1.0695006183927071e-25,9.1722337592882098e-31,2.8520369175773418e-22,8.9989985980773145e-27,9.8665713795108275e-19,3.3855151574565794e-08,1.2317818768031877e-29,6.8153980804312921e-25,8.5872353573353418e-16,8.4805610704584873e-27,1.9766884631453168e-29,4.819237528402729e-21,2.6358554247445494e-24,0.35999999999999999,0.0,0.0098462933666700163,0.10879971456979022,1.2345863857495479e-11,3.2535425935175497e-12,2.0514240915794534e-08,2.6593313937100928e-15,0.0,1.0280494722445042e-12,1.3730779178281299e-21,1.3656669414398173e-24,7.0168541773806799e-09,2.7127476794159851e-16,0.0,1.9994949008716166e-21,0.0,0.0,0.0,0.0,1.8055732944872989e-05,2.1232447648124402e-05,1.0838311951919816e-06,3.1972073012290235e-06,7.5023834034666548e-08,3.3824726683998308e-08,9.8753127767763161e-10,1.8518247130490385e-11,1.0919713612801134e-11,2.1671097438074662e-20,1.1137368925692204e-22,9.8513022888480891e-13
3.4928825270265027e-10,0.0013286681757236159,5.2550152011153535e-11,2.4253870007408254e-14,2.4253644160362035e-14,3.9711888390820717e-19,5.5905556888766124e-18,0.0,0.0,1.3118329804061559e-08,3.4567982478061928e-12,7.3331005470401218e-22,1.0096784627155658e-22,2.3571353196025465e-20,2.2597168377318595e-39,1.4322496204890244e-29,1.1046937197018437e-22,1.4289493827470609e-22,2.3672166340380922e-20,5.6577556323808474e-37,5.017576115820294e-38,1.8543604428335477e-22,1.2614903255118312e-21,1.3085958508617785e-25,1.2639225833932337e-30,3.5069428786378977e-22,1.1522037912482806e-26,1.1649496175204855e-18,3.698155445811185e-08,1.5082512796523127e-29,8.6664366805109146e-25,9.7579214290564178e-16,1.0837807835098778e-26,2.5316855503960362e-29,5.92798960639657e-21,3.3445573224616428e-24,0.35999999999999999,0.0,0.0098446282358473376,0.1087995732507597,1.2852273679562484e-11,3.5609991816209792e-12,2.1542749700466442e-08,3.1519600670060086e-15,0.0,1.1082864747088206e-12,1.5807076302219477e-21,1.5285238372384943e-24,7.6016124503899897e-09,3.1402095073837149e-16,0.0,2.2464840207813239e-21,0.0,0.0,0.0,0.0,1.8725794133918531e-05,2.2041035746626316e-05,1.1251967304849484e-06,3.3345077258103839e-06,7.7974989055933366e-08,3.6948176953887303e-08,1.1113873070508207e-09,2.0264345635402801e-11,1.1951263721761016e-11,2.5778802757591413e-20,1.3298454360262264e-22,1.1597198961334619e-12
3.6216589557779017e-10,0.001328667795364531,5.6414651896449873e-11,2.6996308687709036e-14,2.6996039404888525e-14,4.7488093447932134e-19,6.6851043380008327e-18,0.0,0.0,1.4093282749820471e-08,3.9883566699851378e-12,9.1245446918471067e-22,1.1896624578464818e-22,2.8730595996089164e-20,3.0357530205434577e-39,1.7355422074054154e-29,1.3164171828879882e-22,1.7910143190309677e-22,2.8877473687261698e-20,7.9631938283887929e-37,6.8085595601023727e-38,2.2586142009752433e-22,1.4195268516122903e-21,1.5899920416833801e-25,1.7205291952776627e-30,4.2774142401310429e-22,1.4612414471516254e-26,1.366340172782149e-18,4.0256321075122855e-08,1.8332232240596394e-29,1.0922391521199961e-24,1.1034350747774402e-15,1.371874147369254e-26,3.2117926950958486e-29,7.2329654350626377e-21,4.2063262768220315e-24,0.35999999999999999,0.0,0.0098429636916834949,0.10879943196170237,1.3361068987260683e-11,3.8834170876937646e-12,2.2574184274602605e-08,3.7121937289909012e-15,0.0,1.1915523513170578e-12,1.8114246898695197e-21,1.703979378287926e-24,8.2125415340651934e-09,3.616262464306776e-16,0.0,2.5136799799749513e-21,0.0,0.0,0.0,0.0,1.9395469614370513e-05,2.2849319320073368e-05,1.1665532218135468e-06,3.4717344956554371e-06,8.09250280013095e-08,4.0219833393736676e-08,1.2451522059035821e-09,2.2095171230453379e-11,1.3032970573829022e-11,3.0496406151531853e-20,1.5788125629029923e-22,1.3569322281611339e-12
3.750435384529301e-10,0.0013286674156015653,6.0412325273086318e-11,2.9936670592403935e-14,2.9936351346212766e-14,5.6433906546927635e-19,7.9443295476529645e-18,0.0,0.0,1.5102909750926495e-08,4.5788365363795188e-12,1.1264713323249235e-21,1.3935769711952399e-22,3.4757572254784385e-20,4.0347096278253592e-39,2.0884117865239121e-29,1.5602039445950393e-22,2.2267590333457605e-22,3.4963444778567515e-20,1.1069544613392921e-36,9.1359614823795102e-38,2.730706222342545e-22,1.5901547018577384e-21,1.919416988220001e-25,2.3156804616375705e-30,5.1780649834763239e-22,1.8368320590708651e-26,1.5926940714711135e-18,4.3679796682776337e-08,2.2130658552758722e-29,1.3651924832693519e-24,1.2421426764125937e-15,1.7212357733778348e-26,4.0387655722903508e-29,8.7591040010355336e-21,5.2466874659723844e-24,0.35999999999999999,0.0,0.0098412997343187633,0.10879929070388666,1.3872216485681432e-11,4.220834660728193e-12,2.3608111861654567e-08,4.3462866222973023e-15,0.0,1.2778471859038155e-12,2.066906895821438e-21,1.8925294623946171e-24,8.8499434461480722e-09,4.1444514879750056e-16,0.0,2.8019724513060811e-21,0.0,0.0,0.0,0.0,2.0064760621979517e-05,2.3657298026206169e-05,1.2079006720921426e-06,3.6088859865350843e-06,8.3873949623191733e-08,4.3640038998581453e-08,1.389200254986891e-09,2.4010937197309712e-11,1.4164961337876549e-11,3.5890506852691115e-20,1.8643146148776918e-22,1.5786831550045658e-12
