Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870)
7.666484063383697e-10,0.0013602515962592842,4.7981308007340685e-17,1.2126397559057173e-19,4.4452560683284573e-20,2.9299590141094933e-28,4.4550666985434419e-22,0.0,0.0,7.1206138941875409e-12,1.8540016769023703e-17,1.6453249212856709e-28,7.213621251293961e-31,2.1132840880147457e-27,6.3999995103657555e-61,2.2994209743341215e-45,8.1286239323494183e-34,7.2504032686762666e-31,2.2622865503062504e-27,1.4868535235903149e-49,1.2080697465830705e-52,5.2058193944894832e-30,1.0291378060277325e-33,2.660010570168779e-37,1.7104393107679619e-40,1.5526835385862308e-29,4.7663778761090083e-32,1.6505768230071474e-26,1.5647603881521774e-13,1.4679307583217527e-42,1.7141347564291236e-36,4.7995115250981232e-24,2.7382213299119504e-35,8.1870682169553582e-39,3.3279228480022476e-28,9.6577532540634006e-36,0.35999999999999999,0.0,0.0098897608320431332,0.10880292414664446,6.559050683666619e-15,1.5334681429168706e-15,5.6470163514060629e-13,5.2741350320983837e-22,0.0,1.0470402479560757e-15,1.620091247714383e-29,1.3085151281581396e-28,4.7657339158665847e-12,5.3473170046795418e-21,0.0,8.6900269700531875e-28,0.0,0.0,0.0,1.5175566359359278e-67,4.0786747774581205e-08,1.1227408681178137e-07,1.0255392884801214e-08,7.3667272044694356e-08,2.1787194615011502e-09,1.5595725366744381e-13,2.4182803701791538e-13,2.966998436985211e-16,2.220333669148371e-16,5.4040586980018891e-28,1.804218729296503e-29,5.1414565726707635e-20,2.5158562807500219e-18,1.0219792571860399e-30,1.448028573235688e-20,1.459877453913105e-19
7.848607188042004e-10,0.001360251589692674,5.0191438163654648e-17,1.2581760828062518e-19,4.8387783072086637e-20,3.2756034747722859e-28,4.9633471215825977e-22,0.0,0.0,7.4344300505579772e-12,2.0162531493421402e-17,1.7596102913195892e-28,7.5835232546724382e-31,2.2186319320742232e-27,7.7143148705127348e-61,2.6011090600045835e-45,9.0974910790563238e-34,7.6248842136329026e-31,2.3782666907527195e-27,1.6558064875155102e-49,1.3379648410608119e-52,5.4726970379271053e-30,1.1079175723474031e-33,3.0059916595500489e-37,1.9166023030463582e-40,1.6322680164761674e-29,5.112309465430419e-32,1.7145540662789405e-26,1.6534020413995179e-13,1.6452987314039938e-42,1.9857096217758514e-36,5.1984657999719038e-24,2.9314902025249977e-35,8.7754186820441962e-39,3.4984870413533242e-28,1.137759989788731e-35,0.35999999999999999,0.0,0.0098897551506249917,0.10880292183543327,6.8747916754038663e-15,1.5702502412511152e-15,5.8217691615203652e-13,5.8138442380180865e-22,0.0,1.1222340027955863e-15,1.7645785298518827e-29,1.4026844908985865e-28,4.9996935907831955e-12,5.8979930245646268e-21,0.0,9.3303909929570524e-28,0.0,0.0,0.0,1.7864317089079562e-67,4.1249747982876549e-08,1.1493775021250369e-07,1.0498989429831386e-08,7.5923089419619344e-08,2.2337813975030736e-09,1.6479144910903192e-13,2.5977956523574324e-13,3.1384789596912104e-16,2.3485000253780079e-16,5.955296146609574e-28,1.9918752559751816e-29,5.6556246895679052e-20,2.6874322536654569e-18,1.1268956757493009e-30,1.500714986346191e-20,1.5359842654973772e-19
8.030730312700311e-10,0.001360251583117126,5.2449335616991906e-17,1.3043064545122185e-19,5.2571472507815041e-20,3.6527172389295842e-28,5.5160890741455629e-22,0.0,0.0,7.7545122682279825e-12,2.1886342301914594e-17,1.8794758341296392e-28,7.9678634508655282e-31,2.3279776257290981e-27,9.2568503388983872e-61,2.9337102980517067e-45,1.015421626478027e-33,8.014241258804295e-31,2.4987716186866386e-27,1.8399039250309361e-49,1.4787053127175115e-52,5.7499861815968755e-30,1.1904448386498465e-33,3.3864891318014322e-37,2.1427048113092907e-40,1.7149566832418928e-29,5.4758649380024764e-32,1.7818704712315012e-26,1.7446604579697424e-13,1.8398975114767865e-42,2.292365545155428e-36,5.6197116364843797e-24,3.1341706647527556e-35,9.3932644429143911e-39,3.6757036635145907e-28,1.3352412186586221e-35,0.35999999999999999,0.0,0.0098897494692156297,0.10880291952107023,7.1976039752985319e-15,1.6070511674994343e-15,5.9968608630748809e-13,6.3941447122949198e-22,0.0,1.2010002808926081e-15,1.9197035103165507e-29,1.5013474016652504e-28,5.2395145623152099e-12,6.492442828054645e-21,0.0,1.0001825892605451e-27,0.0,0.0,0.0,2.0964732154161568e-67,4.170959775612169e-08,1.1760140481108048e-07,1.0742584672447164e-08,7.8182051711831789e-08,2.2888431516568456e-09,1.7388641714236096e-13,2.7858366460871568e-13,3.3151322202751989e-16,2.4805272357870379e-16,6.5553008735533334e-28,2.1965190744254152e-29,6.2075233025852294e-20,2.8661478733092427e-18,1.2411639009298453e-30,1.5551534501312014e-20,1.6148560122445938e-19
8.212853437358619e-10,0.0013602515765334866,5.4754874780983086e-17,1.3510297200844484e-19,5.7013460178214737e-20,4.0633604982606755e-28,6.1160683264118562e-22,0.0,0.0,8.0808539809810867e-12,2.3715422081094733e-17,2.0051393973125259e-28,8.3673987417162134e-31,2.4415382007254479e-27,1.1060254697337542e-60,3.2995316042119203e-45,1.1304360262587978e-33,8.4192611297938059e-31,2.6240385205408726e-27,2.040229788732103e-49,1.6310152347455026e-52,6.0382326074676897e-30,1.2767837737839739e-33,3.8039309623560855e-37,2.3903058419647045e-40,1.8009122961236689e-29,5.8577361359044042e-32,1.8527292146456202e-26,1.8385401005652964e-13,2.0530849192284859e-42,2.6376526493749785e-36,6.0638969853074403e-24,3.3466174310135177e-35,1.0041745488751768e-38,3.8599215451088051e-28,1.5612750066517876e-35,0.35999999999999999,0.0,0.009889743787815054,0.1088029172038531,7.5274168113565175e-15,1.6438710074828058e-15,6.17226768654535e-13,7.0170353007528922e-22,0.0,1.2834177134113405e-15,2.0860451408299118e-29,1.6046042649480109e-28,5.4852144903472421e-12,7.1331458721975116e-21,0.0,1.0705101607419007e-27,0.0,0.0,0.0,2.4530913817137327e-67,4.2166594872452121e-08,1.2026505058874697e-07,1.0986178612654976e-08,8.0443861130255642e-08,2.3439047232604077e-09,1.8324260238830908e-13,2.9825898044484368e-13,3.4969675741015445e-16,2.6164222559790365e-16,7.2076269496899153e-28,2.4194262325113257e-29,6.7989594492837301e-20,3.0521109302760098e-18,1.3654720236187867e-30,1.611388291877259e-20,1.6965842896122381e-19
8.394976562016926e-10,0.0013602515699425216,5.7107930169961298e-17,1.3983450169259605e-19,6.1723756930530428e-20,4.509678339465829e-28,6.7661693535731778e-22,0.0,0.0,8.4134492406304063e-12,2.565381720933879e-17,2.1368307750850931e-28,8.7829311647196557e-31,2.5595437422929321e-27,1.3160878164127392e-60,3.7009890588408148e-45,1.2553690464276922e-33,8.8407769439838153e-31,2.7543187336828739e-27,2.2579381263745627e-49,1.7956655823712369e-52,6.3380146600975761e-30,1.3669968593487364e-33,4.2608464031620795e-37,2.6610719093147051e-40,1.8903073235281034e-29,6.2586513124572116e-32,1.9273376326071732e-26,1.9350451303815888e-13,2.2863134073273147e-42,3.0253851549620955e-36,6.5316708002981805e-24,3.5692050207553084e-35,1.0722062959967729e-38,4.0515103306739882e-28,1.8192011218564289e-35,0.35999999999999999,0.0,0.0098897381064232577,0.10880291488405151,7.8641589038152561e-15,1.6807098448112582e-15,6.3479679881806054e-13,7.684563582611839e-22,0.0,1.3695641332776095e-15,2.264201320632139e-29,1.7125545568692396e-28,5.7368110210805867e-12,7.8226654960988477e-21,0.0,1.1440990391189696e-27,0.0,0.0,0.0,2.8623009998305789e-67,4.2621008956063674e-08,1.2292868752664359e-07,1.1229771250461258e-08,8.2708248036989427e-08,2.3989661117071079e-09,1.9286041942874644e-13,3.1882412630199335e-13,3.6839937331126524e-16,2.7561915637272091e-16,7.9160196022400442e-28,2.6619439810996713e-29,7.4317826224718939e-20,3.24542747340767e-18,1.5005455599853295e-30,1.6694631701445607e-20,1.7812629638559636e-19
8.577099686675233e-10,0.0013602515633449248,5.9508376394026589e-17,1.4462517430386052e-19,6.6712553167387205e-20,4.9939022920706302e-28,7.4693873046982447e-22,0.0,0.0,8.7522926585757215e-12,2.7705647645404274e-17,2.2747923740891792e-28,9.215308799350948e-31,2.6822376087687872e-27,1.5599084176144411e-60,4.1406100612854283e-45,1.3908183652475638e-33,9.2796691405116428e-31,2.8898780306693468e-27,2.4942579845927091e-49,1.9734777188702532e-52,6.6499439006169003e-30,1.4611449220619451e-33,4.7598674466398188e-37,2.9567846463670332e-40,1.9833241398711662e-29,6.6793772632852698e-32,2.0059071470680824e-26,2.0341794338428404e-13,2.5411367956338126e-42,3.4596542316621523e-36,7.0236829669184171e-24,3.8023289252820181e-35,1.1435482742814195e-38,4.2508608960849163e-28,2.1126621845623232e-35,0.35999999999999999,0.0,0.0098897324250402409,0.10880291256190965,8.2077586002196821e-15,1.7175677610784023e-15,6.5239420508006522e-13,8.3988259052539474e-22,0.0,1.4595165702934396e-15,2.4547890874036357e-29,1.8252968185065802e-28,5.9943217874317948e-12,8.5636497556391155e-21,0.0,1.22102668113114e-27,0.0,0.0,0.0,3.3307778231491955e-67,4.3073084138974388e-08,1.2559231560583432e-07,1.1473362585872443e-08,8.4974968285616394e-08,2.4540273164683574e-09,2.0274025547013837e-13,3.4029768663635114e-13,3.8762188231165594e-16,2.8998412015071205e-16,8.6844213920385373e-28,2.9254931710159854e-29,8.1078847807575769e-20,3.4462018508386167e-18,1.6471486755613083e-30,1.7294211357881354e-20,1.8689881391037012e-19
8.75922281133354e-10,0.0013602515567413245,6.1956088154980056e-17,1.4947495319027689e-19,7.1990218722108156e-20,5.5183518695136375e-28,8.2288299703728409e-22,0.0,0.0,9.0973793528857268e-12,2.9875107008459948e-17,2.4192798894870887e-28,9.6654266574000924e-31,2.8098766451394232e-27,1.8419578318527656e-60,4.6210354576331163e-45,1.5374028781952671e-33,9.7368663943730574e-31,3.0309968984821223e-27,2.7504986266289421e-49,2.1653270888788582e-52,6.9746657491584732e-30,1.5592871668780805e-33,5.3037302883467509e-37,3.279348930255705e-40,2.0801552169680433e-29,7.1207214993141871e-32,2.0886531936408227e-26,2.1359466468361653e-13,2.8192174602771189e-42,3.9448411575444833e-36,7.5405842369833938e-24,4.046406791259344e-35,1.2183339128055476e-38,4.4583857585665841e-28,2.4456235667434332e-35,0.35999999999999999,0.0,0.0098897267436660035,0.10880291023764847,8.5581439966748692e-15,1.7544448360381832e-15,6.7001719034014048e-13,9.1619674186615471e-22,0.0,1.5533512476851897e-15,2.6584448045486724e-29,1.9429286509914433e-28,6.2577644094769007e-12,9.358832239970972e-21,0.0,1.3013707747065954e-27,0.0,0.0,0.0,3.8659191897286439e-67,4.3523041471142213e-08,1.2825593480733337e-07,1.1716952618894956e-08,8.7243800811152141e-08,2.5090883370671729e-09,2.1288247275790568e-13,3.6269821923875519e-13,4.0736504357093218e-16,3.0473768150462243e-16,9.5169784519320057e-28,3.2115706751805976e-29,8.8292003588863093e-20,3.6545367500786506e-18,1.8060854216601722e-30,1.7913046871671472e-20,1.9598581274275394e-19
8.941345935991847e-10,0.0013602515501322894,6.4450940243039129e-17,1.5438382297316116e-19,7.7567302715602815e-20,6.0854361034672662e-28,9.0477197489020957e-22,0.0,0.0,9.4487049003819643e-12,3.2166462650163263e-17,2.5705629910576309e-28,1.0134227557588297e-30,2.9427313906151878e-27,2.1671754812453962e-60,5.1450216421546812e-45,1.6957629770686415e-33,1.0213346514930649e-30,3.1779708128312163e-27,3.0280550759007913e-49,2.3721471242701732e-52,7.3128601159324924e-30,1.6614812106678157e-33,5.8952767895169688e-37,3.6308015450651752e-40,2.1810033120289789e-29,7.5835344609597012e-32,2.1757951506558753e-26,2.2403501766805627e-13,3.1223339966343766e-42,4.48563078577841e-36,8.0830261691463445e-24,4.3018796203017934e-35,1.2967038532201451e-38,4.6745194794264718e-28,2.8223941289071859e-35,0.35999999999999999,0.0,0.0098897210623005456,0.10880290791146821,8.9152430465979406e-15,1.7913411477654787e-15,6.8766411577844299e-13,9.9761821095327715e-22,0.0,1.6511435799376311e-15,2.8758243444900457e-29,2.0655467122011365e-28,6.5271564949291234e-12,1.021103287037177e-20,0.0,1.3852092387969838e-27,0.0,0.0,0.0,4.4759091102312981e-67,4.3971081102783822e-08,1.3091954511213083e-07,1.1960541349535234e-08,8.9514545447784902e-08,2.5641491730532819e-09,2.2328741076512296e-13,3.8604425747417331e-13,4.2762956753405329e-16,3.1988036882678793e-16,1.0418046785130233e-27,3.5217518354049378e-29,9.5977062778591725e-20,3.8705332371586085e-18,1.9782009838687537e-30,1.8551558201071932e-20,2.0539734216293977e-19
9.123469060650154e-10,0.0013602515435183343,6.6992807534254465e-17,1.5935178748757062e-19,8.3454533396849172e-20,6.6976550713441728e-28,9.9293956108840642e-22,0.0,0.0,9.8062652932523877e-12,3.4584055719381238e-17,2.728926019008755e-28,1.0622702984745804e-30,3.0810862803550825e-27,2.5410060963696637e-60,5.7154426327557791e-45,1.8665608301096057e-33,1.0710137329109384e-30,3.3311105076128423e-27,3.3284139973922814e-49,2.594933367874448e-52,7.6652420211483885e-30,1.7677831162940643e-33,6.5374559404705156e-37,4.0133204051612268e-40,2.2860816523215078e-29,8.068711772776118e-32,2.2675562694994769e-26,2.3473932220442531e-13,3.452389376528456e-42,5.0870253191435202e-36,8.651661074583865e-24,4.5692129840553746e-35,1.3788063279835334e-38,4.8997190596352759e-28,3.2476478109253496e-35,0.35999999999999999,0.0,0.009889715380943867,0.10880290558355002,9.2789836581617735e-15,1.828256772802043e-15,7.0533348606050023e-13,1.0843712835088572e-21,0.0,1.7529681717809952e-15,3.1076032681613204e-29,2.1932467148806281e-28,6.8025156396398051e-12,1.112315868199498e-20,0.0,1.4726202232185184e-27,0.0,0.0,0.0,5.1697880660058215e-67,4.4417384260396645e-08,1.335831465012055e-07,1.2204128777799703e-08,9.1787020952907016e-08,2.6192098239906035e-09,2.3395538817681757e-13,4.1035431233883799e-13,4.484161201980464e-16,3.354126774969986e-16,1.1392198622296299e-27,3.8576929333464198e-29,1.041542195483172e-19,4.0942907948623835e-18,2.1643829423687858e-30,1.9210160731502532e-20,2.1514366704828921e-19
9.305592185308461e-10,0.0013602515368999258,6.9581564988556293e-17,1.6437886791752957e-19,8.9662817968883846e-20,7.357601416943949e-28,1.087731506198495e-21,0.0,0.0,1.0170056899767289e-11,3.7132301220133181e-17,2.8946686892287747e-28,1.1131893933833991e-30,3.2252398414585161e-27,2.9694379966645108e-60,6.3352921207470504e-45,2.0504806631705076e-33,1.1228317549564094e-30,3.4907422396110724e-27,3.6531599290131147e-49,2.8347478203353982e-52,8.0325622039876785e-30,1.8782474269385344e-33,7.2333253257339525e-37,4.4292343624327809e-40,2.395614116560072e-29,8.5771965378464297e-32,2.3641636062390624e-26,2.457078791003492e-13,3.8114196202284285e-42,5.7543583923380958e-36,9.2471419673977031e-24,4.8488982542038795e-35,1.4647975445597223e-38,5.1344643283869098e-28,3.7264460934391384e-35,0.35999999999999999,0.0,0.0098897096995959732,0.10880290325405807,9.6492937815094486e-15,1.8651917862891241e-15,7.2302393593847358e-13,1.1766851356590501e-21,0.0,1.8588988182108028e-15,3.3544770010809192e-29,2.3261234260457024e-28,7.0838594281139518e-12,1.2098204589037139e-20,0.0,1.563682108499751e-27,0.0,0.0,0.0,5.9575277716881423e-67,4.4862115035940655e-08,1.3624673895552732e-07,1.2447714903694798e-08,9.4061063217981654e-08,2.6742702894550277e-09,2.4488670468911084e-13,4.3564687434875039e-13,4.6972532698026717e-16,3.513350727545315e-16,1.2444228836171187e-27,4.2211336851351328e-29,1.1284409312802385e-19,4.3259073600681214e-18,2.3655625438577376e-30,1.9889265685716353e-20,2.2523526561995821e-19
9.669838434625076e-10,0.0013602515236513946,7.4899250638944293e-17,1.7461053843003697e-19,1.0308707117616061e-19,8.8315187072639971e-28,1.298631918684027e-21,0.0,0.0,1.0916320905508092e-11,4.2638779093562229e-17,3.2495730161322343e-28,1.2216838852044947e-30,3.5322086688226365e-27,4.017024224074001e-60,7.7358617778705792e-45,2.4605351581218319e-33,1.2333420558423716e-30,3.8308660009820369e-27,4.3826811974215943e-49,3.3700698865079418e-52,8.8152025065335518e-30,2.1118740442750669e-33,8.7989169244672046e-37,5.371382336091133e-40,2.6289912469892779e-29,9.6681123679280153e-32,2.5728437833608677e-26,2.6843886720037837e-13,4.6252711929860306e-42,7.3099192832113197e-36,1.0521257027754639e-23,5.4474265152024089e-35,1.6491132681186867e-38,5.6346276557335946e-28,4.8670033307156848e-35,0.35999999999999999,0.0,0.0098896983369265341,0.10880289859093267,1.040933501267435e-14,1.9391202728628569e-15,7.5846319510194301e-13,1.3789363547340844e-21,0.0,2.0833694146668024e-15,3.8963909430735779e-29,2.6077813201126774e-28,7.6645712208670153e-12,1.4249480179901469e-20,0.0,1.7570732564698401e-27,0.0,0.0,0.0,7.8596313155830341e-67,4.5747439323058125e-08,1.4157389698375398e-07,1.2934883248402592e-08,9.8613268077361415e-08,2.7843906623233549e-09,2.6754046811575629e-13,4.8925338939415555e-13,5.1391402157740919e-16,3.8435184806633575e-16,1.4802256115583379e-27,5.037905373844605e-29,1.3184659345729204e-19,4.8131017468303412e-18,2.8168657339785352e-30,2.1310609032170121e-20,2.4649725174191162e-19
9.99766005901003e-10,0.0013602515117163206,7.9844279358961657e-17,1.8402172975851034e-19,1.1637998149365546e-19,1.0349229915005061e-27,1.5148157890517276e-21,0.0,0.0,1.1609239341992631e-11,4.8087245649827183e-17,3.5975723039713121e-28,1.3275622308239286e-30,3.8316020264135046e-27,5.2192553225019518e-60,9.1979738990286785e-45,2.8817871494611834e-33,1.3413058390424003e-30,4.1627800759815063e-27,5.1407955892749355e-49,3.9222779304381362e-52,9.5789513463936144e-30,2.3368907046287961e-33,1.0424519020768927e-36,6.3603628537174243e-40,2.8567340315819741e-29,1.0740164777122227e-31,2.779583390288077e-26,2.8980318168410261e-13,5.480319398773681e-42,8.9962425836293084e-36,1.1766337768698963e-23,6.0338474570838713e-35,1.8300411909473533e-38,6.1227152908272543e-28,6.1361849560266048e-35,0.35999999999999999,0.0,0.0098896881105540908,0.10880289439008681,1.1115120484507497e-14,2.005722948451003e-15,7.9041918323672548e-13,1.5823796571765814e-21,0.0,2.3001594415785122e-15,4.4431269881400198e-29,2.8799091484467847e-28,8.2078555101266968e-12,1.6432685325104532e-20,0.0,1.9444024027593666e-27,0.0,0.0,0.0,1.0014585713490636e-66,4.6540202997251921e-08,1.4636830846128031e-07,1.3373330304600862e-08,1.0271426123298978e-07,2.8834983595159095e-09,2.8883214713240571e-13,5.4104456315485481e-13,5.5547688417920647e-16,4.1540517904359875e-16,1.7243715392112769e-27,5.8862993506289318e-29,1.5091789340522086e-19,5.2794066226218508e-18,3.2846124824278275e-30,2.266398886446593e-20,2.6692329218638192e-19
9.999999999999999e-10,0.0013602514997723006,7.9880116187314248e-17,1.8408959670577637e-19,1.1647916002223709e-19,1.0360758074699998e-27,1.5164545147132359e-21,0.0,0.0,1.16142577178405e-11,4.8127883133564075e-17,3.6001590378380961e-28,1.3283478491076863e-30,3.8338230434619565e-27,5.2288460756473953e-60,9.2091482347644289e-45,2.8849831871135555e-33,1.3421073305150299e-30,4.1652428545398868e-27,5.1465827887153621e-49,3.9264795466917878e-52,9.5846183060658037e-30,2.3385478000364503e-33,1.0436911529969796e-36,6.3679471236659761e-40,2.8584238630141994e-29,1.0748141213578176e-31,2.7811270894280553e-26,2.8995876705983959e-13,5.4868792486318677e-42,9.0093544827290895e-36,1.1775569662039008e-23,6.0382047686233673e-35,1.8313866839189101e-38,6.1263368571858503e-28,6.1461713510442107e-35,0.35999999999999999,0.0,0.0098896880375598951,0.10880289436008972,1.1120231278053757e-14,2.0061985775638066e-15,7.9064747249638472e-13,1.5839084099797995e-21,0.0,2.3017581847508703e-15,4.4472419260302072e-29,2.8819163625622847e-28,8.2118039468537532e-12,1.6449159506521625e-20,0.0,1.9457859146965444e-27,0.0,0.0,0.0,1.0031689883335343e-66,4.6545849557431853e-08,1.4640253013760715e-07,1.3376459857962757e-08,1.0274354549983064e-07,2.8842057730337046e-09,2.8898720336457351e-13,5.4142658598006047e-13,5.5577966664038832e-16,4.1563139546922251e-16,1.726231399130558e-27,5.8927718023072622e-29,1.5106105625686218e-19,5.2828311684446513e-18,3.288177352360873e-30,2.2673907546967713e-20,2.6707365090425539e-19
1.0325481683394984e-09,0.0013602514997723006,8.4939291321022217e-17,1.9362541655502746e-19,1.3089089352358981e-19,1.2066288732374287e-27,1.75840217615352e-21,0.0,0.0,1.2322304195754954e-11,5.4031068698399405e-17,3.9749220487002438e-28,1.4420062617757286e-30,4.155089398153524e-27,6.72082377068246e-60,1.0872473345074384e-44,3.3572335499323123e-33,1.4581188499918745e-30,4.5215387876542574e-27,6.0077785865739608e-49,4.549720402797617e-52,1.0404470391112458e-29,2.5761759900250634e-33,1.2276747929519962e-36,7.5018317843070933e-40,3.1028952748620743e-29,1.1904821324349087e-31,3.0057228587006652e-26,3.1202763870432841e-13,6.4680267627741067e-42,1.0995858597828981e-35,1.310858290938703e-23,6.6692426177817516e-35,2.0264043208623737e-38,6.6502762750928961e-28,7.6778477206950412e-35,0.35999999999999999,0.0,0.009889677884210123,0.10880289018606662,1.184107997847111e-14,2.0723895588467428e-15,8.2242701453019844e-13,1.807627899373766e-21,0.0,2.5313639174419697e-15,5.0505112781311397e-29,3.1702402638441126e-28,8.770803056158698e-12,1.8870422598542837e-20,0.0,2.1447899720335832e-27,0.0,0.0,0.0,1.2680365201875535e-66,4.7329796882626068e-08,1.5116269069407529e-07,1.3811773141222377e-08,1.0681840568688003e-07,2.9826054495151879e-09,3.1098099506405039e-13,5.9630585723150144e-13,5.9874135593367545e-16,4.4772849935688574e-16,2.0022936566519356e-27,6.8549303375948464e-29,1.7199050337245673e-19,5.7726309069944886e-18,3.8175670222590445e-30,2.4090037465571636e-20,2.8864052906182205e-19
1.0653303307779939e-09,0.00136025148782077,9.0183560245588676e-17,2.0342216072804147e-19,1.4668986193888887e-19,1.4001360394546873e-27,2.0318618939344344e-21,0.0,0.0,1.3055503904452647e-11,6.0498672632200702e-17,4.3840223289647299e-28,1.5658127015981824e-30,4.5049451717390677e-27,8.5820583815969789e-60,1.2781407554265481e-44,3.8916997797676146e-33,1.5846051061260198e-30,4.9096393737437251e-27,6.9973703408743051e-49,5.2616530691857027e-52,1.1297505928566179e-29,2.8299975647738317e-33,1.4377556317157716e-36,8.8163557911411985e-40,3.3691885401779212e-29,1.3169615280324704e-31,3.2527154043855966e-26,3.3511348717959965e-13,7.6064278947183762e-42,1.335382588373188e-35,1.4551821088570174e-23,7.3575776684857148e-35,2.2394547239311955e-38,7.2209831629552507e-28,9.5388163991847735e-35,0.35999999999999999,0.0,0.0098896676578946584,0.10880288597939085,1.2586803336936078e-14,2.1391205052036837e-15,8.5448207212070222e-13,2.0561948987633472e-21,0.0,2.7773842312111604e-15,5.72333977109928e-29,3.479293436503322e-28,9.3535160695840495e-12,2.158343109404422e-20,0.0,2.3587014041561864e-27,0.0,0.0,0.0,1.5960705081755354e-66,4.8116739703022423e-08,1.5595704357111842e-07,1.4250211758304648e-08,1.1092518260656076e-07,3.0817119300122454e-09,3.3398825620283644e-13,6.5514456539721734e-13,6.4371001048519803e-16,4.8132372461684801e-16,2.3176799268710817e-27,7.957298271986218e-29,1.9520005625264047e-19,6.2932944843866792e-18,4.4229109845596494e-30,2.5591044359003449e-20,3.1171755366486094e-19
1.0981124932164893e-09,0.0013602514758629988,9.5576360733524994e-17,2.1341260757892048e-19,1.6384880286936598e-19,1.6174200752752872e-27,2.3378057730231337e-21,0.0,0.0,1.3808828773656359e-11,6.751925998079392e-17,4.8274938862309896e-28,1.6998364853259434e-30,4.8836054366217093e-27,1.0872729544381269e-59,1.4948235180619852e-44,4.490265610059964e-33,1.7216484775867581e-30,5.3297615866660171e-27,8.1249715918799367e-49,6.0684598426479635e-52,1.2264224211428829e-29,3.0986098467819218e-33,1.6750154910220785e-36,1.0327099009902239e-39,3.6574526059543893e-29,1.4542774440157242e-31,3.5220491653866128e-26,3.5906187224031167e-13,8.9158491837355274e-42,1.6119912948025439e-35,1.609988558465392e-23,8.1031918388215806e-35,2.4705607591232879e-38,7.8387768524939829e-28,1.1772097707736525e-34,0.35999999999999999,0.0,0.0098896574316077058,0.10880288177049309,1.3351885184154849e-14,2.2059161811036019e-15,8.8658039462282062e-13,2.3296460707585841e-21,0.0,3.0386135278380234e-15,6.4666298462480849e-29,3.8075777778505059e-28,9.9560966818971128e-12,2.4593428213341567e-20,0.0,2.5866045511176231e-27,0.0,0.0,0.0,1.9977124612350055e-66,4.8901465046218473e-08,1.6075136698141741e-07,1.4688646155885176e-08,1.1503415829329817e-07,3.1808177987060123e-09,3.5785507143140822e-13,7.1766787136721702e-13,6.9038520164564544e-16,5.1619260709870876e-16,2.6745050897857433e-27,9.2079857024389392e-29,2.2068665424027677e-19,6.8419037031563508e-18,5.108389655642109e-30,2.7169277303384086e-20,3.3622507462535967e-19
1.1308946556549847e-09,0.0013602514638999946,1.0111696829171555e-16,2.2359747117625158e-19,1.8244148930989704e-19,1.8605683820368247e-27,2.6789883300403239e-21,0.0,0.0,1.4582270668659382e-11,7.5122811748264738e-17,5.3081928289201168e-28,1.844992121291553e-30,5.2936708131655244e-27,1.3673114790614119e-59,1.739786072226045e-44,5.1582706516997943e-33,1.8701940968624838e-30,5.7847719638162919e-27,9.407831630015255e-49,6.9817773171386825e-52,1.3311221280440783e-29,3.3822546176499028e-33,1.941904085269258e-36,1.206012827913238e-39,3.9696543899180488e-29,1.6033270634921233e-31,3.8152461185181859e-26,3.8387384966200878e-13,1.0419178357581127e-41,1.9348916537435324e-35,1.7756613881554204e-23,8.9108232354630747e-35,2.7212152336339153e-38,8.5078728479170531e-28,1.4437466370846719e-34,0.35999999999999999,0.0,0.0098896472053492893,0.10880287755973583,1.4135925499760952e-14,2.2727769736357747e-15,9.1871857074443316e-13,2.6295984881816971e-21,0.0,3.3154368105775103e-15,7.2856230914341699e-29,4.1555928562366997e-28,1.0578646953842819e-11,2.7923121684496128e-20,0.0,2.8289696752621271e-27,0.0,0.0,0.0,2.487142894259264e-66,4.9684335400446765e-08,1.655456608140061e-07,1.5127076334001477e-08,1.1914497014595869e-07,3.2799230533036433e-09,3.8258249260239711e-13,7.8398286522612769e-13,7.3876909427364098e-16,5.5233675867065342e-16,3.0770436658169497e-27,1.0622708553771722e-28,2.4859487034944624e-19,7.4189519473179635e-18,5.8823377889169566e-30,2.8826985543097059e-20,3.6223589909429182e-19
