Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422)
1.1222870112943277e-09,0.001608609235282238,5.3222366607503327e-20,1.0348543017883477e-24,1.0348538586918065e-24,7.513258370846329e-33,1.5367095055777664e-31,0.0,0.0,1.4551531116656664e-13,4.3843190369380771e-20,2.8447302804473226e-34,1.5637539233615578e-36,6.6976009283049228e-33,1.0623266992054045e-71,2.8055371168380717e-53,1.7740314175624995e-40,1.5636150986421963e-36,6.9484002939812773e-33,1.0349960975685785e-60,9.2437933308274547e-64,1.0233246483728022e-35,9.7892405133311159e-40,2.9214192240710533e-44,6.3451575474954282e-48,3.3673213479140049e-35,2.6639725243590592e-44,1.0248385910928181e-31,2.7442455581867881e-16,4.5473112712967062e-50,2.3488848776789617e-42,2.7325017014933131e-28,3.9243391054355906e-42,4.5200729968563127e-46,8.3717516598403803e-34,2.6901010408657431e-43,0.35999999999999999,0.0,0.009889983707812364,0.10880299411882242,1.4704418169423561e-16,1.3233259189925303e-20,2.377977954368819e-15,2.1342760829471433e-25,0.0,2.6266224054689496e-17,1.6521888894217051e-31,2.1205115233603834e-33,9.9346920097026938e-14,4.0569049942790316e-23,0.0,4.6773463367218673e-31,0.0,0.0,0.0,0.0,2.0678979521234252e-09,7.3780843504368791e-09,9.6507109941690922e-10,5.5956308312191031e-09,2.8539872728125905e-10,2.728945754795798e-16,2.4968358105241797e-15,8.3143888753152806e-19,6.9854123841319279e-19
1.1444600124597794e-09,0.0016086092347808723,5.5141192381734406e-20,1.0923561954563561e-24,1.0923557317070769e-24,8.2175493603630421e-33,1.6795389202279516e-31,0.0,0.0,1.5070717347852804e-13,4.6741442018365456e-20,3.2354197463265526e-34,1.7466241002755824e-36,7.4750689833129444e-33,1.2329634106804565e-71,3.0981931977650507e-53,1.9238138869959442e-40,1.7464754342506057e-36,7.7609993659627907e-33,1.2451766065976338e-60,1.0950022789938609e-63,1.1429992720316645e-35,1.0387813720622499e-39,3.1885264302469082e-44,7.4945837383016208e-48,3.7611103528655973e-35,3.0391233809711761e-44,1.1202291361373135e-31,2.8699812368582219e-16,5.3708465496854706e-50,2.6497243552413025e-42,2.917159535433162e-28,4.4734443342494262e-42,5.154604163983656e-46,9.3507502014264504e-34,3.0288957040425292e-43,0.35999999999999999,0.0,0.0098899833859295554,0.10880299396961993,1.5330866824839179e-16,1.3866149549597083e-20,2.4370629191865366e-15,2.2994770309152345e-25,0.0,2.7945067126850054e-17,1.7648392349289353e-31,2.2790053340126984e-33,1.033239173826827e-13,4.4061920998112797e-23,0.0,4.96018510841533e-31,0.0,0.0,0.0,0.0,2.0763407645292758e-09,7.5232568695700864e-09,9.8413721522088967e-10,5.7385954776124579e-09,2.9163124572024841e-10,2.853963089794816e-16,2.6354269760750976e-15,8.7052593790103876e-19,7.312885387837443e-19
1.166633013625231e-09,0.001608609234278909,5.7092126385223606e-20,1.1519116396839069e-24,1.1519111549509043e-24,8.9727618046168914e-33,1.8326601923017936e-31,0.0,0.0,1.5598067339837406e-13,4.977336876976402e-20,3.6700426245945959e-34,1.9463168203992168e-36,8.3232612139817881e-33,1.4268043033661917e-71,3.4146905004209155e-53,2.0827953842263148e-40,1.9461579515553558e-36,8.6483537007396376e-33,1.4924903932073272e-60,1.2927034367387998e-63,1.2736832848782032e-35,1.1008609369632817e-39,3.4735451229605021e-44,8.8221797189343916e-48,4.1911245052743253e-35,3.4576425856693174e-44,1.2221216002663874e-31,2.9986555073904241e-16,6.322016107045942e-50,2.9820152688102176e-42,3.1101791837955229e-28,5.0854601096526874e-42,5.8621656339943277e-46,1.0419803875140466e-33,3.4025321701814024e-43,0.35999999999999999,0.0,0.0098899830640468041,0.10880299382024008,1.5969481981167445e-16,1.4514570745099953e-20,2.4961409052200273e-15,2.473865758352899e-25,0.0,2.969461539879929e-17,1.8845034388544576e-31,2.4467094760526359e-33,1.0737999210757949e-13,4.7781597072856745e-23,0.0,5.2542351950158457e-31,0.0,0.0,0.0,0.0,2.0846068207095537e-09,7.6684287925824371e-09,1.0032033010399596e-09,5.8817368595680393e-09,2.978642725611682e-10,2.9819017617674986e-16,2.7787015817560833e-15,9.1055335225656197e-19,7.6482096296062376e-19
1.1888060147906827e-09,0.0016086092337763984,5.9075087239022252e-20,1.2135546700044213e-24,1.213554163983477e-24,9.7815349340077021e-33,1.9966106804743097e-31,0.0,0.0,1.6133571091043997e-13,5.2942700635072569e-20,4.1524665292031763e-34,2.1639650040816466e-36,9.2468498853013891e-33,1.646447162577826e-71,3.7564376630328023e-53,2.2513332267722705e-40,2.1637955826596099e-36,9.6154979294133802e-33,1.7825488011109494e-60,1.5210993880972312e-63,1.416118136752804e-35,1.1651875795547379e-39,3.777242847849628e-44,1.0351051526407204e-47,4.6598033213165376e-35,3.9234728323337565e-44,1.3307960106342036e-31,3.1302671423864217e-16,7.4173709241208299e-50,3.3483314817975848e-42,3.3117534482661801e-28,5.7660286074333208e-42,6.6493525116052902e-46,1.1584976796626778e-33,3.8138134866488486e-43,0.35999999999999999,0.0,0.0098899827421641048,0.10880299367069667,1.6620146106586249e-16,1.5178519206202087e-20,2.5552064408692831e-15,2.6577607012798798e-25,0.0,3.1516223727211325e-17,2.0115738337871093e-31,2.6239923121778811e-33,1.1151520518419313e-13,5.1737998014347389e-23,0.0,5.5597174161167386e-31,0.0,0.0,0.0,0.0,2.0927092731450318e-09,7.813600701627926e-09,1.022269356874166e-09,6.0250418246452908e-09,3.0409722558534103e-10,3.112760547458563e-16,2.9267209839465719e-15,9.5152098085838745e-19,7.9913824648273419e-19
1.2109790159561343e-09,0.0016086092332733835,6.1089993930718516e-20,1.2773192367924776e-24,1.2773187092079665e-24,1.0646593354690645e-32,2.1719458215116575e-31,0.0,0.0,1.6677219029637792e-13,5.6253215980690811e-20,4.6868063480666312e-34,2.4007497190814091e-36,1.0250697548346743e-32,1.8947198422330533e-71,4.124895212536975e-53,2.4297909042371796e-40,2.4005694094099614e-36,1.0667680659913938e-32,2.121672883021335e-60,1.7842019657399785e-63,1.5710767886885023e-35,1.2317852404391297e-39,4.1004021105167266e-44,1.2106737464500345e-47,5.1696899821049763e-35,4.4408195905821228e-44,1.4465370288782453e-31,3.2648148234889188e-16,8.6752041909298953e-50,3.751401264697218e-42,3.5220749298045791e-28,6.5211594250565539e-42,7.5231944695095745e-46,1.2852590725472296e-33,4.2657074270122831e-43,0.35999999999999999,0.0,0.0098899824202814592,0.10880299352100264,1.7282742344579232e-16,1.5857990766517441e-20,2.6142542713788041e-15,2.8514848710548951e-25,0.0,3.3411232492352884e-17,2.1464591583595308e-31,2.8112292403174318e-33,1.1572961821602854e-13,5.5941263196360787e-23,0.0,5.8768527680205028e-31,0.0,0.0,0.0,0.0,2.1006607861305947e-09,7.9587729256881327e-09,1.0413353827235543e-09,6.1684977085857973e-09,3.1032977574573391e-10,3.2465381424699767e-16,3.0795464540870295e-15,9.9342783852842498e-19,8.3423997856970544e-19
1.233152017121586e-09,0.001608609232769901,6.3136766287716947e-20,1.3432392023434519e-24,1.3432386529502031e-24,1.157074846403495e-32,2.359239454518862e-31,0.0,0.0,1.7229002089186305e-13,5.9708738077608243e-20,5.2774343703145056e-34,2.6579009904983008e-36,1.133985964516745e-32,2.1746957399131693e-71,4.5215765116863787e-53,2.618538056630087e-40,2.6577094734523905e-36,1.181036807718521e-32,2.5169668421370712e-60,2.0864524840676446e-63,1.7393642430039001e-35,1.3006769978572005e-39,4.4438203323062634e-44,1.411741007864462e-47,5.7234330766006317e-35,5.0141626301931784e-44,1.5696338582592394e-31,3.4022971474069192e-16,1.0115695984161128e-49,4.1941132843441877e-42,3.7413360223385334e-28,7.3572448802396208e-42,8.4911743302688112e-46,1.422922939360548e-33,4.7613529721680218e-43,0.35999999999999999,0.0,0.0098899820983988675,0.10880299337116993,1.7957154549232592e-16,1.6552980701668423e-20,2.6732793469777654e-15,3.0553659405398405e-25,0.0,3.5380967684857664e-17,2.289584948958252e-31,3.0088026193980082e-33,1.2002329425163035e-13,6.0401750314682227e-23,0.0,6.2058624084352304e-31,0.0,0.0,0.0,0.0,2.1084735622269555e-09,8.1039451639468119e-09,1.060401378588172e-09,6.31209230886229e-09,3.1656222379158087e-10,3.3832331519840383e-16,3.2372388240728497e-15,1.0362733929876845e-18,8.7012584413817979e-19
1.2553250182870376e-09,0.0016086092322659892,6.5215324339649648e-20,1.4113483425942316e-24,1.4113477711794239e-24,1.2556899295519131e-32,2.5590838984920916e-31,0.0,0.0,1.7788911984735208e-13,6.331313616438951e-20,5.9289872113544617e-34,2.936698395665058e-36,1.251958647339053e-32,2.4897051602685037e-71,4.9480481899265844e-53,2.8179503936610641e-40,2.936495371215661e-36,1.3049246587491677e-32,2.9763768925041389e-60,2.4327482628941084e-63,1.9218179326584519e-35,1.3718851535694177e-39,4.8083092137298069e-44,1.6414031678287361e-47,6.3237878818607976e-35,5.6482639587462204e-44,1.7003801612137791e-31,3.5427124995852431e-16,1.176102467087447e-49,4.6795210458991427e-42,3.9697290089553311e-28,8.2810704403851128e-42,9.5612408002765237e-46,1.5721741684951205e-33,5.3040647278505842e-43,0.35999999999999999,0.0,0.0098899817765163295,0.10880299322120929,1.8643266208765296e-16,1.7263482929723994e-20,2.7322770707245013e-15,3.2697362857847183e-25,0.0,3.7426742397866955e-17,2.4413937665986244e-31,3.2171016284711159e-33,1.2439629643457258e-13,6.5130032938062866e-23,0.0,6.5469676642479182e-31,0.0,0.0,0.0,0.0,2.116158789581086e-09,8.2491170294011117e-09,1.0794673444680638e-09,6.4558144373535975e-09,3.2279495665849033e-10,3.5228439656587443e-16,3.3998585877428065e-15,1.080057522550157e-18,9.0679554352337219e-19
1.2774980194524892e-09,0.0016086092317616808,6.7325587694777642e-20,1.4816803494035111e-24,1.4816797557886178e-24,1.3608033882619164e-32,2.7720901808666276e-31,0.0,0.0,1.8356941335459239e-13,6.7070327586326633e-20,6.6463775666604765e-34,3.2384720067724987e-36,1.3795326221152248e-32,2.8433547315741214e-71,5.4059308364868445e-53,3.0284096628716302e-40,3.2382571966815928e-36,1.4390227008444417e-32,3.5087926756467371e-60,2.8284882383920599e-63,2.119308338193052e-35,1.4454313050981055e-39,5.1946942698037863e-44,1.903061990238792e-47,6.9736183914927392e-35,6.3481812905825387e-44,1.8390739455663001e-31,3.6860589763935853e-16,1.3635557138661747e-49,5.2108504227965546e-42,4.2074461220906736e-28,9.2998324526932495e-42,1.0741830095753424e-45,1.7337246672926285e-33,5.8973404054590573e-43,0.35999999999999999,0.0,0.0098899814546338453,0.10880299307113064,1.93409597697261e-16,1.7989489518802508e-20,2.7912434510148228e-15,3.4949329615681637e-25,0.0,3.9549857875436418e-17,2.60234557846137e-31,3.4365221189378454e-33,1.2884868678472237e-13,7.0136898482493414e-23,0.0,6.9003900418171855e-31,0.0,0.0,0.0,0.0,2.1237263018585596e-09,8.3942885696187529e-09,1.0985332803632769e-09,6.5996542604092642e-09,3.2902792671246819e-10,3.665368686581869e-16,3.5674661230606481e-15,1.1247799784695364e-18,9.4424865362984562e-19
1.2996710206179408e-09,0.0016086092312570068,6.9467475655976689e-20,1.5542688307920454e-24,1.5542682148348171e-24,1.4727230678598306e-32,2.9988884121413188e-31,0.0,0.0,1.8933083444838867e-13,7.0984278806090045e-20,7.4348066667110015e-34,3.564603296488543e-36,1.5172727766691502e-32,3.2395479456997817e-71,5.8968997958712483e-53,3.2503037291175714e-40,3.5643764471468589e-36,1.5839448594602068e-32,4.1241566396911249e-60,3.2796215690269949e-63,2.3327395804442239e-35,1.5213363383396886e-39,5.6038150814820213e-44,2.2004530964584108e-47,7.6758992642672482e-35,7.1192823344882018e-44,1.9860174686926461e-31,3.8323344605569393e-16,1.5766051691073201e-49,5.7915074809002081e-42,4.454679487316598e-28,1.0421156965574937e-41,1.2041888890312361e-45,1.9083138459022297e-33,6.5448687640850527e-43,0.35999999999999999,0.0,0.0098899811327514148,0.10880299292094317,2.0050117252340419e-16,1.8730991164627076e-20,2.8501749533221092e-15,3.731297612208231e-25,0.0,4.1751602897882103e-17,2.7729181721977478e-31,3.6674665668247723e-33,1.3338052654402484e-13,7.5433348362003819e-23,0.0,7.2663512274523554e-31,0.0,0.0,0.0,0.0,2.1311849088879332e-09,8.5394601571317774e-09,1.1175991862738579e-09,6.7436029682076514e-09,3.3526076135585305e-10,3.8108052103908086e-16,3.7401218096311667e-15,1.1704400316755994e-18,9.8248461225341887e-19
1.3218440217833925e-09,0.0016086092307519971,7.1640907830645317e-20,1.6291473092942056e-24,1.6291466708906793e-24,1.5917659660404278e-32,3.2401281539224842e-31,0.0,0.0,1.9517331985048016e-13,7.5059004441425214e-20,8.2997739204615842e-34,3.9165257618724469e-36,1.6657642500893818e-32,3.6825013431864417e-71,6.4226858817464037e-53,3.4840266913260487e-40,3.9162866472434471e-36,1.7403281810939108e-32,4.8335546351617892e-60,3.7926867520432415e-63,2.5630498288835342e-35,1.5996203804013531e-39,6.0365258840657113e-44,2.5376688377078087e-47,8.4337171664041796e-35,7.967255911257044e-44,2.1415171688537383e-31,3.9815367576345386e-16,1.8181821889700011e-49,6.4250843865256754e-42,4.7116210201712204e-28,1.165311431760835e-41,1.3470892136754241e-45,2.0967089505219832e-33,7.2505358299304412e-43,0.35999999999999999,0.0,0.0098899808108690382,0.10880299277065544,2.0770621385981382e-16,1.9487978054451332e-20,2.9090682321931584e-15,3.9791764192951853e-25,0.0,4.4033252446071408e-17,2.9536074870099889e-31,3.9103440927452117e-33,1.3799187745538149e-13,8.1030599130138929e-23,0.0,7.6450730791056169e-31,0.0,0.0,0.0,0.0,2.1385429943253798e-09,8.6846319688999924e-09,1.1366650621998524e-09,6.8876521770962392e-09,3.4149328356265171e-10,3.9591513576217514e-16,3.9178859383939693e-15,1.2170367671539479e-18,1.0215028366786545e-18
1.3440170229488441e-09,0.001608609230246677,7.3845804395795338e-20,1.7063492209569552e-24,1.7063485600434886e-24,1.718258321705546e-32,3.4964786622533246e-31,0.0,0.0,2.010968092305687e-13,7.9298565817894127e-20,9.2470845114583698e-34,4.2957254026291789e-36,1.8256125703985668e-32,4.1767581550237775e-71,6.9850759660341855e-53,3.7299789292711834e-40,4.2954738272827861e-36,1.908833045886271e-32,5.6492972737058108e-60,4.3748457520822796e-63,2.8112116146284924e-35,1.6803027979993939e-39,6.4936957440344342e-44,2.9191781073929528e-47,9.25027180045278e-35,8.8981207893187516e-44,2.3058835973275294e-31,4.1336636355648178e-16,2.0914878477655294e-49,7.115364098958202e-42,4.9784623963897537e-28,1.3004230612999808e-41,1.5038857159913069e-45,2.2997053188181812e-33,8.0184298879021701e-43,0.35999999999999999,0.0,0.0098899804889867153,0.10880299262027528,2.1502355931176261e-16,2.0260440117413217e-20,2.9679200535370739e-15,4.2389201466336372e-25,0.0,4.6396067384678771e-17,3.1449278719836482e-31,4.1655704349117438e-33,1.4268280222982133e-13,8.6940082277629509e-23,0.0,8.0367776214532512e-31,0.0,0.0,0.0,0.0,2.145808688961932e-09,8.8298037658614031e-09,1.155730908141307e-09,7.031793756285978e-09,3.4772573232763568e-10,4.1104049080294259e-16,4.1008185581246004e-15,1.2645695331636565e-18,1.0613027969816523e-18
1.3661900241142958e-09,0.0016086092297410708,7.6082085704004303e-20,1.7859079163791163e-24,1.7859072329344564e-24,1.8525357190149929e-32,3.7686290546352454e-31,0.0,0.0,2.0710124699632916e-13,8.3707070920062961e-20,1.0282858349777315e-33,4.7037413445394726e-36,1.9974438435075078e-32,4.7272051645869699e-71,7.585913537930626e-53,3.9885670760494582e-40,4.7034771467998149e-36,2.0901434447533476e-32,6.585021141892296e-60,5.0339266681018731e-63,3.078232238474011e-35,1.7634022618010145e-39,6.976208177145417e-44,3.3498507537622585e-47,1.0128877246658063e-34,9.9182361173913643e-44,2.4794313341982946e-31,4.2887127438819905e-16,2.4000104257133647e-49,7.8663261649001091e-42,5.2553951138793145e-28,1.4483501215859666e-41,1.6756360263929031e-45,2.518126712970547e-33,8.8528473551483094e-43,0.35999999999999999,0.0,0.0098899801671044462,0.10880299246980997,2.2245204984872879e-16,2.1048366513283169e-20,3.0267274530430698e-15,4.5108842050289754e-25,0.0,4.8841295480944615e-17,3.3474123727442945e-31,4.4335678299229661e-33,1.4745336366771918e-13,9.3173442233614731e-23,0.0,8.4416870505772064e-31,0.0,0.0,0.0,0.0,2.1529895174689385e-09,8.9749752303676545e-09,1.174796724098268e-09,7.1760201811030017e-09,3.5395842523175952e-10,4.2645635211347329e-16,4.2889794642842064e-15,1.3130378771104195e-18,1.101883947052719e-18
1.3883630252797474e-09,0.0016086092292352003,7.8349671793661652e-20,1.8678566623269268e-24,1.8678559563743258e-24,1.9949432209606024e-32,4.0572885377077962e-31,0.0,0.0,2.1318658369475209e-13,8.8288675757268793e-20,1.1413541941178767e-33,5.1421666778949659e-36,2.1819050090321743e-32,5.3390948807655298e-71,8.227099331519857e-53,4.2602040112683317e-40,5.1418897331349684e-36,2.2849673520911019e-32,7.6558210304740258e-60,5.7784797804365172e-63,3.3651543196414452e-35,1.8489368132166676e-39,7.4849607919969967e-44,3.8349895783777667e-47,1.1072963766955446e-34,1.1034315223260306e-43,2.6624788984888234e-31,4.4466815389250015e-16,2.7475483306922986e-49,8.6821545127136267e-42,5.5426105504544818e-28,1.6100408646761711e-41,1.8634558726051821e-45,2.7528257675934087e-33,9.7583004809452085e-43,0.35999999999999999,0.0,0.0098899798452222309,0.10880299231926609,2.2999052331616276e-16,2.1851745159171703e-20,3.0854878827800996e-15,4.7954286262473827e-25,0.0,5.1370172404845061e-17,3.5616131025581195e-31,4.7147648748118122e-33,1.523036236870662e-13,9.9742534382355822e-23,0.0,8.8600237408670381e-31,0.0,0.0,0.0,0.0,2.1600920715046441e-09,9.1201463790583183e-09,1.1938625100707815e-09,7.3203248598792171e-09,3.6019134556883155e-10,4.4216246665986261e-16,4.4824283460451122e-15,1.36244112090481e-18,1.1432456327445509e-18
1.410536026445199e-09,0.0016086092287290873,8.0648482435008214e-20,1.9522286418773885e-24,1.9522279134867687e-24,2.1458355343709059e-32,4.3631868051246647e-31,0.0,0.0,2.1935277483756113e-13,9.3047585675323512e-20,1.2645923572389845e-33,5.6126494533046389e-36,2.3796641332499922e-32,6.0180734218323608e-71,8.9105921501138966e-53,4.5453089549426145e-40,5.6123596774179042e-36,2.4940371684420926e-32,8.8784219181520805e-60,6.617848901898172e-63,3.6730564475201965e-35,1.9369238768510652e-39,8.0208654922887261e-44,4.3803715900659145e-47,1.2086079947371975e-34,1.2253443295366644e-43,2.8553486517449468e-31,4.6075673229535865e-16,3.1382396502247819e-49,9.5672472987966294e-42,5.8402999351086439e-28,1.7864945503500276e-41,2.0685218970617986e-45,3.0046845216201798e-33,1.0739527174842546e-42,0.35999999999999999,0.0,0.0098899795233400693,0.10880299216864978,2.3763781750623318e-16,2.2670562977240869e-20,3.1441991341916561e-15,5.0929179482772286e-25,0.0,5.3983921531750609e-17,3.788101719372665e-31,5.0095964444746393e-33,1.5723364352743943e-13,1.0665942457415786e-22,0.0,9.2920102445275638e-31,0.0,0.0,0.0,0.0,2.1671221814632507e-09,9.2653175188363146e-09,1.2129282660588939e-09,7.4647019622044207e-09,3.6642418636989101e-10,4.5815856643413413e-16,4.6812249375494981e-15,1.4127782335098761e-18,1.1853871190072442e-18
1.4327090276106507e-09,0.0016086092282227508,8.2978437620795005e-20,2.0390569530256533e-24,2.0390562023157908e-24,2.3055770946219371e-32,4.6870743223891896e-31,0.0,0.0,2.255997786307966e-13,9.7988054715638375e-20,1.3987141417289868e-33,6.1168931261118615e-36,2.5914105265621744e-32,6.7701959003762417e-71,9.6384093992843162e-53,4.844307581129429e-40,6.1165904790748385e-36,2.7181099180637635e-32,1.0271282486745046e-59,7.5622123990990019e-63,4.0030534725291041e-35,2.0273802234610631e-39,8.5848489910521048e-44,4.9922718314660128e-47,1.3171893653919008e-34,1.3583086908636687e-43,3.0583667411959543e-31,4.7713673455930374e-16,3.5765792197116207e-49,1.0526222039389302e-41,6.1486542714262002e-28,1.9787626708457976e-41,2.2920731685806761e-45,3.2746146555414282e-33,1.1801496359598145e-42,0.35999999999999999,0.0,0.0098899792014579581,0.10880299201796673,2.453927785966355e-16,2.3504806536865146e-20,3.2028591388789923e-15,5.4037211850862346e-25,0.0,5.6683752951090948e-17,4.0274696839484321e-31,5.3185037064283922e-33,1.6224348477336079e-13,1.1393638995999927e-22,0.0,9.7378692846636987e-31,0.0,0.0,0.0,0.0,2.1740853607408754e-09,9.4104888300919984e-09,1.2319939920626514e-09,7.6091459746639863e-09,3.7265676717816182e-10,4.7444437813935547e-16,4.885428955114629e-15,1.4640481938696319e-18,1.2283076863217392e-18
1.4548820287761023e-09,0.001608609227716207,8.5339457914712036e-20,2.1283746075737865e-24,2.1283738347145075e-24,2.4745421129627724e-32,5.0297224985085588e-31,0.0,0.0,2.3192755483692985e-13,1.0311438370572096e-19,1.5444688175846321e-33,6.6566567313646089e-36,2.8178547752795022e-32,7.6019371151619751e-71,1.0412627487036113e-52,5.1576320905355352e-40,6.6563412208536194e-36,2.9579673267274847e-32,1.1854677220845388e-59,8.622614060697409e-63,4.3562966206302496e-35,2.1203219483259135e-39,9.1778531288399296e-44,5.6774807190577729e-47,1.4334192408678546e-34,1.5031099620502154e-43,3.2718630468652251e-31,4.9380788611428882e-16,4.0674310443518983e-49,1.1563918543984633e-41,6.4678642945401856e-28,2.1879496510448612e-41,2.5354120587432517e-45,3.5635575846566304e-33,1.2949411253070367e-42,0.35999999999999999,0.0,0.0098899788795759024,0.10880299186722214,2.5325426592331169e-16,2.435446241740394e-20,3.2614658560587567e-15,5.728211919474691e-25,0.0,5.9470862901205166e-17,4.2803284064490537e-31,5.641934133650253e-33,1.6733320996417546e-13,1.2158591928383649e-22,0.0,1.0197823750484886e-30,0.0,0.0,0.0,0.0,2.1809870567123017e-09,9.555660074174454e-09,1.2510596880821008e-09,7.7536514498644169e-09,3.7888932657713524e-10,4.9101962853151689e-16,5.0950998884239935e-15,1.516250342283978e-18,1.2720066683137998e-18
1.477055029941554e-09,0.001608609227209472,8.7731464034982553e-20,2.2202145324648895e-24,2.2202137376793084e-24,2.6531147018598914e-32,5.3919239106990464e-31,0.0,0.0,2.3833606626958864e-13,1.0843092007820456e-19,1.7026422561694488e-33,7.2337555734975118e-36,3.0597289348293833e-32,8.5202163087922294e-71,1.123538246936767e-52,5.485721221736939e-40,7.2334272586514749e-36,3.214416128317777e-32,1.3650864727692253e-59,9.8110304224572983e-63,4.7339739447209403e-35,2.2157645336960016e-39,9.8008345816811815e-44,6.4433415841941162e-47,1.5576884873430987e-34,1.6605735562509691e-43,3.4961710883557101e-31,5.1076990555358791e-16,4.616055191986913e-49,1.2685406600811862e-41,6.7981205278542863e-28,2.4152145791830971e-41,2.799906388778941e-45,3.8724848273443826e-33,1.4188717110585184e-42,0.35999999999999999,0.0,0.0098899785576939004,0.1088029917164208,2.6122114565659469e-16,2.5219516745983964e-20,3.3200174157319591e-15,6.0667683629432071e-25,0.0,6.2346434734072443e-17,4.547309596191015e-31,5.9803413781540852e-33,1.7250288167050996e-13,1.2962071082182478e-22,0.0,1.0672096703457882e-30,0.0,0.0,0.0,0.0,2.1878323314876716e-09,9.7008309468402182e-09,1.2701253541172874e-09,7.8982133256740955e-09,3.8512216874277228e-10,5.0788403753986809e-16,5.310296976408583e-15,1.5693840511706592e-18,1.3164833565525755e-18
1.4992280311070056e-09,0.0016086092267025627,9.0154376148204937e-20,2.3146095721556885e-24,2.3146087557225226e-24,2.8416891086484283e-32,5.7744927298915172e-31,0.0,0.0,2.4482528068274926e-13,1.1394206094699334e-19,1.8740590895885373e-33,7.8500626459654946e-36,3.3177869479488345e-32,9.5324397718751028e-71,1.2108871001100084e-52,5.8290202896745421e-40,7.8497216414120242e-36,3.4882886959085202e-32,1.5684367435432554e-59,1.1140483905579694e-62,5.1373112537706453e-35,2.3137229477188737e-39,1.0454764464468711e-43,7.2978152575444776e-47,1.6904003903892687e-34,1.8315674763776296e-43,3.7316279135430543e-31,5.2802249425061142e-16,5.2281540583704467e-49,1.3896000480840336e-41,7.1396133634803425e-28,2.6617744613191118e-41,3.0869934475075255e-45,4.2023987633189863e-33,1.5525115294142203e-42,0.35999999999999999,0.0,0.0098899782358119522,0.10880299156556715,2.692922817320884e-16,2.6099954540468916e-20,3.3785123221358765e-15,6.4197731941893209e-25,0.0,6.531164036625304e-17,4.8290659142304568e-31,6.3341850496376582e-33,1.7775256119727072e-13,1.380536694744135e-22,0.0,1.1160911386595468e-30,0.0,0.0,0.0,0.0,2.1946254082561746e-09,9.8460016731431163e-09,1.2891909901682583e-09,8.0428273788755302e-09,3.9135506855491138e-10,5.2503730851150451e-16,5.5310795479559131e-15,1.6234481676958685e-18,1.3617369301480415e-18
1.5214010322724572e-09,0.0016086092261954916,9.2608114397498639e-20,2.4115924869463452e-24,2.4115916492022437e-24,3.0406697630150061e-32,6.1782649145821944e-31,0.0,0.0,2.5139516879935811e-13,1.1965225252806131e-19,2.0595832214931665e-33,8.5075088389605099e-36,3.5928046864046514e-32,1.0646511341020777e-70,1.3035350642974852e-52,6.1879812961328298e-40,8.5071553188964739e-36,3.7804431341170317e-32,1.7982059929193915e-59,1.2625074181222816e-62,5.5675722487646487e-35,2.4142116015258626e-39,1.1140628866610479e-43,8.2494986750555256e-47,1.8319706996250117e-34,2.017002930021635e-43,3.9785740691154487e-31,5.4556534581710494e-16,5.9098856960979334e-49,1.5201262239268851e-41,7.4925329904672116e-28,2.9289049921593711e-41,3.3981809550399282e-45,4.5543327443733229e-33,1.6964566720443171e-42,0.35999999999999999,0.0,0.0098899779139300543,0.10880299141466529,2.7746654376603678e-16,2.6995760308150816e-20,3.4369492680551969e-15,6.7876135375401173e-25,0.0,6.836763930665231e-17,5.1262711250110937e-31,6.703930751459035e-33,1.8308230968299708e-13,1.4689790779595396e-22,0.0,1.1664491216276403e-30,0.0,0.0,0.0,0.0,2.2013700853777635e-09,9.9911725618293242e-09,1.3082565962350597e-09,8.1874898110770086e-09,3.9758771720116119e-10,5.4247913705335913e-16,5.7575069654309181e-15,1.6784415220334513e-18,1.407766563700691e-18
