Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162)
5.539843496126394e-07,0.0007612588692353172,1.0530509840230944e-15,4.3390543437491842e-17,2.859791300934228e-16,3.244773292573705e-19,6.9735891488203912e-19,0.0,0.0,2.2783784928294692e-07,6.5868830840948138e-08,1.3578685557900939e-20,3.7521195200787882e-24,2.3046475522227927e-22,2.0514949687186087e-52,7.1019708901620076e-39,1.1100949619335748e-26,7.5673713450378315e-24,1.3744359243059242e-20,7.4019223861260385e-39,6.2208547409625119e-29,2.1786168845426681e-23,1.2390962608671615e-28,1.746586299389166e-30,2.1653573205477922e-26,6.130235987931118e-23,7.0522828415522841e-29,1.5554925246160812e-22,4.5463890656539508e-10,4.1228257995635601e-28,8.9745435539185849e-24,5.1428695499360037e-19,1.9079177088271618e-28,6.9301331598018125e-32,1.2628894976601881e-21,1.3495904915717285e-25,0.35999999999999999,0.0,0.0098568113670275664,0.10878580601893083,1.631468166953349e-14,5.1404403270770564e-14,5.2989101230489125e-12,2.7659563105242294e-13,0.0,2.0768738860628363e-12,2.1569301531488112e-24,2.0120237169685911e-25,8.1985552859532727e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8631142807232185e-07,1.4069009871293992e-05,9.1272202678407958e-07,1.5881323951075572e-05,1.0189480841939246e-06,4.5436231146389195e-10
5.5967032039286e-07,0.000761258597429594,1.0622879981922938e-15,4.4258841887104531e-17,2.9858904074046179e-16,3.3641984720595416e-19,7.3343513641664806e-19,0.0,0.0,2.3123890458565019e-07,6.8286399207549183e-08,1.4238633968984036e-20,3.9372322183616243e-24,2.3877599500263054e-22,1.8139054840833656e-52,7.32728474692837e-39,1.1563498290108661e-26,7.9483496354555178e-24,1.4409584442025223e-20,7.9191607834177729e-39,-2.339495948757264e-29,2.2834329178177749e-23,-3.1294604791915679e-29,4.2473247106756457e-30,2.328477921443548e-26,6.4157359593739747e-23,7.4564175456939669e-29,1.6113146566407197e-22,4.6399465485935497e-10,4.4464109222543807e-28,9.4479611196405714e-24,5.2705705012808839e-19,1.9970922256966299e-28,7.2451495183366879e-32,1.3197871498477694e-21,1.4510127227022316e-25,0.35999999999999999,0.0,0.0098564818450905811,0.10878562928087927,1.6556680483629583e-14,5.2462217009698915e-14,5.3529259877496866e-12,2.898779961376972e-13,0.0,2.1319243632585458e-12,2.2284150442392245e-24,2.0870042227680065e-25,8.4159625968591013e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9123980044434704e-07,1.4191831356560832e-05,9.218245493600013e-07,1.6043348138490541e-05,1.0278432563448336e-06,4.6370477740626916e-10
5.653562911730807e-07,0.0007612583257267609,1.0714826655503582e-15,4.5134852872377403e-17,3.1163192746073227e-16,3.4864611870561478e-19,7.7114520786547096e-19,0.0,0.0,2.3463339600357862e-07,7.0761136728922459e-08,1.4922438617773329e-20,4.1289100606477729e-24,2.4727421545138832e-22,1.9799556384479594e-52,7.5471888844609083e-39,1.1964846939990737e-26,8.344104475468349e-24,1.5098750606251322e-20,8.4674398404768605e-39,2.789844208600219e-29,2.3919851122243599e-23,1.3645605885360393e-29,2.0864977442548356e-30,2.5016770804979759e-26,6.7108531386177361e-23,7.8786435835025267e-29,1.668386750845912e-22,4.7344527979933345e-10,4.7912310774469637e-28,9.9402929224871145e-24,5.4000039870591243e-19,2.0892829245730405e-28,7.5702965966930214e-32,1.3784939394782381e-21,1.5590414239287859e-25,0.35999999999999999,0.0,0.0098561526130379763,0.1087854525565889,1.6798382554436766e-14,5.353075705567973e-14,5.4069341479374565e-12,3.0363269536244182e-13,0.0,2.187758995920444e-12,2.3015947452319341e-24,2.1639479199204791e-25,8.6368107464950671e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9616745268271491e-07,1.4314089154431522e-05,9.3092178329037527e-07,1.6205348807785222e-05,1.0366975788745038e-06,4.7314164766072464e-10
5.710422619533013e-07,0.0007612580541264056,1.0806348340121021e-15,4.601854287227597e-17,3.2511763378979397e-16,3.6115844605764016e-19,8.1055333091136335e-19,0.0,0.0,2.3802064613628307e-07,7.3293497025900927e-08,1.5630642524853001e-20,4.327543262839262e-24,2.5596112469568101e-22,2.0131666429160936e-52,7.9239724759506958e-39,1.2501753218945932e-26,8.7550361493133763e-24,1.5812399718687656e-20,9.0560256595069571e-39,-7.2608032184125962e-29,2.5043569147213758e-23,-7.6675714700093947e-29,5.7829734572333705e-30,2.6854333127523092e-26,7.0157735747530469e-23,8.3195319549358659e-29,1.7267157247817785e-22,4.8299076781997699e-10,5.1583992164862469e-28,1.0452036383771681e-23,5.53117331531361e-19,2.1845485020102734e-28,7.9057468995776314e-32,1.4390399689304012e-21,1.6740378393750217e-25,0.35999999999999999,0.0,0.0098558236719482658,0.10878527584653543,1.7039742790926735e-14,5.4610021847734544e-14,5.4609345664670532e-12,3.178701687209018e-13,0.0,2.2443760270177406e-12,2.3764914663744766e-24,2.2428824307361029e-25,8.8611113474138774e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0109441546360032e-07,1.4435781243168879e-05,9.4001373174443253e-07,1.6367325853157219e-05,1.0455109057232105e-06,4.8267289822191183e-10
5.761596356554998e-07,0.0007612578097747069,1.0888353279678304e-15,4.6820401558176097e-17,3.3764157535167815e-16,3.7266596793269403e-19,8.4752715320537862e-19,0.0,0.0,2.4106243049414419e-07,7.5622252712031898e-08,1.6289339413153789e-20,4.5124743051835636e-24,2.639411067407959e-22,2.2072400586300901e-52,8.3431179486329658e-39,1.2950967650501278e-26,9.1381864868574473e-24,1.6476067479764777e-20,9.6058585403429586e-39,-1.7463218320410395e-29,2.6088262472763504e-23,-2.6317126429804833e-29,3.8751339587489583e-30,2.8602478155329256e-26,7.2987374189320277e-23,8.7327672834251342e-29,1.7802918647407567e-22,4.9166280372590841e-10,5.5089123331670597e-28,1.0929617563415559e-23,5.6507125095820288e-19,2.2729650292030807e-28,8.216603146124674e-32,1.4951286531067502e-21,1.7838032469309323e-25,0.35999999999999999,0.0,0.0098555278746047248,0.10878511681999149,1.7256638131976385e-14,5.5590528524380859e-14,5.509528315921064e-12,3.3110533909803986e-13,0.0,2.2959987324428597e-12,2.4453848805764211e-24,2.3156484138568922e-25,9.0659429562169273e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0552806051353279e-07,1.4544818831177252e-05,9.4819196888964205e-07,1.6513084966131362e-05,1.0534077317544998e-06,4.9133169897014982e-10
5.812770093576984e-07,0.0007612575655065617,1.0970011763957041e-15,4.7628428201814353e-17,3.505395121110515e-16,3.8440859105901744e-19,8.8597967078409514e-19,0.0,0.0,2.4409733563519794e-07,7.799835069124811e-08,1.6968643815827332e-20,4.7033518886578781e-24,2.7207511376096233e-22,2.2920895374806344e-52,8.6473871810572041e-39,1.3375955760429461e-26,9.5342593262358264e-24,1.7160407799413207e-20,1.0185107229543451e-38,-1.5562506750759127e-29,2.7165181181635218e-23,-4.1446416032270904e-29,4.7149143983440455e-30,3.0443834004623725e-26,7.5899279019959978e-23,9.1620186642721454e-29,1.8348959344903088e-22,5.0041165775555933e-10,5.879335485173777e-28,1.1423698590154964e-23,5.7716626051680423e-19,2.3639624548001594e-28,8.5360680782298037e-32,1.5527529668326347e-21,1.899803647956797e-25,0.35999999999999999,0.0,0.0098552323145253279,0.10878495780564154,1.7473189026588081e-14,5.6579719832317994e-14,5.5581157607021986e-12,3.44747742451055e-13,0.0,2.3482521450899115e-12,2.5157031393756589e-24,2.3900693199800655e-25,9.2735878885933717e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0996113646314664e-07,1.4653395248779496e-05,9.5636592967491801e-07,1.6658824840789762e-05,1.0612711380195724e-06,5.0006691060929503e-10
5.863943830598969e-07,0.0007612573213229301,1.1051322802312116e-15,4.844259794610717e-17,3.638187687305982e-16,3.9638785536795854e-19,9.2596191333271357e-19,0.0,0.0,2.4712489479568541e-07,8.0422093191009156e-08,1.7668958619166394e-20,4.9004986475793564e-24,2.8036407910390551e-22,2.3965062557060229e-52,9.0385550590359225e-39,1.3908570549790757e-26,9.9435588711178195e-24,1.7865822378516902e-20,1.0774912669823835e-38,3.5905823713672186e-29,2.8274942844972095e-23,5.676351778242258e-29,3.235696551406658e-30,3.2382203869272511e-26,7.8894802504816385e-23,9.6077217375200331e-29,1.8905322407294539e-22,5.092373199321396e-10,6.2705705149409568e-28,1.1934652099521245e-23,5.8940258049688012e-19,2.4575834567255397e-28,8.8642650958781611e-32,1.6119343852453498e-21,2.0223359792752938e-25,0.35999999999999999,0.0,0.0098549369924256919,0.10878479880378483,1.7689364331523398e-14,5.7577594623693295e-14,5.6066968884788735e-12,3.5880509691788961e-13,0.0,2.4011346774955059e-12,2.5874623131682019e-24,2.466165141601407e-25,9.4840536434027788e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1439362957807116e-07,1.4761509176642435e-05,9.6453561640912375e-07,1.6804545438005241e-05,1.069101028908655e-06,5.0887851544442006e-10
5.915117567620955e-07,0.0007612570772231299,1.1132285441103759e-15,4.9262885807318663e-17,3.7748671376536158e-16,4.0860525656651017e-19,9.6752628803418508e-19,0.0,0.0,2.5014464990980584e-07,8.2893773333514364e-08,1.8390688050556321e-20,5.104090030774741e-24,2.8880835977539879e-22,2.6464885877824557e-52,9.5700453218500775e-39,1.4455115436362765e-26,1.0366393248300566e-23,1.8592714819697509e-20,1.1401676504401479e-38,-9.6229480773270185e-30,2.9418163801505604e-23,1.0280924405411733e-29,4.7258615388801451e-30,3.442149214629793e-26,8.1975294694863906e-23,1.0070318170045639e-28,1.9472048577087197e-22,5.1813978025224489e-10,6.6835490621819773e-28,1.2462853723838956e-23,6.0178042454055218e-19,2.5538706478413398e-28,9.2013167591156808e-32,1.6726942177518179e-21,2.1517084247495681e-25,0.35999999999999999,0.0,0.0098546419089991996,0.10878463981474115,1.790513345952442e-14,5.85841517476569e-14,5.6552716774829383e-12,3.7328515073827182e-13,0.0,2.4546446491570682e-12,2.6606784288758741e-24,2.5439558191295166e-25,9.6973474156585881e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1882555068197264e-07,1.4869159343617348e-05,9.7270103140060556e-07,1.6950246694774948e-05,1.0768973125666354e-06,5.1776649572388133e-10
5.96629130464294e-07,0.0007612568332082344,1.1212898763552277e-15,5.0089266677819878e-17,3.9155075824668104e-16,4.2106224590560111e-19,1.0107265985145128e-18,0.0,0.0,2.5315615164392264e-07,8.5413675117961645e-08,1.913423749128001e-20,5.3140172387981166e-24,2.9740829216364685e-22,2.7464395371359856e-52,9.9436868143235277e-39,1.492546164312423e-26,1.0803074511367278e-23,1.9341490494704867e-20,1.2056424992853262e-38,5.7201234053304648e-30,3.0595458352381791e-23,3.7436175136487719e-29,3.7250203971014732e-30,3.6565705158898599e-26,8.5142103008299638e-23,1.0550255608271198e-28,2.0049176296208811e-22,5.2711902868561172e-10,7.1192331185873518e-28,1.3008682014832721e-23,6.1429999962106084e-19,2.6528665626480442e-28,9.5473447456930632e-32,1.7350536003783496e-21,2.2882407163116838e-25,0.35999999999999999,0.0,0.009854347064917255,0.10878448083880217,1.8120466382790457e-14,5.9599390050322348e-14,5.7038401158349331e-12,3.8819568052616934e-13,0.0,2.5087802882826634e-12,2.7353674676190013e-24,2.6234612380056571e-25,9.9134760973474788e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2325688591379907e-07,1.4976344527007176e-05,9.8086217695717372e-07,1.7095928573379712e-05,1.0846599003773214e-06,5.2673083364080204e-10
6.017465041664926e-07,0.0007612565892777773,1.1293161889574194e-15,5.0921715328922694e-17,4.060183542743761e-16,4.3376023006873166e-19,1.0556180632972078e-18,0.0,0.0,2.5615895945156753e-07,8.7982073380965059e-08,1.9900014746163873e-20,5.530335127282981e-24,3.0616476455288304e-22,2.7592004392281543e-52,1.0263410643066204e-38,1.5416952196834144e-26,1.12539186442398e-23,2.0112556492899076e-20,1.2754426428388222e-38,-2.2958377705736511e-29,3.1807446803182193e-23,3.224231318033875e-30,4.9520673491600385e-30,3.8818951819368271e-26,8.8396571817807065e-23,1.1047987629065912e-28,2.0636741701345249e-22,5.3617505517597182e-10,7.5786155766244216e-28,1.3572518365980019e-23,6.2696150602394307e-19,2.7546136442702576e-28,9.9024698104095952e-32,1.799033488358097e-21,2.4322644371644969e-25,0.35999999999999999,0.0,0.0098540524608292778,0.10878432187627758,1.833533363626116e-14,6.0623308374874776e-14,5.7524021832671468e-12,4.0354448956084783e-13,0.0,2.5635397335354413e-12,2.8115453624565058e-24,2.7047012259063814e-25,1.0132446278353349e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2768764342926042e-07,1.5083063551930997e-05,9.8901905538608308e-07,1.7241591014735039e-05,1.0923887074424554e-06,5.3577151133563531e-10
6.068638778686912e-07,0.0007612563454325568,1.137307397560831e-15,5.1760206413763477e-17,4.2089699358169139e-16,4.4670057106393515e-19,1.102257334261489e-18,0.0,0.0,2.5915264160328247e-07,9.0599233783099378e-08,2.0688430203648134e-20,5.7530593078122109e-24,3.1507829458635672e-22,3.0034874608998923e-52,1.073448730645393e-38,1.5893073520893737e-26,1.1719245564780827e-23,2.0906321551976729e-20,1.3476240764516473e-38,2.810788111393538e-29,3.3054749997409549e-23,4.1407075363452993e-30,4.0505646497859797e-30,4.1185444256702023e-26,9.1740042038064889e-23,1.1563973687973852e-28,2.1234778654138236e-22,5.4530784964094425e-10,8.0627207871575106e-28,1.4154746933120187e-23,6.3976513733135584e-19,2.859154231344807e-28,1.0266811744797046e-31,1.8646546487468747e-21,2.5841233340588589e-25,0.35999999999999999,0.0,0.0098537580973629274,0.10878416292745555,1.8549706320404225e-14,6.1655905561549132e-14,5.8009578667658435e-12,4.1933940605998723e-13,0.0,2.6189210358153515e-12,2.8892279961254198e-24,2.7876955499449584e-25,1.0354264247458612e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3211781339144546e-07,1.5189315291536882e-05,9.9717166899401677e-07,1.7387233978346644e-05,1.1000836521176932e-06,5.4488851089778291e-10
6.119812515708897e-07,0.0007612561016722461,1.1452634214442114e-15,5.2604714470207009e-17,4.3619420608399569e-16,4.5988458611368817e-19,1.1507025149296694e-18,0.0,0.0,2.6213677523457343e-07,9.3265412776779632e-08,2.1499895299884862e-20,5.9823702932566871e-24,3.2414937892967696e-22,3.1685344198076407e-52,1.1142826515043316e-38,1.6408182790926275e-26,1.2199379128424614e-23,2.1723195967497449e-20,1.4237927267306833e-38,-8.4687384364618348e-30,3.4337993881886453e-23,-1.3264964636056836e-29,5.1461188964753782e-30,4.3669498401565312e-26,9.5173850711885376e-23,1.2098679065089709e-28,2.1843318739102247e-22,5.5451740197273173e-10,8.5726051210791964e-28,1.4755754553711182e-23,6.5271108040858054e-19,2.9665305449533615e-28,1.0640489337293198e-31,1.9319376531416222e-21,2.744173636527611e-25,0.35999999999999999,0.0,0.0098534639751240924,0.10878400399263626,1.8763556104247944e-14,6.2697180447717051e-14,5.8495071472843e-12,4.3558828144338536e-13,0.0,2.6749221600646451e-12,2.9684311988007565e-24,2.8724639138974145e-25,1.0578935993451372e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.365474018785941e-07,1.5295098666429443e-05,1.0053200200870639e-06,1.7532857408462186e-05,1.1077446564068394e-06,5.5408181436802919e-10
6.170986252730883e-07,0.0007612558579974981,1.1531841835033029e-15,5.3455213923776125e-17,4.5191755842749414e-16,4.7331354758749983e-19,1.201013178371785e-18,0.0,0.0,2.6511094636820185e-07,9.5980857600248973e-08,2.233482258992618e-20,6.218543590163042e-24,3.3337845700122284e-22,3.1977551616770433e-52,1.1597589104819927e-38,1.6974813293287715e-26,1.2694647131774196e-23,2.2563591516159446e-20,1.5022926203031095e-38,1.717822249538492e-29,3.5657807352915748e-23,1.3551878217424538e-29,4.4344013332963306e-30,4.6275534518525264e-26,9.8699330605385382e-23,1.2652574808952893e-28,2.2462391290056324e-22,5.6380370203809744e-10,9.1093575285128803e-28,1.5375930665759465e-23,6.6579951539403047e-19,3.0767846757488506e-28,1.1023620334411378e-31,2.0009028705924675e-21,2.9127843800555096e-25,0.35999999999999999,0.0,0.0098531700946970936,0.10878384507210224,1.897685522768709e-14,6.3747131867877024e-14,5.8980500114961052e-12,4.5229898861217788e-13,0.0,2.7315409870776731e-12,3.0491707459062274e-24,2.9590259554909309e-25,1.0806467206300377e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4097640090132123e-07,1.5400412644800957e-05,1.0134641109707033e-06,1.7678461264012763e-05,1.1153716455647038e-06,5.6335140374023616e-10
6.222159989752868e-07,0.0007612556144081045,1.1610696102318247e-15,5.4311679090555161e-17,4.6807465254209311e-16,4.8698868292709113e-19,1.2532503846388652e-18,0.0,0.0,2.6807474994710196e-07,9.874580626030871e-08,2.3193626453124215e-20,6.4618132640281619e-24,3.4276599292820696e-22,3.4746673341215923e-52,1.208478663014624e-38,1.7568597967693739e-26,1.3205381316168831e-23,2.3427921350849016e-20,1.5856212891487531e-38,-8.7485228432174938e-30,3.7014820121612809e-23,1.0871615920302587e-29,5.4213902877954501e-30,4.9008077681712556e-26,1.0231780980834174e-22,1.3226137678605407e-28,2.3092023394111339e-22,5.7316673967898191e-10,9.6741000938826035e-28,1.601566722646311e-23,6.7903061569196564e-19,3.189958571334362e-28,1.1416321403183987e-31,2.0715704607336798e-21,3.0903377325555484e-25,0.35999999999999999,0.0,0.0098528764566447342,0.10878368616614435,1.918957650361815e-14,6.4805758653730582e-14,5.946586441506982e-12,4.6947942024399199e-13,0.0,2.7887753153097559e-12,3.1314623559821698e-24,3.0474012437624235e-25,1.103686327842637e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4540481468590207e-07,1.5505256241877754e-05,1.0216039439497843e-06,1.7824045492369113e-05,1.1229645484343064e-06,5.7269726096366727e-10
6.273333726774854e-07,0.0007612553709045932,1.1689196317008844e-15,5.5174084180100311e-17,4.8467312419552801e-16,5.0091117459382199e-19,1.3074766977871823e-18,0.0,0.0,2.7102778984697729e-07,1.0156048753568694e-07,2.4076722279710582e-20,6.7121807762720095e-24,3.5231217609512502e-22,3.5564804323212192e-52,1.256319141658865e-38,1.8122017528302472e-26,1.3731917371248486e-23,2.4316599892509651e-20,1.6718947973684792e-38,1.1254500984096402e-29,3.8409659554076344e-23,2.3311352814693079e-30,4.8233753322316324e-30,5.1871758196386753e-26,1.0603061134357401e-22,1.3819850083766944e-28,2.3732239920272947e-22,5.8260650471257724e-10,1.0267988588429288e-27,1.6675358630609562e-23,6.9240454796884206e-19,3.3060940238354272e-28,1.1818708094783044e-31,2.143960367112271e-21,3.277229324867521e-25,0.35999999999999999,0.0,0.0098525830615084752,0.10878352727503929,1.940169331945453e-14,6.5873059634185274e-14,5.9951164237766608e-12,4.8713748710479573e-13,0.0,2.8466228626885987e-12,3.2153216886032697e-24,3.1376092764781873e-25,1.1270129306040968e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4983263689469827e-07,1.5609628519980316e-05,1.0297395213285077e-06,1.7969610052085949e-05,1.1305232971031184e-06,5.8211936794474925e-10
6.324507463796839e-07,0.0007612551274868376,1.176734181538599e-15,5.6042403298399607e-17,5.0172064154695444e-16,5.150821600818711e-19,1.3637562025243899e-18,0.0,0.0,2.7396967889749875e-07,1.0442512097136188e-07,2.4984526751076666e-20,6.9696772786986899e-24,3.620174719800928e-22,3.7615289746710226e-52,1.3003057714913758e-38,1.8678815875983917e-26,1.4274594938544304e-23,2.5230042759152107e-20,1.7626182840435287e-38,-7.4029704049915674e-30,3.9842955639366771e-23,-7.8774382894054556e-30,5.682606232312705e-30,5.4871311967385907e-26,1.0983905278011542e-22,1.4434200023136421e-28,2.4383063528245588e-22,5.9212298693187771e-10,1.0892213020941195e-27,1.7355401628511082e-23,7.0592147215250991e-19,3.4252326576705041e-28,1.2230894809231357e-31,2.2180923107042424e-21,3.4738685857646984e-25,0.35999999999999999,0.0,0.00985228990980851,0.10878336839906909,1.9613179638568861e-14,6.6949033635421854e-14,6.0436399413431836e-12,5.0528111637140336e-13,0.0,2.9050812684303332e-12,3.3007643423408716e-24,3.2296694776081478e-25,1.1506270090579414e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5425987046415155e-07,1.571352858799521e-05,1.0378708454104074e-06,1.8115154893096452e-05,1.1380478271868662e-06,5.9161770654930079e-10
6.375681200818825e-07,0.0007612548841552686,1.1845131969083715e-15,5.6916610450862544e-17,5.1922490370084054e-16,5.2950273197536211e-19,1.422154520469376e-18,0.0,0.0,2.7690003888674601e-07,1.0733991688988268e-07,2.591745774710816e-20,7.2344678713369951e-24,3.7188227297751952e-22,3.8685967820323476e-52,1.3525884641545013e-38,1.9276535966802697e-26,1.4833757615100425e-23,2.6168666712061241e-20,1.8566194640673663e-38,6.9103399167776193e-30,4.13153416309568e-23,-2.6580318362150584e-30,5.1989035691155832e-30,5.8011580814750068e-26,1.1374444585482375e-22,1.5069681020866154e-28,2.5044514696896915e-22,6.0171617610581122e-10,1.1547998186579335e-27,1.8056195243678385e-23,7.1958154143497431e-19,3.5474159175114942e-28,1.2652994761171505e-31,2.2939857836187242e-21,3.6806790814042317e-25,0.35999999999999999,0.0,0.0098519970020439392,0.10878320953850421,1.9824010001218397e-14,6.8033679480904932e-14,6.0921569806138168e-12,5.2391824996910064e-13,0.0,2.9641480948591106e-12,3.3878058527702903e-24,3.3236011948552603e-25,1.1745290140199111e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5868651027542528e-07,1.5816955601374858e-05,1.0459979184983337e-06,1.8260679974015541e-05,1.1455380775310742e-06,6.0119225860432473e-10
6.42685493784081e-07,0.0007612546409098207,1.1922566184869082e-15,5.7796679545278786e-17,5.3719363926286282e-16,5.4417393798391838e-19,1.4827388259743034e-18,0.0,0.0,2.7981850057110475e-07,1.103050763968574e-07,2.6875934453167722e-20,7.506737100790849e-24,3.8190685581178146e-22,4.1593857051477019e-52,1.4078861633575303e-38,1.989460123502823e-26,1.5409752957135745e-23,2.7132889563699444e-20,1.955335135820456e-38,-6.2164855247412701e-30,4.2827451855110136e-23,-8.6180191534104931e-30,5.9822159775584423e-30,6.1297512735254303e-26,1.1774809609868706e-22,1.5726792061293958e-28,2.5716611737050017e-22,6.1138606197973315e-10,1.2236604213050664e-27,1.8778140690219663e-23,7.3338490227808697e-19,3.6726850564619203e-28,1.3085119946765356e-31,2.371660043000181e-21,3.8980988589921599e-25,0.35999999999999999,0.0,0.0098517043386928509,0.10878305069361822,2.0034159525314322e-14,6.9126995991442465e-14,6.1406675254484782e-12,5.4305684292337778e-13,0.0,3.0238208292279669e-12,3.476461690525207e-24,3.4194236972426226e-25,1.198719367136632e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6311255825647309e-07,1.5919908761627081e-05,1.0541207428944328e-06,1.8406185247063104e-05,1.152993990450342e-06,6.1084300590015105e-10
6.478028674862796e-07,0.000761254397750849,1.1999643904409441e-15,5.8682584394781108e-17,5.5563460489898732e-16,5.5909678099843672e-19,1.5455778615139958e-18,0.0,0.0,2.8272470367094427e-07,1.1332079140080237e-07,2.786037692973551e-20,7.7866705930322409e-24,3.9209145811896476e-22,4.2395111461814295e-52,1.4596796617685089e-38,2.0534536005265146e-26,1.6002932483751074e-23,2.8123130082977836e-20,2.0578321335674066e-38,5.2170451816300652e-30,4.437992179905793e-23,4.2307098596610914e-30,5.6038908552991276e-30,6.4734162109850753e-26,1.2185130247217884e-22,1.640603752199387e-28,2.639937082092521e-22,6.2113263427560574e-10,1.2959327103923405e-27,1.9521641290155243e-23,7.4733169442278966e-19,3.8010811244468293e-28,1.3527381111745465e-31,2.4511341051311987e-21,4.1265807945581721e-25,0.35999999999999999,0.0,0.0098514119202125147,0.10878289186467503,2.0243603906702574e-14,7.0228981985203091e-14,6.189171562315666e-12,5.6270486172997088e-13,0.0,3.0840968855395496e-12,3.5667472593999295e-24,3.5171561727592793e-25,1.2231984610505933e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6753801022866638e-07,1.6022387316259214e-05,1.0622393209001312e-06,1.8551670671196258e-05,1.1604155114685439e-06,6.2056993019224759e-10
6.529202411884781e-07,0.0007612541546783306,1.2076364604038689e-15,5.9574298720827359e-17,5.745555838983461e-16,5.7427221918506886e-19,1.6107419526344123e-18,0.0,0.0,2.8561829686973189e-07,1.1638724462923667e-07,2.8871206091094484e-20,8.074453109168822e-24,4.0243631422348055e-22,4.4724875909606111e-52,1.5154463462456084e-38,2.1201339564698867e-26,1.6613651680697222e-23,2.9139807915082955e-20,2.1651500156978302e-38,-1.0149286632869655e-29,4.5973387867421548e-23,9.522824804846168e-30,6.3142800947036007e-30,6.8326689856696936e-26,1.2605535700591264e-22,1.7107927105201773e-28,2.7092805998825376e-22,6.3095588269245522e-10,1.3717499278882898e-27,2.0287102390600341e-23,7.6142205090139329e-19,3.9326449568367136e-28,1.3979887720642994e-31,2.5324267397389265e-21,4.3665929448414359e-25,0.35999999999999999,0.0,0.0098511197470394496,0.10878273305194003,2.0452319419270142e-14,7.13396362777705e-14,6.2376690757971867e-12,5.8287028274135563e-13,0.0,3.1449736063658686e-12,3.6586778944991431e-24,3.6168177260642577e-25,1.2479666595734833e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7196286737364229e-07,1.6124390558281242e-05,1.0703536548161162e-06,1.8697136200661878e-05,1.1678025895196912e-06,6.3037301320328798e-10
6.580376148906767e-07,0.00076125391169256,1.2152727794511674e-15,6.0471796156177762e-17,5.93964384740362e-16,5.897011660902881e-19,1.6783030224546335e-18,0.0,0.0,2.8849893780123343e-07,1.1950460965677148e-07,2.9908843671064651e-20,8.370150011166025e-24,4.1294153839768526e-22,4.6773522684735378e-52,1.5748798017466266e-38,2.1856305421892678e-26,1.7242270004212141e-23,3.0183343491774621e-20,2.2765062211577526e-38,4.6532491842089374e-30,4.7608485091119564e-23,3.5529725969537738e-30,6.0179208392204395e-30,7.2080363530247975e-26,1.303615444503868e-22,1.7832975767662188e-28,2.7796929229400187e-22,6.4085579690658646e-10,1.4512490110968329e-27,2.1074931280954418e-23,7.7565609805337515e-19,4.0674171632935113e-28,1.4442747927175188e-31,2.6155564645038368e-21,4.6186189032963214e-25,0.35999999999999999,0.0,0.0098508278195896231,0.10878257425567038,2.066028291462166e-14,7.245895768216548e-14,6.2861600525067967e-12,6.0356109057255969e-13,0.0,3.2064482646664358e-12,3.7522688604346641e-24,3.7184273762482606e-25,1.273024297865603e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7638712623700119e-07,1.6225917826100747e-05,1.0784637469423188e-06,1.8842581794976291e-05,1.1751551767209047e-06,6.4025223662496319e-10
