Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409)
0.0002661065201755714,0.0017957034499008905,9.207750884158878e-09,6.0800397178712925e-09,8.2064381862820713e-09,6.5383431125533423e-09,1.700281620898038e-06,4.6516374010763627e-06,8.5687023036318704e-08,9.9930004905765534e-08,3.4500268203518893e-08,2.224396078340522e-07,6.04843744998175e-08,9.2497611062473514e-08,2.8573685505291152e-09,1.8094660649210383e-08,1.4356819006968218e-08,1.1152062692783297e-07,8.5623795845015474e-10,1.8946153798857014e-08,5.1775035330034237e-07,5.0874823259206998e-09,3.5508825878630773e-10,5.6578674769167517e-12,3.0534518542077698e-07,1.6362794330273583e-06,6.4080243344523734e-18,2.3024851417454992e-08,2.397554421378497e-07,7.9805494886517724e-06,9.0746816308255998e-09,4.6978627247311285e-07,4.5893037932398026e-10,1.0299740971397645e-06,1.6869749143069687e-15,4.1204426021819889e-07,1.6585824805773665e-06,2.6339048977297423e-08,5.1201057787450861e-08,1.8515874371301354e-11,9.8804496810877149e-07,3.6612903891107707e-09,2.8434714589605765e-08,3.8405056274559577e-10,2.3588850425669339e-07,1.1819931148246525e-10,5.394679551455704e-09,2.3477597199538421e-07,2.2468258111002995e-09,1.4500562974216547e-08,3.0506131696623737e-06,8.7788675518041879e-14,8.6225533132626666e-08,3.0322904013566804e-15,1.7606365385017615e-07,2.3473071886275642e-09,1.0004381261419027e-09,7.0334418723083061e-09,7.8376263692985166e-12,4.2395828914435896e-07,3.7734478329847812e-16,3.5508641673756322e-08,3.0521853200487504e-12,2.0765963369004386e-15,6.7040895329993971e-07,4.7278988859185315e-08,6.9625488643882411e-09,8.1925829293900569e-17,1.3169559630487866e-15,2.9880072286896255e-11,2.1137082016768029e-10,4.7995794371368998e-08,4.7030480772179512e-15,4.3369451061208922e-13,3.1302442341899992e-08,2.3769674845729557e-07,3.6990305459710021e-11,6.367718250719627e-12,2.8655447327557424e-07,1.9282704405830566e-07,1.9495857833269231e-06,1.2874298170810347e-14,5.1591378308752878e-15,2.5393494450941089e-07,3.0534437979360457e-14,3.7344685579609119e-07,5.5577239472001283e-11,1.3302935419321859e-10,8.0769954636297407e-09,1.6425990024024046e-16,7.9839968171369266e-12,4.2771895155420562e-09,5.5404560635787671e-09,6.0494662674863526e-08,1.1102356039073811e-17,0.88130563799999995,0.0,0.0,0.0,0.0098799779351141561,0.00010000786686806753,0.10887307484682616,2.7092311724100544e-11,1.8463881406984309e-14,3.7615035466084912e-16,4.2468759648118229e-09,2.5105159290212418e-09,1.5142616755412142e-09,1.5149881761362683e-10,4.8871601598156288e-11
0.00026712522249010306,0.0017957036587513083,9.5755608882713149e-09,6.3393656160200413e-09,8.5423470648238379e-09,6.8010637611430067e-09,1.7713452288826539e-06,4.8340088959936336e-06,8.9125819289537347e-08,1.0391269706041032e-07,3.5942974529806169e-08,2.3173957448547381e-07,6.306367324085049e-08,9.6288914062381252e-08,2.9745041354228576e-09,1.8836327813056453e-08,1.4951921904296562e-08,1.1614231029757688e-07,8.9275466061437291e-10,1.9690745729768825e-08,5.3808387520785515e-07,5.3044169586510945e-09,3.6932979774848669e-10,5.8991265130574395e-12,3.1832086144701704e-07,1.70513559623744e-06,6.6706775737778838e-18,2.4019661891911748e-08,2.4966032073637198e-07,8.3209615059067166e-06,9.4602071652777718e-09,4.8986299558697391e-07,4.77949550497017e-10,1.0734915552367164e-06,1.7586634953644966e-15,4.2370452268644017e-07,1.7280605552446142e-06,2.7084226910021112e-08,5.3337099047082199e-08,1.9288333148070709e-11,1.0301954220142103e-06,3.8142846052390113e-09,2.9622681014316575e-08,3.9491808388024247e-10,2.4588307903646247e-07,1.2313757206445189e-10,5.5473393624155597e-09,2.4469209142201486e-07,2.3398993168782208e-09,1.5101127937684919e-08,3.1779403243219554e-06,9.1540401783909905e-14,8.988953782904449e-08,3.1575620958175411e-15,1.8200913810826296e-07,2.4265575363922854e-09,1.0429563343880871e-09,7.3323138560994643e-09,8.1706743437003759e-12,4.4196968741142223e-07,3.9008731942237424e-16,3.6741775705762619e-08,3.1581807699990811e-12,2.1648183489378207e-15,6.986141682274309e-07,5.0553815116129621e-08,6.9190910340099112e-09,8.1413934257476113e-17,1.3600459617250233e-15,3.0880993436084797e-11,2.1845130920758369e-10,4.9604076163418175e-08,4.8606416186271333e-15,4.4821942303172798e-13,3.2371057084359638e-08,2.5435532865853429e-07,3.9551943029983357e-11,6.7692641232127613e-12,3.0545144280403397e-07,2.0162621755230672e-07,2.0343814518707915e-06,1.3313805886980471e-14,5.3352624527719777e-15,2.6366104113279919e-07,3.1828179649151368e-14,3.8911369831897968e-07,6.03919998775245e-11,1.4455332151369904e-10,8.7750103176885468e-09,1.7845525929338328e-16,8.6739220044828599e-12,4.6432897737188866e-09,5.8574437301576981e-09,6.3027898733978349e-08,1.2060469390501065e-17,0.88130563799999995,0.0,0.0,0.0,0.0098795045526433398,0.00010000814423774549,0.10887236237982965,2.8226587202963588e-11,2.0057281132549773e-14,4.0861145309821337e-16,4.6101316349648668e-09,2.6501506593302604e-09,1.6469132140710208e-09,1.647692379541385e-10,5.31524709709467e-11
0.0002681439248046347,0.0017957038767406218,9.9572066706401315e-09,6.6097514213911804e-09,8.8913782813596154e-09,7.0737306100713792e-09,1.8453836114818884e-06,5.0231361052610626e-06,9.2694593803083508e-08,1.0804464026252509e-07,3.744432625051894e-08,2.4141743540785829e-07,6.575306261960699e-08,1.0022900262632095e-07,3.0962387111678904e-09,1.9607105658148149e-08,1.5570907526732148e-08,1.2094939786281435e-07,9.308305144141059e-10,2.0462921866051329e-08,5.5916971643823804e-07,5.5306111711106164e-09,3.8410891843635777e-10,6.1506836068884918e-12,3.3185269229392082e-07,1.7769009633219069e-06,6.9436400395339764e-18,2.5057284341641186e-08,2.5996542502340335e-07,8.6760783598842412e-06,9.8618459905034072e-09,5.1080258690091208e-07,4.9773170461678247e-10,1.118864807918839e-06,1.8334247674337846e-15,4.3553002330444472e-07,1.8004757430705508e-06,2.783994958210505e-08,5.5560752161608107e-08,2.0092475197440648e-11,1.0741873728526129e-06,3.9734912687991581e-09,3.0858867513509647e-08,4.0593948134931294e-10,2.5630158728676372e-07,1.2827628386939335e-10,5.7021597507723601e-09,2.5503033350235032e-07,2.436704372971207e-09,1.5725762119813166e-08,3.3105674210816476e-06,9.5453371863107299e-14,9.3706965372217391e-08,3.2878956645103036e-15,1.8810581641183538e-07,2.5078218865929168e-09,1.0872558023497977e-09,7.6437031623980222e-09,8.5176713119805705e-12,4.6074613495637468e-07,4.0315389905618053e-16,3.8010499956461297e-08,3.2672354195918785e-12,2.2567876717844635e-15,7.2801805417200413e-07,5.4033208472563101e-08,6.8748054233804151e-09,8.0892283459519501e-17,1.4042111884933401e-15,3.19082356669241e-11,2.257179928648226e-10,5.1254680021609354e-08,5.0223822479225117e-15,4.6312604730934728e-13,3.3468980215414733e-08,2.7223085790038933e-07,4.2273535698047882e-11,7.1949132873279403e-12,3.2557420175593018e-07,2.1083769237588577e-07,2.1229818709291413e-06,1.376536777259788e-14,5.5162175611031801e-15,2.737180906577025e-07,3.3176797152021523e-14,4.0544465022975641e-07,6.5622185424789921e-11,1.57071670653521e-10,9.5335537444037844e-09,1.9388157327393153e-16,9.4236683382482138e-12,5.0410330039815007e-09,6.1940222380121358e-09,6.5666244395896634e-08,1.3101476602046254e-17,0.88130563799999995,0.0,0.0,0.0,0.0098790110583294975,0.00010000843031632315,0.10887162017509441,2.9407908222044027e-11,2.1788538303574647e-14,4.4388101449410734e-16,5.0047390197895131e-09,2.7980822716287433e-09,1.7912998230907091e-09,1.7921348602131014e-10,5.7812002268698207e-11
0.0002690607568877132,0.00179570408109042,1.0312874216259667e-08,6.862928098273168e-09,9.2170854817833669e-09,7.3278912695001125e-09,1.9146622540337303e-06,5.1993029658864479e-06,9.6020967705895959e-08,1.1189481923322411e-07,3.8847436582584375e-08,2.5046188910582745e-07,6.8271369763564248e-08,1.0390643143648614e-07,3.2098600430184094e-09,2.0326505433060005e-08,1.6149114485143846e-08,1.254397277681209e-07,9.6648472580925728e-10,2.1182182832301981e-08,5.7880973537971229e-07,5.7424166843711956e-09,3.9788354730822232e-10,6.386238818301641e-12,3.4452629434857024e-07,1.8440766933897748e-06,7.198407528862934e-18,2.6029175664987429e-08,2.6959450092136113e-07,9.0087778754324149e-06,1.0237606112636432e-08,5.3041576140129915e-07,5.1621034250750578e-10,1.1613522353077657e-06,1.9034444782648452e-15,4.4630840781021594e-07,1.8682629974970183e-06,2.8528741169677624e-08,5.7639694212098579e-08,2.0844285333304067e-11,1.115422318989448e-06,4.1222741713622009e-09,3.2014100273089997e-08,4.1598484052184172e-10,2.6605506716706718e-07,1.3307848329971062e-10,5.843268465149593e-09,2.6471033170332595e-07,2.5271286122032948e-09,1.6309215898543618e-08,3.4346397351282255e-06,9.9118475248316691e-14,9.7278698323610377e-08,3.4096792071740931e-15,1.9372230430067754e-07,2.5826844143095899e-09,1.1287049440473812e-09,7.9350536461952878e-09,8.8423382909992647e-12,4.7832484977436586e-07,4.1519132051887958e-16,3.9183245717897014e-08,3.3680401293521021e-12,2.3428903600944748e-15,7.5554844140462178e-07,5.7348236397365232e-08,6.8342635175308165e-09,8.0414725746423328e-17,1.4448869030627502e-15,3.2855499760511836e-11,2.3241891335027477e-10,5.2776798357479534e-08,5.1715327408363457e-15,4.7687185764257091e-13,3.4482486990062818e-08,2.894325263505705e-07,4.4866503337156536e-11,7.5996363488051796e-12,3.4479341117767039e-07,2.1949583593727259e-07,2.206120127416031e-06,1.4182210279619889e-14,5.683259518009263e-15,2.8305984709514205e-07,3.4439330479892308e-14,4.2073357806022441e-07,7.0713420078413055e-11,1.692575311293781e-10,1.0272285616568917e-08,2.0890498446993711e-16,1.0153827295399426e-11,5.4283188852379873e-09,6.5147176398747105e-09,6.8134030433718267e-08,1.4115114081304062e-17,0.88130563799999995,0.0,0.0,0.0,0.0098785490232180407,0.00010000869539268879,0.10887092577144093,3.0512844464576188e-11,2.3474277980933386e-14,4.7822328324722513e-16,5.3889276103094601e-09,2.9387243323423352e-09,1.9321429491793963e-09,1.9330310893893445e-10,6.2357135973248029e-11
0.0002699775889707917,0.0017957042935007053,1.0680416545161826e-08,7.1257692896459607e-09,9.5540957207592404e-09,7.5905882294359858e-09,1.9865411738095764e-06,5.3812725793782987e-06,9.9458882691674783e-08,1.1587304115245481e-07,4.0301345525561701e-08,2.5983365509236967e-07,7.088590582752336e-08,1.0771213831856523e-07,3.3274468430870907e-09,2.1071004607066934e-08,1.6747983002122579e-08,1.3009044583883131e-07,1.0035018797727309e-09,2.1925133754209415e-08,5.9909576246967997e-07,5.9623161332649225e-09,4.1211940794503689e-10,6.6307957440728377e-12,3.5768723836266844e-07,1.9137974618663569e-06,7.4620636933266195e-18,2.7038440084625869e-08,2.7957093110001696e-07,9.3543779619966822e-06,1.0627376226906068e-08,5.5078426968695345e-07,5.3534901815426361e-10,1.2054657284903505e-06,1.9761566985313267e-15,4.5720944008836352e-07,1.9386235090501909e-06,2.9225356544696451e-08,5.9794781716671718e-08,2.1623632142909715e-11,1.1582775482168312e-06,4.2764376624269116e-09,3.3211093923282832e-08,4.2614437539599714e-10,2.7617911019741122e-07,1.3805428395502071e-10,5.985979879456718e-09,2.7476005287563167e-07,2.620780753243297e-09,1.6913489061062371e-08,3.5633390706003845e-06,1.0292472755162682e-13,1.0098389026476585e-07,3.5358559335752495e-15,1.9946143925808868e-07,2.6591804665401981e-09,1.171703727738547e-09,8.2372933312341236e-09,9.1791399696984456e-12,4.9657205535153233e-07,4.2749160277384185e-16,4.038567189361109e-08,3.4713960546164898e-12,2.4322674035337912e-15,7.841294936688532e-07,6.0845342102121849e-08,6.7930954669680261e-09,7.9929787377562415e-17,1.4864477394670917e-15,3.382452518697084e-11,2.3927377291394526e-10,5.4333908982575906e-08,5.3241120858334876e-15,4.9093321835888397e-13,3.5520314266608627e-08,3.0776064693481691e-07,4.7601829547814492e-11,8.0258334532077522e-12,3.651211163744342e-07,2.2851688417313889e-07,2.2926156495498563e-06,1.4609055501408849e-14,5.8543098786681372e-15,2.9268362523840978e-07,3.5749831152228462e-14,4.3660456821194139e-07,7.6196905042248143e-11,1.8238234988780406e-10,1.1068344924261614e-08,2.2509424984285472e-16,1.0940642597417068e-11,5.8456164006162454e-09,6.8532426215065981e-09,7.0693390442681013e-08,1.5207221571779762e-17,0.88130563799999995,0.0,0.0,0.0,0.0098780693809954953,0.00010000896781990109,0.1088702053991342,3.1658765556269096e-11,2.5290517981351032e-14,5.1522413400268394e-16,5.8028409947167028e-09,3.086869164629852e-09,2.0841624245505526e-09,2.0851063960113542e-10,6.7262892527090703e-11
0.0002708944210538702,0.001795704514304464,1.10601545073948e-08,7.398625267485174e-09,9.9027342372477601e-09,7.8620516610396139e-09,2.0611154456341368e-06,5.5692049103045992e-06,1.0301134023249983e-07,1.1998273823392051e-07,4.1807660987222661e-08,2.6954308342467281e-07,7.3600173499306377e-08,1.116498774323463e-07,3.4491153566003739e-09,2.1841338318438184e-08,1.7368154453477964e-08,1.3490652576105037e-07,1.0419316433591712e-09,2.2692426020927956e-08,6.2004550960775134e-07,6.1906042680704696e-09,4.2682886257406447e-10,6.8846822077395022e-12,3.7135393346316871e-07,1.9861573175538683e-06,7.7348688740284276e-18,2.8086409562502211e-08,2.89906100809131e-07,9.7133738950931058e-06,1.1031626837453278e-08,5.7193619078806608e-07,5.5516820049272978e-10,1.2512667189488859e-06,2.0516631373102522e-15,4.6822738890674602e-07,2.0116545285518347e-06,2.9929428432687822e-08,6.2028562608043122e-08,2.2431437053018942e-11,1.2028177995840953e-06,4.4361517307817509e-09,3.445116655267059e-08,4.3641272828228228e-10,2.8668722345969904e-07,1.432091656291522e-10,6.1302185263132277e-09,2.8519338788880012e-07,2.7177608161906425e-09,1.7539226091628906e-08,3.6968315724625504e-06,1.0687737589792285e-13,1.0482705573534533e-07,3.6665698409704417e-15,2.0532300361964508e-07,2.737307030508114e-09,1.2163046599431161e-09,8.5507909197085222e-09,9.528487244883383e-12,5.1551197611771017e-07,4.4005427931630287e-16,4.1618164011887017e-08,3.5773363339972468e-12,2.5250374567673783e-15,8.1380115180510904e-07,6.4532617131859339e-08,6.7513254448042973e-09,7.9437752581722416e-17,1.5289002820346018e-15,3.4815508623751025e-11,2.4628396284678242e-10,5.5926328851684732e-08,5.4801513410017803e-15,5.0531296302268574e-13,3.6582722715039613e-08,3.2728843437322013e-07,5.0485834582907609e-11,8.4744733961117372e-12,3.8661589745209753e-07,2.3791519050717347e-07,2.3826073355051153e-06,1.5046010648240553e-14,6.029411605625999e-15,3.0259614853147064e-07,3.7110047587383442e-14,4.5307973297356856e-07,8.2102000696590737e-11,1.9651643743498716e-10,1.1926125836186327e-08,2.4253873253789937e-16,1.1788456412688414e-11,6.2952535440360708e-09,7.2106043037180855e-09,7.3347505225324509e-08,1.6383792713785082e-17,0.88130563799999995,0.0,0.0,0.0,0.0098775714744464994,0.00010000924773765012,0.10886945812239372,3.2847093892745297e-11,2.7247226088879104e-14,5.5508663270439418e-16,6.2487792370622932e-09,3.2429154901955949e-09,2.2482497268348354e-09,2.2492522986075525e-10,7.2558031187141174e-11
0.0002718112531369487,0.001795704743848812,1.1452411159649348e-08,7.6818565639470397e-09,1.0263329477961509e-08,8.1425130305223036e-09,2.1384832667185444e-06,5.7632618328332593e-06,1.0668135834568583e-07,1.2422736423941462e-07,4.3368019059052058e-08,2.796007046824689e-07,7.6417779571149111e-08,1.1572344573002626e-07,3.5749831713341342e-09,2.2638250134970889e-08,1.8010280778222076e-08,1.3989302268288611e-07,1.0818251648964002e-09,2.3484718669060238e-08,6.4167689324807093e-07,6.427584612966337e-09,4.4202433724038293e-10,7.148235792439521e-12,3.8554541576777623e-07,2.0612534174132021e-06,8.0170863972959846e-18,2.9174451001628873e-08,3.0061165193019628e-07,1.0086278510265319e-05,1.1450838754100965e-08,5.9390048997398139e-07,5.7568869380277847e-10,1.2988187756187753e-06,2.1300689677718743e-15,4.7935627545049914e-07,2.087456811941586e-06,3.0640573698983727e-08,6.43436440599362e-08,2.3268642915202455e-11,1.2491103503542047e-06,4.6015893152064097e-09,3.5735659006120465e-08,4.4678430949546966e-10,2.9759332636935729e-07,1.4854870276028213e-10,6.2759056597757296e-09,2.9602470398052358e-07,2.818170454982121e-09,1.8187081945942207e-08,3.8352885608174609e-06,1.1098183302416003e-13,1.0881281128675059e-07,3.8019681725179731e-15,2.1130657317446471e-07,2.8170583339864766e-09,1.2625614406622483e-09,8.8759234707573422e-09,9.8908003285753687e-12,5.3516955480623853e-07,4.5287844096507573e-16,4.2881095057835654e-08,3.6858930279449382e-12,2.621322692820306e-15,8.4460480021544217e-07,6.8418359847420799e-08,6.7089800396995915e-09,7.893893401291064e-17,1.5722504635221194e-15,3.5828639056333142e-11,2.5345082002695608e-10,5.7554362721118446e-08,5.6396803691201488e-15,5.2001381235117727e-13,3.7669963821195753e-08,3.480936131247955e-07,5.3524999585815976e-11,8.9465534456237651e-12,4.0933886376277111e-07,2.4770551310138361e-07,2.476239746770103e-06,1.5493179153066989e-14,6.2086061477361416e-15,3.1280421083520622e-07,3.8521781578160093e-14,4.7018198890167293e-07,8.8460108086689273e-11,2.1173499627205463e-10,1.2850346162781829e-08,2.6133437752390544e-16,1.2701930669935324e-11,6.7797364629975408e-09,7.5878626935965293e-09,7.6099640343631636e-08,1.7651260395970363e-17,0.88130563799999995,0.0,0.0,0.0,0.0098770546241782921,0.00010000953528481865,0.1088686829761145,3.4079289681770142e-11,2.9355100584228347e-14,5.9802872713889706e-16,6.7292177918754876e-09,3.4072808121630144e-09,2.4253671358026469e-09,2.4264311000142513e-10,7.8273594622662454e-11
0.0002727280852200272,0.0017957049824958438,1.1857511211261883e-08,7.9758340340570803e-09,1.0636212582476797e-08,8.4322046681731818e-09,2.2187460230324755e-06,5.9636069347169964e-06,1.1047196591170214e-07,1.2861038834806584e-07,4.4984082548437304e-08,2.9001722042706176e-07,7.9342435775057725e-08,1.1993667741226003e-07,3.7051690470374837e-09,2.3462490968692851e-08,1.8675023839774339e-08,1.4505506821422353e-07,1.1232350866030738e-09,2.4302677588153026e-08,6.6400801253336856e-07,6.6735695392322483e-09,4.577182980479108e-10,7.4218039224508672e-12,4.0028136199041423e-07,2.1391860909823028e-06,8.3089821903351534e-18,3.0303966180721349e-08,3.1169947802139407e-07,1.0473622658179233e-05,1.1885502848357328e-08,6.1670703041913365e-07,5.9693161713670211e-10,1.3481876579495541e-06,2.2114829023498132e-15,4.9058989608441646e-07,2.1661347243169094e-06,3.1358394803422253e-08,6.6742691426581748e-08,2.4136213622427967e-11,1.2972251023284125e-06,4.7729261585550754e-09,3.7065933751545624e-08,4.5725331852051474e-10,3.0891175511475813e-07,1.5407855973160967e-10,6.4229595517402931e-09,3.0726885600055338e-07,2.9221128561410964e-09,1.8857721392873882e-08,3.9788866155739821e-06,1.1524367945945162e-13,1.1294587342470515e-07,3.9422013546152305e-15,2.1741150824553762e-07,2.8984257262190369e-09,1.3105289417203976e-09,9.2130762476628837e-09,1.0266508577928008e-11,5.5557045805876345e-07,4.6596271674565244e-16,4.4174824881131543e-08,3.7970970678395219e-12,2.7212488305315862e-15,8.7658330924860789e-07,7.2511069969385949e-08,6.6660881206383936e-09,7.8433671151007464e-17,1.6165042883056754e-15,3.686409875789134e-11,2.6077563384995771e-10,5.9218304375754124e-08,5.8027279578947147e-15,5.3503838838021578e-13,3.878228000112423e-08,3.7025866217771259e-07,5.6725962259039289e-11,9.4430990651721329e-12,4.3335371611570595e-07,2.5790300646655093e-07,2.5736633106214424e-06,1.595066071854893e-14,6.3919334590063381e-15,3.2331467392623684e-07,3.9986888866481493e-14,4.8793508115723421e-07,9.5304786917137092e-11,2.2811840431063924e-10,1.3846068987646153e-08,2.815841515063849e-16,1.3686068425989631e-11,7.3017625522539276e-09,7.9861328103234528e-09,7.895314583218286e-08,1.9016525905064602e-17,0.88130563799999995,0.0,0.0,0.0,0.009876518128120541,0.00010000983059926356,0.10886787896536597,3.5356850806367241e-11,3.1625618722599177e-14,6.4428423453665527e-16,7.2468203302073639e-09,3.5804019655006801e-09,2.6165532456883449e-09,2.6176813957958013e-10,8.4443086610004671e-11
0.0002736449173031057,0.001795705230623111,1.2275780425237209e-08,8.2809389109373926e-09,1.1021716819633278e-08,8.7313593074753066e-09,2.3020083538918294e-06,6.1704052995871947e-06,1.1438619655681226e-07,1.3313528853447699e-07,4.6657539307611002e-08,3.0080349229374479e-07,8.2377959410608242e-08,1.2429343792120684e-07,3.8397927311205208e-09,2.4314817903867135e-08,1.9363054726329161e-08,1.5039786495325829e-07,1.1662155540647502e-09,2.5146974641073219e-08,6.8705712509183898e-07,6.9288803194382202e-09,4.7392322559730531e-10,7.705743923592707e-12,4.1558210261843556e-07,2.220058902794674e-06,8.6108243661807915e-18,3.1476391834888254e-08,3.2318171821885007e-07,1.0875955657201963e-05,1.2336119835462995e-08,6.4038658355948143e-07,6.18918381803606e-10,1.3994413683049872e-06,2.2960172655455891e-15,5.0192184804515614e-07,2.2477963449026226e-06,3.20824814422989e-08,6.9228426917753859e-08,2.5035133630012627e-11,1.3472346695641376e-06,4.9503406257973511e-09,3.844337345523601e-08,4.6781376791268066e-10,3.2065726636580716e-07,1.5980448495153611e-10,6.5712958268143563e-09,3.1894119747136401e-07,3.0296926290674201e-09,1.9551818302028136e-08,4.1278076559197541e-06,1.1966866546045848e-13,1.1723105605250126e-07,4.0874229197712768e-15,2.2363694527305745e-07,2.9813975655557817e-09,1.3602631769834831e-09,9.5626425051314889e-09,1.065605025835192e-11,5.7674108069611334e-07,4.7930525585135334e-16,4.5499699663000948e-08,3.9109782101743928e-12,2.8249451554744126e-15,9.0978107789442224e-07,7.681944245762155e-08,6.622680460229453e-09,7.792232586606404e-17,1.6616680356501892e-15,3.7922064320182867e-11,2.6825965352108857e-10,6.0918438203170875e-08,5.9693219742067382e-15,5.5038922936733006e-13,3.9919904982130347e-08,3.9387106977915488e-07,6.0095512010070535e-11,9.9651635610557281e-12,4.587268072395705e-07,2.6852321042510272e-07,2.6750345267741723e-06,1.6418551473777052e-14,6.5794320614019464e-15,3.3413446504265635e-07,4.1507279623460157e-14,5.0636360809520349e-07,1.0267187713274331e-10,2.4575250686656934e-10,1.491872544693994e-08,3.0339850618675035e-16,1.4746236367562839e-11,7.864234444122524e-09,8.4065868150526649e-09,8.1911455634346661e-08,2.0486989663581969e-17,0.88130563799999995,0.0,0.0,0.0,0.0098759612610350607,0.00010001013381758406,0.10886704506491732,3.6681312563553793e-11,3.4071087852402402e-14,6.9410388297415596e-16,7.8044524379819783e-09,3.7627356443255704e-09,2.8229288996683828e-09,2.8241240038959261e-10,9.1102663315680653e-11
0.00027456174938618417,0.0017957054886242791,1.270754497872024e-08,8.5975628349579794e-09,1.1420176987269781e-08,9.0402095948470643e-09,2.3883782145124238e-06,6.3838232688228729e-06,1.1842708216411058e-07,1.378055444872885e-07,4.8390100424302736e-08,3.1197053027670456e-07,8.5528273778089489e-08,1.2879761743190461e-07,3.9789747585856457e-09,2.5195992924834383e-08,2.0075052968387599e-08,1.5592668036984272e-07,1.2108222227262303e-09,2.601828670127303e-08,7.1084262056841454e-07,7.1938471636468132e-09,4.9065158788403933e-10,8.0004230636230896e-12,4.3146863460131865e-07,2.3039787124856719e-06,8.9228827731761256e-18,3.269319892724754e-08,3.3507075002488913e-07,1.1293845742036666e-05,1.2803199885775804e-08,6.6497083801874386e-07,6.4167066620626641e-10,1.4526502035270552e-06,2.3837880640341211e-15,5.1334555778865544e-07,2.3325535726067577e-06,3.2812412360104677e-08,7.1803628015806124e-08,2.5966407383270484e-11,1.3992144671649467e-06,5.1340134998216715e-09,3.9869379376694467e-08,4.7845950967602169e-10,3.3284504024524513e-07,1.6573230417694121e-10,6.7208278320600796e-09,3.3105759141479182e-07,3.1410156827068412e-09,2.027005484285453e-08,4.2822390141857667e-06,1.242627126795208e-13,1.2167326752741888e-07,4.2377894154027292e-15,2.2998178900986579e-07,3.0659591152572341e-09,1.4118212677269919e-09,9.9250232418997523e-09,1.1059872267997706e-11,5.9870854856095336e-07,4.9290371091637663e-16,4.6856051447525403e-08,4.0275649962687316e-12,2.932544533880778e-15,9.4424407664991197e-07,8.1352360845498092e-08,6.5787899825295606e-09,7.7405285345112676e-17,1.7077472429645199e-15,3.9002707021812009e-11,2.759040906605544e-10,6.2655040312095801e-08,6.1394894737079563e-15,5.6606879507736461e-13,4.1083064369270643e-08,4.1902359722813729e-07,6.3640584669254218e-11,1.0513827660535498e-11,4.8552720037032634e-07,2.7958203635583732e-07,2.7805161774429682e-06,1.6896944207263513e-14,6.7711391382130147e-15,3.4527057455109577e-07,4.3084918834029701e-14,5.2549304602599932e-07,1.1059962277589915e-10,2.6472891520855591e-10,1.6074138575561022e-08,3.2689586321620297e-16,1.5888188365760837e-11,8.4702748777020436e-09,8.8504561314310613e-09,8.4978086759275201e-08,2.2070583255609254e-17,0.88130563799999995,0.0,0.0,0.0,0.0098753832740371902,0.00010001044507487722,0.10886618021879083,3.8054247277899569e-11,3.6704698676172154e-14,7.4775639641723654e-16,8.4051961682316797e-09,3.9547588982777229e-09,3.0457035436892429e-09,3.0469683134326799e-10,9.8291338100621042e-11
