Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556)
0.00015521643160851018,0.003097712290383594,1.3817857387121641e-11,3.942889236134534e-12,9.2350153227845043e-12,9.155523516753236e-12,3.6421373785310669e-09,5.8751230055005608e-09,7.6862872589899935e-11,9.8175192757412588e-11,2.1963597393378219e-11,8.443387925041608e-11,2.5954579680612779e-11,6.9361117381314648e-11,2.2209588847661729e-12,8.3728585014863578e-12,1.0320726157967509e-11,4.7809353548135862e-11,4.8124782513345068e-13,6.1914353822782049e-11,1.0168410643153067e-09,1.7011600588312268e-12,3.1499251028023815e-13,1.8814774977950809e-15,1.4120674023428699e-10,2.5238487525328388e-09,2.9029361154173407e-21,1.5300760333216401e-11,1.5065072910140001e-10,7.33398005859875e-09,4.6785133580850555e-12,1.3888735213998811e-10,1.9442305381929422e-13,1.6895556465238369e-09,7.5233979242165354e-19,5.3702984628511554e-10,1.6006950632561503e-09,2.0200610950831191e-11,2.8300738602848308e-11,1.0005089341322306e-14,1.4001098813886275e-09,1.4113781441848905e-12,6.5355971163352618e-12,2.9573215863126005e-13,7.8664591891218335e-11,2.6839668888716091e-14,2.4853320449377506e-12,7.4580804974271809e-11,9.734551478102233e-13,3.7453543403096616e-12,2.8541619979228703e-09,2.5139198073325934e-17,2.918381518412733e-11,1.8388970681902185e-18,2.8339794902640712e-10,2.220857049575333e-12,4.4297056522964372e-13,1.8522643019697413e-12,2.052712137473302e-15,1.5273693228444957e-10,5.8956274449182631e-19,1.5216533246941206e-11,1.2711043403613623e-15,7.217842118964776e-19,5.1621529127747355e-10,3.7322895370047518e-13,4.4518988727715956e-10,3.0008020242859219e-18,6.2679253877762268e-20,1.993752722489862e-15,1.430324221213044e-14,3.2642919979074253e-12,3.0860708817276139e-19,1.6883339198725794e-17,1.2328462022204181e-12,7.7503916201492695e-11,2.8799684128474732e-16,2.5228979253522442e-15,9.317384766696803e-12,2.4798858476233218e-10,1.6048656872855271e-09,4.931988388027154e-19,1.9792141621278345e-19,8.1823621165117572e-12,9.8639526652301092e-18,2.6708000454081534e-10,5.4023732575217647e-17,7.727527374993192e-17,1.1818053820781605e-14,2.3276953995289099e-22,1.9535039837496664e-17,1.0716805752465484e-14,3.6766070502751482e-12,3.6222548450727268e-11,1.5293540106606998e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911795336037792,0.00010000008049244294,0.10889009425293487,1.592862914395063e-14,2.5827441596743502e-20,5.2044987464715441e-22,1.0525364156198648e-14,1.8548320414982147e-12,1.2559942129620892e-15,7.4003332233411987e-17,2.3852873045698607e-17,1.0919093447702306e-17,1.8560025781025512e-17
0.00016024465991734758,0.0030977122923880377,1.4717221265093922e-11,4.2019386700557099e-12,9.8584799044684686e-12,9.7595288844495327e-12,3.9466901739127213e-09,6.3896093986594215e-09,8.1935143189227101e-11,1.0456712661871074e-10,2.3495339066866021e-11,9.0322388756145702e-11,2.7660446831600985e-11,7.4046972821517258e-11,2.3710067767092655e-12,8.9385337181771603e-12,1.1039662506744256e-11,5.1139791591585324e-11,5.1287915225084826e-13,6.6702908892706137e-11,1.0955685686281423e-09,1.8129741032495173e-12,3.3577925773791141e-13,2.0051434790499743e-15,1.5061097827207342e-10,2.7454193527883775e-09,3.099060176971381e-21,1.6368548521086591e-11,1.6099954822835436e-10,7.9873495526194266e-09,5.0049909095626394e-12,1.4879257102813417e-10,2.0796678433140849e-13,1.8380903562515866e-09,8.0244492645981332e-19,5.7849921850320888e-10,1.7443649218625456e-09,2.1760499889898676e-11,3.0171540270180893e-11,1.066646957150066e-14,1.519520453097125e-09,1.5098201237117419e-12,6.9914553695101549e-12,3.1856975117198627e-13,8.4269923088470893e-11,2.8711743835372365e-14,2.6772800422756155e-12,8.1223445747530134e-11,1.0412734621653433e-12,4.0062882137299845e-12,3.1083360457986612e-09,2.6932084589595926e-17,3.1221943923449605e-11,1.9652184835415804e-18,3.050694999485059e-10,2.3906872018803437e-12,4.7390926217167334e-13,1.9816353127269376e-12,2.1960834115891999e-15,1.6364857785322403e-10,6.3464683590354116e-19,1.6828676929628666e-11,1.4057738652097134e-15,7.7334903920283135e-19,5.6512059694717879e-10,4.0559629262661511e-13,4.9035865829839175e-10,3.3052620405440001e-18,7.5084400468798148e-20,2.3996037736676722e-15,1.7214829905107765e-14,3.9289593358105121e-12,3.714449255607508e-19,2.0320139175865132e-17,1.4883295412379631e-12,8.6318490185788009e-11,3.1297265813106999e-16,2.7085129086877234e-15,1.0720121635916121e-11,2.7406237957051535e-10,1.7478834507783493e-09,5.9540468323640946e-19,2.389367714615689e-19,1.0164801022612655e-11,1.0566819361582349e-17,2.922215380884619e-10,6.4939473510532814e-17,9.2898682518381415e-17,1.438252763185261e-14,2.8327966509807337e-22,2.3773935355237355e-17,1.3411076388464896e-14,3.9626082481145452e-12,3.8584422772816659e-11,1.8585487148746741e-23,0.88130563799999995,0.0,0.0,0.0,0.009891178626658394,0.00010000008906537892,0.10889009289248139,1.696724843310136e-14,3.1386821245568775e-20,6.3247717051810674e-22,1.31391708773266e-14,1.9993679444132874e-12,1.4898936627486235e-15,8.7784716968207103e-17,2.8294912764910668e-17,1.2952443906053384e-17,2.2016319239893092e-17
0.00016527288822618498,0.003097712294528975,1.5673813963635102e-11,4.4775249867954321e-12,1.0522220392871356e-11,1.0402230565315366e-11,4.2715052438008872e-09,6.9390012083633069e-09,8.7331938507089431e-11,1.1136507701862287e-10,2.5126442631560252e-11,9.6592864981462914e-11,2.9475018292744677e-11,7.9034879006878152e-11,2.5307256108523648e-12,9.5406669401658781e-12,1.1805030958987741e-11,5.4685315956877903e-11,5.4652576859780218e-13,7.1787620634817901e-11,1.1791642878020723e-09,1.9319118166281351e-12,3.5789593220770167e-13,2.1366882132599282e-15,1.6059710056396311e-10,2.9822570338081383e-09,3.3078245166641762e-21,1.7506084050793042e-11,1.7199663660564213e-10,8.6862153960183231e-09,5.3527082005385074e-12,1.5932241518475302e-10,2.2238518793521511e-13,1.9968686161572514e-09,8.5565029997590569e-19,6.2243915891368847e-10,1.8978778681413949e-09,2.3413320288725687e-11,3.2161339160835654e-11,1.1369918524305168e-14,1.6469562760840902e-09,1.6146462008187673e-12,7.4768755531197608e-12,3.4276788195099099e-13,9.0227679790964376e-11,3.0705219998715714e-14,2.8806627631015735e-12,8.8328099961261628e-11,1.1134707881488127e-12,4.2840700212727564e-12,3.3801868571531803e-09,2.8838030920958136e-17,3.3392444696266371e-11,2.0994529071197244e-18,3.2803108886617278e-10,2.5706267837299128e-12,5.0685699280637696e-13,2.1194068645268154e-12,2.3487643129557407e-15,1.7524841949771063e-10,6.8241463883753135e-19,1.8564280709751533e-11,1.5507565619638124e-15,8.2816605354069981e-19,6.1750556804046278e-10,4.4072208525685214e-13,5.3855039408907518e-10,3.6300983362801055e-18,8.9553971276174588e-20,2.8746783387120026e-15,2.0623029176471509e-14,4.7070215688883877e-12,4.4500314825066306e-19,2.4343133541167291e-17,1.7880701149429256e-12,9.5897448317668129e-11,3.4007698081608006e-16,2.9058904029023016e-15,1.2332353378126418e-11,3.0211554329816372e-10,1.9008543062457925e-09,7.1531558856435062e-19,2.8705719364791154e-19,1.2552020060360191e-11,1.1313877585817032e-17,3.1914729248870921e-10,7.7749998158838515e-17,1.1123528700808039e-16,1.7419950749184054e-14,3.4310504554794334e-22,2.8794607846241138e-17,1.6681801785200586e-14,4.2663452686892287e-12,4.1095445374367805e-11,2.2481854221692342e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911776575375081,0.00010000009831010775,0.10889009143892027,1.8071454527008845e-14,3.796693457850608e-20,7.6507331429273901e-22,1.6307936617324021e-14,2.1528637264399065e-12,1.7621824402777657e-15,1.0382800553852183e-16,3.3466013403731386e-17,1.5319514872644804e-17,2.6039876841310013e-17
0.0001703011165350224,0.0030977122968148655,1.6691910720265189e-11,4.7708936157675219e-12,1.1229293553580355e-11,1.1086531630349347e-11,4.6178898428712673e-09,7.5254489924251502e-09,9.3077574081218524e-11,1.1859932767285271e-10,2.6864478244815817e-11,1.0327440820254113e-10,3.1406468582699571e-11,8.4347715248002348e-11,2.7008478492577715e-12,1.0182019364214152e-11,1.2620334483044492e-11,5.8462152774058879e-11,5.8233920342559055e-13,7.7187678904461639e-11,1.26794337180518e-09,2.058508815523312e-12,3.8144217964146898e-13,2.2767040903524155e-15,1.7120792750591806e-10,3.2353550375212049e-09,3.5301864632024505e-21,1.8718757357834107e-11,1.8368998107871487e-10,9.4335662198305494e-09,5.7232930107627612e-12,1.7052336892834548e-10,2.3774424947336548e-13,2.1665552740804425e-09,9.1218405712646982e-19,6.6901499858253171e-10,2.0618529744269309e-09,2.5165291136183589e-11,3.4279004372068286e-11,1.2118571657961242e-14,1.7829263960819127e-09,1.7263426426199041e-12,7.9941092743616631e-12,3.6841759412442149e-13,9.6563821690611687e-11,3.2829343932044658e-14,3.0962453086405736e-12,9.59248423769546e-11,1.1903774198885276e-12,4.5799705101915706e-12,3.6708647920463488e-09,3.0865450925612072e-17,3.5705447217679435e-11,2.2421860836819529e-18,3.5236997776767223e-10,2.7613596249287979e-12,5.4196747282028873e-13,2.2662216819764011e-12,2.5114671200956974e-15,1.8758789705365147e-10,7.3304768748438494e-19,2.0430725263315719e-11,1.7066689713331605e-15,8.8647834256435052e-19,6.7359088336320929e-10,4.7889014618329876e-13,5.8987077200916377e-10,3.9760232276470717e-18,1.0637776634259718e-19,3.4288890110264518e-15,2.4598953270588851e-14,5.614719513956799e-12,5.3081716763607487e-19,2.9036263575724436e-17,2.1384847661916884e-12,1.0629290867962532e-10,3.6952880752157986e-16,3.1158529818647944e-15,1.4184865253076172e-11,3.3226661107884724e-10,2.0644276583286993e-09,8.5549860613861356e-19,3.4331284425457913e-19,1.5413262240176173e-11,1.2108382489533977e-17,3.47970021931313e-10,9.2745192224304644e-17,1.3270028024108523e-16,2.1005678758333148e-14,4.13729892193186e-22,3.4721624754192868e-17,2.0634118409130462e-14,4.5889704895720457e-12,4.3766684742114954e-11,2.7078775136616907e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911766221800868,0.00010000010826781816,0.10889008988618837,1.9246114692296223e-14,4.5730130672766078e-20,9.2150980913434104e-22,2.0132452254798913e-14,2.3159005494415866e-12,2.0786368763681057e-15,1.2247353998233593e-16,3.9475874630039753e-17,1.8070519698630863e-17,3.0716052425714662e-17
0.0001753293448438598,0.0030977122992547766,1.7776150527979781e-11,5.0833965662108954e-12,1.1983020317229069e-11,1.1815583385889327e-11,4.9872502911008491e-09,8.15125615193498e-09,9.9198441688643398e-11,1.2630273106725958e-10,2.8717672473651205e-11,1.1039864193581266e-10,3.346366990978233e-11,9.0010333429576696e-11,2.8821690936062791e-12,1.0865590197102048e-11,1.3489377521250116e-11,6.2487924570329218e-11,6.204839053337934e-13,8.2923785658981245e-11,1.3622457898472427e-09,2.1933463755243845e-12,4.0652615439582103e-13,2.4258339988780393e-15,1.824898219770417e-10,3.505782434969267e-09,3.7671858652446957e-21,2.0012430941901915e-11,1.9613158410780361e-10,1.023262274615315e-08,6.1185148419347268e-12,1.82445838164261e-10,2.5411563228644396e-13,2.3478656512115081e-09,9.7229321617944648e-19,7.1840581498238775e-10,2.2369553407957771e-09,2.7023148496651659e-11,3.6534157978558598e-11,1.2915830627327044e-14,1.9279771344333498e-09,1.8454378751844131e-12,8.5456033494308551e-12,3.9561750059906623e-13,1.0330648219177909e-10,3.5094163840294169e-14,3.3248563941487646e-12,1.0404604207230716e-10,1.2723520695072177e-12,4.8953697568091996e-12,3.9816079170395405e-09,3.3023468285554533e-17,3.8171961679419973e-11,2.394052774031343e-18,3.7818061382330537e-10,2.9636258619754378e-12,5.7940777642226444e-13,2.4227783430982539e-12,2.6849660092350631e-15,2.0072280105590171e-10,7.8674246362218643e-19,2.2435889020295039e-11,1.8741692136259151e-15,9.4854955389391942e-19,7.336137925687687e-10,5.2041808136095885e-13,6.4442415185403085e-10,4.3437401494954709e-18,1.2588034475655265e-19,4.0733571049992428e-15,2.9222386832667582e-14,6.6702746592322031e-12,6.3060964834292416e-19,3.4493706187339914e-17,2.5467802247923925e-12,1.1756032349198233e-10,4.0157321053355953e-16,3.339292048840389e-15,1.6312629730894426e-11,3.6464222178006622e-10,2.2393026815754882e-09,1.018836780771182e-18,4.0886069340513471e-19,1.8827710891965163e-11,1.2953861791649411e-17,3.7881082537565127e-10,1.1025608340026377e-16,1.5776780426627046e-16,2.5225907522148013e-14,4.9685192707222955e-22,4.169747369901885e-17,2.538979750900802e-14,4.9317277481897321e-12,4.6610142805695629e-11,3.2486216547830855e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911755162140545,0.00010000011898229554,0.10889008822775853,2.0496506667034284e-14,5.4862119266185581e-20,1.1055288998725443e-21,2.47294300757254e-14,2.4891056448617431e-12,2.4458766712296283e-15,1.4411135373363751e-16,4.6450212732399921e-17,2.1263003088708692e-17,3.6142661813085656e-17
0.0001803575731526972,0.003097712301858437,1.8931570359840079e-11,5.4165024527945114e-12,1.2787010953215841e-11,1.259280906831494e-11,5.3811005134766657e-09,8.8188915132155565e-09,1.0572320829528177e-10,1.3451095532381856e-10,3.0694971306740343e-11,1.1799995514638446e-10,3.5656258942765314e-11,9.6049747285099e-11,3.0755541498667497e-12,1.1594639522854278e-11,1.4416294770938128e-11,6.6781783572975722e-11,6.6113849654528168e-13,8.9018287025038195e-11,1.4624384965560322e-09,2.3370558739114899e-12,4.3326533454116643e-13,2.5847762396999615e-15,1.9449302816241713e-10,3.7946907135074831e-09,4.0199530196485834e-21,2.1393484992291044e-11,2.0937784897426263e-10,1.108685820204028e-08,6.5402985680229806e-12,1.9514452600261521e-10,2.7157722028604057e-13,2.5415699103579539e-09,1.0362454747394836e-18,7.7080558557166941e-10,2.4238999668329611e-09,2.8994188902134865e-11,3.8937247064383277e-11,1.3765388749005494e-14,2.0826952297487421e-09,1.972506528770711e-12,9.1340185329676499e-12,4.2447441923149826e-13,1.1048617567126814e-10,3.7510606494000294e-14,3.5673936861984926e-12,1.1272656173329342e-10,1.359784578954248e-12,5.2317675987966512e-12,4.3137496196069286e-09,3.5321984495014081e-17,4.0803963903405433e-11,2.5557414569847429e-18,4.0556524318786265e-10,3.1782267481023592e-12,6.1935962892095039e-13,2.5898366842260118e-12,2.870103044106522e-15,2.1471369016961829e-10,8.4371167353140794e-19,2.4588189567882743e-11,2.0539604473462651e-15,1.0146658677573609e-18,7.9782952526173554e-10,5.6566168145645466e-13,7.0231287615746837e-10,4.7339389390372253e-18,1.4842470134605199e-19,4.8205405266153851e-15,3.4582703256388713e-14,7.8940986998885654e-12,7.463103177801772e-19,4.0820956736991432e-17,3.0210374096528212e-12,1.2975873332179796e-10,4.3648472619176435e-16,3.5771743258476663e-15,1.8755312695312959e-11,3.993777895012653e-10,2.4262326585553453e-09,1.2085628757213394e-18,4.8499805375110732e-19,2.2885704138621095e-11,1.3854141767250843e-17,4.1179984913306433e-10,1.3066065664797297e-16,1.8697924554800892e-16,3.0179184010076252e-14,5.944121408112228e-22,4.9885059960818207e-17,3.1089633119142937e-14,5.2959604213681898e-12,4.9638844310794576e-11,3.8829905653400589e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911743349292033,0.00010000013050012247,0.10889008645659932,2.1828357961562871e-14,6.5575226227326496e-20,1.3214091741198138e-21,3.0233789936474073e-14,2.6731563769794152e-12,2.8714908194982386e-15,1.6918859113207212e-16,5.4533152089900873e-17,2.4962935761143502e-17,4.2431843528915323e-17
0.0001853858014615346,0.0030977123046362883,2.0163643209772413e-11,5.7718076915278212e-12,1.3645192783058512e-11,1.3421929855394859e-11,5.801071399413556e-09,9.5310030804854698e-09,1.126830330981132e-10,1.4326275369752208e-10,3.2806108964904559e-11,1.2611576670968754e-10,3.7994710166741951e-11,1.0249533973464549e-10,3.2819436660318873e-12,1.2372713325257911e-11,1.5405583117649489e-11,7.1364559667148087e-11,7.0449713367836048e-13,9.5495318291627725e-11,1.5689178101293133e-09,2.490323600179799e-12,4.6178741128088503e-13,2.7542898464247262e-15,2.0727204312887812e-10,4.1033209966957594e-09,4.2897173469755245e-21,2.2868867417990929e-11,2.2349000223816121e-10,1.2000020703343351e-08,6.9907393671668898e-12,2.0867884485229015e-10,2.9021371967905182e-13,2.7484978423545395e-09,1.1043311894790364e-18,8.2642446337973202e-10,2.6234559942528053e-09,3.1086317333661653e-11,4.1499622925792375e-11,1.4671259001592394e-14,2.2477112772461439e-09,2.1081738484820881e-12,9.7622499347538612e-12,4.5510407521134897e-13,1.1813602467667872e-10,4.0090561068285349e-14,3.8248297045433047e-12,1.2200397606255676e-10,1.4530989369290129e-12,5.5907952452955941e-12,4.6687269524634342e-09,3.7771753451206366e-17,4.3614488234164819e-11,2.7279994860433014e-18,4.3463458942113937e-10,3.4060299696935642e-12,6.6202081635865519e-13,2.7682236940366908e-12,3.0677947078194473e-15,2.2962634930411475e-10,9.0418565933702678e-19,2.6896628565417709e-11,2.2467946211375425e-15,1.0851381618851472e-18,8.6651283540198336e-10,6.1501994751571097e-13,7.6363647508227829e-10,5.1472904763795535e-18,1.7441621283447944e-19,5.6843730942153161e-15,4.0779864175235974e-14,9.3090218673334879e-12,8.800775524540354e-19,4.8136008826751804e-17,3.5703034103821597e-12,1.4295104433352092e-10,4.7457123276641205e-16,3.8305490210668753e-15,2.1557834308638345e-11,4.3661823351286614e-10,2.626029735295294e-09,1.4282961698406948e-18,5.7317734722055859e-19,2.7690078054929381e-11,1.4813375736576194e-17,4.4707705647777821e-10,1.5439051468777592e-16,2.2095277511476579e-16,3.5978134100784469e-14,7.0862882359130853e-22,5.9470562721673137e-17,3.7896163509909684e-14,5.6831203109854714e-12,5.2866935204322189e-11,4.6253540320474937e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911730732474806,0.00010000014287089631,0.10889008456513059,2.3247889122287552e-14,7.8112125972153832e-20,1.5740407743587506e-21,3.6801265113560709e-14,2.8687847134824621e-12,3.3641832924560892e-15,1.9821809102541603e-16,6.3889991853800599e-17,2.924598085973208e-17,4.9712211456924921e-17
0.000190414029770372,0.00309771230759955,2.1478320590396074e-11,6.1510490017071731e-12,1.4561840847063626e-11,1.4306993452091545e-11,6.248921059836955e-09,1.0290433073802054e-08,1.2011180606499924e-10,1.5260025889135998e-10,3.5061683853936185e-11,1.3478681741010095e-10,4.0490416441824044e-11,1.093790901561142e-10,3.5023613995710196e-12,1.3203670876132002e-11,1.64621361904063e-11,7.6258920432781207e-11,7.5077097987551602e-13,1.0238096307980534e-10,1.6821120230453457e-09,2.6538959479361641e-12,4.9223126646487381e-13,2.9352003274615387e-15,2.2088602422368569e-10,4.4330119569837316e-09,4.5778168872201295e-21,2.444614847790967e-11,2.3853455660972747e-10,1.2976157798145319e-08,7.4721191101977037e-12,2.2311336826201861e-10,3.1011730974338699e-13,2.9695441117526063e-09,1.1768655467315896e-18,8.8549018517321804e-10,2.8364513563965658e-09,3.3308100189740499e-11,4.4233627648683669e-11,1.5637804633008567e-14,2.4237034953092702e-09,2.2531205794793574e-12,1.0433449644479029e-11,4.8763187645183414e-13,1.2629200926713139e-10,4.2846972058402286e-14,4.0982183374945903e-12,1.3191881115425532e-10,1.5527565334198718e-12,5.9742277962718857e-12,5.0480897785907439e-09,4.0384463239478348e-17,4.6617729030799253e-11,2.9116387393692068e-18,4.6550860229576431e-10,3.6479755142893361e-12,7.0760672472404396e-13,2.9588399486660528e-12,3.2790390343593344e-15,2.4553229210852075e-10,9.684139567798345e-19,2.9370840539202534e-11,2.4534765498298766e-15,1.1603043861387182e-18,9.3995969410079958e-10,6.6894084320385678e-13,8.2849076973815506e-10,5.5844406404057784e-18,2.0430684133082936e-19,6.6804160003355457e-15,4.7925506054314498e-14,1.094054120108537e-11,1.0343218496612938e-18,5.6570636900064289e-17,4.2046916380441936e-12,1.5720433101753546e-10,5.1617838899234076e-16,4.1005557405579602e-15,2.4770989803637955e-11,4.7651877278920425e-10,2.8395701338092067e-09,1.6820825227788468e-18,6.7502218324421571e-19,3.3357650091020844e-11,1.5836075330479151e-17,4.847930707637868e-10,1.8193846778920892e-16,2.6039425857502296e-16,4.2751440335885046e-14,8.4203651917700858e-22,7.0666704554912055e-17,4.5996774144270183e-14,6.0947774191992798e-12,5.6309790119439477e-11,5.492131883551795e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911717256904407,0.00010000015614746588,0.10889008254517482,2.4761860997022823e-14,9.2750113660905786e-20,1.8690114871630203e-21,4.4611374001387926e-14,3.0767821393495659e-12,3.933941720297249e-15,2.3178832553478722e-16,7.4710409427697731e-17,3.4198960305432838e-17,5.8131347353535301e-17
0.00019544225807920941,0.003097712310760275,2.2882077725118958e-11,6.5561166898930988e-12,1.5541611116119096e-11,1.5252405290190531e-11,6.7265460679902524e-09,1.1100234378692814e-08,1.2804640991399149e-10,1.6256930738484393e-10,3.7473241560864313e-11,1.4405748899265007e-10,4.3155777344622838e-11,1.167358237843788e-10,3.7379222070190071e-12,1.4091714859048557e-11,1.759128211486623e-11,8.1489545986795616e-11,8.0018985955330818e-13,1.0970342801552995e-10,1.8024842671891492e-09,2.8285852734556419e-12,5.2474804619652332e-13,3.1284061456957933e-15,2.3539923590013447e-10,4.7852084876638856e-09,4.8857087439414768e-21,2.6133580676093585e-11,2.545838181138508e-10,1.4019643374103287e-08,7.9869243061470083e-12,2.3851832625857526e-10,3.3138835380238597e-13,3.2056740053179191e-09,1.254190943148628e-18,9.4824962372115933e-10,3.0637778737618555e-09,3.5668823675095958e-11,4.7152688864962314e-11,1.6669772659236998e-14,2.6114018504896885e-09,2.4080883002534298e-12,1.1151051428242715e-11,5.2219376833001588e-13,1.3499324039836106e-10,4.5793940700720823e-14,4.3887020241140646e-12,1.4251480683854918e-10,1.6592597144969416e-12,6.3839979163610241e-12,5.4535107933025675e-09,4.3172825791619765e-17,4.9829152302421574e-11,3.1075418104192695e-18,4.9831728320708333e-10,3.9050821388792035e-12,7.5635203390429694e-13,3.1626666944709875e-12,3.5049234578287786e-15,2.6250931159179952e-10,1.0366670123457332e-18,3.2021145957438571e-11,2.6748683480249596e-15,1.2405321645588997e-18,1.0184891451510877e-09,7.2792788601073542e-13,8.9696686783354601e-10,6.046003538929113e-18,2.3859982025468953e-19,7.8260221591888393e-15,5.6144119224136188e-14,1.2817089877808296e-11,1.2117312899323459e-18,6.6271787958857907e-17,4.9354906279957993e-12,1.7259016710900332e-10,5.6169471990206795e-16,4.3884331969797644e-15,2.8452135878159819e-11,5.1924579185866677e-10,3.0677998655742315e-09,1.9744379014468899e-18,7.9234482598948912e-19,4.0020855051221295e-11,1.6927144770879634e-17,5.2511009915693575e-10,2.1386730943887802e-16,3.0610978252818442e-16,5.0646107630775273e-14,9.9753065057579878e-22,8.3716496773716346e-17,5.5607237508827484e-14,6.5326307000657397e-12,5.9984129840911056e-11,6.5020833265115518e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911702863435473,0.00010000017038618848,0.10889008038790385,2.6377626389011848e-14,1.0980599145981119e-19,2.2127052064651392e-21,5.3870810860942958e-14,3.2980050619322306e-12,4.5922328951461644e-15,2.7057491909879261e-16,8.7212173306538065e-17,3.992155429854783e-17,6.7858689689590157e-17
0.00020047048638804682,0.003097712314131435,2.4381963375387373e-11,6.9890693033260882e-12,1.6589576859455761e-11,1.6262962723918139e-11,7.2359937775716246e-09,1.1963688546399908e-08,1.3652700612144294e-10,1.7321979449156978e-10,4.0053365140989191e-11,1.5397615117687141e-10,4.6004295662784625e-11,1.246034845386333e-10,3.9898407810169578e-12,1.5041424308247878e-11,1.8798825245932631e-11,8.7083322323956772e-11,8.5300405519720276e-13,1.1749323435590037e-10,1.9305356570633553e-09,3.0152762513462565e-12,5.5950233288231444e-13,3.3348857478942916e-15,2.5088153975062872e-10,5.1614712060408962e-09,5.2149805044451896e-21,2.794016429802405e-11,2.7171644185159544e-10,1.5135207150852474e-08,8.5378656836797049e-12,2.5497014807914604e-10,3.5413618549426308e-13,3.4579297302697561e-09,1.3366795965635647e-18,1.0149704967115038e-09,3.3063968383028786e-09,3.8178558081862264e-11,5.0271423754134553e-11,1.7772330631547488e-14,2.811592574859425e-09,2.5738852117066915e-12,1.1918797527103403e-11,5.5893717468865094e-13,1.4428225927915333e-10,4.8946835019108007e-14,4.6975196612977897e-12,1.5383920414919579e-10,1.7731557219885907e-12,6.8222109944658132e-12,5.8867965054118255e-09,4.6150675122716352e-17,5.3265617784684432e-11,3.3166687917716298e-18,5.3320159391888626e-10,4.178454491251708e-12,8.0851257062801475e-13,3.3807735959850818e-12,3.7466333988723021e-15,2.806420833397885e-10,1.10923807376151e-18,3.485860902042649e-11,2.9118942575678133e-15,1.3262216459703795e-18,1.1024453388952e-09,7.9254770914200303e-13,9.691500457952835e-10,6.5325539735794763e-18,2.7785466871932025e-19,9.1405140284220147e-15,6.5574323579279738e-14,1.4970328650466473e-11,1.4152990897711513e-18,7.7403087382556271e-17,5.7752819616505493e-12,1.8918498772379971e-10,6.1155745166813541e-16,4.6955288224823593e-15,3.2665948797231649e-11,5.6497778531979982e-10,3.3117409933740363e-09,2.3103955544975473e-18,9.2716512554896249e-19,4.7829546609687204e-11,1.8091918407826952e-17,5.6820294473465902e-10,2.5081991378629496e-16,3.5902010271154863e-16,5.9830061236046801e-14,1.1784186897370563e-21,9.8897534092839137e-17,6.6975753671418358e-14,6.9985198811786461e-12,6.3908150244714567e-11,7.6766394328251869e-23,0.88130563799999995,0.0,0.0,0.0,0.0098911687488170991,0.00010000018564721023,0.10889007808378053,2.8103186756524252e-14,1.2964168352143341e-19,2.6124150812643191e-21,6.4817316995551133e-14,3.5333807573154574e-12,5.3522295955730505e-15,3.1535401297867405e-16,1.0164545074698848e-16,4.6528273102079558e-17,7.9088885292671856e-17
