Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247)
0.0014875811287695878,0.002020521867882763,6.4083603553156119e-08,1.4937234005081725e-07,2.6873146726478965e-08,1.8173666103185346e-08,5.6526010981183276e-05,6.3448339390344583e-05,7.0784189265122958e-07,1.9164952262342356e-06,5.5301888246619934e-07,1.2264737794574919e-05,3.586200957179732e-06,7.8523662552414059e-07,1.3926688953797777e-08,3.035768768013322e-07,1.9223900852750452e-07,5.0839412083705804e-06,2.0097228841655762e-08,7.0860138197613883e-08,6.385906640746677e-06,3.9370347209437004e-07,1.5298836773041925e-09,3.2717791895803707e-10,7.094340453309363e-05,5.0683861416563706e-05,3.5854099683495798e-17,6.9136182620517539e-07,1.0875901851145573e-05,0.0010150624516707906,2.1507583695648652e-07,0.0001194753535658534,1.1057028349470549e-08,3.0776824218150637e-05,5.8273726595595637e-14,2.0522784364179722e-06,0.00022784934791353871,2.4964324069410793e-07,1.9853758730115384e-06,2.1852452076718754e-10,9.5463130526588226e-05,1.0053861483898975e-07,2.6688425229371641e-06,3.6575070372369109e-09,5.0239691859832755e-05,5.8681457859970442e-09,1.9577385531273065e-07,7.8217951022249409e-05,5.2393961034421801e-08,1.1694576463226176e-06,0.00030670783676666624,4.2207712126825992e-12,6.2398658756703818e-06,2.1260657070433485e-14,1.0271976106977255e-06,2.4562195764949431e-08,1.9152532889254138e-08,4.3628295839820027e-07,3.6345202687246243e-10,8.2661671085230816e-05,4.6294155202848472e-16,4.3468121884181753e-06,8.3454460662721348e-11,6.158741320520246e-14,9.950145709283298e-05,2.0956046233871946e-05,3.1614283476312953e-09,1.7362737201319414e-17,1.7410479356171488e-14,2.9963276301206702e-10,4.4240279881325641e-09,1.3259678798050374e-06,1.9895480690726465e-14,4.9564759247466836e-12,1.6978614688675653e-06,0.00025277615280992321,6.6000913356413131e-09,3.7722056896752848e-10,0.00013279088170770189,4.5252875221106648e-06,0.00034257239636244718,1.6498594955608366e-13,7.1156182020604898e-14,1.3243624202295961e-05,1.235133751719562e-12,6.4601941920460981e-05,4.9814041254034639e-08,3.8910505144825139e-07,1.7744774527116628e-05,6.762720258148959e-14,3.8229588211048605e-09,8.7127434025618269e-06,1.9777540587768346e-06,6.3231179785106121e-06,3.2360092637399774e-15,0.88130563799999995,0.0,0.0,0.0,0.008494999933190724,9.8288810424405147e-05,0.10695654891174755,1.0483249863419797e-09,1.2047306489073239e-11,1.3802616286050484e-13,8.7136379809709996e-06,1.8511766328492425e-07
0.0014899493595560659,0.0020205252609374206,6.4692971276015555e-08,1.5110864779344411e-07,2.7102648075260288e-08,1.8331515390485778e-08,5.7409944519364914e-05,6.3515057542367021e-05,7.1372475504204307e-07,1.9339792975990753e-06,5.5810832073394463e-07,1.23744236128196e-05,3.6273336041503195e-06,7.9186466905883856e-07,1.4044972826874999e-08,3.0607558610732408e-07,1.9382803505853723e-07,5.1246663753239087e-06,2.0331832350908226e-08,7.1244067374845673e-08,6.4162010692741982e-06,3.9819589444439397e-07,1.542524626271633e-09,3.3091184395435592e-10,7.1924053396558169e-05,5.1409610992879868e-05,3.614921100258715e-17,7.0040037475250765e-07,1.0986208567485256e-05,0.0010311868633355813,2.1725800821513078e-07,0.00012083883452887951,1.1145711567558239e-08,3.1218599536349126e-05,5.907931097527964e-14,2.0765190236981161e-06,0.00023136344270152716,2.5252593261960514e-07,2.00400157287344e-06,2.2057470415737488e-10,9.6980495431231084e-05,1.0146698202081423e-07,2.6928280777379846e-06,3.6998351925857614e-09,5.0770852176385396e-05,5.9209811252215859e-09,1.9799104878794179e-07,7.9198768888851727e-05,5.2844710228403858e-08,1.1792536706576641e-06,0.00031083546673667896,4.268941041095599e-12,6.3021221062609477e-06,2.1476431039693113e-14,1.0482268727713089e-06,2.5058493553236899e-08,1.9347979003903997e-08,4.4062067181660184e-07,3.6706630365754665e-10,8.367276555202071e-05,4.7241910446919547e-16,4.4008939694490284e-06,8.4492776986093043e-11,6.23407589196063e-14,0.00010115715137663903,2.1237948096973157e-05,3.2032704938833207e-09,1.7587938714947484e-17,1.7659433417391245e-14,3.0409808726932923e-10,4.4899577592668016e-09,1.3457321331387864e-06,2.0192034037863758e-14,5.0290259541047975e-12,1.7233015112632146e-06,0.0002570060503830172,6.688560555347841e-09,3.8223678524797651e-10,0.00013520292885213129,4.6276254946678981e-06,0.0003482683284084989,1.6745802966327581e-13,7.2222356339140276e-14,1.3474558983433908e-05,1.2481923408063499e-12,6.5605243276861173e-05,5.099712908359629e-08,3.982468284079885e-07,1.8180746951386213e-05,6.9288746083737155e-14,3.9172028780432589e-09,8.93991271311199e-06,2.0010490471196935e-06,6.3888163947342409e-06,3.313833775603153e-15,0.88130563799999995,0.0,0.0,0.0,0.0084749515133510818,9.8258892188336997e-05,0.10692877507369232,1.0591909805306644e-09,1.2337038609353868e-11,1.4134562790906406e-13,8.9384845141411695e-06,1.8685608648548367e-07
0.001492317590342544,0.002020528774100381,6.5304575743311256e-08,1.5285377545421547e-07,2.7332889734053077e-08,1.8489944002431965e-08,5.8303599381428944e-05,6.3577561638692359e-05,7.1962533372859069e-07,1.951522307660155e-06,5.6321238664559919e-07,1.2484344008300039e-05,3.6686561927075499e-06,7.9851133327300527e-07,1.4163604907143772e-08,3.0857972410973627e-07,1.9541832992129866e-07,5.165391078686481e-06,2.0567634539706516e-08,7.1625950920711486e-08,6.4462370113101851e-06,4.0270833526049167e-07,1.5552035543771018e-09,3.346624081259792e-10,7.2912412097131534e-05,5.2142632429164359e-05,3.6444963480600593e-17,7.0952466243571495e-07,1.1097006904939562e-05,0.001047500589392566,2.1944762572090912e-07,0.00012220832946465985,1.1234396988349843e-08,3.1664596296979344e-05,5.9891230981664875e-14,2.1010186422222008e-06,0.00023491058753148696,2.5543790356650456e-07,2.0226790442595867e-06,2.2263058899039817e-10,9.8514185944638632e-05,1.0239827894174872e-07,2.7168728427747143e-06,3.7425962571835635e-09,5.1303507179312816e-05,5.9739495433776887e-09,2.0022982630132913e-07,8.0185029458877658e-05,5.3296412459470907e-08,1.1890638706884279e-06,0.00031500020422564243,4.3173233738914717e-12,6.3645563221247626e-06,2.1693172411410296e-14,1.0696861057285991e-06,2.5564737151282599e-08,1.9544101903650703e-08,4.4497030656443495e-07,3.7069051290599518e-10,8.469009055011762e-05,4.8209043791772683e-16,4.4555347511727747e-06,8.5541825566780753e-11,6.3098747742852261e-14,0.00010283305563976963,2.1521864663772056e-05,3.2457166017615944e-09,1.781628840101047e-17,1.7911016090962298e-14,3.0861571921220458e-10,4.5566598446919049e-09,1.3657279438302652e-06,2.0492061828162865e-14,5.1023887420240189e-12,1.7490336043381155e-06,0.00026128013884715282,6.7776602795001777e-09,3.8729014792871654e-10,0.00013764734464236984,4.7323378184706523e-06,0.00035402982679308257,1.6995848915227416e-13,7.3300770296685854e-14,1.3708948000667128e-05,1.2612876799669759e-12,6.6619116845930115e-05,5.2205510671135346e-08,4.0758048561266673e-07,1.8626859754553969e-05,7.0988936136410205e-14,4.0136439388360721e-09,9.1726588468475991e-06,2.0244478794406458e-06,6.4546961361705371e-06,3.3934078982534214e-15,0.88130563799999995,0.0,0.0,0.0,0.0084547134068616997,9.822855697068097e-05,0.10690072566643422,1.0700868579156693e-09,1.2633284339523415e-11,1.4473971947934201e-13,9.1687343603480112e-06,1.886002735606655e-07
0.001494685821129022,0.0020205324092874935,6.591838818787155e-08,1.5460760119459069e-07,2.75638656068746e-08,1.8648947652640626e-08,5.9207016109377982e-05,6.3635833226167218e-05,7.2554341652629156e-07,1.9691234559332808e-06,5.6833075229068613e-07,1.2594490486022727e-05,3.7101653701155069e-06,8.0517638884680058e-07,1.4282581352108757e-08,3.1108917770878065e-07,1.9700974652744307e-07,5.2061110608060924e-06,2.0804618837013524e-08,7.2005750776132209e-08,6.4760108826526802e-06,4.0724041124271792e-07,1.5679200286778476e-09,3.3842929255071355e-10,7.3908447491301729e-05,5.288295724841967e-05,3.6741343759828947e-17,7.187352315792925e-07,1.120829291684311e-05,0.0010640048424748628,2.2164450772732248e-07,0.00012358372067151492,1.1323075395721795e-08,3.2114824322061265e-05,6.0709459453592134e-14,2.125780367689645e-06,0.00023849067441554818,2.5837947643240796e-07,2.0414069788499622e-06,2.2469203130837628e-10,0.00010006425808411924,1.03332451728721e-07,2.7409751290901332e-06,3.785795050348133e-09,5.1837597650534373e-05,6.0270473703468474e-09,2.0249041018906415e-07,8.1176641267819834e-05,5.3749037550437686e-08,1.1988874837957463e-06,0.00031920215243308589,4.3659140536149516e-12,6.4271626533216142e-06,2.1910873668133868e-14,1.091582984767141e-06,2.6081097496384854e-08,1.9740885445347945e-08,4.4933144343345763e-07,3.743243049445089e-10,8.5713593845595634e-05,4.9195901146298977e-16,4.5107380282623051e-06,8.6601673499034528e-11,6.3861340784663538e-14,0.00010452929421789178,2.1807781263499833e-05,3.2887771995688009e-09,1.8047839393783357e-17,1.816524348650538e-14,3.1318614539029067e-10,4.6241414282319971e-09,1.3859574646164149e-06,2.0795596364366296e-14,5.1765710035926617e-12,1.7750600701430166e-06,0.0002655984726200358,6.8673860134887252e-09,3.9238047710212204e-10,0.00014012435982629966,4.8394758249581378e-06,0.00035985712958935931,1.724875536632475e-13,7.4391521208758694e-14,1.3946830838856459e-05,1.2744183133913168e-12,6.7643591966587717e-05,5.3439592611097673e-08,4.1710897408174603e-07,1.908331806710176e-05,7.2728554541319298e-14,4.1123262666973748e-09,9.41111127586927e-06,2.0479489054393079e-06,6.5207503872857974e-06,3.4747651583369459e-15,0.88130563799999995,0.0,0.0,0.0,0.0084342853217114037,9.8197800615863138e-05,0.10687239977355278,1.0810115007842314e-09,1.2936168495980488e-11,1.4820986759460277e-13,9.4045087965115025e-06,1.9035018860063972e-07
0.0014970540519155,0.002020536168423872,6.6534379571274149e-08,1.5637000082046681e-07,2.7795569532677733e-08,1.8808521986238325e-08,6.0120234405805537e-05,6.3689853930633229e-05,7.314787880365746e-07,1.9867819335639763e-06,5.7346308515775758e-07,1.2704854441947718e-05,3.7518577242100146e-06,8.1185960514604406e-07,1.4401898297053925e-08,3.1360383325441665e-07,1.9860213698141119e-07,5.246822031929375e-06,2.1042768344002113e-08,7.2383429087262381e-08,6.5055191291285983e-06,4.117917325620765e-07,1.5806736098093277e-09,3.4221217286894603e-10,7.4912124763904534e-05,5.363061665607094e-05,3.7038338417577814e-17,7.2803264050383657e-07,1.1320062613565071e-05,0.001080700829776484,2.2384847411832863e-07,0.00012496488849482955,1.1411737503453817e-08,3.256929303565998e-05,6.1533967857754037e-14,2.1508073399971524e-06,0.00024210358544075986,2.613509809471451e-07,2.0601840585099157e-06,2.2675888607325038e-10,0.00010163076646845797,1.0426944570674335e-07,2.7651332263464869e-06,3.8294364927206767e-09,5.2373063649514385e-05,6.0802708888166025e-09,2.0477302754044728e-07,8.2173510505394631e-05,5.4202554975080866e-08,1.2087237395965769e-06,0.00032344141228384345,4.4147088538137162e-12,6.4899351401275491e-06,2.2129527213367506e-14,1.113925298242527e-06,2.6607747837952749e-08,1.9938313220276593e-08,4.5370365733574811e-07,3.7796732519172213e-10,8.6743221692301824e-05,5.0202833519242447e-16,4.5665072992115284e-06,8.7672387950459974e-11,6.462849802863592e-14,0.00010624599041476691,2.2095682644882974e-05,3.3324630818993133e-09,1.8282646162725338e-17,1.8422132008503797e-14,3.1780986081617235e-10,4.692409818666615e-09,1.4064228848494195e-06,2.1102670498698542e-14,5.2515795578822213e-12,1.8013832628516837e-06,0.00026996109935000802,6.9577330853736256e-09,3.9750758416850042e-10,0.0001426342034780366,4.9490918762207422e-06,0.00036575046664465719,1.7504545195784977e-13,7.5494707737130733e-14,1.418824739850892e-05,1.287582767507972e-12,6.8678696800569944e-05,5.4699783301304304e-08,4.2683525234024462e-07,1.9550329736563944e-05,7.4508393456603971e-14,4.2132946840578216e-09,9.6554020798860705e-06,2.0715504578862882e-06,6.5869722624827141e-06,3.5579394451055942e-15,0.88130563799999995,0.0,0.0,0.0,0.0084136669885196171,9.8166618944825482e-05,0.10684379649962095,1.0919637801156952e-09,1.3245817245094635e-11,1.5175751774474436e-13,9.6459314146922708e-06,1.921057965748498e-07
0.001499422282701978,0.002020540053442377,6.7152520601882341e-08,1.5814084811986937e-07,2.8027995310789117e-08,1.8968662596160996e-08,6.1043293119161259e-05,6.3739605478965855e-05,7.3743122944385428e-07,2.0044969229997268e-06,5.7860904849867228e-07,1.2815427184468792e-05,3.7937297838885472e-06,8.1856075005897034e-07,1.4521551851997305e-08,3.1612357648825378e-07,2.0019535204887203e-07,5.2875196705885229e-06,2.1282065835551888e-08,7.2758948194475251e-08,6.5347582268155178e-06,4.1636190290626196e-07,1.5934638515448123e-09,3.460107193217673e-10,7.5923407421977379e-05,5.4385641535021343e-05,3.7335933959301585e-17,7.3741743913500008e-07,1.1432311962731359e-05,0.0010975897528657363,2.260593382839097e-07,0.00012635171134633096,1.1500373956860369e-08,3.3028011458537843e-05,6.2364726283651669e-14,2.1761027643517847e-06,0.00024574919264778278,2.6435275379865756e-07,2.0790089554299818e-06,2.2883100718148187e-10,0.00010321376430424239,1.0520920530717842e-07,2.7893454005336249e-06,3.8735256078146737e-09,5.2909844524877572e-05,6.1336163303028384e-09,2.0707791027571729e-07,8.3175541014777481e-05,5.4656933809935054e-08,1.2185718594025585e-06,0.00032771808239607066,4.4637034797158153e-12,6.5528677424496572e-06,2.234912537141117e-14,1.1367209476101061e-06,2.7144863773924894e-08,2.013636856259002e-08,4.5808651731383562e-07,3.8161921416645303e-10,8.7778918826987991e-05,5.1230197016571197e-16,4.6228460670965748e-06,8.8754036176645991e-11,6.5400178328612074e-14,0.00010798326647257359,2.2385552972151806e-05,3.3767853184392728e-09,1.8520764578569308e-17,1.8681697595846467e-14,3.2248736864062659e-10,4.7614724449322718e-09,1.4271264319149357e-06,2.1413317654146708e-14,5.32742136350619e-12,1.8280055702378754e-06,0.00027436805980899195,7.0486966444988726e-09,4.0267127174164505e-10,0.00014517710293223416,5.0612393851782369e-06,0.00037171005942397256,1.7763241606273597e-13,7.6610429951721838e-14,1.4433237900211038e-05,1.300779551269639e-12,6.9724458318321593e-05,5.598649273926345e-08,4.3676228489319802e-07,2.0028105314814997e-05,7.6329255348349935e-14,4.3165945674291071e-09,9.9056659803069983e-06,2.0952508533509058e-06,6.65335480785846e-06,3.6429650543384804e-15,0.88130563799999995,0.0,0.0,0.0,0.0083928581607710107,9.8135007754949523e-05,0.10681491497042665,1.1029425558490194e-09,1.3562358265665903e-11,1.5538413274761091e-13,9.8931281475839749e-06,1.938670633960876e-07
0.001501790513488456,0.0020205440662832124,6.7772781723072343e-08,1.5992001419408608e-07,2.8261136698344424e-08,1.912936500089083e-08,6.1976230228817541e-05,6.3785069722772342e-05,7.4340051844770353e-07,2.0222675979002734e-06,5.8376830151379083e-07,1.2926199936803363e-05,3.8357780203609911e-06,8.2527958985541797e-07,1.4641538098775284e-08,3.1864829248193942e-07,2.0178924114866363e-07,5.3281996227652263e-06,2.1522493761735499e-08,7.3132270640799452e-08,6.5637246826935861e-06,4.209505195186037e-07,1.6062903006096744e-09,3.4982459678316207e-10,7.6942257289080025e-05,5.514806244071948e-05,3.7634116811329482e-17,7.4689017609753515e-07,1.1545036889401365e-05,0.0011146728074633947,2.2827690926754027e-07,0.00012774406572469397,1.1588975329800888e-08,3.3490988202839924e-05,6.3201703438937809e-14,2.2016699122618706e-06,0.00024942735792064851,2.6738513872155873e-07,2.0978803321942557e-06,2.3090824747282699e-10,0.00010481330337261325,1.0615167407663126e-07,2.8136098937803975e-06,3.9180675231506867e-09,5.3447878926469256e-05,6.1870798731634395e-09,2.0940529516771509e-07,8.4182634294317307e-05,5.5112142708525104e-08,1.2284310551612527e-06,0.00033203225904736668,4.512893568958578e-12,6.6159543444941423e-06,2.2569660388325461e-14,1.1599779390163255e-06,2.7692623000930804e-08,2.0335034556856996e-08,4.6247958681527856e-07,3.8527960771614653e-10,8.8820628464356423e-05,5.2278352462514458e-16,4.679757840404554e-06,8.9846685537061861e-11,6.6176339405012433e-14,0.00010974124354214835,2.2677375821326936e-05,3.4217552611263581e-09,1.876225192383816e-17,1.8943956593280959e-14,3.2721918119766923e-10,4.8313368715555254e-09,1.4480703726906411e-06,2.1727571846351874e-14,5.404103490779349e-12,1.8549294152052406e-06,0.00027881938778443317,7.1402716604603353e-09,4.078713335860976e-10,0.00014775328371795273,5.1759728357732165e-06,0.00037773612084853397,1.8024868141823282e-13,7.7738789394722674e-14,1.4681842889264874e-05,1.3140071564497861e-12,7.0780902285119216e-05,5.7300132366828442e-08,4.4689304074007843e-07,2.0516858043057499e-05,7.8191952933428143e-14,4.4222718417663133e-09,1.0162040374149899e-05,2.1190483923922717e-06,6.7198910027671501e-06,3.7298766174176847e-15,0.88130563799999995,0.0,0.0,0.0,0.0083718586150655291,9.8102962820088756e-05,0.10678575433321129,1.1139466771589766e-09,1.3885920486918483e-11,1.5909118974716903e-13,1.0146227293507619e-05,1.9563395596504326e-07
0.001504158744274934,0.0020205482088951022,6.8395133092731067e-08,1.6170736763033107e-07,2.8494987362064962e-08,1.9290624631790093e-08,6.2919082829416366e-05,6.3826228661984958e-05,7.4938642902243195e-07,2.0400931227554581e-06,5.8894049828683949e-07,1.3037163802425212e-05,3.8779988469086133e-06,8.3201588901431631e-07,1.4761853088265465e-08,3.2117786558199825e-07,2.03383652305472e-07,5.3688575004190966e-06,2.1764034250338734e-08,7.3503359182885e-08,6.5924150344994012e-06,4.2555717328323725e-07,1.6191524961975499e-09,3.5365346483094449e-10,7.7968634500064614e-05,5.5917909596043702e-05,3.7932873314350783e-17,7.564514232546208e-07,1.165823327617101e-05,0.0011319511831998428,2.3050099801349943e-07,0.00012914182623476769,1.1677532121814113e-08,3.3958231466674599e-05,6.4044866645130794e-14,2.2275121231466022e-06,0.00025313793285689455,2.7044848667029942e-07,2.1167968419470532e-06,2.3299045874807576e-10,0.00010642943401647281,1.0709679471595897e-07,2.8379249258728103e-06,3.9630674732050669e-09,5.3987104816944651e-05,6.2406576464507404e-09,2.1175542399390375e-07,8.5194689495008178e-05,5.5568149956362451e-08,1.2383005306090382e-06,0.00033638403614003097,4.5622746922690379e-12,6.6791887379669377e-06,2.2791124432467858e-14,1.18370439538605e-06,2.8251205576166169e-08,2.0534294020244162e-08,4.6688242350837097e-07,3.889481368643083e-10,8.986829229228555e-05,5.3347665944319126e-16,4.7372461337972245e-06,9.095040350971681e-11,6.6956937841291216e-14,0.00011152004165313487,2.2971134175877929e-05,3.4673845488617042e-09,1.9007166913751012e-17,1.9208925831969354e-14,3.3200582042586894e-10,4.9020108048740815e-09,1.4692570150367975e-06,2.2045467705978458e-14,5.4816331213643547e-12,1.8821572573613343e-06,0.00028331510997195452,7.2324529217976074e-09,4.1310755453838783e-10,0.00015036296949208516,5.2933478040497674e-06,0.00038382885514087999,1.8289448703129122e-13,7.8879889146562141e-14,1.4934103240535969e-05,1.3272640579275664e-12,7.1848053247435846e-05,5.864111492916498e-08,4.5723049205114682e-07,2.1016803834614767e-05,8.0097309113976182e-14,4.5303729740186355e-09,1.0424665367741237e-05,2.1429413604427055e-06,6.7865737616672794e-06,3.81870910133334e-15,0.88130563799999995,0.0,0.0,0.0,0.0083506681514217904,9.8070479890563175e-05,0.10675631375697371,1.1249749827600808e-09,1.4216634087784747e-11,1.6288018020530414e-13,1.040535954110055e-05,1.9740644210233214e-07
0.001506526975061412,0.0020205524832339465,6.9019544606187247e-08,1.6350277520996187e-07,2.872954089874839e-08,1.9452436857594294e-08,6.3871887116053562e-05,6.3863064465730424e-05,7.5538873113022114e-07,2.0579726524985669e-06,5.9412528808365053e-07,1.3148309784123511e-05,3.920388618978372e-06,8.3876940997428081e-07,1.4882492836397668e-08,3.237121793355738e-07,2.0497843210183544e-07,5.4094888817608739e-06,2.2006669108088303e-08,7.3872176775665529e-08,6.6208258507121656e-06,4.3018144877186959e-07,1.6320499693576128e-09,3.5749697778583922e-10,7.9002497496287818e-05,5.6695212886017176e-05,3.8232189714641186e-17,7.6610174717152242e-07,1.1771896963193374e-05,0.0011494260634233109,2.32731409880643e-07,0.00013054486560696942,1.1766034759791709e-08,3.4429749028578804e-05,6.489418183368768e-14,2.2536328057593966e-06,0.00025688075864542173,2.7354315598505899e-07,2.1357571285423728e-06,2.3507749178451775e-10,0.00010806220512800945,1.0804450899850625e-07,2.8622886925863316e-06,4.0085308015952582e-09,5.4527459483668272e-05,6.2943457276384387e-09,2.1412854365656688e-07,8.62116034203598e-05,5.602492342972177e-08,1.2481794811370224e-06,0.00034077350516597258,4.6118423541458232e-12,6.7425646296032314e-06,2.3013509593810819e-14,1.2079085606119644e-06,2.8820794064647322e-08,2.0734129499859186e-08,4.7129457896967296e-07,3.9262442755014349e-10,9.0921850466747745e-05,5.4438509001056803e-16,4.7953144689443503e-06,9.206525770717915e-11,6.7741929080148012e-14,0.0001133197796840429,2.3266810422698748e-05,3.5136851176398989e-09,1.9255569779827581e-17,1.9476621493033467e-14,3.368478172558434e-10,4.9735020839889776e-09,1.4906887093313002e-06,2.2367040501746774e-14,5.5600175997378793e-12,1.909691594656342e-06,0.00028785524587058155,7.3252350345847993e-09,4.1837971040739923e-10,0.00015300638197234063,5.4134209817300639e-06,0.00038998845766820977,1.8557007563471724e-13,8.0033833894576255e-14,1.5190060163519947e-05,1.3405487139801008e-12,7.2925934519550947e-05,6.0009854277820724e-08,4.6777761283196189e-07,2.1528161255847842e-05,8.2046156904746174e-14,4.640944966094496e-09,1.069368381017846e-05,2.1669280286300189e-06,6.8533959359528473e-06,3.9094978743619879e-15,0.88130563799999995,0.0,0.0,0.0,0.0083292865935163836,9.8037554693059168e-05,0.1067265924327009,1.1360263011796711e-09,1.4554630739608534e-11,1.66752612682493e-13,1.0670657993498742e-05,1.9918449058410404e-07
0.00150889520584789,0.0020205568912614064,6.9645985892888067e-08,1.6530610117500098e-07,2.8964790858922194e-08,1.9614796965314231e-08,6.483467836978169e-05,6.3895559495414676e-05,7.6140719060435828e-07,2.0759053324001521e-06,5.9932231639683619e-07,1.3259628807880692e-05,3.9629436359266716e-06,8.4553991298347083e-07,1.500345332068551e-08,3.2625111641653636e-07,2.0657342569929374e-07,5.4500893111089983e-06,2.225037982253049e-08,7.4238686574387514e-08,6.6489537312727753e-06,4.3482292428577424e-07,1.6449822426662658e-09,3.6135478474615829e-10,8.0043803021291883e-05,5.7480001852690112e-05,3.853205215533898e-17,7.7584170105076228e-07,1.1886023748121514e-05,0.001167098624985157,2.3496794518037162e-07,0.0001319530547210521,1.1854473595846194e-08,3.4905548242012361e-05,6.5749613542461398e-14,2.2800354388920203e-06,0.00026065566597334542,2.7666951244387881e-07,2.1547598265927997e-06,2.3716919634324138e-10,0.00010971166413661867,1.0899475770908647e-07,2.8866993631995624e-06,4.0544629615616372e-09,5.5068879551766565e-05,6.3481401346532089e-09,2.165249061651086e-07,8.7233270533287107e-05,5.648243050492665e-08,1.2580670912125138e-06,0.00034520075517007653,4.6615919936988318e-12,6.806075656634895e-06,2.3236807884216705e-14,1.2325987807803508e-06,2.9401573057303275e-08,2.0934523293511331e-08,4.7571559915627604e-07,3.9630810102115593e-10,9.198124160689424e-05,5.5551257777501787e-16,4.8539663755335962e-06,9.319131589594837e-11,6.8531267419889245e-14,0.0001151405753322031,2.3564386348921273e-05,3.5606692099190834e-09,1.9507522286446051e-17,1.9747060146144599e-14,3.4174571281463915e-10,5.0458186985506864e-09,1.5123678500719906e-06,2.2692326164482443e-14,5.6392644002202696e-12,1.9375349650756038e-06,0.0002924398076766587,7.4186124215612069e-09,4.2368756792493238e-10,0.00015568374086981674,5.5362501968504863e-06,0.00039621511478132003,1.8827569385164665e-13,8.1200730003947654e-14,1.5449755207633209e-05,1.3538595666035883e-12,7.4014568170403954e-05,6.1406765191280696e-08,4.7853737734268656e-07,2.2051151505178689e-05,8.4039339353216383e-14,4.7540353474636579e-09,1.0969241326528554e-05,2.1910066537845352e-06,6.920350315575515e-06,4.00227861170002e-15,0.88130563799999995,0.0,0.0,0.0,0.0083077137888968866,9.8004182930678071e-05,0.10669658957357173,1.1470994510472071e-09,1.4900043257573464e-11,1.7071000884419634e-13,1.0942258191799298e-05,2.0096807125185172e-07
