Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247)
0.0006567776183821148,0.0020206033839440074,1.7100699947117556e-11,1.9466648816176427e-11,8.8694502851124422e-12,6.5965534123524958e-12,4.2728494123324957e-09,4.86912892274245e-08,2.7100035958522517e-10,5.6706219829477449e-10,1.4113592733014474e-10,3.1876699043472733e-09,4.6633465864250103e-10,2.5394286177635173e-10,4.4733988404463693e-12,9.9217798474307718e-11,5.715272068032701e-11,1.5390549556435877e-09,2.5733084003358001e-12,3.120500572635149e-11,2.9859184443369849e-09,5.1298809829943089e-11,5.9402596222828807e-13,4.2608043591802012e-14,6.1612593427456265e-09,5.0888153110948577e-09,1.1718167977381299e-20,9.1990947275145431e-11,2.0954643996335101e-09,7.4767258658503524e-08,4.0612205520274519e-11,1.5424436226470061e-08,3.3454792945883922e-12,2.8557625579094589e-09,5.0604942236550389e-18,3.2443668013860353e-09,1.5851397488347057e-08,4.0176694853961884e-10,4.6137686708540386e-10,5.0780131360641969e-14,5.5943503805930702e-09,2.6052453541834257e-11,7.0374107914903737e-10,5.8874351850141525e-12,7.4663097384830377e-09,1.5457693655706267e-12,3.2081312286769487e-10,8.4870847290946246e-09,1.5514394363242743e-11,3.5192626948958611e-10,3.6303849147169473e-08,5.448961408783372e-16,1.1711592774656454e-09,4.0952508080337711e-18,6.2721306180504213e-10,1.5268209376750227e-11,3.5323729009188937e-12,8.1873317717538604e-11,6.8167739127091145e-14,9.7535423626153048e-09,2.8267490620783645e-19,2.6458418762878456e-09,5.0797508927655872e-14,7.2667318259338505e-18,6.3598484535723152e-09,3.5269155971051207e-11,1.423378383555722e-09,7.9582557344656246e-18,6.0152959335036035e-18,9.1411477651915186e-14,1.3496752856171726e-12,4.0392316550981677e-10,6.0606551741379588e-18,1.5393755469355101e-15,4.4917612957656554e-10,6.9070126523122692e-10,1.1272598136008854e-14,3.8622908242688921e-15,2.0694754013662984e-10,7.2958213001714265e-10,1.7337266483289564e-08,4.3647700482384961e-17,1.8824655669142829e-17,1.3087717196223493e-09,1.8355676901192978e-16,4.8908491874608093e-09,6.0072026354444046e-15,4.7408604254120549e-14,1.1007755572515642e-12,4.1951562377862733e-21,2.3495283452879601e-16,2.3714251454824361e-13,4.8043006475345943e-11,9.6956969617138947e-10,2.0241227474518063e-22,0.88130563799999995,0.0,0.0,0.0,0.0098910581640909087,9.9999900321198171e-05,0.10888990517988097,1.6199399648129069e-13,7.5355715993461883e-19,8.6335151659053652e-21,2.3622502469328543e-13,1.2536418194421649e-11
0.000661832175637833,0.002020603378345712,1.8268874306722679e-11,2.0803455175288425e-11,9.4834638082992875e-12,7.0508169241477074e-12,4.5605786708361692e-09,5.1914481627502497e-08,2.8965562136165788e-10,6.0576829113841662e-10,1.5091481752988777e-10,3.4085330098007185e-09,4.9834470298641246e-10,2.7151897868323917e-10,4.7830076032558536e-12,1.0608473024869198e-10,6.1100629894743648e-11,1.6453665306734548e-09,2.7499353110083963e-12,3.328297127490723e-11,3.1846437627265061e-09,5.4819817754920734e-11,6.3491741478679039e-13,4.5532542066845744e-14,6.5781963440359707e-09,5.4346052834601194e-09,1.2529190407417257e-20,9.8386363723370063e-11,2.2387793412256777e-09,7.9879690133451852e-08,4.3432013712510695e-11,1.6482582914557784e-08,3.5765709654957397e-12,3.0492390601600202e-09,5.4029416698680362e-18,3.4622636001544618e-09,1.6911679963484827e-08,4.2875019464989263e-10,4.9303273645860819e-10,5.4264242735077183e-14,5.9652359494901597e-09,2.7857433633173761e-11,7.524977805410401e-10,6.2828284377491402e-12,7.9763653436184798e-09,1.6528635892728461e-12,3.423578786739644e-10,9.0635600191014959e-09,1.6585969945729411e-11,3.7623355948349063e-10,3.8769119739415852e-08,5.8227708879120911e-16,1.2524734086969647e-09,4.3753370096641267e-18,6.693761401589535e-10,1.6294580146581959e-11,3.7776266620550673e-12,8.7557792729113489e-11,7.2900635311955464e-14,1.042424929074124e-08,3.0167713199816319e-19,2.8209668940278104e-09,5.4159733501549424e-14,7.7664320689354564e-18,6.7880967356665585e-09,3.8942944376886044e-11,1.4463723007164957e-09,8.0868160907612458e-18,6.5170936438808673e-18,9.9311464250963699e-14,1.4663172757625064e-12,4.3884936852089873e-10,6.5847045259828444e-18,1.6724118756164232e-15,4.8987671642958949e-10,7.3738290146162854e-10,1.2446774377441166e-14,4.1438773491971426e-15,2.2678940464270309e-10,7.7764311197029016e-10,1.8517731208588121e-08,4.7602690335855425e-17,2.0530388652522823e-17,1.4439948299937596e-09,1.9609631829229639e-16,5.2180073877265379e-09,6.826327741070023e-15,5.3871956693952813e-14,1.2493051245467826e-12,4.7612159924780383e-21,2.6665505396506373e-16,2.6882291101098288e-13,5.1260746992333274e-11,1.0354522763122667e-09,2.2978353821217645e-22,0.88130563799999995,0.0,0.0,0.0,0.0098910491936331311,9.9999893327070224e-05,0.10888989124056313,1.7300147319814969e-13,8.5545715956445366e-19,9.8009849200063555e-21,2.6784964474885736e-13,1.3374370995367223e-11
0.0006668867328935511,0.002020603372349296,1.9518312127099848e-11,2.2233435730595281e-11,1.0140107862594982e-11,7.5366525303292771e-12,4.8681196187043447e-09,5.5356564380113159e-08,3.0960805211568883e-10,6.4716685803211935e-10,1.6137231942274498e-10,3.6447232549379275e-09,5.3258632102000889e-10,2.9031669058268135e-10,5.1141378819609412e-12,1.1342900273939511e-10,6.5322601679803881e-11,1.7590583327724953e-09,2.9388761227269859e-12,3.5502908323430416e-11,3.3969402826030651e-09,5.8586300184304123e-11,6.7865215187856208e-13,4.8660928248869398e-14,7.0240235873211408e-09,5.8043459087395681e-09,1.3396589402769946e-20,1.0522533414034798e-10,2.3920867135222936e-09,8.5347522232344437e-08,4.644742798917726e-11,1.7614517623526861e-08,3.8237052435658339e-12,3.2560921978716179e-09,5.769117861217385e-18,3.6950223809363976e-09,1.8044457891762699e-08,4.5757386654501286e-10,5.268963703130778e-10,5.799134537968541e-14,6.3613839991301764e-09,2.9787711307402273e-11,8.0463911471421014e-10,6.7051901644795592e-12,8.5219117284400065e-09,1.7673921818207718e-12,3.6537213413362834e-10,9.6799466164865955e-09,1.7731951870524416e-11,4.022286782010011e-10,4.1405014602554672e-08,6.222647321705858e-16,1.3394330036748335e-09,4.6749518260636111e-18,7.1443621282834128e-10,1.7391471814507437e-11,4.0399096357741964e-12,9.3636975976176111e-11,7.7962165949047996e-14,1.1141794022827075e-08,3.2198498684227682e-19,3.0078609258397851e-09,5.7747911331435275e-14,8.3010281242201728e-18,7.2458089248943598e-09,4.3048311397425456e-11,1.4675198090723106e-09,8.2050528837170995e-18,7.0508002166584593e-18,1.0773834965721917e-13,1.5907388392972101e-12,4.7610659096882995e-10,7.1437296015320748e-18,1.8143212035790616e-15,5.3349571226403437e-10,7.8736947891367197e-10,1.3758884095722508e-14,4.4478612581757988e-15,2.4850303044657281e-10,8.2896968341830352e-10,1.9780095487181551e-08,5.184127015449245e-17,2.235843010624693e-17,1.5913629045035206e-09,2.0950839671891928e-16,5.5675287884391427e-09,7.7588500073610507e-15,6.1229919832229035e-14,1.4181526256459021e-12,5.4047092498671177e-21,3.0269388043263936e-16,3.0478163878216173e-13,5.4701596370562884e-11,1.1059179016144196e-09,2.6090589293951722e-22,0.88130563799999995,0.0,0.0,0.0,0.0098910396016826229,9.9999885835100195e-05,0.10888987633543407,1.8477466415373066e-13,9.7132203082348882e-19,1.112845040822137e-20,3.0375427494229202e-13,1.4270235298272317e-11
0.0006719412901492692,0.002020603365927517,2.0854629378608661e-11,2.3763019383206778e-11,1.0842265584022668e-11,8.0562105272540704e-12,5.1968496462846713e-09,5.903276405966295e-08,3.3094607417379951e-10,6.9144415842142348e-10,1.72554328995442e-10,3.897277245766315e-09,5.6921362491223124e-10,3.1041870561397493e-10,5.4682469893068191e-12,1.2128293904457794e-10,6.9837224246806902e-11,1.8806309283429245e-09,3.1409813346867468e-12,3.7874691798159518e-11,3.6237519442362003e-09,6.26152118241204e-11,7.2542398063990364e-13,5.2007284498757485e-14,7.5007616206087258e-09,6.1996988685079868e-09,1.4324182499200304e-20,1.1253781585150085e-10,2.556078909796124e-09,9.1195381522188066e-08,4.9671664259673965e-11,1.8825343033851012e-08,4.087970227931571e-12,3.477250755314654e-09,6.1606823577239106e-18,3.9436486705035394e-09,1.9254777465995673e-08,4.883624820744407e-10,5.6311984930825881e-10,6.1978177637805072e-14,6.784552734057627e-09,3.1851761888237347e-11,8.6039402387724294e-10,7.1563451897385413e-12,9.1054079924373859e-09,1.8898580170458149e-12,3.8995533138420605e-10,1.0339014229456279e-08,1.8957387899110703e-11,4.3002612951350452e-10,4.4223369465857719e-08,6.6503933244657122e-16,1.4324195924814797e-09,4.9954484299620629e-18,7.6259238747175549e-10,1.8563731178079801e-11,4.3203727342783723e-12,1.0013754360611406e-10,8.3374541651638284e-14,1.1909413058936276e-08,3.4368820538081748e-19,3.207326807191338e-09,6.1577456052440411e-14,8.8729312984580866e-18,7.7350418601257118e-09,4.7640293018787441e-11,1.4867956617265929e-09,8.3128249514475537e-18,7.6178032746840848e-18,1.1671464317240543e-13,1.723272322323154e-12,5.1579439007555804e-10,7.7392242046753131e-18,1.965482582944425e-15,5.8016615524674643e-10,8.4091489742302474e-10,1.5226516541500834e-14,4.7762229720953136e-15,2.7226089708495584e-10,8.8379074128455979e-10,2.1130050070504459e-08,5.6376367629243561e-17,2.4314355566494226e-17,1.7517359727026243e-09,2.2385346044429144e-16,5.9409692419515841e-09,8.8207063696089565e-15,6.9608194171388743e-14,1.6101402255540838e-12,6.1363915387449509e-21,3.4367166101550549e-16,3.4560443969850743e-13,5.8381600537448456e-11,1.1812865003486807e-09,2.9630096734055858e-22,0.88130563799999995,0.0,0.0,0.0,0.0098910293451754637,9.9999877810548902e-05,0.10888986039760197,1.9736702044737928e-13,1.1030937348444672e-18,1.2638160707040615e-20,3.4452593848517077e-13,1.5228154079471997e-11
0.0006769958474049873,0.0020206033590513856,2.2283815473163645e-11,2.5399064949782842e-11,1.1593011888755976e-11,8.6117831291290264e-12,5.5482405242847332e-09,6.2959358938027238e-08,3.5376393301065806e-10,7.3879883663432769e-10,1.8450981505586325e-10,4.1673009821088263e-09,6.0839102826412834e-10,3.3191320621395874e-10,5.8468886386169179e-12,1.2968100020161555e-10,7.4664320468295395e-11,2.0106181279338583e-09,3.3571582943312364e-12,4.0408878336407516e-11,3.8660878933971908e-09,6.6924640618738081e-11,7.7543947041122148e-13,5.5586634432921406e-14,8.010569272930716e-09,6.6224383779397329e-09,1.5316039734855176e-20,1.2035580449809895e-10,2.7314944992813358e-09,9.7449558181751976e-08,5.3118831834609202e-11,2.0120502641586511e-08,4.3705262804208573e-12,3.7137065620774025e-09,6.5794082954667594e-18,4.2092117739449683e-09,2.0548034628527356e-08,5.2124845682398761e-10,6.0186528927425874e-10,6.6242582346339756e-14,7.2366227946781286e-09,3.4058626806149382e-11,9.2000673995953791e-10,7.6382341109741719e-12,9.7294779446341587e-09,2.0207975524732933e-12,4.1621322267246332e-10,1.1043720180137889e-08,2.0267660578212539e-11,4.5974801082766024e-10,4.7236821141944584e-08,7.1079319097720054e-16,1.5318403802506926e-09,5.3382702377225439e-18,8.1405682104438023e-10,1.9816522683265366e-11,4.6202442764473243e-12,1.0708796567964415e-10,8.916146665172045e-14,1.273055862629178e-08,3.6688240336393564e-19,3.4202216448666914e-09,6.5664823254533611e-14,9.4847136226920639e-18,8.2579943562280737e-09,5.2781275532024686e-11,1.5042003875644355e-09,8.4101352471046584e-18,8.2196121071175003e-18,1.2626417988038273e-13,1.8642696458951387e-12,5.5801814654927983e-10,8.3727695176587524e-18,2.1262973905979494e-15,6.3002492811039823e-10,8.9829478650087096e-10,1.6869610038301288e-14,5.1311390120743541e-15,2.9825233385071954e-10,9.4235153504165234e-10,2.2573672174247871e-08,6.1221284038234776e-17,2.6403901692473633e-17,1.9260129104294056e-09,2.3919601495067549e-16,6.3399922961484213e-09,1.0030099752517271e-14,7.9150361146624113e-14,1.8284880582811177e-12,6.9685350841578462e-21,3.9027568221987346e-16,3.9195851443395693e-13,6.2317993037296458e-11,1.2618995930949033e-09,3.3656395492037423e-22,0.88130563799999995,0.0,0.0,0.0,0.0098910183781336161,9.9999869216370568e-05,0.10888984335565792,2.1083560049342361e-13,1.2529881069677808e-18,1.4355502673670903e-20,3.9083338375369456e-13,1.6252574129610424e-11
0.0006820504046607055,0.0020206033516900488,2.3812257945964573e-11,2.7148890888712113e-11,1.2395628101338002e-11,9.2058146074372897e-12,5.92386477076074e-09,6.7153746520275031e-08,3.7816210930329199e-10,7.8944273319901987e-10,1.9729105713777299e-10,4.4559752280752279e-09,6.502939537031398e-10,3.548942612198691e-10,6.2517201890409115e-12,1.3865994582724793e-10,7.982503991278787e-11,2.1495894634798892e-09,3.5883750994878141e-12,4.3116751397525244e-11,4.1250267973095239e-09,7.1533885524488044e-11,8.2891885563609932e-13,5.9415007521517418e-14,8.5557527943291537e-09,7.0744587768391215e-09,1.6376502622753069e-20,1.2871350213280796e-10,2.9191212938553039e-09,1.0413812029061828e-07,5.6804005261100257e-11,2.150580392052422e-08,4.6726114100319982e-12,3.9665187209050458e-09,7.0271898936563709e-18,4.4928482487235037e-09,2.1929998633299639e-08,5.5637253428718759e-10,6.4330551451542023e-10,7.0803580940447582e-14,7.7196055503599789e-09,3.6417957426657988e-11,9.8373796834982846e-10,8.1529196057852424e-12,1.0396921114613223e-08,2.1607834294027217e-12,4.4425821416460097e-10,1.1797222015611601e-08,2.1668512084688171e-11,4.9152457645137874e-10,5.0458861260025239e-08,7.5973146729343564e-16,1.6381302811227397e-09,5.7049569026940623e-18,8.6905548629903405e-10,2.1155347081850381e-11,4.9408361187060473e-12,1.1451864824484897e-10,9.5348257091811794e-14,1.3608913431295722e-08,3.9166942310104554e-19,3.647460260620316e-09,7.0027576597225374e-14,1.0139118843119338e-17,8.8170166969264293e-09,5.8541995769870419e-11,1.5197602188789557e-09,8.4971304341312921e-18,8.8578969467124686e-18,1.3641257588961977e-13,2.0141090276003392e-12,6.0289106676846755e-10,9.0460641428059865e-18,2.2971969942592522e-15,6.832143010507579e-10,9.5980859035457794e-10,1.8710771635009035e-14,5.5150036827879441e-15,3.266856018752662e-10,1.0049148320540055e-09,2.4117451805769008e-08,6.6389844174403589e-17,2.8633030928158006e-17,2.115132759514482e-09,2.5560488575255418e-16,6.7663764241416376e-09,1.1407824071139764e-14,9.0020445433403747e-14,2.0768711149788394e-12,7.9151456132989274e-21,4.4329031180779407e-16,4.4460405644163541e-13,6.6529285068077982e-11,1.348121688402727e-09,3.8237414511452066e-22,0.88130563799999995,0.0,0.0,0.0,0.0098910066514668535,9.9999860013055348e-05,0.10888982513337059,2.2524130316081048e-13,1.4235340617321645e-18,1.6309450118175073e-20,4.4343865932330324e-13,1.7348268667520349e-11
0.0006871049619164236,0.0020206033438106524,2.5446768982713834e-11,2.9020307348609004e-11,1.3253617814713363e-11,9.8409122821608372e-12,6.325402442623265e-09,7.1634514700374992e-08,4.0424776578162772e-10,8.4360175613808505e-10,2.1095390256392368e-10,4.7645613165200524e-09,6.9510959588646211e-10,3.7946227462541214e-10,6.6845105399552793e-12,1.4825900916497764e-10,8.5341958741401484e-11,2.2981528775233737e-09,3.8356648054412948e-12,4.601036897817708e-11,4.4017214087246106e-09,7.6463540358219833e-11,8.8609701498748651e-13,6.350950873249755e-14,9.1387755921713009e-09,7.5577826646365539e-09,1.7510204824845067e-20,1.3764749421832085e-10,3.1197996480187649e-09,1.1129103670268276e-07,6.0743300926061299e-11,2.2987443305107016e-08,4.9955471183238895e-12,4.236818130978565e-09,7.5060504515014825e-18,4.7957655145607181e-09,2.3406837059371431e-08,5.9388423285123185e-10,6.8762478606264622e-10,7.5681453605923199e-14,8.2356518960206044e-09,3.8940062294337054e-11,1.0518661636643366e-09,8.7025929861874494e-12,1.1110724588354984e-08,2.3104272750930311e-12,4.7420972323991628e-10,1.2602891016309575e-08,2.3166071249003177e-11,5.2549485043287541e-10,5.3903893804578802e-08,8.1207306166600742e-16,1.7517541122416142e-09,6.097150764510554e-18,9.2782897594791494e-10,2.2586061005388821e-11,5.2835502614249954e-12,1.224620863980614e-10,1.0196196846441246e-13,1.4548406602252606e-08,4.1815769588367605e-19,3.8900188019313689e-09,7.4684457132436609e-14,1.0839074298990162e-17,9.4146207254890727e-09,6.5002670190547334e-11,1.5335260951518152e-09,8.5740953162054512e-18,9.5345197887023407e-18,1.4718773284572153e-13,2.1732024306020179e-12,6.5053641447823036e-10,9.7609575879511291e-18,2.4786512482607506e-15,7.398838552824968e-10,1.0257818597952676e-09,2.0775637929540566e-14,5.9304532364740483e-15,3.5779027564607433e-10,1.0717621580378266e-09,2.5768320022847545e-08,7.1896583262788627e-17,3.1008012117150843e-17,2.3200765608889562e-09,2.7315350937682456e-16,7.2220226965863595e-09,1.2977635490698377e-14,1.024058247965997e-13,2.3594838721982377e-12,8.9922086597040523e-21,5.0361079259498987e-16,5.0440734135220934e-13,7.103536230539448e-11,1.4403417729880386e-09,4.3450689210447256e-22,0.88130563799999995,0.0,0.0,0.0,0.00989099411276044,9.9999850158458676e-05,0.10888980564935855,2.4064911670041354e-13,1.6176181513925564e-18,1.8533074311048843e-20,5.0321025044661046e-13,1.852036160237046e-11
0.0006921595191721417,0.0020206033353782006,2.7194614117497823e-11,3.1021650845446992e-11,1.4170724042909675e-11,1.0519858457860024e-11,6.7546484273650623e-09,7.64215173874149e-08,4.3213523340730916e-10,9.0151682276751845e-10,2.255580434234912e-10,5.0944074044935462e-09,7.4303774820039543e-10,4.0572447295312663e-10,7.147148708330176e-12,1.5852008728774968e-10,9.1239187781675057e-11,2.4569576328522988e-09,4.1001299840075104e-12,4.9102614430304396e-11,4.6974034255785291e-09,8.1735584664199747e-11,9.4722453667302141e-13,6.7888394005068526e-14,9.7622686774231487e-09,8.0745696715826729e-09,1.8722094615997963e-20,1.4719693731744318e-10,3.3344260331795519e-09,1.1894030982141303e-07,6.4953958669885333e-11,2.457203327741991e-08,5.3407447240070775e-12,4.5258123597241153e-09,8.0181509281969069e-18,5.1192456253593896e-09,2.4985142553854291e-08,6.3394231284467861e-10,7.3501959394544601e-10,8.0897826477670968e-14,8.7870616495278637e-09,4.1635958055498401e-11,1.1246889048650547e-09,9.2895810465636299e-12,1.1874075811414453e-08,2.4703827231693578e-12,5.0619455177267151e-10,1.3464326757578164e-08,2.4766882823352713e-11,5.6180729034602813e-10,5.7587297120833065e-08,8.6805157200243593e-16,1.8732089559864811e-09,6.5166038344737076e-18,9.9063335201455511e-10,2.4114897639037753e-11,5.6498859737881012e-12,1.3095302941140935e-10,1.0903153309849272e-13,1.5553230999731442e-08,4.4646262477482782e-19,4.1489385506128315e-09,7.9655456425980379e-14,1.1587703819446431e-17,1.0053490648441677e-08,7.2254277778542576e-11,1.5455718245116204e-09,8.6414425576659226e-18,1.0251565104849576e-17,1.5862037234211508e-13,2.3420034541245539e-12,7.0108987671806764e-10,1.0519485765943517e-17,2.6711774928165212e-15,8.0019276073734383e-10,1.0965687918241631e-09,2.3093285056370626e-14,6.3803929936675735e-15,3.9181997647907833e-10,1.1431951269111938e-09,2.7533679448748004e-08,7.7756968290823723e-17,3.3535515959411214e-17,2.5418697854076344e-09,2.9192024812470371e-16,7.7089629817676451e-09,1.476667335204168e-14,1.1652056623195853e-13,2.6811142195069533e-12,1.0217971308159768e-20,5.7225902091665216e-16,5.7235569182424824e-13,7.5857589802342454e-11,1.5389749151618563e-09,4.9384725647633324e-22,0.88130563799999995,0.0,0.0,0.0,0.0098909807060460608,9.999983960761522e-05,0.10888978481673758,2.5712838658595862e-13,1.8385353522542225e-18,2.1064125842977703e-20,5.7113809810718825e-13,1.97743537459237e-11
0.0006972140764278598,0.0020206033263553947,2.9063543333566396e-11,3.3161821893448536e-11,1.5150947708985716e-11,1.1245623353522483e-11,7.2135202913880574e-09,8.1535955174465817e-08,4.6194653915243082e-10,9.6344488020087911e-10,2.4116731461886235e-10,5.4469552030246195e-09,7.9429169950204325e-10,4.3379543217008849e-10,7.6416531054860977e-12,1.69487946819169e-10,9.7542489045528372e-11,2.6266974494866394e-09,4.3829476692959829e-12,5.2407250737183716e-11,5.0133886797833781e-09,8.7373482288924467e-11,1.0125688748658325e-12,7.2571152125380613e-14,1.0429041907578573e-08,8.6271259348231711e-09,2.0017459180802128e-20,1.5740376523621741e-10,3.5639569172973909e-09,1.2712011928859095e-07,6.9454430618063397e-11,2.6266631769498679e-08,5.7097121817347858e-12,4.8347909024995623e-09,8.5657991772435947e-18,5.4646492174636268e-09,2.6671961507397246e-08,6.7671526541327982e-10,7.8569952055128467e-10,8.6475766662177473e-14,9.3762936208864544e-09,4.4517424417252724e-11,1.202524379672411e-09,9.9163532316007467e-12,1.269037646497879e-08,2.6413486741475664e-12,5.4034727684911941e-10,1.4385372839351639e-08,2.6477939043658368e-11,6.006205031054092e-10,6.1525490873943827e-08,9.2791633253688277e-16,2.0030267023969006e-09,6.9651853777180893e-18,1.0577410455346723e-09,2.5748488620693136e-11,6.0414474638427218e-12,1.4002865850242805e-10,1.165879081720351e-13,1.6627862027229638e-08,4.7670699008977183e-19,4.4253299473329158e-09,8.4961893824342649e-14,1.2388341738139718e-17,1.073649463818494e-08,8.0400019505234945e-11,1.5559914195565537e-09,8.699697787694488e-18,1.1011378207330916e-17,1.7074459344497638e-13,2.521015565216369e-12,7.547020256890274e-10,1.1323907933672929e-17,2.8753499425046693e-15,8.6431236229911889e-10,1.1725550529749557e-09,2.5696695087982435e-14,6.8680278491587991e-15,4.2905550749375402e-10,1.2195368705117059e-09,2.9421437287705854e-08,8.3987649320025888e-17,3.6222723398543894e-17,2.7815854561258795e-09,3.1198873121005095e-16,8.2293687358252226e-09,1.6805944930281588e-14,1.3260924741536002e-13,3.0472281979366035e-12,1.1613265140672301e-20,6.5040163263353037e-16,6.4957462947334648e-13,8.1018925974716458e-11,1.6444639963730955e-09,5.6140569087708502e-22,0.88130563799999995,0.0,0.0,0.0,0.0098909663715544272,9.9999828312536578e-05,0.10888976254273904,2.7475310474946604e-13,2.090047460439406e-18,2.3945703665971147e-20,6.4835081316595019e-13,2.1116151214789106e-11
0.000702268633683578,0.002020603316702459,3.1061824682600479e-11,3.5450325664509798e-11,1.6198567475905182e-11,1.2021379031186029e-11,7.7040667104503786e-09,8.7000461284665687e-08,4.9381197533690423e-10,1.0296600086698778e-09,2.5785001303648334e-10,5.8237471853698304e-09,8.4909920384794944e-10,4.6379764424131138e-10,8.1701815150056968e-12,1.8121044521287969e-10,1.0427940082254365e-10,2.8081138727478185e-09,4.6853747060248784e-12,5.5938978373297739e-11,5.3510826671720711e-09,9.3402287978706379e-11,1.0824155971724414e-12,7.7578593265941776e-14,1.1142096069722626e-08,9.2179143115196855e-09,2.1401950747883826e-20,1.6831290501349041e-10,3.8094129650043661e-09,1.3586697706069457e-07,7.426447526540412e-11,2.8078773983314149e-08,6.1040614032680781e-12,5.1651308481732624e-09,9.1514598708109941e-18,5.8334196298680234e-09,2.8474824747674519e-08,7.2238182268122053e-10,8.3988817838152315e-10,9.2439885448263088e-14,1.000597638288805e-08,4.7597063065697618e-11,1.2857129759930928e-09,1.0585529116782359e-11,1.3563257464025237e-08,2.8240727910351168e-12,5.7681065853749747e-10,1.5370133837790909e-08,2.8306713537497438e-11,6.4210401401272177e-10,6.5736008187073966e-08,9.9193353792878109e-16,2.1417767711834786e-09,7.4448901216973714e-18,1.1294418079761252e-09,2.7493887198801766e-11,6.4599520875878715e-12,1.4972877708282396e-10,1.2466423411487984e-13,1.7777078008755312e-08,5.0902137818582315e-19,4.7203768316283951e-09,9.0626497858692886e-14,1.3244548075260229e-17,1.1466697273797164e-08,8.9556974125926626e-11,1.5648956149810961e-09,8.7494801298968643e-18,1.1816592664834484e-17,1.8359843797485602e-13,2.7108004450393102e-12,8.1154082645306261e-10,1.2176744318782891e-17,3.0918092053679016e-15,9.3242902322468486e-10,1.2541609137927344e-09,2.8623285175805974e-14,7.3968965139692347e-15,4.6980843196613737e-10,1.3011335728033579e-09,3.1440040959923833e-08,9.0606735789160614e-17,3.9077444787571889e-17,3.0403480566365862e-09,3.3344822348415713e-16,8.7855604095248943e-09,1.9130879905022317e-14,1.5095132011018336e-13,3.4640669100933722e-12,1.3201875569757845e-20,7.3937068695202132e-16,7.3734748632744164e-13,8.6544046315669688e-11,1.7572815793972206e-09,6.3833596986036373e-22,0.88130563799999995,0.0,0.0,0.0,0.0098909510454486139,9.9999816221991419e-05,0.10888973872829907,2.9360222163751415e-13,2.3764498426287881e-18,2.7227019857562871e-20,7.3613535910573502e-13,2.2552096173787878e-11
