Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754)
9.999999999999999e-09,0.002526353156831899,9.3180276167028567e-19,9.3146678755227035e-19,9.092246286363324e-19,8.828348217006647e-19,1.3475859410925978e-21,1.097514199343356e-18,8.4594567967746359e-20,5.9285338975426268e-20,1.4231986166321801e-19,3.7392387672841994e-19,5.8914541074958989e-20,5.7446022835135109e-20,3.2307114523045016e-23,7.3510846080288258e-23,1.2023996248789599e-19,3.1677921858155625e-19,1.3999471141332703e-23,9.6100531307550681e-20,2.6800764512418779e-20,3.1726658384755089e-23,2.7706672919357541e-23,1.5605049690481911e-26,1.5180555611419521e-25,2.6806810836922536e-22,1.8555014257211422e-33,1.6067557691468607e-24,5.1844741031018935e-26,7.9461874498440584e-26,1.9214420032342615e-20,9.7823234715516409e-23,1.1696046831854394e-22,2.7773567594704642e-22,7.8487192364215279e-36,4.1962385111656702e-31,3.210080982009576e-28,1.1469711074564971e-31,2.2207986097132525e-23,2.2356805585844368e-28,3.5413265420912779e-28,2.440408017496658e-23,5.4397741633719954e-23,3.4788873380871595e-34,8.2869241431609466e-23,2.0103968765543403e-26,9.1597962503427266e-34,2.9339708852841223e-26,2.4734571584581664e-23,5.502387681828608e-23,1.6329987381385556e-24,3.1749175934179873e-31,1.2172516575320416e-21,6.6825351547720113e-36,1.7406548938481914e-31,5.9873413800654671e-33,7.9148080828063053e-26,1.7937675753953487e-25,8.8422043492958043e-29,8.5568614586926635e-28,8.3009404102009371e-42,2.8093211929404891e-37,6.1280326491025285e-43,4.1447993469652473e-38,2.9956773225594407e-33,5.8695796470746006e-27,1.5879526298946667e-35,2.9114103671354569e-44,1.248691961657061e-53,1.6271669185436046e-49,6.9443673952682534e-48,3.7050263715227108e-45,2.4108237926123156e-50,2.7263353984078471e-51,4.2240736617362476e-49,2.9056581140049516e-25,1.0011734178570495e-31,1.6982052107371794e-24,2.7641453062820375e-32,6.5965506994181489e-36,5.9225977666048752e-23,5.2789584567807491e-57,2.5212647434110206e-57,1.8874891265909127e-53,1.8850945750062751e-31,2.6352181607063377e-28,6.8603928175682193e-53,6.5678646574815382e-54,5.8167507035100863e-55,2.0039636113661925e-64,1.4199513594940096e-38,1.3043098884817547e-60,1.2807802011502585e-25,1.5605368967348503e-23,3.9791792187483123e-40,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999976,9.9999999999999883e-05,0.10889011,2.1110894781319938e-28,7.4479210084582567e-35,3.6632506412823681e-37
1.6777215e-08,0.002526353156831899,1.5155094837270688e-18,1.5146905458224466e-18,1.4783710374598887e-18,1.4147440102927732e-18,3.347214484077459e-21,1.8418535512378814e-18,2.0832103093043347e-19,1.4742067479222619e-19,1.5765785223373802e-19,7.0932028456343884e-19,1.4645688632543777e-19,1.4274359414843019e-19,8.9225109218593975e-23,2.6553126096713208e-22,1.3269439351870208e-19,6.0033221194851486e-19,3.880427769170205e-23,1.4335558616649292e-19,6.3001231417073575e-20,1.1478112327149915e-22,8.4316606898865049e-23,5.7593330257884205e-26,6.5666342129950632e-25,6.2128315109462748e-22,6.7023257656197746e-33,5.0017884331350038e-24,2.2138692515527251e-25,3.1090613742211148e-25,3.0334439915012377e-20,2.75496370599863e-22,2.8409914196539319e-22,6.4686630827550458e-22,3.395118479024676e-35,1.9796601034707926e-30,1.1858350790060181e-27,5.4571373020177049e-31,7.4355529806418734e-23,8.3992800295869874e-28,1.5563918762469666e-27,5.2931077931345753e-23,1.6855943196870587e-22,1.6810848717154147e-33,2.3324381583409369e-22,7.2698144126071441e-26,4.5907975246483885e-33,1.1455622281513203e-25,5.3849802095416787e-23,1.7081130964152546e-22,5.0859352980000859e-24,8.9444256038249557e-31,2.9719580262859649e-21,2.8535869539552787e-35,8.1621280501490417e-31,2.8836493825607521e-32,2.1619705117995849e-25,6.4358917605194609e-25,3.2379179166629123e-28,3.6852891557132492e-27,3.8924059229406875e-41,1.4347625499123297e-36,3.1300499900978479e-42,1.785095771663274e-37,1.4127536379015354e-32,2.2605629514589002e-26,7.8607614268774162e-35,1.4412226260022892e-43,6.2716559568728908e-53,8.1267561287030148e-49,3.4683226309314848e-47,1.8382635330800921e-44,1.1423742110277213e-49,1.3619683098974461e-50,2.1537127751597475e-48,7.3748543496156554e-25,4.3505310203283794e-31,1.9819795036562572e-24,1.3097861616526593e-31,3.2551596136788292e-35,1.3181868448956518e-22,2.6915784457444124e-56,1.2855187195507728e-56,9.7238414492052101e-53,5.307040759010135e-31,9.6647036529818821e-28,3.5206491341326491e-52,3.3946222704988933e-53,3.0064306638358472e-54,1.0357528564299268e-63,3.2468137715959918e-38,6.7655878894333408e-60,4.1635080921233467e-25,5.2570315572382033e-23,9.3599361767520254e-40,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999959,9.9999999999999802e-05,0.10889011,8.2084407055408881e-28,2.4221179177045238e-34,1.1913156746639693e-36
3.3554431e-08,0.002526353156831899,2.7792974661110667e-18,2.7764698661204454e-18,2.7091230185449174e-18,2.4973994719477959e-18,1.2382865365979678e-20,3.6864962379377554e-18,7.4843376540476298e-19,5.4724129319468789e-19,1.6959140059460651e-19,1.569125866279396e-18,5.430921476927893e-19,5.2844144099804702e-19,3.7843636637011097e-22,2.2351691192800151e-21,1.4139256670844191e-19,1.3240740413400519e-18,1.6568510712397178e-22,2.1576345486367524e-19,1.9776769207308433e-19,9.6786651663031496e-22,4.2133439724645005e-22,5.0272071311212861e-25,1.1565805772771486e-23,2.066219372138653e-21,5.6418335609755139e-32,2.7140863402877582e-23,3.7543525745848187e-24,3.4198536771108783e-24,5.1158450392228966e-20,1.2484759455581376e-21,8.3550263131821225e-22,2.1990417170157274e-21,5.9798581891025458e-34,6.9061409664655824e-29,1.146650739740283e-26,2.0023210892260576e-29,5.3813515860046543e-22,7.7691856016386045e-27,3.0450136021522381e-26,1.3362361682762812e-22,8.6656761791540308e-22,6.9423826322418055e-32,1.0542807693859738e-21,5.0995782744250211e-25,3.7746093851059362e-31,1.2009256511196881e-24,1.368691784111853e-22,8.8110062844647967e-22,2.6739003203764633e-23,4.0548163311827162e-30,1.0292803801324966e-20,4.8392870624977485e-34,2.7572862077602458e-29,1.1887113424563821e-30,8.6263296983872338e-25,5.1120818449480826e-24,2.6627753271175371e-27,6.1290408917525209e-26,1.3149131607110195e-39,2.3628688790800999e-34,5.171066930813415e-40,2.9688289349647476e-36,4.7243822337211288e-31,2.2963103326058381e-25,5.4958315571522205e-33,1.00764072150724e-41,6.9592561515355438e-51,5.9531976148157466e-47,2.5408160065591899e-45,1.2314125705569847e-42,3.8146788189404085e-48,1.0006242709031653e-48,3.1702032624510048e-46,2.9518888746006603e-24,7.2142047631105035e-30,2.5778244520049206e-24,4.3729854375869964e-30,2.20481516615363e-33,4.266437002165013e-22,3.9624792059828846e-54,1.8926332173924096e-54,2.8658056240616834e-50,2.3994228594088266e-30,8.8341476988060795e-27,8.7220920411900438e-50,1.6787264080078547e-50,1.4900837321043404e-51,5.1298623348415848e-61,9.2597993527067902e-38,6.7027199940875561e-57,2.6565084957305858e-24,3.9224806302140741e-22,2.944318331889624e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999907,9.9999999999999598e-05,0.10889011,8.7938253382374657e-27,1.5483764633783207e-33,7.6156703384501268e-36
6.7108863e-08,0.002526353156831899,4.7440664834410988e-18,4.7354337498555402e-18,4.6183428536326624e-18,4.0101132894328872e-18,4.304360731030732e-20,7.3822753518557415e-18,2.4795308557903248e-18,1.9100313155738559e-18,1.8440847796138946e-19,3.3066524682293065e-18,1.8918003577285124e-18,1.8347797837566869e-18,1.4545568577898777e-21,1.6696321765087961e-20,1.5144988735934124e-19,2.7786358227655309e-18,6.4088510960643878e-22,2.8115307797995803e-19,5.4834719512527365e-19,7.2079536311887403e-21,1.7260465719827347e-21,3.8096724428847647e-24,1.7690581318641978e-22,6.6262115010527381e-21,4.2143508668181962e-31,1.4750865786464768e-22,5.6535198205048784e-23,3.7213670192356673e-23,7.6620213395286916e-20,5.3491970446285134e-21,2.0666124398857602e-21,7.3327565454503996e-21,9.1465754749943065e-33,2.0978408110102229e-27,1.100812250191179e-25,6.2432019417628365e-28,3.6109325925670529e-21,6.0420281048075091e-26,5.0402807919496646e-25,3.0934359901605493e-22,3.9621316426580588e-21,2.3258794805713845e-30,4.5002278014795993e-21,2.8254948160227627e-24,2.4991815733893907e-29,1.1139167371417952e-23,3.1911919540296798e-22,4.0318029418200072e-21,1.2735645256530678e-22,1.7376186026756459e-29,3.219032147750742e-20,7.2873364116293023e-33,8.2931468118009419e-28,4.015437315730136e-29,2.9871682719626752e-24,3.4516521206078378e-23,1.8295551255256097e-26,8.5287715184932659e-25,3.9548938185313614e-38,3.1335563248719981e-32,6.8685217481598608e-38,4.1312404586729013e-35,1.3227579689753481e-29,1.9257449537375374e-24,3.346084802203533e-31,6.1349659246303941e-40,7.3761142164594337e-49,3.1492886172606919e-45,1.3441436747176851e-43,6.1289670291652114e-41,9.4394672042615406e-47,5.3011345214667807e-47,3.3676156445117225e-44,1.1820654339139789e-23,8.8265357089708781e-29,3.4678638214466675e-24,1.0817437704328483e-28,1.3294654348660114e-31,1.4557859034385952e-21,4.2095211369791646e-52,2.0106949754943167e-52,6.0971442659583254e-48,1.0243242111957873e-29,7.6009071426704269e-26,1.7975232009501301e-47,6.8913317272934399e-48,6.1442649877040328e-49,2.1145110922446017e-58,2.1523941693568669e-37,5.5268001186730255e-54,1.507900451850534e-23,2.7632626591607494e-21,8.1912201741565615e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999803,9.9999999999999192e-05,0.10889010999999998,7.902995267252746e-26,8.8159887687046591e-33,4.3361330972170669e-35
9.999999999999998e-08,0.002526353156831899,5.9697272482771425e-18,5.9546828221948536e-18,5.8050379750852191e-18,4.808443844722378e-18,8.8764437890033678e-20,1.1014533369683842e-17,4.8560061443424261e-18,3.943295455470118e-18,1.9785899496697092e-19,5.0198814918369948e-18,3.8950230328351742e-18,3.7598372208095016e-18,3.2373638984340367e-21,6.2131824520287375e-20,1.6075406783539037e-19,4.2062041166500141e-18,1.4336919634430069e-21,3.0043176269973551e-19,9.3852592448592322e-19,2.659078726380733e-20,3.7012846150913553e-21,1.4159898856488751e-23,1.2373609349355106e-21,1.3121232430781036e-20,1.5682814035714706e-30,5.1518660712189238e-22,3.9553096078644034e-22,2.3880741714441826e-22,8.8090465505757847e-20,1.3617990093307265e-20,3.3065254952970959e-21,1.5085360882783614e-20,6.3975468651596177e-32,2.8051923103347062e-26,5.9216175131762016e-25,8.455498400626754e-27,1.2512124246180658e-20,2.2447521117368658e-25,3.7012059817129381e-24,5.0319089459859121e-22,1.0335207634452664e-20,3.313963958549773e-29,1.141874698737025e-20,8.0323148411736661e-24,6.8179548086645466e-28,5.2820234769829825e-23,5.2273790571326138e-22,1.0504073589485775e-20,3.5325424154126101e-22,4.4239287468028291e-29,6.0124721930069948e-20,5.0983779681031322e-32,1.1197758966578845e-26,5.762176059081339e-28,6.0157803335464877e-24,1.1467551428642483e-22,6.1230542072656446e-26,5.3440457878238772e-24,5.3400670436174702e-37,1.6964446982284359e-30,3.7213868015447391e-36,2.5885989610234187e-34,1.600654887143635e-28,7.4696574713040364e-24,8.8006589149520165e-30,1.6135849244692826e-38,3.5667090149833747e-47,6.2375759423599864e-44,2.6622821991134548e-42,1.1306057659102555e-39,8.8406378658940153e-46,1.0507053067839461e-45,1.3218036228396169e-42,2.9241397173183028e-23,4.2948272873495913e-28,3.9934048651034267e-24,1.0124774046876385e-27,3.5313711888912255e-30,3.3027683812101784e-21,1.6523119061154474e-50,7.8924609824941563e-51,4.7631403249100782e-46,2.5992128555802318e-29,3.4841770042590201e-25,1.4659434597581174e-45,1.1113108335754459e-45,9.9962723743081582e-47,3.4395438205560846e-56,3.0203909230842067e-37,1.7957374785914951e-51,4.4934493490796995e-23,1.0134536933051561e-20,1.4064651805872956e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999716,9.9999999999998785e-05,0.10889010999999997,3.2910353194942275e-25,2.6362271614620988e-32,1.2966250474424553e-34
1.34217727e-07,0.002526353156831899,7.2448222821086269e-18,7.2231075623401983e-18,7.039595773986956e-18,5.6389732665740541e-18,1.3632931529121109e-19,1.4793290341435937e-17,7.3283312161671597e-18,6.0585667292439679e-18,2.1185200830992237e-19,6.802209753042575e-18,5.9790411869357612e-18,5.7625375178649964e-18,5.0920764494303676e-21,1.0939986604117379e-19,1.7043351149488383e-19,5.6913501653863375e-18,2.2584748977729639e-21,3.2048800978722352e-19,1.3444416349239544e-18,4.6755383876182329e-20,5.7561894400326481e-21,2.4927578362639316e-23,2.340587127808144e-21,1.9878215414760257e-20,2.761383186045139e-30,8.9769401912179574e-22,7.4819935465092988e-22,4.4853199425808681e-22,1.0002334442500191e-19,2.2220286303352779e-20,4.5964476537740437e-21,2.3150649071327662e-20,1.2101576185973698e-31,5.5052804903654461e-26,1.0936859108776407e-24,1.6602529558493756e-26,2.1772325435881982e-20,3.9514692775320938e-25,7.027334860711335e-24,7.0485658465763487e-22,1.6965327305824387e-20,6.5196203367827975e-29,1.8616309076727906e-20,1.344914023577e-23,1.3650898439073374e-27,9.6182414231958477e-23,7.3456911852568907e-22,1.7237388709967647e-20,5.8826310952544841e-22,7.2185851659188578e-29,8.9185793567528465e-20,9.6442620664953154e-32,2.1984391121389578e-26,1.1339017429145703e-27,9.1665446477197013e-24,1.98067539980708e-22,1.0589721913332824e-25,1.0016355604804049e-23,1.0484073119191889e-36,3.4287122633765231e-30,7.521411884774312e-36,4.8518167616777614e-34,3.128257743881287e-28,1.3237171225479618e-23,1.7608168443852757e-29,3.2284261063102314e-38,7.2005370804997451e-47,1.2399099665984336e-43,5.2921058915932043e-42,2.2430503200946642e-39,1.7055824279757937e-45,2.0886390093046617e-45,2.6618848120757546e-42,4.7364766469674625e-23,7.8446233526588362e-28,4.5401424241954723e-24,1.9532534601097417e-27,7.0668636453097251e-30,5.2242447411843469e-21,3.3274730679703646e-50,1.5894067435988407e-50,9.6549606083117378e-46,4.2376210896570011e-29,6.3181331850802686e-25,2.9723122277875114e-45,2.2602746108907792e-45,2.0331801100544339e-46,6.995815950139086e-56,3.9233963727264115e-37,3.6581522764888099e-51,7.5994136430637833e-23,1.7803114968104571e-20,2.017497508619119e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999612,9.9999999999998365e-05,0.10889010999999996,5.8926326633652144e-25,4.4616244296877274e-32,2.1944444216746151e-34
2.68435455e-07,0.002526353156831899,9.5896858390321956e-18,9.5473427641858272e-18,9.2971325570364291e-18,6.8547759189384893e-18,3.8513598354090382e-19,2.9678587977319055e-17,1.9014733818285588e-17,1.6962570370536372e-17,2.6613763668912172e-19,1.3835298458584849e-17,1.6631272683147742e-17,1.5839527332126228e-17,1.6344956440050798e-20,6.15760097515314e-19,2.0865088418153202e-19,1.1536748248550332e-17,7.2811499276893742e-21,3.3687725261787983e-19,3.0040727574204173e-18,2.5744967009979484e-19,1.5893725612300895e-20,1.3785107450086923e-22,2.6270376562722347e-20,5.5467380599037513e-20,1.554251978916945e-29,5.7276857114631727e-21,8.5340429279633945e-21,5.6973184124165872e-21,1.1794407149749815e-19,9.0847198716884057e-20,9.6907964357275353e-21,6.7445254348263561e-20,1.3582627075324337e-30,1.2182486676230611e-24,1.1428155064430075e-23,3.6985693782270967e-25,1.159958474724328e-19,2.1959170630055592e-24,8.301144985680372e-23,1.665443828211373e-21,7.0078560110197969e-20,1.5356398859526858e-27,7.5842564132143822e-20,5.8675097349343369e-23,6.1033689184226137e-26,7.9783402970956614e-22,1.7646973149310025e-21,7.1016606921716904e-20,2.7849376356101609e-21,2.9514267267394319e-28,2.2272130946272255e-19,1.1000372158195258e-30,5.0365533317500445e-25,2.6848829424318454e-26,2.6231582363779917e-23,9.8179568156684191e-22,5.2713817560020467e-25,1.0124172680031076e-22,2.4018677924235685e-35,3.0722473601446883e-28,6.7421077328695326e-34,4.9040459006026764e-33,6.3692923340644281e-27,7.568735082546955e-23,7.8209238919236405e-28,1.4339547677463904e-36,6.1566947617443774e-45,4.1406303462185078e-42,1.7672883413486643e-40,6.4051540023939111e-38,2.3231466898219026e-44,6.9774520708330864e-44,1.781970450298066e-40,1.8998332574469728e-22,5.2323118392821548e-27,5.4900379663541282e-24,2.656636411368074e-26,3.2483031568395433e-28,1.9529263753217213e-20,2.2275800228513705e-48,1.0640384064074307e-48,1.2942063171473061e-43,1.7264506287250364e-28,5.1606212110472378e-24,3.810868122240849e-43,5.7002592317897185e-43,5.2180541676444394e-44,1.7952806891024344e-53,5.8159545136951994e-37,1.8783466886781695e-48,3.4821642336096889e-22,1.019992467778493e-19,4.5291716053359466e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999213,9.9999999999996725e-05,0.10889010999999987,3.6578353688572551e-24,2.0535545562410803e-31,1.0100382525724546e-33
5.36870911e-07,0.002526353156831899,1.106143339547145e-17,1.0996974919434912e-17,1.069969714292762e-17,7.4561481570489277e-18,9.7903713743296241e-19,5.9734812071231685e-17,4.3969330823596232e-17,4.172840985597836e-17,3.7561235679880977e-19,2.8050318268675131e-17,4.0434554079171421e-17,3.7678959352454909e-17,4.9210162517532407e-20,2.9375996757185401e-18,2.8597454570297402e-19,2.3328713248136185e-17,2.1755924278373272e-20,3.4565214879005223e-19,6.3523244613249764e-18,1.1775491690722037e-18,3.7860157958128489e-20,6.318508216899786e-22,2.4562338345245934e-19,1.4953684368542831e-19,7.4148521990427538e-29,3.2588268701602956e-20,8.2816703677110934e-20,6.5424360282030158e-20,1.4075977595212812e-19,3.6909990652268652e-19,1.9970303784345815e-20,1.8305511050466793e-19,1.2699521640038505e-29,2.2154120879038157e-23,1.2460993256731469e-22,6.7486104739478405e-24,5.5153997060233024e-19,1.0663536483604862e-23,8.4869814674644669e-22,4.2547351368909055e-21,2.8343826559678796e-19,3.0346142458232514e-26,3.0726130380136206e-19,2.4393974482083311e-22,2.1847224065588627e-24,6.463938375084525e-21,4.6108071313098768e-21,2.8626026010282955e-19,1.4139986916552006e-20,1.1991495350444145e-27,5.3740418963439318e-19,1.0675074928037585e-29,9.838501915647685e-24,5.333661812787035e-25,7.6310121200263026e-23,4.4047764481057052e-21,2.3697845685086672e-24,9.2140533281128801e-22,4.6918559195314033e-34,2.2056196109771495e-26,4.8412290024480705e-32,4.463195024826027e-32,1.1660966106253396e-25,3.7306325200658116e-22,2.858672689323179e-26,5.2413382469970129e-35,4.4338571247180117e-43,1.5306044595890902e-40,6.5328883141235418e-39,1.7800698322366709e-36,2.5490331153163297e-43,2.5797107964623058e-42,1.3148546838588985e-38,7.6408677613018782e-22,2.8027681056434968e-26,6.0986582511826172e-24,2.9025417034275019e-25,1.2740477064742504e-26,7.5418814939973442e-20,1.6436688110615505e-46,7.8512722510991308e-47,1.9086184522894028e-41,6.9944775785568019e-28,4.1856307418234868e-23,3.8035608758412714e-41,1.1008734120478118e-40,1.042731727222535e-41,3.5873768583873811e-51,8.7671704161343906e-37,7.5108868610739331e-46,1.4994830075581087e-21,5.1604562289014477e-19,9.6094135045845617e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999998415,9.9999999999993432e-05,0.10889010999999972,1.9288121898524805e-23,8.8742682144856467e-31,4.3647977770798738e-33
9.999999999999997e-07,0.0025263531568318984,1.161779025853738e-17,1.153355588037918e-17,1.1209329647500303e-17,7.6924416925877172e-18,2.1530159470438505e-18,1.1295581958248331e-16,8.69325156198474e-17,8.5485274367119548e-17,5.6954235167181846e-19,5.3177782816005162e-17,8.118792756459072e-17,7.3101121109770744e-17,1.29531784784121e-19,1.0631836288580833e-17,4.2183306677953736e-19,4.4040809184719914e-17,5.5304840600774943e-20,3.5627971954968359e-19,1.2138409975155097e-17,3.9741238373600042e-18,7.5807139450299102e-20,2.1345387346628241e-21,1.6672151995924212e-18,3.7817973788927339e-19,2.6836023767030441e-28,1.350146914785123e-19,6.0003050748112265e-19,5.4392050883743371e-19,1.9372764995647572e-19,1.3475298553114826e-18,3.802861858884498e-20,4.425500179250511e-19,8.620042322630874e-29,2.8270172935401607e-22,1.2047933219065207e-21,8.6263424819288855e-23,2.1525038850414133e-18,4.2032785252856727e-23,6.8174432745747343e-21,1.0991196121119533e-20,1.0139979385992231e-18,4.3828382412027938e-25,1.1173225969421756e-18,8.8432544408878209e-22,5.2773279328641218e-23,4.5323201497332096e-20,1.2152944598437913e-20,1.0178052174097057e-18,7.0307003221787442e-20,4.3779629955671457e-27,1.3004728922350927e-18,7.7343983248402096e-29,1.4231531984907039e-22,7.7801142190218595e-24,2.2751738405820336e-22,1.7485168101694492e-20,9.4158581045860443e-24,7.2127558702081349e-21,6.7868360961265376e-33,1.0668004225758049e-24,2.3418051645508546e-30,3.4937872272184765e-31,1.8122478674229437e-24,1.4811372736432026e-21,7.3056089419634075e-25,1.339474209297534e-33,2.2723628686153216e-41,6.5980148098495729e-39,2.816152639694048e-37,6.6821929437872371e-35,2.1587028761743316e-42,1.112141370430657e-40,1.1263040027278904e-36,2.7775807522191735e-21,1.1589276261524938e-25,6.5035472020993522e-24,2.3984827698953307e-24,3.6853457549818202e-25,2.6876472163184664e-19,1.4079721030556746e-44,6.7254389909974418e-45,3.2615702877097487e-39,2.543483905031641e-27,2.9865730055055934e-22,2.6669577421017415e-39,1.446914234119603e-38,1.4624271709092345e-39,5.0311700914228874e-49,1.8121563503173046e-36,2.1069351260615161e-43,5.5830400660949841e-21,2.0971469941846295e-18,1.8385676668060281e-37,0.88130563799999995,0.0,0.0,0.0,0.009891189999999701,9.9999999999987753e-05,0.10889010999999942,7.9958676904349392e-23,3.3100661636434176e-30,1.6280519233090261e-32
1.0737418230000002e-06,0.0025263531568318984,1.1706376292745746e-17,1.1618993092566735e-17,1.1290475986263847e-17,7.7300655786436969e-18,2.3399429607864e-18,1.214299452830532e-16,9.3773337420961828e-17,9.245246998159234e-17,6.0042089438481222e-19,5.717870844796865e-17,8.7676891712154131e-17,7.8741221990122429e-17,1.4232101135817383e-19,1.1856952671684583e-17,4.4346516731526891e-19,4.7338696855331309e-17,6.0646673597337967e-20,3.5797189665643559e-19,1.3059700613031069e-17,4.4194090053472906e-18,8.1849255264319891e-20,2.3738045219662076e-21,1.8935684444520682e-18,4.1458544902910591e-19,2.9928363743583266e-28,1.5132355939101361e-19,6.823839801503214e-19,6.2010915500764758e-19,2.0216147042313816e-19,1.5033205620824041e-18,4.090395742119301e-20,4.8386814711817426e-19,9.7903619168542451e-29,3.2418747508577524e-22,1.3767857408586205e-21,9.8924187238667005e-23,2.4074176885834636e-18,4.7027560241791086e-23,7.7678179264861559e-21,1.2063810485762468e-20,1.1303214505034469e-18,5.0323778410821094e-25,1.2463047704155015e-18,9.8629098676094318e-22,6.0828252550963792e-23,5.1510575538678976e-20,1.335384296425537e-20,1.1342856114068674e-18,7.9250207769275523e-20,4.8841102126681782e-27,1.4219726609616059e-18,8.7959353679093353e-29,1.6340896801689201e-22,8.9339791431161804e-24,2.515933911128688e-22,1.9567896112090808e-20,1.0537770590507234e-23,8.2144974337998716e-21,7.7927652772551682e-33,1.2331500336414373e-24,2.7069711095100716e-30,3.9790208929355679e-31,2.0822362042718685e-24,1.6575705841719362e-21,8.4233287316576929e-25,1.5444067301354824e-33,2.6271204886365119e-41,7.6242139738263069e-39,3.2541531094937629e-37,7.7178232707412136e-35,2.4618357474575689e-42,1.2851147556542234e-40,1.3035464056547206e-36,3.0981797383828803e-21,1.2988309802298857e-25,6.56801572731686e-24,2.7341658956679494e-24,4.2518596288517348e-25,2.9955026278589564e-19,1.6295396113473223e-44,7.7837971723916185e-45,3.7778554757850767e-39,2.8371009340640209e-27,3.3954649069553038e-22,3.0855484012554953e-39,1.6755465781908751e-38,1.6936221416983119e-39,5.8265471601937671e-49,1.9611018637132109e-36,2.4412163757737959e-43,6.2332452658401224e-21,2.348898180271444e-18,1.9783078947843339e-37,0.88130563799999995,0.0,0.0,0.0,0.0098911899999996784,9.9999999999986845e-05,0.10889010999999937,8.9618958313603116e-23,3.6958114035952327e-30,1.8177802395380304e-32
