Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754)
2.1474836470000003e-06,0.002526353156831897,1.2085994825989197e-17,1.1953452305669439e-17,1.1578669403693842e-17,8.0153867610676935e-18,5.5749610947516046e-18,2.5299335039544462e-16,1.8962450659456825e-16,1.9051462767910337e-16,1.0766034769441959e-18,1.1875408013962292e-16,1.7375883543583818e-16,1.4804614583082213e-16,3.9138550864532344e-19,4.0290510124653777e-17,7.6897730266285426e-19,9.7024361027642779e-17,1.5389068000673651e-19,3.82250070156715e-19,2.6501570549699615e-17,1.3449197746246558e-17,1.6654809412242736e-19,7.2275460838060579e-21,1.1925647467490506e-17,1.2359799661087644e-18,1.0169805649516647e-27,5.6568515021793636e-19,4.7559424169924228e-18,4.7672089548104241e-18,3.8607968010281899e-19,6.2131603203922333e-18,8.4236576138232983e-20,1.3028822679739196e-18,6.1659464424480218e-28,3.7451283207177632e-21,1.4677728222715618e-20,1.1438620226983376e-21,9.8977202471207862e-18,1.9432055380113279e-22,6.5728492469663538e-20,3.7969722741464104e-20,4.4586277369386446e-18,6.9418532459071589e-24,5.0943841675237457e-18,3.917317444338837e-21,1.2677517294685939e-21,4.0406862729014953e-19,4.2340217520440258e-20,4.4033586938794774e-18,4.9069636721936874e-19,2.0185924087365656e-26,4.683920421637288e-18,6.1304153578685501e-28,2.2980463918372103e-21,1.261714559666033e-22,1.024422697825297e-21,9.5774216481350447e-20,5.1600782860522441e-23,7.9620478224248365e-20,1.0959090348801476e-31,5.1715162551969659e-23,1.135290228950494e-28,3.8567371539617815e-30,4.0186609737324582e-23,6.8749619255630989e-21,1.9643700302095375e-23,3.6016484929139867e-32,1.2694251461085661e-39,4.5655419618288132e-37,1.9486576131575199e-35,5.4118906849673078e-33,2.5868914190576023e-41,7.6958889775830927e-39,1.5540802154360267e-34,1.2824103381673464e-20,5.4999309558347507e-25,7.6260370418600979e-24,2.3431771597884477e-23,1.2026031698254587e-23,1.2282100415380251e-18,1.9427315643907905e-42,9.2798257306003532e-43,9.0001713848694421e-37,1.159694978761797e-26,2.7732266367061325e-21,2.1618895409571177e-37,2.0871062560838989e-36,2.3752555899582869e-37,8.1714713592786738e-47,6.1584369285919945e-36,6.8507379971551788e-41,2.5445344808126513e-20,9.8872408009504865e-18,4.0139272216982627e-37,0.88130563799999995,0.0,0.0,0.0,0.009891189999999335,9.9999999999973672e-05,0.10889010999999864,3.810460448904469e-22,1.5092054746820122e-29,7.4230083460315024e-32
4.294967295e-06,0.002526353156831895,1.2619941068801068e-17,1.2360100892903917e-17,1.1892379694248462e-17,8.509514015768131e-18,1.3882385948993277e-17,5.5091282617233832e-16,3.66555291334179e-16,3.7112002793569251e-16,2.1372038950728334e-18,2.5606403011423714e-16,3.161412053491898e-16,2.5540126314221067e-16,9.7633727919551896e-19,1.133278826130501e-16,1.4589494216267712e-18,2.0259373440736827e-16,3.3943044182284174e-19,4.3214326401716227e-19,5.3574266054789192e-17,3.2754810795946052e-17,3.2289812506091724e-19,1.7606409135137833e-20,6.0771850569993936e-17,3.9765189467060644e-18,2.8605310217976216e-27,1.7161367868428769e-18,2.7658303530859136e-17,2.9929582485061312e-17,8.7602741053612431e-19,2.651189870204213e-17,1.7635305158314665e-19,3.6370819356279579e-18,3.1421018826674059e-27,3.3845195555626293e-20,1.4330240521866439e-19,1.0342946521940129e-20,3.8735643841460981e-17,7.6236898284715406e-22,5.2352656621817115e-19,1.2939915059074939e-19,1.7389278836521492e-17,7.7750410972310531e-23,2.1154506793121053e-17,1.5330589810777117e-20,1.9033516774864137e-20,3.1052144086072267e-18,1.4141011145349687e-19,1.655905071316045e-17,3.265531722550185e-18,8.6134674250311121e-26,1.8550032909999942e-17,3.565158998828939e-27,2.6992689547802235e-20,1.4851154872059447e-21,4.8499192136008883e-21,5.0637224604049385e-19,2.7288689539783833e-22,8.3447520240341825e-19,1.2872469726641453e-30,1.5675485946339888e-21,3.4412850011856472e-27,4.0421154629471492e-29,8.3890465203607051e-22,2.703312151805981e-20,3.5946435518795868e-22,6.5907357899717696e-31,5.044436630933007e-38,2.7625667858720175e-35,1.1791148559383216e-33,3.9679373494598427e-31,5.6234178609279616e-40,4.6568167282002865e-37,1.8698066789948075e-32,5.518190935344314e-20,2.1848098407658074e-24,1.125187914476185e-23,1.8787140904339073e-22,2.8455464267525775e-22,5.2674625754543704e-18,2.337418854121642e-40,1.1165130031491399e-40,2.1656415619988716e-34,4.8156594453303161e-26,2.2985049567141064e-20,1.3809611667929931e-35,2.1797464721863509e-34,3.0357510454958131e-35,1.0443682390045703e-44,2.0037131349730643e-35,1.7517501755755579e-38,1.0312180736969999e-19,3.9134435905648875e-17,8.1096113367836873e-37,0.88130563799999995,0.0,0.0,0.0,0.0098911899999985838,9.9999999999947285e-05,0.10889010999999701,1.5156409253231774e-21,6.1141172585213304e-29,3.0072209650159953e-31
8.589934591e-06,0.00252635315683189,1.3534645276725777e-17,1.2928370143747814e-17,1.2336242607320841e-17,9.3554406546098439e-18,3.6791343287909842e-17,1.2655842398656832e-15,6.6974617322614349e-16,6.7945714298886472e-16,4.6244589668855955e-18,5.7985517920050633e-16,5.1752308297524059e-16,4.1021687889609596e-16,2.0992076609258957e-18,2.5932012904287483e-16,2.9713118428656724e-18,4.348519334046894e-16,6.2665143793756303e-19,5.3750599516939415e-19,1.0900666174356515e-16,6.3521374817762475e-17,5.9082172553874581e-19,3.4147760677961364e-20,2.499938898014397e-16,1.3399748431751967e-17,6.5455495737981645e-27,4.2997504448554822e-18,1.3233853666511674e-16,1.5601734846010459e-16,2.0034433989439329e-18,1.1833348279528248e-16,3.791544689937913e-19,1.0485684340490361e-17,1.2925495644233681e-26,2.4280212245832121e-19,1.2399259277043534e-18,7.4227320315222008e-20,1.4322675300885865e-16,2.8223292912443685e-21,3.9220894940879966e-18,4.5642375758391913e-19,6.6116066968517102e-17,6.8870715155914859e-22,9.0013211243816202e-17,5.8388946679020101e-20,2.027592557160034e-19,2.3033155463137582e-17,4.7311402348060288e-19,5.911230284577226e-17,2.2314468819776712e-17,3.8445488939779276e-25,7.4418270140138675e-17,1.7058455953124968e-26,2.6076912646196971e-19,1.4362236034244122e-20,2.218523866374977e-20,2.4690387008959752e-18,1.330749638742473e-21,8.1887798919867887e-18,1.2435747444056982e-29,3.3863131085223545e-20,7.4341620718030289e-26,3.966564194096377e-28,1.651468836870704e-20,1.003364191188854e-19,5.2351447311711704e-21,9.5985754928081529e-30,1.6854533058771269e-36,1.5536531408186443e-33,6.631281218160511e-32,2.5349097002303762e-29,2.6692367691421672e-38,2.6189996706061505e-35,2.0806421937932502e-30,2.497937787455094e-19,8.150153531951324e-24,2.3752502523536517e-23,1.4147134589865499e-21,5.5502367404242356e-21,2.3872989333137606e-17,2.6009827582590052e-38,1.242409676034424e-38,4.8212998122970134e-32,2.0490827992904173e-25,1.9498931680843939e-19,8.251089315527611e-34,1.9071114737133222e-32,3.6275437014807259e-33,1.247955073121554e-42,6.1897376148912335e-35,4.1876100493583751e-36,4.1921579819108068e-19,1.4532317067538697e-16,1.6507185749407701e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999968005,9.9999999999894376e-05,0.10889010999999328,5.6418642089271466e-21,2.4860713859857246e-28,1.2227711174724686e-30
9.999999999999997e-06,0.002526353156831885,1.3798136029250776e-17,1.3062838730009143e-17,1.2450808468678467e-17,9.5939632126086061e-18,4.6090017921066388e-17,1.5321802857157279e-15,7.5505608415405042e-16,7.6607414463484978e-16,5.5359388426916963e-18,6.9903699958011829e-16,5.6439504344073809e-16,4.4961918671898269e-16,2.4193594488579135e-18,3.0148053287168106e-16,3.5041214489031973e-18,5.1690453983398822e-16,6.95365309854238e-19,5.7397182001482243e-19,1.2776959796542414e-16,7.0942332461651067e-17,6.6620828652584994e-19,3.8137633755455322e-20,3.3412047597560559e-16,1.7659616054644866e-17,7.609728487881695e-27,5.1417627770940209e-18,1.8366794116326766e-16,2.2210431218502338e-16,2.3857696227486349e-18,1.6730484758568177e-16,4.5083475497016741e-19,1.3338784907848389e-17,1.7275113303129113e-26,3.7046818954686535e-19,1.9986465438572558e-18,1.1326448201663204e-19,1.9048495874501789e-16,3.75424815259025e-21,6.1614199507314792e-18,6.0571660918297615e-19,8.878452061407489e-17,1.0987139804352388e-21,1.255775716025324e-16,7.8428403285260664e-20,3.3359939856849337e-19,3.6182768648982581e-17,6.1776684065075719e-19,7.7963513029334934e-17,3.4592160568728399e-17,5.4355857436133469e-25,1.0059600139434944e-16,2.3674823604608432e-26,4.269415647138594e-19,2.3518081309588085e-20,3.0707636302662741e-20,3.4528052819305241e-18,1.8610120223300782e-21,1.3529729505521301e-17,2.036029934837311e-29,6.5306253418898097e-20,1.4337071048827358e-25,6.5536675192156398e-28,3.1885330545488966e-20,1.3358970744067308e-19,9.3995090221511714e-21,1.7233887933817892e-29,3.5619107714808099e-36,3.6584609955608463e-33,1.5614993816742556e-31,6.0764925654530777e-29,6.2962102982890253e-38,6.1658348148907958e-35,5.5360697374156362e-30,3.546807717888658e-19,1.0859406628374853e-23,2.9304387786288209e-23,2.2253172829324007e-21,1.0634503216261148e-20,3.3910043367566825e-17,6.9196261874675634e-38,3.3058346639263544e-38,1.4365463409858935e-31,2.8586790002652938e-25,3.1941861198076588e-19,1.9557684561722701e-33,4.7946529051487546e-32,9.736494647948329e-33,3.3495679032717985e-42,8.0637993056835531e-35,1.2579302878481411e-35,5.7739964388500873e-19,1.933602308921337e-16,1.9363335256726707e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999961257,9.9999999999876961e-05,0.10889010999999191,7.5094986337384711e-21,3.4258931699896108e-28,1.6850212924021282e-30
1.2884901887e-05,0.002526353156831885,1.4337220928656617e-17,1.3337952689809525e-17,1.268520275103363e-17,1.0081964814002899e-17,6.5114499923512592e-17,2.0776184127916722e-15,9.2959459949161893e-16,9.4328688235600109e-16,7.400767237808755e-18,9.4287523312211871e-16,6.6029201838334047e-16,5.3023373939495804e-16,3.074369132264383e-18,3.8773797014096539e-16,4.5942151623285062e-18,6.8477882255185663e-16,8.3594941147834371e-19,6.4857851998499944e-19,1.6615734208467717e-16,8.6125127935929191e-17,8.2044427491193026e-19,4.6300653922240241e-20,5.0623798602277265e-16,2.6375027456992069e-17,9.7869691589527192e-27,6.8644651075305514e-18,2.8868455596010817e-16,3.5731393092982267e-16,3.1679841480208966e-18,2.6749706689058695e-16,5.9748794634275819e-19,1.9176042639324282e-17,2.6174147427209233e-26,6.3166463866109989e-19,3.5509394540121187e-18,1.9313196953651223e-19,2.8717216632723041e-16,5.660893379448397e-21,1.0742944055041576e-17,9.1116004928493294e-19,1.3516269873264887e-16,1.9375612188384341e-21,1.9833993401065009e-16,1.1942782487861614e-19,6.0128979973803177e-19,6.3086019839342395e-17,9.1371707285310243e-19,1.1653185991854918e-16,5.97115173506769e-17,8.6907433983599634e-25,1.5415393268649402e-16,3.721148041571843e-26,7.6691953851597332e-19,4.2250343758783379e-20,4.8143906190100617e-20,5.4655275626698563e-18,2.9458942847081673e-21,2.4456964171454216e-17,3.657341584387258e-29,1.2963683154287353e-19,2.8459972728778275e-25,1.1846712236760766e-27,6.3332662234624889e-20,2.0162376714894901e-19,1.7919526834462218e-20,3.2855239346533557e-29,7.4010203963558911e-36,7.9647606275931783e-33,3.3995084032766777e-31,1.3322340187581274e-28,1.3716761651119817e-37,1.342242825751791e-34,1.2605649189093419e-29,5.6927272065961203e-19,1.6402361813535954e-23,4.0663183036984181e-23,3.883759853315892e-21,2.1036580918851461e-20,5.4445201480821364e-17,1.5755289057206081e-37,7.5274676486501143e-38,3.3892199826980122e-31,4.5150600397497256e-25,5.7399283680009533e-19,4.2690241216967583e-33,1.0702374398895991e-31,2.2235009965442286e-32,7.6493307233126307e-42,1.1898007331505132e-34,2.9748159247371662e-35,9.0103347818987614e-19,2.9164092395835559e-16,2.5206830920564196e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999947431,9.9999999999841332e-05,0.1088901099999891,1.1330556892436855e-20,5.3487072613155872e-28,2.6307550104332605e-30
2.1474836479000003e-05,0.0025263531568318707,1.5621891592237773e-17,1.3819178845925335e-17,1.3175968844724372e-17,1.1178883928648835e-17,1.3835206326820147e-16,3.9877378471022796e-15,1.3197857267066121e-15,1.3418190119319067e-15,1.3657579952348034e-17,1.7651558228456663e-15,8.1831000761403801e-16,6.9304963672301052e-16,4.4700516968545131e-18,5.7254536588791733e-16,8.1393452771720868e-18,1.2326999815896777e-15,1.0696081888716518e-18,8.9471379475097595e-19,2.897761227851787e-16,1.1142316715119235e-16,1.1652470960781329e-18,5.9902196479976947e-20,1.1673146298330885e-15,6.4117014121291821e-17,1.4451728408410734e-26,1.1626763719692103e-17,7.4918542331815219e-16,1.0392105580650529e-15,5.4856242942909626e-18,8.2475863212375177e-16,1.0764163147261333e-18,4.2458861652199505e-17,6.0353956523762137e-26,2.2182966791988328e-18,1.5377172047709411e-17,6.7836572649608168e-19,6.8898903795777604e-16,1.3586296215096397e-20,4.3515264181343275e-17,2.2005467367308941e-18,3.3400581705586972e-16,7.611502524762558e-21,5.8746809417791169e-16,2.9526699483399102e-19,2.5201609384771398e-18,2.5601259825220034e-16,2.0937756901656028e-18,2.721750756189956e-16,2.3571787115692925e-16,2.6795689385557905e-24,3.779336665731786e-16,9.6570109394988205e-26,3.3420516501051101e-18,1.8417332092989831e-19,1.2397103840346776e-19,1.4352398233602525e-17,7.7361630865013197e-21,1.0972596943698272e-16,1.5937818609097624e-28,9.3246147530180811e-19,2.0470979887740593e-24,5.3150177790072517e-27,4.8342957773243798e-19,4.8674368303399594e-19,1.0701022610274202e-19,1.9620197999791904e-28,1.0847881503364152e-34,1.7770621135408605e-31,7.5848327764155602e-30,3.1216729740947865e-27,3.1489636612715337e-36,2.9956196138787101e-33,4.7343427558361518e-28,1.7956634900428206e-18,3.9652363791055899e-23,8.7279893727184184e-23,1.5821495039893662e-20,1.5600836970476957e-19,1.7061302326486644e-16,5.9183396907829773e-36,2.8270096811863271e-36,2.2181376400184894e-29,1.3373274571135623e-24,2.8191537390318542e-18,1.058102821683582e-31,3.2029583260620707e-30,9.4372639703834377e-31,3.246622466852568e-40,3.0047803765934343e-34,2.1994923183918596e-33,2.5816002774130317e-18,7.0088995119985738e-16,4.414692678565147e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999895494,9.9999999999734741e-05,0.10889010999997917,2.724841944973313e-20,1.5375797932683019e-27,7.5625670792482648e-30
3.0064771071000004e-05,0.0025263531568318564,1.6677119253517336e-17,1.4123803262642258e-17,1.3533763180800588e-17,1.2009992580166204e-17,2.2454413972315197e-16,6.1269718852618994e-15,1.6132517207271955e-15,1.6468352114266721e-15,2.0318960494949074e-17,2.6430662286388482e-15,9.0713735193030996e-16,8.0624502524895892e-16,5.4533869985579114e-18,7.0292379681136131e-16,1.1872828087638976e-17,1.8110782049468384e-15,1.2008462589892672e-18,1.1657241648045387e-18,4.2445817810750211e-16,1.25628812664644e-16,1.4245753359990435e-18,6.7539887234816831e-20,1.9104035855825621e-15,1.1178020702687431e-16,1.7742635620875545e-26,1.6080871754287399e-17,1.3130529138734902e-15,1.9823356163362028e-15,7.7683256079808565e-18,1.6575639496678471e-15,1.5821400633606332e-18,7.0699778331496851e-17,9.877406851273336e-26,4.6349529976478936e-18,3.6332189882799025e-17,1.4175007547597949e-18,1.1720451826888362e-15,2.311493827906195e-20,9.9335897062509552e-17,3.7579508896589402e-18,5.7588760799258044e-16,1.6694822369576783e-20,1.1580479192547019e-15,5.091970405010068e-19,5.6661994488019545e-18,5.8423323168388586e-16,3.4755567664145847e-18,4.5539104601190048e-16,5.3218916073711393e-16,5.3852816500748021e-24,6.436771828346524e-16,1.6925271152199959e-25,7.7814041231781455e-18,4.2886440160944665e-19,2.1557167664159634e-19,2.5155165633195078e-17,1.3559220101891529e-20,2.5892246935736316e-16,3.7108525086020305e-28,2.7374908393506927e-18,6.0098129000715046e-24,1.2541949171904224e-26,1.4747403090400482e-18,8.3287251111955659e-19,2.9315809265950241e-19,5.3750188770350521e-28,3.878413711235036e-34,7.5590588638627539e-31,3.2263474393684979e-29,1.3472654839184592e-26,1.3562560680537211e-35,1.274260508595843e-32,2.4151551800646729e-27,3.6799398576779391e-18,6.7887956159298275e-23,1.4319415471671454e-22,3.6259833794001458e-20,4.7026763352857181e-19,3.4603321051738782e-16,3.0191601812525733e-35,1.442178648287628e-35,1.3360834431552906e-28,2.6362102911465472e-24,7.2449331128316488e-18,4.5803391809809329e-31,1.4696035482548343e-29,4.9307549636069384e-30,1.696285717946375e-39,6.1950762748196412e-34,1.3535907520133568e-32,5.0432603420509955e-18,1.1949488657226556e-15,6.5003751999030159e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999833044,9.999999999962769e-05,0.10889010999996775,4.6468441601620494e-20,3.0140001208137126e-27,1.4824322087439558e-29
3.8654705663000004e-05,0.0025263531568318373,1.7568765155529661e-17,1.4340108681700356e-17,1.3801234334296611e-17,1.2642582890806265e-17,3.2108051327566266e-16,8.464438440593454e-15,1.834476396477122e-15,1.8842478526883545e-15,2.7190562978185265e-17,3.5501888453778841e-15,9.5867862901481654e-16,8.858686246882888e-16,6.1458750930109621e-18,7.9474974074176413e-16,1.571146156774435e-17,2.4066797809996255e-15,1.2765467815750157e-18,1.4622368470938769e-18,5.7144951734851093e-16,1.3380886162560153e-16,1.6200649816082899e-18,7.1937890171874937e-20,2.6993343691580934e-15,1.6791838401428644e-16,2.0060432046493036e-26,2.0312092717826975e-17,1.9488132806165275e-15,3.1736170294844631e-15,1.0015870515397732e-17,2.7741036381439846e-15,2.1030397719089262e-18,1.0324507791102795e-16,1.3956435188778973e-25,7.8734663610506017e-18,6.8069146917069726e-17,2.4080470736284789e-18,1.7120200996222718e-15,3.376688229915843e-20,1.8100374940031107e-16,5.4952629354952119e-18,8.4677963576678443e-16,2.9226775790124992e-20,1.9148364059102816e-15,7.488043798316077e-19,1.006419696401324e-17,1.0627303584063149e-15,4.9892010242162524e-18,6.566720210554184e-16,9.6190358124826732e-16,9.0128231192225092e-24,9.3618876724397259e-16,2.5120231611522017e-25,1.4265845994899369e-17,7.8629888733150774e-19,3.1729534947045023e-19,3.718990225112727e-17,2.0046387910894964e-20,4.7913056845211276e-16,6.803200241717729e-28,5.943550031297948e-18,1.3048317725652379e-23,2.3208612446857886e-26,3.3091399116758552e-18,1.2242892924432061e-18,6.0937033917375481e-19,1.117273296649859e-27,1.1316005125368362e-33,2.4043469178351879e-30,1.0262201538054102e-28,4.3122262961129703e-26,4.3366452141918486e-35,4.0530535055610171e-32,8.5511322305291906e-27,6.2830557919891067e-18,9.9824364995537908e-23,2.0587909842461987e-22,6.6312943447991896e-20,1.0464073407431295e-18,5.8302043550615424e-16,1.0689638971534025e-34,5.1061400374108409e-35,5.2812699980943406e-28,4.3589834654569853e-24,1.4562975674474352e-17,1.5152511846386685e-30,4.9860542046646839e-29,1.8116349163915492e-29,6.232412907689135e-39,1.2311640498787587e-33,5.5187629092013206e-32,8.3574017711967174e-18,1.7508143228623571e-15,8.7998880430667855e-36,0.88130563799999995,0.0,0.0,0.0,0.0098911899999760359,9.9999999999520205e-05,0.10889010999995491,6.8094953889754552e-20,5.0126931493207163e-27,2.4654868876059825e-29
5.5834574847000006e-05,0.002526353156831792,1.9105136466094484e-17,1.4697166101768185e-17,1.4203199126731574e-17,1.3587046289020673e-17,5.3305384055233886e-16,1.3558403131825247e-14,2.1603026255137188e-15,2.2546537938464201e-15,4.1074798398336908e-17,5.385028439531446e-15,1.0219576784733382e-15,9.9611976777697453e-16,7.1012470480342172e-18,9.2138968524945086e-16,2.3462117184148538e-17,3.6106521631991095e-15,1.3683561064432825e-18,2.1163377578206477e-18,8.9685783383576095e-16,1.4369406189869312e-16,1.9079861609240429e-18,7.7252629469136224e-20,4.3323187709440823e-15,2.9681864517778174e-16,2.3256975399673426e-26,2.843249706053383e-17,3.3265524876580581e-15,6.1117137641694393e-15,1.4435688837803066e-17,5.6788143299328889e-15,3.1561766151850661e-18,1.7708763540377236e-16,2.2399494821613199e-25,1.6215694240201479e-17,1.613205405048432e-16,4.9597265274416776e-18,2.8732858059233607e-15,5.6675620773172432e-20,4.1064815630093435e-16,9.2021787335943458e-18,1.4262743039555576e-15,6.2205678256911006e-20,3.8688895031427916e-15,1.2614016036092705e-18,2.1746241799806929e-17,2.3984330996633217e-15,8.1812476795702459e-18,1.0819393532569041e-15,2.1560732722506377e-15,1.8449978925836791e-23,1.5551292424770511e-15,4.287931023897553e-25,3.229237837422482e-17,1.7799981073628868e-18,5.3368137780293117e-19,6.2838350947274753e-17,3.3871897210529174e-20,1.0980296314904977e-15,1.5399823922208694e-27,1.6861003442582541e-17,3.7016245252895021e-23,5.3187473080687632e-26,9.8586964568406564e-18,2.0806215711803518e-18,1.6462364130747315e-18,3.0183549675458761e-27,5.6499429931458252e-33,1.3711122750398532e-29,5.8521632097418329e-28,2.4802885335575875e-25,2.4923299567061185e-34,2.3113099163167173e-31,5.6469785909489532e-26,1.334699466770774e-17,1.6970301882046835e-22,3.4190066622520958e-22,1.5140467395370443e-19,3.083159639927659e-18,1.2041522905146702e-15,7.0592142166543929e-34,3.3719706469894922e-34,4.0425373063200623e-27,8.8072413674101192e-24,3.8213041650932389e-17,9.2931294058808003e-30,3.1731772170769985e-28,1.2924815105885068e-28,4.4464131395166279e-38,4.7572515475115938e-33,4.5337033846192251e-31,1.722675974692985e-17,2.9598763797971773e-15,1.3981911267581695e-35,0.88130563799999995,0.0,0.0,0.0,0.0098911899999591778,9.9999999999304272e-05,0.10889010999992609,1.1513760900944591e-19,1.0409844653594035e-26,5.1200691386725088e-29
7.3014444031e-05,0.002526353156831742,2.036012851841511e-17,1.5011265853566956e-17,1.4454154135718298e-17,1.4144830325528096e-17,7.7053722572174462e-16,1.9281429794404779e-14,2.3456544160023564e-15,2.5034902461944513e-15,5.4942400913961862e-17,7.2197429494684422e-15,1.0503400857756008e-15,1.0511941883175597e-15,7.5714345249941061e-18,9.8362386568679225e-16,3.1198879031182054e-17,4.8140203552649255e-15,1.4076044488245206e-18,2.8670047440912864e-18,1.2734117070400359e-15,1.4785855473446512e-16,2.0717722268575282e-18,7.9491586573625037e-20,6.0231718082273886e-15,4.490425416269584e-16,2.4827840394843621e-26,3.6145674129179166e-17,4.8246492645323421e-15,9.8990514845642919e-15,1.8743869479135137e-17,9.6305327154575695e-15,4.2089765566388529e-18,2.6357699787292303e-16,3.1141754094059692e-25,2.740330416089727e-17,3.057695432530744e-16,8.3818456748703557e-18,4.120513573373393e-15,8.1280993255964455e-20,7.483362648363182e-16,1.3127852501200471e-17,2.0415714096369677e-15,1.07296537418956e-19,6.5094384250430353e-15,1.8056972361787811e-18,3.7850002407245033e-17,4.3423958710936717e-15,1.152115640170245e-17,1.5277681187732816e-15,3.8871563982770707e-15,3.1288773473729711e-23,2.2067023598120532e-15,6.2189799737125895e-25,5.8335580027493636e-17,3.2156649315192713e-18,7.6265188223412489e-19,9.0027772407249876e-17,4.8528099182523965e-20,2.0033176881979751e-15,2.7819495069855881e-27,3.6151997812415749e-17,7.9367272788338041e-23,9.703873434396144e-26,2.1953490326381516e-17,3.0270607183258119e-18,3.4233755020748492e-18,6.2767184535091644e-27,1.6140391874496035e-32,4.4436390750983814e-29,1.8966281390634109e-27,8.0956144132105996e-25,8.1330282955335853e-34,7.4907314734032175e-31,2.0775603782435916e-25,2.3501809705760596e-17,2.4694419991177037e-22,4.9059527257995786e-22,2.7762515582714048e-19,6.8096810864431778e-18,2.0560972134692313e-15,2.5971312427897716e-33,1.2405703037512083e-33,1.665417633434961e-26,1.4818256615820784e-23,7.8443010442500332e-17,3.0678708028104654e-29,1.082699803803499e-27,4.9028999950627313e-28,1.6867023861232834e-37,1.4721656023998843e-32,1.92730490472694e-30,2.9887348513349032e-17,4.2848274456237905e-15,2.0090229642438569e-35,0.88130563799999995,0.0,0.0,0.0,0.0098911899999387567,9.9999999999086876e-05,0.1088901099998924,1.6669239919533977e-19,1.8199496118799886e-26,8.951399518255972e-29
