Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790)
1.5424900124651835e-06,0.002654448414517271,3.5144328997489926e-10,3.954989398889084e-11,4.2013609659543836e-11,8.5358585732958751e-11,3.5761764135098521e-09,1.191812803204229e-09,9.9321798200617125e-11,3.3899098128873866e-10,1.5616684023420545e-11,8.3024058220060924e-12,4.6855431712497519e-11,4.6722123575687571e-11,3.3134663346539368e-12,1.7307295682724742e-12,8.2848741250044085e-12,5.4039260724821496e-12,2.690080700775974e-12,4.0748099862550875e-10,8.8726962138531291e-10,1.3684404424838363e-12,1.1220228686297889e-12,2.3657531928423136e-15,1.8988513745832138e-11,3.5280289321872738e-10,3.5613391409165449e-21,1.9863050043665235e-11,7.2195317836365393e-12,2.0841208183617841e-10,3.9256677872321204e-12,1.4880635522452679e-12,6.0613077602220695e-14,2.158321637831165e-10,1.964457450519176e-18,2.2874865402890077e-11,4.3109286534918543e-11,2.9808651914774347e-13,6.0994630931859144e-12,1.3915959370513417e-14,1.4030997068413423e-10,3.5368644451128202e-13,2.2972293687463049e-13,4.2773696482862411e-15,9.7409059640187428e-13,2.6009265868847525e-15,4.1714942317049811e-15,1.2549379736385756e-13,2.8381612631681977e-13,1.5039902357812405e-13,2.6661325411428745e-11,3.7580598719741301e-18,4.0367954893874656e-12,1.5954504610895608e-18,8.0555845723802339e-12,2.3977633715382071e-14,2.1357503449792108e-13,1.317457876813345e-13,2.2795703366039689e-16,1.3605738076667852e-12,1.9485903214089536e-19,8.5448257804563779e-16,7.4509001800091681e-19,1.20444101074885e-19,1.0292978306870154e-12,1.0728414346479292e-13,6.1485367019717373e-13,1.3140553631743336e-20,5.4513077807581226e-24,6.6892988976388514e-20,1.5112794277625283e-19,2.1510561091756294e-17,3.8810397652571864e-23,3.2980452523915983e-22,1.1765645413226544e-18,1.1308613128728687e-12,3.1211446677969559e-16,5.0682456772915954e-14,7.392174410873474e-13,2.2544217340537972e-13,3.2034388967722138e-11,4.6947842003558007e-24,1.6730907796184253e-24,1.0624027023767601e-18,1.6917915521667735e-18,8.307998550727183e-13,1.956003787509501e-21,4.0798039325836933e-22,4.578310247012998e-20,1.2588737665161736e-26,1.0477252738386901e-19,1.109037486065247e-20,7.7350920095223783e-12,2.0092619317385445e-11,9.2906030757497419e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911879363830779,0.00010000002776416458,0.10889010706196417,3.9695632024002994e-14,4.4482189616466313e-22,2.1854878361380119e-23,1.682638376481276e-17
1.5679963874660587e-06,0.0026544484147164723,3.5371317524275398e-10,3.9599497289945447e-11,4.2157935070619352e-11,8.5547637163924518e-11,3.6549905805968705e-09,1.2225930420538885e-09,9.9560178649086522e-11,3.4147623855858158e-10,1.5782248435338188e-11,8.390615082384285e-12,4.6923858864121111e-11,4.6903798023399611e-11,3.3264708632986992e-12,1.737533870199907e-12,8.3742152267109814e-12,5.4623458213276518e-12,2.694127304481753e-12,4.1592353779322885e-10,9.060643750583785e-10,1.3705030583465365e-12,1.1247214509000786e-12,2.3693193210401933e-15,1.9155183719785996e-11,3.6212450782569622e-10,3.5753404194689607e-21,2.0050054430665692e-11,7.2998636174621353e-12,2.1506515156532419e-10,3.9661806241268551e-12,1.5206636919685995e-12,6.1269687008972403e-14,2.2170710166242697e-10,1.9817003011812423e-18,2.3604144359185134e-11,4.4497296132574813e-11,3.0759019087873373e-13,6.1177862456715737e-12,1.3957783202132374e-14,1.4443626234097506e-10,3.5748424466888258e-13,2.3219592439277928e-13,4.4138669891379886e-15,9.9513607313123551e-13,2.6289842530139902e-15,4.304991454025836e-15,1.2957840872801686e-13,2.8691220689456252e-13,1.5204282650762781e-13,2.7527072053848101e-11,3.840390717433709e-18,4.0851390694130194e-12,1.6132030645792771e-18,8.31480527643223e-12,2.4749336994187163e-14,2.1616936805449518e-13,1.3335040754331995e-13,2.3073371643476639e-16,1.3949883126440279e-12,2.0112940219123156e-19,8.9972214236333297e-16,7.8453904852113106e-19,1.2349062777719872e-19,1.080741965328176e-12,1.076247019545606e-13,6.4729493043154576e-13,1.3833883081717307e-20,5.8871814982417525e-24,7.304113434705285e-20,1.6501813656931138e-19,2.3498837078744344e-17,4.239043588813135e-23,3.6011741471649936e-22,1.2965300689540937e-18,1.1809319337848417e-12,3.1310578069042467e-16,5.0958232008535766e-14,7.5747315844454036e-13,2.3727782384912023e-13,3.3080947228146521e-11,5.1734767623409584e-24,1.8436835687891578e-24,1.1915524416187469e-18,1.7283431919759156e-18,8.6750925908355665e-13,2.1131758891993019e-21,4.4111998920698254e-22,5.0218206008106765e-20,1.3808233130469451e-26,1.0806155619389133e-19,1.2398072788550172e-20,8.0407585430763276e-12,2.0276548465118454e-11,9.5579249838577365e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911878963981337,0.00010000002885900947,0.10889010700140944,4.0059159119748538e-14,4.5762806543538189e-22,2.2484067874725172e-23,1.7640451323006988e-17
1.5935027624669338e-06,0.0026544484149165467,3.5592498713501641e-10,3.9647890311539131e-11,4.2299313454922598e-11,8.5732322843215283e-11,3.7340987032621097e-09,1.2535600088577101e-09,9.9792657572054137e-11,3.4389734813411639e-10,1.5944625985311069e-11,8.4771253008984029e-12,4.6990373813374806e-11,4.708158224457557e-11,3.339196010404127e-12,1.7441919051410733e-12,8.4620334106416592e-12,5.5197686952760819e-12,2.6980581254007048e-12,4.2438235339218773e-10,9.2489717925578429e-10,1.3725065662936684e-12,1.1273531124465299e-12,2.3727832430953881e-15,1.9316965887309241e-11,3.7151032067051599e-10,3.5890407230163069e-21,2.0232522690460229e-11,7.3785832425938555e-12,2.2177982030178083e-10,4.005852915184357e-12,1.5529820011208167e-12,6.1915082401473597e-14,2.2762959179463514e-10,1.9984374835796487e-18,2.4339787595032706e-11,4.5898760211385695e-11,3.1717680404893367e-13,6.1355454117963304e-12,1.3998319284584539e-14,1.4859341787820375e-10,3.6120865064526117e-13,2.3462108264219771e-13,4.5515575200009654e-15,1.0160157668660268e-12,2.6564989146298683e-15,4.4396615113586178e-15,1.3370661162370199e-13,2.8995525622238406e-13,1.5365845121662787e-13,2.8402046388842492e-11,3.922009808469455e-18,4.1324465720906045e-12,1.6305993846366949e-18,8.5766161415141973e-12,2.5528753230564346e-14,2.187079459174868e-13,1.3492052411025822e-13,2.3345069264579244e-16,1.4291509744344928e-12,2.0746242645194189e-19,9.4639285086372209e-16,8.2523608018850565e-19,1.265148601914715e-19,1.1334664371276962e-12,1.0795560568478593e-13,6.8075849702296654e-13,1.4549061102171507e-20,6.3483590474231854e-24,7.9624099895634512e-20,1.7989069762198976e-19,2.5628681594400743e-17,4.6225197440851183e-23,3.9257419584486593e-22,1.4261259578769875e-18,1.2322749697683694e-12,3.1406897625641125e-16,5.122657130535012e-14,7.7578602414614836e-13,2.4949019022916928e-13,3.4138544661941285e-11,5.6905969147176765e-24,2.0279708924455726e-24,1.3337343648982017e-18,1.7646069014777698e-18,9.0500025225322709e-13,2.2795887931757626e-21,4.7623056060548962e-22,5.4984598723595751e-20,1.5118821200117176e-26,1.1137799868055004e-19,1.3831103426896271e-20,8.3528409890928214e-12,2.0455691140764986e-11,9.8270201229748446e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911878562908048,0.00010000002997679084,0.10889010694065844,4.0413225918038458e-14,4.7051235206864719e-22,2.3117095429362239e-23,1.8477686392491416e-17
1.619009137467809e-06,0.0026544484151174706,3.5808037407096345e-10,3.9695123729384973e-11,4.2437832356754843e-11,8.5912831648643878e-11,3.8134937050323197e-09,1.2847089912199847e-09,1.0001950994367981e-10,3.4625612044546668e-10,1.6103908718390961e-11,8.5619855523300884e-12,4.7055073114353987e-11,4.7255594914478233e-11,3.3516503143513202e-12,1.7507081447582329e-12,8.5483727852235023e-12,5.5762235683750122e-12,2.7018791736665151e-12,4.3285682180439648e-10,9.4376657697818949e-10,1.3744540399752338e-12,1.1299209765700894e-12,2.3761502801388519e-15,1.9474006054543444e-11,3.8095904772633532e-10,3.6024492529400815e-21,2.0410585348144072e-11,7.4557214431891949e-12,2.2855458425704005e-10,4.0447088686822318e-12,1.585011219739612e-12,6.2549588601717244e-14,2.3359879108323689e-10,2.014684082095779e-18,2.5081595644906258e-11,4.731334421430344e-11,3.2684375917463054e-13,6.1527728716620337e-12,1.4037641289626848e-14,1.5278061402525821e-10,3.6486178268353146e-13,2.3699979338677954e-13,4.6904038526689286e-15,1.0367254296659994e-12,2.6834862593197657e-15,4.575467676955612e-15,1.3787759809945439e-13,2.9294681056384686e-13,1.5524671402628035e-13,2.9286078616257532e-11,4.002898810102196e-18,4.1787473664471886e-12,1.6476462242797758e-18,8.8409532563704665e-12,2.6315692117649937e-14,2.2119234613773644e-13,1.3645711364540133e-13,2.3610965167212343e-16,1.4630492259300494e-12,2.1385655895380086e-19,9.9450713879163527e-16,8.6719195751831015e-19,1.2951568582058087e-19,1.1874615823750769e-12,1.0827741721390249e-13,7.1525318365698494e-13,1.5286276057802324e-20,6.8357762374034502e-24,8.6663027417095854e-20,1.9579339051627023e-19,2.7907031922963382e-17,5.0327163877625822e-23,4.2727910580430304e-22,1.5659058368775683e-18,1.2848976733994687e-12,3.1500569246811064e-16,5.1488539347542461e-14,7.9415443028984782e-13,2.6208300594564529e-13,3.520696394337241e-11,6.2483537792221877e-24,2.2267400209855995e-24,1.4899867565153916e-18,1.8005753028440433e-18,9.4326654600762419e-13,2.455582005548309e-21,5.1338560100693363e-22,6.0099665422271642e-20,1.6525282063382818e-26,1.1472131133818476e-19,1.5398762977883564e-20,8.671352281888237e-12,2.0630178866248938e-11,1.0097826570085658e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911878160632891,0.00010000003111755714,0.10889010687971597,4.0758092291534368e-14,4.8347856890873083e-22,2.3754148358467377e-23,1.9338240587114372e-17
1.6445155124686841e-06,0.002654448415319228,3.601809300069736e-10,3.9741244590816264e-11,4.257357599613603e-11,8.6089339203332636e-11,3.8931687763689799e-09,1.316035442350762e-09,1.0024099017643066e-10,3.4855430722500469e-10,1.626018544262898e-11,8.645243186377044e-12,4.7118045235068681e-11,4.7425949847212192e-11,3.3638419620131524e-12,1.7570868764554784e-12,8.6332759029882831e-12,5.631738296743063e-12,2.7055959463701653e-12,4.4134634608372058e-10,9.6267117462567566e-10,1.3763482903521409e-12,1.1324279327094843e-12,2.3794252928198588e-15,1.9626445687789881e-11,3.9046945296316783e-10,3.6155748314735719e-21,2.0584368235833748e-11,7.5313085961115045e-12,2.3538799133779149e-10,4.082771840508047e-12,1.6167449264804201e-12,6.3173518985867842e-14,2.3961388577749332e-10,2.0304547321328581e-18,2.5829375388084632e-11,4.8740724013322289e-11,3.3658853945835878e-13,6.1694981808410697e-12,1.4075816719410606e-14,1.5699705761141223e-10,3.6844568667386699e-13,2.3933338996250445e-13,4.8303697879038124e-15,1.0572613061131974e-12,2.7099614251185371e-15,4.7123743910757606e-15,1.4209058810582404e-13,2.9588835214486723e-13,1.5680840255760411e-13,3.0179004800671755e-11,4.0830415052676113e-18,4.2240699133207564e-12,1.6643502965181467e-18,9.107754295503253e-12,2.7109968070143104e-14,2.2362409860285767e-13,1.3796112268960523e-13,2.3871223145320168e-16,1.4966716799799996e-12,2.203102920859723e-19,1.0440769802435156e-15,9.1041712287045969e-19,1.324920966225515e-19,1.2427173117142909e-12,1.0859065127974063e-13,7.5078747608556099e-13,1.6045709304761376e-20,7.35034741168176e-24,9.4179459700622588e-20,2.1277488578828973e-19,3.0340960661450394e-17,5.4709060240019273e-23,4.6433836462614824e-22,1.7164387872539415e-18,1.3388070562535831e-12,3.159174289336755e-16,5.1744369974027131e-14,8.1257687320695776e-13,2.750598917212177e-13,3.6285995230109859e-11,6.8490181372033947e-24,2.4408001986159465e-24,1.6614038009139518e-18,1.8362418736576346e-18,9.8230172363456508e-13,2.6414982422872053e-21,5.5265911455417706e-22,6.5581213030283426e-20,1.80325119770871e-26,1.180910207539027e-19,1.7110801095559683e-20,8.9963047867321707e-12,2.0800139316335943e-11,1.0370289365510584e-24,0.88130563799999995,0.0,0.0,0.0,0.009891187775717715,0.00010000003228135468,0.10889010681858657,4.1094010573810129e-14,4.9652410272312245e-22,2.4395098269357151e-23,2.0222259770394855e-17
1.6700218874695593e-06,0.0026544484155217977,3.6222820096457071e-10,3.9786296824715834e-11,4.2706625671858405e-11,8.6262009679470438e-11,3.9731173413894705e-09,1.3475349602051379e-09,1.004573349379521e-10,3.5079360851891707e-10,1.641354210079149e-11,8.7269440255879472e-12,4.7179371717563896e-11,4.7592756618197698e-11,3.3757788339198522e-12,1.7633322270690004e-12,8.716783938651119e-12,5.6863398349561442e-12,2.7092135013423921e-12,4.498503525554979e-10,9.8160963389252656e-10,1.3781919034797615e-12,1.1348766684837729e-12,2.3826127527539471e-15,1.9774422363677617e-11,4.0004034238351366e-10,3.6284259504479281e-21,2.0753993055239329e-11,7.605374737218834e-12,2.4227863480117254e-10,4.1200644330059736e-12,1.6481774572564485e-12,6.3787176791819313e-14,2.4567408789180914e-10,2.0457636666879047e-18,2.6582939294096287e-11,5.0180584648025883e-11,3.4640870095554511e-13,6.1857485390938667e-12,1.4112907699528939e-14,1.6124198187256804e-10,3.7196234264802645e-13,2.4162316280439362e-13,4.9714201740496007e-15,1.0776200855149722e-12,2.7359390631736618e-15,4.8503471222450241e-15,1.4634482609903109e-13,2.9878131530799622e-13,1.5834427899738548e-13,3.1080666157459963e-11,4.1624235893436301e-18,4.2684418555123726e-12,1.6807182390024054e-18,9.3769583074298472e-12,2.7911399593843365e-14,2.2600468973236746e-13,1.3943347094868807e-13,2.4126002349495131e-16,1.5300080149521587e-12,2.2682215147409706e-19,1.0951139406392846e-15,9.5492166220898064e-19,1.3544317887990778e-19,1.2992231346441141e-12,1.0889578127537277e-13,7.8736956935572245e-13,1.6827535986298302e-20,7.8929965994934449e-24,1.0219539279775827e-19,2.3088487800682368e-19,3.2937690924368376e-17,5.93838823990581e-23,5.0386042722980865e-22,1.8783104607732626e-18,1.3940099188689011e-12,3.1680556478274729e-16,5.1994214279673083e-14,8.3105193957027917e-13,2.8842436952634404e-13,3.7375435253061988e-11,7.4949268905559789e-24,2.6709842331058209e-24,1.8491393133026731e-18,1.871600863899145e-18,1.0220992437133993e-12,2.8376849551528815e-21,5.9412606181921213e-22,7.1447509672533916e-20,1.9645534010734791e-26,1.21486695737254e-19,1.8977451888738498e-20,9.3277103642889811e-12,2.0965696758664842e-11,1.0644356058484559e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911877352561468,0.00010000003346822792,0.10889010675727472,4.1421226370881461e-14,5.0964643167773998e-22,2.5039821259906684e-23,2.1129884770810334e-17
1.7210346374713096e-06,0.0026544484159293125,3.66168873934165e-10,3.9873359104889113e-11,4.2964956377797675e-11,8.6596451566435709e-11,4.1338095995318378e-09,1.4110361814052753e-09,1.0087549596851967e-10,3.5510214084651494e-10,1.6711827118299294e-11,8.8858522812882192e-12,4.7297387492815867e-11,4.7916146871204192e-11,3.3989185374271703e-12,1.7754386450909957e-12,8.8797737509252657e-12,5.7929074212068299e-12,2.7161695141716991e-12,4.6689961100801101e-10,1.0195830062150067e-09,1.3817367045259553e-12,1.1396094475515954e-12,2.3887414179002704e-15,2.0057520549818222e-11,4.1935896892342376e-10,3.6533374450911023e-21,2.1081238333997059e-11,7.749062700795495e-12,2.5622618990339899e-10,4.1924257728380586e-12,1.7101194573999914e-12,6.4984845577923434e-14,2.5792676815345726e-10,2.0750516039784875e-18,2.8106692659051006e-11,5.3096526519844591e-11,3.6626569397957443e-13,6.2169240837253043e-12,1.4184063975665818e-14,1.6981431333012683e-10,3.7880155753123305e-13,2.460762210616487e-13,5.2566380375789296e-15,1.1177949441505053e-12,2.7864583405591855e-15,5.1293567752635008e-15,1.5497412450138306e-13,3.0442704506120462e-13,1.6134153879415537e-13,3.2909580400540804e-11,4.3188565924034338e-18,4.3544410052501617e-12,1.7124719700399298e-18,9.9223370961376415e-12,2.9535020207997264e-14,2.3061814751285063e-13,1.4228674894408566e-13,2.4619741140929721e-16,1.5957854497287938e-12,2.4001448824852815e-19,1.201633782560992e-15,1.0478077264604842e-18,1.4126609315951728e-19,1.4159414318618319e-12,1.094834626585031e-13,8.6370873081806615e-13,1.8459044413380155e-20,9.0662705786228273e-24,1.1981602287203606e-19,2.706942763965479e-19,3.8649204857257959e-17,6.966564854023854e-23,5.9073801247030517e-22,2.2384943347746315e-18,1.5083224207935751e-12,3.1851608502319474e-16,5.2476650954791358e-14,8.6815464316659144e-13,3.1632978115803649e-13,3.9584755432407359e-11,8.9321513968684884e-24,3.1831713546459735e-24,2.278482651835203e-18,1.9413762874209883e-18,1.1039546257565417e-12,3.2622812961258694e-21,6.8394522348070198e-22,8.4409737698977561e-20,2.3209683293973078e-26,1.2835435916092972e-19,2.3217975960992927e-20,1.0009926097951921e-11,2.1284085383777382e-11,1.1197101650443972e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911876539929822,0.00010000003591137181,0.10889010663412074,4.2050504653232093e-14,5.3611192705831298e-22,2.6340117372522218e-23,2.3016495054566429e-17
1.7720473874730598e-06,0.0026544484163398816,3.699139186152505e-10,3.9956611914846324e-11,4.3213424260898469e-11,8.6917285031466311e-11,4.2955218972944269e-09,1.4751799579665972e-09,1.0127559999838367e-10,3.5919440709043658e-10,1.6999400933671485e-11,9.0390500437560526e-12,4.7409662900485281e-11,4.8226569989747066e-11,3.4211272500523438e-12,1.7870576784800146e-12,9.0376473823882254e-12,5.8961261010457227e-12,2.7227807160908503e-12,4.8400040275768306e-10,1.0576769242385629e-09,1.3851055689424332e-12,1.1441375579271412e-12,2.3945658882709689e-15,2.0324330294365181e-11,4.3890610010889433e-10,3.6772460436131743e-21,2.1393222879288951e-11,7.8870192958195403e-12,2.7038678538359103e-10,4.2619604824951861e-12,1.7708049372882441e-12,6.6144842446965517e-14,2.7035097669897511e-10,2.1026544197085032e-18,2.9651454230374151e-11,5.6058811760863814e-11,3.8639647341174243e-13,6.2464791932250978e-12,1.4251520506257664e-14,1.7849193192788634e-10,3.8539410834554135e-13,2.5036853632702668e-13,5.5457947330583006e-15,1.1572311707914042e-12,2.8351527269665449e-15,5.4122385483826025e-15,1.6375987618641121e-13,3.0989463133748334e-13,1.6424414293334747e-13,3.4771640864893945e-11,4.4721162888862778e-18,4.436951075198276e-12,1.7429591208382757e-18,1.0476626262060794e-11,3.1185174214880758e-14,2.3504381706046907e-13,1.4502381489560896e-13,2.5093369892280732e-16,1.6603173866778059e-12,2.5342236090756374e-19,1.3141519848419682e-15,1.1459245563757801e-18,1.4697875037979932e-19,1.5375257654437292e-12,1.1004358347763315e-13,9.4433110318811534e-13,2.0182092949356535e-20,1.036316690948137e-23,1.3971027493521581e-19,3.1564035406617868e-19,4.5102479218811771e-17,8.1282044142777846e-23,6.8882579704743538e-22,2.6514827269498942e-18,1.6278859087987734e-12,3.2014634842090074e-16,5.2937188719054699e-14,9.0545271263439655e-13,3.458256767629744e-13,4.183341297374884e-11,1.0580079418221531e-23,3.7704474117242912e-24,2.788522514144008e-18,2.0098688610738282e-18,1.1887782881908549e-12,3.7322342568414827e-21,7.8346238024373327e-22,9.9142112927689235e-20,2.7260559181833764e-26,1.3532149675465059e-19,2.8212543473225364e-20,1.0718085567046791e-11,2.1586277775329665e-11,1.175568546717395e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911875722891198,0.00010000003844731192,0.10889010651028704,4.2647771215611738e-14,5.6285696293688193e-22,2.765414779910655e-23,2.4999111409022614e-17
1.8230601374748101e-06,0.0026544484167533825,3.7347422878205087e-10,4.0036323413572549e-11,4.3452591957625734e-11,8.7225513523305249e-11,4.4582085945506677e-09,1.5399354612191509e-09,1.0165906365198021e-10,3.6308241167895163e-10,1.7276863162086764e-11,9.1868570185547947e-12,4.7516668936474142e-11,4.8524778062022826e-11,3.4424590301525279e-12,1.7982176332824864e-12,9.1906919243810062e-12,5.9961838204445065e-12,2.7290760947484198e-12,5.011488163175987e-10,1.0958822874038556e-09,1.3883133106862113e-12,1.1484770794785779e-12,2.4001117788156799e-15,2.0575826139856305e-11,4.5867343896471481e-10,3.7002099916424394e-21,2.1690795251120833e-11,8.0194731029932287e-12,2.8475054294751088e-10,4.3288263147313271e-12,1.8302107826634909e-12,6.726928182915723e-14,2.8294119093753192e-10,2.1286729352254314e-18,3.1215897006041973e-11,5.9065204217392636e-11,4.0678374541029482e-13,6.2745685650117711e-12,1.4315630593261878e-14,1.8726949810754059e-10,3.9175381129743565e-13,2.5450911318994283e-13,5.8386415138564596e-15,1.1959153126203367e-12,2.8821244595631e-15,5.6987480639018836e-15,1.726967810919443e-13,3.1519407643296881e-13,1.6705740659685488e-13,3.6665733708290234e-11,4.6221443036118413e-18,4.5161668638523631e-12,1.772230205648012e-18,1.1039381063413898e-11,3.2860537306527931e-14,2.3929218260000034e-13,1.4765115690069452e-13,2.5548011343310638e-16,1.7235527635679803e-12,2.6703501145392577e-19,1.4327484808216388e-15,1.249341860244173e-18,1.5257663028127444e-19,1.6638810316835129e-12,1.105788277744938e-13,1.0292932880597634e-12,2.1997891274478975e-20,1.1791385186210507e-23,1.6207089281765049e-19,3.6615856742284717e-19,5.236087610812909e-17,9.4347071197789148e-23,7.9907413895103123e-22,3.1225719991296842e-18,1.7527483817473594e-12,3.2170417372939024e-16,5.3377088523462673e-14,9.4293732133142479e-13,3.7693717620268077e-13,4.4119981495153579e-11,1.2459844810367951e-23,4.4403439316173299e-24,3.3908489958752621e-18,2.0770552199029052e-18,1.2765145838497275e-12,4.2504654320225878e-21,8.9331010169888046e-22,1.1580811714106416e-19,3.1843113206007344e-26,1.4238582397322575e-19,3.406211407844647e-20,1.1452268383777263e-11,2.1873160035170708e-11,1.2319761108827055e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911874901590289,0.00010000004107634761,0.10889010638580475,4.3214777388624636e-14,5.8986495322205777e-22,2.8981097635957752e-23,2.7078710895339543e-17
1.8740728874765604e-06,0.0026544484171696944,3.7686010705184217e-10,4.0112734556348244e-11,4.3682988108767282e-11,8.7522037595682025e-11,4.6218267357996938e-09,1.6052735911543134e-09,1.0202714729975358e-10,3.6677751588606801e-10,1.754477863320643e-11,9.3295743630958199e-12,4.7618819310112392e-11,4.88114760076895e-11,3.4629645371839667e-12,1.8089450349946184e-12,9.3391777259104299e-12,6.0932575643287312e-12,2.7350810270608683e-12,5.1834119303741095e-10,1.134190591458528e-09,1.3913728956976527e-12,1.1526423156688475e-12,2.405401508870715e-15,2.0812929495268564e-11,4.7865317267336746e-10,3.7222838709515987e-21,2.1974755106077749e-11,8.1466469929444698e-12,2.993081268127523e-10,4.3931719136924316e-12,1.8883218066361288e-12,6.8360154835683381e-14,2.9569219580925829e-10,2.153202474941723e-18,3.2798764096893659e-11,6.2113582499565927e-11,4.2741112985812911e-13,6.3013266337564849e-12,1.4376701252863966e-14,1.9614198182589311e-10,3.9789368085271696e-13,2.5850643368648522e-13,6.1349427739507485e-15,1.2338385683945031e-12,2.9274698422723488e-15,5.9886538478794757e-15,1.8177983267893733e-13,3.2033479922603183e-13,1.6978633493196191e-13,3.8590806779078418e-11,4.7689022818443204e-18,4.5922722735279015e-12,1.8003344768456344e-18,1.1610174672733166e-11,3.4559838515542832e-14,2.4337314371509842e-13,1.5017490146492804e-13,2.5984725662914945e-16,1.7854519406640958e-12,2.8084211522542773e-19,1.5574981831751197e-15,1.3581249679641241e-18,1.5805622377528381e-19,1.7949087780429765e-12,1.1109152469838527e-13,1.1186483136903869e-12,2.3907572700189306e-20,1.3358748770039187e-23,1.8709768283476344e-19,4.2270032879028013e-19,6.0490106680826132e-17,1.0897895832304224e-22,9.2246822087060546e-22,3.6573221881950015e-18,1.8829553046283413e-12,3.2319634561540309e-16,5.3797529465804787e-14,9.8060048382869028e-13,4.0968815472649102e-13,4.6443113461591659e-11,1.4593633562198217e-23,5.2007673932272023e-24,4.0981849648777022e-18,2.1429200777967647e-18,1.3671070446305038e-12,4.8199520838355094e-21,1.0141328871080805e-21,1.3457877639202805e-19,3.7004371293913917e-26,1.495455972450238e-19,4.0876751725794993e-20,1.2212548230487572e-11,2.2145573403819141e-11,1.2889014390478442e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911874076163791,0.00010000004379875598,0.10889010626070317,4.3753185845961949e-14,6.1712085417011816e-22,3.0320227757614393e-23,2.9256214229627933e-17
