Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129)
1e-12,0.0027841138579591156,4.0668226085796548e-21,4.066821594596344e-21,3.9584732456339986e-21,3.9584624845258055e-21,1.8012276518462607e-27,1.2871641825387287e-21,3.3905599595376188e-26,2.2915335905259063e-26,6.0808764202541367e-22,1.2097295526364619e-25,2.2808879957271817e-26,2.2201199922308487e-26,8.5450733476261623e-33,1.3720809617280344e-36,5.1165383355625696e-22,1.0178847570298709e-25,3.3465125105103575e-33,1.3582069596621667e-22,3.6551515817045373e-27,5.3734827507334876e-37,4.0831176982067612e-33,5.2513191201566061e-43,6.2796744734808124e-46,2.3205267323776399e-28,9.5622373029165004e-47,7.2120234748299613e-38,1.9208718097418571e-43,2.716452793773528e-43,3.1573117524772658e-23,4.0024108960297344e-33,1.4568000884764298e-32,2.3953883738079052e-28,1.6905780129683489e-55,7.3246931765434298e-45,6.4087954938868801e-43,1.2323581469202775e-48,1.1210835039158871e-33,1.1301224592556555e-41,2.4612326574571687e-45,7.8288161058341818e-33,1.257078357449444e-36,2.120206806449127e-54,3.3676888631900293e-33,1.6323361474929442e-43,3.2496548236202171e-58,7.5682940324363852e-44,7.8196011437802866e-33,1.2555977873285568e-36,7.2087519225037518e-38,6.1336118103720392e-42,1.7707843161733277e-28,1.0134947547844071e-52,2.0829458002479622e-52,1.2062545709524727e-57,1.14217249784299e-35,1.8339827853969511e-39,1.792293781890862e-45,2.1371570578114985e-48,4.2317606727624472e-62,9.5751638630752513e-66,9.2715793178638538e-73,5.3482688489451492e-58,2.8983737394269973e-57,1.15089461433446e-40,3.0736922789748765e-53,6.716165098262108e-62,1.0704966304741178e-71,2.3813833200312164e-72,2.9284828615871687e-71,7.6832843816589221e-69,7.3909995956677336e-70,3.9117192254453245e-76,4.1599297445735338e-78,6.8604692561687679e-32,1.1243004712111061e-48,1.9803725839338825e-25,5.2884734175627967e-53,8.2662869694507388e-61,2.5107763616038028e-29,4.2829984509932784e-86,7.2998879552186055e-87,4.421681173400093e-87,4.9571626553051189e-42,7.4294536719549875e-43,3.9314705035790134e-85,2.2661206822384301e-90,6.3087553182607649e-91,1.6140184565876484e-98,2.8082914102055289e-44,9.5039140852922389e-99,2.5658086987147366e-36,7.5883682342570038e-34,8.2751649641866334e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,7.6422738966240584e-42
1.023e-12,0.0027841138579591156,4.1603325447552291e-21,4.1603314954055025e-21,4.0494918527659776e-21,4.0494807163245372e-21,1.8640521736543862e-27,1.3167605112431545e-21,3.5088183165645658e-26,2.3714593633736406e-26,6.2206821967673012e-22,1.2519221161109915e-25,2.360442459426669e-26,2.297554941996625e-26,8.8947530429844454e-33,1.4324108198900707e-36,5.234172995652636e-22,1.0533862259492182e-25,3.4834579287949389e-33,1.3894364039522232e-22,3.7826382531590627e-27,5.6097527658224942e-37,4.2502075490333843e-33,5.4902488408113082e-43,6.5702120036063967e-46,2.4014628201288876e-28,9.9826991505930863e-47,7.5291313528978384e-38,2.0082729577673902e-43,2.8400510565923529e-43,3.2299093852334964e-23,4.1661969665964303e-33,1.5164146776337699e-32,2.4789354986255374e-28,1.7689802026907678e-55,7.624431441118971e-45,6.6999151863217861e-43,1.2865420111096773e-48,1.1669608618782893e-33,1.1798135330660388e-41,2.5732188386711226e-45,8.149181726158395e-33,1.3123513207933236e-36,2.2166737362553666e-54,3.5055009435031365e-33,1.7066071821287345e-43,3.4000041846411501e-58,7.9126506732752873e-44,8.1395897589443357e-33,1.3108056562342129e-36,7.5257163821435208e-38,6.4023719038517368e-42,1.8325471185648658e-28,1.0599916370057715e-52,2.1797126380775388e-52,1.2626419347715791e-57,1.1889123327493702e-35,1.9146223560799204e-39,1.8738413630899131e-45,2.2360354981654593e-48,4.4284393388410501e-62,1.0021848846051367e-65,9.7058742220989774e-73,5.5962655689447845e-58,3.033734311844022e-57,1.2014991922705122e-40,3.2088410753532745e-53,7.0158833810673314e-62,1.1187873793784206e-71,2.4902450209846164e-72,3.0635012829519815e-71,8.0419500433622891e-69,7.7334078902578204e-70,4.093109390191854e-76,4.3542112237312234e-78,7.0997539069428977e-32,1.1754562075898632e-48,2.0258779335827466e-25,5.5331545093937996e-53,8.6527016414085284e-61,2.598347804132977e-29,4.4836529085370921e-86,7.6423991631325974e-87,4.6294003813947068e-87,5.1740686153293782e-42,7.7667113439247392e-43,4.1161025221659877e-85,2.3726253557235382e-90,6.6052584704012888e-91,1.689824237350271e-98,2.9062406296370062e-44,9.9506069689442394e-99,2.6708074899303241e-36,7.8989020620673877e-34,8.6138037946809221e-45,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,7.9783026739414068e-42
2.047e-12,0.0027841138579591156,8.323522670248385e-21,8.3235184706873633e-21,8.1017629570345918e-21,8.1017183884432111e-21,7.4600839824692586e-27,2.6344416601788491e-21,1.4042535276420935e-25,9.4907714922220122e-26,1.2443192203243096e-21,5.00942305907656e-25,9.4466779480485884e-26,9.1949947092755317e-26,7.1188327176029222e-32,2.2929373423671052e-35,1.0469890110398905e-21,4.215009482906071e-25,2.7879905826186168e-32,2.7797741990987411e-22,1.5138174922478786e-26,8.9799435936111551e-36,3.4019886570564108e-32,1.7554191123843666e-41,4.2015366398369378e-44,9.6102074630044406e-28,1.5983688599515073e-45,1.2050502116594163e-36,6.4312610690477998e-42,9.0913449958771114e-42,6.4621089564828584e-23,3.3344463216378076e-32,1.2135721846463357e-31,9.9202306710902808e-28,1.2338022110109627e-53,6.1017913853161304e-44,1.961818281198424e-41,2.0567778079558802e-47,9.3413471773250302e-33,1.8886300093255733e-40,8.2386992645789364e-44,6.5211494733522271e-32,2.1004501611752417e-35,7.0859771278466239e-53,2.8056565639554984e-32,5.4626486145915573e-42,2.1737886074341856e-56,2.5329507562698339e-42,6.5134966348945922e-32,2.0979821040288833e-35,1.2045162748846532e-36,9.3596810094513515e-41,7.3340708086440983e-28,4.054165817598975e-51,1.6695618035176334e-50,1.9350845989217183e-55,9.515601318170371e-35,3.0649177750470892e-38,5.9914068836426467e-44,1.4299294415407157e-46,3.4540307100953879e-60,1.2815069871155121e-63,2.4564858781731256e-70,3.8793990131318317e-56,4.2079718165566976e-55,1.9235191114593131e-39,5.1363050834033235e-52,1.2996716096412783e-60,2.3690465820407189e-70,8.5169713189532703e-71,1.3262380481631864e-69,1.0765727980623229e-66,5.1748526167960438e-68,2.7694058353707168e-74,5.8959793861720177e-76,2.8413940007784909e-31,3.7635628088274442e-47,4.0479147605810403e-25,3.5432413415791821e-51,1.3263925808534474e-58,1.0397943401614922e-28,1.0007219784950282e-83,2.4700796576270742e-84,2.9936576561453009e-84,7.3230748983058305e-41,2.2028448162684447e-41,2.5251459707207326e-82,2.9113534868662489e-87,8.1050522683963633e-88,1.1212036333365761e-95,1.1630727973740109e-43,1.320539788485362e-95,2.1379142103201751e-35,6.3229690988491716e-33,6.8951480729209941e-44,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.2772405814919503e-40
4.095e-12,0.0027841138579591156,1.6649763487518272e-20,1.6649746685205677e-20,1.6206162853858164e-20,1.6205984537277671e-20,2.9847839479861161e-26,5.2698084440461553e-21,5.6184003972638176e-25,3.7972663025057838e-25,2.4880671726484824e-21,2.0035787780290402e-24,3.7796220294735316e-25,3.67892147580174e-25,5.6946734099236866e-31,3.6685354281623773e-34,2.0934998125315374e-21,1.6858475977451565e-24,2.2302985939931371e-31,5.5602442988624779e-22,6.05659893916658e-26,1.4367616255664542e-34,2.7220024952698639e-31,5.6023155889540565e-40,2.6818692867368693e-42,3.8445406432518307e-27,2.5575831450141183e-44,1.9274505242571276e-35,2.0582018501098246e-40,2.9083415910375941e-40,1.2926614618189164e-22,2.6674840705875425e-31,9.7066893166123433e-31,3.9685582616752525e-27,8.2489263505377714e-52,4.8805421556216952e-43,5.3604058398996217e-40,3.2822231990444546e-46,7.475257616733695e-32,3.0217967082390334e-39,2.6365096490927653e-42,5.2150050574806005e-31,3.3596055209096593e-34,2.2605035025038567e-51,2.2444688813097057e-31,1.7472279354065539e-40,1.3869642468623355e-54,8.1029498802460232e-41,5.2089215847575375e-31,3.3556765395973223e-34,1.9266094680691172e-35,1.275441433833533e-39,2.9344239925425552e-27,1.4365944104305109e-49,1.1844533826354136e-48,2.7458277445344865e-53,7.6123593578626697e-34,4.9038994758276096e-37,1.912185140160889e-42,9.1276362328490662e-45,2.473002560699683e-58,1.6353317171755975e-61,6.1421313563896446e-68,2.5847549769815407e-54,5.6090046262130403e-53,3.0781789004159273e-38,8.2169001411444568e-51,2.2554026478459556e-59,4.4256922802403584e-69,2.8417440487553577e-69,5.0989155267304605e-68,1.410049796867628e-64,3.3883571973102126e-66,1.8052539145456338e-72,7.6888527369893804e-74,1.1368565400163193e-30,1.2044573814469444e-45,8.0762911808382928e-25,2.2679120682493527e-49,1.882983876548411e-56,4.1595436539638701e-28,1.9315622977285025e-81,6.1432472590654614e-82,1.4897748294934081e-81,9.5047116800162407e-40,5.7368746065930046e-40,1.4343244896426107e-79,3.307605956595421e-84,9.2082075845759012e-85,7.1923592928268496e-93,4.6532397985787332e-43,1.6942582904390043e-92,1.7107866685119137e-34,5.0598766046480256e-32,5.5176105983486009e-43,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,2.0438471888975599e-39
8.191e-12,0.0027841138579591156,3.330168740607963e-20,3.3301620190698958e-20,3.2414393418204428e-20,3.2413680094526529e-20,1.1940445825933025e-25,1.0540559903718565e-20,2.2475858331684373e-24,1.5190756640806753e-24,4.9725506588949874e-21,8.0096449851059483e-24,1.5120152440602087e-24,1.471729048207375e-24,4.5530217116175791e-30,5.8662461235695496e-33,4.1839940644748102e-21,6.7394931837943463e-24,1.7832705367132155e-30,1.1120362667179238e-21,2.4227504716471573e-25,2.2975947166373658e-33,2.1772611266452354e-30,1.7822946140822545e-38,1.7064803680792453e-40,1.5375781869623713e-26,4.0900012011018665e-43,3.0804143212813602e-34,6.5829417628667474e-39,9.296352989015417e-39,2.58560496412317e-22,2.1328918710916373e-30,7.7587718946387186e-30,1.5871724176045392e-26,5.3761824307784293e-50,3.9012445534662847e-42,1.3259460680431452e-38,5.2216346134534478e-45,5.9809493744573575e-31,4.8324617356056543e-38,8.4333490690125714e-41,4.1670319076276255e-30,5.3691644249319392e-33,7.1854830345546341e-50,1.7946614801012661e-30,5.5830515226945626e-39,8.817946125243222e-53,2.5900336408781035e-39,4.1622293119358928e-30,5.3629447221356044e-33,3.0790896361647821e-34,1.5711351433732768e-38,1.1739446885328726e-26,4.85433929441873e-48,8.0101089557260104e-47,3.7117276930488059e-51,6.0868995821512482e-33,7.842480803490325e-36,6.08373847135702e-41,5.8083189775695128e-43,1.6801463674812885e-56,2.0794576030918089e-59,1.5010732172804265e-65,1.6815782706372591e-52,7.2994999965344163e-51,4.924418116310548e-37,1.3136861445340218e-49,3.7645502647859456e-58,7.6826181109326994e-68,1.0427479946221544e-67,2.024040472663704e-66,1.8254169805996607e-62,2.1930654694609099e-64,1.2636364549354939e-70,1.0758389101905689e-71,4.5480302817386704e-30,3.8530547850218053e-44,1.6070768316486196e-24,1.4510179808232557e-47,2.5477191176255526e-54,1.6634568776217256e-27,3.5567891849812857e-79,1.321648744413784e-79,6.4121739317565725e-79,1.1014948476042169e-38,1.3359968209754352e-38,7.7638270602990683e-77,3.5808835259619318e-81,9.9690193163032469e-82,4.7468625420793414e-90,1.8613231641658473e-42,2.2363275593964295e-89,1.3687296846307674e-33,4.0484457016358918e-31,4.4144500741069007e-42,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,3.2693862492082568e-38
1e-11,0.0027841138579591156,4.0655523511774645e-20,4.0655411768673814e-20,3.9572262008622182e-20,3.9571076147823753e-20,1.9850942946888064e-25,1.2868405058261016e-20,3.7365654155989285e-24,2.5254615358772135e-24,6.0671695461771638e-21,1.330621802322242e-23,2.5137201954605683e-24,2.4467418116604288e-24,1.1579555323724108e-29,2.5268337925032885e-32,5.1050347805190969e-21,1.1196204231362277e-23,4.5356725167280125e-30,1.3575265423501313e-21,4.0275392362387722e-25,9.897474405026693e-33,5.5407355003752923e-30,1.3834677200578116e-37,2.516500228328751e-39,2.5555002678116845e-26,1.761775336894623e-42,1.3256573522021523e-33,5.1584286897730334e-38,7.2773168144053517e-38,3.1566709735636893e-22,5.4251405659993041e-30,1.9725765467308496e-29,2.6379182887789088e-26,8.0202923624053194e-49,9.9190913408788405e-42,7.4664983530494158e-38,2.2305388704889036e-44,1.5226364236954589e-30,2.0818193851835662e-37,6.6100293260326058e-40,1.0589130644648608e-29,2.3105498035015953e-32,5.5693305242361917e-49,4.5648592679973761e-30,4.3678491426356225e-38,1.298332327623708e-51,2.0274667144725602e-38,1.0577131966673435e-29,2.3079150535951041e-32,1.3250970973956011e-33,5.015202385889832e-38,1.9517597503778492e-26,3.9032464664372957e-47,1.2261637794125867e-45,1.1056856104668362e-49,1.5482884679444757e-32,3.3786430448615891e-35,4.7229284549620949e-40,8.5664268645906915e-42,2.5775648444302173e-55,5.9617646959039154e-58,7.8837532245014504e-64,2.5066353370714386e-51,2.1195871354272164e-49,2.1226963653940688e-36,5.6569334640941829e-49,1.6508436409637881e-57,3.4285680034259324e-67,1.5138747945619256e-66,3.0560508048061993e-65,5.3276687313455081e-61,3.2856828837820172e-63,3.2679698689067103e-69,5.4659485613892028e-70,7.5612676668632177e-30,3.020548004999059e-43,1.9547416052603252e-24,2.1619689127356431e-46,7.603075035983211e-53,2.7645327611677571e-27,2.1406112405357049e-77,8.6737746347157432e-78,8.3612950333620363e-77,3.3590891522092926e-38,7.1419870451435578e-38,9.0866097685420787e-75,8.3542528205744811e-79,2.3257962259341587e-79,7.5182514866874697e-88,3.0941296505111889e-42,7.0661249371697934e-87,3.4842801111774831e-33,1.0306721853599882e-30,1.1237693063706807e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.4090564481418683e-37
1.6383e-11,0.0027841138579591156,6.6603304530376793e-20,6.6603035672606107e-20,6.4828577770168047e-20,6.4825724576898466e-20,4.7762884971794618e-25,2.108213398111589e-20,8.9903833673146911e-24,6.0764626523378567e-24,9.9294981020213491e-21,3.1995010561805863e-23,6.0482048305011941e-24,5.8870438951987585e-24,3.6372459716248136e-29,9.3728012866293469e-32,8.3548981804697198e-21,2.6921569967473973e-23,1.4247436938195359e-29,2.2237313125880414e-21,9.6899862701736914e-25,3.6713412520554072e-32,1.7408649777610744e-29,5.6361132728274642e-37,1.0793766418752979e-38,6.1472065376077946e-26,6.5350004384618133e-42,4.9162833432648611e-33,2.1037012769144738e-37,2.967491278646771e-37,5.1716595519267801e-22,1.7041737260082016e-29,6.1950928526651309e-29,6.3454422775605546e-26,3.4422674288147304e-48,3.1152875776508649e-41,2.913324530451155e-37,8.2584881444321476e-44,4.78485218197737e-30,7.7223350345973864e-37,2.6957630474355099e-39,3.3249305458581677e-29,8.5687597224162537e-32,2.2685164087112576e-48,1.4339415641762366e-29,1.7809706130201811e-37,5.568318920242752e-51,8.267434412375185e-38,3.3211915629022638e-29,8.5590229424609899e-32,4.9142136578777115e-33,1.7167486083503517e-37,4.6962559028137173e-26,1.5962891255625671e-46,5.2700101859059761e-45,4.8760956010486537e-49,4.8636324633023755e-32,1.2532884647118989e-34,1.9241005879923871e-39,3.6743349293169853e-41,1.1079587495416819e-54,2.6263935102703895e-57,3.5171681249599631e-63,1.0757880194108042e-50,9.3409235647545377e-49,7.8749986410542741e-36,2.0981945979711925e-48,6.1474840645453152e-57,1.2815375314459306e-66,6.4876043516218706e-66,1.3125054261620304e-64,2.3482088771954457e-60,1.4105296017017895e-62,1.4353029307295984e-68,2.4372770944458654e-69,1.8193381668659779e-29,1.2318918953937463e-42,3.1814659004308709e-24,9.2784215345333899e-46,3.353133310226316e-52,6.6496446266593625e-27,9.5681909501332941e-77,3.881257789609289e-77,3.7637611858063991e-76,1.1324940145185626e-37,2.7628242214223207e-37,4.0874484324288434e-74,3.7705622615082332e-78,1.0497120194890353e-78,3.3878675479758313e-87,7.4440488336744349e-42,3.1919817964167294e-86,1.0948933716842312e-32,3.2388853792785127e-30,3.5313292844036354e-41,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,5.2272753898886398e-37
3.2767e-11,0.0027841138579591156,1.3319761713620963e-19,1.3319654184066204e-19,1.2964784049168739e-19,1.2963642964993309e-19,1.9104160405286492e-24,4.2165563593819984e-20,3.5958325042530383e-23,2.430474534341975e-23,1.9795554820916012e-20,1.2762035056133093e-22,2.4191596036760426e-23,2.3546886380062141e-23,2.9012259598046533e-28,1.4952610286486524e-30,1.6656568003063898e-20,1.073856664415381e-22,1.1366804358445301e-28,4.4458077301381152e-21,3.8748021868198928e-24,5.8580953290260188e-31,1.391024859097431e-28,1.7616434213350122e-35,6.7487361077254152e-37,2.4561667245689736e-25,1.0425568687292989e-40,7.8257196270538265e-32,6.7125800931333787e-36,9.4480720485719374e-36,1.0344423968305326e-21,1.3597728441431997e-28,4.936514025400179e-28,2.5353408131753098e-25,2.1655448725080708e-46,2.4833676603936052e-40,5.7161365137613591e-36,1.2915828011578173e-42,3.8275917221159867e-29,1.2323606592270803e-35,8.6067991003486946e-38,2.6458104218966321e-28,1.3638654088324595e-30,7.0683340625972421e-47,1.1441729553169699e-28,5.6627409257360642e-36,3.470628041213197e-49,2.6320895470396623e-36,2.642982950761413e-28,1.3623757511282118e-30,7.8225517124121645e-32,1.6743177944143856e-36,1.8786972378652095e-25,5.1683720202004365e-45,3.4131058254420689e-43,6.2936515498265109e-47,3.8810742765287572e-31,2.0002054340481705e-33,6.0155982100887877e-38,2.297947058004999e-39,7.1839642181713031e-53,3.2743019087978781e-55,7.659991629394641e-61,6.766260993930254e-49,1.1751695517141952e-46,1.2585449208534959e-34,3.3455577186034186e-47,9.913037143986601e-56,2.0938886586959974e-65,9.9176010347091655e-64,2.0502522795677404e-62,3.0088683914753191e-58,9.0369061634163319e-61,3.7528819176718184e-66,1.2713591295782771e-66,7.277646439605088e-29,3.9346211503528773e-41,6.2353468281759494e-24,5.9270872320868274e-44,4.3439342634985856e-50,2.6562648278558699e-26,5.5085200579591193e-74,2.341886233824129e-74,4.5380072479951209e-73,1.0526885395391307e-36,5.1641749936519365e-36,2.1179643398954926e-71,3.9075583067228456e-75,1.0878603347235349e-75,2.6738753719931505e-84,2.9763329020533749e-41,5.0382069174896527e-83,8.75669897166719e-32,2.5910176941546131e-29,2.8243709694587532e-40,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,8.3506664153708023e-36
6.5535e-11,0.0027841138579591156,2.6635056544252893e-19,2.6634626555513126e-19,2.592499510123859e-19,2.5920432532909357e-19,7.64049455646774e-24,8.4333524806926515e-20,1.4380058798823503e-22,9.7205372543785997e-23,3.9338216120416279e-20,5.0760181042171383e-22,9.675185385695126e-23,9.4172615063527143e-23,2.3072530382750944e-27,2.3783514188027302e-29,3.3100931495716006e-20,4.2713569933252236e-22,9.043491808915484e-28,8.8847125556211567e-21,1.5488920056353143e-23,9.3214247998634059e-30,1.1100976701455567e-27,5.3847159336117181e-34,4.1271978446758525e-35,9.8026256741293273e-25,1.658295907199557e-39,1.2392817960467602e-30,2.1356149032697167e-34,2.9928896709345618e-34,2.06924543150137e-21,1.082094369853488e-27,3.9179691198420557e-27,1.0118353242650052e-24,1.328441991379486e-44,1.9766525295861919e-39,1.0271479199876026e-34,1.9803567050428855e-41,3.0614342802964316e-28,1.9614518719143187e-34,2.7415168159801076e-36,2.0941776532602134e-27,2.1594796238915385e-29,2.1508200143899615e-45,9.1055404162193033e-28,1.7889902841887542e-34,2.1128451808847684e-47,8.3368089354211404e-35,2.0921727375002983e-27,2.1573103071199725e-29,1.2388184247605467e-30,1.4964441311831323e-35,7.515939611490126e-25,1.656488917672855e-43,2.1877897823984315e-41,8.0104933060860249e-45,3.0890597478349671e-30,3.1840639927215879e-32,1.8396881479470211e-36,1.4060204589818591e-37,4.6075627685214788e-51,3.9874115727088462e-53,1.4887847141530446e-58,4.151794258171079e-47,1.4424622781282283e-44,2.0089080916943769e-33,5.3263996041510184e-46,1.587205214259524e-54,3.3910057464121464e-64,2.2577985618183646e-61,4.7199515943473695e-60,3.8422242861919105e-56,5.7701303337110966e-59,1.3316725115870741e-63,9.0179936927982064e-64,2.911150026504741e-28,1.2542619615340631e-39,1.1986997127513134e-23,3.7789399669202068e-42,5.5696282519312438e-48,1.0596025100530106e-25,4.1218361874852503e-71,1.7956430386594305e-71,6.9578072438845748e-70,9.1190123295767232e-36,8.9847822532471871e-35,1.0860193790810504e-68,4.0072972265114582e-72,1.1156461541955053e-72,2.3122498480902558e-81,1.1894466304190012e-40,8.713157248015922e-80,7.0010455269068042e-31,2.0725505818848797e-28,2.2582606555342104e-39,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,0.0001,0.10889011,1.3318917986879898e-34
9.999999999999999e-11,0.0027841138579591156,4.0632427412421891e-19,4.0631319604443993e-19,3.9548737481804462e-19,3.9536984298879773e-19,1.9689455745436609e-23,1.2868752364180667e-19,3.7052731963713647e-22,2.5050234394921654e-22,5.9502270641817178e-20,1.296486072669156e-21,2.4932946782993606e-22,2.4267946410867049e-22,1.0687026270555758e-26,2.0906404499797634e-28,5.0069010169571031e-20,1.0910296092284582e-21,4.1920194831255677e-27,1.3542489319518505e-20,3.9881521951966869e-23,8.1996721713003007e-29,5.1737659033699342e-27,8.561139054096363e-33,1.2936808012782043e-33,2.5176214288411733e-24,1.4576957803111831e-38,1.0803886059892338e-29,3.6539623316024388e-33,5.078043541472319e-33,3.1581162072833626e-21,5.0180057717452031e-27,1.8082329132708579e-26,2.5986037653548541e-24,4.1703935799284117e-43,9.3888846225921763e-39,9.631151750461186e-34,1.6688269557775849e-40,1.4325625149303101e-27,1.7262497822410088e-33,4.7013968861792064e-35,9.6184294266695501e-27,1.8820421290949826e-28,3.4682897454986716e-44,4.2227808363232522e-27,3.0196270909883843e-33,6.7156269438284465e-46,1.4141989130888204e-33,9.611125184809832e-27,1.8804601951638901e-28,1.080045048741074e-29,7.3423983782859803e-35,1.9377831191645543e-24,2.8444227367348457e-42,7.4082533728789618e-40,5.3108567482844882e-43,1.432918765263695e-29,2.8030446201658693e-31,2.9276782978086763e-35,4.4114007632855224e-36,1.5606495878794292e-49,2.5163350937049681e-51,1.33515368472841e-56,1.3044587126146595e-45,8.9989283630423584e-43,1.7775835351551853e-32,4.8014836226720347e-45,1.4346411175541344e-53,3.1094690243239503e-63,2.8605971647310802e-59,6.0139022999741322e-58,2.586638017787576e-54,1.9561079858923575e-57,2.3407308255504203e-61,3.1662602973977246e-61,7.5042492775358991e-28,2.1540707098156304e-38,1.7374669285170231e-23,1.2801517257232179e-40,3.7461983764762937e-46,2.7192410174672488e-25,1.4880429906897803e-68,6.5635696369482368e-69,5.0835872875430358e-67,4.4027211636536519e-35,8.2726661760200687e-34,2.9051987007310247e-66,2.142024646945741e-69,5.9636733986211998e-70,1.1211154478330566e-78,3.0613934266339617e-40,8.4448780475877471e-77,3.2736641791324259e-30,9.6996800877173165e-28,1.0560850527445627e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,9.9999999999999991e-05,0.10889011,1.1767765207391203e-33
1.31071e-10,0.0027841138579591156,5.3251383171739425e-19,5.3249664293935687e-19,5.1830858459798433e-19,5.1812622770386143e-19,3.0551874811226596e-23,1.6867368635176057e-19,5.7492674743528009e-22,3.8870313311324193e-22,7.768063530261647e-20,2.0076836038541347e-21,3.868817395187396e-22,3.7656184642933345e-22,1.8241586958215488e-26,3.7609875768609265e-28,6.536612818713521e-20,1.689545427431755e-21,7.1559308123207882e-27,1.7741583526135495e-20,6.1872020530194469e-23,1.4751519408753257e-28,8.8372574360702005e-27,1.5793760573681543e-32,2.4227565167633591e-33,3.9035862390380943e-24,2.6223432306750031e-38,1.9426599510695939e-29,6.7555637979964645e-33,9.3862020611451962e-33,4.1397585654531665e-21,8.5663215462462197e-27,3.0851829494228268e-26,4.0291124620936539e-24,7.8103383589953067e-43,1.6071184444492337e-38,1.7387861543487293e-33,2.9947795460786614e-40,2.4480555498669311e-27,3.1056747023856609e-33,8.6926615242625491e-35,1.6401717598774628e-26,3.3840648145357728e-28,6.4011322760565777e-44,7.2088304152631861e-27,5.5806095843032621e-33,1.2579443090939042e-45,2.6139738884045916e-33,1.6389635891043827e-26,3.3812522992893732e-28,1.9420484429630507e-29,1.2612662252121253e-34,3.0071602649269484e-24,5.2593997318599609e-42,1.3889731942901655e-39,1.002650130510484e-42,2.446242467947875e-29,5.0430038298391178e-31,5.401196282625947e-35,8.2616252503866969e-36,2.9260732790790363e-49,4.7489223284866522e-51,2.525404079031673e-56,2.4430292237330048e-45,1.6981630484722818e-42,3.1990087401197344e-32,8.6499455820506856e-45,2.5849132441259832e-53,5.6070206883335921e-63,5.4191375365348473e-59,1.1393023791418109e-57,4.8839138727916412e-54,3.6675658136502013e-57,4.4389488297460372e-61,6.012587748969342e-61,1.1645035200321018e-27,3.9829409748380875e-38,2.2231781184504737e-23,2.4001702904359508e-40,7.0732719456432004e-46,4.2154437757399259e-25,2.8258324638231283e-68,1.2464592353938717e-68,9.6602869707687716e-67,7.5497766131431292e-35,1.4920668317788685e-33,5.5145122579380305e-66,4.0694970703644619e-69,1.1330006018728244e-69,2.1297425815800722e-78,4.7489970507510393e-40,1.6050277128038809e-76,5.5937881063969407e-30,1.657571493105751e-27,1.8045828618557182e-38,0.88130563799999995,0.0,0.0,0.0,0.0098911899999999994,9.9999999999999991e-05,0.10889011,2.117594807934297e-33
