Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129)
6.5766686710000005e-06,0.002784113857958902,7.5920629436799003e-16,6.3944028490518359e-16,6.1842932664922731e-16,5.6028089350166732e-16,3.6926167695191572e-15,2.2005390456324336e-14,2.094337669761146e-14,2.1231366393253916e-14,2.9385753611507763e-16,9.2129201520368805e-15,1.4386514568003816e-14,1.3660572991456179e-14,1.7507764541418832e-16,5.4464913678059873e-15,1.5290613652995052e-16,5.6779355179632133e-15,5.7831532402240304e-17,1.7299308216670857e-17,1.4357165878508526e-15,1.5787637887971993e-15,3.3683363687836612e-17,1.1341476624606456e-18,9.221200169182561e-15,1.0667122713555629e-15,3.7975726076654746e-25,2.9859367602676742e-16,4.7423781933156052e-15,6.3465928698268497e-15,1.0281372959903816e-16,1.4765107593493062e-15,9.0322673006902638e-18,8.1416265712770796e-16,2.9772846715894915e-24,5.6092073597649499e-17,1.3085276232537971e-16,7.3776476907348548e-18,4.0312339752055234e-15,2.4791902011399332e-19,3.5879677107004773e-16,3.4828912656461022e-17,1.2882210307633887e-15,9.5545628564844411e-20,9.6012352503208126e-16,2.0735262355364411e-18,6.9660199285316248e-18,3.1338931711260168e-16,2.8837670657388765e-17,9.0764064322262358e-16,1.3688055377659263e-15,2.3218395625477467e-23,1.7039190417305043e-15,3.7058233943103658e-24,3.3359473806511792e-17,8.372055731029408e-19,2.7507429304249011e-18,8.4363329477051493e-17,6.0753739376612622e-20,3.1394256898004541e-16,7.0296901348989633e-27,7.6170255716249938e-19,7.0277438561137029e-24,9.2967756762812903e-26,1.8647414552834319e-18,5.9140538773899735e-18,8.6416788225381915e-19,2.5898238903522321e-27,1.8511928002040999e-33,2.4770623551921231e-30,5.2374179554668555e-29,1.5540366491716565e-26,9.7533148213833409e-35,3.3188485820513085e-32,1.005557126642357e-27,4.8849751608972424e-18,1.206005987377218e-21,5.1363816365280664e-21,2.721897892736272e-19,5.0693203145132823e-19,8.293813481589175e-16,4.86341883211322e-35,2.172411249720776e-35,3.8110897288427755e-29,1.0531322317554173e-23,6.845359770672408e-18,9.7372230059981041e-31,6.6209611690104446e-30,4.6696907249491931e-30,7.8769141292601633e-39,2.0646312934332227e-31,1.348996855475493e-32,5.4222358335769658e-18,4.0823911375120434e-15,2.0503197557832051e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911899999220652,9.9999999999094845e-05,0.10889010999983864,4.1783819360773408e-19
8.724152319e-06,0.0027841138579588146,8.3048764327287478e-16,6.6621160061361125e-16,6.5617277511424704e-16,6.2323062046106756e-16,5.5497303488714527e-15,3.3949322174683572e-14,2.6222390552668879e-14,2.6572768532881285e-14,4.4564598824487095e-16,1.4059571867908213e-14,1.6563063552982825e-14,1.665011865897505e-14,2.1942605863309054e-16,6.8593677617276272e-15,2.2372364464319417e-16,8.361845723032188e-15,6.7662365483612871e-17,2.3402849786889017e-17,2.09571557902706e-15,1.8543337242074946e-15,4.2186060899312866e-17,1.332132408757245e-18,1.5131107596403501e-14,1.8046802554742552e-15,4.7827023599319759e-25,4.1879342988074718e-16,8.1731519890677387e-15,1.1866760687133097e-14,1.4758362127489545e-16,2.9054955386062256e-15,1.3311421048240051e-17,1.3177686310580881e-15,4.8854394502807263e-24,1.2232818966894928e-16,2.9241636451018358e-16,1.6090784277828256e-17,6.6736116281499087e-15,4.1052223484523959e-19,7.7912647300978001e-16,5.8697772981727604e-17,2.1919095800670542e-15,2.1467303655193672e-19,1.8186791716865151e-15,3.5298581180619535e-18,1.6090517928188442e-17,6.813839689288265e-16,4.6156528015685138e-17,1.4633113915137005e-15,2.937929588700259e-15,4.5689455133947574e-23,2.9149918742713171e-15,6.3867235462817389e-24,7.5627260125424702e-17,1.8984154691793639e-18,4.8699890182623089e-18,1.5077901884236256e-16,1.0858641333034593e-19,7.4190234444174045e-16,1.5936588465790544e-26,2.2822755372285376e-18,2.1057223378447898e-23,2.1969941073449949e-25,5.6749358995188328e-18,9.81566806186702e-18,2.4390709230801151e-18,7.3096494557890497e-27,7.7523254859975315e-33,1.2188315499374648e-29,2.5770568177427142e-28,7.8365647226433737e-26,4.7989708291945307e-34,1.6330383120674996e-31,5.9332061226140581e-27,9.7154296165480698e-18,2.0032218269079394e-21,7.4649375557010083e-21,5.9208893854273682e-19,1.4813164993819587e-18,1.6441174606658192e-15,2.8696204181867659e-34,1.2818135720163104e-34,2.6733507758420584e-28,1.9948580687020443e-23,1.6549484001806416e-17,4.5653052662646517e-30,3.342860492085261e-29,2.6543247803371994e-29,4.4773565633178044e-38,3.8901825531991999e-31,9.152531474419262e-32,1.0059763312214804e-17,6.7646718806587154e-15,3.7463039953623127e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911899998883994,9.9999999998792448e-05,0.10889010999977117,6.9265128333954311e-19
9.999999999999997e-06,0.0027841138579587227,8.6959262951892581e-16,6.784110119289947e-16,6.7620357835036382e-16,6.5700617377454836e-16,6.7771626600793493e-15,4.191056767129858e-14,2.9043725240569936e-14,2.9434492054778015e-14,5.4491256726078478e-16,1.723588264470437e-14,1.7521662777770756e-14,1.8193948149912654e-14,2.4226149790003368e-16,7.5865544297035881e-15,2.6947798388188902e-16,1.0099282707889335e-14,7.198073741666136e-17,2.7536579583581315e-17,2.5463905657247784e-15,1.9753154544348245e-15,4.6730251199189372e-17,1.4190522055501176e-18,1.9015898451118768e-14,2.3316320548607164e-15,5.2897341322482405e-25,4.9206154089268592e-16,1.0548310377803271e-14,1.6030713788338985e-14,1.756219982746636e-16,4.0462104963099673e-15,1.608236572200703e-17,1.6674725074760516e-15,6.1397369743186701e-24,1.7747308206535075e-16,4.3031967339501108e-16,2.3345192611485151e-17,8.4746696929194363e-15,5.2136245406943477e-19,1.1333844400116504e-15,7.5157657001703782e-17,2.8174505936282032e-15,3.1543497306442502e-19,2.488996867915268e-15,4.5381377025787763e-18,2.3912924816507811e-17,9.9249368511786352e-16,5.7752962822761599e-17,1.8362497249840325e-15,4.2559022902060441e-15,6.3627419587831131e-23,3.7501441547091287e-15,8.2427370608397789e-24,1.1192695817966841e-16,2.8098825120740123e-18,6.3521047723609979e-18,1.9739288798897628e-16,1.421582235643905e-19,1.118259791022982e-15,2.3585858713074548e-26,3.8784523806225843e-18,3.5784302453380777e-23,3.3115007656674141e-25,9.7500504370729821e-18,1.2485548897935895e-17,4.0371640741961008e-18,1.2098973498386047e-26,1.6167998281091859e-32,2.7670845915352159e-29,5.850631534624765e-28,1.7991754993426208e-25,1.094182030180805e-33,3.7074568537183509e-31,1.4848503726854585e-26,1.361623889577421e-17,2.5489036098403518e-21,9.0274976710552623e-21,8.6231566586388333e-19,2.4972932563617696e-18,2.298188373616042e-15,7.1815428088447843e-34,3.2078805216781083e-34,7.3799094694683005e-28,2.7301110061669466e-23,2.5606515949594184e-17,1.012740475797345e-29,7.6740063734535677e-29,6.5190020391083566e-29,1.0996350320097022e-37,5.3784020346184497e-31,2.4808357364498773e-31,1.3706839837192054e-17,8.593186483581151e-15,5.0673637923070588e-26,0.88130563799999995,0.0,0.0,0.0,0.009891189999866384,9.9999999998611074e-05,0.10889010999972799,8.8001698176464867e-19
1.0871635967e-05,0.0027841138579587227,8.9491810191748963e-16,6.8515726204098992e-16,6.8886267401864168e-16,6.7852802986130806e-16,7.6689059200382015e-15,4.7720341741185786e-14,3.0836213691315823e-14,3.1255997611455496e-14,6.1662411169559804e-16,1.9533101281024147e-14,1.8033198096712834e-14,1.9149109473175146e-14,2.5635690861499252e-16,8.0352609371952028e-15,3.0231395846385885e-16,1.1347506426424246e-14,7.4278585716250109e-17,3.057818165702854e-17,2.8793807974461043e-15,2.0396519776395569e-15,4.9617317521133604e-17,1.46527491758615e-18,2.1830045718136217e-14,2.7295706563679e-15,5.6025952802343059e-25,5.4291235426079863e-16,1.2315355548759464e-14,1.9254453009582596e-14,1.9539444608616468e-16,4.9505545381683509e-15,1.8073413890765331e-17,1.9280285839458998e-15,7.0483516427269474e-24,2.2191547660401582e-16,5.4249658839273482e-16,2.9191755430822632e-17,9.8041988451178026e-15,6.0318734778964004e-19,1.4202070112514203e-15,8.7379488931973591e-17,3.2828003378645716e-15,3.9712501158778922e-19,3.0156185445258892e-15,5.2882840471920775e-18,3.0286219217702631e-17,1.2446716586262408e-15,6.623560538212508e-17,2.1093801077989301e-15,5.3216304207277048e-15,7.7848406441496355e-23,4.370263625518573e-15,9.6235543339693002e-24,1.4152098482914284e-16,3.5530022667998194e-18,7.4602484719957845e-18,2.323052175086608e-16,1.673026169656236e-19,1.4277086596312816e-15,2.9822073330738875e-26,5.2658351306462127e-18,4.858495979322517e-23,4.2278711688706248e-25,1.3310410716612398e-17,1.4460367337902418e-17,5.4128439550917005e-18,1.6221747409402533e-26,2.4021575858175523e-32,4.2410865138914788e-29,8.967212163353523e-28,2.7682127079722866e-25,1.679755618262186e-33,5.6823913464647984e-31,2.3505402693708413e-26,1.6723040929147779e-17,2.9525797515403791e-21,1.0171781482961225e-20,1.0812879827385665e-18,3.3787085812336728e-18,2.8179048992983423e-15,1.1368489651728737e-33,5.0781229023095634e-34,1.2028771623638345e-27,3.307747780596645e-23,3.3204819235437887e-17,1.539657870808788e-29,1.1806580136898697e-28,1.0258610425156325e-28,1.7304375637286214e-37,6.5681110284381316e-31,4.0226773615134167e-31,1.6580677499922825e-17,9.9430803927772595e-15,6.1042233208559697e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911899998504801,9.9999999998486404e-05,0.10889010999969717,1.0183484128118965e-18
1.3019119615000002e-05,0.0027841138579586242,9.5364113916164857e-16,6.9896238751437402e-16,7.1740265842791568e-16,7.2720760682831312e-16,1.002197643825749e-14,6.3104478107291993e-14,3.4873254290413552e-14,3.5390443974220464e-14,8.0257191158691411e-16,2.5495726127966095e-14,1.9030187473431123e-14,2.1247801534803211e-14,2.8726340807366964e-16,9.0188162486312151e-15,3.8710387278193949e-16,1.4574114213597519e-14,7.8745547575521905e-17,3.8890311742292464e-17,3.8005962121151642e-15,2.1646516498364876e-15,5.6119532223747775e-17,1.5550809958940342e-18,2.905550338470239e-14,3.8360054109524934e-15,6.2883803952388613e-25,6.7030157206612333e-16,1.7047428502601571e-14,2.8566353588815459e-14,2.4565053234603744e-16,7.6744472333896986e-15,2.322099122006392e-17,2.63949982642599e-15,9.3812632515080412e-24,3.5864250831427296e-16,8.9542909873800537e-16,4.7179108796813388e-17,1.3332554039074609e-14,8.2034575036716707e-19,2.3154329315841239e-15,1.1994195687682478e-16,4.5248712904580239e-15,6.5075645823981728e-19,4.5811731684999783e-15,7.2906929146810165e-18,5.022365318435156e-17,2.0332795185976032e-15,8.8530964297779175e-17,2.8280521269553147e-15,8.6413210786306293e-15,1.2068215591218667e-22,6.0245036228454798e-15,1.3321325166264015e-23,2.347718939561667e-16,5.8947177264790653e-18,1.04346190599827e-17,3.2615649305556831e-16,2.3489611475336284e-19,2.4170688832621996e-15,4.9472413238865741e-26,1.0367471063761575e-17,9.5655184209149462e-23,7.1576619083800726e-25,2.6632021459808516e-17,1.9726029663583662e-17,1.0361669941596852e-17,3.1052880071479319e-26,6.153515555240925e-32,1.2004136026056892e-28,2.5381145980907088e-27,7.9257099545072227e-25,4.7890033681177894e-33,1.6083698569818881e-30,7.4171514252112691e-26,2.6196310043084542e-17,4.0290766558224865e-21,1.3188665148496169e-20,1.7664021161161524e-18,6.6199863560205325e-18,4.3903577440243505e-15,3.5873377110078109e-33,1.6024065751333873e-33,4.2257302175027417e-27,5.0249615214789128e-23,5.9144529111741668e-17,4.2468617626498874e-29,3.3762749579085178e-28,3.174767155627624e-28,5.3552420919563469e-37,1.0378073373889186e-30,1.3870138257830736e-30,2.5321088013659644e-17,1.3528895627892893e-14,9.2481754635626209e-26,0.88130563799999995,0.0,0.0,0.0,0.0098911899998082638,9.9999999998176621e-05,0.10889010999961686,1.3858304101770139e-18
1.5166603263000003e-05,0.00278411385795852,1.0074785047416984e-15,7.0923614187870032e-16,7.424294927733061e-16,7.7003163211881759e-16,1.2589140966975392e-14,7.9977591538834094e-14,3.8399148296455917e-14,3.9054401626310144e-14,1.0006270277866985e-15,3.1854027882431154e-14,1.9693441793954096e-14,2.3009093955406012e-14,3.1312471274753665e-16,9.841448527063478e-15,4.7694811962388062e-16,1.7997364667123985e-14,8.1699902387136185e-17,4.8383193579471674e-17,4.8689135878081427e-15,2.2472203855697195e-15,6.1798425443196553e-17,1.6144022428746203e-18,3.6651935073607563e-14,5.1194329152803082e-15,6.861961733381242e-25,8.0045888800024717e-16,2.2284123160150398e-14,3.9841190961013722e-14,2.9792835953103096e-16,1.111816123603345e-14,2.8683299187324613e-17,3.4482647565163576e-15,1.1833952687892846e-23,5.3492597889249513e-16,1.3615832760109522e-15,7.0370858753123708e-17,1.7192604182587951e-14,1.0579292263600912e-18,3.4880181528126758e-15,1.556935722025698e-16,5.8912691058075989e-15,9.8055200149585278e-19,6.5353406329413626e-15,9.4937544718167618e-18,7.6326840119947313e-17,3.067779453786175e-15,1.1265594855605271e-16,3.6066940209931912e-15,1.2980098028384088e-14,1.7483524264779258e-22,7.8455321322440544e-15,1.7413421170895931e-23,3.579269360313667e-16,8.9875571848536334e-18,1.3731002001021131e-17,4.3034043472654859e-16,3.0993184781411724e-19,3.7413193236844142e-15,7.5424315070098237e-26,1.817948495792403e-17,1.6773281355338626e-22,1.1079162484549192e-24,4.7371911849230214e-17,2.5524951962056377e-17,1.780079470269445e-17,5.3347187284850657e-26,1.3846130554219143e-31,2.8681690579770164e-28,6.0643613059807727e-27,1.9057059779901075e-24,1.1490796615866496e-32,3.8429108741378081e-30,1.9015849303533916e-25,3.8352168565394118e-17,5.2147560320094983e-21,1.6467038638826213e-20,2.6663176329935625e-18,1.1592502528852383e-17,6.3880613457498033e-15,9.1970991783676743e-33,4.1081977098447899e-33,1.1633929599305029e-26,7.1684341150462193e-23,9.6423965310737091e-17,1.0057611651189089e-28,8.1471131491918494e-28,8.067130343805213e-28,1.3607746529054542e-36,1.5667862758165325e-30,3.7797760099370928e-30,3.6581179183527772e-17,1.7458915937636205e-14,1.3296659914885264e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899997617334,9.9999999997863056e-05,0.10889010999953033,1.7886153442292496e-18
1.7314086911000004e-05,0.0027841138579584096,1.0573652451098987e-15,7.175242586363279e-16,7.646652522473333e-16,8.0789540358218721e-16,1.5348126777627089e-14,9.8224747336855099e-14,4.1491471165917121e-14,4.2337295834786191e-14,1.2076501702416442e-15,3.8505589417595868e-14,2.0156918288397906e-14,2.4503874255392225e-14,3.3501710042789437e-16,1.0537564373120025e-14,5.7053225504514997e-16,2.1566373819245211e-14,8.3748986153540643e-17,5.9104419895006922e-17,6.0948515959911695e-15,2.3043961290521016e-15,6.6778949594068327e-17,1.6554797037246673e-18,4.4471782325611761e-14,6.5739115580499675e-15,7.3473293380220248e-25,9.3275491732385537e-16,2.7930014272013132e-14,5.3121461767024321e-14,3.5174042994377191e-16,1.5324378316305867e-14,3.4378959690436313e-17,4.3498005007883699e-15,1.435877717737073e-23,7.5332937510113588e-16,1.9532517438965079e-15,9.9104330356864941e-17,2.13073810838223e-14,1.3111987148082021e-18,4.9637254463059876e-15,1.9384817477339859e-16,7.35141529389485e-15,1.3917617178408404e-18,8.8989695452628946e-15,1.1848123263747329e-17,1.0904022593926778e-16,4.3705741808103704e-15,1.3816705356618717e-16,4.4308158960110393e-15,1.8428398898275394e-14,2.4097884678300228e-22,9.7968300371427563e-15,2.1825274453260888e-23,5.1376802028593015e-16,1.2901420059186019e-17,1.7279092284919102e-17,5.4260256030423773e-16,3.9078600014861113e-19,5.4347144128325056e-15,1.0826399790550681e-25,2.9541503164145819e-17,2.7256472958679447e-22,1.6093810490689021e-24,7.8045290093687232e-17,3.175688914014691e-17,2.8455703733548295e-17,8.5278876033407922e-26,2.7074502787724279e-31,6.1543014830905879e-28,1.3012450588216339e-26,4.1260441481066558e-24,2.4848595868894594e-32,8.2458445420244803e-30,4.4554189653231808e-25,5.3459593944382997e-17,6.4890930837801312e-21,1.995174626238358e-20,3.802555157524688e-18,1.8854310453645527e-17,8.8396359086358758e-15,2.1548831292247909e-32,9.6255199855121225e-33,2.9615201808614947e-26,9.7610338451201767e-23,1.4790792547350663e-16,2.099265497205167e-28,1.7545389789944232e-27,1.8611838359582368e-27,3.1394696417283084e-36,2.3014642890518344e-30,9.4965978509355354e-30,5.0785096035852654e-17,2.1661264210942188e-14,1.8425145267909424e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899997108626,9.9999999997545615e-05,0.10889010999943774,2.2193315199704435e-18
2.1609054207000002e-05,0.0027841138579581723,1.1479333638630997e-15,7.3121957127968312e-16,8.0277046750252864e-16,8.7144435545620755e-16,2.1379442708933861e-14,1.3863440698496921e-13,4.661163133106123e-14,4.8015413827607278e-14,1.6402166480833172e-15,5.2415054325686002e-14,2.0751684122419193e-14,2.6889845045980688e-14,3.6980439291705776e-16,1.1642943007571987e-14,7.6518726105560191e-16,2.8996993482100296e-14,8.6333426584015887e-17,8.4353014886220907e-17,9.0474136409784811e-15,2.3762373315265885e-15,7.5025391660770584e-17,1.7070926456839303e-18,6.0498964064817285e-14,9.974896346374267e-15,8.1180559104215437e-25,1.2018489109637567e-15,4.0186213891568093e-14,8.5808961787171374e-14,4.6259245287510232e-16,2.6122897100109203e-14,4.6238928387115752e-17,6.4178184398324934e-15,1.9533535669187855e-23,1.3233297641697872e-15,3.5523650786871511e-15,1.7409565554197779e-16,3.0073007799308421e-14,1.8507507018777649e-18,8.8934054247259138e-15,2.7520478464999217e-16,1.0468760528894639e-14,2.4722027519962765e-18,1.4901707947001945e-14,1.6874909551412549e-17,1.9545146025720111e-16,7.8385312943859946e-15,1.9207247031371017e-16,6.1738148461589139e-15,3.2885306722998913e-14,4.1078772690741173e-22,1.3987158883152433e-14,3.1402603092658281e-23,9.307508440407783e-16,2.3374197368989309e-17,2.4932431435123232e-17,7.8501669405870246e-16,5.6537975273472207e-19,1.001768749132456e-14,1.9613289172692929e-25,6.6382314029729062e-17,6.1247780011382656e-22,2.9665360925620355e-24,1.7988727826966989e-16,4.5234809897518063e-17,6.2387003569654464e-17,1.8696756321285152e-25,8.3771900640475899e-31,2.2902781667581463e-27,4.8424881413894998e-26,1.5592756091636042e-23,9.379040193475336e-32,3.0686404445068831e-29,1.994656122389617e-24,9.3465158836496986e-17,9.2453851286735023e-21,2.7384096733773077e-20,6.8456076401809675e-18,4.259742947834111e-17,1.5176735286674731e-14,9.6472439271006312e-32,4.3092705559730633e-32,1.5900192751764301e-25,1.6345273329137608e-22,3.050397791211287e-16,7.3479135055132388e-28,6.4820852807288461e-27,8.0216785676671327e-27,1.3531067328286949e-35,4.7786792813725917e-30,4.9346209024393288e-29,8.9772664632212761e-17,3.0679153106900349e-14,3.2706920462830483e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899995961332,9.9999999996899146e-05,0.10889010999923453,3.1436567331012543e-18
2.5904021503000004e-05,0.0027841138579579147,1.2299004510679075e-15,7.4473314420307782e-16,8.3512827386399882e-16,9.2264662525357848e-16,2.800907752930175e-14,1.8403054907625475e-13,5.065339662282146e-14,5.2866436229841886e-14,2.0861060010633283e-15,6.6762047474532022e-14,2.1221914035026642e-14,2.8738637820275693e-14,3.9659432059934453e-16,1.2493402015142722e-14,9.6471069572056244e-16,3.6619448440328397e-14,8.8337964431182162e-17,1.1483189578758962e-16,1.2704366294516257e-14,2.4317202489496802e-15,8.1534824686080799e-17,1.7469525858187401e-18,7.6716171949986126e-14,1.3999080432192376e-14,8.711039468670577e-25,1.4743610769039217e-15,5.3366486939251411e-14,1.2680916515660866e-13,5.7588002372496382e-16,4.0220547802936065e-14,5.840653793277341e-17,8.8197738605071226e-15,2.4769648642641893e-23,2.0809132453536605e-15,5.7661254507932159e-15,2.7376753294251962e-16,3.9229418631407245e-14,2.4143718895395105e-18,1.4218593471035349e-14,3.6038389687381187e-16,1.3735646185972797e-14,3.9166755809752397e-18,2.2658685636765662e-14,2.2143082758304957e-17,3.1150857864347909e-16,1.25306919642093e-14,2.4805320814854303e-16,7.9852920473242166e-15,5.2388727740161896e-14,6.3247613736787801e-22,1.8418487871452045e-14,4.170202792822354e-23,1.4976496637963072e-15,3.7612797058932939e-17,3.305440073223433e-17,1.0424923267692094e-15,7.508218052686474e-19,1.6310924656252257e-14,3.155929015418972e-25,1.2798152249900227e-16,1.1808258452405131e-21,4.8301513545502468e-24,3.5418941791644559e-16,5.967176978701794e-17,1.1822976584453091e-16,3.5432269666934634e-25,2.1333096667465113e-30,6.5716163359444324e-27,1.3894807571358197e-25,4.5120152620319497e-23,2.7126298218298308e-31,8.8050278373150689e-29,6.5515514772439846e-24,1.4803555151921313e-16,1.2198024289640673e-20,3.5216990212807362e-20,1.1002610820547067e-17,8.2682490446854958e-17,2.3519164192344486e-14,3.1686875414126585e-31,1.4154024177540979e-31,5.9614620178839497e-25,2.4853690318172443e-22,5.5386744688784683e-16,2.0192138789093169e-27,1.8325266168641894e-26,2.5568837135290103e-26,4.3129820169581748e-35,9.5259056848403205e-30,1.8036751968621505e-28,1.4585449761324002e-16,4.0231314024061462e-14,5.3764102933346751e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899994641311,9.9999999996237186e-05,0.10889010999900767,4.1227819797882162e-18
3.0198988799000007e-05,0.002784113857957638,1.3061623652781779e-15,7.5962276946025723e-16,8.6383036345241209e-16,9.648903322145019e-16,3.5169191002623692e-14,2.3434420347161477e-13,5.3915068851143837e-14,5.7175277290063423e-14,2.5370352058919421e-15,8.1276274796135323e-14,2.1704597553445027e-14,3.0253428780884005e-14,4.1840591923242633e-16,1.31851467251792e-14,1.1652351018094766e-15,4.4283525497098463e-14,9.0378370347534988e-17,1.5063318881193161e-16,1.7090395837939282e-14,2.4880878501338904e-15,8.6787738336383355e-17,1.7874477783400996e-18,9.3011076710954499e-14,1.8612491694119337e-14,9.1933592935003222e-25,1.7482840192458791e-15,6.7193104277193276e-14,1.7621229668512547e-13,6.9019416197924148e-16,5.7664954760848702e-14,7.0641422959112464e-17,1.1538545069595845e-14,3.0030847908489707e-23,3.0353336666938489e-15,8.6563878846051947e-15,3.9933754481571297e-16,4.8505272451366077e-14,2.9853550595082092e-18,2.100001830700917e-14,4.4725480006070575e-16,1.7069092306488276e-14,5.7433951919183511e-18,3.2184414012936999e-14,2.751872722690428e-17,4.5871070838321457e-16,1.8493285024262475e-14,3.0473557831657857e-16,9.8202594240334443e-15,7.7123597962903001e-14,9.0679298192993411e-22,2.2979789521762962e-14,5.2506523830933398e-23,2.2206960412963244e-15,5.5773806820054947e-17,4.1431250765766773e-17,1.3081751184760755e-15,9.4217524283229795e-19,2.4386675523572817e-14,4.6795717601835491e-25,2.2177813796343672e-16,2.0462455607944906e-21,7.2216221020979528e-24,6.2424362227651906e-16,7.476676736638366e-17,2.0233527603763878e-16,6.0637843956946109e-25,4.6189210498362243e-30,1.5916479323705446e-26,3.3653276111462983e-25,1.1004899797301571e-22,6.6145567617786159e-31,2.1325845300875614e-28,1.7772745117661981e-23,2.1888095796349786e-16,1.5285368794387485e-20,4.3279448394197658e-20,1.6344559471848921e-17,1.441992400178159e-16,3.3924177754697663e-14,8.5958691498318631e-31,3.8396383736718323e-31,1.8135314370380807e-24,3.530220200502689e-22,9.1801442619449308e-16,4.6954973470350736e-27,4.3695748287229853e-26,6.7586750364725513e-26,1.1400611310032567e-34,1.8428419642218477e-29,5.3610353234769662e-28,2.2274468176732521e-16,5.0093343797143858e-14,8.3506819666319508e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911899993150108,9.9999999995559831e-05,0.1088901099987574,5.1336923531705227e-18
3.449395609500001e-05,0.002784113857957343,1.3782398459812072e-15,7.7570363971573782e-16,8.8990611356938103e-16,1.0003287996838063e-15,4.2823280722134623e-14,2.8962154508105146e-13,5.6586753533283597e-14,6.1095802002591324e-14,2.9893874547747884e-15,9.5839509421829048e-14,2.21862390398024e-14,3.1533357721128583e-14,4.367317696072601e-16,1.3765833034119451e-14,1.3650165220867644e-15,5.192120951154984e-14,9.2397885254415216e-17,1.9176502063024284e-16,2.221276598328129e-14,2.5437741366275281e-15,9.1090346030764724e-17,1.8274531963192721e-18,1.0944162820878509e-13,2.3787796720450636e-14,9.5982435155910551e-25,2.0226963722963025e-15,8.1525161074465441e-14,2.340366186620492e-13,8.048918357429786e-16,7.8424825687328326e-14,8.2834674747934502e-17,1.4562393735605251e-14,3.5335843963818584e-23,4.1943049995942662e-15,1.2276728806133516e-14,5.5182062968611318e-16,5.7742437702143507e-14,3.5539634284177621e-18,2.9253442044534669e-14,5.3486855697792418e-16,2.0432112210334216e-14,7.9673345778623679e-18,4.3450550769260365e-14,3.2942150253364306e-17,6.3827739024843731e-16,2.5735391868917693e-14,3.6146145523522717e-16,1.1657105851255436e-14,1.0712416401333366e-13,1.2332461834458822e-21,2.7615094638197954e-14,6.3705983919925093e-23,3.1015662115101507e-15,7.789935859242099e-17,4.9954715854293415e-17,1.5785895574579564e-15,1.1369367796734679e-18,3.4258454055810115e-14,6.5357894052944056e-25,3.5557147567660256e-16,3.2806980463605847e-21,1.0144950222839331e-23,1.0141654535409368e-15,9.0382204010444769e-17,3.2135138864134475e-16,9.6305774256299993e-25,9.1163011810671971e-30,3.4421301203242446e-26,7.2779258191510908e-25,2.3921770835390374e-22,1.4376385569138742e-30,4.6119758644168362e-28,4.2615271617016367e-23,3.0765272895722664e-16,1.847922857957609e-20,5.1481279059552054e-20,2.2913902782735846e-17,2.3241503326524053e-16,4.6402283954089257e-14,2.0611071230828721e-30,9.2066387051228228e-31,4.8416385016182638e-24,4.7659720496826057e-22,1.4210170378289561e-15,9.7702849983072059e-27,9.2627910738184655e-26,1.5809894084333513e-25,2.6668307592671356e-34,3.4816201660459411e-29,1.3995068111569566e-27,3.2425873709096398e-16,6.0145717136645737e-14,1.2411172906840088e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911899991489787,9.9999999994867365e-05,0.10889010999848385,6.1641292082621647e-18
