Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795)
0.0021359994450631335,0.0029626202031448378,1.1817581911136173e-08,1.6393532050316296e-08,6.7752750822801728e-09,4.657652795535279e-09,5.345625423869501e-06,2.8129368903478089e-05,1.8642492617903066e-07,3.766245330559654e-07,1.0700126130339593e-07,2.2674114555466266e-06,3.5526165108562087e-07,1.9175672959743845e-07,3.137866738912097e-09,6.5170749815521136e-08,3.9812821933202734e-08,1.0040560269701053e-06,2.0305218722910012e-09,2.1339754091459255e-08,1.9062430755562321e-06,3.7408826213598844e-08,3.5161573580428472e-10,2.9017449218086386e-11,6.7508718669773119e-06,6.5844073588181159e-06,5.9912155078246338e-18,8.8834132190278728e-08,2.2120906600947588e-06,9.8030861022681872e-05,2.9834806516917639e-08,1.4488013305236537e-05,1.8855950915383165e-09,3.7179117921888795e-06,3.5625184744186375e-15,4.4219521124159769e-07,1.873546241986318e-05,4.4656795891625207e-08,3.8917532742729925e-07,3.2520650335906364e-11,7.5219946694683806e-06,1.6652184860715479e-08,4.2143580434893826e-07,6.6217971931621857e-10,6.4520208664649096e-06,7.9946318302516188e-10,3.4731292895751287e-08,7.0438637523490405e-06,9.0393913150033736e-09,1.9249911725951584e-07,4.383815753174093e-05,3.4861160857627471e-13,8.1990288958340821e-07,2.8005452321789867e-15,1.5427146835333799e-07,3.0205819424364868e-09,2.3788045937021859e-09,5.0744716778885035e-08,3.9460295584750448e-11,9.6428448935545537e-06,4.8484928420514008e-17,6.7992521875570558e-07,9.2237485749377899e-12,4.6401303142150486e-15,7.6906172996274056e-06,1.9866948717943853e-06,6.603388894737013e-10,2.1764710376457334e-18,1.3506651231791264e-15,2.8705123185691138e-11,5.0248672640900124e-10,1.6047358414126052e-07,1.5601253125368627e-15,3.4460359515505373e-13,1.6704462295470611e-07,1.2796602418898302e-05,5.1355733628500745e-10,3.6297461073224381e-11,7.9364410604529409e-06,5.8301954748850565e-07,2.5195591892047783e-05,1.1654541642254611e-14,5.1110796965476089e-15,1.3328300823602169e-06,1.0815874160968555e-13,5.2046534967156211e-06,2.5396886699581716e-09,1.8655375595629784e-08,9.2774914663535614e-07,2.4020115890418194e-15,1.9828530631778884e-10,3.0070875011986873e-07,1.8876919451057135e-07,8.548494607638774e-07,1.0577977896847076e-16,0.88130563799999995,0.0,0.0,0.0,0.0097447930456893081,9.9859337817281493e-05,0.10868200296327034,1.1309557559713173e-10,4.7484091166303806e-13,4.7564073415325556e-15,2.9606834481834003e-07,2.8344724454567548e-08,2.3609921327476632e-07,3.9407409081928095e-08,1.2013624506431632e-08,1.0411578880651105e-09
0.002137779311028404,0.002962619807088715,1.1914558922842842e-08,1.6559790159834551e-08,6.8266075917985922e-09,4.6914068338484063e-09,5.4061555489050574e-06,2.8302604730545243e-05,1.8775461106364195e-07,3.7961481464322103e-07,1.0788377522803038e-07,2.2860632310882453e-06,3.5887306391690997e-07,1.9322090293857947e-07,3.161855499649351e-09,6.5667738554912187e-08,4.0131607717509978e-08,1.0120737080203251e-06,2.0512010033077245e-09,2.1493119337072458e-08,1.9197796652347857e-06,3.7789084010226767e-08,3.541147269630873e-10,2.9312445158318818e-11,6.8266943376796782e-06,6.6546538909535162e-06,6.0369042048422118e-18,8.9678272168615062e-08,2.2323280617484034e-06,9.9137363581612947e-05,3.009948318646379e-08,1.4636553047528158e-05,1.9006526168556013e-09,3.7587786425167584e-06,3.6025312277461451e-15,4.4437265567298022e-07,1.8956745015016452e-05,4.4875795426841933e-08,3.9252045508815361e-07,3.2800181207395861e-11,7.6151181465388973e-06,1.6788764529266806e-08,4.2488351094089543e-07,6.6542240090303825e-10,6.5166578838150342e-06,8.0600411123686333e-10,3.4900473301685756e-08,7.1195935984546562e-06,9.1115044742180608e-09,1.9403101329229126e-07,4.4291392438636844e-05,3.5218578894866152e-13,8.2720487612288489e-07,2.8261664527005787e-15,1.550367638415775e-07,3.0355054120922479e-09,2.4000421788567372e-09,5.1196794332768261e-08,3.9811894750488934e-11,9.7413261882096694e-06,4.872544792397593e-17,6.841382764073719e-07,9.2809021917282115e-12,4.6875195485290807e-15,7.7811771113530245e-06,2.0096792104438446e-06,6.6192980453748689e-10,2.1816711094779562e-18,1.3622386989476261e-15,2.8951452832091848e-11,5.067987572909958e-10,1.6185065614892002e-07,1.57351321861396e-15,3.4755381970669552e-13,1.6846654871667627e-07,1.3009302276669429e-05,5.1948285586926751e-10,3.6711501895834447e-11,8.0459637047582963e-06,5.8628480656424702e-07,2.5504032458878974e-05,1.1753748026180781e-14,5.1545864898763491e-15,1.3444538704005724e-06,1.0924228791563166e-13,5.2651269808426782e-06,2.5697750738762709e-09,1.8876330927694134e-08,9.4151843832186244e-07,2.4376613149208682e-15,2.0123108709400931e-10,3.0620360215924465e-07,1.91279946602322e-07,8.6331182660389127e-07,1.0735703994933791e-16,0.88130563799999995,0.0,0.0,0.0,0.0097432039653494208,9.9857716955938943e-05,0.10867981490171734,1.1421335431527853e-10,4.8192117150544828e-13,4.8273291999219979e-15,3.0149090650230005e-07,2.8650994676242188e-08,2.4162426226005703e-07,4.0328790638409986e-08,1.2294514192360599e-08,1.0655183069321128e-09
0.002139559176993674,0.002962619411401742,1.2012037941053188e-08,1.6727313006103381e-08,6.8781441885440416e-09,4.7252866519939483e-09,5.4672636489761957e-06,2.8475763220706017e-05,1.8908891779333775e-07,3.8261933195242193e-07,1.0877066547635888e-07,2.3048065324763509e-06,3.6251200630616467e-07,1.9469093263946988e-07,3.1859405133310384e-09,6.6166695789149844e-08,4.0451844708068028e-08,1.0201274597505063e-06,2.0720385003887275e-09,2.1646879833279845e-08,1.9333480823179888e-06,3.8172238267035987e-08,3.5662230287029187e-10,2.9609688640114385e-11,6.9032185363497964e-06,6.725502264284376e-06,6.0827738676590476e-18,9.0528156816648723e-08,2.2526880178741042e-06,0.00010025434190081451,3.0365703819061805e-08,1.4786239378478118e-05,1.915777896743413e-09,3.8000122991963548e-06,3.6429143007577024e-15,4.4656554826019969e-07,1.9180298863767274e-05,4.5096338456842963e-08,3.9588335847054086e-07,3.3081197510074323e-11,7.7092348771632021e-06,1.6926010914023382e-08,4.2834787355621764e-07,6.6868793616413315e-10,6.5817715643777369e-06,8.1257665180827696e-10,3.507083807163912e-08,7.1959752005007388e-06,9.1839431565475405e-09,1.9556975036231219e-07,4.4748302812108897e-05,3.5578755881879969e-13,8.3454956344625139e-07,2.8519428385893639e-15,1.5580804192053924e-07,3.0505448903931674e-09,2.4214048867983288e-09,5.1651514834408168e-08,4.0165550192449061e-11,9.8405653314977852e-06,4.8967847655104836e-17,6.8837381931209654e-07,9.338360839587191e-12,4.7352734621495958e-15,7.8726606906063997e-06,2.032867735495582e-06,6.6355130408161329e-10,2.1869713530099548e-18,1.3739256705352043e-15,2.9199956619724775e-11,5.1114884678313687e-10,1.6323986894761821e-07,1.587019157591405e-15,3.5052996498334191e-13,1.6990120883459704e-07,1.322484316038328e-05,5.2546078211368968e-10,3.7129065810251588e-11,8.1567491220216792e-06,5.8956597245560373e-07,2.5815697241678706e-05,1.1853842873795141e-14,5.1984829174664031e-15,1.3561766249701201e-06,1.1033382480814508e-13,5.3262055135933905e-06,2.6001007395431206e-09,1.9099033627597196e-08,9.5543408003692529e-07,2.4736899521481954e-15,2.0420825265336671e-10,3.1177983616364173e-07,1.9381340761304034e-07,8.7183447462239448e-07,1.0895122120000937e-16,0.88130563799999995,0.0,0.0,0.0,0.0097416008113677486,9.9856080118821653e-05,0.10867760820321418,1.1533907217498117e-10,4.8907738574117418e-13,4.8990118816210014e-15,3.0699415571434397e-07,2.895909163046947e-08,2.4726870891840621e-07,4.1270056145281082e-08,1.2581465643160367e-08,1.0904050560309664e-09
0.0021413390429589445,0.0029626190161362548,1.2110019539874424e-08,1.6896104860001751e-08,6.9298846320218153e-09,4.7592922287942782e-09,5.5289536515062288e-06,2.8648833106568345e-05,1.9042784288895149e-07,3.8563809389291415e-07,1.0966193196773131e-07,2.3236413409719713e-06,3.6617857166891787e-07,1.9616681043777586e-07,3.2101216469583926e-09,6.6667618308090423e-08,4.0773531531275593e-08,1.0282172400675937e-06,2.0930349145225326e-09,2.1801031103979794e-08,1.9469478924688836e-06,3.8558298727390664e-08,3.5913845665278819e-10,2.990918722996788e-11,6.9804486262372007e-06,6.7969557292105124e-06,6.1288242011629967e-18,9.1383804410923949e-08,2.2731706176070157e-06,0.00010138186675193585,3.0633469744216939e-08,1.4937076253809795e-05,1.9309708524699715e-09,3.8416148812725353e-06,3.6836698906462666e-15,4.4877399024487874e-07,1.940614148625763e-05,4.5318434952016707e-08,3.9926403855395402e-07,3.3363699326171272e-11,7.8043523431110068e-06,1.7063923928283893e-08,4.3182888685136733e-07,6.7197647317717579e-10,6.6473632403154356e-06,8.1918079487100592e-10,3.5242394786597866e-08,7.2730119029998612e-06,9.2567070630321014e-09,1.9711532082226049e-07,4.520890608249925e-05,3.5941701337366882e-13,8.4193699531946916e-07,2.8778745028832156e-15,1.5658537687896613e-07,3.065701813873374e-09,2.4428928634654028e-09,5.2108880957601295e-08,4.0521263998172027e-11,9.9405650366874112e-06,4.9212150961601849e-17,6.9263200682115524e-07,9.3961266802467844e-12,4.7833933607614614e-15,7.9650751325164184e-06,2.0562615120022491e-06,6.6520341431337759e-10,2.1923718176725417e-18,1.3857345915335711e-15,2.9450651211108751e-11,5.155372865652546e-10,1.6464130623134823e-07,1.6006439431434172e-15,3.5353222662286958e-13,1.7134869687148633e-07,1.3443249095931693e-05,5.3149138603655249e-10,3.7550168696427768e-11,8.2688085095825086e-06,5.9286350646981968e-07,2.6130609701547396e-05,1.1954832712898855e-14,5.2427718420740939e-15,1.3679992316784227e-06,1.1143337461937939e-13,5.3878935470214173e-06,2.6306678262778523e-09,1.9323499145325212e-08,9.6949701951010365e-07,2.5100999544732471e-15,2.0721700779109883e-10,3.174383153041106e-07,1.9636961156275114e-07,8.8041754308566423e-07,1.1056243462057407e-16,0.88130563799999995,0.0,0.0,0.0,0.0097399835021183337,9.9854427185524228e-05,0.10867538276182408,1.1647274716325433e-10,4.9631005670510258e-13,4.9714604184397416e-15,3.1257895620528355e-07,2.9269008450668536e-08,2.5303485848272749e-07,4.2231588609868121e-08,1.2874595621393292e-08,1.1158282949818378e-09
0.002143118908924215,0.00296261862134517,1.2208504292886147e-08,1.7066170056033175e-08,6.9818286790069196e-09,4.7934235492376684e-09,5.5912294935897874e-06,2.8821803205478664e-05,1.9177138316094967e-07,3.8867110960815928e-07,1.1055757467941715e-07,2.3425676342134455e-06,3.6987285260671343e-07,1.976485282391073e-07,3.2343987701620273e-09,6.7170502952276387e-08,4.1096666815826619e-08,1.0363430068129912e-06,2.1141907932022996e-09,2.1955568712733286e-08,1.9605786647007648e-06,3.8947275068087621e-08,3.6166318198956476e-10,3.0210948442856295e-11,7.0583887675234101e-06,6.8690175383486003e-06,6.1750549149035126e-18,9.2245233988324834e-08,2.2937759472857254e-06,0.00010252000910754787,3.0902784793648841e-08,1.508906759965774e-05,1.9462314051332809e-09,3.883588508750465e-06,3.7248001929889648e-15,4.509980822738614e-07,1.9634290459142044e-05,4.5542094819118442e-08,4.0266249631390494e-07,3.3647686737637914e-11,7.9004780379580805e-06,1.7202503483348934e-08,4.3532654544860187e-07,6.7528815908553604e-10,6.7134342290242916e-06,8.2581653045259187e-10,3.5415150976029651e-08,7.3507070447764475e-06,9.3297958966176826e-09,1.9866771705546631e-07,4.5673219673366989e-05,3.630742470883028e-13,8.4936721359597031e-07,2.9039615550831294e-15,1.5736884342468501e-07,3.0809776269347828e-09,2.4645062523620042e-09,5.2568895330510829e-08,4.0879038219872606e-11,1.0041328001504005e-05,4.9458381322880951e-17,6.9691299920021888e-07,9.4542018878432894e-12,4.8318805425710103e-15,8.0584275574904292e-06,2.0798616027309687e-06,6.6688616071866797e-10,2.1978727733873738e-18,1.3976063956592863e-15,2.9703539306554582e-11,5.1996412390819925e-10,1.6605505209752662e-07,1.6143883928665496e-15,3.565606359533153e-13,1.7280910655218751e-07,1.3664544098561174e-05,5.3757493801410511e-10,3.7974826396838354e-11,8.3821531230607707e-06,5.9617787412063718e-07,2.6448793324967403e-05,1.2056724082585328e-14,5.2874561314066621e-15,1.3799225826254799e-06,1.1254095943396982e-13,5.450195545516985e-06,2.661478516449272e-09,1.9549743335714703e-08,9.8370821531083319e-07,2.5468938037106186e-15,2.1025755967084671e-10,3.2317990836697062e-07,1.9894859101321108e-07,8.890611684611664e-07,1.1219078865379445e-16,0.88130563799999995,0.0,0.0,0.0,0.0097383519559048892,9.985275803511461e-05,0.1086731384713979,1.1761439702431843e-10,5.0361967126887567e-13,5.0446796872959968e-15,3.1824617740730091e-07,2.9580738212991541e-08,2.5892505410412932e-07,4.3213777320137443e-08,1.3174022804343949e-08,1.1417983504448418e-09
0.002144898774889485,0.002962618227081781,1.2307492779653644e-08,1.7237512970924719e-08,7.0339760987559164e-09,4.8276806104335511e-09,5.6540951220781215e-06,2.8994662421812794e-05,1.9311953570222327e-07,3.9171838846637951e-07,1.1145759362703709e-07,2.3615853959456467e-06,3.7359494106459291e-07,1.9913607809373932e-07,3.2587717553149498e-09,6.7675346615621746e-08,4.1421249190970706e-08,1.0445047179122922e-06,2.1355066797527746e-09,2.2110488256759159e-08,1.9742399714948408e-06,3.9339176882263743e-08,3.6419647311233952e-10,3.0514979728695169e-11,7.1370431171494311e-06,6.941690946517532e-06,6.2214657233338118e-18,9.311245830494016e-08,2.3145040904942846e-06,0.00010366884014769924,3.1173649753805314e-08,1.5242217312424787e-05,1.9615594760421275e-09,3.9259353025648299e-06,3.7663074016558213e-15,4.5323792439086001e-07,1.986476341523621e-05,4.5767327900898291e-08,4.0607873272656591e-07,3.3933159826443692e-11,7.9976194668483937e-06,1.734174948758591e-08,4.3884084376548079e-07,6.7862314008074018e-10,6.7799858331234678e-06,8.3248384821573749e-10,3.5589114117189045e-08,7.4290639588736692e-06,9.4032093614131482e-09,2.0022693145654144e-07,4.614126100148465e-05,3.6675935372249862e-13,8.5684026155248935e-07,2.9302041012049281e-15,1.5815851658369964e-07,3.0963737800338433e-09,2.4862451929772493e-09,5.3031560454915548e-08,4.1238874811027256e-11,1.0142856908114603e-05,4.9706562318356741e-17,7.0121695762466007e-07,9.5125886488543027e-12,4.8807362982990396e-15,8.1527251111074707e-06,2.1036690681239538e-06,6.6859957691972761e-10,2.2034741895255171e-18,1.4095810161936133e-15,2.9958643866371717e-11,5.2442976073271616e-10,1.6748119041194401e-07,1.6282533221051648e-15,3.5961546491293845e-13,1.7428253175465137e-07,1.3888752171176616e-05,5.4371170787955605e-10,3.8403054710654604e-11,8.4967942762652015e-06,5.9950954501965311e-07,2.6770271622736638e-05,1.2159523532626857e-14,5.3325386578567832e-15,1.3919475764097517e-06,1.1365660108882476e-13,5.5131159857056077e-06,2.6925350566870922e-09,1.9777782428511735e-08,9.9806863708164113e-07,2.5840740103444974e-15,2.1333011781613799e-10,3.2900548980121048e-07,2.015503770798365e-07,8.9776548542427177e-07,1.138363974728954e-16,0.88130563799999995,0.0,0.0,0.0,0.0097367060909548733,9.9851072546120522e-05,0.1086708752255616,1.18764039276856e-10,5.1100674183829109e-13,5.1186748208783121e-15,3.239966944744337e-07,2.989427394127112e-08,2.6494167701090347e-07,4.4217017861483138e-08,1.347986778913195e-08,1.1683257168432796e-09
0.0021466786408547555,0.0029626178334000216,1.2406985584955385e-08,1.7410137721074244e-08,7.0863266722751612e-09,4.8620634110030121e-09,5.7175544933868409e-06,2.9167399750918657e-05,1.9447229790186117e-07,3.9477994006487069e-07,1.1236198857727662e-07,2.3806946077983721e-06,3.7734492850690777e-07,2.0062945219750422e-07,3.283240477237998e-09,6.8182146238762833e-08,4.1747277282438526e-08,1.0527023311274549e-06,2.1569831138277561e-09,2.2265785371424523e-08,1.9879313889469646e-06,3.9734013685056337e-08,3.6673832481423478e-10,3.0821288476843493e-11,7.216415828521942e-06,7.0149792107153773e-06,6.2680563452015043e-18,9.3985494726566899e-08,2.3353551281287037e-06,0.00010482843124825048,3.1446063662292507e-08,1.539652925856687e-05,1.9769549862532949e-09,3.9686573845326484e-06,3.8081937086548874e-15,4.5549361603006035e-07,2.0097578042744314e-05,4.5994143974906332e-08,4.0951274877010354e-07,3.4220118674680389e-11,8.0957841461182343e-06,1.7481661847906862e-08,4.4237177617782217e-07,6.8198156139088784e-10,6.8470193403947988e-06,8.3918273780629116e-10,3.5764291634246557e-08,7.5080859723224643e-06,9.4769471626744236e-09,2.0179295643590376e-07,4.6613047476807983e-05,3.7047242631547837e-13,8.6435618103973242e-07,2.9566022438651226e-15,1.5895447173484036e-07,3.1118917301199087e-09,2.5081098235144629e-09,5.349687881366595e-08,4.1600775710336212e-11,1.0245154422988122e-05,4.9956717638323815e-17,7.0554404417008449e-07,9.571289161969898e-12,4.929961911113391e-15,8.2479749639464454e-06,2.1276849662323122e-06,6.7034369070139672e-10,2.2091759430927363e-18,1.4217207829618633e-15,3.0215992797015423e-11,5.2893468554453014e-10,1.6891980510864782e-07,1.6422395468671349e-15,3.6269704013396892e-13,1.7576906650715139e-07,1.4115897301235419e-05,5.4990196485918915e-10,3.8834869394724096e-11,8.6127433410436359e-06,6.0285899271012096e-07,2.7095068127344048e-05,1.2263237623283705e-14,5.3780222984166175e-15,1.404075118140224e-06,1.1478032117212801e-13,5.576659356285256e-06,2.7238397884569079e-09,2.0007633005815204e-08,1.0125792659188392e-06,2.621643114514034e-15,2.1643489423260548e-10,3.3491593979623656e-07,2.0417499941897247e-07,9.065306268591875e-07,1.1549938063796016e-16,0.88130563799999995,0.0,0.0,0.0,0.0097350458254329038,9.9849370596553891e-05,0.10866859291772743,1.1992169120522231e-10,5.1847180510385931e-13,5.1934511951314098e-15,3.298313883570293e-07,3.0209608615279397e-08,2.7108714714765939e-07,4.5241712204097575e-08,1.3792253119266737e-08,1.1954210592391311e-09
0.002148458506820026,0.002962617440354516,1.2506983289824236e-08,1.7584048547149733e-08,7.1388801698676732e-09,4.8965719526205752e-09,5.7816115733423311e-06,2.9340004281332132e-05,1.9582966741721337e-07,3.978557742254525e-07,1.1327075949253588e-07,2.3998952439384946e-06,3.8112290545981434e-07,2.0212864291262651e-07,3.307804813092168e-09,6.8690898806896056e-08,4.2074749719974869e-08,1.0609358040932786e-06,2.1786206319002772e-09,2.2421455739786032e-08,2.0016524968181994e-06,4.0131794933966108e-08,3.6928873239641555e-10,3.1129882032241849e-11,7.2965110512788372e-06,7.0888855901025567e-06,6.314826503355687e-18,9.4864362882512654e-08,2.3563291384491547e-06,0.00010599885398260623,3.1720031708484935e-08,1.5552007274496312e-05,1.9924178564574923e-09,4.0117568773145258e-06,3.8504613040088282e-15,4.5776525601073625e-07,2.0332752084591051e-05,4.6222552752769608e-08,4.1296454543167667e-07,3.4508563365318278e-11,8.194979602999087e-06,1.762224046940284e-08,4.4591933708833091e-07,6.8536356728064392e-10,6.9145360237726139e-06,8.4591318881685066e-10,3.5940690898052982e-08,7.5877764059692897e-06,9.5510090073737777e-09,2.0336578443046152e-07,4.7088596502468771e-05,3.7421355718352867e-13,8.7191501074270061e-07,2.983156082347529e-15,1.5975678466549426e-07,3.1275329417492282e-09,2.5301002806300628e-09,5.3964852880111278e-08,4.1964742849596277e-11,1.0348223196857887e-05,5.0208871101485114e-17,7.0989442180465235e-07,9.6303056379876915e-12,4.9795586566105253e-15,8.3441843114442519e-06,2.151910352660714e-06,6.7211853259166813e-10,2.2149784835648514e-18,1.4339171110608372e-15,3.0475578672222995e-11,5.3347876834879323e-10,1.7037098091251367e-07,1.6563478908493813e-15,3.6580527431546299e-13,1.7726880500106788e-07,1.4346003459243328e-05,5.5614597742988384e-10,3.9270286172109332e-11,8.7300117471536253e-06,6.0622669452859776e-07,2.7423206392024793e-05,1.2367872926200442e-14,5.4239099350677208e-15,1.4163061194474375e-06,1.1591214102320056e-13,5.6408301578924511e-06,2.7553950395608106e-09,2.023931208224598e-08,1.0272410947184909e-06,2.6596036869083155e-15,2.195721035278907e-10,3.4091214434977283e-07,2.0682248630136894e-07,9.1535672387598155e-07,1.1717984718041664e-16,0.88130563799999995,0.0,0.0,0.0,0.0097333710774405828,9.9847652063907746e-05,0.10866629144110167,1.2108736984496563e-10,5.2601535063794735e-13,5.2690137140261789e-15,3.3575114586859046e-07,3.0526735170467145e-08,2.7736392368445141e-07,4.6288268827418242e-08,1.4111303322705897e-08,1.2230952154496539e-09
0.002150238372785296,0.0029626170480003228,1.2607486480199094e-08,1.7759249705845132e-08,7.1916363716201502e-09,4.9312062478814614e-09,5.8462703372753599e-06,2.9512465195967042e-05,1.9719164216195133e-07,4.0094590096717722e-07,1.1418390622658169e-07,2.4191872823203287e-06,3.8492896177311236e-07,2.0363364273085804e-07,3.3324646424889623e-09,6.9201601352081522e-08,4.2403665127286463e-08,1.0692050943623507e-06,2.2004197662643826e-09,2.2577495080722925e-08,2.0154028785633784e-06,4.053253000298258e-08,3.7184769166131162e-10,3.1440767674851529e-11,7.3773329310966022e-06,7.1634133459700335e-06,6.3617759249502553e-18,9.5749078320272658e-08,2.3774261971232788e-06,0.00010718018012746753,3.1995555604270649e-08,1.5708655166395067e-05,2.0079480072683869e-09,4.0552359043744042e-06,3.8931123756528449e-15,4.6005294253374243e-07,2.0570303337873223e-05,4.6452563880454977e-08,4.1643412371684981e-07,3.4798493982804591e-11,8.2952133753657985e-06,1.7763485251229629e-08,4.4948352064624271e-07,6.8876930103580639e-10,6.9825371413540805e-06,8.5267519041120614e-10,3.6118319225694866e-08,7.6681385743463474e-06,9.6253946032241203e-09,2.0494540788128141e-07,4.7567925474735449e-05,3.779828379156995e-13,8.7951678990362113e-07,3.0098657126561244e-15,1.605655315842234e-07,3.1432988875143118e-09,2.5522166966603653e-09,5.4435485006205254e-08,4.233077806573289e-11,1.0452065864671358e-05,5.0463046658911811e-17,7.1426825438322081e-07,9.6896402997345914e-12,5.0295278027919893e-15,8.4413603737735328e-06,2.1763462805169607e-06,6.7392413556834794e-10,2.220881871551275e-18,1.4461815884867554e-15,3.0737418745154815e-11,5.3806231116309737e-10,1.7183480222956549e-07,1.6705791746485488e-15,3.6894037143727777e-13,1.7878184158670981e-07,1.4579094598073712e-05,5.6244401349450851e-10,3.9709320722530884e-11,8.8486109821493096e-06,6.096131314960633e-07,2.7754709990678495e-05,1.2473436024106353e-14,5.4702044546553179e-15,1.4286414984934559e-06,1.1705208173262445e-13,5.7056329029873365e-06,2.7872032118624415e-09,2.0472837040571255e-08,1.0420551284242814e-06,2.6979583294092537e-15,2.2274196288303798e-10,3.4699499532711579e-07,2.0949286470925027e-07,9.2424390583186259e-07,1.1887791417845252e-16,0.88130563799999995,0.0,0.0,0.0,0.0097316817650121897,9.9845916825144006e-05,0.10866397068867063,1.2226109201284488e-10,5.3363790394694171e-13,5.34536764147799e-15,3.4175685974300158e-07,3.0845646507220723e-08,2.8377450547387993e-07,4.7357102764062931e-08,1.4437144925189859e-08,1.2513591981451098e-09
0.0021520182387505665,0.0029626166563929187,1.270849574808701e-08,1.793574532498676e-08,7.2445950734267679e-09,4.9659663167759156e-09,5.9115347699805265e-06,2.9684771777073357e-05,1.9855822032176381e-07,4.0405033053324737e-07,1.1510142852574583e-07,2.4385707054633687e-06,3.8876318677135591e-07,2.0514444427428898e-07,3.3572198474579322e-09,6.9714250952499539e-08,4.2734022126988084e-08,1.0775101594901809e-06,2.2223810451441655e-09,2.273389915171553e-08,2.0291821216067808e-06,4.0936228181071256e-08,3.7441519893564489e-10,3.1753952618497601e-11,7.4588856094722857e-06,7.2385657417399067e-06,6.4089043413759547e-18,9.6639655252598979e-08,2.3986463772741551e-06,0.00010837248165949763,3.227263328035774e-08,1.5866476709976717e-05,2.0235453593878195e-09,4.0990965899510686e-06,3.936149109319699e-15,4.6235677317555638e-07,2.0810249653414314e-05,4.6684186937455649e-08,4.1992148463750204e-07,3.5089910612049765e-11,8.3964930114571277e-06,1.7905396092890706e-08,4.530643209091976e-07,6.9219890495656602e-10,7.051023936290464e-06,8.5946873164590171e-10,3.6297183880227275e-08,7.7491757855025938e-06,9.700103658831857e-09,2.0653181923633785e-07,4.8051051783012331e-05,3.8178035936801473e-13,8.8716155869176529e-07,3.0367312275763508e-15,1.6138078899297517e-07,3.1591910454539101e-09,2.5744592018602349e-09,5.4908777474980446e-08,4.2698883141677311e-11,1.0556685045547054e-05,5.0719268353877105e-17,7.1866570663966552e-07,9.7492953819625454e-12,5.0798706100436391e-15,8.5395103957095856e-06,2.2009938003645021e-06,6.7576053248828981e-10,2.2268858296903644e-18,1.4586281602330078e-15,3.1001551502741254e-11,5.4268598770324198e-10,1.7331135324079052e-07,1.6849342166731239e-15,3.7210278270937954e-13,1.8030827074675314e-07,1.4815194648659688e-05,5.6879634036014562e-10,4.0151988680765711e-11,8.9685525912605233e-06,6.1301878819340511e-07,2.808960251363328e-05,1.2579933508963203e-14,5.516908748075387e-15,1.441082179980503e-06,1.1820016414042374e-13,5.7710721157279412e-06,2.8192668021262505e-09,2.0708225616170939e-08,1.0570223843174621e-06,2.7367096758422071e-15,2.2594469211967868e-10,3.5316539052464955e-07,2.1218616018135554e-07,9.3319230030330973e-07,1.2059370719096603e-16,0.88130563799999995,0.0,0.0,0.0,0.009729977806118591,9.9844164756700892e-05,0.10866163055319975,1.234428743008966e-10,5.4134002853147729e-13,5.4225186219839432e-15,3.4784942868828624e-07,3.1166335490511354e-08,2.9032143124980486e-07,4.8448635622884199e-08,1.4769906457237509e-08,1.2802241957529022e-09
