Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795)
7.381975030000001e-07,0.002962680045379133,1.4948663883352465e-15,1.39033917276067e-15,1.336332602271399e-15,1.0005034704998167e-15,8.1623617287945612e-16,2.3630241809759203e-15,6.8167555018371561e-15,6.6299786779488764e-15,5.1723263168660268e-17,9.7811810150474562e-16,5.8334873744097212e-15,5.1886829812559194e-15,4.8736967899963223e-17,8.7801860733441708e-16,3.4727491646145487e-17,7.6882616778634479e-16,2.1468066035012105e-17,1.44117401938382e-17,2.926517101918968e-16,3.4899736217387404e-16,1.2774540412801901e-17,2.7048219917155248e-19,2.6758669768989675e-16,8.6491981788554528e-17,8.0717173094106875e-26,3.9382014763807846e-17,1.1296477657749964e-16,9.5216129054323954e-17,1.4988690548024946e-17,2.5935322457852425e-17,1.4240043149393249e-18,8.8288802079642014e-17,1.4120663706300271e-25,3.9854680959960117e-19,8.3785332531917937e-19,4.0266558118895824e-20,1.7769095897320916e-16,1.4753708952410726e-20,3.4783351833100861e-18,2.2146864811805401e-18,4.6700479499294933e-17,4.2333515397709214e-22,2.0661669408899024e-17,8.744365546069799e-20,1.3727795928750669e-20,2.0258290966438893e-18,2.3742993049979576e-18,4.3447748721015778e-17,1.7043376193141181e-17,6.2404992900218035e-25,4.5431105675647727e-17,1.4301316148483984e-25,1.8516775955417735e-19,3.6119097712385599e-21,7.4489958881607035e-20,1.3234382762368483e-18,1.0280469747362249e-21,9.0651010549835156e-19,5.8195109756818229e-29,2.4681745591208447e-22,3.3477365575904245e-27,4.3621043396886618e-28,1.4432225119270645e-21,3.1247111844173535e-19,1.0104701215458244e-21,3.3368082461990552e-30,1.743364966028653e-37,2.0685297397907704e-34,3.6209835205311734e-33,9.6383654445901379e-31,1.1608864867466194e-37,2.4875548302306483e-36,1.4822186196942105e-32,9.5105392053831846e-20,7.9557148056808675e-23,5.9380992952808142e-21,3.2272177498858787e-21,4.7185479316679768e-22,1.9136107972171148e-17,1.034123029417588e-39,4.5351168899704345e-40,1.6025751975836594e-34,3.4636003507083737e-25,3.8253924679826816e-20,4.7735306682983079e-35,1.011652048081041e-34,5.5442614617742215e-35,1.4354848392302912e-43,1.1073117102605486e-32,4.9778981507206792e-38,1.657973877493352e-19,1.6930098810409354e-16,1.0637102711156973e-34,0.88130563799999995,0.0,0.0,0.0,0.009891189999981842,9.999999999981481e-05,0.10889010999996745,2.2221136045885496e-20,4.7738185709865099e-31,4.7818595950882214e-33,1.2936025581695759e-27,4.5687887802378825e-21,8.3871992095848832e-31,1.4021329591137391e-31,4.2712029140805677e-32,1.4141696789525621e-32
9.999999999999997e-07,0.002962680045379113,1.5645988400601063e-15,1.4434375824579901e-15,1.3839922790116581e-15,1.0516141545322496e-15,1.2083127768141693e-15,3.5099998133236093e-15,9.4404328355478013e-15,9.3323818837083957e-15,7.4184440873593571e-17,1.4371341740531855e-15,8.0238234198891836e-15,7.0888969937108737e-15,7.5365968857668337e-17,1.4151012994069663e-15,4.8124667629401197e-17,1.0972063651475111e-15,3.2836659178687106e-17,1.6071783436966663e-17,4.1171416193682547e-16,5.5421727961354893e-16,1.7744471044836543e-17,4.2962324712336071e-19,5.7189500470795274e-16,1.446286046698201e-16,1.3009174930281183e-25,6.9415249936885982e-17,2.4408773811236965e-16,2.2352584229210849e-16,2.3575113621859001e-17,4.9369713828033071e-17,2.0373976085158372e-18,1.4207393815199755e-16,3.0179144444983287e-25,1.0973510843605522e-18,2.2609828949819013e-18,1.1090085977295672e-19,3.291639626139256e-16,2.7375310322510218e-20,8.476634582719769e-18,3.8132755053171598e-18,8.3843245185704863e-17,1.2188864583003491e-21,3.854368271759651e-17,1.5748565520900049e-19,4.3130702397643531e-20,4.6509905107202678e-18,3.9833125413224943e-18,7.5626211003577085e-17,3.7402924913492618e-17,1.1879259221333922e-24,8.8109997095524874e-17,3.0901459755910981e-25,5.1627925096224094e-19,1.0083460788862569e-20,1.5753072879408648e-19,2.9064400643178887e-18,2.2581600682466941e-21,2.5092567901928916e-18,1.6225787983468624e-28,9.6171935472611338e-22,1.3044802382009331e-26,1.207448267500537e-27,4.947133029141783e-21,5.8125944561370886e-19,3.4938104463044684e-21,1.1537379276652201e-29,7.2567901010515034e-37,7.7804543073572246e-34,1.3619771586572455e-32,3.5407891632103931e-30,2.9437615297432307e-37,9.3567837374428527e-36,6.6974139106469151e-32,1.8276436777641645e-19,1.487509867709146e-22,6.4000742426367338e-21,7.8611086937830203e-21,1.6490596633980015e-21,3.6498060687734459e-17,4.6726962648331149e-39,2.0491984905338826e-39,8.5632029338792941e-34,6.4612467545586298e-25,9.1743864254544703e-20,2.157168836228619e-34,5.2004114555737442e-34,2.9920304464832253e-34,7.7467441856864254e-43,2.186817204394263e-32,3.1387192632075677e-37,3.0709075945059705e-19,3.1935074445504455e-16,1.4854611620209023e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999750991,9.9999999999748944e-05,0.10889010999995333,4.2027492109026436e-20,6.6670339264194771e-31,6.6782638842915487e-33,2.413217706766016e-27,1.0688480371668686e-20,2.5123269163844624e-30,4.2002458570468658e-31,1.2796816866259293e-31,3.312722520437484e-32
1.006632959e-06,0.002962680045379113,1.5663655630614552e-15,1.4447828697586208e-15,1.3851997720088368e-15,1.0529090813398007e-15,1.2182463262209128e-15,3.5390592853704389e-15,9.5069056323436731e-15,9.4008492584304648e-15,7.475351134662479e-17,1.4487636841779685e-15,8.0793171961226779e-15,7.1370403146503978e-15,7.6040634201152161e-17,1.428708684809891e-15,4.8464094945912712e-17,1.1055261192005391e-15,3.3124690855518976e-17,1.6113841854652032e-17,4.14730696805336e-16,5.594166773043999e-16,1.7870387896252714e-17,4.336552027325596e-19,5.7960487969745784e-16,1.4610153881058927e-16,1.3134269054052941e-25,7.0176164060407092e-17,2.4740983487533295e-16,2.2677666333835701e-16,2.3792656971743085e-17,4.9963441385751399e-17,2.0529383791875857e-18,1.4343662417090658e-16,3.0585997876721102e-25,1.1150558051200121e-18,2.2970389303346157e-18,1.1269043180620222e-19,3.3300164267530322e-16,2.7695087885220851e-20,8.6032701777424186e-18,3.8537769351218904e-18,8.4784284498804212e-17,1.239042336278751e-21,3.8996736689476889e-17,1.5926022083741205e-19,4.3875646679397309e-20,4.7175009077847826e-18,4.0240780762172909e-18,7.6441476035229114e-17,3.7918749068984152e-17,1.2022121355438158e-24,8.9191298229766966e-17,3.1322036615199611e-25,5.2466820436072069e-19,1.0247422298237746e-20,1.5963462783427759e-19,2.9465465800218573e-18,2.289325889077725e-21,2.549863557388719e-18,1.648943867254244e-28,9.7983192064199857e-22,1.3290484683632584e-26,1.2269881457969026e-27,5.0359071816677428e-21,5.8806939576407117e-19,3.5567277016626993e-21,1.1745146780953682e-29,7.39647678582051e-37,7.9251701213846318e-34,1.3873098243314556e-32,3.6060781549541245e-30,2.9889319815067991e-37,9.5308207089204601e-36,6.8295447227601547e-32,1.8498527246072099e-19,1.5050406361511024e-22,6.4117787180330821e-21,7.9785117323084408e-21,1.6788850154413179e-21,3.6937938541620152e-17,4.7648821964631314e-39,2.0896263903924372e-39,8.7395555619793761e-34,6.5371943330618137e-25,9.3099071252862974e-20,2.1997282054235434e-34,5.30653675891936e-34,3.0537889459911685e-34,7.9066445875661377e-43,2.2141672708180527e-32,3.2056291550233674e-37,3.1067053104256271e-19,3.2315236549854397e-16,1.4961465313341975e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999749291,9.9999999999747277e-05,0.10889010999995297,4.252930072128815e-20,6.7149999312309508e-31,6.7263106830877824e-33,2.4415839808142709e-27,1.0843527263443012e-20,2.5547289817198982e-30,4.2711381072814482e-31,1.3012819572278679e-31,3.3608237543875315e-32
1.2750684150000002e-06,0.0029626800453790916,1.6244596889821663e-15,1.4868810675205009e-15,1.4227110093420125e-15,1.1016356877138411e-15,1.6502184860384741e-15,4.8824707646042219e-15,1.2148750780631097e-14,1.2125415180383836e-14,1.0075830056440924e-16,1.9820112538846609e-15,1.0207376594162294e-14,9.0014715998313585e-15,1.0436854514732474e-16,2.0098406568315972e-15,6.3274671116205197e-17,1.4695803904202742e-15,4.4929392903782949e-17,1.78687400482922e-17,5.408185619087554e-16,7.758891684566473e-16,2.2875207428079386e-17,6.0153570992783818e-19,1.0121200253543121e-15,2.1877885497727973e-16,1.8476676334189414e-25,1.0515094656169513e-16,4.3641679467478611e-16,4.2390506007171749e-16,3.3819721761514946e-17,8.2815402719670655e-17,2.7334025686627367e-18,2.0790744350887382e-16,5.3410009668717566e-25,2.3615671742840865e-18,4.8156745938566158e-18,2.3870898887309138e-19,5.3060938049696006e-16,4.4171954688444096e-20,1.6823293738393468e-17,5.9116393027872452e-18,1.3340660563381562e-16,2.7120610662937991e-21,6.3353559634550901e-17,2.5105694498203001e-19,1.017656055630792e-19,8.8934307938185262e-18,6.0088610730323969e-18,1.1672317438093561e-16,6.9506648294557646e-17,1.992693514803363e-24,1.4962990900672521e-16,5.5250286186277544e-25,1.1230708341755229e-18,2.1951885226259091e-20,2.850149035823881e-19,5.3911313384333608e-18,4.189160921549843e-21,5.5557273810339839e-18,3.5296226532593254e-28,2.6799928613142673e-21,3.635227189283685e-26,2.6734026057562444e-27,1.2863768103203984e-20,9.3935631018058219e-19,8.9494250363722878e-21,2.955309711842612e-29,2.5589860465035635e-36,2.4095606255450977e-33,4.217963017598042e-32,1.0594339458566475e-29,6.1855516397278803e-37,2.8977700737401841e-35,2.3063637938665828e-31,3.0898271960718959e-19,2.4112777788124229e-22,6.9115397915081834e-21,1.5590724535391737e-20,4.2625905269363688e-21,6.1391468054895982e-17,1.609120090768876e-38,7.056754887524691e-39,3.284143391696269e-33,1.0620246443357311e-24,1.8219982964372017e-19,7.924097997855587e-34,2.0309908603663201e-33,1.2056326938278223e-33,3.1215295377195993e-42,3.7135690210263944e-32,1.3896131794220716e-36,4.9742154644907905e-19,5.2074152330456326e-16,1.932683467820145e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999678428,9.9999999999679609e-05,0.10889010999993803,6.8640586711563602e-20,8.6745873171632089e-31,8.6891987999018278e-33,3.9245720956859929e-27,2.0587063687654592e-20,6.2688467711734045e-30,1.0480911941858445e-30,3.1934394142211695e-31,6.8843850205170879e-32
1.8119393270000002e-06,0.0029626800453790474,1.7308208369243708e-15,1.5604174778281443e-15,1.4892004471499666e-15,1.1956578194173223e-15,2.5808479221050435e-15,7.9586305352972897e-15,1.7316418543775899e-14,1.744841523789333e-14,1.5965126319270045e-16,3.1948589291328192e-15,1.4196891588174522e-14,1.2571413645968286e-14,1.6134477764733861e-16,3.1899036803620936e-15,9.535296030433176e-17,2.2603770635379753e-15,6.79655852235966e-17,2.1541814379640062e-17,8.031407622010249e-16,1.2020986105275624e-15,3.2665272110660779e-17,9.3208793893581838e-19,2.154732757830349e-15,3.9490555625544354e-16,2.9325119702756336e-25,1.8113865904952468e-16,9.4459350606868603e-16,9.8722467920367671e-16,5.590435270296453e-17,1.7240647609474016e-16,4.2123825549988262e-18,3.5808117577763751e-16,1.1370618064817479e-24,6.5420660208132958e-18,1.3235804446924408e-17,6.6141127534240204e-19,1.0215017417565355e-15,8.5123139276532791e-20,4.2549564715640709e-17,1.1032995180498348e-17,2.5601329410581077e-16,7.8415643590190302e-21,1.2755137695994168e-16,4.827413227214851e-19,3.15082272934179e-19,2.1640114054834081e-17,1.0711695585175666e-17,2.1319821375843659e-16,1.6391954295898261e-16,4.1484287182832799e-24,3.1128819345202091e-16,1.1958537716819444e-24,3.1620443203875003e-18,6.1857954348493593e-20,6.4169892972392531e-19,1.2485869215084895e-17,9.7034316426465502e-21,1.6381565594250522e-17,9.9377733108812263e-28,1.0471213027855381e-20,1.4203813906619543e-25,7.882770136507565e-27,4.7280238962599555e-20,1.8132282813441684e-18,3.1451232127646987e-20,1.0385934277822496e-28,1.8090239402604065e-35,1.4752885455421918e-32,2.5825095039997992e-31,6.19810286463275e-29,1.9051616437040975e-36,1.7742220554206443e-34,1.5857424405005175e-30,6.5013496836509436e-19,4.6690939464694103e-22,8.0249921490153796e-21,3.9390787113513782e-20,1.5190389720728638e-20,1.2842692113058301e-16,1.1063525054144877e-37,4.8518816297478536e-38,2.5459374490547784e-32,2.1382042869345507e-24,4.6947235416272702e-19,6.0117940317506889e-33,1.6794942205041732e-32,1.0411753853910073e-32,2.6957235625486336e-41,7.8692520330344306e-32,1.3537561622002773e-35,9.7100827897987818e-19,1.014718300791871e-15,2.8204310063037043e-34,0.88130563799999995,0.0,0.0,0.0,0.009891189999953259,9.9999999999543935e-05,0.10889010999990724,1.3397251869422056e-19,1.2659622630738176e-30,1.2680946510796414e-32,7.6917242019112463e-27,5.0084216798278666e-20,2.4620870374542734e-29,4.1165118820405868e-30,1.2543698703232846e-30,2.1452942295687836e-31
2.3488102390000003e-06,0.002962680045379003,1.8294764918594084e-15,1.6237787341821192e-15,1.5488655806900812e-15,1.2858686396046527e-15,3.6132611787176708e-15,1.1633957763586236e-14,2.2303979602535222e-14,2.2571203635387467e-14,2.290896478515361e-16,4.6328488823276238e-15,1.7788242178140857e-14,1.5922743588755685e-14,2.1757557787088597e-16,4.3652523633796001e-15,1.3120428324486481e-16,3.1474913220400037e-15,8.9597630763904858e-17,2.5486715834770208e-17,1.0822353813519883e-15,1.6059148225561606e-15,4.2114220105525979e-17,1.2452867555403579e-18,3.7190514749873933e-15,6.1937138164517621e-16,4.0130223643980554e-25,2.6407897975667293e-16,1.6555863857806404e-15,1.8269424368441304e-15,8.0590351944347275e-17,3.0286808738232515e-16,5.8727079965079272e-18,5.4103677056902381e-16,1.9625596187947827e-24,1.3839821772248142e-17,2.7930343525579061e-17,1.3994039842043005e-18,1.65839311824507e-15,1.382781511028675e-19,8.4998681668137797e-17,1.7743013834968063e-17,4.187708096026372e-16,1.7095774912966544e-20,2.1747314081425571e-16,7.9056905640961213e-19,7.178557990663418e-19,4.2271913140420451e-17,1.6513509665587397e-17,3.3348665996224579e-16,3.139360495998403e-16,7.287590677990666e-24,5.3723554346918499e-16,2.0959696798250299e-24,6.7784969455329691e-18,1.3267258425004059e-19,1.1717443523330013e-18,2.3224219238997005e-17,1.8050350334240531e-20,3.6664118975837428e-17,2.1303675586843708e-27,2.8211117368272586e-20,3.8267861470211885e-25,1.76426866885046e-26,1.2403066921931587e-19,2.9486117671459236e-18,7.9162011559696289e-20,2.614115372799561e-28,6.1336934667199327e-35,5.1620593094543581e-32,9.0362447367317471e-31,2.1914339676869014e-28,4.7306667161587055e-36,6.2081051298722552e-34,6.2043865741550766e-30,1.1514630610405631e-18,7.6067956646608482e-22,9.3310154700279389e-21,7.8630069714944656e-20,3.8643916250429439e-20,2.2659544051672949e-16,4.3287242360082861e-37,1.898351706618743e-37,1.095470832922892e-31,3.6456078526539089e-24,9.6189376769061162e-19,2.179193831941072e-32,6.6646178918273138e-32,4.3220653479383279e-32,1.1190304443653205e-40,1.3756887303058064e-31,6.2710459625089712e-35,1.6037270513937228e-18,1.6592312250960534e-15,3.7336323556039833e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999380038,9.9999999999407692e-05,0.10889010999987506,2.1927907180974248e-19,1.6758908847971861e-30,1.6787137569677612e-32,1.2732538043056714e-26,9.7195215593513813e-20,6.771458875754986e-29,1.1321897459902688e-29,3.4501910771495229e-30,5.1537568067428258e-31
3.4225520630000003e-06,0.0029626800453789104,2.0168900427546695e-15,1.7320773178526562e-15,1.660025526297199e-15,1.4564117140684793e-15,5.9876965701103392e-15,2.0776719047150107e-14,3.1724766409028169e-14,3.220439149256359e-14,3.9887667715223406e-16,8.1726178075159341e-15,2.3895059065706428e-14,2.2091982520153708e-14,3.2264573353584626e-16,6.5672518771906565e-15,2.1430509777200106e-16,5.2130017891391774e-15,1.2685432777559188e-16,3.4354204030112355e-17,1.7054396251693213e-15,2.3032225789886562e-15,5.9961903338731996e-17,1.7861238693522668e-18,8.0271063866817641e-15,1.2281917138947939e-15,6.0373436546884351e-25,4.40725455472668e-16,3.700366510680389e-15,4.49791768805573e-15,1.3545718471260187e-16,7.3597715437318296e-16,9.7415449826709551e-18,1.010781980784783e-15,4.2359390378436127e-24,4.3737330711132471e-17,8.8768852936421958e-17,4.4233192143672334e-18,3.3670508760380151e-15,2.8093894381738677e-19,2.4905889400117696e-16,3.6284833769742403e-17,8.7460138513990783e-16,5.6897700648021705e-20,4.982268937681209e-16,1.6534654490321141e-18,2.5599439184490732e-18,1.2091849818770959e-16,3.1263724528268102e-17,6.4202273208797078e-16,8.7273410222352204e-16,1.7709051800368818e-23,1.1913146071568818e-15,4.6846583458075688e-24,2.2117225336303465e-17,4.3320109815216797e-19,2.8174154296551775e-18,5.7214969574638141e-17,4.4473677843156146e-20,1.3185673052042205e-16,6.9510719084568485e-27,1.5076962777527015e-19,2.0452131314124879e-24,6.3449146957090899e-26,6.5650598207613344e-19,6.000185378157894e-18,3.689003092910918e-19,1.2181954946777721e-27,5.5756734433400636e-34,6.1298254868052016e-31,1.0730332465311226e-29,2.8031696444228334e-27,3.4865776623957441e-35,7.3721806343134571e-33,1.1671407774670346e-28,2.8393363479154778e-18,1.5512187103820664e-21,1.2547953848168553e-20,2.3023183810233273e-19,1.857924814046717e-19,5.554391540213337e-16,8.1430092019195018e-36,3.5710994536374907e-36,3.3974622950199473e-30,8.3520259725381495e-24,3.0903531523987329e-18,2.4458243525481056e-31,9.6725826351270374e-31,7.9720504910678897e-31,2.0640405059091923e-39,3.1355746739332436e-31,1.9681779554476415e-33,3.4265947723566037e-18,3.3942103433951985e-15,5.6775973209817992e-34,0.88130563799999995,0.0,0.0,0.0,0.0098911899999052331,9.9999999999133212e-05,0.10889010999980649,4.4906636383553677e-19,2.5485189380137087e-30,2.5528116657156527e-32,2.7286903167596245e-26,2.6967799508137474e-19,3.8878215587790019e-28,6.500787963310186e-29,1.9812856689925475e-29,2.4061064204831935e-30
4.496293887000001e-06,0.002962680045378813,2.1925109137299076e-15,1.8196654345643021e-15,1.7620214964504611e-15,1.6147699277509696e-15,8.7490167442682275e-15,3.2107365315986045e-14,4.0452425625564842e-14,4.1085562193927048e-14,6.0569753709528173e-16,1.2508284978873691e-14,2.8774235249843843e-14,2.7634598308139413e-14,4.1777446511265734e-16,8.5635859709673264e-15,3.1140822045364717e-16,7.6365175617983032e-15,1.5685797556588182e-16,4.4579867277808267e-17,2.4233405016247884e-15,2.8656783740226411e-15,7.6496397329217438e-17,2.2223722467987311e-18,1.3686749454425361e-14,2.048424672373715e-15,7.872594563345173e-25,6.2877696271252878e-16,6.5120778639130162e-15,8.5316551357036943e-15,1.9659614977113802e-16,1.4298261222973814e-15,1.4284049638345894e-17,1.6146336498174382e-15,7.2225574772457075e-24,9.8128121363139229e-17,2.0085499219600036e-16,9.9250888142336449e-18,5.6072378963056827e-15,4.6802995960017039e-19,5.3965734344547756e-16,6.1260617770933386e-17,1.4946676471286072e-15,1.3150526032586456e-19,9.2709315606717702e-16,2.8280226035983783e-18,6.1347696008595916e-18,2.5964128224232862e-16,4.980939584186039e-17,1.032436298526422e-15,1.8438594319014163e-15,3.4404439994274431e-23,2.0967134637053494e-15,8.2442809432105691e-24,5.0834198842405657e-17,9.9603239348579737e-19,5.2049553550425121e-18,1.0712647467342572e-16,8.3275383951889389e-20,3.2213325395373972e-16,1.5976333719367766e-26,4.6493276040082233e-19,6.3069543532666475e-24,1.5500976313304025e-25,2.0443353351357764e-18,1.0008671001791925e-17,1.0630211296175907e-18,3.5103456783411993e-27,2.3726189011520303e-33,2.9861039698597308e-30,5.2272108023279057e-29,1.4060153244858692e-26,1.5318891947609549e-34,3.5913408813121829e-32,6.7911501467080248e-28,5.576318219669802e-18,2.5905432170697782e-21,1.6506051291617443e-20,4.9884948293402767e-19,5.4670823303888152e-19,1.0861622910710499e-15,4.7381105125593999e-35,2.0778886885281493e-35,2.3418476757653224e-29,1.5541331937017925e-23,7.2768322790343936e-18,1.1418878652901354e-30,4.934242891446544e-30,4.5014494591489375e-30,1.1654668046043402e-38,5.8533540217624087e-31,1.3247197786293509e-32,6.0278646182844223e-18,5.6724988233612022e-15,7.8198269490205155e-34,0.88130563799999995,0.0,0.0,0.0,0.009891189999869418,9.9999999998855995e-05,0.1088901099997325,7.5094637539496728e-19,3.5101429667509071e-30,3.5160554548894561e-32,4.8140657372801743e-26,5.6337578291231872e-19,1.3009637070867224e-27,2.1753747638518974e-28,6.6303799898014799e-29,7.3847624062954673e-30
5.570035711000001e-06,0.002962680045378712,2.3575007552292943e-15,1.8906046232168008e-15,1.8561681543274388e-15,1.761839215892022e-15,1.1870186010325068e-14,4.5408004759546688e-14,4.8537053321090062e-14,4.9287698292967386e-14,8.4477773056270849e-16,1.7537609241528909e-14,3.2663207922976448e-14,3.2634802482268148e-14,5.033863397488792e-16,1.035945217996684e-14,4.2111447604960664e-16,1.0382471208131044e-14,1.8072654030368839e-16,5.6260124760828384e-17,3.2483172465247332e-15,3.3129519120141603e-15,9.1812611515408892e-17,2.5692830346330553e-18,2.0438821596470643e-14,3.0812897250804446e-15,9.5235532391309483e-25,8.2589413803400592e-16,1.0018125805408504e-14,1.4005084415776191e-14,2.6303669201585711e-16,2.4299314943778689e-15,1.9433225469609422e-17,2.3494600370685654e-15,1.0785655549289839e-23,1.8266407066353307e-16,3.7746012068465667e-16,1.8476640314658494e-17,8.3235857090248567e-15,6.9492329309726349e-19,9.8717028670160154e-16,9.2142089690656267e-17,2.2660036722675999e-15,2.4974070012672242e-19,1.5249019200934043e-15,4.2896987648842574e-18,1.1922778974963327e-17,4.733326367861121e-16,7.171339149259475e-17,1.4952157622983611e-15,3.3254276436481584e-15,5.8468975635979431e-23,3.2320006351311808e-15,1.2682932754243733e-23,9.6607361570732503e-17,1.8933305210271863e-18,8.2821393658057975e-18,1.718897015186909e-16,1.3362447027994885e-19,6.3950196453337416e-16,3.0362068981870486e-26,1.1008258674324138e-18,1.4933141564503347e-23,3.0772684296279324e-25,4.9097186966199302e-18,1.4878755130738158e-17,2.4067093360998458e-18,7.947520240615287e-27,7.5392343000349355e-33,1.0489738211374077e-29,1.8362413036089442e-28,5.0328839016809139e-26,5.1948267942562586e-34,1.2615911470253277e-31,2.7039502387116758e-27,9.563704742035996e-18,3.8538749189703858e-21,2.113013527771463e-20,9.128254341618479e-19,1.2596976443366378e-18,1.8557150642972596e-15,1.8865166906675653e-34,8.2732812614680616e-35,1.0544373094388878e-28,2.5562710142580336e-23,1.4391356098267865e-17,3.8837187738677404e-30,1.7733331721334239e-29,1.7474925170587164e-29,4.5244154093055821e-38,9.7603811427390961e-31,5.8327020295246667e-32,9.4796656896393694e-18,8.4356315403187431e-15,1.0214182703061259e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899998304787,9.9999999998575905e-05,0.10889010999965323,1.1171615454354113e-18,4.5849419612379797e-30,4.5926648418332314e-32,7.5994081024234152e-26,1.0033322751095835e-18,3.3671760563629848e-27,5.6304155129449559e-28,1.7161655266401238e-28,1.816910662140688e-29
6.643777535000002e-06,0.0029626800453786068,2.5127576681093093e-15,1.9482358390308491e-15,1.9432190225675823e-15,1.8985167488394682e-15,1.5325585134587088e-14,6.0487904773188576e-14,5.6028953406878704e-14,5.6881264057120237e-14,1.1117553196707654e-15,2.3166724287347814e-14,3.576422923964481e-14,3.7156210981008019e-14,5.8056775057745101e-16,1.1977628650474483e-14,5.4200859690656317e-16,1.3414815740901402e-14,1.997017453571059e-16,6.9480925703666728e-17,4.191561072480467e-15,3.6683131730388256e-15,1.0600584923437931e-16,2.8449047169177657e-18,2.8056531384812265e-14,4.3269291876507269e-15,1.1011159871264479e-24,1.0311188587938085e-15,1.4147274661588813e-14,2.0984380375621194e-14,3.3415186205836098e-16,3.7767718062527163e-15,2.5121243892911844e-17,3.2122017212381591e-15,1.4805554418890876e-23,3.0219141017319331e-16,6.3069828218747795e-16,3.056837834680079e-17,1.1462128253140977e-14,9.5710823667317869e-19,1.6195886556317504e-15,1.2829033634281407e-16,3.1725091567138884e-15,4.1919411040204929e-19,2.3105968715866741e-15,6.0079666552369132e-18,2.0338536104648008e-17,7.7581981847308348e-16,9.6584363354166755e-17,2.0219062283779316e-15,5.4083264844635942e-15,9.0876655293998986e-23,4.5746628442815997e-15,1.7910429508984405e-23,1.6282692032072049e-16,3.1916146994933298e-18,1.1984342783913285e-17,2.5012637099235443e-16,1.9444935445415633e-19,1.1141382253587111e-15,5.1173762688941672e-26,2.2188929258509477e-18,3.0100313992400315e-23,5.3612070115145752e-25,1.0050950765267483e-17,2.0518302710919105e-17,4.69476977195181e-18,1.5503234201041293e-26,1.9858338234572743e-32,3.0210252919977513e-29,5.2883412591209529e-28,1.4713284955419874e-25,1.479977208829914e-33,3.6333738529529639e-31,8.6465586491526784e-27,1.4989063917818895e-17,5.3172616632341872e-21,2.6347989091464879e-20,1.4984487127659264e-18,2.4963017280758886e-18,2.8974343847152289e-15,6.0326110540663391e-34,2.6455897277287499e-34,3.737411163318565e-28,3.8733723822432297e-23,2.5428586780650263e-17,1.0861484021638499e-29,5.1795402750724131e-29,5.4615196298776523e-29,1.4140356640443456e-37,1.5142034392510241e-30,2.0249332734376119e-31,1.386340956982168e-17,1.162773075317056e-14,1.2915303486681906e-33,0.88130563799999995,0.0,0.0,0.0,0.0098911899997883527,9.9999999998292779e-05,0.10889010999956882,1.5402975992970594e-18,5.7974430014447442e-30,5.8072082199539455e-32,1.1170836717291292e-25,1.6135693719381974e-18,7.4427856870501666e-27,1.2445553609461033e-27,3.7935274699495029e-28,3.8807065182653586e-29
