Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796),S(9410),S(9409),C7H13(795),S(9556),S(9341),S(9702)
2.1396360662629163e-05,0.0026735211407976724,6.6600210212973006e-13,2.2910427975315585e-13,4.1807447778488076e-13,4.5387362858070037e-13,3.2164859680397577e-11,5.4341421491195722e-11,5.254517724097462e-12,6.4451657744921948e-12,9.5429293999880261e-13,5.2470754853732525e-12,1.9613505540796106e-12,4.1284125810425124e-12,1.2024009486486458e-13,6.4866373130004222e-13,4.4086956584078253e-13,2.9156482614540618e-12,2.9454527321574468e-14,5.158576330545015e-13,1.1767271284007132e-11,1.4820360685438352e-13,1.9499526229817752e-14,1.567399566132431e-16,8.0878165410569427e-12,1.7439386108989619e-11,1.8944957302798914e-22,6.1821251565340282e-13,6.3919593481317336e-12,5.6098068858360095e-11,2.1127179093104513e-13,5.0291708045278741e-12,1.0735206031468372e-14,1.1400986671298555e-11,3.2108287413411174e-20,4.173984619208506e-12,8.2268136613222441e-12,2.0517862531166474e-13,2.4658013436246232e-12,7.2524050843035951e-16,1.3590269574983936e-11,7.8648014671575958e-14,5.2019810869987205e-13,3.0014299079472679e-15,2.8267131079249593e-12,1.9344294894385597e-15,3.6547087189694189e-14,1.0241042072393911e-12,5.3322435350919968e-14,2.9359997658105448e-13,2.3784354525424964e-11,7.0305742711097008e-19,1.7167381032714227e-12,5.8503531506734528e-20,2.1451894081082806e-12,2.1767879666974207e-14,2.0119786481278448e-14,1.1937271511783898e-13,1.2651167602539555e-16,4.5846513626036349e-12,3.5056471069973876e-21,2.977341090046292e-14,1.9727413495477845e-18,1.6200959372842449e-20,1.3688842064138728e-12,1.1741172626502058e-14,4.7829561162069407e-13,3.3889567077410637e-21,8.2529978771588235e-25,9.9365841378774567e-21,7.9880547300501761e-20,1.87660925327117e-17,1.3270518190065528e-24,1.0238583093985808e-22,4.5536534518106061e-18,1.1917527546514082e-13,7.9032719979938573e-18,5.6422424938116014e-17,2.8393363028201143e-14,2.4239975157987419e-13,1.280835970174509e-11,1.4556304385863952e-24,5.9089921614491661e-25,2.8683213402663605e-18,2.7394754309366729e-19,8.9117487469796428e-13,6.4534128373812802e-22,1.2658253565397119e-21,2.9066493549349321e-20,4.416957885912154e-28,3.7437793034501143e-23,2.5073900769283547e-21,5.252463751784808e-14,2.9980651670839454e-12,2.8002137263056003e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911898833417746,9.9999999899520173e-05,0.1088901098107314,1.1332490570170554e-15,5.3554738006043553e-25,9.8770720009428401e-27,4.6449556240634482e-20,2.2715807360044754e-14,6.5281447909285867e-20,5.0595658714527258e-21,1.6197689523804401e-21,5.2267538043244976e-22,9.9152722119346749e-22,1.705331692297985e-21,9.4407199657660619e-21
2.3370865467581273e-05,0.0026735211408122047,7.0695444328178868e-13,2.4316958560182878e-13,4.490551509992849e-13,4.8114375635938621e-13,3.7298954529382855e-11,6.4029124812963364e-11,5.5772391449506933e-12,6.8562248132983666e-12,1.0547298969159601e-12,5.7997999654236585e-12,2.0825092279800891e-12,4.4481285749258198e-12,1.2957870858657705e-13,6.99074656385922e-13,4.8588434332241056e-13,3.2136640835042994e-12,3.1275289654575817e-14,6.0187398989225633e-13,1.3773732107875216e-11,1.5736594011751868e-13,2.0697286343987931e-14,1.6643004064647488e-16,8.9561136629626597e-12,2.0844212834606805e-11,2.0417265337412346e-22,6.8371020246042797e-13,7.2905911892686501e-12,6.7986150268498229e-11,2.3364181936264134e-13,5.9596408284909178e-12,1.1832743555130979e-14,1.36293232685443e-11,3.5555390041547864e-20,5.1438926094497817e-12,1.0213514426988529e-11,2.5285636712967134e-13,2.6471304562718257e-12,7.7857594665080047e-16,1.6205711524599548e-11,8.6997139764395311e-14,5.7547683287625655e-13,3.6997316822999125e-15,3.3399978105815539e-12,2.1400266515715928e-15,4.5067592781932222e-14,1.2448513872169809e-12,5.8808319921735245e-14,3.238310381018951e-13,2.890190860134247e-11,8.3313333931584816e-19,1.9066187645618166e-12,6.6728417479700113e-20,2.6579422841703916e-12,2.6971156553874856e-14,2.2356923277252897e-14,1.326583689548617e-13,1.4059198900484097e-16,5.4823008648138163e-12,4.3435827370986969e-21,4.0273705457235989e-14,2.668476648414592e-18,1.9373018060769115e-20,1.8151591442683975e-12,1.2980669523195896e-14,6.4638914873775121e-13,4.5799810673999024e-21,1.3141845028092629e-24,1.6748992388069707e-20,1.346457357012087e-19,3.1676273102903301e-17,2.2399895250741067e-24,1.7258077554992091e-22,8.1033048776221586e-18,1.5288436323398655e-13,8.7376717206136714e-18,6.2289101633305553e-17,3.4227420611715039e-14,3.2995238473805654e-13,1.5568237993147961e-11,2.5903195820844958e-24,1.0515154084703654e-24,5.611864818851444e-18,3.2369192663211825e-19,1.1641174196209394e-12,1.0393126234189583e-21,2.0453559608173071e-21,5.0851422710613469e-20,7.7274050876708672e-28,6.2966626330883393e-23,4.8054454676325739e-21,6.2188557303311249e-14,3.2343750499818971e-12,3.7051366774210882e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911898630958551,9.999999989839286e-05,0.10889010977941803,1.2225801855294629e-15,7.0861632492108518e-25,1.3068973395972424e-26,6.5924896476107666e-20,2.7057249992392106e-14,9.6172429700945079e-20,7.453742183722376e-21,2.3862450045701805e-21,7.6963476752669805e-22,1.4601326756699857e-21,2.5161059902056531e-21,1.3933794600946047e-20
2.5345370272533384e-05,0.0026735211408288385,7.4797607013413616e-13,2.5787525617582491e-13,4.8039715988034236e-13,5.0874021805084703e-13,4.2782346590678557e-11,7.4531984126971896e-11,5.9031534214359711e-12,7.2664483847217401e-12,1.156782485412857e-12,6.3613972220629393e-12,2.2093725530944683e-12,4.7708068012147855e-12,1.3900241701708577e-13,7.4994325928188482e-13,5.315048763604222e-13,3.5156763861500757e-12,3.3182108931117148e-14,6.9325470638637241e-13,1.5907739830332138e-11,1.669615761976977e-13,2.1906883443079509e-14,1.7657838870546855e-16,9.8459199358127108e-12,2.4556781467355563e-11,2.1902940369672913e-22,7.5051493319963312e-13,8.2211814815539761e-12,8.1082252685843364e-11,2.5641195141624663e-13,6.9479920564759261e-12,1.29449877211671e-14,1.6058945296188396e-11,3.9087883083416031e-20,6.2280666672483647e-12,1.2454915014012386e-11,3.0615112844399713e-13,2.8264718700368352e-12,8.3132641464409051e-16,1.9019273406290162e-11,9.5477826857641209e-14,6.3162450799388824e-13,4.4803936599818857e-15,3.8834157019152208e-12,2.3488543399055094e-15,5.4594925577228773e-14,1.4877956053542279e-12,6.4366195813835842e-14,3.5445772010236627e-13,3.4532917146915716e-11,9.7130080907999781e-19,2.0996034885294441e-12,7.5245808800397577e-20,3.2311801775915569e-12,3.2788244833893256e-14,2.4630223350640912e-14,1.4615835428731057e-13,1.5489944907329614e-16,6.4404006772755903e-12,5.2803623787095341e-21,5.3100186479920767e-14,3.5183422354602749e-18,2.2758692343955405e-20,2.3438065675862471e-12,1.4286114719450373e-14,8.515979045168655e-13,6.0339847809306511e-21,2.0154006405475417e-24,2.7013593713045592e-20,2.1716322521223706e-19,5.114911807616884e-17,3.6170012544133757e-24,2.7834727943374388e-22,1.3708299182886967e-17,1.9234052161434303e-13,9.6164602969165989e-18,6.8301449408061684e-17,4.066282509004662e-14,4.3734036874592225e-13,1.8607655752861896e-11,4.3820240677474872e-24,1.7788406964852953e-24,1.0356590986893545e-17,3.7635663309374483e-19,1.4838811782339331e-12,1.6091329986491559e-21,3.1755896289954804e-21,8.4884399516055543e-20,1.2899070482971602e-27,1.0224112141395994e-22,8.7211174929322433e-21,7.2513428859749095e-14,3.4657425119241676e-12,4.841335904700654e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911898411861831,9.9999999900153428e-05,0.10889010974566164,1.3100423501240362e-15,9.2591749410971891e-25,1.7076647364478349e-26,9.1517803401444538e-20,3.1706511911212703e-14,1.3710952638280431e-19,1.0626534591231098e-20,3.4019899793856727e-21,1.096816562445588e-21,2.0809934432948801e-21,3.5916440540022523e-21,1.9895428618596847e-20
2.7319875077485494e-05,0.002673521140847627,7.8930786575550428e-13,2.7321345250502412e-13,5.122135436237332e-13,5.367814021972335e-13,4.8619980151116157e-11,8.5870173306871754e-11,6.2337727736114319e-12,7.6784772214837023e-12,1.2608025050500229e-12,6.9338052712343071e-12,2.3418378187561657e-12,5.0976374079544824e-12,1.4854602651735399e-13,8.0145747933851027e-13,5.7790788156945115e-13,3.8228566448175396e-12,3.5173378537241332e-14,7.8992374049679798e-13,1.8167255667649993e-11,1.7698238184371179e-13,2.313393221189087e-14,1.8717639849589289e-16,1.0759788232173612e-11,2.8582290667960307e-11,2.3407471380697479e-22,8.18818415732087e-13,9.1822069452614815e-12,9.5412010616974484e-11,2.796545168742727e-13,7.9917377579184558e-12,1.4076254151467001e-14,1.8692741285293208e-11,4.2715901334567335e-20,7.4291337124843248e-12,1.4960676344560028e-11,3.6519204245080844e-13,3.0054038084803064e-12,8.8395618585655569e-16,2.2029563511295775e-11,1.0411961539509067e-13,6.8883693828374593e-13,5.3453107548802414e-15,4.4555399971518368e-12,2.5616409503517596e-15,6.5152280803829735e-14,1.7533037486971137e-12,7.0017801328467178e-14,3.8559993728750542e-13,4.0685833061813193e-11,1.1172122014253521e-18,2.2963354888054317e-12,8.4041763382671505e-20,3.8654220198370155e-12,3.9224411331754195e-14,2.694730544650189e-14,1.5991795922096601e-13,1.6948205359441355e-16,7.4562392540330529e-12,6.3168340644519819e-21,6.8515460897581278e-14,4.5397381598144754e-18,2.6348400327689654e-20,2.9600667120375681e-12,1.5666168861457162e-14,1.0980964517971223e-12,7.7805467247487707e-21,2.99410679067047e-24,4.1977641461568509e-20,3.3745972925748296e-19,7.9562336200949372e-17,5.6262247990640417e-24,4.3253718798081989e-22,2.2222786167089866e-17,2.3801167736946247e-13,1.0545469814091593e-17,7.4479050922543668e-17,4.7733247717832562e-14,5.6678335497881752e-13,2.1931573979596307e-11,7.1037832853860409e-24,2.8837128130679359e-24,1.8194174501585289e-17,4.3180338725511105e-19,1.8530699034649669e-12,2.4098172707286192e-21,4.7670169509711633e-21,1.3618111771077163e-19,2.0694140742940668e-27,1.6080986180345173e-22,1.5114287635242398e-20,8.3484342338498626e-14,3.6941579232916314e-12,6.2657738861867443e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911898175799741,9.9999999905087564e-05,0.10889010970940817,1.3963880251255921e-15,1.1983451135226552e-24,2.2101015538381467e-26,1.2478514140741459e-19,3.6655705549856803e-14,1.9019087650435732e-19,1.4740557882531842e-20,4.7190641685213955e-21,1.5209626444594994e-21,2.8858896280510981e-21,4.9874219389394401e-21,2.7633546169295791e-20
2.9294379882437604e-05,0.0026735211408686265,8.3115505705985863e-13,2.8918171633260704e-13,5.44611056967815e-13,5.6536871585116565e-13,5.4818150035744474e-11,9.8066433307944614e-11,6.570374052310254e-12,8.0945531917807242e-12,1.3671120763097852e-12,7.5187987200741838e-12,2.4798556410619954e-12,5.429761904568079e-12,1.582429514518752e-13,8.5379777527259154e-13,6.2525367345765499e-13,4.1362676590502909e-12,3.7248307975615199e-14,8.9184502677322758e-13,2.0551218954386833e-11,1.8742434199180739e-13,2.4383173103687564e-14,1.9821982325167119e-16,1.1699999511353721e-11,3.2927006884004974e-11,2.4936128871239598e-22,8.8879803337100235e-13,1.0172668346345257e-11,1.1100440303307073e-10,3.0343608660397718e-13,9.089053121249167e-12,1.5230458163003637e-14,2.1534338060639466e-11,4.6448500106478479e-20,8.7496306105244973e-12,1.7740451565558006e-11,4.3010381533710847e-13,3.185199794933844e-12,9.3683989597696269e-16,2.5236637338190417e-11,1.1294956768405615e-13,7.4729351961737688e-13,6.2963126351803607e-15,5.0553365434803847e-12,2.7790538467424791e-15,7.6762049209488939e-14,2.0418197444215555e-12,7.5782865215477875e-14,4.173665240182926e-13,4.7370897961786384e-11,1.2706124149796426e-18,2.4974101464257163e-12,9.31071355607032e-20,4.561059837588715e-12,4.6283634815985334e-14,2.9315226569383585e-14,1.7397913778439103e-13,1.8438426645153732e-16,8.5277735962699932e-12,7.4536384404174446e-21,8.6788010348479905e-14,5.7504537229255759e-18,3.0134922588108865e-20,3.6689696897755849e-12,1.7128126857157117e-14,1.3901512802353416e-12,9.8498970504995175e-21,4.3287925342473975e-24,6.3190808374909512e-20,5.0799312137514466e-19,1.1987157843128984e-16,8.476666673326299e-24,6.5111853600507477e-22,3.4740627457597891e-17,2.9037775742635179e-13,1.1529612543300969e-17,8.0840073337189874e-17,5.5476272611789277e-14,7.2051761978486382e-13,2.5545871389442422e-11,1.1105263436388759e-23,4.5080754143814771e-24,3.064659791718258e-17,4.8993196536706316e-19,2.2741786768153423e-12,3.5075979590077492e-21,6.9528110774347904e-21,2.1117857672779846e-19,3.2090784637584599e-27,2.45790717087932e-22,2.5179977572819008e-20,9.5091929289162835e-14,3.921364390149091e-12,8.0493284782859407e-28,0.88130563799999995,0.0,0.0,0.0,0.0098911897922392775,9.999999991346922e-05,0.10889010967059619,1.4822762102500115e-15,1.5394547718743954e-24,2.8392082923277277e-26,1.6766747379263524e-19,4.1899620127424597e-14,2.5777777206319986e-19,1.9978822387886311e-20,6.3960574049466706e-21,2.0609142839675636e-21,3.9105868099610589e-21,6.7658844134407792e-21,3.7494764696036758e-20
3.126888468738972e-05,0.0026735211408918974,8.7369456369905655e-13,3.0578319197976388e-13,5.7768969019461219e-13,5.9459259789740592e-13,6.1384344382941131e-11,1.1114583698514937e-10,6.9140881099843194e-12,8.5166054225991141e-12,1.4760026535170525e-12,8.1179831058510951e-12,2.6234400324392343e-12,5.7682682296263777e-12,1.6812507330589851e-13,9.071363685193162e-13,6.7368608178538285e-13,4.4568628630702292e-12,3.9407085477014124e-14,9.9901712968960302e-13,2.3059417320124683e-11,1.9828838667034611e-13,2.56588043907126e-14,2.0970964637014485e-16,1.2668603733454368e-11,3.7598165762087378e-11,2.6493942762934908e-22,9.6061678056033328e-13,1.1192022333509003e-11,1.2789154066524211e-10,3.2781728896501382e-13,1.0238686979023493e-11,1.6411112107629731e-14,2.4588044700617821e-11,5.0293817653592781e-20,1.0192039592193483e-11,2.0803954753231816e-11,5.0100846745685177e-13,3.3668872630921576e-12,9.9027978312841688e-16,2.8641788742629211e-11,1.2199215116989084e-13,8.071564324918129e-13,7.335189301264126e-15,5.6821086179708461e-12,3.0016963416766656e-15,8.9446130724158751e-14,2.353858796436587e-12,8.167907714061541e-14,4.4985505978062389e-13,5.4600007433378859e-11,1.4313265415071183e-18,2.7033671707063001e-12,1.0243695221579262e-19,5.3184062075904419e-12,5.3969087610667712e-14,3.1740380460879173e-14,1.8837989733631078e-13,1.9964636871753853e-16,9.6535480079026233e-12,8.6912863164009192e-21,1.0819201770578463e-13,7.1686559842224022e-18,3.4113115075700471e-20,4.4753901824694459e-12,1.8678199749078121e-14,1.732117800485275e-12,1.227289595820044e-20,6.1130056131719561e-24,9.254993562824231e-20,7.4401217433348352e-19,1.7569609768002488e-16,1.2424259474048705e-23,9.5363665441859897e-22,5.2636123557206073e-17,3.4993210085705252e-13,1.257307073079819e-17,8.7401258224844136e-17,6.3932889608770387e-14,9.0079219109214005e-13,2.9457279274065436e-11,1.6825776432301653e-23,6.8302629777037641e-24,4.9781237361778539e-17,5.5067484530898433e-19,2.7496259776598562e-12,4.9812740108125596e-21,9.8915380403267122e-21,3.1798936077171539e-19,4.832179336672058e-27,3.6615194809560659e-22,4.0539131876006882e-20,1.0733168228553775e-13,4.1488649028103968e-12,1.0279276536454969e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911897651214054,9.9999999925563576e-05,0.10889010962915736,1.5682751272120212e-15,1.9659384149497452e-24,3.6257698192301341e-26,2.225801671789808e-19,4.743540830940723e-14,3.4251801893553977e-19,2.6546544513320341e-20,8.4986686961058054e-21,2.7377984576975676e-21,5.1951897193392892e-21,8.9970629924638071e-21,4.986782583123829e-20
3.324338949234183e-05,0.0026735211409175032,9.1708008878870278e-13,3.2302469394900106e-13,6.1154203144076116e-13,6.2453496773577146e-13,6.8327130091896634e-11,1.2513560598413078e-10,7.265934827145685e-12,8.9463018525104364e-12,1.5877401664170645e-12,8.7328232025670352e-12,2.772641542742177e-12,6.1141711764289386e-12,1.7822214424749678e-13,9.6163399467350121e-13,7.2333515413665154e-13,4.7855042344950533e-12,4.1650456709785713e-14,1.1114684557949077e-12,2.5692369017026936e-11,2.0957825743284473e-13,2.6964612281210613e-14,2.2164982479285796e-16,1.3667488244249027e-11,4.2603880101463787e-11,2.8085607520471299e-22,1.0344259816125206e-12,1.2240124580899196e-11,1.4610842592607149e-10,3.5285385133415706e-13,1.1439874769164022e-11,1.7621391340587929e-14,2.785879322171075e-11,5.4259346658386335e-20,1.1758817905071122e-11,2.4161017518610468e-11,5.780267909247857e-13,3.5513164153199825e-12,1.0445259456947086e-15,3.2247356485761327e-11,1.3126966754258279e-13,8.6857348440484191e-13,8.463712486063756e-15,6.3354434054765583e-12,3.2301182689484835e-15,1.0322619665233767e-13,2.6900006369768608e-12,8.7722419248488753e-14,4.8315369765684474e-13,6.2386553984645348e-11,1.599247698240901e-18,2.9146995902641955e-12,1.1202989237985817e-19,6.1377336604398833e-12,6.2283535498403634e-14,3.4228603746415281e-14,2.0315492916663929e-13,2.1530512697646199e-16,1.0832607252012042e-11,1.0030223059184692e-20,1.3300727460537984e-13,8.8128836339085654e-18,3.8279602232833542e-20,5.3840959571783413e-12,2.0321827715026375e-14,2.1284385950825588e-12,1.5081021302899434e-20,8.457192525199831e-24,1.3234747548350943e-19,1.0639459923191727e-18,2.5141149572697526e-16,1.7778420403473481e-23,1.3637133370818606e-21,7.7608252556934766e-17,4.1718273357835844e-13,1.3679507414692456e-17,9.4178137586347617e-17,7.3147085361271054e-14,1.1098666465959309e-12,3.367330426586887e-11,2.480842134014888e-23,1.0070741386415161e-23,7.8344682675125336e-17,6.1399201955629154e-19,3.281781369456098e-12,6.923649585469278e-21,1.3770086158548863e-20,4.6668029493831292e-19,7.0916925232771985e-27,5.3302018242064109e-22,6.3344974453059993e-20,1.2020327990941266e-13,4.3779557512599524e-12,1.3061951345533119e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911897361793309,9.9999999941629812e-05,0.1088901095850172,1.6548748521130147e-15,2.4981325939643243e-24,4.6072927283756917e-26,2.9251980829659525e-19,5.3262259776860951e-14,4.4737166291611938e-19,3.4673140620834984e-20,1.1100344555561525e-20,3.5752330614791113e-21,6.784531804536125e-21,1.1759256745991189e-20,6.5187374980846432e-20
3.521789429729394e-05,0.0026735211409455125,9.6144638098944158e-13,3.4091521609586165e-13,6.4625338929827362e-13,6.5527004144369476e-13,7.565605901160999e-11,1.4006495160457933e-10,7.6268321375392387e-12,9.3850911648741318e-12,1.7025717361813169e-12,9.3646800854093976e-12,2.927526035167691e-12,6.4684020492603977e-12,1.8856146179810751e-13,1.0174381201041656e-12,7.7432050214820063e-13,5.1229845091374383e-12,4.3979391467366615e-14,1.2292531837416589e-12,2.8451222522703711e-11,2.2129881904723292e-13,2.8304004403382369e-14,2.3404550331901664e-16,1.4698431680107399e-11,4.79530624416703e-11,2.9715430065802199e-22,1.1103685404742044e-12,1.3317174656459243e-11,1.6569273961403575e-10,3.7859793456953092e-13,1.2692261993068109e-11,1.8864216085163722e-14,3.1352082541508644e-11,5.8352148231627487e-20,1.3452424365187955e-11,2.7821639122175371e-11,6.6127965484355657e-13,3.7392171419686824e-12,1.0997930886824008e-15,3.6056566223635424e-11,1.4080282660976484e-13,9.3168192138129952e-13,9.6836548246667633e-15,7.0151652518200716e-12,3.4648301673385556e-15,1.1812392466425295e-13,3.0508833257900984e-12,9.3927582055308505e-14,5.1734346105337246e-13,7.0745282918185852e-11,1.7743263276341168e-18,3.1318677762473282e-12,1.2188778263334937e-19,7.0193075784378367e-12,7.1229671598156134e-14,3.6785345043968373e-14,2.183366168891605e-13,2.3139486207241255e-16,1.2064417744089475e-11,1.1470882353875177e-20,1.6151915683163166e-13,1.0702045361963149e-17,4.263249851128504e-20,6.3997894746050154e-12,2.206393744975614e-14,2.5836427070621418e-12,1.8306363554170483e-20,1.1490693092428011e-23,1.8532395618040205e-19,1.4898257780390479e-18,3.5225017037507331e-16,2.4909154309036715e-23,1.9095874539780702e-21,1.1172869593116959e-16,4.9265353760585372e-13,1.4852239799092619e-17,1.0118529577989017e-16,8.3165563602103133e-14,1.3500103173363712e-12,3.8202157332882778e-11,3.5715436414931642e-23,1.4498339941320803e-23,1.1991706352839309e-16,6.798664647665546e-19,3.8729887864763411e-12,9.4430692191707586e-21,1.8806782685851107e-20,6.695771928170381e-19,1.0174921518327646e-26,7.6001709433226193e-22,9.6406534269737878e-20,1.337099872506641e-13,4.6097639793073817e-12,1.6525605923443987e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911897053620464,9.9999999961923448e-05,0.10889010953809525,1.7425014758668622e-15,3.1605660794809791e-24,5.8290153015607531e-26,3.8118739481634444e-19,5.9381103275660847e-14,5.7563903375196963e-19,4.4614400564099086e-20,1.4282974851299284e-20,4.5995506325335239e-21,8.7285999626210997e-21,1.5139775542235195e-20,8.3938088843307816e-20
3.719239910224605e-05,0.0026735211409759964,1.0069134412900908e-12,3.5946602186435127e-13,6.8190292681800639e-13,6.8686563983023694e-13,8.3381582049013381e-11,1.559649341781025e-10,7.9976122215907949e-12,9.8342506417720001e-12,1.8207296978929225e-12,1.0014833300947136e-11,3.0881783962157725e-12,6.8318198017954716e-12,1.9916819346920963e-13,1.074684693568773e-12,8.2675342544530089e-13,5.470041261180104e-12,4.6395144174308725e-14,1.3524479310897044e-12,3.1337674510790911e-11,2.3345636761817935e-13,2.9680069920249267e-14,2.4690334051831994e-16,1.5763126721929263e-11,5.3655367013914994e-11,3.1387380936019927e-22,1.1885808651464681e-12,1.4423660037402248e-11,1.8668469592773276e-10,4.0509891692400157e-13,1.3995845148448079e-11,2.0142303302967204e-14,3.5073933230143564e-11,6.2578942244526142e-20,1.5275343640370639e-11,3.1796032798942766e-11,7.5088919902842112e-13,3.9312282841468503e-12,1.1562691326443918e-15,4.0073416782347221e-11,1.5061108583683418e-13,9.9661068001295253e-13,1.0996807396893719e-14,7.7212994421868905e-12,3.7063116591299114e-15,1.3416121405980071e-13,3.4371988785265853e-12,1.0030822564492171e-13,5.5249968447547138e-13,7.9692190541498119e-11,1.9565619400087638e-18,3.3553065944761604e-12,1.320150846970049e-19,7.9634136248119727e-12,8.0810394745912986e-14,3.9415749945579388e-14,2.3395554187680472e-13,2.4794798478412756e-16,1.3348808147729098e-11,1.3013731028466636e-20,1.940186553693672e-13,1.2855421915533136e-17,4.7171198452944869e-20,7.5271426796860974e-12,2.3909084917297653e-14,3.1023457702606525e-12,2.1981626719355426e-20,1.5363900682206382e-23,2.5472480097768649e-19,2.0477416029895322e-18,4.8441009878650927e-16,3.4254746209549938e-23,2.6247004308631432e-21,1.5749393853342085e-16,5.7688534143783391e-13,1.609433539860245e-17,1.0843655256649608e-16,9.4037593274311392e-14,1.6235025813255166e-12,4.3052704381029898e-11,5.0344853500170138e-23,2.0437012055874642e-23,1.7908862427014448e-16,7.4830063140415452e-19,4.5255858597722721e-12,1.266506670789668e-20,2.5254730558620112e-20,9.4159729935348484e-19,1.4308549293368953e-26,1.0636267214409622e-21,1.4333092509594261e-19,1.478581803484037e-13,4.8452734595394095e-12,2.082353931447562e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911896726148231,9.9999999986698091e-05,0.10889010948830574,1.8315269609982547e-15,3.9825577772488793e-24,7.3450102415668851e-26,4.9312962989506062e-19,6.5794373323139418e-14,7.3099084283953106e-19,5.6654820391994585e-20,1.813763961089526e-20,5.8400384468096928e-21,1.1082990353497217e-20,1.9235737657429651e-20,1.0665910477410627e-19
3.916690390719816e-05,0.0026735211410090303,1.0535901696159083e-12,3.7869107219577486e-13,7.185649989237443e-13,7.1938504677714196e-13,9.1514977592695588e-11,1.7286835496339427e-10,8.3790469219763263e-12,1.0294930482703959e-11,1.9424335861091227e-12,1.0684491763887814e-11,3.2547113296576298e-12,7.2052290865737979e-12,2.1006591221803821e-13,1.1335010463328268e-12,8.8073810989988382e-13,5.8273648264062247e-12,4.8899395351261599e-14,1.4811490087618305e-12,3.4353902163243215e-11,2.4605934962506008e-13,3.1095673924960405e-14,2.6023226926934537e-16,1.6863193992710234e-11,5.9721146091072098e-11,3.3105178984625772e-22,1.2691939121497744e-12,1.5560306767177433e-11,2.0912694788157095e-10,4.3240378197309719e-13,1.5350925923708859e-11,2.1458195865374535e-14,3.9030853285866616e-11,6.6946162501477846e-20,1.7230107351780736e-11,3.6094666764590725e-11,8.4697987131985146e-13,4.1279112902749788e-12,1.2141192305132462e-15,4.4302594575198647e-11,1.6071281069708401e-13,1.0634814454840653e-12,1.2404994970698667e-14,8.454044062106742e-12,3.9550153828767724e-15,1.5136037280718927e-13,3.8496902969793267e-12,1.0687712432801059e-13,5.8869280986591745e-13,8.9244454849939924e-11,2.1459967101144785e-18,3.5854274717253828e-12,1.4241844381104797e-19,8.970379933199904e-12,9.1029034698355236e-14,4.2124683531168274e-14,2.5004061502862263e-13,2.649951354541135e-16,1.4685924542681356e-11,1.465930531567296e-20,2.3080245678582451e-13,1.5292671424887906e-17,5.1896218265434804e-20,8.7708266439842868e-12,2.5861533596969775e-14,3.6892508761528559e-12,2.6140134485506506e-20,2.025060414335255e-23,3.443618564319145e-19,2.7683370354507933e-18,6.5517263539836684e-16,4.6330091280195028e-23,3.5483302542601883e-21,2.1788173570928704e-16,6.7043694459243102e-13,1.7408664718152123e-17,1.15945102235927e-16,1.0581493207796249e-13,1.9326340167543558e-12,4.8234433269808277e-11,6.964854843085195e-23,2.8273162645282539e-23,2.6166033973613908e-16,8.1931371667970277e-19,5.2419202515653897e-12,1.6734146123243974e-20,3.3405419486587605e-20,1.3006111157819288e-18,1.976413659987523e-26,1.4635953561400898e-21,2.0868600033762635e-19,1.6265696409297664e-13,5.0853444611038685e-12,2.6137540515899548e-27,0.88130563799999995,0.0,0.0,0.0,0.0098911896378793794,0.00010000000001620721,0.10889010943555777,1.9222765379609709e-15,4.9988753910276734e-24,9.2193994405232569e-26,6.3389989733615792e-19,7.2505827059959133e-14,9.1750053841713712e-19,7.1110110017115709e-20,2.2765411840232332e-20,7.3291965919285196e-21,1.3909398322124214e-20,2.4154926484895795e-20,1.3394877747448235e-19
