Time (s),Volume (m^3),C2H5(4),C5H11(5),C4H9(6),C3H7(7),C2H4(8),HO2(9),C3H7O2(10),C2H5O2(11),C7H15(12),S(13),S(14),C4H9O2(15),C4H9O2(16),C4H9O4(17),C7H15(18),S(19),S(20),CH3(21),CH3O2(22),S(23),C3H7O2(24),S(25),S(26),C3H6(27),C4H9O4(28),OH(D)(29),C4H8O3(30),H2O(31),C7H15(32),S(33),S(34),C4H8(35),C5H9O(36),C3H5(37),C2H4O(38),C3H5O2(39),CCCOO(40),C3H7O(41),CH2O(42),S(43),S(44),C3H5O2(45),S(46),S(47),C3H5O4(48),S(49),S(50),S(51),C7H14O(52),C7H15O(53),S(54),C4H7O2(55),C2H3O(56),C2H3O3(57),S(58),S(59),S(60),S(61),C2H3O(62),C3H6O4(63),C3H6O4(64),C7H13O(65),C4H8O(66),C3H6O2(67),C3H4(68),C3H4O2(69),C3H5O2(70),C3H4O(71),C3H4O(72),C3H4O(73),C3H4O(74),C3H4O3(75),C3H4O3(76),OO(77),C3H5O(78),H(79),C3H4O(80),C2H2O(81),C7H14(82),C3H4O3(83),C3H4O3(84),C3H4O3(85),C7H15O(86),C5H10O(87),C2H3O3(88),C2H3O5(89),C2H2O2(90),C2H2O2(91),CH2(T)(92),CO2(93),COO(94),CCOO(95),CH2O2(96),N2,Ar,He,Ne,C7H16(1),CH4(2),O2(3),C2H5O(129),C1OO1(908),S(8754),S(8790),CH3O(247),C7H13(796)
2.9572644319463337e-05,0.001986720178653288,4.8441626971709092e-12,1.8215696376553242e-12,3.270409411734564e-12,3.2089308062735234e-12,4.7863216318516807e-10,7.7976050639393218e-10,2.9374658197205078e-11,3.71013610883085e-11,8.0496580920667664e-12,3.5058399497665163e-11,1.3361187399527997e-11,2.6600292963847333e-11,9.3253981695456579e-13,3.9878604934133609e-12,3.6445761256932824e-12,1.917020532001322e-11,2.4452932278760284e-13,8.9945627950026594e-12,1.6544987482068466e-10,9.8792623572402208e-13,1.3971690639933676e-13,1.1684067379205798e-15,5.1450639250543464e-11,2.9752572249447146e-10,1.7919286628010906e-21,5.2366011256925832e-12,4.6747952698149692e-11,9.146000547745767e-10,1.9480794068200864e-12,5.0047892981191913e-11,9.0500327091975341e-14,1.9730657174002985e-10,4.2652895340275704e-19,8.6274047913701268e-11,1.8546255882836045e-10,4.2226662516429395e-12,1.203705468199245e-11,5.6117028493561463e-15,2.0662602278615373e-10,6.6678429359366808e-13,3.5041122717072814e-12,6.1449014689035499e-14,2.7541624679371996e-11,1.6707495713755515e-14,5.6960926092610593e-13,1.6076131908517984e-11,4.4578508886080026e-13,1.9420228771222222e-12,3.4479245964852869e-10,1.3368300298664766e-17,1.3255753902268209e-11,8.7930242913288102e-19,4.2630302767594139e-11,4.4068198941128667e-13,2.104791784985576e-13,1.0097319812939903e-12,1.1964338089972143e-15,4.88090387911487e-11,1.2753329074534073e-19,1.1446249021656094e-12,1.3547057317026541e-16,3.5697533412315593e-19,5.0374389023667605e-11,1.079444761844071e-13,2.4246275849614302e-11,2.951270944992695e-19,5.7795164386445294e-22,1.0524204831182134e-17,6.3615842143693514e-17,1.3527897192907921e-14,1.9796807802060049e-21,1.2826940815327444e-19,4.9548854913641523e-15,4.3477705334881967e-12,1.0185695204739933e-16,6.6179688271005137e-16,6.7804557680799154e-13,1.2216829321289079e-11,2.1867923617004805e-10,2.7801491953245833e-21,1.0964607974729674e-21,8.7567137114951616e-15,5.0909766012935004e-18,2.939583214867104e-11,4.1648756959596188e-19,6.7694340309717418e-19,3.5019688608456242e-17,1.019211092204626e-24,5.504334203360845e-20,9.5839083332417256e-18,6.9683600013542962e-13,1.5247768107583375e-11,1.08369989367752e-25,0.88130563799999995,0.0,0.0,0.0,0.009891188473598005,0.00010000000271396399,0.10889010763807278,8.4088800528587533e-15,1.5178776361447587e-22,3.4936430246045398e-24,1.7773148323328775e-17,3.751448601199414e-13,2.2105573367261895e-17
3.0790020269597986e-05,0.001986720178791085,5.0650903197744516e-12,1.9130702243543122e-12,3.4360858174372861e-12,3.358945599162517e-12,5.1775405192296274e-10,8.4958633618939604e-10,3.0754644430271356e-11,3.8803956095014412e-11,8.5174301253354012e-12,3.7096122168573648e-11,1.4037616523843461e-11,2.7962120319877795e-11,9.8032067784945181e-13,4.1922185069873126e-12,3.853441230413188e-12,2.0269104678526984e-11,2.5692210905773553e-13,9.6854533067850136e-12,1.7824428924778083e-10,1.0380010583607953e-12,1.4628089092851368e-13,1.2276296549382107e-15,5.4482820433980038e-11,3.2475778162731662e-10,1.8837560932246119e-21,5.5432309672438709e-12,4.9651895483030955e-11,1.0022369626418055e-09,2.0618482267637812e-12,5.366132019956514e-11,9.5688511363797384e-14,2.153123785033936e-10,4.5166592138496689e-19,9.46067180063577e-11,2.0475588707618947e-10,4.6305088146584991e-12,1.2615343893951986e-11,5.8813056171654635e-15,2.2414539302087488e-10,7.0561726482460281e-13,3.7082403445506244e-12,6.7386839234777083e-14,2.9496526169980924e-11,1.7680832171849857e-14,6.2469300233891008e-13,1.7609566878351271e-11,4.7138013921360514e-13,2.0535476535469256e-12,3.7765016190006889e-10,1.4333483472124764e-17,1.4038604238485647e-11,9.3392394328083806e-19,4.6625775445305486e-11,4.8198520926589921e-13,2.2292808795653382e-13,1.0694674341838443e-12,1.2672146991992084e-15,5.2420476756133076e-11,1.3948619152067173e-19,1.308014940381104e-12,1.548084144049657e-16,3.8338835740050994e-19,5.6445466852744509e-11,1.1565141030270986e-13,2.7698061540568173e-11,3.3714243236303361e-19,7.1935310105778709e-22,1.3299742550948577e-17,8.0393182827243112e-17,1.7100464493094232e-14,2.5024921935678786e-21,1.6209791433296172e-19,6.3453638666802417e-15,4.9083234979188296e-12,1.0912948813641666e-16,7.0255951835704611e-16,7.4829425017555199e-13,1.394497837685555e-11,2.3960566768361626e-10,3.5603362526864803e-21,1.404158147694145e-21,1.1693242273053567e-14,5.4523335808930941e-18,3.2810740724525193e-11,5.183672882387598e-19,8.4305477913169107e-19,4.4932522515087155e-17,1.3077136313566676e-24,7.052594293764815e-20,1.2808087028267033e-17,7.5183374780033236e-13,1.5963442465391441e-11,1.3353028522878323e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911883407723812,0.00010000000312518416,0.10889010743606639,8.803567257808449e-15,1.8702841111921035e-22,4.3047640228052884e-24,2.2353840975305898e-17,4.0509743783955612e-13,2.6550609455704556e-17
3.2007396219732636e-05,0.001986720178937385,5.2933360262724036e-12,2.0076931721751848e-12,3.607336901212077e-12,3.5140378691790224e-12,5.5879998379744111e-10,9.2330006341414648e-10,3.2181221454592136e-11,4.0562669407229872e-11,9.0010883253656803e-12,3.9203044744270843e-11,1.4737118415510599e-11,2.9369532810212759e-11,1.0297002924449609e-12,4.4034138574417089e-12,4.0694405914166978e-12,2.1405536811668816e-11,2.6973758623212603e-13,1.0405620818382155e-11,1.9158215556456729e-10,1.0897838123307301e-12,1.5306648276696512e-13,1.2888725225313607e-15,5.7616671630824066e-11,3.5349531409430018e-10,1.9786558527713706e-21,5.8602164730823767e-12,5.264349434173509e-11,1.0949439291933809e-09,2.1794714885896714e-12,5.7398844963866627e-11,1.010538937218714e-13,2.3430752759759313e-10,4.7764574002280974e-19,1.0338045433134829e-10,2.2525828587711975e-10,5.059939433027432e-12,1.3212875675524301e-11,6.1598793506017048e-15,2.4252717991383021e-10,7.4576831363098177e-13,3.9192965323877719e-12,7.363908300010159e-14,3.1517717813777616e-11,1.8687203186326013e-14,6.8269527712571262e-13,1.9230846533157582e-11,4.9784900717745352e-13,2.168879692363346e-12,4.1238862542404389e-10,1.5331814362823634e-17,1.4847902123696624e-11,9.9019421838713421e-19,5.0812881912570557e-11,5.2526947374276902e-13,2.3579740794076604e-13,1.1312200826790171e-12,1.3403857745833849e-15,5.615696329168534e-11,1.5201238608564649e-19,1.486880949112771e-12,1.7597789893188424e-16,4.1071595012235152e-19,6.2957276618572163e-11,1.2373887839998577e-13,3.1475063718206369e-11,3.8311632424088719e-19,8.8837168357578544e-22,1.6659305229682779e-17,1.0070078925227441e-16,2.1425710473284363e-14,3.135450983879028e-21,2.0304460139988218e-19,8.0469054215858326e-15,5.518142334595356e-12,1.1676111842476724e-16,7.4489375319859666e-16,8.2375280674039037e-13,1.5831620817402204e-11,2.6173614502963164e-10,4.5150585508599884e-21,1.7806903134314515e-21,1.5434473053600504e-14,5.8259440728126389e-18,3.6463723209245049e-11,6.4000615868501909e-19,1.0414746758112898e-18,5.7098397089017802e-17,1.6617885273204545e-24,8.9517170335199201e-20,1.6923936695039657e-17,8.0918620965219087e-13,1.6702164149183791e-11,1.6377197643602138e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911882008629812,0.0001000000035729422,0.10889010722336004,9.2109646551879099e-15,2.2938629844404387e-22,5.2796999073967244e-24,2.7984506499773722e-17,4.3633776756273774e-13,3.1695063212645279e-17
3.3224772169867285e-05,0.001986720179092469,5.5292075401875391e-12,2.1055493673819946e-12,3.7843912831965453e-12,3.674410032422962e-12,6.0183480707907926e-10,1.0010407212495955e-09,3.3656260800803486e-11,4.2379899663294768e-11,9.5012647513756766e-12,4.1381920854934558e-11,1.546050721018817e-11,3.0824431814325459e-11,1.0807454322862778e-12,4.6217321732107542e-12,4.2928594742963012e-12,2.258100278719025e-11,2.8299065608448811e-13,1.1155968994905897e-11,2.0548019154719904e-10,1.1433347034057221e-12,1.6008258429898305e-13,1.3522065452557844e-15,6.0855866832466415e-11,3.8378957965967434e-10,2.07675628740006e-21,6.1879659640107759e-12,5.5726814743993708e-11,1.192892664597948e-09,2.3011018909769893e-12,6.126457942245567e-11,1.0660356138404684e-13,2.5432575334707269e-10,5.0449886693153005e-19,1.1260436739936966e-10,2.4700953625185463e-10,5.5114040202700391e-12,1.383046268668313e-11,6.4478029243117865e-15,2.6180067136265624e-10,7.8728995735815974e-13,4.1375569235502511e-12,8.0212237793037679e-14,3.3607547515230699e-11,1.9727925251488872e-14,7.4367630373100442e-13,2.0942967289238507e-11,5.2522668505534008e-13,2.2881714809909751e-12,4.4907202457198915e-10,1.636439136735652e-17,1.5684702396030484e-11,1.0481897236290857e-18,5.5194790788412303e-11,5.7056753742726279e-13,2.4910392135212998e-13,1.1950704654270282e-12,1.416042465971284e-15,6.002242802571677e-11,1.6512135371638437e-19,1.6820299756872773e-12,1.9907454414439788e-16,4.3898685246237643e-19,6.9925053296563525e-11,1.3221948361793109e-13,3.5593918555987701e-11,4.3325126657586071e-19,1.0892128814372885e-21,2.0698350862791936e-17,1.2511567801101957e-16,2.6626795610077858e-14,3.8965805159138189e-21,2.5227293030193965e-19,1.0113395293915271e-14,6.179933543675211e-12,1.247637356735644e-16,7.8885581570011418e-16,9.0472993187941819e-13,1.7884244344657987e-11,2.8511165675933147e-10,5.6745506419172974e-21,2.2379814759681125e-21,2.0156528906724695e-14,6.2122420792996188e-18,4.0362858006393116e-11,7.8436570089052631e-19,1.2770572857729982e-18,7.1917112980571705e-17,2.093071552443525e-24,1.1263901184690114e-19,2.21298024974541e-17,8.6896518856606287e-13,1.7465005046345774e-11,1.9994619132840101e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911880536273374,0.00010000000405888232,0.10889010699958045,9.631663400154594e-15,2.8005355716852291e-22,6.4458895316706792e-24,3.4874045083116301e-17,4.6890485705995323e-13,3.7624281889348666e-17
3.565952407013658e-05,0.001986720179430171,6.0250830444712122e-12,2.3114311687338583e-12,4.1568476581757557e-12,4.0118278665500991e-12,6.9414356362219224e-10,1.1691838651242297e-09,3.6759420925353011e-11,4.6199657564190481e-11,1.0553784275452261e-11,4.5966912722372582e-11,1.6982397174462999e-11,3.3884456116924064e-11,1.1881049504064419e-12,5.0809040011147989e-12,4.7631313435048289e-12,2.5055221648802913e-11,3.1087276054142275e-13,1.2751032819998001e-11,2.35027580354977e-10,1.2559961863122409e-12,1.7484291645389541e-13,1.4854499835546235e-15,6.7665607692306592e-11,4.4926355205123933e-10,2.2830832541868765e-21,6.8774512946032203e-12,6.2185471494136447e-11,1.4052362196946683e-09,2.557016373926817e-12,6.939838560826038e-11,1.1828495617848738e-13,2.9757316838481089e-10,5.6095203639232916e-19,1.3244181898619976e-10,2.94425354613368e-10,6.4823486152627458e-12,1.5129108415504618e-11,7.0532409013911318e-15,3.031460771684085e-10,8.7466198594221854e-13,4.5968308312122645e-12,9.4349138470105425e-14,3.8003138040058141e-11,2.1917860894562606e-14,8.7483302842160458e-13,2.465231556350323e-11,5.8285261817362978e-13,2.5392624422655422e-12,5.2854312938949625e-10,1.8537013754287283e-17,1.7445171039870987e-11,1.1696733881868457e-18,6.4557486555430847e-11,6.6735465055961004e-13,2.7709789859432529e-13,1.3293973197822782e-12,1.5752071357290565e-15,6.815736936063728e-11,1.9313089915123859e-19,2.1244911463187496e-12,2.5144154980780081e-16,4.9848348427192628e-19,8.5291914911683384e-11,1.5041379408440067e-13,4.492522252309892e-11,5.4683244441668909e-19,1.6056773250795973e-21,3.1256978497959548e-17,1.8893959650616191e-16,4.0226939031233305e-14,5.8868325696223865e-21,3.8096276655051718e-19,1.5592559414801558e-14,7.6707469482321059e-12,1.4193259331526524e-16,8.8189678056013925e-16,1.0845730199771017e-12,2.2518050366907854e-11,3.3576989629572303e-10,8.7488688941753637e-21,3.4504594090619997e-21,3.3401951348678316e-14,7.024752235330232e-18,4.8933354975269436e-11,1.1548095071082455e-18,1.8819466631411064e-18,1.1138692488946995e-16,3.2417985787224554e-24,1.7418975083571313e-19,3.6783252113835124e-17,9.9610740481874368e-13,1.9067323677780489e-11,2.9406796419405067e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911877361596429,0.00010000000515212588,0.10889010651723732,1.0515324923897222e-14,4.1188484861968204e-22,9.4802017900277795e-24,5.3442999118907944e-17,5.3818503191198886e-13,5.2220608969332805e-17
3.809427597040588e-05,0.0019867201798066613,6.55529901886424e-12,2.531707593551183e-12,4.5553919175668346e-12,4.372927835209877e-12,7.9525213066233137e-10,1.3552296766884013e-09,4.0080058957100954e-11,5.028323081815296e-11,1.1680411544758706e-11,5.0874721583732291e-11,1.86105832987895e-11,3.7158191625882333e-11,1.3029607581418854e-12,5.5721357930558092e-12,5.2666925561974127e-12,2.7704576935054261e-11,3.4070201733820036e-13,1.4478718733336411e-11,2.6703595147100211e-10,1.3765252709534919e-12,1.906376801498869e-13,1.6279983416005543e-15,7.4944096190357654e-11,5.2163132156469451e-10,2.5038162335664725e-21,7.6152152115273992e-12,6.9062698134221013e-11,1.6407798683448493e-09,2.8309061452547426e-12,7.8100531722610401e-11,1.3079320276354969e-13,3.4535211326830655e-10,6.2129115258212155e-19,1.5420291259032491e-10,3.4735298159619139e-10,7.547446136370944e-12,1.6518075323870082e-11,7.7007871021837374e-15,3.4844070626005697e-10,9.6818366708343657e-13,5.0884292626435121e-12,1.0985728353201744e-13,4.270451172223885e-11,2.4261926603120421e-14,1.0187173668218879e-12,2.8764016449775071e-11,6.4455653406613059e-13,2.8081216540032711e-12,6.1662898227592425e-10,2.086144551818608e-17,1.9329065811740953e-11,1.2990301146367978e-18,7.4746399256805003e-11,7.726828883882446e-13,3.0705404618590579e-13,1.4731391186938711e-12,1.7455276226426091e-15,7.6861998438870248e-11,2.2361216441393065e-19,2.6422118599526781e-12,3.1271582636086946e-16,5.6214664914172323e-19,1.0267825985940696e-10,1.7034920814280272e-13,5.5831213816257187e-11,6.7958080749121007e-19,2.3129976120231326e-21,4.5995737348782537e-17,2.7803122627566513e-16,5.9217354407427443e-14,8.6658997070558988e-21,5.6060076136485034e-19,2.336651996192586e-14,9.4044162944436012e-12,1.607444522239178e-16,9.8216858999497081e-16,1.2907113936084177e-12,2.7909152944632145e-11,3.9194153256221003e-10,1.3110780413588765e-20,5.17075023684242e-21,5.3509205690588137e-14,7.8937853815147735e-18,5.8592897075609232e-11,1.6606920721442973e-18,2.7085444802442317e-18,1.6771392789663278e-16,4.8811362301687495e-24,2.6197971576212e-19,5.9131931186484762e-17,1.1339045742417343e-12,2.0779070231461586e-11,4.2514457869093378e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911873862345609,0.00010000000641906461,0.10889010598575999,1.1459334360687588e-14,5.9547685170416298e-22,1.3705871275350395e-23,8.0504558398986991e-17,6.1328854867460794e-13,7.12008708915902e-17
4.052902787067518e-05,0.001986720180224607,7.1225789506102294e-12,2.7674569189191318e-12,4.9820778519281831e-12,4.7595485965499374e-12,9.0577730450407166e-10,1.5604790787759402e-09,4.3635094836053478e-11,5.4651653948656264e-11,1.288692923004514e-11,5.6130538088982162e-11,2.035300514374066e-11,4.0662547970284004e-11,1.4259062204690661e-12,6.0979654212956828e-12,5.8061346459189206e-12,3.0542703629792534e-11,3.7262380725699814e-13,1.6347795995418464e-11,3.0166773690072213e-10,1.5055093493503966e-12,2.0754735612098865e-13,1.7805463205264376e-15,8.2725853292598933e-11,6.0137987954864727e-10,2.7400956079710189e-21,8.4050326493420393e-12,7.6395211798429776e-11,1.9011544527694739e-09,3.1241750885720472e-12,8.7412572213785951e-11,1.4419267565408913e-13,3.9798347371330027e-10,6.8580239644120169e-19,1.7798103323524656e-10,4.0616921018111693e-10,8.7112673103375358e-12,1.8004510809283111e-11,8.3937737097728523e-15,3.9796429757980515e-10,1.0683350670700972e-12,5.6148757214358128e-12,1.2680321822224435e-13,4.7734763548068176e-11,2.6772155113793188e-14,1.1759466354256052e-12,3.3306544420953359e-11,7.1065604170490081e-13,3.0961330422426883e-12,7.1393940715425951e-10,2.3348786274699641e-17,2.1346046211383761e-11,1.4369505314286636e-18,8.5799809715125974e-11,8.8694797376198408e-13,3.3912596901975437e-13,1.6270329263610036e-12,1.927877278454624e-15,8.6177000498557052e-11,2.5667967084167236e-19,3.2423258850921273e-12,3.8374168475729249e-16,6.3027390725839237e-19,1.2222558952615217e-10,1.9215383240657965e-13,6.845651117547649e-11,8.3325666308292418e-19,3.2655611075186716e-21,6.6181039399970142e-17,4.0004566970415227e-16,8.5232595029988819e-14,1.247298325955249e-20,8.0662222038215561e-19,3.4166151162536068e-14,1.1406318245851146e-11,1.8132019699201383e-16,1.0901918510871808e-15,1.5264359539116577e-12,3.4123061555432223e-11,4.5401602994756093e-10,1.9170373326642412e-20,7.560588295130623e-21,8.3241198065855603e-14,8.8236105485143387e-18,6.9417459904416681e-11,2.3399838371333702e-18,3.8191303234451098e-18,2.4641055832363088e-16,7.1715180919690036e-24,3.8458466416388774e-19,9.2336403946877477e-17,1.2830577324544326e-12,2.2609225980936126e-11,6.047933599435441e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911870015507778,0.00010000000787472635,0.10889010540162247,1.2468644833624064e-14,8.4710136300224492e-22,1.9497419933723592e-23,1.1929193155633053e-16,6.9459724253530457e-13,9.5595199660121243e-17
4.296377977094448e-05,0.001986720180686878,7.7298189866835143e-12,3.0198483692999107e-12,5.4390983046762054e-12,5.1736571325627584e-12,1.0263838855490035e-09,1.7863263667640342e-09,4.7442612836516705e-11,5.9327255146063684e-11,1.4179531373744151e-11,6.1761344390703397e-11,2.2218279728766005e-11,4.4415547487057252e-11,1.557573661323126e-12,6.6610973201702568e-12,6.3842292773039671e-12,3.3584184055927982e-11,4.0679593596182743e-13,1.8367763366289506e-11,3.3909892156932716e-10,1.6435860245757373e-12,2.2565796269286703e-13,1.9438480056197262e-15,9.1048131301643416e-11,6.8903403420182058e-10,2.9931366038135441e-21,9.2509565400493436e-12,8.4221796494998615e-11,2.1881180141639748e-09,3.4383285934277551e-12,9.7379853765974614e-11,1.5855222144747547e-13,4.5581308875830007e-10,7.5479459186082971e-19,2.0387983254944656e-10,4.7128003337270309e-10,9.978885363183621e-12,1.9595998509696372e-11,9.1357362739305092e-15,4.5201838757957447e-10,1.175630302166708e-12,6.1788726363848731e-12,1.4526080514350574e-13,5.3118907967982097e-11,2.9461432254928217e-14,1.3472060532449918e-12,3.831058612819312e-11,7.8149075925761282e-13,3.4047764030337385e-12,8.2113159326643717e-10,2.6011148584327413e-17,2.3506460368795041e-11,1.5841641437412713e-18,9.7761758290914368e-11,1.0106051699450162e-12,3.7347820167369507e-13,1.7918682363388241e-12,2.1231915785299271e-15,9.614703220479108e-11,2.9246517006981023e-19,3.9323232948647406e-12,4.6540560603391089e-16,7.031918646889881e-19,1.4408564211020984e-10,2.1597088226148348e-13,8.2951557189984655e-11,1.009691206586274e-18,4.5297109069176511e-21,9.337127601764359e-17,5.6440296198532764e-16,1.202843287451939e-13,1.7602471686940115e-20,1.1380211682301848e-18,4.8897512870488381e-14,1.370368037297879e-11,2.0379496897242618e-16,1.2065259750807699e-15,1.7955181169776092e-12,4.1228485945674294e-11,5.2241314781927049e-10,2.7436031122547887e-20,1.0820474551567847e-20,1.2621211090495405e-13,9.8188515735055884e-18,8.1488778662825809e-11,3.2388941928184515e-18,5.2895151692571406e-18,3.5435551471546588e-16,1.0313141352973376e-23,5.5270585992194538e-19,1.40557066972707e-16,1.4443272411525093e-12,2.4567230836752416e-11,8.4746622279117954e-25,0.88130563799999995,0.0,0.0,0.0,0.0098911865796285758,0.00010000000953509451,0.10889010476103129,1.3548462371642368e-14,1.1870004482083356e-21,2.7320751932474605e-23,1.7402509209420478e-16,7.8252545869261952e-13,1.2663174737453572e-16
4.539853167121378e-05,0.0019867201811965603,8.3801148166783533e-12,3.2901474082730673e-12,5.9288041638105965e-12,5.6173653620905542e-12,1.1577881325728085e-09,2.0342662946717768e-09,5.1522019960792896e-11,6.433387070722594e-11,1.5564873718444814e-11,6.7796133469737166e-11,2.4215737362117593e-11,4.8436486721152372e-11,1.6986400444776109e-12,7.2644267946008352e-12,7.0039513471183247e-12,3.6844669478545697e-11,4.4338928201582812e-13,2.0548893103208637e-11,3.7951984757092995e-10,1.7914457249476586e-12,2.450618093944288e-13,2.1187199580266556e-15,9.9951173333597314e-11,7.8515918321619472e-10,3.2642402144173152e-21,1.0157349397243141e-11,9.2583553056936103e-11,2.5035654061328739e-09,3.7749855496014606e-12,1.080516431702522e-10,1.7394573303193699e-13,5.1921354016478643e-10,8.2860135676277547e-19,2.3201396195143272e-10,5.4312284397109293e-10,1.135591190599064e-11,2.1300642618911575e-11,9.93045302368651e-15,5.1092770668086184e-10,1.2906217327278648e-12,6.7833234177072265e-12,1.653117469472821e-13,5.8883967286899689e-11,3.2343602127740978e-14,1.5332535940273006e-12,4.3809201905917091e-11,8.5742515539031392e-13,3.7356397876096332e-12,9.3891355082114252e-10,2.8861692108038133e-17,2.5821429041173957e-11,1.7414440349139525e-18,1.106821112475554e-10,1.1441699665414029e-12,4.1028754723605415e-13,1.9684933981981165e-12,2.3324757368787207e-15,1.0682081208362032e-10,3.3111784256990758e-19,4.7200890727797105e-12,5.5864081045979931e-16,7.8125683478949611e-19,1.6842134891131721e-10,2.4196071140835844e-13,9.9473063526724675e-11,1.2107919408323799e-18,6.1858361461132941e-21,1.2946952667473225e-16,7.8260668046486944e-16,1.6682944548288337e-13,2.4413907466614421e-20,1.5779927770317721e-18,6.8674258377572662e-14,1.6325718147945043e-11,2.2832008151152925e-16,1.3317733886860056e-15,2.102300756669086e-12,4.9297786321563699e-11,5.9758517303200178e-10,3.8532616437391439e-20,1.519684809420365e-20,1.8708739462814764e-13,1.0884503438833491e-17,9.4894815226391904e-11,4.4133367880730069e-18,7.2114489030363105e-18,5.0005732942134861e-16,1.4553637774954484e-23,7.7958015256107627e-19,2.0919705230045859e-16,1.6185361536234706e-12,2.6663101578913239e-11,1.1709936757826073e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911861177965223,0.00010000001141718873,0.1088901040599051,1.4704311122403167e-14,1.6401484018951546e-21,3.7750691407299496e-23,2.5014706090436811e-16,8.7752182773888298e-13,1.6577076684110865e-16
4.7833283571483075e-05,0.001986720181756976,9.0767882641613369e-12,3.579722073041311e-12,6.4537235034655742e-12,6.0929459641387206e-12,1.3007615919598423e-09,2.3059018040524081e-09,5.5894192422035791e-11,6.9697056070413513e-11,1.7050126349740536e-11,7.4266138559618393e-11,2.63554647274765e-11,5.274609594395863e-11,1.8498325760246949e-12,7.9110639862417071e-12,7.6685030542891961e-12,4.034100682626341e-11,4.8258857663793076e-13,2.290228217145619e-11,4.2313615502806653e-10,1.9498348499290494e-12,2.6585819374086326e-13,2.3060449352884582e-15,1.0947847976739483e-10,8.9036438235374966e-10,3.554803969105364e-21,1.1128916519593879e-11,1.0152417232448005e-10,2.8495388847790766e-09,4.1358909304244754e-12,1.1948131848499324e-10,1.9045274798929496e-13,5.8858613901184994e-10,9.0758331198117821e-19,2.6250984016513582e-10,6.2216881743563986e-10,1.2848534500939042e-11,2.3127146611602978e-11,1.0781981573485041e-14,5.7504177497657844e-10,1.4139043532759205e-12,7.4313555456965325e-12,1.8704613344126118e-13,6.5059090331227336e-11,3.5433577213181575e-14,1.7349250643127727e-12,4.9838004450812074e-11,9.3885151310244159e-13,4.0904324232576294e-12,1.0680479342943513e-09,3.1914674668141181e-17,2.8302934247618745e-11,1.9096120048537931e-18,1.2461668775939361e-10,1.2882193923291303e-12,4.4974449125516691e-13,2.1578224057205945e-12,2.5568127495813682e-15,1.1825128105906366e-10,3.7280467760858099e-19,5.6139443343265425e-12,6.6443213628102219e-16,8.6485601232672464e-19,1.9540783024383286e-10,2.7030300378507946e-13,1.1818444799277888e-10,1.4385479960133192e-18,8.3307915377572179e-21,1.7678417278549719e-16,1.0686103381329555e-15,2.2784837241882355e-13,3.3343447772738008e-20,2.1546721445002473e-18,9.48549256267682e-14,1.9303782919319039e-11,2.5506508838253229e-16,1.4665838600741369e-15,2.4518041046004418e-12,5.8407431019255374e-11,6.8001938702208141e-10,5.3222394879131785e-20,2.0990338262683944e-20,2.718197145487443e-13,1.2025954207204321e-17,1.0973025472585891e-10,5.9306408831371878e-18,9.6954312592911781e-18,6.9396074229815939e-16,2.019699037193438e-23,1.0814566493358792e-18,3.0519076234324707e-16,1.8065742314219977e-12,2.8907537706975492e-11,1.5972174830246388e-24,0.88130563799999995,0.0,0.0,0.0,0.0098911856131767874,0.00010000001353915,0.10889010329385194,1.5942091732924336e-14,2.2371378859387681e-21,5.1491378383869445e-23,3.5460437805423359e-16,9.800714140979539e-13,2.1474428211522691e-16
